molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|FPSA1|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
47a_a18|0.0|0|0|0|0.0|0|7.03438793|0.403918489|0.0|-0.006027559|4.844187086|0|0.033641026|0.043161338|-0.005483379|10.35082811|0.052572636|0|0.066507683|-0.232940071|-0.358939392|-0.369841706|0.842412605|0.089156939|0.7991211029999999|0.792293789|0|0.778790861|-0.082855697|-0.099310031|0.371382587|0.014124484|-67.93456546|100.7293848|0.2212091389999999|-0.036234741|-66.76209701|9.49531639|110.0917322|0.7936193709999999|-55.70051708|93.5899242|79.51543089|0.483193636|3612.105567|-24.3591435|0.2063806289999999|169.2144153|-1802.576619|37.435301|-481.4854016|2770.212274|1225.939287|1.0|1.0|1.0|3.0|0.0|0.28|0.48|123.06|3.0|158.24|12.0|39.0|5.0|547.67|0.0|0.0|0.0|2.02|-5.58|9.9e-05|2.62e-06|0.0|2.95e-06|-2098.807018|1536.87|388.09|0.69508|0.69508|2098.280307|0.6094|-131.0|-0.18291|0.0339441|-2098.359766|3.0133|1.0|9.0|9.0
3c_a12|0.0|0|0|0|0.0|0|6.555356892000001|0.610140703|0.0|-0.009252756|4.59511985|2|0.039605735|-0.14679559|-0.003879878|10.3117069|-0.056537396|1|-0.267255164|-0.116098308|-0.211367878|-0.545592465|0.923855679|-0.10295082|0.888353608|0.859899236|0|0.843855494|-0.071719601|-0.099327724|0.242114395|0.013219706|-36.28720467|73.9854678|0.156144506|-0.033980537|-25.42738988|3.384177297|0.0|0.7055242159999999|-18.35985151|61.16334136|42.97583906|0.427357986|2186.344105|-8.698843907999999|0.2944757839999999|148.9927848|-330.5560685|24.36878988|-207.9738085|926.0140155|380.2468615|1.0|1.0|1.0|1.0|2.78|0.12|4.01|78.41|0.0|98.16|3.0|23.0|4.0|319.38|0.0|0.0|1.0|2.76|-4.0|0.0194|9.940000000000002e-05|0.0|5.3200000000000006e-05|-1327.498519|894.36|345.72|0.43415|0.68067|-1327.351991|0.1193|-0.14572|-0.22035|0.02665687|-1327.4004710000002|2.3061|0.02|7699.0|7699.0
12bb_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.29704416|0.0|-0.008239316|5.351858133|2|0.04625323|0.096309833|-0.006877664|10.96022185|-0.027636036|1|0.2463876689999999|-0.098027247|-0.250781298|-0.421445726|0.653741315|-0.045186455|0.892249657|0.632625562|0|0.6888482109999999|-0.090660196|-0.114330726|0.314702945|0.022069757|-58.19935506|88.91215764|0.311151789|-0.038872447|-47.11573753|9.094955748|0.0|0.719294078|-37.36110291|88.14984373|72.36704599|0.4808928389999999|2902.055617|-16.01935076|0.280705922|180.1992964|-800.967538|34.69260487|-281.5518699|1734.6302440000002|593.6088758|1.0|0.0|0.0|2.0|0.0|0.14|3.55|69.2|1.0|123.67|5.0|31.0|6.0|417.41|0.0|1.0|0.0|2.44|-4.32|0.0424|4.81e-05|0.0|3.17e-05|-1431.4091|1120.72|326.27|0.38838|688.0|-1431.178978|0.0736|-0.15507|-0.21175|0.03421884|-1431.238418|8657.0|0.01|8.0|8.0
12u_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.604983445|0.0|-0.006935447|5.351858133|2|0.043383838|-0.091507428|0.002431329|10.31162873|-0.0646674999999999|1|-0.15896471|-0.0493878409999999|-0.0857954809999999|-0.467189145|0.8149999040000001|-0.105767484|0.889479916|0.711738503|0|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|0.015562896|-51.83732031|78.15130994|0.15055905|-0.03794847|-43.90644499|6.982033926000001|0.0|0.810462868|-34.72068676|75.26051582|62.26136323|0.443167712|3001.03926|-17.02494806|0.189537132|126.9521524|-834.2224549|31.36222814|-415.8966522|1536.749179|685.6665849999999|1.0|0.0|0.0|1.0|0.0|0.14|5.11|81.65|2.0|137.3|5.0|31.0|4.0|467.37|0.0|0.0|1.0|3.59|-6.04|0.000123|9.14e-07|0.0|7.39e-06|-2494.962309|1202.06|354.21|0.6847|0.6847|-2494.736802|0.1502|-0.1486299999999999|-0.20146|0.03472994|-2494.7995530000003|7.0553|34.0|7.4647|7.4647
4a_a46|0.0|0|0|0|0.210988875|1|7.825245291|1.13463711|2.180332577|-0.001042349|5.587248657999999|2|0.0473245609999999|-0.137420119|0.012632881|10.96352058|-0.0466186959999999|1|-0.216904465|-0.082000707|-0.129430244|-0.143806973|0.679741138|-0.06611606|0.8075680409999999|0.683616517|0|0.923958017|-0.05488948|-0.067863141|0.264863483|0.00935578|-28.50561609|6.579492736000001|0.076041983|-0.022129285|-18.30276019|2.523263761|55.05332552|0.742626378|-14.80375017|41.15334508|33.36433008|0.4289963579999999|2042.529911|-5.968291366|0.2573736219999999|133.66119809999998|-274.5414028|15.47527339|-252.0050978|711.8625758999999|480.9500663|1.0|1.0|1.0|0.0|2.8|0.35|4.18|43.6|0.0|96.74|2.0|24.0|3.0|318.42|0.0|1.0|1.0|3.43|-4.31|0.0372|4.89e-05|0.0|4.86e-05|-994.237445|967.0|272.77|0.6893600000000001|0.6893600000000001|-994.028172|0.1694|-0.19067|-0.21988|0.022810825|-994.079365|3.7138|181.0|6.7423|6.7423
14a_a3|0.0|0|0|0|0.0|0|6.823286122000001|0.6050202020000001|0.0|-0.009312773|4.727387819|3|0.043464052|-0.143740653|-0.00603969|10.3116301|-0.172643335|1|-0.267665193|-0.050943323|-0.094863591|-0.582572884|0.882394075|-0.287221775|0.822587422|0.8255789570000001|1|0.790894937|-0.091731577|-0.094609848|0.21389849|0.0140376889999999|-45.12132248|256.5548327|0.209105063|-0.036792719|-22.89086827|3.396421044|83.70773843|0.7608768779999999|-22.1944701|55.84414456|52.02624107|0.481997259|2160.698862|-8.902004327|0.239123122|117.6209094|-320.4721558|23.78539971|-256.6424807|856.2743893999999|358.3503513|0.0|1.0|1.0|1.0|2.2|0.06|4.28|105.82|0.0|93.25|2.0|23.0|4.0|319.38|0.0|0.0|1.0|2.76|-3.99|0.0113|0.000103|0.0|4.08e-05|-1327.513792|822.33|383.1|0.69708|0.69708|-1327.354384|0.4524|-0.1321|-0.19946|0.02860456|-1327.403067|4.6689|0.03|7.5229|7.5229
12b_a40|0.0|0|0|0|0.0|1|7.515889085|0.604989475|1.713497417|-0.004650218|5.4161004020000005|0|0.04020202|0.1744506639999999|0.00779293|10.31197236|-0.1537981269999999|2|0.279216571|0.023952313|0.038336814|-0.513870527|0.58925219|-0.227384615|0.7818091140000001|0.522580798|1|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|0.010845303|-37.05091872|80.72126798|0.044352844|-0.0338355829999999|-24.3068084|3.518538455|48.17000329|0.856829717|-21.10373336|48.54667776|43.22826564|0.494842289|2462.878448|-10.97726831|0.143170283|81.54797734|-340.29531769999994|22.49258909|-406.4913617|697.2702616|370.3261123|0.0|0.0|0.0|0.0|3.87|0.0|6.58|58.43|2.0|101.78|2.0|24.0|2.0|415.12|1.0|0.0|1.0|5.79|-7.11|8.09e-06|7.82e-08|0.0|1.7e-06|-3016.999329|960.94|363.91|0.69476|0.69476|-3016.927883|306.0|-0.14267|-0.22546|0.01251873|-3016.980996|6.3131|0.04|7.3979|7.3979
20b_a10|0.0|0|0|0|0.0|1|7.535296702|1.343837209|2.103422978|-0.007463406|5.4161004020000005|2|0.035818182|-0.030238422|0.001965496|10.92966143|-0.013623188|1|-0.049452599|0.019531637|0.031942481|-0.450145946|0.725009545|-0.022843761|0.817426568|0.6980623109999999|1|0.75259177|-0.094975935|-0.088479815|0.6741049840000001|0.013038163|-60.68950774|81.39248686|0.24740823|-0.033783202|-36.12803002|5.323735696|91.02309592|0.7616213270000001|-38.78052212|67.46831286|69.02087825|0.454087415|3085.433676|-13.79433873|0.238378673|152.3236842|-758.6886304|28.34404003|-334.3514234|1558.922202|769.1246171|1.0|1.0|1.0|1.0|3.15|0.11|4.23|95.92|2.0|129.73|5.0|34.0|5.0|447.49|0.0|0.0|1.0|3.66|-5.09|0.00271|8.13e-06|0.0|5.26e-07|-1465.62724|1218.74|317.8|0.3246|669.0|-1465.333983|0.1382|-0.16388|-0.2217199999999999|0.03930765|-1465.395231|7.7954|1.1|5.9586|5.9586
19e_a38|0.0|1|0|0|0.0|0|7.412764017000001|1.297043576|0.0|-0.007550899|5.351858133|2|0.04508642|0.021678225|-0.001197042|10.94917392|-0.038386106|1|0.045449529|-0.091460175|-0.191751024|-0.436305701|0.723755855|-0.064035403|0.89459881|0.700181525|0|0.776562593|-0.083623427|-0.10214405|0.552393659|0.02118651|-56.34606212|118.734325|0.223437407|-0.03783113|-46.37503972|9.619015829|16.39385667|0.749190974|-37.96637911|82.37885703|70.62168376|0.4655978389999999|2920.436229|-17.17594064|0.250809026|168.99691289999998|-927.5007945|34.02454948|-335.8133169|1837.325672|696.3887025|1.0|0.0|1.0|3.0|3.08|0.12|4.03|81.23|2.0|135.78|6.0|32.0|4.0|427.48|0.0|0.0|1.0|3.3|-4.72|0.0049|1.89e-05|0.0|2.25e-05|-1409.582478|1183.12|321.31|0.41961|0.58509|-1409.315831|0.3738|-0.15584|-0.20723|0.03483011|-1409.37733|8.0952|0.01|8.0083|8.0083
3b_a12|0.0|0|0|0|0.0|0|0.0|1.283824445|0.0|-0.007916598|0.0|2|0.0375|-0.1215705419999999|-0.004028952|10.9540388|-0.003968827|0|-0.19952566|-0.071149325|-0.116772665|-0.547002361|0.914614654|-0.007397776|0.82914101|0.802482465|0|0.903204699|-0.064393592|-0.088443201|0.073824142|0.0103611969999999|-33.57216667|41.13468455|0.096795301|-0.034016616|-24.04018959|2.816328871|0.0|0.7688221909999999|-17.50314491|54.77629766|38.97406803|0.390744506|2186.64676|-9.246226764|0.2311778089999999|120.5265876|-360.6028438|23.06757345|-280.3056362|899.6353646|406.0361621|1.0|1.0|1.0|1.0|2.98|0.05|4.05|37.28|1.0|102.53|3.0|24.0|3.0|332.79|0.0|1.0|1.0|3.59|-4.64|0.0184|2.28e-05|0.0|2.63e-06|-1410.971864|915.37|328.51|0.53738|0.6654800000000001|-1410.826913|0.2418|-0.15229|-0.2232|0.02444371|-1410.8759220000002|8.5678|49.0|7.3098|7.3098
12ba_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297043659|0.0|-0.0075620109999999|5.351858133|2|0.040566449|0.087201747|-0.002123045|10.9478512|-0.011949092|1|0.159880159|-0.091676619|-0.168084618|-0.410941182|0.844641715|-0.0202572689999999|0.890675195|0.796093405|0|0.849738126|-0.083210415|-0.108410153|0.330220757|0.0246090489999999|-56.0578808|100.798163|0.150261874|-0.037526591|-49.20258616|11.16896162|16.1479891|0.7068957840000001|-37.76553687|89.06670390000001|72.63670824|0.49229954|3035.390784|-17.03166444|0.293104216|197.4608731|-885.6465508|35.76372225|-278.7665262|1859.713557|688.1986357999999|1.0|0.0|0.0|2.0|0.0|0.12|2.79|116.78|1.0|133.18|5.0|33.0|6.0|431.45|0.0|0.0|0.0|1.57|-4.25|0.0072599999999999|5.65e-05|0.0|8.240000000000001e-05|-1417.454721|1187.56|411.71|0.3989999999999999|0.70432|-1417.187763|0.0009|-0.12587|-0.21033|0.02839417|-1417.249741|4.5448|21.0|7.6778|7.6778
12ad_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297042846|0.0|-0.01083262|5.351858133|2|0.040787037|0.046496301|-0.001148437|10.95445455|0.010723827|1|0.077659878|-0.136151085|-0.227404687|-0.478461478|0.817851296|0.018207862|0.8846605|0.7767870459999999|0|0.760267769|-0.082404548|-0.107772644|0.423689705|0.030769062|-58.34300549|94.12528108|0.239732231|-0.0365657189999999|-54.02363038|15.4237324|81.68309557|0.656407461|-41.30726219|96.81391944|80.12771975|0.477102332|3041.082692|-18.32944602|0.343592539|243.2659577|-1026.448977|39.44011905|-221.4751857|2208.646667|735.3783268|1.0|0.0|0.0|2.0|0.0|0.17|2.7|95.5|1.0|135.03|7.0|33.0|6.0|439.47|0.0|0.0|0.0|1.76|-4.08|0.0289|8.36e-05|0.0|0.000106|-1460.8311199999998|1236.64|321.93|0.27316|0.67215|-1460.5468529999998|0.2532|-0.15638|-0.21044|0.03648828|-1460.610659|6.8996|17.0|7.7696|7.7696
4S4l_a46|0.0|0|0|0|0.171853072|1|7.825245291|1.134637095|2.155247543|-0.004736212|5.587248657999999|1|0.049498645|-0.067419714|0.0066560469999999|10.94631401|-0.161358058|1|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|0.7940662409999999|-0.229089688|0.762625193|0.7936534740000001|0|0.894782107|-0.090807851|-0.084663086|0.213675946|0.007140583|-49.45536962|178.19783940000002|0.105217893|-0.029881089|-25.11158939|2.117940478|0.0|0.877939134|-26.93416438|49.6055056|53.34424204|0.469439238|2166.052483|-8.862913904|0.1220608659999999|66.47624804|-452.0086091|18.5362581|-411.6630752|945.3491632|579.2365607|1.0|1.0|1.0|1.0|3.19|0.36|4.64|50.94|1.0|105.77|3.0|26.0|3.0|347.45|0.0|1.0|1.0|4.08|-5.11|0.00182|7.78e-06|0.0|3.47e-05|-1092.753999|1040.96|299.38|0.57885|0.6763600000000001|-1092.489558|0.0614|-0.17632|-0.19647|0.02696794|-1092.543641|2.8473|261.0|6.5834|6.5834
12e_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.604984231|0.0|-0.0077937519999999|5.351858133|2|0.041767677|-0.010682095|0.0043261129999999|10.31162844|-0.055954785|1|-0.018475151|-0.089279071|-0.154412059|-0.417089226|0.838579475|-0.097868612|0.876441789|0.7933543279999999|0|0.816703705|-0.07914783|-0.098059338|0.407218612|0.024254701|-52.50202674|106.2790684|0.183296295|-0.035153347|-43.14823836|10.6725953|0.0|0.7071208529999999|-34.82676424|80.10232244|68.59117243|0.46715936|2920.484542|-15.46823639|0.292879147|194.2788429|-819.8165288|32.97692061|-274.7836441|1747.776792|704.0353382000001|1.0|0.0|1.0|1.0|0.0|0.17|3.89|90.88|2.0|133.77|6.0|31.0|5.0|428.51|0.0|0.0|0.0|2.57|-4.93|0.00154|1.19e-05|0.0|7.87e-05|-1690.3021629999998|1201.05|356.82|0.3304|0.68605|-1690.030824|151.0|-0.1476|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431|7.9431
7_a3|0.0|0|0|0|0.0|0|6.823286122000001|0.60501656|0.0|-0.008855374|4.727387819|2|0.03757716|-0.047419994|-0.007540435|10.3116226|0.030246987|1|-0.084462575|0.020589494|0.036673175|-0.592753801|0.881253042|0.0507482109999999|0.8632654590000001|0.773152968|1|0.782294598|-0.1034274319999999|-0.096448591|0.5999725029999999|0.009708941|-51.18177092|230.9407974|0.217705402|-0.036877402|-23.61864737|2.377557323|76.07607751|0.7992146109999999|-25.32764885|55.15105143|55.98630667|0.3987206729999999|2196.07224|-9.030659289|0.2007853889999999|99.36002106|-307.0424158|22.83370969|-296.13678660000005|776.3461295|353.7528308|1.0|1.0|1.0|1.0|2.61|0.0|4.96|92.93|1.0|95.5|2.0|23.0|3.0|338.81|0.0|0.0|1.0|3.63|-4.87|0.00124|1.34e-05|0.0|1.11e-05|-1731.7341420000002|883.88|360.06|0.3456|0.69224|-1731.602893|0.1262|-0.14816|-0.21219|0.03103579|-1731.651178|3.9813|1023.0|5.9901|5.9901
20_a4|0.0|0|0|0|0.0|1|7.535296702|1.399905568|2.017439295|-0.003103385|5.4161004020000005|1|0.039635417|-0.061689675|0.012265062|10.9459449|-0.059498265|1|-0.098992154|-0.064248765|-0.103098674|-0.211751813|0.691307598|-0.105783279|0.8404413829999999|0.665774148|0|0.918147288|-0.060595472|-0.072188305|0.210083785|0.022933651|-29.16642156|63.27373076|0.081852712|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|0.6435852470000001|-14.03867522|46.45917085|40.20507689|0.421704107|1982.961908|-6.32818424|0.356414753|171.5531319|-234.1428169|20.4281979|-138.2237887|755.8433223999999|338.71903330000004|1.0|1.0|1.0|0.0|3.06|0.11|3.2|39.94|0.0|86.62|3.0|22.0|3.0|289.33|0.0|1.0|1.0|2.97|-3.87|0.1|0.000134|0.0|0.000806|-934.2489802|861.05|306.74|0.5152|0.66028|-934.103809|0.1415|-0.16699|-0.19747|0.022349042|-934.150871|5.5779|646.0|6.1898|6.1898
14a_a5|0.0|1|0|0|0.0|0|6.605297921|1.226142247|0.0|-0.0053665219999999|4.59511985|3|0.027375887|-0.132625457|0.002956745|10.9488747|0.024793388|1|-0.213526163|-0.010147323|-0.016337128|-0.36152442|0.7333482170000001|0.047169811|0.847379958|0.71006207|0|0.7909255559999999|-0.080875277|-0.078681402|0.4398855029999999|0.0173669719999999|-54.69145586|134.62273080000003|0.209074444|-0.0271808479999999|-35.98151967|7.942029745|55.04914434|0.629783335|-36.98479273|69.71575554|66.43577392|0.470085022|2836.468636|-12.42997952|0.370216665|250.3569601|-683.6488737000001|29.18606491|-175.53051609999997|1605.23357|723.0631751|0.0|1.0|1.0|2.0|2.41|0.2|4.56|92.79|1.0|123.0|6.0|32.0|5.0|425.48|0.0|0.0|1.0|3.05|-4.22|0.0304|6.02e-05|0.0|6.16e-07|-1390.592722|1195.01|298.75|0.65789|0.65789|-1390.29207|0.5853|-0.1676|-0.2183699999999999|0.04629687|-1390.352729|2.8163|112.0|6.9508|6.9508
8c_a31|0.0|1|0|0|0.0|0|7.765993078999999|0.610137334|0.0|-0.01275867|5.733341277|0|0.03995098|-0.106461724|-0.0080009219999999|10.31169969|-0.1029580369999999|2|-0.178276512|-0.053983462|-0.09039853|-0.513257014|0.922486359|-0.1759864119999999|0.896193695|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-64.57121646|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|9.027343766|477.2277896000001|0.72308253|-35.61776956|82.77037329|80.93682766|0.47508938|2251.08563|-12.06117028|0.27691747|152.7489054|-506.5691518|30.23944586|-246.1066271|1270.056726|423.1367008|1.0|1.0|1.0|2.0|2.9|0.29|4.89|114.29|0.0|93.45|5.0|24.0|5.0|342.42|0.0|0.0|1.0|2.83|-3.63|13.0|0.000237|0.0|0.0002549999999999|-1426.166503|981.89|322.11|0.7005|0.7005|-1425.968408|0.2597|-0.15985|-0.19207|0.03744829|-1426.024361|5.1815|0.81|6.0915|6.0915
12a_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297044783|0.0|-0.007471648|5.351858133|2|0.040166667|0.078063311|0.002039107|10.96083376|-0.065913514|1|0.134423193|-0.1063550619999999|-0.183140926|-0.432975237|0.907322874|-0.119322074|0.846614758|0.855821486|0|0.820684627|-0.076154312|-0.104828755|0.436020272|0.019595485|-46.76212019|109.9069212|0.179315373|-0.037738352|-39.52572284|7.388485123|5.277117996|0.755315434|-28.71401279|76.09903547|58.79461567|0.470444928|2647.835699|-14.22926022|0.244684566|150.24716030000002|-711.4630111|30.67992313|-313.5499672|1533.996157|598.1535763999999|1.0|0.0|0.0|2.0|0.0|0.14|2.72|69.2|1.0|123.75|5.0|29.0|4.0|381.43|0.0|1.0|0.0|1.86|-4.0|0.0625|0.000101|0.0|9.78e-05|-1232.951968|1096.31|338.0|0.67869|0.6997|-1232.707754|0.0012|-0.1519299999999999|-0.20139|0.03544528|-1232.764108|8.5603|13.0|7.8861|7.8861
20_a31|0.0|1|1|1|0.0|0|7.765993078999999|0.609420757|0.0|-0.009722467|5.733341277|0|0.03995614|-0.013040402|-0.003484915|10.31100269|-0.078213611|3|-0.023477148|-0.0852122769999999|-0.1534110109999999|-0.594513619|0.788133615|-0.131662689|0.912372776|0.7507116140000001|1|0.7954270659999999|-0.085849869|-0.110195543|0.246878555|0.019334605|-53.79798102|64.42171513|0.2045729339999999|-0.033537774|-43.27297051|7.592555532|75.10345696|0.710707042|-33.71260536|81.35171021|65.91404723|0.464597945|2576.1287230000003|-13.1700345|0.289292958|181.2859728|-605.8215871|29.5712685|-264.0799235|1360.278351|557.1050635|1.0|1.0|1.0|2.0|2.74|0.26|6.49|140.04|1.0|110.47|7.0|27.0|4.0|397.52|1.0|0.0|1.0|3.6|-4.44|0.000493|3.66e-05|0.0|8.86e-06|-1880.768349|1113.19|350.43|0.7036600000000001|0.7036600000000001|-1880.538664|0.2011|-0.1483|-0.20895|0.0336943|-1880.599777|4.9218|8.0|8.0862|8.0862
9_a15|0.0|0|0|0|0.0|0|0.0|1.419941378|0.0|-0.009923019|0.0|1|0.04022792|0.096418279|1.7800000000000002e-05|10.95880687|0.005692073|0|0.140072812|-0.203104439|-0.295062413|-0.344978312|0.85357243|0.010183805|0.742680335|0.8105478740000001|0|0.846156316|-0.073701648|-0.11668349|0.416635119|0.032464905|-41.10356167|105.5304352|0.153843684|-0.028575549|-36.29225274|10.09761131|54.69975317|0.51257747|-22.92354152|85.14415759|59.20930631|0.4517825079999999|2392.3164920000004|-8.88789863|0.48742253|271.83655510000006|-435.5070329|31.09118831|-14.02896218|1523.4682269999998|532.0914339999999|1.0|1.0|1.0|1.0|3.37|0.19|3.9|61.84|2.0|104.74|7.0|27.0|5.0|366.41|0.0|1.0|1.0|3.69|-4.81|0.00206|1.53e-05|0.0|9.86e-06|-1223.705126|1042.17|330.74|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|-0.1824|0.01773342|-1223.522216|2188.0|107.0|6.9706|6.9706
47g_a18|0.0|0|0|0|0.0|0|7.03438793|1.251175676|0.0|-0.005817448|4.844187086|0|0.031179487|-0.048472184|0.0036509859999999|10.94702253|-0.008224928|0|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0.765824398|-0.014370598|0.780474694|0.745431271|0|0.834424154|-0.065225536|-0.08547236|0.413435809|0.013404131|-55.35188184|111.5517627|0.165575846|-0.029212072|-61.55384106|9.653129118|47.07867403|0.731870777|-46.97287277|86.33162323|66.72693367|0.4913566339999999|3367.0578530000003|-21.03738872|0.268129223|227.5405903|-1661.953709|33.87214455|-393.5416883|2675.8994190000003|1347.416568|1.0|1.0|1.0|2.0|0.0|0.34|3.22|88.97|3.0|164.47|13.0|40.0|4.0|541.68|0.0|0.0|0.0|2.83|-5.52|0.000421|3.01e-06|1.0|3.27e-07|-1743.375845|1604.37|400.4|0.69828|0.69828|-1742.7686640000002|0.5955|-0.12789|-0.17202|0.02960182|-1742.847918|5.9864|9.0|8.0458|8.0458
12s_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.604984545|0.0|-0.007621736|5.351858133|2|0.04625323|-0.0601024909999999|-0.002544958|10.31162892|-0.04950715|1|-0.1597740919999999|-0.0546637159999999|-0.145315868|-0.446807335|0.609043558|-0.080971844|0.889479916|0.591758164|0|0.706713791|-0.090733404|-0.103647048|0.404041243|0.019324097|-58.75255278|89.91581294|0.2932862089999999|-0.040189672|-43.45862792|8.102485674|0.0|0.790481833|-38.04400919|78.38074776|71.26547471|0.467381416|2977.11642|-16.8513047|0.209518167|135.66918710000002|-825.7139305|32.92168852|-376.1910929|1613.162737|616.2856203|1.0|0.0|0.0|1.0|0.0|0.14|4.67|81.65|2.0|127.19|5.0|31.0|6.0|434.46|0.0|0.0|0.0|3.21|-5.17|0.00141|6.71e-06|0.0|3e-05|-1774.236634|1140.1|350.75|0.43338|0.68458|-1774.01033|0.1576|-0.14985|-0.20495|0.03401064|-1774.072418|3.9579|7.0|8129.0|8129.0
3l_a32|0.0|1|1|1|0.0|0|7.773594467000001|0.609420748|0.0|-0.0054004|5.733341277|0|0.035643275|-0.039331295|0.0016954029999999|10.31100268|-0.107818594|3|-0.068876714|-0.04980249|-0.087213805|-0.524711546|0.820540279|-0.184582641|0.7973741999999999|0.776480242|1|0.8855584879999999|-0.069304303|-0.088417589|0.270668623|0.012244965|-40.30321333|61.72183119|0.114441512|-0.028831823|-29.90181954|4.141107366|0.0|0.788236719|-23.43792428|58.10243176|47.42414825|0.453630671|2453.759435|-9.750593329|0.211763281|123.148785|-448.5272931|21.27134288|-335.2422712|978.4817724|565.7000781|1.0|0.0|1.0|1.0|3.54|0.35|7.34|110.94|2.0|110.16|3.0|26.0|3.0|380.53|1.0|0.0|1.0|5.04|-6.01|9.59e-06|9.7e-07|0.0|1.2e-05|-1789.475625|1062.47|351.04|0.70282|0.70282|-1789.242839|0.2876|-0.14664|-0.19962|0.02547484|-1789.298086|5.7721|12.0|7.9208|7.9208
12bd_a36|0.0|1|0|0|0.0|0|7.412764017000001|1.297043358|0.0|-0.006695407|5.351858133|2|0.04625323|0.025649557|0.003676818|10.94639828|-0.0288761339999999|1|0.042808724|-0.101854847|-0.169994208|-0.436345273|0.902377067|-0.047786573|0.833398429|0.857993338|0|0.832478093|-0.071083327|-0.099460046|0.279020022|0.0177487689999999|-46.92083391|83.92365468|0.167521907|-0.035521445|-43.33557909|7.733288012999999|0.0|0.78244124|-30.9716039|75.7932235|58.63647911|0.475272043|2772.776922|-15.47699253|0.21755876|143.6066496|-866.7115819|29.96655829|-372.868829|1678.127264|729.1873176|1.0|0.0|0.0|2.0|0.0|0.21|3.76|69.2|1.0|133.68|5.0|31.0|4.0|409.49|0.0|1.0|1.0|2.42|-4.6|0.0117|2.5e-05|0.0|1.86e-05|-1311.591775|1200.23|349.84|0.69411|0.7044100000000001|-1311.291779|0.0058|-0.1459|-0.19826|0.03110617|-1311.352257|7.6908|17.0|7.7696|7.7696
20a_a10|0.0|0|0|0|0.0|1|7.535296702|1.343837243|2.113798134|-0.0034618129999999|5.4161004020000005|2|0.036415094|-0.035536682|0.008214031|10.9296614|0.011011878|1|-0.058994157|-0.049146504|-0.081587712|-0.281099208|0.661219642|0.019448804|0.817646497|0.63495222|1|0.913681336|-0.066386563|-0.072821454|0.591835899|0.013618456|-43.19189039|66.52185003|0.086318664|-0.028008251|-30.82502228|5.764636687|47.01787447|0.733451892|-28.10115947|58.1398225|52.05222074|0.452402751|2998.608651|-11.8557778|0.266548108|173.41938059999998|-616.5004457|24.84485067|-303.7731758|1291.932235|719.5272609|1.0|0.0|1.0|0.0|3.63|0.11|5.06|76.62|2.0|126.35|4.0|33.0|5.0|429.47|0.0|0.0|1.0|4.27|-5.59|0.000888|2.56e-06|0.0|1.55e-07|-1389.164302|1200.92|323.62|0.50193|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|-0.2274199999999999|0.03217287|-1388.957848|3.2116|1.2|5.9208|5.9208
