molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
24_a20|0|0|0.0|0.0|1|6.842683282|0|1.40648755|1.959359883|-0.001547029|4.727387819|0.029711934|2|2.041494094|0.009265667|-0.060940703|-0.04104|0.008780074|0.1468474119999999|-0.060582944|-0.188335708|2|0.616352201|0.74131936|1|0.952027295|-0.061437722|-0.067869875|0.531656762|0.012814211|8.085691548|12.83518119|-27.02262995|406.1522673|-1.357397496|-24.46164548|51.30386873|-17.13019562|46.85253003|2736.601949|-856.5097809|-10.80905198|0.228967757|6.852820269|12.63879297|0.844319927|144.47729840000002|-540.4525990000001|0.013436544|-342.0394805|1110.861171|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.4|0.08|27.0|-9.32|4.76|4.78|80.28|2.0|119.42|4.0|31.0|-6.26|402.45|1.0|3.63|0.00519|1.17e-05|3.52|0.0|0.0|4.82e-10|1.94e-07|-0.06748|5.3396|3.74|-1291.896802|685.66|0.2495|232.2|551.25|0.46668|0.44916|-1291.647083|0.0108|-0.15687|3.6107|-0.22435|0.02922392|-1291.706729|318.0|6.4976
15a_a50|0|1|0.0|0.0|2|7.934155233999999|1|1.3530592819999998|4.126145086|-0.004429392|5.82008293|-0.06317118|1|2.020652006|0.005366038|-0.15010386|-0.125205943|0.005828749|-0.072976638|-0.209259615|-0.325638639|1|0.797917311|0.821868651|1|0.837789896|-0.0783960279999999|-0.084501726|0.4349386739999999|0.018014615|10.77967103|275.287923|-30.25705388|0.0|-1.436529349|-28.07082095|61.78266878|-17.54280159|57.69065967|2503.770258|-859.5972780999999|-10.49734522|0.294589405|8.095541483|14.65582885|0.8103580690000001|176.277812|-514.369916|0.018747341|-245.8291419|1218.577214|569.5267957000001|1.0|1.0|1.0|1.0|1.0|3.7|0.23|20.0|-6.09|3.23|3.57|68.76|1.0|110.43|5.0|28.0|-6.78|371.44|1.0|2.76|0.0933|0.0001189999999999|2.51|0.0|0.0|8.070000000000001e-07|0.0003|-0.03255|4.0408|2.66|-1199.818129|644.4|0.1767|306.83|519.38|0.66132|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-0.19948|0.03314629|-1199.629702|41.0|7.3872
16i_a32|1|1|3.352437091|0.0|0|7.765993078999999|0|0.6094207429999999|0.0|-0.0146198339999999|5.733341277|-0.075706124|0|2.078707411|-0.003511776|-0.104899053|0.006037736|-0.001202032|-0.098841478|-0.211019184|-0.700853898|0|0.801401734|0.836966894|1|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|0.022335011|14.59730623|90.08098301|-49.02383532|32.3175507|-1.836344582|-36.62130242|88.80827938|-24.00328703|70.6307405|2770.767996|-1200.164351|-15.6876273|0.281035887|6.848009314|12.57892808|0.836873682|183.6742715|-784.3813651|0.021112022|-286.2130831|1669.296604|636.0251562999999|0.0|1.0|1.0|1.0|2.0|3.75|0.3|19.0|-7.4|6.25|4.85|149.27|3.0|116.75|8.0|29.0|-5.93|427.54|0.0|3.96|3.96e-05|8.18e-06|4.19|0.0|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|-1995.307733|692.96|0.2857|342.72|573.38|0.70222|0.70222|-1995.055356|0.2857|-0.14976|3353.0|-0.2002|0.02810109|-1995.11813|6.0|8.2596
19f_a38|1|0|3.3320764830000003|0.0|0|7.412764017000001|2|1.297044434|0.0|-0.007831113|5.351858133|-0.084341564|2|0.0|-0.002526241|0.035480177|-0.054832432|-0.000673716|-0.017421394|-0.217394466|-0.4288343429999999|1|0.724208473|0.819222745|0|0.750875987|-0.085318318|-0.111307609|0.488059925|0.02107583|13.4639011|125.7493111|-45.42524686|12.14075726|-1.892229356|-34.81887413|84.35196967|-24.1763087|67.96791709|2776.145209|-1208.815435|-15.44458393|0.265562447|6.164440995|11.28936331|0.8313685409999999|169.6496169|-772.2291966|0.020733452|-299.5321167|1645.906354|595.8790650000001|1.0|1.0|1.0|1.0|3.0|4.82|0.14|17.0|-6.86|3.13|2.55|81.23|1.0|125.69|5.0|30.0|-6.77|401.44|1.0|2.67|29.0|6.77e-05|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|-0.05735|5.3197|3.41|-1332.190216|653.22|0.3205|233.07|495.68|0.38086|0.7056100000000001|-1331.945195|0.0019|-0.14369|5.3152|-0.20104|0.02936908|-1332.004601|73.0|7.1397
27b_a34|0|0|0.0|0.0|1|7.412764017000001|1|1.4335271040000002|2.013418486|-0.010183855|5.351858133|-0.016803292|1|0.0|-0.001438963|-0.029622037|-0.027175221|0.001228116|-0.175834895|-0.322091086|-0.463926296|1|0.820914556|0.7722228729999999|0|0.783431788|-0.08757938|-0.109683855|0.3307451819999999|0.031021066|20.42417736|150.83624440000003|-47.54648562|540.9533124|-1.864625537|-37.9644911|87.24055613|-24.553278|78.08618045|2835.31543|-1227.6639|-16.16580511|0.287687241|9.124440695|15.39406063|0.687123753|189.4124225|-808.2902556|0.022820627|-279.5721769|1723.489976|627.4287311|1.0|1.0|1.0|1.0|1.0|3.54|0.12|23.0|-8.19|3.94|4.11|84.99|2.0|116.33|5.0|31.0|-6.14|409.44|1.0|3.46|0.00243|1.1e-05|3.75|0.0|0.0|6.53e-09|2.67e-06|-0.04121|4.8168|4.33|-1350.055377|691.97|0.3621|257.4|577.39|0.47412|0.70001|-1349.811401|0.0252|-0.1652799999999999|11.8546|-0.20649|0.03640275|-1349.873325|0.65|6.1871
1n_a5|1|0|2.91912867|0.0|0|6.605297921|0|1.427557749|0.0|-0.007315978|4.59511985|-0.0533837329999999|2|0.0|0.004367323|-0.150600424|-0.047910067|0.004754079|0.004115733|-0.015850084|-0.393928416|2|0.6805709409999999|0.77828693|0|0.785210014|-0.082180848|-0.081950989|0.428980979|0.023129277|13.27640087|63.58796786|-27.00168194|55.29041202|-1.311215832|-27.07741706|63.57058627|-17.50346525|60.44890447|2437.279452|-752.6490056|-10.04713747|0.372248254|7.881746117|15.27080096|0.937489579|213.67365440000003|-432.02691110000006|0.028797525|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|1.0|2.88|0.05|23.0|-8.07|4.41|3.99|80.76|1.0|101.77|5.0|27.0|-6.41|356.38|1.0|3.14|0.0193|6.56e-05|2.91|0.0|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.19|-1179.209088|607.15|0.3789|282.82|481.06|0.44786|0.44786|-1179.018429|0.3789|-0.17092|0.6234|-0.23278|0.03956123|-1179.073189|27.0|7.5686
5_a27|0|0|0.0|0.0|2|6.823286122000001|0|1.4026035369999998|3.2927747860000003|-0.0063562359999999|4.727387819|-0.068518519|2|1.271687295|0.00991794|-0.125237927|-0.013448351|0.010329671|-0.250776983|-0.341622797|-0.4982037479999999|2|0.639413469|0.760083119|1|0.8531787759999999|-0.055979434|-0.085078576|0.333977277|0.01695771|8.936508815|10.48961936|-23.6277072|56.35994804|-1.276178645|-15.54640123|53.51978325|-16.01263727|38.43699603|2273.906133|-672.5307653|-8.438466859|0.258518528|6.160679036|10.98289851|0.7827415529999999|136.2361487|-354.41560810000004|0.016479312|-254.5156507|907.0095354|424.8821143|0.0|1.0|0.0|1.0|0.0|3.07|0.16|21.0|-6.22|2.94|2.8|65.6|0.0|97.55|2.0|25.0|-6.49|331.37|1.0|2.82|0.0821|9.78e-05|2.58|0.0|0.0|6.04e-07|0.0002|-0.04554|4.0989|4.9|-1083.143246|566.68|0.2448|302.48|463.87|0.64548|0.64548|-1082.967639|0.2448|-0.16952|2.3781|-0.21506|0.01903872|-1083.019748|3.0|8.5229
47p_a18|0|0|0.0|0.0|0|7.03438793|1|1.25117677|0.0|-0.005394244|4.844187086|-0.04760181|0|0.0|0.00235332|-0.015960677|-0.049428094|0.003537135|0.037961877|-0.261349889|-0.441700685|0|0.72025564|0.726294118|0|0.832954548|-0.06909945|-0.082580968|0.278332428|0.007989903|5.913843751|10.25627035|-45.24146169|48.48855261|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|2933.069245|-1528.087796|-16.88114242|0.181540558|9.923659881|19.41290064|0.956223901|134.3699001|-1131.036542|0.01090303|-471.4248324|1867.029344|1011.163774|1.0|0.0|1.0|1.0|2.0|4.29|0.28|18.0|-9.03|3.65|3.34|76.5|3.0|144.53|9.0|35.0|-6.07|468.59|0.0|2.9|0.000998|5.34e-06|4.35|0.0|0.0|9.35e-10|4.38e-07|-0.05628|3.2036|7.98|-1493.759811|795.43|595.0|387.01|732.84|0.6937800000000001|0.6937800000000001|-1493.338659|595.0|-0.13118|3.6452|-0.18746|0.02843634|-1493.407248|64.0|7.1938
21_a4|0|0|0.0|0.0|1|7.535296702|1|1.399863887|2.026698554|-0.003068098|5.4161004020000005|-0.014982235|1|0.0|0.012362563|-0.2897937889999999|-0.104638158|0.012094249|0.030586117|-0.099702401|-0.228430899|1|0.6952936|0.777866961|0|0.932146735|-0.0571545999999999|-0.076470465|0.239652988|0.020173071|10.23237244|63.37635587|-19.67444009|66.03320922|-1.147056976|-14.70482428|47.69702403|-14.54552243|39.22285963|2045.488184|-581.8208971|-7.377915035|0.276832377|5.961506745|9.956436217|0.670120767|140.4174905|-295.1166014|0.017563978|-226.3943104|804.5450027|387.240586|1.0|1.0|1.0|1.0|0.0|3.37|0.16|17.0|-5.94|3.7|3.85|39.94|0.0|91.59|3.0|23.0|-5.76|303.36|1.0|3.23|0.0403|6.51e-05|3.36|0.0|0.0|1.16e-06|0.000352|-0.02956|5.1623|3.31|-973.5683008|549.71|0.2016|240.17|446.0|0.5260600000000001|0.66476|-973.400097|0.1457|-0.16632|2.0282|-0.19588|0.020181098|-973.449892|121.0|6.9172
3g_a32|1|1|3.542426304|-0.047725143|0|7.78113851|0|0.60942078|0.0|-0.006258272|5.733341277|-0.072619634|0|2.2144733530000003|0.001276735|-0.1154223269999999|-0.125170068|0.002565215|-0.105402305|-0.133675401|-0.563371932|0|0.833981748|0.755211939|1|0.887695945|-0.070213101|-0.098311343|0.273439311|0.0119962889999999|6.647498326|42.56199385|-30.18744099|0.0|-1.278047464|-21.55960626|60.55421302|-16.86199774|45.55465473|2271.746759|-708.2039051|-9.343731735|0.199259841|5.917878616|10.70834299|0.809490137|110.4157723|-392.4367329|0.01096673|-333.29803589999995|884.4366022|475.3634141|0.0|1.0|1.0|1.0|1.0|3.43|0.28|19.0|-7.29|7.02|5.42|110.94|2.0|102.55|3.0|24.0|-4.9|354.49|1.0|4.61|2.88e-05|2.58e-06|5.02|0.0|0.0|5.08e-08|1.8e-05|-0.0535|3.5456|4.13|-1712.060085|593.24|0.2859|349.68|495.4|0.70275|0.70275|-1711.865318|0.2859|-0.14715|3.3082|-0.20065|0.02384763|-1711.919273|14.0|7.8539
12j_a36|1|0|3.502198129|0.0|0|7.412764017000001|2|0.6293514410000001|0.0|-0.007086381|5.351858133|-0.0446165029999999|2|0.0|0.00285431|0.039869055|-0.051080247|0.003710345|0.161289379|-0.133106642|-0.436310965|1|0.906423012|0.820041835|0|0.852586292|-0.069970795|-0.105480639|0.362692602|0.018160631|11.99396966|26.39145693|-46.00836307|2.098786266|-2.004132137|-30.5197407|80.59149538|-24.51120192|58.20533756|2881.20453|-1323.6049039999998|-16.18812775|0.224187058|7.483427579|13.78874575|0.8425708820000001|148.06163930000002|-874.1588982999999|0.016546717|-364.314663|1706.0876829999995|725.9470896|0.0|1.0|1.0|1.0|2.0|4.86|0.17|17.0|-7.05|3.33|2.61|94.5|1.0|135.47|6.0|31.0|-6.64|427.52|0.0|2.33|0.0061|3.09e-05|3.19|0.0|0.0|8.95e-08|3.83e-05|-0.05098|5.2072|3.37|-1670.448063|694.28|0.4981|238.1|536.01|0.37116|0.69967|-1670.184251|98.0|-0.15495|6.4451|-0.20593|0.02793415|-1670.245584|0.01|8.0
15_a47|1|1|2.9226792460000004|0.0|0|6.605297921|0|1.304329657|0.0|-0.00516949|4.59511985|-0.072588375|2|1.56205245|-0.0026314909999999|0.086682657|0.0506476009999999|-0.002377481|-0.299654464|-0.017562097|-0.332654104|2|0.644280611|0.830688568|1|0.791753677|-0.084413593|-0.0904066519999999|0.429825305|0.016669157|8.917011222000001|61.0548099|-25.87091101|0.0|-1.265693121|-24.15592798|59.79410145|-17.81765281|54.07328082|2327.320914|-677.0708068|-9.531388265|0.288369895|6.984778596|13.37174753|0.914412511|154.260803|-362.1927541|0.021370407|-226.4191275|951.4364299|383.4213189|1.0|0.0|1.0|1.0|2.0|2.89|0.06|21.0|-8.49|4.69|5.28|66.49|2.0|96.6|3.0|25.0|-5.76|353.78|1.0|3.74|0.00455|1.41e-05|3.8|0.0|0.0|3.22e-09|1.14e-06|-0.0591799999999999|4.3312|3.33|-1527.4104|552.16|0.2828|286.26|419.75|0.67203|0.68008|-1527.265523|0.0759|-0.16762|2.2271|-0.2268|0.03425526|-1527.316555|16.0|7.8
13c_a6|1|0|3.441255118|0.0|0|7.412764017000001|1|1.424213869|0.0|-0.010619065|5.351858133|-0.0122495089999999|1|0.0|-0.003346018|0.054910284|-0.0942387559999999|-0.000899678|0.081059709|-0.174259072|-0.490486317|1|0.845481322|0.780680481|0|0.786809832|-0.093635525|-0.111231609|0.22875443|0.030547186|20.79409503|157.60887419999997|-51.54254258|567.1031411|-2.11340057|-43.38886312|88.21184769|-27.1440571|84.53371376|2880.850692|-1438.635026|-18.47751526|0.2279674589999999|8.038175951|15.07660437|0.875625075|155.1821156|-979.308309|0.018354398|-370.3562372|1863.438327|692.8471883999999|1.0|1.0|1.0|1.0|2.0|3.61|0.16|23.0|-9.4|5.38|4.57|95.85|2.0|121.6|6.0|32.0|-5.88|423.47|1.0|3.64|0.000471|5.42e-06|4.23|0.0|0.0|3.96e-10|1.68e-07|-0.05015|5.992000000000001|4.5|-1389.39897|719.8|0.5471|206.92|596.15|0.48478|0.7008800000000001|-1389.122252|0.28|-0.14975|7.7129|-0.1999|0.0276450999999999|-1389.184603|73.0|7.1367
33_a20|0|0|0.0|0.0|1|6.842683282|0|1.4175014119999998|1.915285809|-0.00145476|4.727387819|0.023539095|2|2.0219022580000003|0.009265667|-0.061975089|-0.062750442|0.008780074|0.248715569|-0.060582944|-0.1771816269999999|2|0.616352201|0.74131936|1|0.9493896|-0.058927252|-0.069838312|0.399354817|0.012738882|8.340767701|8.680600701|-29.9394021|64.93395624|-1.326927921|-25.26187502|54.60811436|-17.37608867|46.92331405|2737.8873550000003|-868.8044333999999|-11.3769728|0.240643818|8.062843544|15.094865900000002|0.8721516570000001|157.56124519999997|-568.84864|0.013564844|-339.6262863|1144.132956|664.4562602999999|0.0|1.0|1.0|1.0|0.0|3.39|0.08|27.0|-9.69|5.33|5.39|67.39|2.0|121.62|4.0|31.0|-5.58|401.46|1.0|4.28|0.000997|2.98e-06|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|-0.0582899999999999|5443.0|4.07|-1275.852801|689.51|0.6157|227.79|563.98|0.27375|0.6129|-1275.602977|0.0463|-0.15959|3.5714|-0.21788|0.02957286|-1275.662457|34.0|7.4685
1a_a18 (SB-431542)|1|0|3.3674017380000003|0.0|0|7.423568444|1|1.430935835|0.0|-0.015636898|5.351858133|-0.175408303|1|0.0|-0.011639964|-0.029658865|-0.0492229479999999|-0.008385698|0.164429684|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|0|0.5940412860000001|-0.126408788|-0.122555709|0.210046675|0.033020439|19.58668728|160.410387|-43.12110169|105.3125675|-2.083447046|-44.47680367|87.15852628|-27.46300805|94.56841061|2678.82389|-1235.8353619999998|-16.29019397|0.2468003389999999|7.52384981|14.26170773|0.895533283|146.3942108|-733.0587287000001|0.02438148|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|1.0|2.0|3.25|0.05|23.0|-7.69|4.04|3.63|103.12|1.0|106.85|4.0|29.0|-6.73|384.39|1.0|2.85|0.0116|5.660000000000001e-05|2.7|0.0|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|-1292.588031|620.23|0.5767|324.5|464.08|0.55409|0.69868|-1292.358966|0.3347|-0.13329|5.9926|-193.0|0.03494548|-1292.414518|125.0|6.9031
17_a12|0|0|0.0|0.0|0|6.823286122000001|1|0.610029543|0.0|-0.00864055|4.727387819|-0.058347964|3|0.0|-0.002523977|-0.072956553|-0.070249784|-0.000651751|-0.3748198379999999|-0.202276514|-0.559137213|2|0.918713011|0.8198617429999999|0|0.858119365|-0.069570363|-0.096209886|0.318309599|0.011226177|5.849860887999999|69.36398419|-26.12444199|0.0|-1.443148294|-18.89085387|57.97616997|-18.34174978|42.10235809|2246.161353|-752.0117408|-9.557722681|0.213298781|5.669161963|10.61752641|0.8728564259999999|111.1480977|-391.8666299|0.015049295|-298.7949107|955.9051425|431.5987143|1.0|1.0|0.0|1.0|1.0|4.13|0.17|17.0|-7.16|4.51|2.56|78.41|0.0|103.12|3.0|24.0|-6.07|333.41|1.0|3.14|0.0103|5.7100000000000006e-05|3.19|0.0|0.0|6.97e-08|2.32e-05|-0.06322|4.4014|2.87|-1366.804178|560.09|0.2213|281.69|419.49|0.39539|0.62783|-1366.638303|148.0|-0.15459|2128.0|-0.21781|0.02800938|-1366.689546|16.0|7.7959
9a_a31|1|0|3.348289714|0.0|0|7.765993078999999|1|0.6101356720000001|0.0|-0.01391798|5.733341277|-0.093457477|0|0.0|-0.006189303|0.03406986|-0.0007638889999999|-0.0033853629999999|-0.084652799|-0.15653721|-0.542342338|0|0.8058046320000001|0.782715368|0|0.691768132|-0.100906991|-0.122626525|0.235442032|0.033245595|21.33533299|163.6011874|-50.50275387|95.14995868|-2.0846509230000003|-41.55773748|94.03540892|-27.87131275|86.0923113|2855.751316|-1337.8230119999998|-17.886392|0.262241245|7.812278516|15.15483138|0.939873412|168.29310269999996|-858.5468158|0.0239033229999999|-305.16297060000005|1813.361078|597.3075924999999|1.0|1.0|1.0|1.0|2.0|3.6|0.14|22.0|-8.13|5.51|4.02|117.37|1.0|113.64|6.0|30.0|-6.39|418.47|1.0|3.47|0.00101|1.7100000000000002e-05|3.47|0.0|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|5.27|-1691.9526239999998|680.72|0.7028|327.21|540.01|0.7028|0.7028|-1691.716118|0.7028|-0.15757|5.0244|-0.20032|0.03885662|-1691.7777600000002|0.15|6.8239
47t_a18|0|0|0.0|0.0|0|7.03438793|1|1.25117758|0.0|-0.0128248239999999|4.844187086|-0.161517185|0|0.0|-0.006573438|-0.011641394|-0.04785474|-0.004985656|0.027313444|-0.104274108|-0.600890268|0|0.704602886|0.750103977|0|0.67203319|-0.119202068|-0.103295568|0.240001773|0.014067024|9.415011332|280.622476|-46.27207168|78.43695402|-2.272502492|-53.39751484|80.00407742|-27.16032544|89.19655162|2872.533415|-1520.978225|-18.17831387|0.195468477|8.780037801|17.48280476|0.991199259|130.8263901|-1017.985577|0.016238994|-407.6438346000001|1890.514146|747.6927426|0.0|0.0|1.0|0.0|3.0|3.86|0.15|18.0|-7.51|2.6|2.93|110.56|2.0|129.21|7.0|33.0|-6.46|441.48|0.0|2.15|0.00117|1.7100000000000002e-05|3.57|0.0|0.0|3.09e-08|1.36e-05|-0.06822|3.1164|9.4|-1470.873743|703.76|0.5502|397.84|601.36|0.6895100000000001|0.6895100000000001|-1470.528808|0.5502|-0.12692|7.7656|-0.19514|0.03767603|-1470.593659|782.0|6.1068
4_a27|0|0|0.0|0.0|2|6.823286122000001|0|1.4008954130000002|3.294369174|-0.006181204|4.727387819|-0.058641975|2|1.274166982|0.00991794|0.13397347|-0.01660383|0.010329671|-0.459570857|-0.341622797|-0.480852615|2|0.639413469|0.7853766809999999|1|0.852604338|-0.057748369|-0.078787867|0.3485918529999999|0.0201467639999999|10.43112657|8.590238252999999|-21.12083948|58.27512057|-1.181818|-15.48073439|51.33640873|-14.56891559|40.33074472|2273.715366|-611.8944548999999|-7.543156957000001|0.317514326|6.01592535|10.82331334|0.799110312|164.3952417|-316.8125922|0.020363697|-188.9664429|896.5674718|424.8821143|0.0|1.0|0.0|1.0|0.0|3.11|0.16|21.0|-6.22|2.94|2.8|65.6|0.0|97.55|2.0|25.0|-6.51|331.37|1.0|2.8|0.0882|0.000102|2.55|0.0|0.0|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.63|-1083.138303|555.75|0.2002|223.46|445.65|0.36899|0.6089899999999999|-1082.963712|0.1741|-0.17034|2.7371|-0.21533|0.01877181|-1083.01571|4.0|8.3979
12u_a36|1|0|3.508898495|0.0|0|7.412764017000001|2|1.270259304|0.0|-0.006461999|5.351858133|-0.0407717229999999|2|0.0|0.0042553209999999|-0.063855309|-0.010669561|0.005035022|0.055588998|-0.163978382|-0.438988314|1|0.901715152|0.8101678720000001|0|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|12.27663887|86.1184622|-46.98143813|5.944854912|-2.036750221|-35.17050511|78.06218646|-24.02645378|62.80959338|2831.106839|-1417.5607730000002|-16.72220679|0.22061252|7.65672775|14.90088936|0.946117173|153.5444314|-986.6102007|0.015171583|-388.9026034|1818.813889|799.5563855|0.0|1.0|1.0|1.0|2.0|5.05|0.24|17.0|-7.38|3.85|3.01|69.2|2.0|138.33|6.0|32.0|-6.19|423.51|1.0|2.66|0.0047799999999999|1.39e-05|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|-1350.8981130000002|739.12|0.4267|319.16|590.18|0.69258|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|0.03260752|-1350.638138|16.0|7.7959
14i_a23|0|1|0.0|0.0|2|7.423568444|0|1.197963212|3.2692375460000003|-0.010148243|5.351858133|-0.130330047|2|0.7151570629999999|0.002243702|-0.018541856|-0.026731172|0.002496501|0.075401108|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|1|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|0.0214262489999999|14.65077903|324.811841|-45.14777443|93.48624142|-2.027806362|-41.59306642|79.20815775|-27.18760085|75.47917433|3097.406945|-1386.567643|-18.59026006|0.221904316|8.107659819|15.53342127|0.915894552|151.7330992|-948.103263|0.019276934|-380.3109456|1782.001457|693.3423458|0.0|1.0|1.0|0.0|2.0|3.56|0.04|26.0|-6.96|2.57|3.12|148.11|1.0|128.38|6.0|33.0|-7.33|454.51|0.0|2.61|0.00278|4.03e-05|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|-1798.64228|715.68|0.3639|335.72|580.74|0.55606|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|0.03394466|-1798.434186|3.0|8.4622
14p_a23|0|1|0.0|0.0|2|7.423568444|0|1.197963748|3.3252287430000003|-0.005975594|5.351858133|0.006191846|2|0.733042138|0.009895793|-0.060144819|-0.053921569|0.009266617|0.080581604|-0.131709531|-0.4510651779999999|2|0.708395022|0.799506006|1|0.923455749|-0.063033628|-0.080784473|0.223758613|0.0221104079999999|14.91710363|40.58186569|-36.77082544|84.65359899|-1.615689464|-28.69113861|67.36602512|-22.70933393|57.44364296|3010.721939|-1090.0480289999998|-15.32117727|0.248361701|9.014073839|16.84664803|0.868927227|167.5607773|-735.4165088|0.0190667019999999|-339.5427625|1450.229492|646.2584547|0.0|1.0|1.0|1.0|1.0|3.48|0.04|26.0|-7.47|3.4|3.89|128.81|1.0|125.0|5.0|32.0|-6.62|436.49|0.0|3.25|0.0009109999999999|1.27e-05|3.3|0.0|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|-1722.181612|699.61|0.3802|346.79|573.24|0.6816|0.6816|-1721.933314|0.3802|-0.14774|7.4033|-0.2382|0.02935511|-1721.994023|3.0|8.5302
2_a1|0|0|0.0|0.0|1|7.535296702|1|1.348828131|2.233384354|-0.004621682|5.4161004020000005|-0.014296455|1|0.0|0.001576763|-0.0619710709999999|0.101798469|0.003205156|-0.237981258|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0|0.808210065|-0.0622285999999999|-0.077270452|0.220315042|0.011282631|5.135384136|6.281701359|-16.00805425|84.54541681|-0.927245426|-12.89184641|43.24570924|-12.05838656|33.45925305|1884.85038|-422.0435297|-5.488475744|0.305595997|5.2823820260000005|8.779158091000001|0.6619695520000001|139.0945801|-192.096651|0.017741989|-176.9692239|607.7780769999999|299.6692382|1.0|0.0|1.0|1.0|0.0|2.91|0.18|17.0|-6.18|4.0|4.12|30.71|0.0|79.77|2.0|21.0|-6.04|279.31|1.0|3.21|243.0|0.000167|2.76|0.0|0.0|6.64e-07|0.000185|-0.02966|4.0877|3.31|-920.2093796|489.42|0.2991|303.31|355.79|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|-0.1686|3.5853|-0.19826|0.024658671|-920.123726|5.8|5.2366
4S4k_a46|0|0|0.0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|-0.088084767|1|0.0|0.006550513|-0.1149361969999999|-0.1032662209999999|0.006050983|-0.158788415|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|0|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|0.007749296|4.1078333030000005|172.7607401|-24.18078772|0.0|-1.46291223|-25.17446332|49.42345536|-16.15576699|51.59865384|2105.538282|-775.4768155|-8.564028983|0.132090036|5.523352655|10.26616763|0.858684076|70.01975807|-411.0733912|0.007182108|-390.0516264|893.4991504000001|519.5743695|1.0|0.0|1.0|1.0|1.0|3.8|0.33|17.0|-6.61|4.26|4.77|50.94|1.0|100.96|2.0|25.0|-5.46|333.43|1.0|3.79|5.0|1.4800000000000002e-05|4.05|0.0|0.0|2.48e-07|8.28e-05|-0.02074|5.2854|4.52|-1053.441953|566.82|0.2623|234.58|487.43|0.5716|0.67893|-1053.202208|0.0654|-0.17396|2.2655|-0.1947|0.02628818|-1053.255345|197.0|6.7055
