molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|BCUTs-1|SaasN|AATSC1s|n6HRing|JGI4|SaaaC|MATS8i|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|RNCS|RPSA|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4b_a46|0|0|0|0.0|7.825245291|1.1346370890000002|2.189591837|-0.022119857|2|0.047736111|0.0|-0.135121207|1|1|-0.128843936|-0.079238184|-0.123416853|-0.16915334|2|0.6901151990000001|0.7306307590000001|-0.263387881|-0.153841155|0.768651645|0.69830739|0|-0.070236212|7.986637869|0.064754938|-20.89467173|2.251475261|56.7922535|0.8104680259999999|-1.123779397|42.65239101|-12.50898928|32.7126858|0.428987199|510.1086157|-612.9404746|-6.822749952000001|0.189531974|10.09436488|-334.31474760000003|15.43427855|0.007963679|-338.6757579|538.4165208|4.343611349|0.0|0.0|0.0|3.9|3.03|17.0|-7.2|4.77|43.6|2.58|1.0|0.0|101.7|0.0|1.0|-4.35|3.0|332.44|0.0|1.0|1.0|2.35e-05|0.00782|3.74|6.38e-08|2.12e-05|4.5515|-1033.556797|588.79|1020.9|272.4|0.1784|508.79|0.68682|-0.19082|3127.0|-0.21811|0.02176759|-1033.378455|3.7571|548.0|6.2612|6.2612
5_a18 (BIBF0775)|0|0|0|0.0|7.03438793|1.251175715|0.0|-0.015946718|1|0.035478927|0.0|0.0002403959999999|0|0|-0.054916741|-0.144352593|-0.216531385|-0.453086741|0|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.774859029|0.7061155790000001|0|-0.078246932|10.36586529|0.156764132|-44.61038661|4.846666751|50.25564119|0.8159410579999999|-2.112667176|67.25977848|-22.46761997|58.5107823|0.483962172|636.6978809999999|-1595.201018|-16.96451322|0.184058942|18.98829281|-1204.480438|27.535837|0.010831199|-477.1120625|1140.896548|8.178259299999999|1.0|0.0|2.0|4.42|0.0|18.0|-9.21|3.69|76.5|3.52|3.0|1.0|155.95|0.0|1.0|-6.07|3.0|494.63|0.0|1.0|0.0|1.91e-06|0.000946|4.73|6.18e-10|3.06e-07|3.2027|-1572.313227|817.02|1446.02|378.13|0.4825|691.68|0.69298|-0.13154|2.3389|-0.18092|0.02305362|-1571.914419|2.8009|34.0|7.4685|7.4685
19_a15|0|0|0|0.0|0.0|0.300209223|0.0|-0.558905888|1|0.040555556|0.0|-0.04003124|0|0|0.060683674|-0.0283109839999999|-0.045543362|-0.571686169|1|0.7981860159999999|0.722297906|0.042424078|-0.048611111|0.770451673|0.7358168620000001|0|-0.112106433|61.63983265|0.308930877|-37.44217335|1.761006946|15.76831619|0.922135562|-1.905809364|68.10965742|-24.47553536|57.75275299|0.405429114|399.3803987|-1101.399091|-14.14482104|0.077864438|10.26331993|-636.516947|26.54223128|0.005747326|-487.9183964|490.1808545|3.321475588|1.0|1.0|2.0|2.99|2.17|18.0|-7.14|4.96|102.69|1.64|1.0|0.0|101.22|0.0|1.0|-5.12|5.0|369.44|0.0|0.0|1.0|4.1200000000000005e-05|0.0152|3.29|7.28e-08|2.69e-05|4.1742|-1523.404372|601.23|1030.77|297.03|0.4895|519.04|0.68945|-0.17018|6.7515|-0.20742|0.04315771|-1523.254714|9326.0|72.0|7.1427|7.1427
19e_a38|1|0|0|3.376977671|7.412764017000001|1.297043576|0.0|-0.10490608|2|0.04508642|0.0|-0.104569193|1|1|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|0.839953955|0.04818471|-0.064035403|0.89459881|0.700181525|0|-0.10214405|118.734325|0.223437407|-46.37503972|9.619015829|16.39385667|0.749190974|-2.042881001|82.37885703|-25.49088538|70.62168376|0.4655978389999999|523.2534216|-1376.50781|-17.17594064|0.250809026|12.34352977|-927.5007945|34.02454948|0.020114756|-335.8133169|696.3887025|13.55346651|0.0|1.0|3.0|4.96|3.08|17.0|-7.28|3.09|81.23|2.75|2.0|0.0|135.78|0.0|1.0|-4.94|4.0|427.48|0.0|0.0|1.0|1.89e-05|0.00807|3.55|5.27e-08|2.25e-05|3.8587|-1409.582478|685.34|1183.12|321.31|0.3948|532.67|0.58509|-0.15584|5.8426|-0.20723|0.03483011|-1409.37733|8.0952|0.01|8.0083|8.0083
12j_a36|1|0|0|3.502198129|7.412764017000001|0.6293514410000001|0.0|-0.0446165029999999|2|0.039061728|0.0|0.039869055|1|1|0.161289379|-0.07550872|-0.133106642|-0.436310965|1|0.906423012|0.820041835|-0.1241793309999999|-0.089459459|0.87043328|0.855081905|0|-0.105480639|26.39145693|0.147413708|-46.00836307|7.921272637|2.098786266|0.7758129420000001|-2.004132137|80.59149538|-24.51120192|58.20533756|0.457280037|563.0803357000001|-1323.6049039999998|-16.18812775|0.224187058|13.78874575|-874.1588982999999|31.59421634|0.016546717|-364.314663|725.9470896|10.92807939|0.0|1.0|2.0|4.86|0.0|17.0|-7.05|2.61|94.5|2.51|1.0|0.0|135.47|0.0|1.0|-4.85|4.0|427.52|0.0|0.0|0.0|3.09e-05|0.0132|3.19|8.95e-08|3.83e-05|3.7807|-1670.448063|694.28|1198.96|327.94|0.4981|536.01|0.69967|-0.15495|6.4451|-0.20593|0.02793415|-1670.245584|8.5953|0.01|8.0|8.0
14a_a23|0|1|1|0.0|7.423568444|1.197964042|3.39397765|-0.0246126279999999|2|0.042992424|0.757767133|-0.0518554529999999|2|2|0.083206288|-0.073893976|-0.137733142|-0.446724057|2|0.72792508|0.7556436440000001|0.114693804|-0.123790952|0.816237166|0.6888154959999999|1|-0.08032517|38.57988954|0.081322962|-32.12331106|7.800158102999999|80.54176247|0.7807587890000001|-1.606503401|61.36268093|-21.61564087|47.54437201|0.462434482|580.9612768999999|-1015.935121|-13.66949407|0.219241211|14.2658736|-642.4662212000001|27.68542751|0.016707951|-355.0975547|601.8533922|10.56592489|0.0|1.0|1.0|3.41|2.86|26.0|-7.41|4.02|105.02|3.03|2.0|1.0|120.28|0.0|1.0|-5.47|4.0|411.48|0.0|0.0|0.0|1.1e-05|0.0045299999999999|3.58|3.92e-08|1.6100000000000002e-05|3.7119|-1629.928331|665.5|1134.02|334.02|0.3764|516.58|0.6289100000000001|-0.15002|5.8775|-0.2238099999999999|0.0216412|-1629.748476|8.3962|3.0|8.5498|8.5498
8d_a32|1|1|1|3.474433107|7.765993078999999|0.609420756|0.0|-0.089662873|0|0.0388738739999999|2.146260246|-0.044765977|3|3|0.113030335|0.001558357|0.002805572|-0.629535754|0|0.825020753|0.825978584|-0.054095278|-0.11492754|0.875986707|0.789198712|1|-0.109968322|321.2496412|0.2892958439999999|-43.43251025|6.291941176|89.20994250000001|0.708567136|-1.539556512|81.54594837|-21.03349629|78.89798692|0.47012654|446.6450457|-967.5408291|-13.21859008|0.2914328639999999|15.29958432|-608.0551435|29.684549600000004|0.019788058|-262.14980440000005|557.1050635|12.43588915|0.0|1.0|2.0|3.5|2.84|19.0|-7.26|4.32|154.03|1.1|1.0|0.0|110.38|1.0|1.0|-6.08|4.0|397.52|1.0|0.0|1.0|4.36e-05|0.0173|3.17|5.51e-08|2.19e-05|3.5588|-1880.773727|671.71|111.16|348.39|0.3018|540.98|0.7026100000000001|-0.14765|1.0269|-0.20115|0.04065536|-1880.602038|1873.0|8.0|8.0809|8.0809
14b_a3|0|0|0|0.0|6.823286122000001|0.605016869|0.0|-0.1160619169999999|3|0.039799383|1.7086790859999998|-0.008040839|1|1|-0.288944272|-0.050943323|-0.094863591|-0.575695827|3|0.882394075|0.7809478329999999|-0.133815639|-0.170297225|0.848135222|0.8255789570000001|1|-0.100993354|252.49572540000003|0.2135234869999999|-24.15156108|3.067822725|82.79166784|0.766915433|-1.312913604|57.87172082|-17.83445545|50.77131401|0.487615651|384.6023764|-642.0403962|-8.721397057|0.233084567|9.738358819|-313.9702941|23.25478753|0.017348996|-261.0537205|358.3503513|8.483998032|1.0|1.0|1.0|3.18|2.5|21.0|-6.89|3.71|105.82|1.04|0.0|0.0|93.25|0.0|1.0|-4.45|4.0|319.38|0.0|0.0|1.0|0.000103|0.0327|2.58|1.28e-07|4.08e-05|3.0724|-1327.514377|524.27|879.19|403.54|0.2276|368.39|0.70123|-0.12942|2.8743|-0.19618|0.02844675|-1327.398177|3.8724|0.38|6.4202|6.4202
17a_a10|0|0|0|0.0|7.535296702|1.3438501040000002|2.118111229|0.021150127|3|0.036545455|1.863045777|-0.093735748|1|1|-0.132166258|-0.225935253|-0.360142554|-0.275154041|2|0.7019075779999999|0.76281504|0.029106767|0.054069767|0.8044827790000001|0.673253555|1|-0.082689376|51.96456548|0.146175016|-41.33310046|10.04165819|87.61514901|0.564726042|-1.488408763|76.48633670000001|-16.70343549|53.38795048|0.4918223679999999|603.6608262999999|-1052.3164359999998|-11.80945728|0.4352739579999999|16.96492079|-743.9958084|29.57794442|0.0254938|-91.52361858|911.2106544|18.02431251|1.0|1.0|0.0|3.8|3.66|21.0|-7.32|2.5|76.38|1.29|1.0|0.0|142.16|0.0|1.0|-3.68|6.0|468.55|0.0|1.0|0.0|4.74e-05|0.0222|2.43|4.74e-08|2.22e-05|3.9887|-1524.557372|767.6|1326.24|310.84|0.2142|603.73|0.67671|-0.16562|4.1012|-0.21203|0.03725238|-1524.252023|5.3803|49.0|7.3098|7.3098
IN1233_a59|1|0|0|3.463603867|6.842683282|1.400923654|0.0|-0.12050413|2|0.0396875|1.983673343|-0.011236836|1|1|0.268927191|0.001996439|0.003282792|-0.597167441|2|0.809917509|0.74801464|-0.107446431|-0.090732503|0.80310139|0.778639593|1|-0.095213818|318.5587088|0.238675351|-42.16752524|4.79704394|83.1557517|0.810795898|-1.904276352|72.32484741|-23.91074854|68.94000009|0.483639625|506.6510632|-1267.269673|-15.91227368|0.1892041019999999|15.51626497|-843.3505049|29.49046561|0.0134658889999999|-413.6607749|712.1606951|8.961363774|1.0|1.0|2.0|3.48|2.76|27.0|-10.0|4.69|97.55|2.06|2.0|0.0|125.07|0.0|0.0|-5.59|4.0|419.48|0.0|0.0|1.0|6.91e-06|0.0029|3.85|9.93e-11|4.17e-08|3.5355|-1352.351584|703.47|1204.16|350.69|0.2623|531.14|0.6953699999999999|-0.14684|5.4004|-0.20289|0.02473496|-1352.135303|7.6059|34.0|7.4685|7.4685
3g_a32|1|1|1|3.542426304|7.78113851|0.60942078|0.0|-0.072619634|0|0.05052381|2.2144733530000003|-0.1154223269999999|3|3|-0.105402305|-0.074808287|-0.133675401|-0.563371932|0|0.833981748|0.755211939|-0.1015732219999999|-0.1719626169999999|0.802214256|0.786074011|1|-0.098311343|42.56199385|0.112304055|-30.18744099|3.683575459|0.0|0.8007401590000001|-1.278047464|60.55421302|-16.86199774|45.55465473|0.447358137|491.89858160000006|-708.2039051|-9.343731735|0.199259841|10.70834299|-392.4367329|21.05801434|0.01096673|-333.29803589999995|475.3634141|6.076989555|0.0|1.0|1.0|3.43|3.44|19.0|-7.29|5.42|110.94|2.18|2.0|0.0|102.55|0.0|1.0|-7.09|3.0|354.49|0.0|0.0|1.0|2.58e-06|0.000915|5.02|5.08e-08|1.8e-05|3.5456|-1712.060085|593.24|998.86|349.68|0.2859|495.4|0.70275|-0.14715|3.3082|-0.20065|0.02384763|-1711.919273|5.5816|14.0|7.8539|7.8539
17_a20|1|0|0|3.445659565|6.842683282|1.4012598180000002|0.0|0.00038506|3|0.0388043479999999|1.652760156|0.038629586|1|1|0.1134578219999999|-0.116922879|-0.202695123|-0.456415963|3|0.760575852|0.7494736590000001|-0.131511077|-0.127696675|0.812578598|0.71987165|1|-0.081404237|66.47074027|0.0879464559999999|-35.00871763|6.4647747870000005|10.50834496|0.75430388|-1.5466805119999998|64.39681425|-20.699942|51.60929807|0.455285305|598.1153253|-1014.297158|-13.57480888|0.24569612|15.05121151|-665.1656349|27.44244402|0.016793117|-333.5397332|637.7803874|11.012753300000002|1.0|1.0|1.0|3.5|2.83|27.0|-10.14|4.85|91.14|1.45|2.0|0.0|119.48|0.0|0.0|-5.36|5.0|402.45|0.0|0.0|1.0|8.35e-06|0.00336|3.75|7.19e-11|2.9e-08|3.3926|-1291.949041|673.68|1157.26|365.45|0.2977|543.09|0.69839|-0.14021|3.9703|-0.21089|0.03030655|-1291.752049|5.3075|2.25|5.6478|5.6478
17a_a22|0|0|0|0.0|6.842683282|1.2689202|1.866510299|-0.092107225|2|0.043274232|1.67348685|-0.094996254|1|1|-0.089641194|-0.076790454|-0.126659773|-0.3626566539999999|2|0.830653242|0.7562495659999999|0.155547571|-0.010355535|0.805071997|0.7994946709999999|1|-0.08790445|286.3611391|0.140522986|-41.03828927|6.55749888|0.0|0.710958975|-1.758088991|73.26110471|-21.07439877|58.9027164|0.485943988|587.2505892999999|-1201.24073|-14.39939974|0.289041025|16.63169381|-820.7657853999999|29.64221498|0.01931764|-288.28178110000005|784.2697099|13.19906822|1.0|0.0|1.0|4.02|-3.24|27.0|-9.13|4.93|68.52|2.01|2.0|1.0|128.29|0.0|1.0|-4.75|5.0|435.5|0.0|1.0|0.0|1.09e-05|0.00473|3.62|7.41e-10|3.23e-07|1.3971|-1408.300966|731.19|1253.39|887.46|185.0|577.52|0.71303|-0.06214|3.0156|-0.21338|0.02170866|-1407.935792|2268.0|82.0|7.0862|7.0862
6b_a40|0|0|0|0.0|8.421342866|0.604892326|1.710647518|-0.069975812|0|0.039863946|0.6899826|0.0986825569999999|2|2|-0.248560671|-0.018582337|-0.033583055|-0.630957955|0|0.691778838|0.842573207|0.003163118|-0.307881994|0.90571269|0.6462648870000001|1|-0.118488624|176.8246355|0.246568426|-53.15460718|6.544506614|34.43877986|0.878140798|-2.132795227|87.29061302|-33.22101012|81.90640622|0.442509019|504.6333458|-1428.503435|-22.2507658|0.1218592019999999|12.51342818|-956.7829293|37.83107469|0.011838681|-506.5422338|618.8882797|7.929311055|0.0|1.0|1.0|4.02|3.36|14.0|-5.21|4.38|173.43|2.61|2.0|2.0|130.16|1.0|2.0|-8.41|5.0|511.42|1.0|0.0|1.0|6.55e-07|0.000335|5.03|6.21e-06|0.00318|3.1026|-3290.775349|687.2|1183.07|399.62|0.4962|552.01|0.69429|-0.1237099999999999|8193.0|-0.21904|0.03026498|-3290.648012|11.3203|0.03|7.5229|7.5229
5a_a49|0|0|0|0.0|7.853604813|1.343848751|2.111324504|0.007039248|2|0.034466231|1.878067786|-0.046327135|1|1|-0.1205081119999999|-0.158356406|-0.26176436|-0.51958118|2|0.66494289|0.7979412790000001|0.001251171|0.127914587|0.855876084|0.632463498|1|-0.0787216|124.92862240000002|0.199909945|-26.93578408|9.77851757|54.35929907|0.6069287529999999|-1.338267206|61.89135559|-15.97587337|58.89715956|0.490453006|468.0117167|-782.8177953|-9.345067946|0.393071247|11.91885068|-457.9083293000001|26.32248561|0.0270848489999999|-125.09569170000002|592.5885712|15.84324998|0.0|1.0|0.0|3.37|2.93|21.0|-6.92|3.68|73.14|2.07|1.0|0.0|116.62|0.0|1.0|-3.84|5.0|397.43|0.0|1.0|1.0|5.09e-05|0.0202|2.65|1.1900000000000001e-07|4.72e-05|3.9219|-1311.995327|625.06|1082.25|316.13|795.0|443.78|0.66225|-0.16176|5.6104|-0.21238|0.03478454|-1311.799168|7.0102|43.0|7.3665|7.3665
1i_a5|1|0|0|2.843224727|6.605297921|1.219028472|0.0|-0.31059482|2|0.0253888889999999|0.0|-0.174016111|1|1|0.059972925|0.001493879|0.004923698|-0.403861432|2|0.525406088|0.780175595|-0.058385936|-0.00496377|0.8436458929999999|0.513260607|0|-0.084018635|201.1526326|0.112394438|-26.09853285|2.575548983|0.213644964|0.759459597|-1.428316788|57.78921354|-19.90145306|55.43870932|0.4697279689999999|494.6981114|-796.0581225|-11.09187646|0.240540403|13.79450888|-443.6750585|26.20475553|0.0196689|-289.21443910000005|403.396385|10.96226516|1.0|0.0|1.0|2.83|2.04|23.0|-8.88|6.37|54.46|2.73|2.0|0.0|95.49|0.0|1.0|-4.79|6.0|366.34|1.0|0.0|1.0|1.0800000000000002e-05|0.00396|3.95|1.3300000000000002e-09|4.86e-07|4.3799|-1288.356212|569.42|957.58|283.08|0.7585|443.05|0.50107|-0.17945|2.6336|-0.23674|0.03383899|-1288.264271|2.8939|24.0|7.6198|7.6198
21_a47|0|1|1|0.0|6.86171134|1.408713027|1.2247108|-0.13650463|2|0.037801932|1.028199909|-0.004063946|1|1|-0.090969103|-0.1049885469999999|-0.277479519|-0.5406500129999999|2|0.612295986|0.826796636|-0.080213904|0.0927058819999999|0.8856299320000001|0.591185263|1|-0.095249919|34.75044485|0.29417845|-30.34731959|7.244985517000001|47.95893876|0.6448452960000001|-1.5239986980000002|70.10126935|-19.11612865|59.46768095|0.463113582|398.4031618|-860.2257893999999|-10.79015808|0.355154704|13.17102891|-485.55711339999993|29.64451905|0.028943339|-163.5167523|482.9384172|16.33715751|1.0|1.0|2.0|3.29|3.32|21.0|-7.7|4.93|84.73|2.97|1.0|0.0|104.49|0.0|1.0|-4.44|6.0|394.38|0.0|0.0|1.0|4.84e-05|0.0191|3.0|1.98e-08|7.8e-06|3917.0|-1375.061089|583.37|1014.33|316.53|0.2249|441.93|0.68296|-0.16158|3.6767|-0.2249699999999999|0.03299607|-1374.914223|4.9172|5.0|8.3|8.3
13_a12|0|0|0|0.0|0.0|1.508548782|0.0|-0.0619247109999999|2|0.037948718|0.0|-0.083760082|0|0|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.845823047|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0|-0.092483398|64.74666684|0.09993609|-22.2236882|1.96760628|66.2289548|0.8829921740000001|-1.2947675790000002|48.99243638|-17.15403411|32.52766981|0.466560112|441.2142447|-634.6992622|-8.408963103|0.117007826|11.36787272|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|327.9594923|3.656774794|1.0|0.0|1.0|2.7|2.64|18.0|-7.14|3.9|50.7|2.42|1.0|0.0|84.74|0.0|1.0|-4.26|3.0|276.34|0.0|1.0|1.0|6.3e-05|0.0174|3.51|7.26e-08|2.01e-05|3.9329|-876.3661620999999|532.86|867.79|315.25|0.6528|437.91|0.64974|-0.16458|1.3023|-0.20903|0.0290811829999999|-876.258343|1.5686|93.0|7.0315|7.0315
17b_a25|0|0|0|0.0|6.842683282|1.3732004619999998|1.785120622|-0.002108117|2|0.042843137|1.968416259|-0.100018134|1|1|-0.044260194|-0.044156525|-0.073994564|-0.366585181|2|0.653180996|0.780221059|0.068812225|0.029728702|0.838260077|0.636746066|1|-0.079392561|99.61874923|0.1178296009999999|-45.64634114|9.129863339|87.61586206|0.724866184|-1.6672437880000002|73.52844745|-22.17876359|63.75929319|0.476276266|668.9067217|-1264.189524|-16.81707305|0.275133816|18.52147096|-958.573164|30.59704545|0.0175785369999999|-341.0100868|832.226697|13.32894629|1.0|1.0|1.0|3.56|3.25|27.0|-10.04|5.18|96.49|2.0|2.0|0.0|135.78|0.0|0.0|-5.32|5.0|458.51|0.0|0.0|1.0|8.59e-06|0.00394|3.61|9.08e-11|4.16e-08|3961.0|-1483.873254|781.08|1329.35|313.02|0.4635|654.18|0.6594800000000001|-0.16408|3.5074|-0.21939|0.04272963|-1483.630939|5.2142|101.0|6.9957|6.9957
5a_a50|0|1|1|0.0|7.927685046000001|1.3972442980000002|4.202707546|-0.017108794|1|0.038040936|2.475383677|-0.256097122|2|2|0.028229556|-0.102607753|-0.168135655|-0.161169418|1|0.699970832|0.788709546|-0.132977171|-0.203436041|0.847812674|0.6759066159999999|1|-0.065209836|6.819160781|0.030107124|-18.56865899|2.900288114|60.04351409|0.66527517|-0.978147545|44.17662122|-12.13862875|26.21058426|0.4528093929999999|517.556163|-521.9610361|-6.477439183|0.33472483|10.76914508|-278.5298849|18.24602704|0.017576522|-176.38892919999998|462.1867149|9.379218813|0.0|1.0|0.0|3.5|3.28|20.0|-6.24|4.33|35.64|2.62|0.0|0.0|101.86|0.0|1.0|-3.89|2.0|326.39|0.0|1.0|1.0|3.14e-05|0.0102|3.46|5.7e-07|0.000186|4.0159|-1029.930364|582.98|976.41|308.73|0.2735|455.34|0.6725399999999999|-0.16659|3.9843|-0.19146|0.02452028|-1029.786489|5649.0|4.1|5.3872|5.3872
28_a34|0|0|0|0.0|7.423568444|1.454781307|1.767685185|-0.206909349|1|0.04515873|0.0|-0.15803127|1|1|-0.33032879|-0.189821204|-0.311884247|-0.5437894289999999|1|0.8318609690000001|0.798057295|0.092890802|-0.078146961|0.8582665429999999|0.7829667309999999|0|-0.140864841|144.3404619|0.4540644379999999|-36.91879876|9.876233397|88.32197602|0.7298701059999999|-1.831242935|85.99382787|-24.6708914|86.18702382|0.454339954|279.4884473|-937.4938731|-12.63011537|0.270129894|10.28760365|-479.9443839|33.80175623|0.0271102189999999|-235.3612529|344.69029950000004|13.87891455|1.0|1.0|1.0|3.02|2.55|17.0|-4.78|2.07|92.26|0.88|0.0|0.0|85.92|0.0|2.0|-3.27|5.0|322.32|0.0|0.0|1.0|0.000565|182.0|1.72|1.66e-05|0.00535|4.2857|-1100.797628|544.24|896.02|289.3|0.2043|417.28|0.69263|-0.17802|6.4596|-0.21698|0.03680411|-1100.704833|8.5886|3.82|5.4179|5.4179
15_a15|0|0|0|0.0|0.0|1.435688991|0.0|-0.031457366|3|0.029814815|0.0|0.000676845|0|0|-0.098862691|-0.173728081|-0.272482143|-0.3597407929999999|2|0.843715005|0.724319314|0.007958332|0.003774415|0.7725348679999999|0.796300317|0|-0.091075463|142.8140301|0.102793952|-40.20430373|9.115534766|4.306196778|0.702544178|-1.821509261|73.99578515|-20.86598874|54.83651811|0.435723718|596.1118717|-1210.227347|-13.86355301|0.297455822|11.8273735|-804.0860746000001|29.700607300000005|0.0202953539999999|-269.1443943|830.7967967000001|13.48441779|1.0|1.0|1.0|4.04|4.34|24.0|-8.9|6.69|59.51|2.52|2.0|0.0|138.24|0.0|1.0|-6.32|4.0|448.52|1.0|0.0|0.0|7.970000000000001e-07|0.000357|5.32|1.27e-09|5.7e-07|2582.0|-1450.7538470000002|700.82|1265.55|480.19|0.4459|573.46|0.70572|-0.10964|1.6365|-0.1475|0.02849263|-1450.462493|2.9566|109.0|6.9626|6.9626
8a_a50|1|1|1|3.139870661|7.860570786|1.39826105|2.03117465|-0.021959577|1|0.03904321|1.99158738|-0.150515325|2|2|-0.038971589|-0.065546446|-0.11385159|-0.352654037|1|0.75162266|0.804535572|-0.188882361|-0.095292123|0.8718949979999999|0.7135713840000001|1|-0.08230347|133.8183888|0.139123262|-20.91041439|4.778811898|0.0|0.751415713|-1.234552044|50.06249379|-15.95574341|44.36511568|0.46183401|433.9235497|-622.2739931|-8.042467074|0.248584287|10.69309012|-313.6562159|21.23424244|0.017017336|-253.4513797|388.171611|8.577560914|1.0|0.0|1.0|3.34|2.01|20.0|-6.32|3.71|59.39|2.02|0.0|0.0|94.75|0.0|1.0|-3.86|3.0|313.36|0.0|1.0|1.0|7.48e-05|0.0234|2.95|4.82e-07|0.000151|4.1738|-1006.671867|548.47|912.7|297.06|0.18|396.63|0.60625|-0.17244|3.5509|-0.20051|0.03479985|-1006.557694|5.5319|47.0|7.3279|7.3279
12z_a30|0|0|0|0.0|7.412764017000001|0.604983642|0.0|-0.026703371|2|0.040566449|0.0|0.018796341|1|1|0.05890953|-0.12254489|-0.207153446|-0.39205163|1|0.8397577820000001|0.809127478|-0.02232319|-0.077335468|0.855880335|0.794193541|0|-0.107776943|54.40462246|0.167079923|-52.13870496|14.93669572|0.0|0.630839856|-1.939984979|95.20867045|-23.67231332|71.1566605|0.48740649|579.3226647000001|-1349.321859|-16.464854199999998|0.3691601439999999|15.74641625|-938.4966892|37.52507564|0.029109145|-182.00664430000003|792.3440337000001|20.24634493|0.0|1.0|1.0|4.86|0.0|17.0|-6.83|2.63|100.11|2.2|2.0|0.0|140.26|0.0|1.0|-5.61|6.0|458.54|0.0|0.0|0.0|9.94e-06|0.00456|3.81|1.47e-07|6.720000000000001e-05|3.4438|-1804.814868|739.33|1266.9|360.02|0.1855|580.6|0.6853199999999999|-146.0|7.0446|-0.19279|0.02895763|-1804.581882|7.2113|44.0|7.3615|7.3615
12w_a36|1|0|0|3.3131307480000003|7.412764017000001|1.24014105|0.0|-0.297354748|2|0.041555556|0.0|-0.041402825|1|1|0.115646674|-0.1187503719999999|-0.3344729369999999|-0.604676196|1|0.647732719|0.828393514|-0.098657593|-0.016393443|0.8792981679999999|0.624142499|0|-0.111267166|112.947763|0.171636756|-57.35989379|10.87965823|0.780959767|0.70536279|-2.225343322|99.51883498|-29.58856606|77.49366829|0.4672300679999999|594.7596206000001|-1597.782567|-21.24440511|0.29463721|15.701847400000002|-1147.197876|41.94801097|0.0273396629999999|-294.8983941|672.4630346|19.62970663|0.0|1.0|2.0|4.82|0.0|17.0|-7.14|4.04|78.43|2.04|2.0|0.0|130.43|0.0|1.0|-5.2|8.0|465.43|0.0|0.0|0.0|8.6e-06|4.0|3.86|7.24e-08|3.37e-05|3.8881|-1645.202839|712.88|1198.72|318.88|0.4508|552.55|0.69466|-0.15708|5043.0|-0.21034|0.0328886|-1645.017691|7.0746|23.0|7.6383|7.6383
12ac_a36|1|0|0|3.4419617660000004|7.412764017000001|1.297043188|0.0|-0.073735973|2|0.042560386|0.0|-0.046730704|1|1|0.060445359|-0.098698552|-0.166354116|-0.433636165|1|0.8058720979999999|0.811459853|0.135371136|-0.020272679|0.863165958|0.770400825|0|-0.104391657|118.0445703|0.220326632|-50.32319912|10.36858115|20.70356046|0.7316461470000001|-1.98344149|86.51036063|-25.03847816|70.61872461|0.44477577|541.3322795|-1377.116299|-17.38437788|0.268353853|14.63702516|-956.1407834|34.22211444|0.020208014|-321.66684580000003|716.9974499|14.03055543|0.0|0.0|2.0|4.86|0.0|17.0|-6.89|2.09|86.27|1.59|1.0|0.0|133.95|0.0|1.0|-3.81|5.0|423.47|0.0|0.0|0.0|0.000112|0.0476|2.36|1.29e-07|5.4600000000000006e-05|3.8594|-1385.606133|711.77|1200.61|321.25|0.3302|554.84|0.56357|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|13.0|7.8861|7.8861
