molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|BCUTs-1|SaasN|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50
37_a18|0|0|0.0|0.0|7.03438793|2|1.251176176|0.0|-0.018808538|-0.018268775|0.0|-0.385273662|0.002300582|-0.034593342|10.94702064|0|0|-0.0276034839999999|-0.1483628609999999|-0.44541772|0|0.7100921609999999|0.020848396|-0.020149364|0.761336899|-0.068500679|0.385121249|0.009098426|-50.09028298|-54.7389628|0.168216253|123.0060763|-0.0286221589999999|-40.02719655|60.1335413|0.7648766029999999|-1.946306811|-36.62790634|65.15554136|-20.92960342|56.74339533|0.488368082|3055.795406|608.2316837999999|-1423.213033|0.2351233969999999|9.460456975|0.954530133|7035.839448000001|27.36337253|0.0142451319999999|-387.3755475|1860.709332|10.41657856|0.0|0.0|1.0|0.3|18.0|-8.82|3.68|3.3|76.5|2.0|1.0|0.0|1.0|7.0|36.0|-6.14|480.6|0.0|1.0|0.0|2.08e-06|0.0|7.27e-07|-0.04925|3.2127|8.11|3.2127|-1532.997117|1395.35|499.0|385.91|673.45|-1532.553949|2.2872|0.02274574|7.4559
12ab_a36|0|0|3.458948649|0.0|7.412764017000001|2|1.297042596|0.0|0.000258844|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|10.9540584|1|1|0.0618552579999999|-0.096853381|-0.4186639029999999|1|0.86559137|-0.0852411419999999|-0.051707317|0.888163057|-0.079202413|0.452078227|0.024102201|-54.63243106|-65.54680623|0.158944244|109.6369437|-0.033434841|-45.21303385|15.55386871|0.679025324|-1.805481415|-37.68448987|82.3666474|-23.06276515|71.2577056|0.484987413|2902.39241|580.1454645|-1245.389318|0.320974676|7.821826146|0.941700118|6314.697413|33.96451406|0.024384271|-246.9770378|1834.083759|16.81984117|1.0|0.0|0.0|0.17|17.0|-7.05|3.14|1.95|92.99|1.0|0.0|0.0|1.0|6.0|32.0|-7.21|420.47|0.0|0.0|0.0|0.0001199999999999|0.0|3.76e-05|-0.0523799999999999|3.8845|3.23|3.8845|-1364.509957|1201.64|0.4451|319.17|564.58|-1364.236757|3.6976|0.04167456|7.9586
LY364947_a10|0|0|2.949609552|0.0|6.605297921|0|1.390175303|0.0|-0.00390904|0.0938628109999999|2.084955541|-0.084940213|0.007575|0.010202602|10.9303125|1|1|0.1625645369999999|0.04209715|-0.204644982|2|0.706034038|-0.072740964|-0.012096774|0.7792035190000001|-0.076999385|0.449473391|0.009678082|-34.01613475|-33.26705198|0.156895451|69.31194102|-0.029665114|-14.69643595|0.0|0.7234846559999999|-0.978948758|-15.02735938|41.53157099|-13.10520229|38.29163558|0.486715511|1896.845282|372.4595738|-432.4716757000001|0.276515344|4.702575386|0.948237326|3903.496845|18.1140017|0.018707677|-197.4583104|597.7620559999999|8.264519015|1.0|0.0|1.0|0.0|21.0|-7.2|3.97|3.69|54.46|0.0|0.0|0.0|1.0|2.0|21.0|-6.02|272.3|0.0|1.0|1.0|0.00029|0.0|1.7199999999999998e-05|||||||||||||7.2291
13e_a6|0|0|3.433539068|0.0|6.842683282|0|1.429020445|0.0|-0.008507023|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|1|1|0.032420935|-0.126749697|-0.462344944|2|0.841211811|0.102257199|-0.067328767|0.827254552|-0.074242826|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|0.138323399|92.4587065|-0.032929004|-41.68507499|0.0|0.722530518|-1.679379203|-33.17101912|75.42629799|-22.01054293|61.91072885|0.4442079679999999|2868.489025|575.965487|-1122.537689|0.277469482|7.973429837999999|0.799234143|6147.8097210000005|30.46313253|0.019543118|-297.4895642|1553.619759|13.06309302|1.0|1.0|1.0|0.08|27.0|-10.18|5.01|4.53|103.17|1.0|0.0|0.0|0.0|5.0|32.0|-6.52|417.47|0.0|0.0|1.0|7.74e-06|0.0|2.75e-08|-0.07534|5.9885|3.36|3.2475|-1347.297639|1202.5|0.8312|207.04|567.24|-1347.014564|10.1884|0.03809808|7.9208
12x_a36|0|0|3.494913155|0.0|7.412764017000001|2|0.629399587|0.0|-0.046532211|0.021670322|0.0|-0.40650598|0.00285431|-0.054184069|10.33556641|1|1|0.038200407|-0.07550872|-0.4331246039999999|1|0.906423012|0.056034339|-0.041914045|0.8792981679999999|-0.0737521679999999|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|0.163597165|110.0434027|-0.036722107|-47.22198284|0.8295471390000001|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|-1333.8579550000002|0.223146459|8.770758009|0.847720832|6193.10485|31.79630645|0.016274369|-372.4502879|1717.000548|10.94693123|1.0|1.0|1.0|0.17|17.0|-7.05|3.33|2.61|94.5|1.0|0.0|0.0|1.0|6.0|31.0|-6.64|427.52|0.0|0.0|0.0|1.4300000000000002e-05|0.0|3.83e-05|-0.05311|3.8776|3.37|3.7364|-1670.452834|1209.23|0.3901|319.74|569.01|-1670.182026|5.6653|0.03331471|8.1549
6c_a31|0|0|3.423005244|0.0|7.78113851|1|0.6101347220000001|0.0|-0.151732713|0.137523742|0.0|-0.790027307|-0.009477764|-0.00219333|10.31169965|2|2|0.2301743489999999|-0.0055763209999999|-0.582545668|0|0.831901219|-0.078059285|-0.172780048|0.846458013|-0.120905075|0.138124296|0.03173578|-76.54198229|-79.97295595|0.358802727|227.1490414|-0.044739967|-50.62888027|105.7632176|0.7653239190000001|-2.147518413|-48.45681657|93.4208388|-28.32375523|96.63311186|0.4463376229999999|2837.949799|405.9259734|-1359.540251|0.234676081|8.102804662|0.8061548709999999|6283.091868|37.00884624|0.0212421629999999|-335.9398876|1776.424619|13.44788285|1.0|1.0|1.0|0.14|22.0|-7.72|5.58|4.26|131.36|2.0|0.0|0.0|1.0|5.0|30.0|-6.27|418.47|0.0|0.0|1.0|8.179999999999999e-07|0.0|7.9e-06|-0.0581799999999999|3.2974|5.08|3.2974|-1691.984862|1125.85|0.5028|376.01|524.56|-1691.734564|5.9253|0.03620884|6.4685
8h_a8|0|0|2.975382653|0.0|7.05012252|0|1.3918396709999998|1.241306689|-0.249095464|0.008138299|0.0|-0.485274006|-0.007796225|-0.085125857|10.94341368|1|1|0.021094825|0.09830823|-0.53822084|0|0.578166105|0.111824921|0.010682683|0.751162751|-0.122706004|0.273425421|0.0111998669999999|-72.14530885|-66.4523265|0.397594866|233.7669182|-0.048805507|-39.07081527|53.78973456|0.918315905|-2.147442322|-42.41801879|70.94463092|-28.69532281|78.73029948|0.451435543|2623.688756|354.18563860000006|-1262.594204|0.081684095|7.453557203|0.822939833|5956.417906000001|31.2477685|0.00764059|-491.8998117|1374.901814|4.492304417|0.0|0.0|0.0|0.0|23.0|-7.95|4.69|4.72|80.88|2.0|0.0|0.0|1.0|4.0|29.0|-5.98|391.37|0.0|0.0|0.0|6.11e-06|0.0|4.43e-06|-0.06344|4801.0|7.71|3.7327|-1361.651799|1029.51|0.3011|258.25|480.09|-1361.455676|3.4779|0.03330037|4.9359
12z_a36|0|0|3.435113772|0.0|7.412764017000001|2|1.297044126|0.0|-0.010732275|0.037307819|0.0|-0.421948174|-0.000143196|-0.010881947|10.95429182|1|1|0.066366917|-0.098598933|-0.433580807|1|0.8707354620000001|0.103551178|-0.0533649729999999|0.886776351|-0.081592361|0.492335362|0.023371488|-54.11489962|-68.09761735|0.165209595|109.572766|-0.036238222|-45.16471514|15.59091678|0.712682362|-1.848149347|-35.89088901|83.07227002|-24.03445318|69.61568586|0.4577848329999999|2841.692299|553.6621150000001|-1225.757112|0.287317638|8.016303367999999|0.844286292|6146.834385|33.72393432|0.0225782039999999|-282.1167226|1719.920651|14.97465267|1.0|0.0|0.0|0.13|17.0|-6.66|2.75|1.76|92.99|1.0|0.0|0.0|1.0|5.0|31.0|-7.08|406.44|0.0|0.0|0.0|0.000101|0.0|8.97e-05|-0.05642|3.8969|2.98|3.8969|-1325.195958|1153.7|0.4423|318.16|539.36|-1324.951498|4814.0|0.03845474|8301.0
13b_a50|1|1|0.0|0.0|7.934155233999999|2|1.267593379|4.253030728|0.010464577|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|10.94500743|2|2|-0.03182432|-0.173463805|-0.319215353|1|0.749187803|-0.041506802|-0.097736369|0.828965118|-0.051509874|0.435064196|0.019899348|-36.81915624|-57.74541064|0.093835987|67.07377798|-0.026928544|-41.27630533|150.45293569999998|0.700410304|-1.696498291|-26.31826007|70.09526468|-19.24847021|51.04317051|0.4321103879999999|3036.874979|647.7242444|-1212.6536230000002|0.299589696|9.514897025|0.7609056040000001|6639.077063000001|27.48170624|0.017277404|-286.5057775|1731.347493|12.34985404|1.0|1.0|1.0|0.37|20.0|-7.23|4.24|5.12|66.99|2.0|0.0|0.0|1.0|7.0|34.0|-6.3|455.55|0.0|0.0|0.0|9.65e-06|0.0|2.68e-05|-0.02606|4.2315|3.63|4.1161|-1470.401544|1339.39|0.1589|293.0|617.26|-1470.039226|5.5271|0.03156473|5.7375
18_a15|0|0|0.0|0.0|0.0|0|1.435689019|0.0|-0.090130715|-0.094812415|0.0|-0.319782642|-0.001044324|-0.066226471|10.95986315|0|0|-0.190640601|-0.072506962|-0.431836192|2|0.660075777|-0.0374132629999999|0.004699248|0.765450925|-0.067562078|0.819442071|0.007146033|-41.31992544|-55.48918283|0.163771093|100.159876|-0.035181092|-33.93632895|1.833724661|0.867430881|-1.723873519|-25.27062952|60.86009645|-21.51621375|45.69032922|0.415796832|2541.440611|511.4247108|-1054.294474|0.132569119|5.990767063|0.711733271|5705.360332|24.80452821|0.008781964|-449.4301265|1215.421882|5.370913621000001|1.0|0.0|1.0|0.08|24.0|-9.98|5.68|6.86|47.04|2.0|0.0|0.0|1.0|5.0|29.0|-4.8|385.43|1.0|0.0|1.0|6.86e-07|0.0|4.01e-08|-0.03581|4543.0|5.65|3.8232|-1265.810138|1110.18|0.2686|272.91|535.02|-1265.556558|4.2476|0.03989594|6.8894
19c_a38|0|0|3.332128134|0.0|7.412764017000001|2|1.297043851|0.0|-0.04575843|0.02192428|0.0|-0.449745181|-0.004442319|-0.0725602509999999|10.95429182|1|1|0.04814981|-0.09493054|-0.434836855|1|0.7163622890000001|0.073931688|-0.071918235|0.908721232|-0.0918007669999999|0.396635872|0.024315945|-57.79749770000001|-68.18641054|0.240808376|151.612258|-0.038224114|-42.92996714|4.848162625|0.7187071909999999|-1.949429829|-36.38913762|82.74311399|-24.06579196|73.10674676|0.477803802|2967.98627|477.9848537|-1227.35539|0.281292809|6.97753104|0.914989047|6618.350708|33.48483537|0.023120664|-275.39483110000003|1707.726604|14.55670345|1.0|1.0|1.0|0.13|17.0|-6.92|3.17|2.42|105.02|1.0|0.0|0.0|1.0|5.0|32.0|-7.13|426.45|0.0|0.0|0.0|4.46e-05|0.0|5.14e-05|-0.05691|5.8832|3.23|3.8322|-1424.42734|1138.6|0.2961|210.74|517.28|-1424.1880119999998|2495.0|0.03740877|8.0348
12aj_a36|0|0|3.482902101|0.0|7.412764017000001|2|1.29704406|0.0|-0.045035034|0.064171987|0.0|-0.402433117|0.002951176|-0.103202936|10.95354213|1|1|0.1087087|-0.104118159|-0.43462267|1|0.90414347|0.091113865|-0.072770961|0.8632656809999999|-0.073002742|0.251263868|0.018305468|-46.79363201|-65.89100364|0.173013687|110.89910559999998|-0.0368515929999999|-42.23511741|0.0|0.77492734|-1.953134451|-29.99399664|76.5855549|-23.62130319|58.52715472|0.47532973|2710.647462|530.0854761|-1251.929069|0.22507266|8.056502837|0.905958957|5763.333098|30.48195872|0.016684569|-352.4483722|1615.543812|10.69455126|1.0|0.0|0.0|0.17|17.0|-6.97|3.24|2.19|69.2|1.0|0.0|0.0|1.0|5.0|30.0|-6.55|395.46|0.0|1.0|0.0|6.929999999999999e-05|0.0|4.270000000000001e-05|-0.05275|5.2301|3.48|3.6017|-1272.27339|1157.64|0.5616|237.06|539.55|-1271.9998859999998|5.8554|0.03225532|7.7696
14m_a23|1|1|0.0|-4.405643132|7.423568444|0|1.197955072|3.1160758160000004|-0.272389934|0.028217372|0.665608656|-0.482182526|0.001027627|-0.034213923|10.3132176|2|2|0.0879380709999999|-0.07256543|-0.527662006|2|0.560094237|0.0266555739999999|-0.072906704|0.8581143859999999|-0.072795329|0.268552591|0.017992415|-50.63012925|-62.09952738|0.0741882|51.59888942|-0.039285786|-43.19105542|0.0|0.7958339090000001|-1.964289314|-35.21393496|74.61692699|-27.32379205|63.1440955|0.476833897|3255.247038|643.9145427|-1366.189602|0.204166091|8.595073462|0.911438824|7588.823133|34.33353583|0.017997351|-411.5129154|1716.6767920000002|12.51739962|1.0|1.0|1.0|0.09|26.0|-8.23|4.42|6.19|105.02|2.0|1.0|0.0|1.0|6.0|34.0|-6.06|479.48|1.0|0.0|0.0|4.1200000000000004e-07|0.0|2.85e-06|-0.08347|3.6774|4.2|3.6774|-1966.968005|1209.21|0.3335|337.15|572.31|-1966.721362|6.1522|0.02296475|8.5171
17b_a50|1|1|0.0|0.0|7.934155233999999|1|1.348984601|4.35392516|0.013050204|0.035558152|2.206759705|-0.144000296|0.012409091|-0.152660972|10.94500663|2|2|0.05636897|-0.2252068689999999|-0.237489143|1|0.7715057479999999|-0.1585336269999999|-0.257646121|0.799772151|-0.047785496|0.4220781729999999|0.0128994089999999|-33.25475672|-52.58062823|0.068150817|47.42733742|-0.02681014|-36.59177249|86.9549829|0.803386523|-1.662228695|-23.14256283|59.65808461|-18.65764227|42.23167946|0.4835366239999999|2765.537065|648.4900322000001|-1156.773821|0.1966134769999999|8.324966952|0.936245718|6059.076348|23.22374317|0.010169967|-422.2639022|1439.872076|7.077456382|1.0|1.0|1.0|0.35|20.0|-7.54|4.18|4.92|51.77|3.0|0.0|0.0|1.0|8.0|32.0|-6.09|426.56|0.0|1.0|0.0|1.7899999999999998e-05|0.0|1.22e-05|-0.0318|4.2447|3.77|4.0418|-1337.1910779999998|1300.3|0.1817|292.09|647.75|-1336.833957|6.3333|0.02640483|6.9136
21_a10|0|0|0.0|0.0|7.535296702|1|1.343837211|2.093218896|-0.085463279|-0.032405474|1.817620533|-0.549176498|0.001533145|-0.023060773|10.92966143|1|1|-0.051564917|-0.0236638829999999|-0.4636733179999999|2|0.7135035209999999|0.057775125|-0.005970601|0.81962595|-0.091053776|0.8663152820000001|0.018892889|-64.32920271|-59.80834512|0.225214587|159.11338909999998|-0.03292131|-42.25440548|74.3822498|0.704106635|-1.777750751|-45.44837698|75.80259699|-23.25880088|77.676969|0.391384102|3104.255496|547.3834282|-1255.975247|0.295893365|8.388036625|0.643072426|7048.414464|33.03306591|0.022638817|-288.401376|1783.785559|15.99425187|1.0|1.0|0.0|0.11|27.0|-8.71|4.47|5.6|90.13|2.0|0.0|0.0|1.0|5.0|34.0|-6.07|448.47|0.0|0.0|0.0|1.69e-06|0.0|8.68e-07|-0.06082|5.9596|5.57|3.8599|-1485.499561|1225.01|0.2574|208.04|517.44|-1485.216871|1.5138|0.03802869|5.3188
47i_a18|0|0|0.0|0.0|7.03438793|1|1.251177255|0.0|-0.066917145|-0.037689885|0.0|-0.440488042|-0.000919158|0.073977454|10.94702091|0|0|-0.057689282|-0.106018078|-0.499939719|0|0.742536498|-0.064085904|-0.068524374|0.7842882870000001|-0.0780255879999999|0.279553995|0.009745543|-54.34379065|-62.41153158|0.196924826|137.1555392|-0.035256027|-43.46880696|82.81385171|0.8608685909999999|-2.150617629|-37.84973202|68.954317|-24.55535669|61.13143233|0.487446923|2795.907966|559.3312455|-1497.876758|0.139131409|9.573882864|0.951017454|6353.6617320000005|28.52393145|0.009393984|-502.6804099|1739.959818|6.542785417999999|1.0|0.0|1.0|0.22|18.0|-8.98|3.28|2.8|85.29|3.0|1.0|0.0|1.0|8.0|33.0|-6.36|440.54|0.0|0.0|1.0|6.58e-06|0.0|4.6e-07|-0.05062|3.2321|7.37|3.2321|-1416.260696|1297.7|0.5085|383.61|664.78|-1415.875678|2.7749|0.02671774|7.7212
18_a47|1|1|2.969619451|0.0|6.605297921|0|1.414391819|0.0|-0.06345679|-0.026357805|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|1|1|-0.056674151|-0.02470455|-0.322800033|3|0.646771311|-0.059779939|-0.027351545|0.851462739|-0.078937385|0.454324931|0.014741763|-49.44908758|-52.88049505|0.222175975|139.1786571|-0.0303894239999999|-33.12615721|3.684585007|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|-19.03697822|58.68383399|0.432077184|2800.3745940000003|487.2556678|-951.8489108|0.267251553|7.018342267|0.7608026529999999|6261.441874|25.98023687|0.017318402|-291.6032324|1299.011844|10.84884165|1.0|0.0|1.0|0.08|27.0|-10.36|5.53|6.0|79.38|2.0|0.0|0.0|0.0|4.0|31.0|-5.87|410.45|1.0|0.0|1.0|3.13e-06|0.0|1.78e-08|-0.04964|4.2668|3.32|4.2222|-1354.221126|1130.76|0.4335|290.58|487.81|-1353.979194|3.4464|0.04031146|8.6
8a_a32|1|1|3.217128449|0.0|7.773594467000001|0|0.609420757|0.0|-0.056633919|-0.0281981579999999|2.059960334|-0.497414715|-0.003484915|-0.020716518|10.31100269|3|3|-0.050766252|-0.0852122769999999|-0.591393096|0|0.788133615|-0.184419911|-0.2166242669999999|0.8966299409999999|-0.083474428|0.221908108|0.018321589|-52.34893512|-68.61558335|0.185446274|116.298071|-0.035678106|-43.03057598|66.81560596|0.7490845290000001|-1.641192863|-32.82934751|79.73671389|-22.37464674|63.83886888|0.480024324|2574.085885|510.8273411|-1029.23375|0.250915471|7.420041446|0.923166883|5659.295213|29.86932167|0.017733503|-312.4144752|1373.988797|11.12113054|1.0|1.0|1.0|0.26|19.0|-7.65|6.49|4.65|140.04|2.0|0.0|1.0|1.0|7.0|27.0|-5.76|397.52|1.0|0.0|1.0|1.5199999999999998e-07|0.0|8.86e-06|-0.06166|3562.0|4.98|3562.0|-1880.767206|1110.23|0.4315|348.07|566.07|-1880.536478|4.8933|0.03498398|7.3468
7_a4|0|0|0.0|0.0|7.535296702|1|1.343865525|2.060422336|-0.003297033|-0.07290303|2.048170299|-0.076100699|0.008409909|-0.125778587|10.92992954|1|1|-0.162314698|-0.042220092|-0.174410426|2|0.527072036|0.022270259|0.0707653759999999|0.87010589|-0.0650223009999999|0.470973822|0.01470626|-32.72992462|-35.88407105|0.174169393|87.67070691|-0.026733161|-18.06277106|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|44.34066533|-13.45652664|40.13253521|0.437317462|2286.169166|415.6938929|-538.2610657|0.282008333|5.512905888|0.7772010559999999|5022.496714|18.74189807|0.016800137|-219.4585767|749.6759227000001|8.456594282000001|1.0|0.0|1.0|0.15|21.0|-7.46|4.42|4.67|43.6|0.0|0.0|0.0|1.0|2.0|25.0|-6.03|330.36|0.0|1.0|1.0|0.000156|0.0|1.15e-05|-0.05217|4.0379|2.91|4.0379|-1089.870249|915.46|0.0697|307.05|365.73|-1089705.0|3.9832|0.02317758|6821.0
13_a12|0|0|0.0|0.0|0.0|0|1.508548782|0.0|-0.0619247109999999|-0.21832579|0.0|-0.272508888|0.000830398|-0.083760082|10.96083169|0|0|-0.362308767|-0.169387652|-0.595629719|2|0.845823047|-0.226526433|0.039235452|0.7300173240000001|-0.058167326|0.122164874|0.008188151|-28.51381164|-45.33566159|0.09993609|48.98899535|-0.034993718|-22.2236882|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|48.99243638|-17.15403411|32.52766981|0.466560112|1812.788134|441.2142447|-634.6992622|0.117007826|6.06407675|0.874625469|3647.657976|19.42716439|0.0074597119999999|-375.4880089|718.8050825|3.656774794|1.0|0.0|1.0|0.12|18.0|-7.14|3.63|3.9|50.7|1.0|0.0|0.0|1.0|3.0|21.0|-5.49|276.34|0.0|1.0|1.0|5.520000000000001e-05|0.0|2.01e-05|-0.04445|4.5363|3.83|3.9329|-876.3661620999999|867.79|0.6528|273.31|437.91|-876.209109|1.3023|0.0290811829999999|7.0315
19f_a38|0|0|3.3320764830000003|0.0|7.412764017000001|2|1.297044434|0.0|-0.084341564|-0.008118156|0.0|-0.4228801179999999|-0.002526241|0.035480177|10.96083376|1|1|-0.017421394|-0.101303149|-0.4288343429999999|1|0.724208473|-0.075025988|-0.094149094|0.8741648479999999|-0.085318318|0.488059925|0.02107583|-54.50401599|-71.10679028|0.249124013|159.14822980000002|-0.037844587|-45.42524686|12.14075726|0.734437553|-1.892229356|-34.81887413|84.35196967|-24.1763087|67.96791709|0.453960261|2776.145209|479.6831205|-1208.815435|0.265562447|6.164440995|0.8313685409999999|6115.273372|32.91812709|0.020733452|-299.5321167|1645.906354|13.24517938|1.0|1.0|1.0|0.14|17.0|-6.86|3.13|2.55|81.23|1.0|0.0|0.0|1.0|5.0|30.0|-6.77|401.44|0.0|0.0|1.0|7.209999999999999e-05|0.0|5.610000000000001e-05|-0.05735|5.3197|3.41|3.4422|-1332.190216|1105.62|0.3205|233.07|495.68|-1331.945195|5.3152|0.02936908|7.1397
9_a3|0|0|0.0|0.0|6.823286122000001|0|0.605017128|0.0|-0.100592457|-0.126542538|2.4071976040000003|-0.298197887|-0.004918099|0.065373003|10.31162238|1|1|-0.216450234|0.083014843|-0.614170287|1|0.923357627|-0.260349706|0.042154567|0.7327715159999999|-0.095161413|0.506753484|0.007377805|-44.74600478|-39.28853824|0.15350225|72.17854599|-0.038196575|-18.47392835|72.50764604|0.886859678|-1.336880133|-21.04009269|43.50933802|-17.96047462|48.21513485|0.413418346|2017.0704920000005|398.0331029|-628.6166118|0.1131403219999999|5.004834198999999|0.704792493|4430.929894|20.25176593|0.008976383|-363.8118546|708.8118076000001|4.220799781|1.0|1.0|1.0|0.0|21.0|-7.26|4.9|4.62|80.04|1.0|0.0|0.0|1.0|2.0|22.0|-5.21|303.38|0.0|0.0|1.0|2.96e-06|0.0|1.67e-05|-0.03999|5.8185|3.28|3.7356|-1256.087705|857.36|0.2069|213.09|350.27|-1255.9558029999998|2.0863|0.0242342|4.96
21c _a23|1|1|0.0|0.0|7.525639975|0|1.197962776|3.311482916|-0.135572353|0.0645437059999999|0.731360766|-0.576752175|0.003456487|-0.092608459|10.3132171|2|2|0.118226959|-0.0201427689999999|-0.596546056|2|0.7641222459999999|0.149511954|-0.060079444|0.838980345|-0.08365474|0.2571258939999999|0.014036138|-59.46209153|-70.15570019|0.209403563|148.8448086|-0.040210758|-49.86692499|94.32302529|0.834557275|-2.171380929|-42.26586935|79.71722579|-28.58195193|69.43902929|0.468609427|3161.1237530000003|561.9588018|-1543.4254039999998|0.165442725|8.945789862|0.881854988|7227.157398|34.24804117|0.013451712|-475.6090385|1849.394223|9.5615256|0.0|1.0|1.0|0.08|26.0|-7.33|3.1|3.42|148.11|1.0|1.0|1.0|1.0|6.0|34.0|-7.13|468.53|1.0|0.0|0.0|2.35e-06|0.0|2.2e-05|-0.07892|3.6649|4.47|3.6649|-1837.964768|1275.12|0.3329999999999999|338.3|587.02|-1837.67081|6.0226|0.03257532|7.1752
12e_a40|0|0|0.0|0.0|7.515889085|0|0.604990524|1.6315143930000002|-0.262526337|0.174870826|0.665270062|-0.556620974|-0.013162335|0.130516751|10.31197242|2|2|0.292184471|0.103406816|-0.520457262|0|0.889386453|0.047011204|-0.279310345|0.858770467|-0.132226452|0.284429447|0.015096495|-71.78145688|-66.68049019|0.220121216|119.4966772|-0.048387621|-36.19867792|0.0|0.790818822|-1.596791495|-38.96782748|78.14505956|-26.26807189|79.97685498|0.491465612|2391.0322170000004|423.3709264|-866.8463724999999|0.209181178|8.014314957|0.966435355|5478.52313|33.21629575|0.021118537|-315.75223450000004|1096.13776|11.46456937|1.0|1.0|0.0|0.0|20.0|-6.04|4.34|4.84|98.89|2.0|0.0|0.0|1.0|2.0|24.0|-5.26|378.23|0.0|0.0|1.0|2.98e-07|0.0|0.000346|-0.07296|4.3236|4.66|3.0253|-2248.276958|918.38|0.4494|286.76|445.12|-2248.154966|2.5946|0.03272669|5.9318
12a_a40|0|0|0.0|0.0|7.515889085|0|0.604990853|1.784989449|-0.012791297|0.17758258|0.8332127109999999|-0.14667395|0.01039129|0.100414476|10.31197265|2|2|0.298197213|0.018655637|-0.4764003679999999|0|0.58630452|0.023863832|-0.375724138|0.7867243829999999|-0.064340227|0.000279043|0.011766311|-32.81611621|-38.17175304|0.059120235|30.15370934|-0.033799|-19.46913691|49.24750281|0.85136964|-1.047769006|-16.73754566|43.65970865|-17.23885621|38.81741016|0.476055146|2185.594734|479.8867095|-534.4045424999999|0.14863036|7.563170499|0.908597808|4873.458436|20.24838026|0.010759845|-358.4254366|627.699788|5.487955617999999|1.0|1.0|0.0|0.0|20.0|-7.21|5.33|5.43|58.43|1.0|0.0|0.0|1.0|2.0|22.0|-4.56|346.23|0.0|1.0|1.0|3.86e-07|0.0|2.13e-05|-0.08015|3.0966|5.01|3.0966|-2097.826771|875.15|0.3701|400.39|429.21|-2097.7296100000003|2491.0|0.0104658999999999|5.7501
14l_a23|1|1|0.0|0.0|7.423568444|0|1.1979636809999998|3.402752757|-0.026530366|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|10.313217800000002|2|2|0.07815878|-0.074441567|-0.448622017|2|0.725800261|0.156652778|-0.1010279259999999|0.836852328|-0.053549434|0.215920645|0.018669073|-35.3275485|-51.59307331|0.078732333|51.94117061|-0.0328459689999999|-34.03690099|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|47.64388017|0.492922575|2879.181064|607.777253|-1083.45454|0.210373806|8.006380163|0.972085426|6444.7098240000005|27.44221375|0.01508774|-382.1434717|1372.110688|9.953660282|0.0|1.0|1.0|0.09|26.0|-7.78|3.88|4.33|105.02|2.0|1.0|0.0|1.0|5.0|31.0|-6.1|425.51|0.0|0.0|0.0|1.43e-06|0.0|7.03e-06|-0.07191|3.6274|3.79|3.6274|-1669.2363289999998|1185.79|0.4239|341.8|560.51|-1668.983787|6.0563|0.01168219|8.1798
