molecula|NaaNH|n9FaRing|nARing|BCUTs-1|SaasN|SRW07|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|FPSA1|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
22_a20|0|0|0|1.4170330269999998|1.915285809|4.727387819|0.0388043479999999|0.09301076|0.009265667|-0.066832578|10.93106272|-0.038668966|1|0.008780074|0.155407313|-0.060582944|2|0.7478675859999999|-0.067650395|0.809440795|1|0.946515026|-0.059893667|0.425968568|0.0122876139999999|-39.00017609|8.001165067999999|9.022387025|0.053484974|-0.027118811|-28.7463017|5.21001405|54.71081293|-1.3559405430000002|52.90592556|-17.65860151|0.22936173|0.913422548|5924.626340999999|22.91425458|0.01345209|1145.712729|664.4562602999999|8.759421782|1.0|1.0|0.0|3.36|3.41|0.08|27.0|-9.69|5.39|2.61|0.0|121.62|4.0|-5.6|31.0|-5.58|0.0|0.0|1.0|-5.53|2.48e-06|0.000997|0.0012|0.0|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|3.9732|-1275.84854|-1275.816275|694.15|312.05|0.66063|0.0015|4.8308|-0.21856|6.6364|6.6364
9a_a36|1|0|2|1.297044807|0.0|5.351858133|0.040166667|0.095192109|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|1|0.00484375|0.160672128|-0.202876718|1|0.7885597609999999|-0.1177413269999999|0.842671963|0|0.826559623|-0.073689118|0.204819754|0.0236784079999999|-45.04449811|14.47407729|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|8.847677483|0.0|-1.956528182|78.37175688|-24.40778806|0.236165413|0.828482664|5693.562367|31.95428497|0.019513779|1565.759963|578.2841135|11.92833382|1.0|0.0|1.0|4.69|0.0|0.14|17.0|-6.28|2.04|2.02|0.0|120.94|5.0|-3.71|29.0|-6.74|0.0|1.0|0.0|-3.99|0.000197|0.0753|0.0391|0.0|5.26e-07|0.0002009999999999|-0.05044|3.8677|3.38|3.8677|-1252.802159|-1252.77514|648.41|320.56|0.68682|0.4811|5.7274|-0.20969|7.8861|7.8861
11_a27|1|0|2|1.1606177359999998|0.0|5.4161004020000005|0.042533875|-0.080272515|0.004538653|-0.0864111069999999|10.93910312|-0.027287578|0|0.005111147|-0.1299181459999999|-0.067428705|2|0.814843016|-0.043616687|0.8629676709999999|1|0.7645505|-0.079921166|0.349764196|0.016171515|-42.27430065|8.553922917000001|143.3238715|0.2354494999999999|-0.034296948|-26.52978026|4.524597532|72.60399149|-1.611956546|56.8702158|-18.14137056|0.1911041289999999|0.82770457|5186.240841|22.42732497|0.012694323|1054.084273|504.209846|6.714661907000001|1.0|0.0|1.0|3.95|0.0|0.35|16.0|-6.09|1.67|3.06|0.0|106.33|2.0|-3.68|26.0|-6.47|0.0|1.0|0.0|-4.02|0.000207|0.0716|0.0326|0.0|8.2e-07|0.000283|-0.05985|3.3426|4.54|2.4836|-1122.456105|-1122.433411|571.4|499.21|0.59222|0.0793|3.1278|-0.16205|8301.0|8301.0
16i_a32|1|1|0|0.6094207429999999|0.0|5.733341277|0.0439583329999999|-0.056414399|-0.003511776|-0.104899053|10.31100265|0.006037736|3|-0.001202032|-0.098841478|-0.211019184|0|0.836966894|0.009897928|0.8829894|1|0.801494708|-0.0857355019999999|0.5368697929999999|0.022335011|-56.03343427|14.59730623|90.08098301|0.198505292|-0.036726892|-49.02383532|9.540239197|32.3175507|-1.836344582|88.80827938|-24.00328703|0.281035887|0.836873682|6355.471589|33.38593207|0.021112022|1669.296604|636.0251562999999|13.79800742|1.0|1.0|2.0|3.75|3.16|0.3|19.0|-7.4|4.85|1.34|0.0|116.75|8.0|-7.03|29.0|-5.93|1.0|0.0|0.0|-5.09|9.25e-08|3.96e-05|0.0035|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|3.6176|-1995.307733|-1995.279632|692.96|342.72|0.70222|0.2857|3353.0|-0.2002|8.2596|8.2596
3_a4|0|0|1|1.343866299|2.147369615|5.4161004020000005|0.033760684|-0.07806942|0.011825591|-0.010537082|10.92992985|0.050638298|1|0.011276682|-0.129930078|-0.08121207|2|0.773786787|0.0904255319999999|0.8367373309999999|1|0.919804716|-0.052578183|0.462670692|0.010568144|-25.5405205|5.133610255|12.23442244|0.080195284|-0.024645574|-15.5080075|2.493716402|40.30885999|-0.985822953|39.38579676|-11.97190059|0.280312336|0.7560922609999999|4677.30755|16.63485592|0.015358792|665.3942366|409.0289917|7.460728516|1.0|1.0|0.0|2.99|2.86|0.15|21.0|-7.19|4.11|2.44|0.0|95.12|2.0|-3.7|24.0|-5.99|0.0|1.0|1.0|-4.26|0.000198|0.0617|0.0173|0.0|6.49e-08|2.03e-05|-0.04964|4.9088|2.66|4.0639|-990.6395508|-990.6149055|535.44|305.09|0.58615|0.0871|2681.0|-0.21969|6983.0|6983.0
14_a4|0|0|1|1.399909181|1.947126795|5.4161004020000005|0.0409444439999999|-0.0135414919999999|0.009588001|-0.08389836|10.94612798|0.117232935|1|0.008943549|-0.031578333|-0.039321879|1|0.77505994|0.204594017|0.843811017|0|0.8510382459999999|-0.065776751|0.218112446|0.013047382|-29.91067393|5.933038407000001|12.12963775|0.148961754|-0.03015272|-14.69670456|2.697931638|85.72299913|-0.995039765|39.49511556|-13.71135194|0.231542789|0.6701974079999999|3944.638539|17.84270058|0.015779688|588.8091192|280.2639278|7.175500282000001|1.0|0.0|0.0|3.14|2.39|0.06|17.0|-5.71|4.09|2.82|0.0|80.09|2.0|-3.4|21.0|-5.8|0.0|1.0|1.0|-3.97|0.000396|0.11|0.0295|0.0|1.95e-06|0.000539|-0.03639|4.5233|3.22|4.2312|-918.9507745|-918.9304744|475.32|293.02|0.55975|0.1067|2.3797|-0.2102|5.8794|5.8794
LY364947_a10|1|0|0|1.390175303|0.0|4.59511985|0.0273958329999999|0.0938628109999999|0.007575|0.010202602|10.9303125|-0.006198347|1|0.006909045|0.1625645369999999|0.072909639|2|0.711607778|-0.012096774|0.7792035190000001|1|0.8431045490000001|-0.076999385|0.449473391|0.009678082|-34.01613475|4.275500834|144.7228349|0.156895451|-0.029665114|-14.69643595|1.88879448|0.0|-0.978948758|41.53157099|-13.10520229|0.276515344|0.948237326|3903.496845|18.1140017|0.018707677|597.7620559999999|287.99188260000005|8.264519015|1.0|1.0|1.0|2.46|1.88|0.0|21.0|-7.2|3.69|1.74|0.0|82.56|2.0|-3.54|21.0|-6.02|0.0|1.0|1.0|-3.86|0.00029|0.0789|0.0374|0.0|6.31e-08|1.7199999999999998e-05|||||||||||||7.2291|7.2291
12a_a30|0|0|2|0.604984824|0.0|5.351858133|0.040166667|-0.096804291|0.005050384|0.009586623|10.31162903|-0.094932667|1|0.005458948|-0.171649606|-0.094526372|1|0.7885597609999999|-0.171895425|0.842671963|0|0.836214716|-0.07699057|0.337975309|0.016292604|-47.73588073|10.10177981|85.47365107|0.163785284|-0.037665934|-37.34272719|6.263330101|0.0|-1.845630786|69.45678454|-23.35372432|0.194809798|0.88607758|5936.682602000001|29.00398472|0.014884556|1421.195251|620.9195447000001|9.228758655|1.0|0.0|1.0|4.65|0.0|0.14|17.0|-6.64|2.62|2.82|0.0|127.28|5.0|-5.28|29.0|-5.98|0.0|0.0|0.0|-4.85|5.23e-06|0.00208|0.0056|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|3.82|3.4885|-1575.7783980000002|-1575.745502|668.81|355.41|0.68599|0.1511|4.1875|-0.19994|7.9469|7.9469
4j_a46|0|0|1|1.134637093|2.194310043|5.587248657999999|0.048126615|-0.0529855709999999|0.011968098|-0.1051618459999999|10.94638774|-0.176133068|1|0.011684396|-0.078783783|-0.087688953|1|0.7298040140000001|-0.258222236|0.763724435|0|0.949893337|-0.05924408|0.295221643|0.01492164|-34.99059698|8.812983129|70.56141095|0.0501066629999999|-0.024805825|-25.95898597|5.205103062|71.98911503|-1.339514565|50.26191521|-14.65075732|0.223067683|0.673502127|5077.124695|18.85718615|0.0106831269999999|1018.288052|642.1335502000001|6.30964324|1.0|1.0|0.0|4.0|3.9|0.39|17.0|-7.69|5.33|3.28|0.0|110.24|4.0|-5.38|27.0|-5.09|0.0|1.0|1.0|-5.31|4.16e-06|0.0015|0.00176|0.0|2.03e-08|7.33e-06|-0.01684|5.3949|4.93|4.4093|-1132.043677|-1132.018764|646.67|281.19|0.69413|0.1418|2.9043|-0.20071|6.0942|6.0942
3l_a32|1|1|1|0.609420748|0.0|5.733341277|0.035643275|-0.039331295|0.0016954029999999|-0.09393062|10.31100268|-0.107818594|3|0.002942329|-0.068876714|-0.087213805|0|0.751853889|-0.184582641|0.7973741999999999|1|0.8855584879999999|-0.069304303|0.270668623|0.012244965|-40.30321333|7.120934925|61.72183119|0.114441512|-0.028831823|-29.90181954|4.141107366|0.0|-1.326263838|58.10243176|-16.76685351|0.211763281|0.8302637909999999|5429.531532999999|21.27134288|0.011493763|978.4817724|565.7000781|6.6840809960000005|1.0|1.0|1.0|3.58|3.54|0.35|19.0|-7.5|6.17|2.64|0.0|110.16|3.0|-7.6|26.0|-4.71|1.0|0.0|1.0|-6.01|2.52e-08|9.59e-06|0.0003689999999999|0.0|3.16e-08|1.2e-05|-0.0529799999999999|3.5319|4.21|3.5319|-1789.475625|-1789.4501510000002|629.26|351.04|0.70282|0.2876|3.3955|-0.19962|7.9208|7.9208
13g_a6|1|0|0|1.424099171|0.0|4.727387819|0.043020833|0.03536788|-0.002407131|0.073394284|10.95053423|-0.080022038|1|-0.000644109|0.061423911|-0.215607882|2|0.774238891|-0.144664763|0.832753533|1|0.871972049|-0.074216821|0.2141642839999999|0.017637229|-51.67543048|12.28038897|68.57626488|0.128027951|-0.0323525729999999|-44.57717132|8.550546653|0.0|-1.747038966|76.50577593|-22.52633766|0.264266646|0.7999971709999999|6332.20768|30.61752948|0.017929016|1653.346592|744.1359788|12.48355309|1.0|1.0|2.0|3.61|2.34|0.12|27.0|-10.57|4.79|1.13|0.0|128.63|6.0|-5.56|33.0|-6.31|0.0|0.0|1.0|-5.06|2.77e-06|0.0012|0.0038|0.0|2.67e-11|1.15e-08|-0.07536|5.9869|3.83|3.2472|-1386.611265|-1386.573241|739.55|381.82|0.7034100000000001|0.0105|10.1708|-0.20806|6.9245|6.9245
7a_a8|1|0|1|1.4000287219999998|1.4494883790000002|5.4161004020000005|0.041123188|-0.017706371|0.000736369|0.004607684|10.94671402|-0.019054799|1|0.002028046|-0.02923588|-0.032195997|1|0.764224152|-0.032562221|0.831914523|0|0.718410375|-0.102174163|0.238462711|0.035405618|-60.00793116|20.79408196|145.3710976|0.281589625|-0.042647654|-35.14198015|12.2125771|71.85980901|-1.833849114|75.4573633|-25.04740346|0.266115601|0.914283468|5907.9340090000005|34.12990316|0.0265990589999999|1467.585836|488.0169522|15.62189947|1.0|1.0|1.0|3.34|3.06|0.05|23.0|-7.27|3.49|2.01|0.0|105.83|3.0|-4.86|29.0|-6.33|0.0|0.0|1.0|-4.64|1.36e-05|0.00522|0.00874|0.0|5.3600000000000004e-08|2.05e-05|-0.07616|4.5808|5.2|3.0704|-1291.313963|-1291.287017|605.72|403.8|0.70367|0.1575|9.9646|-0.20505|4.6068|4.6068
3d_a32|1|1|0|0.609420786|0.0|5.733341277|0.041161616|-0.0620110029999999|0.000655875|-0.113314811|10.31100276|-0.0602430179999999|3|0.002004382|-0.1131110759999999|-0.1395294259999999|0|0.8444218509999999|-0.100251236|0.90169022|1|0.892845502|-0.06869526|0.2214902789999999|0.014419776|-37.19367587|7.807299836|62.43434632|0.107154498|-0.02867299|-27.31750365|4.22710649|0.0|-1.118246623|59.15151032|-15.52441767|0.2794597139999999|0.747681906|4752.534658|21.54552351|0.0160633|840.275417|421.3548777|8.697152881000001|1.0|1.0|1.0|3.34|3.11|0.24|19.0|-7.29|5.07|1.94|0.0|97.86|4.0|-6.55|23.0|-5.18|0.0|0.0|1.0|-5.13|2.81e-07|9.58e-05|0.00251|0.0|5.13e-08|1.75e-05|-0.05482|3.5105|3.42|3.5105|-1672.758552|-1672.733979|569.29|353.18|0.7035100000000001|0.5031|3.2094|-0.19671|8.0915|8.0915
11d_a31|1|0|1|0.610136352|0.0|5.733341277|0.0388738739999999|0.016799834|-0.009496378|-0.092360393|10.31169874|-0.078235092|2|-0.006496772|0.026806221|-0.153894316|0|0.822077662|-0.13169885|0.868115289|0|0.585212816|-0.134031221|0.197166451|0.034417775|-82.05480081|21.07078977|296.2476128|0.414787184|-0.040797245|-50.24081482|12.89967697|91.25756269|-1.87667327|98.8237718|-24.97634343|0.318229459|0.929231204|5420.356537|36.63453013|0.027374162|1685.188386|505.4234462|16.75864338|1.0|1.0|2.0|3.6|2.83|0.32|16.0|-6.23|4.03|1.26|0.0|102.13|7.0|-5.48|27.0|-6.4|0.0|0.0|1.0|-4.2|3.33e-06|0.00128|0.0241|0.0|5.83e-07|0.000225|-0.03404|3.8009|4.87|3.8009|-1598.7152199999998|-1598.671315|650.64|326.2|703.0|0.2642|3.1919|-0.19226|7.5229|7.5229
12k_a36|1|0|2|1.297043952|0.0|5.351858133|0.039061728|0.096315593|0.002782748|0.003690005|10.94908765|-0.058284869|1|0.003724542|0.163804836|-0.1619981409999999|1|0.811903388|-0.102077284|0.8647233590000001|0|0.8427704640000001|-0.075717305|0.367754573|0.018067063|-49.87227128|11.90012613|46.79001927|0.157229536|-0.037758075|-44.22843899|7.838185977999999|0.0|-2.038936068|78.24529096|-24.86988906|0.219318299|0.919048073|6027.033337|31.85663123|0.016847116|1720.258086|698.847203|11.0965905|1.0|0.0|2.0|4.89|0.0|0.12|17.0|-7.01|2.42|2.38|0.0|133.84|6.0|-4.58|31.0|-6.34|0.0|1.0|0.0|-4.55|2.6e-05|0.0106|0.0115|0.0|9.66e-08|3.94e-05|-0.0497|5053.0|3.83|3.6631|-1310.3453949999998|-1310.312649|697.92|338.46|0.70031|0.0908|5.7818|-0.20023|7.8539|7.8539
12t_a30|0|0|2|0.60498454|0.0|5.351858133|0.044197531|-0.0596036729999999|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|-0.001131023|-0.158448053|-0.145315868|1|0.83236194|-0.080971844|0.889479916|0|0.696413582|-0.090535776|0.408290036|0.018862708|-58.89093185|12.26965165|88.42093081|0.303586418|-0.037159417|-42.80050261|7.981057356|0.0|-1.82081145|78.8278828|-24.17113783|0.254294117|0.804273481|6617.834146|32.41376848|0.020029588|1588.274656|616.2856203|13.02867425|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-7.16|3.74|3.58|0.0|127.19|5.0|-5.49|31.0|-6.06|0.0|0.0|0.0|-5.17|3.24e-06|0.00141|0.00291|0.0|6.900000000000002e-08|3e-05|-0.05542|5.0693|4.32|3.5457|-1774.2421780000002|-1774.208418|677.85|349.67|0.6842600000000001|0.1561|2.6784|-0.20571|8.0496|8.0496
15_a47|1|1|0|1.304329657|0.0|4.59511985|0.042285714|-0.130885389|-0.0026314909999999|0.086682657|10.9497222|0.0506476009999999|1|-0.002377481|-0.299654464|-0.017562097|2|0.830688568|0.081171071|0.897881853|1|0.791753677|-0.084413593|0.429825305|0.016669157|-45.1562696|8.917011222000001|61.0548099|0.208246323|-0.033307714|-25.87091101|4.770072524|0.0|-1.265693121|59.79410145|-17.81765281|0.288369895|0.914412511|5075.773767000001|25.03780079|0.021370407|951.4364299|383.4213189|11.43190096|1.0|1.0|2.0|2.89|2.1|0.06|21.0|-8.49|5.28|2.83|0.0|96.6|3.0|-4.89|25.0|-5.76|0.0|0.0|1.0|-4.85|1.29e-05|0.00455|0.00499|0.0|3.22e-09|1.14e-06|-0.0591799999999999|4.3312|3.33|4.0594|-1527.4104|-1527.376145|552.16|305.43|0.68008|0.0759|2.2271|-0.2268|7.8|7.8
27a_a34|0|0|1|0.300206665|1.963136117|5.351858133|0.0408037829999999|-0.082271189|-0.012495918|-0.026428049|10.319282|-0.008138446|1|-0.005234221|-0.13716603|-0.264978526|1|0.779284547|-0.012251785|0.832753533|0|0.600964267|-0.106669294|0.4305370679999999|0.026573385|-74.78290605|18.62986903|176.4623026|0.3990357329999999|-0.043345322|-60.54917431|13.06088842|22.69787432|-2.340647376|100.7752505|-30.38821209|0.235078289|0.7758691440000001|7104.26596|39.72721867|0.020552444|2145.269808|718.5861133999999|14.40875302|1.0|1.0|2.0|3.66|2.58|0.13|23.0|-7.61|3.97|1.06|0.0|122.61|6.0|-4.96|33.0|-7.29|0.0|0.0|0.0|-4.47|1.09e-05|0.00504|0.0159|0.0|2.44e-08|1.13e-05|-0.03924|5.0012|7.38|4.1228|-1861.741982|-1861.695683|737.7|300.73|0.69818|0.0203|10.8591|-0.20615|6.6198|6.6198
11c_a31|1|0|1|0.6101368770000001|0.0|5.733341277|0.037731481|-0.031640011|-0.011679927|-0.137912959|10.31169916|-0.085216451|2|-0.008375297|-0.0512371409999999|-0.16065803|0|0.839810365|-0.139933586|0.8906705429999999|0|0.564143263|-0.138002689|0.3608415239999999|0.034256743|-80.82023592|20.06220362|264.7428792|0.435856737|-0.042457317|-48.16624372|11.74927853|70.98337779|-1.825664624|99.31985763|-24.864808|0.323910768|0.922968238|5329.481371|36.77740577|0.029155542|1581.428448|449.7512005|17.07472346|1.0|1.0|2.0|3.51|2.66|0.28|16.0|-5.84|3.64|1.03|0.0|97.32|6.0|-5.11|26.0|-6.56|0.0|0.0|1.0|-3.98|7.68e-06|0.00285|39.0|0.0|1.45e-06|0.000537|-0.03532|3.8551|4.47|3.8551|-1559.3980869999998|-1559.353434|622.22|321.61|0.7005899999999999|0.2627|5289.0|-0.19526|6.8861|6.8861
16_a3|0|0|0|0.605020428|0.0|4.727387819|0.045993266|0.027762972|-0.010377537|-0.013328983|10.31163046|-0.018884246|1|-0.008409607|0.069124437|0.008045619|2|0.767641592|-0.031683873|0.838125715|1|0.6974791290000001|-0.108919585|0.252612735|0.012203576|-53.7971544|6.027544549|248.6415425|0.302520871|-0.041233465|-24.42909382|2.977102266|82.16042286|-1.401937796|56.56724056|-20.36587865|0.1703181989999999|0.941329444|4733.033232|24.54661368|0.0143895839999999|834.5848652000001|328.71459869999995|7.107249553|1.0|1.0|1.0|3.13|2.59|0.0|21.0|-7.16|4.57|2.26|0.0|90.44|2.0|-4.98|23.0|-5.89|0.0|0.0|1.0|-4.49|1.05e-05|0.0033799999999999|0.0104|0.0|6.97e-08|2.25e-05|-0.07095|3.2208|3.19|3.2208|-1371.388717|-1371.360243|520.28|384.94|0.6944100000000001|0.3866|2.8688|-0.2029|7.3768|7.3768
8a_a50|1|1|1|1.39826105|2.03117465|5.777652323|0.03904321|-0.0224366579999999|0.007671336|-0.150515325|10.94501357|-0.058014797|2|0.007801731|-0.038971589|-0.11385159|1|0.804535572|-0.095292123|0.8718949979999999|1|0.860876738|-0.069208148|0.278028663|0.018809422|-34.88425666|9.480859015|133.8183888|0.139123262|-0.031655181|-20.91041439|4.778811898|0.0|-1.234552044|50.06249379|-15.95574341|0.248584287|0.858162757|4638.284496|21.23424244|0.017017336|828.1354551|388.171611|8.577560914|1.0|1.0|1.0|3.34|2.01|0.11|20.0|-6.32|3.71|2.02|0.0|94.75|2.0|-3.86|24.0|-6.12|0.0|1.0|1.0|-4.13|0.000138|0.0433|0.0234|0.0|4.82e-07|0.000151|-0.0280699999999999|5.622000000000001|2.69|4.1738|-1006.671867|-1006.637067|548.47|297.06|0.60625|0.1217|3.5509|-0.20051|7.3279|7.3279
11b_a31|1|0|1|0.610137403|0.0|5.733341277|0.043380952|-0.078907688|-0.014385937|-0.1488994619999999|10.31169957|-0.046362952|2|-0.010716217|-0.129901143|-0.16780872|0|0.834596039|-0.074254978|0.889561759|0|0.545458754|-0.143839236|0.26165445|0.037758271|-80.0942166|21.02499452|286.7721447|0.454541246|-0.044612791|-46.10900197|11.70737909|87.78853803|-1.784511651|100.3071755|-24.84180719|0.330276165|0.8986339170000001|5202.545866|37.09261324|0.0314298879999999|1483.70453|397.3137532|17.50115151|1.0|1.0|2.0|3.41|2.29|0.24|16.0|-5.45|3.25|0.79|0.0|92.51|5.0|-4.74|25.0|-6.73|0.0|0.0|1.0|-3.75|1.82e-05|0.00649|0.0637|0.0|3.59e-06|0.00128|-0.03574|3.8437|4.07|3.8437|-1520.085181|-1520.0430279999998|589.56|322.57|0.70073|0.2634|3.2104|-0.1951|6.2757|6.2757
3a_a12|0|0|1|1.28383802|0.0|0.0|0.032544803|-0.1231529169999999|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|-0.001011111|-0.205054123|-0.1213636769999999|1|0.7038021990000001|-0.032466697|0.759068438|0|0.871985494|-0.07121814|0.241900756|0.009433302|-34.84701355|4.615711776|71.11710277|0.128014506|-0.034924502|-21.73969523|2.258466332|0.0|-1.362055589|52.21461165|-17.08854808|0.2189499039999999|0.859002624|4230.717811|21.87893986|0.015909241|853.2786545|381.0058252|7.784386645|0.0|1.0|1.0|3.84|2.74|0.05|18.0|-7.5|2.49|3.09|0.0|97.52|3.0|-3.6|23.0|-5.88|0.0|1.0|1.0|-4.06|0.00025|0.0745|0.0263|0.0|3.13e-08|9.33e-06|-0.06829|4.2336|3.33|3.7304|-951.3711872|-951.3480023|528.84|332.36|0.66895|128.0|1.3824|-0.22157|6.7122|6.7122
14a_a5|1|0|1|1.226142247|0.0|4.59511985|0.027375887|-0.132625457|0.002956745|-0.086229994|10.9488747|0.024793388|1|0.003668464|-0.213526163|-0.016337128|2|0.79661948|0.047169811|0.847379958|0|0.7909255559999999|-0.080875277|0.4398855029999999|0.0173669719999999|-54.69145586|11.74431806|134.62273080000003|0.209074444|-0.0271808479999999|-35.98151967|7.942029745|55.04914434|-1.494946644|69.71575554|-18.38089729|0.370216665|0.88709518|6177.303329|29.18606491|0.024411136|1605.23357|723.0631751|16.50789498|1.0|1.0|2.0|3.24|2.41|0.2|23.0|-8.84|4.38|1.37|0.0|123.0|6.0|-4.15|32.0|-7.08|0.0|0.0|1.0|-4.22|7.15e-05|0.0304|0.0256|0.0|1.45e-09|6.16e-07|-0.0507699999999999|4.1501|4.3|4.1501|-1390.592722|-1390.546425|692.8|298.75|0.65789|0.5853|2.7115|-0.2183699999999999|6.9508|6.9508
5a_a50|0|1|1|1.3972442980000002|4.202707546|5.82008293|0.038040936|0.017227585|0.012640587|-0.256097122|10.93256969|-0.130929632|2|0.01228899|0.028229556|-0.168135655|1|0.788709546|-0.203436041|0.847812674|1|0.969892876|-0.038932964|0.2814514|0.010185297|-20.77548565|5.435098605|6.819160781|0.030107124|-0.022747617|-18.56865899|2.900288114|60.04351409|-0.978147545|44.17662122|-12.13862875|0.33472483|0.8275167520000001|4770.917486|18.24602704|0.017576522|784.5791628|462.1867149|9.379218813|1.0|1.0|0.0|3.5|3.28|0.14|20.0|-6.24|4.33|2.62|0.0|101.86|2.0|-3.89|25.0|-5.83|0.0|1.0|1.0|-4.5|0.000129|42.0|0.0102|0.0|5.7e-07|0.000186|-0.02487|5.6146|3.39|4.0159|-1029.930364|-1029.905844|582.98|308.73|0.6725399999999999|0.1156|3.9843|-0.19146|5.3872|5.3872
14h_a23|0|1|0|1.197963488|3.309480899|5.351858133|0.04255787|0.0316908439999999|0.009895793|-0.024318144|10.31321773|-0.034313725|2|0.009266617|0.060820238|-0.131709531|2|0.79263722|-0.05745554|0.860920386|1|0.923430574|-0.063825076|0.223157991|0.021982565|-43.02851162|14.81983413|41.34207782|0.076569426|-0.033774476|-36.84086528|9.990985411|86.83095818|-1.621174834|67.44368679|-22.76950546|0.246899416|0.924279155|6722.809649|30.23434844|0.018981866|1451.248725|646.2584547|12.79687369|1.0|1.0|1.0|3.47|3.2|0.04|26.0|-7.47|3.89|2.39|1.0|125.0|5.0|-5.68|32.0|-6.62|0.0|0.0|0.0|-4.9|2.09e-06|0.0009109999999999|0.00554|0.0|3.39e-08|1.4800000000000002e-05|-0.08532|4.0506|3.29|3.6689|-1722.1762399999998|-1722.148272|699.86|337.93|0.69933|0.2727|9.7146|-0.2374099999999999|8.3468|8.3468
6_a1|0|0|1|1.3488280769999998|2.325221088|5.4161004020000005|0.039635417|-0.114683042|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|0.006851583|-0.180874123|-0.3632559589999999|1|0.798346291|-0.095907969|0.8524898329999999|0|0.8782596159999999|-0.057199415|0.212044989|0.021009352|-27.63847818|10.15161645|64.63457366|0.121740384|-0.0238222729999999|-18.076387|4.905211525|95.13138767|-0.929068634|49.61122373|-11.51080589|0.423240564|0.7295841470000001|4061.042516|19.95772445|0.025250885|778.3512535|359.9965854|12.20110458|1.0|1.0|0.0|2.94|2.54|0.22|17.0|-6.02|3.57|1.75|0.0|86.31|3.0|-3.12|22.0|-6.21|0.0|1.0|1.0|-3.68|0.0007599999999999|221.0|0.0613|0.0|9.51e-07|0.000277|-0.02214|4.0635|2.81|4.0635|-935.5024827|-935.4750982|527.41|305.12|0.69818|0.3399|5.8386|-0.1899799999999999|5.2924|5.2924
4d_a49|0|0|1|1.343847746|2.097463308|5.4161004020000005|0.036555556|-0.090862681|0.000607064|-0.053327669|10.92777282|0.013451218|1|0.001356445|-0.151004418|0.000850823|2|0.783870915|0.023137464|0.834151595|1|0.752634646|-0.089942837|0.410804214|0.013625199|-55.40321178|8.392883773|85.21839288|0.2473653539999999|-0.0281044679999999|-32.61868996|5.16986937|57.16412513|-1.461432343|66.51766234|-17.31186002|0.3452719489999999|0.8868392740000001|5915.214567|26.44129877|0.022019681|1374.947536|641.1445234|13.56373757|1.0|1.0|2.0|3.38|2.68|0.22|21.0|-7.58|2.8|1.25|0.0|115.63|6.0|-3.13|30.0|-7.7|0.0|0.0|1.0|-3.35|0.000743|296.0|0.18|0.0|2.64e-08|1.05e-05|-0.06309|5.7447|2.99|3.8047|-1293.333712|-1293.29417|668.09|325.87|0.6782100000000001|0.0879|4.3005|-0.2219699999999999|7.7447|7.7447
