molecula|NaaNH|n9FaRing|nARing|BCUTs-1|SaasN|SRW07|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|FPSA1|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
6f_a40|0|0|2|0.604893424|1.750582483|6.401917197|0.038309179|-0.122783873|-0.009302776|0.075227997|10.30179966|-0.190617284|2|-0.008368734|-0.233222505|0.092206207|0|0.836826225|-0.268802228|0.896373207|1|0.655786513|-0.134203859|0.363785804|0.015998475|-86.21963207|10.2782635|207.7174501|0.344213487|-0.052228625|-53.89282175|6.6032981820000005|40.01876255|-2.350288117|92.77827871|-33.55442128|0.137191276|0.69723213|7328.308886|38.88975659|0.013841059|1750.039046|593.503189|8.892225517|0.0|1.0|2.0|4.05|2.53|0.21|14.0|-3.67|2.66|1.1|3.0|124.54|5.0|-6.95|30.0|-6.9|1.0|0.0|0.0|-4.64|1.13e-07|5.18e-05|0.0105|1.0|0.0002109999999999|0.0967|-0.08982|3.5741|6.96|2.57|-2426.972609|-2426.924155|668.95|482.43|0.69911|0.0158|6.2384|-203.0|7.3768|7.3768
35_a18|0|0|2|1.251175948|0.0|4.844187086|0.03531746|-0.069149293|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|0|0.00113101|-0.104482176|-0.117857059|0|0.737094825|-0.017913121|0.774007861|0|0.800765945|-0.081822342|0.3888901179999999|0.008853796|-60.302584200000005|6.525195505|118.7214377|0.199234055|-0.033440195|-45.74482543|4.809030636|74.92670772|-2.273933228|67.9315105|-24.64522632|0.125426193|0.87101708|6995.248058|28.17969862|0.007954001|1916.219506|1056.535856|5.862051629|1.0|1.0|3.0|4.3|0.0|0.3|18.0|-9.55|3.35|3.33|1.0|151.05|8.0|-6.06|36.0|-6.0|0.0|0.0|1.0|-5.53|8.629999999999999e-07|0.000415|0.0014199999999999|0.0|2.81e-10|1.35e-07|-0.04879|3.2146|8.09|3.2146|-1533.002975|-1532.976969|796.47|385.69|0.69279|0.4981|2.0432|-0.18079|7.6198|7.6198
17b_a50|0|1|1|1.348984601|4.35392516|5.82008293|0.032052154|0.035558152|0.012409091|-0.152660972|10.94500663|-0.15040528|2|0.012686493|0.05636897|-0.357011777|1|0.7621727979999999|-0.257646121|0.799772151|1|0.931849183|-0.047785496|0.4220781729999999|0.0128994089999999|-33.25475672|8.976922737999999|9.9094658|0.068150817|-0.02681014|-36.59177249|6.247196459|86.9549829|-1.662228695|59.65808461|-18.65764227|0.1966134769999999|0.936245718|6059.076348|23.22374317|0.010169967|1439.872076|862.3868512|7.077456382|1.0|1.0|0.0|4.17|3.57|0.35|20.0|-7.54|4.92|2.71|0.0|131.39|8.0|-4.75|32.0|-6.09|0.0|1.0|0.0|-4.91|1.7899999999999998e-05|0.00763|0.0052|0.0|2.87e-08|1.22e-05|-0.0318|4.2447|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|306.75|0.66195|0.1758|6.3333|-0.19879|6.9136|6.9136
18_a4|0|0|1|1.3998285519999998|1.904090136|5.4161004020000005|0.042924837|0.049240675|0.000379379|-0.200683549|10.94611841|-0.063708832|1|0.00042|0.108754635|0.015390457|1|0.793041267|-0.105846349|0.8547339420000001|0|0.7755960390000001|-0.094231531|0.269470313|0.017694182|-46.48874223|8.729352711|203.5264327|0.224403961|-0.03479101|-20.88721799|4.306590617|0.0|-1.287267373|50.98777224|-17.16400317|0.2305616919999999|0.682329162|4381.693113|22.30718562|0.0175331289999999|825.3658678999999|337.0066459|8.649897756|1.0|0.0|1.0|3.32|2.56|0.11|17.0|-5.53|3.43|2.2|0.0|86.22|3.0|-2.95|23.0|-6.58|0.0|1.0|1.0|-3.51|0.00113|349.0|0.0959|0.0|2.96e-06|0.0009109999999999|-0.03538|4.5152|3.02|4.2045|-1033.480025|-1033.454769|523.81|294.88|0.57777|0.1|2.7878|-0.20883|5.5817|5.5817
12al_a36|1|0|2|1.297043737|0.0|5.351858133|0.042739018|0.1030147719999999|0.00127667|-0.074215038|10.96020817|-0.031635802|1|0.003077071|0.172830414|-0.239932418|1|0.8344566859999999|-0.055405405|0.885733922|0|0.801179217|-0.077842923|0.2689491989999999|0.026927826|-51.22331485|17.71943397|114.2305891|0.198820783|-0.035305316|-45.86257662|11.65999569|0.0|-1.906487074|86.77628559|-23.23210974|0.328915355|0.841133748|6049.668466|34.61874732|0.025956027|1869.412355|679.7230552999999|17.07995636|1.0|0.0|2.0|4.81|0.0|0.17|17.0|-6.69|1.89|1.72|0.0|130.24|6.0|-3.95|31.0|-6.93|0.0|0.0|0.0|-4.07|0.000113|0.0464|35.0|1.0|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|349.14|0.70417|0.0095|6.4473|-0.1955599999999999|7.3188|7.3188
5e_a40|0|0|1|0.604912776|1.661964758|6.167516491000001|0.044526749|-0.106497535|0.009890343|0.158430496|10.31198323|0.029272031|2|0.008306061|-0.184667138|0.010397494|0|0.8092726020000001|0.0451110059999999|0.877722972|1|0.864422751|-0.076883794|0.0499188609999999|0.019851304|-36.56222854|9.440323938|170.7311133|0.135577249|-0.035889706|-20.29110082|4.489363277|51.7148695|-1.076691165|48.81318333|-17.06741495|0.177640532|0.914944155|4158.984115|20.75420252|0.012921086|622.6260756|264.9899736|6.144645946|0.0|0.0|0.0|3.03|2.73|0.21|14.0|-4.65|3.74|2.37|1.0|79.16|3.0|-4.78|20.0|-5.66|0.0|1.0|1.0|-4.25|1.66e-05|0.00505|0.0169|0.0|2.23e-05|0.00678|-0.07231|3.7138|4.99|3.7138|-1637.197299|-1637.180703|493.19|333.85|0.69675|0.5262|7.87|-0.2201699999999999|7.6021|7.6021
22_a47|0|1|0|1.408617385|1.202720059|4.727387819|0.043695652|-0.029311184|-0.006808306|-0.075111395|10.95023117|0.002716049|1|-0.004332497|-0.077468004|-0.277479519|2|0.831122912|0.004104478|0.890264057|1|0.698649132|-0.080744803|0.573087958|0.022154032|-47.64347429|13.07198749|12.19999546|0.301350868|-0.031744149|-31.08378631|7.713126784|54.21581266|-1.42848671|71.28682035|-18.73063655|0.390313552|0.8569791179999999|6107.923371|30.72175314|0.031534452|1382.478891|482.9384172|18.60690504|1.0|1.0|2.0|3.31|3.16|0.1|21.0|-7.69|4.85|2.97|0.0|104.64|5.0|-4.44|29.0|-6.58|0.0|0.0|1.0|-4.38|3.6e-05|0.0142|0.0164|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.7954|4.4|4017.0|-1375.05033|-1375.021925|605.12|308.65|0.68312|0.0799|4.2485|-0.22828|9.0|9.0
36_a18|0|0|2|1.25117638|0.0|4.844187086|0.036625514|-0.05224259|-0.000451777|-0.0077246719999999|10.94702093|0.003321395|0|0.000825855|-0.079553246|-0.12139648|0|0.741135729|0.0059061|0.780206307|0|0.804293867|-0.07777765|0.3847791889999999|0.009440278|-55.38202488|6.722004572|110.8288932|0.195706133|-0.031922305|-40.46339026|4.786442152|83.34177364|-2.074949798|65.59412783|-22.73046122|0.187943933|0.905426346|6799.65027|27.99124609|0.0123136069999999|1819.430996|975.4099618|8.767974776|1.0|1.0|3.0|4.19|0.0|0.28|18.0|-9.16|2.96|3.13|1.0|146.24|7.0|-5.68|35.0|-6.18|0.0|0.0|1.0|-5.28|2.09e-06|0.000975|0.00242|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|7.75|3.1908|-1493.686737|-1493.661092|769.73|388.57|0.69372|0.4674|1.9944|-0.18124|7.4949|7.4949
5a_a40|0|0|1|0.604913477|1.688148148|6.167516491000001|0.0388888889999999|-0.108428634|0.011345707|0.180125135|10.31198338|-0.02394636|2|0.010425818|-0.191663433|0.007301856|0|0.756882266|-0.0395444479999999|0.820901326|1|0.8531783270000001|-0.078132307|0.04987082|0.020641204|-34.5789643|9.135164355|174.99981530000002|0.146821673|-0.036396585|-17.82228195|4.042943749|52.43850484|-1.091897544|46.06507254|-16.10801287|0.177534728|0.956899016|3736.248815|19.58503709|0.0130940839999999|587.5511127|244.8873477|5.795040371|0.0|1.0|0.0|3.04|2.49|0.21|14.0|-4.05|3.08|1.85|1.0|74.15|3.0|-4.13|19.0|-5.9|0.0|1.0|1.0|-3.67|7.49e-05|0.0202|0.0574|0.0|8.950000000000001e-05|0.0241|-0.0657799999999999|3.7921|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|326.96|0.69499|0.4461|5.7163|-0.21644|7.0915|7.0915
4p_a46|0|0|1|1.134636977|2.102855253|5.587248657999999|0.046533816|-0.164311513|0.005152176|-0.205494852|10.93681929|-0.120823841|1|0.004453195|-0.251219946|0.101602982|0|0.747019097|-0.1623103719999999|0.7911509609999999|0|0.905966489|-0.0997229069999999|0.3352802039999999|0.007398064|-56.55658053|4.195717966|175.10295019999998|0.094033511|-0.029978645|-26.78464688|2.379548177|0.0|-1.498932241|51.05047787|-17.00200781|0.12579435|0.734640605|5167.091582|19.44852199|0.006740305|972.4260993|585.8536976|3.822678404|1.0|0.0|1.0|3.89|3.2|0.3|17.0|-7.05|5.25|3.2|0.0|107.89|2.0|-5.8|27.0|-5.09|0.0|1.0|1.0|-5.4|1.59e-06|0.000567|0.00144|0.0|8.95e-08|3.2e-05|-0.0393|5.4796|4.89|3.9958|-1129.65844|-1129.618646|598.19|310.28|0.70138|0.0763|3.6961|-0.20749|6.4672|6.4672
11b_a50|0|1|1|1.3979498330000002|4.071188272|5.82008293|0.038040936|-0.007722567|0.011959339|-0.218953127|10.94500697|-0.133073229|2|0.012037198|-0.013155246|-0.277408878|1|0.800774662|-0.20645662|0.862408925|1|0.931316325|-0.0445367309999999|0.229754094|0.019455771|-23.23499995|10.1501574|7.949039772000001|0.068683675|-0.02494328|-19.0090431|5.295379767|86.04123302|-1.047617742|47.72173991|-13.01301376|0.357948005|0.751545111|4884.730303|20.26785036|0.021631609|851.2497152000001|439.9973344|11.28530137|1.0|1.0|0.0|3.44|2.84|0.15|20.0|-5.87|3.73|2.25|0.0|99.65|2.0|-3.58|25.0|-6.24|0.0|1.0|1.0|-4.16|0.000263|0.0862|0.0228|0.0|1.35e-06|0.000441|-0.02817|4.6471|3.05|3.9863|-1045.98235|-1045.961211|560.06|311.03|0.64477|0.0711|2.7805|-0.19501|5.7696|5.7696
8g_a12|1|1|1|1.28383574|0.0|4.59511985|0.038347953|-0.038463841|0.005898773|-0.094550033|10.95472263|-0.040257632|1|0.005405355|-0.068810076|0.122649613|1|0.7475224290000001|-0.070405398|0.80546986|1|0.8576253690000001|-0.076856227|0.274352085|0.008910823|-42.39297373|4.915102972|84.95000993|0.142374631|-0.042752517|-31.79592789|2.7111119089999995|0.0|-1.881110729|61.99654413|-23.58177591|0.09833304|0.864880588|5327.736626|26.15353224|0.007890315|1150.7554189999998|480.0590283|4.352203029|1.0|1.0|2.0|4.07|2.51|0.1|21.0|-8.0|2.07|2.89|0.0|109.93|3.0|-4.38|27.0|-6.28|0.0|0.0|0.0|-4.34|4.15e-05|0.0146|0.0163|0.0|9.98e-09|3.53e-06|-0.06432|4.2057|3.68|3731.0|-1154.321531|-1154.281986|590.93|332.31|0.55027|0.1601|2.9986|-0.21633|5.43|5.43
12a_a36|1|0|2|1.297044783|0.0|5.351858133|0.040166667|0.078063311|0.002039107|-0.070252245|10.96083376|-0.065913514|1|0.003199301|0.134423193|-0.183140926|1|0.7934042040000001|-0.119322074|0.846614758|0|0.820684627|-0.076154312|0.436020272|0.019595485|-46.76212019|12.03249549|109.9069212|0.179315373|-0.037738352|-39.52572284|7.388485123|5.277117996|-1.886917597|76.09903547|-23.17301945|0.244684566|0.888377722|5710.355735|30.67992313|0.019102103|1533.996157|598.1535763999999|11.72953701|1.0|0.0|2.0|4.75|0.0|0.14|17.0|-6.59|1.88|2.02|0.0|123.75|5.0|-3.79|29.0|-6.72|0.0|1.0|0.0|-4.0|0.000164|0.0625|0.0384|0.0|2.56e-07|9.78e-05|-0.04946|3.8343|3.16|3.6682|-1232.951968|-1232.916523|653.94|338.0|0.6997|0.0012|6.3637|-0.20139|7.8861|7.8861
1d_a5|1|0|0|1.217311475|0.0|4.59511985|0.030074074|-0.118028278|-0.0012491689999999|-0.2261588939999999|10.94437658|-0.010183824|1|-0.000700145|-0.389011185|0.004923698|2|0.7595197290000001|-0.015804188|0.821309592|0|0.8965037640000001|-0.088396743|0.6271150670000001|0.007937625|-47.76176205|4.288788702|204.4506579|0.1034962359999999|-0.036640804|-25.16889922|2.317281143|0.0|-1.465632167|56.83734591|-19.79744178|0.229495885|0.89062437|5717.438103|25.69414151|0.018980039|1027.76566|403.396385|10.25512997|1.0|1.0|1.0|2.92|2.19|0.05|23.0|-8.88|6.37|2.73|0.0|95.49|4.0|-4.79|27.0|-5.73|1.0|0.0|1.0|-4.97|1.6100000000000002e-05|0.00589|0.00396|0.0|1.3300000000000002e-09|4.86e-07|-0.04528|4.8725|3.58|4.6112|-1288.340378|-1288.306458|567.04|268.88|0.5764600000000001|0.0982|3.7798|-0.23519|5.03|5.03
9h_a24|1|0|0|1.428198245|1.726213624|5.209486153|0.023854167|0.078066659|0.013595277|-0.209618231|10.96661419|-0.002471577|2|0.012380829|0.144624936|-0.047269812|2|0.78742035|-0.004960317|0.859720539|0|0.883775278|-0.060337884|0.4016070679999999|0.018457687|-28.52000725|8.724425117000001|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|4.123788393|1.773520599|-0.8935525440000001|47.51520531|-12.42226332|0.427628742|0.914204295|4170.098082|21.70315707|0.031789952|737.9073405|295.8603625|15.02620893|1.0|1.0|1.0|2.84|1.96|0.0|22.0|-6.05|2.72|1.07|0.0|82.17|3.0|-2.83|22.0|-6.85|0.0|1.0|1.0|-3.24|0.00147|423.0|166.0|0.0|8.95e-07|0.000258|-0.0435399999999999|5.1739|1.16|4.3437|-945.2642633|-945.2337612|506.68|285.43|0.61928|0.0073|5.6654|-0.22593|7.1135|7.1135
13b_a6|1|0|1|1.430640379|0.0|5.351858133|0.042739018|0.060593678|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|-0.00194781|0.100281317|-0.180339002|1|0.7788169070000001|-0.11338525|0.8370824240000001|0|0.7757172059999999|-0.093125205|0.202093555|0.032036214|-61.06841733|21.00828557|154.7847961|0.2242827939999999|-0.0406496879999999|-48.5571926|13.77653618|554.4007331|-2.032484418|87.39962829999999|-26.65671602|0.2427663219999999|0.69141956|6000.952027|35.20276076|0.0203627189999999|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|2.0|3.56|2.85|0.12|23.0|-9.01|4.32|1.29|0.0|116.79|5.0|-5.51|31.0|-6.1|0.0|0.0|1.0|-4.99|3.11e-06|0.0012699999999999|0.00417|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|4.04|3.6322|-1350.0903970000002|-1350.061187|694.33|341.35|0.7006600000000001|0.2461|10.8032|-0.20156|6.7595|6.7595
4e_a46|0|0|1|0.300205548|2.12386814|5.587248657999999|0.041636905|-0.08224348|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|0.002688298|-0.135489528|-0.049530834|2|0.77019676|-0.076733489|0.8146060740000001|0|0.753715041|-0.0835371459999999|0.68427144|0.010671173|-63.39469142|8.098142567|105.0139519|0.246284959|-0.030951758|-48.825259|6.145520557|20.27041189|-1.949960781|73.87174786|-23.48867857|0.204892146|0.905854609|7615.063066|29.54149986|0.0125621839999999|1861.114491|942.2127953|9.533193534|1.0|1.0|2.0|4.5|2.68|0.27|23.0|-8.81|5.93|2.06|0.0|137.28|5.0|-6.08|35.0|-6.6|1.0|0.0|0.0|-5.41|8.29e-07|0.000405|0.00191|0.0|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|4.1773|-1884.613031|-1884.564974|757.1|296.81|0.56481|0.3109|1.9941|-0.21005|6.8125|6.8125
18d_a25|0|0|0|1.193723212|1.918453956|4.727387819|0.042843137|-0.031867489|0.006452854|-0.070413428|10.31285314|0.016982601|1|0.0062422|-0.055336237|-0.061965108|2|0.780221059|0.029728702|0.838260077|1|0.937813705|-0.061527513|0.278576218|0.011158458|-46.31109519|8.39885106|70.58850837|0.062186295|-0.0281209329999999|-43.24308488|6.3217245360000005|0.389087507|-1.602893201|68.15463481|-21.166323|0.24206301|0.911437354|6876.316137000001|27.92623037|0.014219928|1591.795131|883.4030667999999|10.70318668|1.0|1.0|1.0|3.66|3.57|0.11|27.0|-10.23|5.98|2.4|1.0|143.37|7.0|-6.26|35.0|-6.21|1.0|0.0|1.0|-5.54|5.47e-07|0.00026|0.0013599999999999|0.0|5.92e-11|2.81e-08|-0.07287|5.6512|4.56|3.6392|-1806.848384|-1806.812778|792.79|340.69|0.6823899999999999|0.0389|3.2353|-0.2201|6.6345|6.6345
16e_a32|1|1|0|0.609420752|0.0|5.733341277|0.040982906|-0.04474426|-0.0048042729999999|-0.070351839|10.31100268|-0.01320745|3|-0.002310082|-0.079817994|-0.219947482|0|0.86370575|-0.022651598|0.91471624|1|0.7903051590000001|-0.087117996|0.504569498|0.024145309|-55.957388|15.50894749|105.4021155|0.209694841|-0.037448344|-48.41036206|9.961663868|39.27920316|-1.760072163|90.34923861|-24.05371573|0.297773438|0.848279482|6142.277629|34.2534974|0.023323257|1609.914378|573.3529948|14.98092934|1.0|1.0|2.0|3.64|3.36|0.26|19.0|-7.38|4.6|1.12|0.0|111.95|8.0|-6.59|28.0|-6.15|1.0|0.0|1.0|-4.75|2.58e-07|0.000107|0.0074099999999999|0.0|4.18e-08|1.73e-05|-0.0505899999999999|3.6214|4.59|3.6214|-1955.993572|-1955.965644|677.82|342.37|0.7022|0.2858|3.2372|-0.2005|8.1367|8.1367
17f_a50|0|1|1|1.349854916|4.305828452|5.82008293|0.03135101|-0.167275895|0.012475826|-0.028989535|10.94501702|-0.132773563|2|0.0129274519999999|-0.275290802|-0.407467272|1|0.7851209440000001|-0.2257632789999999|0.8314734309999999|1|0.911458734|-0.047333916|0.333180181|0.016414675|-29.10566644|10.09339793|6.382846132999999|0.088541266|-0.026836447|-28.30463221|6.206439227000001|82.90209608|-1.422331714|55.9791334|-16.50175503|0.278877895|0.896702|5579.97966|22.88344084|0.01617809|1212.822364|652.6793116|9.947921993|1.0|1.0|0.0|3.81|2.97|0.26|20.0|-6.38|3.83|2.09|0.0|116.81|6.0|-3.58|29.0|-6.64|0.0|1.0|1.0|-4.12|0.000266|102.0|0.0291|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|4.0664|-1219.2481369999998|-1219.220465|653.63|304.9|0.6573899999999999|0.1708|6.1931|-0.20148|6.4001|6.4001
11d_a5|1|0|0|1.388848584|0.0|4.59511985|0.0228184279999999|-0.125546291|0.008307337|-0.138265707|10.94877952|0.01948342|1|0.008809179|-0.202307745|-0.200646773|2|0.783891527|0.036918829|0.831190148|0|0.87090286|-0.063028408|0.359644732|0.012828514|-40.04753555|8.151092424|61.45330587|0.12909714|-0.029333375|-34.21147402|5.179111638|0.0|-1.525335513|65.35645739|-18.63809379|0.287694578|0.976150552|5283.02167|26.16587381|0.018119737|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|3.13|3.37|0.17|23.0|-8.64|4.14|1.42|0.0|114.29|7.0|-4.14|29.0|-6.47|0.0|1.0|1.0|-4.29|7.2e-05|0.0278|0.0198|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|4107.0|-1239.127458|-1239.093739|682.09|301.89|0.6533399999999999|0.2068|2.8731|-0.20529|7.8239|7.8239
14ab_a23|0|1|0|1.197962873|3.4171257980000003|5.351858133|0.04314059|0.021287386|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|0.012103325|0.038241896|-0.13397874|2|0.75434493|-0.05990912|0.8072028240000001|1|0.92422233|-0.051974369|0.20155691|0.017974612|-35.59605095|12.31039874|40.23721489|0.07577767|-0.031648261|-35.76253038|8.431109267|82.79560776|-1.677357849|61.60741239|-21.67516705|0.202162933|0.885272615|6654.62616|27.16741043|0.013710439|1439.872753|733.3886349999999|9.389964491|1.0|1.0|1.0|3.63|3.82|0.12|26.0|-8.16|4.63|3.45|1.0|130.22|5.0|-6.23|32.0|-5.92|0.0|0.0|0.0|-5.55|5.9e-07|0.000259|0.00123|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|4.1|3.6587|-1708.563399|-1708.543268|719.66|338.88|0.66532|0.3893|5.9624|-0.21924|8.4012|8.4012
17_a4|0|0|1|1.219995452|1.690442177|5.4161004020000005|0.043084795|-0.01849014|0.001892883|-0.3948966229999999|10.94611837|-0.094767116|1|0.002155864|-0.073733221|-0.07155304|1|0.772721853|-0.12969185|0.8347553529999999|0|0.888791225|-0.0887214819999999|0.332034943|0.01061251|-45.75108579|5.472562628|17.08736223|0.111208775|-0.042181562|-23.75316417|2.822041259|0.0|-1.5185362180000002|52.67753395|-21.75180355|0.138303414|0.798764653|5322.773303|25.24299609|0.012827738|908.7478594|319.5521911|6.61489113|1.0|0.0|0.0|3.31|2.94|0.11|17.0|-6.56|6.26|3.66|0.0|85.09|3.0|-4.36|25.0|-5.56|1.0|0.0|1.0|-4.81|4.39e-05|0.0152|0.00532|0.0|2.74e-07|9.44e-05|-0.04186|4.3363|4.44|4.3363|-1255.994721|-1255.968357|527.39|285.92|0.47353|0.2045|4.8197|-0.21745|6057.0|6057.0
3c_a49|0|0|1|1.343850149|2.108416128|5.4161004020000005|0.036335697|-0.04696024|0.006218639|-0.05815918|10.92976555|0.0127926339999999|1|0.006470561|-0.0780996759999999|-0.101919761|2|0.802792677|0.0211518929999999|0.8605470759999999|1|0.7963363840000001|-0.071786669|0.501887054|0.0148240689999999|-41.0524769|8.477406111|89.34479838|0.203663616|-0.0252377479999999|-24.24485565|4.8479546860000005|77.29181095|-1.186174159|54.85343388|-14.4326528|0.362777444|0.919925763|5544.351498|22.64931248|0.021783913|1064.517686|542.7276591|12.45751629|1.0|1.0|1.0|3.18|2.67|0.18|21.0|-7.54|3.87|1.84|0.0|109.43|4.0|-3.45|28.0|-6.93|0.0|1.0|1.0|-3.86|0.0003509999999999|0.13|0.0505|0.0|2.89e-08|1.07e-05|-0.0606|5.1584|3.99|3842.0|-1198.668772|-1198.634822|613.33|322.71|0.6692100000000001|0.0729|3.6122|-0.21913|7.0605|7.0605
7_a3|0|0|0|0.60501656|0.0|4.727387819|0.03757716|-0.047419994|-0.007540435|0.054347129|10.3116226|0.030246987|1|-0.006696449|-0.084462575|0.036673175|2|0.790667152|0.0507482109999999|0.8632654590000001|1|0.782294598|-0.1034274319999999|0.5999725029999999|0.009708941|-51.18177092|4.804535747|230.9407974|0.217705402|-0.036877402|-23.61864737|2.377557323|76.07607751|-1.253831681|55.15105143|-18.2490344|0.2007853889999999|0.663120542|5055.700186|22.83370969|0.0149999089999999|776.3461295|353.7528308|7.422807617|1.0|1.0|1.0|3.02|2.61|0.0|21.0|-7.48|4.66|2.11|0.0|95.5|2.0|-5.44|23.0|-5.68|0.0|0.0|1.0|-4.87|3.67e-06|0.00124|0.00455|0.0|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|-1731.7341420000002|-1731.703107|522.73|360.06|0.69224|0.1262|3.1299|-0.21219|5.9901|5.9901
14k_a23|0|1|0|1.1979621459999998|3.358995671|5.351858133|0.046283951|0.04479394|0.010682694|-0.055500851|10.31321813|-0.055708465|2|0.009263715|0.082632648|-0.13187015|2|0.800643488|-0.091426449|0.864845456|1|0.922397728|-0.0562483359999999|0.226547411|0.018829201|-37.43135588|12.53019305|38.76597615|0.077602272|-0.033999976|-35.38329134|8.338417622|80.31548917|-1.597998852|64.04991522|-22.62582822|0.216437606|0.948005074|6715.186162999999|28.87559227|0.016348271|1357.152837|633.3278634|10.87921891|0.0|1.0|1.0|3.39|3.56|0.05|26.0|-7.99|4.67|3.51|1.0|125.29|5.0|-6.13|31.0|-6.03|0.0|0.0|0.0|-5.55|7.49e-07|0.000334|0.00126|0.0|1.02e-08|4.55e-06|-0.07933|3.6421|4.1|3.6421|-2089.524497|-2089.501786|691.9|340.42|0.63765|0.4694|5.8718|-0.2271699999999999|8.4123|8.4123
16a_a10|0|0|1|1.325756911|2.041062372|5.4161004020000005|0.0334858389999999|-0.085711535|0.011207938|0.014886502|10.92947902|-0.0048530629999999|1|0.011558506|-0.133979603|-0.254024476|2|0.772481675|-0.008879187|0.813036304|1|0.916148686|-0.052574986|0.3637074329999999|0.013872737|-36.408063|9.606840334|77.68598956|0.083851314|-0.026063936|-36.90194151|6.652715932|99.81657855|-1.615964058|63.53441386|-18.049219|0.272940681|0.862035195|6366.0631060000005|24.82496066|0.014796066|1539.147561|879.8636987|10.24624348|1.0|1.0|0.0|4.11|4.46|0.3|21.0|-8.5|5.19|2.47|0.0|133.66|9.0|-5.22|33.0|-5.91|0.0|1.0|1.0|-5.17|6e-06|0.00264|0.00297|0.0|3.18e-09|1.4e-06|-0.04647|5.6019|3.46|3.8718|-1395.158387|-1395.13019|760.0|320.22|0.6852199999999999|0.0841|3.8323|-0.20697|7.3279|7.3279
8a_a32|1|1|0|0.609420757|0.0|5.733341277|0.04008547|-0.0281981579999999|-0.003484915|-0.020716518|10.31100269|-0.128684642|3|-0.001662219|-0.050766252|-0.1534110109999999|0|0.845443342|-0.2166242669999999|0.8966299409999999|1|0.814553726|-0.083474428|0.221908108|0.018321589|-52.34893512|11.48993376|73.64907732|0.185446274|-0.035678106|-43.03057598|7.205629442999999|66.81560596|-1.641192863|79.73671389|-22.37464674|0.250915471|0.923166883|5659.295213|29.86932167|0.017733503|1373.988797|557.1050635|11.12113054|1.0|1.0|2.0|3.48|3.67|0.26|19.0|-7.65|4.65|1.37|0.0|110.69|7.0|-6.82|27.0|-5.76|1.0|0.0|1.0|-4.99|1.5199999999999998e-07|6.03e-05|0.00406|0.0|2.23e-08|8.86e-06|-0.06166|3562.0|4.98|3562.0|-1880.767206|-1880.732222|667.29|348.07|0.70316|0.4315|4.8933|-0.2061599999999999|7.3468|7.3468
