molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1s|MATS7i|SaaaC|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
13d_a6|1|0|0|3.447870607|0.0|0|1|1|1.424214188|-0.0122495089999999|0.077158715|0.0|-0.042531782|1|-0.000899678|0.126028544|-0.106686991|-0.49314765|1|-0.187174391|0.7995080809999999|0|0.78862121|-0.110731261|0.030793771|-63.04181168|20.96853949|156.67194009999997|143.9350986|-0.039696112|14.27820079|0.769432845|-2.103893962|-42.92734103|88.02705449|-27.03045032|84.01035117|0.4128711229999999|536.999346|-1432.613867|3075.022992|0.230567155|15.47559904|0.703203572|6185.117192000001|-975.5161277|35.13035671|0.018542644|692.8471883999999|1.0|1.0|1.0|0.16|23.0|5.38|4.57|1.5|2.0|0.0|121.6|0.0|1.0|-5.95|423.47|1.0|3.74|-5.27|1.11e-06|0.000471|4.23|0.0|1.68e-07|-0.05252|4.85|3.6298|-1389.403308|-1389.374844|723.61|341.57|0.7905|0.58381|0.7007399999999999|-1389.125098|0.2513|-0.14894|11.0994|-0.20146|14.0012|0.36|6.4437
34_a47|0|1|1|0.0|0.0|1|0|0|1.40499556|-0.064842466|-0.094313757|1.741433543|-0.043634386|1|0.0047106|-0.208989427|-0.1430639269999999|-0.2829549719999999|3|0.128336294|0.609110565|1|0.8260556609999999|-0.090141168|0.019723558|-34.3104683|10.92238452|31.17423189|96.32577107|-0.029348287|6.048527453999999|0.653993216|-1.261976347|-19.00022922|62.66739933|-16.25230464|45.23285281|0.45489212|457.4477611|-698.8490993|918.6458674|0.346006784|12.96364153|0.834499257|5105.274301|-387.0041342|24.85087647|0.023023142|439.9906467|1.0|1.0|1.0|0.16|21.0|3.34|4.52|1.75|0.0|0.0|99.09|0.0|1.0|-3.57|348.38|1.0|3.02|-3.9|0.000267|0.0929|2.49|0.0|1.17e-05|-0.0545|4.2077|3.8892|-1162.4815230000002|-1162.450678|585.79|318.79|0.2309|0.6602399999999999|0.69314|-1162.283641|0.1718|-0.16086|4.4605|-0.21536|6.2235|2.0|8.7
31_a47|0|1|1|0.0|0.0|1|0|0|1.304326813|-0.171198936|-0.086842911|1.198626524|0.074881792|1|-0.006265667|-0.188419195|-0.035190699|-0.441642572|2|0.001622323|0.6463892179999999|1|0.696020038|-0.1056956209999999|0.021401336|-66.4670426|13.27533898|355.5321928|188.5600536|-0.037580665|8.234748813|0.70664003|-1.691129939|-41.22978713|80.58054906|-23.31144534|79.74238158|0.4741051329999999|431.7441681|-1049.01504|1322.82831|0.29335997|15.6194341|0.901520747|6019.5391740000005|-650.7084581|32.98913783|0.024209265|513.2159236|1.0|1.0|1.0|0.1|21.0|3.23|4.24|2.0|1.0|0.0|109.21|0.0|1.0|-4.59|410.83|1.0|2.94|-4.39|2.56e-05|0.0105|2.86|0.0|9.95e-06|-0.0532|3.9744|3.6369|-1735.435432|-1735.400941|642.11|340.91|0.3264|0.68276|0.69894|-1735.225703|83.0|-0.15143|6.4248|-0.20463|8.6244|16.0|7.8
21_a10|0|0|0|0.0|0.0|1|1|1|1.343837211|-0.085463279|-0.032405474|1.817620533|-0.023060773|1|0.002099681|-0.051564917|-0.0236638829999999|-0.4636733179999999|2|-0.005970601|0.68876002|1|0.7747854129999999|-0.084654798|0.018892889|-64.32920271|13.34776629|240.7558768|159.11338909999998|-0.03292131|9.430154402|0.704106635|-1.777750751|-45.44837698|75.80259699|-23.25880088|77.676969|0.391384102|547.3834282|-1255.975247|2701.142106|0.295893365|13.78215169|0.643072426|7048.414464|-887.342515|33.03306591|0.022638817|746.5727327999999|1.0|1.0|0.0|0.11|27.0|4.47|5.6|2.81|2.0|0.0|128.59|0.0|1.0|-5.77|448.47|0.0|4.04|-5.51|1.69e-06|0.0007599999999999|4.17|0.0|8.68e-07|-0.06082|5.9596|3.8599|-1485.499561|-1485.461532|716.1|321.21|0.2574|0.4226399999999999|0.68165|-1485.216871|0.1489|-0.16178|1.5138|-0.2226|1.1872|4.8|5.3188
17b_a50|0|1|1|0.0|0.0|2|1|1|1.348984601|0.013050204|0.035558152|2.206759705|-0.152660972|2|0.012686493|0.05636897|-0.2252068689999999|-0.237489143|1|-0.257646121|0.748900413|1|0.931849183|-0.07555585|0.0128994089999999|-33.25475672|8.976922737999999|9.9094658|47.42733742|-0.02681014|6.247196459|0.803386523|-1.662228695|-23.14256283|59.65808461|-18.65764227|42.23167946|0.4835366239999999|648.4900322000001|-1156.773821|1948.148592|0.1966134769999999|16.11918162|0.936245718|6059.076348|-805.0189948|23.22374317|0.010169967|862.3868512|1.0|1.0|1.0|0.35|20.0|4.18|4.92|2.71|3.0|0.0|131.39|0.0|1.0|-4.75|426.56|0.0|3.87|-4.91|1.7899999999999998e-05|0.00763|3.96|0.0|1.22e-05|-0.0318|4.2447|4.0418|-1337.1910779999998|-1337.164673|752.09|306.75|0.1817|0.6269899999999999|0.66195|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|8.4096|122.0|6.9136
4o_a46|0|0|0|0.0|0.160026534|1|1|1|1.13463699|0.042766097|-0.2363624889999999|0.0|-0.203025042|1|0.010144781|-0.376106593|-0.018058762|-0.096073163|1|-0.09492635|0.6418406720000001|0|0.950732618|-0.06570509|0.00972341|-35.54402423|5.332434441|5.821925821000001|27.01882145|-0.021901697|2.9243708|0.7510206490000001|-1.051281434|-19.49276784|42.00638612|-12.01115223|40.87645867|0.460981009|521.3931342|-576.535307|1705.3950960000002|0.248979351|10.25486577|0.855222204|4966.476822|-316.1788552|15.99310518|0.0108913189999999|544.7877262000001|1.0|1.0|1.0|0.32|17.0|4.77|4.94|2.72|1.0|0.0|103.66|0.0|1.0|-4.91|342.44|1.0|3.92|-4.87|1.23e-05|0.00422|4.06|0.0|1.88e-05|-0.04627|4.3255|4.3255|-1070.456878|-1070.428722|581.59|286.64|0.1598|0.6843|0.6843|-1070.223416|0.1598|-0.18282|3.4494|-0.22909|4.8244|162.0|6.7905
6b_a40|0|0|0|0.0|0.0|1|1|2|0.604892326|-0.069975812|-0.137534783|0.6899826|0.0986825569999999|2|-0.004728928|-0.248560671|-0.018582337|-0.630957955|0|-0.307881994|0.6462648870000001|1|0.753431574|-0.118488624|0.014588568|-72.13527644|9.771129787|176.8246355|165.1465831|-0.049599889|6.544506614|0.878140798|-2.132795227|-48.31476032|87.29061302|-33.22101012|81.90640622|0.442509019|504.6333458|-1428.503435|4049.386572|0.1218592019999999|12.51342818|0.793750992|8482.600495|-956.7829293|37.83107469|0.011838681|618.8882797|1.0|0.0|1.0|0.21|14.0|5.67|4.38|2.61|2.0|2.0|130.16|1.0|2.0|-8.41|511.42|1.0|4.21|-6.18|3.86e-09|1.98e-06|5.03|1.0|0.00318|-0.09533|3.1026|3.1026|-3290.775349|-3290.745084|687.2|399.62|0.4962|0.69429|0.69429|-3290.583786|0.4962|-0.1237099999999999|8193.0|-0.21904|11.3203|0.03|7.5229
15_a15|0|0|0|0.0|0.0|0|1|1|1.435688991|-0.031457366|-0.063032481|0.0|0.000676845|0|0.003766915|-0.098862691|-0.173728081|-0.3597407929999999|2|0.003774415|0.796300317|0|0.8972060479999999|-0.091075463|0.020649569|-41.11675625|13.71976186|142.8140301|68.29723829999999|-0.031405332|9.115534766|0.702544178|-1.821509261|-27.31834743|73.99578515|-20.86598874|54.83651811|0.435723718|596.1118717|-1210.227347|2868.890383|0.297455822|11.8273735|0.772181523|7039.747576999999|-804.0860746000001|29.700607300000005|0.0202953539999999|830.7967967000001|1.0|0.0|0.0|0.07|24.0|4.33|6.69|2.52|2.0|0.0|138.24|0.0|1.0|-6.32|448.52|0.0|4.64|-6.1|4.77e-07|0.000214|5.32|0.0|5.7e-07|-0.03786|3.6968|2582.0|-1450.7538470000002|-1450.725355|700.82|480.19|0.4459|0.67524|0.70572|-1450.398033|0.0066|-0.10964|1.6365|-0.1475|2.9566|109.0|6.9626
15c_a10|0|0|0|0.0|0.0|1|2|2|1.343850105|0.040869377|-0.06400528|2.063253638|-0.1036030219999999|1|0.012271987|-0.101214571|-0.226679901|-0.1742732839999999|2|0.022187689|0.733973277|1|0.904458517|-0.072537853|0.014703076|-32.5870313|10.2013281|65.41494073|66.28884934|-0.019267867|7.077912953999999|0.528228415|-1.233143495|-22.60962187|66.5866765|-13.36848349|42.7883594|0.449308156|627.5338454|-855.5829431|1817.047455|0.471771585|15.6886947|0.8158976029999999|6673.826433|-593.6228632|25.30814911|0.023432886|924.9341455|1.0|1.0|1.0|0.37|21.0|3.77|2.97|1.74|1.0|0.0|141.96|0.0|1.0|-3.85|454.57|0.0|3.1|-4.57|0.0001419999999999|0.0646|2.94|0.0|7.3e-06|-0.04724|5.5913|3.6709|-1450.241475|-1450.500669|762.21|337.75|0.3939999999999999|-0.26999|0.70511|-1450.139335|0.0|-0.14739|2.4256|-0.19463|4.8283|0.1|7.0
18_a4|0|0|0|0.0|0.0|1|1|1|1.3998285519999998|-0.164169913|0.049240675|0.0|-0.200683549|1|0.00042|0.108754635|0.006968314|-0.319213511|1|-0.105846349|0.615655659|0|0.7755960390000001|-0.085817825|0.017694182|-46.48874223|8.729352711|203.5264327|110.7087804|-0.03479101|4.306590617|0.769438308|-1.287267373|-22.93503169|50.98777224|-17.16400317|55.21809494|0.405586004|382.6371479|-635.0681172000001|1573.744396|0.2305616919999999|10.31843368|0.682329162|4381.693113|-313.3082699|22.30718562|0.0175331289999999|337.0066459|0.0|1.0|0.0|0.11|17.0|3.46|3.43|2.2|0.0|0.0|86.22|0.0|2.0|-2.95|307.32|1.0|2.78|-3.51|0.00113|349.0|2.24|0.0|0.0009109999999999|-0.03538|4.5152|4.2045|-1033.480025|-1033.454769|523.81|294.88|0.2083|0.52475|0.57777|-1033.349218|0.1|-0.17345|2.7878|-0.20883|3498.0|2.62|5.5817
12ar_a36|1|0|0|3.46014932|0.0|0|2|2|1.297042582|0.000258844|0.083451772|0.0|-0.1073795209999999|1|0.002112069|0.145909555|-0.096853381|-0.4194638229999999|1|-0.064014394|0.8196353679999999|0|0.8365428659999999|-0.098732471|0.022389124|-54.80317647|15.19305207|86.85924228|110.9204982|-0.0347392029999999|10.30986449|0.705591187|-1.875916952|-37.18892821|82.17472548|-23.57370143|69.99622854|0.4743067589999999|567.6702443|-1272.979877|2404.999137|0.294408813|16.68371115|0.902250063|6155.432771|-863.83236|33.4098581|0.0223636779999999|708.5476357999999|0.0|1.0|0.0|0.17|17.0|3.14|1.95|1.59|1.0|0.0|133.27|0.0|1.0|-3.92|420.47|0.0|1.8|-3.91|0.0001199999999999|0.0503|2.33|0.0|3.76e-05|-0.0566|5225.0|3.8489|-1364.511244|-1364.467971|717.19|322.13|0.5586|0.41433|0.67174|-1364.235126|0.2372|-0.15631|6.4688|-0.21291|8.7322|25.0|7.6021
5b_a40|0|0|0|0.0|0.0|1|0|1|0.604912077|0.064329005|-0.096549823|0.7222376540000001|0.179058252|2|0.006372485|-0.164084255|0.007986879|-0.389789991|0|0.029485257|0.503365018|1|0.881264402|-0.091267779|0.019116586|-38.64461938|9.59023102|169.18694230000003|59.56617021|-0.036507111|4.811137897|0.829018186|-1.095213344|-19.38687321|52.08187888|-18.31454812|48.2348504|0.477304896|442.1045286|-549.4364437|764.9528181|0.1709818139999999|12.47657231|0.913161214|4813.179854|-275.6361647|22.09185326|0.012549086|285.9136384|1.0|0.0|0.0|0.21|14.0|4.93|4.39|2.89|1.0|1.0|84.17|0.0|2.0|-5.43|338.21|1.0|3.83|-4.84|3.69e-06|0.00125|4.14|0.0|0.00191|-0.07069|3.9759|3.9759|-2096.782087|-2096.767375|515.23|311.84|0.3005|0.59928|0.59928|-2096.707754|0.3005|-0.15999|7.2947|-0.23068|9.3069|64.0|7.1938
19b_a38|1|0|0|3.26554965|0.0|0|2|2|1.297044256|-0.115864198|0.013765516|0.0|-0.1381849369999999|1|-0.004358975|0.035216067|-0.098027247|-0.443325632|1|-0.114123934|0.632625562|0|0.7293105670000001|-0.11557289|0.0224393089999999|-53.38447032|13.92699891|120.3048789|168.00390359999997|-0.041606241|8.643817972|0.7596369590000001|-2.0803120280000003|-33.13317155|84.49751102|-25.82299118|67.31146923|0.478948837|452.6479704|-1291.149559|2436.66785|0.240363041|13.74014387|0.91919733|6518.872269|-801.3543933999999|33.99385836|0.020570275|593.6088758|1.0|1.0|0.0|0.14|17.0|3.55|3.11|2.78|1.0|0.0|125.65|0.0|1.0|-4.25|419.43|1.0|2.94|-4.33|5.68e-05|0.0238|2.88|0.0|3.19e-05|-0.05031|5363.0|3.7509|-1431.414099|-1431.38073|646.81|330.55|0.4634|0.38952|0.69411|-1431.18309|0.1945|-0.15414|5.5253|-0.20445|6.3396|12.0|7.9172
1_a15|0|0|0|0.0|0.0|0|0|0|1.419940974|-0.043374667|0.06459652|0.0|-0.068297833|0|0.003816011|0.096086011|-0.1816819589999999|-0.34192045|2|-0.001544849|0.795437721|0|0.875723465|-0.1117462069999999|0.026214985|-44.01415991|16.94887506|121.3844816|80.34898605|-0.031142386|10.95802135|0.605927517|-1.899685524|-28.45664402|90.40184737|-20.13460632|60.96303497|0.437969049|566.1848585|-1228.210985|2855.495631|0.394072483|11.7078005|0.77926144|7284.337537|-794.0799704|33.22939752|0.0280791829999999|851.7423982|1.0|1.0|1.0|0.19|24.0|5.46|6.32|2.2|3.0|0.0|132.94|0.0|0.0|-6.55|457.52|0.0|4.68|-5.97|2.830000000000001e-07|0.00013|5.23|0.0|4.36e-08|-0.04142|4.3834|3.2188|-1510.136281|-1510.117336|697.35|385.18|0.2464|0.64662|0.70553|-1509.785098|0.0061|-0.1365|1.2218|-0.17792|2.3261|44.0|7.3565
14c_a23|0|1|1|0.0|0.0|2|0|0|1.197962449|-0.024758731|0.04174584|0.743546646|-0.047853455|2|0.009263715|0.077009731|-0.071484865|-0.4589840189999999|2|-0.077808321|0.659570836|1|0.922935039|-0.0800086929999999|0.018842596|-37.73933093|12.52192141|38.43627129|51.21382308|-0.034046252|8.321492112|0.7834075309999999|-1.600173862|-25.07982076|64.05912299|-22.62557089|50.26125234|0.459622824|613.3401089|-1063.401832|2379.221378|0.2165924689999999|14.49533577|0.8505592829999999|6755.962581999999|-706.6878684999999|28.88097191|0.016385474|633.3278634|1.0|0.0|1.0|0.05|26.0|4.0|4.67|3.51|2.0|1.0|125.29|0.0|1.0|-6.13|445.93|0.0|4.0|-5.55|7.49e-07|0.000334|4.21|0.0|4.55e-06|-0.0795299999999999|3.7031|3.7031|-2089.523959|-2089.501598|693.64|334.81|356.0|0.56781|0.56781|-2089.293299|356.0|-0.15143|7.2704|-0.23096|10.369000000000002|2.0|8.6253
1i_a5|1|0|0|2.843224727|-4.358943904|0|0|0|1.219028472|-0.31059482|0.018196138|0.0|-0.174016111|1|-0.000700145|0.059972925|0.001493879|-0.403861432|2|-0.00496377|0.513260607|0|0.8876055620000001|-0.084018635|0.008291428|-50.81756452|4.621144795|201.1526326|62.64191946|-0.03570792|2.575548983|0.759459597|-1.428316788|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|494.6981114|-796.0581225|942.1618767|0.240540403|13.79450888|0.8858245220000001|5432.586961|-443.6750585|26.20475553|0.0196689|403.396385|0.0|1.0|1.0|0.05|23.0|5.48|6.37|2.73|2.0|0.0|95.49|0.0|1.0|-4.79|366.34|1.0|4.12|-4.97|1.6100000000000002e-05|0.00589|3.95|0.0|4.86e-07|-0.05729|4.7243|4.3799|-1288.356212|-1288.322373|569.42|283.08|0.7585|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|2.8939|24.0|7.6198
9_a10|0|0|0|0.0|0.0|1|1|1|1.377786667|-0.032199235|-0.048732912|1.754798254|-0.1189611519999999|1|0.007847998|-0.079150788|-0.1475423119999999|-0.362724972|2|-0.169389445|0.692424727|1|0.8694452140000001|-0.084348428|0.013842683|-40.90513782|9.815155744|86.66800495|92.56988349|-0.028592687|6.959437141|0.73129178|-1.686968561|-29.00379197|71.07688871|-20.27364785|50.72029356|0.45291714|616.4802143999999|-1196.145223|2284.568215|0.26870822|16.02210901|0.827876677|6606.83687|-848.1268877|27.72306267|0.015893979|816.3832816|1.0|1.0|1.0|0.23|21.0|3.69|3.68|1.81|1.0|0.0|130.71|0.0|1.0|-4.23|438.52|0.0|3.07|-4.44|5.920000000000001e-05|0.0259|2.97|0.0|5.14e-06|-0.06118|5.5668|3.7309|-1410.041793|-1410.005954|740.24|332.32|0.4138|0.2242|0.68962|-1409.69933|0.0041|-0.15045|2.9927|-0.21163|4942.0|193.0|6.7144
19a_a38|1|0|0|3.3685352889999995|0.0|0|2|2|1.297044508|-0.082283951|0.054257043|0.0|-0.122385526|1|-0.000673716|0.116434494|-0.101303149|-0.4342819429999999|1|-0.133130383|0.698414933|0|0.747152898|-0.108300308|0.022142322|-51.36166266|13.23456869|137.2318698|151.1278869|-0.038988111|7.910363161|0.744796537|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|64.59623135|0.465829126|446.57675660000007|-1165.168741|2304.055966|0.255203463|12.96056449|0.872060139|6115.030149|-696.4267669|31.28824271|0.020873781|595.8790650000001|1.0|1.0|1.0|0.14|17.0|3.13|2.55|2.4|1.0|0.0|125.69|0.0|1.0|-4.14|401.44|1.0|2.68|-4.17|7.209999999999999e-05|29.0|2.78|0.0|5.610000000000001e-05|-0.05271|3.9212|3.6504|-1332.186327|-1332.1529369999998|628.65|339.65|0.2668|0.6329100000000001|0.68835|-1331.94466|0.0721|-0.15108|4.7986|-0.20379|6.0223|0.01|8.0106
8d_a32|1|1|1|3.474433107|0.0|0|0|0|0.609420756|-0.089662873|0.062782795|2.146260246|-0.044765977|3|-0.005162219|0.113030335|0.001558357|-0.629535754|0|-0.11492754|0.789198712|1|0.7107041559999999|-0.109968322|0.01593079|-68.88621406|10.01177286|321.2496412|181.8092016|-0.03346862|6.291941176|0.708567136|-1.539556512|-43.2918338|81.54594837|-21.03349629|78.89798692|0.47012654|446.6450457|-967.5408291|2371.595484|0.2914328639999999|15.29958432|0.887243042|5523.492436|-608.0551435|29.684549600000004|0.019788058|557.1050635|1.0|1.0|1.0|0.26|19.0|6.42|4.32|1.1|1.0|0.0|110.38|1.0|1.0|-6.08|397.52|1.0|3.57|-4.36|8.41e-07|0.000334|3.17|0.0|2.19e-05|-0.0535|3.5588|3.5588|-1880.773727|-1880.733071|671.71|348.39|0.3018|0.7026100000000001|0.7026100000000001|-1880.540067|0.3018|-0.14765|1.0269|-0.20115|1873.0|8.0|8.0809
12b_a32|1|1|1|3.477905329|0.0|0|0|0|0.609420757|-0.055500132|-0.044307211|2.153718992|-0.031446256|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.584995111|0|-0.090027803|0.7507116140000001|1|0.782593|-0.097525366|0.016282332|-50.88975159|10.17310723|90.57560878|135.83463989999998|-0.027561517|6.356098747000001|0.60420609|-1.267829764|-31.79562339|76.65746734|-17.22027667|61.06285882|0.430631506|488.9595947|-792.1327267000001|3148.185476|0.39579391|12.42841652|0.756331814|5653.268811|-494.9199607|28.50066715|0.025166975|557.1050635|1.0|1.0|1.0|0.26|19.0|6.49|4.19|1.1|1.0|0.0|110.47|1.0|1.0|-5.9|397.52|1.0|3.59|-4.43|1.27e-06|0.000505|3.28|0.0|8.86e-06|-0.05173|3.5703|3.5703|-1880.770588|-1880.732075|663.89|347.27|0.2865|0.70258|0.70258|-1880.537231|0.2865|-0.14803|3208.0|-0.19976|4.1080000000000005|26.0|7585.0
13d_a5 (GW788388)|1|0|0|2.945204608|0.0|0|1|1|1.236844097|-0.009710199|-0.092509033|0.0|-0.086484275|1|0.003668464|-0.14893897|-0.010147323|-0.3706975529999999|2|0.047169811|0.71006207|0|0.774103723|-0.0844793|0.014571846|-57.42492153|9.637686167|151.3669372|149.40573999999998|-0.0291837579999999|6.374277851|0.669182121|-1.605106706|-37.98032007|70.45205183|-19.30187193|67.0626077|0.488398052|511.985152|-1061.602956|1377.863026|0.330817879|15.788837|0.954644629|6122.792779|-702.1345259999999|28.84397435|0.022041749|723.0631751|1.0|1.0|1.0|0.2|23.0|4.56|4.11|1.37|1.0|0.0|121.68|0.0|1.0|-4.35|425.48|1.0|3.11|-4.35|4.429999999999999e-05|0.0189|2.75|0.0|6.16e-07|-0.05542|4.6091|4.1706|-1390.589662|-1390.548362|707.09|297.28|0.5251|0.42515|0.48848|-1390.294368|0.1549|-0.17299|2.4867|-0.22841|3355.0|18.0|7.7447
5a_a50|0|1|1|0.0|0.0|2|1|1|1.3972442980000002|-0.017108794|0.017227585|2.475383677|-0.256097122|2|0.01228899|0.028229556|-0.102607753|-0.161169418|1|-0.203436041|0.6759066159999999|1|0.969892876|-0.065209836|0.010185297|-20.77548565|5.435098605|6.819160781|16.06582337|-0.022747617|2.900288114|0.66527517|-0.978147545|-11.08625592|44.17662122|-12.13862875|26.21058426|0.4528093929999999|517.556163|-521.9610361|1605.985157|0.33472483|10.76914508|0.8275167520000001|4770.917486|-278.5298849|18.24602704|0.017576522|462.1867149|1.0|1.0|1.0|0.14|20.0|3.66|4.33|2.62|0.0|0.0|101.86|0.0|1.0|-3.89|326.39|1.0|3.47|-4.5|0.000129|42.0|3.46|0.0|0.000186|-0.02487|5.6146|4.0159|-1029.930364|-1029.905844|582.98|308.73|0.2735|0.39948|0.6725399999999999|-1029.734933|0.1156|-0.16659|3.9843|-0.19146|5649.0|4.1|5.3872
47j_a18|0|0|0|0.0|0.0|0|1|1|1.251176464|-0.068902246|-0.048528478|0.0|-0.006923502|0|0.002317206|-0.073551529|-0.218974385|-0.48833504|0|0.005740124|0.757001264|0|0.80651845|-0.094744194|0.015967126|-56.816779|12.42035127|95.57657747|150.5035248|-0.033837212|9.661420661|0.764425062|-2.368604851|-44.19607713|86.31641604|-26.32095773|69.23713027|0.481373558|627.366638|-1842.467041|2064.803327|0.235574938|18.50538303|0.928170101|7316.123159000001|-1433.2001369999998|34.43235841|0.016220875|1081.726154|0.0|1.0|1.0|0.28|18.0|2.43|2.82|2.63|3.0|2.0|149.96|1.0|1.0|-5.83|499.6|0.0|2.39|-5.14|1.49e-06|0.000743|4.07|1.0|8.159999999999999e-07|-0.04423|3.1054|3.1054|-1625.445572|-1625.413107|839.37|399.25|0.5439|0.6983600000000001|0.6983600000000001|-1624.9784550000002|0.5439|-0.1285|4.1619|-0.17273|5.2118|35.0|7.4559
18_a10|0|0|0|0.0|0.0|1|2|2|1.243178376|0.0307177839999999|-0.092424959|2.026949641|-0.052165302|1|0.010573165|-0.144233311|-0.091730492|-0.220292492|2|-0.0507442929999999|0.6886547670000001|1|0.885552955|-0.076052353|0.019095409|-36.52271591|12.12013168|40.99617452|72.64119073|-0.024889861|7.692822451|0.641615544|-1.368942347|-23.18149476|61.38857307|-15.79795381|48.64284759|0.4670293179999999|562.0732377|-868.8874593|2137.914113|0.358384456|13.51828833|0.876275815|6213.631543|-551.4954071000001|24.62214943|0.020666062|713.2632062000001|1.0|1.0|1.0|0.32|21.0|4.65|4.66|2.14|1.0|0.0|119.81|0.0|1.0|-4.48|412.48|1.0|3.67|-4.77|3.34e-05|0.0138|3.49|0.0|5.44e-06|-0.0495699999999999|5.7687|3.7977|-1336.433782|-1336.404041|687.19|326.47|0.2962|0.37729|0.6866300000000001|-1336.126835|0.1637|-0.15735|4.7596|-0.20692|5.9029|0.13|6.8861
19_a47|0|1|1|0.0|0.0|1|0|0|1.402889494|-0.227538423|0.027033021|1.174354482|-0.064557784|1|-0.010153352|0.074201869|-0.046265509|-0.439165562|2|0.095841135|0.614975047|1|0.639642891|-0.104459947|0.026805875|-58.28861174|14.85167037|335.10989930000005|199.6541807|-0.037307124|8.228498913|0.637832605|-1.566899206|-32.2945343|76.13237258|-20.66983856|73.14028211|0.463378097|354.3911695|-868.1332196000001|1238.799875|0.362167395|13.17443625|0.8635094740000001|5846.960345|-480.9851737|32.40636867|0.03295186|428.5826478|1.0|1.0|1.0|0.05|21.0|2.49|3.84|1.67|1.0|0.0|99.2|0.0|1.0|-3.67|380.35|1.0|2.34|-3.66|0.000214|0.0816|1.97|0.0|4.59e-05|-0.05326|3.8423|3.8423|-1335.75742|-1335.725639|571.23|322.68|0.3243|0.68924|0.68924|-1335.580357|0.3243|-0.15845|5.1151|-0.2117099999999999|6.3247|0.05|7.3
4l_a46|0|0|0|0.0|0.171853072|1|1|1|1.134637095|-0.075241716|-0.067419714|0.0|-0.060895366|1|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|1|-0.229089688|0.7936534740000001|0|0.892158627|-0.085194597|0.00657916|-51.45056667|3.721888783|177.7681018|61.00681586|-0.030068681|2.10550531|0.883450801|-1.533502748|-29.10603933|51.66342604|-17.01011822|55.17245545|0.409308207|504.7020036|-867.5160294|2087.583804|0.116549199|9.833034117|0.692930243|4865.794981|-490.7614689|19.25417715|0.006130523|579.2365607|1.0|1.0|1.0|0.36|17.0|4.64|5.02|3.06|1.0|0.0|105.77|0.0|1.0|-5.28|347.45|1.0|4.08|-5.11|5.25e-06|0.00182|4.49|0.0|3.47e-05|-0.01784|5.4011|4.4542|-1092.745692|-1092.71063|612.39|278.36|0.2504|0.3756|0.68584|-1092.484863|0.1523|-0.18567|2.6588|-0.20351|3.7624|98.0|7.0088
