molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1s|MATS7i|SaaaC|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
27c_a34|0|0|0|0.0|0.0|1|1|1|1.4335249819999998|-0.1450543259999999|-0.08157574|0.0|-0.028344637|1|-0.004694534|-0.132026575|-0.128393271|-0.543350914|1|-0.0239323839999999|0.804740647|0|0.631065353|-0.12597014|0.0304948179999999|-76.84420762|20.51361454|176.7076265|248.17931940000005|-0.042782312|13.79934071|0.7381974290000001|-2.26746252|-51.69246989|100.1948155|-28.77931113|97.35782216|0.424716257|424.51250080000005|-1525.30349|2477.818875|0.261802571|15.31184469|0.738272657|6308.331369|-1026.059181|38.98592708|0.022975949|673.8038326000001|1.0|1.0|1.0|0.12|23.0|3.11|3.34|1.71|1.0|0.0|119.71|0.0|1.0|-4.75|427.46|1.0|2.83|-4.45|1.7800000000000002e-05|0.00759|2.9|0.0|9.1e-06|-0.03792|4277.0|3.9186|-1426.521813|-1426.482676|709.72|316.4|0.2385|0.68683|0.70336|-1426.246896|0.0093|-0.1589|7.6204|-0.19682|9.6148|0.8|6.0969
4d_a46|0|0|0|0.0|0.173086735|1|1|1|1.134637067|-0.017469934|-0.131948546|0.0|-0.111025108|1|0.010756749|-0.206000242|-0.0814707009999999|-0.240143042|2|-0.103199079|0.623144956|0|0.936057958|-0.070772596|0.008652238|-30.95621863|4.750218646|8.241078584|35.10521457|-0.024616555|2.607946825|0.813427965|-1.132361533|-16.99546444|43.60839351|-13.51488667|35.70643728|0.441136013|513.9109507000001|-621.6847867|2233.65548|0.186572035|10.30138878|0.7893441379999999|4993.774007|-341.3149976|16.6147308|0.0086574759999999|509.0572545|1.0|1.0|1.0|0.35|17.0|4.81|5.11|2.84|2.0|1.0|101.75|0.0|1.0|-4.93|352.86|1.0|4.11|-5.11|1.18e-05|0.00416|4.3|0.0|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.4265|-1453.840712|-1453.817782|588.18|280.09|0.1313|0.69884|0.69884|-1453.635434|0.1313|-0.18639|3.5318|-0.22603|3.7104|517.0|6.2865
12av_a36|1|0|0|3.4520047430000003|0.0|0|2|2|1.297042752|-0.081537769|0.06882889|0.0|-0.021036176|1|-0.000472698|0.1168328169999999|-0.126068378|-0.507136551|1|-0.067408377|0.817582774|0|0.752447733|-0.105593135|0.021666882|-57.31621925|15.09249582|99.2415672|172.4374372|-0.035197712|10.51297704|0.671916917|-2.006269572|-39.92474833|91.5101903|-24.51766365|72.40871507|0.491188387|524.1323793|-1397.506828|2354.591519|0.328083083|17.64042914|0.965363947|6460.1184140000005|-973.4610746|36.48912989|0.025779468|757.7532208|0.0|1.0|0.0|0.17|17.0|2.38|1.65|1.49|1.0|0.0|138.06|0.0|1.0|-3.54|438.48|0.0|1.47|-3.64|0.000292|128.0|1.85|0.0|5.18e-05|-0.05307|4.8408|3.4402|-1440.988179|-1440.945099|733.21|360.39|0.6698|0.43212|0.70455|-1440.67411|0.0027|-0.14122|4.7666|-0.19429|6.1075|39.0|7.4089
LY580276_a4|0|0|0|0.0|0.0|1|1|1|1.344599701|-0.020236527|0.0295482979999999|0.0|-0.172607392|1|0.009622161|0.064209689|-0.019747846|-0.191806286|1|0.019144144|0.518109998|0|0.8685269959999999|-0.071023484|0.008729943|-27.6229776|4.207217677|11.22286434|63.36073061|-0.028035586|2.027582675|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|-13.51117823|31.83019528|0.437093506|418.5688558|-513.4247728|1511.5340210000002|0.152153004|9.693623538|0.7764939829999999|4098.640927|-247.4345884|15.93586849|0.008312438|345.4102548|0.0|1.0|1.0|0.22|17.0|4.49|4.43|3.13|0.0|0.0|84.74|0.0|1.0|-3.67|293.34|1.0|3.69|-4.21|0.000213|0.0624|3.35|0.0|8.08e-05|-0.0225|5.2983|4.4918|-959.4958788|-959.4723321|519.23|276.03|0.1905|0.36903|0.68002|-959.356125|0.1842|-0.18746|2.5355|-0.2099599999999999|3.2891|175.0|6757.0
18_a47|1|1|1|2.969619451|0.0|0|0|0|1.414391819|-0.06345679|-0.026357805|1.5913490630000002|0.018164141|1|0.0015586929999999|-0.056674151|-0.02470455|-0.322800033|3|-0.027351545|0.630969651|1|0.777824025|-0.084415066|0.014741763|-49.44908758|9.234746417|70.55642796|139.1786571|-0.0303894239999999|5.784962137000001|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|-19.03697822|58.68383399|0.432077184|487.2556678|-951.8489108|2184.962887|0.267251553|12.35791568|0.7608026529999999|6261.441874|-596.2708299|25.98023687|0.017318402|628.5247532999999|0.0|1.0|1.0|0.08|27.0|5.53|6.0|2.63|2.0|0.0|119.78|0.0|0.0|-5.5|410.45|1.0|4.16|-5.37|3.13e-06|0.00129|4.13|0.0|1.78e-08|-0.04964|4.2668|4.2222|-1354.221126|-1354.180815|652.12|293.65|0.4335|0.4659|0.63359|-1353.979194|0.0516|-0.17349|3.4464|-0.22313|5.3433|3.0|8.6
14n_a23|0|1|1|0.0|0.0|2|0|0|1.197963531|-0.027380305|0.079559363|0.747533142|-0.049694913|2|0.010508236|0.144230149|-0.110069159|-0.404569286|2|-0.099694124|0.71381683|1|0.89327435|-0.082430028|0.027028617|-39.82324087|18.26553926|97.93357279|72.12361433|-0.032325501|12.34358104|0.6868205409999999|-1.648600566|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|603.6615822000001|-1114.099858|2195.877777|0.313179459|16.33144958|0.885393105|6740.54932|-752.8921912999999|31.80611809|0.0242495529999999|683.7405759|1.0|1.0|1.0|0.09|26.0|3.42|4.03|2.72|2.0|1.0|126.78|0.0|1.0|-5.63|441.51|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|3.55|0.0|1.3699999999999998e-05|-0.06951|3.4217|3.4217|-1744.450916|-1744.42791|710.48|362.35|0.4229|0.6955|0.6955|-1744.1828670000002|0.4229|-0.1382|5.2196|-0.2077099999999999|7.2975|1.0|9.2441
14z_a23|0|1|1|0.0|0.0|2|0|0|1.197960872|-0.024897956|0.038811869|0.729326158|-0.0438568409999999|2|0.007229683|0.0708381429999999|-0.069023218|-0.46459002|2|-0.035965909|0.64069202|1|0.925301102|-0.079754981|0.018337664|-40.56245532|12.77192721|40.18308023|52.02674091|-0.03393829|8.895469235|0.785604449|-1.595099623|-28.25118461|66.77741935|-23.63754572|53.33438253|0.474697407|644.4593172|-1110.964649|2692.627452|0.214395551|14.91419434|0.903664694|7285.13008|-773.7713888999999|30.08835522|0.01612263|665.6233736|1.0|0.0|1.0|0.05|26.0|4.64|5.32|3.99|2.0|1.0|130.3|0.0|1.0|-6.77|480.37|0.0|4.49|-6.13|1.7e-07|8.18e-05|4.83|0.0|1.29e-06|-0.08503|4032.0|3.6632|-2549.107748|-2549.0953670000004|715.41|338.46|0.3201|0.66217|0.69913|-2548.895003|0.2917|-0.15195|5.9301|-0.23698|7.9877|5.0|8.2941
26_a20|0|0|0|0.0|0.0|1|0|0|1.4165417530000002|-0.104520106|0.1516835819999999|2.01129617|-0.054222344|1|0.003149352|0.249416844|0.0346782989999999|-0.446730587|2|-0.055150498|0.690530489|1|0.79337253|-0.082729415|0.012753218|-58.21621279|8.604974082|299.8332395|139.417676|-0.0327795789999999|5.806030949|0.7848887259999999|-1.737317706|-39.28020352|65.85953426|-22.11735334|66.82118688|0.472355054|535.3119506|-1172.219727|2534.075607|0.215111274|14.40103379|0.8952138340000001|6221.067002000001|-790.9313788|28.17896678|0.014879363|712.1606951|1.0|1.0|1.0|0.08|27.0|4.5|4.62|2.47|2.0|0.0|125.0|0.0|1.0|-5.14|419.48|1.0|3.66|-5.02|7.27e-06|0.00305|3.63|0.0|2.780000000000001e-07|-0.05097|4.8421|3.8894|-1352.315376|-1352.277633|715.27|318.77|0.2081|0.50878|0.68167|-1352.036122|0.0814|-0.16129|3.8173|-0.21226|4.8742|131.0|6.8827
15_a3|0|0|0|0.0|0.0|0|1|1|0.619596467|-0.092127078|-0.182934001|1.809035179|0.126641951|0|-0.004459728|-0.325227172|-0.022386155|-0.505519936|3|0.036380489|0.911346861|1|0.7789088340000001|-0.107619999|0.007901554|-47.26593592|4.04445331|315.5421792|113.1667185|-0.037667|2.070175472|0.850327497|-1.50667999|-24.19332693|60.30684851|-19.28005913|51.31038923|0.461565365|398.6887321|-771.2023653|1433.713715|0.149672503|9.975434973|0.85723565|4617.470007|-394.7441342|22.67368656|0.010200078|402.781061|0.0|1.0|1.0|0.24|16.0|2.21|1.56|0.96|0.0|0.0|94.29|0.0|2.0|-2.77|321.4|0.0|1.2|-3.02|0.0017|547.0|1.28|0.0|0.000535|-0.06319|6.0077|3.7072|-1328.688126|-1328.665275|553.81|334.44|0.4107|0.2843199999999999|0.67902|-1328.531138|0.0173|-0.1576|1.9539|-0.22079|2.3271|25.0|7.6021
10_a15|0|0|0|0.0|0.0|0|0|0|1.4356889780000002|-0.0435725659999999|-0.0869138469999999|0.0|-0.077096984|0|0.0034254209999999|-0.132759909|-0.120626133|-0.391156537|2|0.018211609|0.7933685340000001|0|0.933136945|-0.101494566|0.010485777|-30.73805622|6.101312009|6.497096666|38.90530741|-0.036384844|3.550143186|0.8301726490000001|-1.928396745|-17.88541558|65.80736417|-21.17108692|36.83936823|0.449323734|542.9602292000001|-1122.067607|2305.991259|0.169827351|10.08767698|0.815948972|6204.37804|-652.8924702|25.50202895|0.0116026369999999|673.7288405|1.0|1.0|1.0|0.12|24.0|5.32|6.3|2.87|2.0|0.0|119.95|0.0|1.0|-6.22|397.47|1.0|4.69|-5.83|5.99e-07|0.0002379999999999|5.29|0.0|5.99e-08|-0.03581|4.4682|3.6448|-1281.088565|-1281.061184|631.2|340.17|0.1412|0.66799|0.70313|-1280.804272|0.0042|-0.15377|1.6654|-0.18958|3.1460000000000004|7.0|8.1549
14c_a22|0|0|0|0.0|0.0|1|0|0|1.42291727|-0.018518519|-0.026986769|1.568396937|-0.023927419|1|0.004362505|-0.047249795|-0.0917078119999999|-0.364626967|2|0.010828071|0.639264982|1|0.866576459|-0.080077573|0.024569649|-48.57709197|17.68831053|36.22825261|96.05497587|-0.030217952|12.73426132|0.66168729|-1.60155147|-34.9718749|75.5139152|-21.75466672|66.26540251|0.462147828|623.8702703|-1152.997336|2092.7515510000003|0.33831271|16.03849168|0.8592469290000001|6882.45|-830.0718911|32.87756477|0.024813755|731.8178649|1.0|1.0|1.0|0.08|27.0|3.9|4.18|1.08|1.0|0.0|128.77|0.0|1.0|-4.86|445.48|0.0|2.98|-4.62|1.39e-05|0.00618|2.9|0.0|2.35e-07|-0.07399|5.7361|3.6741|-1460.602657|-1460.571156|715.52|337.45|0.5079|0.3078|0.69113|-1460.324494|0.0694|-0.15408|7.3824|-0.22807|9.04|153.0|6.8153
16_a4|0|0|0|0.0|0.0|1|1|1|1.398650725|-0.095499301|0.007101649|0.0|-0.148022089|1|0.006466406|0.020218035|-0.018051608|-0.214481956|1|0.0293772029999999|0.482473457|0|0.7898461090000001|-0.080093659|0.013727656|-36.11951685|6.761192037000001|13.51923899|103.5057102|-0.033372358|3.330045338|0.832461695|-1.201404885|-17.789707500000002|45.11883447|-16.43666742|42.88070889|0.455802506|389.0176968|-591.7200271|1522.164774|0.167538305|10.19502391|0.837568182|4520.2597670000005|-291.4359638|19.74465314|0.0115138339999999|322.8922084|0.0|1.0|0.0|0.11|17.0|4.49|4.96|3.44|1.0|0.0|85.02|0.0|1.0|-3.92|309.31|1.0|3.91|-4.43|0.0001199999999999|0.0371|3.59|0.0|0.000134|-0.03965|4511.0|4.2257|-1057.494456|-1057.478071|515.68|293.41|0.2213|0.51149|0.54061|-1057.3808390000002|0.1006|-0.17375|1863.0|-0.2134|1.9873|343.0|6.4647
3_a3|0|0|0|0.0|0.0|0|0|0|0.605000514|-0.114647585|-0.015653979|2.063441043|0.0483259979999999|2|-0.006362643|-0.030486489|0.041786524|-0.599804962|1|0.123113049|0.8495058259999999|1|0.7538064790000001|-0.098797066|0.012617742|-48.91675544|5.753894372|228.5396864|112.2682304|-0.035057023|2.623868963|0.7000038270000001|-1.086767728|-22.30683222|55.67251784|-15.98657012|54.67064981|0.415122657|343.74795510000007|-495.58367360000005|1349.6286710000002|0.299996173|8.592908408|0.709760196|4677.617255|-225.9941764|22.83783244|0.023287455|302.8386149|1.0|1.0|1.0|0.0|20.0|5.0|4.07|1.41|0.0|0.0|88.36|0.0|1.0|-5.48|310.4|1.0|3.23|-4.39|3.32e-06|0.00103|3.26|0.0|0.000218|-0.0637|5.8458|3.3475|-1592.904586|-1592.873593|491.26|370.38|0.2383|0.29441|0.69206|-1592.792349|0.0851|-0.14599|2.1507|-0.20969|2.8045|1175.0|5.93
12at_a36|1|0|0|3.4361495580000003|0.0|0|2|2|1.297042863|-0.073048351|0.054794728|0.0|-0.076129505|1|0.000906224|0.091520225|-0.136151085|-0.48127276|1|-0.063825255|0.7767870459999999|0|0.751856692|-0.110637955|0.029516069|-58.66704838|20.43891035|95.16663336|171.8311073|-0.037537878|14.1532755|0.6744421970000001|-2.102121151|-40.6250081|95.60375457|-25.99374995|79.10595873|0.49342323|520.6361161|-1455.649997|2388.600265|0.325557803|17.44496351|0.974034457|6537.399158|-1007.989912|38.54110857|0.027424543|735.3783268|0.0|1.0|0.0|0.17|17.0|2.7|1.67|1.89|1.0|0.0|135.03|0.0|1.0|-4.18|439.47|0.0|1.76|-4.08|6.579999999999999e-05|0.0289|2.53|0.0|0.000106|-0.05703|4.7133|3.8408|-1460.833958|-1460.797444|733.29|322.81|0.4765|0.42968|0.6802600000000001|-1460.549244|0.2076|-0.15607|6.4676|-0.2131|8.9532|78.0|7.1079
6c_a31|1|0|0|3.423005244|0.0|0|1|1|0.6101347220000001|-0.151732713|0.137523742|0.0|-0.00219333|2|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.582545668|0|-0.172780048|0.7905201209999999|0|0.641197273|-0.126324613|0.03173578|-76.54198229|20.09112958|163.6316745|227.1490414|-0.044739967|12.71919216|0.7653239190000001|-2.147518413|-48.45681657|93.4208388|-28.32375523|96.63311186|0.4463376229999999|405.9259734|-1359.540251|2357.829685|0.234676081|14.63492011|0.8061548709999999|6283.091868|-860.6909647|37.00884624|0.0212421629999999|597.3075924999999|1.0|1.0|1.0|0.14|22.0|5.58|4.26|1.58|2.0|0.0|114.5|0.0|1.0|-6.09|418.47|1.0|3.64|-4.94|8.179999999999999e-07|0.000343|3.64|0.0|7.9e-06|-0.0581799999999999|3.2974|3.2974|-1691.984862|-1691.948653|667.01|376.01|0.5028|0.7014699999999999|0.7014699999999999|-1691.734564|0.5028|-0.13351|5.9253|-0.19169|8.8847|0.34|6.4685
12x_a36|1|0|0|3.494913155|0.0|0|2|2|0.629399587|-0.046532211|0.021670322|0.0|-0.054184069|1|0.003710345|0.038200407|-0.07550872|-0.4331246039999999|1|-0.041914045|0.855081905|0|0.836402835|-0.104368092|0.017625524|-49.60929169|11.85578416|81.81168174|110.0434027|-0.036722107|7.974776509|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|562.6051882|-1333.8579550000002|2391.802689|0.223146459|16.20591229|0.847720832|6193.10485|-897.2176739|31.79630645|0.016274369|725.9470896|1.0|1.0|1.0|0.17|17.0|3.33|2.61|2.51|1.0|0.0|135.47|0.0|1.0|-4.85|427.52|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.19|0.0|3.83e-05|-0.05311|3.8776|3.7364|-1670.452834|-1670.419519|719.63|331.83|0.3901|0.6853600000000001|0.68112|-1670.182026|0.0199|-0.1517099999999999|5.6653|-0.2048199999999999|7.2812|7.0|8.1549
14a_a5|1|0|0|2.948727373|0.0|0|1|1|1.226142247|-0.005002101|-0.132625457|0.0|-0.086229994|1|0.003668464|-0.213526163|-0.010147323|-0.36152442|2|0.047169811|0.71006207|0|0.7909255559999999|-0.078681402|0.0173669719999999|-54.69145586|11.74431806|134.62273080000003|141.38542919999998|-0.0271808479999999|7.942029745|0.629783335|-1.494946644|-36.98479273|69.71575554|-18.38089729|66.43577392|0.470085022|534.8590069|-1010.949351|1315.573182|0.370216665|15.89694877|0.88709518|6177.303329|-683.6488737000001|29.18606491|0.024411136|723.0631751|1.0|1.0|1.0|0.2|23.0|4.56|4.38|1.37|1.0|0.0|123.0|0.0|1.0|-4.15|425.48|1.0|3.05|-4.22|7.15e-05|0.0304|2.55|0.0|6.16e-07|-0.0507699999999999|4.1501|4.1501|-1390.592722|-1390.546425|692.8|298.75|0.5853|0.65789|0.65789|-1390.29207|0.5853|-0.1676|2.7115|-0.2183699999999999|2.8163|112.0|6.9508
25_a12|0|0|0|0.0|0.0|0|0|0|1.404967476|-0.045725323|-0.089297664|2.050456822|-0.025245046|0|0.001783739|-0.141917694|-0.0542354559999999|-0.4288076329999999|2|-0.208172827|0.806844014|1|0.947937175|-0.080147596|0.004952762|-28.517955|2.580489093|37.96125329|27.12578432|-0.03323193|1.3444869730000002|0.917298637|-1.362509125|-14.85843094|44.42528172|-17.31450713|31.09844409|0.448858246|493.8944271000001|-709.8947922|1907.027255|0.082701363|9.70173342|0.814415245|4329.321091|-369.8695347|18.87554002|0.005118351|430.4348528|0.0|1.0|1.0|0.05|22.0|4.7|5.35|3.2|1.0|0.0|99.48|0.0|1.0|-5.28|311.38|1.0|4.29|-5.25|5.19e-06|0.00162|4.76|0.0|5.12e-07|-0.05352|4.2653|3.4532|-974.6569575|-974.6328337|560.14|359.04|0.4483|0.63284|0.69029|-974.458128|0.1897|-0.14303|1.2494|-0.19655|2.2482|22.0|7.6576
4f_a46|0|0|0|0.0|0.2096617139999999|1|1|1|1.134637108|-0.001868546|-0.099507167|0.0|-0.056114865|1|0.011806162|-0.154986658|-0.079238184|-0.150189733|2|-0.1697014539999999|0.69830739|0|0.934973206|-0.0674830959999999|0.008734825|-30.29079362|4.738551282|7.730129301|35.27635517|-0.022035297|2.570614463|0.759842275|-1.079729539|-16.43243843|42.21890747|-11.95391778|35.0293449|0.424708366|507.213176|-585.7419712999999|1563.375755|0.240157725|9.828175385|0.7382488140000001|4661.569032|-317.7588874|15.73210412|0.010341277|538.4165208|1.0|1.0|1.0|0.38|17.0|4.56|4.71|2.58|1.0|0.0|101.54|0.0|1.0|-4.38|332.44|1.0|3.76|-4.58|4.18e-05|0.0139|3.77|0.0|2.04e-05|-0.02947|4548.0|4548.0|-1033.550809|-1033.528421|591.51|272.61|0.1719|0.69208|0.69208|-1033.315821|0.1719|-0.19079|3.2783|-0.2202599999999999|3.7419|183.0|6.7375
17a_a25|0|0|0|0.0|0.0|1|0|0|1.373200859|-0.036457743|-0.017081614|2.008884939|-0.0688716509999999|1|0.006423059|-0.02776212|-0.047099434|-0.362222339|2|0.0114970419999999|0.659740852|1|0.874586929|-0.079378741|0.012665055|-44.46905084|9.033070252|93.75234138|89.44809639|-0.0297670279999999|6.442637379|0.755980502|-1.666953566|-31.71656603|67.57985355|-21.2306737|53.50212109|0.468791604|623.7797651000001|-1188.917727|2432.071525|0.244019498|16.93624014|0.882500365|6250.571217000001|-847.969248|28.08362601|0.015373381|781.7487682|1.0|1.0|1.0|0.11|27.0|4.83|5.31|2.67|2.0|0.0|131.06|0.0|1.0|-5.12|433.5|1.0|4.04|-5.13|7.5e-06|0.00325|3.9|0.0|4.54e-08|-0.05255|5.2683|3.9347|-1391.625102|-1391.588873|747.06|315.11|0.4076|0.35172|0.6722|-1391.321455|0.1735|-0.16304|3.4677|-0.21559|5.1401|25.0|7.6021
16_a20|1|0|0|3.485659565|0.0|0|0|0|1.401259527|0.00695144|0.126359252|2.013871268|-0.061975089|1|0.001157852|0.211127741|-0.070208458|-0.458484451|2|-0.10978034|0.724665638|1|0.915005572|-0.077793092|0.011604018|-43.51359744|7.634605066000001|69.28224942|55.92018945|-0.029561375|5.023018225|0.780108103|-1.47806874|-28.6288015|60.02453683|-19.44924762|51.14820251|0.464473378|602.0075202|-972.4623811|2161.751186|0.219891897|15.24926152|0.8673208|5896.394536|-639.8099471|24.9314775|0.013439632|664.4562602999999|1.0|1.0|1.0|0.08|27.0|6.38|5.46|2.2|2.0|0.0|121.69|0.0|0.0|-6.06|401.46|1.0|4.37|-5.66|8.68e-07|0.000349|4.69|0.0|1.22e-08|-0.05909|5.9837|3.5704|-1275.900951|-1275.8670960000002|686.59|347.26|0.3431|0.32553|0.69524|-1275.636924|0.1958|-0.1481299999999999|4.7315|-0.20722|6.5609|26.0|7585.0
9_a4|0|0|0|0.0|0.0|1|1|1|1.300485838|0.016639331|-0.019160308|2.137757657|-0.091393763|1|0.009731833|-0.030976753|-0.0475186259999999|-0.172904817|2|-0.072130166|0.58669472|1|0.937102792|-0.069566741|0.009037784|-28.63837014|4.918284148|13.6577411|34.22811902|-0.025885299|2.676487872|0.792890434|-1.113067849|-15.58475436|43.71760622|-14.08655666|33.55665428|0.43745176|509.9632679|-605.7219363|2012.840082|0.207109566|10.21134541|0.777625327|5387.230364999999|-329.6286606|17.76608225|0.010768243|489.7528555|1.0|1.0|1.0|0.19|21.0|5.14|5.07|3.15|2.0|0.0|105.09|0.0|1.0|-4.76|360.84|1.0|4.17|-5.15|1.73e-05|0.0062299999999999|4.14|0.0|2.49e-06|-0.05256|4.7284|4.0137|-1489.554198|-1489.533032|586.24|308.91|0.1217|0.5182100000000001|0.6464|-1489.36688|0.0584|-0.16948|4.4343|-0.22204|5.4739|48.0|7.3188
17_a20|1|0|0|3.445659565|0.0|0|0|0|1.4012598180000002|0.00038506|0.065447136|1.652760156|0.038629586|1|0.000922796|0.1134578219999999|-0.116922879|-0.456415963|3|-0.127696675|0.71987165|1|0.912053544|-0.081404237|0.015032258|-41.75129828|9.857999796|66.47074027|57.67438055|-0.0315649079999999|6.4647747870000005|0.75430388|-1.5466805119999998|-27.38007162|64.39681425|-20.699942|51.60929807|0.455285305|598.1153253|-1014.297158|2210.790304|0.24569612|15.05121151|0.83582343|6012.640572|-665.1656349|27.44244402|0.016793117|637.7803874|1.0|1.0|1.0|0.08|27.0|5.8|4.85|1.45|2.0|0.0|119.48|0.0|0.0|-5.36|402.45|1.0|3.74|-5.08|4.4e-06|0.0017699999999999|3.75|0.0|2.9e-08|-0.0706799999999999|3.3926|3.3926|-1291.949041|-1291.918735|673.68|365.45|0.2977|0.69839|0.69839|-1291.692325|0.2977|-0.14021|3.9703|-0.21089|5.3075|2.25|5.6478
33_a47|0|1|1|0.0|0.0|1|0|0|1.409403453|-0.085712613|-0.11544858|1.688794654|-0.033554816|1|0.003634698|-0.26447859|-0.147591116|-0.270498605|3|0.1186944519999999|0.607650682|1|0.8197001309999999|-0.083739854|0.022346992|-32.1568697|11.96072985|30.94680001|96.50148984|-0.0272154529999999|6.401714296000001|0.57681348|-1.088618103|-17.2112484|60.65229445|-14.56646493|44.11759955|0.4607629339999999|438.726241|-582.6585971|787.797733|0.42318652|12.94292541|0.854471925|4889.09585|-311.85503880000005|25.25333652|0.029580684|388.178924|1.0|1.0|1.0|0.11|21.0|2.96|4.04|1.52|0.0|0.0|94.28|0.0|1.0|-3.26|334.35|1.0|2.69|-3.72|0.000546|183.0|2.19|0.0|2.79e-05|-0.05462|4.1869|4.1869|-1123.16428|-1123.135036|566.29|296.13|0.2566|0.67508|0.67508|-1122.992964|0.2566|-0.15985|4.5647|-0.21447|6.2284|4.0|8.4
14l_a23|0|1|1|0.0|0.0|2|0|0|1.1979636809999998|-0.026530366|0.042748013|0.758109562|-0.060692376|2|0.01180744|0.07815878|-0.074441567|-0.448622017|2|-0.1010279259999999|0.6906097959999999|1|0.921267667|-0.078204688|0.018669073|-35.3275485|12.31633167|40.34135162|51.94117061|-0.0328459689999999|8.125310915|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|47.64388017|0.492922575|607.777253|-1083.45454|2176.038061|0.210373806|15.78926563|0.972085426|6444.7098240000005|-714.7749208|27.44221375|0.01508774|666.0036144999999|1.0|1.0|1.0|0.09|26.0|3.88|4.33|3.24|2.0|1.0|125.25|0.0|1.0|-5.85|425.51|0.0|3.78|-5.25|1.43e-06|0.000608|3.94|0.0|7.03e-06|-0.07191|3.6274|3.6274|-1669.2363289999998|-1669.224647|694.65|341.8|0.4239|0.67242|0.67242|-1668.983787|0.4239|-0.14639|6.0563|-0.2183|8.2422|7.0|8.1798
12i _a30|0|0|0|0.0|0.0|0|2|2|0.604984133|-0.030422458|-0.0982344169999999|0.0|0.0109710489999999|1|0.003603419|-0.172434349|-0.051371057|-0.469854551|1|-0.1240820219999999|0.7463962120000001|0|0.8434291340000001|-0.096489393|0.015808432|-50.00086637|10.32233418|84.78576301|102.235113|-0.037414255|6.740110893|0.806299097|-1.833298476|-32.64875738|72.59006433|-24.43015511|60.32320054|0.479900127|550.7287204|-1197.077601|2280.31966|0.193700903|15.56818082|0.92270764|6362.153853|-781.648379|30.29912252|0.014680721|652.8825454|1.0|1.0|0.0|0.14|17.0|4.47|3.27|3.31|2.0|0.0|132.29|0.0|1.0|-5.93|432.93|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|4.49|0.0|2.61e-05|-0.05465|5.0358|3.5242|-2035.373964|-2035.339603|691.59|351.81|0.2384|0.43157|0.68497|-2035.141693|0.1577|-0.14945|2.5397|-0.2041|3.0033|16.0|7.8013
