molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA5|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
12q_a36|0.0|1|0|3.453150038|0.0|0|1.29701394|-0.0543475329999999|-0.00761082|5.351858133|0.042804233|0.068040097|-0.410984299|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|0.1161527719999999|-0.177407665|1|-0.017640538|-0.074349074|0.8839272779999999|0.8065052890000001|0|-0.07607684|-0.1060430969999999|0.324924033|-68.5549152|110.4712541|-0.038175515|7.758093617|0.0|-1.908775752|80.15866795|61.18276554|0.486620426|-1233.988474|2380.245597|-15.95501778|0.231307611|7.546533709|0.947876484|6040.52496|32.10617123|-347.4093916|1605.308562|629.5017194000001|0.0|0.0|1.0|0.0|2.0|4.74|0.0|0.14|3.35|2.54|69.2|2.51|1.0|0.0|128.76|1.0|-4.44|4.0|-6.49|1.0|1.0|2.34|3.64e-05|0.0151|2.55e-05|0.0106|6.65e-08|-0.05602|-1692.544456|-1692.5102989999998|683.51|320.77|0.4239|236.72|531.58|0.39919|0.6863199999999999|-0.1566|4.6718|-0.2126199999999999|0.03415678|6.4226|8.2218
12d_a30|0.0|0|0|0.0|0.0|0|0.604984421|0.041181359|-0.006335328|5.351858133|0.042804233|-0.092984185|-0.354778373|0.005613018|0.036688757|10.31162861|-0.075816941|1|-0.162129948|-0.09353607|1|-0.0430927579999999|-0.130412856|0.8532172109999999|0.7991060659999999|0|-0.073829724|-0.094239701|0.366319099|-60.88281322|101.4221952|-0.036246039|6.497247279|0.0|-1.884794029|69.55534551|57.75411196|0.4572733479999999|-1217.656264|2323.480646|-15.12802292|0.185610786|7.557073995|0.84254817|6120.329513000001|28.75340957|-406.2173266|1495.177298|686.039456|0.0|1.0|1.0|0.0|1.0|4.75|0.0|0.17|4.35|2.93|81.65|3.04|2.0|0.0|132.24|1.0|-5.66|4.0|-5.81|0.0|1.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.00291|9.75e-08|-0.05119|-1615.095823|-1615.063947|695.57|356.06|149.0|356.06|545.94|0.68608|0.68608|-0.1479099999999999|4434.0|-0.1991|0.03187624|4.8843|7.9508
4r_a46|0.0|0|0|0.0|-0.03033057|1|1.13129629|-0.173617329|-0.002826188|5.587248657999999|0.044728682|-0.15196733|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|-0.237647432|-0.086905208|2|-0.077483502|-0.070397185|0.8549242340000001|0.76719475|0|-0.079297367|-0.081339886|0.261414008|-43.14814202|80.72661483|-0.0259595379999999|3.220912917|0.0|-1.220098292|51.22472631|48.13649426|0.456487948|-647.2221302999999|1451.6122289999998|-7.304896049|0.285368722|5.81085807|0.839885604|4775.760774|19.26963463|-227.7097083|905.6728276|496.0386301|1.0|0.0|1.0|1.0|1.0|3.82|2.89|0.35|3.56|3.43|63.83|1.52|0.0|0.0|97.9|1.0|-3.09|4.0|-6.83|1.0|0.0|2.7|0.00081|271.0|0.000279|0.0933|5.64e-07|-0.03073|-1069.447946|-1069.419677|571.75|274.25|0.1404|274.25|467.85|0.69085|0.69085|-0.18999|2.6630000000000003|-0.2207199999999999|0.02826942|3.5979|5.8499
9a_a31|0.0|1|0|3.348289714|0.0|0|0.6101356720000001|-0.009086485|-0.01391798|5.733341277|0.036891534|-0.05057805|-0.723734943|-0.006189303|0.03406986|10.31169772|-0.0007638889999999|2|-0.084652799|-0.15653721|0|0.045292529|-0.001313433|0.837697452|0.76226755|0|-0.100906991|-0.122626525|0.235442032|-78.6954713|197.8075471|-0.043430228|13.69193237|95.14995868|-2.0846509230000003|94.03540892|86.0923113|0.484502446|-1337.8230119999998|1955.13855|-17.886392|0.262241245|7.812278516|0.939873412|6273.506211999999|37.77835579999999|-305.16297060000005|1813.361078|597.3075924999999|1.0|1.0|1.0|1.0|2.0|3.6|2.78|0.14|5.51|4.02|117.37|1.58|1.0|0.0|113.64|1.0|-5.62|5.0|-6.39|0.0|1.0|3.47|2.42e-06|0.00101|1.7100000000000002e-05|0.00715|7.35e-09|-0.04275|-1691.9526239999998|-1691.9137670000002|680.72|327.21|0.7028|327.21|540.01|0.7028|0.7028|-0.15757|5.0244|-0.20032|0.03885662|6.2203|6.8239
27_a47|0.0|0|1|0.0|0.0|1|1.216250059|-0.160399235|-0.003631596|4.727387819|0.0304347829999999|-0.067535989|-0.207000956|0.001861676|0.0427469459999999|10.95005714|0.013336016|1|-0.137440913|-0.157688306|2|0.0436226579999999|0.023325573|0.8517043879999999|0.634406338|1|-0.0630454209999999|-0.079484997|0.337815064|-50.87821306|98.27436776|-0.028494622|6.762956126000001|3.180329084|-1.510214943|63.02085767|50.9207639|0.475450742|-966.6860481|2181.236691|-11.67498331|0.299267237|7.083168776|0.906398657|6433.288104|26.02898047|-256.9774086|1379.535965|682.9868225|1.0|0.0|1.0|1.0|2.0|3.37|3.52|0.26|4.18|5.07|67.66|3.11|2.0|0.0|125.17|1.0|-4.81|5.0|-6.34|0.0|1.0|3.91|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|1.5e-09|-0.05814|-1778.1049670000002|-1778.078632|673.27|325.21|0.4007|251.19|517.82|0.40976|0.69381|-0.1578|4.0365|-0.21594|0.02633483|5.2214|5.6
14j_a23|0.0|0|1|0.0|0.0|2|1.197963927|0.074424082|-0.006327927|5.351858133|0.046283951|0.037350515|-0.322724299|0.007671236|-0.026319216|10.31321824|-0.055708465|2|0.087218599|-0.17267308|2|0.143567854|-0.091426449|0.864845456|0.5935522360000001|1|-0.062203032|-0.082226482|0.226990358|-53.34139172|100.2571987|-0.034989992|8.620784882999999|83.17168000000001|-1.644529644|64.88069411|53.64097592|0.497137467|-1066.827834|2175.598042|-14.72479008|0.226032829|7.83426417|0.988615047|6597.039681|29.32742551|-355.4521561|1378.388999|599.5697147999999|0.0|1.0|1.0|1.0|1.0|3.39|3.41|0.05|3.78|4.58|105.02|3.4|2.0|1.0|120.24|1.0|-5.58|5.0|-6.31|0.0|0.0|3.77|2.66e-06|0.00114|7.73e-06|0.00332|2.14e-08|-0.07581|-1729.15999|-1729.1379190000002|670.6|338.1|0.3886|338.1|528.18|0.65128|0.65128|-0.14816|5.8037|-0.2239699999999999|0.02207124|8.3233|8.3883
12aw_a36|0.0|1|0|3.28940051|0.0|0|1.297044239|-0.135690414|-0.008293935|5.351858133|0.043383838|0.066435701|-0.4478724979999999|-0.006877664|-0.1066959869999999|10.96021804|-0.034663063|1|0.169961228|-0.250781298|1|-0.022464907|-0.056676035|0.892249657|0.632625562|0|-0.088516379|-0.114701005|0.373775982|-73.52224315|188.3390873|-0.041292362|9.4658605|1.343623915|-2.06461809|87.37742985|71.5057033|0.47322369|-1323.400377|2380.579051|-16.96573876|0.250947713|7.545677222999999|0.898338973|6370.06138|35.33532702|-319.2802512|1766.7663510000002|593.6088758|0.0|0.0|1.0|0.0|2.0|4.73|0.0|0.14|3.55|3.0|69.2|2.78|1.0|0.0|123.67|1.0|-3.99|6.0|-6.8|1.0|0.0|2.44|0.000102|0.0424|4.81e-05|0.0201|7.599999999999999e-08|-0.05513|-1431.404673|-1431.373326|666.09|319.85|0.4088|237.0|507.71|0.38905|0.69109|-0.15688|4.8181|-0.21201|0.03134789|6.5278|8.0458
8c_a31|0.0|1|0|3.435435563|0.0|0|0.610137334|-0.012583838|-0.01275867|5.733341277|0.03995098|-0.106461724|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.178276512|-0.09039853|0|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0|-0.1170607269999999|-0.128067781|0.280934088|-70.64275621|206.2599245|-0.039640027|9.027343766|477.2277896000001|-1.66488115|82.77037329|80.93682766|0.47508938|-918.3558307|1678.6836239999998|-12.06117028|0.27691747|6.820988495|0.90508624|4835.748065|30.23944586|-246.1066271|1270.056726|423.1367008|1.0|1.0|1.0|1.0|2.0|3.51|2.9|0.29|4.89|3.13|114.29|0.85|0.0|0.0|93.45|1.0|-4.42|5.0|-6.7|0.0|1.0|2.83|3.79e-05|13.0|0.000237|0.0811|7.45e-07|-0.03222|-1426.166503|-1426.129055|595.67|322.11|0.2597|322.11|475.72|0.7005|0.7005|-0.15985|3.3453|-0.19207|0.03744829|5.1815|6.0915
6_a1|0.0|0|0|0.0|0.0|1|1.3488280769999998|-0.092471477|-0.005477033|5.4161004020000005|0.039635417|-0.114683042|-0.230035376|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|-0.180874123|-0.3632559589999999|1|0.13761072|-0.095907969|0.8524898329999999|0.741035199|0|-0.057199415|-0.077422386|0.212044989|-37.41011914|58.82435931|-0.0238222729999999|4.905211525|95.13138767|-0.929068634|49.61122373|37.79009463|0.4218263379999999|-448.9214297|1383.161829|-5.56196523|0.423240564|5.555887839|0.7295841470000001|4061.042516|19.95772445|-74.17956941|778.3512535|359.9965854|1.0|0.0|1.0|1.0|0.0|2.94|2.54|0.22|3.61|3.57|39.94|1.75|0.0|0.0|86.31|1.0|-3.12|3.0|-6.21|1.0|1.0|2.82|0.0007599999999999|221.0|0.00021|0.0613|9.51e-07|-0.02214|-935.5024827|-935.4750982|527.41|305.12|0.3399|305.12|405.23|0.69818|0.69818|-0.16784|5.8386|-0.1899799999999999|0.027384499|8.0033|5.2924
14a_a10|0.0|0|0|0.0|0.0|1|1.3438495730000002|-0.2090476269999999|-0.002047597|5.4161004020000005|0.035660377|0.027446544|-0.147427016|0.011509975|-0.045759336|10.92970798|-0.00421565|1|0.042968756|-0.344811314|2|-0.011977878|-0.007680215|0.770129205|0.740051323|1|-0.044416218|-0.070610745|0.43555903|-51.23835032|64.18371923|-0.018970051|7.140714112|134.15514270000003|-1.270993412|67.14248252|42.07091945|0.469029865|-922.2903058|1774.8853399999998|-9.988888957|0.457984122|10.0292632|0.8833450959999999|6754.660977|25.39690722|-60.97724212|1701.592784|1003.968547|1.0|1.0|1.0|1.0|0.0|3.98|4.4|0.39|4.16|3.36|59.31|1.94|1.0|0.0|146.76|1.0|-4.21|6.0|-6.82|1.0|0.0|3.43|6.159999999999999e-05|0.0288|1.58e-05|0.00743|6.55e-09|-46.0|-1489.655581|-1489.803158|800.01|326.1|0.2835|222.16|645.26|0.34245|0.7047100000000001|0.2422099999999999|3.1205|0.19621|-0.14757681|4.8004|7.1308
3g_a32|0.0|1|1|3.542426304|-0.047725143|0|0.60942078|0.015803466|-0.006258272|5.733341277|0.05052381|-0.058985916|-0.2816222539999999|0.001276735|-0.1154223269999999|10.31100273|-0.125170068|3|-0.105402305|-0.133675401|0|-0.1015732219999999|-0.1719626169999999|0.802214256|0.786074011|1|-0.070213101|-0.098311343|0.273439311|-54.47722347|62.23099889|-0.030429702|3.683575459|0.0|-1.278047464|60.55421302|45.55465473|0.447358137|-708.2039051|1886.244271|-9.343731735|0.199259841|5.917878616|0.809490137|5058.622432|21.05801434|-333.29803589999995|884.4366022|475.3634141|0.0|1.0|1.0|1.0|1.0|3.43|3.44|0.28|7.02|5.42|110.94|2.18|2.0|0.0|102.55|1.0|-7.09|3.0|-4.9|0.0|1.0|4.61|8.12e-08|2.88e-05|2.58e-06|0.000915|5.08e-08|-0.0535|-1712.060085|-1712.036238|593.24|349.68|0.2859|349.68|495.4|0.70275|0.70275|-0.14715|3.3082|-0.20065|0.02384763|5.5816|7.8539
8c_a32|0.0|1|1|3.46252244|0.0|0|0.609420757|0.080016722|-0.0093793719999999|5.733341277|0.036711712|-0.026467635|-0.459589251|-0.003484915|-0.026048985|10.31100269|-0.0682721729999999|3|-0.047650724|-0.1534110109999999|0|-0.024032462|-0.11492754|0.8966299409999999|0.7507116140000001|1|-0.076876481|-0.097480366|0.263222951|-58.93213925|119.85432240000002|-0.027548799|5.935643221|78.19443734|-1.267244762|74.36515033|56.29419869|0.447542891|-766.1178102000001|3038.837633|-10.06868562|0.399315117|7.079719717000001|0.8100952690000001|5773.240734|27.72624296|-121.7388847|1275.407176|557.1050635|1.0|1.0|1.0|1.0|2.0|3.46|2.82|0.26|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|-5.82|4.0|-6.45|0.0|1.0|3.56|1.5e-06|0.000597|4.11e-05|0.0164|2.23e-08|-0.04161|-1880.764533|-1880.733377|646.97|347.56|0.3272|347.56|516.78|0.70135|0.70135|-0.14712|8.4922|-0.18873|0.03115673|10.2656|7.4318
4l_a46|0.0|0|0|0.0|0.171853072|1|1.134637095|-0.058870177|-0.004736212|5.587248657999999|0.049498645|-0.067419714|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|-0.1012114369999999|0.010799648|1|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|-0.09094885|-0.085194597|0.291762764|-48.19533497|61.00681586|-0.030068681|2.10550531|0.0|-1.533502748|51.66342604|55.17245545|0.409308207|-867.5160294|2087.583804|-9.6227739|0.116549199|5.80829255|0.692930243|4865.794981|19.25417715|-433.8429998|981.9630347|579.2365607|1.0|1.0|1.0|1.0|1.0|3.92|3.19|0.36|4.64|5.02|50.94|3.06|1.0|0.0|105.77|1.0|-5.28|3.0|-5.23|1.0|1.0|4.08|5.25e-06|0.00182|7.78e-06|0.0027|9.980000000000001e-08|-0.01784|-1092.745692|-1092.71063|612.39|278.36|0.2504|229.55|526.77|0.3756|0.68584|-0.18567|2.6588|-0.20351|0.03506136|3.7624|7.0088
8b_a32|0.0|1|1|3.419952523|0.0|0|0.609420757|0.113639567|-0.009362305|5.733341277|0.03995614|-0.008128765|-0.458752924|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|-0.014634534|-0.1534110109999999|0|0.060636167|-0.1152380009999999|0.8966299409999999|0.7507116140000001|1|-0.0850068559999999|-0.108971309|0.253018806|-68.4085006|132.9495116|-0.03079624|6.585851946|68.21751748|-1.4166270230000002|81.73293254|63.85535908|0.458155153|-889.3105078|2275.886421|-12.13650094|0.330850796|8.10555784|0.845546757|5619.400983|28.89166873|-212.3722924|1329.016762|557.1050635|1.0|1.0|1.0|1.0|2.0|3.46|3.04|0.26|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|-5.83|4.0|-6.44|0.0|1.0|3.61|1.47e-06|0.000583|4.06e-05|0.0161|2.23e-08|-0.05404|-1880.77142|-1880.735397|671.54|349.82|0.2943|349.82|558.16|0.70285|0.70285|-0.14717|846.0|-0.20121|0.03602276|1.2797|7.9208
EW7203_a60|0.0|0|0|0.0|0.0|0|0.604984431|0.025672274|-0.00698487|5.351858133|0.041767677|-0.092774356|-0.377182982|0.003099827|0.03824498|10.31162855|-0.051413084|1|-0.1696249719999999|-0.090115975|1|0.002441966|-0.089945913|0.8839272779999999|0.760234689|0|-0.076068195|-0.096226348|0.345488097|-62.23028092|73.67602619|-0.036566012|8.430183|0.0|-1.828300603|73.82739839|62.22940284|0.497298165|-1182.375337|1660.077477|-15.29301513|0.233162923|8.310125852|0.989250745|6403.777228|30.83771958|-345.1309687|1541.885979|666.0036144999999|0.0|1.0|1.0|1.0|2.0|4.75|3.21|0.13|3.87|2.6|117.47|2.17|2.0|0.0|133.97|1.0|-5.74|4.0|-6.35|0.0|0.0|3.09|1.81e-06|0.000768|1.53e-05|0.0065|2e-07|-0.06188|-1668.025575|-1667.993536|678.83|352.3|0.2385|247.15|546.85|0.40883|0.69857|-0.1446599999999999|1.7676|-0.20654|0.03203878|2.5159|8.0334
7_a27|0.0|0|0|0.0|0.0|2|1.40247849|0.112935885|-0.00601016|4.727387819|0.049625|-0.133453335|-0.288487667|0.010291744|-0.096754293|10.93773474|-0.056500475|1|-0.220626658|-0.323631281|2|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|-0.060745542|-0.084531496|0.358145768|-47.44936449|83.57286704|-0.0300556429999999|4.757447929|60.73467304|-1.352503929|55.55559276|42.57323098|0.466714317|-759.1898319000001|1497.873267|-9.469994277|0.236435287|6.446345598|0.875167537|5082.120742|22.09489892|-295.8891961|994.2704516|479.0078184|0.0|1.0|0.0|1.0|0.0|3.24|3.41|0.2|3.32|3.05|65.6|2.88|0.0|0.0|102.36|1.0|-4.06|4.0|-6.26|1.0|1.0|3.14|8.66e-05|0.0299|5.2e-05|18.0|2.43e-07|-0.04887|-1122.455548|-1122.433757|606.74|300.9|0.4179|300.9|505.5|0.61278|0.61278|-0.16734|4.2487|-0.2162099999999999|0.02179141|6.3813|9.0
12a_a5|0.0|1|0|2.981252568|0.0|0|1.338814635|-0.256282289|-0.00166971|5.209486153|0.023108466|-0.0036987359999999|-0.09350376|0.00873078|-0.114419442|10.94553751|-0.032601907|1|-0.006024869|-0.093973419|2|0.1121034509999999|-0.063558439|0.829536345|0.741588813|0|-0.058605038|-0.067680123|0.337539208|-41.59124655|64.77671525|-0.026030816|3.0925714930000003|0.0|-1.353602454|50.40529807|41.04680832|0.457755771|-831.8249311000001|899.5599904|-9.830359239|0.253214907|8.741980056000001|0.844187448|5294.775577|21.42066499|-303.31208710000004|1113.8745800000002|650.3600841|1.0|1.0|1.0|1.0|1.0|3.06|2.96|0.21|5.12|4.26|57.7|2.17|1.0|0.0|119.38|1.0|-4.27|4.0|-6.23|1.0|0.0|3.58|5.37e-05|0.0205|2.56e-05|0.00977|1.4800000000000003e-09|-0.04076|-1202.02622|-1201.990542|667.31|297.97|0.4794|264.55|508.81|0.50831|0.67169|-0.17152|2.5642|-0.21228|0.03567816|3.9457|7.7212
12a_a30|0.0|0|0|0.0|0.0|0|0.604984824|0.033691224|-0.006711725|5.351858133|0.040166667|-0.096804291|-0.3557214489999999|0.005050384|0.009586623|10.31162903|-0.094932667|1|-0.171649606|-0.094526372|1|-0.031179517|-0.171895425|0.842671963|0.7961424690000001|0|-0.07699057|-0.097138462|0.337975309|-60.22802588|101.5505506|-0.037665934|6.263330101|0.0|-1.845630786|69.45678454|57.83766054|0.469799116|-1144.332492|2256.680391|-14.47983299|0.194809798|7.362386058999999|0.88607758|5936.682602000001|29.00398472|-378.4495438|1421.195251|620.9195447000001|0.0|1.0|1.0|0.0|1.0|4.65|0.0|0.14|3.84|2.62|81.65|2.82|2.0|0.0|127.28|1.0|-5.28|4.0|-5.98|0.0|0.0|2.63|5.23e-06|0.00208|1.4e-05|0.0056|2.3100000000000002e-07|-0.05184|-1575.7783980000002|-1575.745502|668.81|355.41|0.1866|245.76|507.17|0.35338|0.68599|-0.1481|4.1875|-0.19994|0.03289568|4.7368|7.9469
14h_a23|0.0|0|1|0.0|0.0|2|1.197963488|0.043538466|-0.005921293|5.351858133|0.04255787|0.0316908439999999|-0.307907256|0.009895793|-0.024318144|10.31321773|-0.034313725|2|0.060820238|-0.131709531|2|0.143102066|-0.05745554|0.860920386|0.669357479|1|-0.063825076|-0.081058742|0.223157991|-54.6468131|51.620282|-0.033774476|9.990985411|86.83095818|-1.621174834|67.44368679|57.84834575|0.48032488|-1092.936262|2371.16134|-15.35036053|0.246899416|7.833334036|0.924279155|6722.809649|30.23434844|-341.2621515|1451.248725|646.2584547|0.0|1.0|1.0|1.0|1.0|3.47|3.2|0.04|3.4|3.89|128.81|2.39|1.0|1.0|125.0|1.0|-5.68|5.0|-6.62|0.0|0.0|3.23|2.09e-06|0.0009109999999999|1.27e-05|0.00554|3.39e-08|-0.08532|-1722.1762399999998|-1722.148272|699.86|337.93|0.3424|306.09|569.53|0.67365|0.69933|-0.15209|9.7146|-0.2374099999999999|0.02796857|13.4823|8.3468
22_a47|0.0|0|1|0.0|0.0|1|1.408617385|0.048272293|-0.010579222|4.727387819|0.043695652|-0.029311184|-0.507802654|-0.006808306|-0.075111395|10.95023117|0.002716049|1|-0.077468004|-0.277479519|2|-0.077787113|0.004104478|0.890264057|0.591185263|1|-0.080744803|-0.089280419|0.573087958|-52.67991531|177.81209280000002|-0.031744149|7.713126784|54.21581266|-1.42848671|71.28682035|60.71546178|0.4614909829999999|-842.8786448999999|1494.441201|-11.05201291|0.390313552|6.9553262170000005|0.8569791179999999|6107.923371|30.72175314|-129.440987|1382.478891|482.9384172|1.0|1.0|1.0|1.0|2.0|3.31|3.16|0.1|3.07|4.85|84.73|2.97|1.0|0.0|104.64|1.0|-4.44|6.0|-6.58|0.0|1.0|3.41|3.6e-05|0.0142|4.16e-05|0.0164|2.06e-08|-0.0612399999999999|-1375.05033|-1375.021925|605.12|308.65|0.3367|258.55|466.95|0.50316|0.68312|-0.16704|4.2485|-0.22828|0.02840507|5.7009|9.0
13d_a6|0.0|1|0|3.447870607|0.0|0|1.424214188|-0.045686501|-0.010665225|5.351858133|0.041728395|0.077158715|-0.607917822|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|0.126028544|-0.174259072|1|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|0|-0.092581323|-0.110731261|0.19992155|-75.40072983|143.9350986|-0.039696112|14.27820079|564.780402|-2.103893962|88.02705449|84.01035117|0.4128711229999999|-1432.613867|3075.022992|-18.40596467|0.230567155|9.086171078|0.703203572|6185.117192000001|35.13035671|-366.9322097|1861.908905|692.8471883999999|1.0|1.0|1.0|1.0|2.0|3.64|3.03|0.16|5.38|4.57|95.85|1.5|2.0|0.0|121.6|1.0|-5.95|5.0|-5.88|0.0|1.0|3.74|1.11e-06|0.000471|5.42e-06|0.00229|3.96e-10|-0.05252|-1389.403308|-1389.374844|723.61|341.57|0.7905|255.64|598.06|0.58381|0.7007399999999999|-0.14894|11.0994|-0.20146|0.02846332|14.0012|6.4437
12g_a30|0.0|0|0|0.0|0.0|0|0.6049842529999999|0.096186205|-0.010447128|5.351858133|0.039951691|-0.037395048|-0.574592016|0.001371944|0.007330206|10.31162838|-0.049719762|1|-0.067792064|-0.152855196|1|-0.0430471959999999|-0.0885760969999999|0.886776351|0.770326886|0|-0.086195758|-0.10344931|0.487608738|-70.11305057|146.623137|-0.040568357|12.60295167|237.7754135|-2.068986201|83.29752441|77.01461557|0.459011202|-1402.261011|2482.668258|-18.63502363|0.225689271|8.694447089|0.8484671109999999|6688.137428|35.50940589|-371.8296813|1810.9797|683.7405759|0.0|1.0|1.0|0.0|1.0|4.67|0.0|0.13|3.4|2.48|114.67|2.06|2.0|1.0|133.52|1.0|-6.0|6.0|-6.22|0.0|0.0|2.36|1.01e-06|0.000444|9.71e-06|0.00427|3.7600000000000003e-07|-0.0576|-1743.214798|-1743.174676|717.55|348.35|0.2449|244.53|577.31|0.26238|0.68366|-0.15077|3875.0|-0.2083699999999999|0.04012224|5.3027|8.0334
5e_a40|0.0|0|0|0.0|0.0|1|0.604912776|-0.091305805|-0.004925115|6.167516491000001|0.044526749|-0.106497535|-0.162528785|0.009890343|0.158430496|10.31198323|0.029272031|2|-0.184667138|0.010397494|0|-0.402340487|0.0451110059999999|0.877722972|0.5087199929999999|1|-0.076883794|-0.089724264|0.0499188609999999|-42.66853738|64.47400829|-0.035889706|4.489363277|51.7148695|-1.076691165|48.81318333|46.00255248|0.47779156|-512.0224486000001|512.5703164|-8.116440327000001|0.177640532|6.533857846|0.914944155|4158.984115|20.75420252|-306.597267|622.6260756|264.9899736|0.0|1.0|0.0|0.0|0.0|3.03|2.73|0.21|4.3|3.74|75.5|2.37|1.0|1.0|79.16|2.0|-4.78|3.0|-5.66|1.0|1.0|3.33|1.66e-05|0.00505|5.56e-05|0.0169|2.23e-05|-0.07231|-1637.197299|-1637.180703|493.19|333.85|0.5262|333.85|390.33|0.69675|0.69675|-0.14786|7.87|-0.2201699999999999|0.01659566|10282.0|7.6021
7a_a8|0.0|1|0|3.1730222510000003|0.0|1|1.4000287219999998|-0.11821781|-0.010269971|5.4161004020000005|0.041123188|-0.017706371|-0.482688615|0.000736369|0.004607684|10.94671402|-0.019054799|1|-0.02923588|-0.032195997|1|0.033708575|-0.032562221|0.831914523|0.681200974|0|-0.102174163|-0.101880506|0.238462711|-59.83546383|165.38046830000002|-0.042647654|12.2125771|71.85980901|-1.833849114|75.4573633|80.80201312|0.477611327|-1077.038349|1702.719465|-14.71059634|0.266115601|7.699041907000001|0.914283468|5907.9340090000005|34.12990316|-274.7254012|1467.585836|488.0169522|0.0|1.0|1.0|1.0|1.0|3.34|3.06|0.05|3.96|3.49|92.93|2.01|1.0|0.0|105.83|1.0|-4.86|5.0|-6.33|0.0|1.0|3.15|1.36e-05|0.00522|2.29e-05|0.00874|5.3600000000000004e-08|-0.07616|-1291.313963|-1291.287017|605.72|403.8|315.0|270.66|494.48|0.61257|0.70367|-0.12889|9.9646|-0.20505|0.0269461|12.8748|4.6068
47a_a18|0.0|0|0|0.0|0.0|0|0.403918489|0.018016478|-0.006027559|4.844187086|0.033641026|0.043161338|-0.464122017|-0.005483379|-0.025401815|10.35082811|0.052572636|0|0.066507683|-0.358939392|0|-0.008965701|0.089156939|0.7991211029999999|0.792293789|0|-0.082855697|-0.099310031|0.371382587|-81.42570819|181.3725215|-0.036234741|9.49531639|110.0917322|-2.681370849|93.5899242|79.51543089|0.483193636|-2198.494121|2250.179086|-24.3591435|0.2063806289999999|10.20255289|0.934960691|8405.670404|37.435301|-481.4854016|2770.212274|1225.939287|1.0|1.0|1.0|1.0|3.0|4.97|0.0|0.28|0.48|3.35|123.06|1.85|3.0|1.0|158.24|1.0|-6.74|5.0|-6.49|0.0|0.0|2.02|1.8100000000000002e-07|9.9e-05|2.62e-06|0.00143|5.4e-09|-0.05191|-2098.807018|-2098.773074|874.47|388.09|0.6094|388.09|813.01|0.69508|0.69508|-131.0|2.6271|-0.18291|0.0339441|3.0133|9.0
