molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA5|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
galu_a46|0.0|0|0|0.0|0.0|1|1.343828866|0.048375705|-0.00642454|5.4161004020000005|0.039550827|-0.090581301|-0.327651527|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|1|-0.150645957|0.0481706809999999|2|0.044184467|-0.173285585|0.875868891|0.6848692759999999|1|-0.0910072869999999|-0.089050651|0.5235416979999999|-49.84028137|132.199522|-0.03220981|3.870487977|68.43088526|-1.513861067|57.65745491|57.85086047|0.468241745|-847.2847833999999|1755.2047|-10.08962292|0.2167824069999999|6.445819025|0.880553787|5641.451892|23.01702105|-317.0250717|1081.799989|542.7276591|1.0|1.0|1.0|1.0|1.0|3.27|2.75|0.18|3.69|3.51|86.69|1.84|1.0|0.0|108.18|1.0|-3.85|4.0|-6.86|0.0|1.0|2.84|0.0001409999999999|52.0|0.000102|0.0375|7.45e-08||||||||||||||||7.2924
25_a12|0.0|0|0|0.0|0.0|0|1.404967476|0.00700113|-0.004103693|0.0|0.038787879|-0.089297664|-0.180562493|0.000864238|-0.025245046|10.93676625|-0.11195017|0|-0.141917694|-0.0861945369999999|2|-0.2430098439999999|-0.208172827|0.688743998|0.806844014|1|-0.054734834|-0.080147596|0.120087607|-41.75851719|27.12578432|-0.03323193|1.3444869730000002|0.0|-1.362509125|44.42528172|31.09844409|0.448858246|-709.8947922|1907.027255|-9.021208163|0.082701363|5.34703037|0.814415245|4329.321091|18.87554002|-434.8420476|773.8971409|430.4348528|1.0|0.0|1.0|1.0|1.0|2.81|3.43|0.05|4.7|5.35|37.81|3.2|1.0|0.0|99.48|1.0|-5.28|2.0|-4.82|1.0|1.0|4.29|5.19e-06|0.00162|5.63e-06|0.00175|1.6399999999999995e-09|-0.05352|-974.6569575|-974.6328337|560.14|359.04|0.4483|290.68|442.64|0.63284|0.69029|-0.14303|1.2494|-0.19655|0.024123749|2.2482|7.6576
9_a4|0.0|0|0|0.0|0.0|1|1.300485838|-0.211556011|-0.00136737|5.4161004020000005|0.040449735|-0.019160308|-0.064266379|0.010709527|-0.091393763|10.92992723|-0.0454860859999999|1|-0.030976753|-0.076824065|2|-0.151437311|-0.072130166|0.861113198|0.58669472|1|-0.052625548|-0.069566741|0.472497372|-37.85762102|34.22811902|-0.025885299|2.676487872|45.21212204|-1.113067849|43.71760622|33.55665428|0.43745176|-605.7219363|2012.840082|-7.665782805|0.207109566|5.744374392999999|0.777625327|5387.230364999999|17.76608225|-318.7769026|763.9415367|489.7528555|0.0|1.0|1.0|1.0|0.0|3.18|3.37|0.19|5.14|5.07|43.6|3.15|2.0|0.0|105.09|1.0|-4.76|3.0|-5.56|1.0|1.0|4.17|1.73e-05|0.0062299999999999|7.06e-06|0.00255|6.9e-09|-0.05256|-1489.554198|-1489.533032|586.24|308.91|0.1217|262.21|430.12|0.5182100000000001|0.6464|-0.16948|4.4343|-0.22204|0.02116575|5.4739|7.3188
14k_a23|0.0|0|1|0.0|0.0|2|1.1979621459999998|0.070940371|-0.005866159|5.351858133|0.046283951|0.04479394|-0.299174093|0.010682694|-0.055500851|10.31321813|-0.055708465|2|0.082632648|-0.13187015|2|0.140087361|-0.091426449|0.864845456|0.659570836|1|-0.0562483359999999|-0.079899943|0.226547411|-53.17069631|51.64167457|-0.033999976|8.338417622|80.31548917|-1.597998852|64.04991522|49.96154892|0.486654314|-1063.413926|2174.886074|-15.05671972|0.216437606|8.21201115|0.948005074|6715.186162999999|28.87559227|-377.4022725|1357.152837|633.3278634|0.0|1.0|0.0|1.0|1.0|3.39|3.56|0.05|4.0|4.67|105.02|3.51|2.0|1.0|125.29|1.0|-6.13|4.0|-6.03|0.0|0.0|3.99|7.49e-07|0.000334|2.83e-06|0.00126|1.02e-08|-0.07933|-2089.524497|-2089.501786|691.9|340.42|0.4694|340.42|552.65|0.63765|0.63765|-0.14784|5.8718|-0.2271699999999999|0.02271117|8.3627|8.4123
10_a4|0.0|0|0|0.0|0.0|1|1.343863662|-0.180140166|-0.002959121|5.4161004020000005|0.038699764|0.00941601|-0.159792527|0.01107733|-0.122141977|10.92992762|-0.090413559|1|0.014917047|-0.132895939|2|-0.120059574|-0.150288496|0.861225169|0.6799081490000001|1|-0.051015897|-0.079432495|0.43000216|-45.97324097|45.34497624|-0.027007048|4.884907049|64.26218096|-1.350352423|54.09964719|37.96666686|0.4858700179999999|-781.5450965|2064.276654|-9.046715915|0.255470315|5.759414166|0.945033425|5598.949417|20.99433004|-283.0534799|1049.716502|594.7358385|1.0|1.0|1.0|1.0|0.0|3.46|3.38|0.26|4.93|4.81|52.83|2.53|2.0|0.0|111.38|1.0|-4.66|4.0|-5.83|1.0|1.0|3.9|2.21e-05|0.00818|1.4e-05|0.00519|8.51e-09|-0.04689|-1183.812875|-1183.790554|619.99|340.01|0.1792|249.6|470.02|0.4662|0.7038399999999999|-0.15561|1.4517|-0.2025|0.02232068|2.2386|7.0555
12m_a30|0.0|0|0|0.0|0.0|0|0.6049842529999999|0.096631895|-0.01047558|5.351858133|0.040839506|-0.1305457069999999|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|-0.236661357|-0.152855196|1|-0.036924662|-0.0974968869999999|0.893689741|0.770326886|0|-0.085422479|-0.103359773|0.415971907|-70.1324196|147.06395700000002|-0.0405332439999999|12.59296644|237.0982213|-2.067195455|83.3641853|76.52074257|0.44976016|-1402.648392|2370.879718|-18.66147291|0.226267233|9.025816604|0.8173893040000001|6658.711303|35.54574762|-371.4702679|1812.833129|683.7405759|0.0|1.0|1.0|0.0|1.0|4.66|0.0|0.13|3.4|2.48|114.67|2.06|2.0|1.0|133.52|1.0|-6.0|6.0|-6.22|0.0|0.0|2.36|1.01e-06|0.000444|9.71e-06|0.00427|3.7600000000000003e-07|-57.0|-1743.215323|-1743.174906|714.92|349.29|255.0|244.95|578.87|0.33392|0.68404|-0.15042|3.6891|-0.20742|0.04041755|5.1279|7.5114
12i _a30|0.0|0|0|0.0|0.0|0|0.604984133|0.04580336|-0.00691453|5.351858133|0.043848238|-0.0982344169999999|-0.366470081|0.00372838|0.0109710489999999|10.31162888|-0.072247675|1|-0.172434349|-0.090173435|1|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|0|-0.076575246|-0.096489393|0.356921662|-63.00408424|102.235113|-0.037414255|6.740110893|0.0|-1.833298476|72.59006433|60.32320054|0.479900127|-1197.077601|2280.31966|-15.95200773|0.193700903|8.097008872|0.92270764|6362.153853|30.29912252|-400.0044646|1484.657003|652.8825454|0.0|1.0|1.0|0.0|1.0|4.62|0.0|0.14|4.47|3.27|81.65|3.31|2.0|0.0|132.29|1.0|-5.93|4.0|-5.75|0.0|1.0|3.11|1.19e-06|0.0005139999999999|3.61e-06|0.00156|6.03e-08|-0.05465|-2035.373964|-2035.339603|691.59|351.81|0.2384|246.2|542.74|0.43157|0.68497|-0.14945|2.5397|-0.2041|0.03436093|3.0033|7.8013
3q_a32|0.0|1|1|3.4364803|0.0|0|0.609420748|-0.017280695|-0.008072705|5.733341277|0.03898374|0.02785755|-0.419780649|0.000773658|-0.022925245|10.31100266|-0.098400506|3|0.0492355779999999|-0.295228244|0|0.010109949|-0.1585635|0.901790225|0.716172604|1|-0.067604132|-0.097961799|0.34156046|-60.46462749|92.62226328|-0.027989085|7.058489861|53.27315741|-1.371465184|74.3682963|53.16288420000001|0.46136998|-846.5047848999999|3335.898591|-10.6629646|0.365026099|6.428518903|0.856561949|6079.482066|27.20679986|-166.61896299999998|1333.133193|618.9134881|0.0|1.0|1.0|1.0|1.0|3.57|3.34|0.3|6.43|4.72|131.25|1.33|1.0|0.0|115.37|1.0|-5.91|4.0|-6.35|0.0|1.0|3.86|1.24e-06|0.000508|2.4100000000000003e-05|0.00992|4.88e-08|-0.04968|-1920.066488|-1920.042674|666.16|342.16|0.2897|342.16|549.78|0.70216|0.70216|-0.15001|4.1362|-0.19969|0.02381444|5.2657|7.5528
12ba_a36|0.0|1|0|3.389685532|0.0|0|1.297043659|-0.090865777|-0.0075620109999999|5.351858133|0.040566449|0.087201747|-0.423472625|-0.002123045|0.003750685|10.9478512|-0.011949092|1|0.159880159|-0.168084618|1|0.041478447|-0.0202572689999999|0.890675195|0.796093405|0|-0.083210415|-0.108410153|0.330220757|-73.03464847|101.229662|-0.037526591|11.16896162|16.1479891|-1.951382748|89.06670390000001|72.63670824|0.49229954|-1314.6236720000002|2492.5731100000003|-17.03166444|0.293104216|7.409667253999999|0.969665341|6722.60947|35.76372225|-278.7665262|1859.713557|688.1986357999999|0.0|1.0|1.0|0.0|2.0|4.8|0.0|0.12|2.79|1.63|116.78|0.74|1.0|0.0|133.18|1.0|-4.77|6.0|-7.04|0.0|0.0|1.57|1.6800000000000002e-05|0.0072599999999999|5.65e-05|0.0244|1.91e-07|-0.08446|-1417.454721|-1417.426327|687.23|411.71|0.7436|236.13|547.82|0.3989999999999999|0.70432|-0.12587|3.1996|-0.21033|0.02839417|4.5448|7.6778
12w_a30|0.0|0|0|0.0|0.0|0|0.604983445|0.063514061|-0.007019432|5.351858133|0.044197531|-0.0999572419999999|-0.372029919|0.002431329|0.028815747|10.31162873|-0.04950715|1|-0.173643543|-0.0857954809999999|1|-0.032835151|-0.080971844|0.889479916|0.711738503|0|-0.076611264|-0.096032733|0.4274948739999999|-65.85056003|101.3366249|-0.037237182|7.262777048999999|0.0|-1.824621925|75.77366969|63.12469722|0.451478593|-1251.160641|2783.769563|-17.50883211|0.192202301|8.063690539|0.8230829059999999|6888.291006999999|31.60926388|-422.1196298|1548.85393|685.6665849999999|0.0|1.0|1.0|0.0|1.0|4.63|0.0|0.14|5.11|3.92|81.65|3.79|2.0|0.0|137.3|1.0|-6.58|4.0|-5.52|0.0|1.0|3.59|2.64e-07|0.000123|9.14e-07|0.0004269999999999|1.58e-08|-0.05682|-2494.966575|-2494.932002|716.83|348.42|0.2639|244.87|577.06|0.31353|0.68423|-0.15073|2.4229|-0.20755|0.0345723|3.0068|7821.0
5a_a40|0.0|0|0|0.0|0.0|1|0.604913477|-0.116583806|-0.004609716|6.167516491000001|0.0388888889999999|-0.108428634|-0.152120625|0.011345707|0.180125135|10.31198338|-0.02394636|2|-0.191663433|0.007301856|0|-0.442215721|-0.0395444479999999|0.820901326|0.5263598389999999|1|-0.078132307|-0.090991462|0.04987082|-40.27003217|64.97877226|-0.036396585|4.042943749|52.43850484|-1.091897544|46.06507254|43.71412865|0.4889874279999999|-483.24038600000006|508.8362301|-7.128912782|0.177534728|5.507689573|0.956899016|3736.248815|19.58503709|-285.426492|587.5511127|244.8873477|0.0|1.0|0.0|1.0|0.0|3.04|2.49|0.21|3.68|3.08|75.5|1.85|0.0|1.0|74.15|2.0|-4.13|3.0|-5.9|1.0|1.0|2.8|7.49e-05|0.0202|0.000213|0.0574|8.950000000000001e-05|-0.0657799999999999|-1177.598691|-1177.5835470000002|466.79|326.96|0.4461|326.96|353.51|0.69499|0.69499|-0.15066|5.7163|-0.21644|0.01514427|7.6003|7.0915
3f_a32|0.0|1|1|3.553167045|0.0|0|0.6094207770000001|0.0067550119999999|-0.00611496|5.733341277|0.042380952|-0.062954205|-0.275173181|0.001276735|-0.113189563|10.31100273|-0.110286539|3|-0.112493266|-0.133675401|0|-0.110248899|-0.1743238839999999|0.871865543|0.786074011|1|-0.073433055|-0.097374443|0.3217719189999999|-54.8993954|71.02334697|-0.030139709|3.78194259|0.0|-1.265867765|61.47296003|48.1093075|0.435176082|-713.6921402|2130.756016|-9.580412233|0.21080172|6.153728636|0.770463268|4993.667711|21.53155987|-326.0981041|904.3255145|475.3634141|1.0|1.0|1.0|1.0|1.0|3.9|3.31|0.28|7.18|5.63|110.94|2.18|2.0|0.0|102.66|1.0|-6.89|3.0|-5.03|0.0|1.0|4.63|1.28e-07|4.53e-05|3.96e-06|0.0014|4.89e-08|-0.05315|-1712.0610190000002|-1712.034952|604.9|348.58|293.0|348.58|488.74|0.70255|0.70255|-0.1474599999999999|3.4678|-0.2006099999999999|0.02606687|5.7161|8.0458
8_a20 (IN-1130)|0.0|1|0|3.443195704|0.0|0|1.400923668|0.063195236|-0.009430196|4.727387819|0.0396875|0.1728459339999999|-0.528090969|-0.006620594|-0.019554464|10.94899447|-0.0574882679999999|1|0.293415753|-0.083481481|2|-0.1221465319999999|-0.0957193819999999|0.817914963|0.7741509329999999|1|-0.09623672|-0.097790028|0.354945501|-64.75689362|180.4986934|-0.035730972|6.93243166|89.35267123|-1.858010535|77.31081766|74.19702161|0.4824986429999999|-1230.3809789999998|1829.419484|-15.66851008|0.251893628|8.005662608|0.932362084|6291.586155|31.628086|-328.593789|1644.660472|684.5377542|1.0|1.0|1.0|1.0|2.0|3.49|2.43|0.08|4.97|4.08|110.44|1.33|1.0|0.0|122.86|1.0|-4.85|5.0|-6.83|0.0|1.0|3.14|1.42e-05|0.00596|2.82e-05|0.0119|2.34e-10|-0.07014|-1368.412748|-1368.372708|696.06|383.5|0.3782|248.98|517.94|0.4377|0.7007399999999999|-0.13622|3803.0|-0.20636|0.04004011|5.4751|7.4437
11d_a31|0.0|1|0|3.39688681|0.0|0|0.610136352|0.064475882|-0.017317263|5.733341277|0.0388738739999999|0.016799834|-0.848545873|-0.009496378|-0.092360393|10.31169874|-0.078235092|2|0.026806221|-0.153894316|0|-0.057505249|-0.13169885|0.868115289|0.78396996|0|-0.134031221|-0.134048091|0.197166451|-82.06512842|253.9354598|-0.040797245|12.89967697|91.25756269|-1.87667327|98.8237718|103.1255906|0.4816588089999999|-1148.911798|2039.207676|-15.29068277|0.318229459|7.885647873|0.929231204|5420.356537|36.63453013|-222.5622569|1685.188386|505.4234462|1.0|1.0|1.0|1.0|2.0|3.6|2.83|0.32|5.43|4.03|125.57|1.26|1.0|0.0|102.13|1.0|-5.48|6.0|-6.4|0.0|1.0|3.34|3.33e-06|0.00128|6.26e-05|0.0241|5.83e-07|-0.03404|-1598.7152199999998|-1598.671315|650.64|326.2|0.2642|326.2|551.86|703.0|703.0|-0.15822|3.1919|-0.19226|0.04390452|4.6622|7.5229
8a_a8|0.0|1|0|3.150966553|0.0|1|1.400027874|-0.021925912|-0.014658222|5.4161004020000005|0.040243056|0.027531877|-0.732911106|-0.0075336219999999|0.010118884|10.94671414|-0.0298924089999999|1|0.044579097|0.089375589|1|0.089031731|-0.048064085|0.8220300859999999|0.7318727540000001|0|-0.131795179|-0.118763303|0.22299265|-71.12928513|269.0155755|-0.049054408|12.33026525|84.91322996|-2.256502762|86.57328508|99.52191337|0.481294455|-1351.456417|1746.6927010000002|-17.59585557|0.23579367|7.533378788999999|0.927876056|6193.891189|38.44444383|-316.4749864|1768.444416|529.053307|0.0|1.0|1.0|0.0|2.0|3.37|2.64|0.05|3.13|2.72|112.23|1.9|1.0|0.0|109.21|1.0|-4.4|5.0|-7.04|0.0|0.0|2.56|3.99e-05|16.0|7.28e-05|0.0292|1.74e-07|-0.06922|-1367.776863|-1367.744724|620.68|399.45|0.2035|269.43|476.69|0.4927399999999999|0.7036899999999999|-0.13015|5.4201|-0.19937|0.03213899|6.8427|4.9454
IN1233_a59|0.0|1|0|3.463603867|0.0|0|1.400923654|0.1160337319999999|-0.008841844|4.727387819|0.0396875|0.163548857|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|0.268927191|0.003282792|2|-0.107446431|-0.090732503|0.80310139|0.778639593|1|-0.092761756|-0.095213818|0.356444983|-63.36348363|158.8351574|-0.035929742|4.79704394|83.1557517|-1.904276352|72.32484741|68.94000009|0.483639625|-1267.269673|1822.396842|-15.91227368|0.1892041019999999|8.011984402000001|0.936631949|6206.818668|29.49046561|-413.6607749|1562.994677|712.1606951|1.0|1.0|1.0|1.0|2.0|3.48|2.76|0.08|5.54|4.69|97.55|2.06|2.0|0.0|125.07|0.0|-5.59|4.0|-6.13|0.0|1.0|3.78|2.54e-06|0.00107|6.91e-06|0.0029|9.93e-11|-0.05605|-1352.351584|-1352.326849|703.47|350.69|0.2623|237.54|531.14|0.51285|0.6953699999999999|-0.14684|5.4004|-0.20289|0.02473496|7.6059|7.4685
17_a3|0.0|0|0|0.0|0.0|0|0.605019885|0.188373421|-0.009450704|4.727387819|0.047430556|-0.015463451|-0.349676046|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|1|-0.027542873|0.036673175|2|0.1789147639999999|-0.085686119|0.838125715|0.773152968|1|-0.098658557|-0.096067661|0.225087454|-48.88298017|100.2028184|-0.039557272|2.672377884|76.17242478|-1.344947254|55.39769571|55.45324083|0.4383349039999999|-684.3617224|1667.279771|-10.24205849|0.159937821|6.2477303310000005|0.780420408|4839.543958|23.96047156|-346.0738521|814.6560331000001|353.7528308|1.0|1.0|1.0|1.0|1.0|3.13|2.65|0.0|4.96|4.66|92.93|2.37|1.0|0.0|95.5|1.0|-5.53|3.0|-5.61|0.0|1.0|3.71|2.96e-06|1.0|1.18e-05|0.00399|3.28e-08|-0.0720399999999999|-1731.75233|-1731.72355|537.32|386.22|0.4062|386.22|393.58|0.69481|0.69481|-0.13155|3.8077|-0.20359|0.02878063|4.8815|7.6383
12h_a36|0.0|1|0|3.468184524|0.0|0|1.297043828|-0.128701804|-0.0086750619999999|5.351858133|0.039061728|0.059920602|-0.503153567|0.00127667|-0.003014954|10.96020037|-0.051080247|1|0.100530266|-0.239932418|1|-0.10861416|-0.089459459|0.87043328|0.84179881|0|-0.073572836|-0.10720355|0.3726296|-70.19826261|118.1187282|-0.035734517|11.96512593|1.413982241|-1.929663894|87.85958486|66.44902736|0.464544951|-1263.568727|2391.856014|-15.32224162|0.3347454589999999|7.428908584|0.8675704009999999|6159.17335|35.1736357|-216.42159590000003|1899.376328|679.7230552999999|0.0|0.0|1.0|0.0|2.0|4.8|0.0|0.17|2.77|1.89|78.43|1.72|1.0|0.0|130.24|1.0|-3.95|5.0|-6.93|0.0|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|35.0|2.03e-07|-0.05013|-1347.481013|-1347.451759|697.29|358.81|0.5756|238.44|535.67|0.34589|0.7014600000000001|-0.14247|6754.0|-0.1926|0.02925492|8.7377|7.8539
15a_a50|0.0|0|1|0.0|0.0|2|1.3530592819999998|-0.113976703|-0.004429392|5.82008293|0.035694444|-0.0446629609999999|-0.234757789|0.005366038|-0.15010386|10.94500663|-0.125205943|2|-0.072976638|-0.209259615|1|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|-0.0783960279999999|-0.084501726|0.4349386739999999|-50.56454577|97.06405493|-0.029316925|6.450390922|0.0|-1.436529349|61.78266878|57.69065967|0.4476230879999999|-859.5972780999999|1754.903963|-10.49734522|0.294589405|8.095541483|0.8103580690000001|5401.219537|24.86892274|-245.8291419|1218.577214|569.5267957000001|1.0|1.0|1.0|1.0|1.0|3.7|2.63|0.23|3.23|3.57|68.76|1.87|1.0|0.0|110.43|1.0|-3.6|4.0|-6.78|1.0|1.0|2.76|0.000251|0.0933|0.0001189999999999|0.0444|8.070000000000001e-07|-0.03255|-1199.818129|-1199.784983|644.4|306.83|0.1767|306.83|519.38|0.66132|0.66132|-0.16693|6.6307|-0.19948|0.03314629|9.0948|7.3872
12b_a30|0.0|0|0|0.0|0.0|0|0.604984682|0.047132642|-0.007353271|5.351858133|0.042804233|-0.074391852|-0.3897233479999999|0.001139238|-0.037209579|10.31162898|-0.072247675|1|-0.165287712|-0.120380857|1|-0.009146339|-0.1240820219999999|0.880943609|0.64876559|0|-0.08354129|-0.09915679|0.383979687|-62.96700664|149.39744040000002|-0.038448551|6.99318589|0.0|-1.883979001|73.02913136|64.06324295|0.4676268939999999|-1196.373126|2347.979099|-15.50462119|0.201479318|7.393647884|0.878381889|6275.380072|30.57626261|-379.1359902|1498.236868|618.6004214|0.0|1.0|1.0|0.0|1.0|4.63|0.0|0.14|4.25|3.18|81.65|3.2|2.0|0.0|127.24|1.0|-5.39|5.0|-6.02|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.00405|1.26e-07|-0.05351|-1675.0107779999998|-1674.977262|673.18|352.16|0.2079|245.19|516.78|0.3159099999999999|0.68496|-0.1493799999999999|3.7327|-0.20289|0.03351603|4.5545|8.1543
18b_a30|0.0|0|0|0.0|0.0|0|0.604987149|0.036563014|-0.006947027|5.351858133|0.041767677|-0.039831247|-0.375139476|0.003099827|0.016709918|10.31163838|-0.051413084|1|-0.072825879|-0.090115975|1|0.022695194|-0.089945913|0.8839272779999999|0.760234689|0|-0.078751666|-0.09536285|0.413791511|-63.07862164|86.42600053|-0.036237883|8.698138813|0.0|-1.811894154|75.30642440000001|65.24093056|0.424912258|-1198.493811|3057.267112|-15.85509189|0.240284312|7.513189589|0.7388650920000001|6387.715069|31.55111394|-343.5825913|1577.555697|666.0036144999999|0.0|1.0|1.0|0.0|1.0|4.78|0.0|0.13|3.87|2.49|105.44|2.17|2.0|0.0|131.99|1.0|-5.49|5.0|-6.33|0.0|0.0|2.42|3.23e-06|0.00137|1.57e-05|0.0066599999999999|2e-07|-0.06142|-1668.034279|-1667.995173|697.37|351.66|0.3576|351.66|563.55|0.67715|0.67715|-0.14385|4.8198|-0.2052699999999999|0.03910602|6.5037|7.6003
41_a47|0.0|0|1|0.0|0.0|1|1.420292383|-0.225923786|-0.004083905|4.727387819|0.042537538|-0.080388467|-0.187859623|0.003530307|0.024881402|10.98214139|0.075316535|1|-0.178132441|-0.317014709|3|0.08640454|0.123676975|0.900915114|0.609110565|1|-0.061101947|-0.0899793719999999|0.245948366|-50.81597048|99.86584673|-0.02929561|5.852270304|0.0|-1.259711209|63.84353454|44.86996758|0.447046066|-711.4235867000001|1073.170368|-9.34366093|0.346852185|7.168742909|0.8084689140000001|5042.636398|25.33076615|-172.98086630000003|1089.222944|439.9906467|1.0|1.0|1.0|1.0|1.0|3.18|3.18|0.16|3.34|4.52|68.52|1.75|0.0|0.0|99.09|1.0|-3.57|5.0|-6.66|1.0|1.0|3.06|0.000267|0.0929|0.000125|0.0436|3.36e-08|-0.05053|-1162.492089|-1162.462261|603.1|333.8|0.2849|308.67|471.9|0.6779|0.68638|-0.15208|4.9162|-0.2026099999999999|0.02982752|6.8546|8.0
16_a31|0.0|1|0|3.096824452|0.0|0|0.61013894|0.152128735|-0.020181753|5.733341277|0.042528736|-0.050076586|-0.726543099|-0.017017891|-0.00795845|10.31170095|0.06214876|2|-0.0897217219999999|-0.09530799|0|-0.038841601|0.0980869569999999|0.8948140790000001|0.8944757390000001|0|-0.142079397|-0.150315165|0.29485045|-70.82239128|213.694252|-0.050105055|8.309441139|467.7901274|-1.653466811|83.86629191|84.57819254|0.427771627|-779.0463041|1212.615438|-11.12287666|0.26919564|5.521618837|0.747554032|4387.049328|32.30339751|-217.4912527|1066.012118|280.39844320000003|1.0|0.0|1.0|1.0|2.0|3.2|1.93|0.14|3.8|2.83|114.29|0.78|0.0|0.0|80.57|2.0|-4.36|4.0|-6.48|0.0|1.0|2.33|4.38e-05|0.0131|0.000254|0.0762|1.16e-05|-0.0318899999999999|-1308.242314|-1308.202828|503.18|338.79|0.2534|338.79|369.73|0.70108|0.70108|-0.15231|3.7419|-0.1842|0.03948619|5.5943|7.0458
19_a31|0.0|1|0|3.2411335510000003|0.0|0|0.61013725|0.062492295|-0.01001901|5.351858133|0.0427124179999999|-0.044625452|-0.46087445|-0.005956522|-0.040386271|10.31169935|-0.081641954|2|-0.095997335|-0.1751017789999999|0|0.019858798|-0.138769819|0.902130276|0.6427749970000001|0|-0.0909201569999999|-0.113333675|0.279690511|-66.3863707|157.414423|-0.036060715|5.035230173|67.42915967|-1.586671445|75.31824576|61.85348014|0.446100738|-929.4091898|1992.2502|-12.37297805|0.223788196|7.0760696020000005|0.805382437|4917.329034|27.21285095|-323.5878356|1197.365442|460.3754405|1.0|1.0|1.0|1.0|2.0|3.44|2.62|0.28|5.8|4.33|98.91|1.68|1.0|0.0|97.25|1.0|-4.67|4.0|-6.41|0.0|1.0|3.47|2.14e-05|0.0076799999999999|0.0001199999999999|0.0431|4.08e-08|-0.04308|-1489.532192|-1489.4951640000002|625.93|314.06|0.3205|246.28|537.66|0.5385300000000001|0.7005600000000001|-0.16367|1.7076|-0.20675|0.03702801|2.4209|5.7447
21_a10|0.0|0|0|0.0|0.0|1|1.343837211|0.036507898|-0.009308076|5.4161004020000005|0.035818182|-0.032405474|-0.549176498|0.001533145|-0.023060773|10.92966143|-0.003554514|1|-0.051564917|-0.03765494|2|0.057775125|-0.005970601|0.81962595|0.68876002|1|-0.091053776|-0.084654798|0.8663152820000001|-59.80834512|159.11338909999998|-0.03292131|9.430154402|74.3822498|-1.777750751|75.80259699|77.676969|0.391384102|-1255.975247|2701.142106|-16.4322688|0.295893365|8.388036625|0.643072426|7048.414464|33.03306591|-288.401376|1783.785559|746.5727327999999|1.0|1.0|1.0|0.0|1.0|3.5|3.17|0.11|4.47|5.6|90.13|2.81|2.0|0.0|128.59|1.0|-5.77|6.0|-6.07|0.0|0.0|4.04|1.69e-06|0.0007599999999999|3.12e-06|0.0014|1.94e-09|-0.06082|-1485.499561|-1485.461532|716.1|321.21|0.2574|208.04|517.44|0.4226399999999999|0.68165|-0.16178|1.5138|-0.2226|0.03802869|1.1872|5.3188
