molecula|SddssS|NaaNH|n9FaHRing|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8d|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
4m_a46|0.0|0|0|1|1|1.134637002|2.12888511|-0.245599013|-0.000686578|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|-0.0329557579999999|10.94319657|0.007901235|0.010359417|-0.487230027|-0.098201489|0.615482006|0.747676221|0.011235955|0.948973877|-0.067320375|-0.0672468|0.373463876|0.010905551|-35.4774406|-35.43866734|5.74716122|6.161736337000001|26.89046601|35.77391986|0.733236381|-18.69640205|41.88525631|41.22460182|0.463006576|500.1036387|-531.5800101|1639.260563|-6.225322922999999|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|140.5828543|16.11061509|0.012232753|-245.828396|724.9776792|486.9589609|6.446588969|1.0|1.0|1.0|2.9|0.29|4.25|4.63|54.5|2.5|0.0|98.69|0.0|1.0|-4.52|3.0|-5.68|328.41|0.0|-4.57|2.68e-05|0.0088|1.31e-07|4.31e-05|6.0419|3.45|4.3476|-1031.138426|-1031.109224|558.63|0.2465|205.21|468.63|0.68505|0.1557|3.9226|-1030.980844|5.2326|1288.0|5.8901
2_a33|0.0|1|1|0|0|0.609420748|0.0|0.047294725|-0.009168933|5.733341277|-0.064926835|0|0.039958333|-0.049900189|-0.476784502|10.31100266|-0.05997501|-0.000810928|-0.0881938509999999|-0.593915758|0.787714775|0.833090592|-0.096644295|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|0.018451635|-49.13901703|-63.57699532|11.27469555|103.5201191|110.28338390000002|44.34034244|0.702597735|-30.02592687|75.44970552|60.41371259|0.4699986339999999|500.7570617|-953.6549298|3245.244678|-11.89228027|6.152818143999999|11.60906093|0.8867875909999999|6067.635829|181.7248125|27.70055258|0.019430318|-247.5908207|1357.327077|618.9134881|11.8727102|1.0|1.0|1.0|3.51|0.3|6.7|4.63|140.04|1.33|0.0|115.28|1.0|1.0|-6.35|4.0|-6.17|411.54|1.0|-4.78|1.6800000000000002e-05|0.0069|2.13e-08|8.78e-06|3.6281|5.11|3.6281|-1920.079174|-1920.049452|655.74|0.2911|341.74|525.38|0.70205|0.2911|4.2519|-1919.890628|5539.0|6.0|8.2596
8d_a12|0.0|1|1|1|1|1.283835213|0.0|0.057525383|-0.0076893469999999|4.59511985|-0.048642535|2|0.038347953|0.0276482139999999|-0.376778003|10.94458983|-0.046326855|0.001575111|0.0479437859999999|-0.484923957|0.8857286320000001|0.751098108|-0.080872311|0.858710112|-0.077834742|-0.103548595|0.266886187|0.011348654|-43.27410838|-57.57034769|6.309558958999999|90.34024296|78.55353315|0.0|0.8338637040000001|-24.05928792|64.53435462|49.58366734|0.465113852|477.4206699|-978.6959108|1288.818257|-12.09177064|6.93584319|12.96695233|0.8695567329999999|5255.11762|92.36749461|26.08195789|0.012525773|-371.2392138|1173.6881050000002|503.2240425|6.964006932|1.0|1.0|1.0|2.23|0.1|3.87|2.67|65.96|2.83|0.0|112.14|0.0|1.0|-4.58|4.0|-5.96|352.39|0.0|-4.61|2.43e-05|0.0085799999999999|4.23e-09|1.49e-06|4.2383|3.53|3.7397|-1138.296407|-1138.256361|600.2|0.2871|292.53|433.32|0.4997399999999999|0.0853|2.1281|-1138.139635|3.0277|25.0|7.6021
34_a47|0.0|0|1|0|0|1.40499556|1.883479676|-0.210257395|-0.004157676|4.727387819|-0.064842466|3|0.03522792|-0.094313757|-0.191253079|10.98214103|0.078153957|0.0047106|-0.208989427|-0.2829549719999999|0.62974551|0.833786184|0.128336294|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|0.019723558|-34.3104683|-49.91779281|10.92238452|31.17423189|96.32577107|0.0|0.653993216|-19.00022922|62.66739933|45.23285281|0.45489212|457.4477611|-698.8490993|918.6458674|-9.000096143|7.066583143|12.96364153|0.834499257|5105.274301|191.6093987|24.85087647|0.023023142|-170.55473480000003|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|3.0|0.16|3.34|4.52|68.52|1.75|0.0|99.09|0.0|1.0|-3.57|5.0|-6.66|348.38|0.0|-3.9|0.000125|0.0436|3.36e-08|1.17e-05|4.2077|2.41|3.8892|-1162.4815230000002|-1162.450678|585.79|0.2309|294.66|436.88|0.69314|0.1718|4.4605|-1162.33788|6.2235|2.0|8.7
12p_a30|0.0|0|0|2|2|0.604984421|0.0|0.038440292|-0.0063403159999999|5.351858133|-0.031328052|2|0.040899471|-0.062956958|-0.3550576729999999|10.31162861|-0.128484994|0.005965451|-0.109773594|-0.456474815|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.843381594|-0.074356395|-0.094870978|0.371591982|0.015107947|-47.54197452|-60.65858419|9.659715461|75.21136863|100.1386407|0.0|0.8199554720000001|-30.39737673|68.98315679|57.20168999|0.469983155|539.2411292|-1213.171684|2326.5244390000003|-14.91687369|7.392482526|13.94763694|0.886732486|6166.812731|115.116829|28.4530386|0.0130197619999999|-409.146112|1479.558007|686.039456|8.3245726|1.0|1.0|0.0|0.0|0.17|4.35|2.93|81.65|3.04|0.0|132.24|0.0|1.0|-5.66|4.0|-5.81|412.51|0.0|-5.15|7.05e-06|0.00291|9.75e-08|4.02e-05|5.1922|4.14|3.4955|-1615.094336|-1615.0623480000002|685.08|0.1768|238.79|526.91|0.68561|0.1527|4.0456|-1614.890598|4.6103|17.0|7.7721
11b_a50|0.0|0|1|1|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|5.82008293|-0.014702942|1|0.038040936|-0.007722567|-0.13377846|10.94500697|-0.133073229|0.012037198|-0.013155246|-0.266743077|0.701976536|0.800774662|-0.20645662|0.931316325|-0.0445367309999999|-0.069841183|0.229754094|0.019455771|-23.23499995|-36.43643854|10.1501574|7.949039772000001|35.832562100000004|86.04123302|0.642051995|-12.12179711|47.72173991|33.38515735|0.42907551|485.8716402|-546.5465781|1650.235214|-6.788943965|5.697537591000001|9.979494111|0.751545111|4884.730303|186.7429782|20.26785036|0.021631609|-148.2182458|851.2497152000001|439.9973344|11.28530137|0.0|1.0|1.0|2.84|0.15|3.09|3.73|48.53|2.25|0.0|99.65|0.0|2.0|-3.58|3.0|-6.24|327.38|0.0|-4.16|6.97e-05|0.0228|1.35e-06|0.000441|4.6471|3.05|3.9863|-1045.98235|-1045.961211|560.06|195.0|266.8|431.63|0.64477|0.0711|2.7805|-1045.849774|3.7922|1.7|5.7696
9c_a31|0.0|1|0|1|1|0.610135804|0.0|0.031715924|-0.013082561|5.733341277|-0.055520387|0|0.03482906|-0.0384827639999999|-0.6933757159999999|10.311698300000002|-0.062737615|-0.000813398|-0.062065125|-0.546598398|0.8083148840000001|0.842823186|-0.108617754|0.6746901059999999|-0.103325018|-0.128097622|0.287455956|0.030296721|-65.84728287|-81.63444414|19.30758668|153.5739377|207.3144829|552.8237349999999|0.670716706|-41.96335759|97.22026028|85.15486955|0.4558841429999999|429.9685721|-1142.882218|2242.189942|-14.56678943|8.188627935|15.04941978|0.837843885|5658.985169|209.8466636|34.07943198|0.024456662|-217.5897278|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|3.09|0.35|5.64|3.7|117.37|1.08|0.0|108.16|0.0|1.0|-5.23|5.0|-6.53|398.48|0.0|-4.16|6.94e-05|0.0277|5.79e-08|2.31e-05|3849.0|4.94|3849.0|-1618.157698|-1618.115927|691.3|0.2554|322.12|588.58|0.7007399999999999|0.2554|1.3617|-1617.9568470000002|2.2323|0.42|6.3768
13_a4|0.0|0|0|1|1|1.399843898|2.050136054|-0.210975191|-0.000990136|5.4161004020000005|-0.019846488|1|0.044357639|-0.059300584|-0.04158572|10.94205723|-0.0963182119999999|0.012019888|-0.094404255|-0.143303992|0.645708528|0.744134785|-0.157188841|0.970027005|-0.050017793|-0.068249548|0.229685203|0.008746805|-24.48959182|-33.41617993|4.282589756|11.85953992|14.67530603|54.71349575|0.862539527|-11.99053523|37.12083496|28.77218157|0.4289448289999999|474.9422962|-534.6588788|1439.176684|-6.7122666220000005|5.663493161|9.917593683|0.751144285|3983.972795|67.30306705|15.89399858|0.007566425|-355.01146810000006|619.8659446|373.9073307|3.704655033|1.0|0.0|0.0|2.87|0.16|4.18|4.15|30.71|2.9|0.0|90.06|0.0|1.0|-4.09|2.0|-5.39|287.36|0.0|-4.42|3.77e-05|0.0108|6.28e-07|0.00018|4.4811|3.87|4.1733|-898.3562912999998|-898.3381672|536.09|0.2133|276.68|429.36|0.59537|0.1282|2471.0|-898.2503529999999|3.7228|4.0|5.3979
13f_a6|0.0|1|0|0|0|1.429020649|0.0|-0.088329567|-0.006930367|4.727387819|-0.008507023|2|45.0|0.04505613|-0.381170169|10.95053349|-0.049928822|-0.001446486|0.079490516|-0.466314952|0.841211811|0.77199166|-0.088948538|0.863222493|-0.073352505|-0.092939631|0.176745407|0.018554018|-49.2635105|-62.41821579999999|12.46087045|62.42897239999999|91.85971442|0.0|0.720711855|-33.08535238|75.61173794|61.72438096|0.401838426|579.7398537|-1123.527884|3253.287533|-14.79531062|9.050440345|15.13042752|0.6717890999999999|6128.208571|187.5697972|30.56694343|0.0196449239999999|-296.4599736|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|2.21|0.08|5.01|4.53|103.17|0.92|0.0|123.82|0.0|0.0|-5.11|5.0|-6.52|417.47|0.0|-4.78|1.65e-05|0.00688|6.59e-11|2.75e-08|4.8413|3.36|3139.0|-1347.301285|-1347.266914|711.29|901.0|256.1|568.41|0.70541|0.0048|10.8469|-1347.0794119999998|13.9612|42.0|7.3768
23_a10|0.0|0|0|1|1|1.34383709|2.140123457|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|2|0.036666667|-0.031558374|-0.17741132|10.92966139|-0.0253481679999999|0.010662507|-0.0502296329999999|-0.233801237|0.7338945809999999|0.754150918|-0.043248272|0.915208645|-0.049653973|-0.072395864|0.535680357|0.009615852|-35.17017083|-51.27837225|6.81095873|72.17779806|60.05816353|53.00900704|0.7611996520000001|-24.91121732|60.76548004|41.98112956|0.485561757|648.2471057|-1179.402562|1945.384475|-13.47382337|8.755988318|17.02048484|0.943867925|7034.375112000001|169.14354509999998|24.9903188|0.013394095|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|4.13|0.21|5.11|5.81|56.07|2.99|0.0|139.11|0.0|1.0|-5.38|5.0|-5.93|461.56|0.0|-5.7|2e-06|0.000923|1.44e-10|6.66e-08|3.8034|3.9|3.8034|-1470.1960279999998|-1470.166163|768.3|0.2089|325.98|606.18|0.67647|0.2089|3.8115|-1469.902562|4.8954|0.75|6.1249
14b_a23|0.0|0|1|0|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|5.351858133|-0.071396109|2|0.043538647|0.0519489729999999|-0.318684138|10.31321824|-0.047410593|0.0075222369999999|0.121308009|-0.4557487779999999|0.616699629|0.793551289|-0.077808321|0.8462596590000001|-0.063267638|-0.082441268|0.228282196|0.020454632|-41.01458464|-53.44429544|13.26014776|40.76245006|99.66542762|84.36242964|0.774359705|-26.58857202|64.97993029|54.274732400000005|0.450973737|548.6057241000001|-1068.885909|2280.830615|-14.74314679|7.833620016|14.26820636|0.821406493|6622.129837|146.2760938|29.36910744|0.01779446|-355.71896410000005|1380.34805|599.5697147999999|11.53563485|0.0|1.0|1.0|3.44|0.05|3.78|4.58|105.02|3.4|1.0|120.24|0.0|1.0|-5.58|5.0|-6.31|429.47|0.0|-5.11|7.73e-06|0.00332|2.14e-08|9.18e-06|3706.0|3.72|3706.0|-1729.161608|-1729.139722|673.05|0.3603|334.55|525.66|0.58097|0.3603|6.8752|-1728.9893510000002|9.7544|4.0|8.3536
12ah_a36|0.0|1|0|2|2|1.297013411|0.0|-0.050415481|-0.007648622|5.351858133|-0.043678703|2|0.043848238|0.078459408|-0.41302559|10.95983779|-0.050147748|0.0010871589999999|0.133939811|-0.444563583|0.8941919290000001|0.835013502|-0.0861053359999999|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|0.0184777819999999|-49.0084977|-68.45222166|11.93961081|82.70705743|110.8777131|0.0|0.768906425|-31.66734951|80.02464883|60.9481085|0.468162246|535.2826672|-1232.13999|2334.380591|-15.92320089|8.26712637|15.54445187|0.8802726820000001|6015.129321|149.3235124|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|11.57242717|1.0|0.0|0.0|0.0|0.14|3.35|2.54|69.2|2.51|0.0|128.76|0.0|1.0|-4.44|4.0|-6.49|415.88|0.0|-4.59|2.55e-05|0.0106|6.65e-08|2.77e-05|5.2259|3.79|3.7792|-1692.545871|-1692.512868|682.21|0.6729|237.25|532.36|0.6970000000000001|0.0485|5.4979|-1692.369929|7.6265|11.0|7.9586
14ac_a23|0.0|0|1|0|0|1.1979507740000002|2.7104403130000003|0.0763230759999999|-0.011656739|5.351858133|-0.4422550999999999|2|0.048351548|0.016532702|-0.66443411|10.3132169|0.043387326|-0.004445662|0.068237909|-0.562985112|0.5562570379999999|0.7797862459999999|0.054652466|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|0.016832361|-66.72452104|-73.32014595|12.70997824|57.45545019|51.99287907|0.327656318|0.8077820920000001|-50.3831402|87.75911516|79.43449928|0.489147172|703.0989434999999|-1759.6835030000002|3417.45156|-25.07023818|8.122941134|15.90074614|0.95751094|9203.543798|145.1421706|41.10214358|0.019122137|-464.8074813999999|2178.41361|718.3324686000001|14.43896921|1.0|1.0|1.0|3.34|0.12|5.52|8.36|105.02|4.6|1.0|130.29|0.0|1.0|-7.31|10.0|-5.84|547.48|1.0|-6.65|2.24e-07|0.000123|9.25e-10|5.06e-07|4.0014|4.93|3.6325|-2304.001319|-2303.9786940000004|751.54|0.3209|309.85|627.76|0.69962|0.2391|6.3004|-2303.819891|8.6341|4.0|8.3851
47g_a18|0.0|0|0|1|1|1.251175676|0.0|-0.005500039|-0.005817448|4.844187086|-0.034211867|0|0.031179487|-0.048472184|-0.477030713|10.94702253|-0.008224928|0.00531392|-0.071877686|-0.4138670829999999|0.765824398|0.750610215|-0.014370598|0.834424154|-0.065225536|-0.08547236|0.413435809|0.013404131|-55.35188184|-72.53379954|11.37505183|111.5517627|140.5114492|47.07867403|0.731870777|-46.97287277|86.33162323|66.72693367|0.4913566339999999|708.1114197|-1958.412588|2268.439188|-21.03738872|10.33698377|20.32265524|0.966014041|7870.887027|227.5405903|33.87214455|0.016259076|-393.5416883|2675.8994190000003|1347.416568|13.79782369|1.0|0.0|1.0|0.0|0.34|3.22|3.6|88.97|2.79|2.0|164.47|1.0|1.0|-6.11|4.0|-6.4|541.68|0.0|-5.52|3.01e-06|0.00163|6.04e-10|3.27e-07|3.0965|8.13|3.0965|-1743.375845|-1743.346243|905.71|0.5955|400.4|874.26|0.69828|0.5955|4966.0|-1742.847918|5.9864|9.0|8.0458
8g_a12|0.0|1|1|1|1|1.28383574|0.0|0.10205033|-0.0084227909999999|4.59511985|-0.029907264|2|0.038347953|-0.038463841|-0.40429396|10.95472263|-0.040257632|0.005405355|-0.068810076|-0.532504083|0.804158158|0.7475224290000001|-0.070405398|0.8576253690000001|-0.076856227|-0.1045061519999999|0.274352085|0.008910823|-42.39297373|-57.6443411|4.915102972|84.95000993|78.53214058|0.0|0.90166696|-23.38345638|61.99654413|47.30807670000001|0.463772637|473.055878|-1037.59814|1356.883205|-13.00742505|6.882798206|12.83559677|0.864880588|5327.736626|54.23932676|26.15353224|0.007890315|-443.109365|1150.7554189999998|480.0590283|4.352203029|0.0|1.0|1.0|2.51|0.1|3.31|2.07|78.85|2.89|0.0|109.93|0.0|1.0|-4.38|5.0|-6.28|353.38|0.0|-4.34|4.61e-05|0.0163|9.98e-09|3.53e-06|4.2057|3.68|3731.0|-1154.321531|-1154.281986|590.93|0.3786|294.8|418.41|0.55027|0.1601|2.9986|-1154.173831|4.2131|3715.0|5.43
15a_a50|0.0|0|1|1|1|1.3530592819999998|4.126145086|-0.113976703|-0.004429392|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|-0.234757789|10.94500663|-0.125205943|0.005828749|-0.072976638|-0.325638639|0.797917311|0.821868651|-0.207610131|0.837789896|-0.0783960279999999|-0.084501726|0.4349386739999999|0.018014615|-46.91098865|-50.56454577|10.77967103|275.287923|97.06405493|0.0|0.705410595|-28.07082095|61.78266878|57.69065967|0.4476230879999999|501.3207109|-859.5972780999999|1754.903963|-10.49734522|8.095541483|14.65582885|0.8103580690000001|5401.219537|176.277812|24.86892274|0.018747341|-245.8291419|1218.577214|569.5267957000001|11.21812301|0.0|1.0|1.0|2.63|0.23|3.23|3.57|68.76|1.87|0.0|110.43|0.0|1.0|-3.6|4.0|-6.78|371.44|0.0|-3.92|0.0001189999999999|0.0444|8.070000000000001e-07|0.0003|4.0408|2.66|4.0408|-1199.818129|-1199.784983|644.4|0.1767|306.83|519.38|0.66132|0.1767|6.6307|-1199.629702|9.0948|41.0|7.3872
24_a47|0.0|0|1|0|0|1.304328602|1.225600378|0.0453435129999999|-0.010774404|4.727387819|-0.1160443999999999|2|0.039520202|0.0251322929999999|-0.484848181|10.95005721|0.071506228|-0.004514441|0.056234624|-0.540463145|0.662080166|0.812650394|0.113432542|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|0.021522987|-42.71324947|-51.21152885|12.11301576|41.72753688|121.5922303|47.170683|0.611603578|-24.03877652|69.27912772|54.82626523|0.479188295|441.2021442|-768.1729327|1239.381181|-10.29341441|7.024694045|13.48797266|0.920079732|6022.202634|218.5873217|29.90471672|0.032103375|-125.6197312|1255.998102|457.1122177|18.06759887|0.0|1.0|1.0|3.12|0.05|2.78|4.64|84.73|2.86|0.0|104.73|0.0|1.0|-4.61|5.0|-6.48|396.81|0.0|-4.52|3.05e-05|0.0121|2.32e-08|9.22e-06|3.9675|4.46|3.9675|-1696.105723|-1696.071577|578.94|0.2618|312.5|450.98|0.6835|0.2618|2.6517|-1695.98597|3.6008|3.0|8.5
9i_a24|0.0|1|0|0|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|5.209486153|2.01e-05|2|0.023854167|-0.076024544|-0.190487553|10.96661275|-0.00532872|0.005891639|-0.140841749|-0.32068769|0.783500303|0.822658951|-0.0106944439999999|0.8260893640000001|-0.064657333|-0.069812876|0.379687415|0.025118046|-30.56504777|-33.00219474|11.87389334|10.13249376|82.21166337|1.634015079|0.499238289|-14.44881966|51.05832236|42.43894111|0.468272544|390.5119445|-396.0263368|761.9885477000001|-5.506205845|5.946747117|11.18382556|0.8806627109999999|4155.922671|236.7218826|23.33121014|0.038195951|0.720157264|793.2611447|295.8603625|18.05612763|1.0|0.0|1.0|1.36|0.0|2.42|2.72|72.28|0.67|0.0|82.17|0.0|1.0|-2.6|4.0|-7.01|288.31|0.0|-3.1|0.000791|228.0|8.95e-07|0.000258|4.6212|1.13|4.1459|-945.286637|-945.2626532|501.48|0.2373|268.3|363.15|0.6755800000000001|0.0029|7.1135|-945.222448|9.2818|88.0|7.0555
10_a47|0.0|0|0|0|0|1.381868067|0.0|-0.003570214|-0.008013899|0.0|-0.166367455|2|0.042276423|-0.169242585|-0.384667159|10.93671036|0.007193585|-0.0065562469999999|-0.349569106|-0.45272733|0.7027461220000001|0.754096463|0.011239977|0.841070966|-0.076311525|-0.0936757959999999|0.417511484|0.00951788|-40.80144983|-50.08559665|5.088920549|103.41137940000002|84.97451737|0.0|0.801882632|-21.81529334|57.59863288|45.89037038|0.411647394|449.6950454|-851.455143|1567.859561|-10.11660331|6.277122171|10.66897998|0.699661037|5482.319019|105.9273263|23.5960035|0.014051737|-322.8149102|1061.820157|498.0016816|7.51303623|1.0|0.0|1.0|2.97|0.09|5.12|5.92|58.04|3.21|0.0|106.43|0.0|1.0|-5.75|4.0|-5.08|359.4|1.0|-5.5|3.18e-06|0.00114|1.4199999999999999e-09|5.110000000000001e-07|5.7693|4.37|3.7236|-1188.405988|-1188.3744|579.86|231.0|214.9|426.55|0.69212|0.2175|1.9281|-1188.244739|2.8795|13.0|7.9
8c_a31|0.0|1|0|1|1|0.610137334|0.0|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|0.03995098|-0.106461724|-0.574140137|10.31169969|-0.1029580369999999|-0.004832959|-0.178276512|-0.513257014|0.922486359|0.847752299|-0.1759864119999999|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-64.57121646|-70.64275621|16.3656112|133.3100368|206.2599245|477.2277896000001|0.72308253|-35.61776956|82.77037329|80.93682766|0.47508938|345.3445134|-918.3558307|1678.6836239999998|-12.06117028|6.820988495|12.99457133|0.90508624|4835.748065|152.7489054|30.23944586|0.021986076|-246.1066271|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|2.9|0.29|4.89|3.13|114.29|0.85|0.0|93.45|0.0|1.0|-4.42|5.0|-6.7|342.42|0.0|-3.63|0.000237|0.0811|7.45e-07|0.0002549999999999|3.8492|1.83|3.8492|-1426.166503|-1426.129055|595.67|0.2597|322.11|475.72|0.7005|0.2597|3.3453|-1426.024361|5.1815|0.81|6.0915
5_a27|0.0|0|0|0|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|-0.068518519|2|0.048947368|-0.149034787|-0.286030638|10.93772408|-0.013448351|0.010329671|-0.250776983|-0.4982037479999999|0.639413469|0.760083119|-0.020087122|0.8531787759999999|-0.055979434|-0.085078576|0.333977277|0.01695771|-29.50048722|-44.83538435|8.936508815|10.48961936|77.37301579999999|56.35994804|0.741481472|-15.54640123|53.51978325|38.43699603|0.439066197|449.6149323|-672.5307653|1254.531539|-8.438466859|6.160679036|10.98289851|0.7827415529999999|4943.51602|136.2361487|21.59546513|0.016479312|-254.5156507|907.0095354|424.8821143|8.684398894|0.0|1.0|1.0|3.11|0.16|2.94|2.8|65.6|2.66|0.0|97.55|0.0|1.0|-3.61|4.0|-6.49|331.37|0.0|-4.01|9.78e-05|0.0324|6.04e-07|0.0002|4.0989|4.9|4.0989|-1083.143246|-1083.124207|566.68|0.2448|302.48|463.87|0.64548|0.2448|2.3781|-1083.019748|3.5632|3.0|8.5229
2_a47|0.0|0|0|0|0|1.381899691|0.0|-0.002024001|-0.008527649|0.0|-0.13117284|2|0.027058824|-0.004557357|-0.3581612489999999|10.93671092|-0.013580367|-0.006079384|-0.007299676|-0.444853768|0.916092248|0.671819147|-0.0253134039999999|0.847324011|-0.083455669|-0.095655954|0.482748996|0.008511123|-41.57671973|-47.65477123|4.240150185|99.5619537|76.06154148|0.958043241|0.784978115|-20.71307621|55.81329383|45.81686991|0.433425706|422.1277419|-714.8215685|1242.745585|-9.131190896|5.308758149|9.369924133|0.764993595|4559.060763|107.1215986|23.34938746|0.016376351|-283.9460863|910.626111|392.6099255|8.158522603|1.0|0.0|1.0|2.54|0.0|3.7|4.75|58.04|2.39|0.0|96.54|0.0|1.0|-5.46|3.0|-5.0|313.35|0.0|-5.11|7.75e-06|0.00243|1.51e-08|4.73e-06|3.7181|3.49|3.7181|-1010.540464|-1010.505024|536.13|0.2143|333.46|371.19|0.69102|0.2143|2.1266|-1010.412694|3.1004|631.0|6.2
13i_a6|0.0|1|0|1|1|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|1|0.042560386|0.035242754|-0.852681372|10.95129557|-0.032549318|-0.007703306|0.057038772|-0.560601136|0.8744720490000001|0.7771558909999999|-0.054229558|0.624046118|-0.120457274|-0.129526268|0.221116773|0.031178586|-80.75190740000001|-86.83156133|20.90143854|181.1128483|252.0312146|116.5456632|0.783597763|-54.13430283|100.2320567|101.6533459|0.429711323|418.3467934|-1649.799665|2880.134143|-20.86772478|8.294136887|14.54375165|0.753497905|6306.951561999999|145.07130039999998|39.72483975|0.019989461|-380.2354072|2105.416507|673.8038326000001|13.40049533|1.0|1.0|1.0|2.7|0.12|4.16|3.54|115.15|1.18|0.0|120.17|0.0|1.0|-5.03|5.0|-6.81|427.46|0.0|-4.48|3.28e-05|14.0|3.18e-09|1.36e-06|3.6668|4.94|3.5614|-1426.549926|-1426.518007|703.43|0.2903|338.12|553.67|0.70517|19.0|7.8342|-1426.332492|10.1375|21.0|7.6778
16a_a23|0.0|0|1|1|1|1.197962324|3.411338761|-0.0147904689999999|-0.0054940769999999|5.351858133|-0.013055633|3|0.046283951|0.062601621|-0.302174246|10.31321796|-0.071458049|0.01226642|0.115499047|-0.380779155|0.765869487|0.8323974470000001|-0.116894582|0.934837094|-0.041095401|-0.07288672|0.181301571|0.021379172|-26.53751114|-47.06687604|13.80568132|9.922436905|42.07919382|91.92609822|0.585920722|-17.13669862|65.21027197|40.34319246|0.49525751|603.6746046|-847.2037686000001|1801.957216|-10.72715788|8.024409307|15.89802615|0.981208279|6552.801739|267.3932664|28.35168303|0.02809646|-110.9672657|1445.935835|668.3493171|18.14339594|1.0|0.0|0.0|0.0|0.14|2.03|2.52|108.26|2.04|1.0|125.79|0.0|2.0|-4.58|4.0|-7.02|427.5|0.0|-4.31|4.86e-05|0.0208|5.38e-06|0.0023|1.6239|2.49|1.6239|-1685.913359|-1685.8794469999998|670.04|0.2066|763.49|555.21|0.96307|0.2066|11.6254|-1685.6419010000002|18.4446|39.0|7.4037
13d_a5 (GW788388)|0.0|1|0|1|1|1.236844097|0.0|-0.0959854909999999|-0.005668173|4.59511985|-0.009710199|3|0.027375887|-0.092509033|-0.33442223|10.94530363|0.024793388|0.003668464|-0.14893897|-0.3706975529999999|0.7333482170000001|0.78479342|0.047169811|0.774103723|-0.086824482|-0.0844793|0.54169129|0.014571846|-57.42492153|-55.87383979|9.637686167|151.3669372|149.40573999999998|44.69922692|0.669182121|-37.98032007|70.45205183|67.0626077|0.488398052|511.985152|-1061.602956|1377.863026|-12.76608229|8.077599766|15.788837|0.954644629|6122.792779|218.7999323|28.84397435|0.022041749|-223.7910275|1586.418589|723.0631751|14.57821204|0.0|1.0|1.0|2.74|0.2|4.56|4.11|92.79|1.37|0.0|121.68|0.0|1.0|-4.35|5.0|-6.94|425.48|0.0|-4.35|4.5e-05|0.0192|1.45e-09|6.16e-07|4.6091|3.81|4.1706|-1390.589662|-1390.548362|707.09|0.5251|269.0|532.01|0.48848|0.1549|2.4867|-1390.355751|3355.0|18.0|7.7447
