molecula|SddssS|NaaNH|n9FaHRing|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8d|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
18a_a22|0.0|0|0|0|0|1.194229718|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|2|0.038167849|0.033735832|-0.19538364|10.31286146|-0.015194063|0.007079018|0.059645624|-0.296897301|0.760537197|0.7329701259999999|-0.027029438|0.926535704|-0.050645213|-0.076119803|0.573315195|0.01713283|-34.36220678|-51.6464295|11.62443251|29.59800426|49.84469832|18.5219848|0.710467198|-23.31437056|64.80092090000001|45.98663929|0.487405342|628.6440468999999|-1032.92859|2213.859172|-13.47750813|7.037677899|13.72951861|0.950859191|6630.646100999999|196.4447473|27.95908297|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|3.17|0.08|5.32|5.11|100.61|2.13|1.0|131.64|0.0|1.0|-5.59|4.0|-6.28|436.53|0.0|-5.16|6.98e-06|0.00305|3.95e-10|1.73e-07|5.0214|3.69|3.4832|-1691.3151059999998|-1691.2957760000002|695.35|0.3174|246.91|531.16|0.68577|0.0354|3851.0|-1691.097989|5.3946|13.0|7.8861
15d_a10|0.0|0|0|2|2|1.343850133|2.147544195|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|-0.184039927|10.92970801|0.007032164|0.011249462|-0.092884337|-0.1945202089999999|0.74726683|0.745184875|0.0131101969999999|0.87609771|-0.057588609|-0.070612242|0.565801561|0.02281891|-38.80896881|-47.58559595|15.37766538|67.59624856|83.49776405|141.0919598|0.471900166|-26.15336742|66.95020436|54.18663419|0.473858537|590.402322|-761.3695352999999|2036.192049|-8.551449923|8.429169102000001|16.02072769|0.900629528|6511.656447|355.8865234|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|4.01|0.35|4.14|3.44|65.3|1.54|0.0|131.43|0.0|1.0|-3.78|6.0|-7.04|441.52|0.0|-4.38|4.1200000000000005e-05|0.0182|1.5e-08|6.62e-06|5.6004|2.05|3.8591|-1430.8144619999998|-1431.051425|737.09|312.0|221.39|565.91|0.6814100000000001|0.0856|3.3831|-1430.795367|3.8163|69.0|7.1612
5d_a40|0.0|0|0|0|1|0.6049133329999999|1.601200869|-0.071479892|-0.005662681|6.167516491000001|0.0418378229999999|0|0.044526749|-0.1031436519999999|-0.1868684619999999|10.31198333|0.029272031|0.006642869|-0.259985037|-0.399968083|0.496945486|0.8092726020000001|0.0451110059999999|0.754010052|-0.086193996|-0.094277694|0.049855551|0.022027556|-39.55506228|-43.26473143|10.10860823|181.4728912|112.88660690000002|53.85026982|0.8111805740000001|-18.15211073|49.97858532|49.66367051|0.479931934|346.0207917|-519.1767771000001|511.3769101|-7.94180214|6.288958592999999|12.09256826|0.922825231|4051.712713|86.65063178|21.3342049|0.014630084|-285.606135|640.0261471|243.4287716|6.713853887999999|1.0|1.0|0.0|2.56|0.21|4.08|3.64|75.5|2.25|1.0|74.11|0.0|2.0|-4.23|4.0|-5.94|287.31|0.0|-3.82|0.000152|0.0436|4.7600000000000005e-05|0.0137|3.7374|4.61|3.7374|-1276.833831|-1276.817151|473.48|0.4493|331.74|365.74|0.69613|0.4493|7.0422|-1276.797751|9.2439|19.0|7.7212
14j_a23|0.0|0|1|0|0|1.197963927|3.278390512|0.074424082|-0.006327927|5.351858133|-0.071396109|2|0.046283951|0.037350515|-0.322724299|10.31321824|-0.055708465|0.0075222369999999|0.087218599|-0.463194548|0.616699629|0.800643488|-0.091426449|0.8454521620000001|-0.062203032|-0.082226482|0.226990358|0.020485263|-40.35191855|-53.34139172|13.28905737|40.38957571|100.2571987|83.17168000000001|0.7739671709999999|-26.17681598|64.88069411|53.64097592|0.497137467|548.455847|-1066.827834|2175.598042|-14.72479008|7.83426417|15.57933561|0.988615047|6597.039681|146.63044480000002|29.32742551|0.017787992|-355.4521561|1378.388999|599.5697147999999|11.53930239|0.0|1.0|1.0|3.41|0.05|3.78|4.58|105.02|3.4|1.0|120.24|0.0|1.0|-5.58|5.0|-6.31|429.47|0.0|-5.11|7.73e-06|0.00332|2.14e-08|9.18e-06|3.6671|3.72|3.6671|-1729.15999|-1729.1379190000002|670.6|0.3886|338.1|528.18|0.65128|0.3886|5.8037|-1728.988797|8.3233|4.0|8.3883
4S4l_a46|0.0|0|0|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|-0.255755434|10.94631401|-0.161358058|0.006162668|-0.1012114369999999|-0.3888343979999999|0.7940662409999999|0.726535412|-0.229089688|0.894782107|-0.090807851|-0.084663086|0.213675946|0.007140583|-49.45536962|-46.10883478|3.888872426|178.19783940000002|57.30330315|0.0|0.877939134|-26.93416438|49.6055056|53.34424204|0.469439238|487.3122681|-829.959026|1744.8220399999998|-8.862913904|5.668394116|10.68377935|0.884798257|4920.211524|66.47624804|18.5362581|0.006420439|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|3.19|0.36|4.64|5.02|50.94|3.06|0.0|105.77|0.0|1.0|-5.28|3.0|-5.23|347.45|0.0|-5.11|7.78e-06|0.0027|9.980000000000001e-08|3.47e-05|5.2929|4.99|4.1414|-1092.753999|-1092.727031|583.76|0.2586|234.25|500.66|0.6763600000000001|0.0614|2.5083|-1092.543641|2.8473|261.0|6.5834
12bd_a36|0.0|1|0|2|2|1.297043358|0.0|-0.051990612|-0.006695407|5.351858133|-0.045630197|2|0.04625323|0.025649557|-0.4017244129999999|10.94639828|-0.0288761339999999|0.0045625|0.042808724|-0.436345273|0.902377067|0.78699829|-0.047786573|0.832478093|-0.071083327|-0.099460046|0.279020022|0.0177487689999999|-46.92083391|-65.65179884|11.7156452|83.92365468|110.578217|0.0|0.78244124|-30.9716039|75.7932235|58.63647911|0.475272043|549.5039111000001|-1313.035977|2403.371086|-15.47699253|8.050812711|15.34283166|0.905749421|5957.939097|143.6066496|29.96655829|0.015363883|-372.868829|1678.127264|729.1873176|10.14142465|1.0|0.0|0.0|0.0|0.21|3.76|2.5|69.2|2.45|0.0|133.68|0.0|1.0|-4.54|4.0|-6.38|409.49|0.0|-4.6|2.5e-05|0.0102|4.55e-08|1.86e-05|3.8786|3.79|3544.0|-1311.591775|-1311.560669|706.26|0.4467|319.66|568.94|0.7044100000000001|0.0058|5.7533|-1311.352257|7.6908|17.0|7.7696
6a_a40|0.0|0|0|1|2|0.604893625|1.78213955|0.117890918|-0.014623575|6.401917197|-0.077397672|0|0.035707071|-0.146542353|-0.68730803|10.30179985|-0.230955427|-0.001171195|-0.272320301|-0.620787469|0.682273668|0.801647855|-0.340539542|0.733750993|-0.109047987|-0.117413572|0.360858579|0.016399125|-68.11170799|-73.33687786|10.24294396|185.06174|166.2999483|36.84483305|0.8678518190000001|-42.542782200000005|81.37714586|78.35465194|0.41480944|458.303126|-1320.063801|2536.88262|-19.17478857|6.945713476|11.8691482|0.708845065|7059.617542|82.54016015|35.37373259|0.012872604|-459.522754|1521.070502|557.4018948|8.040268001|1.0|1.0|1.0|3.01|0.21|4.38|3.07|173.43|1.62|2.0|120.14|1.0|2.0|-7.11|5.0|-6.32|442.53|1.0|-4.99|1.03e-05|0.00457|8.950000000000001e-05|0.0396|2.9836|7.73|2.9836|-2371.579899|-2371.560378|649.48|0.4015|415.55|497.78|0.6782699999999999|0.4015|6.9379|-2371.443161|9.3893|0.04|7.3979
19a_a22|0.0|0|0|0|0|1.422917238|1.572240489|-0.000989685|-0.009145283|4.727387819|-0.144269652|2|0.0389622639999999|-0.020553065|-0.548716971|10.9464374|0.016501913|-0.001355145|-0.03516233|-0.496053375|0.72808001|0.777600172|0.0271939039999999|0.744354735|-0.090145161|-0.09370213|0.51561501|0.024839714|-67.26339083|-69.91748544|18.53458775|373.8201781|190.7541925|106.645364|0.684706189|-50.18975739|89.23486638|85.79797858|0.4347718229999999|555.4133255|-1468.267194|2607.322873|-19.56380872|8.648671382|15.30120355|0.76919701|7095.27723|235.2620007|38.29242013|0.025888799|-275.6435167|2144.375527|781.8210659|19.31738094|1.0|1.0|1.0|2.27|0.08|3.08|3.41|128.68|0.98|0.0|132.15|0.0|1.0|-4.38|6.0|-7.67|463.49|0.0|-4.11|7.69e-05|0.0356|1.73e-09|8e-07|5.0397|5.69|3.5809|-1537.071348|-1537.0241640000002|740.07|0.2218|246.01|567.03|0.66605|0.0623|4.5288|-1536.823574|6.5658|48.0|7.3188
8j_a46|0.0|0|0|1|1|1.160371125|2.1279894180000003|-0.13040237|-0.0017688329999999|5.533389489|-0.008523199|2|0.043903904|-0.129276363|-0.081366324|10.96391738|-0.053618988|0.0108603019999999|-0.204674804|-0.229679821|0.645146311|0.789844634|-0.074207717|0.934648421|-0.054707287|-0.068971544|0.308052557|0.008672342|-29.38737046|-37.04976799|4.658562801|7.723448142|35.10521457|64.83187221|0.822112519|-15.7861518|41.80044861|34.04593326|0.427798746|502.0694817|-592.7962878|1888.679875|-7.405468973|5.617748211|9.817783823|0.747636856|4759.107832|95.55665364|16.76894569|0.008843828|-346.061389|721.0646647000001|453.1959065|4.750680627|1.0|1.0|1.0|3.25|0.32|4.71|4.55|43.6|2.62|1.0|96.94|0.0|1.0|-4.59|3.0|-5.55|338.83|0.0|-4.83|1.47e-05|0.00497|5.46e-08|1.85e-05|4.9636|3.78|4.4107|-1414.53151|-1414.50743|576.48|0.1728|249.79|493.89|0.70121|0.1427|5.2361|-1414.402087|6.4463|1228.0|5.9108
14a_a22|0.0|0|0|0|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|2|0.038167849|0.021482585|-0.280236463|10.9464374|-0.015194063|0.005757758|0.036467904|-0.360663314|0.6819423609999999|0.7392451729999999|-0.027029438|0.864077619|-0.062215607|-0.081479363|0.490491034|0.021268761|-42.39063895|-55.51601021|14.49148204|93.21042936|92.61079081|60.38977977|0.7007904070000001|-28.88288575|70.33046351|56.88212098|0.446584227|588.739773|-1110.320204|2169.870866|-14.54840956|8.052850876|14.55117701|0.8069597009999999|6348.976909|203.8666248|30.46889826|0.021742777|-273.61731430000003|1584.38271|684.5377542|14.81445329|1.0|1.0|1.0|2.86|0.08|3.87|4.31|85.59|1.73|0.0|124.05|0.0|1.0|-4.65|5.0|-6.61|420.47|0.0|-4.68|2.1e-05|0.00881|6.1e-10|2.56e-07|5.0653|4.98|3.5707|-1368.35698|-1368.321586|695.62|0.3051|244.77|534.87|0.63156|0.0578|4.9775|-1368.13858|6603.0|38.0|7.4202
12h_a30|0.0|0|0|2|2|0.604984682|0.0|0.046965756|-0.00737961|5.351858133|-0.06631353|2|0.043848238|-0.074988669|-0.391119352|10.31162898|-0.072247675|0.002064369|-0.166613751|-0.4708582289999999|0.669561738|0.831176513|-0.1240820219999999|0.763568404|-0.083127678|-0.09907575|0.353607682|0.017389133|-52.88851758|-63.03519645|11.06352871|89.66095835|150.42542849999998|0.0|0.7979748729999999|-33.64938551|73.14241438|63.95204629|0.468446216|485.8069155|-1197.668733|2268.811589|-15.55093031|8.066818026|15.1759206|0.881277172|6252.192213|128.5349203|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|10.10721793|1.0|1.0|0.0|0.0|0.14|4.25|3.18|81.65|3.2|0.0|127.24|0.0|1.0|-5.39|5.0|-6.02|416.47|0.0|-5.01|9.71e-06|0.00405|1.26e-07|5.260000000000001e-05|5.0289|4.07|3.5101|-1675.011389|-1674.977665|672.54|0.1878|246.54|518.06|0.68543|155.0|2.9684|-1674.838376|3.4138|9.0|8065.0
1a_a5|0.0|0|0|1|1|1.189701889|0.0|-0.271170445|-0.001785522|4.59511985|0.009305578|2|0.021346801|-0.075791863|-0.078562954|10.9502215|-0.004213083|0.00549829|-0.123867037|-0.179831877|0.8309401009999999|0.7427901179999999|-0.008431181|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|0.008036994|-36.19957997|-38.07869556|4.047117885|83.60943679|83.77332129999999|0.0|0.7256546770000001|-18.22870183|46.38422909|40.24669785|0.455258786|419.7878208000001|-571.1804334|902.6910106|-7.015226132|6.199179484|11.38004491|0.835734058|4005.068642|138.1496441|19.19815378|0.016493595|-227.2618539|787.1243051|403.543273|8.305533524|0.0|0.0|1.0|0.0|0.16|3.08|1.42|37.81|2.09|0.0|93.49|0.0|1.0|-2.6|4.0|-6.58|298.34|0.0|-3.44|0.000365|109.0|7.13e-08|2.13e-05|4.6707|2.85|2.8332|-951.1394906|-951.110826|531.02|0.2109|265.45|386.8|0.54123|0.0126|4.4956|-951.226623|6.7017|107.0|6.9706
14i_a23|0.0|0|1|0|0|1.197963212|3.2692375460000003|0.142566578|-0.010148243|5.351858133|-0.130330047|2|0.0432555559999999|0.040408197|-0.558153376|10.31321758|-0.026731172|0.002496501|0.075401108|-0.569707595|0.77007911|0.8025091329999999|-0.04255066|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|324.811841|151.83084580000002|93.48624142|0.7780956840000001|-41.59306642|79.20815775|75.47917433|0.478050606|531.9462982|-1386.567643|2447.1741030000003|-18.59026006|8.107659819|15.53342127|0.915894552|7030.347905|151.7330992|34.94120504|0.019276934|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|1.0|0.0|2.64|0.04|2.57|3.12|148.11|2.28|1.0|128.38|1.0|1.0|-5.21|5.0|-7.33|454.51|1.0|-4.39|4.03e-05|0.0183|1.11e-07|5.03e-05|3.6931|4.64|3.6931|-1798.64228|-1798.608335|715.68|0.3639|335.72|580.74|0.55606|0.3639|5.9563|-1798.434186|8.3755|3.0|8.4622
3d_a12|0.0|0|0|1|1|1.28383852|0.0|0.092417272|-0.008186708|0.0|-0.053022041|3|0.038787879|-0.166233441|-0.360215148|10.95472859|-0.058191686|-0.000643935|-0.282667477|-0.532019854|0.91670178|0.7697403429999999|-0.108208213|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|0.011128076|-34.34601551|-49.24083018|5.717316796|74.39425719|74.63869204|0.0|0.77428353|-17.64609244|57.52228251|40.06333231|0.472404561|439.1353855|-738.6124526000001|1205.356874|-9.255608086|5.786006004|10.96674758|0.89539167|4509.417998|115.96727140000002|23.26659057|0.01611886|-281.8395348|953.9302134|410.9162081|8.281452338|1.0|1.0|1.0|2.71|0.11|3.37|2.19|50.17|2.26|0.0|100.28|0.0|1.0|-3.52|4.0|-6.22|313.36|0.0|-3.91|0.000123|0.0385|3.08e-08|9.64e-06|4.2114|3.1|3.7719|-1006.727999|-1006.704001|548.21|0.3336|294.4|411.35|0.6572100000000001|0.1583|2.2068|-1006.606666|3.0037|25.0|7.6021
4o_a46|0.0|0|0|1|1|1.13463699|2.138144369|-0.24479566|-0.000627744|5.587248657999999|0.042766097|1|0.043320988|-0.2363624889999999|-0.032014955|10.93828256|-0.06855792|0.010144781|-0.376106593|-0.096073163|0.626333846|0.7699448320000001|-0.09492635|0.950732618|-0.0648126359999999|-0.06570509|0.372146122|0.00972341|-35.54402423|-36.03345669|5.332434441|5.821925821000001|27.01882145|31.19780621|0.7510206490000001|-19.49276784|42.00638612|40.87645867|0.460981009|521.3931342|-576.535307|1705.3950960000002|-6.587059484|5.527567399|10.25486577|0.855222204|4966.476822|136.5432529|15.99310518|0.0108913189999999|-275.3254498|767.6690487000001|544.7877262000001|5.972929428|1.0|1.0|1.0|3.12|0.32|4.77|4.94|54.5|2.72|0.0|103.66|0.0|1.0|-4.91|3.0|-5.51|342.44|0.0|-4.87|1.34e-05|0.0045899999999999|5.5e-08|1.88e-05|4.3255|3.76|4.3255|-1070.456878|-1070.428722|581.59|0.1598|286.64|501.08|0.6843|0.1598|3.4494|-1070.276387|4.8244|162.0|6.7905
8g_a8|0.0|1|0|1|1|1.39137364|1.298078704|-0.000475415|-0.014340328|5.4161004020000005|-0.222784884|0|0.0438779959999999|0.000966222|-0.731356723|10.94318883|-0.03728368|-0.007047583|0.001970629|-0.508072694|0.6784762320000001|0.734188081|-0.0571942009999999|0.533935495|-0.136742629|-0.129695841|0.298992226|0.031118325|-83.78686741|-79.46906035|19.06725815|171.26571059999998|285.5736014|67.54104396|0.8330608209999999|-51.33906829|90.27531534|102.8541256|0.479218966|327.1604688|-1509.912147|2148.49832|-19.68456628|7.440878437999999|14.28792131|0.920192814|6581.432140999999|102.2893227|38.56355928|0.017636126|-408.1554248|1812.487286|551.1746801|10.80625499|0.0|1.0|0.0|2.96|0.04|4.11|3.89|99.34|3.01|0.0|111.38|0.0|1.0|-5.3|5.0|-6.34|417.39|0.0|-4.94|1.16e-05|0.00483|4.01e-08|1.67e-05|3.7495|7.17|3.7495|-1450.9549470000002|-1450.913472|635.27|0.3904|330.67|489.97|0.69221|0.3904|6.0697|-1450.787398|7.5762|4.2|5.3768
12x_a36|0.0|1|0|2|2|0.629399587|0.0|-0.058295476|-0.007008724|5.351858133|-0.046532211|2|0.041767677|0.021670322|-0.40650598|10.33556641|-0.023932402|0.003710345|0.038200407|-0.4331246039999999|0.906423012|0.828393514|-0.041914045|0.836402835|-0.0737521679999999|-0.104368092|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|11.85578416|81.81168174|110.0434027|0.8295471390000001|0.7768535409999999|-33.36962015|81.1499815|61.46507585|0.458792701|562.6051882|-1333.8579550000002|2391.802689|-16.61514211|8.770758009|16.20591229|0.847720832|6193.10485|150.09915149999998|31.79630645|0.016274369|-372.4502879|1717.000548|725.9470896|10.94693123|1.0|1.0|1.0|0.0|0.17|3.33|2.61|94.5|2.51|0.0|135.47|0.0|1.0|-4.85|4.0|-6.64|427.52|0.0|-4.51|3.09e-05|0.0132|8.95e-08|3.83e-05|3.8776|3.37|3.7364|-1670.452834|-1670.419519|719.63|0.3901|319.74|569.01|0.68112|0.0199|5.6653|-1670.244307|7.2812|7.0|8.1549
19_a31|0.0|1|0|0|0|0.61013725|0.0|0.062492295|-0.01001901|5.351858133|-0.086654127|0|0.0427124179999999|-0.044625452|-0.46087445|10.31169935|-0.081641954|-0.0038998559999999|-0.095997335|-0.615878515|0.656654981|0.8558149140000001|-0.138769819|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|-53.25742146|-66.3863707|8.596058678|75.32978176|157.414423|67.42915967|0.776211804|-31.1960848|75.31824576|61.85348014|0.446100738|428.3459076|-929.4091898|1992.2502|-12.37297805|7.0760696020000005|12.77501178|0.805382437|4917.329034|131.0862475|27.21285095|0.0152483439999999|-323.5878356|1197.365442|460.3754405|8.931875058|1.0|1.0|1.0|2.62|0.28|5.8|4.33|98.91|1.68|0.0|97.25|0.0|1.0|-4.67|4.0|-6.41|358.43|0.0|-3.92|0.0001199999999999|0.0431|4.08e-08|1.46e-05|5.0344|5.24|3.9477|-1489.532192|-1489.4951640000002|625.93|0.3205|246.28|537.66|0.7005600000000001|0.2271|1.7076|-1489.382077|2.4209|1.8|5.7447
20_a31|0.0|1|1|0|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|-0.057200812|0|0.03995614|-0.013040402|-0.476400874|10.31100269|-0.078213611|-0.001662219|-0.023477148|-0.594513619|0.788133615|0.8602874540000001|-0.131662689|0.7954270659999999|-0.085849869|-0.110195543|0.246878555|0.019334605|-53.79798102|-69.0542431|12.1160662|64.42171513|128.1960117|75.10345696|0.710707042|-33.71260536|81.35171021|65.91404723|0.464597945|498.4558574|-966.7594033|1758.762093|-13.1700345|8.289864307|15.48343758|0.86775525|5678.167489|181.2859728|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|2.74|0.26|6.49|4.38|140.04|1.1|0.0|110.47|1.0|1.0|-5.91|4.0|-6.39|397.52|1.0|-4.44|3.66e-05|0.0146|2.23e-08|8.86e-06|3.5381|4.78|3.5381|-1880.768349|-1880.734655|666.67|0.2011|350.43|560.67|0.7036600000000001|0.2011|3.7403|-1880.599777|4.9218|8.0|8.0862
8b_a8|0.0|1|0|1|1|1.395658149|1.42474537|-0.023718767|-0.013834266|5.4161004020000005|-0.182065125|1|0.040054466|0.019958073|-0.733216119|10.94650923|-0.03443232|-0.003593429|0.031896755|-0.5058761820000001|0.758899977|0.778853499|-0.0527918259999999|0.558354653|-0.130159955|-0.11627069|0.28604765|0.032440348|-79.74587194|-71.23625346|19.87542051|172.84152849999998|270.5854753|89.09854311|0.781454722|-48.85837649|84.97574547|99.62129245|0.4835310479999999|342.0904577|-1424.7250689999998|1821.324722|-17.8141788|7.507665421|14.53652808|0.936224813|6471.7604200000005|133.8974321|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|13.73949201|0.0|1.0|0.0|2.93|0.09|3.65|3.03|112.23|2.12|0.0|114.18|0.0|1.0|-4.77|5.0|-6.87|414.41|0.0|-4.43|3.69e-05|0.0153|7.33e-08|3.04e-05|4.5819|6.41|3.2992|-1407.0843|-1407.052256|640.35|0.2618|270.59|488.56|0.70195|0.1515|5.8389|-1406.887058|7.4497|5.08|5.2941
12f_a36|0.0|1|0|2|2|1.297042537|0.0|-0.066269699|-0.006773586|5.351858133|-0.032343041|2|0.039061728|0.10938259|-0.40641518|10.95389399|-0.06756661|0.0045625|0.182557897|-0.438198895|0.902377067|0.821599443|-0.1188384119999999|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|0.01784834|-46.86832019|-66.16123807|11.77610852|43.53853176|103.2191714|0.835268043|0.7803018709999999|-30.92312428|76.51015325|58.64442871|0.464240353|556.5681681|-1323.224761|2380.393255|-15.59012402|7.416874811|13.84366076|0.8665086190000001|6000.985822|144.9540437|30.28188764|0.015685228|-369.879252|1695.785708|729.1873176|10.34891518|1.0|0.0|0.0|0.0|0.21|3.62|2.45|69.2|2.45|0.0|133.52|0.0|1.0|-4.61|4.0|-6.33|409.49|0.0|-4.57|2.6600000000000003e-05|0.0109|4.38e-08|1.7899999999999998e-05|5.2106|3.87|3.6545|-1311.57896|-1311.550167|699.88|0.4374|237.95|545.55|0.70126|0.0231|5.9228|-1311.345557|7.8454|11.0|7.9586
9o_a24|0.0|1|0|1|1|1.294229152|0.0|-0.064667223|-0.007052095|4.59511985|-0.044044637|3|0.028472222|-0.087807028|-0.387865233|10.94506726|-0.000236595|0.002019902|-0.145366976|-0.38043264|0.738419215|0.785672769|-0.000453155|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|-51.14964436|10.7072496|32.50178358|133.0106596|44.8382925|0.668046377|-29.69744072|66.24061038|61.99847688|0.4861134689999999|445.9858336|-971.8432428|1906.512273|-11.03321234|6.080741586|11.83284872|0.945954873|6697.297449000001|192.1999837|28.52459128|0.026064002|-194.5965258|1454.754155|663.2688909|15.09096602|1.0|1.0|1.0|2.84|0.04|3.75|4.36|92.79|1.23|0.0|120.73|0.0|1.0|-4.49|5.0|-6.83|421.45|0.0|-4.4|3.9500000000000005e-05|0.0167|1.24e-08|5.23e-06|5.8802|4.41|4.2643|-1388.147972|-1388.094657|611.03|0.1409|210.85|432.84|0.65292|0.0288|4.3816|-1387.945865|5.9089|446.0|6.3507
18_a4|0.0|0|0|1|1|1.3998285519999998|1.904090136|-0.181683336|-0.004533883|5.4161004020000005|-0.164169913|1|0.042924837|0.049240675|-0.181355303|10.94611841|-0.063708832|0.00042|0.108754635|-0.319213511|0.624748358|0.793041267|-0.105846349|0.7755960390000001|-0.094231531|-0.085817825|0.269470313|0.017694182|-46.48874223|-42.33787448|8.729352711|203.5264327|110.7087804|0.0|0.769438308|-22.93503169|50.98777224|55.21809494|0.405586004|382.6371479|-635.0681172000001|1573.744396|-8.467791078|6.133421395|10.31843368|0.682329162|4381.693113|113.7466718|22.30718562|0.0175331289999999|-265.85258480000005|825.3658678999999|337.0066459|8.649897756|0.0|0.0|0.0|2.56|0.11|3.46|3.43|50.94|2.2|0.0|86.22|0.0|2.0|-2.95|4.0|-6.58|307.32|0.0|-3.51|0.000312|0.0959|2.96e-06|0.0009109999999999|4.5152|3.02|4.2045|-1033.480025|-1033.454769|523.81|0.2083|274.59|404.27|0.57777|0.1|2.7878|-1033.398285|3498.0|2.62|5.5817
32_a47|0.0|0|1|1|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|4.727387819|0.000921003|3|0.035568182|-0.013510009|-0.2037028839999999|10.95005715|-0.044598914|0.002350172|-0.0274939029999999|-0.2749014|0.6636125860000001|0.810444864|-0.078006445|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|-41.57905445|-52.38450683|13.90468487|28.55112477|106.9180086|44.50423685|0.64116122|-29.9621436|68.76811937|55.48373932|0.44289006|613.6886524|-995.3056298|2255.632049|-13.53252578|8.656942728999999|15.53902041|0.794977846|6235.398576|258.5816152|29.28959351|0.022735861|-203.4434306|1552.348456|682.9868225|16.38361254|1.0|0.0|1.0|3.67|0.26|4.18|5.07|67.66|3.11|0.0|125.17|0.0|1.0|-4.81|5.0|-6.34|436.91|0.0|-5.05|8.89e-06|0.0038799999999999|1.5e-09|6.55e-07|4.9046|2.97|3.6829|-1778.127634|-1778.0970140000002|692.49|0.2969|252.79|548.86|0.68986|0.2839|4.8234|-1777.90286|6.3139|0.1|7.0
