molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|ATSC1c|AATSC8d|n5aRing|AATSC7i|MATS1i|n6aHRing|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|WNSA5|FNSA1|WNSA3|DPSA5|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
4k_a46|0|0|0|0.173180233|7.825245291|1|1|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|-0.104665424|-0.252970193|-0.1032662209999999|1|-0.158788415|0.008544799|1|0.7477594870000001|0.787615341|0.784722915|0|0.8789113709999999|-0.091943864|-0.086581945|0.260665072|0.007038271|-49.65634024|-46.76051618|-25.25406274|0.8732380740000001|-26.8180173|50.48291318|2104.876032|-794.928775|1912.936687|-8.94414722|9.829220349|4685.0322320000005|-429.3190666|18.96506421|0.006892404|519.5743695|1.0|1.0|0.0|1.0|1.0|17.0|4.26|50.94|1.0|0.0|100.96|0.0|1.0|-4.82|25.0|-5.46|1.0|1.0|3.79|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|8.28e-05|5.4228|4.52|4.4485|-1053.396715|582.84|278.71|0.2259|228.63|0.39943|0.1505|-0.20254|0.03653474|5.7714|0.08|7.0969
12a_a36|1|0|0|0.0|7.412764017000001|2|2|-0.0632801509999999|-0.007471648|5.351858133|-0.0427777779999999|0.078063311|-0.403468978|-0.065913514|1|0.134423193|-0.1063550619999999|1|0.7934042040000001|0.846614758|0.855821486|0|0.820684627|-0.076154312|-0.104828755|0.436020272|0.019595485|-46.76212019|-64.36949846|-39.52572284|0.755315434|-28.71401279|76.09903547|2647.835699|-1158.650972|2258.5909920000004|-14.22926022|12.464492300000002|5710.355735|-711.4630111|30.67992313|0.019102103|598.1535763999999|1.0|0.0|0.0|0.0|2.0|17.0|2.72|69.2|1.0|0.0|123.75|0.0|1.0|-3.79|29.0|-6.72|1.0|0.0|1.86|-4.0|0.000164|0.0625|0.000101|0.0384|2.68|9.78e-05|3.8343|3.16|3.6682|-1232.916523|653.94|338.0|0.4435|323.35|0.67869|0.0012|-0.20139|0.03544528|8.5603|13.0|7.8861
6_a1|0|0|0|0.0|7.535296702|1|1|-0.092471477|-0.005477033|5.4161004020000005|0.021203156|-0.114683042|-0.230035376|-0.0538497079999999|1|-0.180874123|-0.230322048|1|0.798346291|0.8524898329999999|0.741035199|0|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|0.021009352|-27.63847818|-37.41011914|-18.076387|0.576759436|-13.35477777|49.61122373|1956.144556|-448.9214297|1383.161829|-5.56196523|9.609375529|4061.042516|-216.916644|19.95772445|0.025250885|359.9965854|1.0|1.0|0.0|1.0|0.0|17.0|3.61|39.94|0.0|0.0|86.31|0.0|1.0|-3.12|22.0|-6.21|1.0|1.0|2.82|-3.68|0.0007599999999999|221.0|0.00021|0.0613|2.63|0.000277|4.0635|2.81|4.0635|-935.4750982|527.41|305.12|0.3399|305.12|0.69818|0.3399|-0.1899799999999999|0.027384499|8.0033|5.1|5.2924
14b_a23|0|1|1|0.0|7.423568444|0|0|0.065240838|-0.006248709|5.351858133|-0.071396109|0.0519489729999999|-0.318684138|-0.047410593|2|0.121308009|-0.073945564|2|0.793551289|0.857184548|0.5935522360000001|1|0.8462596590000001|-0.063267638|-0.082441268|0.228282196|0.020454632|-41.01458464|-53.44429544|-34.64639496|0.774359705|-26.58857202|64.97993029|2943.803333|-1068.885909|2280.830615|-14.74314679|14.26820636|6622.129837|-692.9278992000001|29.36910744|0.01779446|599.5697147999999|0.0|0.0|1.0|1.0|1.0|26.0|3.78|105.02|2.0|1.0|120.24|0.0|1.0|-5.58|31.0|-6.31|0.0|0.0|3.78|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|3.68|9.18e-06|3706.0|3.72|3706.0|-1729.139722|673.05|334.55|0.3603|334.55|0.58097|0.3603|-0.2286699999999999|0.02188578|9.7544|4.0|8.3536
25_a12|0|0|0|0.0|0.0|0|0|0.00700113|-0.004103693|0.0|-0.045725323|-0.089297664|-0.180562493|-0.11195017|0|-0.141917694|-0.0542354559999999|2|0.638255008|0.688743998|0.806844014|1|0.947937175|-0.054734834|-0.080147596|0.120087607|0.004952762|-28.517955|-41.75851719|-21.75703145|0.917298637|-14.85843094|44.42528172|2067.69985|-709.8947922|1907.027255|-9.021208163|9.70173342|4329.321091|-369.8695347|18.87554002|0.005118351|430.4348528|1.0|1.0|0.0|1.0|1.0|22.0|4.7|37.81|1.0|0.0|99.48|0.0|1.0|-5.28|24.0|-4.82|1.0|1.0|4.29|-5.25|5.19e-06|0.00162|5.63e-06|0.00175|4.76|5.12e-07|4.2653|4.73|3.4532|-974.6328337|560.14|359.04|0.4483|290.68|0.63284|0.1897|-0.19655|0.024123749|2.2482|22.0|7.6576
4_a38 (LY-2157299)|0|0|0|0.0|7.535296702|1|1|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|-0.0501467259999999|-0.325515636|-0.020954339|1|-0.083399128|0.028964355|2|0.8099394329999999|0.868207983|0.6848692759999999|1|0.754313773|-0.092570349|-0.089446059|0.459041332|0.01243241|-52.90108631|-51.11565158|-29.21101111|0.7861170609999999|-30.23133173|58.99645489|2501.945802|-868.9660769|1686.693134|-10.56568487|12.76426621|5566.495502000001|-496.5871888|23.51893991|0.01379043|542.7276591|0.0|1.0|1.0|1.0|1.0|21.0|3.69|86.69|1.0|0.0|108.18|0.0|1.0|-3.85|28.0|-6.86|0.0|1.0|2.81|-3.99|0.0001409999999999|52.0|0.000102|0.0375|2.39|2.75e-05|4.65|3.95|3.78|-1198.64695|617.61|327.69|0.2|266.68|0.4|0.06|-0.22|0.03652312|7.6529|69.0|7.1586
3e_a32|1|1|1|0.0|7.773594467000001|0|0|0.015619823|-0.006553709|5.733341277|-0.058503168|-0.057366352|-0.275255791|-0.080731823|3|-0.1046390059999999|-0.076494363|0|0.8046468659999999|0.85921771|0.77923808|1|0.8681696109999999|-0.073411249|-0.100056595|0.290874543|0.0124235339999999|-39.56206964|-53.92151824|-29.05885545|0.7752553659999999|-21.32040233|60.86894767|2212.661182|-647.0582188|1732.3689949999998|-8.941186293|10.68709999|4827.877259000001|-348.70626539999995|21.40099522|0.012891628|421.3548777|1.0|1.0|1.0|1.0|1.0|19.0|6.8|110.94|1.0|0.0|97.86|0.0|1.0|-6.52|23.0|-5.2|0.0|1.0|4.3|-5.18|3.02e-07|0.000103|6.6e-06|0.00225|4.47|4.13e-05|3.5589|3.52|3.5589|-1672.722302|578.77|348.38|0.2914|348.38|0.7025399999999999|0.2914|-0.20098|0.02588637|5.6928|8.0|8.0862
7c_a8|1|0|0|0.0|7.05012252|0|0|-0.244222944|-0.007509694|4.844187086|-0.025233184|0.0493777859999999|-0.382994379|-0.118915929|1|0.079425146|-0.047874|1|0.740795639|0.795846675|0.6881348629999999|0|0.848923958|-0.080277893|-0.089778346|0.292274414|0.0306012339999999|-50.34151168|-56.2991566|-35.30467154|0.626902145|-31.56868845|76.40286308|2716.5013510000003|-1013.384819|2162.326414|-13.23925183|15.18314943|6013.168519|-635.4840877|33.67700028|0.032058696|572.8089095|0.0|1.0|1.0|1.0|1.0|23.0|4.22|92.93|1.0|0.0|112.76|0.0|1.0|-5.0|30.0|-6.34|0.0|0.0|3.26|-4.67|1e-05|0.00399|2.14e-05|0.00851|3.37|6.91e-06|4.6061|5.01|3.1406|-1331.793312|662.05|394.78|275.0|269.17|0.62361|0.1779|-0.20658|0.02732536|15.7056|18.59|4.7307
8c_a31|1|0|0|0.0|7.765993078999999|1|1|-0.012583838|-0.01275867|5.733341277|-0.104377029|-0.106461724|-0.574140137|-0.1029580369999999|2|-0.178276512|-0.053983462|0|0.847752299|0.896193695|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-64.57121646|-70.64275621|-38.96685783|0.72308253|-35.61776956|82.77037329|2251.08563|-918.3558307|1678.6836239999998|-12.06117028|12.99457133|4835.748065|-506.5691518|30.23944586|0.021986076|423.1367008|1.0|1.0|1.0|1.0|2.0|16.0|4.89|114.29|0.0|0.0|93.45|0.0|1.0|-4.42|24.0|-6.7|0.0|1.0|2.83|-3.63|3.79e-05|13.0|0.000237|0.0811|2.38|0.0002549999999999|3.8492|1.83|3.8492|-1426.129055|595.67|322.11|0.2597|322.11|0.7005|0.2597|-0.19207|0.03744829|5.1815|0.81|6.0915
8e_a12|0|1|1|0.0|6.803505258|1|1|0.050021617|-0.006350143|4.727387819|-0.049397555|0.0661362779999999|-0.330207456|-0.0309579439999999|1|0.112673977|-0.079913108|1|0.761892879|0.815412281|0.797199175|1|0.939627917|-0.05202522|-0.087795345|0.001151979|0.0155147339999999|-29.79080011|-50.273571200000006|-28.78776717|0.7112578709999999|-17.05887601|61.4656313|2548.979738|-854.6507103|2112.908299|-10.19566754|11.80358346|5490.975165|-489.392042|25.03342862|0.019545275|561.9859171|1.0|1.0|1.0|1.0|1.0|21.0|3.34|55.1|2.0|0.0|117.04|0.0|1.0|-4.37|28.0|-6.03|1.0|1.0|3.12|-4.69|4.25e-05|0.0156|2.03e-05|0.00744|3.53|4.34e-06|5.247999999999999|3.45|3.3044|-1177.593205|612.59|375.21|0.2341|236.25|0.38889|0.2252|-0.19338|0.02580783|1.9327|588.0|6.2306
17f_a50|0|1|1|0.0|7.934155233999999|1|1|-0.2208117919999999|-0.002205848|5.82008293|0.022892513|-0.167275895|-0.125733326|-0.132773563|2|-0.275290802|-0.247590736|1|0.7851209440000001|0.8314734309999999|0.7241275009999999|1|0.911458734|-0.047333916|-0.074859564|0.333180181|0.016414675|-29.10566644|-46.03121141|-28.30463221|0.721122105|-17.89709978|55.9791334|2582.272632|-874.5930167000001|1929.981543|-10.14694362|13.65716648|5579.97966|-537.7880119|22.88344084|0.01617809|652.6793116|1.0|1.0|1.0|1.0|0.0|20.0|2.87|51.77|1.0|0.0|116.81|0.0|1.0|-3.58|29.0|-6.64|1.0|1.0|2.92|-4.12|0.000266|102.0|7.57e-05|0.0291|2.83|0.00016|4.0664|2.5|4.0664|-1219.220465|653.63|304.9|0.1708|304.9|0.6573899999999999|0.1708|-0.20148|0.0276719|8.312999999999999|398.0|6.4001
9r_a24|1|0|0|0.0|6.605297921|0|0|-0.134192489|-0.004640179|4.59511985|0.013567512|-0.17821765|-0.264490176|-0.043274854|1|-0.29065818|-0.179075526|3|0.7958149290000001|0.841805128|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|-0.082022572|0.32720212|0.015557618|-41.49802275|-54.99020696|-36.86695997|0.6152148279999999|-27.82142546|70.79264457|2644.462265|-934.8335183|958.7578093|-11.60626518|18.36822555|5501.824326|-626.7383196000001|28.13932796|0.02357068|670.2247423|1.0|1.0|1.0|1.0|1.0|23.0|4.23|79.82|2.0|0.0|116.9|0.0|1.0|-4.02|30.0|-6.83|0.0|0.0|2.98|-4.06|9.58e-05|0.0383|8.77e-05|0.0351|2.69|8.84e-07|4.4722|1.82|4.2877|-1294.451958|713.25|289.16|0.3398|277.23|0.3398|0.0029|-0.21074|0.03426339|3.0322|11.0|7.9586
11_a4|0|0|0|0.0|7.535296702|1|1|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|-0.017835936|-0.056016567|-0.0043410079999999|1|-0.030003079|-0.0278843589999999|2|0.820318166|0.875868891|0.647727179|1|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|0.009336075|-31.35942689|-37.74083422|-21.81135655|0.7560913159999999|-18.12338426|44.63993001|2452.527871|-641.5941818|1640.559148|-7.889214068999999|13.18281017|5425.1341090000005|-370.7930613|18.0546182|0.011937709|575.2252237|1.0|1.0|1.0|1.0|0.0|21.0|4.97|68.9|2.0|0.0|111.64|0.0|1.0|-5.14|27.0|-5.74|0.0|1.0|4.16|-4.97|7.27e-06|0.00271|1.06e-05|0.00395|3.99|3.31e-06|4907.0|3.2|3.78|-1467.440475|630.04|328.0|151.0|252.67|0.4444|0.0403|-0.2146699999999999|0.02336674|5.3012|0.11|6.9586
EW7203_a60|0|0|0|0.0|7.412764017000001|2|2|0.025672274|-0.00698487|5.351858133|0.0075638519999999|-0.092774356|-0.377182982|-0.051413084|1|-0.1696249719999999|-0.049287858|1|0.822401103|0.8839272779999999|0.760234689|0|0.8860751579999999|-0.076068195|-0.096226348|0.345488097|0.020156795|-49.19385637|-62.23028092|-40.24477665|0.766837077|-31.81402579|73.82739839|2913.880231|-1182.375337|1660.077477|-15.29301513|16.53092404|6403.777228|-764.6507562999999|30.83771958|0.01793256|666.0036144999999|1.0|0.0|1.0|1.0|2.0|17.0|3.87|117.47|2.0|0.0|133.97|0.0|1.0|-5.74|31.0|-6.35|0.0|0.0|3.09|-4.82|1.81e-06|0.000768|1.53e-05|0.0065|3.59|8.51e-05|5.0166|3.64|3.5192|-1667.993536|678.83|352.3|0.2385|247.15|0.40883|0.0448|-0.20654|0.03203878|2.5159|9.0|8.0334
18c_a30|0|0|0|0.0|7.412764017000001|2|2|0.12157783|-0.0109670669999999|5.351858133|-0.118776867|0.011887112|-0.625122815|-0.0351777|1|0.0211588229999999|0.003429114|1|0.8303425640000001|0.885516463|0.802578397|0|0.717052026|-0.105618255|-0.1115683|0.42531141|0.019360263|-71.31647561|-75.33411705|-50.86775696|0.7859920029999999|-48.15493021|87.76550537|3002.59061|-1506.682341|3094.729399|-19.19537998|13.8741593|6685.737642|-1017.355139|36.16826708|0.018410634|713.7769663|1.0|0.0|0.0|0.0|2.0|17.0|3.04|124.74|1.0|0.0|135.37|0.0|1.0|-5.01|32.0|-7.05|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|0.0221|2.74|0.000288|3.4848|4.54|3.4848|-1744.455795|711.56|355.78|0.3879|355.78|0.69123|0.3879|-198.0|0.04503016|8.64|12.0|7.9208
17_a4|0|0|0|-4.533317957|7.535296702|1|1|-0.188642713|-0.006491052|5.4161004020000005|-0.319716072|-0.01849014|-0.25315101|-0.094767116|1|-0.073733221|-0.0179434139999999|1|0.772721853|0.8347553529999999|0.484393047|0|0.888791225|-0.0887214819999999|-0.08932566|0.332034943|0.01061251|-45.75108579|-46.06264282|-23.75316417|0.861696586|-23.59250328|52.67753395|2351.601697|-783.0649279|1658.726841|-11.21677197|10.65499029|5322.773303|-403.8037909|25.24299609|0.012827738|319.5521911|1.0|0.0|0.0|0.0|0.0|17.0|4.59|30.71|1.0|0.0|85.09|0.0|1.0|-4.36|25.0|-5.56|0.0|1.0|4.29|-4.81|4.39e-05|0.0152|1.5399999999999998e-05|0.00532|4.01|9.44e-05|4.3363|4.44|4.3363|-1255.968357|527.39|285.92|0.2045|285.92|0.47353|0.2045|-0.21745|0.02636403|6.3221|877.0|6057.0
1c_a5|1|0|0|0.0|6.605297921|0|0|-0.268536978|-0.001983746|4.59511985|-0.006491037|-0.080321049|-0.085301064|-0.058823529|1|-0.133677441|0.034752304|2|0.7595197290000001|0.821309592|0.6977404359999999|0|0.88631419|-0.068062282|-0.070346332|0.436308619|0.008349498|-34.82350689|-35.99212225|-18.41507338|0.753027268|-17.81716094|43.86175561|2105.8969850000003|-575.8739559999999|873.709445|-7.366029352999999|11.580409800000002|4387.398857|-294.64117410000006|19.11862892|0.0153811389999999|409.0289917|1.0|1.0|0.0|1.0|1.0|23.0|4.99|54.46|0.0|0.0|95.45|0.0|1.0|-4.25|24.0|-5.77|1.0|1.0|3.43|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|1.21e-06|4.8783|3.17|4.5088|-990.5931502|556.84|274.99|271.0|254.15|0.4444899999999999|0.1076|-0.22684|0.029157178|2.6801|3981.0|5.4
19c_a38|1|0|0|0.0|7.412764017000001|2|2|-0.085545751|-0.008177185|5.351858133|-0.04575843|0.02192428|-0.449745181|-0.0431896509999999|1|0.04814981|-0.09493054|1|0.846765471|0.908721232|0.6885713729999999|0|0.7591916240000001|-0.0918007669999999|-0.108301657|0.396635872|0.024315945|-57.79749770000001|-68.18641054|-42.92996714|0.7187071909999999|-36.38913762|82.74311399|2967.98627|-1227.35539|2660.812979|-15.15175311|13.36189552|6618.350708|-772.7394084|33.48483537|0.023120664|640.025745|1.0|0.0|1.0|1.0|3.0|17.0|3.17|105.02|1.0|0.0|130.41|0.0|1.0|-4.35|32.0|-7.13|0.0|0.0|2.57|-4.12|4.46e-05|19.0|7.55e-05|0.0322|2.5|5.14e-05|5.8832|3.23|3.8322|-1424.3899310000002|652.09|323.53|0.2961|210.74|0.2597|0.1417|-0.21303|0.03740877|3.2846|9.0|8.0348
12f_a30|0|0|0|-4.734662095|7.412764017000001|2|2|0.156569208|-0.015345198|5.351858133|-0.274237737|0.1468972409999999|-0.874676289|-0.046588557|1|0.4304505939999999|-0.077457998|1|0.8246767140000001|0.876441789|0.593245722|0|0.8357464459999999|-0.090450992|-0.108935062|0.56363596|0.01570263|-63.81176255|-76.85198573|-54.21787616|0.815175332|-45.01820228|89.21786458|3305.792133|-1690.743686|2712.844784|-22.5055335|15.86072943|7634.176316|-1192.793275|39.1336968|0.01752821|696.6414817000001|1.0|0.0|1.0|0.0|1.0|17.0|4.43|90.88|2.0|0.0|133.96|0.0|1.0|-6.7|34.0|-5.66|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|5.05|3.19e-05|5.0587|5.52|3.5298|-1987.998635|729.87|351.25|0.2166|245.09|0.32483|0.1596|-0.20422|0.03400408|4.6865|19.0|7.7144
12bi_a36|1|0|0|0.0|7.412764017000001|2|2|-0.088734077|-0.00902707|5.351858133|-0.043740597|0.03474497|-0.559678363|0.041834838|1|0.056936052|-0.176729938|1|0.812921349|0.858971809|0.8350231859999999|0|0.7850011179999999|-0.082914301|-0.107613368|0.382000949|0.034602166|-57.89562053|-75.1419557|-52.46851415|0.4996603229999999|-40.42611289999999|101.3899049|3044.149713|-1127.129336|2660.0547690000003|-13.56944331|15.71382803|6572.410403|-787.0277122|38.89295091|0.037590587|766.4854363|1.0|0.0|0.0|1.0|2.0|17.0|2.83|87.66|1.0|0.0|136.74|0.0|1.0|-4.11|33.0|-7.13|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|2.62|7.11e-05|3.8855|2.68|3.6851|-1461.966152|742.94|336.45|0.4214|319.1|0.68181|0.0252|-0.2018|0.0318395999999999|8.8903|14.0|7.8539
4S4l_a46|0|0|0|0.171853072|7.825245291|1|1|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|-0.067419714|-0.255755434|-0.161358058|1|-0.1012114369999999|0.0071939419999999|1|0.726535412|0.762625193|0.7936534740000001|0|0.894782107|-0.090807851|-0.084663086|0.213675946|0.007140583|-49.45536962|-46.10883478|-25.11158939|0.877939134|-26.93416438|49.6055056|2166.052483|-829.959026|1744.8220399999998|-8.862913904|10.68377935|4920.211524|-452.0086091|18.5362581|0.006420439|579.2365607|1.0|1.0|1.0|1.0|1.0|17.0|4.64|50.94|1.0|0.0|105.77|0.0|1.0|-5.28|26.0|-5.23|1.0|1.0|4.08|-5.11|5.25e-06|0.00182|7.78e-06|0.0027|4.49|3.47e-05|5.2929|4.99|4.1414|-1092.727031|583.76|299.38|0.2586|234.25|0.57885|0.0614|-0.19647|0.02696794|2.8473|261.0|6.5834
20_a4|0|0|0|0.0|7.535296702|1|1|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|-0.061689675|-0.124135414|-0.059498265|1|-0.098992154|-0.064248765|1|0.7797803109999999|0.8404413829999999|0.665774148|0|0.918147288|-0.060595472|-0.072188305|0.210083785|0.022933651|-29.16642156|-34.74640079|-16.72448692|0.6435852470000001|-14.03867522|46.45917085|1982.961908|-486.4496111|1379.418733|-6.32818424|9.58599918|4085.683488|-234.1428169|20.4281979|0.024334176|338.71903330000004|1.0|1.0|1.0|1.0|0.0|17.0|3.2|39.94|0.0|0.0|86.62|0.0|2.0|-3.46|22.0|-5.96|1.0|1.0|2.97|-3.87|0.000346|0.1|0.000134|0.0388|2.96|0.000806|5.1778|2.73|4.0419|-934.2266312|517.72|306.74|0.2364|239.45|0.5152|0.1415|-0.19747|0.022349042|5.5779|646.0|6.1898
12c_a36|1|0|0|0.0|7.412764017000001|2|2|-0.087096843|-0.007667703|5.351858133|-0.04162109|0.085843909|-0.414055975|-0.056994595|1|0.146546059|-0.103922055|1|0.819222745|0.8741648479999999|0.8065052890000001|0|0.840733512|-0.073370864|-0.105624703|0.462597812|0.019582215|-47.12722334|-67.84435546|-43.57746274|0.75500974|-30.27053327|80.22754474|2785.47514|-1221.198398|2365.641348|-15.68788659|12.86584957|6256.172329|-784.3943293|32.34920911|0.019278991|629.5017194000001|1.0|0.0|0.0|0.0|2.0|17.0|3.35|69.2|1.0|0.0|128.76|0.0|1.0|-4.44|30.0|-6.49|1.0|1.0|2.34|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|3.31|2.77e-05|3.8436|3.79|3.8436|-1692.511019|672.74|322.58|0.3927|322.58|0.68913|0.3927|-0.2082699999999999|0.02977602|6.6973|9.0|8.0458
13b_a6|1|0|0|0.0|7.412764017000001|1|1|-0.0411179|-0.011206134|5.351858133|-0.0265090529999999|0.060593678|-0.6051312529999999|-0.064811009|1|0.100281317|-0.10896749|1|0.7788169070000001|0.8370824240000001|0.8013954109999999|0|0.7757172059999999|-0.093125205|-0.112915801|0.202093555|0.032036214|-61.06841733|-74.04643339|-48.5571926|0.757233678|-40.04664055|87.39962829999999|2821.72831|-1332.835801|2587.000662|-17.48058934|15.37022155|6000.952027|-874.0294667999999|35.20276076|0.0203627189999999|627.4287311|1.0|1.0|1.0|1.0|2.0|23.0|4.98|95.85|2.0|0.0|116.79|0.0|1.0|-5.51|31.0|-6.1|0.0|1.0|3.45|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.00417|3.8|4e-07|4.8494|4.04|3.6322|-1350.061187|694.33|341.35|0.7846|255.67|0.58026|0.2461|-0.20156|0.02920955|13.5746|174.0|6.7595
14ab_a23|0|1|1|0.0|7.423568444|0|0|0.065530542|-0.0050415|5.351858133|-0.028841865|0.021287386|-0.287365522|-0.03821899|2|0.038241896|-0.074579388|2|0.75434493|0.8072028240000001|0.693959193|1|0.92422233|-0.051974369|-0.076243539|0.20155691|0.017974612|-35.59605095|-52.21744789|-35.76253038|0.797837067|-24.37891748|61.60741239|2941.47118|-1148.783854|2332.352369|-14.84482393|14.76864227|6654.62616|-786.7756682999999|27.16741043|0.013710439|733.3886349999999|0.0|0.0|1.0|1.0|1.0|26.0|4.4|105.02|2.0|1.0|130.22|0.0|1.0|-6.23|32.0|-5.92|0.0|0.0|4.12|-5.55|5.9e-07|0.000259|2.81e-06|0.00123|4.31|3.07e-06|3.6587|4.1|3.6587|-1708.543268|719.66|338.88|0.3893|338.88|0.66532|0.3893|-0.21924|0.02013145|8.4721|4.0|8.4012
4b_a46|0|0|0|0.206072846|7.825245291|1|1|-0.155670183|-0.00113356|5.587248657999999|-0.022119857|-0.082722572|-0.058945144|-0.111103941|1|-0.128843936|-0.079238184|2|0.7306307590000001|0.768651645|0.69830739|0|0.935245062|-0.0524080009999999|-0.070236212|0.27128814|0.007568202|-28.58477842|-38.30877966|-20.89467173|0.8104680259999999|-15.59093155|42.65239101|2105.172229|-612.9404746|1750.333702|-6.822749952000001|10.09436488|4681.895329999999|-334.31474760000003|15.43427855|0.007963679|538.4165208|1.0|0.0|0.0|1.0|0.0|17.0|4.69|43.6|1.0|0.0|101.7|0.0|1.0|-4.35|25.0|-5.67|1.0|1.0|3.76|-4.63|4.49e-05|0.0149|2.35e-05|0.00782|3.74|2.12e-05|4.5515|3.98|4.5515|-1033.535029|588.79|272.4|0.1784|272.4|0.68682|0.1784|-0.21811|0.02176759|3.7571|548.0|6.2612
1a_a5|0|0|0|0.0|6.605297921|1|1|-0.271170445|-0.001785522|4.59511985|0.009305578|-0.075791863|-0.078562954|-0.004213083|0|-0.123867037|0.069867374|2|0.7427901179999999|0.794139321|0.808272639|0|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|0.008036994|-36.19957997|-38.07869556|-19.17495143|0.7256546770000001|-18.22870183|46.38422909|1940.139869|-571.1804334|902.6910106|-7.015226132|11.38004491|4005.068642|-287.62427139999994|19.19815378|0.016493595|403.543273|0.0|1.0|0.0|1.0|1.0|18.0|3.08|37.81|0.0|0.0|93.49|0.0|1.0|-2.6|23.0|-6.58|1.0|0.0|1.75|-3.44|0.00253|755.0|0.000365|109.0|2.17|2.13e-05|4.6707|2.85|2.8332|-951.110826|531.02|437.61|0.2109|265.45|0.44868|0.0126|-0.2262699999999999|0.028664612|6.7017|107.0|6.9706
23_a10|0|0|0|0.0|7.535296702|1|1|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|-0.031558374|-0.17741132|-0.0253481679999999|1|-0.0502296329999999|-0.130679|2|0.754150918|0.800727358|0.706648116|1|0.915208645|-0.049653973|-0.072395864|0.535680357|0.009615852|-35.17017083|-51.27837225|-36.32074126|0.7611996520000001|-24.91121732|60.76548004|3103.831885|-1179.402562|1945.384475|-13.47382337|17.02048484|7034.375112000001|-835.377049|24.9903188|0.013394095|930.6293092|1.0|1.0|1.0|1.0|0.0|27.0|5.11|56.07|2.0|0.0|139.11|0.0|1.0|-5.38|35.0|-5.93|0.0|1.0|4.5|-5.7|4.19e-06|0.00193|2e-06|0.000923|4.48|6.66e-08|3.8034|3.9|3.8034|-1470.166163|768.3|325.98|0.2089|325.98|0.67647|0.2089|-0.21158|0.02986448|4.8954|0.75|6.1249
2_a3|0|0|0|0.0|6.823286122000001|0|0|0.176032668|-0.008422099|4.727387819|-0.09743592|-0.103423993|-0.311617665|0.036301827|1|-0.18746945|0.017902469|2|0.769486995|0.8401405609999999|0.841871246|1|0.750206578|-0.104577702|-0.09392632|0.4551292289999999|0.011938463|-49.07072207|-44.07280196|-20.68016573|0.727984269|-23.02532673|53.05538527|2056.399995|-528.8736235|1314.679398|-7.298882022000001|9.016533738|4446.904467|-248.1619888|21.36736636|0.019143348|330.4083896|1.0|1.0|1.0|1.0|1.0|21.0|4.34|92.93|0.0|0.0|90.49|0.0|1.0|-4.75|22.0|-5.93|0.0|1.0|3.06|-4.27|1.7800000000000002e-05|0.0054|5.33e-05|0.0162|3.13|3.9500000000000005e-05|5.4397|1.97|3.3354|-1272.114086|503.34|371.73|0.1824|227.92|0.37284|0.0962|-0.21028|0.02925101|5.4999|3981.0|5.4
