molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|ATSC1c|AATSC8d|n5aRing|AATSC7i|MATS1i|n6aHRing|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|WNSA5|FNSA1|WNSA3|DPSA5|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
12x_a30|0|0|0|0.0|7.412764017000001|2|2|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|-0.0606216429999999|-0.3545061539999999|-0.1066694919999999|1|-0.104089964|-0.053700437|1|0.782514704|0.829606585|0.803183654|0|0.848844277|-0.071909912|-0.091725339|0.398925866|0.014757946|-47.48669555|-60.57208434|-39.99960559|0.824674971|-31.35848986|68.52587215|2845.417984|-1272.013771|2374.777496|-15.27257668|14.14885734|6359.545311|-839.9917174000001|28.04441012|0.012044556|754.3941655|1.0|0.0|1.0|0.0|1.0|17.0|4.87|81.65|2.0|0.0|137.21|0.0|1.0|-6.04|31.0|-5.64|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|4.6|1.76e-05|3.4831|4.45|3.4831|-1654.3784|703.75|355.95|0.1517|355.95|0.68589|0.1517|-0.19876|0.03136007|4.8197|22.0|7.6556
12d_a40|0|0|0|0.0|7.515889085|0|0|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0.209157499|-0.288158151|-0.166080871|2|0.3683138529999999|0.127299624|0|0.7769829840000001|0.845904643|0.6948809659999999|1|0.840431415|-0.095675903|-0.091630294|0.0913543|0.01171131|-50.68561427|-48.54239742|-25.71599691|0.844283549|-26.85139526|55.13932669|2270.596857|-679.5935638999999|643.5166227999999|-10.90981687|14.88744155|5101.479206|-360.0239567|24.39197636|0.01245259|350.9435025|1.0|0.0|1.0|1.0|1.0|20.0|4.59|84.45|2.0|1.0|96.16|0.0|1.0|-6.25|23.0|-5.13|0.0|1.0|4.21|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|5.2e-05|4.3959|4.14|2.7962|-2153.180821|552.57|443.4|0.2584|282.05|0.55983|115.0|-0.19369|0.0164339|1.9961|19.0|7.7212
31_a47|0|1|1|0.0|6.842683282|0|0|-0.075563891|-0.00869363|4.727387819|-0.171198936|-0.086842911|-0.417294247|0.001073537|1|-0.188419195|-0.035190699|2|0.856640117|0.917597019|0.6463892179999999|1|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|0.021401336|-66.4670426|-65.56344002|-40.66927863|0.70664003|-41.22978713|80.58054906|2689.159869|-1049.01504|1322.82831|-14.46018796|15.6194341|6019.5391740000005|-650.7084581|32.98913783|0.024209265|513.2159236|1.0|1.0|1.0|1.0|2.0|21.0|3.23|98.72|1.0|0.0|109.21|0.0|1.0|-4.59|29.0|-6.78|0.0|1.0|2.94|-4.39|2.56e-05|0.0105|4.03e-05|0.0166|2.86|9.95e-06|3.9744|4.2|3.6369|-1735.400941|642.11|340.91|0.3264|311.96|0.68276|83.0|-0.20463|0.03449081|8.6244|16.0|7.8
16f_a32|1|1|1|0.0|7.765993078999999|0|0|0.1767304639999999|-0.014558301|5.733341277|-0.054907428|0.008658653|-0.77158995|-0.000291262|3|0.0151704889999999|-0.120440534|0|0.852938445|0.899839182|0.761506727|1|0.8072754790000001|-0.08168632|-0.111152081|0.522247991|0.024434011|-56.53102601|-76.92280867|-53.23443736|0.69473708|-39.12230215|92.82839829|2772.212354|-1230.764939|3414.006186|-17.03501995|14.28728752|6235.040893|-851.7509977|35.43109972|0.022983292|636.0251562999999|1.0|1.0|1.0|1.0|2.0|19.0|6.42|149.27|3.0|0.0|116.75|1.0|1.0|-6.95|29.0|-5.99|0.0|1.0|4.05|-4.97|1.12e-07|4.79e-05|1.07e-05|0.00457|4.11|7.26e-06|3.6272|4.99|3.6272|-1995.278839|722.06|341.82|0.2931|341.82|0.70204|0.2931|-0.2|0.02889673|4.2764|9.0|8041.0
21_a47|0|1|1|0.0|6.86171134|0|0|0.072733799|-0.010650348|4.727387819|-0.13650463|-0.034419528|-0.511216716|0.057225853|1|-0.090969103|-0.1049885469999999|2|0.826796636|0.8856299320000001|0.591185263|1|0.70582155|-0.082614966|-0.095249919|0.3188717339999999|0.022739546|-46.63227351|-53.76411184|-30.34731959|0.6448452960000001|-26.32173133|70.10126935|2691.697803|-860.2257893999999|1402.202743|-10.79015808|13.17102891|6103.311635|-485.55711339999993|29.64451905|0.028943339|482.9384172|0.0|1.0|1.0|1.0|2.0|21.0|2.94|84.73|1.0|0.0|104.49|0.0|1.0|-4.44|29.0|-6.58|0.0|1.0|3.43|-4.32|3.6e-05|0.0142|4.84e-05|0.0191|3.0|7.8e-06|3917.0|4.43|3917.0|-1375.028093|583.37|316.53|0.2249|316.53|0.68296|0.2249|-0.2249699999999999|0.03299607|4.9172|5.0|8.3
25c_a34|0|0|0|0.0|7.412764017000001|2|2|0.024837617|-0.014384932|5.351858133|-0.047513652|-0.16034464|-0.834326082|-0.041629027|1|-0.250299211|-0.3609280379999999|1|0.80135608|0.844690266|0.760055383|0|0.683231623|-0.088513496|-0.113392997|0.478421157|0.043815478|-59.0359041|-75.6298008|-50.44285726|0.537428437|-39.37521522|100.6665476|2884.104654|-1134.447012|2439.174137|-14.01190479|13.26192888|6306.980593|-756.6428589|39.09037289|0.037538004|648.0187526000001|0.0|1.0|1.0|1.0|1.0|17.0|2.18|90.74|1.0|0.0|116.0|0.0|2.0|-2.81|31.0|-7.95|0.0|0.0|1.93|-3.28|0.00156|659.0|0.000523|0.22|1.3|0.0008289999999999|4.2095|4.32|4.2095|-1426.666471|704.43|294.54|0.2239999999999999|294.54|0.69247|0.2239999999999999|-0.2069599999999999|0.03817361|9.8087|1.78|5.7496
12c_a31|1|0|0|0.0|7.765993078999999|1|1|0.046986783|-0.013026643|5.733341277|-0.055520387|-0.030192572|-0.690412101|-0.056866055|2|-0.048694677|-0.138799714|0|0.842823186|0.8856644770000001|0.770283733|0|0.665463503|-0.104643824|-0.129736755|0.343619017|0.030543026|-66.41224264|-82.33748068|-52.25551342|0.6817087|-42.14855504|97.28775086|2592.4503010000003|-1152.7247289999998|1894.297124|-14.63154376|14.67172662|5676.394271|-731.5771879|33.81868912|0.023556702|583.9691392000001|1.0|1.0|1.0|1.0|2.0|16.0|5.64|117.37|2.0|0.0|108.16|0.0|1.0|-5.23|28.0|-6.53|0.0|1.0|3.32|-4.16|5.85e-06|0.00233|6.94e-05|0.0277|3.1|2.31e-05|3.8328|4.6|3.8328|-1618.112841|679.71|323.48|0.2625|323.48|0.7007399999999999|0.2625|-0.19288|0.04023903|2.2908|0.38|6.4202
5_a18 (BIBF0775)|0|0|0|0.0|7.03438793|2|2|0.0160123|-0.005220163|4.844187086|-0.015946718|-0.0366107389999999|-0.391512249|-0.022817602|0|-0.054916741|-0.144352593|0|0.7395978390000001|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|0.008501088|-52.09190866|-59.08151918|-44.61038661|0.8159410579999999|-39.33277643|67.25977848|3115.979466|-1595.201018|1645.395714|-16.96451322|18.98829281|7221.114573000001|-1204.480438|27.535837|0.010831199|1140.896548|0.0|1.0|0.0|1.0|2.0|18.0|4.09|76.5|3.0|1.0|155.95|0.0|1.0|-6.07|37.0|-5.96|1.0|0.0|3.2|-5.72|8.590000000000001e-07|0.000425|1.91e-06|0.000946|4.73|3.06e-07|3.2027|8.45|3.2027|-1572.290174|817.02|378.13|0.4825|378.13|0.69298|0.4825|-0.18092|0.02305362|2.8009|34.0|7.4685
2_a47|0|0|0|0.0|0.0|0|0|-0.002024001|-0.008527649|0.0|-0.13117284|-0.004557357|-0.3581612489999999|-0.013580367|0|-0.007299676|-0.017113434|2|0.671819147|0.728066943|0.875463345|1|0.847324011|-0.083455669|-0.095655954|0.482748996|0.008511123|-41.57671973|-47.65477123|-23.74109633|0.784978115|-20.71307621|55.81329383|2105.761386|-714.8215685|1242.745585|-9.131190896|9.369924133|4559.060763|-356.116445|23.34938746|0.016376351|392.6099255|1.0|1.0|0.0|1.0|2.0|22.0|3.7|58.04|1.0|0.0|96.54|0.0|1.0|-5.46|24.0|-5.0|1.0|1.0|3.58|-5.11|3.46e-06|0.00109|7.75e-06|0.00243|4.52|4.73e-06|3.7181|3.49|3.7181|-1010.505024|536.13|333.46|0.2143|333.46|0.69102|0.2143|-0.20731|0.03544055|3.1004|631.0|6.2
4m_a46|0|0|0|0.16407746|7.825245291|1|1|-0.245599013|-0.000686578|5.587248657999999|0.051308728|-0.302054595|-0.0329557579999999|0.007901235|1|-0.487230027|-0.017992096|1|0.747676221|0.7975218959999999|0.626578283|0|0.948973877|-0.067320375|-0.0672468|0.373463876|0.010905551|-35.4774406|-35.43866734|-18.67596877|0.733236381|-18.69640205|41.88525631|2133.331634|-531.5800101|1639.260563|-6.225322922999999|9.923886653|4750.325312|-280.1395315|16.11061509|0.012232753|486.9589609|1.0|0.0|1.0|1.0|0.0|17.0|4.25|54.5|1.0|0.0|98.69|0.0|1.0|-4.52|25.0|-5.68|1.0|1.0|3.59|-4.57|2.99e-05|0.00981|2.68e-05|0.0088|3.69|4.31e-05|6.0419|3.45|4.3476|-1031.109224|558.63|285.18|0.2465|205.21|0.38389|0.1557|-0.23116|0.02920209|5.2326|1288.0|5.8901
5b_a49|0|0|0|0.0|7.853604813|2|2|0.1108916119999999|-0.007610481|5.777652323|0.006327273|-0.072128552|-0.418576471|0.059834711|1|-0.12209302|-0.13632743|2|0.7843021|0.839963111|0.666573331|1|0.7969332440000001|-0.0698098759999999|-0.076494119|0.615864196|0.020319986|-41.03213895|-44.96093486|-26.42668087|0.608694741|-24.11745318|59.85065205|2764.188493|-764.3358925|1956.050085|-8.985071494|11.94760614|6225.302624|-449.2535747|25.1139312|0.025332565|612.7019937000001|0.0|1.0|1.0|1.0|1.0|21.0|2.98|75.94|1.0|0.0|122.26|0.0|1.0|-3.3|30.0|-7.24|1.0|1.0|2.58|-3.93|0.000496|0.1969999999999999|0.000118|0.0468|2.08|2.3e-05|5.1653|3.92|3.9209|-1292.100239|633.92|316.21|0.4653|240.03|0.39241|0.0747|-0.20701|0.03937634|6.1996|28.0|7.5528
15_a31|1|0|0|0.0|7.765993078999999|1|1|0.1893807519999999|-0.018913735|5.733341277|-0.134784483|-0.0302581979999999|-0.775463115|-0.074455342|2|-0.052339921|-0.157560864|0|0.8022000659999999|0.8582665429999999|0.782925607|0|0.567108776|-0.116196194|-0.131697567|0.287991212|0.038524836|-61.76522754|-70.00513464|-37.21191643|0.641533577|-32.83191294|88.05886218|2351.566145|-840.0616157|1675.977147|-11.75113151|11.51842782|5087.628096|-446.5429972|34.45943505|0.03396368|363.593507|0.0|1.0|1.0|1.0|2.0|16.0|4.12|117.37|0.0|0.0|90.47|0.0|2.0|-4.28|24.0|-6.84|0.0|1.0|2.27|-3.57|5.27e-05|18.0|0.000272|0.0931|2.18|0.000749|4569.0|3.9|4569.0|-1460.861851|556.68|271.36|348.0|271.36|0.5241899999999999|348.0|-0.19394|0.03843988|7.5831|1.1|5.9586
12t_a30|0|0|0|0.0|7.412764017000001|2|2|0.073057637|-0.007755575|5.351858133|-0.097216874|-0.0596036729999999|-0.411045472|-0.04950715|1|-0.158448053|-0.0546637159999999|1|0.83236194|0.889479916|0.591758164|0|0.696413582|-0.090535776|-0.1011561919999999|0.408290036|0.018862708|-58.89093185|-65.79920855|-42.80050261|0.745705883|-38.30686627|78.8278828|2976.648597|-1184.385754|2479.787504|-15.72263361|14.358001500000002|6617.834146|-770.409047|32.41376848|0.020029588|616.2856203|1.0|0.0|1.0|0.0|1.0|17.0|4.67|81.65|2.0|0.0|127.19|0.0|1.0|-5.49|31.0|-6.06|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|4.07|3e-05|5.0693|4.32|3.5457|-1774.208418|677.85|349.67|0.2094|244.58|0.33647|0.1561|-0.20571|0.0337599|3.2145|9.0|8.0496
1g_a5|1|0|0|0.0|6.605297921|0|0|-0.203595168|-0.003919036|4.59511985|-0.010620031|-0.011534568|-0.172437603|-0.0353243789999999|1|-0.019057802|-0.010807075|2|0.7778380309999999|0.8393686990000001|0.717355058|0|0.8659209659999999|-0.070108797|-0.074361785|0.39389953|0.020418692|-37.59983870000001|-39.8807456|-21.388323|0.61393343|-20.16505667|54.34919851|2243.103668|-598.211184|832.7655896000001|-7.824996219|13.83149499|4639.260975|-320.82484500000004|23.76563316|0.02697793|422.96706330000006|1.0|1.0|1.0|1.0|1.0|23.0|4.5|63.69|0.0|0.0|96.98|0.0|1.0|-4.03|25.0|-6.15|1.0|1.0|3.09|-4.2|9.27e-05|0.0304|6.29e-05|0.0206|3.03|2.36e-06|4.7822|2.61|4.1733|-1065.818889|572.15|297.09|0.1769|259.26|0.4386899999999999|0.0504|-0.20972|0.02730461|5.2707|115.0|6.9393
12_a4|0|0|0|0.0|7.535296702|1|1|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|-0.271149771|-0.0334644329999999|-0.113938738|0.028152112|1|-0.055590089|-0.051501982|2|0.8157155359999999|0.8749408470000001|0.531333552|1|0.805238097|-0.070256284|-0.074699711|0.636722126|0.01168879|-41.69390404|-44.33087544|-26.30835499|0.717772573|-24.74343259|53.59101661|2927.48584|-753.6248824|1962.933988|-9.127388465|11.7599245|6390.233612|-447.2420348|21.42753878|0.015603795|608.4548423|1.0|0.0|1.0|1.0|0.0|21.0|3.69|86.12|1.0|0.0|113.02|0.0|1.0|-4.18|29.0|-6.84|0.0|1.0|3.3|-4.33|6.57e-05|0.0266|4.64e-05|0.0188|2.72|5.85e-06|4.8592|6.12|3.8083|-1617.826064|640.67|325.57|0.1194|255.16|0.63967|0.0464|-0.2312199999999999|0.03555871|10.1971|9.29|5032.0
4h_a46|0|0|0|0.090767245|7.825245291|1|1|0.128214845|-0.005778576|5.587248657999999|-0.346835467|-0.057256598|-0.404500343|-0.09922757|1|-0.0932537609999999|-0.030014575|2|0.7543177040000001|0.7955809979999999|0.6947264059999999|0|0.767244275|-0.083155747|-0.083997524|0.659584488|0.010068754|-65.24476749|-65.90523417|-51.70985599|0.805506105|-51.19164773|74.99848132|3472.1185880000003|-1581.72562|3180.526173|-18.803584|15.85230406|7808.347937|-1241.036544|29.75215152|0.011589523|1021.999374|1.0|0.0|0.0|1.0|2.0|23.0|3.46|124.17|2.0|0.0|142.08|0.0|1.0|-6.53|36.0|-6.38|0.0|0.0|3.82|-5.69|2.97e-07|0.000149|2.06e-06|0.00104|4.21|3.210000000000001e-07|4.2444|8.5|4.18|-1923.878801|792.61|296.62|0.5451|292.11|0.55428|291.0|-0.21008|0.04729184|2.9086|229.0|6.6402
9o_a24|1|0|0|0.0|6.605297921|1|1|-0.064667223|-0.007052095|4.59511985|-0.044044637|-0.087807028|-0.387865233|-0.000236595|1|-0.145366976|0.00177843|2|0.785672769|0.846075714|0.7086274779999999|0|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|-51.14964436|-29.61546471|0.668046377|-29.69744072|66.24061038|2892.333138|-971.8432428|1906.512273|-11.03321234|11.83284872|6697.297449000001|-562.6938294|28.52459128|0.026064002|663.2688909|1.0|0.0|1.0|1.0|2.0|23.0|3.75|92.79|1.0|0.0|120.73|0.0|1.0|-4.49|32.0|-6.83|0.0|0.0|3.01|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|0.0167|2.88|5.23e-06|5.8802|4.41|4.2643|-1388.094657|611.03|290.75|0.1409|210.85|0.41688|0.0288|-0.22353|0.0533144|5.9089|446.0|6.3507
LY364947_a10|1|0|0|0.0|6.605297921|0|0|-0.278922508|-0.00235945|4.59511985|-0.00390904|0.0938628109999999|-0.084940213|-0.006198347|1|0.1625645369999999|0.04209715|2|0.711607778|0.7792035190000001|0.681525895|1|0.8431045490000001|-0.076999385|-0.075303751|0.449473391|0.009678082|-34.01613475|-33.26705198|-14.69643595|0.7234846559999999|-15.02735938|41.53157099|1896.845282|-432.4716757000001|839.5356408|-5.78950507|9.161732895|3903.496845|-191.05366730000003|18.1140017|0.018707677|287.99188260000005|1.0|1.0|0.0|1.0|1.0|21.0|3.97|54.46|0.0|0.0|82.56|0.0|1.0|-3.54|21.0|-6.02|1.0|1.0|2.8|-3.86|0.00029|0.0789|0.000137|0.0374|2.74|1.7199999999999998e-05||||||||||||||59.0|7.2291
4S4k_a46|0|0|0|0.173180233|7.825245291|1|1|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|-0.104665424|-0.252970193|-0.1032662209999999|1|-0.158788415|0.008544799|1|0.7477594870000001|0.787615341|0.784722915|0|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|0.007749296|-47.49082053|-45.61628327|-24.18078772|0.8679099640000001|-25.17446332|49.42345536|2105.538282|-775.4768155|1729.18312|-8.564028983|10.26616763|4719.2906570000005|-411.0733912|18.61456563|0.007182108|519.5743695|1.0|1.0|0.0|1.0|1.0|17.0|4.26|50.94|1.0|0.0|100.96|0.0|1.0|-4.82|25.0|-5.46|1.0|1.0|3.79|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|8.28e-05|5.2854|4.52|4.0774|-1053.415665|566.82|304.07|0.2623|234.58|0.5716|0.0654|-0.1947|0.02628818|2.5693|197.0|6.7055
2_a20 (SB-505124)|1|0|0|-0.09011519|7.434257382|1|1|-0.006955944|-0.010175551|5.351858133|-0.076310057|0.013612077|-0.498602014|-0.137383329|1|0.02072518|-0.150708132|1|0.725030162|0.765632979|0.790275077|0|0.7694360659999999|-0.083565835|-0.117328885|0.214264156|0.02856542|-45.98170774|-64.55966745|-35.52365346|0.831919306|-25.30121848|70.87109323|2195.369524|-968.3950117|1709.9571620000002|-11.58380004|11.3574908|4762.83693|-532.854802|25.30541763|0.011470204|477.95809620000006|1.0|1.0|1.0|1.0|1.0|17.0|5.16|60.03|1.0|0.0|97.55|0.0|1.0|-5.24|25.0|-5.31|1.0|1.0|3.81|-4.91|5.72e-06|0.0019199999999999|1.22e-05|0.0040799999999999|4.27|2.03e-05|3.6404|4.57|3.6404|-1089.358727|593.8|340.58|0.3267|340.58|0.69947|0.3267|-0.18645|0.01305739|3.9392|169.0|6.7721
3c_a12|0|0|0|0.0|6.555356892000001|1|1|0.06235058|-0.009252756|4.59511985|-0.058516436|-0.14679559|-0.379362977|-0.056537396|1|-0.267255164|-0.116098308|1|0.826033688|0.888353608|0.859899236|0|0.843855494|-0.071719601|-0.099327724|0.242114395|0.013219706|-36.28720467|-50.25579322|-25.42738988|0.7055242159999999|-18.35985151|61.16334136|2186.344105|-653.3253118|1139.340748|-8.698843907999999|10.88288188|4629.005722|-330.5560685|24.36878988|0.02155815|380.2468615|1.0|1.0|1.0|1.0|1.0|17.0|4.01|78.41|0.0|0.0|98.16|0.0|1.0|-4.22|23.0|-6.18|0.0|1.0|2.76|-4.0|6.06e-05|0.0194|9.940000000000002e-05|0.0318|2.91|5.3200000000000006e-05|3.9848|2.56|3.5862|-1327.471862|544.65|345.72|0.4687|311.14|0.43415|0.1193|-0.22035|0.02665687|2.3061|0.02|7699.0
17_a15|0|0|0|0.0|0.0|0|0|-0.046866421|-0.0071363569999999|0.0|-0.071708785|-0.033968088|-0.442454151|-0.0141953639999999|0|-0.052628162|-0.170008473|2|0.721188086|0.76362781|0.740986227|0|0.880459235|-0.052869016|-0.079844675|0.605886597|0.012890299|-40.50376584|-61.17023228|-46.86345493|0.653207369|-31.03055741|77.82445248|2852.085573|-1223.4046460000002|2104.883413|-15.88591693|15.15194163|6352.266784|-937.2690986|31.74439379|0.0217385279999999|822.8625688|1.0|1.0|1.0|1.0|1.0|24.0|4.89|67.35|2.0|0.0|131.36|0.0|1.0|-5.93|33.0|-5.58|0.0|1.0|4.44|-5.65|1.19e-06|0.00052|2.26e-06|0.00099|4.78|8.43e-08|4.1461|6.89|3.8006|-1413.857182|752.08|326.22|0.7247|299.04|0.68787|0.0377|-0.19509|0.04051306|7.1743|12.0|7.9208
12ag_a36|1|0|0|0.0|7.412764017000001|2|2|-0.042092217|-0.008085448|5.351858133|-0.084341564|0.063109409|-0.436614203|-0.050147748|1|0.135431487|-0.101303149|1|0.835013502|0.8910146309999999|0.698414933|0|0.7468300940000001|-0.082492792|-0.1081585809999999|0.26896187|0.020136392|-52.02834065|-68.21579593|-43.02381535|0.758897371|-32.81436052|80.40643223|2773.9654530000003|-1227.884327|2305.164626|-15.48857353|15.13240062|5906.879919|-774.4286762999999|32.35969377|0.019328689|595.8790650000001|1.0|0.0|0.0|0.0|2.0|17.0|3.13|69.2|1.0|0.0|123.71|0.0|1.0|-3.89|30.0|-6.76|1.0|0.0|2.15|-4.16|0.000129|0.0515|6.96e-05|0.0278|2.78|5.58e-05|3.8893|3.41|3.7117|-1332.151245|658.68|334.04|0.4286|318.79|0.69204|0.0191|-0.20713|0.03415856|7.5405|17.0|7.7696
8e_a46|0|0|0|0.252655541|7.727094485|1|1|-0.205882192|-0.001015139|5.533389489|0.000950213|-0.126773923|-0.046696417|-0.016857659|1|-0.203086023|-0.08488645|2|0.789844634|0.837678812|0.668786636|0|0.921352352|-0.053352779|-0.065982313|0.281227001|0.009576086|-27.16690715|-33.59778824|-17.10778729|0.7492419109999999|-13.83322216|39.62167507|1982.950764|-503.9668235|1415.320228|-5.967832774|9.911785304|4239.252176|-256.61680930000006|15.64268965|0.011830243|426.71841|0.0|1.0|0.0|1.0|0.0|17.0|4.09|43.6|0.0|0.0|91.93|0.0|1.0|-3.59|23.0|-6.02|1.0|1.0|3.21|-4.04|0.0002569999999999|0.0782|9.15e-05|0.0279|3.01|6.57e-05|4.5092|3.0|4.5092|-954.9056294|552.99|274.96|0.2162|274.96|0.6967|0.2162|-0.2201|0.024010215|3.7755|406.0|6.3915
2_a4|0|0|0|0.0|6.605297921|1|1|-0.072708147|-0.00708265|4.59511985|-0.103346554|0.08246129|-0.269140683|0.076479666|0|0.127695325|0.147657684|1|0.802438682|0.847373823|0.912872667|0|0.742518847|-0.117395215|-0.105102755|0.442778552|0.006330673|-49.45826819|-44.27948986|-18.65482233|0.843107708|-20.83662681|48.93681624|1623.668791|-575.6333682|910.3327882|-6.736463618999999|7.800989232999999|3396.86527|-242.5126903|18.96532986|0.011054731|284.26458360000004|0.0|1.0|0.0|0.0|2.0|12.0|2.12|45.15|0.0|0.0|79.59|0.0|2.0|-2.18|19.0|-6.69|1.0|0.0|1.24|-2.77|0.0066|1.67|0.00171|434.0|1.62|0.00374|5.8961|2.46|3.2230000000000003|-819.8996124|458.73|384.69|0.1315|210.28|0.4682|0.0008|-0.16226|0.033037353|3.0946|31.0|7.5086
12av_a36|1|0|0|0.0|7.412764017000001|2|2|0.049150854|-0.009925128|5.351858133|-0.081537769|0.06882889|-0.605432791|-0.039627578|1|0.1168328169999999|-0.126068378|1|0.8076780109999999|0.8571025990000001|0.817582774|0|0.752447733|-0.082283524|-0.105593135|0.277834652|0.021666882|-57.31621925|-73.55299094|-51.2347934|0.671916917|-39.92474833|91.5101903|3011.024457|-1397.506828|2354.591519|-17.07826447|17.64042914|6460.1184140000005|-973.4610746|36.48912989|0.025779468|757.7532208|0.0|0.0|0.0|0.0|3.0|17.0|2.38|98.3|1.0|0.0|138.06|0.0|1.0|-3.54|33.0|-7.66|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.85|5.18e-05|4.8408|4.5|3.4402|-1440.945099|733.21|360.39|0.6698|256.12|0.43212|0.0027|-0.19429|0.04308001|6.1075|39.0|7.4089
16_a3|0|0|0|0.0|6.823286122000001|0|0|0.183636734|-0.010031024|4.727387819|-0.186717242|0.027762972|-0.371147877|-0.018884246|1|0.069124437|0.0032314229999999|2|0.767641592|0.838125715|0.640070307|1|0.6974791290000001|-0.108919585|-0.100138414|0.252612735|0.012203576|-53.7971544|-49.45999101|-24.42909382|0.8296818009999999|-26.57128935|56.56724056|2184.788331|-692.4398741|1290.305313|-10.05903863|11.22152755|4733.033232|-342.00731349999995|24.54661368|0.0143895839999999|328.71459869999995|1.0|1.0|1.0|1.0|1.0|21.0|4.74|92.93|0.0|0.0|90.44|0.0|1.0|-4.98|23.0|-5.89|0.0|1.0|3.5|-4.49|1.05e-05|0.0033799999999999|3.2200000000000003e-05|0.0104|3.35|2.25e-05|3.2208|3.19|3.2208|-1371.360243|520.28|384.94|0.3866|384.94|0.6944100000000001|0.3866|-0.2029|0.02847445|3613.0|42.0|7.3768
6a_a31|1|0|0|0.0|7.703007682000001|1|1|0.038376178|-0.01694403|5.6869753560000005|-0.181987023|0.08881108|-0.779425376|-0.026103465|2|0.1533239019999999|0.0006473469999999|0|0.784022685|0.848080284|0.803505125|0|0.57216168|-0.132158278|-0.126430958|0.259133072|0.034212524|-77.60012959|-74.23718620000001|-43.59027182|0.6927462990000001|-45.56491046|92.52963742|2713.694431|-1113.557793|1671.917893|-15.56795422|14.408653400000002|5908.282843|-653.8540772999999|38.27271371|0.031153284|479.200937|1.0|1.0|1.0|1.0|2.0|22.0|4.68|131.36|1.0|0.0|104.73|0.0|1.0|-5.22|28.0|-6.69|0.0|1.0|2.96|-4.34|6.09e-06|0.00238|4.55e-05|0.0178|2.8|4.3200000000000007e-05|3.5428|4.03|3.5428|-1613.295461|607.79|349.96|0.6404|349.96|0.70416|0.6404|-0.19843|0.04606915|11.2387|1.1|5.9586
12ap_a36|1|0|0|0.0|7.412764017000001|2|2|-0.06398791|-0.007719624|5.351858133|-0.010732275|0.066185994|-0.424579308|-0.042675894|1|0.117738331|-0.098598933|1|0.832758813|0.893689741|0.8212311840000001|0|0.830587483|-0.082622504|-0.106173763|0.27547717|0.0217479329999999|-54.21070432|-69.6632787|-45.7078307|0.737851886|-35.56900768|83.16347311|2843.18721|-1253.939017|2328.307856|-16.13217554|16.37284224|6003.481614|-822.7409526|33.32245946|0.020575639|642.3830552000001|1.0|0.0|0.0|0.0|2.0|17.0|2.75|92.99|1.0|0.0|128.47|0.0|1.0|-3.99|31.0|-7.08|0.0|0.0|1.66|-3.95|0.000101|0.0412|0.000113|0.0458|2.4|8.97e-05|4.9124|2.98|3.8801|-1325.159466|691.41|319.54|0.8819|252.39|0.59563|0.3982|-0.21788|0.04039655|9.6512|32.0|7.4949
