molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
8_a27|0.0|1|0|0|1|6.605297921|0|1.406757715|1.7626247169999998|-0.008444078|4.59511985|2|-0.14212377|1.21499748|-0.329319041|0.0040883959999999|0.093450172|0.067074515|1|0.004801929|-0.24946295|-0.106814855|-0.187486926|-0.535352745|0.6812785379999999|0.8000360390000001|0.11158995|0.8688656459999999|1|-0.078709803|-0.092265073|0.021852066|-37.50265703|-43.96130162|10.41179748|122.0597403|-0.035880862|-20.94612822|4.960882344|0.751701834|-1.291711016|53.20197882|-17.09606174|47.91445451|2132.9321670000004|369.9216992|989.0070768|0.248298166|9.642697094|0.92208134|118.305988|-293.2457951|0.019394143|-239.8554499|818.753121|326.3351007|9.240677197|0.0|0.0|0.0|2.79|2.28|0.06|21.0|-6.28|2.48|76.46|0.0|0.0|4.0|-6.73|0.0|2.38|178.0|0.0907|2.0|0.0|0.0|5.2e-07|0.000158|-0.05015|3.96|-1004.515654|-1004.489001|507.76|300.38|0.2336|300.38|374.88|0.64893|3.0415|0.02665292|-1004.432889|4.2899|6.0|8.2218
13i_a6|0.0|1|0|0|0|7.412764017000001|1|1.430639411|0.0|-0.0149593219999999|5.351858133|1|0.035242754|0.0|-0.852681372|-0.011017781|0.034304189|-0.032549318|1|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|0.8744720490000001|0.7771558909999999|-0.054229558|0.8287956870000001|0|-0.120457274|-0.129526268|0.031178586|-80.75190740000001|-86.83156133|20.90143854|181.1128483|-0.046433945|-58.20996912|14.01186473|0.783597763|-2.460999087|100.2320567|-31.12829557|101.6533459|2906.257489|418.3467934|2880.134143|0.216402237|14.54375165|0.753497905|145.07130039999998|-1105.989413|0.019989461|-380.2354072|2105.416507|673.8038326000001|13.40049533|1.0|1.0|1.0|3.59|2.7|0.12|23.0|-8.5|3.54|115.15|1.0|0.0|5.0|-6.81|0.0|2.91|0.00398|14.0|2.95|0.0|0.0|3.18e-09|1.36e-06|-0.0481399999999999|4.94|-1426.549926|-1426.518007|703.43|348.14|0.2903|338.12|553.67|0.7004600000000001|7.8342|0.03191957|-1426.332492|10.1375|21.0|7.6778
17d_a50|0.0|0|1|1|2|8.105609402|2|1.338814635|4.380250483|-0.002166617|6.042632834|1|0.006071856|2.234730384|-0.140830095|0.012079|-0.136180713|-0.125540541|2|0.01245647|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|0.754575205|0.748516466|-0.2177003589999999|0.789310938|1|-0.044172353|-0.069790853|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|5.007868064|-0.025589979|-33.56790124|7.31681784|0.75405703|-1.535398758|57.5414543|-17.74731987|41.18485076|2824.70142|644.9008302|2950.99157|0.24594297|12.62170017|0.8041037459999999|170.5678813|-738.4938272999999|0.013178555|-352.3903892|1412.14676|829.3813984|9.139672835|0.0|1.0|1.0|4.07|3.68|0.35|20.0|-7.07|4.29|51.77|2.0|0.0|4.0|-6.25|0.0|3.68|0.0135|0.00557|3.72|0.0|0.0|8.55e-08|3.63e-05|-0.03251|3.41|-1335.989008|-1335.962757|727.15|306.09|0.1819|306.09|579.45|0.66103|5.6557|0.02625058|-1335.713194|7.9942|74.0|7.1308
6b_a31|0.0|1|0|0|0|7.773594467000001|1|0.610136262|0.0|-0.016070861|5.733341277|0|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|-0.053655833|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|-0.57983695|0.838789705|0.78240875|-0.084489161|0.841537966|0|-0.12081047|-0.1284626569999999|0.032992761|-73.70779766|-78.37648097|20.12924648|159.79549319999998|-0.045675611|-47.81835367|12.28107483|0.7459204140000001|-2.055402513|93.1058799|-27.86719323|93.83704414|2776.92804|383.0600707|2063.736075|0.254079586|14.46878435|0.925676135|155.0167518|-765.0936586|0.024142162|-300.0775025|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|3.55|2.73|0.1|22.0|-7.33|4.0|131.36|1.0|0.0|5.0|-6.5|0.0|3.3|0.000947|0.00883|3.2|0.0|0.0|4.67e-08|1.89e-05|-0.05835|4.61|-1652.671944|-1652.635711|637.06|376.29|0.4967|376.29|492.36|0.7013199999999999|5.9085|0.03623358|-1652.505041|8.8379|54.0|7.2676
4g_a46|0.0|0|0|0|1|7.825245291|1|1.134637064|2.156712018|-0.001702489|5.587248657999999|2|-0.093447672|0.0|-0.088529411|0.011488768|-0.055084605|-0.138341481|1|0.010608122|-0.144064904|-0.078780402|-0.121452903|-0.2455749539999999|0.662386484|0.74106323|-0.193115055|0.7796270059999999|0|-0.056893316|-0.070153728|0.00801562|-32.64186634|-40.24987057|4.598866947|7.38470955|-0.024339048|-23.0928866|2.638545451|0.826861093|-1.192613373|44.72726697|-13.96424081|37.24073329|2242.010126|543.2323468999999|2285.43285|0.1731389069999999|10.60062169|0.8131148579999999|99.33639766|-392.5790722|0.007803902|-375.0653627|827.5244845|568.1534007|4.477396402|1.0|0.0|1.0|3.9|3.61|0.38|17.0|-7.8|5.37|43.6|2.0|1.0|3.0|-5.18|0.0|4.39|0.00155|0.00153|4.73|0.0|0.0|1.57e-08|5.75e-06|-0.03985|4.65|-1493.154666|-1493.132001|615.33|280.74|0.1294|280.74|530.39|0.6983199999999999|3.5526|0.02266493|-1492.979142|3.7113|2745.0|5.5615
8g_a12|0.0|1|1|1|0|6.580639137|1|1.28383574|0.0|-0.0084227909999999|4.59511985|2|-0.038463841|1.714060666|-0.40429396|0.005898773|-0.094550033|-0.040257632|1|0.005405355|-0.068810076|0.068559367|0.122649613|-0.532504083|0.804158158|0.7475224290000001|-0.070405398|0.80546986|1|-0.076856227|-0.1045061519999999|0.008910823|-42.39297373|-57.6443411|4.915102972|84.95000993|-0.042752517|-31.79592789|2.7111119089999995|0.90166696|-1.881110729|61.99654413|-23.58177591|47.30807670000001|2506.427441|473.055878|1356.883205|0.09833304|12.83559677|0.864880588|54.23932676|-572.326702|0.007890315|-443.109365|1150.7554189999998|480.0590283|4.352203029|0.0|1.0|1.0|4.07|2.51|0.1|21.0|-8.0|2.07|78.85|1.0|0.0|5.0|-6.28|0.0|2.77|0.0146|0.0163|3.06|0.0|0.0|9.98e-09|3.53e-06|-0.06432|3.68|-1154.321531|-1154.281986|590.93|332.31|0.3786|294.8|418.41|462.0|2.9986|0.03954539|-1154.173831|4.2131|3715.0|5.43
1_a1 (SKF-104365)|0.0|0|0|0|1|7.535296702|1|0.626769342|2.196347317|-0.006055958|5.4161004020000005|1|-0.091086986|0.0|-0.218014497|0.000663414|-0.10236005|0.11172918|1|0.002250781|-0.221214316|-0.123703409|-0.300426726|-0.505981356|0.57031697|0.7926983559999999|0.194988905|0.857919181|0|-0.067997692|-0.081192283|0.0133681239999999|-31.45099608|-37.55389489|6.18316314|6.658828587|-0.029524467|-17.369816|2.859900586|0.709744919|-0.9743074|46.32985169|-13.65596178|37.63415922|1997.193006|376.1092109|1551.362941|0.290255081|9.042613965|0.71469847|134.2517831|-208.4377919|0.018973797|-194.0267797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|2.97|2.68|0.12|17.0|-6.0|4.28|56.01|0.0|0.0|3.0|-6.01|0.0|3.27|0.0472|0.0287|2.96|0.0|0.0|9.93e-07|0.000295|-0.03482|3.45|-1279.084677|-1279.060907|491.18|318.72|0.2178|318.72|358.09|0.70081|4.5773|0.02377006|-1279.017667|6.9338|1.6|5.7959
12h_a36|0.0|1|0|0|0|7.412764017000001|2|1.297043828|0.0|-0.0086750619999999|5.351858133|2|0.059920602|0.0|-0.503153567|0.00127667|-0.003014954|-0.051080247|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|0.8913597320000001|0.820041835|-0.089459459|0.87043328|0|-0.073572836|-0.10720355|0.027905055|-48.17643878|-70.19826261|18.27258858|82.11195464|-0.035734517|-45.96672487|11.96512593|0.665254541|-1.929663894|87.85958486|-23.39942087|66.44902736|2845.467486|536.6941285|2391.856014|0.3347454589999999|13.87400978|0.8675704009999999|219.1956304|-827.4010477|0.026971557|-216.42159590000003|1899.376328|679.7230552999999|17.66132225|1.0|0.0|0.0|4.8|0.0|0.17|17.0|-6.69|1.89|78.43|1.0|0.0|5.0|-6.93|0.0|1.81|0.0464|35.0|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|-0.05013|2.92|-1347.481013|-1347.451759|697.29|358.81|0.5756|238.44|535.67|0.34589|6754.0|0.02925492|-1347.260478|8.7377|14.0|7.8539
3k_a32|0.0|1|1|1|0|7.97831097|1|0.609420759|0.0|-0.005745086|5.973809612|0|-0.047167919|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|-0.077097565|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0.816196288|0.779649252|-0.129124455|0.8306695270000001|1|-0.0711378679999999|-0.090839907|0.0123637989999999|-40.10830541|-51.21653025|6.970844822|80.0971996|-0.029575784|-28.87643819|3.930238317|0.78057227|-1.271758703|58.16707081|-16.67514938|47.07915023|2392.3436100000004|494.8840288|1970.06814|0.21942773|11.6688363|0.89626209|123.7157466|-404.2701347|0.012327787|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|3.47|3.48|0.32|19.0|-7.23|5.78|110.94|2.0|0.0|3.0|-5.01|0.0|4.75|3.3600000000000004e-05|0.000904|4.97|0.0|0.0|5.86e-08|2.15e-05|-0.05321|3.81|-1750.164914|-1750.1383649999998|611.65|350.6|0.3082|350.6|452.36|0.70268|3.2233|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605
3t_a32|0.0|1|1|1|0|7.765993078999999|0|0.609420752|0.0|-0.006089333|5.733341277|0|0.028527045|2.141978747|-0.304466646|9.83e-05|0.012069208|-0.086478322|3|0.00139283|0.049606573|-0.070331512|-0.122301673|-0.496165036|0.710773544|0.822076702|-0.146047869|0.870628579|1|-0.080203824|-0.0974995|0.014242899|-50.65701113|-61.58101978|8.995863948|97.01046154|-0.026967947|-38.89478416|5.681818647999999|0.684474482|-1.267493496|72.43498782|-17.03304802|59.65287508|2530.60497|523.3947687|2241.507646|0.315525518|15.64252992|0.929482453|199.2870037|-505.632194|0.017184783|-233.0294362|1169.58817|582.0730423|10.85396804|1.0|1.0|1.0|3.58|3.41|0.3|19.0|-8.01|5.42|128.01|2.0|0.0|4.0|-5.81|0.0|4.46|0.00013|0.00462|4.09|0.0|0.0|9.86e-09|3.91e-06|-0.05507|5.5|-1864.708995|-1864.678788|677.16|349.38|0.2906|349.38|575.45|0.70286|1.2641|0.03020622|-1864.534478|2.7003|9.0|8.0458
30_a47|0.0|0|1|1|1|6.842683282|0|1.304327883|1.435022468|-0.0092264759999999|4.727387819|2|0.013114301|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|0.0467853809999999|1|-0.008325552|0.029343834|-0.035472095|-0.079370393|-0.4370608039999999|0.6850994429999999|0.8485444809999999|0.074217097|0.913855507|1|-0.108232368|-0.107296835|0.022747897|-64.94243028|-64.38108459|13.64937081|350.5257774|-0.0383202979999999|-38.63044093|8.190002019|0.679447569|-1.609452527|81.25550675|-22.9932445|78.59180109|2626.927627|407.3992771|1558.731067|0.320552431|12.94704346|0.879999675|192.3403721|-579.456614|0.028122734|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|3.03|2.12|0.05|21.0|-7.24|3.93|98.72|1.0|0.0|5.0|-6.95|0.0|2.61|24.0|0.0315|2.5|0.0|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.89|-1696.12008|-1696.078047|615.85|333.66|0.3566|333.66|478.04|0.6944899999999999|2.7493|0.0420327|-1695.9887|3.6487|13.0|7.9
22_a20|0.0|0|0|0|1|6.842683282|0|1.4170330269999998|1.915285809|-0.00147607|4.727387819|2|0.09301076|2.041494094|-0.079707783|0.009265667|-0.066832578|-0.038668966|1|0.008780074|0.155407313|-0.036258691|-0.060582944|-0.177976478|0.616352201|0.7478675859999999|-0.067650395|0.809440795|1|-0.059893667|-0.067797027|0.0122876139999999|-39.00017609|-44.14650378|8.001165067999999|9.022387025|-0.027118811|-28.7463017|5.21001405|0.77063827|-1.3559405430000002|52.90592556|-17.65860151|47.00134116|2738.108259|616.3298149|2396.806062|0.22936173|14.17638345|0.913422548|149.350479|-574.9260339|0.01345209|-352.4559681|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|3.36|3.41|0.08|27.0|-9.69|5.39|67.39|2.0|0.0|4.0|-5.58|0.0|4.24|0.000997|0.0012|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|-0.0568|4.07|-1275.84854|-1275.816275|694.15|312.05|0.2636|223.03|563.43|0.38233|4.8308|0.03226475|-1275.657902|6141.0|231.0|6.6364
12d_a40|0.0|0|0|0|1|7.515889085|0|0.60499064|1.753432382|-0.008004393|5.4161004020000005|0|0.209157499|0.794852923|-0.288158151|-0.000134504|0.087954209|-0.166080871|2|-0.002126898|0.3683138529999999|0.127299624|0.224167029|-0.552689736|0.809398262|0.7769829840000001|-0.254735308|0.845904643|1|-0.095675903|-0.091630294|0.01171131|-50.68561427|-48.54239742|6.204226377|207.39648|-0.038873458|-25.71599691|3.286773518|0.844283549|-1.282824111|55.13932669|-20.59374436|56.88984065|2270.596857|445.2300015|643.5166227999999|0.155716451|14.88744155|0.8899787840000001|82.49291335|-360.0239567|0.01245259|-364.7778083|804.9352200000001|350.9435025|6.596929268999999|1.0|0.0|1.0|3.23|2.94|0.0|20.0|-6.84|5.02|84.45|2.0|1.0|2.0|-5.13|0.0|4.21|0.0002009999999999|0.000942|4.75|0.0|0.0|1.44e-07|5.2e-05|-0.07765|4.14|-2153.197255|-2153.180821|552.57|443.4|0.2584|282.05|435.41|0.55983|1.2683|0.0164339|-2153.123107|1.9961|19.0|7.7212
12a_a36|0.0|1|0|0|0|7.412764017000001|2|1.297044783|0.0|-0.007471648|5.351858133|2|0.078063311|0.0|-0.403468978|0.002039107|-0.070252245|-0.065913514|1|0.003199301|0.134423193|-0.1063550619999999|-0.183140926|-0.432975237|0.907322874|0.7934042040000001|-0.119322074|0.846614758|0|-0.076154312|-0.104828755|0.019595485|-46.76212019|-64.36949846|12.03249549|109.9069212|-0.037738352|-39.52572284|7.388485123|0.755315434|-1.886917597|76.09903547|-23.17301945|58.79461567|2647.835699|503.9367075|2258.5909920000004|0.244684566|12.464492300000002|0.888377722|150.24716030000002|-711.4630111|0.019102103|-313.5499672|1533.996157|598.1535763999999|11.72953701|1.0|0.0|0.0|4.75|0.0|0.14|17.0|-6.59|1.88|69.2|1.0|0.0|4.0|-6.72|0.0|1.86|0.0625|0.0384|2.68|0.0|0.0|2.56e-07|9.78e-05|-0.04946|3.16|-1232.951968|-1232.916523|653.94|338.0|0.4435|323.35|481.98|0.67869|6.3637|0.03544528|-1232.764108|8.5603|13.0|7.8861
16c_a32|0.0|1|1|1|0|7.765993078999999|0|0.6094207629999999|0.0|-0.01639019|5.733341277|0|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|-0.036931818|3|-0.00369116|-0.057356214|-0.1260956869999999|-0.229450999|-0.697601261|0.809370315|0.8607827790000001|-0.061904762|0.915639476|1|-0.088841599|-0.119988297|0.025791147|-53.00702241|-71.59058881|15.38819548|102.2022233|-0.038178095|-42.71426897|9.181311842|0.6846367059999999|-1.679836163|86.97970500000001|-22.77882371|68.39521789|2649.168528|461.2334662|3143.196853|0.3153632939999999|11.77670717|0.8653137670000001|188.1603823|-597.9997655000001|0.02579269|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|0.0|1.0|3.5|3.08|0.22|19.0|-6.99|4.21|149.27|1.0|0.0|5.0|-6.44|1.0|3.41|0.000366|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|4.12|-1916.6792|-1916.651132|639.66|341.89|0.2955|341.89|508.43|0.70198|4.0551|0.02806787|-1916.536967|5.3459|5.0|8.3468
4h_a46|-3.74433321|0|0|0|1|7.825245291|1|0.3002050539999999|2.134072222|-0.005778576|5.587248657999999|2|-0.057256598|0.0|-0.404500343|-0.0008161889999999|-0.021951549|-0.09922757|1|0.003087227|-0.0932537609999999|-0.030014575|-0.0488847059999999|-0.516344924|0.739180305|0.7543177040000001|-0.134568896|0.7955809979999999|0|-0.083155747|-0.083997524|0.010068754|-65.24476749|-65.90523417|7.900037181|105.2773797|-0.0305445539999999|-51.70985599|6.198442205|0.805506105|-2.015940586|74.99848132|-23.9655397|73.14480467|3472.1185880000003|601.9869510999999|3180.526173|0.194493895|15.85230406|0.947878486|152.6017078|-1241.036544|0.011589523|-479.405829|1963642.0|1021.999374|9.093247153|1.0|0.0|0.0|4.63|2.99|0.3|23.0|-9.2|6.18|124.17|2.0|0.0|6.0|-6.38|1.0|3.82|0.000149|0.00104|4.21|0.0|1.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|8.5|-1923.926093|-1923.878801|792.61|296.62|0.5451|292.11|682.14|0.55428|1.7601|0.04729184|-1923.611784|2.9086|229.0|6.6402
1i_a5|0.0|1|0|0|0|6.605297921|0|1.219028472|0.0|-0.006494891|4.59511985|2|0.018196138|0.0|-0.279280326|-0.0012491689999999|-0.174016111|-0.003198529|1|-0.000700145|0.059972925|0.001493879|0.004923698|-0.403861432|0.525406088|0.780175595|-0.00496377|0.8436458929999999|0|-0.091178745|-0.084018635|0.008291428|-50.81756452|-46.82694838|4.621144795|201.1526326|-0.03570792|-26.09853285|2.575548983|0.759459597|-1.428316788|57.78921354|-19.90145306|55.43870932|2482.831286|494.6981114|942.1618767|0.240540403|13.79450888|0.8858245220000001|134.0627959|-443.6750585|0.0196689|-289.21443910000005|1048.190221|403.396385|10.96226516|1.0|1.0|0.0|2.83|2.04|0.05|23.0|-8.88|6.37|54.46|2.0|0.0|6.0|-5.73|1.0|4.12|0.00589|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.05729|3.58|-1288.356212|-1288.322373|569.42|283.08|0.7585|262.44|443.05|0.4571199999999999|2.6336|0.03383899|-1288.264271|2.8939|24.0|7.6198
12l_a36|0.0|1|0|0|0|7.412764017000001|2|1.297044247|0.0|-0.0076430169999999|5.351858133|2|0.128666217|0.0|-0.4203659179999999|-0.000143196|-0.05158636|-0.0452558729999999|1|0.001194592|0.228884463|-0.098598933|-0.175397741|-0.428857427|0.8707354620000001|0.8174432229999999|-0.079106537|0.8772535459999999|0|-0.079972189|-0.107815735|0.0220227089999999|-52.05361632|-70.17688229|14.33450402|39.27257375|-0.038052612|-45.67788557|9.330278191|0.7379583590000001|-1.940683231|83.76912404|-24.7683114|66.38812034|2843.514589|549.2389652|2385.788754|0.262041641|13.88638723|0.8586718990000001|170.5619816|-822.2019402000001|0.02088234|-309.7725155|1711.727859|642.3830552000001|13.59224175|1.0|0.0|1.0|4.78|0.0|0.13|17.0|-6.66|1.76|92.99|1.0|0.0|5.0|-6.68|0.0|1.77|0.0111|0.0206|2.95|0.0|0.0|2.21e-07|8.97e-05|-0.0510399999999999|2.98|-1325.194654|-1325.15957|686.83|321.05|0.4524|321.05|530.75|0.6925|5392.0|0.03508404|-1325.0137550000002|7.2021|0.02|7699.0
13d_a5 (GW788388)|0.0|1|0|0|0|6.605297921|1|1.236844097|0.0|-0.005668173|4.59511985|3|-0.092509033|0.0|-0.33442223|0.002956745|-0.086484275|0.024793388|1|0.003668464|-0.14893897|-0.010147323|-0.016337128|-0.3706975529999999|0.7333482170000001|0.78479342|0.047169811|0.834800344|0|-0.086824482|-0.0844793|0.014571846|-57.42492153|-55.87383979|9.637686167|151.3669372|-0.0291837579999999|-36.95444874|6.374277851|0.669182121|-1.605106706|70.45205183|-19.30187193|67.0626077|2834.036315|511.985152|1377.863026|0.330817879|15.788837|0.954644629|218.7999323|-702.1345259999999|0.022041749|-223.7910275|1586.418589|723.0631751|14.57821204|0.0|1.0|1.0|3.21|2.74|0.2|23.0|-8.84|4.11|92.79|1.0|0.0|5.0|-6.94|0.0|3.11|0.0189|0.0192|2.75|0.0|0.0|1.45e-09|6.16e-07|-0.05542|3.81|-1390.589662|-1390.548362|707.09|297.28|0.5251|269.0|532.01|0.42515|2.4867|0.04130059|-1390.355751|3355.0|18.0|7.7447
16a_a23|0.0|0|1|1|2|7.423568444|1|1.197962324|3.411338761|-0.0054940769999999|5.351858133|3|0.062601621|0.759926978|-0.302174246|0.012426121|-0.088255625|-0.071458049|2|0.01226642|0.115499047|-0.181609054|-0.335065967|-0.380779155|0.765869487|0.8323974470000001|-0.116894582|0.890165467|1|-0.041095401|-0.07288672|0.021379172|-26.53751114|-47.06687604|13.80568132|9.922436905|-0.025724725|-30.39361398|8.915071155|0.585920722|-1.311960953|65.21027197|-16.6118386|40.34319246|2924.629647|603.6746046|1801.957216|0.414079278|15.89802615|0.981208279|267.3932664|-547.0850515999999|0.02809646|-110.9672657|1445.935835|668.3493171|18.14339594|1.0|0.0|0.0|3.94|0.0|0.14|20.0|-5.27|2.52|108.26|1.0|1.0|4.0|-7.02|0.0|1.85|0.0111|0.0208|2.66|0.0|0.0|5.38e-06|0.0023|-0.0502|2.49|-1685.913359|-1685.8794469999998|670.04|763.49|0.2066|763.49|555.21|0.96307|11.6254|0.03391189|-1685.6419010000002|18.4446|39.0|7.4037
34_a20|0.0|0|0|0|1|6.842683282|0|1.416932073|1.877209467|-0.0057643419999999|4.727387819|2|0.199191385|1.991704333|-0.328567476|0.003085806|-0.046356705|-0.054458882|1|0.003149352|0.327535029|0.0346782989999999|0.057022334|-0.4478820739999999|0.7071284179999999|0.74801464|-0.090732503|0.80310139|1|-0.0851907119999999|-0.085459595|0.0130295999999999|-57.31821177|-57.49912174|8.766605631000001|297.5548445|-0.032248904|-38.68669181|5.898367836|0.776414086|-1.709191893|67.53437417|-21.69778179|66.0848174|2825.042137|536.0086996|2319.742032|0.223585914|14.7802149|0.8614536140000001|150.43359099999998|-773.7338361000001|0.01491516|-371.9551262|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|3.43|2.92|0.08|27.0|-9.18|4.62|86.69|2.0|0.0|4.0|-6.28|0.0|3.63|0.00305|0.00399|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|-0.05181|4.97|-1352.31921|-1352.2836220000002|711.19|320.38|0.4388|229.04|544.93|0.38519|3.8519|0.03558836|-1352.102407|5.4994|61.0|7.2147
9g_a40|0.0|0|0|0|1|7.515889085|0|0.604992427|1.849105962|-0.0054957819999999|5.4161004020000005|0|0.07954859|0.895670535|-0.225327061|0.011921308|0.139758613|-0.145879501|2|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|-0.383703998|0.694156166|0.764275277|-0.242405063|0.821935848|1|-0.063539055|-0.079033043|0.021367335|-33.47455057|-41.63731423|11.25704374|65.74631496|-0.031197254|-21.93596333|5.930596229|0.740240206|-1.185495647|51.16627179|-16.43578193|44.73159432|2169.234651|476.5434822|349.4421673|0.259759794|15.62271835|0.909806709|136.8503571|-329.0394499|0.018087202|-253.1335385|843.7257374|384.6422631|9.528957565|0.0|1.0|0.0|2.8|1.78|0.06|22.0|-6.43|2.93|72.28|0.0|0.0|4.0|-7.17|0.0|1.93|977.0|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.0624|3.83|-1332.487689|-1332.476347|559.04|402.84|0.3563|402.84|469.6|0.70233|3.4787|0.01134289|-1332.369643|5063.0|3548.0|5.45
12az_a36|0.0|1|0|0|0|7.412764017000001|2|1.297042831|0.0|-0.009570959|5.351858133|2|0.078817323|0.0|-0.593399474|0.000482522|-0.024018255|-0.012800556|1|0.002872872|0.129156742|-0.176729938|-0.289604649|-0.387734368|0.884226781|0.812921349|-0.021825174|0.858971809|0|-0.071762413|-0.10786263|0.034771534|-50.28669997|-75.58351856|24.36575918|60.11023222|-0.033474609|-52.96429617|17.0740303|0.583865006|-1.941527339|99.82512582|-23.45695404|74.65245915|3039.528467|574.0196415|2455.7577530000003|0.416134994|15.73229538|0.861843195|291.60189260000004|-953.3573311|0.034594361|-117.53490990000002|2330.167624|766.4854363|24.24160725|1.0|0.0|0.0|4.96|0.0|0.21|17.0|-6.79|1.9|87.66|1.0|0.0|6.0|-7.13|0.0|1.75|0.0342|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|2.68|-1461.990465|-1461.962459|737.12|343.5|0.4383|319.03|576.54|0.69385|6.3778|0.02800521|-1461.750394|7.821000000000001|58.0|7.2366
5d_a40|0.0|0|0|0|1|8.149890544|1|0.6049133329999999|1.601200869|-0.005662681|6.167516491000001|0|-0.1031436519999999|0.716041667|-0.1868684619999999|0.007200253|0.2078052269999999|0.029272031|2|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|-0.399968083|0.496945486|0.8092726020000001|0.0451110059999999|0.877722972|1|-0.086193996|-0.094277694|0.022027556|-39.55506228|-43.26473143|10.10860823|181.4728912|-0.0377110779999999|-19.85450535|4.638915105|0.8111805740000001|-1.131332331|49.97858532|-17.30589257|49.66367051|1974.583878|346.0207917|511.3769101|0.188819426|12.09256826|0.922825231|86.65063178|-238.2540642|0.014630084|-285.606135|640.0261471|243.4287716|6.713853887999999|1.0|0.0|1.0|3.02|2.56|0.21|14.0|-4.32|3.64|75.5|0.0|1.0|4.0|-5.94|0.0|3.1|17.0|0.0436|2.98|0.0|0.0|4.7600000000000005e-05|0.0137|-0.06796|4.61|-1276.833831|-1276.817151|473.48|331.74|0.4493|331.74|365.74|0.69613|7.0422|0.01667985|-1276.797751|9.2439|19.0|7.7212
