molecula|SddssS|n9FaHRing|n9FaRing|NaasN|nAHRing|SaasN|AATSC1c|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|WNSA5|RPCS|DPSA5|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
16a_a23|0.0|1|1|2|1|3.411338761|-0.0054940769999999|0.062601621|0.759926978|0.012426121|10.31321796|-0.071458049|2|2|0.115499047|-0.181609054|-0.335065967|2|0.8323974470000001|0.7199622309999999|1|0.934837094|-0.041095401|0.021379172|-47.06687604|-30.39361398|91.92609822|65.21027197|2924.629647|603.6746046|-847.2037686000001|1801.957216|-10.72715788|0.414079278|8.024409307|6552.801739|267.3932664|28.35168303|0.02809646|-110.9672657|18.14339594|0.0|0.0|1.0|0.0|1.0|0.0|20.0|-5.27|2.03|2.52|2.04|1.0|2.0|-4.58|31.0|-7.02|427.5|0.0|0.0|0.0|-4.31|2.6e-05|4.86e-05|0.0208|0.0|5.38e-06|0.0023|-0.0502|1.6239|2.49|1.6239|670.04|1172.0|0.2066|763.49|555.21|0.96307|0.96307|-1685.580443|-0.07625|11.6254|-1685.6419010000002|18.4446|39.0|7.4037|7.4037
13e_a6|0.0|0|0|0|0|0.0|-0.006882528|0.018376555|1.643912856|-0.003356527|10.95053349|-0.037793156|1|1|0.032420935|-0.126749697|-0.223618825|2|0.765593573|0.790249345|1|0.861676601|-0.074242826|0.0183790889999999|-62.36320497|-41.68507499|0.0|75.42629799|2868.489025|575.965487|-1122.537689|3457.565879|-14.71237941|0.277469482|7.973429837999999|6147.8097210000005|185.4673146|30.46313253|0.019543118|-297.4895642|13.06309302|1.0|1.0|1.0|1.0|2.0|2.79|27.0|-10.18|5.01|4.53|0.92|0.0|0.0|-5.11|32.0|-6.52|417.47|0.0|0.0|1.0|-4.78|7.74e-06|1.65e-05|0.00688|0.0|6.59e-11|2.75e-08|-0.07534|5.9885|3.36|3.2475|713.3|1202.5|0.8312|207.04|567.24|0.38609|0.7034199999999999|-1347.014564|-0.1327|10.1884|-1347.074898|13.2999|12.0|7.9208|7.9208
19_a47|0.0|1|1|1|0|1.445775615|-0.00973456|0.027033021|1.174354482|-0.013020816|10.95058274|0.0604168609999999|1|1|0.074201869|-0.046265509|-0.126992366|2|0.823945134|0.614975047|1|0.639642891|-0.105205489|0.026805875|-57.87554797|-32.06567824|66.13355777|76.13237258|2612.978054|354.3911695|-868.1332196000001|1238.799875|-11.45202794|0.362167395|7.06969105|5846.960345|200.6571609|32.40636867|0.03295186|-152.7310283|18.25682461|1.0|1.0|1.0|1.0|2.0|1.72|21.0|-6.92|2.49|3.84|1.67|0.0|1.0|-3.67|28.0|-7.22|380.35|0.0|0.0|1.0|-3.66|0.000214|0.000217|0.0824|0.0|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|3.51|3.8423|571.23|974.59|0.3243|322.68|412.31|0.68924|0.68924|-1335.580357|-0.15845|5.1151|-1335.634976|6.3247|0.05|7.3|7.3
12bg_a36|0.0|0|0|0|2|0.0|-0.0076819|0.057879142|0.0|-0.001012333|10.95885259|-0.0206090089999999|1|1|0.097928606|-0.101451485|-0.1716508239999999|1|0.836170906|0.771220556|0|0.840610352|-0.075439837|0.019606406|-70.42534258|-48.31008346|14.85588272|83.78068847|2925.402039|576.6383913|-1267.656166|2915.548359|-17.39163005|0.252132272|7.549463377|6753.439903|172.9566471|33.900544700000005|0.01946912|-340.0625449|13.35534589|0.0|1.0|1.0|0.0|2.0|0.0|17.0|-7.76|3.99|3.19|2.99|0.0|1.0|-5.08|31.0|-6.26|450.32|0.0|1.0|1.0|-5.18|8.27e-06|6.55e-06|0.00295|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|4.42|3.8944|703.94|1186.75|0.4409|318.36|554.7|0.69395|0.69395|-2151.914954|-0.15743|6.6844|-2151.975577|9.3601|15.0|7.8239|7.8239
3k_a32|0.0|1|1|0|0|0.0|-0.005745086|-0.047167919|2.256213388|0.001221534|10.31100271|-0.077097565|3|3|-0.084055305|-0.050938823|-0.090775221|0|0.779649252|0.7681279190000001|1|0.8777482409999999|-0.0711378679999999|0.0123637989999999|-51.21653025|-28.87643819|0.0|58.16707081|2392.3436100000004|494.8840288|-717.0314235000001|1970.06814|-9.40163104|0.21942773|6.153598893|5259.698672|123.7157466|21.36272325|0.012327787|-316.3794102|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|3.48|19.0|-7.23|7.12|5.78|2.41|0.0|1.0|-7.04|25.0|-5.01|366.5|0.0|0.0|1.0|-5.61|9.16e-08|2.47e-06|0.000904|0.0|5.86e-08|2.15e-05|-0.05321|3.5363|3.81|3.5363|611.65|1022.89|0.3082|350.6|452.36|0.70268|0.70268|-1749.957584|-0.14667|3.2233|-1750.0122420000002|5689.0|9.0|8.0605|8.0605
13a_a30|0.0|0|0|0|2|0.0|-0.011002918|-0.036541822|0.0|-0.003436924|10.31162842|-0.0351777|1|1|-0.065043716|0.003429114|0.006103754|1|0.8303425640000001|0.802578397|0|0.6963945559999999|-0.109682335|0.01856512|-76.60916637|-51.70573895|102.6479456|88.22659517|3002.811441|470.0167988|-1532.183327|2520.165025|-19.5115996|0.2001375339999999|8.066980235|6675.344631|135.07860209999998|36.14261279|0.017212819|-404.771677|11.6174288|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.19|3.04|1.72|2.06|0.0|1.0|-5.01|32.0|-7.05|441.51|0.0|0.0|0.0|-4.3|9.68e-06|5e-05|0.0221|0.0|6.520000000000001e-07|0.000288|-0.0555|5.0535|4.54|3.5288|721.66|1211.54|0.1788|245.34|541.59|0.26119|0.6845600000000001|-1744.217986|-0.14953|0.7158|-1744.281248|1.4855|14.0|7.8665|7.8665
16_a31|0.0|0|0|0|1|0.0|-0.020181753|-0.050076586|0.0|-0.017017891|10.31170095|0.06214876|2|2|-0.0897217219999999|-0.053194463|-0.09530799|0|0.8318419909999999|0.8944757390000001|0|0.546450126|-0.142079397|0.0374314139999999|-70.82239128|-33.36862997|467.7901274|83.86629191|2071.962924|257.4650715|-779.0463041|1212.615438|-11.12287666|0.26919564|5.521618837|4387.049328|126.8340354|32.30339751|0.027684692|-217.4912527|13.04390063|1.0|0.0|1.0|1.0|2.0|1.93|16.0|-4.94|3.8|2.83|0.78|0.0|2.0|-4.36|21.0|-6.48|300.34|0.0|0.0|1.0|-3.6|4.38e-05|0.000254|0.0762|0.0|1.16e-05|0.00347|-0.0318899999999999|3.6596|1.7|3.6596|503.18|818.1|0.2534|338.79|369.73|0.70108|0.70108|-1308.113026|-0.15231|3.7419|-1308.161433|5.5943|0.09|7.0458|7.0458
14_a15|0.0|0|0|0|0|0.0|-0.006678826|-0.033982971|0.0|0.001740635|10.9597359|-0.015736888|0|0|-0.051908601|-0.120626133|-0.184255041|2|0.719993769|0.7933685340000001|0|0.8870890459999999|-0.063809873|0.014672137|-58.79722871|-37.68282812|2.923143027|68.59458198|2612.691478|568.5306056|-1117.1473460000002|2731.841165|-13.50893838|0.229690275|6.040010666000001|5861.387612|147.2072638|27.36334635|0.015286995|-346.4801021|9.797353271|1.0|0.0|1.0|1.0|1.0|3.72|24.0|-9.82|5.32|6.3|2.87|0.0|1.0|-6.22|30.0|-4.97|397.47|1.0|0.0|1.0|-5.83|5.99e-07|1.47e-06|0.000584|0.0|1.51e-10|5.99e-08|-0.0338199999999999|4.4518|5.16|3.6209|689.8|1177.14|0.3131|278.5|584.18|0.65079|0.7055899999999999|-1280.809256|-0.14997|3.3596|-1280.87015|5.0894|0.03|7.5229|7.5229
14d_a23|0.0|1|1|2|0|3.405551724|-0.005343003|0.03253552|0.758207139|0.01269616|10.313217800000002|-0.054430189|2|2|0.059486662|-0.074441567|-0.136106024|2|0.772008792|0.6906097959999999|1|0.921694462|-0.053736319|0.018596017|-51.58357156|-33.99063559|83.40396369|61.49227899|2878.955374|607.3441532|-1083.255003|2261.37838|-14.27606695|0.209653392|7.832720777|6459.554383|138.1496441|27.41215037|0.015037275|-382.6437544|9.908707432|0.0|1.0|1.0|1.0|1.0|3.62|26.0|-7.78|3.88|4.33|3.24|1.0|1.0|-5.85|31.0|-6.1|425.51|0.0|0.0|0.0|-5.25|1.43e-06|5.61e-06|0.0023899999999999|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|3.79|8.1555|696.21|1186.17|0.3807|336.18|554.84|8.1555|8.1555|-1668.983743|-0.14894|5.6156|-1669.045136|8.1555|4.0|8.4001|8.4001
19i_a38|0.0|0|0|0|2|0.0|-0.008447598|0.08414367|0.0|-0.006877664|10.96052467|-0.053762162|1|1|0.215263198|-0.098027247|-0.250781298|1|0.836170906|0.632625562|0|0.747158407|-0.08347616|0.022576308|-69.40536597|-42.53502816|10.71501217|82.98550237|2896.470706|457.89548719999993|-1249.2965869999998|2335.0953870000003|-15.31261014|0.258076158|6.690507557999999|6744.7785650000005|158.161786|33.67721904|0.022159015|-296.5257022|13.5801364|1.0|1.0|1.0|1.0|3.0|2.88|17.0|-7.12|3.55|3.11|2.78|0.0|1.0|-4.25|31.0|-6.81|419.43|0.0|0.0|1.0|-4.33|5.68e-05|4.67e-05|0.0196|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|5.7041|3.66|3.6129|641.31|1101.03|0.2156|217.36|457.26|0.4342|0.69267|-1431.181148|-0.14872|6.6636|-1431.239177|8.6365|13.0|7.9031|7.9031
11b_a31|0.0|0|0|0|1|0.0|-0.01950528|-0.078907688|0.0|-0.014385937|10.31169957|-0.046362952|2|2|-0.129901143|-0.101934423|-0.16780872|0|0.834596039|0.7943850720000001|0|0.545458754|-0.143839236|0.037758271|-82.80602396|-46.10900197|87.78853803|100.3071755|2410.572158|303.7286124|-993.6722875|1756.711832|-13.83270059|0.330276165|6.83089364|5202.545866|183.9081702|37.09261324|0.0314298879999999|-189.0151528|17.50115151|0.0|1.0|1.0|1.0|2.0|2.29|16.0|-5.45|4.67|3.25|0.79|0.0|2.0|-4.74|25.0|-6.73|357.38|0.0|0.0|1.0|-3.75|1.82e-05|0.000178|0.0637|0.0|3.59e-06|0.00128|-0.03574|3.8437|4.07|3.8437|589.56|969.71|0.2634|322.57|479.66|0.70073|0.70073|-1519.909742|-0.15936|3.2104|-1519.967224|4.7518|0.53|6.2757|6.2757
9_a3|0.0|0|0|0|0|0.0|-0.007847313|-0.126542538|2.4071976040000003|-0.004918099|10.31162238|0.023606557|1|1|-0.216450234|0.083014843|0.141996379|1|0.6729843740000001|0.865283439|0|0.84649775|-0.095161413|0.007377805|-39.28853824|-18.47392835|72.50764604|43.50933802|2017.0704920000005|398.0331029|-628.6166118|1383.145159|-8.445224386|0.1131403219999999|5.004834198999999|4430.929894|53.19989715|20.25176593|0.008976383|-363.8118546|4.220799781|1.0|1.0|1.0|1.0|1.0|2.44|21.0|-7.26|4.9|4.62|2.42|0.0|1.0|-5.53|22.0|-5.21|303.38|0.0|0.0|1.0|-4.9|2.96e-06|1.25e-05|0.00379|0.0|5.5e-08|1.67e-05|-0.03999|5.8185|3.28|3.7356|512.44|857.36|0.2069|213.09|350.27|0.3639699999999999|0.6724600000000001|-1255.9558029999998|-0.15834|2.0863|-1256.002529|2.6661|10965.0|4.96|4.96
9a_a31|0.0|0|0|0|1|0.0|-0.01391798|-0.05057805|0.0|-0.006189303|10.31169772|-0.0007638889999999|2|2|-0.084652799|-0.093527289|-0.15653721|0|0.782715368|0.76226755|0|0.691768132|-0.100906991|0.033245595|-78.6954713|-50.50275387|95.14995868|94.03540892|2855.751316|443.941629|-1337.8230119999998|1955.13855|-17.886392|0.262241245|7.812278516|6273.506211999999|168.29310269999996|37.77835579999999|0.0239033229999999|-305.16297060000005|15.33993762|1.0|1.0|1.0|1.0|2.0|2.78|22.0|-8.13|5.51|4.02|1.58|0.0|1.0|-5.62|30.0|-6.39|418.47|0.0|0.0|1.0|-4.77|2.42e-06|1.7100000000000002e-05|0.00715|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|5.27|3.7892|680.72|1145.99|0.7028|327.21|540.01|0.7028|0.7028|-1691.716118|-0.15757|5.0244|-1691.7777600000002|6.2203|0.15|6.8239|6.8239
47i_a18|0.0|0|0|0|1|0.0|-0.006882626|-0.037689885|0.0|-0.000919158|10.94702091|-0.040514277|0|0|-0.057689282|-0.106018078|-0.162274487|0|0.744472118|0.727767462|0|0.8030751740000001|-0.0780255879999999|0.009745543|-62.41153158|-43.46880696|82.81385171|68.954317|2795.907966|559.3312455|-1497.876758|1333.332089|-17.10248143|0.139131409|9.573882864|6353.6617320000005|96.90318745|28.52393145|0.009393984|-502.6804099|6.542785417999999|1.0|0.0|1.0|1.0|3.0|0.0|18.0|-8.98|3.28|2.8|2.74|1.0|1.0|-5.18|33.0|-6.36|440.54|0.0|0.0|1.0|-4.78|6.58e-06|1.67e-05|0.00735|0.0|1.04e-09|4.6e-07|-0.05062|3.2321|7.37|3.2321|744.95|1297.7|0.5085|383.61|664.78|0.69175|0.69175|-1415.875678|-0.13237|2.7749|-1415.944522|3.5235|19.0|7.7212|7.7212
18_a15|0.0|0|0|0|0|0.0|-0.006149666|-0.094812415|0.0|-0.001044324|10.95986315|0.002685285|0|0|-0.190640601|-0.072506962|-0.145790726|2|0.7162974740000001|0.645117465|0|0.8362289070000001|-0.067562078|0.007146033|-55.48918283|-33.93632895|1.833724661|60.86009645|2541.440611|511.4247108|-1054.294474|2510.854462|-13.15898469|0.132569119|5.990767063|5705.360332|81.07723009|24.80452821|0.008781964|-449.4301265|5.370913621000001|1.0|0.0|1.0|1.0|1.0|3.75|24.0|-9.98|5.68|6.86|3.6|0.0|1.0|-6.16|29.0|-4.8|385.43|1.0|0.0|1.0|-5.93|6.86e-07|1.18e-06|0.0004559999999999|0.0|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|5.65|3.8232|650.53|1110.18|0.2686|272.91|535.02|0.6074|0.70427|-1265.556558|-0.1579|4.2476|-1265.614679|6.5864|129.0|6.8894|6.8894
12ae_a36|-3.3501500230000003|0|0|0|2|0.0|-0.009867085|0.087069205|0.0|-0.006862238|10.31810353|0.006615826|1|1|0.151620635|-0.15024383|-0.261631709|1|0.831101086|0.750657639|0|0.7162413209999999|-0.085851235|0.023873046|-78.71102033|-58.64180087|19.97715962|97.76153993|3486.122819|533.6188092|-1574.220407|2634.745208|-20.22131065|0.315002436|8.676756505|7331.209763|234.6851816|39.62310606|0.025570256|-275.6561988|19.05051961|0.0|0.0|1.0|0.0|3.0|0.0|17.0|-6.87|1.28|2.15|0.84|0.0|1.0|-3.85|34.0|-8.03|474.54|0.0|0.0|0.0|-3.72|0.0001409999999999|0.0001889999999999|0.0897|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|6.24|3.8664|754.15|1281.69|0.4832|236.84|615.71|0.40141|0.68591|-1875.897072|-0.1566|6.7458|-1875.963244|8.9297|15.0|7.8239|7.8239
34_a47|0.0|1|1|1|0|1.883479676|-0.004157676|-0.094313757|1.741433543|0.003530307|10.98214103|0.078153957|1|1|-0.208989427|-0.1430639269999999|-0.317014709|3|0.833786184|0.609110565|1|0.8260556609999999|-0.061957581|0.019723558|-49.91779281|-27.64315244|0.0|62.66739933|2371.236125|457.4477611|-698.8490993|918.6458674|-9.000096143|0.346006784|7.066583143|5105.274301|191.6093987|24.85087647|0.023023142|-170.55473480000003|12.74960652|1.0|1.0|1.0|1.0|1.0|3.0|21.0|-7.47|3.34|4.52|1.75|0.0|1.0|-3.57|26.0|-6.66|348.38|0.0|1.0|1.0|-3.9|0.000267|0.000125|0.0436|0.0|3.36e-08|1.17e-05|-0.0545|4.2077|2.41|3.8892|585.79|980.02|0.2309|294.66|436.88|0.6602399999999999|0.69314|-1162.283641|-0.16086|4.4605|-1162.33788|6.2235|2.0|8.7|8.7
12n_a30|0.0|0|0|0|2|0.0|-0.007311044|-0.1144447669999999|0.0|0.001139238|10.31162898|-0.087019298|1|1|-0.254279374|-0.0541804029999999|-0.120380857|1|0.815003426|0.64876559|0|0.7781502140000001|-0.083120674|0.017064818|-66.48079820000001|-41.97990569|0.0|76.16725916|2848.910641|491.3700419|-1196.654368|2349.172094|-15.42118984|0.200596792|7.385790169|6353.890039|126.6686716|30.54968688|0.0153398069999999|-378.1217671|9.686460958|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-6.9|4.25|3.18|3.2|0.0|1.0|-5.39|30.0|-6.02|416.47|0.0|0.0|0.0|-5.01|4.12e-06|9.71e-06|0.00405|0.0|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|4.07|3.4859|669.57|1131.65|0.1826|238.43|506.94|0.27009|0.6854|-1674.777231|-148.0|5.3143|-1674.83759|6.32|0.01|7983.0|7983.0
5b_a49|0.0|0|0|1|2|2.119588967|-0.007610481|-0.072128552|1.926253727|0.005836378|10.9297646|0.059834711|1|1|-0.12209302|-0.13632743|-0.230763367|2|0.7843021|0.666573331|1|0.7969332440000001|-0.0698098759999999|0.020319986|-44.96093486|-26.42668087|69.07083505|59.85065205|2764.188493|468.4133145|-764.3358925|1956.050085|-8.985071494|0.3913052589999999|6.270195553|6225.302624|229.9974239|25.1139312|0.025332565|-127.7749783|14.88971719|1.0|1.0|1.0|1.0|1.0|2.9|21.0|-7.24|2.98|2.87|2.07|0.0|1.0|-3.3|30.0|-7.24|396.44|0.0|1.0|1.0|-3.93|0.000496|0.000118|0.0468|0.0|5.79e-08|2.3e-05|-0.04453|5.1653|3.92|3.9209|633.92|1093.32|0.4653|240.03|451.32|0.39241|0.65269|-1291.873941|-0.1624799999999999|4.3767|-1291.929428|6.1996|28.0|7.5528|7.5528
11_a1|0.0|0|0|0|1|0.0|-0.018080197|0.08043435|0.0|-0.0127744789999999|10.94957487|-0.044235537|1|1|0.126722854|-0.07452948|-0.117419838|1|0.747358374|0.7846345840000001|0|0.5955245029999999|-0.131972845|0.034974992|-74.35738693|-43.84323456|84.40380304|89.80732824|2697.640232|351.1382199|-1264.075578|1885.148133|-16.93943154|0.248121855|7.43666407|5798.645137|146.29971719999998|38.20963621|0.02620284|-297.0290662|15.44994131|1.0|1.0|1.0|1.0|2.0|2.31|23.0|-7.47|4.28|4.23|1.95|0.0|1.0|-5.07|29.0|-6.27|385.37|0.0|0.0|1.0|-4.66|8.48e-06|2.17e-05|0.00838|0.0|3.35e-08|1.29e-05|-0.06546|3.7383|5.26|3.1924|614.86|1036.18|0.5573|331.66|471.76|0.68162|0.69914|-1312.241032|-0.12916|5.0526|-1312.2963630000002|7.1743|0.17|6.7696|6.7696
22_a10|0.0|0|0|1|1|2.113627059|-0.005035102|-0.026750502|1.880539113|0.008350227|10.92966136|-0.020475007|1|1|-0.042831367|-0.129989728|-0.208132084|2|0.747363443|0.646474494|1|0.8698299140000001|-0.053881447|0.016720696|-50.61577509|-39.42279832|60.10354816|71.13124588|3241.833491|677.4790907|-1062.931277|2668.5420940000004|-13.57178303|0.435676666|8.84228648|7414.102179|339.3328129|30.87787063|0.026340252|-100.1982412|20.51547079|1.0|1.0|1.0|1.0|0.0|4.14|27.0|-9.37|4.64|5.6|2.8|0.0|1.0|-5.34|36.0|-6.29|475.54|0.0|0.0|0.0|-5.53|4.55e-06|2.95e-06|0.0014|0.0|4.27e-10|2.03e-07|-0.05712|4.8251|5.65|3.8517|770.92|1339.48|0.2624|256.95|602.93|0.4483899999999999|0.6834100000000001|-1543.893507|-0.16095|4.8409|-1543.959333|6.5841|1.1|5.9586|5.9586
14a_a5|0.0|0|0|0|1|0.0|-0.0053665219999999|-0.132625457|0.0|0.002956745|10.9488747|0.024793388|1|1|-0.213526163|-0.010147323|-0.016337128|2|0.79661948|0.71006207|0|0.7909255559999999|-0.080875277|0.0173669719999999|-53.20786056|-35.98151967|55.04914434|69.71575554|2836.468636|534.8590069|-1010.949351|1315.573182|-12.42997952|0.370216665|8.424031251|6177.303329|250.3569601|29.18606491|0.024411136|-175.53051609999997|16.50789498|1.0|1.0|1.0|1.0|2.0|2.41|23.0|-8.84|4.56|4.38|1.37|0.0|1.0|-4.15|32.0|-7.08|425.48|0.0|0.0|1.0|-4.22|7.15e-05|6.02e-05|0.0256|0.0|1.45e-09|6.16e-07|-0.0507699999999999|4.1501|4.3|4.1501|692.8|1195.01|0.5853|298.75|508.64|0.65789|0.65789|-1390.29207|-0.1676|2.7115|-1390.352729|2.8163|112.0|6.9508|6.9508
14t_a23|0.0|1|1|2|0|3.410065804|-0.005383494|0.073534004|0.758345646|0.01269616|10.31321779|-0.093434862|2|2|0.134446672|-0.074441567|-0.136106024|2|0.7629258809999999|0.6906097959999999|1|0.920956836|-0.0553915009999999|0.017433037|-51.65035498|-33.66111722|42.20767549|61.0040156|2878.4071670000003|600.1979272000001|-1084.657455|2286.063655|-14.13766923|0.2000541589999999|7.55064865|6523.656379|130.3775455|27.11827225|0.014352462|-390.9561553|9.353660614|0.0|1.0|1.0|1.0|1.0|3.49|26.0|-7.78|3.88|4.33|3.24|1.0|1.0|-5.85|31.0|-6.1|425.51|0.0|0.0|0.0|-5.25|1.43e-06|5.61e-06|0.0023899999999999|0.0|1.65e-08|7.03e-06|-0.06666|3.9855|3.79|3.2060000000000004|692.08|1184.43|0.2061|311.09|534.86|0.5824199999999999|0.68886|-1668.980578|-0.15625|5.8672|-1669.040656|8.3062|4.0|8.3979|8.3979
5_a18 (BIBF0775)|0.0|0|0|0|2|0.0|-0.005220163|-0.0366107389999999|0.0|0.002526619|10.94702058|-0.022817602|0|0|-0.054916741|-0.144352593|-0.216531385|0|0.7395978390000001|0.7061155790000001|0|0.8432358679999999|-0.068989967|0.008501088|-59.08151918|-44.61038661|50.25564119|67.25977848|3115.979466|636.6978809999999|-1595.201018|1645.395714|-16.96451322|0.184058942|9.798677372|7221.114573000001|138.97646310000002|27.535837|0.010831199|-477.1120625|8.178259299999999|1.0|0.0|1.0|1.0|2.0|0.0|18.0|-9.21|4.09|3.69|3.52|1.0|1.0|-6.07|37.0|-5.96|494.63|0.0|1.0|0.0|-5.72|8.590000000000001e-07|1.91e-06|0.000946|0.0|6.18e-10|3.06e-07|-0.04938|3.2027|8.45|3.2027|817.02|1446.02|0.4825|378.13|691.68|0.69298|0.69298|-1571.843719|-0.13154|2.3389|-1571.914419|2.8009|34.0|7.4685|7.4685
43_a18|0.0|0|0|0|2|0.0|-0.005099385|-0.05314954|0.0|0.002712865|10.94702053|-0.032429984|0|0|-0.079184068|-0.140532044|-0.2093696189999999|0|0.713379703|0.712848727|0|0.852344887|-0.070166168|0.006890688|-63.87648583|-49.60799696|21.60709738|69.46280937|3172.923606|661.9512957999999|-1788.541603|1579.614523|-18.77059344|0.125626651|10.01438533|7428.282915000001|97.56464265|27.64206062|0.007193089|-581.4944803999999|5.5863235410000005|1.0|0.0|1.0|1.0|2.0|0.0|18.0|-9.6|4.5|4.08|3.7|1.0|1.0|-6.45|38.0|-5.78|508.65|0.0|0.0|0.0|-5.96|3.55e-07|1.09e-06|0.000554|0.0|2.52e-10|1.28e-07|-0.04949|3.2233|8.79|3.2233|843.1|1493.25|0.5429|384.65|702.4|0.6926800000000001|0.6926800000000001|-1611.126246|-0.13196|3.0482|-1611.198355|3.6943|625.0|6.2041|6.2041
8e_a8|0.0|0|0|1|0|1.311619189|-0.010579355|-0.000766016|0.0|-0.005310149|10.94332438|-0.051339286|1|1|-0.0015448089999999|0.090898585|0.183313231|0|0.7233950809999999|0.636205913|0|0.661490276|-0.115572516|0.0211004739999999|-64.32539698|-39.238709|76.40535608|75.57562034|2692.975753|403.5112981|-1286.50794|2080.07805|-16.34946208|0.196692764|7.50719734|6095.6213210000005|119.9832494|33.36487904|0.0184428869999999|-370.0368722|11.25022336|0.0|1.0|0.0|0.0|2.0|2.98|23.0|-7.78|4.33|4.17|3.4|0.0|1.0|-5.27|30.0|-6.14|403.41|0.0|0.0|0.0|-4.9|5.34e-06|1.25e-05|0.00504|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|4.6303|7.22|3.2737|639.38|1090.07|0.3731|267.77|526.86|0.50055|0.7013|-1376.708067|-0.13719|6.1505|-1376.766245|7.7951|19.89|4.7014|4.7014
5d_a40|0.0|0|0|1|0|1.601200869|-0.005662681|-0.1031436519999999|0.716041667|0.007200253|10.31198333|0.029272031|2|2|-0.259985037|-0.0038660009999999|-0.009744685|0|0.8092726020000001|0.483934049|1|0.754010052|-0.086193996|0.022027556|-43.26473143|-19.85450535|53.85026982|49.97858532|1974.583878|346.0207917|-519.1767771000001|511.3769101|-7.94180214|0.188819426|6.288958592999999|4051.712713|86.65063178|21.3342049|0.014630084|-285.606135|6.713853887999999|0.0|1.0|0.0|0.0|0.0|2.56|14.0|-4.32|4.08|3.64|2.25|1.0|2.0|-4.23|20.0|-5.94|287.31|0.0|1.0|1.0|-3.82|5.9e-05|0.000152|0.0436|0.0|4.7600000000000005e-05|0.0137|-0.06796|3.7374|4.61|3.7374|473.48|765.69|0.4493|331.74|365.74|0.69613|0.69613|-1276.751174|-0.14851|7.0422|-1276.797751|9.2439|19.0|7.7212|7.7212
11g_a5|0.0|0|0|1|0|1.984996534|-0.004593347|-0.083337229|0.0|0.00599982|10.94877951|-0.007175378|2|2|-0.14133011|-0.137739838|-0.233590516|2|0.814159231|0.73551511|0|0.837943738|-0.067247149|0.023215707|-50.16001519|-32.96383785|0.0|71.21847290000001|2823.738452|550.6745046|-852.7202582999998|935.4227938|-10.98794595|0.456418686|9.342496899|5817.569415|299.94631180000005|30.75897687|0.03204398|-57.28097817|21.05845771|1.0|1.0|1.0|1.0|1.0|2.34|28.0|-9.04|4.17|4.48|1.06|0.0|1.0|-4.12|31.0|-6.84|408.46|0.0|0.0|0.0|-4.31|7.65e-05|4.88e-05|0.0199|0.0|9.229999999999999e-10|3.770000000000001e-07|-0.04322|4.5106|2.3|4.2083|693.48|1180.25|0.4609|274.87|542.13|0.56924|0.63081|-1329.927772|-0.1714|3.2282|-1329.988893|4314.0|0.03|7.5229|7.5229
