molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|AATSC1are|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA3|PBF|RPSA|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12ar_a36|0.0|1|0|0|3.46014932|0.0|0|7.412764017000001|2|2|1.297042582|0.0|-0.064363806|-0.007046017|2|0.0|0.000939229|1|0.002112069|-0.096853381|-0.169341326|1|0.86559137|0.8371588959999999|-0.017348015|0.89459881|0|-0.080760277|0.317338373|0.163457134|-0.0347392029999999|10.30986449|0.705591187|-1.875916952|-37.18892821|82.17472548|69.99622854|0.4743067589999999|567.6702443|2404.999137|8.770514183|0.902250063|6155.432771|-863.83236|-279.0245523|1804.132337|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-7.05|3.14|92.99|1.0|0.0|-3.92|32.0|-7.21|420.47|0.0|0.0|0.0001199999999999|0.0503|2.33|0.0|8.95e-08|5225.0|3.8489|-1364.511244|-1364.467971|717.19|1211.1|322.13|237.29|0.41433|0.2372|-0.15631|-0.21291|0.04327285|-1364.2977050000002|8.7322|7.6021|7.6021
A8301_a51|0.0|0|0|0|0.0|0.0|1|6.86171134|0|0|1.197963627|1.700610355|0.0245770529999999|-0.00449765|2|1.987294898|0.00740124|1|0.007083041|-0.0357324579999999|-0.0618359079999999|2|0.7595189840000001|0.6959300979999999|-0.013846396|0.750630149|1|-0.055295165|0.339244706|0.065260105|-0.032775831|3.437697042|0.854959635|-1.6387915469999998|-23.3177516|56.90163721|41.20144811|0.4799553379999999|607.0025787000001|2461.663545|6.890532887999999|0.922911768|6401.6494600000005|-691.0718926|-461.0082758|1244.737752|1.0|1.0|1.0|1.0|1.0|1.0|0.04|27.0|-9.38|5.5|87.72|2.0|0.0|-6.6|31.0|-5.31|421.52|0.0|1.0|2.5e-07|0.000105|5.02|0.0|4.12e-10||||||||||||||||7.9208|7.9208
28_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.417203216|1.837209467|-0.013841559|-0.006492092|3|1.650185059|0.002234763|1|0.002695258|-0.016955137|-0.028782305|3|0.715067047|0.755701837|-0.104458316|0.812553182|1|-0.086299346|0.3962228229999999|0.218249263|-0.035068957|6.540604536|0.773641727|-1.823585765|-38.44343857|71.98460956|67.39863895|0.468838001|521.7658603|2449.815677|7.587188177000001|0.8826648009999999|6348.941881000001|-812.3457521|-365.2747728|1573.2352460000002|0.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-8.8|3.93|99.58|1.0|0.0|-4.42|32.0|-6.96|420.47|0.0|1.0|3.77e-05|0.0159|2.68|0.0|1.57e-09|4.7905|3.5798|-1368.363151|-1368.32781|704.42|1198.32|346.35|258.81|0.50352|0.0153|-0.15572|-0.21814|0.03534166|-1368.146882|4.7428|6.5935|6.5935
3n_a32|0.0|1|1|1|3.616639267|0.0|0|7.773594467000001|1|1|0.609420754|0.0|-0.0376583329999999|-0.00615216|1|2.22272854|0.000609539|3|0.002379137|-0.086764744|-0.153506065|0|0.810658423|0.816774665|-0.018016496|0.868826775|1|-0.074507943|0.287402381|0.159958218|-0.027401986|6.246493173999999|0.648933114|-1.205687365|-24.62805609|65.41881458|53.70155314|0.456693072|482.963897|2426.73803|6.369579712999999|0.840580248|5553.014016|-398.5311469|-171.25176130000003|1068.190111|1.0|0.0|1.0|1.0|1.0|1.0|0.32|19.0|-6.96|6.71|120.17|2.0|0.0|-5.96|26.0|-5.98|382.5|0.0|1.0|1.11e-06|0.000424|3.74|0.0|1.1e-07|3.5459|3.5459|-1825.378576|-1825.349557|614.67|1036.75|349.65|349.65|0.7028399999999999|0.2839|-0.1472099999999999|-0.20256|0.02901944|-1825.218291|6.2667|7.6778|7.6778
26_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.4165417530000002|1.877209467|-0.000846851|-0.00578453|2|2.01129617|0.003085806|1|0.003149352|0.0346782989999999|0.057022334|2|0.7071284179999999|0.7541508029999999|-0.070815554|0.8096894440000001|1|-0.0862808009999999|0.423153994|0.20662747|-0.0327795789999999|5.806030949|0.7848887259999999|-1.737317706|-39.28020352|65.85953426|66.82118688|0.472355054|535.3119506|2534.075607|7.598632688999999|0.8952138340000001|6221.067002000001|-790.9313788|-384.4457279|1493.485239|1.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.18|4.5|86.69|2.0|0.0|-5.14|32.0|-6.28|419.48|0.0|1.0|7.27e-06|0.00305|3.63|0.0|6.64e-10|4.8421|3.8894|-1352.315376|-1352.277633|715.27|1211.34|318.77|256.05|0.50878|0.0814|-0.16129|-0.21226|0.03774288|-1352.098465|4.8742|6.8827|6.8827
8e_a46|0.0|0|0|0|0.0|0.252655541|1|7.727094485|1|1|1.160371308|2.161814059|-0.205882192|-0.001015139|2|0.0|0.012911107|1|0.0123581919999999|-0.08488645|-0.135984209|2|0.669602597|0.789844634|-0.241393458|0.837678812|0|-0.053352779|0.281227001|0.078647648|-0.023017086|2.482871976|0.7492419109999999|-0.989734694|-13.83322216|39.62167507|32.04299109|0.444693313|469.146955|1415.320228|5.504080656|0.8008066970000001|4239.252176|-256.61680930000006|-253.8248986|672.6356549999999|0.0|1.0|0.0|1.0|1.0|0.0|0.32|17.0|-6.67|4.09|43.6|0.0|0.0|-3.59|23.0|-6.02|304.39|1.0|1.0|0.0002569999999999|0.0782|3.01|0.0|2.16e-07|4.5092|4.5092|-954.9296396|-954.9056294|552.99|933.3|274.96|274.96|0.6967|0.2162|-0.18835|-0.2201|0.024010215|-954.793305|3.7755|6.3915|6.3915
4S4l_a46|0.0|0|0|0|0.0|0.171853072|1|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|1|0.0|0.0066560469999999|1|0.006162668|0.0071939419999999|0.010799648|1|0.7940662409999999|0.726535412|-0.001318857|0.762625193|0|-0.090807851|0.213675946|0.105217893|-0.029881089|2.117940478|0.877939134|-1.523935543|-26.93416438|49.6055056|53.34424204|0.469439238|487.3122681|1744.8220399999998|5.668394116|0.884798257|4920.211524|-452.0086091|-411.6630752|945.3491632|1.0|1.0|1.0|1.0|1.0|1.0|0.36|17.0|-7.0|4.64|50.94|1.0|0.0|-5.28|26.0|-5.23|347.45|1.0|1.0|5.25e-06|0.00182|4.49|0.0|9.980000000000001e-08|5.2929|4.1414|-1092.753999|-1092.727031|583.76|1040.96|299.38|234.25|0.57885|0.0614|-0.17632|-0.19647|0.02696794|-1092.543641|2.8473|6.5834|6.5834
27_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|1|1|1.216250059|2.041063341|-0.160399235|-0.003631596|3|1.807806182|0.001861676|1|0.002350172|-0.077485193|-0.157688306|2|0.6636125860000001|0.804224077|0.0436226579999999|0.8517043879999999|1|-0.0630454209999999|0.337815064|0.153530114|-0.028494622|6.762956126000001|0.700732763|-1.510214943|-25.8313393|63.02085767|50.9207639|0.475450742|541.8239522999999|2181.236691|7.083168776|0.906398657|6433.288104|-618.7741154|-256.9774086|1379.535965|1.0|1.0|0.0|1.0|1.0|2.0|0.26|21.0|-8.82|4.18|67.66|2.0|0.0|-4.81|31.0|-6.34|436.91|0.0|1.0|1.5399999999999998e-05|0.00674|3.7|0.0|1.5e-09|4.9358|3.8125|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|251.19|0.40976|0.1839|-0.1578|-0.21594|0.02633483|-1777.891054|5.2214|5.6|5.6
14b_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.605016869|0.0|0.143500839|-0.009130444|3|1.7086790859999998|-0.00603969|1|-0.004161699|-0.050943323|-0.094863591|3|0.882394075|0.7809478329999999|-0.133815639|0.848135222|1|-0.090994113|0.379746504|0.2135234869999999|-0.036469822|3.067822725|0.766915433|-1.312913604|-21.76034149|57.87172082|50.77131401|0.487615651|384.6023764|1289.104749|4.989782639|0.951659927|4803.535505|-313.9702941|-261.0537205|837.1723509999999|0.0|1.0|1.0|1.0|1.0|1.0|0.06|21.0|-6.89|4.28|105.82|0.0|0.0|-4.45|23.0|-6.42|319.38|0.0|1.0|3.54e-05|0.0113|2.58|0.0|1.28e-07|3.0724|3.0724|-1327.514377|-1327.4859310000002|524.27|879.19|403.54|403.54|0.70123|0.2276|-0.12942|-0.19618|0.02844675|-1327.398177|3.8724|6.4202|6.4202
15_a31|0.0|1|0|0|3.155574452|0.0|0|7.765993078999999|1|1|0.610137926|0.0|0.1893807519999999|-0.018913735|0|0.0|-0.011797858|2|-0.007631228|-0.157560864|-0.272545088|0|0.8314086070000001|0.8022000659999999|-0.0869591359999999|0.8582665429999999|0|-0.116196194|0.287991212|0.4328912239999999|-0.041588706|10.88541717|0.641533577|-1.58037081|-32.83191294|88.05886218|82.24348203|0.466164359|301.452236|1675.977147|6.148947296|0.873235738|5087.628096|-446.5429972|-150.46712390000002|1309.458532|0.0|1.0|1.0|1.0|1.0|2.0|0.19|16.0|-5.66|4.12|117.37|0.0|0.0|-4.28|24.0|-6.84|342.37|0.0|1.0|5.27e-05|18.0|2.18|0.0|2.19e-06|4569.0|4569.0|-1460.900291|-1460.861851|556.68|925.93|271.36|271.36|0.5241899999999999|348.0|-0.15202|-0.19394|0.03843988|-1460.790873|7.5831|5.9586|5.9586
14a_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.197964042|3.39397765|0.050806184|-0.0056795759999999|2|0.757767133|0.012219066|2|0.011363191|-0.073893976|-0.137733142|2|0.72792508|0.7556436440000001|0.114693804|0.816237166|1|-0.055677662|0.225448915|0.081322962|-0.0341809229999999|7.800158102999999|0.7807587890000001|-1.606503401|-22.26638099|61.36268093|47.54437201|0.462434482|580.9612768999999|2173.7139190000003|7.668841725|0.8602383659999999|6269.28943|-642.4662212000001|-355.0975547|1301.215093|1.0|0.0|1.0|1.0|1.0|1.0|0.05|26.0|-7.41|3.36|105.02|2.0|0.0|-5.47|30.0|-6.27|411.48|0.0|0.0|3.38e-06|0.00139|3.58|0.0|3.92e-08|3.7119|3.7119|-1629.928331|-1629.90669|665.5|1134.02|334.02|334.02|0.6289100000000001|0.3764|-0.15002|-0.2238099999999999|0.0216412|-1629.748476|8.3962|8.5498|8.5498
12aw_a36|0.0|1|0|0|3.28940051|0.0|0|7.412764017000001|2|2|1.297044239|0.0|-0.135690414|-0.008293935|2|0.0|-0.006877664|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.836170906|-0.022464907|0.892249657|0|-0.088516379|0.373775982|0.2938251289999999|-0.041292362|9.4658605|0.749052287|-2.06461809|-36.36860892|87.37742985|71.5057033|0.47322369|452.6513136|2380.579051|7.545677222999999|0.898338973|6370.06138|-848.2869380000001|-319.2802512|1766.7663510000002|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-7.12|3.55|69.2|1.0|0.0|-3.99|31.0|-6.8|417.41|1.0|0.0|0.000102|0.0424|2.88|0.0|7.599999999999999e-08|5.2313|3.8763|-1431.404673|-1431.373326|666.09|1120.43|319.85|237.0|0.38905|0.3892|-0.15688|-0.21201|0.03134789|-1431.239759|6.5278|8.0458|8.0458
15a_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|1|1|1.3530592819999998|4.126145086|-0.113976703|-0.004429392|1|2.020652006|0.005366038|2|0.005828749|-0.128070491|-0.209259615|1|0.797917311|0.821868651|-0.051676609|0.8749408470000001|1|-0.0783960279999999|0.4349386739999999|0.162210104|-0.029316925|6.450390922|0.705410595|-1.436529349|-28.07082095|61.78266878|57.69065967|0.4476230879999999|501.3207109|1754.903963|8.095541483|0.8103580690000001|5401.219537|-514.369916|-245.8291419|1218.577214|0.0|1.0|1.0|1.0|1.0|1.0|0.23|20.0|-6.09|3.23|68.76|1.0|0.0|-3.6|28.0|-6.78|371.44|1.0|1.0|0.000251|0.0933|2.51|0.0|8.070000000000001e-07|4.0408|4.0408|-1199.818129|-1199.784983|644.4|1091.64|306.83|306.83|0.66132|0.1767|-0.16693|-0.19948|0.03314629|-1199.629702|9.0948|7.3872|7.3872
32_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|1|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|3|1.6507707980000002|0.001861676|1|0.002350172|-0.077485193|-0.157688306|2|0.6636125860000001|0.810444864|-0.0094137619999999|0.858292442|1|-0.05770007|0.266433793|0.148372218|-0.026060474|10.01980854|0.64116122|-1.381205148|-29.9621436|68.76811937|55.48373932|0.44289006|613.6886524|2255.632049|8.656942728999999|0.794977846|6235.398576|-717.2238666000001|-203.4434306|1552.348456|1.0|1.0|0.0|1.0|1.0|2.0|0.26|21.0|-8.82|4.18|67.66|2.0|0.0|-4.81|31.0|-6.34|436.91|0.0|1.0|1.5399999999999998e-05|0.00674|3.7|0.0|1.5e-09|4.9046|3.6829|-1778.127634|-1778.0970140000002|692.49|1184.76|336.65|252.79|0.48011|0.2839|-0.1509599999999999|-0.20778|0.03062031|-1777.90286|6.3139|7.0|7.0
12x_a36|0.0|1|0|0|3.494913155|0.0|0|7.412764017000001|2|2|0.629399587|0.0|-0.058295476|-0.007008724|2|0.0|0.00285431|1|0.003710345|-0.07550872|-0.133106642|1|0.906423012|0.828393514|0.056034339|0.8792981679999999|0|-0.0737521679999999|0.3403819629999999|0.163597165|-0.036722107|7.974776509|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|61.46507585|0.458792701|562.6051882|2391.802689|8.770758009|0.847720832|6193.10485|-897.2176739|-372.4502879|1717.000548|1.0|0.0|1.0|1.0|1.0|2.0|0.17|17.0|-7.05|3.33|94.5|1.0|0.0|-4.85|31.0|-6.64|427.52|0.0|0.0|1.4300000000000002e-05|0.0061|3.19|0.0|8.95e-08|3.8776|3.7364|-1670.452834|-1670.419519|719.63|1209.23|331.83|319.74|0.6853600000000001|0.0199|-0.1517099999999999|-0.2048199999999999|0.03331471|-1670.244307|7.2812|8.1549|8.1549
12ab_a36|0.0|1|0|0|3.458948649|0.0|0|7.412764017000001|2|2|1.297042596|0.0|-0.064515677|-0.007034881|2|0.0|0.000939229|1|0.002112069|-0.096853381|-0.169341326|1|0.86559137|0.831136366|-0.0852411419999999|0.888163057|0|-0.079202413|0.452078227|0.158944244|-0.033434841|11.46782191|0.679025324|-1.805481415|-37.68448987|82.3666474|71.2577056|0.484987413|580.1454645|2390.849902|7.821826146|0.941700118|6314.697413|-859.0476432|-246.9770378|1834.083759|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-7.05|3.14|92.99|1.0|0.0|-3.92|32.0|-7.21|420.47|0.0|0.0|0.0001199999999999|0.0503|2.33|0.0|8.95e-08|3.8845|3.8845|-1364.509957|-1364.468283|712.73|1201.64|319.17|319.17|0.69294|0.4451|-0.15699|-0.2093699999999999|0.04167456|-1364.300531|5.3228|7.9586|7.9586
6_a27|0.0|1|0|0|2.6137160880000003|0.0|1|6.823286122000001|0|0|1.404458667|1.7996617540000002|0.1718757239999999|-0.007874167|2|1.221528093|0.00526746|1|0.0058042269999999|-0.1044763|-0.179319226|2|0.678057835|0.787663648|-0.1322552659999999|0.849515128|1|-0.0786267609999999|0.344065059|0.214952384|-0.034625042|5.03713293|0.774820398|-1.35037664|-19.27068071|52.66373343|49.10012093|0.47262982|388.6505938|1193.992326|5.010042219|0.896201262|4761.820508|-330.96463430000006|-272.1086175|862.8140479|0.0|0.0|0.0|0.0|0.0|1.0|0.11|21.0|-6.67|3.48|76.46|0.0|0.0|-3.62|24.0|-6.55|317.34|1.0|1.0|0.000242|0.0768|2.37|0.0|2.16e-07|5.5447|4.1391|-1043.831559|-1043.806618|526.9|896.68|299.55|223.61|0.3366099999999999|163.0|-0.17007|-218.0|0.02494141|-1043.728133|4.0597|9.0|9.0
3j_a32|0.0|1|1|1|3.564417045|0.0|0|8.234564993|0|1|0.609420782|0.0|0.0053427669999999|-0.006580847|0|2.248764828|-0.000202965|3|0.001173363|-0.052818794|-0.097980957|0|0.812195122|0.824282683|-0.020129489|0.8884057059999999|1|-0.070289671|0.27811778|0.134898055|-0.030815085|3.885056172|0.7487739999999999|-1.140158136|-19.82606536|58.58770587|44.64569478|0.4482615029999999|459.4516326|1778.1826620000002|5.900829539|0.812452828|4866.613493|-321.5956102|-264.245436|808.6988876|1.0|1.0|1.0|1.0|1.0|1.0|0.24|19.0|-6.69|6.68|110.94|1.0|0.0|-5.92|23.0|-5.6|338.45|0.0|1.0|1.21e-06|0.0004089999999999|3.89|0.0|2.03e-07|3.4982|3.4982|-1671.507439|-1671.479105|564.55|934.19|354.42|354.42|0.7028|0.3005|-0.14498|-0.19859|0.02833407|-1671.402462|5.9266|8.0969|8.0969
19i_a38|0.0|1|0|0|3.169368622|0.0|0|7.412764017000001|2|2|1.297043925|0.0|-0.125335237|-0.008447598|2|0.0|-0.006877664|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.836170906|-0.040954326|0.892249657|0|-0.08347616|0.4748744179999999|0.252841593|-0.040770109|8.479305267|0.7419238420000001|-2.038505453|-31.35232957|82.98550237|64.99417804|0.444551315|457.89548719999993|2335.0953870000003|6.690507557999999|0.800346329|6744.7785650000005|-765.6305068|-296.5257022|1683.860952|1.0|1.0|1.0|1.0|1.0|3.0|0.14|17.0|-7.12|3.55|81.23|1.0|0.0|-4.25|31.0|-6.81|419.43|0.0|1.0|5.68e-05|0.0238|2.88|0.0|7.599999999999999e-08|5.7041|3.6129|-1431.415351|-1431.384243|641.31|1101.03|343.17|217.36|0.4342|0.1886|-0.14872|-0.2052|0.03110827|-1431.239177|8.6365|7.9031|7.9031
41_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|2|2|1.251176562|0.0|0.115127295|-0.007587553|1|0.0|-0.0034878|0|-0.002136837|-0.005930813|-0.0091068809999999|0|0.759941674|0.733589101|-0.032217299|0.774395455|0|-0.1020290859999999|0.3888308139999999|0.2650611539999999|-0.037381065|4.488448275|0.903239484|-2.317626057|-47.95199341|65.83786886|76.49358329|0.487248278|503.8398786|1491.296991|8.787657952|0.950261611|6605.095612|-1089.246155|-552.8844577000001|1759.064589|1.0|1.0|0.0|1.0|1.0|3.0|0.25|18.0|-8.38|3.26|99.28|2.0|0.0|-5.56|34.0|-6.38|452.55|0.0|1.0|2.76e-06|0.00125|3.78|0.0|4.18e-09|3.2123|3.2123|-1454.374793|-1454.3467460000002|736.59|1294.52|385.97|385.97|0.69308|482.0|-0.1319|-0.1814599999999999|0.0280471999999999|-1454.045308|2721.0|6433.0|6433.0
18d_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.6049874|0.0|0.041146136|-0.0072724869999999|2|0.0|0.001139238|1|0.002064369|-0.0541804029999999|-0.120380857|1|0.669561738|0.815003426|-0.001699165|0.870930234|0|-0.07812727|0.346980269|0.196719738|-0.037906966|7.147133584|0.783284395|-1.85744132|-31.29400567|75.80070349|60.73891035|0.443774287|508.389239|2894.162522|7.063141946|0.797831306|6367.958933|-744.0011548|-358.5765637|1500.807121|1.0|0.0|1.0|1.0|0.0|1.0|0.14|17.0|-6.9|4.25|81.65|2.0|0.0|-5.39|30.0|-6.02|416.47|0.0|0.0|4.12e-06|0.00171|3.97|0.0|1.26e-07|5.0125|3.4682|-1675.020297|-1674.987709|669.66|1129.46|357.49|247.35|0.4325|0.3788|-0.14167|-0.19673|0.03258724|-1674.8453470000002|6.2946|7.6737|7.6737
IN1233_a59|0.0|1|0|0|3.463603867|0.0|0|6.842683282|0|0|1.400923654|0.0|0.1160337319999999|-0.008841844|2|1.983673343|-0.005614194|1|-0.004071701|0.001996439|0.003282792|2|0.809917509|0.74801464|-0.107446431|0.80310139|1|-0.092761756|0.356444983|0.238675351|-0.035929742|4.79704394|0.810795898|-1.904276352|-41.08157616|72.32484741|68.94000009|0.483639625|506.6510632|1822.396842|8.011984402000001|0.936631949|6206.818668|-843.3505049|-413.6607749|1562.994677|1.0|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-10.0|5.54|97.55|2.0|0.0|-5.59|32.0|-6.13|419.48|0.0|1.0|2.54e-06|0.00107|3.85|0.0|9.93e-11|5.2194|3.5355|-1352.351584|-1352.326849|703.47|1204.16|350.69|237.54|0.51285|0.2011|-0.14684|-0.20289|0.02473496|-1352.135303|7.6059|7.4685|7.4685
12b_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0|0.604989475|1.713497417|0.084915315|-0.004650218|0|0.747253086|0.00779293|2|0.004452418|0.023952313|0.038336814|0|0.58925219|0.7137941109999999|0.026452642|0.7818091140000001|1|-0.065048707|0.2160572999999999|0.044352844|-0.0338355829999999|3.518538455|0.856829717|-1.048903063|-21.10373336|48.54667776|43.22826564|0.494842289|544.3244990000001|860.5059425000001|8.132984007000001|0.979579799|5933.385347|-340.29531769999994|-406.4913617|697.2702616|0.0|0.0|1.0|1.0|0.0|0.0|0.0|20.0|-8.39|6.58|58.43|2.0|0.0|-7.71|24.0|-4.09|415.12|0.0|1.0|1.95e-08|8.09e-06|6.68|0.0|4.08e-09|3407.0|3407.0|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|363.91|0.69476|306.0|-0.14267|-0.22546|0.01251873|-3016.980996|6.3131|7.3979|7.3979
12ao_a36|0.0|1|0|0|3.477902101|0.0|0|7.412764017000001|2|2|1.297043885|0.0|-0.058597382|-0.007081548|2|0.0|0.002782748|1|0.003724542|-0.095253274|-0.1619981409999999|1|0.90500247|0.82626942|0.040831815|0.8800240009999999|0|-0.077866573|0.264688501|0.167417241|-0.03775988|7.785557064|0.7820981779999999|-2.039033535|-34.08795068|78.51108393|63.28698809|0.462968912|550.8740683|2298.760179|8.769931502999999|0.8620895909999999|5943.227395|-892.6355932|-373.2975961|1724.9956719999998|1.0|0.0|0.0|1.0|0.0|2.0|0.12|17.0|-7.01|3.62|69.2|1.0|0.0|-4.58|31.0|-6.34|407.47|1.0|0.0|2.6e-05|0.0106|3.45|0.0|9.66e-08|4.6597|3.4743|-1310.361099|-1310.328652|701.9|1190.17|356.86|266.08|0.4962|0.0033|-0.14207|-0.19662|0.03244719|-1310.138396|7.447999999999999|7.5229|7.5229
12v_a36|0.0|1|0|0|3.468871488|0.0|0|7.412764017000001|2|2|1.297043692|0.0|-0.077763989|-0.008411281|2|0.0|0.00127667|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.828393514|0.024751559|0.8792981679999999|0|-0.078158778|0.334379501|0.197708661|-0.033118671|11.74777471|0.6276553979999999|-1.788408258|-33.82511043|88.07013157|69.27488156|0.461799225|527.7920397|2328.221818|8.456596706000001|0.8580426609999999|6065.593390999999|-773.9771341000001|-167.9576969|1874.459798|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-6.69|2.77|78.43|1.0|0.0|-3.95|31.0|-6.93|411.46|0.0|0.0|0.000113|0.0464|2.65|0.0|2.03e-07|3.8847|3.7035|-1347.475543|-1347.442792|671.56|1150.38|334.77|319.16|0.69298|0.0223|-0.15185|-0.20404|0.03275089|-1347.260743|7.9237|7.8539|7.8539
47f_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|1.251175676|0.0|-0.005500039|-0.005817448|0|0.0|0.0036509859999999|0|0.00531392|-0.264839041|-0.3927204379999999|0|0.765824398|0.750610215|-0.009917608|0.780474694|0|-0.063824969|0.375218907|0.161843119|-0.0289997239999999|9.979328976|0.726550657|-2.290978185|-46.00060733|86.11217859|65.93954138|0.483843526|711.5604361000001|2343.062749|10.55465562|0.937396993|7870.103594|-1651.17806|-384.6642262|2676.957843|1.0|1.0|0.0|1.0|1.0|2.0|0.34|18.0|-9.22|3.22|88.97|3.0|1.0|-6.11|40.0|-6.4|541.68|0.0|0.0|7.76e-07|0.000421|4.52|1.0|6.04e-10|3.0964|3.0964|-1743.375413|-1743.346389|908.66|1602.99|400.42|400.42|0.6984600000000001|0.5741|-0.12802|-0.1724099999999999|0.02902413|-1741.802171|4.4861|8.0458|8.0458
18_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|0|1.435689019|0.0|-0.020185809|-0.006149666|2|0.0|-0.001044324|0|0.000539978|-0.072506962|-0.145790726|2|0.660075777|0.7162974740000001|-0.0374132629999999|0.765450925|0|-0.067562078|0.819442071|0.163771093|-0.035181092|2.672871589|0.867430881|-1.723873519|-25.27062952|60.86009645|45.69032922|0.415796832|511.4247108|2510.854462|5.990767063|0.711733271|5705.360332|-644.79025|-449.4301265|1215.421882|1.0|1.0|0.0|1.0|1.0|1.0|0.08|24.0|-9.98|5.68|47.04|2.0|0.0|-6.16|29.0|-4.8|385.43|0.0|1.0|6.86e-07|0.000265|5.42|0.0|1.0399999999999999e-10|4543.0|3.8232|-1265.810138|-1265.770242|650.53|1110.18|324.29|272.91|0.6074|0.0066|-0.1579|-0.19371|0.03989594|-1265.614679|6.5864|6.8894|6.8894
2_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.3438506419999998|2.12788659|-0.084499704|-0.004112807|2|1.999073077|0.004524556|1|0.004580676|0.032521855|0.055400364|2|0.802447754|0.79056501|0.084099874|0.851413454|1|-0.08647612|0.41397907|0.18651986|-0.028277173|2.871166625|0.7154059890000001|-1.187641272|-22.45560511|49.26352575|49.7010488|0.454163307|414.5350312|1550.010086|5.667936413|0.8320497920000001|4874.364109|-308.399629|-219.534132|845.9544764000001|0.0|1.0|0.0|1.0|1.0|1.0|0.15|21.0|-6.82|3.28|69.62|0.0|0.0|-3.53|25.0|-6.57|327.38|1.0|1.0|0.000292|0.0955|2.43|0.0|1.51e-07|5.4614|3743.0|-1046.018455|-1045.981819|553.52|941.6|331.24|227.02|0.34449|0.0572|-0.1555099999999999|-0.19923|0.0366366999999999|-1045.8595810000002|6.7117|7.2291|7.2291
