molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|AATSC1are|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA3|PBF|RPSA|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
23_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.34383709|2.140123457|-0.12979844|-0.00264793|2|1.981673861|0.010305237|1|0.010662507|-0.130679|-0.207994181|2|0.7338945809999999|0.754150918|-0.149057824|0.800727358|1|-0.049653973|0.535680357|0.084791355|-0.02685653|4.824237957|0.7611996520000001|-1.6651048819999998|-24.91121732|60.76548004|41.98112956|0.485561757|648.2471057|1945.384475|8.755988318|0.943867925|7034.375112000001|-835.377049|-370.018179|1549.399766|1.0|1.0|1.0|1.0|1.0|0.0|0.21|27.0|-9.84|5.11|56.07|2.0|0.0|-5.38|35.0|-5.93|461.56|0.0|1.0|4.19e-06|0.00193|4.48|0.0|1.44e-10|3.8034|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|325.98|0.67647|0.2089|-0.15858|-0.21158|0.02986448|-1469.902562|4.8954|6.1249|6.1249
8_a20 (IN-1130)|0.0|1|0|0|3.443195704|0.0|0|6.842683282|0|0|1.400923668|0.0|0.063195236|-0.009430196|2|1.622562232|-0.006620594|1|-0.004654742|-0.049177437|-0.083481481|2|0.811128636|0.760688473|-0.1221465319999999|0.817914963|1|-0.09623672|0.354945501|0.272572869|-0.035730972|6.93243166|0.7481063720000001|-1.858010535|-42.20109173|77.31081766|74.19702161|0.4824986429999999|481.70475260000006|1829.419484|8.005662608|0.932362084|6291.586155|-814.7625241000001|-328.593789|1644.660472|1.0|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-9.63|4.97|110.44|1.0|0.0|-4.85|32.0|-6.83|420.47|0.0|1.0|1.42e-05|0.00596|2.87|0.0|2.34e-10|4.9797|3.2329|-1368.412748|-1368.372708|696.06|1192.01|383.5|248.98|0.4377|0.1361|-0.13622|-0.20636|0.04004011|-1368.180121|5.4751|7.4437|7.4437
4f_a46|0.0|0|0|0|0.0|0.2096617139999999|1|7.825245291|1|1|1.134637108|2.190536659|-0.2265364489999999|-0.001035775|2|0.0|0.012332859|1|0.011806162|-0.079238184|-0.123416853|2|0.6901151990000001|0.74106323|-0.2076648489999999|0.7796270059999999|0|-0.055836642|0.296072934|0.065026794|-0.022035297|2.570614463|0.759842275|-1.079729539|-16.43243843|42.21890747|35.0293449|0.424708366|507.213176|1563.375755|5.654067072999999|0.7382488140000001|4661.569032|-317.7588874|-281.9234274|770.8731021000001|1.0|1.0|1.0|1.0|1.0|0.0|0.38|17.0|-7.21|4.56|43.6|1.0|0.0|-4.38|25.0|-5.65|332.44|1.0|1.0|4.18e-05|0.0139|3.77|0.0|6.12e-08|4548.0|4548.0|-1033.550809|-1033.528421|591.51|1020.33|272.61|272.61|0.69208|0.1719|-0.19079|-0.2202599999999999|0.02238723|-1033.36869|3.7419|6.7375|6.7375
6_a1|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.3488280769999998|2.325221088|-0.092471477|-0.005477033|1|0.0|0.005054086|1|0.006851583|-0.230322048|-0.3632559589999999|1|0.781885145|0.798346291|0.13761072|0.8524898329999999|0|-0.057199415|0.212044989|0.121740384|-0.0238222729999999|4.905211525|0.576759436|-0.929068634|-13.35477777|49.61122373|37.79009463|0.4218263379999999|424.3707604|1383.161829|5.555887839|0.7295841470000001|4061.042516|-216.916644|-74.17956941|778.3512535|1.0|1.0|0.0|1.0|1.0|0.0|0.22|17.0|-6.02|3.61|39.94|0.0|0.0|-3.12|22.0|-6.21|291.35|1.0|1.0|0.0007599999999999|221.0|2.63|0.0|9.51e-07|4.0635|4.0635|-935.5024827|-935.4750982|527.41|875.29|305.12|305.12|0.69818|0.3399|-0.16784|-0.1899799999999999|0.027384499|-935.378591|8.0033|5.2924|5.2924
4l_a46|0.0|0|0|0|0.0|0.171853072|1|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|1|0.0|0.0066560469999999|1|0.006162668|0.0071939419999999|0.010799648|1|0.7940662409999999|0.726535412|-0.001318857|0.762625193|0|-0.09094885|0.291762764|0.107841373|-0.030068681|2.10550531|0.883450801|-1.533502748|-29.10603933|51.66342604|55.17245545|0.409308207|504.7020036|2087.583804|5.80829255|0.692930243|4865.794981|-490.7614689|-433.8429998|981.9630347|1.0|1.0|1.0|1.0|1.0|1.0|0.36|17.0|-7.0|4.64|50.94|1.0|0.0|-5.28|26.0|-5.23|347.45|1.0|1.0|5.25e-06|0.00182|4.49|0.0|9.980000000000001e-08|5.4011|4.4542|-1092.745692|-1092.71063|612.39|1057.06|278.36|229.55|0.3756|0.1523|-0.18567|-0.20351|0.03506136|-1092.53932|3.7624|7.0088|7.0088
10_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343863662|2.146166934|-0.180140166|-0.002959121|2|2.149387791|0.01107733|1|0.011142889|-0.083887216|-0.132895939|2|0.6990620390000001|0.810105167|-0.120059574|0.861225169|1|-0.051015897|0.43000216|0.078346981|-0.027007048|4.884907049|0.744529685|-1.350352423|-17.08910641|54.09964719|37.96666686|0.4858700179999999|533.4262268|2064.276654|5.759414166|0.945033425|5598.949417|-452.3357957|-283.0534799|1049.716502|1.0|1.0|1.0|1.0|1.0|0.0|0.26|21.0|-8.07|4.93|52.83|2.0|0.0|-4.66|28.0|-5.83|370.45|1.0|1.0|2.21e-05|0.00818|3.85|0.0|8.51e-09|4.9674|3.6465|-1183.812875|-1183.790554|619.99|1083.65|340.01|249.6|0.4662|0.0176|-0.15561|-0.2025|0.02232068|-1183.602045|2.2386|7.0555|7.0555
12d_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|0|0.794852923|-0.000134504|2|-0.002126898|0.127299624|0.224167029|0|0.809398262|0.7769829840000001|-0.0065648919999999|0.845904643|1|-0.095675903|0.0913543|0.159568585|-0.038873458|3.286773518|0.844283549|-1.282824111|-26.85139526|55.13932669|56.88984065|0.470893531|445.2300015|643.5166227999999|7.877041626|0.8899787840000001|5101.479206|-360.0239567|-364.7778083|804.9352200000001|1.0|0.0|1.0|1.0|1.0|1.0|0.0|20.0|-6.84|4.59|84.45|2.0|0.0|-6.25|23.0|-5.13|361.25|0.0|1.0|5.58e-07|0.0002009999999999|4.75|0.0|1.44e-07|4.3959|2.7962|-2153.197255|-2153.180821|552.57|910.58|443.4|282.05|0.55983|115.0|-0.11604|-0.19369|0.0164339|-2153.123107|1.9961|7.7212|7.7212
9a_a36|0.0|1|0|0|3.4090209280000003|0.0|0|7.412764017000001|2|2|1.297044807|0.0|-0.109305298|-0.007853595|2|0.0|0.0034852859999999|1|0.00484375|-0.12019672|-0.202876718|1|0.839235677|0.7885597609999999|-0.019008343|0.842671963|0|-0.073689118|0.204819754|0.1734403769999999|-0.039929147|8.847677483|0.7638345870000001|-1.956528182|-27.53468726|78.37175688|59.5185754|0.453098452|505.25728260000005|2167.77208|7.546661564|0.828482664|5693.562367|-731.0766269999999|-322.5522826|1565.759963|1.0|0.0|0.0|1.0|0.0|1.0|0.14|17.0|-6.28|3.04|66.4|1.0|0.0|-3.71|29.0|-6.74|382.42|1.0|0.0|0.000197|0.0753|2.66|0.0|5.26e-07|3.8677|3.8677|-1252.802159|-1252.77514|648.41|1092.66|320.56|320.56|0.68682|0.4811|-0.15925|-0.20969|0.02701893|-1252.636005|7.4992|7.8861|7.8861
14b_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|2|0.716540473|0.007671236|2|0.0075222369999999|-0.073945564|-0.17267308|2|0.616699629|0.793551289|-0.00399443|0.857184548|1|-0.063267638|0.228282196|0.153740341|-0.03508139|8.596171261|0.774359705|-1.64882535|-26.58857202|64.97993029|54.274732400000005|0.450973737|548.6057241000001|2280.830615|7.833620016|0.821406493|6622.129837|-692.9278992000001|-355.71896410000005|1380.34805|0.0|0.0|1.0|1.0|1.0|1.0|0.05|26.0|-7.67|3.78|105.02|2.0|0.0|-5.58|31.0|-6.31|429.47|0.0|0.0|2.66e-06|0.00114|3.68|0.0|2.14e-08|3706.0|3706.0|-1729.161608|-1729.139722|673.05|1142.37|334.55|334.55|0.58097|0.3603|-0.15064|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|8.3536|8.3536
13_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.399843898|2.050136054|-0.210975191|-0.000990136|1|0.0|0.012994083|1|0.012019888|-0.0161529719999999|-0.025714912|1|0.645708528|0.744134785|-0.215746851|0.7986239909999999|0|-0.050017793|0.229685203|0.029972995|-0.0279998139999999|2.096831328|0.862539527|-1.091992764|-11.99053523|37.12083496|28.77218157|0.4289448289999999|474.9422962|1439.176684|5.663493161|0.751144285|3983.972795|-261.7783983|-355.01146810000006|619.8659446|1.0|0.0|0.0|1.0|0.0|0.0|0.16|17.0|-6.2|4.18|30.71|1.0|0.0|-4.09|22.0|-5.39|287.36|1.0|1.0|8.18e-05|0.0235|3.75|0.0|6.28e-07|4.4811|4.1733|-898.3562912999998|-898.3381672|536.09|893.0|297.09|276.68|0.53815|0.1282|-0.17204|-0.20372|0.018124154|-898.2503529999999|3.7228|5.3979|5.3979
14v_a23|0.0|0|1|1|0.0|-4.844615416|2|7.423568444|0|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|2|0.636416435|-0.002390707|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|2|0.598213287|0.787538583|0.132882353|0.845160857|1|-0.067342061|0.31419322|0.083394725|-0.042752869|8.64241561|0.788328659|-2.180396311|-29.37629463|76.42257099|57.56282152|0.457213347|605.3933675|2679.111279|7.743452839|0.84234449|8458.789829000001|-951.143515|-380.8667976|1826.768144|0.0|0.0|1.0|0.0|1.0|1.0|0.09|26.0|-7.95|3.97|114.25|2.0|0.0|-6.89|35.0|-5.94|495.48|0.0|0.0|1.29e-07|6.38e-05|4.76|0.0|1.12e-08|3694.0|3694.0|-2042.182282|-2042.161744|679.5|1206.02|335.64|335.64|0.6017100000000001|348.0|-0.1524299999999999|-0.2308599999999999|0.02053833|-2041.998955|6.3758|8.4001|8.4001
15b_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.3438370730000002|2.145379897|-0.197213588|-0.002413027|2|2.0455289690000003|0.011484257|1|0.011928706|-0.174170642|-0.27395395|2|0.744213612|0.791078367|-0.058258414|0.83320417|1|-0.046334564|0.697099355|0.078081026|-0.024105015|7.505718446|0.670236374|-1.398090862|-21.77253505|62.53159836|42.7113409|0.414077981|631.9674549|2603.829652|6.6940006620000005|0.706711759|6105.426726|-656.9605906|-233.3911134|1429.912176|0.0|1.0|1.0|1.0|1.0|0.0|0.32|21.0|-8.18|4.34|56.07|1.0|0.0|-4.35|31.0|-6.34|413.51|1.0|0.0|4.46e-05|0.0185|3.49|0.0|6.609999999999999e-09|5.7620000000000005|3.7625|-1317.766641|-1317.736865|721.17|1231.3|329.52|215.17|0.46711|0.1595|-0.15579|-0.20313|0.02977516|-1317.4913390000002|6.1384|7.0706|7.0706
9n_a24|0.0|1|0|0|2.961528903|0.0|0|6.605297921|0|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|2|0.0|0.008307337|1|0.008809179|-0.12451554|-0.200646773|2|0.786587307|0.7584388259999999|0.048359202|0.804201677|0|-0.052106597|0.331008994|0.095443402|-0.026905672|8.042526681|0.652126509|-1.399094961|-23.79925701|67.36550766|47.11530904|0.4331595789999999|611.3234977000001|1361.307012|8.232847909|0.764164944|5356.5828|-639.0250449|-205.6223122|1449.942171|1.0|1.0|1.0|1.0|1.0|1.0|0.17|23.0|-8.64|4.41|66.93|1.0|0.0|-4.14|29.0|-6.47|385.46|1.0|0.0|7.2e-05|0.0278|3.07|0.0|2.31e-09|4.9139|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|302.2|252.31|0.44042|0.0334|-0.1658099999999999|-0.20399|0.03188309|-1238.917278|4.8123|7.7212|7.7212
12b_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|1|1.397986833|4.058595679|-0.19841119|-0.002929899|1|2.112397566|0.01164808|2|0.011790103|-0.168032508|-0.291865836|1|0.699597776|0.804535572|0.009081884|0.8718949979999999|1|-0.045602469|0.24516882|0.074083915|-0.0237482779999999|5.43117764|0.5731907470000001|-0.926182858|-11.52561607|47.12729492|33.72918462|0.430791247|465.4891075000001|1446.231761|5.7232816060000005|0.756824707|4672.843578|-234.0844297|-73.59089223|812.3355548|1.0|1.0|0.0|1.0|1.0|0.0|0.11|20.0|-5.49|2.59|48.53|0.0|0.0|-3.16|24.0|-6.44|313.36|1.0|1.0|0.000685|215.0|2.5|0.0|3.22e-06|4.7089|3.9305|-1006.664619|-1006.641541|539.15|909.8|315.44|263.3|0.6016199999999999|0.0777|-0.16451|-0.19425|0.02307802|-1006.550688|5.6617|5.3242|5.3242
12bb_a36|0.0|1|0|0|3.3296932480000003|0.0|0|7.412764017000001|2|2|1.29704416|0.0|-0.07834963|-0.008239316|2|0.0|-0.006877664|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.836170906|0.0534307559999999|0.892249657|0|-0.090660196|0.314702945|0.311151789|-0.038872447|9.094955748|0.719294078|-1.943622342|-37.36110291|88.14984373|72.36704599|0.4808928389999999|442.2064275|2458.790147|7.854524291000001|0.926384521|6285.088971|-800.967538|-281.5518699|1734.6302440000002|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-7.12|3.55|69.2|1.0|0.0|-3.99|31.0|-6.8|417.41|1.0|0.0|0.000102|0.0424|2.88|0.0|7.599999999999999e-08|5.2382|3.8001|-1431.4091|-1431.374881|667.88|1120.72|326.27|236.69|0.38838|0.0736|-0.15507|-0.21175|0.03421884|-1431.238418|8657.0|8.0|8.0
12b_a32|0.0|1|1|1|3.477905329|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.115940697|-0.009432679|0|2.153718992|-0.003484915|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.838021287|-0.0533240309999999|0.8887585240000001|1|-0.081450418|0.2996018789999999|0.217407|-0.027561517|6.356098747000001|0.60420609|-1.267829764|-31.79562339|76.65746734|61.06285882|0.430631506|488.9595947|3148.185476|7.076348793999999|0.756331814|5653.268811|-494.9199607|-130.2147289|1311.0306890000002|1.0|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|6.49|140.04|1.0|1.0|-5.9|27.0|-6.4|397.52|0.0|1.0|1.27e-06|0.000505|3.28|0.0|2.23e-08|3.5703|3.5703|-1880.770588|-1880.732075|663.89|1109.93|347.27|347.27|0.70258|0.2865|-0.14803|-0.19976|0.0385132|-1880.599158|4.1080000000000005|7585.0|7585.0
3c_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343850149|2.108416128|0.034009672|-0.004876919|2|1.879769411|0.006218639|1|0.006470561|-0.0612829229999999|-0.101919761|2|0.666785606|0.802792677|0.005559828|0.8605470759999999|1|-0.071786669|0.501887054|0.203663616|-0.0252377479999999|4.8479546860000005|0.637222556|-1.186174159|-23.47658531|54.85343388|49.52988301|0.4791465279999999|455.3990518|1667.1178220000002|6.567311051|0.919925763|5544.351498|-387.9176903|-156.9462939|1064.517686|0.0|1.0|1.0|1.0|1.0|1.0|0.18|21.0|-7.54|3.63|72.7|1.0|0.0|-3.45|28.0|-6.93|369.42|1.0|1.0|0.0003509999999999|0.13|2.29|0.0|2.89e-08|5.1584|3842.0|-1198.668772|-1198.634822|613.33|1046.53|322.71|240.36|0.32539|0.0729|-0.15853|-0.21913|0.03394942|-1198.484646|3.7789|7.0605|7.0605
11_a27|0.0|1|0|0|2.680511093|0.0|0|7.535296702|1|2|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|2|1.3706083080000002|0.004538653|0|0.005111147|-0.041662169|-0.067428705|2|0.734834532|0.814843016|-0.0357410779999999|0.8629676709999999|1|-0.079921166|0.349764196|0.2354494999999999|-0.034296948|4.524597532|0.8088958709999999|-1.611956546|-22.36099135|56.8702158|50.82822357|0.4528656239999999|404.4089873|1646.903525|5.231762955|0.82770457|5186.240841|-451.0062644|-326.780942|1054.084273|1.0|0.0|0.0|1.0|0.0|1.0|0.35|16.0|-6.09|2.72|61.88|0.0|0.0|-3.68|26.0|-6.47|345.4|1.0|0.0|0.000207|0.0716|2.73|0.0|8.2e-07|3.3426|2.4836|-1122.456105|-1122.433411|571.4|974.29|499.21|370.92|0.6125|0.0793|-0.1022|-0.16205|0.0226944|-1122.242519|4.2894|8301.0|8301.0
9_a27|0.0|1|0|0|2.627701427|0.0|1|6.842683282|0|0|1.391067068|1.830911754|0.164227115|-0.0073742819999999|2|1.233610009|0.00611794|1|0.00651856|-0.101933162|-0.171520296|2|0.677253824|0.8214321609999999|0.017503266|0.8806964490000001|1|-0.078270599|0.36853691|0.2011355289999999|-0.033677898|5.20756849|0.7892801540000001|-1.414471696|-20.80651808|53.0685473|50.45546414|0.466349763|411.8826346|1463.168883|5.03925321|0.873886547|4962.727436|-376.0062056|-298.297086|923.9818797|1.0|0.0|1.0|0.0|1.0|1.0|0.16|21.0|-7.06|3.85|76.46|0.0|0.0|-4.06|25.0|-6.33|331.37|1.0|1.0|8.66e-05|0.0287|2.8|0.0|8.69e-08|5.5421|4.1673|-1083.143348|-1083.118736|549.64|945.35|297.52|223.71|0.35593|134.0|-0.1716|-0.2187|0.02461151|-1083.017359|4.0436|8699.0|8699.0
3a_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343850114|2.09865947|-0.05210989|-0.006374689|2|1.819785|-0.000349523|1|0.000521532|0.002357097|0.003978478|2|0.775818577|0.8145214209999999|0.012813604|0.8704151529999999|1|-0.094437035|0.526915193|0.27109473|-0.030698626|5.558553447|0.689774813|-1.504232653|-32.39206742|64.2037853|64.79936082|0.474653816|426.893216|1793.526571|6.566343333|0.903506738|5792.106924000001|-515.9544212000001|-222.2883651|1277.19098|0.0|1.0|0.0|1.0|1.0|2.0|0.18|21.0|-7.19|2.77|98.72|1.0|0.0|-3.06|29.0|-7.67|384.43|0.0|1.0|0.000878|0.3379999999999999|1.38|0.0|6.52e-08|5.1647|3874.0|-1254.012043|-1253.973708|635.89|1082.21|320.04|240.06|0.53794|0.0793|-0.15978|-0.2171|0.03833529|-1253.8126619999998|4.2593|7.1938|7.1938
4_a18 (SD-208)|0.0|0|0|0|0.0|0.0|0|0.0|2|2|1.304335262|0.0|0.055002235|-0.012457606|3|0.0|-0.018723101|0|-0.015153358|-0.15379315|-0.3630339729999999|1|0.773173718|0.83508768|-0.058455902|0.904723479|0|-0.077885485|0.115284206|0.22090326|-0.034985357|5.615248385|0.602029021|-1.2944582059999998|-20.652731600000003|69.63488061|51.01127638|0.454067432|401.1916387|1822.914738|6.239898178|0.831728055|5348.394288|-343.2487827|-105.0785813|1107.212786|0.0|1.0|1.0|1.0|1.0|1.0|0.0|22.0|-8.15|3.54|76.48|1.0|0.0|-4.29|25.0|-6.31|352.75|0.0|1.0|5.12e-05|18.0|3.02|0.0|7.06e-09|5.1755|3.2777|-1542.296276|-1542.276332|537.47|895.83|378.26|239.56|0.4646|0.2316|-0.13588|-0.2358|0.0199445|-1542.207472|5.2085|7.0969|7.0969
16_a47|0.0|1|1|1|2.890539668|0.0|0|6.605297921|0|0|1.417579067|0.0|-0.134455235|-0.0056780519999999|2|1.491023983|-0.005688938|1|-0.004153659|-0.02006804|-0.0574194159999999|2|0.591929006|0.812131575|-0.113476605|0.87782381|1|-0.093207587|0.421094692|0.308139547|-0.034261359|5.0150344780000005|0.697929921|-1.301931629|-25.03540372|60.36423869|57.9827944|0.473257697|358.566882|833.8646097|6.855429069|0.898461533|4952.972679|-349.69668310000003|-205.1602001|966.7808252999998|1.0|1.0|0.0|1.0|1.0|2.0|0.06|21.0|-8.17|4.47|66.49|0.0|0.0|-4.34|25.0|-6.04|337.33|0.0|1.0|4.56e-05|0.0154|3.27|0.0|6.8099999999999994e-09|4.4393|4.0806|-1167.046301|-1167.0124560000002|534.69|894.43|303.84|279.29|0.59209|0.0909|-0.16851|-0.22568|0.03384512|-1166.951551|3.8601|9.0|9.0
15b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|1|1|1.353059441|4.112770601|-0.144363623|-0.0045393|1|2.018777006|0.004641091|2|0.005203263|-0.131737048|-0.2185722769999999|1|0.79846758|0.8259784720000001|0.000882622|0.8833003970000001|1|-0.082576068|0.447220762|0.179086516|-0.028069672|6.564219549|0.639017342|-1.291204916|-26.98929785|60.03646705|58.69070955|0.478989976|469.3167805|1692.3273379999998|6.89125222|0.919348867|5205.2135960000005|-422.0195386|-158.95261259999998|1155.184146|1.0|1.0|1.0|1.0|1.0|1.0|0.19|20.0|-5.72|2.71|68.76|1.0|0.0|-3.18|27.0|-6.98|357.41|1.0|1.0|0.000654|0.2339999999999999|2.11|0.0|1.92e-06|4.0561|4.0561|-1160.4989460000002|-1160.463663|613.37|1035.3|305.67|305.67|0.65917|0.1796|-0.16737|-0.20071|0.03528279|-1160.330621|9.3788|7.1024|7.1024
4f_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343848013|2.066693174|0.010266272|-0.008903208|2|1.5830545580000002|0.001532832|1|0.001714014|-0.015845165|-0.025995042|2|0.69044503|0.7927086309999999|-0.00953448|0.8557769120000001|1|-0.102926696|0.480786546|0.262938196|-0.033471819|4.89045046|0.718306291|-1.439288231|-30.33918719|60.18871783|64.88887164|0.437355335|400.1675422|1629.651745|6.302023735|0.7773206840000001|5422.650822|-424.2517893|-237.0468572|1087.86764|0.0|1.0|1.0|1.0|0.0|1.0|0.14|21.0|-6.54|3.42|80.9|1.0|0.0|-3.99|27.0|-6.6|356.38|0.0|1.0|0.000102|0.0365|2.64|0.0|2.92e-07|4.6249|3.7098|-1179.23587|-1179.201105|575.01|982.46|334.21|268.08|0.39584|0.0579999999999999|-0.15517|-0.22471|0.03476467|-1179.080799|1.8254|7.3979|7.3979
19_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|1.402889494|1.445775615|-0.038804671|-0.00973456|2|1.174354482|-0.013020816|1|-0.010153352|-0.046265509|-0.126992366|2|0.635684951|0.823945134|-0.024256505|0.8873627890000001|1|-0.105205489|0.270767873|0.360357109|-0.037307124|8.228498913|0.637832605|-1.566899206|-32.2945343|76.13237258|73.14028211|0.463378097|354.3911695|1238.799875|7.06969105|0.8635094740000001|5846.960345|-480.9851737|-152.7310283|1361.067484|0.0|1.0|1.0|1.0|1.0|2.0|0.05|21.0|-6.92|2.49|98.72|1.0|0.0|-3.67|28.0|-7.22|380.35|0.0|1.0|0.000214|0.0816|1.97|0.0|1.2099999999999998e-07|3.8423|3.8423|-1335.75742|-1335.725639|571.23|974.59|322.68|322.68|0.68924|0.3243|-0.15845|-0.2117099999999999|0.03178118|-1335.634976|6.3247|7.3|7.3
19_a3|0.0|1|0|0|2.917217813|0.0|0|6.605297921|0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|3|1.744747103|0.006821053|1|0.006731579|-0.037291767|-0.066245471|3|0.718266758|0.758995484|-0.0150769919999999|0.8264237520000001|1|-0.067674689|0.225451546|0.146982098|-0.032585664|2.523394126|0.75798185|-1.140498238|-14.67073822|48.55416845|36.92898885|0.476813896|397.1650228|869.7868956|5.342307798999999|0.911365749|4138.413977|-247.2409002|-240.2326308|700.5653624|1.0|1.0|0.0|1.0|1.0|1.0|0.06|21.0|-7.21|3.9|67.35|0.0|0.0|-3.24|22.0|-6.5|287.32|1.0|1.0|0.000578|166.0|2.19|0.0|6.18e-08|3945.0|3945.0|-929.2818523|-929.2608626|499.93|832.23|314.28|314.28|0.67351|0.3006|-0.16303|-0.2206|0.020989746|-929.193831|2.8758|7.6383|7.6383
17_a47|0.0|1|1|1|3.011740664|0.0|0|6.605297921|0|0|1.4168589319999998|0.0|-0.181485377|-0.003764469|3|1.699575434|0.0042378929999999|1|0.004477366|-0.0184347939999999|-0.031505291|3|0.8007970640000001|0.75807704|-0.034891905|0.814790949|1|-0.07185129|0.522140199|0.147717593|-0.02987808|4.806157636|0.7457517659999999|-1.493904005|-26.73455447|60.33408274|51.70735256|0.46147021|519.8795281|1573.836082|7.055517075|0.8569074879999999|5854.9736840000005|-555.8544359|-299.80980739999995|1221.9335609999998|1.0|1.0|0.0|1.0|1.0|2.0|0.08|27.0|-10.1|5.12|79.38|2.0|0.0|-5.4|30.0|-5.83|392.46|0.0|1.0|3.98e-06|0.00156|4.03|0.0|7.96e-11|4.2784|4.2784|-1254.985125|-1254.943823|656.78|1127.7|289.79|289.79|0.6844100000000001|0.4308|-0.17606|-0.22479|0.04130125|-1254.795084|5.6949|8.3|8.3
18b_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.194228955|1.824998189|-0.147813831|-0.003259453|2|2.003993644|0.006181503|1|0.00598031|-0.034703635|-0.061048368|2|0.721100414|0.7723870909999999|-0.026045966|0.8333962429999999|1|-0.063132226|0.348987182|0.063746107|-0.0305838929999999|6.296086869|0.7847794690000001|-1.6515302369999998|-31.08693686|64.81723515|53.27347337|0.493622561|656.9874135|2327.4502850000003|8.654596906|0.974811521|6973.180791|-813.229933|-399.6704921|1476.7341199999998|1.0|1.0|1.0|1.0|1.0|1.0|0.07|27.0|-9.84|5.93|111.51|2.0|0.0|-6.54|34.0|-5.93|460.55|0.0|1.0|2.87e-07|0.000132|4.48|0.0|1.4500000000000002e-10|5.5437|3.6826|-1767.52411|-1767.494087|728.12|1284.89|336.67|223.65|0.36733|0.0468|-0.15079|-0.22145|0.03002332|-1767.286778|2752.0|7.2924|7.2924
