molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12bh_a36|0.0|1|0|3.50075137|0.0|1.297043258|0.0|-0.006687484|-0.047482048|2|0.001012669|0.0|0.003676818|0.075747971|-0.035747988|1|0.0045625|0.0016901289999999|-0.43574839|1|0.902377067|-0.211972014|-0.0591586759999999|0.833398429|0.857993338|0|0.017627098|-66.28126709|11.73109101|0.166508047|-0.035569289|-44.11115058|7.807212275|0.0|0.783294222|76.46867897|-23.6718811|0.482052584|554.7010591|-1325.625342|2437.805332|0.930697921|5957.443236|144.22085800000002|30.2209316|0.015307571|729.1873176|10.18741188|1.0|0.0|0.0|1.0|2.0|4.95|0.0|0.21|17.0|69.2|1.0|0.0|1.0|-4.54|31.0|4.0|-6.38|1.0|1.0|2.5e-05|3.41|0.0|1.86e-05|-0.0525299999999999|3.79|3.6255|-1311.558898|715.94|1208.61|341.97|319.46|575.23|0.69377|0.7039|-1311.293683|-0.14915|-0.20168|0.03071385|-1311.356102|7.7975|14.0|7.8539
4a_a46|0.0|0|0|0.0|0.210988875|1.13463711|2.180332577|-0.001042349|-0.008364558|2|-0.137420119|0.0|0.012632881|-0.11172225|-0.0466186959999999|1|0.0120924389999999|-0.216904465|-0.143806973|2|0.679741138|-0.215877982|-0.06611606|0.8075680409999999|0.683616517|0|0.00935578|-35.24319509|4.858713991|0.076041983|-0.022129285|-18.30276019|2.523263761|55.05332552|0.742626378|41.15334508|-11.49234623|0.4289963579999999|479.8368017|-528.6479264|1427.844961|0.751302315|4481.754309|133.66119809999998|15.47527339|0.011380391|480.9500663|5.910149982|1.0|1.0|0.0|1.0|0.0|3.76|2.8|0.35|17.0|43.6|0.0|0.0|1.0|-3.93|24.0|3.0|-5.87|1.0|1.0|4.89e-05|3.34|0.0|4.86e-05|-0.02921|3.4|4.5454|-994.2146342|560.87|967.0|272.77|272.77|467.4|0.6893600000000001|0.6893600000000001|-994.028172|-0.19067|-0.21988|0.022810825|-994.079365|3.7138|181.0|6.7423
7e_a8|0.0|1|0|3.038052327|0.0|1.394799915|1.3496955309999998|-0.006027596|-0.052939815|0|-0.03633378|0.0|0.0024398329999999|-0.11032771|-0.0446343779999999|1|0.002669179|-0.075638618|-0.341022848|0|0.5897105770000001|-0.023521398|-0.072307692|0.790500031|0.577394732|0|0.0215993429999999|-53.04282692|12.91806855|0.170843962|-0.037446454|-31.72369068|7.725998682999999|63.5628736|0.776001552|64.23177694|-22.39586026|0.4742828629999999|495.8990914|-1007.813711|2032.501296|0.902163597|5808.479788000001|133.9683023|28.86058693|0.018708212|519.5762494|11.18895001|1.0|0.0|1.0|0.0|1.0|3.2|3.38|0.04|23.0|70.81|2.0|0.0|1.0|-5.75|29.0|4.0|-5.43|0.0|1.0|3.87e-06|4.54|0.0|1.95e-06|-0.0697|6.32|3.2363|-1300.467069|622.23|1060.05|383.1|325.06|544.55|0.6998300000000001|0.70177|-1300.271093|-0.13577|-0.2054699999999999|0.02845071|-1300.327213|11.4436|35.1|4.4547
12f_a36|0.0|1|0|3.50900085|0.0|1.297042537|0.0|-0.006773586|-0.032343041|2|0.10938259|0.0|0.003676818|0.012286423|-0.06756661|1|0.0045625|0.182557897|-0.438198895|1|0.902377067|-0.109793154|-0.1188384119999999|0.8700396090000001|0.857993338|0|0.01784834|-66.16123807|11.77610852|0.156443092|-0.035813075|-43.65234724|7.769727312|0.835268043|0.7803018709999999|76.51015325|-23.629013600000004|0.464240353|556.5681681|-1323.224761|2380.393255|0.8665086190000001|6000.985822|144.9540437|30.28188764|0.015685228|729.1873176|10.34891518|1.0|0.0|0.0|1.0|2.0|4.94|0.0|0.21|17.0|69.2|1.0|0.0|1.0|-4.61|31.0|4.0|-6.33|1.0|0.0|2.6600000000000003e-05|3.47|0.0|1.7899999999999998e-05|-0.05035|3.87|3.6545|-1311.550167|699.88|1195.77|339.27|237.95|545.55|0.37095|0.70126|-1311.285102|-0.15011|-0.20046|0.02879265|-1311.345557|7.8454|11.0|7.9586
3k_a32|0.0|1|1|3.644417045|0.0|0.609420759|0.0|-0.005745086|-0.001250803|0|-0.047167919|2.256213388|0.001221534|-0.0902541999999999|-0.077097565|3|0.002509816|-0.084055305|-0.5265375529999999|0|0.816196288|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|1|0.0123637989999999|-51.21653025|6.970844822|0.122251759|-0.029575784|-28.87643819|3.930238317|0.0|0.78057227|58.16707081|-16.67514938|0.472646737|494.8840288|-717.0314235000001|1970.06814|0.89626209|5259.698672|123.7157466|21.36272325|0.012327787|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|3.47|3.48|0.32|19.0|110.94|2.0|0.0|1.0|-7.04|25.0|3.0|-5.01|0.0|1.0|2.47e-06|4.97|0.0|2.15e-05|-0.05321|3.81|3.5363|-1750.1383649999998|611.65|1022.89|350.6|350.6|452.36|0.70268|0.70268|-1749.957584|-0.14667|-0.19988|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605
11c_a5|0.0|1|0|2.930680267|0.0|1.427567332|0.0|-0.004590583|-0.050049777|2|-0.0859098|0.0|0.005090155|-0.059682527|-0.023856811|1|0.005383056|-0.138950411|-0.269653478|2|0.679183645|0.030085871|-0.044126759|0.86113162|0.658307423|0|0.01785211|-53.12487972|10.85837291|0.19527649|-0.0322785379999999|-32.31269264|6.604499968|4.089828494|0.707039635|66.02857181|-19.63310772|0.448016491|489.4652669|-903.1229552|926.234805|0.811648325|5202.741647999999|178.1902995|27.76804404|0.021214793|523.8031619|12.90369209|1.0|1.0|1.0|1.0|1.0|2.96|2.14|0.09|23.0|80.76|1.0|0.0|1.0|-4.13|28.0|5.0|-6.59|0.0|1.0|7.950000000000001e-05|2.78|0.0|1.26e-06|-0.04315|4.53|4.2087|-1218.454079|636.14|1071.71|294.59|275.3|512.32|0.60118|0.6267699999999999|-1218.278135|-0.1713299999999999|-0.21448|0.03798847|-1218.336116|3.3827|25.0|7.6021
12g_a31|0.0|1|0|3.42813681|0.0|0.6101363000000001|0.0|-0.01500347|-0.1044685569999999|0|0.045747231|0.0|-0.008464411|-0.0733026079999999|-0.082116813|2|-0.0054114869999999|0.074878295|-0.57758443|0|0.837044054|-0.076150332|-0.1386819869999999|0.8639814490000001|0.7983388929999999|0|0.030961426|-80.52794936|19.01411466|0.41728907|-0.039059048|-49.45404266|11.67699967|548.1594997999999|0.6886488690000001|95.97385383|-23.98704875|0.470244801|357.8560168|-1127.391291|1859.940155|0.887664343|5398.678971|191.2078009|34.8320455|0.02515117|524.0230338|15.44590447|1.0|1.0|1.0|1.0|2.0|3.61|2.51|0.32|16.0|131.36|1.0|0.0|1.0|-4.92|27.0|5.0|-6.86|0.0|1.0|0.0001629999999999|2.52|0.0|0.000136|-0.03324|4.17|3.8349|-1578.800869|664.44|1090.41|323.3|323.3|542.78|0.70068|0.70068|-1578.605452|-0.15917|-0.19241|0.04532186|-1578.66792|2.4038|0.11|6.9586
13d_a6|0.0|1|0|3.447870607|0.0|1.424214188|0.0|-0.010665225|-0.0122495089999999|1|0.077158715|0.0|-0.003346018|-0.042531782|-0.10528143|1|-0.000899678|0.126028544|-0.49314765|1|0.845481322|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|0|0.030793771|-75.40072983|20.96853949|0.21137879|-0.039696112|-51.34295409|14.27820079|564.780402|0.769432845|88.02705449|-27.03045032|0.4128711229999999|536.999346|-1432.613867|3075.022992|0.703203572|6185.117192000001|157.0011174|35.13035671|0.018542644|692.8471883999999|12.62632467|1.0|1.0|1.0|1.0|2.0|3.64|3.03|0.16|23.0|95.85|2.0|0.0|1.0|-5.95|32.0|5.0|-5.88|0.0|1.0|5.42e-06|4.23|0.0|1.68e-07|-0.05252|4.5|3.6298|-1389.374844|723.61|1219.11|341.57|255.64|598.06|0.58381|0.7007399999999999|-1389.125098|-0.14894|-0.20146|0.02846332|-1389.188211|14.0012|0.36|6.4437
12k_a36|0.0|1|0|3.483171769|0.0|1.297043952|0.0|-0.0071232019999999|-0.063399056|2|0.096315593|0.0|0.002782748|0.003690005|-0.058284869|1|0.003724542|0.163804836|-0.4373676689999999|1|0.90500247|-0.09344781|-0.102077284|0.8647233590000001|0.856135378|0|0.018067063|-67.14870046|11.90012613|0.157229536|-0.037758075|-44.22843899|7.838185977999999|0.0|0.7806817009999999|78.24529096|-24.86988906|0.478908312|555.1026569|-1342.974009|2294.707886|0.919048073|6027.033337|144.457092|31.85663123|0.016847116|698.847203|11.0965905|1.0|0.0|0.0|1.0|2.0|4.89|0.0|0.12|17.0|69.2|1.0|0.0|1.0|-4.58|31.0|4.0|-6.34|1.0|0.0|2.82e-05|3.45|0.0|3.94e-05|-0.0497|3.83|3.6631|-1310.312649|697.92|1186.08|338.46|245.37|530.51|0.5249199999999999|0.70031|-1310.072976|-0.15053|-0.20023|0.03274587|-1310.134752|7.3988|14.0|7.8539
7c_a10|0.0|0|0|0.0|0.0|1.343178184|2.1219657030000003|-0.00375251|0.012145872|2|-0.1122332619999999|1.798334646|0.01006918|-0.033792245|-0.066271289|1|0.0107756969999999|-0.176560297|-0.215874011|2|0.725146704|-0.087063341|-0.105104647|0.84177174|0.6952665379999999|1|0.027436939|-51.2378943|16.04055193|0.093723511|-0.0223398779999999|-29.95538587|9.377842892|58.07647902|0.52630639|67.01436709|-13.06063972|0.4675549639999999|529.8395322|-666.0926258|1881.379304|0.8781281320000001|6034.895823|276.93712|24.81565867|0.0269852389999999|611.4957509|15.7764728|1.0|1.0|1.0|1.0|0.0|3.48|3.49|0.26|21.0|62.06|1.0|0.0|1.0|-4.44|29.0|5.0|-6.2|1.0|1.0|2.05e-05|3.46|0.0|6.4e-06|-0.04004|2.76|3.8357|-1258.985004|635.47|1102.43|323.24|228.47|488.89|0.41348|0.68708|-1258.744382|-0.16055|-0.20059|0.02659395|-1258.801509|5.0714|3.81|5.4191
4S4l_a46|0.0|0|0|0.0|0.171853072|1.134637095|2.155247543|-0.004736212|-0.075241716|1|-0.067419714|0.0|0.0066560469999999|-0.060895366|-0.161358058|1|0.006162668|-0.1012114369999999|-0.3888343979999999|1|0.7940662409999999|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|0.007140583|-46.10883478|3.888872426|0.105217893|-0.029881089|-25.11158939|2.117940478|0.0|0.877939134|49.6055056|-16.27370639|0.469439238|487.3122681|-829.959026|1744.8220399999998|0.884798257|4920.211524|66.47624804|18.5362581|0.006420439|579.2365607|3.496670823|1.0|1.0|1.0|1.0|1.0|3.92|3.19|0.36|17.0|50.94|1.0|0.0|1.0|-5.28|26.0|3.0|-5.23|1.0|1.0|7.78e-06|4.49|0.0|3.47e-05|-0.02015|4.99|4.1414|-1092.727031|583.76|1040.96|299.38|234.25|500.66|0.57885|0.6763600000000001|-1092.489558|-0.17632|-0.19647|0.02696794|-1092.543641|2.8473|261.0|6.5834
12d_a40|0.0|0|0|0.0|0.0|0.60499064|1.753432382|-0.008004393|-0.107711573|0|0.209157499|0.794852923|-0.000134504|0.087954209|-0.166080871|2|-0.002126898|0.3683138529999999|-0.552689736|0|0.809398262|-0.0065648919999999|-0.254735308|0.845904643|0.6948809659999999|1|0.01171131|-48.54239742|6.204226377|0.159568585|-0.038873458|-25.71599691|3.286773518|60.80168183|0.844283549|55.13932669|-20.59374436|0.470893531|445.2300015|-679.5935638999999|643.5166227999999|0.8899787840000001|5101.479206|82.49291335|24.39197636|0.01245259|350.9435025|6.596929268999999|1.0|0.0|1.0|1.0|1.0|3.23|2.94|0.0|20.0|84.45|2.0|1.0|1.0|-6.25|23.0|2.0|-5.13|0.0|1.0|2.61e-06|4.75|0.0|5.2e-05|-0.07765|4.14|2.7962|-2153.180821|552.57|910.58|443.4|282.05|435.41|0.55983|0.70435|-2153.071733|-0.11604|-0.19369|0.0164339|-2153.123107|1.9961|19.0|7.7212
12e_a40|0.0|0|0|0.0|0.0|0.604990524|1.6315143930000002|-0.015461694|-0.262526337|0|0.174870826|0.665270062|-0.013162335|0.130516751|-0.192362496|2|-0.014780739|0.292184471|-0.520457262|0|0.889386453|0.047011204|-0.279310345|0.858770467|0.8096582170000001|1|0.015096495|-66.68049019|8.195398107|0.220121216|-0.048387621|-36.19867792|4.4490161310000005|0.0|0.790818822|78.14505956|-26.26807189|0.491465612|423.3709264|-866.8463724999999|694.2415706|0.966435355|5478.52313|113.5576846|33.21629575|0.021118537|348.3847394|11.46456937|1.0|0.0|1.0|0.0|2.0|3.27|3.05|0.0|20.0|98.89|2.0|0.0|1.0|-6.53|24.0|4.0|-5.26|0.0|1.0|2.27e-06|4.72|0.0|0.000346|-0.07296|4.66|3.0253|-2248.244231|552.91|918.38|409.82|286.76|445.12|0.6826|0.70157|-2248.154966|-0.12616|-0.19912|0.03272669|-2248.206714|3.7268|1.17|5.9318
8b_a50|0.0|1|1|3.1324050960000003|0.0|1.398299046|2.021915391|-0.0045301379999999|-0.009597908|1|-0.096039086|1.98971238|0.006841944|-0.009441452|-0.0180233089999999|2|0.007057361|-0.170496134|-0.332085641|1|0.753629415|-0.027207307|-0.031953774|0.8836675340000001|0.71043578|1|0.021513107|-37.39727879|10.30543157|0.154650918|-0.030360051|-17.91443197|4.93661461|0.0|0.6717097959999999|49.02840043|-14.54338619|0.428882006|404.9478761|-523.561903|1401.458274|0.75095166|4446.001554|157.2609748|21.65129387|0.024280552|339.5806858|11.63112165|1.0|1.0|0.0|1.0|1.0|3.21|1.69|0.06|20.0|59.39|0.0|0.0|2.0|-3.44|23.0|3.0|-6.32|1.0|1.0|0.000154|2.55|0.0|0.000347|-0.02903|2.11|4.1804|-967.3160428|515.81|857.53|296.58|273.96|353.17|0.5533|0.59283|-967.212701|-0.1724099999999999|-0.20144|0.036701907|-967.258772|5.8205|68.0|7.1675
4p_a46|0.0|0|0|0.0|0.122217892|1.134636977|2.102855253|-0.004413243|-0.038295755|0|-0.164311513|0.0|0.005152176|-0.205494852|-0.120823841|1|0.004453195|-0.251219946|-0.369670745|0|0.7471162309999999|-0.078703563|-0.1623103719999999|0.7911509609999999|0.751334374|0|0.007398064|-47.22779946|4.195717966|0.094033511|-0.029978645|-26.78464688|2.379548177|0.0|0.87420565|51.05047787|-17.00200781|0.423511708|513.8073925|-850.1003902999998|2219.4587530000003|0.734640605|5167.091582|71.34266847|19.44852199|0.006740305|585.8536976|3.822678404|1.0|0.0|1.0|1.0|1.0|3.89|3.2|0.3|17.0|61.84|2.0|0.0|1.0|-5.8|27.0|3.0|-5.09|1.0|1.0|4.03e-06|4.77|0.0|3.2e-05|-0.0393|4.89|3.9958|-1129.618646|598.19|1058.54|310.28|226.26|537.47|0.43709|0.70138|-1129.3914619999998|-0.16819|-0.20749|0.03979459|-1129.4459470000002|5.3996|341.0|6.4672
15a_a50|0.0|0|1|0.0|0.0|1.3530592819999998|4.126145086|-0.004429392|-0.06317118|1|-0.0446629609999999|2.020652006|0.005366038|-0.15010386|-0.125205943|2|0.005828749|-0.072976638|-0.325638639|1|0.797917311|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|0.018014615|-50.56454577|10.77967103|0.162210104|-0.029316925|-30.25705388|6.450390922|0.0|0.705410595|61.78266878|-17.54280159|0.4476230879999999|501.3207109|-859.5972780999999|1754.903963|0.8103580690000001|5401.219537|176.277812|24.86892274|0.018747341|569.5267957000001|11.21812301|0.0|1.0|1.0|1.0|1.0|3.7|2.63|0.23|20.0|68.76|1.0|0.0|1.0|-3.6|28.0|4.0|-6.78|1.0|1.0|0.0001189999999999|2.51|0.0|0.0003|-0.03255|2.66|4.0408|-1199.784983|644.4|1091.64|306.83|306.83|519.38|0.66132|0.66132|-1199.572081|-0.16693|-0.19948|0.03314629|-1199.629702|9.0948|41.0|7.3872
9_a3|0.0|0|0|0.0|0.0|0.605017128|0.0|-0.007847313|-0.100592457|1|-0.126542538|2.4071976040000003|-0.004918099|0.065373003|0.023606557|1|-0.003863265|-0.216450234|-0.614170287|1|0.923357627|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|0.007377805|-39.28853824|3.469130065|0.15350225|-0.038196575|-18.47392835|1.6312253680000002|72.50764604|0.886859678|43.50933802|-17.96047462|0.413418346|398.0331029|-628.6166118|1383.145159|0.704792493|4430.929894|53.19989715|20.25176593|0.008976383|349.6957191|4.220799781|1.0|1.0|1.0|1.0|1.0|3.1|2.44|0.0|21.0|80.04|1.0|0.0|1.0|-5.53|22.0|2.0|-5.21|0.0|1.0|1.25e-05|4.14|0.0|1.67e-05|-0.03999|3.28|3.7356|-1256.0634710000002|512.44|857.36|331.9|213.09|350.27|0.3639699999999999|0.6724600000000001|-1255.9558029999998|-0.15834|-0.19833|0.0242342|-1256.002529|2.6661|10965.0|4.96
3n_a32|0.0|1|1|3.616639267|0.0|0.609420754|0.0|-0.00615216|-0.01504795|1|-0.056907012|2.22272854|0.000609539|-0.1006122119999999|-0.0711168609999999|3|0.002379137|-0.100681119|-0.435658951|0|0.810658423|-0.018016496|-0.121627423|0.868826775|0.762657782|1|0.01889769|-53.32184118|10.86481886|0.159958218|-0.027401986|-30.65624207|6.246493173999999|0.0|0.648933114|65.41881458|-15.75418035|0.456693072|482.963897|-693.1839353999999|2426.73803|0.840580248|5553.014016|201.8383309|24.27704797|0.0210408339999999|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|1.0|3.51|3.29|0.32|19.0|120.17|2.0|0.0|1.0|-5.96|26.0|4.0|-5.98|0.0|1.0|1.23e-05|3.74|0.0|4.19e-05|-0.05535|2.57|3.5459|-1825.349557|614.67|1036.75|349.65|349.65|464.67|0.7028399999999999|0.7028399999999999|-1825.163542|-0.1472099999999999|-0.20256|0.02901944|-1825.218291|6.2667|21.0|7.6778
9_a47|0.0|0|0|0.0|0.0|1.3818994059999998|0.0|-0.008501246|-0.1789147139999999|2|-0.043270202|1.323246814|-0.009607222|0.022031244|0.045804989|0|-0.007880155|-0.091848897|-0.4477815529999999|2|0.7033922579999999|0.046690958|0.075092937|0.853035126|0.689770023|1|0.009540986|-50.70744657|4.991260197|0.194850031|-0.036925422|-26.52703503|2.611122094|0.0|0.790651977|58.96976407|-19.3171225|0.482896681|421.2052248|-811.319145|1333.091472|0.93384951|5212.504394|109.5180831|24.43189048|0.015793737|442.7664664|8.262317504|1.0|1.0|0.0|1.0|2.0|2.87|2.78|0.05|22.0|58.04|1.0|0.0|1.0|-5.37|26.0|4.0|-5.26|0.0|1.0|6.3e-06|4.43|0.0|1.17e-06|-0.05037|4.06|3.7183|-1149.055456|566.1|959.59|333.44|215.89|406.35|0.3885099999999999|0.69084|-1148.896866|-0.1545099999999999|-0.20488|0.03463008|-1148.949486|3.4815|25.0|7.6
12e_a31|0.0|1|0|3.483599061|0.0|0.610134116|0.0|-0.011519192|-0.044316064|0|0.0113193469999999|0.0|-0.002475146|-0.107630327|-0.015755876|2|-0.000231353|0.01824365|-0.543945776|0|0.7968154940000001|-0.039273975|-0.028502695|0.82100963|0.76012894|0|0.02665413|-79.96257188|19.38343763|0.2784732339999999|-0.036652129|-58.15044546|14.09603901|595.9853231000001|0.725120432|95.1187282|-26.65419063|0.474858042|524.7092721|-1519.288866|1899.851187|0.904247004|6557.418968999999|199.8981394|36.75829484|0.020841203|798.7285626|15.15615632|1.0|1.0|1.0|1.0|2.0|3.87|3.72|0.24|22.0|117.37|3.0|0.0|1.0|-6.66|33.0|5.0|-5.93|0.0|1.0|3.83e-06|4.48|0.0|2.27e-07|-0.03445|6.33|3.8391|-1809.85374|781.61|1308.13|322.95|232.77|640.03|0.55114|0.7006600000000001|-1809.581226|-0.15934|-0.19379|0.04614662|-1809.650069|3.4818|0.17|6.7696
7_a27|0.0|0|0|0.0|0.0|1.40247849|3.330197625|-0.00601016|-0.050197188|2|-0.133453335|1.280380317|0.010291744|-0.096754293|-0.056500475|1|0.010596392|-0.220626658|-0.500327496|2|0.6413629129999999|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|0.015099075|-47.44936449|8.475438874|0.14888586|-0.0300556429999999|-26.6343589|4.757447929|60.73467304|0.763564713|55.55559276|-16.87088515|0.466714317|477.7488532|-759.1898319000001|1497.873267|0.875167537|5082.120742|132.7162621|22.09489892|0.014441323|479.0078184|8.106228264|1.0|0.0|1.0|0.0|0.0|3.24|3.41|0.2|21.0|65.6|0.0|0.0|1.0|-4.06|26.0|4.0|-6.26|1.0|1.0|5.2e-05|3.02|0.0|8.4e-05|-0.04887|5.37|4.1205|-1122.433757|606.74|1016.96|300.9|300.9|505.5|0.61278|0.61278|-1122.249324|-0.16734|-0.2162099999999999|0.02179141|-1122.304359|6.3813|1.0|9.0
12e_a36|0.0|1|0|3.490984269|0.0|1.29704412|0.0|-0.007100632|-0.043085717|2|0.144415507|0.0|0.002951176|-0.0586405829999999|-0.084051264|1|0.003962098|0.244642918|-0.43688276|1|0.90414347|-0.010494913|-0.144846626|0.847602953|0.856274847|0|0.019063245|-64.2330904|12.12502373|0.161913613|-0.036203518|-40.85494129999999|7.71202397|5.735288795|0.7610764190000001|75.50154216|-23.02695694|0.466721981|533.058116|-1220.428718|2309.239105|0.875194483|5929.071389|151.9654247|30.25577504|0.017716522|662.0530478999999|11.26845175|1.0|0.0|0.0|1.0|2.0|4.85|0.0|0.17|17.0|69.2|1.0|0.0|1.0|-4.16|30.0|4.0|-6.55|1.0|0.0|5.05e-05|3.04|0.0|4.270000000000001e-05|-0.04962|3.48|3.6699|-1272.23645|673.57|1142.19|337.84|323.18|507.03|0.6814600000000001|0.70007|-1271.999945|-0.15189|-0.20151|0.03037051|-1272.0579810000002|8735.0|14.0|7.8539
4q_a46|0.0|0|0|0.0|0.09591943|1.131262631|2.151582577|-0.001250008|0.004704245|2|-0.012611536|0.0|0.012173202|-0.155661124|-0.081623022|1|0.012222698|-0.019471024|-0.125840557|2|0.716317772|-0.15266708|-0.121752717|0.848935944|0.703627625|0|0.014510206|-39.09149156|8.099124333999999|0.086449996|-0.021010627|-21.81959712|4.520667361|72.14599138|0.61955726|49.37907349|-11.72744747|0.487775649|509.9138517|-586.3723734|1491.412605|0.952269544|4992.497361|212.350744|18.92875482|0.018430997|554.3688216|10.28758193|1.0|1.0|1.0|1.0|0.0|3.95|3.16|0.38|17.0|52.83|0.0|0.0|1.0|-3.41|26.0|4.0|-6.54|1.0|0.0|0.000129|2.65|0.0|3.97e-05|-0.03042|2.57|4.5296|-1108.729426|606.7333|1043.05|273.72|273.72|510.13|0.69002|0.69002|-1108.511662|-0.1903|-0.2207199999999999|0.02185677|-1108.566571|3.2968|743.0|6129.0
8_a47|0.0|0|0|0.0|0.0|1.24688044|0.0|-0.007835945|-0.099564745|2|-0.087101663|1.335354131|-0.008756|-0.153669322|-0.14203855|0|-0.007648516|-0.177626636|-0.4497577479999999|2|0.686795267|-0.035681436|-0.223459904|0.842571655|0.659210804|1|0.008687692|-53.11155658|5.043798869|0.150243126|-0.035797309|-30.83488674|2.928269795|0.0|0.819702033|60.62152862|-20.78278301|0.414302597|493.3419136|-956.0080185|2217.264922|0.707366287|6219.278078|104.6752861|25.35407034|0.012935553|559.4973856|7.509972037000001|1.0|1.0|0.0|1.0|2.0|3.02|3.21|0.13|22.0|58.04|2.0|0.0|1.0|-6.59|29.0|4.0|-4.79|0.0|1.0|6.490000000000001e-07|5.61|0.0|2.28e-07|-0.05495|4.91|3.6696|-1686.0356350000002|621.06|1071.62|337.87|337.87|433.38|0.6877800000000001|0.6877800000000001|-1685.8518170000002|-0.15357|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3
13_a47|0.0|1|1|2.920663104|0.0|1.417757826|0.0|-0.0049262279999999|-0.0777650159999999|2|-0.047120094|1.5940801480000002|-0.00105415|0.003874205|0.038682232|1|-0.000211465|-0.108780879|-0.316563793|2|0.6427334020000001|0.030290722|0.065869272|0.8582665429999999|0.626280497|1|0.017736598|-45.39284663|9.13564442|0.2183244369999999|-0.032468557|-23.38063458|4.705524762|0.0|0.688261242|57.38622954|-16.72368034|0.472007922|402.6200617|-635.4998528|669.2729199|0.8939678120000001|4542.479565|160.5682509|24.29844849|0.023284817|359.12161539999994|11.99338291|1.0|1.0|0.0|1.0|2.0|2.9|1.75|0.06|21.0|66.49|0.0|0.0|1.0|-4.24|24.0|4.0|-6.0|1.0|1.0|5.41e-05|3.17|0.0|4.04e-06|-0.05465|2.7|4.0302|-1067.78457|542.62|895.21|307.63|307.63|404.73|0.67466|0.67466|-1067.665127|-166.0|-0.22065|0.03639189|-1067.71601|4.8308|16.0|7.8
12_a3|0.0|0|0|0.0|0.0|0.605020506|0.0|-0.009093383|-0.118456941|2|-0.120694579|2.07135708|-0.006049098|-0.045382017|-0.069857022|1|-0.0045709459999999|-0.218774634|-0.604704476|2|0.899733837|-0.039834906|-0.125395523|0.784451598|0.841871246|1|0.011076075|-45.63945658|5.258353635|0.170600292|-0.039584548|-21.667278|2.496397166|76.23910943|0.830418645|52.16354015|-18.79271742|0.463780604|393.75653|-638.9523922000001|1064.221958|0.864908294|4400.493202000001|80.50854774|22.63041363|0.01374218|330.4083896|6.524083564|1.0|1.0|1.0|1.0|1.0|3.2|2.17|0.0|21.0|92.93|1.0|0.0|1.0|-5.68|22.0|3.0|-5.3|0.0|1.0|1.44e-05|4.03|0.0|3.9500000000000005e-05|-0.06361|2.94|3263.0|-1272.125792|515.23|847.25|379.97|379.97|361.95|0.69784|0.69784|-1272.010995|-0.13153|-0.19514|0.02620998|-1272.058487|3.1979|3548.0|5.45
