molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
1_a1 (SKF-104365)|0.0|0|0|0.0|0.0|0.626769342|2.196347317|-0.006055958|-0.01959813|1|-0.091086986|0.0|0.000663414|-0.10236005|0.11172918|1|0.002250781|-0.221214316|-0.505981356|1|0.57031697|-0.015406451|0.194988905|0.857919181|0.551667506|0|0.0133681239999999|-37.55389489|6.18316314|0.186844249|-0.029524467|-17.369816|2.859900586|63.42504103|0.709744919|46.32985169|-13.65596178|0.416807085|376.1092109|-450.6467387|1551.362941|0.71469847|4225.4765640000005|134.2517831|19.24066156|0.018973797|297.2783688|8.775956802|1.0|1.0|1.0|1.0|0.0|2.97|2.68|0.12|17.0|56.01|0.0|0.0|1.0|-3.8|21.0|3.0|-6.01|1.0|1.0|9.65e-05|2.96|0.0|0.000295|-0.03482|3.45|3.8901|-1279.060907|491.18|809.96|318.72|318.72|358.09|0.70081|0.70081|-1278.971649|-0.16142|-0.19624|0.02377006|-1279.017667|6.9338|1.6|5.7959
12g_a36|0.0|1|0|3.5202147110000004|0.0|1.2678464|0.0|-0.006495469|-0.039008054|2|0.078990142|0.0|0.0042553209999999|0.078155467|-0.0521750109999999|1|0.005035022|0.130052038|-0.44093902|1|0.901715152|-0.19532883|-0.088251318|0.847239339|0.860667615|0|0.017738779|-66.72829531|12.19441007|0.1457615119999999|-0.034549379|-45.87193951|8.382969151000001|5.097410387|0.779745318|77.14470618|-23.75074918|0.473274545|587.240781|-1401.294202|2476.712654|0.898522257|6223.658545|151.41267150000002|30.45962398|0.015152386|799.5563855|10.41641087|1.0|0.0|1.0|1.0|2.0|5.06|0.0|0.24|17.0|69.2|2.0|0.0|1.0|-4.95|32.0|4.0|-6.19|1.0|1.0|1.39e-05|3.8|0.0|1.7800000000000002e-05|-0.0505199999999999|4.21|3714.0|-1350.861445|724.32|1241.66|333.83|238.01|657.02|0.38165|0.70097|-1350.571683|-0.15236|-0.20288|0.0255597|-1350.633209|7.8537|14.0|7.8539
4S4k_a46|0.0|0|0|0.0|0.173180233|1.134637098|2.145043462|-0.0049602|-0.088084767|1|-0.104665424|0.0|0.006550513|-0.1149361969999999|-0.1032662209999999|1|0.006050983|-0.158788415|-0.3860697829999999|1|0.78837943|-0.003017362|-0.141706595|0.787615341|0.784722915|0|0.007749296|-45.61628327|4.1078333030000005|0.1082655419999999|-0.030477338|-24.18078772|2.177526049|0.0|0.8679099640000001|49.42345536|-16.15576699|0.461984953|472.7005375|-775.4768155|1729.18312|0.858684076|4719.2906570000005|70.01975807|18.61456563|0.007182108|519.5743695|3.807172093|1.0|1.0|0.0|1.0|1.0|3.8|3.03|0.33|17.0|50.94|1.0|0.0|1.0|-4.82|25.0|3.0|-5.46|1.0|1.0|1.4800000000000002e-05|4.05|0.0|8.28e-05|-0.02074|4.52|4.0774|-1053.415665|566.82|997.07|304.07|234.58|487.43|0.5716|0.67893|-1053.202208|-0.17396|-0.1947|0.02628818|-1053.255345|2.5693|197.0|6.7055
14a_a5|0.0|1|0|2.948727373|0.0|1.226142247|0.0|-0.0053665219999999|-0.005002101|3|-0.132625457|0.0|0.002956745|-0.086229994|0.024793388|1|0.003668464|-0.213526163|-0.36152442|2|0.7333482170000001|0.144729708|0.047169811|0.847379958|0.71006207|0|0.0173669719999999|-53.20786056|11.74431806|0.209074444|-0.0271808479999999|-35.98151967|7.942029745|55.04914434|0.629783335|69.71575554|-18.38089729|0.470085022|534.8590069|-1010.949351|1315.573182|0.88709518|6177.303329|250.3569601|29.18606491|0.024411136|723.0631751|16.50789498|0.0|1.0|1.0|1.0|2.0|3.24|2.41|0.2|23.0|92.79|1.0|0.0|1.0|-4.15|32.0|5.0|-7.08|0.0|1.0|6.02e-05|2.55|0.0|6.16e-07|-0.0507699999999999|4.3|4.1501|-1390.546425|692.8|1195.01|298.75|298.75|508.64|0.65789|0.65789|-1390.29207|-0.1676|-0.2183699999999999|0.04629687|-1390.352729|2.8163|112.0|6.9508
7_a15|0.0|0|0|0.0|0.0|1.419941457|0.0|-0.010310394|-0.038088878|1|0.145944639|0.0|-0.0013239329999999|0.038636783|0.0019353679999999|0|0.002150323|0.213947987|-0.335491052|1|0.857287135|0.154068618|0.00364345|0.740089344|0.8115121240000001|0|0.036600739|-61.50761094|20.31436245|0.158599673|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|85.26222186|-14.70834175|0.396557391|466.9990754|-676.5837204|1624.468817|0.657158418|5097.868552|306.0056033|32.78250222|0.042799094|474.9756287|23.75461091|1.0|1.0|1.0|0.0|1.0|3.16|3.14|0.15|18.0|61.84|2.0|0.0|1.0|-4.83|26.0|5.0|-5.72|1.0|1.0|3.2e-05|3.84|0.0|2.26e-05|-0.0284899999999999|2.78|3.7495|-1184.367098|580.73|1000.95|330.67|279.33|499.86|0.64652|0.70497|-1184.168094|-0.15605|-0.18454|0.01827873|-1184.224637|1631.0|227.0|6644.0
12ae_a36|-3.3501500230000003|1|0|3.412870974|0.0|0.299253957|0.0|-0.009867085|-0.351827031|2|0.087069205|0.0|-0.006862238|-0.083959343|0.006615826|1|-0.001160331|0.151620635|-0.513686975|1|0.8183043390000001|-0.0931249669999999|0.010209009|0.8837136859999999|0.750657639|0|0.023873046|-78.71102033|17.78605328|0.2837586789999999|-0.036430555|-58.64180087|13.25108213|19.97715962|0.6849975640000001|97.76153993|-27.14173115|0.465246185|533.6188092|-1574.220407|2634.745208|0.870019385|7331.209763|234.6851816|39.62310606|0.025570256|805.2286932|19.05051961|0.0|0.0|0.0|1.0|3.0|5.03|0.0|0.17|17.0|123.75|1.0|0.0|1.0|-3.85|34.0|6.0|-8.03|0.0|0.0|0.0001889999999999|1.64|0.0|6.45e-05|-0.0548899999999999|6.24|3.8664|-1876.152311|754.15|1281.69|320.67|236.84|615.71|0.40141|0.68591|-1875.897072|-0.1566|-0.21149|0.0508577|-1875.963244|8.9297|15.0|7.8239
EW7203_a60|0.0|0|0|0.0|0.0|0.604984431|0.0|-0.00698487|0.0075638519999999|2|-0.092774356|0.0|0.003099827|0.03824498|-0.051413084|1|0.0036417359999999|-0.1696249719999999|-0.458129101|1|0.80330079|0.002441966|-0.089945913|0.8839272779999999|0.760234689|0|0.020156795|-62.23028092|13.03554647|0.113924842|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|73.82739839|-23.64750675|0.497298165|573.0312689|-1182.375337|1660.077477|0.989250745|6403.777228|150.7881632|30.83771958|0.01793256|666.0036144999999|11.59711747|1.0|0.0|1.0|1.0|2.0|4.75|3.21|0.13|17.0|117.47|2.0|0.0|1.0|-5.74|31.0|4.0|-6.35|0.0|0.0|1.53e-05|3.59|0.0|8.51e-05|-0.06188|3.64|3.5192|-1667.993536|678.83|1166.44|352.3|247.15|546.85|0.40883|0.69857|-1667.78681|-0.1446599999999999|-0.20654|0.03203878|-1667.848192|2.5159|9.0|8.0334
12ar_a36|0.0|1|0|3.46014932|0.0|1.297042582|0.0|-0.007046017|0.000258844|2|0.083451772|0.0|0.000939229|-0.1073795209999999|-0.036002609|1|0.002112069|0.145909555|-0.4194638229999999|1|0.86559137|-0.017348015|-0.064014394|0.89459881|0.8196353679999999|0|0.022389124|-66.9989409|15.19305207|0.163457134|-0.0347392029999999|-45.46486105|10.30986449|0.0|0.705591187|82.17472548|-23.57370143|0.4743067589999999|567.6702443|-1272.979877|2404.999137|0.902250063|6155.432771|199.7830951|33.4098581|0.0223636779999999|708.5476357999999|15.17578458|1.0|0.0|0.0|1.0|2.0|4.86|0.0|0.17|17.0|92.99|1.0|0.0|1.0|-3.92|32.0|5.0|-7.21|0.0|0.0|0.000122|2.33|0.0|3.76e-05|-0.0566|3.23|3.8489|-1364.467971|717.19|1211.1|322.13|237.29|580.53|0.41433|0.67174|-1364.235126|-0.15631|-0.21291|0.04327285|-1364.2977050000002|8.7322|25.0|7.6021
13_a15|0.0|0|0|0.0|0.0|1.4356889940000002|0.0|-0.006348913|-0.031457366|3|-0.006938727|0.0|0.001806571|-0.031047852|0.005149745|0|0.003766915|-0.010882979|-0.357554652|2|0.843715005|0.008210506|0.009456191|0.7784213259999999|0.796300317|0|0.016196467|-61.86632281|10.21906987|0.114512421|-0.033811561|-39.03420883|6.447664726|0.0|0.755283433|72.41636305|-21.33321476|0.482317225|558.6934137000001|-1237.326456|3581.589629|0.931684902|7196.400881999999|154.4025434|28.24531009|0.01672103|830.7967967000001|10.55004024|1.0|1.0|1.0|0.0|1.0|4.13|4.19|0.07|24.0|59.51|2.0|0.0|1.0|-6.32|34.0|4.0|-5.26|0.0|0.0|7.970000000000001e-07|5.32|0.0|5.7e-07|-0.03946|5.04|2.5721|-1450.727602|674.36|1231.11|482.03|314.52|549.33|0.63827|0.70626|-1450.399387|-0.11283|-0.15229|0.02844037|-1450.462642|6.0429|6.0|8.2218
19_a3|0.0|1|0|2.917217813|0.0|1.4316666480000002|0.0|-0.003417504|-0.030657|3|-0.008897473|1.744747103|0.006821053|0.156485495|0.036226415|1|0.006731579|-0.015805561|-0.270506095|3|0.718266758|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|1|0.0116401719999999|-40.8473715|5.419662458|0.146982098|-0.032585664|-19.01853079|2.523394126|0.0|0.75798185|48.55416845|-15.17188084|0.476813896|397.1650228|-531.0158295|869.7868956|0.911365749|4138.413977|112.6836188|20.01615321|0.016552404|314.0966684|7.706796952|1.0|1.0|0.0|1.0|1.0|2.81|1.6|0.06|21.0|67.35|0.0|0.0|1.0|-3.24|22.0|4.0|-6.5|1.0|1.0|0.000266|2.19|0.0|1.7800000000000002e-05|-0.05757|2.43|3945.0|-929.2608626|499.93|832.23|314.28|314.28|362.92|0.67351|0.67351|-929.14689|-0.16303|-0.2206|0.020989746|-929.193831|2.8758|23.0|7.6383
13_a1|0.0|1|0|3.409865599|0.0|1.430073963|0.0|-0.012199718|-0.144782061|1|0.1129747169999999|0.0|-0.008672236|-0.0594321759999999|-0.084271845|1|-0.005924486|0.1769162319999999|-0.485427571|1|0.87703849|-0.051729721|-0.150485437|0.825117597|0.833702788|0|0.033737733|-62.04288975|19.62059449|0.320539533|-0.040302516|-36.08180773|11.41059871|528.3795274|0.7082629840000001|77.55889436|-23.43842502|0.477212829|395.1486144|-1054.729126|1786.445642|0.912824292|5456.353212|169.6632599|33.09282789|0.026679865|505.2124255|15.51600461|1.0|1.0|1.0|1.0|2.0|3.35|2.83|0.09|23.0|80.26|1.0|0.0|1.0|-4.29|28.0|5.0|-6.48|0.0|1.0|4.58e-05|2.94|0.0|4.24e-06|-0.04962|3.17|3.4483|-1238.367298|613.52|1035.04|359.55|304.01|472.52|0.65363|0.69782|-1238.174491|-0.13921|-0.18883|0.0284695999999999|-1238.22919|3.9446|0.26|6585.0
12ax_a36|0.0|1|0|3.429529478|0.0|1.280791885|0.0|-0.007681676|-0.040458296|2|0.075802407|0.0|-0.001012333|-0.057017299|-0.034663063|1|-0.00097037|0.128253871|-0.440372791|1|0.884841888|-0.0394369539999999|-0.056676035|0.892249657|0.771220556|0|0.019128091|-72.11700812|12.79462904|0.153162279|-0.038813619|-48.23849712|8.558226304|1.236876307|0.7648530440000001|84.58859134|-25.96212292|0.488501696|566.4430628|-1298.106146|2471.295987|0.955040697|6741.969187999999|157.28794140000002|33.94393618|0.018645135|661.6709012|12.47158322|1.0|0.0|1.0|1.0|2.0|4.74|0.0|0.14|17.0|69.2|2.0|0.0|1.0|-5.08|31.0|4.0|-6.26|1.0|1.0|6.55e-06|3.93|0.0|7.83e-06|-0.05596|4.42|3.8889|-2152.100515|699.67|1182.31|318.82|236.74|552.0|0.39564|0.69348|-2151.910753|-0.15728|-0.21324|0.03044421|-2151.971761|6.0402|12.0|7.9208
21_a12|0.0|0|0|0.0|0.0|0.609915045|0.0|-0.008833375|-0.058516436|3|-0.213225401|0.0|-0.003879878|-0.01367083|-0.0546514309999999|1|-0.001825446|-0.388196876|-0.522951134|2|0.923855679|-0.061915124|-0.099516604|0.89838263|0.859899236|0|0.012230115|-50.37198585|6.154473157000001|0.15172224|-0.036878492|-25.34833425|3.097071518|0.0|0.770818357|59.10840872|-18.55810005|0.473492395|426.8727514|-705.2078018999999|1080.052791|0.8993077970000001|4652.242111|115.3294396|24.07584081|0.017360942|380.2468615|8.736422872|1.0|1.0|1.0|0.0|1.0|4.05|2.81|0.12|17.0|78.41|0.0|0.0|1.0|-3.82|23.0|4.0|-6.45|0.0|1.0|0.000173|2.53|0.0|5.3200000000000006e-05|-0.0546899999999999|2.56|3.9971|-1327.451966|539.67|893.17|310.18|264.64|397.31|0.59386|0.57644|-1327.347724|-0.16784|-0.22253|0.02758166|-1327.397348|3.2551|22.0|7.6576
9a_a40|0.0|0|0|0.0|0.0|0.604993021|1.865740741|-0.003680068|-0.020455825|0|0.168990628|0.921628874|0.01310675|0.157704751|-0.1720337089999999|2|0.011966382|0.291102625|-0.449508498|0|0.624889926|-0.394662853|-0.2990540869999999|0.749764251|0.61091688|1|0.011033601|-35.24260989|5.334966331|0.062399815|-0.032156295|-17.0405052|2.579562688|51.49564873|0.868476591|39.45618424|-15.54821024|0.493941591|453.3484005|-528.6391483|336.39741360000005|0.976056482|3991.317015|63.59419322|17.90285474|0.008714375|323.79254|4.213574358|1.0|0.0|1.0|0.0|0.0|3.26|3.28|0.06|20.0|58.43|1.0|0.0|1.0|-5.49|21.0|2.0|-4.85|1.0|1.0|8.33e-06|4.54|0.0|0.000117|-0.06495|4.07|3.3192|-1217.9449|515.96|847.69|373.53|263.42|411.01|0.47831|0.69958|-1217.825264|-0.13808|-0.20303|0.01109672|-1217.873686|5.09|214.0|6.6696
7d_a10|0.0|0|0|0.0|0.0|1.34384996|2.087763133|-0.00179944|-0.017919404|2|-0.042667459|1.591760572|0.00870171|-0.071185424|-0.0325418129999999|1|0.008513576|-0.09209689|-0.2018053139999999|2|0.531023495|0.0658971929999999|-0.051603612|0.869684772|0.525816226|1|0.010495008|-37.61597161|5.567989142999999|0.158947933|-0.024733154|-19.95666068|2.9540236560000004|89.87999909999999|0.729585423|45.08492005|-13.12185056|0.484115691|446.2091497|-564.2395741|1597.531619|0.938419104|5174.981962|143.4649092|17.98535187|0.014078094|460.1866123|7.468948447000001|1.0|1.0|1.0|1.0|0.0|3.21|3.21|0.19|21.0|43.6|1.0|0.0|1.0|-4.22|26.0|4.0|-5.83|1.0|1.0|1.9e-05|3.62|0.0|5.04e-06|-0.05634|3.49|3.8856|-1129.175857|574.87|970.29|319.09|212.18|417.68|0.32059|0.68393|-1129.003694|-0.1633099999999999|-0.21965|0.02250617|-1129.0552810000002|3.4695|928.0|6.0325
37_a18|0.0|0|0|0.0|0.0|1.251176176|0.0|-0.005351023|-0.018808538|1|-0.018268775|0.0|0.002300582|-0.034593342|-0.011713125|0|0.003512954|-0.0276034839999999|-0.44541772|0|0.7100921609999999|0.020848396|-0.020149364|0.761336899|0.699483099|0|0.009098426|-54.7389628|6.653112344|0.168216253|-0.0286221589999999|-40.02719655|4.865006968|60.1335413|0.7648766029999999|65.15554136|-20.92960342|0.488368082|608.2316837999999|-1423.213033|1571.7484060000002|0.954530133|7035.839448000001|171.9311063|27.36337253|0.0142451319999999|1056.535856|10.41657856|0.0|1.0|0.0|1.0|2.0|4.31|0.0|0.3|18.0|76.5|2.0|1.0|1.0|-5.68|36.0|3.0|-6.14|1.0|0.0|3.35e-06|4.36|0.0|7.27e-07|-0.04925|8.11|3.2127|-1532.974371|794.5|1395.35|385.91|385.91|673.45|0.69305|0.69305|-1532.553949|-0.13194|-0.18119|0.02274574|-1532.622404|3.0375|35.0|7.4559
11f_a5|0.0|1|0|2.967866825|0.0|1.370797007|0.0|-0.0037371509999999|0.022233547|3|-0.083432989|0.0|0.00722997|-0.178881726|-0.0080939669999999|1|0.008309782|-0.1323098|-0.230681941|2|0.785419245|-0.008110526|-0.016518403|0.800575032|0.750555185|0|0.0221464629999999|-51.92819555|15.41338844|0.152643862|-0.022252743|-36.14073513|10.72733576|13.29510896|0.5109475960000001|73.05195434|-15.48735657|0.463183664|589.7388387999999|-882.7793242999999|1125.122028|0.8628345190000001|5969.213977|340.3683339|30.31104695|0.030351311|753.9168511|21.12375879|0.0|1.0|1.0|1.0|1.0|3.35|2.87|0.24|23.0|76.16|1.0|0.0|1.0|-3.95|32.0|6.0|-6.99|1.0|0.0|5.479999999999999e-05|2.7|0.0|9.06e-07|-0.03862|2.25|4.1356|-1391.722248|729.96|1239.35|299.8|278.47|579.1|0.6593600000000001|0.64937|-1391.444853|-0.1691|-0.20772|0.03804804|-1391.50739|2.9697|12.0|7.9208
21_a47|0.0|0|1|0.0|0.0|1.408713027|1.2247108|-0.010650348|-0.13650463|2|-0.034419528|1.028199909|-0.006808306|-0.004063946|0.057225853|1|-0.004332497|-0.090969103|-0.5406500129999999|2|0.612295986|-0.080213904|0.0927058819999999|0.8856299320000001|0.591185263|1|0.022739546|-53.76411184|12.83540744|0.29417845|-0.033866638|-30.34731959|7.244985517000001|47.95893876|0.6448452960000001|70.10126935|-19.11612865|0.463113582|398.4031618|-860.2257893999999|1402.202743|0.862591353|6103.311635|200.4681737|29.64451905|0.028943339|482.9384172|16.33715751|0.0|1.0|1.0|1.0|2.0|3.29|3.32|0.1|21.0|84.73|1.0|0.0|1.0|-4.44|29.0|6.0|-6.58|0.0|1.0|4.84e-05|3.0|0.0|7.8e-06|-0.06339|4.43|3917.0|-1375.028093|583.37|1014.33|316.53|316.53|441.93|0.68296|0.68296|-1374.858663|-0.16158|-0.2249699999999999|0.03299607|-1374.914223|4.9172|5.0|8.3
19_a31|0.0|1|0|3.2411335510000003|0.0|0.61013725|0.0|-0.01001901|-0.086654127|0|-0.044625452|0.0|-0.005956522|-0.040386271|-0.081641954|2|-0.0038998559999999|-0.095997335|-0.615878515|0|0.656654981|0.019858798|-0.138769819|0.902130276|0.6427749970000001|0|0.014675044|-66.3863707|8.596058678|0.268735206|-0.036060715|-38.88650245|5.035230173|67.42915967|0.776211804|75.31824576|-21.12293613|0.446100738|428.3459076|-929.4091898|1992.2502|0.805382437|4917.329034|131.0862475|27.21285095|0.0152483439999999|460.3754405|8.931875058|1.0|1.0|1.0|1.0|2.0|3.44|2.62|0.28|16.0|98.91|1.0|0.0|1.0|-4.67|25.0|4.0|-6.41|0.0|1.0|0.0001199999999999|2.93|0.0|1.46e-05|-0.04308|5.24|3.9477|-1489.4951640000002|625.93|1028.58|314.06|246.28|537.66|0.5385300000000001|0.7005600000000001|-1489.323855|-0.16367|-0.20675|0.03702801|-1489.382077|2.4209|1.8|5.7447
12bc_a36|0.0|1|0|3.43846811|0.0|1.284647662|0.0|-0.007661816|-0.042515909|2|0.068351685|0.0|-0.001012333|-0.079009683|-0.027636036|1|-0.00097037|0.115647623|-0.442519304|1|0.884841888|0.006621918|-0.045186455|0.892249657|0.771220556|0|0.01824287|-71.97763346|12.2593899|0.165694502|-0.038558877|-48.36968394|8.238431664|0.0|0.77146807|83.97121855|-25.91194805|0.467645467|560.6615736|-1295.597402|2623.395239|0.878447423|6587.689277|153.57572439999998|33.5878425|0.017847333|661.6709012|11.99358509|1.0|0.0|1.0|1.0|2.0|4.73|0.0|0.14|17.0|69.2|2.0|0.0|1.0|-5.08|31.0|4.0|-6.26|1.0|1.0|6.55e-06|3.93|0.0|7.83e-06|-0.05828|4.42|3.8696|-2152.100551|705.12|1188.37|320.4|237.57|563.76|0.35775|0.69094|-2151.9100780000003|-0.15671|-0.21499|0.03419831|-2151.971485|9.2445|8.0|8.0969
12bd_a36|0.0|1|0|3.497517322|0.0|1.297043358|0.0|-0.006695407|-0.045630197|2|0.025649557|0.0|0.003676818|-0.030990165|-0.0288761339999999|1|0.0045625|0.042808724|-0.436345273|1|0.902377067|-0.011529973|-0.047786573|0.833398429|0.857993338|0|0.0177487689999999|-65.65179884|11.7156452|0.167521907|-0.035521445|-43.33557909|7.733288012999999|0.0|0.78244124|75.7932235|-23.44707102|0.475272043|549.5039111000001|-1313.035977|2403.371086|0.905749421|5957.939097|143.6066496|29.96655829|0.015363883|729.1873176|10.14142465|1.0|0.0|0.0|1.0|2.0|4.95|0.0|0.21|17.0|69.2|1.0|0.0|1.0|-4.54|31.0|4.0|-6.38|1.0|1.0|2.5e-05|3.41|0.0|1.86e-05|-0.05236|3.79|3544.0|-1311.560669|706.26|1200.23|349.84|319.66|568.94|0.69411|0.7044100000000001|-1311.291779|-0.1459|-0.19826|0.03110617|-1311.352257|7.6908|17.0|7.7696
13m_a6|0.0|1|0|3.415695704|0.0|1.429020166|0.0|-0.010840005|-0.135152403|2|0.021526267|1.617900191|-0.0093684169999999|0.054340057|-0.018628955|1|-0.00687003|0.037052986|-0.568024162|2|0.870730542|0.156982046|-0.031564227|0.832753533|0.82642394|1|0.01858251|-75.05944278|12.95736535|0.2843875389999999|-0.0378750189999999|-52.33806464|9.035018118|95.67846949|0.7362989999999999|89.65257305|-26.40980394|0.48094941|498.9881336|-1426.129413|2574.030011|0.926594475|6412.592679|183.8755989|35.8683143|0.020928405|724.3873672999999|14.59313027|1.0|1.0|1.0|1.0|3.0|3.59|2.18|0.08|27.0|122.47|1.0|0.0|1.0|-4.64|33.0|5.0|-7.23|0.0|1.0|5.24e-05|2.43|0.0|9.35e-08|-0.07137|4.27|3.3359|-1423.712909|726.28|1231.54|371.67|316.88|546.69|0.66475|0.64753|-1423.448957|-0.13817|-0.20954|0.04955777|-1423.511471|6.5243|0.01|8.0
12t_a36|0.0|1|0|3.500121488|0.0|1.297042607|0.0|-0.00673635|-0.034194893|2|0.035510516|0.0|0.003676818|-0.030990165|-0.0288761339999999|1|0.0045625|0.059266516|-0.436022708|1|0.902377067|-0.009662203|-0.050788309|0.878510663|0.857993338|0|0.017627553|-67.01551397|11.7409283|0.166244358|-0.035934112|-44.63604995|7.820109571000001|0.417511887|0.78316808|77.32343502|-23.93411213|0.48189543|555.3275093999999|-1340.3102789999998|2320.375227|0.930112292|5936.009091|144.422087|30.56063281|0.01547607|729.1873176|10.30792105|1.0|0.0|0.0|1.0|2.0|4.94|0.0|0.21|17.0|69.2|1.0|0.0|1.0|-4.61|31.0|4.0|-6.33|1.0|0.0|2.6600000000000003e-05|3.47|0.0|1.7899999999999998e-05|-0.05302|3.87|3.6694|-1311.552739|713.6|1208.04|337.89|319.18|562.72|0.69297|0.70313|-1311.287803|-0.15088|-0.2039|0.03230976|-1311.349439|7.9104|8.0|8.0969
20_a47|0.0|0|1|0.0|0.0|1.408721455|1.1934608|-0.011237762|-0.161476442|2|0.031814023|1.010373001|-0.009220816|-0.052370531|0.071506228|1|-0.006342241|0.087325054|-0.5332051720000001|2|0.61847122|-0.069674604|0.113432542|0.8575369009999999|0.59534794|1|0.023587109|-50.14789824|12.85623208|0.311171398|-0.032859105|-27.33327788|7.00733184|49.00609086|0.595234209|69.09296541|-17.90996366|0.4642647929999999|375.4483088|-752.2184736|1219.306754|0.86659377|5896.060936|220.6189341|30.08893541|0.034758191|428.5826478|18.94506718|0.0|1.0|1.0|1.0|2.0|3.19|2.96|0.05|21.0|84.73|1.0|0.0|1.0|-4.06|28.0|6.0|-6.75|0.0|1.0|8.32e-05|2.63|0.0|1.86e-05|-0.06357|4.08|3.9808|-1335.708279|557.84|964.94|311.45|311.45|426.08|0.68219|0.68219|-1335.566785|-0.16377|-0.22734|0.03389691|-1335.620783|4.3277|3.0|8.6
14i_a23|0.0|0|1|0.0|0.0|1.197963212|3.2692375460000003|-0.010148243|-0.130330047|2|0.040408197|0.7151570629999999|0.002243702|-0.018541856|-0.026731172|2|0.002496501|0.075401108|-0.569707595|2|0.77007911|0.158023239|-0.04255066|0.864206467|0.7333675390000001|1|0.0214262489999999|-66.02703063|14.65077903|0.222047267|-0.039760909|-45.14777443|10.01786784|93.48624142|0.7780956840000001|79.20815775|-27.18760085|0.478050606|531.9462982|-1386.567643|2447.1741030000003|0.915894552|7030.347905|151.7330992|34.94120504|0.019276934|693.3423458|13.18112713|0.0|0.0|1.0|1.0|2.0|3.56|2.64|0.04|26.0|148.11|1.0|1.0|1.0|-5.21|33.0|5.0|-7.33|0.0|0.0|4.03e-05|2.46|0.0|5.03e-05|-0.08025|4.64|3.6931|-1798.608335|715.68|1224.02|335.72|335.72|580.74|0.55606|0.55606|-1798.371346|-0.1509599999999999|-0.23121|0.03394466|-1798.434186|8.3755|3.0|8.4622
18_a15|0.0|0|0|0.0|0.0|1.435689019|0.0|-0.006149666|-0.090130715|2|-0.094812415|0.0|-0.001044324|-0.066226471|0.002685285|0|0.000539978|-0.190640601|-0.431836192|2|0.660075777|-0.0374132629999999|0.004699248|0.765450925|0.645117465|0|0.007146033|-55.48918283|4.370403779|0.163771093|-0.035181092|-33.93632895|2.672871589|1.833724661|0.867430881|60.86009645|-21.51621375|0.415796832|511.4247108|-1054.294474|2510.854462|0.711733271|5705.360332|81.07723009|24.80452821|0.008781964|590.2470602999999|5.370913621000001|1.0|1.0|0.0|1.0|1.0|3.37|3.75|0.08|24.0|47.04|2.0|0.0|1.0|-6.16|29.0|4.0|-4.8|0.0|1.0|1.18e-06|5.42|0.0|4.01e-08|-0.03581|5.65|3.8232|-1265.770242|650.53|1110.18|324.29|272.91|535.02|0.6074|0.70427|-1265.556558|-0.1579|-0.19371|0.03989594|-1265.614679|6.5864|129.0|6.8894
