molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
1g_a5|0.0|1|0|0|0.0|0|0|1.4275159730000002|-0.203595168|-0.003919036|4.59511985|-0.010620031|2|0.00683534|-0.132678208|-0.0353243789999999|1|0.006957291|-0.019057802|-0.010807075|-0.242737126|2|0.74740095|0.7778380309999999|0.030722968|0.8393686990000001|0.8659209659999999|-0.074361785|0.39389953|-37.59983870000001|-39.8807456|10.9506874|74.51397212|0.134079034|-0.027205531|-21.388323|5.8729303|0.589719781|0.61393343|-1.11542677|-20.16505667|-14.59051668|48.55052611|0.4713154089999999|13.83149499|4639.260975|207.0502037|-320.82484500000004|23.76563316|0.02697793|-122.2065919|974.3909596|422.96706330000006|1.0|1.0|1.0|1.0|2.79|23.0|-8.14|4.5|4.21|1.57|0.0|96.98|0.0|4.0|25.0|-6.15|328.37|0.0|1.0|1.0|3.09|-4.2|0.0304|6.29e-05|0.0206|3.03|7.190000000000001e-09|-0.0393|4.7822|2.61|4.1733|-1065.846194|-1065.818889|572.15|961.17|297.09|0.1769|259.26|-1065.675316|0.0504|-0.17042|-0.20972|0.02730461|115.0|6.9393|6.9393
15a_a22|0.0|0|0|0|0.0|1|0|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|2|0.005288335|-0.057308195|-0.015194063|1|0.005757758|0.036467904|-0.097476465|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|0.794858486|0.86664032|-0.081705465|0.410151945|-41.92018177|-55.4621036|14.43653926|96.58317516|0.13335968|-0.031425179|-37.6479704|9.799599501|65.53409434|0.702735071|-1.634109304|-28.45564196|-21.33157831|56.35672103|0.444668211|14.6895113|6322.278103000001|201.7850124|-752.9594081|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|684.5377542|1.0|1.0|1.0|1.0|3.42|27.0|-9.21|3.87|4.31|1.73|1.0|124.05|0.0|6.0|32.0|-6.61|420.47|0.0|0.0|1.0|3.19|-4.68|0.00945|2.1e-05|0.00881|3.18|6.1e-10|-0.0600399999999999|5.0577|4.98|3.6496|-1368.35331|-1368.321775|696.57|1189.31|339.72|312.0|245.14|-1368.0755869999998|0.0955|-0.15281|-0.21285|0.03153544|143.0|6.8447|6.8447
14ab_a23|0.0|0|1|1|0.0|2|0|1.197962873|0.065530542|-0.0050415|5.351858133|-0.028841865|2|0.013012022|0.010803172|-0.03821899|2|0.012103325|0.038241896|-0.074579388|-0.449699921|2|0.725358161|0.75434493|-0.085303124|0.8072028240000001|0.92422233|-0.076243539|0.20155691|-35.59605095|-52.21744789|12.31039874|40.23721489|0.07577767|-0.031648261|-35.76253038|8.431109267|82.79560776|0.797837067|-1.677357849|-24.37891748|-21.67516705|47.90644969|0.4695727329999999|14.76864227|6654.62616|138.4567483|-786.7756682999999|27.16741043|0.013710439|-407.9635285|1439.872753|733.3886349999999|0.0|1.0|1.0|1.0|3.63|26.0|-8.16|4.4|4.63|3.45|2.0|130.22|0.0|5.0|32.0|-5.92|439.54|0.0|0.0|0.0|4.12|-5.55|0.000259|2.81e-06|0.00123|4.31|6.9799999999999995e-09|-0.07146|3.6587|4.1|3.6587|-1708.563399|-1708.543268|719.66|1238.27|338.88|0.3893|338.88|-1708.277193|0.3893|-0.14778|-0.21924|0.02013145|4.0|8.4012|8.4012
18b_a30|0.0|0|0|0|0.0|0|2|0.604987149|0.036563014|-0.006947027|5.351858133|0.0075638519999999|2|0.003099827|0.016709918|-0.051413084|1|0.0036417359999999|-0.072825879|-0.049287858|-0.45633339|1|0.80330079|0.822401103|0.022695194|0.8839272779999999|0.869340364|-0.09536285|0.413791511|-52.09100293|-63.07862164|13.14992762|77.65678625|0.130659636|-0.036237883|-41.72392601|8.698138813|0.0|0.759715688|-1.811894154|-34.45606603|-23.96987622|65.24093056|0.424912258|13.0644231|6387.715069|158.9382363|-792.7545943|31.55111394|0.0184861069999999|-343.5825913|1577.555697|666.0036144999999|1.0|1.0|0.0|1.0|4.78|17.0|-6.7|3.87|2.49|2.17|2.0|131.99|0.0|5.0|31.0|-6.33|423.49|0.0|0.0|0.0|2.42|-4.8|0.00137|1.57e-05|0.0066599999999999|3.59|2e-07|-0.06142|3.5256|3.64|3.5256|-1668.034279|-1667.995173|697.37|1178.08|351.66|0.3576|351.66|-1667.788575|0.3576|-0.14385|-0.2052699999999999|0.03910602|25.0|7.6003|7.6003
12o_a36|0.0|1|0|0|0.0|0|2|1.297042837|0.01340619|-0.0100574069999999|5.351858133|-0.079716275|2|-0.00233752|-0.059733192|-0.010904454|1|-0.000472698|0.065221584|-0.126068378|-0.5110239679999999|1|0.859938421|0.799869816|0.141570244|0.848816593|0.7592112809999999|-0.10624773|0.514457955|-59.0895896|-76.51720886|16.85373064|55.47133795|0.2407887189999999|-0.03541591|-55.10596064|12.13767506|112.1259723|0.666462845|-2.018706878|-42.554984000000005|-25.50573629|75.94332024|0.469699889|13.80895167|6622.134304|240.2059039|-1047.013252|38.27030489|0.026586303|-239.7655413|2181.407379|757.7532208|0.0|1.0|0.0|3.0|4.97|17.0|-6.93|2.38|1.65|1.49|1.0|138.06|0.0|7.0|33.0|-7.66|438.48|0.0|0.0|0.0|1.47|-3.64|128.0|0.000227|0.0997|1.85|1.1800000000000001e-07|-0.05456|5.1927|4.5|3.8726|-1440.969954|-1440.926241|728.07|1240.51|320.16|0.4075|238.77|-1440.671057|0.2888|-0.15695|-0.21151|0.04371335|0.04|7.3979|7.3979
1n_a5|0.0|1|0|0|0.0|0|0|1.427557749|-0.1387762669999999|-0.007315978|4.59511985|-0.0533837329999999|2|0.004367323|-0.150600424|-0.047910067|1|0.004754079|0.004115733|-0.00966135|-0.393928416|2|0.6805709409999999|0.77828693|-0.013686011|0.8402078140000001|0.785210014|-0.081950989|0.428980979|-47.1725036|-47.04056285|13.27640087|63.58796786|0.214789986|-0.030493391|-27.00168194|7.620766672|55.29041202|0.627751746|-1.311215832|-27.07741706|-17.50346525|60.44890447|0.483868192|15.27080096|5101.31614|213.67365440000003|-432.02691110000006|27.88278228|0.028797525|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|2.88|23.0|-8.07|4.41|3.99|1.72|1.0|101.77|0.0|5.0|27.0|-6.41|356.38|0.0|0.0|1.0|3.14|-4.18|0.0193|6.56e-05|0.0234|2.91|8.43e-09|-0.06186|4.3838|4.19|4.3838|-1179.209088|-1179.169527|607.15|1017.23|282.82|0.3789|282.82|-1179.018429|0.3789|-0.17092|-0.23278|0.03956123|27.0|7.5686|7.5686
16_a15|-3.726252327|0|0|0|0.0|0|0|0.300207157|0.072882981|-0.008593957|0.0|-0.463771194|2|-0.009769916|-0.109386268|-0.011969556|0|-0.00379317|-0.006331105|-0.046871961|-0.528097878|2|0.787100127|0.729432583|0.080837546|0.77948108|0.723597405|-0.101500719|0.7427725270000001|-60.63825695|-69.38556779999999|4.848103252|53.93878231|0.276402595|-0.039472502|-47.4317527|3.31414791|17.68542055|0.868460507|-2.131515106|-41.45211893|-26.98327637|65.48636021|0.419910645|11.720499900000002|6931.531554000001|89.91997762|-996.0668068|31.07023998|0.009783192|-503.7568532|1677.792959|728.353441|1.0|0.0|1.0|2.0|3.59|24.0|-9.21|3.37|6.02|1.72|2.0|124.45|0.0|6.0|32.0|-6.27|446.52|1.0|0.0|1.0|3.59|-5.21|0.000442|6.14e-06|0.00274|3.88|6.1e-10|-0.04082|4.1731|8.26|4.1295|-1770.509465|-1770.448668|716.79|1229.58|300.24|0.3809|297.1|-1770.217907|0.1409|-0.16871|-0.20953|0.06079704|21.0|7.6778|7.6778
6b_a40|0.0|0|0|0|0.0|1|1|0.604892326|0.135693438|-0.014861289|6.401917197|-0.069975812|0|-0.003851208|0.0986825569999999|-0.226457281|2|-0.004728928|-0.248560671|-0.018582337|-0.630957955|0|0.691778838|0.842573207|0.003163118|0.90571269|0.753431574|-0.118488624|0.417254814|-72.13527644|-79.36130196|9.771129787|176.8246355|0.246568426|-0.049599889|-53.15460718|6.544506614|34.43877986|0.878140798|-2.132795227|-48.31476032|-33.22101012|81.90640622|0.442509019|12.51342818|8482.600495|81.61884754|-956.7829293|37.83107469|0.011838681|-506.5422338|1626.736212|618.8882797|1.0|0.0|1.0|1.0|4.02|14.0|-5.21|5.67|4.38|2.61|2.0|130.16|1.0|5.0|31.0|-5.85|511.42|1.0|0.0|1.0|4.21|-6.18|1.98e-06|6.55e-07|0.000335|5.03|6.21e-06|-0.09533|3.1026|8.98|3.1026|-3290.775349|-3290.745084|687.2|1183.07|399.62|0.4962|399.62|-3290.583786|0.4962|-0.1237099999999999|-0.21904|0.03026498|0.03|7.5229|7.5229
12ba_a36|0.0|1|0|0|0.0|0|2|1.297043659|-0.090865777|-0.0075620109999999|5.351858133|0.026411489|2|-0.002123045|0.003750685|-0.011949092|1|-0.000621302|0.159880159|-0.091676619|-0.410941182|1|0.844641715|0.8256014690000001|0.041478447|0.890675195|0.849738126|-0.108410153|0.330220757|-56.0578808|-73.03464847|16.57882744|100.798163|0.150261874|-0.037526591|-49.20258616|11.16896162|16.1479891|0.7068957840000001|-1.951382748|-37.76553687|-25.28122447|72.63670824|0.49229954|14.59456478|6722.60947|197.4608731|-885.6465508|35.76372225|0.023797439|-278.7665262|1859.713557|688.1986357999999|1.0|1.0|0.0|2.0|4.8|17.0|-6.72|2.79|1.63|0.74|1.0|133.18|0.0|5.0|33.0|-7.04|431.45|0.0|0.0|0.0|1.57|-4.25|0.0072599999999999|5.65e-05|0.0244|2.67|1.91e-07|-0.08446|5.2506|2.79|3.0114|-1417.454721|-1417.426327|687.23|1187.56|411.71|0.7436|236.13|-1417.187763|0.0009|-0.12587|-0.21033|0.02839417|21.0|7.6778|7.6778
7b_a8|0.0|1|0|0|0.0|1|1|1.395658671|-0.119760914|-0.009659873|5.4161004020000005|-0.038810124|1|0.002074537|-0.052309137|-0.0254956129999999|1|0.003191529|-0.039357491|-0.021509048|-0.415894017|1|0.710658316|0.7812177770000001|0.048462902|0.8453887859999999|0.7223476129999999|-0.1000685009999999|0.282366236|-60.75943432|-59.93853201|19.86678613|145.0783004|0.277652387|-0.041332642|-35.90168309|11.89970852|75.93423425|0.753935657|-1.901301524|-36.39338307|-24.75721974|80.62622045|0.4787988|14.76972982|6185.0105140000005|147.3863936|-682.1319788|32.83731114|0.022982731|-304.2022276|1510.516312|545.9267515|0.0|1.0|1.0|1.0|3.49|23.0|-7.65|4.48|3.8|2.23|2.0|110.8|0.0|3.0|30.0|-6.15|396.4|0.0|0.0|1.0|3.5|-4.94|0.00224|1.14e-05|0.00454|3.61|2.25e-08|-0.06833|4.5945|5.51|3.26|-1330.622441|-1330.595067|621.4|1067.73|380.32|0.2517|269.85|-1330.392289|139.0|-0.13639|-0.20472|0.0273745|13.53|4.8687|4.8687
12b_a5|0.0|0|0|0|0.0|0|2|1.189701783|-0.297319874|-0.001991527|4.59511985|0.023224044|3|0.0068803119999999|-0.119503073|-0.016614746|0|0.00751901|-0.033279992|-0.070406884|-0.1708042239999999|2|0.8417504029999999|0.779793078|0.066588785|0.819417554|0.827613693|-0.068586754|0.350286421|-41.76622313|-43.25430513|10.44150403|138.67264319999998|0.172386307|-0.020455699|-27.27837078|6.584944956|0.0|0.530379611|-1.165974822|-26.33991037|-12.90040679|52.20772716|0.480419002|16.16438947|5501.255679|296.16656780000005|-463.7323032|24.32296891|0.025810077|-38.31786425|1386.409228|727.8586176|0.0|1.0|1.0|1.0|4.05|18.0|-7.67|3.29|0.72|1.54|1.0|123.46|0.0|5.0|30.0|-7.57|397.47|0.0|1.0|0.0|1.44|-3.45|2.0|0.000359|143.0|1.63|2.14e-08|-0.10395|4.6156|2.24|1.4454|-1276.928859|-1276.8943800000002|669.05|1149.51|857.76|0.2345|268.62|-1276.940335|0.0001|-0.06212|-0.16607|0.03447919|42.0|7.3768|7.3768
12at_a36|0.0|1|0|0|0.0|0|2|1.297042863|-0.04229234|-0.010886502|5.351858133|-0.073048351|2|-0.001148437|-0.076129505|-0.037590959|1|0.000906224|0.091520225|-0.136151085|-0.48127276|1|0.817851296|0.8384626709999999|-0.08859337|0.890810337|0.751856692|-0.110637955|0.301423347|-58.66704838|-76.61315774|20.43891035|95.16663336|0.248143308|-0.037537878|-53.05210062|14.1532755|80.75773169|0.6744421970000001|-2.102121151|-40.6250081|-25.99374995|79.10595873|0.49342323|17.44496351|6537.399158|225.4381077|-1007.989912|38.54110857|0.027424543|-241.591008|2158.30208|735.3783268|1.0|1.0|0.0|2.0|4.9|17.0|-6.62|2.7|1.67|1.89|1.0|135.03|0.0|7.0|33.0|-7.18|439.47|0.0|0.0|0.0|1.76|-4.08|0.0289|8.36e-05|0.0367|2.53|2.42e-07|-0.05703|4.7133|4.5|3.8408|-1460.833958|-1460.797444|733.29|1238.61|322.81|0.4765|263.05|-1460.549244|0.2076|-0.15607|-0.2131|0.03651452|78.0|7.1079|7.1079
12e_a36|0.0|1|0|0|0.0|0|2|1.29704412|-0.064019914|-0.007100632|5.351858133|-0.043085717|2|0.002951176|-0.0586405829999999|-0.084051264|1|0.003962098|0.244642918|-0.104118159|-0.43688276|1|0.90414347|0.7975411790000001|-0.010494913|0.847602953|0.838086387|-0.100988761|0.4347714629999999|-44.83739063|-64.2330904|12.12502373|65.27404529|0.161913613|-0.036203518|-40.85494129999999|7.71202397|5.735288795|0.7610764190000001|-1.918786459|-28.51846223|-23.02695694|56.96241436|0.466721981|12.69013737|5929.071389|151.9654247|-776.2438847|30.25577504|0.017716522|-332.11111980000004|1603.556077|662.0530478999999|1.0|1.0|0.0|2.0|4.85|17.0|-6.97|3.24|2.19|2.24|1.0|128.72|0.0|5.0|30.0|-6.55|395.46|0.0|1.0|0.0|2.14|-4.3|0.0274|5.05e-05|0.02|3.04|1.08e-07|-0.04962|3.8364|3.48|3.6699|-1272.2668210000002|-1272.23645|673.57|1142.19|337.84|0.4537|323.18|-1271.999945|0.0006|-0.15189|-0.20151|0.03037051|14.0|7.8539|7.8539
20_a4|0.0|0|0|0|0.0|1|1|1.399905568|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|1|0.012265062|-0.1473674569999999|-0.059498265|1|0.012025268|-0.098992154|-0.064248765|-0.211751813|1|0.691307598|0.7797803109999999|0.246357638|0.8404413829999999|0.918147288|-0.072188305|0.210083785|-29.16642156|-34.74640079|11.03865532|63.27373076|0.081852712|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|-13.14728679|40.20507689|0.421704107|9.58599918|4085.683488|171.5531319|-234.1428169|20.4281979|0.024334176|-138.2237887|755.8433223999999|338.71903330000004|1.0|1.0|1.0|0.0|3.23|17.0|-5.55|3.2|3.54|2.09|0.0|86.62|0.0|3.0|22.0|-5.96|289.33|0.0|1.0|1.0|2.97|-3.87|0.1|0.000134|0.0388|2.96|2.79e-06|-0.03048|5.1778|2.73|4.0419|-934.2489802|-934.2266312|517.72|861.05|306.74|0.2364|239.45|-934.103809|0.1415|-0.16699|-0.19747|0.022349042|646.0|6.1898|6.1898
12al_a36|0.0|1|0|0|0.0|0|2|1.297043737|-0.06777947|-0.008463062|5.351858133|-0.04314418|2|0.00127667|-0.074215038|-0.031635802|1|0.003077071|0.172830414|-0.1430106119999999|-0.404703593|1|0.8913597320000001|0.8344566859999999|0.125005134|0.885733922|0.801179217|-0.105915949|0.2689491989999999|-51.22331485|-69.69632923|17.71943397|114.2305891|0.198820783|-0.035305316|-45.86257662|11.65999569|0.0|0.671084645|-1.906487074|-33.70669917|-23.23210974|68.94274882|0.456856406|16.15533063|6049.668466|216.4375922|-825.5263792000001|34.61874732|0.025956027|-225.1591357|1869.412355|679.7230552999999|1.0|1.0|0.0|2.0|4.81|17.0|-6.69|2.77|1.89|1.72|1.0|130.24|0.0|6.0|31.0|-6.93|411.46|0.0|0.0|0.0|1.81|-4.07|0.0464|8.499999999999999e-05|35.0|2.65|2.03e-07|-0.04998|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|1181.84|349.14|0.4466|319.71|-1347.196501|0.0095|-0.14558|-0.1955599999999999|0.03469224|48.0|7.3188|7.3188
16a_a23|0.0|0|1|1|0.0|2|1|1.197962324|-0.0147904689999999|-0.0054940769999999|5.351858133|-0.013055633|3|0.012426121|-0.088255625|-0.071458049|2|0.01226642|0.115499047|-0.181609054|-0.380779155|2|0.765869487|0.8323974470000001|0.154144584|0.890165467|0.934837094|-0.07288672|0.181301571|-26.53751114|-47.06687604|13.80568132|9.922436905|0.0651629059999999|-0.025724725|-30.39361398|8.915071155|91.92609822|0.585920722|-1.311960953|-17.13669862|-16.6118386|40.34319246|0.49525751|15.89802615|6552.801739|267.3932664|-547.0850515999999|28.35168303|0.02809646|-110.9672657|1445.935835|668.3493171|1.0|1.0|0.0|1.0|3.94|20.0|-5.27|2.03|2.52|2.04|1.0|125.79|0.0|5.0|31.0|-7.02|427.5|0.0|0.0|0.0|1.85|-4.31|0.0111|4.86e-05|0.0208|2.66|5.38e-06|-0.0502|1.6239|2.49|1.6239|-1685.913359|-1685.8794469999998|670.04|1172.0|763.49|0.2066|763.49|-1685.580443|0.2066|-0.07625|-0.12645|0.03391189|39.0|7.4037|7.4037
15d_a10|0.0|0|0|0|0.0|1|2|1.343850133|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|0.010215823|-0.140487312|0.007032164|1|0.011249462|-0.092884337|-0.1786649189999999|-0.1945202089999999|2|0.74726683|0.745184875|0.02497303|0.7857977740000001|0.87609771|-0.070612242|0.565801561|-38.80896881|-47.58559595|15.37766538|67.59624856|0.12390229|-0.018829931|-32.06793721|10.36301002|141.0919598|0.471900166|-1.129795872|-26.15336742|-12.68949225|54.18663419|0.473858537|16.02072769|6511.656447|355.8865234|-513.0869954|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|0.0|1.0|1.0|0.0|3.71|21.0|-7.82|4.14|3.44|1.54|1.0|131.43|0.0|6.0|33.0|-7.04|441.52|0.0|1.0|0.0|3.18|-4.38|0.0739|4.1200000000000005e-05|0.0182|2.75|1.5e-08|-0.05002|5.6004|2.05|3.8591|-1430.8144619999998|-1431.051425|737.09|1266.87|321.28|312.0|221.39|-1430.733658|0.0856|-0.15916|-0.20918|-0.23696253|69.0|7.1612|7.1612
33_a20|0.0|0|0|0|0.0|1|0|1.4175014119999998|-0.188733405|-0.00145476|4.727387819|0.023539095|2|0.009265667|-0.061975089|-0.062750442|1|0.008780074|0.248715569|-0.036258691|-0.1771816269999999|2|0.616352201|0.74131936|-0.0854333469999999|0.802353442|0.9493896|-0.069838312|0.399354817|-38.58254635|-45.72654913|8.340767701|8.680600701|0.0506104|-0.0265385579999999|-29.9394021|5.46110745|64.93395624|0.759356182|-1.326927921|-25.26187502|-17.37608867|46.92331405|0.465855239|15.094865900000002|5916.443448|157.56124519999997|-568.84864|22.88265911|0.013564844|-339.6262863|1144.132956|664.4562602999999|1.0|1.0|1.0|0.0|3.39|27.0|-9.69|5.33|5.39|2.61|2.0|121.62|0.0|4.0|31.0|-5.58|401.46|0.0|0.0|1.0|4.28|-5.53|0.000997|2.98e-06|0.0012|4.47|2.04e-10|-0.0582899999999999|5443.0|4.07|3.8867|-1275.852801|-1275.823229|689.51|1174.95|318.99|0.6157|227.79|-1275.602977|0.0463|-0.15959|-0.21788|0.02957286|34.0|7.4685|7.4685
18b_a25|0.0|0|0|0|0.0|1|0|1.194228955|-0.147813831|-0.003259453|4.727387819|0.0131826839999999|2|0.006181503|0.014055398|0.0009956189999999|1|0.00598031|-0.032776381|-0.034703635|-0.303383008|2|0.721100414|0.7723870909999999|-0.026045966|0.8333962429999999|0.936253893|-0.078644297|0.348987182|-44.30110081|-55.18621997|8.972372556|80.36582704|0.063746107|-0.0305838929999999|-38.7252349|6.296086869|0.0|0.7847794690000001|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|0.493622561|17.09119768|6973.180791|151.02439719999998|-813.229933|27.34692815|0.013724883|-399.6704921|1476.7341199999998|809.2903831|1.0|1.0|1.0|1.0|3.58|27.0|-9.84|5.93|5.59|2.2|2.0|138.56|0.0|6.0|34.0|-5.93|460.55|0.0|0.0|1.0|4.35|-5.71|0.000132|1.95e-06|0.000899|4.48|1.4500000000000002e-10|-0.07066|5.5437|4.32|3.6826|-1767.52411|-1767.494087|728.12|1284.89|336.67|0.2658|223.65|-1767.2232149999998|0.0468|-0.15079|-0.22145|0.03002332|51.0|7.2924|7.2924
14i_a23|0.0|0|1|1|0.0|2|0|1.197963212|0.142566578|-0.010148243|5.351858133|-0.130330047|2|0.002243702|-0.018541856|-0.026731172|2|0.002496501|0.075401108|-0.017918675|-0.569707595|2|0.77007911|0.8025091329999999|0.158023239|0.864206467|0.777952733|-0.096562208|0.266320368|-60.8283953|-66.02703063|14.65077903|324.811841|0.222047267|-0.039760909|-45.14777443|10.01786784|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|-27.18760085|75.47917433|0.478050606|15.53342127|7030.347905|151.7330992|-948.103263|34.94120504|0.019276934|-380.3109456|1782.001457|693.3423458|0.0|1.0|0.0|2.0|3.56|26.0|-6.96|2.57|3.12|2.28|1.0|128.38|1.0|6.0|33.0|-7.33|454.51|1.0|0.0|0.0|2.61|-4.39|0.00278|4.03e-05|0.0183|2.46|1.11e-07|-0.08025|3.6931|4.64|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|335.72|-1798.371346|0.3639|-0.1509599999999999|-0.23121|0.03394466|3.0|8.4622|8.4622
47u_a18|0.0|0|0|0|0.0|0|1|1.251177393|0.039883149|-0.010219187|4.844187086|-0.0872206669999999|0|-0.000829573|0.031337464|-0.033209663|0|0.00082284|0.0121925089999999|-0.126628013|-0.539738821|0|0.664796402|0.7517870059999999|-0.0112778039999999|0.7960273840000001|0.741066474|-0.092271172|0.33777918|-62.99873374|-64.32800179|14.42377665|86.37253771|0.258933526|-0.0344062|-44.84707106|10.0557163|77.59162925|0.721837463|-2.029965788|-43.92035521|-23.98671253|77.42251040000001|0.483819806|17.78724206|6837.350959|193.9244919|-986.6355633|33.23007431|0.021142007|-309.31352410000005|1960.574384|818.9389171|0.0|1.0|0.0|2.0|3.98|18.0|-8.2|3.15|3.02|2.95|3.0|133.53|0.0|8.0|34.0|-6.31|455.51|0.0|0.0|0.0|2.6|-4.98|0.000932|1.04e-05|0.00472|3.9|6.34e-09|-0.06392|3.1186|9.34|3.1186|-1510.182477|-1510.153552|738.53|1282.66|397.57|0.5849|397.57|-1509.771642|0.5849|-0.12717|-0.19109|0.02892505|1.97|5.7055|5.7055
12ag_a36|0.0|1|0|0|0.0|0|2|1.297044434|-0.042092217|-0.008085448|5.351858133|-0.084341564|2|-0.002526241|0.0070889269999999|-0.050147748|1|-0.000673716|0.135431487|-0.101303149|-0.445549431|1|0.724208473|0.835013502|0.124298337|0.8910146309999999|0.7468300940000001|-0.1081585809999999|0.26896187|-52.02834065|-68.21579593|12.70005599|85.84609192|0.253169906|-0.038937089|-43.02381535|8.009946323|0.0|0.758897371|-1.946854457|-32.81436052|-24.55768654|64.72839664|0.481286668|15.13240062|5906.879919|152.06382680000002|-774.4286762999999|32.35969377|0.019328689|-326.5740008|1617.984688|595.8790650000001|1.0|1.0|0.0|2.0|4.72|17.0|-6.86|3.13|2.44|2.4|1.0|123.71|0.0|5.0|30.0|-6.76|399.42|0.0|1.0|0.0|2.15|-4.16|0.0515|6.96e-05|0.0278|2.78|1.4e-07|-0.05486|3.8893|3.41|3.7117|-1332.185403|-1332.151245|658.68|1112.68|334.04|0.4286|318.79|-1331.9454449999998|0.0191|-0.15227|-0.20713|0.03415856|17.0|7.7696|7.7696
7d_a10|0.0|0|0|0|0.0|1|1|1.34384996|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|2|0.00870171|-0.071185424|-0.0325418129999999|1|0.008513576|-0.09209689|-0.041520889|-0.2018053139999999|2|0.531023495|0.809056885|0.0658971929999999|0.869684772|0.841052067|-0.070901708|0.421731106|-31.47566249|-37.61597161|5.567989142999999|12.32220006|0.158947933|-0.024733154|-19.95666068|2.9540236560000004|89.87999909999999|0.729585423|-1.063525614|-16.69900016|-13.12185056|37.04365163|0.484115691|11.82615475|5174.981962|143.4649092|-299.34991010000005|17.98535187|0.014078094|-243.607074|773.3701306|460.1866123|1.0|1.0|1.0|0.0|3.21|21.0|-7.83|4.92|4.97|3.04|1.0|100.04|0.0|2.0|26.0|-5.83|344.38|0.0|1.0|1.0|3.95|-4.72|0.0206|1.9e-05|0.00654|3.62|1.46e-08|-0.05634|5.8433|3.49|3.8856|-1129.198363|-1129.175857|574.87|970.29|319.09|0.2593|212.18|-1129.003694|0.0941|-0.1633099999999999|-0.21965|0.02250617|928.0|6.0325|6.0325
3c_a32|0.0|1|1|1|0.0|0|0|0.6094207970000001|0.025890116|-0.006923974|5.733341277|-0.048337951|0|-0.00017094|-0.113334836|-0.01180891|3|0.00124359|-0.097512832|-0.0779821129999999|-0.5427297289999999|0|0.831186295|0.839409251|-0.003205869|0.901864778|0.888766719|-0.0943910459999999|0.216289509|-34.91603827|-48.52416391|7.772301225|59.72163595|0.1112332809999999|-0.0288417079999999|-24.94510426|3.995552912|0.0|0.693952122|-1.038301506|-17.94949454|-14.82682786|42.68833949|0.423167668|9.717148607|4598.027604999999|157.331845|-274.3961469|21.36577928|0.018316536|-199.4122311|769.1680542|370.5811396|1.0|1.0|1.0|1.0|3.22|19.0|-6.89|6.61|4.68|1.7|1.0|93.05|0.0|3.0|22.0|-5.35|326.44|0.0|0.0|1.0|4.02|-4.91|0.000217|1.22e-05|0.00399|4.14|1.28e-07|-0.05487|3.5169|3.02|3.5169|-1633.443791|-1633.419633|544.22|903.81|352.54|0.5017|352.54|-1633.297494|0.5017|-0.14219|-0.1970599999999999|0.02415856|9.0|8.0458|8.0458
