molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
4d_a49|0.0|0|0|0|0.0|1|1|1.343847746|-0.06085453|-0.006135653|5.4161004020000005|-0.058204482|2|0.000607064|-0.053327669|0.013451218|1|0.001356445|-0.151004418|0.000511959|-0.417231241|2|0.7745859279999999|0.783870915|-0.008564167|0.834151595|0.752634646|-0.085966608|0.410804214|-55.40321178|-52.95392476|8.392883773|85.21839288|0.2473653539999999|-0.0281044679999999|-32.61868996|5.16986937|57.16412513|0.654728051|-1.461432343|-34.12740785|-17.31186002|63.79609555|0.470013152|15.09148245|5915.214567|212.6814716|-554.5177292999999|26.44129877|0.022019681|-190.6195379|1374.947536|641.1445234|0.0|1.0|1.0|2.0|3.38|21.0|-7.58|3.16|2.8|1.25|1.0|115.63|0.0|6.0|30.0|-7.7|398.46|0.0|0.0|1.0|2.27|-3.35|296.0|0.0004509999999999|0.18|1.45|2.64e-08|-0.06309|5.7447|2.99|3.8047|-1293.333712|-1293.29417|668.09|1144.04|325.87|0.2549|215.82|-1293.049085|0.0879|-0.15888|-0.2219699999999999|0.0395418|18.0|7.7447|7.7447
12ak_a36|0.0|1|0|0|0.0|0|2|1.270373882|-0.052930979|-0.006465433|5.351858133|-0.0407717229999999|2|0.0042553209999999|-0.116440196|-0.015708652|1|0.005035022|0.198260132|-0.099596099|-0.439326642|1|0.901715152|0.815627016|0.051506104|0.860939187|0.848705143|-0.091761476|0.537460657|-49.87483724|-66.15829243|14.3700664|113.186508|0.151294857|-0.032660864|-47.69888026|10.36054668|25.9007405|0.737439195|-1.926990997|-35.95881638|-23.5478668|64.24490364|0.423822657|13.86156772|6240.396899|189.3013851|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|799.5563855|1.0|1.0|1.0|2.0|5.05|17.0|-7.38|3.85|3.01|2.66|2.0|138.33|0.0|6.0|32.0|-6.19|423.51|0.0|1.0|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|0.00589|3.8|4.2e-08|-0.04929|3.8734|4.21|3.6895|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.4514|320.09|-1350.57563|0.0001|-0.15275|-0.20204|0.03471045|46.0|7.3372|7.3372
2_a33|0.0|1|1|1|0.0|0|0|0.609420748|0.047294725|-0.009168933|5.733341277|-0.064926835|0|-0.002514803|0.070526947|-0.05997501|3|-0.000810928|-0.0881938509999999|-0.083752249|-0.593915758|0|0.787714775|0.833090592|-0.0212158239999999|0.8799816220000001|0.8195154109999999|-0.104047115|0.411881091|-49.13901703|-63.57699532|11.27469555|103.5201191|0.1804845889999999|-0.031851158|-38.84811555|6.889294995|44.34034244|0.702597735|-1.56070672|-30.02592687|-19.46234551|60.41371259|0.4699986339999999|11.60906093|6067.635829|181.7248125|-582.7217333|27.70055258|0.019430318|-247.5908207|1357.327077|618.9134881|1.0|1.0|1.0|2.0|3.57|19.0|-7.67|6.7|4.63|1.33|2.0|115.28|1.0|7.0|28.0|-6.17|411.54|1.0|0.0|1.0|3.98|-4.78|0.000183|1.6800000000000002e-05|0.0069|3.72|2.13e-08|-0.04967|3.6281|5.11|3.6281|-1920.079174|-1920.049452|655.74|1128.98|341.74|0.2911|341.74|-1919.830424|0.2911|-0.15012|-0.19979|0.02972182|6.0|8.2596|8.2596
9_a4|0.0|0|0|0|0.0|1|1|1.300485838|-0.211556011|-0.00136737|5.4161004020000005|0.016639331|2|0.010709527|-0.091393763|-0.0454860859999999|1|0.009731833|-0.030976753|-0.0475186259999999|-0.172904817|2|0.625717993|0.801082857|-0.151437311|0.861113198|0.937102792|-0.069566741|0.472497372|-28.63837014|-37.85762102|4.918284148|13.6577411|0.062897208|-0.025885299|-20.60179129|2.676487872|45.21212204|0.792890434|-1.113067849|-15.58475436|-14.08655666|33.55665428|0.43745176|10.21134541|5387.230364999999|112.7072422|-329.6286606|17.76608225|0.010768243|-318.7769026|763.9415367|489.7528555|1.0|1.0|1.0|0.0|3.18|21.0|-8.16|5.14|5.07|3.15|2.0|105.09|0.0|2.0|26.0|-5.56|360.84|0.0|1.0|1.0|4.17|-5.15|0.0062299999999999|7.06e-06|0.00255|4.14|6.9e-09|-0.05256|4.7284|3.87|4.0137|-1489.554198|-1489.533032|586.24|999.93|308.91|0.1217|262.21|-1489.36688|0.0584|-0.16948|-0.22204|0.02116575|48.0|7.3188|7.3188
19a_a22|0.0|0|0|0|0.0|1|0|1.422917238|-0.000989685|-0.009145283|4.727387819|-0.144269652|2|-0.002607064|-0.011513343|0.016501913|1|-0.001355145|-0.03516233|-0.035723406|-0.496053375|2|0.72808001|0.777600172|-0.155892259|0.834033833|0.744354735|-0.09370213|0.51561501|-67.26339083|-69.91748544|18.53458775|373.8201781|0.255645265|-0.035138299|-52.17015658|13.82990734|106.645364|0.684706189|-1.967744721|-50.18975739|-26.21905704|85.79797858|0.4347718229999999|15.30120355|7095.27723|235.2620007|-1095.573288|38.29242013|0.025888799|-275.6435167|2144.375527|781.8210659|1.0|1.0|1.0|2.0|3.61|27.0|-8.76|3.08|3.41|0.98|1.0|132.15|0.0|7.0|35.0|-7.67|463.49|0.0|0.0|0.0|2.36|-4.11|0.0193|7.69e-05|0.0356|2.05|1.73e-09|-0.06398|5.0397|5.69|3.5809|-1537.071348|-1537.0241640000002|740.07|1277.14|346.24|0.2218|246.01|-1536.756515|0.0623|-0.1508|-0.21478|0.04718381|48.0|7.3188|7.3188
21_a10|0.0|0|0|0|0.0|1|1|1.343837211|0.036507898|-0.009308076|5.4161004020000005|-0.085463279|2|0.001533145|-0.023060773|-0.003554514|1|0.002099681|-0.051564917|-0.0236638829999999|-0.4636733179999999|2|0.7135035209999999|0.7620337359999999|0.057775125|0.81962595|0.7747854129999999|-0.084654798|0.8663152820000001|-64.32920271|-59.80834512|13.34776629|240.7558768|0.225214587|-0.03292131|-42.25440548|9.430154402|74.3822498|0.704106635|-1.777750751|-45.44837698|-23.25880088|77.676969|0.391384102|13.78215169|7048.414464|209.0477207|-887.342515|33.03306591|0.022638817|-288.401376|1783.785559|746.5727327999999|1.0|1.0|0.0|1.0|3.5|27.0|-8.71|4.47|5.6|2.81|2.0|128.59|0.0|5.0|34.0|-6.07|448.47|0.0|0.0|0.0|4.04|-5.51|0.0007599999999999|3.12e-06|0.0014|4.17|1.94e-09|-0.06082|5.9596|5.57|3.8599|-1485.499561|-1485.461532|716.1|1225.01|321.21|0.2574|208.04|-1485.216871|0.1489|-0.16178|-0.2226|0.03802869|4.8|5.3188|5.3188
3a_a12|0.0|0|0|0|0.0|0|1|1.28383802|0.13714555|-0.007671441|0.0|-0.042445446|2|-0.0025830939999999|-0.062973953|-0.0161799839999999|0|-0.001011111|-0.205054123|-0.072889493|-0.5274624179999999|1|0.943290857|0.7038021990000001|-0.021522321|0.759068438|0.871985494|-0.090803706|0.241900756|-34.84701355|-44.430225|4.615711776|71.11710277|0.128014506|-0.034924502|-21.73969523|2.258466332|0.0|0.781050096|-1.362055589|-17.05063286|-17.08854808|39.46272532|0.462077145|11.01449587|4230.717811|107.1321197|-326.0954285|21.87893986|0.015909241|-275.0354486|853.2786545|381.0058252|1.0|0.0|1.0|1.0|3.84|18.0|-7.5|3.43|2.49|3.09|0.0|97.52|0.0|3.0|23.0|-5.88|298.34|0.0|1.0|1.0|2.98|-4.06|0.0745|8.8e-05|0.0263|3.15|3.13e-08|-0.06829|4.2336|3.33|3.7304|-951.3711872|-951.3480023|528.84|875.71|332.36|0.3201|292.86|-951.217594|128.0|-0.15328|-0.22157|0.023184956|194.0|6.7122|6.7122
9b_a31|0.0|1|0|0|0.0|0|1|0.610136326|0.010411229|-0.0141390689999999|5.733341277|-0.070525429|0|-0.0050444109999999|0.014628521|-0.091236608|2|-0.001981487|-0.075191042|-0.143280211|-0.554573699|0|0.811212624|0.852813666|0.01752821|0.899394425|0.669120552|-0.131125311|0.241728566|-63.73317225|-80.40427495|21.21368453|152.8702381|0.330879448|-0.039058603|-49.30281875|13.00794571|552.0968813|0.689175183|-1.835754351|-39.08032306|-23.95020956|84.94685678|0.469546953|15.2652837|5524.468603|190.5935925|-690.2394625|34.75199071|0.025089192|-231.99935|1633.343563|524.0230338|1.0|1.0|1.0|2.0|3.58|16.0|-6.84|5.26|3.5|0.86|1.0|103.36|0.0|7.0|27.0|-6.77|384.45|0.0|0.0|1.0|3.0|-3.86|0.00675|0.000137|0.0527|2.64|1.44e-07|-0.0422899999999999|5.5119|4.69|3.8435|-1578.839267|-1578.801576|663.06|1091.21|322.58|0.2732|224.94|-1578.604164|0.2627|-0.15907|-0.2013599999999999|0.03769117|63.0|7.2007|7.2007
12u_a30|0.0|0|0|0|0.0|0|2|0.604983445|0.028039604|-0.006935447|5.351858133|-0.027452346|2|0.002431329|0.028815747|-0.0646674999999999|1|0.001805829|-0.15896471|-0.0493878409999999|-0.467189145|1|0.8149999040000001|0.83236194|-0.055829439|0.889479916|0.84944095|-0.097867106|0.477056017|-51.83732031|-65.55148142|10.42404292|78.15130994|0.15055905|-0.03794847|-43.90644499|6.982033926000001|0.0|0.810462868|-1.859475018|-34.72068676|-25.41792137|62.26136323|0.443167712|14.01586754|7133.515802|126.9521524|-834.2224549|31.36222814|0.014495402|-415.8966522|1536.749179|685.6665849999999|1.0|1.0|0.0|1.0|4.63|17.0|-7.8|5.11|3.92|3.79|2.0|137.3|0.0|5.0|31.0|-5.52|467.37|0.0|0.0|1.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|1.58e-08|-0.0528299999999999|3.5003|5.08|3.5003|-2494.962309|-2494.927579|705.15|1202.06|354.21|0.1502|354.21|-2494.736802|0.1502|-0.1486299999999999|-0.20146|0.03472994|34.0|7.4647|7.4647
3h_a32|0.0|1|1|1|0.0|0|0|0.609420752|0.01077056|-0.005281944|5.733341277|-0.008243901|0|0.002101838|-0.003152613|-0.111111111|3|0.003284804|0.025035542|-0.071193103|-0.531669815|0|0.84279263|0.7926338540000001|-0.169197453|0.834881529|0.87880263|-0.0882883959999999|0.30907784|-44.97387528|-55.27575363|6.98327435|76.38838542|0.12119737|-0.027590124|-34.60714056|4.372100625|0.0|0.7734940029999999|-1.324325944|-28.15732254|-17.27367301|51.95714963|0.4089962629999999|13.71739929|5187.525619|141.8112711|-519.1071084|22.33200639|0.011751781|-342.4592076|1071.936307|593.0848817000001|1.0|1.0|1.0|1.0|3.65|19.0|-8.47|8.11|6.24|2.64|2.0|112.28|0.0|7.0|26.0|-4.29|382.55|1.0|0.0|1.0|5.4|-6.15|2.24e-06|7.140000000000001e-07|0.000273|6.12|3.37e-09|-0.05318|3.5552|4.61|3.5552|-1790.6908030000002|-1790.663897|676.22|1127.45|348.74|0.2926|348.74|-1790.440663|0.2926|-0.1474099999999999|-0.20059|0.02690554|7.0|8.1549|8.1549
13b_a50|0.0|0|1|1|0.0|2|2|1.267593379|-0.067327798|-0.003876697|5.82008293|0.010464577|2|0.010435712|-0.042022102|-0.054716607|2|0.011379776|-0.03182432|-0.173463805|-0.319215353|1|0.749187803|0.788327682|-0.041506802|0.828965118|0.906164013|-0.080785633|0.435064196|-36.81915624|-57.74541064|14.22401427|104.0753113|0.093835987|-0.026928544|-41.27630533|10.16729727|150.45293569999998|0.700410304|-1.696498291|-26.31826007|-19.24847021|51.04317051|0.4321103879999999|16.75483549|6639.077063000001|214.1461224|-866.8024118999999|27.48170624|0.017277404|-286.5057775|1731.347493|900.2031356000001|1.0|1.0|1.0|0.0|4.78|20.0|-7.23|4.24|5.12|2.52|2.0|133.36|0.0|7.0|34.0|-6.3|455.55|0.0|0.0|0.0|3.99|-5.1|0.0044|7.92e-06|0.00361|3.91|5.87e-08|-0.02606|4.2315|3.63|4.1161|-1470.401544|-1470.3699789999998|780.4|1339.39|301.22|0.1589|293.0|-1470.039226|0.1553|-0.1701599999999999|-0.19622|0.03156473|1.83|5.7375|5.7375
3q_a32|0.0|1|1|1|0.0|0|0|0.609420748|-0.017280695|-0.008072705|5.733341277|-0.04718311|0|0.000773658|-0.022925245|-0.098400506|3|0.002487149|0.0492355779999999|-0.167040501|-0.5448044360000001|0|0.751733573|0.853737093|0.010109949|0.901790225|0.84993799|-0.097961799|0.34156046|-41.72706804|-60.46462749|11.43581616|41.73511731|0.15006201|-0.027989085|-37.3203761|7.058489861|53.27315741|0.6349739010000001|-1.371465184|-25.7550561|-17.27560785|53.16288420000001|0.46136998|11.93494358|6079.482066|225.3038157|-522.4852655000001|27.20679986|0.022526037|-166.61896299999998|1333.133193|618.9134881|1.0|1.0|1.0|1.0|3.57|19.0|-7.31|6.43|4.72|1.33|1.0|115.37|0.0|7.0|28.0|-6.35|411.54|0.0|0.0|1.0|3.86|-4.62|0.000508|2.4100000000000003e-05|0.00992|3.47|4.88e-08|-0.04968|3.6236|5.15|3.6236|-1920.066488|-1920.042674|666.16|1136.46|342.16|0.2897|342.16|-1919.821707|0.2897|-0.15001|-0.19969|0.02381444|28.0|7.5528|7.5528
9a_a31|0.0|1|0|0|0.0|0|1|0.6101356720000001|-0.009086485|-0.01391798|5.733341277|-0.093457477|0|-0.006189303|0.03406986|-0.0007638889999999|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.542342338|0|0.8058046320000001|0.782715368|0.045292529|0.837697452|0.691768132|-0.122626525|0.235442032|-64.75697831|-78.6954713|21.33533299|163.6011874|0.308231868|-0.043430228|-50.50275387|13.69193237|95.14995868|0.737758755|-2.0846509230000003|-41.55773748|-27.87131275|86.0923113|0.484502446|15.15483138|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|0.0239033229999999|-305.16297060000005|1813.361078|597.3075924999999|1.0|1.0|1.0|2.0|3.6|22.0|-8.13|5.51|4.02|1.58|1.0|113.64|0.0|6.0|30.0|-6.39|418.47|0.0|0.0|1.0|3.47|-4.77|0.00101|1.7100000000000002e-05|0.00715|3.47|7.35e-09|-0.04275|3.7892|5.27|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|0.7028|327.21|-1691.716118|0.7028|-0.15757|-0.20032|0.03885662|0.15|6.8239|6.8239
12w_a36|0.0|1|0|0|-4.750262163|0|2|1.24014105|0.081390556|-0.015825416|5.351858133|-0.297354748|2|-0.011700732|-0.041402825|-0.010726574|1|-0.007897954|0.115646674|-0.1187503719999999|-0.604676196|1|0.647732719|0.828393514|-0.098657593|0.8792981679999999|0.828363244|-0.111267166|0.532980165|-62.34080876|-79.88912835|15.15285952|112.947763|0.171636756|-0.041210062|-57.35989379|10.87965823|0.780959767|0.70536279|-2.225343322|-44.76031023|-29.58856606|77.49366829|0.4672300679999999|15.701847400000002|7418.252264|211.5476713|-1147.197876|41.94801097|0.0273396629999999|-294.8983941|2265.1925920000003|672.4630346|1.0|1.0|0.0|2.0|4.82|17.0|-7.14|3.31|4.04|2.04|2.0|130.43|0.0|7.0|34.0|-6.4|465.43|0.0|0.0|0.0|2.65|-5.07|0.00291|8.6e-06|4.0|3.86|7.24e-08|-0.05326|3.8881|4.86|3.8881|-1645.202839|-1645.169951|712.88|1198.72|318.88|0.4508|318.88|-1644.953222|0.4508|-0.15708|-0.21034|0.0328886|23.0|7.6383|7.6383
8e_a12|0.0|0|1|1|0.0|1|1|1.283834633|0.050021617|-0.006350143|4.727387819|-0.049397555|2|0.005196034|-0.087658302|-0.0309579439999999|1|0.005744805|0.112673977|-0.079913108|-0.448676455|1|0.83954453|0.761892879|-0.036433876|0.815412281|0.939627917|-0.087795345|0.001151979|-29.79080011|-50.273571200000006|8.884082475|51.38557748|0.060372083|-0.031094185|-28.78776717|5.0872236|0.0|0.7112578709999999|-1.492520871|-17.05887601|-17.80522313|38.67488258|0.45384745|11.80358346|5490.975165|165.34017769999997|-489.392042|25.03342862|0.019545275|-241.94192880000003|1201.604574|561.9859171|1.0|1.0|1.0|1.0|4.11|21.0|-7.93|3.34|2.68|3.05|2.0|117.04|0.0|3.0|28.0|-6.03|366.42|0.0|1.0|1.0|3.12|-4.69|0.0156|2.03e-05|0.00744|3.53|1.19e-08|-0.05739|5.247999999999999|3.45|3.3044|-1177.619013|-1177.593205|612.59|1048.44|375.21|0.2341|236.25|-1177.380602|0.2252|-0.13599|-0.19338|0.02580783|588.0|6.2306|6.2306
5b_a50|0.0|0|1|1|0.0|2|1|1.397278957|-0.253064589|-0.00141071|5.82008293|-0.003549558|1|0.012641727|-0.137595558|-0.113846154|2|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.140506919|1|0.693611382|0.791163321|0.019856551|0.855527513|0.958606481|-0.061164973|0.271653991|-20.90908698|-31.07327358|6.200250541|6.656963127999999|0.041393519|-0.02140774|-15.78596849|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|-10.87564575|27.10933752|0.4462435279999999|10.01036188|4577.809819|208.925351|-221.0035589|18.47246431|0.023005632|-90.17329003|738.8985723999999|409.0289917|1.0|1.0|1.0|0.0|3.37|20.0|-5.86|3.15|4.02|2.4|0.0|96.89|0.0|2.0|24.0|-6.03|312.37|0.0|1.0|1.0|3.11|-4.19|105.0|6.47e-05|0.0202|3.06|1.37e-06|-0.0256899999999999|5.6332|2.81|4.0222|-990.6114185|-990.5849031|547.35|922.49|308.25|0.2749|220.09|-990.43875|0.1094|-0.16683|-0.19252|0.02651535|12.23|4.9126|4.9126
12b_a40|0.0|0|0|0|0.0|1|0|0.604989475|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0|0.00779293|0.107454819|-0.1537981269999999|2|0.004452418|0.279216571|0.023952313|-0.513870527|0|0.58925219|0.7137941109999999|0.026452642|0.7818091140000001|0.955647156|-0.074921647|0.2160572999999999|-37.05091872|-42.67442006|6.17734692|80.72126798|0.044352844|-0.0338355829999999|-24.3068084|3.518538455|48.17000329|0.856829717|-1.048903063|-21.10373336|-19.27231874|43.22826564|0.494842289|16.09989085|5933.385347|81.54797734|-340.29531769999994|22.49258909|0.010309671|-406.4913617|697.2702616|370.3261123|0.0|1.0|0.0|0.0|3.26|20.0|-8.39|6.58|6.74|5.07|2.0|101.78|0.0|2.0|24.0|-4.09|415.12|1.0|0.0|1.0|5.79|-7.11|8.09e-06|7.82e-08|3.2500000000000004e-05|6.68|4.08e-09|-0.08279|3407.0|6.27|3407.0|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|306.0|363.91|-3016.927883|306.0|-0.14267|-0.22546|0.01251873|0.04|7.3979|7.3979
12d_a40|0.0|0|0|0|0.0|1|0|0.60499064|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0|-0.000134504|0.087954209|-0.166080871|2|-0.002126898|0.3683138529999999|0.127299624|-0.552689736|0|0.809398262|0.7769829840000001|-0.0065648919999999|0.845904643|0.840431415|-0.091630294|0.0913543|-50.68561427|-48.54239742|6.204226377|207.39648|0.159568585|-0.038873458|-25.71599691|3.286773518|60.80168183|0.844283549|-1.282824111|-26.85139526|-20.59374436|56.88984065|0.470893531|14.88744155|5101.479206|82.49291335|-360.0239567|24.39197636|0.01245259|-364.7778083|804.9352200000001|350.9435025|1.0|1.0|1.0|1.0|3.23|20.0|-6.84|4.59|5.02|3.76|2.0|96.16|0.0|2.0|23.0|-5.13|361.25|0.0|0.0|1.0|4.21|-5.58|0.0002009999999999|2.61e-06|0.000942|4.75|1.44e-07|-0.07765|4.3959|4.14|2.7962|-2153.197255|-2153.180821|552.57|910.58|443.4|0.2584|282.05|-2153.071733|115.0|-0.11604|-0.19369|0.0164339|19.0|7.7212|7.7212
12_a15|0.0|0|0|0|0.0|0|0|1.435689014|-0.071096525|-0.006620824|0.0|-0.0455566929999999|2|0.001740635|-0.106061273|-0.01062828|0|0.0034254209999999|-0.054575504|-0.120626133|-0.380490701|2|0.8310685940000001|0.723852961|0.049877871|0.769289315|0.89637291|-0.094209248|0.738437971|-39.00359933|-60.15445365|9.58943236|72.18361893|0.10362709|-0.031995594|-38.40979933|6.123040777999999|4.192089814|0.746489397|-1.695766456|-24.90456371|-20.42981445|48.59303169|0.476419838|10.40571107|5897.820841|161.8714956|-691.376388|27.36785616|0.016453962|-314.7766363|1450.496376|673.7288405|1.0|1.0|1.0|1.0|3.56|24.0|-9.82|5.32|6.3|2.87|2.0|119.95|0.0|6.0|30.0|-4.97|397.47|1.0|0.0|1.0|4.7|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|1.51e-10|-0.03196|4.4819|5.16|3.8538|-1281.087109|-1281.060163|688.91|1177.81|321.72|0.1374|276.63|-1280.810963|0.0093|-0.15858|-0.19054|0.02694613|4.0|8.3979|8.3979
16_a4|0.0|0|0|0|0.0|1|1|1.398650725|-0.219944434|-0.00228637|5.4161004020000005|-0.095499301|1|0.0067511459999999|-0.148022089|0.019290123|1|0.006466406|0.020218035|-0.018051608|-0.214481956|1|0.490768328|0.774455255|-0.0894138519999999|0.8366279120000001|0.7898461090000001|-0.080093659|0.292255386|-36.11951685|-39.44800181|6.761192037000001|13.51923899|0.210153891|-0.033372358|-19.42906425|3.330045338|74.430775|0.832461695|-1.201404885|-17.789707500000002|-16.43666742|42.88070889|0.455802506|10.19502391|4520.2597670000005|82.51653675|-291.4359638|19.74465314|0.0115138339999999|-327.4903335|710.807513|322.8922084|1.0|1.0|0.0|0.0|3.26|17.0|-6.36|4.49|4.96|3.44|1.0|85.02|0.0|2.0|23.0|-5.64|309.31|0.0|1.0|1.0|3.91|-4.43|0.0371|3.68e-05|0.0114|3.59|4.33e-07|-0.03965|4511.0|4.05|4.2257|-1057.494456|-1057.478071|515.68|856.55|293.41|0.2213|274.85|-1057.3808390000002|0.1006|-0.17375|-0.2134|0.01638524|343.0|6.4647|6.4647
12o_a30|0.0|0|0|0|0.0|0|2|0.604984133|0.036331447|-0.0068750669999999|5.351858133|-0.028326022|2|0.00372838|0.019094532|-0.087019298|1|0.003603419|-0.157974241|-0.051371057|-0.465857798|1|0.8264832879999999|0.815003426|-0.054392357|0.870930234|0.844344883|-0.0975052409999999|0.402022325|-49.48891079|-62.74209511|9.948252054|75.15128057|0.1556551169999999|-0.037808155|-40.37291185|6.401442327000001|0.0|0.8131344979999999|-1.852599578|-31.84483128|-24.32856749|59.43716284|0.46964626|13.95467208|6542.77337|120.2431068|-767.0853252|29.91948755|0.0141914589999999|-402.9878652|1466.05489|652.8825454|1.0|1.0|0.0|1.0|4.63|17.0|-7.22|4.47|3.27|3.31|2.0|132.29|0.0|5.0|30.0|-5.75|432.93|0.0|0.0|1.0|3.11|-5.44|0.0005139999999999|3.61e-06|0.00156|4.49|6.03e-08|-0.05085|5.1935|4.45|3.4817|-2035.37262|-2035.338699|687.92|1162.63|356.1|0.1967|238.73|-2035.139147|149.0|-0.1478799999999999|-0.19873|0.03392126|16.0|7.8097|7.8097
11b_a31|0.0|1|0|0|0.0|0|1|0.610137403|0.078614731|-0.01950528|5.733341277|-0.172248605|0|-0.014385937|-0.1488994619999999|-0.046362952|2|-0.010716217|-0.129901143|-0.101934423|-0.564706551|0|0.833717183|0.834596039|0.067031897|0.889561759|0.545458754|-0.148709304|0.26165445|-80.0942166|-82.80602396|21.02499452|286.7721447|0.454541246|-0.044612791|-46.10900197|11.70737909|87.78853803|0.669723835|-1.784511651|-44.59898223|-24.84180719|101.1192111|0.473305522|12.96936635|5202.545866|183.9081702|-553.3080237|37.09261324|0.0314298879999999|-189.0151528|1483.70453|397.3137532|1.0|1.0|1.0|2.0|3.41|16.0|-5.45|4.67|3.25|0.79|1.0|92.51|0.0|5.0|25.0|-6.73|357.38|0.0|0.0|1.0|2.69|-3.75|0.00649|0.000178|0.0637|2.46|3.59e-06|-0.03574|3.8437|4.07|3.8437|-1520.085181|-1520.0430279999998|589.56|969.71|322.57|0.2634|322.57|-1519.909742|0.2634|-0.15936|-0.1951|0.04215313|0.53|6.2757|6.2757
46_a18|0.0|0|0|0|0.0|0|2|1.251088279|-0.001181461|-0.005378956|4.844187086|-0.018808538|1|0.002300582|-0.0669031009999999|-0.052591109|0|0.003512954|-0.069691797|-0.1483628609999999|-0.448177615|0|0.7100921609999999|0.729629263|-0.015124585|0.76616843|0.8265445990000001|-0.076485888|0.30524999|-49.54738918|-54.33831169|6.376289807000001|0.946462387|0.173455401|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-1.988633091|-35.20023815|-20.77641329|55.92367899|0.4548138479999999|16.47206875|7150.333139|154.7096476|-1003.700904|26.56039822|0.013181412|-401.0164861|1806.107079|1056.535856|0.0|1.0|1.0|2.0|4.27|18.0|-8.82|3.68|3.3|3.33|2.0|151.14|0.0|7.0|36.0|-6.14|480.6|0.0|1.0|0.0|2.93|-5.47|0.000999|3.35e-06|0.00161|4.36|1.51e-09|-0.04995|3225.0|8.11|3225.0|-1532.992457|-1532.968527|765.33|1380.79|384.45|0.4249|384.45|-1532.493789|0.4249|-0.13224|-0.18219|0.0239301|186.0|6.7305|6.7305
16a_a32|0.0|1|1|1|0.0|0|0|0.6094207620000001|0.205693867|-0.014399612|5.733341277|-0.0848387459999999|0|-0.008098765|-0.062610718|-0.058518519|3|-0.005552127|-0.0999399409999999|-0.107321286|-0.707456102|0|0.859696525|0.8567078770000001|0.039965071|0.909908319|0.756542831|-0.119471489|0.283324612|-56.2527503|-74.35152328|12.86051026|92.00611646|0.2434571689999999|-0.037168908|-46.27170107|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|-23.13158502|69.11326055|0.450892763|13.08168264|5746.082161|188.6800971|-647.803815|33.19592405|0.023475264|-244.9767673|1493.816582|532.685565|1.0|1.0|1.0|3.0|3.53|19.0|-7.3|5.32|3.79|0.88|1.0|108.86|1.0|7.0|27.0|-6.85|398.51|1.0|0.0|1.0|3.06|-4.04|0.00128|9.14e-05|0.0364|2.65|5.04e-08|-0.0567299999999999|3.6314|3.9|3.6314|-1896.81177|-1896.770883|664.67|1096.48|341.42|0.2859|341.42|-1896.589348|0.2859|-0.15045|-0.20718|0.04088655|11.0|7.9586|7.9586
