molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC1i|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA5|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
1b_a5|1|0|0|2.881451247|0.0|0|6.605297921|0|1.4258024619999998|0.0|-0.250420203|-0.061874543|2|0.0248765429999999|-0.095857885|0.0|-0.111923619|0.003886035|10.94890233|-0.028797464|1|0.003708988|0.045204303|0.567806811|-0.054153474|0.827319059|0.558485747|0|0.808828623|-0.07823203|0.341795323|0.010803163|-38.87394276|96.23685048|-0.031306145|-19.56938257|0.769931305|0.7324812509999999|-1.158327367|-19.82538668|48.55415504|-15.75970652|44.82086533|0.474445758|407.1693177|-583.1091414|919.9167129|-7.933533473|6.11909445|0.90275317|357.34245360000006|9.680212283|1.0|0.0|1.0|1.0|1.0|2.75|1.81|0.0|-8.3|4.88|4.76|54.46|0.0|90.44|1.0|-3.97|-5.99|0.0|1.0|1.0|3.38|0.000106|0.0336|4.970000000000001e-05|0.0157|3.16|0.0|4789.0|4.6481|536.59|266.74|0.3101|258.89|388.58|0.5153800000000001|-1050.413506|87.0|-0.1892|-0.23055|0.03246637|4.3687|59.0|7.2291
EW7203_a60|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984431|0.0|0.025672274|0.0075638519999999|2|0.041767677|-0.092774356|0.0|-0.377182982|0.003099827|10.31162855|-0.051413084|1|0.0036417359999999|-0.090115975|0.80330079|-0.089945913|0.8839272779999999|0.760234689|0|0.8860751579999999|-0.076068195|0.345488097|0.020156795|-62.23028092|73.67602619|-0.036566012|-40.24477665|0.0|0.766837077|-1.828300603|-31.81402579|73.82739839|-23.64750675|62.22940284|0.497298165|573.0312689|-1182.375337|1660.077477|-15.29301513|8.310125852|0.989250745|666.0036144999999|11.59711747|1.0|1.0|1.0|1.0|2.0|4.75|3.21|0.13|-6.7|3.87|2.6|117.47|0.0|133.97|1.0|-5.74|-6.35|0.0|0.0|0.0|3.09|1.81e-06|0.000768|1.53e-05|0.0065|3.59|0.0|5.0166|3.5192|678.83|352.3|0.2385|247.15|546.85|0.40883|-1667.78681|0.0448|-0.1446599999999999|-0.20654|0.03203878|2.5159|9.0|8.0334
7d_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.34384996|2.087763133|-0.117302383|-0.017919404|2|0.041369509|-0.042667459|1.591760572|-0.0845736919999999|0.00870171|10.929819300000002|-0.0325418129999999|1|0.008513576|-0.089622042|0.531023495|-0.051603612|0.869684772|0.525816226|1|0.841052067|-0.059327943|0.421731106|0.010495008|-37.61597161|84.32774259|-0.024733154|-19.95666068|89.87999909999999|0.729585423|-1.063525614|-16.69900016|45.08492005|-13.12185056|37.04365163|0.484115691|446.2091497|-564.2395741|1597.531619|-6.961625817000001|6.100927672|0.938419104|460.1866123|7.468948447000001|1.0|1.0|1.0|1.0|0.0|3.21|3.21|0.19|-7.83|4.92|4.97|43.6|0.0|100.04|1.0|-4.22|-5.83|0.0|1.0|1.0|3.95|5.98e-05|0.0206|1.9e-05|0.00654|3.62|0.0|5.8433|3.8856|574.87|319.09|0.2593|212.18|417.68|0.32059|-1129.003694|0.0941|-0.1633099999999999|-0.21965|0.02250617|3.4695|928.0|6.0325
14_a1|1|0|0|3.3674017380000003|0.0|0|7.423568444|1|1.430935835|0.0|0.043282217|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|10.94959842|-0.0492229479999999|1|-0.008385698|-0.033765606|0.838928085|-0.083341531|0.805877431|0.795744863|0|0.593170871|-0.12658238|0.206941175|0.033047776|-72.59355177|240.9270705|-0.046308519|-42.99041175|104.2594419|0.753357398|-2.083883365|-44.39360096|87.02320758|-27.42423067|94.53410059|0.47517581|351.2799603|-1234.09038|1876.042189|-16.24082222|7.46120838|0.905399978|513.4628663999999|14.42965582|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|-7.69|4.04|3.63|103.12|0.0|106.85|1.0|-4.52|-6.73|0.0|0.0|1.0|2.85|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|3.8344|3.3061|621.08|375.01|0.4442|323.35|464.08|0.6572600000000001|-1292.359534|0.3497|-0.1336|-0.19322|0.03490867|5.3099|94.0|7.0269
11_a27|1|0|0|2.680511093|0.0|0|7.535296702|2|1.1606177359999998|0.0|0.100091619|-0.003527607|2|0.042533875|-0.080272515|1.3706083080000002|-0.344117757|0.004538653|10.93910312|-0.027287578|0|0.005111147|-0.067428705|0.734834532|-0.043616687|0.8629676709999999|0.7146215429999999|1|0.7645505|-0.079921166|0.349764196|0.016171515|-50.15555389|124.5410133|-0.034296948|-26.52978026|72.60399149|0.8088958709999999|-1.611956546|-22.36099135|56.8702158|-18.14137056|50.82822357|0.4528656239999999|404.4089873|-852.6444161000001|1646.903525|-9.595877966|5.231762955|0.82770457|504.209846|6.714661907000001|1.0|0.0|1.0|0.0|1.0|3.95|0.0|0.35|-6.09|2.72|1.67|61.88|0.0|106.33|1.0|-3.68|-6.47|0.0|1.0|0.0|2.04|0.000207|0.0716|9.45e-05|0.0326|2.73|0.0|3.3426|2.4836|571.4|499.21|0.3492|370.92|415.32|0.6125|-1122.190727|0.0793|-0.1022|-0.16205|0.0226944|4.2894|5.0|8301.0
26_a47|0|1|1|0.0|0.0|1|6.86171134|0|1.304328272|1.06819297|0.11828578|-0.200192886|2|0.045681818|-0.110530752|0.956774672|-0.544056455|-0.0098410169999999|10.94972213|0.0081426509999999|1|-0.008325552|-0.079370393|0.6850994429999999|0.0120097289999999|0.910081385|0.651797437|1|0.7104381999999999|-0.098127284|0.549740398|0.020884606|-59.08415114|168.2587945|-0.038735145|-34.3326642|60.07342336|0.717639177|-1.626876095|-33.13315474|73.39007585|-22.50824805|69.15552111|0.474969855|412.8219782|-945.3464183|1341.904566|-13.07911017|6.945070057000001|0.90465254|457.1122177|14.3059247|0.0|1.0|0.0|1.0|2.0|3.13|2.66|0.05|-7.22|2.84|4.68|98.72|0.0|104.8|1.0|-4.86|-6.51|0.0|0.0|1.0|3.18|1.3699999999999998e-05|0.00545|2.77e-05|11.0|3.12|0.0|4.7963|3992.0|592.84|310.58|0.3197|258.5|443.78|0.50921|-1695.9387359999998|77.0|-0.16642|-0.22921|0.02111593|4.8242|13.0|7.9
13m_a6|1|0|0|3.415695704|0.0|0|6.842683282|0|1.429020166|0.0|0.031719435|-0.135152403|2|0.0446875|0.021526267|1.617900191|-0.628720289|-0.0093684169999999|10.9505335|-0.018628955|1|-0.00687003|-0.118693789|0.870730542|-0.031564227|0.832753533|0.82642394|1|0.715612461|-0.0989137669999999|0.429009107|0.01858251|-75.05944278|198.3000783|-0.0378750189999999|-52.33806464|95.67846949|0.7362989999999999|-2.045251|-48.09294654|89.65257305|-26.40980394|81.92876874|0.48094941|498.9881336|-1426.129413|2574.030011|-18.41524497|8.435961541000001|0.926594475|724.3873672999999|14.59313027|1.0|1.0|1.0|1.0|3.0|3.59|2.18|0.08|-9.67|4.19|3.76|122.47|0.0|127.2|1.0|-4.64|-7.23|0.0|0.0|1.0|2.67|2.27e-05|0.00987|5.24e-05|0.0228|2.43|0.0|3.9127|3.3359|726.28|371.67|275.0|316.88|546.69|0.66475|-1423.448957|0.1924|-0.13817|-0.20954|0.04955777|6.5243|0.01|8.0
16_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605020428|0.0|0.183636734|-0.186717242|2|0.045993266|0.027762972|1.614080058|-0.371147877|-0.010377537|10.31163046|-0.018884246|1|-0.008409607|0.008045619|0.659478546|-0.031683873|0.838125715|0.640070307|1|0.6974791290000001|-0.108919585|0.252612735|0.012203576|-49.45999101|149.4199775|-0.041233465|-24.42909382|82.16042286|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|-20.36587865|59.82469895|0.484889078|344.4962834|-692.4398741|1290.305313|-10.05903863|5.780331402000001|0.941329444|328.71459869999995|7.107249553|1.0|1.0|1.0|1.0|1.0|3.13|2.59|0.0|-7.16|4.74|4.57|92.93|0.0|90.44|1.0|-4.98|-5.89|0.0|0.0|1.0|3.5|1.05e-05|0.0033799999999999|3.2200000000000003e-05|0.0104|3.35|0.0|3.2208|3.2208|520.28|384.94|0.3866|384.94|368.22|0.6944100000000001|-1371.250459|0.3866|-0.13195|-0.2029|0.02847445|3613.0|42.0|7.3768
28_a20|0|0|0|0.0|0.0|1|6.842683282|0|1.417203216|1.837209467|-0.013841559|-0.114439513|3|0.0396875|0.091462964|1.650185059|-0.363557127|0.002234763|10.94963925|-0.039965901|1|0.002695258|-0.028782305|0.715067047|-0.06654421|0.812553182|0.690655217|1|0.7817507370000001|-0.086299346|0.3962228229999999|0.014682607|-60.85602167|145.66665480000003|-0.035068957|-40.6172876|88.39175809|0.773641727|-1.823585765|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|521.7658603|-1217.120433|2449.815677|-15.62203369|7.587188177000001|0.8826648009999999|684.5377542|11.12858789|0.0|1.0|1.0|1.0|1.0|3.45|2.86|0.08|-8.8|3.93|4.01|99.58|0.0|122.8|1.0|-4.42|-6.96|0.0|0.0|1.0|3.04|3.77e-05|0.0159|3.72e-05|0.0156|2.68|0.0|4.7905|3.5798|704.42|346.35|0.2354|258.81|531.85|0.50352|-1368.085242|0.0153|-0.15572|-0.21814|0.03534166|4.7428|255.0|6.5935
14a_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.6050202020000001|0.0|0.111575338|-0.1160619169999999|3|0.043464052|-0.143740653|1.772745969|-0.363198151|-0.00603969|10.3116301|-0.172643335|1|-0.004161699|-0.094863591|0.882394075|-0.287221775|0.822587422|0.8255789570000001|1|0.790894937|-0.091731577|0.21389849|0.0140376889999999|-46.53709886|102.8554977|-0.036792719|-22.89086827|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|55.84414456|-18.09776067|52.02624107|0.481997259|389.0288018|-651.519384|1186.412113|-8.902004327|5.308770254|0.930491715|358.3503513|9.307045698|0.0|1.0|1.0|1.0|1.0|3.27|2.2|0.06|-6.89|4.28|3.71|105.82|0.0|93.25|1.0|-4.45|-6.42|0.0|0.0|1.0|2.76|3.54e-05|0.0113|0.000103|0.0327|2.58|0.0|3.2363|3.2363|528.91|383.1|0.4524|383.1|373.85|0.69708|-1327.354384|0.4524|-0.1321|-0.19946|0.02860456|4.6689|0.03|7.5229
11f_a5|1|0|0|2.967866825|0.0|0|6.605297921|1|1.370797007|0.0|-0.251797205|0.022233547|3|0.021060606|-0.083432989|0.0|-0.227966183|0.00722997|10.94877949|-0.0080939669999999|1|0.008309782|-0.203228986|0.785419245|-0.016518403|0.800575032|0.750555185|0|0.847356138|-0.068361657|0.368815548|0.0221464629999999|-51.92819555|106.23633909999998|-0.022252743|-36.14073513|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|73.05195434|-15.48735657|62.99140465|0.463183664|589.7388387999999|-882.7793242999999|1125.122028|-10.77881574|9.683662007|0.8628345190000001|753.9168511|21.12375879|0.0|1.0|1.0|1.0|1.0|3.35|2.87|0.24|-8.67|4.61|3.53|76.16|0.0|126.79|1.0|-3.95|-6.99|0.0|1.0|0.0|2.95|0.000112|0.0477|5.479999999999999e-05|0.0234|2.7|0.0|4.4523|4.1356|729.96|299.8|0.5834|278.47|579.1|0.6593600000000001|-1391.444853|0.1834|-0.1691|-0.20772|0.03804804|2.9697|12.0|7.9208
15a_a22|0|0|0|0.0|0.0|1|6.842683282|0|1.4229176680000002|1.646649187|-0.136588366|-0.052476637|2|0.038167849|0.021482585|1.614660505|-0.280236463|0.005288335|10.9464374|-0.015194063|1|0.005757758|-0.165471815|0.6819423609999999|-0.027029438|0.794858486|0.655865336|1|0.86664032|-0.061755825|0.410151945|0.02126757|-55.4621036|90.52525878|-0.031425179|-37.6479704|65.53409434|0.702735071|-1.634109304|-28.45564196|70.12529157|-21.33157831|56.35672103|0.444668211|588.2800507999999|-1109.242072|2169.226845|-14.47998862|8.157552588|0.800725296|684.5377542|14.66318798|1.0|1.0|1.0|1.0|1.0|3.42|2.86|0.08|-9.21|3.87|4.31|85.59|0.0|124.05|1.0|-4.65|-6.61|0.0|0.0|1.0|3.19|2.25e-05|0.00945|2.1e-05|0.00881|3.18|0.0|5.0577|3.6496|696.57|339.72|312.0|245.14|541.27|0.41078|-1368.0755869999998|0.0955|-0.15281|-0.21285|0.03153544|6.8666|143.0|6.8447
12g_a31|1|0|0|3.42813681|0.0|0|7.765993078999999|1|0.6101363000000001|0.0|0.0716209459999999|-0.1044685569999999|0|0.0388738739999999|0.045747231|0.0|-0.7501734859999999|-0.008464411|10.31169877|-0.082116813|2|-0.0054114869999999|-0.081426376|0.837044054|-0.1386819869999999|0.8639814490000001|0.7983388929999999|0|0.58271093|-0.1284353869999999|0.325789284|0.030961426|-80.52794936|256.26669530000004|-0.039059048|-49.45404266|548.1594997999999|0.6886488690000001|-1.835775276|-48.43898314|95.97385383|-23.98704875|97.88920296|0.470244801|357.8560168|-1127.391291|1859.940155|-14.73099143|8.098256552|0.887664343|524.0230338|15.44590447|1.0|1.0|1.0|1.0|2.0|3.61|2.51|0.32|-6.45|5.19|3.44|131.36|0.0|103.26|1.0|-4.92|-6.86|0.0|0.0|1.0|2.9|1.19e-05|0.00457|0.0001629999999999|0.0627|2.52|0.0|3.8349|3.8349|664.44|323.3|265.0|323.3|542.78|0.70068|-1578.605452|265.0|-0.15917|-0.19241|0.04532186|2.4038|0.11|6.9586
9h_a40|0|0|0|0.0|0.0|1|7.515889085|0|0.604992856|1.7679629630000002|0.014753178|-0.126968715|0|0.039444444|0.157606277|0.814591837|-0.343593366|0.003782277|10.31197223|-185.0|2|0.003099029|0.08305063|0.778613709|-0.299768519|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.09201708|0.219852623|0.012390387|-47.93581245|67.89350333|-0.041058441|-23.98506758|0.0|0.863884935|-1.437045429|-23.03722449|53.60044379|-20.54391962|52.2411122|0.482124665|432.46450360000006|-719.0371868|418.2915223|-10.27931468|6.922257828999999|0.930966649|336.23227030000004|5.664631335|1.0|1.0|0.0|1.0|0.0|3.3|3.55|0.11|-6.51|4.59|4.44|67.66|0.0|93.19|1.0|-5.65|-5.06|0.0|1.0|1.0|4.06|2.23e-06|0.000716|7.6e-06|0.00244|4.51|0.0|4.2372|3.3675|526.38|368.18|0.3851|292.61|410.18|0.64952|-1293.033723|0.2721|-0.14047|-0.20038|0.02291279|2841.0|3.98|5.4001
12t_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.60498454|0.0|0.073057637|-0.097216874|2|0.044197531|-0.0596036729999999|0.0|-0.411045472|-0.002544958|10.31162892|-0.04950715|1|-0.001131023|-0.145315868|0.609043558|-0.080971844|0.889479916|0.591758164|0|0.696413582|-0.090535776|0.408290036|0.018862708|-65.79920855|197.4742794|-0.037159417|-42.80050261|0.0|0.745705883|-1.82081145|-38.30686627|78.8278828|-24.17113783|71.1605835|0.445760296|452.99711|-1184.385754|2479.787504|-15.72263361|7.957774504|0.804273481|616.2856203|13.02867425|1.0|1.0|1.0|0.0|1.0|4.63|0.0|0.14|-7.16|4.67|3.74|81.65|0.0|127.19|1.0|-5.49|-6.06|0.0|0.0|0.0|3.21|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|5.0693|3.5457|677.85|349.67|0.2094|244.58|527.87|0.33647|-1774.0165149999998|0.1561|-0.15029|-0.20571|0.0337599|3.2145|9.0|8.0496
22_a47|0|1|1|0.0|0.0|1|6.86171134|0|1.408617385|1.202720059|0.048272293|-0.150248628|2|0.043695652|-0.029311184|1.016903613|-0.507802654|-0.006808306|10.95023117|0.002716049|1|-0.004332497|-0.277479519|0.612295986|0.004104478|0.890264057|0.591185263|1|0.698649132|-0.080744803|0.573087958|0.022154032|-52.67991531|177.81209280000002|-0.031744149|-31.08378631|54.21581266|0.6096864479999999|-1.42848671|-28.11203407|71.28682035|-18.73063655|60.71546178|0.4614909829999999|412.2379505|-842.8786448999999|1494.441201|-11.05201291|6.9553262170000005|0.8569791179999999|482.9384172|18.60690504|0.0|1.0|1.0|1.0|2.0|3.31|3.16|0.1|-7.69|3.07|4.85|84.73|0.0|104.64|1.0|-4.44|-6.58|0.0|0.0|1.0|3.41|3.6e-05|0.0142|4.16e-05|0.0164|3.0|0.0|4.7954|4017.0|605.12|308.65|0.3367|258.55|466.95|0.50316|-1374.857521|0.0799|-0.16704|-0.22828|0.02840507|5.7009|1.0|9.0
12aj_a36|1|0|0|3.482902101|0.0|0|7.412764017000001|2|1.29704406|0.0|-0.056210607|-0.045035034|2|0.043848238|0.064171987|0.0|-0.402433117|0.002951176|10.95354213|-0.042227364|1|0.003962098|-0.1763783589999999|0.90414347|-0.072770961|0.8632656809999999|0.856274847|0|0.8269863129999999|-0.073002742|0.251263868|0.018305468|-65.89100364|110.89910559999998|-0.0368515929999999|-42.23511741|0.0|0.77492734|-1.953134451|-29.99399664|76.5855549|-23.62130319|58.52715472|0.47532973|530.0854761|-1251.929069|2275.825451|-15.14089115|8.056502837|0.905958957|662.0530478999999|10.69455126|1.0|0.0|1.0|0.0|2.0|4.84|0.0|0.17|-6.97|3.24|2.19|69.2|0.0|128.72|1.0|-4.16|-6.55|0.0|1.0|0.0|2.14|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|5.2301|3.6017|682.84|344.24|0.5616|237.06|539.55|0.4112|-1271.9998859999998|0.0082|-0.14818|-0.20093|0.03225532|7.8393|17.0|7.7696
2_a33|1|1|1|3.396444161|0.0|0|7.765993078999999|0|0.609420748|0.0|0.047294725|-0.064926835|0|0.039958333|-0.049900189|2.112255684|-0.476784502|-0.002514803|10.31100266|-0.05997501|3|-0.000810928|-0.148024156|0.787714775|-0.096644295|0.8799816220000001|0.753434785|1|0.8195154109999999|-0.0804186|0.411881091|0.018451635|-63.57699532|110.28338390000002|-0.031851158|-38.84811555|44.34034244|0.702597735|-1.56070672|-30.02592687|75.44970552|-19.46234551|60.41371259|0.4699986339999999|500.7570617|-953.6549298|3245.244678|-11.89228027|6.152818143999999|0.8867875909999999|618.9134881|11.8727102|1.0|1.0|1.0|1.0|2.0|3.57|3.51|0.3|-7.67|6.7|4.63|140.04|0.0|115.28|1.0|-6.35|-6.17|1.0|0.0|1.0|3.98|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|3.72|0.0|3.6281|3.6281|655.74|341.74|0.2911|341.74|525.38|0.70205|-1919.830424|0.2911|-0.15012|-0.19979|0.02972182|5539.0|6.0|8.2596
8a_a50|1|1|1|3.139870661|0.0|1|7.860570786|1|1.39826105|2.03117465|-0.0737162059999999|-0.021959577|1|0.03904321|-0.0224366579999999|1.99158738|-0.188998337|0.007671336|10.94501357|-0.058014797|2|0.007801731|-0.11385159|0.75162266|-0.095292123|0.8718949979999999|0.7135713840000001|1|0.860876738|-0.069208148|0.278028663|0.018809422|-41.48493288|70.12485884|-0.031655181|-20.91041439|0.0|0.751415713|-1.234552044|-17.58335405|50.06249379|-15.95574341|44.36511568|0.46183401|433.9235497|-622.2739931|1503.563342|-8.042467074|5.754657432|0.858162757|388.171611|8.577560914|1.0|0.0|1.0|1.0|1.0|3.34|2.01|0.11|-6.32|3.63|3.71|59.39|0.0|94.75|1.0|-3.86|-6.12|0.0|1.0|1.0|2.87|0.000138|0.0433|7.48e-05|0.0234|2.95|0.0|5.622000000000001|4.1738|548.47|297.06|0.18|220.53|396.63|0.3462199999999999|-1006.508913|0.1217|-0.17244|-0.20051|0.03479985|5.5319|47.0|7.3279
7a_a8|1|0|0|3.1730222510000003|0.0|1|7.535296702|1|1.4000287219999998|1.4494883790000002|-0.11821781|-0.0407248439999999|1|0.041123188|-0.017706371|0.0|-0.482688615|0.000736369|10.94671402|-0.019054799|1|0.002028046|-0.032195997|0.7168594159999999|-0.032562221|0.831914523|0.681200974|0|0.718410375|-0.102174163|0.238462711|0.035405618|-59.83546383|165.38046830000002|-0.042647654|-35.14198015|71.85980901|0.733884399|-1.833849114|-35.24327197|75.4573633|-25.04740346|80.80201312|0.477611327|421.9297638000001|-1077.038349|1702.719465|-14.71059634|7.699041907000001|0.914283468|488.0169522|15.62189947|0.0|1.0|1.0|1.0|1.0|3.34|3.06|0.05|-7.27|3.96|3.49|92.93|0.0|105.83|1.0|-4.86|-6.33|0.0|0.0|1.0|3.15|1.36e-05|0.00522|2.29e-05|0.00874|3.24|0.0|4.5808|3.0704|605.72|403.8|315.0|270.66|494.48|0.61257|-1291.10235|0.1575|-0.12889|-0.20505|0.0269461|12.8748|24.73|4.6068
22_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.343837143|2.113627059|-0.067641834|-0.017163935|2|0.036101695|-0.026750502|1.880539113|-0.332316729|0.008350227|10.92966136|-0.020475007|1|0.008903905|-0.208132084|0.670763832|-0.033474297|0.79665945|0.646474494|1|0.8698299140000001|-0.053881447|0.775071808|0.016720696|-50.61577509|101.3847763|-0.022372463|-39.42279832|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|71.13124588|-17.4251029|54.98945848|0.422182297|677.4790907|-1062.931277|2668.5420940000004|-13.57178303|8.84228648|0.730649641|916.8601445|20.51547079|1.0|1.0|1.0|1.0|0.0|3.74|4.14|0.17|-9.37|4.64|5.6|73.14|0.0|139.53|1.0|-5.34|-6.29|0.0|0.0|0.0|4.26|4.55e-06|0.00217|2.95e-06|0.0014|4.1|0.0|4.8251|3.8517|770.92|321.89|0.2624|256.95|602.93|0.4483899999999999|-1543.893507|0.1922|-0.16095|-0.2180699999999999|0.03366599|6.5841|1.1|5.9586
18_a20|1|0|0|3.463603867|0.0|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|10.93301779|-0.054458882|1|-0.004071701|0.003282792|0.809917509|-0.090732503|0.8162774979999999|0.778639593|1|0.76136176|-0.0927760219999999|0.356461863|0.0108136339999999|-63.36348363|158.7879106|-0.035934845|-42.1615378|82.70867776|0.8109110409999999|-1.904546783|-41.07622672|72.31812218|-23.91074854|68.92770059|0.483668611|506.6038164|-1267.269673|1822.210286|-15.91001426|8.011174137000001|0.936740671|712.1606951|8.954638548|1.0|1.0|1.0|1.0|2.0|3.48|2.76|0.08|-10.0|5.54|4.69|97.55|0.0|125.07|0.0|-5.59|-6.13|0.0|0.0|1.0|3.78|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|5.9778|3.5355|703.24|350.69|0.2991|207.41|531.11|0.31154|-1352.073755|0.2011|-0.14685|-0.20289|0.03787435|8.0505|34.0|7.4685
7b_a10|0|0|0|0.0|0.0|0|7.535296702|2|1.186434511|0.0|-0.170920618|0.037541178|2|0.037804233|-0.060829392|2.079721225|-0.07459988|0.011041815|10.93274506|0.039221939|0|0.010068964|-0.082499103|0.624866343|0.065705128|0.8200487120000001|0.586354126|1|0.92441666|-0.0590666679999999|0.5113525529999999|0.009734392|-37.45675757|39.29815915|-0.027444463|-19.47494818|56.22969776|0.781045839|-1.152667458|-15.96741933|43.9185573|-14.26924098|35.77183831|0.446575367|480.6333417|-599.3081212000001|2150.375871|-7.419027879|4.854451707|0.8069307729999999|459.0250226|6.46179973|1.0|1.0|1.0|0.0|0.0|3.9|0.0|0.25|-6.99|4.34|3.03|41.38|1.0|105.44|1.0|-5.28|-5.09|0.0|1.0|1.0|3.02|5.29e-06|0.00183|5.25e-06|0.00182|4.68|0.0|6.0231|3.6426|562.31|340.37|0.1488|205.85|400.65|0.4195399999999999|-1450.075119|0.0899|-0.1584799999999999|-0.21225|0.02946054|5.6147|19.8|4.7033
5_a15|0|0|0|0.0|0.0|0|0.0|0|1.419941043|0.0|-0.222657379|-0.044921287|2|0.035982906|0.0729170329999999|0.0|-0.54157893|0.000420839|10.95880662|0.0118220069999999|0|0.003194793|-0.28098676|0.8384601770000001|0.020920163|0.74438723|0.7950674740000001|0|0.8740541479999999|-0.06128567|0.743577162|0.032616864|-73.61131563|93.65193084|-0.0273088679999999|-54.73655332|64.12413387|0.5089899720000001|-1.583914356|-33.88634094|100.6631306|-20.30656983|69.82487767|0.486150431|649.9369163|-1177.78105|2179.757502|-15.09973885|7.795174584|0.946094849|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|1.0|3.79|3.68|0.15|-9.65|4.92|6.01|74.73|0.0|127.97|1.0|-6.16|-5.55|1.0|0.0|1.0|4.29|6.86e-07|0.000304|2.18e-06|0.000967|4.86|0.0|4.3299|3.6257|737.16|341.96|291.0|286.35|629.67|0.62664|-1470.487858|0.0199|-0.14839|-0.18553|0.03640044|6.35|13.0|7.8861
2_a49|0|0|0|0.0|0.0|1|7.535296702|1|1.3438506419999998|2.12788659|-0.084499704|-0.03981057|2|0.038726287|-0.100166139|1.999073077|-0.189189114|0.004524556|10.92973199|0.005918367|1|0.004580676|0.055400364|0.802447754|0.00991453|0.851413454|0.7701578720000001|1|0.81348014|-0.08647612|0.41397907|0.01105681|-40.34672657|95.04720801|-0.028277173|-20.55997527|0.0|0.7154059890000001|-1.187641272|-22.45560511|49.26352575|-14.409545199999998|49.7010488|0.454163307|414.5350312|-605.2008985|1550.010086|-7.34284831|5.667936413|0.8320497920000001|439.9973344|8.91679918|0.0|0.0|1.0|1.0|1.0|3.09|2.5|0.15|-6.82|3.28|3.7|69.62|1.0|99.52|1.0|-3.53|-6.57|0.0|1.0|1.0|2.76|0.000292|0.0955|0.000129|0.0421|2.43|0.0|5.4614|3743.0|553.52|331.24|0.2988|227.02|371.96|0.34449|-1045.810794|0.0572|-0.1555099999999999|-0.19923|0.0366366999999999|6.7117|59.0|7.2291
