molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC1i|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA5|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
15c_a22|0|0|0|0.0|0.0|1|6.842683282|0|1.42291727|1.596256692|-0.134137693|-0.018518519|2|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|10.9464374|0.006275578|1|0.004362505|-0.160566657|0.667111824|0.010828071|0.8353837409999999|0.639264982|1|0.8665852140000001|-0.067475429|0.615901609|0.024561528|-57.66130245|96.05497587|-0.0302219629999999|-41.51455167|78.22334636|0.661775114|-1.60176404|-34.97658951|75.52188549|-21.75898206|66.26407672|0.462157867|623.9175171|-1153.226049|2092.620825|-15.66586856|8.626398368|0.859281634|731.8178649|17.86058304|0.0|1.0|1.0|1.0|1.0|3.49|2.85|0.08|-9.28|3.9|4.18|109.38|0.0|128.77|1.0|-4.86|-6.96|0.0|0.0|0.0|2.98|1.39e-05|0.00618|2.4e-05|0.0107|2.9|0.0|5.7361|3674.0|715.42|337.46|0.5082|216.15|575.8|0.30831|-1460.324493|0.0694|-0.15408|-0.22807|0.03150096|9.0393|737.0|6.1325
8m_a46|0|0|0|0.0|0.2148468989999999|1|7.727094485|1|1.160371261|2.126524943|-0.044830187|-0.085284636|1|0.047345679|-0.134230003|0.0|-0.248590088|0.0063680119999999|10.94650201|-0.064176245|1|0.005865049|0.015631887|0.783187801|-0.090247845|0.8142050040000001|0.77612204|0|0.876210355|-0.0911455|0.280198209|0.007059399|-45.17474201|65.63194084|-0.032188531|-23.9511632|0.0|0.8854896870000001|-1.448483903|-25.62105988|48.72163155|-17.06601365|52.0671834|0.425802465|464.5573228999999|-767.9706141|1913.813025|-9.04821721|5.684332261000001|0.7415609409999999|463.1469765|3.546889545|0.0|0.0|1.0|1.0|1.0|3.24|2.92|0.3|-6.46|4.16|4.21|50.94|0.0|96.16|1.0|-4.48|-5.61|0.0|1.0|1.0|3.53|3.3e-05|0.0105|2.78e-05|0.0088799999999999|3.72|0.0|5.3062|4.2881|570.72|289.14|0.3905|233.66|489.57|0.43001|-1013.91158|0.1441|-0.17897|-0.19715|0.03472717|3.1675|229.0|6.6402
5_a18 (BIBF0775)|0|0|0|0.0|0.0|0|7.03438793|2|1.251175715|0.0|0.0160123|-0.015946718|1|0.035478927|-0.0366107389999999|0.0|-0.391512249|0.002526619|10.94702058|-0.022817602|0|0.0036739159999999|-0.216531385|0.7140745620000001|-0.040022105|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.068989967|0.420002762|0.008501088|-59.08151918|118.3671077|-0.029755876|-44.61038661|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|-22.46761997|58.5107823|0.483962172|636.6978809999999|-1595.201018|1645.395714|-16.96451322|9.798677372|0.937842434|1140.896548|8.178259299999999|0.0|0.0|1.0|1.0|2.0|4.42|0.0|0.32|-9.21|4.09|3.69|76.5|1.0|155.95|1.0|-6.07|-5.96|0.0|1.0|0.0|3.2|8.590000000000001e-07|0.000425|1.91e-06|0.000946|4.73|0.0|3.2027|3.2027|817.02|378.13|0.4825|378.13|691.68|0.69298|-1571.843719|0.4825|-0.13154|-0.18092|0.02305362|2.8009|34.0|7.4685
5d_a40|0|0|0|0.0|0.0|1|8.149890544|1|0.6049133329999999|1.601200869|-0.071479892|0.0418378229999999|0|0.044526749|-0.1031436519999999|0.716041667|-0.1868684619999999|0.007200253|10.31198333|0.029272031|2|0.006642869|-0.009744685|0.496945486|0.0451110059999999|0.877722972|0.483934049|1|0.754010052|-0.086193996|0.049855551|0.022027556|-43.26473143|112.88660690000002|-0.0377110779999999|-19.85450535|53.85026982|0.8111805740000001|-1.131332331|-18.15211073|49.97858532|-17.30589257|49.66367051|0.479931934|346.0207917|-519.1767771000001|511.3769101|-7.94180214|6.288958592999999|0.922825231|243.4287716|6.713853887999999|1.0|1.0|0.0|0.0|0.0|3.02|2.56|0.21|-4.32|4.08|3.64|75.5|1.0|74.11|2.0|-4.23|-5.94|0.0|1.0|1.0|3.1|5.9e-05|17.0|0.000152|0.0436|2.98|0.0|3.7374|3.7374|473.48|331.74|0.4493|331.74|365.74|0.69613|-1276.751174|0.4493|-0.14851|-0.2164699999999999|0.01667985|9.2439|19.0|7.7212
18c_a22|0|0|0|0.0|0.0|1|6.842683282|0|1.194229067|1.804590026|-0.191807441|0.013131848|2|0.038137255|-0.044828537|1.642882533|-0.213698903|0.005449965|10.31286086|0.006275578|1|0.005597023|-0.143402172|0.7290394929999999|0.010828071|0.8287956870000001|0.6922232890000001|1|0.931073539|-0.057956428|0.5003904610000001|0.019843706|-52.84635017|47.68404831|-0.028825841|-36.55965924|15.22791009|0.682690024|-1.52776956|-27.73804808|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|644.1264387|-1056.927003|2574.178324|-13.79609783|7.332936064|0.914766316|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|1.0|3.56|3.3|0.08|-9.46|5.36|4.98|124.4|1.0|136.36|1.0|-5.8|-6.63|0.0|0.0|1.0|3.72|1.6e-06|0.000739|7.98e-06|0.0036799999999999|3.5|0.0|5655.0|3.7222|707.08|333.1|0.2996|219.25|583.88|0.4609|-1783.277296|0.0817|-0.15158|-0.22365|0.02279458|1.0733|26.0|7585.0
8_a4|0|0|0|0.0|0.0|1|7.535296702|1|1.304250488|2.126514848|-0.208165266|0.03148225|2|0.038726287|-0.072752231|1.987684188|-0.056197036|0.010647563|10.9295757|0.05775266|1|0.009595591|-0.078942941|0.619844116|0.097165358|0.879500982|0.576540652|1|0.925132446|-0.05397993|0.546157592|0.0103751219999999|-33.90618946|38.69916707|-0.024598141|-17.52616744|37.17889653|0.7261541020000001|-0.983925625|-14.42275611|41.57817329|-12.71482105|33.26523662|0.428884426|478.2025467|-508.5928419|1737.932042|-6.572312789|5.695730546|0.750959081|434.9654405|7.671983829|1.0|1.0|1.0|1.0|0.0|2.99|3.19|0.15|-7.78|4.63|4.76|43.6|0.0|100.13|1.0|-4.35|-5.76|0.0|1.0|1.0|3.85|4.49e-05|0.0156|1.46e-05|0.00506|3.74|0.0|5.3544|3.9863|561.6|311.03|0.1687|231.56|391.01|0.30471|-1450.071352|0.0642|-0.16821|-0.22685|0.0252645|5.7488|54.0|7.2676
3_a27|0|0|0|0.0|0.0|2|6.605297921|0|1.402697639|3.127072625|0.124551908|-0.096132106|2|0.040512821|-0.172132163|1.177265999|-0.27868256|0.009082086|10.93782973|0.024154412|1|0.00955169|-0.341338963|0.640545265|0.038685745|0.8759548629999999|0.610158103|1|0.862115922|-0.06145119|0.397733752|0.019234305|-44.61323499|71.40072181|-0.032307734|-23.10213938|57.97805043|0.733853752|-1.292309364|-16.47810502|54.32114618|-16.72996312|41.78149261|0.44566003|446.4308003|-669.1985248999999|1043.697725|-8.663302268999999|6.457886343999999|0.803947133|401.7540197|9.707911187|1.0|1.0|0.0|1.0|0.0|3.03|3.11|0.05|-5.89|2.8|2.94|65.6|0.0|97.71|2.0|-3.7|-6.41|0.0|1.0|1.0|2.74|0.0002|0.0658|0.000103|0.0339|2.67|0.0|5.5045|3962.0|547.92|312.93|0.2305|225.24|425.72|0.34864|-1081.744053|0.2208|-0.16457|-0.21969|0.02032437|4.1551|4.0|8.3979
7b_a8|1|0|0|3.213855584|0.0|1|7.535296702|1|1.395658671|1.4628217119999998|-0.119760914|-0.038810124|1|0.040873016|-0.024156447|0.0|-0.4829936279999999|0.002074537|10.9465091|-0.0254956129999999|1|0.003191529|-0.035044152|0.710658316|-0.040994467|0.8453887859999999|0.677544268|0|0.7223476129999999|-0.101439013|0.282366236|0.033167971|-59.93853201|166.30684230000003|-0.041332642|-35.90168309|75.93423425|0.753935657|-1.901301524|-36.39338307|73.70461365|-24.75721974|80.62622045|0.4787988|432.6681725|-1138.832108|1780.952171|-14.82895606|7.698000901|0.918644854|545.9267515|13.76608164|0.0|1.0|1.0|1.0|1.0|3.49|3.37|0.09|-7.65|4.48|3.8|92.93|0.0|110.8|1.0|-5.25|-6.15|0.0|0.0|1.0|3.5|5.64e-06|0.00224|1.14e-05|0.00454|3.61|0.0|4.5945|3.26|621.4|380.32|0.2517|269.85|506.21|0.44725|-1330.392289|139.0|-0.13639|-0.20472|0.0273745|12.7344|13.53|4.8687
7f_a8|1|0|0|2.961566988|0.0|1|7.05012252|0|1.394802504|1.2793830309999998|-0.139912829|-0.073219554|0|0.044814815|0.034392285|0.0|-0.234880498|0.00112124|10.94343485|0.0260356679999999|1|0.00084936|0.141285105|0.515235986|0.041366689|0.7677336090000001|0.507325475|0|0.770229267|-0.091890536|0.3155671539999999|0.0138113419999999|-50.01741803|130.7330978|-0.040738044|-28.45850692|55.49953831|0.880922225|-1.670259798|-29.74763659|55.85651025|-23.17880348|60.14140162|0.4513917389999999|438.23883319999993|-950.3309426|1854.738581|-13.18808857|7.704280774|0.822794279|446.5544107|5.839092213|1.0|1.0|0.0|0.0|1.0|3.14|3.23|0.0|-8.46|5.52|5.49|61.58|0.0|101.89|1.0|-5.68|-5.27|0.0|0.0|1.0|4.63|2.09e-06|0.00078|3.16e-06|0.00118|4.66|0.0|3.8187|3.4810000000000003|584.99|356.17|0.3536|324.68|495.55|0.7024199999999999|-1285.017838|0.1502|-0.14506|-0.21998|0.02809022|11.6137|35.65|4.4479
14j_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197963927|3.278390512|0.074424082|-0.071396109|2|0.046283951|0.037350515|0.722606603|-0.322724299|0.007671236|10.31321824|-0.055708465|2|0.0075222369999999|-0.17267308|0.616699629|-0.091426449|0.864845456|0.5935522360000001|1|0.8454521620000001|-0.062203032|0.226990358|0.020485263|-53.34139172|100.2571987|-0.034989992|-34.60325668|83.17168000000001|0.7739671709999999|-1.644529644|-26.17681598|64.88069411|-22.69846456|53.64097592|0.497137467|548.455847|-1066.827834|2175.598042|-14.72479008|7.83426417|0.988615047|599.5697147999999|11.53930239|0.0|1.0|1.0|1.0|1.0|3.39|3.41|0.05|-7.67|3.78|4.58|105.02|1.0|120.24|1.0|-5.58|-6.31|0.0|0.0|0.0|3.77|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|3.6671|3.6671|670.6|338.1|0.3886|338.1|528.18|0.65128|-1728.9293280000002|0.3886|-0.14816|-0.2239699999999999|0.02207124|8.3233|4.0|8.3883
21b_a23|0|1|1|0.0|0.0|2|7.525639975|0|1.197963051|3.351726269|0.094654108|-0.008526338|2|0.042455556|0.057405955|0.745297595|-0.326506055|0.01055698|10.31321725|-0.0490623259999999|2|0.009872313|-0.130528352|0.7038407329999999|-0.078097375|0.8339434929999999|0.668547062|1|0.930728719|-0.0596425779999999|0.224930782|0.014481931|-58.25915868|48.56114386|-0.034219814|-40.84133198|86.65837165|0.812334718|-1.745210489|-29.31080756|67.68046598|-23.98906534|51.9633947|0.458461834|652.4673795|-1223.442332|2531.041828|-16.81701905|8.773746105|0.846591917|712.6737861|9.421307298|0.0|1.0|1.0|1.0|1.0|3.59|3.42|0.08|-7.84|3.92|4.2|128.81|1.0|129.97|1.0|-6.1|-6.42|0.0|0.0|0.0|3.57|8.02e-07|0.000361|6.06e-06|0.00273|3.7|0.0|4.0023|3.6237|735.65|342.15|0.2607|309.79|611.6|0.57848|-1761.230923|0.2333|-0.15033|-0.23434|0.02657688|13.2567|85.0|7.0691
41_a47|0|1|1|0.0|0.0|1|6.842683282|0|1.420292383|1.840145925|-0.225923786|-0.072088843|3|0.042537538|-0.080388467|1.601942802|-0.187859623|0.003530307|10.98214139|0.075316535|1|0.0047106|-0.317014709|0.62974551|0.123676975|0.900915114|0.609110565|1|0.823168463|-0.061101947|0.245948366|0.018348892|-50.81597048|99.86584673|-0.02929561|-28.69838714|0.0|0.653147815|-1.259711209|-19.48810377|63.84353454|-16.54473457|44.86996758|0.447046066|464.8854878|-711.4235867000001|1073.170368|-9.34366093|7.168742909|0.8084689140000001|439.9906467|13.02756406|1.0|1.0|1.0|1.0|1.0|3.18|3.18|0.16|-7.47|3.34|4.52|68.52|0.0|99.09|1.0|-3.57|-6.66|0.0|1.0|1.0|3.06|0.000267|0.0929|0.000125|0.0436|2.49|0.0|4.0167|3.7144|603.1|333.8|0.2849|308.67|471.9|0.6779|-1162.288187|0.2504|-0.15208|-0.2026099999999999|0.02982752|6.8546|0.01|8.0
15_a15|0|0|0|0.0|0.0|0|0.0|1|1.435688991|0.0|-0.132759299|-0.031457366|3|0.029814815|-0.063032481|0.0|-0.395472407|0.001806571|10.95980315|0.0020555079999999|0|0.003766915|-0.272482143|0.843715005|0.003774415|0.7725348679999999|0.796300317|0|0.8972060479999999|-0.061884697|0.7028760070000001|0.020649569|-60.51136736|68.29723829999999|-0.031405332|-40.20430373|4.306196778|0.702544178|-1.821509261|-27.31834743|73.99578515|-20.86598874|54.83651811|0.435723718|596.1118717|-1210.227347|2868.890383|-13.86355301|6.673906339|0.772181523|830.7967967000001|13.48441779|1.0|1.0|0.0|0.0|1.0|4.04|4.34|0.07|-8.9|4.33|6.69|59.51|0.0|138.24|1.0|-6.32|-5.26|1.0|0.0|0.0|4.64|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|3.6968|2582.0|700.82|480.19|0.4459|335.38|573.46|0.67524|-1450.398033|0.0066|-0.10964|-0.1475|0.02849263|2.9566|109.0|6.9626
22_a20|0|0|0|0.0|0.0|1|6.842683282|0|1.4170330269999998|1.915285809|-0.238401323|0.023539095|2|0.0388043479999999|0.09301076|2.041494094|-0.079707783|0.009265667|10.93106272|-0.038668966|1|0.008780074|-0.060582944|0.616352201|-0.067650395|0.809440795|0.607038752|1|0.946515026|-0.059893667|0.425968568|0.0122876139999999|-44.14650378|34.8271111|-0.027118811|-28.7463017|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|52.90592556|-17.65860151|47.00134116|0.477376285|616.3298149|-882.9300756000001|2396.806062|-11.49852068|7.408914181|0.913422548|664.4562602999999|8.759421782|1.0|1.0|1.0|1.0|0.0|3.36|3.41|0.08|-9.69|5.33|5.39|67.39|0.0|121.62|1.0|-5.6|-5.58|0.0|0.0|1.0|4.24|2.48e-06|0.000997|2.98e-06|0.0012|4.47|0.0|5.5591|3.9732|694.15|312.05|0.2636|223.03|563.43|0.38233|-1275.598059|0.0015|-0.16176|-0.21856|0.03226475|6141.0|231.0|6.6364
12a_a32|1|1|1|3.442930603|0.0|0|7.765993078999999|0|0.609420757|0.0|0.087371302|-0.057200812|0|0.036711712|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|10.31100269|-0.074344282|3|-0.001662219|-0.1534110109999999|0.788133615|-0.125149165|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.085324121|0.288267255|0.016535497|-68.06885478|131.7691491|-0.0308471429999999|-42.44899997|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|81.41372467|-19.23685026|63.52154605|0.456641145|491.8493928|-884.8951120999999|3030.946307|-11.99645651|7.083688576|0.840404348|557.1050635|13.34486989|1.0|1.0|1.0|1.0|2.0|3.45|2.85|0.26|-7.65|6.49|4.19|140.04|0.0|110.47|1.0|-6.01|-6.32|1.0|0.0|1.0|3.6|9.78e-07|0.000389|3.17e-05|0.0126|3.39|0.0|3576.0|3576.0|667.68|346.71|0.2908|346.71|548.66|0.7025600000000001|-1880.539078|0.2908|-0.14827|-0.20049|0.03682626|4.2371|25.0|7.6021
12ac_a36|1|0|0|3.4419617660000004|0.0|0|7.412764017000001|2|1.297043188|0.0|-0.050997272|-0.073735973|2|0.042560386|0.03586247|0.0|-0.450737917|0.000584134|10.95345846|-0.0121300989999999|1|0.0018565629999999|-0.166354116|0.8058720979999999|-0.020272679|0.863165958|0.770400825|0|0.779673368|-0.080202334|0.4712820929999999|0.021508835|-72.4798052|152.9742102|-0.036062573|-50.32319912|20.70356046|0.7316461470000001|-1.98344149|-38.66245764|86.51036063|-25.03847816|70.61872461|0.44477577|541.3322795|-1377.116299|2455.459827|-17.38437788|8.126831024|0.801074136|716.9974499|14.03055543|1.0|0.0|1.0|0.0|2.0|4.86|0.0|0.17|-6.89|3.16|2.09|86.27|0.0|133.95|1.0|-3.81|-7.21|0.0|0.0|0.0|1.84|0.000154|0.0653|0.000112|0.0476|2.36|0.0|3.8843|3.8594|711.77|321.25|0.3302|319.2|554.84|0.56186|-1385.3211789999998|0.0249|-0.15675|-0.20949|0.03998989|5.4387|13.0|7.8861
12as_a36|1|0|0|3.447017327|0.0|0|7.412764017000001|2|1.297043209|0.0|-0.051208473|-0.073735973|2|0.041728395|0.096454203|0.0|-0.452697599|0.000584134|10.95347588|-0.025398105|1|0.0018565629999999|-0.166354116|0.8058720979999999|-0.04244711|0.869455765|0.770400825|0|0.77043791|-0.082748367|0.291030086|0.019229943|-73.78005999|154.6869148|-0.037824788|-49.71556877|0.0|0.768125394|-2.080363362|-37.57216725|85.53474971|-25.48765709|68.71652969|0.454761514|519.1478419|-1401.82114|2365.632846|-17.17446921|8.768282531|0.834059821|716.9974499|11.75468972|1.0|0.0|1.0|0.0|2.0|4.86|0.0|0.17|-6.89|3.16|2.09|86.27|0.0|133.95|1.0|-3.81|-7.21|0.0|0.0|0.0|1.84|0.000154|0.0653|0.000112|0.0476|2.36|0.0|4.5202|3851.0|712.04|321.96|0.5902|274.29|568.52|0.53815|-1385.322633|0.2402|-0.1563|-0.21419|0.03674596|6.8556|59.0|7.2291
12_a1|1|0|0|3.3894574360000003|0.0|0|7.423568444|1|1.430936075|0.0|-0.0455890429999999|-0.02164054|1|0.036382114|0.076867966|0.0|-0.516204114|-0.0038943009999999|10.94945122|-0.051772288|1|-0.001416381|-0.173618873|0.8016064479999999|-0.093957115|0.817998205|0.7534284040000001|0|0.765121385|-0.0964711209999999|0.210514881|0.033770552|-60.78517756|136.3310784|-0.039894864|-35.28166588|477.1158679|0.724666653|-1.675584287|-32.50125347|74.99749378|-23.15625812|75.59644237|0.46449367|444.1009824|-972.562841|1825.150911|-13.44063462|7.679719277999999|0.867391557|473.040639|14.21231622|1.0|1.0|1.0|1.0|1.0|3.29|2.72|0.05|-8.2|4.87|4.41|83.82|0.0|103.47|1.0|-4.98|-6.02|0.0|0.0|1.0|3.44|1.04e-05|0.00379|1.77e-05|0.00649|3.54|0.0|3734.0|3.1744|607.42|390.57|0.5867|332.04|482.51|0.69114|-1215.922313|0.2821|-0.12874|-0.19916|0.0296752|10.1801|2.95|5.5302
12_a15|0|0|0|0.0|0.0|0|0.0|0|1.435689014|0.0|-0.071096525|-0.0455566929999999|2|0.034285714|-0.035728911|0.0|-0.370766171|0.001740635|10.95973444|-0.01062828|0|0.0034254209999999|-0.184255041|0.8310685940000001|-0.019064393|0.769289315|0.7933685340000001|0|0.89637291|-0.061084417|0.738437971|0.015018226|-60.15445365|66.16793071|-0.031995594|-38.40979933|4.192089814|0.746489397|-1.695766456|-24.90456371|70.6606311|-20.42981445|48.59303169|0.476419838|572.3516967|-1082.780166|2661.728915|-13.04483751|5.448223888999999|0.909927213|673.7288405|10.50617745|1.0|0.0|1.0|1.0|1.0|3.56|3.73|0.12|-9.82|5.32|6.3|56.27|0.0|119.95|1.0|-6.22|-4.97|1.0|0.0|1.0|4.7|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|4.4819|3.8538|688.91|321.72|0.1374|276.63|585.26|0.50595|-1280.810963|0.0093|-0.15858|-0.19054|0.02694613|6.0547|4.0|8.3979
12az_a36|1|0|0|3.465535084|0.0|0|7.412764017000001|2|1.297042831|0.0|-0.196183836|-0.040156368|2|0.040566449|0.078817323|0.0|-0.593399474|0.000482522|10.95957115|-0.012800556|1|0.002872872|-0.289604649|0.884226781|-0.021825174|0.858971809|0.8350231859999999|0|0.819163613|-0.071762413|0.411597359|0.034771534|-75.58351856|126.71905359999998|-0.033474609|-52.96429617|8.104966044|0.583865006|-1.941527339|-35.23783652|99.82512582|-23.45695404|74.65245915|0.462897841|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|8.449849817|0.861843195|766.4854363|24.24160725|1.0|0.0|1.0|1.0|2.0|4.96|0.0|0.21|-6.79|2.83|1.9|87.66|0.0|136.74|1.0|-4.11|-7.13|0.0|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|0.0315|2.62|0.0|3.8863|3.6095|737.12|343.5|0.4383|319.03|576.54|0.69385|-1461.686269|0.0146|-0.14879|-0.19846|0.02800521|7.821000000000001|58.0|7.2366
3n_a32|1|1|1|3.616639267|0.0|0|7.773594467000001|1|0.609420754|0.0|-0.0376583329999999|-0.01504795|1|0.035643275|-0.056907012|2.22272854|-0.295303659|0.000609539|10.3110027|-0.0711168609999999|3|0.002379137|-0.153506065|0.810658423|-0.121627423|0.868826775|0.762657782|1|0.840041782|-0.074507943|0.287402381|0.01889769|-53.32184118|91.96452611|-0.027401986|-30.65624207|0.0|0.648933114|-1.205687365|-24.62805609|65.41881458|-15.75418035|53.70155314|0.456693072|482.963897|-693.1839353999999|2426.73803|-9.057526067|6.369579712999999|0.840580248|522.1674161999999|12.0969734|1.0|1.0|1.0|1.0|1.0|3.51|3.29|0.32|-6.96|6.71|5.01|120.17|0.0|106.44|1.0|-5.96|-5.98|0.0|0.0|1.0|4.07|1.11e-06|0.000424|1.23e-05|0.0047|3.74|0.0|3.5459|3.5459|614.67|349.65|0.2839|349.65|464.67|0.7028399999999999|-1825.163542|0.2839|-0.1472099999999999|-0.20256|0.02901944|6.2667|21.0|7.6778
19l_a38|1|0|0|3.280796643|0.0|0|7.412764017000001|2|1.297043246|0.0|-0.086107169|-0.10490608|2|0.04391253|0.103904811|0.0|-0.426895387|-0.001197042|10.94917392|-0.032264281|1|0.000347207|-0.191751024|0.723755855|-0.053823023|0.89459881|0.700181525|0|0.799611189|-0.079681862|0.51306986|0.0219046379999999|-65.35669452|129.8367176|-0.037359603|-42.34617024|19.55998015|0.7374102309999999|-2.017418574|-33.45088372|79.04689476|-24.20618316|65.82033039|0.430111845|518.0872716|-1307.13389|2934.313773|-15.68376675|6.568874137999999|0.754730276|696.3887025|13.69020024|1.0|1.0|1.0|1.0|3.0|4.94|2.7|0.12|-7.28|4.03|3.09|81.23|0.0|135.78|1.0|-4.94|-6.39|0.0|0.0|1.0|3.22|1.15e-05|0.0049|1.89e-05|0.00807|3.55|0.0|3.6709|3354.0|660.04|369.66|0.2883|337.75|502.31|0.69413|-1409.309206|0.0233|-0.13977|-0.2001|0.02856649|9026.0|14.0|7.8633
13i_a6|1|0|0|3.399318783|0.0|0|7.412764017000001|1|1.430639411|0.0|0.0359494989999999|-0.154502515|1|0.042560386|0.035242754|0.0|-0.852681372|-0.011017781|10.95129557|-0.032549318|1|-0.007703306|-0.073507141|0.8744720490000001|-0.054229558|0.8287956870000001|0.830577798|0|0.624046118|-0.120457274|0.221116773|0.031178586|-86.83156133|252.0312146|-0.046433945|-58.20996912|116.5456632|0.783597763|-2.460999087|-54.13430283|100.2320567|-31.12829557|101.6533459|0.429711323|418.3467934|-1649.799665|2880.134143|-20.86772478|8.294136887|0.753497905|673.8038326000001|13.40049533|1.0|1.0|1.0|1.0|3.0|3.59|2.7|0.12|-8.5|4.16|3.54|115.15|0.0|120.17|1.0|-5.03|-6.81|0.0|0.0|1.0|2.91|9.32e-06|0.00398|3.28e-05|14.0|2.95|0.0|3.6668|3.5614|703.43|348.14|0.2903|338.12|553.67|0.7004600000000001|-1426.269916|19.0|-0.1464|-0.19454|0.03191957|10.1375|21.0|7.6778
12ag_a36|1|0|0|3.408828027|0.0|0|7.412764017000001|2|1.297044434|0.0|-0.042092217|-0.084341564|2|0.043848238|0.063109409|0.0|-0.436614203|-0.002526241|10.96052849|-0.050147748|1|-0.000673716|-0.217394466|0.724208473|-0.0861053359999999|0.8910146309999999|0.698414933|0|0.7468300940000001|-0.082492792|0.26896187|0.020136392|-68.21579593|159.6746787|-0.038937089|-43.02381535|0.0|0.758897371|-1.946854457|-32.81436052|80.40643223|-24.55768654|64.72839664|0.481286668|471.0269757|-1227.884327|2305.164626|-15.48857353|7.849377942|0.927847116|595.8790650000001|12.1906363|1.0|0.0|1.0|0.0|2.0|4.72|0.0|0.14|-6.86|3.13|2.44|69.2|0.0|123.71|1.0|-3.89|-6.76|0.0|1.0|0.0|2.15|0.000129|0.0515|6.96e-05|0.0278|2.78|0.0|3.8893|3.7117|658.68|334.04|0.4286|318.79|507.72|0.69204|-1331.9454449999998|0.0191|-0.15227|-0.20713|0.03415856|7.5405|17.0|7.7696
12a_a36|1|0|0|3.4715209280000003|0.0|0|7.412764017000001|2|1.297044783|0.0|-0.0632801509999999|-0.0427777779999999|2|0.040166667|0.078063311|0.0|-0.403468978|0.002039107|10.96083376|-0.065913514|1|0.003199301|-0.183140926|0.907322874|-0.119322074|0.846614758|0.855821486|0|0.820684627|-0.076154312|0.436020272|0.019595485|-64.36949846|110.1075804|-0.037738352|-39.52572284|5.277117996|0.755315434|-1.886917597|-28.71401279|76.09903547|-23.17301945|58.79461567|0.470444928|503.9367075|-1158.650972|2258.5909920000004|-14.22926022|6.600635115|0.888377722|598.1535763999999|11.72953701|1.0|0.0|1.0|0.0|2.0|4.75|0.0|0.14|-6.59|2.72|1.88|69.2|0.0|123.75|1.0|-3.79|-6.72|0.0|1.0|0.0|1.86|0.000164|0.0625|0.000101|0.0384|2.68|0.0|3.8343|3.6682|653.94|338.0|0.4435|323.35|481.98|0.67869|-1232.707754|0.0012|-0.1519299999999999|-0.20139|0.03544528|8.5603|13.0|7.8861
