molecula|SddssS|NaaNH|SRW09|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|DPSA5|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14b_a25|0.0|0|6.842683282|1.616664856|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|2|0.038137255|0.001683506|1.929508048|-0.273813082|10.93106299|1|0.004892038|-0.074541111|-0.3691494039999999|0.6524261960000001|0.8333962429999999|0.632638761|1|0.859628015|-0.076156512|-0.084160084|-52.75064158|-58.29440389|112.49583529999998|0.140371985|97.23019209|-40.37825712|57.85340824|69.2012501|-1224.182482|-15.70265555|17.06102567|0.963240883|6760.594953|-847.9433995999999|29.33534086|0.015746299|-377.9013888|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|1.0|3.51|3.21|0.07|27.0|-9.65|4.48|4.79|96.49|1.8|2.0|0.0|130.97|0.0|1.0|6.0|-5.6|-6.26|1.0|-5.23|5.86e-06|0.00261|0.0|0.0|-0.0584|5.4239|5.61|4069.0|-1444.544749|716.14|1257.11|228.59|603.27|0.64983|0.0006|-0.16309|-0.22149|0.03876374|-1444.330251|3.2784|22.0|7.6576|7.6576
1b_a5|0.0|1|6.605297921|0.0|-0.250420203|-0.00279809|4.59511985|-0.061874543|2|0.0248765429999999|-0.095857885|0.0|-0.111923619|10.94890233|1|0.003708988|0.045204303|-0.231956531|0.567806811|0.827319059|0.558485747|0|0.808828623|-0.07823203|-0.077221824|-39.38248661|-38.87394276|168.30518769999998|0.191171377|96.23685048|-19.56938257|0.769931305|48.55415504|-583.1091414|-7.933533473|11.64312636|0.90275317|4577.125071|-293.5407385|21.51550842|0.019229427|-234.0649914|357.34245360000006|9.680212283|1.0|1.0|0.0|1.0|1.0|2.75|1.81|0.0|23.0|-8.3|4.88|4.76|54.46|2.29|0.0|0.0|90.44|0.0|1.0|3.0|-3.97|-5.99|1.0|-4.3|4.970000000000001e-05|0.0157|0.0|0.0|-0.04135|4789.0|3.1|4.6481|-1050.538976|536.59|892.61|258.89|388.58|0.43728|87.0|-0.1892|-0.23055|0.03246637|-1050.462425|4.3687|59.0|7.2291|7.2291
8m_a46|0.0|0|7.727094485|2.126524943|-0.044830187|-0.00517896|5.533389489|-0.085284636|1|0.047345679|-0.134230003|0.0|-0.248590088|10.94650201|1|0.005865049|0.015631887|-0.380393836|0.783187801|0.8142050040000001|0.77612204|0|0.876210355|-0.0911455|-0.085204935|-48.32436573|-45.17474201|166.8508795|0.123789645|65.63194084|-23.9511632|0.0|48.72163155|-767.9706141|-9.04821721|9.899611044|0.7415609409999999|4439.758321|-407.1697745|19.27296714|0.006689855|-408.7649869|463.1469765|3.546889545|0.0|1.0|0.0|1.0|1.0|3.24|2.92|0.3|17.0|-6.46|4.16|4.21|50.94|2.62|1.0|0.0|96.16|0.0|1.0|2.0|-4.48|-5.61|1.0|-4.56|2.78e-05|0.0088799999999999|0.0|0.0|-0.01818|5.3062|4.12|4.2881|-1014.126693|570.72|970.82|233.66|489.57|0.6997800000000001|0.1441|-0.17897|-0.19715|0.03472717|-1013.962913|3.1675|229.0|6.6402|6.6402
40_a47|0.0|0|6.823286122000001|1.715145925|-0.246203395|-0.004181351|4.727387819|-0.0934645509999999|3|0.041396825|-0.056839794|1.566109469|-0.179798097|10.98214138|1|0.003634698|-0.338113214|-0.2636225|0.63155995|0.900790582|0.607650682|1|0.812233678|-0.060416547|-0.083237511|-32.5926343|-44.90375373|54.11003524|0.1877663219999999|101.2934265|-24.22401965|0.0|60.97203959|-583.7487984|-7.872806386000001|12.98034048|0.843174422|4862.524893|-314.91225539999994|25.43981292|0.029785575|-79.47051169|388.178924|16.06828586|0.0|1.0|1.0|1.0|1.0|3.07|2.91|0.11|21.0|-7.08|2.96|4.04|68.52|1.52|0.0|0.0|94.28|0.0|1.0|3.0|-3.26|-6.78|1.0|-3.72|0.000192|0.0643|0.0|0.0|-0.05086|4.0176|2.06|3.7236|-1123.174467|571.5|947.27|308.6|444.47|0.68492|0.2612|-0.15231|-0.20317|0.02983032|-1123.049869|6.5995|4.0|8.4|8.4
9a_a36|0.0|1|7.412764017000001|0.0|-0.109305298|-0.007853595|5.351858133|-0.046964839|2|0.040166667|0.095192109|0.0|-0.41624054|10.96066876|1|0.00484375|-0.202876718|-0.398235589|0.839235677|0.842671963|0.79302567|0|0.826559623|-0.073689118|-0.10869601|-45.04449811|-66.44342306|49.52042402|0.1734403769999999|106.0201967|-40.61536816|0.0|78.37175688|-1195.981615|-14.91993116|13.79893984|0.828482664|5693.562367|-731.0766269999999|31.95428497|0.019513779|-322.5522826|578.2841135|11.92833382|1.0|0.0|0.0|0.0|1.0|4.69|0.0|0.14|17.0|-6.28|3.04|2.04|66.4|2.02|1.0|0.0|120.94|0.0|1.0|5.0|-3.71|-6.74|0.0|-3.99|0.000102|0.0391|0.0|0.0|-0.05044|3.8677|3.38|3.8677|-1252.802159|648.41|1092.66|320.56|495.18|0.68682|0.4811|-0.15925|-0.20969|0.02701893|-1252.636005|7.4992|13.0|7.8861|7.8861
8c_a31|0.0|1|7.765993078999999|0.0|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|0.03995098|-0.106461724|0.0|-0.574140137|10.31169969|2|-0.004832959|-0.09039853|-0.513257014|0.922486359|0.896193695|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|-64.57121646|-70.64275621|133.3100368|0.3739272389999999|206.2599245|-38.96685783|477.2277896000001|82.77037329|-918.3558307|-12.06117028|12.99457133|0.90508624|4835.748065|-506.5691518|30.23944586|0.021986076|-246.1066271|423.1367008|12.12761708|1.0|1.0|1.0|1.0|2.0|3.51|2.9|0.29|16.0|-6.13|4.89|3.13|114.29|0.85|0.0|0.0|93.45|0.0|1.0|5.0|-4.42|-6.7|1.0|-3.63|0.000237|0.0811|0.0|0.0|-0.03222|3.8492|1.83|3.8492|-1426.166503|595.67|981.89|322.11|475.72|0.7005|0.2597|-0.15985|-0.19207|0.03744829|-1426.024361|5.1815|0.81|6.0915|6.0915
23_a10|0.0|0|7.535296702|2.140123457|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|2|0.036666667|-0.031558374|1.981673861|-0.17741132|10.92966139|1|0.010662507|-0.207994181|-0.233801237|0.7338945809999999|0.800727358|0.706648116|1|0.915208645|-0.049653973|-0.072395864|-35.17017083|-51.27837225|72.17779806|0.084791355|60.05816353|-36.32074126|53.00900704|60.76548004|-1179.402562|-13.47382337|17.02048484|0.943867925|7034.375112000001|-835.377049|24.9903188|0.013394095|-370.018179|930.6293092|9.487107794|1.0|1.0|1.0|1.0|0.0|3.8|4.13|0.21|27.0|-9.84|5.11|5.81|56.07|2.99|2.0|0.0|139.11|0.0|1.0|6.0|-5.38|-5.93|1.0|-5.7|2e-06|0.000923|0.0|0.0|-53.0|3.8034|3.9|3.8034|-1470.1960279999998|768.3|1336.11|325.98|606.18|0.67647|0.2089|-0.15858|-0.21158|0.02986448|-1469.902562|4.8954|0.75|6.1249|6.1249
9r_a24|0.0|1|6.605297921|0.0|-0.134192489|-0.004640179|4.59511985|0.013567512|3|0.024179894|-0.17821765|0.0|-0.264490176|10.96129392|1|0.008722018|-0.2920573039999999|-0.3018627239999999|0.786430472|0.841805128|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|-0.082022572|-41.49802275|-54.99020696|71.31566881|0.158284162|106.1180928|-36.86695997|89.36724924|70.79264457|-934.8335183|-11.60626518|18.36822555|0.898988412|5501.824326|-626.7383196000001|28.13932796|0.02357068|-154.486433|670.2247423|15.80243761|1.0|1.0|1.0|1.0|1.0|3.53|3.04|0.22|23.0|-8.66|4.23|3.93|79.82|1.02|2.0|0.0|116.9|0.0|1.0|8.0|-4.02|-6.83|0.0|-4.06|8.77e-05|0.0351|0.0|0.0|-0.04313|4.4722|1.82|4.2877|-1294.486221|713.25|1199.71|277.23|616.11|0.6204|0.0029|-0.1676099999999999|-0.21074|0.03426339|-1294.263358|3.0322|11.0|7.9586|7.9586
14p_a23|0.0|0|7.423568444|3.3252287430000003|0.044380583|-0.005975594|5.351858133|0.006191846|2|0.045165485|0.041987653|0.733042138|-0.310730878|10.31321773|2|0.009266617|-0.131709531|-0.4510651779999999|0.708395022|0.8683808959999999|0.669357479|1|0.923455749|-0.063033628|-0.080784473|-42.52653933|-54.50240143|40.58186569|0.076544251|51.64167457|-36.77082544|84.65359899|67.36602512|-1090.0480289999998|-15.32117727|16.84664803|0.868927227|6696.264498|-735.4165088|30.21311441|0.0190667019999999|-339.5427625|646.2584547|12.86362369|0.0|0.0|1.0|1.0|1.0|3.48|3.28|0.04|26.0|-7.47|3.4|3.89|128.81|2.39|1.0|1.0|125.0|0.0|1.0|5.0|-5.68|-6.62|0.0|-4.9|1.27e-05|0.00554|0.0|0.0|-0.09046|3.5752|3.29|3.5752|-1722.181612|699.61|1191.08|346.79|573.24|0.6816|0.3802|-0.14774|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302|8.5302
12_a47|0.0|1|6.605297921|0.0|-0.155854903|-0.005522244|4.59511985|-0.078935336|2|0.036632997|0.001435849|1.555521837|-0.209845277|10.95005729|1|-0.004332024|-0.015039637|-0.326846977|0.6505449670000001|0.90246604|0.618808977|1|0.7840710409999999|-0.084846808|-0.091853238|-44.18983348|-47.83891561|63.89392714|0.2159289589999999|112.4599133|-24.91541818|0.0|61.09751253|-621.9059029|-9.25429818|13.52358352|0.920341815|4816.005822|-323.9004363|26.10271529|0.025457205|-188.2488142|335.1175012|13.25859692|1.0|1.0|0.0|1.0|2.0|2.73|1.67|0.0|21.0|-8.11|4.19|4.98|66.49|2.6|0.0|0.0|91.63|0.0|1.0|3.0|-4.51|-5.94|1.0|-4.56|2.77e-05|0.00943|0.0|0.0|-0.0623|4.2907|3.01|3.9538|-1488.101254|537.79|886.46|288.96|400.09|0.68557|0.2241|-0.1633|-0.2256|0.03721125|-1488.024564|3.5884|6.0|8.2|8.2
14c_a23|0.0|0|7.423568444|3.349976042|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.043538647|0.04174584|0.743546646|-0.296935034|10.31321813|2|0.009263715|-0.13187015|-0.4589840189999999|0.722187957|0.857184548|0.659570836|1|0.922935039|-0.0567889659999999|-0.0800086929999999|-37.73933093|-53.17009158|38.43627129|0.077064961|51.21382308|-35.33439343|81.41541733|64.05912299|-1063.401832|-15.0359121|14.49533577|0.8505592829999999|6755.962581999999|-706.6878684999999|28.88097191|0.016385474|-376.6791777|633.3278634|10.88903141|0.0|0.0|1.0|1.0|1.0|3.4|3.6|0.05|26.0|-7.99|4.0|4.67|105.02|3.51|2.0|1.0|125.29|0.0|1.0|5.0|-6.13|-6.03|0.0|-5.55|2.83e-06|0.00126|0.0|0.0|-0.0795299999999999|3.7031|4.1|3.7031|-2089.523959|693.64|1177.63|334.81|549.86|0.56781|356.0|-0.15143|-0.23096|0.02236136|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
4f_a46|0.0|0|7.825245291|2.190536659|-0.2265364489999999|-0.001035775|5.587248657999999|-0.001868546|2|0.045958333|-0.099507167|0.0|-0.053860324|10.96352592|1|0.011806162|-0.123416853|-0.150189733|0.6901151990000001|0.7796270059999999|0.69830739|0|0.934973206|-0.055836642|-0.0674830959999999|-30.29079362|-36.60887321|7.730129301|0.065026794|35.27635517|-19.85993046|56.50645576|42.21890747|-585.7419712999999|-6.484875252999999|9.828175385|0.7382488140000001|4661.569032|-317.7588874|15.73210412|0.010341277|-281.9234274|538.4165208|5.6100342670000005|1.0|1.0|1.0|1.0|0.0|3.88|3.16|0.38|17.0|-7.21|4.56|4.71|43.6|2.58|1.0|0.0|101.54|0.0|1.0|3.0|-4.38|-5.65|1.0|-4.58|2.62e-05|0.00872|0.0|0.0|-0.02947|4548.0|3.87|4548.0|-1033.550809|591.51|1020.33|272.61|493.53|0.69208|0.1719|-0.19079|-0.2202599999999999|0.02238723|-1033.36869|3.7419|183.0|6.7375|6.7375
5b_a50|0.0|0|7.927685046000001|4.190114953|-0.253064589|-0.00141071|5.82008293|-0.003549558|1|0.034845679|-0.052494624|2.473508677|-0.062071259|10.9325725|2|0.012290091|-0.175158017|-0.140506919|0.693611382|0.855527513|0.6642694929999999|1|0.958606481|-0.041157676|-0.061164973|-20.90908698|-31.07327358|6.656963127999999|0.041393519|21.02890062|-15.78596849|60.5565203|42.76068675|-435.0258302|-5.525088972000001|10.01036188|0.8058479690000001|4577.809819|-221.0035589|18.47246431|0.023005632|-90.17329003|409.0289917|11.68741316|1.0|1.0|0.0|1.0|0.0|3.37|2.91|0.1|20.0|-5.86|3.15|4.02|35.64|2.4|0.0|0.0|96.89|0.0|2.0|2.0|-3.48|-6.03|1.0|-4.19|6.47e-05|0.0202|0.0|0.0|-0.0256899999999999|5.6332|2.81|4.0222|-990.6114185|547.35|922.49|220.09|411.9|0.66968|0.1094|-0.16683|-0.19252|0.02651535|-990.487545|6.1284|12.23|4.9126|4.9126
27b_a34|0.0|0|7.412764017000001|2.013418486|-0.056026127|-0.010183855|5.351858133|-0.016803292|1|0.042739018|-0.106245942|0.0|-0.549928192|10.95430634|1|0.001228116|-0.322091086|-0.463926296|0.820914556|0.8299950709999999|0.770240631|0|0.783431788|-0.08757938|-0.109683855|-57.66200309|-72.21552354|150.83624440000003|0.2165682119999999|142.58786569999998|-47.54648562|540.9533124|87.24055613|-1227.6639|-16.16580511|15.39406063|0.687123753|6032.666081|-808.2902556|34.46979951|0.022820627|-279.5721769|627.4287311|15.02503259|1.0|1.0|1.0|1.0|1.0|3.54|3.66|0.12|23.0|-8.19|3.94|4.11|84.99|1.83|2.0|0.0|116.33|0.0|1.0|5.0|-5.23|-6.14|1.0|-4.96|1.1e-05|0.00449|0.0|0.0|-0.04121|4.8168|4.33|4.0935|-1350.055377|691.97|1174.68|257.4|577.39|0.70001|0.0252|-0.1652799999999999|-0.20649|0.03640275|-1349.873325|15.2147|0.65|6.1871|6.1871
12b_a50|0.0|0|7.927685046000001|4.058595679|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|1|0.034845679|-0.08032584|2.112397566|-0.125985651|10.94501743|2|0.011790103|-0.291865836|-0.246831987|0.699597776|0.8718949979999999|0.660148928|1|0.925916085|-0.045602469|-0.066155918|-22.92589265|-33.25880166|8.07905572|0.074083915|37.24447201|-16.72031641|86.49656508|47.12729492|-465.6232233|-6.002164865|10.05480253|0.756824707|4672.843578|-234.0844297|20.82911679|0.027586169|-73.59089223|388.171611|13.86849326|1.0|1.0|0.0|1.0|0.0|3.31|2.45|0.11|20.0|-5.49|2.59|3.42|48.53|2.02|0.0|0.0|94.69|0.0|2.0|2.0|-3.16|-6.44|1.0|-3.84|0.000144|45.0|0.0|0.0|-0.02974|4.7089|2.47|3.9305|-1006.664619|539.15|909.8|263.3|401.64|0.6581|0.0777|-0.16451|-0.19425|0.02307802|-1006.550688|5.6617|4.74|5.3242|5.3242
17b_a6|0.0|1|7.412764017000001|0.0|0.1012747369999999|-0.01272079|5.351858133|-0.0265090529999999|1|0.042739018|0.139594234|0.0|-0.6869226490000001|10.949638|1|-0.00194781|-0.180339002|-0.563310199|0.850080948|0.8370824240000001|0.8013954109999999|0|0.753949098|-0.095450984|-0.109195656|-62.63196368|-71.65078895|155.8689396|0.246050902|161.4509401|-47.0150166|557.7093661|84.71888279|-1361.36499|-17.86570631|16.46390151|0.834464855|5985.963521|-893.2853154999999|35.32951798|0.019915748|-355.2067434|627.4287311|13.06809384|1.0|1.0|1.0|1.0|2.0|3.53|2.89|0.12|23.0|-9.01|4.98|4.32|95.85|1.7|2.0|0.0|116.79|0.0|1.0|5.0|-5.81|-5.89|1.0|-5.17|6.69e-06|0.00274|0.0|0.0|-0.05736|3.5444|4.04|2.9964|-1350.102764|690.98|1168.62|349.8|575.2|0.7016100000000001|0.0033|-0.12545|-0.18281|0.02458322|-1349.892156|7.3188|153.0|6.8153|6.8153
41_a47|0.0|0|6.842683282|1.840145925|-0.225923786|-0.004083905|4.727387819|-0.072088843|3|0.042537538|-0.080388467|1.601942802|-0.187859623|10.98214139|1|0.0047106|-0.317014709|-0.276217719|0.62974551|0.900915114|0.609110565|1|0.823168463|-0.061101947|-0.0899793719999999|-34.50740631|-50.81597048|54.15850042|0.1768315369999999|99.86584673|-28.69838714|0.0|63.84353454|-711.4235867000001|-9.34366093|12.96444871|0.8084689140000001|5042.636398|-401.77742|25.33076615|0.023067788|-172.98086630000003|439.9906467|13.02756406|1.0|1.0|1.0|1.0|1.0|3.18|3.18|0.16|21.0|-7.47|3.34|4.52|68.52|1.75|0.0|0.0|99.09|0.0|1.0|4.0|-3.57|-6.66|1.0|-3.9|0.000125|0.0436|0.0|0.0|-0.05053|4.0167|2.41|3.7144|-1162.492089|603.1|995.43|308.67|471.9|0.68638|0.2504|-0.15208|-0.2026099999999999|0.02982752|-1162.342476|6.8546|0.01|8.0|8.0
12q_a36|0.0|1|7.412764017000001|0.0|-0.0543475329999999|-0.00761082|5.351858133|-0.043678703|2|0.042804233|0.068040097|0.0|-0.410984299|10.9598352|1|0.0010871589999999|-0.177407665|-0.441747876|0.8941919290000001|0.8839272779999999|0.8065052890000001|0|0.82911927|-0.07607684|-0.1060430969999999|-49.18227989|-68.5549152|82.68142965|0.17088073|110.4712541|-44.31949385|0.0|80.15866795|-1233.988474|-15.95501778|14.69971555|0.947876484|6040.52496|-797.7508892000001|32.10617123|0.017949083|-347.4093916|629.5017194000001|11.60375275|1.0|0.0|0.0|0.0|2.0|4.74|0.0|0.14|17.0|-7.18|3.35|2.54|69.2|2.51|1.0|0.0|128.76|0.0|1.0|5.0|-4.44|-6.49|1.0|-4.59|2.55e-05|0.0106|0.0|0.0|-0.05602|5.2375|3.79|3.8653|-1692.544456|683.51|1148.35|236.72|531.58|0.6863199999999999|0.3419|-0.1566|-0.2126199999999999|0.03415678|-1692.370918|6.4226|6.0|8.2218|8.2218
5f_a40|0.0|0|8.149890544|1.656591081|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0|0.042936508|-0.085493191|0.769837491|-0.293556526|10.31198329|2|0.000706205|0.18254908|-0.4644854879999999|0.7039183109999999|875.0|0.680674762|1|0.7414714309999999|-0.113521559|-0.10969397|-52.44868801|-50.68028366|222.1847349|0.258528569|119.4441339|-23.41506245|63.48466425|57.61052946|-608.163404|-8.780648419|11.20493646|0.938359946|3963.475837|-280.9807494|23.33651|0.015000038|-290.5093357|269.0442248|6.930245797|1.0|0.0|0.0|1.0|1.0|3.08|2.05|0.21|14.0|-3.69|2.94|2.68|101.52|1.29|0.0|2.0|78.56|0.0|3.0|3.0|-3.97|-6.47|1.0|-3.31|0.000491|0.14|0.0|0.0|-0.06227|3.8036|3.5|3.0611|-1232.983157|487.57|793.54|325.97|361.03|0.69727|0.0415|-0.13057|-0.19284|0.02389588|-1232.898044|7.6183|112.0|6.9508|6.9508
24_a47|0.0|0|6.86171134|1.225600378|0.0453435129999999|-0.010774404|4.727387819|-0.1160443999999999|2|0.039520202|0.0251322929999999|1.081401467|-0.484848181|10.95005721|1|-0.004514441|-0.2494728939999999|-0.540463145|0.662080166|0.875198713|0.627160379|1|0.7839491009999999|-0.075894947|-0.090995097|-42.71324947|-51.21152885|41.72753688|0.216050899|121.5922303|-28.82156035|47.170683|69.27912772|-768.1729327|-10.29341441|13.48797266|0.920079732|6022.202634|-432.3234052|29.90471672|0.032103375|-125.6197312|457.1122177|18.06759887|0.0|1.0|1.0|1.0|2.0|3.14|3.12|0.05|21.0|-7.63|2.78|4.64|84.73|2.86|1.0|0.0|104.73|0.0|1.0|5.0|-4.61|-6.48|1.0|-4.52|3.05e-05|0.0121|0.0|0.0|-0.06517|3.9675|4.46|3.9675|-1696.105723|578.94|1002.04|312.5|450.98|0.6835|0.2618|-0.16333|-0.2285|0.03414611|-1695.98597|3.6008|3.0|8.5|8.5
6b_a31|0.0|1|7.773594467000001|0.0|0.052690797|-0.016070861|5.733341277|-0.178758575|0|0.037803618|0.11647286|0.0|-0.787472195|10.31169819|2|-0.008439437|-0.004825446|-0.57983695|0.838789705|0.841537966|0.795570315|0|0.627853074|-0.12081047|-0.1284626569999999|-73.70779766|-78.37648097|159.79549319999998|0.372146926|227.0509355|-47.81835367|101.4993391|93.1058799|-1254.023695|-17.0020813|14.46878435|0.925676135|6099.567787|-765.0936586|37.35947255|0.024142162|-300.0775025|536.6368656000001|14.72939894|1.0|1.0|1.0|1.0|2.0|3.55|2.73|0.1|22.0|-7.33|5.19|4.0|131.36|1.36|1.0|0.0|109.69|0.0|1.0|4.0|-5.63|-6.5|1.0|-4.66|2.18e-05|0.00883|0.0|0.0|-0.05835|3.2949|4.61|3.2949|-1652.671944|637.06|1077.19|376.29|492.36|0.7013199999999999|0.4967|-0.13345|-0.1918|0.03623358|-1652.505041|8.8379|54.0|7.2676|7.2676
13a_a5|0.0|1|6.605297921|0.0|-0.154076582|-0.006081807|4.59511985|-0.033436214|2|0.023989899|-0.007871499|0.0|-0.328417593|10.94530369|1|0.003196482|-0.0569177229999999|-0.367284642|0.746303189|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|-57.31787843|-54.03141848|126.2663658|0.233249839|150.1663914|-34.78546088|39.93934134|72.13276165|-918.5341141|-11.59515363|15.89940424|0.854865353|5628.9694|-591.3528349999999|30.07803494|0.02811638|-127.2041084|620.5697596|18.10134317|1.0|1.0|1.0|1.0|2.0|3.07|2.46|0.13|23.0|-8.9|4.39|3.58|92.79|0.95|2.0|0.0|114.18|0.0|1.0|8.0|-3.77|-7.18|1.0|-3.74|0.000184|0.0734|0.0|0.0|-0.05534|4.6285|3.81|4.2107|-1313.167422|688.18|1160.81|267.87|567.51|0.50037|0.1992|-0.17364|-0.22898|0.04138695|-1312.968936|4.1671|91.0|7041.0|7041.0
16_a4|0.0|0|7.535296702|1.843196334|-0.219944434|-0.00228637|5.4161004020000005|-0.095499301|1|0.04501634|0.007101649|0.0|-0.089168424|10.94592242|1|0.006466406|-0.0513920109999999|-0.214481956|0.490768328|0.8366279120000001|0.482473457|0|0.7898461090000001|-0.073335635|-0.080093659|-36.11951685|-39.44800181|13.51923899|0.210153891|103.5057102|-19.42906425|74.430775|45.11883447|-591.7200271|-8.095443438|10.19502391|0.837568182|4520.2597670000005|-291.4359638|19.74465314|0.0115138339999999|-327.4903335|322.8922084|5.67083266|1.0|0.0|0.0|0.0|0.0|3.26|3.08|0.11|17.0|-6.36|4.49|4.96|30.71|3.44|1.0|0.0|85.02|0.0|1.0|2.0|-3.92|-5.64|1.0|-4.43|3.68e-05|0.0114|0.0|0.0|-0.03965|4511.0|4.05|4.2257|-1057.494456|515.68|856.55|274.85|407.99|0.54061|0.1006|-0.17375|-0.2134|0.01638524|-1057.429593|1.9873|343.0|6.4647|6.4647
A8301_a51|0.0|0|6.86171134|1.700610355|0.0245770529999999|-0.00449765|4.727387819|-0.028789626|2|0.039058957|0.078523314|1.987294898|-0.242873103|10.31321735|1|0.007083041|-0.0618359079999999|-0.4354420879999999|0.7595189840000001|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|-35.90764428|-50.67621589|36.55933899|0.065260105|42.37868986|-32.90818536|78.46116212|56.90163721|-1064.200534|-13.82143785|13.24988678|0.922911768|6401.6494600000005|-691.0718926|24.89475504|0.009586697|-461.0082758|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|1.0|3.49|3.5|0.04|27.0|-9.38|5.5|5.52|87.72|3.35|2.0|1.0|129.04|0.0|1.0|5.0|-6.6|-5.31|1.0|-5.93|1.17e-06|0.000495|0.0|0.0|||||||||||||||||12.0|7.9208|7.9208
27_a47|0.0|0|6.842683282|2.041063341|-0.160399235|-0.003631596|4.727387819|0.006768957|3|0.0304347829999999|-0.067535989|1.807806182|-0.207000956|10.95005714|1|0.002350172|-0.157688306|-0.280944221|0.6636125860000001|0.8517043879999999|0.634406338|1|0.846469886|-0.0630454209999999|-0.079484997|-40.35526807|-50.87821306|20.73428323|0.153530114|98.27436776|-32.56705871|3.180329084|63.02085767|-966.6860481|-11.67498331|13.50334344|0.906398657|6433.288104|-618.7741154|26.02898047|0.018969968|-256.9774086|682.9868225|12.14264461|1.0|1.0|0.0|1.0|2.0|3.37|3.52|0.26|21.0|-8.82|4.18|5.07|67.66|3.11|2.0|0.0|125.17|0.0|1.0|5.0|-4.81|-6.34|1.0|-5.05|8.89e-06|0.0038799999999999|0.0|0.0|-0.05814|4.9358|2.97|3.8125|-1778.1049670000002|673.27|1165.54|251.19|517.82|0.69381|0.1839|-0.1578|-0.21594|0.02633483|-1777.891054|5.2214|2512.0|5.6|5.6
12_a3|0.0|0|6.823286122000001|0.0|0.167987916|-0.009093383|4.727387819|-0.118456941|2|0.042795699|-0.120694579|2.07135708|-0.336455156|10.31163031|1|-0.0045709459999999|0.032450556|-0.604704476|0.899733837|0.784451598|0.841871246|1|0.829399708|-0.092838926|-0.096133903|-44.07517037|-45.63945658|239.2266101|0.170600292|80.99228663|-21.667278|76.23910943|52.16354015|-638.9523922000001|-8.921820355|10.50748861|0.864908294|4400.493202000001|-303.3418921|22.63041363|0.01374218|-313.7317211|330.4083896|6.524083564|1.0|1.0|1.0|1.0|1.0|3.2|2.17|0.0|21.0|-6.89|4.34|4.01|92.93|1.6|1.0|0.0|90.49|0.0|1.0|2.0|-5.68|-5.3|1.0|-4.84|1.44e-05|0.0044|0.0|0.0|-0.06361|3263.0|2.94|3263.0|-1272.152002|515.23|847.25|379.97|361.95|0.69784|0.5056|-0.13153|-0.19514|0.02620998|-1272.058487|3.1979|3548.0|5.45|5.45
