molecula|SddssS|NaaNH|SRW09|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|DPSA5|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14z_a23|0.0|0|7.423568444|3.305974434|0.08752343|-0.005892861|5.351858133|-0.024897956|2|0.04314059|0.038811869|0.729326158|-0.30053593|10.31321795|2|0.007229683|-0.125978901|-0.46459002|0.719722236|0.8668730109999999|0.64069202|1|0.925301102|-0.0582387179999999|-0.079754981|-40.56245532|-55.54823244|40.18308023|0.074698898|52.02674091|-38.68856944|79.960755|66.77741935|-1110.964649|-16.46322104|14.91419434|0.903664694|7285.13008|-773.7713888999999|30.08835522|0.01612263|-397.8390333|665.6233736|11.22918692|0.0|0.0|1.0|1.0|1.0|3.42|3.67|0.05|26.0|-8.57|4.64|5.32|105.02|3.99|2.0|1.0|130.3|0.0|1.0|5.0|-6.77|-5.8|0.0|-6.13|7.37e-07|0.000354|0.0|0.0|-0.08503|4032.0|4.73|3.6632|-2549.107748|715.41|1221.92|307.5|586.28|0.69913|0.2917|-0.15195|-0.23698|0.01238131|-2548.957384|7.9877|5.0|8.2941|8.2941
19i_a38|0.0|1|7.412764017000001|0.0|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.043197531|0.08414367|0.0|-0.4561702689999999|10.96052467|1|-0.004358975|-0.250781298|-0.430016467|0.653741315|0.892249657|0.632625562|0|0.747158407|-0.08347616|-0.113250303|-51.15830416|-69.40536597|137.7658863|0.252841593|154.953787|-42.53502816|10.71501217|82.98550237|-1249.2965869999998|-15.31261014|12.04523072|0.800346329|6744.7785650000005|-765.6305068|33.67721904|0.022159015|-296.5257022|593.6088758|13.5801364|1.0|1.0|1.0|1.0|3.0|4.8|2.88|0.14|17.0|-7.12|3.55|3.11|81.23|2.78|1.0|0.0|125.65|0.0|1.0|5.0|-4.25|-6.81|1.0|-4.33|4.67e-05|0.0196|0.0|0.0|-0.0564799999999999|5.7041|3.66|3.6129|-1431.415351|641.31|1101.03|217.36|457.26|0.69267|0.1886|-0.14872|-0.2052|0.03110827|-1431.239177|8.6365|13.0|7.9031|7.9031
18_a4|0.0|0|7.535296702|1.904090136|-0.181683336|-0.004533883|5.4161004020000005|-0.164169913|1|0.042924837|0.049240675|0.0|-0.181355303|10.94611841|1|0.00042|0.015390457|-0.319213511|0.624748358|0.8547339420000001|0.615655659|0|0.7755960390000001|-0.094231531|-0.085817825|-46.48874223|-42.33787448|203.5264327|0.224403961|110.7087804|-20.88721799|0.0|50.98777224|-635.0681172000001|-8.467791078|10.31843368|0.682329162|4381.693113|-313.3082699|22.30718562|0.0175331289999999|-265.85258480000005|337.0066459|8.649897756|0.0|1.0|0.0|0.0|1.0|3.32|2.56|0.11|17.0|-5.53|3.46|3.43|50.94|2.2|0.0|0.0|86.22|0.0|2.0|3.0|-2.95|-6.58|1.0|-3.51|0.000312|0.0959|0.0|0.0|-0.03538|4.5152|3.02|4.2045|-1033.480025|523.81|870.74|274.59|404.27|0.57777|0.1|-0.17345|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817|5.5817
27c_a34|0.0|0|7.412764017000001|1.996958431|0.02583752|-0.014036512|5.351858133|-0.1450543259999999|1|0.041728395|-0.08157574|0.0|-0.80008116|10.95447877|1|-0.004694534|-0.2077985889999999|-0.543350914|0.850511415|0.8353837409999999|0.804740647|0|0.631065353|-0.114233896|-0.12597014|-76.84420762|-84.73908278|176.7076265|0.368934647|248.17931940000005|-57.00328784|119.8660257|100.1948155|-1525.30349|-19.35960719|15.31184469|0.738272657|6308.331369|-1026.059181|38.98592708|0.022975949|-320.4669239|673.8038326000001|15.45573273|1.0|1.0|1.0|1.0|2.0|3.55|3.11|0.12|23.0|-7.67|3.11|3.34|104.29|1.71|1.0|0.0|119.71|0.0|1.0|6.0|-4.75|-6.85|1.0|-4.45|3.52e-05|0.0151|0.0|0.0|-0.03792|4277.0|5.23|3.9186|-1426.521813|709.72|1203.69|289.89|558.04|0.70336|0.0093|-0.1589|-0.19682|0.03913684|-1426.31053|9.6148|0.8|6.0969|6.0969
2_a47|0.0|0|0.0|0.0|-0.002024001|-0.008527649|0.0|-0.13117284|2|0.027058824|-0.004557357|1.454085483|-0.3581612489999999|10.93671092|0|-0.006079384|-0.0274111779999999|-0.444853768|0.916092248|0.728066943|0.875463345|1|0.847324011|-0.083455669|-0.095655954|-41.57671973|-47.65477123|99.5619537|0.152675989|76.06154148|-23.74109633|0.958043241|55.81329383|-714.8215685|-9.131190896|9.369924133|0.764993595|4559.060763|-356.116445|23.34938746|0.016376351|-283.9460863|392.6099255|8.158522603|1.0|1.0|0.0|1.0|2.0|2.58|2.54|0.0|22.0|-7.82|3.7|4.75|58.04|2.39|1.0|0.0|96.54|0.0|1.0|3.0|-5.46|-5.0|1.0|-5.11|7.75e-06|0.00243|0.0|0.0|-0.05285|3.7181|3.49|3.7181|-1010.540464|536.13|902.07|333.46|371.19|0.69102|0.2143|-0.15446|-0.20731|0.03544055|-1010.412694|3.1004|631.0|6.2|6.2
12_a1|0.0|1|7.423568444|0.0|-0.0455890429999999|-0.011221829|5.351858133|-0.02164054|1|0.036382114|0.076867966|0.0|-0.516204114|10.94945122|1|-0.001416381|-0.173618873|-0.487073772|0.8016064479999999|0.817998205|0.7534284040000001|0|0.765121385|-0.0964711209999999|-0.104724018|-55.99493147|-60.78517756|133.6600817|0.234878615|136.3310784|-35.28166588|477.1158679|74.99749378|-972.562841|-13.44063462|14.34104294|0.867391557|5468.378562|-564.5066541|31.95435864|0.024485753|-260.8074567|473.040639|14.21231622|1.0|1.0|1.0|1.0|1.0|3.29|2.72|0.05|23.0|-8.2|4.87|4.41|83.82|1.67|2.0|0.0|103.47|0.0|1.0|3.0|-4.98|-6.02|1.0|-4.75|1.77e-05|0.00649|0.0|0.0|-0.07042|3734.0|3.67|3.1744|-1216.12881|607.42|1018.84|332.04|482.51|0.69763|0.2821|-0.12874|-0.19916|0.0296752|-1215.975876|10.1801|2.95|5.5302|5.5302
17f_a50|0.0|0|7.934155233999999|4.305828452|-0.2208117919999999|-0.002205848|5.82008293|0.022892513|1|0.03135101|-0.167275895|2.187498662|-0.125733326|10.94501702|2|0.0129274519999999|-0.407467272|-0.204651539|0.758335704|0.8314734309999999|0.7241275009999999|1|0.911458734|-0.047333916|-0.074859564|-29.10566644|-46.03121141|6.382846132999999|0.088541266|54.44410182|-28.30463221|82.90209608|55.9791334|-874.5930167000001|-10.14694362|13.65716648|0.896702|5579.97966|-537.7880119|22.88344084|0.01617809|-271.9363523|652.6793116|9.947921993|1.0|1.0|1.0|1.0|0.0|3.81|2.97|0.26|20.0|-6.38|2.87|3.83|51.77|2.09|1.0|0.0|116.81|0.0|1.0|6.0|-3.58|-6.64|1.0|-4.12|7.57e-05|0.0291|0.0|0.0|-0.0336399999999999|4.0664|2.5|4.0664|-1219.2481369999998|653.63|1146.22|304.9|564.52|0.6573899999999999|0.1708|-0.16784|-0.20148|0.0276719|-1219.02507|8.312999999999999|398.0|6.4001|6.4001
8b_a50|0.0|1|7.860570786|2.021915391|-0.115740384|-0.0045301379999999|5.777652323|-0.009597908|1|0.035718954|-0.096039086|1.98971238|-0.1812055289999999|10.945024|2|0.007057361|-0.116174481|-0.332085641|0.753629415|0.8836675340000001|0.71043578|1|0.845349082|-0.072629787|-0.078068703|-34.79187329|-37.39727879|131.417573|0.154650918|74.08248511|-17.91443197|0.0|49.02840043|-523.561903|-6.966723542|9.26652151|0.75095166|4446.001554|-250.8020475|21.65129387|0.024280552|-164.5084115|339.5806858|11.63112165|1.0|1.0|0.0|1.0|1.0|3.21|1.69|0.06|20.0|-5.94|3.14|3.41|59.39|1.79|0.0|0.0|89.78|0.0|2.0|2.0|-3.44|-6.32|1.0|-3.81|0.000154|46.0|0.0|0.0|-0.02903|4.5256|2.11|4.1804|-967.3527447|515.81|857.53|273.96|353.17|0.59283|121.0|-0.1724099999999999|-0.20144|0.036701907|-967.258772|5.8205|68.0|7.1675|7.1675
15c_a10|0.0|0|7.535296702|2.154210861|-0.236118846|-0.002218445|5.4161004020000005|0.040869377|3|0.034807692|-0.06400528|2.063253638|-0.153072705|10.92970798|1|0.012271987|-0.35845963|-0.1742732839999999|0.7655272009999999|0.772328328|0.733973277|1|0.904458517|-0.046967376|-0.072537853|-32.5870313|-50.32840842|65.41494073|0.095541483|66.28884934|-34.91899195|136.2098503|66.5866765|-855.5829431|-9.275357237|15.6886947|0.8158976029999999|6673.826433|-593.6228632|25.30814911|0.023432886|-39.17102961|924.9341455|16.25826809|0.0|1.0|1.0|1.0|0.0|3.85|4.09|0.37|21.0|-7.79|3.77|2.97|59.31|1.74|1.0|0.0|141.96|0.0|1.0|6.0|-3.85|-6.99|0.0|-4.57|2.68e-05|0.0122|0.0|0.0|-0.04724|5.5913|2.2|3.6709|-1450.241475|762.21|1318.35|221.75|595.63|0.70511|0.0|-0.14739|-0.19463|-0.25919486|-1450.201574|4.8283|0.1|7.0|7.0
1_a1 (SKF-104365)|0.0|0|7.535296702|2.196347317|0.011230812|-0.006055958|5.4161004020000005|-0.01959813|1|0.0409444439999999|-0.091086986|0.0|-0.218014497|10.33812228|1|0.002250781|-0.300426726|-0.505981356|0.57031697|0.857919181|0.551667506|0|0.8131557509999999|-0.067997692|-0.081192283|-31.45099608|-37.55389489|6.658828587|0.186844249|86.42113499|-17.369816|63.42504103|46.32985169|-450.6467387|-6.316296726|9.042613965|0.71469847|4225.4765640000005|-208.4377919|19.24066156|0.018973797|-194.0267797|297.2783688|8.775956802|1.0|1.0|1.0|1.0|0.0|2.97|2.68|0.12|17.0|-6.0|3.93|4.28|56.01|2.52|0.0|0.0|81.72|0.0|1.0|2.0|-3.8|-6.01|1.0|-4.02|9.65e-05|0.0287|0.0|0.0|-0.03482|3.8901|3.45|3.8901|-1279.084677|491.18|809.96|318.72|358.09|0.70081|0.2178|-0.16142|-0.19624|0.02377006|-1279.017667|6.9338|1.6|5.7959|5.7959
7_a1|0.0|0|7.860570786|2.307091837|-0.055291895|-0.010040172|5.777652323|0.001018628|1|0.035718954|-0.048878707|0.0|-0.421687222|10.9513015|1|0.004950534|-0.391298966|-0.441054548|0.7795049279999999|0.862051935|0.729621031|0|0.710959153|-0.083362936|-0.098295453|-40.16416679|-47.35863598|111.9204437|0.289040847|139.2595474|-22.81733634|404.7836105|61.72628137|-568.3036318|-7.205474633|9.278054953|0.827584457|4519.238270000001|-273.8080361|24.78585294|0.029820838|-99.61948195|351.4191817|14.36764539|0.0|1.0|0.0|1.0|0.0|3.09|2.83|0.22|17.0|-5.64|3.43|3.29|49.17|1.6|0.0|0.0|85.88|0.0|2.0|2.0|-3.16|-6.4|1.0|-3.71|0.000195|0.0595|0.0|0.0|-0.02433|4.0504|2.76|4.0504|-1009.509475|515.2|864.85|306.1|365.53|0.69902|0.2961|-0.16734|-0.19167|0.02860499|-1009.398029|6.5936|0.46|6.3372|6.3372
12ac_a36|0.0|1|7.412764017000001|0.0|-0.050997272|-0.007639626|5.351858133|-0.073735973|2|0.042560386|0.03586247|0.0|-0.450737917|10.95345846|1|0.0018565629999999|-0.166354116|-0.433636165|0.8058720979999999|0.863165958|0.770400825|0|0.779673368|-0.080202334|-0.104391657|-55.68500110000001|-72.4798052|118.0445703|0.220326632|152.9742102|-50.32319912|20.70356046|86.51036063|-1377.116299|-17.38437788|14.63702516|0.801074136|6378.288017|-956.1407834|34.22211444|0.020208014|-321.66684580000003|716.9974499|14.03055543|1.0|0.0|0.0|0.0|2.0|4.86|0.0|0.17|17.0|-6.89|3.16|2.09|86.27|1.59|1.0|0.0|133.95|0.0|1.0|6.0|-3.81|-7.21|0.0|-3.95|0.000112|0.0476|0.0|0.0|-0.0527399999999999|3.8843|4.84|3.8594|-1385.606133|711.77|1200.61|319.2|554.84|0.56357|0.0249|-0.15675|-0.20949|0.03998989|-1385.382927|5.4387|13.0|7.8861|7.8861
4l_a46|0.0|0|7.825245291|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.255755434|10.94631401|1|0.006162668|0.010799648|-0.3888343979999999|0.7940662409999999|0.762625193|0.7936534740000001|0|0.892158627|-0.09094885|-0.085194597|-51.45056667|-48.19533497|177.7681018|0.107841373|61.00681586|-27.26452605|0.0|51.66342604|-867.5160294|-9.6227739|9.833034117|0.692930243|4865.794981|-490.7614689|19.25417715|0.006130523|-433.8429998|579.2365607|3.468091068|1.0|1.0|1.0|1.0|1.0|3.92|3.19|0.36|17.0|-7.0|4.64|5.02|50.94|3.06|1.0|0.0|105.77|0.0|1.0|3.0|-5.28|-5.23|1.0|-5.11|7.78e-06|0.0027|0.0|0.0|-0.01784|5.4011|4.99|4.4542|-1092.745692|612.39|1057.06|229.55|526.77|0.68584|0.1523|-0.18567|-0.20351|0.03506136|-1092.53932|3.7624|98.0|7.0088|7.0088
3m_a32|0.0|1|7.773594467000001|0.0|0.013867955|-0.006290106|5.733341277|-0.017268778|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|10.31100268|3|0.000822186|-0.086806406|-0.49476131|0.6943636479999999|0.872498916|0.6672533589999999|1|0.798023273|-0.084626325|-0.09390309|-50.60363458|-56.15082133|92.61088121|0.201976727|120.7751424|-33.57626169|0.0|67.1606709|-729.9606772999999|-9.699808932|13.31775015|0.882303773|5724.714257|-436.4914018999999|24.05057475|0.018412178|-208.6520032|554.9424306|11.00984957|1.0|0.0|1.0|1.0|1.0|3.51|2.93|0.3|19.0|-7.38|7.02|5.35|128.01|1.74|2.0|0.0|110.36|0.0|1.0|3.0|-5.94|-6.17|1.0|-4.86|1.39e-05|0.00547|0.0|0.0|-0.05731|3.5749|5.1|3.5749|-1863.502681|641.52|1073.31|346.82|484.34|0.7026600000000001|0.2952|-0.14835|-0.2056599999999999|0.0339106999999999|-1863.337677|8.0755|23.0|7.6383|7.6383
17a_a25|0.0|0|6.842683282|1.826085128|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|2|0.043274232|-0.017081614|2.008884939|-0.248224991|10.93106298|1|0.006423059|-0.07654898|-0.362222339|0.6741827509999999|0.8005589320000001|0.659740852|1|0.874586929|-0.06234901|-0.079378741|-44.46905084|-56.61512986|93.75234138|0.125413071|89.44809639|-40.379488|80.30332825|67.57985355|-1188.917727|-15.142307999999998|16.93624014|0.882500365|6250.571217000001|-847.969248|28.08362601|0.015373381|-365.1448527|781.7487682|10.96472369|1.0|1.0|1.0|1.0|1.0|3.48|3.47|0.11|27.0|-9.98|4.83|5.31|72.7|2.67|2.0|0.0|131.06|0.0|1.0|7.0|-5.12|-6.18|1.0|-5.13|7.44e-06|0.00323|0.0|0.0|-0.05255|5.2683|6.04|3.9347|-1391.625102|747.06|1271.9|235.34|598.67|0.6722|0.1735|-0.16304|-0.21559|0.0362293|-1391.385492|5.1401|25.0|7.6021|7.6021
21c _a23|0.0|0|7.525639975|3.311482916|0.178300778|-0.009944003|5.4161004020000005|-0.135572353|2|0.043130342|0.0645437059999999|0.731360766|-0.576752175|10.3132171|2|0.0035741379999999|-0.036896213|-0.596546056|0.7641222459999999|0.838980345|0.7301130229999999|1|0.790596437|-0.08365474|-0.098699133|-59.46209153|-70.15570019|323.3651097|0.209403563|148.8448086|-49.86692499|94.32302529|79.71722579|-1543.4254039999998|-20.31615463|16.83467928|0.881854988|7227.157398|-1097.07235|34.24804117|0.013451712|-475.6090385|762.0576580000001|9.5615256|0.0|0.0|1.0|1.0|2.0|3.68|3.11|0.08|26.0|-7.33|3.1|3.42|148.11|2.49|1.0|1.0|133.35|1.0|1.0|6.0|-5.63|-7.13|0.0|-4.72|1.92e-05|9.0|0.0|0.0|-0.07892|3.6649|4.47|3.6649|-1837.964768|747.88|1275.12|338.3|587.02|0.5885699999999999|0.3329999999999999|-0.15089|-0.22981|0.03257532|-1837.736174|8.3979|67.0|7.1752|7.1752
7d_a10|0.0|0|7.535296702|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|2|0.041369509|-0.042667459|1.591760572|-0.0845736919999999|10.929819300000002|1|0.008513576|-0.089622042|-0.2018053139999999|0.531023495|0.869684772|0.525816226|1|0.841052067|-0.059327943|-0.070901708|-31.47566249|-37.61597161|12.32220006|0.158947933|84.32774259|-19.95666068|89.87999909999999|45.08492005|-564.2395741|-6.961625817000001|11.82615475|0.938419104|5174.981962|-299.34991010000005|17.98535187|0.014078094|-243.607074|460.1866123|7.468948447000001|1.0|1.0|1.0|1.0|0.0|3.21|3.21|0.19|21.0|-7.83|4.92|4.97|43.6|3.04|1.0|0.0|100.04|0.0|1.0|2.0|-4.22|-5.83|1.0|-4.72|1.9e-05|0.00654|0.0|0.0|-0.05634|5.8433|3.49|3.8856|-1129.198363|574.87|970.29|212.18|417.68|0.68393|0.0941|-0.1633099999999999|-0.21965|0.02250617|-1129.0552810000002|3.4695|928.0|6.0325|6.0325
1g_a5|0.0|1|6.605297921|0.0|-0.203595168|-0.003919036|4.59511985|-0.010620031|2|0.027447447|-0.011534568|0.0|-0.172437603|10.94875199|1|0.006957291|-0.0178558139999999|-0.242737126|0.74740095|0.8393686990000001|0.717355058|0|0.8659209659999999|-0.070108797|-0.074361785|-37.59983870000001|-39.8807456|74.51397212|0.134079034|71.90752413|-21.388323|0.589719781|54.34919851|-598.211184|-7.824996219|13.83149499|0.891486942|4639.260975|-320.82484500000004|23.76563316|0.02697793|-122.2065919|422.96706330000006|14.46845291|1.0|1.0|1.0|1.0|1.0|2.79|2.12|0.05|23.0|-8.14|4.5|4.21|63.69|1.57|0.0|0.0|96.98|0.0|1.0|4.0|-4.03|-6.15|1.0|-4.2|6.29e-05|0.0206|0.0|0.0|-0.0393|4.7822|2.61|4.1733|-1065.846194|572.15|961.17|259.26|448.93|0.66164|0.0504|-0.17042|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393|6.9393
3c_a49|0.0|0|7.535296702|2.108416128|0.034009672|-0.004876919|5.4161004020000005|-0.016347266|2|0.036335697|-0.04696024|1.879769411|-0.248722888|10.92976555|1|0.006470561|-0.101919761|-0.384874446|0.666785606|0.8605470759999999|0.64702083|1|0.7963363840000001|-0.071786669|-0.074135885|-41.0524769|-42.3959176|89.34479838|0.203663616|116.4686425|-24.24485565|77.29181095|54.85343388|-678.3346816000001|-8.253567879|12.60874968|0.919925763|5544.351498|-387.9176903|22.64931248|0.021783913|-156.9462939|542.7276591|12.45751629|0.0|1.0|1.0|1.0|1.0|3.18|2.67|0.18|21.0|-7.54|3.63|3.87|72.7|1.84|1.0|0.0|109.43|0.0|1.0|4.0|-3.45|-6.93|1.0|-3.86|0.000137|0.0505|0.0|0.0|-0.0606|5.1584|3.99|3842.0|-1198.668772|613.33|1046.53|240.36|456.22|0.6692100000000001|0.0729|-0.15853|-0.21913|0.03394942|-1198.484646|3.7789|87.0|7.0605|7.0605
21_a10|0.0|0|7.535296702|2.093218896|0.036507898|-0.009308076|5.4161004020000005|-0.085463279|2|0.035818182|-0.032405474|1.817620533|-0.549176498|10.92966143|1|0.002099681|-0.03765494|-0.4636733179999999|0.7135035209999999|0.81962595|0.68876002|1|0.7747854129999999|-0.091053776|-0.084654798|-64.32920271|-59.80834512|240.7558768|0.225214587|159.11338909999998|-42.25440548|74.3822498|75.80259699|-1255.975247|-16.4322688|13.78215169|0.643072426|7048.414464|-887.342515|33.03306591|0.022638817|-288.401376|746.5727327999999|15.99425187|1.0|1.0|1.0|0.0|1.0|3.5|3.17|0.11|27.0|-8.71|4.47|5.6|90.13|2.81|2.0|0.0|128.59|0.0|1.0|5.0|-5.77|-6.07|0.0|-5.51|3.12e-06|0.0014|0.0|0.0|-0.06082|5.9596|5.57|3.8599|-1485.499561|716.1|1225.01|208.04|517.44|0.68165|0.1489|-0.16178|-0.2226|0.03802869|-1485.278495|1.1872|4.8|5.3188|5.3188
2_a3|0.0|0|6.823286122000001|0.0|0.176032668|-0.008422099|4.727387819|-0.09743592|2|0.034166667|-0.103423993|2.058239271|-0.311617665|10.31162302|1|-0.0045709459999999|0.032450556|-0.568019422|0.899733837|0.8401405609999999|0.841871246|1|0.750206578|-0.104577702|-0.09392632|-49.07072207|-44.07280196|228.178656|0.249793422|117.2099151|-20.68016573|74.89956423|53.05538527|-528.8736235|-7.298882022000001|9.016533738|0.845708123|4446.904467|-248.1619888|21.36736636|0.019143348|-213.9529255|330.4083896|8.982583312000001|1.0|1.0|1.0|1.0|1.0|2.97|2.22|0.0|21.0|-6.89|4.34|4.01|92.93|1.6|0.0|0.0|90.49|0.0|1.0|2.0|-4.75|-5.93|1.0|-4.27|5.33e-05|0.0162|0.0|0.0|-0.06423|5.4397|1.97|3.3354|-1272.143337|503.34|841.85|227.92|340.69|0.69543|0.0962|-0.14605|-0.21028|0.02925101|-1272.04778|5.4999|3981.0|5.4|5.4
13b_a50|0.0|0|7.934155233999999|4.253030728|-0.067327798|-0.003876697|5.82008293|0.010464577|2|0.032833333|-0.0204949039999999|2.117002752|-0.263615417|10.94500743|2|0.011379776|-0.269353185|-0.319215353|0.749187803|0.828965118|0.71935296|1|0.906164013|-0.051509874|-0.080785633|-36.81915624|-57.74541064|104.0753113|0.093835987|67.07377798|-41.27630533|150.45293569999998|70.09526468|-1212.6536230000002|-13.75876844|16.75483549|0.7609056040000001|6639.077063000001|-866.8024118999999|27.48170624|0.017277404|-286.5057775|900.2031356000001|12.34985404|1.0|1.0|1.0|1.0|0.0|4.78|4.17|0.37|20.0|-7.23|4.24|5.12|66.99|2.52|2.0|0.0|133.36|0.0|1.0|7.0|-5.02|-6.3|0.0|-5.1|7.92e-06|0.00361|0.0|0.0|-0.02606|4.2315|3.63|4.1161|-1470.401544|780.4|1339.39|293.0|617.26|0.63872|0.1553|-0.1701599999999999|-0.19622|0.03156473|1470.104535|7.1645|1.83|5.7375|5.7375
12a_a5|0.0|1|7.139660336|0.0|-0.256282289|-0.00166971|5.209486153|0.043132749|2|0.023108466|-0.0036987359999999|0.0|-0.09350376|10.94553751|1|0.008649556|-0.093973419|-0.175245466|0.762866363|0.829536345|0.741588813|0|0.894590896|-0.058605038|-0.067680123|-36.01436435|-41.59124655|13.74268646|0.105409104|64.77671525|-25.55893402|0.0|50.40529807|-831.8249311000001|-9.830359239|16.12184989|0.844187448|5294.775577|-511.1786804|21.42066499|0.014342828|-303.31208710000004|650.3600841|8.814051518|0.0|1.0|1.0|1.0|1.0|3.06|2.96|0.21|23.0|-8.83|5.12|4.26|57.7|2.17|1.0|0.0|119.38|0.0|1.0|5.0|-4.27|-6.23|0.0|-4.59|2.56e-05|0.00977|0.0|0.0|-0.04076|4.6865|2.91|4.1610000000000005|-1202.02622|667.31|1140.24|264.55|508.81|0.67169|0.0296|-0.17152|-0.21228|0.03567816|-1201.8082029999998|3.9457|19.0|7.7212|7.7212
4R4k_a46|0.0|0|7.825245291|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|10.94631314|1|0.006050983|0.012963356|-0.3860697829999999|0.78837943|0.787615341|0.784722915|0|0.890625164|-0.089699228|-0.085931818|-47.73036108|-45.72566346|173.3171354|0.109374836|58.20005971|-24.33134018|0.0|49.58292992|-777.3362788|-8.617349646000001|10.33328154|0.871222588|4711.736397|-413.632783|18.68565706|0.007248925|-390.2334878|519.5743695|3.857266463|1.0|1.0|0.0|1.0|1.0|3.8|3.12|0.33|17.0|-6.61|4.26|4.77|50.94|2.84|1.0|0.0|100.96|0.0|1.0|2.0|-4.82|-5.46|1.0|-4.83|1.4800000000000002e-05|0.0049299999999999|0.0|0.0|-0.02045|5.2965|4.52|4.1392|-1053.439174|565.94|994.13|234.09|490.83|0.68404|0.1008|-0.17484|-0.19529|0.0257622|-1053.254911|1.9753|97.0|7.0132|7.0132
8e_a8|0.0|1|7.05012252|1.311619189|-0.018155171|-0.010579355|4.844187086|-0.205927741|0|0.0427891159999999|-0.000766016|0.0|-0.539547088|10.94332438|1|-0.004224671|0.183313231|-0.475941912|0.650073857|0.7742101929999999|0.636205913|0|0.661490276|-0.115572516|-0.105450888|-70.49962428|-64.32539698|106.0087621|0.338509724|206.4920729|-39.238709|76.40535608|75.57562034|-1286.50794|-16.34946208|14.52755918|0.935150832|6095.6213210000005|-784.77418|33.36487904|0.0184428869999999|-370.0368722|561.882658|11.25022336|0.0|0.0|1.0|0.0|2.0|3.2|2.98|0.04|23.0|-7.78|4.33|4.17|90.11|3.4|2.0|0.0|111.81|0.0|1.0|5.0|-5.27|-6.14|0.0|-4.9|1.25e-05|0.00504|0.0|0.0|-0.06253|4.6303|7.22|3.2737|-1376.957298|639.38|1090.07|267.77|526.86|0.7013|0.1671|-0.13719|-0.19972|0.03298991|-1376.766245|7.7951|19.89|4.7014|4.7014
8a_a50|0.0|1|7.860570786|2.03117465|-0.0737162059999999|-0.00439531|5.777652323|-0.021959577|1|0.03904321|-0.0224366579999999|1.99158738|-0.188998337|10.94501357|2|0.007801731|-0.11385159|-0.352654037|0.75162266|0.8718949979999999|0.7135713840000001|1|0.860876738|-0.069208148|-0.08230347|-34.88425666|-41.48493288|133.8183888|0.139123262|70.12485884|-20.91041439|0.0|50.06249379|-622.2739931|-8.042467074|10.69309012|0.858162757|4638.284496|-313.6562159|21.23424244|0.017017336|-253.4513797|388.171611|8.577560914|1.0|1.0|0.0|1.0|1.0|3.34|2.01|0.11|20.0|-6.32|3.63|3.71|59.39|2.02|0.0|0.0|94.75|0.0|1.0|2.0|-3.86|-6.12|1.0|-4.13|7.48e-05|0.0234|0.0|0.0|-0.0280699999999999|5.622000000000001|2.69|4.1738|-1006.671867|548.47|912.7|220.53|396.63|0.60625|0.1217|-0.17244|-0.20051|0.03479985|-1006.557694|5.5319|47.0|7.3279|7.3279
