molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|n5aRing|n5aHRing|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|GRAVp|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
19h_a38|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.088176988|-0.007781653|5.351858133|-0.082283951|2|0.042622739|0.14165187|0.0|1|1|-0.217394466|-0.420225236|1|0.724208473|-0.121374121|0.8741648479999999|0|-0.109986804|0.3263113569999999|-48.43313101|-64.79649453|12.51014765|132.7728693|-0.03959525|-38.17354026|7.370099699|0.0|0.75379331|76.70128100000001|2774.611523|-1166.336902|-13.74247449|12.98143834|0.903301693|6253.901215|145.047677|-687.1237247|-299.0343596|595.8790650000001|11.90478646|1.0|4.8|0.14|17.0|3.13|2.55|2.4|0.0|1.0|5.0|30.0|-6.77|0.0|0.0|1.0|2.66|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|1.4e-07|-0.05708|3.7384|3.5358|626.65|1092.17|350.65|0.2355|331.65|452.01|0.68472|0.69012|-1331.941646|88.0|-0.1467099999999999|6.9749|-0.20379|0.03396934|9.0777|8.0348
47c_a18|0.0|0|0.0|0|7.03438793|1|1|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|0|0.032688172|0.047739847|0.0|0|0|-0.320309303|-0.455055055|0|0.784328127|0.050944273|0.7912974190000001|0|-0.094000037|0.246894346|-57.54296759|-75.57063623|12.75381432|150.4485025|-0.0321917939999999|-60.75445536|10.25333491|103.416376|0.7489981509999999|88.76073429|3228.879782|-1889.265906|-20.80632033|18.73268473|0.958059115|7527.530240999999|201.7910841|-1518.861384|-400.3604527|1167.054827|13.19009806|1.0|4.61|0.3|18.0|2.84|2.87|2.41|1.0|1.0|12.0|38.0|-6.61|0.0|0.0|0.0|2.42|-5.09|1.84e-06|0.000947|8.12e-06|3.98|1.0|6.67e-10|-0.0449|3.1096|3.1096|850.89|1505.09|398.71|0.5869|398.71|790.07|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|-0.12841|3.3075|-0.17331|0.03115159|3.8573|8.5229
47i_a18|0.0|0|0.0|0|7.03438793|1|1|0.0|0.053794607|-0.006882626|4.844187086|-0.066917145|0|0.037484277|-0.037689885|0.0|0|0|-0.162274487|-0.499939719|0|0.742536498|-0.068524374|0.7842882870000001|0|-0.089609068|0.279553995|-54.34379065|-62.41153158|6.787641686000001|137.1555392|-0.035256027|-43.46880696|4.727502734|82.81385171|0.8608685909999999|68.954317|2795.907966|-1497.876758|-17.10248143|18.67881257|0.951017454|6353.6617320000005|96.90318745|-1043.251367|-502.6804099|855.7438937000001|6.542785417999999|1.0|4.05|0.22|18.0|3.28|2.8|2.74|0.0|1.0|8.0|33.0|-6.36|0.0|0.0|1.0|2.5|-4.78|6.58e-06|0.0029|1.67e-05|3.7|0.0|1.04e-09|-0.05062|3.2321|3.2321|744.95|1297.7|383.61|0.5085|383.61|664.78|0.69175|0.69175|-1415.875678|0.5085|-0.13237|2.7749|-0.18299|0.02671774|3.5235|7.7212
14r_a23|0.0|1|0.0|2|7.423568444|0|0|3.201732471|-0.009140243|-0.006323791|5.351858133|-0.06921746|2|0.045277778|0.014148395|0.7087588690000001|2|2|-0.17267308|-0.454010253|2|0.616699629|-0.1050445769999999|0.846632079|1|-0.085881409|0.375360556|-40.32463891|-55.30494931|12.35476415|86.14846171|-0.03654528|-35.61466281|7.956082857|55.62948521|0.7882228370000001|66.31173073|2945.137191|-1106.098986|-15.15517566|14.15357616|0.873329024|6744.848704999999|136.37788909999998|-712.2932561000001|-371.2130393|599.5697147999999|11.00678143|0.0|3.47|0.05|26.0|3.78|4.58|3.4|0.0|1.0|5.0|31.0|-6.31|0.0|0.0|0.0|3.7|-5.11|2.66e-06|0.00114|7.73e-06|3.68|0.0|2.14e-08|-0.06842|5.9406|3.1797|678.08|1145.51|389.92|0.2346|208.71|513.71|0.30482|0.68115|-1728.924789|0.0008|-0.15536|6.2620000000000005|-0.22378|0.02296354|8.8722|8.2684
12d_a40|0.0|0|0.0|1|7.515889085|0|0|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0|0.043185185|0.209157499|0.794852923|2|2|0.224167029|-0.552689736|0|0.809398262|-0.254735308|0.845904643|1|-0.091630294|0.0913543|-50.68561427|-48.54239742|6.204226377|84.53363343|-0.038873458|-25.71599691|3.286773518|60.80168183|0.844283549|55.13932669|2270.596857|-679.5935638999999|-10.90981687|14.88744155|0.8899787840000001|5101.479206|82.49291335|-360.0239567|-364.7778083|350.9435025|6.596929268999999|1.0|3.23|0.0|20.0|4.59|5.02|3.76|0.0|1.0|2.0|23.0|-5.13|0.0|0.0|1.0|4.21|-5.58|5.58e-07|0.0002009999999999|2.61e-06|4.75|0.0|1.44e-07|-0.07765|4.3959|2.7962|552.57|910.58|443.4|0.2584|282.05|435.41|0.55983|0.70435|-2153.071733|115.0|-0.11604|1.2683|-0.19369|0.0164339|1.9961|7.7212
12e_a40|0.0|0|0.0|1|7.515889085|0|0|1.6315143930000002|0.061944605|-0.015461694|5.4161004020000005|-0.262526337|0|0.04020202|0.174870826|0.665270062|2|2|0.172778196|-0.520457262|0|0.889386453|-0.279310345|0.858770467|1|-0.122830115|0.284429447|-71.78145688|-66.68049019|8.195398107|119.4966772|-0.048387621|-36.19867792|4.4490161310000005|0.0|0.790818822|78.14505956|2391.0322170000004|-866.8463724999999|-14.26008524|15.75963228|0.966435355|5478.52313|113.5576846|-470.5828129|-315.75223450000004|348.3847394|11.46456937|1.0|3.27|0.0|20.0|4.34|4.84|2.93|0.0|1.0|2.0|24.0|-5.26|0.0|0.0|1.0|3.98|-5.64|2.98e-07|0.000113|2.27e-06|4.72|0.0|9.14e-07|-0.07296|4.3236|3.0253|552.91|918.38|409.82|0.4494|286.76|445.12|0.6826|0.70157|-2248.154966|284.0|-0.12616|2.5946|-0.19912|0.03272669|3.7268|5.9318
14u_a23|0.0|1|0.0|2|7.423568444|0|0|3.357982471|-0.066969083|-0.007017844|5.351858133|-0.025360103|2|0.043321995|0.050530143|0.743634137|2|2|-0.199540201|-0.4086345999999999|2|0.756252127|-0.094773814|0.845160857|1|-0.086465795|0.445665682|-36.90928915|-57.75236052|16.97420126|60.27663131|-0.033908155|-38.57404134|11.3374334|50.47632596|0.702868983|73.50348823|3015.478095|-1155.04721|-15.12707504|14.12094979|0.910165272|6913.009783|198.4601847|-771.4808267999999|-271.0010972|683.7405759|15.75112771|0.0|3.59|0.09|26.0|3.42|4.03|2.72|0.0|1.0|6.0|32.0|-6.47|0.0|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|9.57e-06|3.55|0.0|3.11e-08|-0.0618299999999999|4.0409|3.1819|712.54|1214.4|389.66|0.2253|306.82|549.0|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.1543|5.9743|-0.21613|0.0237199999999999|8.1549|8.2449
3h_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|0.01077056|-0.005281944|5.733341277|-0.008243901|0|0.037731481|0.014517903|2.243113495|3|3|-0.122769653|-0.531669815|0|0.84279263|-0.2|0.834881529|1|-0.0882883959999999|0.30907784|-44.97387528|-55.27575363|6.98327435|75.87946135|-0.027590124|-34.60714056|4.372100625|0.0|0.7734940029999999|62.63332945|2398.020434|-829.1363044|-10.81473143|13.71739929|0.692036677|5187.525619|141.8112711|-519.1071084|-342.4592076|593.0848817000001|7.357575822|1.0|3.65|0.35|19.0|8.11|6.24|2.64|0.0|1.0|7.0|26.0|-4.29|1.0|0.0|1.0|5.4|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|6.12|0.0|3.37e-09|-0.05318|3.5552|3.5552|676.22|1127.45|348.74|0.2926|348.74|578.86|0.70257|0.70257|-1790.440663|0.2926|-0.1474099999999999|3.5952|-0.20059|0.02690554|5.8749|8.1549
8d_a8|0.0|0|0.0|1|7.05012252|0|0|1.41693287|-0.12349902|-0.0111144189999999|4.844187086|-0.155313194|1|0.042323232|0.071729931|0.0|1|1|0.025642021|-0.4385133129999999|1|0.76211539|-0.179357354|0.804372443|0|-0.103150936|0.377028311|-69.95878302|-67.26951954|18.28507531|200.0182229|-0.03820405|-43.86958028|11.92454747|92.49576602|0.675359878|86.29065071|2863.968296|-1345.390391|-16.2479927|14.52777156|0.935013517|6596.888351|211.7129122|-877.3916055999999|-228.7206541|682.0472537|19.02113117|0.0|3.61|0.12|23.0|3.93|3.32|1.92|0.0|1.0|6.0|32.0|-6.87|0.0|0.0|0.0|3.0|-4.47|1.24e-05|0.00533|3.4200000000000005e-05|2.89|0.0|2.38e-08|-0.0600299999999999|4.6765|3.2963|690.78|1185.65|376.13|0.3|265.12|572.21|0.62361|0.70165|-1447.2928029999998|0.1879|-0.13754|6.0111|-0.19757|0.03604461|7.5674|4.7303
4_a47|0.0|0|0.0|0|0.0|0|0|0.0|0.004633887|-0.008204735|0.0|-0.121159855|2|0.038479532|-0.158636969|1.42341819|0|0|-0.027355932|-0.462831711|2|0.893350891|0.019305509|0.84420422|1|-0.092556319|0.444849947|-42.46254967|-50.35610033|4.22896799|68.44214684|-0.03525955|-27.39669054|2.300808176|0.0|0.806604393|57.78603076|2306.463316|-805.6976052|-10.43683449|10.818777699999998|0.67265584|5254.939281|105.2186243|-438.3470487|-333.62177030000004|471.7712484|7.429930428|1.0|2.75|0.05|22.0|4.83|5.71|3.1|0.0|1.0|3.0|26.0|-4.99|0.0|0.0|1.0|4.32|-5.64|1.21e-06|0.0004379999999999|2.31e-06|4.96|0.0|1.61e-09|-0.05606|5.7708|3.73|576.9|988.42|332.4|0.2304|214.85|432.89|0.45947|0.69157|-1509.262887|0.2221|-0.1547|4.2607|-0.21076|0.03342033|5.4892|7.5
6e_a40|0.0|0|0.0|1|8.421342866|1|2|1.75595616|0.128035402|-0.0148450439999999|6.401917197|-0.074872854|0|0.039160494|-0.15110197|0.744550501|2|2|-0.037027769|-0.6319354389999999|0|0.685858263|-0.289988439|0.8988141140000001|1|-0.1164147119999999|0.376602018|-70.52033811|-76.50178121|10.43262695|166.7812216|-0.04873174|-50.27304895|6.85578763|35.33106374|0.866991176|84.95203628|3075.060648|-1377.032062|-21.04453212|12.49434084|0.791830204|7585.605268000001|87.40658058|-904.9148811|-482.3355765|587.7345677999999|8.450255075|1.0|3.98|0.21|14.0|5.02|3.72|2.12|1.0|2.0|5.0|30.0|-6.09|1.0|0.0|1.0|3.68|-5.58|1.74e-08|8.31e-06|2.6e-06|4.4|0.0|2.35e-05|-0.09682|2.9549|2.9549|671.95|1149.77|419.59|0.3625|419.59|537.07|0.67187|0.67187|-2830.986514|0.3625|-0.1195799999999999|8.3311|-0.2164|0.03482243|11.5248|7.7447
1a_a18 (SB-431542)|0.0|0|0.0|0|7.423568444|1|1|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|1|1|-0.033765606|-0.567791164|1|0.838928085|-0.083341531|0.805877431|0|-0.122555709|0.210046675|-74.98172333|-72.69619778|19.58668728|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|87.15852628|2678.82389|-1235.8353619999998|-16.29019397|14.26170773|0.895533283|5748.422847|146.3942108|-733.0587287000001|-300.3801761|513.4628663999999|14.4623285|1.0|3.25|0.05|23.0|4.04|3.63|1.54|0.0|1.0|4.0|29.0|-6.73|0.0|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|2.7|0.0|2.03e-08|-0.05971|3.8208|3295.0|620.23|1048.7|376.27|0.5767|324.5|464.08|0.55409|0.69868|-1292.358966|0.3347|-0.13329|5.9926|-193.0|0.03494548|8.8609|6.9031
7g_a8|0.0|0|0.0|1|7.535296702|1|1|1.336155045|-0.092384028|-0.01002363|5.4161004020000005|-0.067360394|0|0.0448526079999999|-0.030968098|0.0|1|1|0.046246982|-0.418049442|0|0.627990269|-0.044866536|0.79995525|0|-0.1122315669999999|0.306360885|-64.55562181|-67.26263865|19.08352484|180.1699331|-0.045912914|-40.31185423|11.43714084|56.75323443|0.806738465|78.41805331|2802.2242920000003|-1210.7274960000002|-16.4912131|14.3346384|0.8889952590000001|6293.364606|115.825531|-725.6133762000001|-367.6690814|509.2753308|11.15541466|1.0|3.29|0.04|23.0|4.94|4.66|3.4|0.0|1.0|3.0|30.0|-5.63|0.0|0.0|1.0|4.14|-5.44|1.67e-06|0.000667|3.59e-06|4.38|0.0|1.23e-08|-0.06621|3.7874|3.7874|620.67|1053.9|327.36|0.5165|327.36|507.78|0.62073|0.62073|-1374.291597|0.5165|-0.15508|10.1546|-0.22129|0.03974865|12.9547|4.6772
11a_a31|0.0|0|0.0|0|7.773594467000001|1|1|0.0|-0.045290366|-0.02376325|5.733341277|-0.259732443|0|0.044949495|-0.087576474|0.0|2|2|-0.1829166189999999|-0.563537536|0|0.861302755|-0.030335912|0.910334509|0|-0.161027639|0.271818874|-76.64827023|-81.26889906|20.91187076|259.0291941|-0.056833284|-41.01552988|10.55399384|71.03772901|0.735254945|97.23036756|2288.9694010000003|-975.2267888|-14.47606937|10.5643234|0.8241360790000001|4940.657452|133.6139513|-492.1863586|-237.4612264|302.14325319999995|15.96146849|0.0|3.26|0.13|16.0|3.93|2.94|0.57|0.0|2.0|3.0|23.0|-6.51|0.0|0.0|1.0|2.42|-3.79|1.5399999999999998e-05|0.00506|0.000161|2.53|0.0|2.22e-05|-0.05074|3.8042|3.8042|529.63|860.74|325.92|0.2797|325.92|407.76|0.69222|0.69222|-1441.327731|0.2797|-0.15515|6.4691|-0.20589|0.04099365|8.9667|6.7212
11b_a50|0.0|1|0.0|2|7.927685046000001|1|1|4.071188272|-0.154649459|-0.002908227|5.82008293|-0.014702942|1|0.038040936|-0.007722567|2.114272566|2|2|-0.277408878|-0.266743077|1|0.701976536|-0.20645662|0.862408925|1|-0.069841183|0.229754094|-23.23499995|-36.43643854|10.1501574|35.832562100000004|-0.02494328|-19.0090431|5.295379767|86.04123302|0.642051995|47.72173991|2286.724895|-546.5465781|-6.788943965|9.979494111|0.751545111|4884.730303|186.7429782|-285.1356465|-148.2182458|439.9973344|11.28530137|0.0|3.44|0.15|20.0|3.09|3.73|2.25|0.0|2.0|2.0|25.0|-6.24|0.0|1.0|1.0|2.96|-4.16|0.000263|0.0862|6.97e-05|2.9|0.0|1.35e-06|-0.02817|4.6471|3.9863|560.06|955.4|311.03|195.0|266.8|431.63|0.53885|0.64477|-1045.798634|0.0711|-0.16684|2.7805|-0.19501|0.02113855|3.7922|5.7696
7c_a10|0.0|0|0.0|1|7.535296702|1|1|2.1219657030000003|-0.152261681|-0.00375251|5.4161004020000005|0.012145872|2|0.039433962|-0.1122332619999999|1.798334646|1|1|-0.191576261|-0.215874011|2|0.725146704|-0.105104647|0.84177174|1|-0.0876410609999999|0.487148112|-29.66615908|-51.2378943|16.04055193|54.79389751|-0.0223398779999999|-29.95538587|9.377842892|58.07647902|0.52630639|67.01436709|2616.8970870000003|-666.0926258|-7.635686595|12.58937144|0.8781281320000001|6034.895823|276.93712|-389.4200163|-30.75918962|611.4957509|15.7764728|1.0|3.48|0.26|21.0|4.59|4.43|1.99|0.0|1.0|4.0|29.0|-6.2|0.0|1.0|1.0|3.59|-4.69|3.59e-05|0.0139|2.05e-05|3.46|0.0|1.66e-08|-0.04004|5.4267|3.8357|635.47|1102.43|323.24|0.4049|228.47|488.89|0.41348|0.68708|-1258.744382|0.0921|-0.16055|3.9465|-0.20059|0.02659395|5.0714|5.4191
12ax_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.0943348109999999|-0.007681676|5.351858133|-0.040458296|2|0.043383838|0.075802407|0.0|1|1|-0.1716508239999999|-0.440372791|1|0.884841888|-0.056676035|0.892249657|0|-0.107815607|0.375647684|-49.32384393|-72.11700812|12.79462904|102.4490387|-0.038813619|-48.23849712|8.558226304|1.236876307|0.7648530440000001|84.58859134|2926.929456|-1298.106146|-17.36585896|14.78635841|0.955040697|6741.969187999999|157.28794140000002|-868.2929481000001|-354.3162187|661.6709012|12.47158322|1.0|4.74|0.14|17.0|3.99|3.19|2.99|0.0|1.0|5.0|31.0|-6.26|0.0|1.0|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|1.74e-08|-0.05596|5.2372|3.8889|699.67|1182.31|318.82|0.5236|236.74|552.0|0.39564|0.69348|-2151.910753|0.4167|-0.15728|4.5001|-0.21324|0.03044421|6.0402|7.9208
12bi_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.088734077|-0.00902707|5.351858133|-0.043740597|2|0.043854875|0.03474497|0.0|1|1|-0.289604649|-0.37220074|1|0.884226781|0.071329141|0.858971809|0|-0.107613368|0.382000949|-57.89562053|-75.1419557|24.16125901|150.12481100000002|-0.027831043|-52.46851415|16.87080604|0.0|0.4996603229999999|101.3899049|3044.149713|-1127.129336|-13.56944331|15.71382803|0.85865094|6572.410403|349.3664649|-787.0277122|0.474365004|766.4854363|26.24794923|1.0|4.97|0.21|17.0|2.83|1.9|1.42|0.0|1.0|7.0|33.0|-7.13|0.0|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|2.62|0.0|1.6100000000000005e-07|-0.0510199999999999|3.8855|3.6851|742.94|1256.37|336.45|0.4214|319.1|603.92|0.68181|0.69207|-1461.69263|0.0252|-0.15078|7.0514|-0.2018|0.0318395999999999|8.8903|7.8539
18c_a22|0.0|0|0.0|1|6.842683282|0|0|1.804590026|-0.191807441|-0.003749104|4.727387819|0.013131848|2|0.038137255|-0.044828537|1.642882533|1|1|-0.143402172|-0.305378181|2|0.7290394929999999|0.010828071|0.8287956870000001|1|-0.076388478|0.5003904610000001|-40.094865000000006|-52.84635017|13.72808419|47.68404831|-0.028825841|-36.55965924|9.49723261|15.22791009|0.682690024|67.73280290000001|3090.601885|-1056.927003|-13.79609783|14.04085897|0.914766316|7101.057047|219.5183688|-731.1931848999999|-252.7737494|779.8043336000001|14.88645273|1.0|3.56|0.08|27.0|5.36|4.98|1.47|0.0|1.0|6.0|34.0|-6.63|0.0|0.0|1.0|3.72|-5.1|1.6e-06|0.000739|7.98e-06|3.5|0.0|3.4299999999999995e-10|-0.07207|5655.0|3.7222|707.08|1249.84|333.1|0.2996|219.25|583.88|0.4609|0.60449|-1783.277296|0.0817|-0.15158|1.2938|-0.22365|0.02279458|1.0733|7585.0
11g_a5|0.0|0|0.0|1|7.139660336|0|0|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|0.0|2|2|-0.233590516|-0.267507083|2|0.777565622|-0.01453517|0.8737292720000001|0|-0.076326887|0.396049407|-44.19305139|-50.16001519|15.25675|106.4990972|-0.025442296|-32.96383785|10.02633335|0.0|0.543581314|71.21847290000001|2823.738452|-852.7202582999998|-10.98794595|18.16867625|0.944734523|5817.569415|299.94631180000005|-560.3852433999999|-57.28097817|648.1198739|21.05845771|1.0|3.17|0.08|28.0|4.17|4.48|1.06|0.0|1.0|7.0|31.0|-6.84|0.0|0.0|0.0|2.96|-4.31|7.65e-05|0.0312|4.88e-05|2.75|0.0|9.229999999999999e-10|-0.04322|4.5106|4.2083|693.48|1180.25|294.62|0.4609|274.87|542.13|0.56924|0.63081|-1329.927772|0.2403|-0.1714|3.2282|-0.2146199999999999|0.04557484|4314.0|7.5229
43_a18|0.0|0|0.0|0|7.03438793|2|2|0.0|0.032999679|-0.005099385|4.844187086|-0.01369899|1|0.033734062|-0.05314954|0.0|0|0|-0.2093696189999999|-0.460675034|0|0.718255592|-0.0579590709999999|0.7458234990000001|0|-0.0822489459999999|0.3439906129999999|-54.49271386|-63.87648583|5.35147222|114.6724699|-0.0311212229999999|-49.60799696|4.156080507|21.60709738|0.8743733490000001|69.46280937|3172.923606|-1788.541603|-18.77059344|19.33108376|0.930331529|7428.282915000001|97.56464265|-1389.023915|-581.4944803999999|1228.492038|5.5863235410000005|0.0|4.54|0.34|18.0|4.5|4.08|3.7|0.0|1.0|9.0|38.0|-5.78|0.0|0.0|0.0|3.48|-5.96|3.55e-07|0.00018|1.09e-06|5.1|1.0|2.52e-10|-0.04949|3.2233|3.2233|843.1|1493.25|384.65|0.5429|384.65|702.4|0.6926800000000001|0.6926800000000001|-1611.126246|0.5429|-0.13196|3.0482|-0.18145|0.02315412|3.6943|6.2041
4n_a46|0.0|0|0.126268818|1|7.825245291|1|1|2.093595994|-0.061148449|-0.004696854|5.587248657999999|-0.036492128|0|0.045335917|-0.2264394139999999|0.0|1|1|0.109017734|-0.369211845|0|0.741742667|-0.088858764|0.7681452190000001|0|-0.085838139|0.371438024|-56.80797266|-47.16810275|4.629240193|53.22165035|-0.031047837|-25.91889741|2.543769935|0.0|0.863203663|51.4039205|2195.786424|-801.8577467|-9.374920341|9.921794991|0.750996215|4955.374473|75.1696593|-440.621256|-399.1612105|525.8291956999999|4.235817757|1.0|3.75|0.27|17.0|4.33|4.94|2.99|0.0|1.0|2.0|26.0|-5.26|0.0|1.0|1.0|3.9|-5.1|3.75e-06|0.00129|7.95e-06|4.41|0.0|2.14e-07|-0.04044|5.7448|3953.0|578.83|1011.66|313.65|253.0|215.82|502.02|0.41625|0.7025|-1090.098769|0.0711|-0.16641|6.2318|-0.20685|0.04131598|8773.0|5.2845
7b_a8|0.0|0|0.0|1|7.535296702|1|1|1.4628217119999998|-0.119760914|-0.009659873|5.4161004020000005|-0.038810124|1|0.040873016|-0.024156447|0.0|1|1|-0.035044152|-0.415894017|1|0.710658316|-0.040994467|0.8453887859999999|0|-0.1000685009999999|0.282366236|-60.75943432|-59.93853201|19.86678613|166.30684230000003|-0.041332642|-35.90168309|11.89970852|75.93423425|0.753935657|73.70461365|2776.185773|-1138.832108|-14.82895606|14.76972982|0.918644854|6185.0105140000005|147.3863936|-682.1319788|-304.2022276|545.9267515|13.76608164|0.0|3.49|0.09|23.0|4.48|3.8|2.23|0.0|1.0|3.0|30.0|-6.15|0.0|0.0|1.0|3.5|-4.94|5.64e-06|0.00224|1.14e-05|3.61|0.0|2.25e-08|-0.06833|4.5945|3.26|621.4|1067.73|380.32|0.2517|269.85|506.21|0.44725|0.7025100000000001|-1330.392289|139.0|-0.13639|9.9463|-0.20472|0.0273745|12.7344|4.8687
12af_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.04293386|-0.00989889|5.351858133|-0.081537769|2|0.039953704|0.091263447|0.0|1|1|-0.213993335|-0.505160213|1|0.859938421|0.002492952|0.8631180940000001|0|-0.1054605669999999|0.154396546|-57.32748365|-73.23838519|15.22358698|169.9519197|-0.035153522|-50.86129548|10.57220682|127.6527374|0.6702409189999999|91.25505794|3013.98446|-1391.529319|-16.95376516|15.59375751|0.8141152220000001|6499.41155|229.0052411|-966.3646141|-236.4517911|757.7532208|18.01667275|0.0|4.98|0.17|17.0|2.38|1.65|1.49|0.0|1.0|7.0|33.0|-7.66|0.0|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|1.85|0.0|1.1800000000000001e-07|-0.05882|5.2352|3.2299|737.4|1246.55|383.86|427.0|236.83|589.48|0.50179|0.70508|-1440.675702|0.0035|-0.13364|6.9003|-0.19246|0.02886569|9.4631|7.8239
2_a4|0.0|0|0.0|0|6.605297921|1|1|0.0|-0.072708147|-0.00708265|4.59511985|-0.103346554|1|0.037777778|0.08246129|0.0|0|0|0.228655117|-0.3881618|1|0.930871261|0.1355918559999999|0.847373823|0|-0.105102755|0.442778552|-49.45826819|-44.27948986|2.667094277|108.4760726|-0.0379537729999999|-18.65482233|1.123639184|0.0|0.843107708|48.93681624|1623.668791|-575.6333682|-6.736463618999999|7.800989232999999|0.656126301|3396.86527|66.09827364|-242.5126903|-289.1005902|284.26458360000004|4.657326379|0.0|3.33|0.27|12.0|2.12|0.83|1.63|0.0|2.0|2.0|19.0|-6.69|0.0|1.0|0.0|1.24|-2.77|0.0066|1.67|0.00171|1.62|0.0|1.4800000000000002e-05|-0.01612|5.8961|3.2230000000000003|458.73|764.77|384.69|0.1315|210.28|333.36|0.4682|0.6885600000000001|-819.771754|0.0008|-0.14614|1.7717|-0.16226|0.033037353|3.0946|7.5086
4m_a46|0.0|0|0.16407746|1|7.825245291|1|1|2.12888511|-0.245599013|-0.000686578|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|0.0|1|1|-0.029022201|-0.098201489|1|0.615482006|0.011235955|0.7975218959999999|0|-0.0672468|0.373463876|-35.4774406|-35.43866734|5.74716122|26.89046601|-0.0224155999999999|-18.67596877|3.028720082|35.77391986|0.733236381|41.88525631|2133.331634|-531.5800101|-6.225322922999999|9.923886653|0.8622201970000001|4750.325312|140.5828543|-280.1395315|-245.828396|486.9589609|6.446588969|1.0|3.59|0.29|17.0|4.25|4.63|2.5|0.0|1.0|2.0|25.0|-5.68|0.0|1.0|1.0|3.59|-4.57|2.99e-05|0.00981|2.68e-05|3.69|0.0|1.31e-07|-0.04808|6.0419|4.3476|558.63|975.72|285.18|0.2465|205.21|468.63|0.38389|0.68505|-1030.929791|0.1557|-0.18308|3.9226|-0.23116|0.02920209|5.2326|5.8901
14b_a23|0.0|1|0.0|2|7.423568444|0|0|3.2475997860000003|0.065240838|-0.006248709|5.351858133|-0.071396109|2|0.043538647|0.0519489729999999|0.716540473|2|2|-0.17267308|-0.4557487779999999|2|0.616699629|-0.077808321|0.857184548|1|-0.082441268|0.228282196|-41.01458464|-53.44429544|13.26014776|99.66542762|-0.03508139|-34.64639496|8.596171261|84.36242964|0.774359705|64.97993029|2943.803333|-1068.885909|-14.74314679|14.26820636|0.821406493|6622.129837|146.2760938|-692.9278992000001|-355.71896410000005|599.5697147999999|11.53563485|0.0|3.42|0.05|26.0|3.78|4.58|3.4|0.0|1.0|5.0|31.0|-6.31|0.0|0.0|0.0|3.78|-5.11|2.66e-06|0.00114|7.73e-06|3.68|0.0|2.14e-08|-0.07803|3706.0|3706.0|673.05|1142.37|334.55|0.3603|334.55|525.66|0.58097|0.58097|-1728.9300010000002|0.3603|-0.15064|6.8752|-0.2286699999999999|0.02188578|9.7544|8.3536
