molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|PBF|PNSA3|PPSA3|RPSA|WPSA3|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|CYP2C19 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
14a_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.420015394|1.667057351|-0.004483962|4.727387819|-0.05112778|2|0.038167849|1.975771616|-0.255585831|0.006085806|-0.046802062|-0.019985937|0.006158124|0.085350921|-0.0469914379999999|-0.365062041|2|0.6716839040000001|0.7385460309999999|-0.035531959|0.792935475|1|0.850426305|0.326595394|-45.72658614|8.449104086|0.149573695|5.546443318|-1.76835447|-21.90268583|54.17569023|0.492236681|558.2652611000001|2142.5112510000004|-14.37809314|7.39139255|14.55676745|0.969421506|126.8576588|-762.0389362000001|0.01323706|-402.7381076|1.0|1.0|3.06|0.08|-9.59|4.44|4.92|2.0|0.0|126.26|1.0|-5.39|4.0|-5.91|419.48|0.0|0.0|1.0|0.0016899999999999|5.13e-06|0.00215|4.16|0.0|0.0|2.58e-10|-0.05083|5.3631|5.79|-1352.265931|689.55|1202.13|0.3529|231.18|548.29|0.6714|-1352.024616|-0.16347|3.0824|-0.2143|0.03250632|4.1656|6684.0|6684.0
13b_a6|0.0|1|0|0|3.423777636|0.0|0|7.412764017000001|1|1.430640379|0.0|-0.011206134|5.351858133|-0.0265090529999999|1|0.042739018|0.0|-0.6051312529999999|-0.00460563|-0.104663349|-0.064811009|-0.00194781|0.100281317|-0.10896749|-0.490758329|1|0.850080948|0.7788169070000001|-0.11338525|0.8370824240000001|0|0.7757172059999999|0.202093555|-61.06841733|21.00828557|0.2242827939999999|13.77653618|-2.032484418|-26.65671602|82.07670290000002|0.408780634|508.6895893|2587.000662|-17.48058934|9.087172635|15.37022155|0.69141956|159.1980937|-874.0294667999999|0.0203627189999999|-337.3706117|1.0|1.0|2.85|0.12|-9.01|4.98|4.32|2.0|0.0|116.79|1.0|-5.51|5.0|-6.1|409.44|0.0|0.0|1.0|0.0012699999999999|1.02e-05|0.00417|3.8|0.0|0.0|9.77e-10|-0.0525799999999999|4.8494|4.04|-1350.061187|694.33|1167.21|0.7846|255.67|574.07|0.7006600000000001|-1349.837661|-0.14898|10.8032|-0.20156|0.02920955|13.5746|6.7595|6.7595
13i_a6|0.0|1|0|0|3.399318783|0.0|0|7.412764017000001|1|1.430639411|0.0|-0.0149593219999999|5.351858133|-0.154502515|1|0.042560386|0.0|-0.852681372|-0.011017781|0.034304189|-0.032549318|-0.007703306|0.057038772|-0.045418125|-0.560601136|1|0.8744720490000001|0.7771558909999999|-0.054229558|0.8287956870000001|0|0.624046118|0.221116773|-80.75190740000001|20.90143854|0.375953882|14.01186473|-2.460999087|-31.12829557|101.6533459|0.429711323|418.3467934|2880.134143|-20.86772478|8.294136887|14.54375165|0.753497905|145.07130039999998|-1105.989413|0.019989461|-380.2354072|1.0|1.0|2.7|0.12|-8.5|4.16|3.54|1.0|0.0|120.17|1.0|-5.03|5.0|-6.81|427.46|0.0|0.0|1.0|0.00398|3.28e-05|14.0|2.95|0.0|0.0|3.18e-09|-0.0481399999999999|3.6668|4.94|-1426.518007|703.43|1196.21|0.2903|338.12|553.67|0.70517|-1426.269916|-0.1464|7.8342|-0.19454|0.03191957|10.1375|7.6778|7.6778
4f_a46|0.0|0|0|0|0.0|0.2096617139999999|1|7.825245291|1|1.134637108|2.190536659|-0.001035775|5.587248657999999|-0.001868546|2|0.045958333|0.0|-0.053860324|0.012332859|-0.056114865|-0.115631645|0.011806162|-0.154986658|-0.079238184|-0.150189733|2|0.6901151990000001|0.74106323|-0.1697014539999999|0.7796270059999999|0|0.934973206|0.296072934|-30.29079362|4.738551282|0.065026794|2.570614463|-1.079729539|-11.95391778|35.0293449|0.424708366|507.213176|1563.375755|-6.484875252999999|5.654067072999999|9.828175385|0.7382488140000001|130.2830519|-317.7588874|0.010341277|-281.9234274|1.0|1.0|3.16|0.38|-7.21|4.56|4.71|1.0|0.0|101.54|1.0|-4.38|3.0|-5.65|332.44|0.0|1.0|1.0|0.0139|2.62e-05|0.00872|3.77|0.0|0.0|6.12e-08|-0.02947|4548.0|3.87|-1033.528421|591.51|1020.33|0.1719|272.61|493.53|0.69208|-1033.315821|-0.19079|3.2783|-0.2202599999999999|0.02238723|3.7419|6.7375|6.7375
16a_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.325756911|2.041062372|-0.00230615|5.4161004020000005|0.023926176|2|0.0334858389999999|2.009832665|-0.152205915|0.011207938|0.014886502|-0.0048530629999999|0.011558506|-0.133979603|-0.162508526|-0.1948324069999999|2|0.748039584|0.772481675|-0.008879187|0.813036304|1|0.916148686|0.3637074329999999|-36.408063|9.606840334|0.083851314|6.652715932|-1.615964058|-18.049219|46.01490333|0.4629532229999999|634.4309626|1823.310808|-12.4990447|8.531706024|15.88633689|0.862035195|189.0108247|-774.9407716|0.014796066|-314.4761648|1.0|1.0|4.46|0.3|-8.5|4.73|5.19|3.0|0.0|133.66|1.0|-5.22|5.0|-5.91|439.55|0.0|1.0|1.0|0.00264|6.76e-06|0.00297|4.33|0.0|0.0|3.18e-09|-0.04647|5.6019|3.46|-1395.13019|760.0|1310.44|0.3843|221.33|629.65|0.6852199999999999|-1394.797092|-0.1605|3.8323|-0.20697|0.02819643|4.6574|7.3279|7.3279
21_a34|0.0|0|0|0|0.0|0.0|1|8.002694162000001|2|1.425532331|1.88614418|-0.012535886|5.860786223|-0.091664226|1|0.036880342|0.0|-0.7020096440000001|-0.001643445|-0.004734657|-0.009996155|0.00130996|-0.201539853|-0.254686357|-0.514364527|1|0.702772307|0.740092842|-0.015568862|0.796991578|0|0.676390843|0.527371706|-63.96857813|22.9240533|0.323609157|15.38241267|-2.120218984|-27.89610644|86.89263143|0.4688149339999999|453.8692584|2429.6035|-18.7187412|7.253455092999999|13.65523159|0.882583047|182.341897|-954.6558014|0.023973624|-306.332473|0.0|1.0|3.52|0.12|-7.68|3.64|3.23|1.0|1.0|122.59|1.0|-4.5|6.0|-6.83|438.43|0.0|0.0|0.0|0.0138|1.94e-05|0.0085|3.02|0.0|0.0|2.07e-08|-0.07534|4.3011|7.78|-1483.305698|698.17|1182.6|0.2174|288.26|530.93|0.69292|-1483.057743|-0.13338|5.3432|-0.20872|0.03023936|7.9399|5.4737|5.4737
9_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|1.419941378|0.0|-0.009923019|0.0|-0.042227775|1|0.04022792|0.0|-0.506073953|1.7800000000000002e-05|0.05688176|0.005692073|0.003160815|0.140072812|-0.203104439|-0.344978312|1|0.85357243|0.7059441040000001|0.010183805|0.742680335|0|0.846156316|0.416635119|-41.10356167|18.10574464|0.153843684|10.09761131|-1.400201879|-15.93664265|59.20930631|0.4517825079999999|471.903131|1689.926339|-8.88789863|5.485176331|10.00547485|0.8240935659999999|271.83655510000006|-435.5070329|0.03598612|-14.02896218|1.0|0.0|3.37|0.19|-7.57|3.9|4.95|2.0|0.0|104.74|1.0|-5.25|5.0|-5.52|366.41|0.0|1.0|1.0|0.00206|1.53e-05|0.00562|4.24|0.0|0.0|2.69e-08|-0.0258899999999999|4.3447|3.36|-1223.687392|588.55|1042.17|0.2693|285.37|507.33|0.70552|-1223.463757|-0.1565099999999999|1.4625|-0.1824|0.01773342|2188.0|6.9706|6.9706
5b_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|1.397278957|4.190114953|-0.00141071|5.82008293|-0.003549558|1|0.034845679|2.473508677|-0.062071259|0.012641727|-0.137595558|-0.113846154|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.140506919|1|0.693611382|0.791163321|-0.1866330389999999|0.855527513|1|0.958606481|0.271653991|-20.90908698|6.200250541|0.041393519|3.149876031|-0.8563096170000001|-10.87564575|27.10933752|0.4462435279999999|486.9950914|1452.442728|-5.525088972000001|5.543302677000001|10.01036188|0.8058479690000001|208.925351|-221.0035589|0.023005632|-90.17329003|1.0|1.0|2.91|0.1|-5.86|3.15|4.02|0.0|0.0|96.89|2.0|-3.48|2.0|-6.03|312.37|0.0|1.0|1.0|105.0|6.47e-05|0.0202|3.06|0.0|0.0|1.37e-06|-0.0256899999999999|5.6332|2.81|-990.5849031|547.35|922.49|0.2749|220.09|411.9|0.66968|-990.43875|-0.16683|4.4181|-0.19252|0.02651535|6.1284|4.9126|4.9126
4n_a46|0.0|0|0|0|0.0|0.126268818|1|7.825245291|1|1.13463699|2.093595994|-0.004696854|5.587248657999999|-0.036492128|0|0.045335917|0.0|-0.234842682|0.004988019|-0.144852516|-0.064683066|0.0042595609999999|-0.349865095|0.070558373|-0.369211845|0|0.741742667|0.722331115|-0.088858764|0.7681452190000001|0|0.903145407|0.371438024|-56.80797266|4.629240193|0.096854593|2.543769935|-1.459248362|-17.06080312|61.43721285|0.428896538|496.2788787|2116.313581|-9.374920341|5.666371466|9.921794991|0.750996215|75.1696593|-440.621256|0.0077084869999999|-399.1612105|1.0|1.0|2.84|0.27|-6.67|4.33|4.94|1.0|0.0|102.92|1.0|-5.43|3.0|-5.26|343.42|0.0|1.0|1.0|0.00129|7.95e-06|0.00273|4.41|0.0|0.0|2.14e-07|-0.04044|5.7448|4.57|-1090.302556|578.83|1011.66|253.0|215.82|502.02|0.7025|-1090.098769|-0.16641|6.2318|-0.20685|0.04131598|8773.0|5.2845|5.2845
19_a34|0.0|0|0|0|0.0|0.0|1|7.412764017000001|1|1.438829424|1.898101852|-0.013066507|5.351858133|-0.169170251|1|0.044107744|0.0|-0.5357267960000001|-0.00802652|-0.143343425|-0.014196676|-0.0042364759999999|-0.29861864|-0.255220734|-0.469568766|1|0.866604574|0.8022000659999999|-0.0235903339999999|0.8582665429999999|0|0.6399024520000001|0.308793959|-56.30608209|19.74799697|0.360097548|9.850795895|-1.506964829|-19.78189027|76.05407906|0.467358389|319.1993829|1537.244187|-9.86770272|5.495780422|10.31797048|0.877434994|168.4584665|-374.9727034|0.029554695|-161.90813300000002|0.0|1.0|2.77|0.18|-5.03|2.69|2.31|0.0|0.0|83.95|2.0|-2.73|5.0|-7.01|309.32|0.0|1.0|1.0|574.0|0.000704|218.0|1.66|0.0|0.0|9.42e-06|-0.02901|4.1721|2.7|-1046.5747720000002|538.96|882.87|0.2189|297.18|421.62|0.6897300000000001|-1046.458335|-0.1735|3.4272|-0.20251|0.03168624|5.0441|6.0044|6.0044
16_a31|0.0|1|0|0|3.096824452|0.0|0|7.758333467000001|1|0.61013894|0.0|-0.020181753|5.733341277|-0.186617888|0|0.042528736|0.0|-0.726543099|-0.017017891|-0.00795845|0.06214876|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.60894688|0|0.951830892|0.8318419909999999|0.0980869569999999|0.8948140790000001|0|0.546450126|0.29485045|-66.9420327|17.63615984|0.4535498739999999|8.309441139|-1.653466811|-23.60746376|84.57819254|0.427771627|257.4650715|1212.615438|-11.12287666|5.521618837|9.649327262|0.747554032|126.8340354|-367.0549296|0.027684692|-217.4912527|0.0|1.0|1.93|0.14|-4.94|3.8|2.83|0.0|0.0|80.57|2.0|-4.36|4.0|-6.48|300.34|0.0|0.0|1.0|0.0131|0.000254|0.0762|2.32|0.0|0.0|1.16e-05|-0.0318899999999999|3.6596|1.7|-1308.202828|503.18|818.1|0.2534|338.79|369.73|0.70108|-1308.113026|-0.15231|3.7419|-0.1842|0.03948619|5.5943|7.0458|7.0458
GW6604_a52|0.0|1|0|0|2.944144148|0.0|0|6.605297921|0|1.427583999|0.0|-0.002149879|4.59511985|-0.005328809|2|0.021346801|0.0|-0.085995143|0.007746755|-0.118272803|-0.028376521|0.0070554269999999|-0.131886693|0.039867344|-0.201462112|2|0.709088617|0.693399445|-0.057466653|0.7550228990000001|0|0.87346455|0.38374044|-35.51891876|4.459510077|0.12653545|2.204526664|-1.081038779|-14.44334401|39.97842884|0.4597869779999999|431.7909048|799.8313017999999|-7.13996301|6.2973559020000005|11.6571716|0.851121611|130.8549791|-264.17863140000003|0.01768964|-232.6328342|1.0|1.0|1.76|0.0|-8.03|4.49|4.2|0.0|0.0|90.49|1.0|-3.87|3.0|-5.95|298.34|0.0|1.0|1.0|0.0402|6.929999999999999e-05|0.0207|3.06|0.0|0.0|9.31e-09|||||||||||||||||6.9706|6.9706
12b_a32|0.0|1|1|1|3.477905329|0.0|0|7.765993078999999|0|0.609420757|0.0|-0.009432679|5.733341277|-0.055500132|0|0.0388738739999999|2.153718992|-0.462201267|-0.003484915|-0.031446256|-0.053480599|-0.001662219|-0.079768013|-0.0852122769999999|-0.584995111|0|0.788133615|0.838021287|-0.090027803|0.8887585240000001|1|0.782593|0.2996018789999999|-50.88975159|10.17310723|0.217407|6.356098747000001|-1.267829764|-17.22027667|61.06285882|0.430631506|488.9595947|3148.185476|-10.75912958|7.076348793999999|12.42841652|0.756331814|247.2897528|-494.9199607|0.025166975|-130.2147289|1.0|1.0|2.9|0.26|-7.65|6.49|4.19|1.0|0.0|110.47|1.0|-5.9|4.0|-6.4|397.52|1.0|0.0|1.0|0.000505|3.72e-05|0.0148|3.28|0.0|0.0|2.23e-08|-0.05173|3.5703|4.12|-1880.732075|663.89|1109.93|0.2865|347.27|541.49|0.70258|-1880.537231|-0.14803|3208.0|-0.19976|0.0385132|4.1080000000000005|7585.0|7585.0
12j_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984421|0.0|-0.006336585|5.351858133|-0.033312179|2|0.043848238|0.0|-0.354848778|0.005613018|0.0074730759999999|-0.075816941|0.005965451|-0.0431311459999999|-0.053644471|-0.456342646|1|0.8414737059999999|0.795446883|-0.130412856|0.846470093|0|0.842199041|0.328405591|-47.76354083|10.09017681|0.157800959|6.520746879|-1.882653966|-23.39729904|57.85371764|0.476658597|544.2686362000001|2258.891981|-15.12043521|8.067697897|15.41574553|0.91079856|120.550211|-786.2626307999999|0.01349128|-405.1466163|1.0|1.0|0.0|0.17|-7.01|4.35|2.93|2.0|0.0|132.24|1.0|-5.66|4.0|-5.81|412.51|0.0|0.0|1.0|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|0.0|9.75e-08|-0.05106|5.1971|4.14|-1615.064152|695.8|1175.75|0.2163|238.56|549.64|0.68625|-1614.831741|-0.14772|4.6727|-0.1987799999999999|0.03201935|5.1081|8058.0|8058.0
12bh_a36|0.0|1|0|0|3.50075137|0.0|0|7.412764017000001|2|1.297043258|0.0|-0.006687484|5.351858133|-0.047482048|2|0.044197531|0.0|-0.401249012|0.003676818|0.075747971|-0.035747988|0.0045625|0.0016901289999999|-0.101854847|-0.43574839|1|0.902377067|0.78699829|-0.0591586759999999|0.833398429|0|0.833491953|0.317612728|-47.04367494|11.73109101|0.166508047|7.807212275|-1.991880197|-23.6718811|58.77476595|0.482052584|554.7010591|2437.805332|-15.75398235|7.545637217999999|14.56834609|0.930697921|144.22085800000002|-882.2230117|0.015307571|-377.0728785|1.0|1.0|0.0|0.21|-7.34|3.76|2.5|1.0|0.0|133.68|1.0|-4.54|4.0|-6.38|409.49|0.0|1.0|1.0|0.0117|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|-0.0525299999999999|3.8811|3.79|-1311.558898|715.94|1208.61|0.4386|319.46|575.23|0.7039|-1311.293683|-0.14915|5.8338|-0.20168|0.03071385|7.7975|7.8539|7.8539
16f_a32|0.0|1|1|1|3.354832924|0.0|0|7.765993078999999|0|0.609420741|0.0|-0.014558301|5.733341277|-0.054907428|0|0.039958333|2.082564316|-0.77158995|-0.003511776|-0.081644236|-0.000291262|-0.001202032|0.0151704889999999|-0.120440534|-0.697693907|0|0.801401734|0.852938445|-0.000510986|0.899839182|1|0.8072754790000001|0.522247991|-56.53102601|16.90955989|0.192724521|11.7022626|-1.778433296|-24.61529877|73.4405859|0.384656622|558.6750754999999|3414.006186|-17.03501995|8.79158776|14.28728752|0.625108901|211.2572338|-851.7509977|0.022983292|-269.5356315|1.0|1.0|3.4|0.3|-7.77|6.42|4.99|3.0|0.0|116.75|1.0|-6.95|5.0|-5.99|427.54|1.0|0.0|1.0|4.79e-05|1.07e-05|0.00457|4.11|0.0|0.0|1.7e-08|-0.04997|3.6272|4.99|-1995.278839|722.06|1191.55|0.2931|341.82|603.12|0.70204|-1995.054457|-0.15003|3.6641|-0.2|0.02889673|4.2764|8041.0|8041.0
4e_a46|-3.742323661|0|0|0|0.0|0.092094405|1|7.825245291|1|0.300205548|2.12386814|-0.005995748|5.587248657999999|-0.370202917|2|0.041636905|0.0|-0.4017151029999999|-0.001404912|-0.058626723|-0.05803828|0.002688298|-0.135489528|-0.030065705|-0.514537262|2|0.738134189|0.77019676|-0.076733489|0.8146060740000001|0|0.753715041|0.68427144|-63.39469142|8.098142567|0.246284959|6.145520557|-1.949960781|-23.48867857|71.49283399|0.4753010039999999|571.9794684|3129.575458|-17.82509456|7.906917146|15.06943449|0.905854609|155.48860530000002|-1122.980957|0.0125621839999999|-447.9030518999999|1.0|1.0|2.68|0.27|-8.81|3.05|5.93|2.0|0.0|137.28|1.0|-6.08|6.0|-6.6|488.6|1.0|0.0|0.0|0.000405|3.92e-06|0.00191|3.78|0.0|0.0|1.56e-09|-0.03893|4.2446|8.03|-1884.564974|757.1|1343.97|0.4814|292.1|655.69|0.56481|-1884.255802|-0.17112|1.9941|-0.21005|0.04805633|3.2466|6.8125|6.8125
9g_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0.604992427|1.849105962|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.043730159|0.895670535|-0.225327061|0.011921308|0.139758613|-0.145879501|0.0115573539999999|0.133954053|-0.037217966|-0.383703998|0|0.694156166|0.764275277|-0.242405063|0.821935848|1|0.90454157|0.002717414|-33.47455057|11.25704374|0.09545843|5.930596229|-1.185495647|-16.43578193|44.73159432|0.476386801|476.5434822|349.4421673|-8.658932892000001|8.180261533|15.62271835|0.909806709|136.8503571|-329.0394499|0.018087202|-253.1335385|0.0|1.0|1.78|0.06|-6.43|2.91|2.93|0.0|0.0|87.53|1.0|-2.49|4.0|-7.17|302.33|0.0|1.0|0.0|977.0|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|-0.0624|3.0778|3.83|-1332.476347|559.04|923.42|0.3563|402.84|469.6|0.70233|-1332.31775|-0.12765|3.4787|-0.19005|0.01134289|5063.0|5.45|5.45
14a_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.197964042|3.39397765|-0.0056795759999999|5.351858133|-0.0246126279999999|2|0.042992424|0.757767133|-0.289658385|0.012219066|-0.0518554529999999|-0.071842463|0.011363191|0.083206288|-0.073893976|-0.446724057|2|0.72792508|0.7556436440000001|-0.123790952|0.816237166|1|0.918677038|0.225448915|-35.20994211|12.33442989|0.081322962|7.800158102999999|-1.606503401|-21.61564087|47.54437201|0.462434482|580.9612768999999|2173.7139190000003|-13.66949407|7.668841725|14.2658736|0.8602383659999999|138.6457355|-642.4662212000001|0.016707951|-355.0975547|1.0|1.0|2.86|0.05|-7.41|3.36|4.02|2.0|1.0|120.28|1.0|-5.47|4.0|-6.27|411.48|0.0|0.0|0.0|0.00139|1.1e-05|0.0045299999999999|3.58|0.0|0.0|3.92e-08|-0.07379|3.7119|3.47|-1629.90669|665.5|1134.02|0.3764|334.02|516.58|0.6289100000000001|-1629.690316|-0.15002|5.8775|-0.2238099999999999|0.0216412|8.3962|8.5498|8.5498
13p_a6|0.0|1|0|0|3.449535594|0.0|0|6.842683282|0|1.424099253|0.0|-0.010395243|4.727387819|-0.1144898999999999|2|0.042959184|1.633493259|-0.634109842|-0.008008339|-0.014153926|-0.072853186|-0.005708558|0.123575608|-0.068532678|-0.573014008|2|0.865935935|0.784414352|-0.125636943|0.837659336|1|0.7265205579999999|0.196002517|-70.52421289|12.27472016|0.273479442|8.708451561|-2.14743793|-26.72853188|82.79893305|0.412828992|515.4389679999999|3833.042283|-18.9628865|8.760340755|14.91957306|0.703081362|170.2302215|-1080.8845310000002|0.018322293|-369.0018868|1.0|1.0|2.34|0.12|-10.06|4.58|4.01|1.0|0.0|132.01|0.0|-5.09|5.0|-7.01|449.51|0.0|0.0|1.0|0.00365|2.79e-05|0.0125|2.86|0.0|0.0|8.73e-11|-0.0746|4.7973|4.73|-1463.0432449999998|752.82|1283.98|0.4132|258.45|573.39|0.7056600000000001|-1462.740542|-0.12251|9.0546|-0.1971099999999999|0.03807447|12163.0|7.0362|7.0362
12aj_a36|0.0|1|0|0|3.482902101|0.0|0|7.412764017000001|2|1.29704406|0.0|-0.00706023|5.351858133|-0.045035034|2|0.043848238|0.0|-0.402433117|0.002951176|-0.103202936|-0.042227364|0.003962098|0.1087087|-0.104118159|-0.43462267|1|0.90414347|0.812278823|-0.072770961|0.8632656809999999|0|0.8269863129999999|0.251263868|-46.79363201|11.73352271|0.173013687|7.521007149|-1.953134451|-23.62130319|58.52715472|0.47532973|530.0854761|2275.825451|-15.14089115|8.056502837|15.35536375|0.905958957|144.26810480000003|-802.4672307|0.016684569|-352.4483722|1.0|1.0|0.0|0.17|-6.97|3.24|2.19|1.0|0.0|128.72|1.0|-4.16|4.0|-6.55|395.46|0.0|1.0|0.0|0.0274|5.05e-05|0.02|3.04|0.0|0.0|1.08e-07|-0.05275|5.2301|3.48|-1272.241135|682.84|1157.64|0.5616|237.06|539.55|0.70423|-1271.9998859999998|-0.14818|5.8554|-0.20093|0.03225532|7.8393|7.7696|7.7696
31_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|1.304326813|1.441825189|-0.00869363|4.727387819|-0.171198936|2|0.042906977|1.198626524|-0.417294247|-0.007525849|0.074881792|0.001073537|-0.006265667|-0.188419195|-0.035190699|-0.441642572|2|0.677766155|0.856640117|0.001622323|0.917597019|1|0.696020038|0.486720182|-66.4670426|13.27533898|0.303979962|8.234748813|-1.691129939|-23.31144534|79.74238158|0.4741051329999999|431.7441681|1322.82831|-14.46018796|8.214180216|15.6194341|0.901520747|181.972428|-650.7084581|0.024209265|-256.3593656|1.0|1.0|2.38|0.1|-7.62|3.23|4.24|1.0|0.0|109.21|1.0|-4.59|5.0|-6.78|410.83|0.0|0.0|1.0|0.0105|4.03e-05|0.0166|2.86|0.0|0.0|2.42e-08|-0.0532|3.9744|4.2|-1735.400941|642.11|1079.4|0.3264|311.96|508.69|0.69894|-1735.225703|-0.15143|6.4248|-0.20463|0.03449081|8.6244|7.8|7.8
14h_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.197963488|3.309480899|-0.005921293|5.351858133|0.006191846|2|0.04255787|0.7290938920000001|-0.307907256|0.009895793|-0.024318144|-0.034313725|0.009266617|0.060820238|-0.0686282459999999|-0.4460845129999999|2|0.708395022|0.79263722|-0.05745554|0.860920386|1|0.923430574|0.223157991|-43.02851162|14.81983413|0.076569426|9.990985411|-1.621174834|-22.76950546|57.84834575|0.48032488|622.5428245|2371.16134|-15.35036053|7.833334036|15.0735214|0.924279155|166.45047749999998|-736.8173055999999|0.018981866|-341.2621515|0.0|1.0|3.2|0.04|-7.47|3.4|3.89|1.0|1.0|125.0|1.0|-5.68|5.0|-6.62|436.49|0.0|0.0|0.0|0.0009109999999999|1.27e-05|0.00554|3.3|0.0|0.0|3.39e-08|-0.08532|4.0506|3.29|-1722.148272|699.86|1190.62|0.3424|306.09|569.53|0.69933|-1721.9314420000003|-0.15209|9.7146|-0.2374099999999999|0.02796857|13.4823|8.3468|8.3468
4S4k_a46|0.0|0|0|0|0.0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|-0.1032662209999999|0.006050983|-0.158788415|0.008544799|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.141706595|0.787615341|0|0.891734458|0.199356973|-47.49082053|4.1078333030000005|0.1082655419999999|2.177526049|-1.46291223|-16.15576699|51.59865384|0.461984953|472.7005375|1729.18312|-8.564028983|5.523352655|10.26616763|0.858684076|70.01975807|-411.0733912|0.007182108|-390.0516264|1.0|1.0|3.03|0.33|-6.61|4.26|4.77|1.0|0.0|100.96|1.0|-4.82|3.0|-5.46|333.43|0.0|1.0|1.0|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|2.48e-07|-0.02074|5.2854|4.52|-1053.415665|566.82|997.07|0.2623|234.58|487.43|0.67893|-1053.202208|-0.17396|2.2655|-0.1947|0.02628818|2.5693|6.7055|6.7055
47r_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|0.403924645|0.0|-0.0058631659999999|4.844187086|-0.216996268|0|0.035706215|0.0|-0.40455848|-0.005176133|-0.02952923|-0.030106257|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.360670551|0|0.806477847|0.7698681909999999|-0.048143486|0.8075001|0|0.769578222|0.26560995|-62.75220741|11.59378448|0.230421778|8.669825595|-2.090197013|-23.68254797|74.34599189|0.49394971|575.4901675|1504.28892|-17.70979622|9.819988422|19.40516312|0.976088187|233.2574532|-1168.846551|0.0225607039999999|-281.2845386|1.0|1.0|0.0|0.22|-7.46|0.43|3.76|3.0|1.0|145.82|1.0|-6.65|4.0|-6.12|504.6|0.0|0.0|0.0|0.0001139999999999|2.31e-06|0.00117|4.59|0.0|1.0|3.48e-08|-0.0522799999999999|3.1705|9.2|-1964.813473|790.57|1387.23|0.6007|391.06|729.75|0.69545|-1964.443758|-0.13021|2.3873|-0.18249|0.02805567|3.2001|6.6364|6.6364
