molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|FNSA3|PBF|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
13c_a5|0.0|1|0|0.0|0|6.605297921|1|1.377702625|0.0|-0.005082338|4.59511985|-0.0090268969999999|0.024822695|-0.010689086|0.0|0.005288472|-0.098760742|-0.018055556|1|0.006110714|-0.017427549|-0.150963534|-0.324868153|0.705487111|0.770478689|0.003545487|0.6775573359999999|0|-0.077308234|0.4148662979999999|-50.97293525|15.25960958|0.19980328|131.7396496|-0.025039414|10.06137448|51.93687546|-1.302049531|-33.60884086|-16.50965711|66.23254483|2793.480751|527.6071331999999|-858.5021696|1235.709541|0.873289814|5989.714507|-566.0506435|29.94524142|-67.68621352|1557.152554|656.208474|19.96143955|0.0|1.0|1.0|1.0|1.0|0.17|23.0|-8.09|3.29|84.0|1.16|0.0|120.88|1.0|-3.55|31.0|411.46|0.0|0.0|1.0|2.68|-3.96|0.0002839999999999|0.1169999999999999|0.000109|0.0446|2.15|0.0|0.0|3.36e-06|4706.0|4.2145|-1351.274441|676.53|294.18|263.46|0.51479|-1351.008469|-0.17324|2.3276|-0.22939|0.03747691|-1351.067237|6.9101
8_a1 (SB-202620)|0.0|1|0|0.0|0|6.86171134|0|1.4323973840000002|0.0|-0.013785521|4.727387819|-0.226277123|0.037578348|-0.0443137679999999|0.0|-0.012672753|-0.1402198369999999|0.037553634|1|-0.0106277489999999|-0.095271547|-0.042643966|-0.612004804|0.674381582|0.743088715|-0.042789124|0.658433571|0|-0.117682533|0.174628594|-66.76765693|8.809217494|0.351032497|199.1596945|-0.041081545|4.997944864|64.70432539|-1.684343335|-37.88089785|-23.30777912|75.57687443|2431.842132|368.1943149|-955.6189441|1736.664204|0.839824062|5170.286136|-542.1742393|30.104091200000003|-311.18185800000003|1234.267739|433.2550452|11.1459518|1.0|1.0|0.0|0.0|2.0|0.0|23.0|-8.02|5.06|78.87|2.78|0.0|99.61|1.0|-4.94|27.0|359.35|0.0|0.0|1.0|3.7|-4.7|1.14e-05|0.0041|1.98e-05|0.00713|3.6|0.0|0.0|3.42e-06|3.4052|3.4052|-1223.279021|586.27|364.11|364.11|0.7026600000000001|-1222.9606720000002|-0.13683|3.4563|-0.2105199999999999|0.16177304|-1223.014114|6.3979
1_a1 (SKF-104365)|0.0|0|0|0.0|1|7.535296702|1|0.626769342|2.196347317|-0.006055958|5.4161004020000005|-0.01959813|0.0409444439999999|-0.091086986|0.0|0.000663414|-0.10236005|0.11172918|1|0.002250781|-0.221214316|-0.300426726|-0.505981356|0.57031697|0.7926983559999999|-0.015406451|0.551667506|0|-0.067997692|0.2405471019999999|-31.45099608|6.18316314|0.186844249|86.42113499|-0.029524467|2.859900586|63.42504103|-0.9743074|-14.547040099999998|-13.65596178|37.63415922|1997.193006|376.1092109|-450.6467387|1551.362941|0.71469847|4225.4765640000005|-208.4377919|19.24066156|-194.0267797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|1.0|0.0|0.12|17.0|-6.0|4.28|56.01|2.52|0.0|81.72|1.0|-3.8|21.0|297.35|0.0|1.0|1.0|3.27|-4.02|0.000159|0.0472|9.65e-05|0.0287|2.96|0.0|0.0|0.000295|3.8901|3.8901|-1279.084677|491.18|318.72|318.72|0.70081|-1278.971649|-0.16142|4.5773|-0.19624|0.02377006|-1279.017667|5.7959
5g_a40|0.0|0|0|0.0|1|8.149890544|1|0.604913142|1.534673091|-0.016033575|6.167516491000001|-0.190406197|0.044946237|-0.0602779129999999|0.64025463|-0.012794054|0.122088541|-0.091116241|2|-0.012008571|-0.104356485|0.137067086|-0.4748772539999999|0.795454476|0.818555255|0.006643696|0.7733200179999999|1|-0.153687065|0.245639795|-72.93994279|11.83520323|0.32227256|152.9506864|-0.049288357|5.616992201|0.0|-1.577227413|-34.61732609|-23.39227384|84.77514603|2054.810452|321.64971460000004|-748.5527627|593.8133184|0.955183157|4358.890754999999|-355.2634413|31.38430965|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|0.0|0.0|0.0|2.0|0.21|14.0|-2.89|2.5|115.96|0.74|1.0|78.2|3.0|-4.24|21.0|301.32|0.0|0.0|1.0|2.01|-3.37|5.78e-05|0.0174|0.000426|128.0|2.17|0.0|0.0|391.0|3.48|3.48|-1328.055803|489.04|356.27|356.27|0.6563|-1327.9345529999998|-0.14505|4.9132|-0.19908|0.04070345|-1327.982732|6.9101
4k_a46|0.0|0|0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|-0.104665424|0.0|0.006550513|-0.1149361969999999|-0.1032662209999999|1|0.006050983|-0.158788415|0.012963356|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|0.784722915|0|-0.091943864|0.260665072|-49.65634024|3.801175594|0.121088629|65.39662252|-0.0306644389999999|2.052909907|0.0|-1.471893066|-26.8180173|-16.56101615|53.45751583|2104.876032|474.67574630000007|-794.928775|1912.936687|0.7163519709999999|4685.0322320000005|-429.3190666|18.96506421|-403.1511415|910.3230822|519.5743695|3.722397006000001|1.0|1.0|0.0|1.0|1.0|0.33|17.0|-6.61|4.77|50.94|2.84|0.0|100.96|1.0|-4.82|25.0|333.43|0.0|1.0|1.0|3.79|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|8.28e-05|5.4228|4.4485|-1053.433249|582.84|278.71|228.63|0.68553|-1053.196897|-0.18542|4.0015|-0.20254|0.03653474|-1053.249847|7.0969
18b_a25|0.0|0|0|0.0|1|6.842683282|0|1.194228955|1.824998189|-0.003259453|4.727387819|0.0131826839999999|0.038137255|-0.018632104|2.003993644|0.006181503|0.014055398|0.0009956189999999|1|0.00598031|-0.032776381|-0.061048368|-0.303383008|0.721100414|0.7723870909999999|-0.026045966|0.6915652390000001|1|-0.063132226|0.348987182|-44.30110081|8.972372556|0.063746107|44.73187305|-0.0305838929999999|6.296086869|0.0|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|3051.645565|656.9874135|-1158.910619|2327.4502850000003|0.974811521|6973.180791|-813.229933|27.34692815|-399.6704921|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|1.0|1.0|1.0|0.07|27.0|-9.84|5.59|111.51|2.2|1.0|138.56|1.0|-6.54|34.0|460.55|0.0|0.0|1.0|4.35|-5.71|2.87e-07|0.000132|1.95e-06|0.000899|4.48|0.0|0.0|6.690000000000001e-08|5.5437|3.6826|-1767.52411|728.12|336.67|223.65|0.54166|-1767.2232149999998|-0.15079|2.8141|-0.22145|0.03002332|-1767.286778|7.2924
7_a3|0.0|0|0|0.0|0|6.823286122000001|0|0.60501656|0.0|-0.008855374|4.727387819|-0.106234254|0.03757716|-0.047419994|1.989724777|-0.007540435|0.054347129|0.030246987|1|-0.006696449|-0.084462575|0.036673175|-0.592753801|0.881253042|0.790667152|-0.224253635|0.773152968|1|-0.1034274319999999|0.5999725029999999|-51.18177092|4.804535747|0.217705402|107.7330046|-0.036877402|2.377557323|76.07607751|-1.253831681|-25.32764885|-18.2490344|55.98630667|2196.07224|387.1238241|-620.4671695000001|1952.029549|0.663120542|5055.700186|-307.0424158|22.83370969|-296.13678660000005|776.3461295|353.7528308|7.422807617|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-7.48|4.66|92.93|2.11|0.0|95.5|1.0|-5.44|23.0|338.81|0.0|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|0.00455|3.79|0.0|0.0|1.11e-05|5.8849|3.4435|-1731.7341420000002|522.73|360.06|210.68|0.69224|-1731.602893|-0.14816|3.1299|-0.21219|0.03103579|-1731.651178|5.9901
46_a18|0.0|0|0|0.0|0|7.03438793|2|1.251088279|0.0|-0.005378956|4.844187086|-0.018808538|0.03531746|-0.046124025|0.0|0.002300582|-0.0669031009999999|-0.052591109|0|0.003512954|-0.069691797|-0.224171123|-0.448177615|0.7100921609999999|0.729629263|-0.015124585|0.699483099|0|-0.069742249|0.30524999|-49.54738918|6.376289807000001|0.173455401|123.2289237|-0.029244604|4.5299444310000005|58.66827342|-1.988633091|-35.20023815|-20.77641329|55.92367899|3052.94234|587.2068577|-1412.796104|1848.661552|0.8342358790000001|7150.333139|-1003.700904|26.56039822|-401.0164861|1806.107079|1056.535856|9.36454702|0.0|1.0|0.0|1.0|2.0|0.3|18.0|-8.82|3.3|76.5|3.33|1.0|151.14|1.0|-5.68|36.0|480.6|0.0|1.0|0.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|0.00161|4.36|0.0|0.0|7.27e-07|3225.0|3225.0|-1532.992457|765.33|384.45|384.45|0.69181|-1532.493789|-0.13224|2656.0|-0.18219|0.0239301|-1532.562476|6.7305
12l_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297044247|0.0|-0.0076430169999999|5.351858133|-0.008712073|0.039061728|0.128666217|0.0|-0.000143196|-0.05158636|-0.0452558729999999|1|0.001194592|0.228884463|-0.175397741|-0.428857427|0.8707354620000001|0.8174432229999999|-0.041707369|0.8212311840000001|0|-0.079972189|0.3827446779999999|-52.05361632|14.33450402|0.15618077|101.6575135|-0.038052612|9.330278191|1.281955437|-1.940683231|-33.88151556|-24.7683114|66.38812034|2843.514589|549.2389652|-1263.1838810000002|2385.788754|0.8586718990000001|6121.6555530000005|-822.2019402000001|33.56329135|-309.7725155|1711.727859|642.3830552000001|13.59224175|1.0|0.0|1.0|0.0|2.0|0.13|17.0|-6.66|1.76|92.99|1.38|0.0|128.47|1.0|-4.57|31.0|406.44|0.0|0.0|0.0|1.77|-4.29|2.72e-05|0.0111|5.08e-05|0.0206|2.95|0.0|0.0|8.97e-05|3.8619|3.8619|-1325.194654|686.83|321.05|321.05|0.6925|-1324.954011|-0.15869|5392.0|-0.20973|0.03508404|-1325.0137550000002|7699.0
12au_a36|-3.3109381210000004|1|0|0.0|0|7.412764017000001|2|0.2992539489999999|0.0|-0.009897048|5.351858133|-0.351827031|0.044036281|0.075815782|0.0|-0.006862238|-0.023640632|-0.03802163|1|-0.001160331|0.1320241419999999|-0.261631709|-0.515924985|0.8183043390000001|0.825565083|-0.021932444|0.750657639|0|-0.090166553|0.284342092|-64.86748076|15.51748637|0.301003019|216.5471227|-0.038036474|11.16356587|26.04051569|-2.206115469|-46.66686194|-27.36414058|80.38496714|3484.987058|502.8713191000001|-1587.1201529999998|2384.109036|0.97188557|7239.100414|-1141.803508|38.21494522|-310.873098|2216.466823|805.2286932|16.56175445|0.0|0.0|0.0|0.0|3.0|0.17|17.0|-6.87|2.15|123.75|0.84|0.0|142.02|1.0|-3.85|34.0|474.54|0.0|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|0.0|6.45e-05|5.1307|3.7105|-1876.207937|752.27|334.15|241.65|0.70395|-1875.89525|-0.15162|6.1367|-0.2087099999999999|0.05174058|-1875.960827|7.3279
12u_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604983445|0.0|-0.006935447|5.351858133|-0.027452346|0.043383838|-0.091507428|0.0|0.002431329|0.028815747|-0.0646674999999999|1|0.001805829|-0.15896471|-0.0857954809999999|-0.467189145|0.8149999040000001|0.83236194|-0.055829439|0.711738503|0|-0.0773921259999999|0.477056017|-51.83732031|10.42404292|0.15055905|100.8445957|-0.03794847|6.982033926000001|0.0|-1.859475018|-34.72068676|-25.41792137|62.26136323|3001.03926|568.9563615000001|-1245.478147|2608.6452440000003|0.7958728709999999|7133.515802|-834.2224549|31.36222814|-415.8966522|1536.749179|685.6665849999999|9.709034401|1.0|0.0|1.0|0.0|1.0|0.14|17.0|-7.8|3.92|81.65|3.79|0.0|137.3|1.0|-6.58|31.0|467.37|0.0|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|7.39e-06|3.5003|3.5003|-2494.962309|705.15|354.21|354.21|0.6847|-2494.736802|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|-2494.7995530000003|7.4647
21b_a23|0.0|0|1|0.0|2|7.525639975|0|1.197963051|3.351726269|-0.005936474|5.4161004020000005|-0.008526338|0.042455556|0.057405955|0.745297595|0.01055698|-0.103470358|-0.0490623259999999|2|0.009872313|0.107996329|-0.130528352|-0.481470603|0.7038407329999999|0.7717839409999999|0.131951284|0.668547062|1|-0.0596425779999999|0.224930782|-41.81114831|10.15224639|0.0692712809999999|48.56114386|-0.034219814|7.117014296|86.65837165|-1.745210489|-29.31080756|-23.98906534|51.9633947|3074.083057|652.4673795|-1223.442332|2531.041828|0.846591917|6919.229053|-857.6679716|29.53101081|-437.9110924|1506.081551|712.6737861|9.421307298|0.0|0.0|1.0|1.0|1.0|0.08|26.0|-7.84|4.2|128.81|2.6|1.0|129.97|1.0|-6.1|33.0|450.52|0.0|0.0|0.0|3.57|-5.22|8.02e-07|0.000361|6.06e-06|0.00273|3.7|0.0|0.0|6.45e-06|4.0023|3.6237|-1761.498874|735.65|342.15|309.79|0.70139|-1761.230923|-0.15033|9.5312|-0.23434|0.02657688|-1761.294175|7.0691
19e_a38|0.0|1|0|0.0|0|7.412764017000001|2|1.297043576|0.0|-0.007550899|5.351858133|-0.10490608|0.04508642|0.021678225|0.0|-0.001197042|-0.104569193|-0.038386106|1|0.000347207|0.045449529|-0.191751024|-0.436305701|0.723755855|0.839953955|0.04818471|0.700181525|0|-0.083623427|0.552393659|-56.34606212|14.27562164|0.223437407|150.553721|-0.03783113|9.619015829|16.39385667|-2.042881001|-37.96637911|-25.49088538|70.62168376|2920.436229|523.2534216|-1376.50781|3426.997928|0.871249918|6531.762734|-927.5007945|34.02454948|-335.8133169|1837.325672|696.3887025|13.55346651|1.0|0.0|1.0|1.0|3.0|0.12|17.0|-7.28|3.09|81.23|2.75|0.0|135.78|1.0|-4.94|32.0|427.48|0.0|0.0|1.0|3.3|-4.72|1.15e-05|0.0049|1.89e-05|0.00807|3.55|0.0|0.0|2.25e-05|5.2322|3.8587|-1409.582478|685.34|321.31|236.96|0.58509|-1409.315831|-0.15584|5.8426|-0.20723|0.03483011|-1409.37733|8.0083
12aw_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297044239|0.0|-0.008293935|5.351858133|-0.115864198|0.043383838|0.066435701|0.0|-0.006877664|-0.1066959869999999|-0.034663063|1|-0.004358975|0.169961228|-0.250781298|-0.4191703539999999|0.653741315|0.836170906|-0.022464907|0.632625562|0|-0.088516379|0.373775982|-56.73814908|14.76755422|0.2938251289999999|188.3390873|-0.041292362|9.4658605|1.343623915|-2.06461809|-36.36860892|-26.46800754|71.5057033|2901.451841|452.6513136|-1323.400377|2380.579051|0.898338973|6370.06138|-848.2869380000001|35.33532702|-319.2802512|1766.7663510000002|593.6088758|13.8551867|1.0|0.0|0.0|0.0|2.0|0.14|17.0|-7.12|3.0|69.2|2.78|0.0|123.67|1.0|-3.99|31.0|417.41|0.0|1.0|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|0.0|3.17e-05|5.2313|3.8763|-1431.404673|666.09|319.85|237.0|0.69109|-1431.180191|-0.15688|4.8181|-0.21201|0.03134789|-1431.239759|8.0458
7_a15|0.0|0|0|0.0|0|0.0|0|1.419941457|0.0|-0.010310394|0.0|-0.038088878|0.035075075|0.145944639|0.0|-0.0013239329999999|0.038636783|0.0019353679999999|0|0.002150323|0.213947987|-0.310081401|-0.335491052|0.857287135|0.70084115|0.154068618|0.8115121240000001|0|-0.074406877|0.403524276|-41.29775265|20.31436245|0.158599673|88.02694557|-0.026500274|11.27499976|56.30310755|-1.2190126140000002|-22.92132733|-14.70834175|61.6121151|2330.667514|466.9990754|-676.5837204|1624.468817|0.657158418|5097.868552|-375.5215702|32.78250222|56.98518567|1507.995102|474.9756287|23.75461091|1.0|1.0|1.0|1.0|1.0|0.15|18.0|-7.19|4.64|61.84|1.74|0.0|99.77|1.0|-4.83|26.0|352.38|0.0|1.0|1.0|3.35|-4.49|1.46e-05|0.00516|3.2e-05|0.0113|3.84|0.0|0.0|2.26e-05|4.4386|3.7495|-1184.385377|580.73|330.67|279.33|0.70497|-1184.168094|-0.15605|1.1115|-0.18454|0.01827873|-1184.224637|6644.0
13j_a6|0.0|1|0|0.0|0|7.412764017000001|1|1.430640326|0.0|-0.015004989|5.351858133|-0.154502515|0.041728395|0.07522656|0.0|-0.011017781|-0.0951246069999999|-0.047513534|1|-0.007703306|0.121750719|-0.073507141|-0.562698347|0.8744720490000001|0.783333463|-0.063948098|0.830577798|0|-0.120219472|0.205764388|-80.33128667|20.78979124|0.377035857|251.937353|-0.046428683|13.89184843|114.6910805|-2.460720196|-53.67779048|-31.02389141|101.1210779|2907.3053210000003|416.2679342|-1644.266245|2634.320708|0.765539515|6276.316063|-1098.707398|39.56287079|-379.7635712|2096.832152|673.8038326000001|13.31076198|1.0|1.0|1.0|1.0|3.0|0.12|23.0|-8.5|3.54|115.15|1.18|0.0|120.17|1.0|-5.03|32.0|427.46|0.0|0.0|1.0|2.82|-4.48|9.32e-06|0.00398|3.28e-05|14.0|2.95|0.0|0.0|1.36e-06|3.6504|3.5599|-1426.5532050000002|712.52|348.28|339.64|0.7045100000000001|-1426.272674|-0.14602|8.3187|-0.19491|0.03242949|-1426.335207|6.5817
4g_a46|0.0|0|0|0.171759574|1|7.825245291|1|1.134637064|2.156712018|-0.001702489|5.587248657999999|-0.010706405|0.046415344|-0.093447672|0.0|0.011488768|-0.055084605|-0.138341481|1|0.010608122|-0.144064904|-0.121452903|-0.2455749539999999|0.662386484|0.74106323|-0.200628401|0.635494818|0|-0.056893316|0.318162858|-32.64186634|4.598866947|0.053170267|30.50581108|-0.024339048|2.638545451|72.82863401|-1.192613373|-18.72788427|-13.96424081|37.24073329|2242.010126|543.2323468999999|-684.2477996|2285.43285|0.8131148579999999|5176.321714|-392.5790722|16.88825479|-375.0653627|827.5244845|568.1534007|4.477396402|1.0|0.0|1.0|1.0|0.0|0.38|17.0|-7.8|5.37|43.6|3.06|1.0|106.55|1.0|-5.38|26.0|366.89|0.0|1.0|1.0|4.39|-5.38|4.22e-06|0.00155|4.16e-06|0.00153|4.73|0.0|0.0|5.75e-06|4.4163|4.4163|-1493.154666|615.33|280.74|280.74|0.6983199999999999|-1492.923098|-0.18602|3.5526|-0.22587|0.02266493|-1492.979142|5.5615
12b_a50|0.0|0|1|0.0|2|7.927685046000001|1|1.397986833|4.058595679|-0.002929899|5.82008293|-0.0016330379999999|0.034845679|-0.08032584|2.112397566|0.01164808|-0.101728189|-0.115659308|2|0.011790103|-0.139522815|-0.291865836|-0.246831987|0.699597776|0.804535572|0.009081884|0.660148928|1|-0.045602469|0.24516882|-22.92589265|10.80329197|0.074083915|37.24447201|-0.0237482779999999|5.43117764|86.49656508|-0.926182858|-11.52561607|-11.93905701|33.72918462|2224.116359|465.4891075000001|-465.6232233|1446.231761|0.756824707|4672.843578|-234.0844297|20.82911679|-73.59089223|812.3355548|388.171611|13.86849326|1.0|1.0|0.0|1.0|0.0|0.11|20.0|-5.49|3.42|48.53|2.02|0.0|94.69|2.0|-3.16|24.0|313.36|0.0|1.0|1.0|2.59|-3.84|0.000685|215.0|0.000144|45.0|2.5|0.0|0.0|0.00101|4.7089|3.9305|-1006.664619|539.15|315.44|263.3|0.6581|-1006.501585|-0.16451|4.0567|-0.19425|0.02307802|-1006.550688|5.3242
8c_a32|0.0|1|1|0.0|0|7.765993078999999|0|0.609420757|0.0|-0.0093793719999999|5.733341277|-0.04699673|0.036711712|-0.026467635|2.143746338|-0.003484915|-0.026048985|-0.0682721729999999|3|-0.001662219|-0.047650724|-0.1534110109999999|-0.578242111|0.788133615|0.845443342|-0.024032462|0.7507116140000001|1|-0.076876481|0.263222951|-46.47597924|9.818219446|0.198252488|119.85432240000002|-0.027548799|5.935643221|78.19443734|-1.267244762|-28.09723623|-16.654735000000002|56.29419869|2571.62241|484.6996147|-766.1178102000001|3038.837633|0.8100952690000001|5773.240734|-463.1595384|27.72624296|-121.7388847|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|4.19|140.04|1.1|0.0|110.47|1.0|-5.82|27.0|397.52|1.0|0.0|1.0|3.56|-4.39|1.5e-06|0.000597|4.11e-05|0.0164|3.21|0.0|0.0|8.86e-06|3.5673|3.5673|-1880.764533|646.97|347.56|347.56|0.70135|-1880.537558|-0.14712|8.4922|-0.18873|0.03115673|-1880.597039|7.4318
12h_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604984682|0.0|-0.00737961|5.351858133|-0.06631353|0.043848238|-0.074988669|0.0|0.001139238|0.001698966|-0.072247675|1|0.002064369|-0.166613751|-0.120380857|-0.4708582289999999|0.669561738|0.831176513|0.008644634|0.64876559|0|-0.083127678|0.353607682|-52.88851758|11.06352871|0.236431596|150.42542849999998|-0.038417127|7.038974807000001|0.0|-1.882439244|-33.64938551|-24.44221903|63.95204629|2848.98238|485.8069155|-1197.668733|2268.811589|0.881277172|6252.192213|-761.9955851|30.63031164|-379.1625034|1500.88527|618.6004214|10.10721793|1.0|0.0|1.0|0.0|1.0|0.14|17.0|-6.9|3.18|81.65|3.2|0.0|127.24|1.0|-5.39|30.0|416.47|0.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|0.0|5.260000000000001e-05|5.0289|3.5101|-1675.011389|672.54|353.22|246.54|0.68543|-1674.777786|-0.14889|2.9684|-0.2023599999999999|0.03372393|-1674.838376|8065.0
22_a20|0.0|0|0|0.0|1|6.842683282|0|1.4170330269999998|1.915285809|-0.00147607|4.727387819|0.023539095|0.0388043479999999|0.09301076|2.041494094|0.009265667|-0.066832578|-0.038668966|1|0.008780074|0.155407313|-0.060582944|-0.177976478|0.616352201|0.7478675859999999|-0.044184455|0.607038752|1|-0.059893667|0.425968568|-39.00017609|8.001165067999999|0.053484974|34.8271111|-0.027118811|5.21001405|54.71081293|-1.3559405430000002|-25.39523478|-17.65860151|47.00134116|2738.108259|616.3298149|-882.9300756000001|2396.806062|0.913422548|5924.626340999999|-574.9260339|22.91425458|-352.4559681|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|1.0|0.0|0.08|27.0|-9.69|5.39|67.39|2.61|0.0|121.62|1.0|-5.6|31.0|401.46|0.0|0.0|1.0|4.24|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|4.47|0.0|0.0|8.199999999999999e-08|5.5591|3.9732|-1275.84854|694.15|312.05|223.03|0.66063|-1275.598059|-0.16176|4.8308|-0.21856|0.03226475|-1275.657902|6.6364
8g_a8|0.0|1|0|0.0|1|7.535296702|1|1.39137364|1.298078704|-0.014340328|5.4161004020000005|-0.222784884|0.0438779959999999|0.000966222|0.0|-0.009140059|-0.025002199|-0.03728368|1|-0.007047583|0.001970629|0.162134281|-0.508072694|0.6784762320000001|0.734188081|0.121495775|0.656457444|0|-0.136742629|0.298992226|-83.78686741|19.06725815|0.466064505|285.5736014|-0.052430233|11.68315869|67.54104396|-2.464220973|-51.33906829|-32.12579035|102.8541256|2889.141422|327.1604688|-1509.912147|2148.49832|0.920192814|6581.432140999999|-925.1746152|38.56355928|-408.1554248|1812.487286|551.1746801|10.80625499|0.0|0.0|1.0|0.0|2.0|0.04|23.0|-7.4|3.89|99.34|3.01|0.0|111.38|1.0|-5.3|31.0|417.39|0.0|0.0|0.0|3.5|-4.94|5.01e-06|0.00209|1.16e-05|0.00483|3.53|0.0|0.0|1.67e-05|3.7495|3.7495|-1450.9549470000002|635.27|330.67|330.67|0.69221|-1450.728709|-0.15542|6.0697|-0.21391|0.04147516|-1450.787398|5.3768
11b_a31|0.0|1|0|0.0|0|7.765993078999999|1|0.610137403|0.0|-0.01950528|5.733341277|-0.172248605|0.043380952|-0.078907688|0.0|-0.014385937|-0.1488994619999999|-0.046362952|2|-0.010716217|-0.129901143|-0.16780872|-0.564706551|0.833717183|0.834596039|0.067031897|0.7943850720000001|0|-0.143839236|0.26165445|-80.0942166|21.02499452|0.454541246|253.1028809|-0.044612791|11.70737909|87.78853803|-1.784511651|-44.59898223|-24.84180719|101.1192111|2410.572158|303.7286124|-993.6722875|1756.711832|0.8986339170000001|5202.545866|-553.3080237|37.09261324|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|0.0|1.0|1.0|2.0|0.24|16.0|-5.45|3.25|125.57|0.79|0.0|92.51|2.0|-4.74|25.0|357.38|0.0|0.0|1.0|2.69|-3.75|1.82e-05|0.00649|0.000178|0.0637|2.46|0.0|0.0|0.00128|3.8437|3.8437|-1520.085181|589.56|322.57|322.57|0.70073|-1519.909742|-0.15936|3.2104|-0.1951|0.04215313|-1519.967224|6.2757
3i_a32|0.0|1|1|-4.547725143|0|7.78113851|0|0.6094207970000001|0.0|-0.012358668|5.733341277|-0.363243817|0.05052381|-0.21362765|1.711001131|-0.0131506889999999|-0.26785886|0.022524712|3|-0.0106761939999999|-0.8373173840000001|-0.212967423|-0.537667101|0.565740817|0.833699527|-0.337053202|0.54844677|1|-0.093279684|0.259644227|-49.17963359|8.064907632|0.106172013|55.97682661|-0.044627482|4.252042736|0.201037767|-1.472706897|-25.92886531|-23.52884474|57.24454122|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|0.732035793|5656.349227000001|-409.3669403|30.52825775|-285.465827|1007.432506|318.0257595|11.54903146|1.0|0.0|1.0|1.0|1.0|0.13|19.0|-6.96|6.29|110.94|2.09|0.0|88.28|1.0|-6.27|24.0|366.38|1.0|0.0|1.0|4.37|-5.16|5.37e-07|0.000197|6.85e-06|0.00251|4.23|0.0|0.0|4.01e-05|3642.0|3642.0|-1891.833327|530.5|340.43|340.43|0.70322|-1891.738614|-0.1476|2494.0|-0.21278|0.02199999|-1891.790935|8.2366
