molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|SaaaC|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|RASA|FNSA3|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
18_a4|0|0|0.0|1|7.535296702|1|1|1.3998285519999998|1.904090136|-0.181683336|-0.164169913|0.042924837|0.049240675|0.0|1|0.00042|0.108754635|0.006968314|-0.319213511|0.624748358|0.793041267|0.102914528|-0.105846349|0.7755960390000001|-0.094231531|-0.085817825|-46.48874223|8.729352711|203.5264327|0.224403961|-0.03479101|-20.88721799|0.0|-1.287267373|-22.93503169|50.98777224|55.21809494|382.6371479|6.133421395|10.31843368|0.682329162|4381.693113|113.7466718|22.30718562|0.0175331289999999|825.3658678999999|337.0066459|8.649897756|1.0|1.0|0.0|3.32|2.56|0.11|17.0|-5.53|50.94|0.0|0.0|2.0|3.0|23.0|-6.58|307.32|1.0|2.78|-3.51|0.00113|0.0959|0.0|2.96e-06|0.0009109999999999|-0.03538|4.5152|3.02|4.2045|-1033.480025|-1033.454769|523.81|870.74|294.88|0.2083|404.27|0.52475|0.57777|-0.17345|2.7878|-0.20883|0.02525528|2.62|5.5817|5.5817
12bc_a36|0|0|3.43846811|0|7.412764017000001|2|2|1.284647662|0.0|-0.058020733|-0.042515909|0.04625323|0.068351685|0.0|1|-0.00097037|0.115647623|-0.101451485|-0.442519304|0.884841888|0.836170906|0.006621918|-0.045186455|0.834305498|-0.077192869|-0.107107992|-51.87437401|12.2593899|83.35308244|0.165694502|-0.038558877|-48.36968394|0.0|-1.927943855|-34.8600941|83.97121855|64.13376391|560.6615736|8.273766079|15.54183457|0.878447423|6587.689277|153.57572439999998|33.5878425|0.017847333|1679.392125|661.6709012|11.99358509|0.0|1.0|0.0|4.73|0.0|0.14|17.0|-7.76|69.2|0.0|0.0|1.0|5.0|31.0|-6.26|450.32|1.0|2.82|-5.18|8.27e-06|0.00295|0.0|1.74e-08|7.83e-06|-0.05828|5.2189|4.42|3.8696|-2152.134749|-2152.100551|705.12|1188.37|320.4|0.7456|563.76|0.35775|0.69094|-0.15671|6.5854|-0.21499|0.03419831|8.0|8.0969|8.0969
21_a4|0|0|0.0|1|7.535296702|1|1|1.399863887|2.026698554|-0.164057585|-0.014982235|0.042924837|0.019346682|0.0|1|0.012094249|0.030586117|-0.063064908|-0.228430899|0.6952936|0.777866961|0.090847781|-0.174578783|0.932146735|-0.0571545999999999|-0.076470465|-28.99048719|10.23237244|63.37635587|0.067853265|-0.028676424|-19.67444009|66.03320922|-1.147056976|-14.70482428|47.69702403|39.22285963|472.812128|5.961506745|9.956436217|0.670120767|4277.396118|140.4174905|20.11362507|0.017563978|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|3.37|2.92|0.16|17.0|-5.94|39.94|0.0|0.0|2.0|3.0|23.0|-5.76|303.36|1.0|3.23|-4.19|0.000133|0.0197|0.0|1.16e-06|0.000352|-0.02956|5.1623|3.31|4.0245|-973.5683008|-973.5481197|549.71|916.76|308.08|0.2016|446.0|0.5260600000000001|0.66476|-0.16632|2.0282|-0.19588|0.020181098|121.0|6.9172|6.9172
9_a15|0|0|0.0|0|0.0|0|0|1.419941378|0.0|-0.217598467|-0.042227775|0.04022792|0.096418279|0.0|0|0.003160815|0.140072812|-0.203104439|-0.344978312|0.85357243|0.7059441040000001|0.088615068|0.010183805|0.846156316|-0.073701648|-0.11668349|-41.10356167|18.10574464|105.5304352|0.153843684|-0.028575549|-36.29225274|54.69975317|-1.400201879|-22.92354152|85.14415759|59.20930631|471.903131|5.485176331|10.00547485|0.8240935659999999|5375.400861|271.83655510000006|31.09118831|0.03598612|1523.4682269999998|532.0914339999999|20.06953345|1.0|0.0|1.0|3.16|3.37|0.19|18.0|-7.57|61.84|0.0|0.0|1.0|7.0|27.0|-5.52|366.41|1.0|3.69|-4.81|5.63e-06|0.00562|0.0|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.36|3.7487|-1223.705126|-1223.687392|588.55|1042.17|330.74|0.2693|507.33|0.6512399999999999|0.70552|-0.1565099999999999|1.4625|-0.1824|0.01773342|107.0|6.9706|6.9706
12bb_a36|0|0|3.3296932480000003|0|7.412764017000001|2|2|1.29704416|0.0|-0.07834963|-0.117921811|0.04625323|0.096309833|0.0|1|-0.004358975|0.2463876689999999|-0.098027247|-0.421445726|0.653741315|0.836170906|0.0534307559999999|-0.045186455|0.6888482109999999|-0.090660196|-0.114330726|-58.19935506|14.16769093|88.91215764|0.311151789|-0.038872447|-47.11573753|0.0|-1.943622342|-37.36110291|88.14984373|72.36704599|442.2064275|7.854524291000001|15.13083401|0.926384521|6285.088971|180.1992964|34.69260487|0.022984922|1734.6302440000002|593.6088758|14.75518126|0.0|1.0|0.0|4.72|0.0|0.14|17.0|-7.12|69.2|0.0|0.0|1.0|5.0|31.0|-6.8|417.41|0.0|2.44|-4.32|0.000102|0.0201|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|5.2382|3.66|3.8001|-1431.4091|-1431.374881|667.88|1120.72|326.27|0.4172|515.92|0.38838|688.0|-0.15507|6251.0|-0.21175|0.03421884|0.01|8.0|8.0
17b_a50|1|1|0.0|2|7.934155233999999|1|1|1.348984601|4.35392516|-0.145258626|0.013050204|0.032052154|0.035558152|2.206759705|2|0.012686493|0.05636897|-0.2252068689999999|-0.237489143|0.7715057479999999|0.7621727979999999|-0.1585336269999999|-0.257646121|0.931849183|-0.047785496|-0.07555585|-33.25475672|8.976922737999999|9.9094658|0.068150817|-0.02681014|-36.59177249|86.9549829|-1.662228695|-23.14256283|59.65808461|42.23167946|648.4900322000001|8.324966952|16.11918162|0.936245718|6059.076348|136.82673369999998|23.22374317|0.010169967|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|4.17|3.57|0.35|20.0|-7.54|51.77|0.0|0.0|1.0|8.0|32.0|-6.09|426.56|0.0|3.87|-4.91|1.7899999999999998e-05|0.0052|0.0|2.87e-08|1.22e-05|-0.0318|4.2447|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|306.75|0.1817|647.75|0.6269899999999999|0.66195|-0.16699|6.3333|-0.19879|0.02640483|122.0|6.9136|6.9136
27a_a34|0|0|0.0|1|7.412764017000001|1|1|0.300206665|1.963136117|0.0257175079999999|-0.456594848|0.0408037829999999|-0.082271189|0.0|1|-0.005234221|-0.13716603|-0.158932197|-0.53047808|0.8186389829999999|0.779284547|-0.07177581|-0.012251785|0.600964267|-0.106669294|-0.123191967|-74.78290605|18.62986903|176.4623026|0.3990357329999999|-0.043345322|-60.54917431|22.69787432|-2.340647376|-52.42823715|100.7752505|93.41277507|421.319507|8.960143164|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|39.72721867|0.020552444|2145.269808|718.5861133999999|14.40875302|1.0|1.0|1.0|3.66|2.58|0.13|23.0|-7.61|129.74|0.0|0.0|1.0|6.0|33.0|-7.29|463.51|0.0|2.44|-4.47|1.09e-05|0.0159|0.0|2.44e-08|1.13e-05|-0.03924|5.0012|7.38|4.1228|-1861.741982|-1861.695683|737.7|1247.85|300.73|0.2896|598.18|0.40378|0.69818|-0.16691|10.8591|-0.20615|0.04629882|0.24|6.6198|6.6198
12bd_a36|0|0|3.497517322|0|7.412764017000001|2|2|1.297043358|0.0|-0.051990612|-0.045630197|0.04625323|0.025649557|0.0|1|0.0045625|0.042808724|-0.101854847|-0.436345273|0.902377067|0.78699829|-0.011529973|-0.047786573|0.832478093|-0.071083327|-0.099460046|-46.92083391|11.7156452|83.92365468|0.167521907|-0.035521445|-43.33557909|0.0|-1.989200921|-30.9716039|75.7932235|58.63647911|549.5039111000001|8.050812711|15.34283166|0.905749421|5957.939097|143.6066496|29.96655829|0.015363883|1678.127264|729.1873176|10.14142465|0.0|1.0|0.0|4.95|0.0|0.21|17.0|-7.34|69.2|0.0|0.0|1.0|5.0|31.0|-6.38|409.49|1.0|2.42|-4.6|2.8600000000000004e-05|0.0102|0.0|4.55e-08|1.86e-05|-0.05236|3.8786|3.79|3544.0|-1311.591775|-1311.560669|706.26|1200.23|349.84|0.4467|568.94|0.69411|0.7044100000000001|-0.1459|5.7533|-0.19826|0.03110617|17.0|7.7696|7.7696
4m_a46|0|0|0.0|1|7.825245291|1|1|1.134637002|2.12888511|-0.245599013|0.051308728|0.041865079|-0.302054595|0.0|1|0.010359417|-0.487230027|-0.017992096|-0.098201489|0.615482006|0.747676221|-0.099662698|0.011235955|0.948973877|-0.067320375|-0.0672468|-35.4774406|5.74716122|6.161736337000001|0.051026123|-0.0224155999999999|-18.67596877|35.77391986|-1.008702005|-18.69640205|41.88525631|41.22460182|500.1036387|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|140.5828543|16.11061509|0.012232753|724.9776792|486.9589609|6.446588969|0.0|1.0|1.0|3.59|2.9|0.29|17.0|-6.88|54.5|0.0|0.0|1.0|2.0|25.0|-5.68|328.41|1.0|3.59|-4.57|2.99e-05|0.0088|0.0|1.31e-07|4.31e-05|-0.04808|6.0419|3.45|4.3476|-1031.138426|-1031.109224|558.63|975.72|285.18|0.2465|468.63|0.38389|0.68505|-0.18308|3.9226|-0.23116|0.02920209|1288.0|5.8901|5.8901
21b_a23|1|1|0.0|2|7.525639975|0|0|1.197963051|3.351726269|0.094654108|-0.008526338|0.042455556|0.057405955|0.745297595|2|0.009872313|0.107996329|-0.069382957|-0.481470603|0.7038407329999999|0.7717839409999999|0.131951284|-0.078097375|0.930728719|-0.0596425779999999|-0.083105261|-41.81114831|10.15224639|41.6766724|0.0692712809999999|-0.034219814|-40.84133198|86.65837165|-1.745210489|-29.31080756|67.68046598|51.9633947|652.4673795|8.773746105|16.20152864|0.846591917|6919.229053|131.5587155|29.53101081|0.013439264|1506.081551|712.6737861|9.421307298|0.0|1.0|1.0|3.59|3.42|0.08|26.0|-7.84|128.81|1.0|0.0|1.0|5.0|33.0|-6.42|450.52|0.0|3.57|-5.22|8.02e-07|0.00273|0.0|1.43e-08|6.45e-06|-0.08401|4.0023|3.57|3.6237|-1761.498874|-1761.4722969999998|735.65|1247.38|342.15|0.2607|611.6|0.57848|0.70139|-0.15033|9.5312|-0.23434|0.02657688|85.0|7.0691|7.0691
12b_a5|0|0|0.0|0|6.605297921|2|2|1.189701783|0.0|-0.297319874|0.023224044|0.0252713179999999|-0.021265946|0.0|0|0.00751901|-0.033279992|-0.070406884|-0.1708042239999999|0.8417504029999999|0.779793078|0.066588785|-0.033036296|0.827613693|-0.066227158|-0.068586754|-41.76622313|10.44150403|138.67264319999998|0.172386307|-0.020455699|-27.27837078|0.0|-1.165974822|-26.33991037|59.53145615|52.20772716|521.9354031|8.398709622|16.16438947|0.924627734|5501.255679|296.16656780000005|24.32296891|0.025810077|1386.409228|727.8586176|16.27715102|1.0|1.0|1.0|4.05|0.0|0.33|18.0|-7.67|50.28|0.0|0.0|1.0|5.0|30.0|-7.57|397.47|0.0|1.44|-3.45|0.00503|143.0|0.0|2.14e-08|8.5e-06|-0.10395|4.6156|2.24|1.4454|-1276.928859|-1276.8943800000002|669.05|1149.51|857.76|0.2345|505.16|0.42949|0.70615|-0.06212|5.7174|-0.16607|0.03447919|42.0|7.3768|7.3768
16a_a10|0|0|0.0|1|7.535296702|1|1|1.325756911|2.041062372|-0.187414728|0.023926176|0.0334858389999999|-0.085711535|2.009832665|1|0.011558506|-0.133979603|-0.162508526|-0.1948324069999999|0.748039584|0.772481675|-0.068377262|-0.008879187|0.916148686|-0.052574986|-0.076950669|-36.408063|9.606840334|77.68598956|0.083851314|-0.026063936|-36.90194151|99.81657855|-1.615964058|-25.21250404|63.53441386|46.01490333|634.4309626|8.531706024|15.88633689|0.862035195|6366.0631060000005|189.0108247|24.82496066|0.014796066|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|4.11|4.46|0.3|21.0|-8.5|56.07|0.0|0.0|1.0|9.0|33.0|-5.91|439.55|1.0|4.24|-5.17|6e-06|0.00297|0.0|3.18e-09|1.4e-06|-0.04647|5.6019|3.46|3.8718|-1395.158387|-1395.13019|760.0|1310.44|320.22|0.3843|629.65|332.0|0.6852199999999999|-0.1605|3.8323|-0.20697|0.02819643|47.0|7.3279|7.3279
1i_a5|0|0|2.843224727|0|6.605297921|0|0|1.219028472|0.0|-0.145964178|-0.31059482|0.0253888889999999|0.018196138|0.0|1|-0.000700145|0.059972925|0.001493879|-0.403861432|0.525406088|0.780175595|-0.058385936|-0.00496377|0.8876055620000001|-0.091178745|-0.084018635|-50.81756452|4.621144795|201.1526326|0.112394438|-0.03570792|-26.09853285|0.213644964|-1.428316788|-28.32266298|57.78921354|55.43870932|494.6981114|7.314842247|13.79450888|0.8858245220000001|5432.586961|134.0627959|26.20475553|0.0196689|1048.190221|403.396385|10.96226516|1.0|1.0|1.0|2.83|2.04|0.05|23.0|-8.88|54.46|0.0|0.0|1.0|4.0|27.0|-5.73|366.34|1.0|4.12|-4.97|1.6100000000000002e-05|0.00396|0.0|1.3300000000000002e-09|4.86e-07|-0.05729|4.7243|3.58|4.3799|-1288.356212|-1288.322373|569.42|957.58|283.08|0.7585|443.05|0.4571199999999999|0.50107|-0.17945|2.6336|-0.23674|0.03383899|24.0|7.6198|7.6198
3g_a32|1|1|3.542426304|0|7.78113851|0|0|0.60942078|0.0|0.015803466|-0.072619634|0.05052381|-0.058985916|2.2144733530000003|3|0.002565215|-0.105402305|-0.074808287|-0.563371932|0.833981748|0.755211939|-0.1015732219999999|-0.1719626169999999|0.887695945|-0.070213101|-0.098311343|-38.9071564|6.647498326|42.56199385|0.112304055|-0.030429702|-30.18744099|0.0|-1.278047464|-21.55960626|60.55421302|45.55465473|491.89858160000006|5.917878616|10.70834299|0.809490137|5058.622432|110.4157723|21.05801434|0.01096673|884.4366022|475.3634141|6.076989555|0.0|1.0|1.0|3.43|3.44|0.28|19.0|-7.29|110.94|0.0|0.0|1.0|3.0|24.0|-4.9|354.49|1.0|4.61|-5.59|8.12e-08|0.000915|0.0|5.08e-08|1.8e-05|-0.0535|3.5456|4.13|3.5456|-1712.060085|-1712.036238|593.24|998.86|349.68|0.2859|495.4|0.70275|0.70275|-0.14715|3.3082|-0.20065|0.02384763|14.0|7.8539|7.8539
14w_a23|1|1|0.0|2|7.423568444|0|0|1.197963556|3.132012648|0.013971812|-0.109136569|0.046678487|0.045196333|0.6813799420000001|2|0.003906274|0.126238077|-0.073958723|-0.427696371|0.5788469970000001|0.802520527|0.059273664|-0.049318182|0.7880718659999999|-0.070714528|-0.088508061|-46.76570273|14.84036772|43.30287556|0.211928134|-0.035779855|-38.70975831|90.15900589|-1.681653166|-30.92760432|72.23920014|61.60607046|521.1762769999999|7.833745658|15.58053709|0.988900044|6998.078982999999|169.6632599|31.82765022|0.020725002|1495.89956|597.2903597999999|13.70608418|0.0|1.0|0.0|3.42|3.35|0.05|26.0|-7.93|105.02|1.0|0.0|1.0|5.0|32.0|-6.35|447.46|0.0|4.05|-5.27|2.09e-06|0.00242|0.0|1.17e-08|5.23e-06|-0.0798|3.6632|3.97|3.6632|-1828.385903|-1828.363862|676.92|1150.31|338.46|0.3855|535.54|0.6219399999999999|0.6219399999999999|-0.14844|7.0157|-0.22824|0.02204118|2.0|8.6737|8.6737
18d_a25|0|0|0.0|1|6.842683282|0|0|1.193723212|1.918453956|-0.0881447869999999|0.024310576|0.042843137|-0.031867489|2.029297802|1|0.0062422|-0.055336237|-0.035684977|-0.292727912|0.722349659|0.780221059|-0.03671629|0.029728702|0.937813705|-0.061527513|-0.076328248|-46.31109519|8.39885106|70.58850837|0.062186295|-0.0281209329999999|-43.24308488|0.389087507|-1.602893201|-34.85786147|68.15463481|54.70994625|705.8822532|9.479218984|18.11893325|0.911437354|6876.316137000001|182.1982146|27.92623037|0.014219928|1591.795131|883.4030667999999|10.70318668|1.0|1.0|1.0|3.66|3.57|0.11|27.0|-10.23|111.51|1.0|0.0|0.0|7.0|35.0|-6.21|474.58|1.0|4.5|-5.54|5.47e-07|0.0013599999999999|0.0|5.92e-11|2.81e-08|-0.07287|5.6512|4.56|3.6392|-1806.848384|-1806.812778|792.79|1358.25|340.69|0.3986|664.72|0.41694|0.6823899999999999|-0.14723|3.2353|-0.2201|0.03560672|232.0|6.6345|6.6345
28_a34|0|0|0.0|1|7.423568444|1|1|1.454781307|1.767685185|0.000561166|-0.206909349|0.04515873|-0.201047053|0.0|1|-0.007544188|-0.33032879|-0.189821204|-0.5437894289999999|0.8318609690000001|0.798057295|0.092890802|-0.078146961|0.545935562|-0.1306693569999999|-0.140864841|-66.89539627|19.29162755|144.3404619|0.4540644379999999|-0.048190604|-36.91879876|88.32197602|-1.831242935|-34.24669822|85.99382787|86.18702382|279.4884473|5.613534285|10.28760365|0.832642882|4803.256974|138.2913845|33.80175623|0.0271102189999999|1284.466737|344.69029950000004|13.87891455|1.0|1.0|1.0|3.02|2.55|0.12|17.0|-4.78|92.26|0.0|0.0|2.0|3.0|24.0|-7.04|322.32|1.0|1.84|-3.25|0.000533|182.0|0.0|1.66e-05|0.00535|-0.03896|4.2857|4.11|4.2857|-1100.797628|-1100.760824|544.24|896.02|289.3|0.2043|417.28|0.69263|0.69263|-0.17802|6.4596|-0.21698|0.03680411|3.82|5.4179|5.4179
12g_a30|0|0|0.0|0|7.412764017000001|2|2|0.6049842529999999|0.0|0.096186205|0.024086432|0.039951691|-0.037395048|0.0|1|0.0026474159999999|-0.067792064|-0.084317059|-0.539112991|0.817497287|0.826316772|-0.0430471959999999|-0.0885760969999999|0.783662781|-0.086195758|-0.10344931|-58.41940906|18.59520651|133.2169768|0.216337219|-0.040568357|-47.51931027|237.7754135|-2.068986201|-39.593913|83.29752441|77.01461557|531.1295763|8.694447089|16.07139949|0.8484671109999999|6688.137428|152.961516|35.50940589|0.019453222|1810.9797|683.7405759|13.18447384|0.0|1.0|0.0|4.67|0.0|0.13|17.0|-6.42|114.67|1.0|0.0|1.0|6.0|32.0|-6.22|439.49|0.0|2.36|-5.01|1.01e-06|0.00427|0.0|3.7600000000000003e-07|0.000165|-0.0576|5.0703|3.88|3.5592|-1743.214798|-1743.174676|717.55|1206.02|348.35|0.2449|577.31|0.26238|0.68366|-0.15077|3875.0|-0.2083699999999999|0.04012224|9.0|8.0334|8.0334
19i_a38|0|0|3.169368622|0|7.412764017000001|2|2|1.297043925|0.0|-0.125335237|-0.115864198|0.043197531|0.08414367|0.0|1|-0.004358975|0.215263198|-0.098027247|-0.430016467|0.653741315|0.836170906|-0.040954326|-0.087904124|0.747158407|-0.08347616|-0.113250303|-51.15830416|13.83587388|137.7658863|0.252841593|-0.040770109|-42.53502816|10.71501217|-2.038505453|-31.35232957|82.98550237|64.99417804|457.89548719999993|6.690507557999999|12.04523072|0.800346329|6744.7785650000005|158.161786|33.67721904|0.022159015|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|4.8|2.88|0.14|17.0|-7.12|81.23|0.0|0.0|1.0|5.0|31.0|-6.81|419.43|1.0|3.04|-4.33|5.68e-05|0.0196|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|5.7041|3.66|3.6129|-1431.415351|-1431.384243|641.31|1101.03|343.17|0.2156|457.26|0.4342|0.69267|-0.14872|6.6636|-0.2052|0.03110827|13.0|7.9031|7.9031
12d_a30|0|0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|0.041181359|-0.033312179|0.042804233|-0.092984185|0.0|1|0.005965451|-0.162129948|-0.053644471|-0.4562256979999999|0.8414737059999999|0.8017873000000001|-0.0430927579999999|-0.130412856|0.843009925|-0.073829724|-0.094239701|-47.69710881|10.05700314|85.1932288|0.156990075|-0.036246039|-39.33285959|0.0|-1.884794029|-30.81433963|69.55534551|57.75411196|544.6198897999999|7.557073995|13.92427286|0.84254817|6120.329513000001|119.91237920000002|28.75340957|0.013424098|1495.177298|686.039456|8.672532296|0.0|1.0|0.0|4.75|0.0|0.17|17.0|-7.01|81.65|0.0|0.0|1.0|5.0|30.0|-5.81|412.51|1.0|2.91|-5.15|2.21e-06|0.00291|0.0|9.75e-08|4.02e-05|-0.05119|3.4821|4.14|3.4821|-1615.095823|-1615.063947|695.57|1176.22|356.06|149.0|545.94|0.68608|0.68608|-0.1479099999999999|4434.0|-0.1991|0.03187624|11.0|7.9508|7.9508
4f_a49|0|0|0.0|1|7.535296702|1|1|1.343848013|2.066693174|0.010266272|-0.087045007|0.038839506|-0.087861524|1.5830545580000002|1|0.001714014|-0.14414265|-0.015845165|-0.46436755|0.69044503|0.7927086309999999|-0.00953448|0.114367229|0.7370618040000001|-0.102926696|-0.089955514|-55.88123394|9.007637695|193.615884|0.262938196|-0.033471819|-26.51573683|59.72286429999999|-1.439288231|-30.33918719|60.18871783|64.88887164|400.1675422|6.302023735|11.20071713|0.7773206840000001|5422.650822|152.9378926|25.29924744|0.020905063|1087.86764|467.1194103|11.34983222|1.0|1.0|0.0|3.07|2.35|0.14|21.0|-6.54|80.9|0.0|0.0|1.0|3.0|27.0|-6.6|356.38|1.0|2.85|-4.09|0.000102|0.0289|0.0|2.92e-07|0.000104|-0.06954|4.6249|4.07|3.7098|-1179.23587|-1179.201105|575.01|982.46|334.21|0.2368|411.94|0.39584|0.68474|-0.15517|1.7833|-0.22471|0.03476467|0.04|7.3979|7.3979
1n_a5|0|0|2.91912867|0|6.605297921|0|0|1.427557749|0.0|-0.1387762669999999|-0.0533837329999999|0.024388889|0.002508727|0.0|1|0.004754079|0.004115733|-0.00966135|-0.393928416|0.6805709409999999|0.77828693|-0.013686011|-0.087019366|0.785210014|-0.082180848|-0.081950989|-47.1725036|13.27640087|63.58796786|0.214789986|-0.030493391|-27.00168194|55.29041202|-1.311215832|-27.07741706|63.57058627|60.44890447|450.71720610000006|7.881746117|15.27080096|0.937489579|5101.31614|213.67365440000003|27.88278228|0.028797525|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|2.88|2.67|0.05|23.0|-8.07|80.76|0.0|0.0|1.0|5.0|27.0|-6.41|356.38|1.0|3.14|-4.18|5.41e-05|0.0234|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.19|4.3838|-1179.209088|-1179.169527|607.15|1017.23|282.82|0.3789|481.06|0.44786|0.44786|-0.17092|0.6234|-0.23278|0.03956123|27.0|7.5686|7.5686
8c_a31|0|0|3.435435563|0|7.765993078999999|1|1|0.610137334|0.0|-0.012583838|-0.104377029|0.03995098|-0.106461724|0.0|2|-0.004832959|-0.178276512|-0.053983462|-0.513257014|0.922486359|0.847752299|0.006000201|-0.1759864119999999|0.626072761|-0.1170607269999999|-0.128067781|-64.57121646|16.3656112|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|477.2277896000001|-1.66488115|-35.61776956|82.77037329|80.93682766|345.3445134|6.820988495|12.99457133|0.90508624|4835.748065|152.7489054|30.23944586|0.021986076|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|3.51|2.9|0.29|16.0|-6.13|114.29|0.0|0.0|1.0|5.0|24.0|-6.7|342.42|1.0|2.83|-3.63|3.79e-05|0.0811|0.0|7.45e-07|0.0002549999999999|-0.03222|3.8492|1.83|3.8492|-1426.166503|-1426.129055|595.67|981.89|322.11|0.2597|475.72|0.7005|0.7005|-0.15985|3.3453|-0.19207|0.03744829|0.81|6.0915|6.0915
24_a20|0|0|0.0|1|6.842683282|0|0|1.40648755|1.959359883|-0.217098257|0.029711934|0.03625|0.087887688|2.041494094|1|0.008780074|0.1468474119999999|-0.036258691|-0.188335708|0.616352201|0.74131936|0.070857143|-0.07179846|0.952027295|-0.061437722|-0.067869875|-38.76683848|8.085691548|12.83518119|0.047972705|-0.02714795|-27.02262995|406.1522673|-1.357397496|-24.46164548|51.30386873|46.85253003|600.7235847000001|6.852820269|12.63879297|0.844319927|6109.1040920000005|144.47729840000002|22.21722343|0.013436544|1110.861171|664.4562602999999|8.478379683|1.0|1.0|1.0|3.4|3.21|0.08|27.0|-9.32|80.28|0.0|0.0|1.0|4.0|31.0|-6.26|402.45|1.0|3.63|-4.93|1.29e-05|0.00469|0.0|4.82e-10|1.94e-07|-0.06748|5.3396|3.74|3.5876|-1291.896802|-1291.867578|685.66|1169.35|345.59|0.2495|551.25|0.46668|0.44916|-0.15687|3.6107|-0.22435|0.02922392|318.0|6.4976|6.4976
18a_a30|0|0|0.0|0|7.412764017000001|2|2|0.604987543|0.0|0.045071414|-0.02919335|0.040166667|-0.041327798|0.0|1|0.005458948|-0.073280844|-0.053309522|-0.452377064|0.8421237309999999|0.7885597609999999|0.003991162|-0.171895425|0.85918121|-0.072474599|-0.095397479|-45.11907802|10.62073502|79.18861306|0.14081879|-0.036990859|-36.97308547|0.0|-1.812552105|-28.08889239|69.35818061|55.73981304|534.88346|7.050626413|12.72666325|0.8050400790000001|5942.293347|130.4247923|29.1318055|0.016012295|1427.458469|620.9195447000001|9.968457988|0.0|1.0|0.0|4.75|0.0|0.14|17.0|-6.64|81.65|0.0|0.0|1.0|5.0|29.0|-5.98|398.48|0.0|2.63|-4.85|5.23e-06|0.0056|0.0|2.3100000000000002e-07|9.21e-05|-0.05605|3.4712|3.82|3.4712|-1575.786909|-1575.755101|665.12|1120.46|357.18|0.3781|508.08|0.69033|0.69033|-0.1418|4.2514|-0.19785|0.03180853|25.0|7.6108|7.6108
