molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|SaaaC|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|RASA|FNSA3|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
4a_a49|0|0|0.0|1|7.535296702|1|1|1.343847746|2.085628989|-0.076526919|-0.074495823|0.036555556|-0.080255074|1.713107022|1|0.000660956|-0.130491035|-0.037142108|-0.403194204|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.7570436159999999|-0.094228246|-0.087863033|-57.79201133|10.51443916|313.22432680000003|0.242956384|-0.0292876779999999|-33.05061877|60.11195021|-1.4936715669999998|-35.44496163|68.37721704|68.30645049|464.3095353|7.934892916|15.01791558|0.8926425020000001|5950.370212|214.47685|27.62211044|0.023624093|1408.727632|620.5697596|14.48911428|1.0|1.0|1.0|3.35|2.89|0.22|21.0|-7.36|92.93|0.0|0.0|1.0|6.0|30.0|-7.52|399.45|1.0|2.42|-3.52|0.000528|122.0|0.0|4.35e-08|1.74e-05|-0.06461|4.7259|3.34|3.7876|-1313.19945|-1313.158118|660.19|1128.22|327.34|0.1935|504.63|0.35731|0.68042|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|32.0|7.4949|7.4949
17f_a50|1|1|0.0|2|7.934155233999999|1|1|1.349854916|4.305828452|-0.2208117919999999|0.022892513|0.03135101|-0.167275895|2.187498662|2|0.0129274519999999|-0.275290802|-0.247590736|-0.204651539|0.758335704|0.7851209440000001|-0.132153434|-0.2257632789999999|0.911458734|-0.047333916|-0.074859564|-29.10566644|10.09339793|6.382846132999999|0.088541266|-0.026836447|-28.30463221|82.90209608|-1.422331714|-17.89709978|55.9791334|39.19906437|560.4567739|7.200480876|13.65716648|0.896702|5579.97966|171.48226169999998|22.88344084|0.01617809|1212.822364|652.6793116|9.947921993|1.0|1.0|1.0|3.81|2.97|0.26|20.0|-6.38|51.77|0.0|0.0|1.0|6.0|29.0|-6.64|384.48|1.0|2.92|-4.12|0.000266|0.0291|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|4.0664|-1219.2481369999998|-1219.220465|653.63|1146.22|304.9|0.1708|564.52|0.6573899999999999|0.6573899999999999|-0.16784|6.1931|-0.20148|0.0276719|398.0|6.4001|6.4001
4_a38 (LY-2157299)|0|0|0.0|1|7.535296702|1|1|1.343847059|2.0959524330000003|0.050460026|-0.080432741|0.041252955|-0.0501467259999999|1.721297609|1|0.003107816|-0.083399128|0.028964355|-0.463575124|0.702976795|0.8099394329999999|-0.041794304|-0.032369326|0.754313773|-0.092570349|-0.089446059|-52.90108631|7.104736984|260.7739337|0.2456862269999999|-0.03235283|-29.21101111|71.22674185|-1.520583011|-30.23133173|58.99645489|60.00582329|431.0669496|6.54753874|12.76426621|0.949475478|5566.495502000001|122.2274724|23.51893991|0.01379043|1105.390176|542.7276591|7.880803302999999|1.0|1.0|1.0|3.27|2.6|0.18|21.0|-7.13|86.69|0.0|0.0|1.0|3.0|28.0|-6.86|369.42|1.0|2.81|-3.99|0.0001409999999999|0.0375|0.0|7.45e-08|2.75e-05|-0.06|4.65|3.95|3.78|-1198.683473|-1198.64695|617.61|1048.31|327.69|0.2|449.44|0.4|0.68|-0.16|5.9043|-0.22|0.03652312|69.0|7.1586|7.1586
19b_a38|0|0|3.26554965|0|7.412764017000001|2|2|1.297044256|0.0|-0.122009545|-0.115864198|0.044392765|0.013765516|0.0|1|-0.004358975|0.035216067|-0.098027247|-0.443325632|0.653741315|0.8295290000000001|0.019437461|-0.114123934|0.7293105670000001|-0.086013549|-0.11557289|-53.38447032|13.92699891|120.3048789|0.270689433|-0.041606241|-44.51968852|0.0|-2.0803120280000003|-33.13317155|84.49751102|67.31146923|452.6479704|7.159317935|13.74014387|0.91919733|6518.872269|149.181772|33.99385836|0.020570275|1699.692918|593.6088758|12.76697997|0.0|1.0|0.0|4.82|2.37|0.14|17.0|-7.12|81.23|0.0|0.0|1.0|5.0|31.0|-6.81|419.43|1.0|2.94|-4.33|5.68e-05|0.0196|0.0|7.599999999999999e-08|3.19e-05|-0.05031|5363.0|3.66|3.7509|-1431.414099|-1431.38073|646.81|1111.29|330.55|0.4634|485.64|0.38952|0.69411|-0.15414|5.5253|-0.20445|0.03336932|12.0|7.9172|7.9172
14n_a23|1|1|0.0|2|7.423568444|0|0|1.197963531|3.3716621960000004|0.009802461|-0.027380305|0.045165485|0.079559363|0.747533142|2|0.010508236|0.144230149|-0.110069159|-0.404569286|0.756252127|0.802854174|0.219354173|-0.099694124|0.89327435|-0.058928845|-0.082430028|-39.82324087|18.26553926|97.93357279|0.10672565|-0.032325501|-37.64460956|97.39429807|-1.648600566|-26.91195666|72.09248208|58.08878013|603.6615822000001|8.662092555|16.33144958|0.885393105|6740.54932|211.642042|31.80611809|0.0242495529999999|1622.112023|683.7405759|16.3874892|0.0|1.0|1.0|3.53|3.66|0.09|26.0|-7.51|114.25|1.0|0.0|1.0|6.0|32.0|-6.47|441.51|0.0|3.48|-5.02|2.32e-06|0.0042299999999999|0.0|3.11e-08|1.3699999999999998e-05|-0.06951|3.4217|3.23|3.4217|-1744.450916|-1744.42791|710.48|1209.95|362.35|0.4229|575.71|0.6955|0.6955|-0.1382|5.2196|-0.2077099999999999|0.02300614|1.0|9.2441|9.2441
17_a4|0|0|0.0|1|7.535296702|1|1|1.219995452|1.690442177|-0.188642713|-0.319716072|0.043084795|-0.01849014|0.0|1|0.002155864|-0.073733221|-0.0179434139999999|-0.392770755|0.49887819|0.772721853|0.0147116789999999|-0.12969185|0.888791225|-0.0887214819999999|-0.08932566|-45.75108579|5.472562628|17.08736223|0.111208775|-0.042181562|-23.75316417|0.0|-1.5185362180000002|-23.59250328|52.67753395|51.22364842|458.3237652|5.923504372999999|10.65499029|0.798764653|5322.773303|71.31904507|25.24299609|0.012827738|908.7478594|319.5521911|6.61489113|0.0|1.0|0.0|3.31|2.94|0.11|17.0|-6.56|30.71|0.0|0.0|1.0|3.0|25.0|-5.56|345.29|1.0|4.29|-4.81|4.39e-05|0.00532|0.0|2.74e-07|9.44e-05|-0.04186|4.3363|4.44|4.3363|-1255.994721|-1255.968357|527.39|873.5|285.92|0.2045|413.28|0.47353|0.47353|-0.17559|4.8197|-0.21745|0.02636403|877.0|6057.0|6057.0
21_a47|1|1|0.0|1|6.86171134|0|0|1.408713027|1.2247108|0.072733799|-0.13650463|0.037801932|-0.034419528|1.028199909|1|-0.004332497|-0.090969103|-0.1049885469999999|-0.5406500129999999|0.612295986|0.826796636|-0.080213904|0.0927058819999999|0.70582155|-0.082614966|-0.095249919|-46.63227351|12.83540744|34.75044485|0.29417845|-0.033866638|-30.34731959|47.95893876|-1.5239986980000002|-26.32173133|70.10126935|59.46768095|398.4031618|7.071346534|13.17102891|0.862591353|6103.311635|200.4681737|29.64451905|0.028943339|1334.003357|482.9384172|16.33715751|1.0|1.0|1.0|3.29|3.32|0.1|21.0|-7.7|84.73|0.0|0.0|1.0|6.0|29.0|-6.58|394.38|1.0|3.43|-4.32|3.6e-05|0.0191|0.0|1.98e-08|7.8e-06|-0.06339|3917.0|4.43|3917.0|-1375.061089|-1375.028093|583.37|1014.33|316.53|0.2249|441.93|0.68296|0.68296|-0.16158|3.6767|-0.2249699999999999|0.03299607|5.0|8.3|8.3
2_a47|0|0|0.0|0|0.0|0|0|1.381899691|0.0|-0.002024001|-0.13117284|0.027058824|-0.004557357|1.454085483|0|-0.006079384|-0.007299676|-0.017113434|-0.444853768|0.916092248|0.671819147|0.115527282|-0.0253134039999999|0.847324011|-0.083455669|-0.095655954|-41.57671973|4.240150185|99.5619537|0.152675989|-0.036790752|-23.74109633|0.958043241|-1.4348393119999998|-20.71307621|55.81329383|45.81686991|422.1277419|5.308758149|9.369924133|0.764993595|4559.060763|107.1215986|23.34938746|0.016376351|910.626111|392.6099255|8.158522603|1.0|1.0|1.0|2.58|2.54|0.0|22.0|-7.82|58.04|0.0|0.0|1.0|3.0|24.0|-5.0|313.35|1.0|3.58|-5.11|3.46e-06|0.00243|0.0|1.51e-08|4.73e-06|-0.05285|3.7181|3.49|3.7181|-1010.540464|-1010.505024|536.13|902.07|333.46|0.2143|371.19|0.69102|0.69102|-0.15446|2.1266|-0.20731|0.03544055|631.0|6.2|6.2
8m_a46|0|0|0.0|1|7.727094485|1|1|1.160371261|2.126524943|-0.044830187|-0.085284636|0.047345679|-0.134230003|0.0|1|0.005865049|-0.206020062|0.010184776|-0.380393836|0.783187801|0.7699708959999999|-0.084989948|-0.090247845|0.876210355|-0.0911455|-0.085204935|-48.32436573|3.742817678|166.8508795|0.123789645|-0.032188531|-23.9511632|0.0|-1.448483903|-25.62105988|48.72163155|52.0671834|464.5573228999999|5.684332261000001|9.899611044|0.7415609409999999|4439.758321|60.71213839999999|19.27296714|0.006689855|867.2835213999999|463.1469765|3.546889545|1.0|1.0|1.0|3.24|2.92|0.3|17.0|-6.46|50.94|0.0|0.0|1.0|2.0|24.0|-5.61|319.4|1.0|3.53|-4.56|3.3e-05|0.0088799999999999|0.0|3.5e-07|0.000112|-0.01818|5.3062|4.12|4.2881|-1014.126693|-1014.091966|570.72|970.82|289.14|0.3905|489.57|0.43001|0.6997800000000001|-0.17897|2.0174|-0.19715|0.03472717|229.0|6.6402|6.6402
3a_a49|0|0|0.0|1|7.535296702|1|1|1.343850114|2.09865947|-0.05210989|-0.072328354|0.0355787039999999|-0.044367345|1.819785|1|0.000521532|-0.074886415|0.002357097|-0.421478185|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.72890527|-0.094437035|-0.088484274|-55.30832478|9.491036042|107.4001347|0.27109473|-0.030698626|-30.35026007|59.40691577|-1.504232653|-32.39206742|64.2037853|64.79936082|426.893216|6.566343333|12.49907878|0.903506738|5792.106924000001|181.6875706|26.06512204|0.021141449|1277.19098|578.2841135|12.38177532|1.0|1.0|1.0|3.25|2.11|0.18|21.0|-7.19|98.72|0.0|0.0|1.0|5.0|29.0|-7.67|384.43|1.0|2.02|-3.3|0.000878|193.0|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|3874.0|-1254.012043|-1253.973708|635.89|1082.21|320.04|0.3467|449.68|0.53794|0.66614|-0.15978|3801.0|-0.2171|0.03833529|64.0|7.1938|7.1938
4e_a46|0|0|0.0|1|7.825245291|1|1|0.300205548|2.12386814|0.1369980459999999|-0.370202917|0.041636905|-0.08224348|0.0|1|0.002688298|-0.135489528|-0.030065705|-0.514537262|0.738134189|0.77019676|0.075271624|-0.076733489|0.753715041|-0.0835371459999999|-0.084780904|-63.39469142|8.098142567|105.0139519|0.246284959|-0.030951758|-48.825259|20.27041189|-1.949960781|-48.10898007|73.87174786|71.49283399|571.9794684|7.906917146|15.06943449|0.905854609|7615.063066|155.48860530000002|29.54149986|0.0125621839999999|1861.114491|942.2127953|9.533193534|0.0|1.0|1.0|4.5|2.68|0.27|23.0|-8.81|124.17|0.0|0.0|1.0|5.0|35.0|-6.6|488.6|0.0|3.5|-5.41|8.29e-07|0.00191|0.0|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|4.1773|-1884.613031|-1884.564974|757.1|1343.97|296.81|0.4814|655.69|0.5745600000000001|0.56481|-0.17112|1.9941|-0.21005|0.04805633|154.0|6.8125|6.8125
4p_a46|0|0|0.0|1|7.825245291|1|1|1.134636977|2.102855253|-0.060700883|-0.038295755|0.046533816|-0.164311513|0.0|1|0.004453195|-0.251219946|0.066453878|-0.369670745|0.7471162309999999|0.747019097|-0.078703563|-0.1623103719999999|0.905966489|-0.0997229069999999|-0.083274013|-56.55658053|4.195717966|175.10295019999998|0.094033511|-0.029978645|-26.78464688|0.0|-1.498932241|-32.07534663|51.05047787|60.7522985|513.8073925|5.828038618|10.10955243|0.734640605|5167.091582|71.34266847|19.44852199|0.006740305|972.4260993|585.8536976|3.822678404|0.0|1.0|0.0|3.89|3.2|0.3|17.0|-7.05|61.84|0.0|0.0|1.0|2.0|27.0|-5.09|357.45|1.0|4.25|-5.4|1.59e-06|0.00144|0.0|8.95e-08|3.2e-05|-0.0393|5.4796|4.89|3.9958|-1129.65844|-1129.618646|598.19|1058.54|310.28|0.2363|537.47|0.43709|0.70138|-0.16819|3.6961|-0.20749|0.03979459|341.0|6.4672|6.4672
9g_a40|0|0|0.0|1|7.515889085|0|0|0.604992427|1.849105962|-0.058811055|-0.0220464379999999|0.043730159|0.07954859|0.895670535|2|0.0115573539999999|0.133954053|-0.037217966|-0.383703998|0.694156166|0.764275277|-0.384131901|-0.242405063|0.90454157|-0.063539055|-0.079033043|-33.47455057|11.25704374|65.74631496|0.09545843|-0.031197254|-21.93596333|64.08637519|-1.185495647|-17.63553984|51.16627179|44.73159432|476.5434822|8.180261533|15.62271835|0.909806709|4435.743087|136.8503571|22.20330888|0.018087202|843.7257374|384.6422631|9.528957565|1.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|72.28|0.0|0.0|1.0|3.0|23.0|-7.17|302.33|0.0|1.93|-3.09|0.00323|247.0|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.83|3.0778|-1332.487689|-1332.476347|559.04|923.42|402.84|0.3563|469.6|0.70233|0.70233|-0.12765|3.4787|-0.19005|0.01134289|3548.0|5.45|5.45
1m_a5|0|0|2.934162514|0|6.605297921|0|0|1.3047206409999998|0.0|-0.252787668|-0.005518104|0.026339869|-0.07112464|0.0|1|0.00520748|-0.118494698|0.042813643|-0.2274929269999999|0.691858366|0.7824502320000001|0.077347244|-0.022280685|0.8823955520000001|-0.070959368|-0.071478865|-37.380714700000006|4.7571353730000006|154.6334216|0.117604448|-0.028977918|-19.83596661|0.235629561|-1.072182971|-19.69180207|46.74648368|42.13785007|464.8375158|6.911100301|13.35855701|0.932913201|4584.808374|137.7695311|20.67140479|0.0172594319999999|764.8419772000001|383.4128238|9.092103139|1.0|1.0|1.0|2.69|2.11|0.0|23.0|-8.63|54.46|0.0|0.0|1.0|3.0|24.0|-5.71|332.79|1.0|3.63|-4.74|2.99e-05|0.00607|0.0|2.35e-09|7.82e-07|-0.0507699999999999|4.6678|3.48|4.3983|-1410.912452|-1410.88022|553.42|926.13|281.89|0.5497|423.2|0.4527899999999999|0.45426|-0.1778|1939.0|-0.22857|0.03223201|43.0|7.3665|7.3665
9s_a24|0|0|2.9568988810000003|0|6.605297921|1|1|1.4275963180000002|0.0|-0.222173285|-0.00570386|0.023585859|-0.050919714|0.0|1|0.007695726|-0.0897306019999999|-0.204128966|-0.248704391|0.799076569|0.773544454|0.030228027|0.0256742079999999|0.8833498320000001|-0.049825449|-0.063587778|-30.93968263|10.42725806|33.24649431|0.116650168|-0.019465646|-24.51900941|0.695462853|-0.953816666|-19.21235005|61.19761205|41.36694069|548.5261887|9.124394347|17.24354813|0.889829339|5767.9102490000005|344.5337711|27.15292246|0.03496522|1330.4932|604.8829955|21.71205366|1.0|1.0|1.0|3.43|2.78|0.04|29.0|-8.11|77.21|0.0|0.0|1.0|4.0|30.0|-7.2|393.44|0.0|2.63|-4.06|0.000434|0.0343|0.0|7.73e-09|3.04e-06|-0.03597|3.0726|1.82|2.6707|-1271.031372|-1270.994965|654.28|1121.42|464.24|0.5112|521.4|0.69475|0.6907300000000001|-0.10865|4.6141|-0.14462|0.03640642|32.0|7.4949|7.4949
8_a47|0|0|0.0|0|7.252053952000001|0|1|1.24688044|0.0|0.003732288|-0.099564745|0.0363475179999999|-0.087101663|1.335354131|0|-0.007648516|-0.177626636|-0.00158075|-0.4497577479999999|0.686795267|0.7847248109999999|-0.035681436|-0.223459904|0.8497568740000001|-0.075955381|-0.091482011|-44.09728708|5.043798869|90.32612351|0.150243126|-0.035797309|-30.83488674|0.0|-1.646676195|-25.60148752|60.62152862|49.14108595|493.3419136|6.492934319|11.08581716|0.707366287|6219.278078|104.6752861|25.35407034|0.012935553|1166.287236|559.4973856|7.509972037000001|1.0|1.0|1.0|3.02|3.21|0.13|22.0|-9.25|58.04|0.0|0.0|1.0|4.0|29.0|-4.79|405.85|1.0|5.03|-6.19|2.56e-07|0.000263|0.0|5.62e-10|2.28e-07|-0.05495|3.6696|4.91|3.6696|-1686.068471|-1686.0356350000002|621.06|1071.62|337.87|0.2249|433.38|0.6877800000000001|0.6877800000000001|-0.15357|3585.0|-0.2085199999999999|0.03283575|0.05|7.3|7.3
12bg_a36|0|0|3.434779148|0|7.412764017000001|2|2|1.29692796|0.0|-0.040957653|-0.044573523|0.044197531|0.057879142|0.0|1|-0.00097037|0.097928606|-0.101451485|-0.4459167329999999|0.884841888|0.836170906|-0.023460562|-0.033696875|0.840610352|-0.075439837|-0.102664465|-51.74990566|13.44952052|107.3347739|0.159389648|-0.036959207|-48.31008346|14.85588272|-1.847960372|-35.49918495|83.78068847|65.19942617|576.6383913|7.549463377|14.04434294|0.860310096|6753.439903|172.9566471|33.900544700000005|0.01946912|1695.0272350000002|661.6709012|13.35534589|0.0|1.0|0.0|4.75|0.0|0.14|17.0|-7.76|69.2|0.0|0.0|1.0|5.0|31.0|-6.26|450.32|1.0|2.82|-5.18|8.27e-06|0.00295|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|4.42|3.8944|-2152.13793|-2152.104584|703.94|1186.75|318.36|0.4409|554.7|0.69395|0.69395|-0.15743|6.6844|-0.21166|0.03334656|15.0|7.8239|7.8239
3d_a49|0|0|0.0|1|7.535296702|1|1|0.406515615|2.089548665|-0.0960135969999999|-0.3456333889999999|0.036335697|-0.087308534|1.775376197|1|-0.004253844|-0.149675594|-0.075636705|-0.202380888|0.914407252|0.808676284|0.01450704|0.029549308|0.733071652|-0.099295364|-0.094384452|-57.52001036|5.561916586000001|137.78978830000003|0.266928348|-0.036147237|-31.67236018|0.0|-1.698920144|-33.32030276|65.59130031|63.08192694|424.6551631|6.612715522999999|12.87442833|0.946920034|6018.145364|140.9844521|27.67490257|0.018844179|1300.720421|549.3593871|10.91609228|0.0|1.0|1.0|3.29|0.0|0.15|21.0|-6.15|121.39|0.0|0.0|1.0|4.0|28.0|-6.58|392.45|1.0|1.85|-4.44|6.42e-06|0.0142|0.0|7.1e-07|0.000278|-0.05766|5.1844|4.02|3.8907|-1594.595995|-1594.552258|615.3|1044.19|318.67|0.2899|455.47|0.3523699999999999|0.67215|-0.16147|2184.0|-0.21913|0.04373784|2.34|5.6308|5.6308
16a_a32|1|1|3.357452523|0|7.765993078999999|0|0|0.6094207620000001|0.0|0.205693867|-0.0848387459999999|0.03995614|-0.053745649|2.095743605|3|-0.005552127|-0.0999399409999999|-0.107321286|-0.707456102|0.859696525|0.8567078770000001|0.039965071|-0.098258706|0.756542831|-0.090389538|-0.119471489|-56.2527503|12.86051026|92.00611646|0.2434571689999999|-0.037168908|-46.27170107|66.13699638|-1.6726008419999998|-35.00816569|88.96104768|69.11326055|470.82456669999993|7.183246604|13.08168264|0.8211379000000001|5746.082161|188.6800971|33.19592405|0.023475264|1493.816582|532.685565|14.6095244|0.0|1.0|1.0|3.53|2.66|0.22|19.0|-7.3|152.07|0.0|1.0|1.0|7.0|27.0|-6.85|398.51|1.0|3.06|-4.04|3.2e-06|0.0364|0.0|5.04e-08|2.01e-05|-0.0567299999999999|3.6314|3.9|3.6314|-1896.81177|-1896.770883|664.67|1096.48|341.42|0.2859|535.63|0.70245|0.70245|-0.15045|1.3736|-0.20718|0.04088655|11.0|7.9586|7.9586
3b_a12|0|0|0.0|0|0.0|1|1|1.283824445|0.0|0.156777705|-0.043495794|0.0375|-0.1215705419999999|0.0|0|-0.003019113|-0.19952566|-0.071149325|-0.547002361|0.914614654|0.768772928|-0.008328578|-0.007397776|0.903204699|-0.064393592|-0.088443201|-33.57216667|5.401901357000001|41.13468455|0.096795301|-0.034016616|-24.04018959|0.0|-1.326648015|-17.50314491|54.77629766|38.97406803|470.8937285|6.6333156660000006|10.88757628|0.64134753|4665.346939|120.5265876|23.06757345|0.0166212889999999|899.6353646|406.0361621|8.665655511|1.0|0.0|1.0|3.82|2.98|0.05|18.0|-8.1|37.28|0.0|0.0|1.0|3.0|24.0|-5.65|332.79|1.0|3.59|-4.64|5.539999999999999e-05|0.00759|0.0|7.91e-09|2.63e-06|-0.07091|4.2092|3.96|3.7741|-1410.971864|-1410.947421|548.05|915.37|328.51|0.5013|426.66|0.53738|0.6654800000000001|-0.15229|5.9551|-0.2232|0.02444371|49.0|7.3098|7.3098
14b_a3|0|0|0.0|0|6.823286122000001|0|0|0.605016869|0.0|0.143500839|-0.1160619169999999|0.039799383|-0.1551678719999999|1.7086790859999998|1|-0.004161699|-0.288944272|-0.050943323|-0.575695827|0.882394075|0.7809478329999999|-0.133815639|-0.170297225|0.786476513|-0.090994113|-0.100993354|-44.49789848|6.273415527999999|252.49572540000003|0.2135234869999999|-0.036469822|-24.15156108|82.79166784|-1.312913604|-21.76034149|57.87172082|50.77131401|384.6023764|4.989782639|9.738358819|0.951659927|4803.535505|113.9829058|23.25478753|0.017348996|837.1723509999999|358.3503513|8.483998032|1.0|1.0|1.0|3.18|2.5|0.06|21.0|-6.89|105.82|0.0|0.0|1.0|2.0|23.0|-6.42|319.38|1.0|2.82|-3.99|3.54e-05|0.0327|0.0|1.28e-07|4.08e-05|-0.06676|3.0724|2.22|3.0724|-1327.514377|-1327.4859310000002|524.27|879.19|403.54|0.2276|368.39|0.70123|0.70123|-0.12942|2.8743|-0.19618|0.02844675|0.38|6.4202|6.4202
15c_a22|0|0|0.0|1|6.842683282|0|0|1.42291727|1.596256692|-0.134137693|-0.018518519|0.038137255|-0.026986769|1.568396937|1|0.004362505|-0.047249795|-0.0917078119999999|-0.364626967|0.667111824|0.773044788|-0.096749121|0.010828071|0.8665852140000001|-0.067475429|-0.080088202|-48.58045253|17.68362419|36.22825261|0.133414786|-0.0302219629999999|-41.51455167|78.22334636|-1.60176404|-34.97658951|75.52188549|66.26407672|623.9175171|8.626398368|16.03890406|0.859281634|6882.442370999999|243.5126145|32.87972244|0.0248073129999999|1742.625289|731.8178649|17.86058304|1.0|1.0|1.0|3.49|2.85|0.08|27.0|-9.28|109.38|0.0|0.0|1.0|6.0|34.0|-6.96|445.48|0.0|2.98|-4.62|1.39e-05|0.0107|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|4.79|3674.0|-1460.602657|-1460.571156|715.42|1241.07|337.46|0.5082|575.8|0.30831|0.69113|-0.15408|7.382000000000001|-0.22807|0.03150096|737.0|6.1325|6.1325
12as_a36|0|0|3.447017327|0|7.412764017000001|2|2|1.297043209|0.0|-0.051208473|-0.073735973|0.041728395|0.096454203|0.0|1|0.0018565629999999|0.162571317|-0.098698552|-0.4358775279999999|0.8058720979999999|0.817372883|-0.0389138329999999|-0.04244711|0.77043791|-0.082748367|-0.109492809|-55.75872553|12.95780416|88.17694537|0.22956209|-0.037824788|-49.71556877|0.0|-2.080363362|-37.57216725|85.53474971|68.71652969|519.1478419|8.768282531|16.08155469|0.834059821|6224.698969|156.2451686|33.18163581|0.017444469|1824.98997|716.9974499|11.75468972|0.0|1.0|0.0|4.86|0.0|0.17|17.0|-6.89|86.27|0.0|0.0|1.0|6.0|32.0|-7.21|423.47|0.0|1.84|-3.95|0.000154|0.0476|0.0|1.29e-07|5.4600000000000006e-05|-0.05789|4.5202|4.84|3851.0|-1385.601917|-1385.5651710000002|712.04|1207.35|321.96|0.5902|568.52|0.53815|0.68211|-0.1563|4.8580000000000005|-0.21419|0.03674596|59.0|7.2291|7.2291
14_a1|0|0|3.3674017380000003|0|7.423568444|1|1|1.430935835|0.0|0.043282217|-0.175408303|0.035620155|0.1008839219999999|0.0|1|-0.008385698|0.164429684|-0.020716495|-0.567791164|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.593170871|-0.12658238|-0.122581374|-74.96297518|19.5711254|161.1772893|0.406829129|-0.046308519|-42.99041175|104.2594419|-2.083883365|-44.39360096|87.02320758|94.53410059|351.2799603|7.46120838|14.21658628|0.905399978|5748.712211|146.0634832|36.40268318|0.0243658979999999|1638.120743|513.4628663999999|14.42965582|1.0|1.0|1.0|3.25|2.35|0.05|23.0|-7.69|103.12|0.0|0.0|1.0|4.0|29.0|-6.73|384.39|1.0|2.85|-4.25|3.03e-05|0.0218|0.0|2.03e-08|7.81e-06|-0.05962|3.8344|4.57|3.3061|-1292.588129|-1292.55322|621.08|1049.56|375.01|0.4442|464.08|0.6572600000000001|0.69894|-0.1336|4.1207|-0.19322|0.03490867|94.0|7.0269|7.0269
11a_a50|1|1|0.0|2|7.927685046000001|1|1|1.397733996|4.088412042|-0.156121881|-0.014702942|0.038040936|-0.04339705|2.114272566|2|0.012037198|-0.0739260509999999|-0.162848233|-0.267331063|0.701976536|0.792574879|-0.158172459|-0.200986578|0.917127112|-0.048213112|-0.071180382|-25.48858279|9.774322692|7.53108119|0.0828728879999999|-0.025421565|-19.89396594|67.28055926|-1.067705728|-13.47492066|48.67321197|35.26290548|484.8529701000001|5.965221997|11.123941699999998|0.864799282|4858.670497|182.7270002|20.53832944|0.020887781|862.6098364|439.9973344|11.04263807|0.0|1.0|1.0|3.44|2.8|0.15|20.0|-5.87|48.53|0.0|0.0|2.0|2.0|25.0|-6.24|327.38|1.0|2.95|-4.16|0.000263|0.0228|0.0|1.35e-06|0.000441|-0.03284|4.0636|3.05|4.0636|-1045.978598|-1045.954278|574.01|963.2|305.11|0.1761|437.9|0.65485|0.65485|-0.16769|5.4342|-0.2005299999999999|0.02431947|59.0|7.2291|7.2291
