molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
1a_a5|0|0|0.0|0.0|0|1|1|1.189701889|-0.001785522|0.009305578|2|0.021346801|-0.075791863|-0.078562954|0.005921049|10.9502215|0|0.00549829|0.069867374|0.114184614|-0.179831877|2|0.7427901179999999|0.11504495|0.808272639|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|-36.19957997|4.047117885|83.60943679|0.166361767|83.77332129999999|0.0|-18.22870183|46.38422909|-13.93123008|40.24669785|0.455258786|1940.139869|419.7878208000001|-7.015226132|0.274345323|6.199179484|11.38004491|0.835734058|4005.068642|-287.62427139999994|403.543273|8.305533524|0.0|1.0|1.0|1.0|3.54|0.0|0.16|-7.15|3.08|37.81|0.0|0.0|1.0|-2.6|23.0|4.0|-6.58|298.34|0.0|1.0|0.0|1.75|109.0|2.17|0.0|7.13e-08|2.13e-05|2.85|2.8332|-951.1394906|531.02|882.1|437.61|0.2109|265.45|386.8|0.54123|0.0126|-0.12226|4.4956|0.028664612|107.0|6.9706|6.9706
14b_a3|0|0|0.0|0.0|0|0|0|0.605016869|-0.009130444|-0.1160619169999999|3|0.039799383|-0.1551678719999999|-0.356087317|-0.00603969|10.31162234|1|-0.004161699|-0.050943323|-0.094863591|-0.575695827|3|0.7809478329999999|-0.133815639|0.8255789570000001|0.786476513|-0.090994113|-0.100993354|0.379746504|-44.49789848|6.273415527999999|252.49572540000003|0.2135234869999999|104.4171556|82.79166784|-21.76034149|57.87172082|-17.83445545|50.77131401|0.487615651|2160.565755|384.6023764|-8.721397057|0.233084567|4.989782639|9.738358819|0.951659927|4803.535505|-313.9702941|358.3503513|8.483998032|0.0|1.0|1.0|1.0|3.18|2.5|0.06|-6.89|4.28|105.82|0.0|0.0|1.0|-4.45|23.0|4.0|-6.42|319.38|0.0|0.0|1.0|2.82|0.0327|2.58|0.0|1.28e-07|4.08e-05|2.22|3.0724|-1327.514377|524.27|879.19|403.54|0.2276|403.54|368.39|0.70123|0.2276|-0.12942|2.8743|0.02844675|0.38|6.4202|6.4202
3o_a32|1|1|3.644417045|0.0|0|1|1|0.609420753|-0.006253394|-0.014299905|1|0.035643275|-0.064818511|-0.306416317|-0.001411347|10.3110027|3|0.000243592|-0.061774721|-0.11221537|-0.483580522|0|0.8214857240000001|-0.074509084|0.840991936|0.8377808240000001|-0.073742105|-0.095457829|0.252703854|-42.51640563|7.218280399|62.67187821|0.162219176|93.52833522|0.0|-24.51306152|62.56936516|-18.34557429|49.73468603|0.455089918|2488.133192|483.0270239|-10.57723917|0.214905181|6.392329273|11.73098001|0.835165165|5488.777096|-475.9757626|541.0877621000001|7.532642302|1.0|1.0|1.0|2.0|3.47|3.06|0.32|-7.27|6.39|122.97|1.0|0.0|1.0|-5.72|26.0|4.0|-6.17|381.52|0.0|0.0|1.0|3.74|0.00714|3.46|0.0|5.35e-08|2.04e-05|2.35|3.5333|-1805.504508|620.56|1049.14|350.9|0.2851|350.9|464.85|0.70216|0.2851|-0.14652|3.2729|0.03088166|0.24|6.6198|6.6198
11_a3|0|0|0.0|0.0|0|0|0|0.605020608|-0.01008647|-0.127546771|3|0.042795699|-0.101436441|-0.363112913|-0.008037672|10.31163053|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|-0.577616902|3|0.724492061|0.132535663|0.834020779|0.777803048|-0.0955396769999999|-0.099420732|0.175996916|-45.19136777|6.800350988|253.1353625|0.222196952|105.101718|80.34769756|-21.37603754|57.08178682|-18.52584757|51.99171876|0.4680759679999999|2097.896727|367.9098016|-8.76293931|0.2475152639999999|5.475372235|10.29352296|0.8799677029999999|4487.967272999999|-289.1769972|311.6695405|10.0546353|0.0|1.0|1.0|1.0|3.19|2.07|0.0|-6.51|3.79|105.82|0.0|0.0|1.0|-4.08|22.0|4.0|-6.59|305.36|0.0|0.0|1.0|2.46|0.0601|2.22|0.0|3.06e-07|9.35e-05|2.12|3.2232|-1288.195105|508.58|834.82|384.66|0.4441|384.66|346.18|0.6966600000000001|0.4441|-0.13118|3.3694|0.02994326|0.04|7.3979|7.3979
10_a3|0|0|0.0|0.0|0|0|0|0.605017375|-0.010609861|-0.1152010919999999|3|0.034166667|0.017396832|-0.381954986|-0.008037672|10.31162304|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.743072638|-0.140523767|0.834020779|0.747406318|-0.1007256719999999|-0.0989320009999999|0.518341632|-46.64544572|6.768239856|248.0820067|0.252593682|116.9745968|80.37219813|-21.60122201|56.68388955|-16.65993003|53.41368558|0.41220272|2098.79955|346.1193167|-7.715112198|0.293370676|5.031169383|8.559361451000001|0.701266803|4600.496436|-254.5987025|311.6695405|10.86908195|0.0|1.0|1.0|1.0|3.02|1.78|0.0|-6.51|3.79|105.82|0.0|0.0|1.0|-4.3|22.0|4.0|-6.44|305.36|0.0|0.0|1.0|2.52|0.0443|2.43|0.0|3.06e-07|9.35e-05|1.64|3.4217|-1288.190838|498.67|830.63|362.35|0.2124|230.67|323.26|0.68995|0.0463|-0.15011|6.7458|0.04080931|7943.0|5.1|5.1
12z_a30|0|0|0.0|0.0|0|2|2|0.604983642|-0.008819424|-0.026703371|2|0.040566449|0.034848862|-0.537984876|0.003529389|10.31162784|1|0.005111479|-0.12254489|-0.207153446|-0.39205163|1|0.809127478|-0.02232319|0.794193541|0.832920077|-0.071429418|-0.107776943|0.315493739|-49.68145417|21.47520633|54.40462246|0.167079923|116.2094523|0.0|-34.55504699|95.20867045|-23.67231332|71.1566605|0.48740649|3112.622632|579.3226647000001|-16.464854199999998|0.3691601439999999|8.071510779|15.74641625|0.950863559|7074.004131999999|-938.4966892|792.3440337000001|20.24634493|1.0|0.0|1.0|1.0|4.86|0.0|0.21|-6.83|3.94|100.11|2.0|0.0|1.0|-5.61|33.0|6.0|-6.39|458.54|0.0|0.0|0.0|2.52|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|3.34|3.4438|-1804.814868|739.33|1266.9|360.02|0.1855|257.96|580.6|0.6853199999999999|0.1441|-146.0|7.0446|0.02895763|44.0|7.3615|7.3615
17c_a50|0|1|0.0|0.0|2|2|2|1.347835869|-0.002676029|0.024219848|2|0.031870748|0.021572081|-0.1766179239999999|0.01130519|10.94500663|2|0.012222674|-0.233451925|-0.373205592|-0.2256811219999999|1|0.774994313|-0.139943634|0.728169863|0.89719894|-0.051905615|-0.073693343|0.446454378|-35.70979598|14.91199042|133.46240020000002|0.10280106|70.72462009999998|94.15397246|-24.567468100000003|66.7258111|-14.96042594|50.6217864|0.49503436|2951.495914|617.2509739|-10.29240792|0.430249571|8.310163601000001|16.45688922|0.98033276|6438.380804|-627.8368834|849.1345426000001|16.02658985|0.0|1.0|1.0|0.0|4.12|3.61|0.35|-6.79|3.59|61.0|1.0|0.0|1.0|-3.8|33.0|5.0|-6.96|440.54|0.0|1.0|0.0|3.1|0.0165|2.86|0.0|1.6100000000000005e-07|7.08e-05|2.74|4.0432|-1411.187392|746.5|1289.05|306.65|0.1814|292.44|596.23|0.66213|0.1801|-0.16697|6.3989|0.02957871|69.0|7.1612|7.1612
13b_a6|1|0|3.423777636|0.0|0|1|1|1.430640379|-0.011206134|-0.0265090529999999|1|0.042739018|0.060593678|-0.6051312529999999|-0.00460563|10.95129557|1|-0.00194781|-0.10896749|-0.180339002|-0.490758329|1|0.7788169070000001|-0.029988734|0.8013954109999999|0.7757172059999999|-0.093125205|-0.112915801|0.202093555|-61.06841733|21.00828557|154.7847961|0.2242827939999999|147.0772097|554.4007331|-40.04664055|87.39962829999999|-26.65671602|82.07670290000002|0.408780634|2821.72831|508.6895893|-17.48058934|0.2427663219999999|9.087172635|15.37022155|0.69141956|6000.952027|-874.0294667999999|627.4287311|13.35319491|1.0|1.0|1.0|2.0|3.56|2.85|0.12|-9.01|4.98|95.85|2.0|0.0|1.0|-5.51|31.0|5.0|-6.1|409.44|0.0|0.0|1.0|3.45|0.00417|3.8|0.0|9.77e-10|4e-07|4.04|3.6322|-1350.0903970000002|694.33|1167.21|341.35|0.7846|255.67|574.07|0.7006600000000001|0.2461|-0.14898|10.8032|0.02920955|174.0|6.7595|6.7595
16_a4|0|0|0.0|0.0|1|1|1|1.398650725|-0.00228637|-0.095499301|1|0.04501634|0.007101649|-0.089168424|0.0067511459999999|10.94592242|1|0.006466406|-0.018051608|-0.0513920109999999|-0.214481956|1|0.774455255|-0.0894138519999999|0.482473457|0.7898461090000001|-0.073335635|-0.080093659|0.292255386|-36.11951685|6.761192037000001|13.51923899|0.210153891|103.5057102|74.430775|-17.789707500000002|45.11883447|-16.43666742|42.88070889|0.455802506|2101.6948030000003|389.0176968|-8.095443438|0.167538305|5.548106463|10.19502391|0.837568182|4520.2597670000005|-291.4359638|322.8922084|5.67083266|1.0|0.0|0.0|0.0|3.26|3.08|0.11|-6.36|4.49|30.71|1.0|0.0|1.0|-3.92|23.0|4.0|-5.64|309.31|0.0|1.0|1.0|3.91|0.0114|3.59|0.0|4.33e-07|0.000134|4.05|4.2257|-1057.494456|515.68|856.55|293.41|0.2213|274.85|407.99|0.54061|0.1006|-0.17375|1863.0|0.01638524|343.0|6.4647|6.4647
3a_a12|0|0|0.0|0.0|0|1|1|1.28383802|-0.007671441|-0.042445446|2|0.032544803|-0.1231529169999999|-0.322200517|-0.0025830939999999|10.95455336|0|-0.001011111|-0.072889493|-0.1213636769999999|-0.5274624179999999|1|0.7038021990000001|-0.021522321|0.8847197109999999|0.871985494|-0.07121814|-0.090803706|0.241900756|-34.84701355|4.615711776|71.11710277|0.128014506|62.63745781|0.0|-17.05063286|52.21461165|-17.08854808|39.46272532|0.462077145|2045.857684|426.6622302|-8.361421244|0.2189499039999999|5.924949067000001|11.01449587|0.859002624|4230.717811|-326.0954285|381.0058252|7.784386645|1.0|1.0|1.0|1.0|3.84|2.74|0.05|-7.5|3.43|37.28|0.0|0.0|1.0|-3.6|23.0|3.0|-5.88|298.34|0.0|1.0|1.0|2.98|0.0263|3.15|0.0|3.13e-08|9.33e-06|3.33|3.7304|-951.3711872|528.84|875.71|332.36|0.3201|292.86|383.08|0.66895|128.0|-0.15328|1.3824|0.023184956|194.0|6.7122|6.7122
27_a47|0|1|0.0|0.0|1|1|1|1.216250059|-0.003631596|0.006768957|3|0.0304347829999999|-0.067535989|-0.207000956|0.001861676|10.95005714|1|0.002350172|-0.077485193|-0.157688306|-0.280944221|2|0.804224077|0.0436226579999999|0.634406338|0.846469886|-0.0630454209999999|-0.079484997|0.337815064|-40.35526807|10.56549582|20.73428323|0.153530114|98.27436776|3.180329084|-25.8313393|63.02085767|-18.2393594|50.9207639|0.475450742|2804.020752|541.8239522999999|-11.67498331|0.299267237|7.083168776|13.50334344|0.906398657|6433.288104|-618.7741154|682.9868225|12.14264461|1.0|1.0|1.0|2.0|3.37|3.52|0.26|-8.82|4.18|67.66|2.0|0.0|1.0|-4.81|31.0|5.0|-6.34|436.91|0.0|0.0|1.0|3.91|0.0038799999999999|3.7|0.0|1.5e-09|6.55e-07|2.97|3.8125|-1778.1049670000002|673.27|1165.54|325.21|0.4007|251.19|517.82|0.69381|0.1839|-0.1578|4.0365|0.02633483|2512.0|5.6|5.6
6_a1|0|0|0.0|0.0|1|1|1|1.3488280769999998|-0.005477033|0.021203156|1|0.039635417|-0.114683042|-0.230035376|0.005054086|10.95180041|1|0.006851583|-0.230322048|-0.3632559589999999|-0.353456514|1|0.798346291|0.13761072|0.741035199|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|-27.63847818|10.15161645|64.63457366|0.121740384|58.82435931|95.13138767|-13.35477777|49.61122373|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|-5.56196523|0.423240564|5.555887839|9.609375529|0.7295841470000001|4061.042516|-216.916644|359.9965854|12.20110458|1.0|1.0|1.0|0.0|2.94|2.54|0.22|-6.02|3.61|39.94|0.0|0.0|1.0|-3.12|22.0|3.0|-6.21|291.35|0.0|1.0|1.0|2.82|0.0613|2.63|0.0|9.51e-07|0.000277|2.81|4.0635|-935.5024827|527.41|875.29|305.12|0.3399|305.12|405.23|0.69818|0.3399|-0.16784|5.8386|0.027384499|5.1|5.2924|5.2924
34_a47|0|1|0.0|0.0|1|0|0|1.40499556|-0.004157676|-0.064842466|3|0.03522792|-0.094313757|-0.191253079|0.003530307|10.98214103|1|0.0047106|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.833786184|0.046668352|0.609110565|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|-34.3104683|10.92238452|31.17423189|0.1739443389999999|96.32577107|0.0|-19.00022922|62.66739933|-16.25230464|45.23285281|0.45489212|2371.236125|457.4477611|-9.000096143|0.346006784|7.066583143|12.96364153|0.834499257|5105.274301|-387.0041342|439.9906467|12.74960652|1.0|1.0|1.0|1.0|3.19|3.0|0.16|-7.47|3.34|68.52|0.0|0.0|1.0|-3.57|26.0|5.0|-6.66|348.38|0.0|1.0|1.0|3.02|0.0436|2.49|0.0|3.36e-08|1.17e-05|2.41|3.8892|-1162.4815230000002|585.79|980.02|318.79|0.2309|294.66|436.88|0.69314|0.1718|-0.16086|4.4605|0.03084502|2.0|8.7|8.7
A8301_a51|0|0|0.0|0.0|1|0|0|1.197963627|-0.00449765|-0.028789626|2|0.039058957|0.078523314|-0.242873103|0.00740124|10.31321735|1|0.007083041|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|2|0.6959300979999999|-0.013846396|0.7234449559999999|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|-35.90764428|5.293803823|36.55933899|0.065260105|42.37868986|78.46116212|-23.3177516|56.90163721|-21.28401067|41.20144811|0.4799553379999999|2799.106729|607.0025787000001|-13.82143785|0.145040365|6.890532887999999|13.24988678|0.922911768|6401.6494600000005|-691.0718926|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|3.49|3.5|0.04|-9.38|5.5|87.72|2.0|1.0|1.0|-6.6|31.0|3.0|-5.31|421.52|0.0|0.0|1.0|4.58|0.000495|5.02|0.0|4.12e-10|1.74e-07|||||||||||||||12.0|7.9208|7.9208
28_a47|0|1|0.0|0.0|1|0|0|1.4201653580000002|-0.009689834|-0.23494583|2|0.038387534|0.023813594|-0.436042548|-0.013020816|10.95058275|1|-0.010153352|-0.046265509|-0.126992366|-0.435485503|2|0.832144916|-0.175007067|0.614975047|0.605349345|-0.1132830309999999|-0.106779291|0.310094808|-67.33744077|15.50250691|365.2310214|0.394650655|234.5873429|83.61576722|-40.02656804|82.27079846|-22.66839387|82.83994768|0.472690874|2616.1598940000003|359.8303775|-13.47449501|0.34774073|7.864990866|14.91533234|0.8964208090000001|5633.990508|-565.9287905|428.5826478|18.79929562|0.0|1.0|1.0|2.0|3.08|2.03|0.05|-6.92|2.49|98.72|1.0|0.0|1.0|-3.67|28.0|6.0|-7.22|380.35|0.0|0.0|1.0|2.4|0.0824|1.97|0.0|1.2099999999999998e-07|4.59e-05|3.51|3675.0|-1335.759232|599.88|995.5|337.37|0.2996|337.37|461.73|0.69002|0.2996|-0.15049|6.0847|0.03698465|25.0|7.6|7.6
12f_a36|1|0|3.50900085|0.0|0|2|2|1.297042537|-0.006773586|-0.032343041|2|0.039061728|0.10938259|-0.40641518|0.003676818|10.95389399|1|0.0045625|-0.101854847|-0.169994208|-0.438198895|1|0.821599443|-0.109793154|0.857993338|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|-46.86832019|11.77610852|43.53853176|0.156443092|103.2191714|0.835268043|-30.92312428|76.51015325|-23.629013600000004|58.64442871|0.464240353|2770.818472|556.5681681|-15.59012402|0.219698129|7.416874811|13.84366076|0.8665086190000001|6000.985822|-873.0469447999999|729.1873176|10.34891518|1.0|0.0|0.0|2.0|4.94|0.0|0.21|-7.36|3.62|69.2|1.0|0.0|1.0|-4.61|31.0|4.0|-6.33|409.49|0.0|1.0|0.0|2.4|0.0109|3.47|0.0|4.38e-08|1.7899999999999998e-05|3.87|3.6545|-1311.57896|699.88|1195.77|339.27|0.4374|237.95|545.55|0.70126|0.0231|-0.15011|5.9228|0.02879265|11.0|7.9586|7.9586
3c_a12|0|0|0.0|0.0|0|1|1|0.610140703|-0.009252756|-0.058516436|2|0.039605735|-0.14679559|-0.379362977|-0.003879878|10.3117069|1|-0.001825446|-0.116098308|-0.211367878|-0.545592465|1|0.826033688|-0.0461654159999999|0.859899236|0.843855494|-0.071719601|-0.099327724|0.242114395|-36.28720467|6.688634392000001|73.9854678|0.156144506|79.00277721|0.0|-18.35985151|61.16334136|-17.19277136|42.97583906|0.427357986|2186.344105|426.9566009|-8.698843907999999|0.2944757839999999|6.231995392999999|10.88288188|0.746291708|4629.005722|-330.5560685|380.2468615|10.90754815|1.0|1.0|1.0|1.0|3.94|2.78|0.12|-6.78|4.01|78.41|0.0|0.0|1.0|-4.22|23.0|4.0|-6.18|319.38|0.0|0.0|1.0|2.76|0.0318|2.91|0.0|1.67e-07|5.3200000000000006e-05|2.56|3.5862|-1327.498519|544.65|894.36|345.72|0.4687|311.14|399.38|0.68067|0.1193|-0.14572|1.6035|0.02665687|0.02|7699.0|7699.0
16c_a32|1|1|3.329674745|0.0|0|0|0|0.6094207629999999|-0.01639019|-0.087497559|0|0.03995614|-0.03152033|-0.770338913|-0.0064007569999999|10.31100271|3|-0.00369116|-0.1260956869999999|-0.229450999|-0.697601261|0|0.8607827790000001|0.0482801729999999|0.764217655|0.773043206|-0.088841599|-0.119988297|0.367322508|-53.00702241|15.38819548|102.2022233|0.226956794|135.41296|37.0285246|-31.62645048|86.97970500000001|-22.77882371|68.39521789|0.463897164|2649.168528|461.2334662|-13.59090376|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|5979.891916|-597.9997655000001|513.9156315|15.38911619|1.0|0.0|1.0|2.0|3.5|3.08|0.22|-6.99|5.64|149.27|1.0|0.0|1.0|-6.04|27.0|5.0|-6.44|399.49|1.0|0.0|1.0|3.41|0.0155|3.23|0.0|1.0300000000000001e-07|4.13e-05|4.12|3.6264|-1916.6792|639.66|1069.28|341.89|0.2955|341.89|508.43|0.70198|0.2955|-0.14997|4.0551|0.02806787|5.0|8.3468|8.3468
11a_a5|1|0|2.9781886010000003|0.0|0|0|1|1.212363224|-0.002894726|0.052217882|2|0.021060606|-0.052944925|-0.185262487|0.007993132|10.94877942|1|0.007955512|0.003975818|0.006120569|-0.254944026|2|0.73344478|-0.037220974|0.7410766209999999|0.89343434|-0.064565402|-0.071517578|0.369563711|-46.13206353|8.474559367000001|61.32301293|0.10656566|76.14130253|14.47576249|-32.96141947|61.4470419|-18.73644762|54.60662289|0.466436596|2727.027899|638.3599998999999|-13.38721623|0.259134725|9.740948724|18.25640338|0.874191508|5756.783268|-803.2329738|835.912531|10.34763929|0.0|1.0|1.0|1.0|3.53|3.68|0.3|-9.93|6.38|63.69|2.0|0.0|1.0|-7.25|32.0|4.0|-4.54|424.54|1.0|0.0|1.0|5.16|0.000167|6.13|0.0|1.18e-10|5.019999999999999e-08|4.83|4.0938|-1339.8362619999998|739.79|1272.7|302.86|0.5473|281.57|578.8|0.65363|0.1838|-0.16735|2.8611|0.03340977|81.0|7.0915|7.0915
19_a47|0|1|0.0|0.0|1|0|0|1.402889494|-0.00973456|-0.227538423|2|0.032764858|0.027033021|-0.4380552029999999|-0.013020816|10.95058274|1|-0.010153352|-0.046265509|-0.126992366|-0.439165562|2|0.823945134|-0.024256505|0.614975047|0.639642891|-0.105205489|-0.104459947|0.270767873|-58.28861174|14.85167037|335.10989930000005|0.360357109|199.6541807|66.13355777|-32.2945343|76.13237258|-20.66983856|73.14028211|0.463378097|2612.978054|354.3911695|-11.45202794|0.362167395|7.06969105|13.17443625|0.8635094740000001|5846.960345|-480.9851737|428.5826478|18.25682461|0.0|1.0|1.0|2.0|3.13|1.72|0.05|-6.92|2.49|98.72|1.0|0.0|1.0|-3.67|28.0|6.0|-7.22|380.35|0.0|0.0|1.0|2.34|0.0824|1.97|0.0|1.2099999999999998e-07|4.59e-05|3.51|3.8423|-1335.75742|571.23|974.59|322.68|0.3243|322.68|412.31|0.68924|0.3243|-0.15845|5.1151|0.03178118|0.05|7.3|7.3
11_a4|0|0|0.0|0.0|1|1|1|0.626711769|-0.001098364|0.032861655|2|0.03617284|-0.017835936|-0.056016567|0.011277653|10.33765061|1|0.010782511|-0.0278843589999999|-0.046906237|-0.145254541|2|0.820318166|-0.163623353|0.647727179|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|-31.35942689|5.395547437|12.88007087|0.069886591|40.38918044|59.55648883|-18.12338426|44.63993001|-13.65094004|36.75497433|0.480360734|2452.527871|537.5354202000001|-7.889214068999999|0.243908684|6.850305797000001|13.18281017|0.924411925|5425.1341090000005|-370.7930613|575.2252237|6.89909579|1.0|1.0|1.0|0.0|3.31|3.49|0.23|-8.05|4.97|68.9|2.0|0.0|1.0|-5.14|27.0|3.0|-5.74|372.49|0.0|0.0|1.0|4.16|0.00395|3.99|0.0|8.89e-09|3.31e-06|3.2|3.78|-1467.463842|630.04|1071.03|328.0|151.0|252.67|479.99|0.65942|0.0403|-0.15885|4187.0|0.02336674|0.11|6.9586|6.9586
9h_a24|1|0|2.916716427|0.0|1|0|0|1.428198245|-0.002864393|2.01e-05|2|0.023854167|0.078066659|-0.105982525|0.013595277|10.96661419|2|0.012380829|-0.02551563|-0.047269812|-0.207206943|2|0.78742035|0.183289617|0.656172477|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|-28.52000725|8.724425117000001|167.2085719|0.1162247219999999|54.93613103|1.773520599|-13.48059881|47.51520531|-12.42226332|37.24443236|0.477589721|2062.34011|417.7355164|-5.871651668999999|0.427628742|5.805547147|11.11300329|0.914204295|4170.098082|-199.6361567|295.8603625|15.02620893|1.0|0.0|1.0|1.0|2.84|1.96|0.0|-6.05|2.42|72.28|0.0|0.0|1.0|-2.83|22.0|4.0|-6.85|288.31|0.0|1.0|1.0|1.97|166.0|1.7|0.0|8.95e-07|0.000258|1.16|4.3437|-945.2642633|506.68|831.92|285.43|0.3844|239.63|363.48|0.61928|0.0073|-0.18239|5.6654|0.0305020989999999|77.0|7.1135|7.1135
4j_a46|0|0|0.0|0.19521727|1|1|1|1.134637093|-0.002284836|-0.012405467|1|0.048126615|-0.0529855709999999|-0.130235627|0.011968098|10.94638774|1|0.011684396|-0.0589746909999999|-0.087688953|-0.226712003|1|0.7298040140000001|-0.061823242|0.728293097|0.949893337|-0.05924408|-0.074417476|0.295221643|-34.99059698|8.812983129|70.56141095|0.0501066629999999|29.59387777|71.98911503|-20.66606288|50.26191521|-14.65075732|43.80358011|0.402450715|2260.870095|561.0237355|-8.652995323999999|0.223067683|6.274010655|10.49957018|0.673502127|5077.124695|-467.2617475|642.1335502000001|6.30964324|0.0|1.0|1.0|0.0|4.0|3.9|0.39|-7.69|5.18|39.94|2.0|0.0|1.0|-5.38|27.0|3.0|-5.09|361.48|0.0|1.0|1.0|4.5|0.00176|4.81|0.0|2.03e-08|7.33e-06|4.93|4.4093|-1132.043677|646.67|1112.13|281.19|0.2783|229.82|572.31|0.69413|0.1418|-0.18387|2.9043|0.02491327|805.0|6.0942|6.0942
13a_a5|1|0|2.931642415|0.0|0|0|0|1.393002748|-0.006081807|-0.033436214|2|0.023989899|-0.007871499|-0.328417593|0.002355511|10.94530369|1|0.003196482|-0.035005746|-0.0569177229999999|-0.367284642|2|0.8045357209999999|-0.048584084|0.720100768|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|-57.31787843|10.77696869|126.2663658|0.233249839|150.1663914|39.93934134|-36.90128585|72.13276165|-18.01047283|68.09484712|0.460877309|2657.14588|493.6342317|-11.59515363|0.401208461|8.571729592999999|15.89940424|0.854865353|5628.9694|-591.3528349999999|620.5697596|18.10134317|1.0|1.0|1.0|2.0|3.07|2.46|0.13|-8.9|4.39|92.79|2.0|0.0|1.0|-3.77|30.0|5.0|-7.18|399.45|0.0|0.0|1.0|2.71|0.0734|2.19|0.0|1.26e-09|5.02e-07|3.81|4.2107|-1313.167422|688.18|1160.81|294.45|0.5953|267.87|567.51|0.50037|0.1992|-0.17364|3.3414|0.04138695|91.0|7041.0|7041.0
5_a4|0|0|0.0|0.0|1|1|1|1.343864516|-0.001215982|0.02257929|2|0.035994832|0.012532807|-0.0607990979999999|0.011630756|10.92992834|1|0.0111310589999999|-0.0471580309999999|-0.076189222|-0.164263889|2|0.767615203|-0.165454845|0.650346601|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|-27.26045038|4.324106888|13.96974087|0.056851498|30.54859623|46.53110402|-14.64813624|41.76764149|-13.54166762|31.58455727|0.413773331|2282.291204|506.7916175|-7.276482574|0.192648413|5.758733969|9.823391314|0.7058248159999999|5059.243919|-334.71819839999995|518.5792364|5.125482045|1.0|1.0|1.0|0.0|3.27|3.08|0.23|-7.96|4.89|43.6|1.0|0.0|1.0|-4.57|26.0|3.0|-5.57|340.42|0.0|1.0|1.0|3.89|0.0049299999999999|3.95|0.0|1.09e-08|3.71e-06|3.71|4.0239|-1069.27374|595.55|1013.0|308.12|0.1106|255.2|421.24|0.6019899999999999|67.0|-0.16965|2.7859|0.02251645|71.0|7.1487|7.1487
