molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
1l_a5|1|0|2.964063799|0.0|0|0|0|1.270375394|-0.00183668|-0.0052651969999999|2|0.025672515|-0.111303801|-0.089997343|0.008244856|10.94421389|1|0.007613233|0.0271820189999999|0.043915678|-0.21108114|2|0.7656671279999999|-0.174469948|0.71872376|0.890289002|-0.068685233|-0.067755283|0.357062421|-38.79937717|4.43679678|167.86839980000002|0.109710998|61.974288|0.0|-21.91725365|45.64819758|-14.9768065|43.23617395|0.47265823|2227.730859|502.9124512|-8.460199385|0.230593886|7.401206343999999|14.03493287|0.896303416|4665.793689|-389.1691717|518.5792364|7.374136537999999|1.0|1.0|1.0|1.0|2.98|2.67|0.14|-8.83|5.56|54.46|1.0|0.0|1.0|-5.04|26.0|3.0|-5.4|340.42|0.0|1.0|1.0|4.06|0.00356|4.19|0.0|1.4800000000000003e-09|5.02e-07|3.89|4.3664|-1069.261615|609.85|1033.47|283.95|0.4921|267.19|486.81|0.57392|187.0|-0.1779|2.1987|0.03182983|32.0|7.4949|7.4949
12w_a36|1|0|3.3131307480000003|-4.750262163|0|2|2|1.24014105|-0.015825416|-0.297354748|2|0.041555556|0.041058884|-0.917874106|-0.011700732|10.96020797|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.604676196|1|0.828393514|-0.098657593|0.624142499|0.828363244|-0.086826396|-0.111267166|0.532980165|-62.34080876|15.15285952|112.947763|0.171636756|123.23411609999998|0.780959767|-44.76031023|99.51883498|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-21.24440511|0.29463721|8.365472166|15.701847400000002|0.8769828040000001|7418.252264|-1147.197876|672.4630346|19.62970663|1.0|0.0|0.0|2.0|4.82|0.0|0.17|-7.14|3.31|78.43|2.0|0.0|1.0|-5.2|34.0|8.0|-6.4|465.43|0.0|0.0|0.0|2.65|4.0|3.86|0.0|7.24e-08|3.37e-05|4.86|3.8881|-1645.202839|712.88|1198.72|318.88|0.4508|318.88|552.55|0.69466|0.4508|-0.15708|5043.0|0.0328886|23.0|7.6383|7.6383
7f_a10|0|0|0.0|-4.8022906380000006|1|1|1|1.240141822|-0.011104817|-0.2347037789999999|2|0.037386831|-0.104120245|-0.5663456689999999|0.00189949|10.92948443|1|0.0030999659999999|-0.058093287|-0.172751862|-0.5846516820000001|2|0.796084921|-0.009545801|0.5209683970000001|0.931773786|-0.064238302|-0.095196098|0.7359022890000001|-35.78096407|4.441786155|15.96885516|0.068226214|38.0022453|0.3440879|-19.93012491|60.16185231|-20.30728086|40.22275023|0.402568457|2803.359424|519.0013298|-11.31122804|0.178213448|6.115784565|10.23679556|0.6738319429999999|7070.755931000001|-531.6277179|527.8079877|7.137285626000001|1.0|0.0|1.0|0.0|3.37|2.97|0.23|-8.13|5.07|52.83|2.0|0.0|1.0|-5.54|30.0|7.0|-5.47|410.39|1.0|0.0|0.0|4.39|0.00103|4.7|0.0|7.38e-09|3.03e-06|4.93|3.6256|-1442.216293|597.28|1034.38|341.96|348.0|214.67|426.07|0.6833600000000001|0.0191|-0.15627|2.2631|0.01616879|141.0|6.8508|6.8508
14w_a23|0|1|0.0|0.0|2|0|0|1.197963556|-0.006481882|-0.109136569|2|0.046678487|0.045196333|-0.330575965|0.003379755|10.31321817|2|0.003906274|-0.073958723|-0.206574435|-0.427696371|2|0.802520527|0.059273664|0.558482531|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|-46.76570273|14.84036772|43.30287556|0.211928134|140.15462380000002|90.15900589|-30.92760432|72.23920014|-23.66232347|61.60607046|0.4972095239999999|3071.908367|521.1762769999999|-15.648625699999998|0.256548212|7.833745658|15.58053709|0.988900044|6998.078982999999|-735.4854078|597.2903597999999|13.70608418|0.0|0.0|0.0|1.0|3.42|3.35|0.05|-7.93|4.2|105.02|2.0|1.0|1.0|-5.68|32.0|6.0|-6.35|447.46|0.0|0.0|0.0|4.05|0.00242|3.78|0.0|1.17e-08|5.23e-06|3.97|3.6632|-1828.385903|676.92|1150.31|338.46|0.3855|338.46|535.54|0.6219399999999999|0.3855|-0.14844|7.0157|0.02204118|2.0|8.6737|8.6737
8g_a8|1|0|3.073183107|0.0|1|1|1|1.39137364|-0.014340328|-0.222784884|0|0.0438779959999999|0.000966222|-0.731356723|-0.009140059|10.94318883|1|-0.007047583|0.0794962979999999|0.162134281|-0.508072694|0|0.734188081|0.121495775|0.656457444|0.533935495|-0.136742629|-0.129695841|0.298992226|-83.78686741|19.06725815|171.26571059999998|0.466064505|285.5736014|67.54104396|-51.33906829|90.27531534|-32.12579035|102.8541256|0.479218966|2889.141422|327.1604688|-19.68456628|0.166939179|7.440878437999999|14.28792131|0.920192814|6581.432140999999|-925.1746152|551.1746801|10.80625499|0.0|0.0|0.0|2.0|3.31|2.96|0.04|-7.4|4.11|99.34|2.0|0.0|1.0|-5.3|31.0|5.0|-6.34|417.39|0.0|0.0|0.0|3.5|0.00483|3.53|0.0|4.01e-08|1.67e-05|7.17|3.7495|-1450.9549470000002|635.27|1083.78|330.67|0.3904|330.67|489.97|0.69221|0.3904|-0.15542|6.0697|0.04147516|4.2|5.3768|5.3768
12c_a5|1|0|2.977832018|0.0|0|1|1|1.236775191|-0.002685954|0.020594766|3|0.0252713179999999|-0.086795626|-0.16115723|0.0054189009999999|10.9455378|1|0.00586291|-0.01261147|-0.020144382|-0.223631474|2|0.797601178|0.05430631|0.782051277|0.841092921|-0.070873852|-0.066083881|0.450827114|-46.62294305|10.77147171|143.44655559999998|0.158907079|104.5338363|13.26856229|-30.6699685|59.40070647|-14.74941369|57.39441476|0.4609383929999999|2697.345008|553.2961182|-9.702606135|0.416414105|7.293547043999999|13.53008071|0.855075538|5877.765289|-543.3459436|735.3048881|15.92875034|0.0|1.0|1.0|2.0|3.27|2.78|0.24|-9.31|5.03|75.72|1.0|0.0|1.0|-4.09|31.0|5.0|-6.79|411.5|0.0|0.0|0.0|3.31|0.0191|2.84|0.0|4.93e-10|2.03e-07|2.06|4.0116|-1316.542713|694.24|1200.02|309.06|0.1513|265.66|519.21|0.6893600000000001|105.0|-0.16563|3.0135|0.02242648|47.0|7.3279|7.3279
20_a47|0|1|0.0|0.0|1|0|0|1.408721455|-0.011237762|-0.161476442|2|0.039520202|0.031814023|-0.505699304|-0.009220816|10.95058273|1|-0.006342241|-0.108236785|-0.297094867|-0.5332051720000001|2|0.7962508290000001|-0.069674604|0.59534794|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|-45.68149289|12.85623208|43.63174229999999|0.311171398|169.6050003|49.00609086|-24.89884887|69.09296541|-17.90996366|58.53772498|0.4642647929999999|2630.63609|375.4483088|-9.761884958|0.404765791|7.022502229|13.10815891|0.86659377|5896.060936|-409.9991682|428.5826478|18.94506718|0.0|1.0|1.0|2.0|3.19|2.96|0.05|-7.31|2.56|84.73|1.0|0.0|1.0|-4.06|28.0|6.0|-6.75|380.35|0.0|0.0|1.0|3.09|0.0316|2.63|0.0|4.89e-08|1.86e-05|4.08|3.9808|-1335.742176|557.84|964.94|311.45|0.2807|311.45|426.08|0.68219|0.2807|-0.16377|3.1747|0.03389691|3.0|8.6|8.6
21_a47|0|1|0.0|0.0|1|0|0|1.408713027|-0.010650348|-0.13650463|2|0.037801932|-0.034419528|-0.511216716|-0.006808306|10.95058272|1|-0.004332497|-0.1049885469999999|-0.277479519|-0.5406500129999999|2|0.826796636|-0.080213904|0.591185263|0.70582155|-0.082614966|-0.095249919|0.3188717339999999|-46.63227351|12.83540744|34.75044485|0.29417845|166.049938|47.95893876|-26.32173133|70.10126935|-19.11612865|59.46768095|0.463113582|2691.697803|398.4031618|-10.79015808|0.355154704|7.071346534|13.17102891|0.862591353|6103.311635|-485.55711339999993|482.9384172|16.33715751|0.0|1.0|1.0|2.0|3.29|3.32|0.1|-7.7|2.94|84.73|1.0|0.0|1.0|-4.44|29.0|6.0|-6.58|394.38|0.0|0.0|1.0|3.43|0.0191|3.0|0.0|1.98e-08|7.8e-06|4.43|3917.0|-1375.061089|583.37|1014.33|316.53|0.2249|316.53|441.93|0.68296|0.2249|-0.16158|3.6767|0.03299607|5.0|8.3|8.3
10_a27|0|0|0.0|0.0|2|0|0|1.400533489|-0.006285923|-0.044164147|2|0.040512821|-0.184068581|-0.282866526|0.00991794|10.93783185|1|0.010329671|-0.2030237389999999|-0.341622797|-0.487435299|2|0.804375252|0.129719095|0.614205449|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|-32.5969511|9.399794974|6.0140309720000005|0.147337847|78.34972221|49.19800605|-17.33405307|55.05868025|-16.5270506|41.99674607|0.477162521|2270.538352|453.4194305|-8.788575695|0.254639309|6.761146212000001|12.9316403|0.912640238|4894.8090170000005|-369.1201792|424.8821143|8.782938574|1.0|0.0|1.0|0.0|3.01|3.15|0.16|-6.24|2.81|65.6|0.0|0.0|1.0|-3.57|25.0|4.0|-6.51|331.37|0.0|1.0|1.0|2.74|0.0394|2.55|0.0|5.81e-07|0.000192|4.66|4.1495|-1083.137871|573.31|958.95|298.79|0.4452|298.79|450.26|0.63894|0.4452|-0.16805|4.6684|0.0227416|69.0|7.1612|7.1612
12a_a36|1|0|3.4715209280000003|0.0|0|2|2|1.297044783|-0.007471648|-0.0427777779999999|2|0.040166667|0.078063311|-0.403468978|0.002039107|10.96083376|1|0.003199301|-0.1063550619999999|-0.183140926|-0.432975237|1|0.7934042040000001|-0.012112722|0.855821486|0.820684627|-0.076154312|-0.104828755|0.436020272|-46.76212019|12.03249549|109.9069212|0.179315373|110.1075804|5.277117996|-28.71401279|76.09903547|-23.17301945|58.79461567|0.470444928|2647.835699|503.9367075|-14.22926022|0.244684566|6.600635115|12.464492300000002|0.888377722|5710.355735|-711.4630111|598.1535763999999|11.72953701|1.0|0.0|0.0|2.0|4.75|0.0|0.14|-6.59|2.72|69.2|1.0|0.0|1.0|-3.79|29.0|4.0|-6.72|381.43|0.0|1.0|0.0|1.86|0.0384|2.68|0.0|2.56e-07|9.78e-05|3.16|3.6682|-1232.951968|653.94|1096.31|338.0|0.4435|323.35|481.98|0.6997|0.0012|-0.1519299999999999|6.3637|0.03544528|13.0|7.8861|7.8861
8_a1 (SB-202620)|1|0|3.296085365|0.0|0|0|0|1.4323973840000002|-0.013785521|-0.226277123|1|0.037578348|-0.0443137679999999|-0.606562911|-0.012672753|10.94957568|1|-0.0106277489999999|-0.019835038|-0.042643966|-0.612004804|1|0.743088715|-0.042789124|0.658433571|0.648967503|-0.117682533|-0.105271458|0.174628594|-66.76765693|8.809217494|208.2071465|0.351032497|199.1596945|64.70432539|-37.88089785|70.8721358|-23.30777912|75.57687443|0.4564697679999999|2431.842132|368.1943149|-13.22376193|0.225760413|7.432247389|13.67402758|0.839824062|5170.286136|-542.1742393|433.2550452|11.1459518|1.0|1.0|0.0|2.0|2.74|2.21|0.0|-8.02|4.86|78.87|2.0|0.0|1.0|-4.94|27.0|5.0|-5.94|359.35|0.0|0.0|1.0|3.7|0.00713|3.6|0.0|9.53e-09|3.42e-06|5.32|3.4052|-1223.279021|586.27|977.87|364.11|0.5339|364.11|460.4|0.7026600000000001|0.5339|-0.13683|3.4563|0.16177304|0.4|6.3979|6.3979
4m_a46|0|0|0.0|0.16407746|1|1|1|1.134637002|-0.000686578|0.051308728|1|0.041865079|-0.302054595|-0.0329557579999999|0.011122528|10.94319657|1|0.010359417|-0.017992096|-0.029022201|-0.098201489|1|0.747676221|-0.099662698|0.626578283|0.948973877|-0.067320375|-0.0672468|0.373463876|-35.4774406|5.74716122|6.161736337000001|0.051026123|26.89046601|35.77391986|-18.69640205|41.88525631|-11.81288911|41.22460182|0.463006576|2133.331634|500.1036387|-6.225322922999999|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|-280.1395315|486.9589609|6.446588969|1.0|0.0|1.0|0.0|3.59|2.9|0.29|-6.88|4.25|54.5|1.0|0.0|1.0|-4.52|25.0|3.0|-5.68|328.41|0.0|1.0|1.0|3.59|0.0088|3.69|0.0|1.31e-07|4.31e-05|3.45|4.3476|-1031.138426|558.63|975.72|285.18|0.2465|205.21|468.63|0.68505|0.1557|-0.18308|3.9226|0.02920209|1288.0|5.8901|5.8901
3l_a32|1|1|3.672194822|0.0|0|0|1|0.609420748|-0.0054004|0.0043645509999999|0|0.035643275|-0.039331295|-0.270019992|0.0016954029999999|10.31100268|3|0.002942329|-0.04980249|-0.087213805|-0.524711546|0|0.751853889|-0.136589369|0.776480242|0.8855584879999999|-0.069304303|-0.088417589|0.270668623|-40.30321333|7.120934925|61.72183119|0.114441512|66.55229892|0.0|-23.43792428|58.10243176|-16.76685351|47.42414825|0.453630671|2453.759435|514.9875423000001|-9.750593329|0.211763281|6.414825717|11.74082324|0.8302637909999999|5429.531532999999|-448.5272931|565.7000781|6.6840809960000005|1.0|0.0|1.0|1.0|3.58|3.54|0.35|-7.5|7.34|110.94|2.0|0.0|1.0|-7.6|26.0|3.0|-4.71|380.53|1.0|0.0|1.0|5.04|0.0003689999999999|5.51|0.0|3.16e-08|1.2e-05|4.21|3.5319|-1789.475625|629.26|1062.47|351.04|0.2876|351.04|468.81|0.70282|0.2876|-0.14664|3.3955|0.02547484|12.0|7.9208|7.9208
13b_a30|0|0|0.0|0.0|0|2|2|0.604984129|-0.011016128|-0.118776867|2|0.041728395|-0.035340334|-0.627919307|-0.003436924|10.31162842|1|-0.002215642|0.003429114|0.006103754|-0.564815317|1|0.836520136|-0.045844862|0.802578397|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|-74.24619275|12.52854078|385.2420923|0.305898198|206.54056530000005|105.341977|-50.13056864|88.26741491|-28.93268471|86.77473353|0.454574838|3002.926824|468.6532296|-19.53516918|0.1997091339999999|8.804739699999999|16.1428924|0.8334321|6627.406474|-1035.363967|713.7769663|11.59580043|1.0|0.0|0.0|2.0|4.76|0.0|0.13|-6.19|3.04|124.74|1.0|0.0|1.0|-5.01|32.0|5.0|-7.05|441.51|0.0|0.0|0.0|1.91|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|4.54|3.5056|-1744.492044|721.48|1210.94|353.68|0.2783|245.51|544.04|0.6862699999999999|0.1415|-0.14879|3.8495|0.0455651|26.0|7.5901|7.5901
14_a47|1|1|2.871076328|0.0|0|0|0|1.417758105|-0.006070958|-0.136491228|2|0.036632997|0.017068634|-0.2306964|-0.008212621|10.95058279|1|-0.006335783|-0.020596219|-0.061837113|-0.33240126|2|0.777675668|-0.085385518|0.579833096|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|-47.18187618|10.1400648|64.60629385|0.318401536|160.57883|0.0|-23.79514424|61.62381153|-17.63306222|57.32194098|0.474828277|2254.664317|343.7492333|-8.892848121|0.335290281|6.909385453|13.15643085|0.904139078|4695.98899|-311.2496842|310.8026328|14.15018248|1.0|1.0|1.0|2.0|2.78|1.53|0.0|-7.79|3.97|66.49|0.0|0.0|1.0|-3.97|24.0|5.0|-6.21|323.3|0.0|1.0|1.0|3.16|0.0241|2.91|0.0|1.63e-08|5.27e-06|2.64|3.9671|-1127.737484|519.55|849.76|312.53|0.2452|312.53|375.43|0.68345|0.2452|-0.16377|2.2485|0.03679054|8.0|8.1|8.1
47n_a18|0|0|0.0|0.0|0|1|1|1.251175627|-0.007614955|-0.057061805|0|0.032169312|0.017491759|-0.609196374|0.000271488|10.94702025|0|0.001705837|-0.172015161|-0.258092915|-0.529441732|0|0.696612213|-0.09714337|0.711628292|0.792429396|-0.079299822|-0.091185806|0.288989992|-65.43887366|8.759783644|61.29571241|0.207570604|171.2889916|47.476904100000006|-54.00070374|86.44740177|-26.38541222|74.19865731|0.482565384|3349.802294|653.9193397999999|-21.77346199|0.216078071|10.43689152|20.17045476|0.932611327|7909.580851999999|-1676.556573|1306.125688|11.20011508|1.0|1.0|1.0|3.0|4.69|0.0|0.31|-9.76|3.67|105.6|3.0|1.0|1.0|-6.02|40.0|4.0|-6.68|539.67|0.0|0.0|0.0|2.76|0.00308|4.1|1.0|1.7500000000000002e-10|9.44e-08|9.78|3.2028|-1743.3283440000002|879.92|1565.37|387.11|0.5056|387.11|799.02|0.6914600000000001|0.5056|-0.13138|2.4754|0.02839695|64.0|7.1938|7.1938
12aq_a36|1|0|3.427017327|0.0|0|2|2|1.297043497|-0.0116333169999999|-0.135770278|2|0.041728395|0.076517478|-0.674732412|-0.006653538|10.95447882|1|-0.004569485|-0.052743904|-0.090926893|-0.5356623070000001|1|0.839953955|-0.0606936879999999|0.849217847|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|-73.0277723|14.29132551|86.6958382|0.318529388|212.8220574|112.415579|-48.79273723|95.39676382|-28.69889692|87.31909781|0.426481765|2932.54604|455.31741460000006|-19.17486584|0.238023252|8.596645087999999|14.98931431|0.743623723|6296.75201|-1035.442755|689.2886595|13.83147784|0.0|0.0|0.0|3.0|4.83|0.0|0.13|-6.14|1.92|112.29|1.0|0.0|1.0|-3.52|32.0|5.0|-7.79|424.46|0.0|0.0|0.0|1.15|152.0|1.55|0.0|7.19e-07|0.000305|3.88|3.3759|-1401.669694|703.04|1190.22|367.26|0.4988|317.51|534.96|0.7058300000000001|0.0059|-0.13908|6.7649|0.03228003|55.0|7.2596|7.2596
13d_a5 (GW788388)|1|0|2.945204608|0.0|0|1|1|1.236844097|-0.005668173|-0.009710199|3|0.027375887|-0.092509033|-0.33442223|0.002956745|10.94530363|1|0.003668464|-0.010147323|-0.016337128|-0.3706975529999999|2|0.78479342|0.024905619|0.71006207|0.774103723|-0.086824482|-0.0844793|0.54169129|-57.42492153|9.637686167|151.3669372|0.2258962769999999|149.40573999999998|44.69922692|-37.98032007|70.45205183|-19.30187193|67.0626077|0.488398052|2834.036315|511.985152|-12.76608229|0.330817879|8.077599766|15.788837|0.954644629|6122.792779|-702.1345259999999|723.0631751|14.57821204|0.0|1.0|1.0|2.0|3.21|2.74|0.2|-8.84|4.56|92.79|1.0|0.0|1.0|-4.35|32.0|5.0|-6.94|425.48|0.0|0.0|1.0|3.11|0.0192|2.75|0.0|1.45e-09|6.16e-07|3.81|4.1706|-1390.589662|707.09|1206.73|297.28|0.5251|269.0|532.01|0.48848|0.1549|-0.17299|2.4867|0.04130059|18.0|7.7447|7.7447
12e_a36|1|0|3.490984269|0.0|0|2|2|1.29704412|-0.007100632|-0.043085717|2|0.040899471|0.144415507|-0.404736007|0.002951176|10.95346131|1|0.003962098|-0.104118159|-0.1763783589999999|-0.43688276|1|0.7975411790000001|-0.010494913|0.856274847|0.838086387|-0.07049439|-0.100988761|0.4347714629999999|-44.83739063|12.12502373|65.27404529|0.161913613|102.9838531|5.735288795|-28.51846223|75.50154216|-23.02695694|56.96241436|0.466721981|2709.877204|533.058116|-14.64611103|0.238923581|6.767371321000001|12.69013737|0.875194483|5929.071389|-776.2438847|662.0530478999999|11.26845175|1.0|0.0|0.0|2.0|4.85|0.0|0.17|-6.97|3.24|69.2|1.0|0.0|1.0|-4.16|30.0|4.0|-6.55|395.46|0.0|1.0|0.0|2.14|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|3.48|3.6699|-1272.2668210000002|673.57|1142.19|337.84|0.4537|323.18|507.03|0.70007|0.0006|-0.15189|6.5974|0.03037051|14.0|7.8539|7.8539
14aa_a23|0|1|0.0|0.0|2|0|0|1.19796312|-0.005050361|-0.026892547|2|0.046678487|0.031136154|-0.287870566|0.013012022|10.313217300000002|2|0.012103325|-0.074579388|-0.13397874|-0.4506138879999999|2|0.75434493|0.055269665|0.693959193|0.924108042|-0.052155763|-0.076107469|0.204831806|-35.51947393|12.26959478|40.49537336|0.075891958|51.68445972|83.27171526|-24.18971469|61.21989213|-21.51484958|47.78906871|0.4930525229999999|2941.302235|629.3423691|-14.65218978|0.203340553|8.000512184|15.78173785|0.972590939|6651.23042|-776.5660584|733.3886349999999|9.388663605|0.0|0.0|1.0|1.0|3.63|3.68|0.12|-8.16|4.4|105.02|2.0|1.0|1.0|-6.23|32.0|4.0|-5.92|439.54|0.0|0.0|0.0|4.1|0.00123|4.31|0.0|6.9799999999999995e-09|3.07e-06|4.1|3.5934|-1708.5626|715.57|1231.11|345.03|0.4157|345.03|588.45|0.6805899999999999|0.4157|-0.1449|5.8286|0.02033777|4.0|8451.0|8451.0
13b_a5|1|0|2.948625157|0.0|0|1|1|1.338814635|-0.004573365|0.011339656|2|0.02468599|-0.006314305|-0.251535058|0.0064510459999999|10.94530329|1|0.0066003869999999|-0.055701188|-0.091464693|-0.357011244|2|0.765309977|0.03431921|0.653356347|0.831557236|-0.0694958329999999|-0.074710354|0.468748106|-44.93506461|8.980592802|14.41650822|0.168442764|108.9128108|46.77748445|-29.05440446|62.24204745|-17.04942469|53.91565742|0.455921715|2661.597781|537.6736515|-11.0239272|0.345923611|8.427551282000001|15.48959317|0.837970799|5678.380299|-562.2202871000001|638.8437454|13.93534415|0.0|1.0|1.0|1.0|2.97|2.64|0.17|-8.36|4.64|74.77|1.0|0.0|1.0|-4.24|30.0|4.0|-6.58|395.46|0.0|1.0|1.0|3.26|0.0148|3.01|0.0|4.36e-09|1.72e-06|4.66|4.1793|-1276.066049|672.43|1138.73|296.66|0.5528|265.31|503.93|0.57482|0.3064|-0.17274|3.5881|0.035153|0.11|6.9586|6.9586
7_a3|0|0|0.0|0.0|0|0|0|0.60501656|-0.008855374|-0.106234254|2|0.03757716|-0.047419994|-0.327648836|-0.007540435|10.3116226|1|-0.006696449|0.020589494|0.036673175|-0.592753801|2|0.790667152|-0.224253635|0.773152968|0.782294598|-0.1034274319999999|-0.096448591|0.5999725029999999|-51.18177092|4.804535747|230.9407974|0.217705402|107.7330046|76.07607751|-25.32764885|55.15105143|-18.2490344|55.98630667|0.3987206729999999|2196.07224|387.1238241|-9.030659289|0.2007853889999999|5.198046584|8.644978051|0.663120542|5055.700186|-307.0424158|353.7528308|7.422807617|1.0|1.0|1.0|1.0|3.02|2.61|0.0|-7.48|4.96|92.93|1.0|0.0|1.0|-5.44|23.0|3.0|-5.68|338.81|0.0|0.0|1.0|3.63|0.00455|3.79|0.0|3.28e-08|1.11e-05|3.09|3.4435|-1731.7341420000002|522.73|883.88|360.06|0.1926|210.68|362.61|0.69224|0.1262|-0.14816|3.1299|0.03103579|1023.0|5.9901|5.9901
16i_a32|1|1|3.352437091|0.0|0|0|0|0.6094207429999999|-0.0146198339999999|-0.075706124|0|0.0439583329999999|-0.056414399|-0.7748511779999999|-0.003511776|10.31100265|3|-0.001202032|-0.120440534|-0.211019184|-0.700853898|0|0.836966894|0.134577711|0.761506727|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|-56.03343427|14.59730623|90.08098301|0.198505292|129.7354415|32.3175507|-36.62130242|88.80827938|-24.00328703|70.6307405|0.455596751|2770.767996|523.8261846|-15.6876273|0.281035887|6.848009314|12.57892808|0.836873682|6355.471589|-784.3813651|636.0251562999999|13.79800742|1.0|0.0|1.0|2.0|3.75|3.16|0.3|-7.4|6.25|149.27|3.0|0.0|1.0|-7.03|29.0|5.0|-5.93|427.54|1.0|0.0|0.0|3.96|0.0035|4.19|0.0|4.01e-08|1.7100000000000002e-05|4.99|3.6176|-1995.307733|692.96|1175.51|342.72|0.2857|342.72|573.38|0.70222|0.2857|-0.14976|3353.0|0.02810109|6.0|8.2596|8.2596
10_a15|0|0|0.0|0.0|0|0|0|1.4356889780000002|-0.006872984|-0.0435725659999999|2|0.037209302|-0.0869138469999999|-0.384887119|0.001740635|10.95972828|0|0.0034254209999999|-0.120626133|-0.184255041|-0.391156537|2|0.713794823|0.0107135269999999|0.7933685340000001|0.933136945|-0.052826735|-0.101494566|0.640780603|-30.73805622|6.101312009|6.497096666|0.066863055|38.90530741|0.0|-17.88541558|65.80736417|-21.17108692|36.83936823|0.449323734|2605.82709|542.9602292000001|-12.31872585|0.169827351|5.555044294|10.08767698|0.815948972|6204.37804|-652.8924702|673.7288405|6.751174337|1.0|1.0|1.0|1.0|3.58|3.64|0.12|-9.82|5.32|56.27|2.0|0.0|1.0|-6.22|30.0|4.0|-4.97|397.47|1.0|0.0|1.0|4.69|0.000584|5.29|0.0|1.51e-10|5.99e-08|5.16|3.6448|-1281.088565|631.2|1136.48|340.17|0.1412|277.48|487.16|0.70313|0.0042|-0.15377|1.6654|0.02738146|7.0|8.1549|8.1549
9h_a40|0|0|0.0|0.0|1|0|0|0.604992856|-0.009041931|-0.126968715|0|0.039444444|0.157606277|-0.343593366|0.003782277|10.31197223|2|0.003099029|0.048470175|0.08305063|-0.503000695|0|0.740778143|-0.160855189|0.7528137909999999|0.864310149|-0.09201708|-0.095803029|0.219852623|-46.04148264|6.199629554|132.6583116|0.135689851|67.89350333|0.0|-23.03722449|53.60044379|-20.54391962|52.2411122|0.482124665|2073.354193|432.46450360000006|-10.27931468|0.136115065|6.922257828999999|13.366649|0.930966649|4322.734135|-359.7760137|336.23227030000004|5.664631335|1.0|1.0|1.0|0.0|3.3|3.55|0.11|-6.51|4.59|67.66|1.0|0.0|1.0|-5.65|23.0|3.0|-5.06|321.4|0.0|1.0|1.0|4.06|0.00244|4.51|0.0|3.09e-07|9.93e-05|3.9|3.3675|-1293.174246|526.38|868.84|368.18|0.3851|292.61|410.18|0.69809|0.2721|-0.14047|2.1413|0.02291279|3.98|5.4001|5.4001
