molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|WPSA3|WNSA3|GeomPetitjeanIndex|GRAVp|PNSA2|FPSA1|GeomRadius|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
6_a15|0.0|0|0|0|0.0|0.0|0.0|0|0.0|-0.00951284|0.0|1|0.106485923|-0.513693384|0.001080419|0.011857945|10.95880677|-0.009025163|0|0.153430865|-0.281352401|0.691316481|0.0371776429999999|0|0.859308431|-0.07051817|0.398681391|0.02948637|-41.14459066|17.20414198|82.0880213|10.03794313|-24.00625743|0.3902945579999999|2454.904173|-932.9544335|0.4180252789999999|6.110075236|-544.3423775|30.82854077|-95.65807914|1603.08412|592.4420375|17.18281248|0.0|1.0|4.03|0.23|-7.95|4.43|61.84|2.0|0.0|109.7|7.0|5.0|380.44|1.0|1.0|-5.14|2.16e-06|0.000823|7.32e-06|0.00278|0.0|0.0|4.3e-06|-0.02419|4.3423|3.94|3.7696|612.22|1092.02|328.9|545.21|0.65191|0.01711539|-1262.820532|7.4559
12i_a36|0.0|1|0|0|3.27619957|-4.787087299|7.412764017000001|2|0.0|-0.016027043|5.351858133|2|0.048138468|-0.929568494|-0.011700732|0.128325344|10.96020192|-0.009876543|1|0.135587069|-0.3344729369999999|0.820041835|0.141564781|0|0.830964232|-0.0850745409999999|0.332782117|0.01973953|-54.81607619|12.71877085|108.9148111|8.195085212|-35.3196406|0.460246812|3231.030388|-1588.867662|0.230870141|7.549683919|-1023.755049|38.2555363|-346.8168661|2065.79896|672.4630346|14.45246358|1.0|0.0|0.0|0.17|-7.14|3.31|78.43|2.0|0.0|130.43|7.0|8.0|465.43|0.0|0.0|-5.07|6.26e-06|0.00291|8.6e-06|4.0|0.0|0.0|3.37e-05|-0.05065|5.2297|4.86|3.7496|666.79|1172.5|330.66|504.47|0.34255|0.03165678|-1645.017702|7.9208
12u_a36|0.0|1|0|0|3.508898495|0.0|7.412764017000001|2|0.0|-0.006461999|5.351858133|2|0.033763276|-0.407105926|0.0042553209999999|-0.063855309|10.95266014|-0.010669561|1|0.055588998|-0.163978382|0.8101678720000001|0.080270195|0|0.842227829|-0.07260571|0.3765068079999999|0.017639065|-50.53295452|12.27663887|109.8080843|8.544435884|-35.17050511|0.486156325|2831.106839|-1417.5607730000002|0.22061252|7.65672775|-986.6102007|30.82735404|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|1.0|0.0|0.24|-7.38|3.85|69.2|2.0|0.0|138.33|6.0|4.0|423.51|1.0|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.00589|0.0|0.0|1.7800000000000002e-05|-53.0|3.8847|4.21|3675.0|739.12|1254.5|337.37|590.18|0.69258|0.03260752|-1350.638138|7.7959
14p_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|3.3252287430000003|-0.005975594|5.351858133|2|0.041987653|-0.310730878|0.009895793|-0.060144819|10.31321773|-0.053921569|2|0.080581604|-0.131709531|0.799506006|0.099883916|1|0.923455749|-0.063033628|0.223758613|0.0221104079999999|-42.52653933|14.91710363|51.64167457|10.06403753|-28.69113861|0.464933687|3010.721939|-1090.0480289999998|0.248361701|9.014073839|-735.4165088|30.21311441|-339.5427625|1450.229492|646.2584547|12.86362369|1.0|1.0|3.28|0.04|-7.47|3.4|128.81|1.0|1.0|125.0|5.0|5.0|436.49|0.0|0.0|-4.9|2.09e-06|0.0009109999999999|1.27e-05|0.00554|0.0|0.0|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|699.61|1191.08|346.79|573.24|0.6816|0.02935511|-1721.994023|8.5302
15a_a50|0.0|0|1|1|0.0|0.0|7.934155233999999|1|4.126145086|-0.004429392|5.82008293|1|-0.0446629609999999|-0.234757789|0.005366038|-0.15010386|10.94500663|-0.125205943|2|-0.072976638|-0.209259615|0.821868651|-0.051676609|1|0.837789896|-0.0783960279999999|0.4349386739999999|0.018014615|-46.91098865|10.77967103|97.06405493|6.450390922|-28.07082095|0.4476230879999999|2503.770258|-859.5972780999999|0.294589405|8.095541483|-514.369916|24.86892274|-245.8291419|1218.577214|569.5267957000001|11.21812301|1.0|1.0|2.63|0.23|-6.09|3.23|68.76|1.0|0.0|110.43|5.0|4.0|371.44|1.0|1.0|-3.92|0.000251|0.0933|0.0001189999999999|0.0444|0.0|0.0|0.0003|-0.03255|4.0408|2.66|4.0408|644.4|1091.64|306.83|519.38|0.66132|0.03314629|-1199.629702|7.3872
9i_a40|0.0|0|0|0|0.0|0.0|7.515889085|0|1.841293462|-0.0071562119999999|5.4161004020000005|0|0.187127708|-0.279092262|0.004532692|0.201624407|10.31197226|-0.1788455119999999|2|0.333430103|0.187399127|0.762774506|-0.154977678|1|0.830980762|-0.092881258|0.006324687|0.011010661|-46.80087537|5.548036224|85.16517222|2.795536563|-23.58195819|0.477626156|2056.370683|-668.7900768999999|0.140977546|7.700852478|-336.98898810000003|21.62632891|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|1.0|2.9|0.06|-6.03|3.84|84.45|1.0|1.0|91.11|2.0|2.0|306.38|0.0|1.0|-4.71|4.79e-06|0.00147|1.97e-05|0.00603|0.0|0.0|0.000285|-0.05989|4.3611|3.2|2.8936|534.44|883.84|428.48|417.75|0.56118|0.02072395|-1273.217301|5.9031
14h_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|3.309480899|-0.005921293|5.351858133|2|0.0316908439999999|-0.307907256|0.009895793|-0.024318144|10.31321773|-0.034313725|2|0.060820238|-0.131709531|0.79263722|0.143102066|1|0.923430574|-0.063825076|0.223157991|0.021982565|-43.02851162|14.81983413|51.620282|9.990985411|-29.00823506|0.48032488|3010.418229|-1092.936262|0.246899416|7.833334036|-736.8173055999999|30.23434844|-341.2621515|1451.248725|646.2584547|12.79687369|1.0|1.0|3.2|0.04|-7.47|3.4|128.81|1.0|1.0|125.0|5.0|5.0|436.49|0.0|0.0|-4.9|2.09e-06|0.0009109999999999|1.27e-05|0.00554|0.0|0.0|1.4800000000000002e-05|-0.08532|4.0506|3.29|3.6689|699.86|1190.62|337.93|569.53|0.67365|0.02796857|-1721.99264|8.3468
14q_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|3.292130907|-0.0101981219999999|5.351858133|2|0.064903564|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|0.121109106|-0.033435987|0.808928963|0.067394607|1|0.773194598|-0.08960718|0.227948491|0.02158178|-61.51997721|14.81701129|155.7136729|10.17264683|-42.23665548|0.472004985|3097.399651|-1389.433443|0.222659101|8.732265278|-953.9181308|35.04742005|-380.8178266000001|1787.418422|693.3423458|13.26616596|1.0|0.0|2.66|0.04|-6.96|2.57|148.11|1.0|1.0|128.38|6.0|5.0|454.51|0.0|0.0|-4.39|6.11e-06|0.00278|4.03e-05|0.0183|0.0|0.0|5.03e-05|-0.08159|3.6431|4.19|3.6431|714.22|1222.17|340.33|554.59|0.5949|0.03458552|-1798.433122|7.8069
18_a3|0.0|1|0|0|2.897754472|0.0|6.605297921|0|0.0|-0.003487792|4.59511985|3|0.08269134|-0.122072724|0.0057881999999999|0.042606196|10.96965878|-0.025890816|1|0.150826737|-0.064953613|0.714658751|0.0355413979999999|1|0.8419576209999999|-0.069839069|0.217881538|0.013796397|-31.07331853|6.1383958|70.31739201|2.73114076|-13.82537222|0.483376636|1938.093995|-452.0934439|0.317507797|5.293627315|-201.1487809|20.70048575|-162.3915791|662.4155441|270.539096|10.51610501|1.0|1.0|1.81|0.0|-6.83|3.42|67.35|0.0|0.0|80.35|2.0|4.0|273.29|1.0|1.0|-3.27|0.0015|411.0|0.000537|147.0|0.0|0.0|4.07e-05|-0.05769|3.9765|1.85|3.9765|482.41|784.04|311.79|330.54|0.6671699999999999|0.02173162|-889.894728|7.5229
5a_a40|0.0|0|0|0|0.0|0.0|8.149890544|1|1.688148148|-0.004609716|6.167516491000001|0|-0.108428634|-0.152120625|0.011345707|0.180125135|10.31198338|-0.02394636|2|-0.191663433|0.007301856|0.756882266|-0.442215721|1|0.8531783270000001|-0.078132307|0.04987082|0.020641204|-34.5789643|9.135164355|64.97877226|4.042943749|-15.30358975|0.4889874279999999|1847.672595|-483.24038600000006|0.177534728|5.507689573|-213.8673835|19.58503709|-285.426492|587.5511127|244.8873477|5.795040371|0.0|1.0|2.49|0.21|-4.05|3.68|75.5|0.0|1.0|74.15|3.0|3.0|269.32|1.0|1.0|-3.67|7.49e-05|0.0202|0.000213|0.0574|0.0|0.0|0.0241|-0.0657799999999999|3.7921|4.36|3.7921|466.79|757.45|326.96|353.51|0.69499|0.01514427|-1177.555706|7.0915
