molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|WPSA3|WNSA3|GeomPetitjeanIndex|GRAVp|PNSA2|FPSA1|GeomRadius|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
10_a1|0.0|1|0|0|3.261363142|0.0|6.86171134|0|0.0|-0.014135827|4.727387819|1|0.049971022|-0.621976404|-0.012672753|-0.020225596|10.94957578|0.010430299|1|0.107434253|-0.042643966|0.7227844929999999|-0.0369911079999999|0|0.669963758|-0.116648443|0.126889306|0.014751098|-65.97424138|8.34295348|186.6625065|4.718623023|-37.31383317|0.459673515|2432.447088|-1052.827816|0.165903744|7.376231317999999|-595.4602985|30.78628757|-377.9175542|1262.237791|433.2550452|8.725415617000001|1.0|0.0|2.18|0.0|-8.02|4.86|78.87|2.0|0.0|99.61|4.0|5.0|359.35|0.0|1.0|-4.73|1.04e-05|0.00372|1.87e-05|0.00673|0.0|0.0|3.42e-06|-0.06802|3.4067|5.81|3.4067|585.51|979.35|363.94|464.77|0.70345|0.03426532|-1223.022387|5.8239
17f_a50|0.0|0|1|1|0.0|0.0|7.934155233999999|1|4.305828452|-0.002205848|5.82008293|1|-0.167275895|-0.125733326|0.012475826|-0.028989535|10.94501702|-0.132773563|2|-0.275290802|-0.407467272|0.7851209440000001|-0.132153434|1|0.911458734|-0.047333916|0.333180181|0.016414675|-29.10566644|10.09339793|54.44410182|6.206439227000001|-17.89709978|0.472769049|2582.272632|-874.5930167000001|0.278877895|7.200480876|-537.7880119|22.88344084|-271.9363523|1212.822364|652.6793116|9.947921993|1.0|1.0|2.97|0.26|-6.38|2.87|51.77|1.0|0.0|116.81|6.0|4.0|384.48|1.0|1.0|-4.12|0.000266|102.0|7.57e-05|0.0291|0.0|0.0|0.00016|-0.0336399999999999|4.0664|2.5|4.0664|653.63|1146.22|304.9|564.52|0.6573899999999999|0.0276719|-1219.02507|6.4001
12k_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|-0.007818038|5.351858133|2|-0.13882907|-0.44562817|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|-0.240110949|-0.154412059|0.830875659|0.001281277|0|0.815083558|-0.079026221|0.340031035|0.024177669|-52.35426525|16.01752015|122.5057244|10.61148425|-34.68429919|0.47195436|2920.279667|-1235.930491|0.291863802|8.416930701|-818.7944715|32.93073182|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|1.0|0.0|0.17|-6.74|3.89|90.88|2.0|0.0|133.77|6.0|5.0|428.51|0.0|0.0|-4.93|3.59e-06|0.00154|1.19e-05|0.0050799999999999|0.0|0.0|7.87e-05|-0.05055|5.1958|3.58|3.4715|710.82|1200.31|357.15|564.62|0.39318|0.03357755|-1690.094082|7.6144
11_a15|0.0|0|0|0|0.0|0.0|0.0|1|0.0|-0.0064953419999999|0.0|3|-0.036023137|-0.402711212|0.001806571|-0.0856783419999999|10.95979791|0.023543401|0|-0.056500144|-0.272482143|0.718800243|0.0234789439999999|0|0.8945381259999999|-0.064429158|0.632319408|0.018519054|-44.15161868|12.69062406|72.27026771|8.696553172|-30.25595097|0.470042906|3022.859488|-1335.705238|0.260684316|6.233494755|-915.3239085|31.14961732|-327.9935744|1806.677804|830.7967967000001|12.39401492|0.0|0.0|4.25|0.07|-8.9|4.33|59.51|2.0|0.0|138.24|6.0|4.0|448.52|0.0|0.0|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.000357|0.0|0.0|5.7e-07|-0.03877|4.7106|5.04|2.9595|739.57|1284.85|418.94|568.22|0.58935|0.03503399|-1450.457814|6.1314
8c_a12|0.0|0|0|0|0.0|0.0|0.0|1|0.0|-0.0104125509999999|0.0|3|-0.106633503|-0.447739674|-0.004211843|-0.036504737|10.95472932|-0.07003012|0|-0.1876771789999999|-0.370782022|0.782864175|-0.10899871|0|0.840397446|-0.067004282|0.239216075|0.019604202|-34.19075142|10.00357546|81.4415307|5.104595615|-17.44675795|0.472503372|2190.852814|-780.6350769|0.235550168|5.670223821|-398.3402139|25.52931025|-269.8853937|1021.17241|390.0159026|9.621493319|0.0|1.0|2.24|0.11|-7.14|2.81|63.06|0.0|0.0|98.07|3.0|5.0|314.34|1.0|1.0|-3.72|0.000339|107.0|0.0001899999999999|0.0598|0.0|0.0|2.28e-05|-0.06706|4.3598|2.76|3.8341|551.66|909.19|323.37|402.43|0.53657|0.02263772|-1022.663298|7.3979
14w_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|3.132012648|-0.006481882|5.351858133|2|0.045196333|-0.330575965|0.003379755|-0.042151195|10.31321817|-0.031435038|2|0.126238077|-0.206574435|0.802520527|0.059273664|1|0.7880718659999999|-0.070714528|0.228641034|0.022440155|-46.76570273|14.84036772|140.15462380000002|9.814393755|-30.92760432|0.4972095239999999|3071.908367|-1112.129203|0.256548212|7.833745658|-735.4854078|31.82765022|-322.004381|1495.89956|597.2903597999999|13.70608418|1.0|0.0|3.35|0.05|-7.93|4.2|105.02|2.0|1.0|120.2|5.0|6.0|447.46|0.0|0.0|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.00242|0.0|0.0|5.23e-06|-0.0798|3.6632|3.97|3.6632|676.92|1150.31|338.46|535.54|0.6219399999999999|0.02204118|-1828.222578|8.6737
35_a18|0.0|0|0|0|0.0|0.0|7.03438793|2|0.0|-0.00622005|4.844187086|1|-0.069149293|-0.44784362|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|0|-0.104482176|-0.117857059|0.737094825|-0.032017257|0|0.800765945|-0.081822342|0.3888901179999999|0.008853796|-60.302584200000005|6.525195505|146.8343246|4.809030636|-44.44264921|0.465531336|3038.429834|-1675.875389|0.125426193|9.184536969|-1235.110287|28.17969862|-552.1173777|1916.219506|1056.535856|5.862051629|1.0|1.0|0.0|0.3|-9.55|4.13|85.29|3.0|1.0|151.05|8.0|3.0|480.6|0.0|1.0|-5.53|8.629999999999999e-07|0.000415|2.96e-06|0.0014199999999999|0.0|0.0|1.35e-07|-0.04879|3.2146|8.09|3.2146|796.47|1400.62|385.69|657.07|0.69279|0.02600607|-1532.627182|7.6198
12f_a40|0.0|0|0|0|0.0|0.0|7.515889085|0|1.768354671|-0.006206277|5.4161004020000005|0|0.070099257|-0.235838511|0.008525796|0.108909202|10.31197207|-0.172869148|2|0.115814835|-0.054891771|0.777316288|-0.160218113|1|0.909993912|-0.067004323|3.43e-05|0.021549915|-37.02024147|11.90644165|49.72883796|6.57837176|-20.45387851|0.490421149|2383.68369|-635.8127312999999|0.268555948|8.404802652999999|-351.2898849|24.83590915|-255.7481174|869.2568204|384.1423925|11.1163852|0.0|0.0|3.61|0.06|-7.32|5.35|67.66|2.0|0.0|98.25|3.0|3.0|376.26|0.0|1.0|-5.99|2.66e-07|0.0001|1.02e-06|0.0003819999999999|0.0|0.0|1.8100000000000003e-05|-0.07761|4.3313|4.77|2.8374|572.63|951.55|436.97|487.85|0.6679999999999999|0.01077929|-2212.275094|6.4202
18b_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|-0.006947027|5.351858133|2|-0.039831247|-0.375139476|0.003099827|0.016709918|10.31163838|-0.051413084|1|-0.072825879|-0.090115975|0.822401103|0.022695194|0|0.869340364|-0.078751666|0.413791511|0.019880184|-52.09100293|13.14992762|86.42600053|8.698138813|-34.45606603|0.424912258|2915.383182|-1198.493811|0.240284312|7.513189589|-792.7545943|31.55111394|-343.5825913|1577.555697|666.0036144999999|12.22780277|1.0|0.0|0.0|0.13|-6.7|3.87|105.44|2.0|0.0|131.99|5.0|5.0|423.49|0.0|0.0|-4.8|3.23e-06|0.00137|1.57e-05|0.0066599999999999|0.0|0.0|8.47e-05|-0.06142|3.5256|3.64|3.5256|697.37|1178.08|351.66|563.55|0.67715|0.03910602|-1667.849173|7.6003
3b_a49|0.0|0|0|0|0.0|0.0|7.535296702|1|2.104186262|-0.0057605869999999|5.4161004020000005|2|-0.090939066|-0.322592863|0.000607064|-0.010613212|10.92976559|0.00361222|1|-0.151131362|0.000850823|0.794997634|0.021506499|1|0.749104358|-0.0883601469999999|0.482434361|0.013576151|-54.04959517|8.304484449|153.4719941|5.07982433|-33.06194987|0.477583842|2660.339607|-880.2577376|0.3431340539999999|7.236413572000001|-538.4506046|25.77091035|-191.9087104|1340.087338|641.1445234|13.13798859|1.0|1.0|2.43|0.22|-7.58|3.16|98.72|1.0|0.0|116.94|6.0|5.0|398.46|0.0|1.0|-3.59|0.000293|0.1169999999999999|0.000256|102.0|0.0|0.0|1.05e-05|-0.06115|4.6669|3.4|3.8418|664.15|1132.92|322.72|480.08|0.5798|0.0368692|-1293.106236|7.6021
11c_a31|0.0|1|0|0|3.336985072|0.0|7.765993078999999|1|0.0|-0.0184155389999999|5.733341277|0|-0.031640011|-0.847114804|-0.011679927|-0.137912959|10.31169916|-0.085216451|2|-0.0512371409999999|-0.16065803|0.839810365|0.013528742|0|0.564143263|-0.138002689|0.3608415239999999|0.034256743|-80.82023592|20.06220362|255.2562173|11.74927853|-47.33176279|0.47997061|2470.585429|-1069.186744|0.323910768|7.259183801|-626.1611682999999|36.77740577|-206.2506659|1581.428448|449.7512005|17.07472346|1.0|1.0|2.66|0.28|-5.84|5.04|125.57|1.0|0.0|97.32|6.0|6.0|371.41|0.0|1.0|-3.98|7.68e-06|0.00285|0.000105|39.0|0.0|0.0|0.000537|-0.03532|3.8551|4.47|3.8551|622.22|1022.77|321.61|512.9|0.7005899999999999|0.04465349|-1559.253116|6.8861
4j_a46|0.0|0|0|0|0.0|0.19521727|7.825245291|1|2.194310043|-0.002284836|5.587248657999999|1|-0.0529855709999999|-0.130235627|0.011968098|-0.1051618459999999|10.94638774|-0.176133068|1|-0.078783783|-0.087688953|0.7298040140000001|-0.061823242|0|0.949893337|-0.05924408|0.295221643|0.01492164|-34.99059698|8.812983129|29.59387777|5.205103062|-20.66606288|0.402450715|2260.870095|-791.1408955|0.223067683|6.274010655|-467.2617475|18.85718615|-327.122208|1018.288052|642.1335502000001|6.30964324|1.0|1.0|3.9|0.39|-7.69|5.18|39.94|2.0|0.0|110.24|4.0|3.0|361.48|1.0|1.0|-5.31|4.16e-06|0.0015|4.86e-06|0.00176|0.0|0.0|7.33e-06|-0.01684|5.3949|4.93|4.4093|646.67|1112.13|281.19|572.31|0.37853|0.02491327|-1131.817578|6.0942
11_a47|0.0|0|0|0|0.0|0.0|0.0|0|0.0|-0.007767503|0.0|3|-0.0586047379999999|-0.427212659|-0.007419345|0.081235787|10.93671007|0.046339015|0|-0.120383371|-0.079543257|0.715054643|-0.058523885|1|0.796863393|-0.08164597|0.572646116|0.008462682|-50.01659041|5.184267117|124.4421556|3.175899139|-30.64032829|0.4686568239999999|2842.168734|-1123.0517|0.183391205|5.966142027|-687.9851765999999|26.96593732|-387.9111844|1375.2628029999998|670.2339441|7.881596968999999|1.0|1.0|3.15|0.04|-10.55|5.58|70.93|2.0|0.0|124.7|4.0|5.0|422.45|0.0|1.0|-6.03|5.110000000000001e-07|0.000216|9.32e-07|0.000394|0.0|0.0|1.19e-08|-0.05094|3.7253|4.84|3.7253|654.49|1146.42|332.82|549.52|0.6915399999999999|0.03959805|-1395.980918|7.4
25d_a34|0.0|0|0|0|0.0|0.0|7.412764017000001|1|1.940324546|-0.015046463|5.351858133|1|-0.163072107|-0.8576484190000001|-0.005017781|-0.1266965|10.95957635|0.00670464|1|-0.263924686|-0.342090037|0.7498681140000001|0.14554928|0|0.674282353|-0.100582621|0.631894475|0.0292772039999999|-66.52770588|19.36462983|215.4372954|12.8082206|-44.00298587|0.478308897|2939.671168|-1559.714654|0.2227964039999999|6.933980884|-1031.631874|37.86469665|-366.6979266|2006.828923|673.8038326000001|13.15041965|1.0|1.0|3.76|0.12|-8.08|3.05|90.3|1.0|0.0|119.81|7.0|5.0|427.46|0.0|1.0|-4.48|2.44e-05|0.0104|3.3e-05|0.0141|0.0|0.0|3.53e-06|-0.03521|4.2732|6.05|4.2732|706.21|1198.19|290.15|554.05|0.6764600000000001|0.02807001|-1426.307095|6.0223
12_a4|-3.2834578760000004|0|0|0|0.0|0.0|7.535296702|1|2.070952433|-0.0021497879999999|5.4161004020000005|2|-0.0334644329999999|-0.113938738|0.005795666|-0.093414896|10.31168324|0.028152112|1|-0.055590089|-0.085553511|0.8157155359999999|-0.036425699|1|0.805238097|-0.070256284|0.636722126|0.01168879|-41.69390404|6.936764267999999|115.5823166|4.116653575|-24.74343259|0.470780296|2927.48584|-753.6248824|0.282227427|6.223583758999999|-447.2420348|21.42753878|-258.476202|1049.9494|608.4548423|9.260141177|1.0|1.0|2.94|0.23|-7.84|3.69|86.12|1.0|0.0|113.02|4.0|5.0|404.48|0.0|1.0|-4.33|6.57e-05|0.0266|4.64e-05|0.0188|0.0|0.0|5.85e-06|-0.06898|4.8592|6.12|3.8083|640.67|1101.33|325.57|503.28|0.63967|0.03555871|-1617.634733|5032.0
GW6604_a52|0.0|1|0|0|2.944144148|0.0|6.605297921|0|0.0|-0.002149879|4.59511985|2|-0.0778992459999999|-0.085995143|0.007746755|-0.118272803|10.94914378|-0.028376521|1|-0.131886693|0.067497086|0.693399445|0.074868979|0|0.87346455|-0.071850787|0.38374044|0.009021088|-35.51891876|4.459510077|62.55188751|2.204526664|-17.55852148|0.4597869779999999|2044.612273|-534.4037285|0.26470494|6.2973559020000005|-264.17863140000003|19.64292268|-232.6328342|726.7881391|359.1060668|8.744745933999999|1.0|1.0|1.76|0.0|-8.03|4.49|54.46|0.0|0.0|90.49|3.0|3.0|298.34|1.0|1.0|-4.16|0.000135|0.0402|6.929999999999999e-05|0.0207|0.0|0.0|2.78e-06||||||||||||6.9706
12b_a40|0.0|0|0|0|0.0|0.0|7.515889085|0|1.713497417|-0.004650218|5.4161004020000005|0|0.1744506639999999|-0.158107422|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|0.279216571|0.038336814|0.7137941109999999|0.026452642|1|0.955647156|-0.065048707|0.2160572999999999|0.010845303|-37.05091872|6.17734692|25.26281742|3.518538455|-21.10373336|0.494842289|2462.878448|-597.4418808999999|0.143170283|8.132984007000001|-340.29531769999994|22.49258909|-406.4913617|697.2702616|370.3261123|5.872257692000001|1.0|0.0|3.87|0.0|-8.39|6.58|58.43|2.0|0.0|101.78|2.0|2.0|415.12|0.0|1.0|-7.11|1.95e-08|8.09e-06|7.82e-08|3.2500000000000004e-05|0.0|1.0|1.7e-06|-0.08279|3407.0|6.27|3407.0|576.38|960.94|363.91|490.5|0.69476|0.01251873|-3016.980996|7.3979
8_a10|0.0|0|0|0|0.0|0.0|7.535296702|1|2.071128354|-0.00560152|5.4161004020000005|2|-0.000315856|-0.296880569|0.0087730469999999|-0.15615298|10.92578782|-0.106100115|1|-0.000504277|-0.132343104|0.809386132|-0.015871527|1|0.874843982|-0.059655303|0.597912185|0.015758182|-32.63117642|8.619652859|68.45976606|4.714910465|-17.849103399999997|0.431797417|2612.274447|-801.8744912000001|0.277350551|6.112185271|-438.6216583|22.64553798|-243.5764486|1109.631361|583.7217118|9.617402178|1.0|1.0|3.27|0.22|-7.6|4.46|69.9|1.0|0.0|111.36|4.0|5.0|384.43|1.0|1.0|-4.62|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|0.0|0.0|9.59e-06|-0.0623299999999999|4.6964|4.58|3684.0|594.63|1047.58|336.55|416.69|0.41583|0.02243902|-1257.648047|6279.0
14_a47|0.0|1|1|1|2.871076328|0.0|6.605297921|0|0.0|-0.006070958|4.59511985|2|0.017068634|-0.2306964|-0.008212621|-0.01670074|10.95058279|0.0295267039999999|1|0.05124606|-0.061837113|0.777675668|-0.085385518|1|0.681598464|-0.093553938|0.2662137639999999|0.020106089|-47.18187618|10.1400648|160.57883|5.113919242|-23.79514424|0.474828277|2254.664317|-617.1571777|0.335290281|6.909385453|-311.2496842|26.52746264|-166.1354667|928.4611922|310.8026328|14.15018248|1.0|1.0|1.53|0.0|-7.79|3.97|66.49|0.0|0.0|86.58|3.0|5.0|323.3|1.0|1.0|-4.13|0.000108|0.0349|7.46e-05|0.0241|0.0|0.0|5.27e-06|-0.06057|3.9671|2.64|3.9671|519.55|849.76|312.53|375.43|0.68345|0.03679054|-1127.6593779999998|8.1
15c_a10|0.0|0|0|0|0.0|0.0|7.535296702|2|2.154210861|-0.002218445|5.4161004020000005|3|-0.06400528|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|-0.101214571|-0.35845963|0.7351096359999999|-0.03167553|1|0.904458517|-0.046967376|0.418835517|0.014703076|-32.5870313|10.2013281|66.28884934|7.077912953999999|-22.60962187|0.449308156|3012.018586|-855.5829431|0.471771585|8.639636218|-593.6228632|25.30814911|-39.17102961|1619.721543|924.9341455|16.25826809|1.0|1.0|4.09|0.37|-7.79|3.77|59.31|1.0|0.0|141.96|6.0|6.0|454.57|1.0|0.0|-4.57|0.0001419999999999|0.0646|2.68e-05|0.0122|0.0|0.0|7.3e-06|-0.04724|5.5913|2.2|3.6709|762.21|1318.35|337.75|595.63|-0.26999|-0.25919486|-1450.201574|7.0
8d_a12|0.0|1|1|1|2.976279182|0.0|6.580639137|1|0.0|-0.0076893469999999|4.59511985|2|0.0276482139999999|-0.376778003|0.000925796|-0.065870394|10.94458983|-0.046326855|1|0.0479437859999999|0.016135176|0.751098108|-0.091036025|1|0.858710112|-0.077834742|0.266886187|0.011348654|-43.27410838|6.309558958999999|78.55353315|3.507952014|-24.05928792|0.465113852|2466.513191|-978.6959108|0.166136296|6.93584319|-544.129679|26.08195789|-371.2392138|1173.6881050000002|503.2240425|6.964006932|1.0|1.0|2.23|0.1|-8.37|3.87|65.96|2.0|0.0|112.14|3.0|4.0|352.39|1.0|1.0|-4.61|2.64e-05|0.0093|2.43e-05|0.0085799999999999|0.0|0.0|1.49e-06|-0.05488|4.2383|3.53|3.7397|600.2|1007.85|331.53|433.32|0.6661|0.04004678|-1138.139635|7.6021
8a_a32|0.0|1|1|1|3.217128449|0.0|7.773594467000001|0|0.0|-0.010151321|5.733341277|0|-0.0281981579999999|-0.497414715|-0.003484915|-0.020716518|10.31100269|-0.128684642|3|-0.050766252|-0.1534110109999999|0.845443342|-0.184419911|1|0.814553726|-0.083474428|0.221908108|0.018321589|-52.34893512|11.48993376|116.298071|7.205629442999999|-32.82934751|0.480024324|2574.085885|-1029.23375|0.250915471|7.420041446|-645.4586397|29.86932167|-312.4144752|1373.988797|557.1050635|11.12113054|1.0|1.0|3.67|0.26|-7.65|6.49|140.04|2.0|0.0|110.69|7.0|4.0|397.52|0.0|1.0|-4.99|1.5199999999999998e-07|6.03e-05|1.02e-05|0.00406|0.0|0.0|8.86e-06|-0.06166|3562.0|4.98|3562.0|667.29|1110.23|348.07|566.07|0.70316|0.03498398|-1880.595748|7.3468
6a_a31|0.0|1|0|0|3.3855253210000003|0.0|7.703007682000001|1|0.0|-0.01694403|5.6869753560000005|0|0.08881108|-0.779425376|-0.013930701|-0.0225412779999999|10.31170939|-0.026103465|2|0.1533239019999999|0.001117583|0.784022685|-0.07385392|0|0.57216168|-0.132158278|0.259133072|0.034212524|-77.60012959|20.08876284|251.216265|11.79563339|-45.56491046|0.478330896|2713.694431|-1113.557793|0.307253701|7.516549303|-653.8540772999999|38.27271371|-226.3518866|1607.453976|479.200937|18.29245122|1.0|1.0|2.51|0.05|-6.96|4.68|131.36|1.0|0.0|104.73|4.0|5.0|390.42|0.0|1.0|-4.34|6.09e-06|0.00238|4.55e-05|0.0178|0.0|0.0|4.3200000000000007e-05|-0.05563|3.5428|4.03|3.5428|607.79|1028.95|349.96|447.66|0.70416|0.04606915|-1613.198178|5.9586
6e_a31|0.0|1|0|0|3.402951625|0.0|7.773594467000001|1|0.0|-0.016012184|5.733341277|0|0.132664341|-0.784597028|-0.011483229|-0.008757878|10.31165994|-0.0462850729999999|2|0.225356759|-0.004825446|0.78240875|-0.071378445|0|0.623340994|-0.122985602|0.177030306|0.032627586|-74.99224589|19.89514173|229.6732654|12.13134981|-45.72760428|0.4782688439999999|2776.836977|-1277.075416|0.239502096|7.513687859|-778.7151665|37.31693873|-317.6847132|1679.262243|536.6368656000001|13.86851128|1.0|1.0|2.62|0.1|-7.33|5.19|131.36|1.0|0.0|109.69|4.0|5.0|404.44|0.0|1.0|-4.66|2.34e-06|0.000947|2.18e-05|0.00883|0.0|0.0|1.89e-05|-0.05426|3.3083|4.31|3.3083|634.34|1077.48|374.76|490.75|0.70391|0.03676794|-1652.503557|6.4318
3n_a32|0.0|1|1|1|3.616639267|0.0|7.773594467000001|1|0.0|-0.00615216|5.733341277|1|-0.056907012|-0.295303659|0.000609539|-0.1006122119999999|10.3110027|-0.0711168609999999|3|-0.100681119|-0.153506065|0.816774665|-0.018016496|1|0.840041782|-0.074507943|0.287402381|0.01889769|-42.83673428|10.86481886|91.96452611|6.246493173999999|-24.62805609|0.456693072|2526.071154|-693.1839353999999|0.351066886|6.369579712999999|-398.5311469|24.27704797|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|1.0|1.0|3.29|0.32|-6.96|6.71|120.17|2.0|0.0|106.44|3.0|4.0|382.5|0.0|1.0|-4.91|1.11e-06|0.000424|1.23e-05|0.0047|0.0|0.0|4.19e-05|-0.05535|3.5459|2.57|3.5459|614.67|1036.75|349.65|464.67|0.7028399999999999|0.02901944|-1825.218291|7.6778
12b_a32|0.0|1|1|1|3.477905329|0.0|7.765993078999999|0|0.0|-0.009432679|5.733341277|0|-0.044307211|-0.462201267|-0.003484915|-0.031446256|10.31100269|-0.053480599|3|-0.079768013|-0.1534110109999999|0.838021287|-0.0533240309999999|1|0.782593|-0.081450418|0.2996018789999999|0.016282332|-50.88975159|10.17310723|135.83463989999998|6.356098747000001|-31.79562339|0.430631506|2573.006963|-792.1327267000001|0.39579391|7.076348793999999|-494.9199607|28.50066715|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|2.9|0.26|-7.65|6.49|140.04|1.0|0.0|110.47|7.0|4.0|397.52|0.0|1.0|-4.43|1.27e-06|0.000505|3.72e-05|0.0148|0.0|0.0|8.86e-06|-0.05173|3.5703|4.12|3.5703|663.89|1109.93|347.27|541.49|0.70258|0.0385132|-1880.599158|7585.0
12ag_a36|0.0|1|0|0|3.408828027|0.0|7.412764017000001|2|0.0|-0.008085448|5.351858133|2|0.063109409|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|0.135431487|-0.217394466|0.835013502|0.124298337|0|0.7468300940000001|-0.082492792|0.26896187|0.020136392|-52.02834065|12.70005599|159.6746787|8.009946323|-32.81436052|0.481286668|2773.9654530000003|-1227.884327|0.2411026289999999|7.849377942|-774.4286762999999|32.35969377|-326.5740008|1617.984688|595.8790650000001|12.1906363|1.0|0.0|0.0|0.14|-6.86|3.13|69.2|1.0|0.0|123.71|5.0|5.0|399.42|1.0|0.0|-4.16|0.000129|0.0515|6.96e-05|0.0278|0.0|0.0|5.58e-05|-0.05486|3.8893|3.41|3.7117|658.68|1112.68|334.04|507.72|0.69204|0.03415856|-1332.003616|7.7696
12ab_a36|0.0|1|0|0|3.458948649|0.0|7.412764017000001|2|0.0|-0.007034881|5.351858133|2|0.035377607|-0.408023082|0.000939229|-0.032623802|10.9540584|-0.029080933|1|0.0618552579999999|-0.169341326|0.831136366|-0.0852411419999999|0|0.8410557559999999|-0.079202413|0.452078227|0.024102201|-54.63243106|16.62527454|109.6369437|11.46782191|-37.68448987|0.484987413|2902.39241|-1245.389318|0.320974676|7.821826146|-859.0476432|33.96451406|-246.9770378|1834.083759|708.5476357999999|16.81984117|1.0|0.0|0.0|0.17|-7.05|3.14|92.99|1.0|0.0|133.27|6.0|5.0|420.47|0.0|0.0|-3.91|0.0001199999999999|0.0503|0.000122|0.0515|0.0|0.0|3.76e-05|-0.0523799999999999|3.8845|3.23|3.8845|712.73|1201.64|319.17|564.58|0.69294|0.04167456|-1364.300531|7.9586
16d_a32|0.0|1|1|1|3.311658163|0.0|7.765993078999999|0|0.0|-0.017249763|5.733341277|0|0.0115077539999999|-0.7589895790000001|-0.00839148|-0.134892903|10.31100273|-0.0517549079999999|3|0.021406827|-0.239509216|0.8575664540000001|0.107238939|1|0.7554930740000001|-0.091212351|0.41654798|0.032003415|-53.23914436|18.67986534|142.7146582|10.90312918|-31.07481011|0.4429631189999999|2588.214866|-871.9843187999999|0.384250302|6.221435089|-508.962859|34.53986301|-135.1223777|1416.134383|457.7130665|19.43393087|1.0|1.0|3.01|0.18|-6.59|5.26|149.27|1.0|0.0|102.33|6.0|5.0|385.46|0.0|1.0|-4.18|2.22e-06|0.000856|6.659999999999999e-05|0.0257|0.0|0.0|9.84e-05|-0.05068|3.6271|3.78|3.6271|621.59|1023.44|341.83|489.97|0.70217|0.02818209|-1877.241687|8.1135
28_a20|0.0|0|0|0|0.0|0.0|6.842683282|0|1.837209467|-0.006492092|4.727387819|3|0.091462964|-0.363557127|0.002234763|0.0313932529999999|10.94963925|-0.039965901|1|0.155263557|-0.028782305|0.755701837|-0.104458316|1|0.7817507370000001|-0.086299346|0.3962228229999999|0.014682607|-57.59898971|9.799649234|145.66665480000003|6.540604536|-38.44343857|0.468838001|2865.917291|-1217.120433|0.226358273|7.587188177000001|-812.3457521|30.25452396|-365.2747728|1573.2352460000002|684.5377542|11.12858789|1.0|1.0|2.86|0.08|-8.8|3.93|99.58|1.0|0.0|122.8|5.0|5.0|420.47|0.0|1.0|-4.43|3.77e-05|0.0159|3.72e-05|0.0156|0.0|0.0|6.590000000000001e-07|-0.06242|4.7905|4.64|3.5798|704.42|1198.32|346.35|531.85|0.50352|0.03534166|-1368.146882|6.5935
14a_a22|0.0|0|0|0|0.0|0.0|6.842683282|0|1.646649187|-0.0050042229999999|4.727387819|2|0.021482585|-0.280236463|0.005288335|-0.057308195|10.9464374|-0.015194063|1|0.036467904|-0.165471815|0.7392451729999999|-0.09744639|1|0.864077619|-0.062215607|0.490491034|0.021268761|-42.39063895|14.49148204|92.61079081|9.873779458|-28.88288575|0.446584227|2885.858295|-1110.320204|0.299209593|8.052850876|-756.5172972|30.46889826|-273.61731430000003|1584.38271|684.5377542|14.81445329|1.0|1.0|2.86|0.08|-9.21|3.87|85.59|1.0|0.0|124.05|6.0|5.0|420.47|0.0|1.0|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|0.0|0.0|2.56e-07|-0.06145|5.0653|4.98|3.5707|695.62|1191.81|347.23|534.87|0.45928|0.03539365|-1368.13858|7.4202
