molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
14b_a25|0|0|0.0|1|0|0|1.420015222|-0.091382738|4.727387819|-0.0166120069999999|2|0.001683506|-0.273813082|-0.012989126|10.93106299|0.0009956189999999|-0.074541111|2|0.6524261960000001|0.7723870909999999|0.8333962429999999|1|-0.076156512|-0.084160084|0.329662946|0.016003559|-52.75064158|-58.29440389|11.08504021|112.49583529999998|97.23019209|-0.032728922|-40.37825712|0.772789587|-1.767361771|69.2012501|0.490638154|3038.600508|-1224.182482|2118.281186|-15.70265555|0.227210413|8.690235527|0.963240883|6760.594953|157.3797801|-847.9433995999999|29.33534086|-377.9013888|760.3735147000001|10.90684621|1.0|1.0|1.0|3.51|27.0|-9.65|4.79|96.49|2.0|130.97|0.0|1.0|6.0|-5.6|34.0|5.0|-6.26|0.0|0.0|1.0|2.49e-06|0.0011099999999999|5.86e-06|0.00261|0.0|0.0|9.93e-08|5.4239|4069.0|-1444.505985|1257.11|228.59|603.27|-1444.266358|0.0006|-0.16309|2.7037|-0.22149|22.0|7.6576|7.6576
3o_a32|1|1|3.644417045|0|1|1|0.609420753|-0.022603806|5.733341277|-0.014299905|1|-0.064818511|-0.306416317|-0.117781901|10.3110027|-0.090297882|-0.11221537|0|0.90022001|0.8214857240000001|0.872498916|1|-0.073742105|-0.095457829|0.252703854|0.012519666|-42.51640563|-55.03672286|7.218280399|62.67187821|93.52833522|-0.031819276|-31.73171751|0.7850948190000001|-1.4318674340000002|62.56936516|0.455089918|2488.133192|-825.5508427999999|2469.87467|-10.57723917|0.214905181|6.392329273|0.835165165|5488.777096|123.9047338|-475.9757626|23.36733582|-328.7458915|541.0877621000001|7.532642302|1.0|1.0|1.0|3.47|19.0|-7.27|4.2|122.97|1.0|112.07|0.0|1.0|3.0|-5.72|26.0|4.0|-6.17|0.0|0.0|1.0|1.89e-06|0.00072|1.87e-05|0.00714|0.0|0.0|2.04e-05|3.5333|3.5333|-1805.473626|1049.14|350.9|464.85|-1805.277864|0.2851|-0.14652|3.2729|-0.20065|0.24|6.6198|6.6198
15_a10|0|0|0.0|1|1|1|1.277647202|-0.166303336|5.4161004020000005|0.035396617|2|-0.0729795729999999|-0.142251304|-0.055918786|10.92966702|-0.05940848|-0.136323668|2|0.682616223|0.808676284|0.863438637|1|-0.059234364|-0.074144604|0.710970489|0.018614889|-35.30133759|-44.18725043|11.09373722|33.67392858|50.34268476|-0.025240716|-26.33385303|0.646412648|-1.186313662|56.66229609|0.434181679|2549.580207|-706.9960069|2288.954984|-8.964715924|0.353587352|6.35937164|0.767351752|5769.347123|210.7240726|-421.3416484|23.27068984|-174.5122907|563.875765|12.47504566|1.0|1.0|1.0|3.29|21.0|-8.3|4.72|52.83|2.0|111.21|0.0|1.0|5.0|-4.48|28.0|4.0|-6.07|0.0|1.0|1.0|3.32e-05|13.0|1.56e-05|0.0061|0.0|0.0|1.96e-06|5.7922|3.7997|-1604.057542|1086.19|214.05|484.05|-1603.851644|0.1647|-0.1574|4.5192|-0.20983|33.0|7.4815|7.4815
17a_a25|0|0|0.0|1|0|0|1.373200859|0.0055894319999999|4.727387819|-0.036457743|2|-0.017081614|-0.248224991|-0.0688716509999999|10.93106298|0.006360768|-0.07654898|2|0.6741827509999999|0.748718056|0.8005589320000001|1|-0.06234901|-0.079378741|0.348821736|0.012665055|-44.46905084|-56.61512986|9.033070252|93.75234138|89.44809639|-0.0297670279999999|-40.379488|0.755980502|-1.666953566|67.57985355|0.468791604|2907.309477|-1188.917727|2432.071525|-15.142307999999998|0.244019498|8.996672966|0.882500365|6250.571217000001|174.0415044|-847.969248|28.08362601|-365.1448527|781.7487682|10.96472369|1.0|1.0|1.0|3.48|27.0|-9.98|5.31|72.7|2.0|131.06|0.0|1.0|7.0|-5.12|33.0|4.0|-6.18|0.0|0.0|1.0|7.5e-06|0.00325|7.44e-06|0.00323|0.0|0.0|4.54e-08|5.2683|3.9347|-1391.588873|1271.9|235.34|598.67|-1391.321455|0.1735|-0.16304|3.4677|-0.21559|25.0|7.6021|7.6021
15c_a22|0|0|0.0|1|0|0|1.42291727|-0.134137693|4.727387819|-0.018518519|2|-0.026986769|-0.298463715|-0.023927419|10.9464374|0.006275578|-0.160566657|2|0.667111824|0.773044788|0.8353837409999999|1|-0.067475429|-0.080088202|0.615901609|0.024561528|-48.58045253|-57.66130245|17.68362419|36.22825261|96.05497587|-0.0302219629999999|-41.51455167|0.661775114|-1.60176404|75.52188549|0.462157867|3079.491787|-1153.226049|2092.620825|-15.66586856|0.338224886|8.626398368|0.859281634|6882.442370999999|243.5126145|-830.2910335|32.87972244|-232.9472639|731.8178649|17.86058304|1.0|1.0|1.0|3.49|27.0|-9.28|4.18|109.38|1.0|128.77|0.0|1.0|6.0|-4.86|34.0|6.0|-6.96|0.0|0.0|0.0|1.39e-05|0.00618|2.4e-05|0.0107|0.0|0.0|2.35e-07|5.7361|3674.0|-1460.571156|1241.07|216.15|575.8|-1460.324493|0.0694|-0.15408|7.382000000000001|-0.22807|737.0|6.1325|6.1325
12bi_a36|0|0|3.466222049|0|2|2|1.297042566|-0.088734077|5.351858133|-0.043740597|2|0.03474497|-0.559678363|-0.067142264|10.95958518|0.041834838|-0.289604649|1|0.884226781|0.812921349|0.858971809|0|-0.082914301|-0.107613368|0.382000949|0.034602166|-57.89562053|-75.1419557|24.16125901|129.685076|150.12481100000002|-0.027831043|-52.46851415|0.4996603229999999|-1.614200516|101.3899049|0.461975362|3044.149713|-1127.129336|2660.0547690000003|-13.56944331|0.500339677|8.454426643|0.85865094|6572.410403|349.3664649|-787.0277122|38.89295091|0.474365004|766.4854363|26.24794923|0.0|1.0|1.0|4.97|17.0|-6.79|1.9|87.66|1.0|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|-7.13|0.0|0.0|0.0|7.75e-05|0.0342|7.13e-05|0.0315|0.0|0.0|7.11e-05|3.8855|3.6851|-1461.966152|1256.37|319.1|603.92|-1461.69263|0.0252|-0.15078|7.0514|-0.2018|14.0|7.8539|7.8539
14o_a23|1|1|0.0|2|0|0|1.197958066|0.18835477|5.351858133|-0.301504331|2|0.135737344|-0.807407518|-0.029012777|10.3132174|-0.049105045|-0.2952674819999999|2|0.598213287|0.802854174|0.861597051|1|-0.072435569|-0.094138958|0.328340215|0.018054548|-51.49843925|-66.92857564|12.835973699999998|110.3941788|68.19627862|-0.042454824|-47.58321438|0.800301554|-2.165196042|80.64694246|0.48945652|3399.6213840000005|-1539.35724|2297.392496|-21.45909668|0.199698446|9.016411722|0.958697036|7967.617129|141.97663490000002|-1094.413931|37.71512766|-427.001863|676.4530574|13.71836682|0.0|0.0|1.0|3.55|26.0|-7.95|6.18|114.25|2.0|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|-5.94|1.0|0.0|0.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|0.0|0.0|5.57e-06|3.6989|3.6989|-2042.161288|1236.72|335.19|582.89|-2041.934645|385.0|-0.1517|5.9294|-0.23229|3.0|8.4815|8.4815
19f_a38|0|0|3.3320764830000003|0|2|2|1.297044434|-0.036714749|5.351858133|-0.084341564|2|-0.008118156|-0.4228801179999999|0.035480177|10.96083376|-0.054832432|-0.217394466|1|0.724208473|0.819222745|0.8741648479999999|0|-0.085318318|-0.111307609|0.488059925|0.02107583|-54.50401599|-71.10679028|13.4639011|125.7493111|159.14822980000002|-0.037844587|-45.42524686|0.734437553|-1.892229356|84.35196967|0.453960261|2776.145209|-1208.815435|2846.860803|-15.44458393|0.265562447|6.164440995|0.8313685409999999|6115.273372|169.6496169|-772.2291966|32.91812709|-299.5321167|595.8790650000001|13.24517938|1.0|1.0|1.0|4.82|17.0|-6.86|2.55|81.23|1.0|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|-6.77|0.0|0.0|1.0|7.209999999999999e-05|29.0|6.77e-05|0.0272|0.0|0.0|5.610000000000001e-05|5.3197|3.4422|-1332.160846|1105.62|233.07|495.68|-1331.945195|0.0019|-0.14369|5.3152|-0.20104|73.0|7.1397|7.1397
13b_a30|0|0|0.0|0|2|2|0.604984129|0.112353041|5.351858133|-0.118776867|2|-0.035340334|-0.627919307|0.042845487|10.31162842|-0.0463169629999999|0.006103754|1|0.841060094|0.836520136|0.892104517|0|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|-74.24619275|-76.67161447|12.52854078|385.2420923|206.54056530000005|-0.042850934|-51.76819834|0.800290866|-2.271099499|88.26741491|0.454574838|3002.926824|-1533.432289|2319.48655|-19.53516918|0.1997091339999999|8.804739699999999|0.8334321|6627.406474|134.8423681|-1035.363967|36.15271139|-405.5090587|713.7769663|11.59580043|0.0|1.0|0.0|4.76|17.0|-6.19|1.72|124.74|1.0|135.37|0.0|1.0|6.0|-5.01|32.0|5.0|-7.05|0.0|0.0|0.0|9.68e-06|0.00427|5e-05|0.0221|0.0|0.0|0.000288|5.0501|3.5056|-1744.446479|1210.94|245.51|544.04|-1744.2179010000002|0.1415|-0.14879|3.8495|-0.20313|26.0|7.5901|7.5901
12d_a31|0|0|3.441384322|0|1|1|0.61013528|0.039097757|5.733341277|-0.043220149|0|-0.042401695|-0.697102094|-0.085780934|10.31169788|-0.032270224|-0.214049412|0|0.8066174070000001|0.8343242820000001|0.873955169|0|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|208.9297871|-0.032542687|-57.85220856|0.6383648510000001|-1.724762406|99.79879739|0.389382761|2653.867767|-1223.404968|2434.226776|-16.37326657|0.361635149|9.445278138|0.63768714|5753.290126|256.5143096|-867.7831284|36.15974873|-196.2893506|647.1500428999999|18.23846616|1.0|1.0|1.0|3.76|16.0|-7.63|4.09|117.37|2.0|112.97|0.0|1.0|9.0|-5.61|29.0|5.0|-6.36|0.0|0.0|1.0|2.48e-06|0.0010199999999999|4.06e-05|0.0167|0.0|0.0|9.69e-06|3.8477|3.8477|-1657.428467|1201.63|322.23|626.33|-1657.1792779999998|0.2566|-0.15968|2.4186|-0.19096|0.51|6.2924|6.2924
8a_a8|0|0|3.150966553|1|1|1|1.400027874|-0.021925912|5.4161004020000005|-0.1950388569999999|1|0.027531877|-0.732911106|0.010118884|10.94671414|-0.0298924089999999|0.089375589|1|0.76592324|0.762577159|0.8220300859999999|0|-0.131795179|-0.118763303|0.22299265|0.034374791|-78.93428863|-71.12928513|20.58762475|170.9592896|269.0155755|-0.049054408|-42.60049244|0.76420633|-2.256502762|86.57328508|0.481294455|2802.374154|-1351.456417|1746.6927010000002|-17.59585557|0.23579367|7.533378788999999|0.927876056|6193.891189|141.2206861|-809.4093564|38.44444383|-316.4749864|529.053307|15.44399996|0.0|1.0|0.0|3.37|23.0|-6.76|2.72|112.23|1.0|109.21|0.0|1.0|4.0|-4.4|30.0|5.0|-7.04|0.0|0.0|0.0|3.99e-05|16.0|7.28e-05|0.0292|0.0|0.0|6.96e-05|4.6017|3.1039|-1367.744724|1061.5|269.43|476.69|-1367.539526|0.1729|-0.13015|5.4201|-0.19937|11.34|4.9454|4.9454
5b_a49|0|0|0.0|1|2|2|1.343848745|0.1108916119999999|5.777652323|0.006327273|2|-0.072128552|-0.418576471|-0.0695402359999999|10.9297646|0.059834711|-0.230763367|2|0.6981815290000001|0.7843021|0.839963111|1|-0.0698098759999999|-0.076494119|0.615864196|0.020319986|-41.03213895|-44.96093486|11.94347454|170.0796998|119.3565117|-0.026008|-26.42668087|0.608694741|-1.300400018|59.85065205|0.475192312|2764.188493|-764.3358925|1956.050085|-8.985071494|0.3913052589999999|6.270195553|0.905459892|6225.302624|229.9974239|-449.2535747|25.1139312|-127.7749783|612.7019937000001|14.88971719|1.0|1.0|1.0|3.34|21.0|-7.24|2.87|75.94|1.0|122.26|0.0|1.0|3.0|-3.3|30.0|4.0|-7.24|0.0|1.0|1.0|0.000496|0.1969999999999999|0.000118|0.0468|0.0|0.0|2.3e-05|5.1653|3.9209|-1292.100239|1093.32|240.03|451.32|-1291.873941|0.0747|-0.1624799999999999|4.3767|-0.20701|28.0|7.5528|7.5528
14ab_a23|1|1|0.0|2|0|0|1.197962873|0.065530542|5.351858133|-0.028841865|2|0.021287386|-0.287365522|0.010803172|10.313217300000002|-0.03821899|-0.13397874|2|0.725358161|0.75434493|0.8072028240000001|1|-0.051974369|-0.076243539|0.20155691|0.017974612|-35.59605095|-52.21744789|12.31039874|40.23721489|51.89838547|-0.031648261|-35.76253038|0.797837067|-1.677357849|61.60741239|0.4695727329999999|2941.47118|-1148.783854|2332.352369|-14.84482393|0.202162933|7.83369055|0.885272615|6654.62616|138.4567483|-786.7756682999999|27.16741043|-407.9635285|733.3886349999999|9.389964491|0.0|1.0|1.0|3.63|26.0|-8.16|4.63|105.02|2.0|130.22|0.0|1.0|5.0|-6.23|32.0|4.0|-5.92|0.0|0.0|0.0|5.9e-07|0.000259|2.81e-06|0.00123|0.0|0.0|3.07e-06|3.6587|3.6587|-1708.543268|1238.27|338.88|595.23|-1708.277193|0.3893|-0.14778|5.9624|-0.21924|4.0|8.4012|8.4012
3d_a32|1|1|3.503398526|0|0|0|0.609420786|0.0181036519999999|5.733341277|-0.034290847|0|-0.0620110029999999|-0.269655316|-0.113314811|10.31100276|-0.0602430179999999|-0.1395294259999999|0|0.8315372|0.8444218509999999|0.90169022|1|-0.06869526|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|-50.45435743|7.807299836|62.43434632|58.01666174|-0.02867299|-27.31750365|0.720540286|-1.118246623|59.15151032|0.427813496|2213.978384|-605.4522892000001|1855.167124|-8.405385739|0.2794597139999999|6.15119195|0.747681906|4752.534658|151.30787800000002|-327.8100438|21.54552351|-238.8142619|421.3548777|8.697152881000001|1.0|1.0|1.0|3.34|19.0|-7.29|5.07|110.94|1.0|97.86|0.0|1.0|4.0|-6.55|23.0|3.0|-5.18|0.0|0.0|1.0|2.81e-07|9.58e-05|7.36e-06|0.00251|0.0|0.0|1.75e-05|3.5105|3.5105|-1672.733979|959.11|353.18|465.41|-1672.585902|0.5031|-0.14189|3.2094|-0.19671|8.0|8.0915|8.0915
9r_a24|0|0|2.950959457|0|0|0|1.353642494|-0.134192489|4.59511985|0.013567512|3|-0.17821765|-0.264490176|0.064425793|10.96129392|-0.043274854|-0.2920573039999999|3|0.786430472|0.7958149290000001|0.841805128|0|-0.0618978309999999|-0.082022572|0.32720212|0.015557618|-41.49802275|-54.99020696|10.4302588|71.31566881|106.1180928|-0.025821921|-36.86695997|0.6152148279999999|-1.394383716|70.79264457|0.473403843|2644.462265|-934.8335183|958.7578093|-11.60626518|0.384785172|9.672636984|0.898988412|5501.824326|257.9706516|-626.7383196000001|28.13932796|-154.486433|670.2247423|15.80243761|1.0|1.0|1.0|3.53|23.0|-8.66|3.93|79.82|2.0|116.9|0.0|1.0|8.0|-4.02|30.0|6.0|-6.83|0.0|0.0|0.0|9.58e-05|0.0383|8.77e-05|0.0351|0.0|0.0|8.84e-07|4.4722|4.2877|-1294.451958|1199.71|277.23|616.11|-1294.201456|0.0029|-0.1676099999999999|1.9698|-0.21074|11.0|7.9586|7.9586
13d_a6|0|0|3.447870607|0|1|1|1.424214188|-0.045686501|5.351858133|-0.0122495089999999|1|0.077158715|-0.607917822|-0.042531782|10.95129636|-0.10528143|-0.174259072|1|0.845481322|0.786837131|0.841971795|0|-0.092581323|-0.110731261|0.19992155|0.030793771|-63.04181168|-75.40072983|20.96853949|156.67194009999997|143.9350986|-0.039696112|-51.34295409|0.769432845|-2.103893962|88.02705449|0.4128711229999999|2882.382522|-1432.613867|3075.022992|-18.40596467|0.230567155|9.086171078|0.703203572|6185.117192000001|157.0011174|-975.5161277|35.13035671|-366.9322097|692.8471883999999|12.62632467|1.0|1.0|1.0|3.64|23.0|-9.4|4.57|95.85|2.0|121.6|0.0|1.0|6.0|-5.95|32.0|5.0|-5.88|0.0|0.0|1.0|1.11e-06|0.000471|5.42e-06|0.00229|0.0|0.0|1.68e-07|4.85|3.6298|-1389.374844|1219.11|255.64|598.06|-1389.125098|0.2513|-0.14894|11.0994|-0.20146|0.36|6.4437|6.4437
12n_a36|0|0|3.400581499|0|2|2|0.299253841|0.039596635|5.351858133|-0.350034917|2|0.027627601|-0.619926573|-0.035989956|10.31810354|-0.000273044|-0.261631709|1|0.8183043390000001|0.81793955|0.869718963|0|-0.089275906|-0.115872034|0.239018516|0.0211044289999999|-60.42525197|-78.42650015|14.28426215|67.52548352|189.4391835|-0.039955874|-53.08197085|0.741751453|-2.317440678|92.79755725|0.454498749|3482.18259|-1568.530003|3465.537153|-18.30412788|0.258248547|6.863551112000001|0.833176363|7657.057548000001|174.79221719999998|-1061.639417|36.45914091|-327.25274110000004|805.2286932|14.3710571|0.0|1.0|0.0|5.03|17.0|-6.87|2.15|123.75|1.0|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|-8.03|0.0|0.0|0.0|0.0001409999999999|0.0668|0.0001889999999999|0.0897|0.0|0.0|6.45e-05|5.3573|3.6382|-1876.168847|1256.83|231.43|566.87|-1875.89723|0.0155|-0.14928|10.8395|-0.19984|15.0|7.8239|7.8239
14r_a23|1|1|0.0|2|0|0|1.197963203|-0.009140243|5.351858133|-0.06921746|2|0.014148395|-0.322513347|-0.079935667|10.31321824|-0.064006338|-0.17267308|2|0.616699629|0.7837821840000001|0.846632079|1|-0.062618931|-0.085881409|0.375360556|0.019185345|-40.32463891|-55.30494931|12.35476415|47.26552456|86.14846171|-0.03654528|-35.61466281|0.7882228370000001|-1.717628177|66.31173073|0.4661909429999999|2945.137191|-1106.098986|2306.754114|-15.15517566|0.211777163|7.555307147000001|0.873329024|6744.848704999999|136.37788909999998|-712.2932561000001|29.85706563|-371.2130393|599.5697147999999|11.00678143|0.0|1.0|0.0|3.47|26.0|-7.67|4.58|105.02|2.0|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|-6.31|0.0|0.0|0.0|2.66e-06|0.00114|7.73e-06|0.00332|0.0|0.0|9.18e-06|5.9406|3.1797|-1729.1326809999998|1145.51|208.71|513.71|-1728.924789|0.0008|-0.15536|6.2620000000000005|-0.22378|5.0|8.2684|8.2684
43_a18|0|0|0.0|0|2|2|1.251175234|0.032999679|4.844187086|-0.01369899|1|-0.05314954|-0.397752066|0.031746165|10.94702053|-0.032429984|-0.2093696189999999|0|0.718255592|0.713379703|0.7458234990000001|0|-0.070166168|-0.0822489459999999|0.3439906129999999|0.006890688|-54.49271386|-63.87648583|5.35147222|0.66443384|114.6724699|-0.0311212229999999|-49.60799696|0.8743733490000001|-2.302970476|69.46280937|0.481954273|3172.923606|-1788.541603|1579.614523|-18.77059344|0.125626651|10.01438533|0.930331529|7428.282915000001|97.56464265|-1389.023915|27.64206062|-581.4944803999999|1228.492038|5.5863235410000005|1.0|1.0|1.0|4.54|18.0|-9.6|4.08|76.5|3.0|160.76|0.0|1.0|9.0|-6.45|38.0|3.0|-5.78|0.0|0.0|0.0|3.55e-07|0.00018|1.09e-06|0.000554|0.0|1.0|1.28e-07|3.2233|3.2233|-1611.598032|1493.25|384.65|702.4|-1611.126246|0.5429|-0.13196|3.0482|-0.18145|625.0|6.2041|6.2041
13m_a6|0|0|3.415695704|0|0|0|1.429020166|0.031719435|4.727387819|-0.135152403|2|0.021526267|-0.628720289|0.054340057|10.9505335|-0.018628955|-0.118693789|2|0.870730542|0.7767360059999999|0.832753533|1|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|-68.97140339|-75.05944278|12.95736535|91.22689385|198.3000783|-0.0378750189999999|-52.33806464|0.7362989999999999|-2.045251|89.65257305|0.48094941|2951.567781|-1426.129413|2574.030011|-18.41524497|0.263701|8.435961541000001|0.926594475|6412.592679|183.8755989|-994.4232282|35.8683143|-329.5370141|724.3873672999999|14.59313027|1.0|1.0|1.0|3.59|27.0|-9.67|3.76|122.47|1.0|127.2|0.0|1.0|6.0|-4.64|33.0|5.0|-7.23|0.0|0.0|1.0|2.27e-05|0.00987|5.24e-05|0.0228|0.0|0.0|9.35e-08|3.9127|3.3359|-1423.712909|1231.54|316.88|546.69|-1423.448957|0.1924|-0.13817|4.2913|-0.20954|0.01|8.0|8.0
14d_a23|1|1|0.0|2|0|0|1.197963465|0.058368697|5.351858133|-0.026530366|2|0.03253552|-0.288522152|-0.019307114|10.313217800000002|-0.054430189|-0.136106024|2|0.725800261|0.772008792|0.829764975|1|-0.053736319|-0.078282292|0.213597535|0.018596017|-35.40917327|-51.58357156|12.25371621|39.26987634|51.59888942|-0.032878563|-33.99063559|0.790346608|-1.6439281280000002|61.49227899|0.454495683|2878.955374|-1083.255003|2261.37838|-14.27606695|0.209653392|7.832720777|0.833166062|6459.554383|138.1496441|-713.8033475|27.41215037|-382.6437544|666.0036144999999|9.908707432|0.0|1.0|1.0|3.52|26.0|-7.78|4.33|105.02|2.0|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|0.0|0.0|0.0|1.43e-06|0.000608|5.61e-06|0.0023899999999999|0.0|0.0|7.03e-06|3688.0|8.1555|-1669.224874|1186.17|336.18|554.84|-1668.983743|336.18|-0.14894|5.6156|-0.22152|4.0|8.4001|8.4001
12a_a40|0|0|0.0|1|0|0|0.604990853|0.021610099|5.4161004020000005|-0.012791297|0|0.17758258|-0.14667395|0.100414476|10.31197265|-0.226763788|0.031326603|0|0.58630452|0.718281767|0.7867243829999999|1|-0.064340227|-0.074840643|0.000279043|0.011766311|-32.81611621|-38.17175304|6.001293955|107.5277007|30.15370934|-0.033799|-19.46913691|0.85136964|-1.047769006|43.65970865|0.476055146|2185.594734|-534.4045424999999|600.1247016|-8.792513441|0.14863036|7.563170499|0.908597808|4873.458436|75.8074911|-272.5679167|20.24838026|-358.4254366|323.26151960000004|5.487955617999999|0.0|0.0|0.0|3.2|20.0|-7.21|5.43|58.43|1.0|91.76|0.0|1.0|2.0|-6.41|22.0|2.0|-4.56|0.0|1.0|1.0|3.86e-07|0.000134|1.13e-06|0.00039|0.0|1.0|2.13e-05|3.0966|3.0966|-2097.8163050000003|875.15|400.39|429.21|-2097.7296100000003|0.3701|-0.12895|2491.0|-0.2091|1778.0|5.7501|5.7501
8k_a46|0|0|0.0|1|1|1|0.300205953|0.1436554669999999|5.533389489|-0.380857136|2|-0.061030265|-0.397337564|-0.114070359|10.31928125|-0.038125|-0.050069565|2|0.73768327|0.786206898|0.8341090329999999|0|-0.08638304|-0.0863473759999999|0.400181795|0.009441365|-61.98124174|-61.95565276|6.774333772|104.0919365|187.86239430000003|-0.033099828|-44.45419269|0.8265691140000001|-1.985989657|70.036452|0.4938768979999999|3351.548891|-1424.980013|2328.360804|-17.04077386|0.173430886|8.070811215|0.975803904|7352.280688|124.4394929|-1022.446432|28.73282642|-468.6373459|865.6610153999999|8.080799245|0.0|1.0|1.0|3.94|23.0|-8.66|5.37|124.17|1.0|132.47|0.0|1.0|5.0|-5.74|34.0|6.0|-6.75|0.0|0.0|0.0|1.82e-06|0.000866|7.47e-06|0.00355|0.0|0.0|1.03e-06|5.0379|4.1034|-1845.257085|1302.56|246.1|642.39|-1844.970617|0.1166|-0.16967|3.4118|-0.20954|147.0|6.8327|6.8327
7e_a8|0|0|3.038052327|1|0|0|1.394799915|-0.150447714|4.844187086|-0.052939815|0|-0.03633378|-0.289324602|-0.11032771|10.94332434|-0.0446343779999999|0.07125309|0|0.5897105770000001|0.732001738|0.790500031|0|-0.08608941|-0.0886889709999999|0.286669793|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|86.03149870000001|102.177831|-0.037446454|-31.72369068|0.776001552|-1.6850904519999998|64.23177694|0.4742828629999999|2605.914474|-1007.813711|2032.501296|-13.39444718|0.223998448|7.70387217|0.902163597|5808.479788000001|133.9683023|-602.7501229|28.86058693|-330.14031780000005|519.5762494|11.18895001|0.0|0.0|0.0|3.2|23.0|-8.29|4.94|70.81|2.0|108.43|0.0|1.0|4.0|-5.75|29.0|4.0|-5.43|0.0|0.0|1.0|1.78e-06|0.000686|3.87e-06|0.00149|0.0|0.0|1.95e-06|3.8142|3.2363|-1300.467069|1060.05|325.06|544.55|-1300.271093|0.1522|-0.13577|9.0006|-0.2054699999999999|35.1|4.4547|4.4547
4f_a46|0|0|0.0|1|1|1|1.134637108|-0.2265364489999999|5.587248657999999|-0.001868546|2|-0.099507167|-0.053860324|-0.056114865|10.96352592|-0.115631645|-0.123416853|2|0.6901151990000001|0.74106323|0.7796270059999999|0|-0.055836642|-0.0674830959999999|0.296072934|0.008734825|-30.29079362|-36.60887321|4.738551282|7.730129301|35.27635517|-0.022035297|-19.85993046|0.759842275|-1.079729539|42.21890747|0.424708366|2103.214727|-585.7419712999999|1563.375755|-6.484875252999999|0.240157725|5.654067072999999|0.7382488140000001|4661.569032|130.2830519|-317.7588874|15.73210412|-281.9234274|538.4165208|5.6100342670000005|1.0|1.0|1.0|3.88|17.0|-7.21|4.71|43.6|1.0|101.54|0.0|1.0|3.0|-4.38|25.0|3.0|-5.65|0.0|1.0|1.0|4.18e-05|0.0139|2.62e-05|0.00872|0.0|0.0|2.04e-05|4548.0|4548.0|-1033.528421|1020.33|272.61|493.53|-1033.315821|0.1719|-0.19079|3.2783|-0.2202599999999999|183.0|6.7375|6.7375
