molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
12al_a36|0|0|3.469383582|0|2|2|1.297043737|-0.06777947|5.351858133|-0.04314418|2|0.1030147719999999|-0.4908576189999999|-0.074215038|10.96020817|-0.031635802|-0.239932418|1|0.8913597320000001|0.8344566859999999|0.885733922|0|-0.077842923|-0.105915949|0.2689491989999999|0.026927826|-51.22331485|-69.69632923|17.71943397|114.2305891|130.8308989|-0.035305316|-45.86257662|0.671084645|-1.906487074|86.77628559|0.456856406|2843.740855|-1254.533926|2244.88081|-15.28752554|0.328915355|8.774664332|0.841133748|6049.668466|216.4375922|-825.5263792000001|34.61874732|-225.1591357|679.7230552999999|17.07995636|0.0|1.0|0.0|4.81|17.0|-6.69|1.89|78.43|1.0|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|-6.93|0.0|0.0|0.0|0.000113|0.0464|8.499999999999999e-05|35.0|1.0|0.0|8.340000000000001e-05|3878.0|3.5511|-1347.445127|1181.84|319.71|554.23|-1347.196501|0.0095|-0.14558|6.4473|-0.1955599999999999|48.0|7.3188|7.3188
36_a18|0|0|0.0|0|2|2|1.25117638|0.050448408|4.844187086|-0.020339784|1|-0.05224259|-0.442092758|-0.0077246719999999|10.94702093|0.003321395|-0.12139648|0|0.7343989059999999|0.741135729|0.780206307|0|-0.07777765|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|-56.82615305|6.722004572|110.8288932|139.3536816|-0.031922305|-40.46339026|0.812056067|-2.074949798|65.59412783|0.4751830729999999|2979.013751|-1477.479979|1547.485543|-16.1853561|0.187943933|9.560644525|0.905426346|6799.65027|133.8265619|-1052.048147|27.99124609|-444.4026478999999|975.4099618|8.767974776|1.0|1.0|1.0|4.19|18.0|-9.16|2.96|85.29|2.0|146.24|0.0|1.0|7.0|-5.68|35.0|3.0|-6.18|0.0|0.0|1.0|2.09e-06|0.000975|5.19e-06|0.00242|0.0|0.0|3.210000000000001e-07|3.1908|3.1908|-1493.661092|1350.57|388.57|636.33|-1493.266344|0.4674|-0.13133|1.9944|-0.18124|32.0|7.4949|7.4949
12i _a30|0|0|0.0|0|2|2|0.604984133|0.04580336|5.351858133|-0.030422458|2|-0.0982344169999999|-0.366470081|0.0109710489999999|10.31162888|-0.072247675|-0.090173435|1|0.8264832879999999|0.831176513|0.888213143|0|-0.076575246|-0.096489393|0.356921662|0.015808432|-50.00086637|-63.00408424|10.32233418|84.78576301|102.235113|-0.037414255|-41.13938837|0.806299097|-1.833298476|72.59006433|0.479900127|2860.704198|-1197.077601|2280.31966|-15.95200773|0.193700903|8.097008872|0.92270764|6362.153853|126.4796844|-781.648379|30.29912252|-400.0044646|652.8825454|9.585980094|0.0|1.0|0.0|4.62|17.0|-7.22|3.27|81.65|2.0|132.29|0.0|1.0|5.0|-5.93|30.0|4.0|-5.75|0.0|0.0|1.0|1.19e-06|0.0005139999999999|3.61e-06|0.00156|0.0|0.0|2.61e-05|5.0358|3.5242|-2035.339603|1167.27|246.2|542.74|-2035.141693|0.1577|-0.14945|2.5397|-0.2041|16.0|7.8013|7.8013
7b_a10|0|0|0.0|0|2|2|1.186434511|-0.170920618|5.4161004020000005|0.037541178|2|-0.060829392|-0.07459988|-0.01808249|10.93274506|0.039221939|-0.082499103|2|0.624866343|0.764865564|0.8200487120000001|1|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|0.009734392|-30.71062112|-37.45675757|5.061217187|13.37827368|39.29815915|-0.027444463|-19.47494818|0.781045839|-1.152667458|43.9185573|0.446575367|2290.380138|-599.3081212000001|2150.375871|-7.419027879|0.218954161|4.854451707|0.8069307729999999|5212.568172|113.8411654|-311.5991709|18.26940272|-292.2491701|459.0250226|6.46179973|0.0|1.0|0.0|3.9|16.0|-6.99|3.03|41.38|1.0|105.44|0.0|1.0|2.0|-5.28|25.0|3.0|-5.09|0.0|1.0|1.0|5.29e-06|0.00183|5.25e-06|0.00182|0.0|0.0|3.54e-05|6.0231|3.6426|-1450.06366|951.55|205.85|400.65|-1450.075119|0.0899|-0.1584799999999999|4.2068|-0.21225|19.8|4.7033|4.7033
AKLKII_a46|0|0|2.917217813|0|0|0|1.4316666480000002|-0.206312209|4.59511985|-0.030657|3|-0.008897473|-0.129865138|0.156485495|10.96959256|0.036226415|-0.066245471|3|0.718266758|0.758995484|0.8264237520000001|1|-0.071827497|-0.089369278|0.271156366|0.010384859|-34.061229|-42.37969553|4.924591245|160.85204040000002|76.99187522|-0.033194303|-20.09682339|0.7721395329999999|-1.161800612|49.76981906|0.47999819|2000.353437|-550.9360419|792.7439217|-7.464534402999999|0.2278604669999999|5.83938898|0.92307023|4110.764451|108.05343229999998|-261.2587041|20.38625028|-258.10190780000005|314.0966684|7.390123534|1.0|1.0|1.0|2.81|21.0|-7.21|3.39|67.35|0.0|85.32|0.0|1.0|2.0|-3.24|22.0|4.0|-6.5|0.0|1.0|1.0|0.000578|166.0|0.000266|0.0764|0.0|0.0|1.7800000000000002e-05||||||||||||181.0|6.7423|6.7423
15_a4|0|0|0.0|1|1|1|1.399867493|-0.159419214|5.4161004020000005|-0.061469545|1|0.0432718859999999|-0.077474847|-0.1979518539999999|10.94611612|0.022446689|-0.038707204|1|0.5118792910000001|0.772721853|0.8347553529999999|0|-0.062151785|-0.073738544|0.2517542889999999|0.010893057|-29.80513879|-35.36161572|5.223809291|12.70877085|63.43714456|-0.030724393|-16.95780525|0.8438913020000001|-1.106078158|40.03406565|0.437696617|1973.978183|-530.4242358|1495.715718|-7.065752187|0.156108698|5.459799482|0.7783994009999999|4134.603400999999|74.8625551|-254.3670787|17.45960235|-329.8289177|324.5687005|4.672449937|0.0|1.0|0.0|3.28|17.0|-6.09|4.4|30.71|0.0|85.06|0.0|1.0|2.0|-3.82|22.0|3.0|-5.6|0.0|1.0|1.0|0.000152|0.0443|5.19e-05|0.0151|0.0|0.0|0.000235|4.5048|4.2148|-958.251931|848.47|275.22|396.58|-958.147682|0.0969999999999999|-0.17373|2.1603|-0.2091199999999999|175.0|6757.0|6757.0
5d_a40|0|0|0.0|1|0|1|0.6049133329999999|-0.071479892|6.167516491000001|0.0418378229999999|0|-0.1031436519999999|-0.1868684619999999|0.2078052269999999|10.31198333|0.029272031|-0.009744685|0|0.496945486|0.8092726020000001|0.877722972|1|-0.086193996|-0.094277694|0.049855551|0.022027556|-39.55506228|-43.26473143|10.10860823|181.4728912|112.88660690000002|-0.0377110779999999|-19.85450535|0.8111805740000001|-1.131332331|49.97858532|0.479931934|1974.583878|-519.1767771000001|511.3769101|-7.94180214|0.188819426|6.288958592999999|0.922825231|4051.712713|86.65063178|-238.2540642|21.3342049|-285.606135|243.4287716|6.713853887999999|0.0|0.0|0.0|3.02|14.0|-4.32|3.64|75.5|0.0|74.11|0.0|2.0|3.0|-4.23|20.0|4.0|-5.94|0.0|1.0|1.0|5.9e-05|17.0|0.000152|0.0436|0.0|0.0|0.0137|3.7374|3.7374|-1276.817151|765.69|331.74|365.74|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|19.0|7.7212|7.7212
12av_a36|0|0|3.4520047430000003|0|2|2|1.297042752|0.049150854|5.351858133|-0.081537769|2|0.06882889|-0.605432791|-0.021036176|10.96037173|-0.039627578|-0.213993335|1|0.859938421|0.8076780109999999|0.8571025990000001|0|-0.082283524|-0.105593135|0.277834652|0.021666882|-57.31621925|-73.55299094|15.09249582|99.2415672|172.4374372|-0.035197712|-51.2347934|0.671916917|-2.006269572|91.5101903|0.491188387|3011.024457|-1397.506828|2354.591519|-17.07826447|0.328083083|8.975655204|0.965363947|6460.1184140000005|228.5327731|-973.4610746|36.48912989|-239.5042702|757.7532208|17.95719936|0.0|1.0|0.0|4.96|17.0|-6.93|1.65|98.3|1.0|138.06|0.0|1.0|7.0|-3.54|33.0|5.0|-7.66|0.0|0.0|0.0|0.000292|128.0|0.000227|0.0997|0.0|0.0|5.18e-05|4.8408|3.4402|-1440.945099|1247.28|256.12|588.31|-1440.67411|0.0027|-0.14122|4.7666|-0.19429|39.0|7.4089|7.4089
12ae_a36|0|0|3.412870974|0|2|2|0.299253957|0.069118289|5.351858133|-0.351827031|2|0.087069205|-0.611759277|-0.083959343|10.31810353|0.006615826|-0.261631709|1|0.8183043390000001|0.831101086|0.8837136859999999|0|-0.085851235|-0.105648609|0.439268891|0.023873046|-63.96145017|-78.71102033|17.78605328|96.60079598|211.4077529|-0.036430555|-58.64180087|0.6849975640000001|-2.11297219|97.76153993|0.465246185|3486.122819|-1574.220407|2634.745208|-20.22131065|0.315002436|8.676756505|0.870019385|7331.209763|234.6851816|-1172.836017|39.62310606|-275.6561988|805.2286932|19.05051961|0.0|1.0|0.0|5.03|17.0|-6.87|2.15|123.75|1.0|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|-8.03|0.0|0.0|0.0|0.0001409999999999|0.0668|0.0001889999999999|0.0897|0.0|0.0|6.45e-05|5235.0|3.8664|-1876.152311|1281.69|236.84|615.71|-1875.897072|0.3366|-0.1566|6.7458|-0.21149|15.0|7.8239|7.8239
19e_a38|0|0|3.376977671|0|2|2|1.297043576|-0.082311936|5.351858133|-0.10490608|2|0.021678225|-0.4379521229999999|-0.104569193|10.94917392|-0.038386106|-0.191751024|1|0.723755855|0.839953955|0.89459881|0|-0.083623427|-0.10214405|0.552393659|0.02118651|-56.34606212|-68.82539051|14.27562164|118.734325|150.553721|-0.03783113|-46.37503972|0.749190974|-2.042881001|82.37885703|0.4655978389999999|2920.436229|-1376.50781|3426.997928|-17.17594064|0.250809026|6.596408983|0.871249918|6531.762734|168.99691289999998|-927.5007945|34.02454948|-335.8133169|696.3887025|13.55346651|0.0|1.0|1.0|4.96|17.0|-7.28|3.09|81.23|2.0|135.78|0.0|1.0|6.0|-4.94|32.0|4.0|-6.39|0.0|0.0|1.0|1.15e-05|0.0049|1.89e-05|0.00807|0.0|0.0|2.25e-05|5.2322|3.8587|-1409.547647|1183.12|236.96|532.67|-1409.315831|0.3738|-0.15584|5.8426|-0.20723|0.01|8.0083|8.0083
1_a1 (SKF-104365)|0|0|0.0|1|1|1|0.626769342|0.011230812|5.4161004020000005|-0.01959813|1|-0.091086986|-0.218014497|-0.10236005|10.33812228|0.11172918|-0.300426726|1|0.57031697|0.7926983559999999|0.857919181|0|-0.067997692|-0.081192283|0.2405471019999999|0.0133681239999999|-31.45099608|-37.55389489|6.18316314|6.658828587|86.42113499|-0.029524467|-17.369816|0.709744919|-0.9743074|46.32985169|0.416807085|1997.193006|-450.6467387|1551.362941|-6.316296726|0.290255081|5.2735884010000005|0.71469847|4225.4765640000005|134.2517831|-208.4377919|19.24066156|-194.0267797|297.2783688|8.775956802|1.0|1.0|1.0|2.97|17.0|-6.0|4.28|56.01|0.0|81.72|0.0|1.0|2.0|-3.8|21.0|3.0|-6.01|0.0|1.0|1.0|0.000159|0.0472|9.65e-05|0.0287|0.0|0.0|0.000295|3.8901|3.8901|-1279.060907|809.96|318.72|358.09|-1278.971649|0.2178|-0.16142|4.5773|-0.19624|1.6|5.7959|5.7959
14z_a23|1|1|0.0|2|0|0|1.197960872|0.08752343|5.351858133|-0.024897956|2|0.038811869|-0.30053593|-0.0438568409999999|10.31321795|-0.0229244|-0.125978901|2|0.719722236|0.802520527|0.8668730109999999|1|-0.0582387179999999|-0.079754981|0.228957475|0.018337664|-40.56245532|-55.54823244|12.77192721|40.18308023|52.02674091|-0.03393829|-38.68856944|0.785604449|-1.595099623|66.77741935|0.474697407|3094.698027|-1110.964649|2692.627452|-16.46322104|0.214395551|7.834464959|0.903664694|7285.13008|149.3235124|-773.7713888999999|30.08835522|-397.8390333|665.6233736|11.22918692|0.0|0.0|1.0|3.42|26.0|-8.57|5.32|105.02|2.0|130.3|0.0|1.0|5.0|-6.77|32.0|4.0|-5.8|0.0|0.0|0.0|1.7e-07|8.18e-05|7.37e-07|0.000354|0.0|0.0|1.29e-06|4032.0|3.6632|-2549.0953670000004|1221.92|307.5|586.28|-2548.895003|0.2917|-0.15195|5.9301|-0.23698|5.0|8.2941|8.2941
3_a47|0|0|0.0|0|0|0|1.304465159|0.013076203|0.0|-0.130414103|2|-0.013350303|-0.367098851|0.103847816|10.93671092|0.013073797|-0.024240921|2|0.900251233|0.720319618|0.780628097|1|-0.083129079|-0.0948001|0.4661246329999999|0.008609292|-43.59237092|-49.71258151|4.514659074|98.29790989|76.18000386|-0.036461577|-26.06896797|0.7849694909999999|-1.422001494|58.22383723|0.403777634|2243.894237|-745.6887227000001|1280.146703|-10.02652614|0.2150305089999999|6.46319354|0.67722658|5022.029588|112.7606591|-391.0345195|24.35791949|-298.8724505|418.022895|8.511255722000001|1.0|1.0|1.0|2.59|22.0|-8.42|5.4|58.04|1.0|101.55|0.0|1.0|3.0|-5.54|25.0|3.0|-5.16|0.0|1.0|1.0|2.86e-06|0.000995|4.49e-06|0.00156|0.0|0.0|1.33e-06|5.6998|3.7284|-1470.101469|941.44|217.52|402.58|-1469.969304|0.2182|-0.15473|4.0226|-0.2119|316.0|6.5|6.5
6a_a40|0|0|0.0|1|1|2|0.604893625|0.117890918|6.401917197|-0.077397672|0|-0.146542353|-0.68730803|0.104332675|10.30179985|-0.230955427|-0.040435852|0|0.682273668|0.801647855|0.861720535|1|-0.109047987|-0.117413572|0.360858579|0.016399125|-68.11170799|-73.33687786|10.24294396|185.06174|166.2999483|-0.049149867|-45.80643937|0.8678518190000001|-2.113444291|81.37714586|0.41480944|2936.1501780000003|-1320.063801|2536.88262|-19.17478857|0.132148181|6.945713476|0.708845065|7059.617542|82.54016015|-824.5159087000001|35.37373259|-459.522754|557.4018948|8.040268001|0.0|0.0|1.0|3.99|14.0|-4.05|3.07|173.43|2.0|120.14|1.0|2.0|5.0|-7.11|29.0|5.0|-6.32|1.0|0.0|1.0|7.85e-08|3.47e-05|1.03e-05|0.00457|1.0|0.0|0.0396|2.9836|2.9836|-2371.560378|1103.4|415.55|497.78|-2371.3827|0.4015|-0.11995|6.9379|-0.21255|0.04|7.3979|7.3979
15d_a10|0|0|0.0|1|2|2|1.343850133|-0.233802395|5.4161004020000005|0.0370874879999999|3|-0.059217023|-0.184039927|-0.140487312|10.92970801|0.007032164|-0.280243276|2|0.74726683|0.745184875|0.7857977740000001|1|-0.057588609|-0.070612242|0.565801561|0.02281891|-38.80896881|-47.58559595|15.37766538|67.59624856|83.49776405|-0.018829931|-32.06793721|0.471900166|-1.129795872|66.95020436|0.473858537|2967.522813|-761.3695352999999|2036.192049|-8.551449923|0.5280998339999999|8.429169102000001|0.900629528|6511.656447|355.8865234|-513.0869954|26.89020509|37.87296065|825.4425942|19.36460841|1.0|1.0|1.0|3.71|21.0|-7.82|3.44|65.3|1.0|131.43|0.0|1.0|6.0|-3.78|33.0|6.0|-7.04|0.0|1.0|0.0|0.000167|0.0739|4.1200000000000005e-05|0.0182|0.0|0.0|6.62e-06|5.6004|3.8591|-1431.051425|1266.87|221.39|565.91|-1430.733658|0.0856|-0.15916|3.3831|-0.20918|69.0|7.1612|7.1612
9c_a31|0|0|3.410619646|0|1|1|0.610135804|0.031715924|5.733341277|-0.055520387|0|-0.0384827639999999|-0.6933757159999999|-0.1047269419999999|10.311698300000002|-0.062737615|-0.223856622|0|0.8083148840000001|0.842823186|0.8856644770000001|0|-0.103325018|-0.128097622|0.287455956|0.030296721|-65.84728287|-81.63444414|19.30758668|153.5739377|207.3144829|-0.035867334|-52.02424796|0.670716706|-1.7933667130000002|97.22026028|0.4558841429999999|2592.448925|-1142.882218|2242.189942|-14.56678943|0.329283294|8.188627935|0.837843885|5658.985169|209.8466636|-728.3394714|34.07943198|-217.5897278|583.9691392000001|15.58581614|1.0|1.0|1.0|3.66|16.0|-7.24|3.7|117.37|2.0|108.16|0.0|1.0|8.0|-5.23|28.0|5.0|-6.53|0.0|0.0|1.0|5.85e-06|0.00233|6.94e-05|0.0277|0.0|0.0|2.31e-05|3849.0|3849.0|-1618.115927|1147.93|322.12|588.58|-1617.892493|0.2554|-0.15975|1.3617|-0.19224|0.42|6.3768|6.3768
21b_a23|1|1|0.0|2|0|0|1.197963051|0.094654108|5.4161004020000005|-0.008526338|2|0.057405955|-0.326506055|-0.103470358|10.31321725|-0.0490623259999999|-0.130528352|2|0.7038407329999999|0.7717839409999999|0.8339434929999999|1|-0.0596425779999999|-0.083105261|0.224930782|0.014481931|-41.81114831|-58.25915868|10.15224639|41.6766724|48.56114386|-0.034219814|-40.84133198|0.812334718|-1.745210489|67.68046598|0.458461834|3074.083057|-1223.442332|2531.041828|-16.81701905|0.187665282|8.773746105|0.846591917|6919.229053|131.5587155|-857.6679716|29.53101081|-437.9110924|712.6737861|9.421307298|0.0|1.0|1.0|3.59|26.0|-7.84|4.2|128.81|2.0|129.97|0.0|1.0|5.0|-6.1|33.0|5.0|-6.42|0.0|0.0|0.0|8.02e-07|0.000361|6.06e-06|0.00273|0.0|0.0|6.45e-06|4.0023|3.6237|-1761.4722969999998|1247.38|309.79|611.6|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|85.0|7.0691|7.0691
12h_a40|0|0|0.0|1|0|0|0.60499064|0.104392974|5.4161004020000005|-0.107711573|0|0.208938531|-0.289603712|0.189869851|10.31197256|-0.21893421|0.224167029|0|0.809398262|0.7769829840000001|0.845904643|1|-0.0954337969999999|-0.091448888|0.006997021|0.0117142839999999|-50.45378559|-48.34705035|6.193088525|208.6717565|84.86252967|-0.038796498|-25.56004046|0.844008584|-1.280284432|54.9311782|0.4958138139999999|2270.834041|-676.8587047999999|603.6697997|-10.84365353|0.155991416|7.989299324|0.983394285|5087.343024|82.46928995|-357.8405665|24.30173133|-363.7398044|350.9435025|6.584127851|0.0|1.0|1.0|3.19|20.0|-6.84|5.02|84.45|2.0|96.16|0.0|1.0|2.0|-6.25|23.0|2.0|-5.13|0.0|0.0|1.0|5.58e-07|0.0002009999999999|2.61e-06|0.000942|0.0|0.0|5.2e-05|4.1508|2.6436|-2153.186757|910.77|298.7|435.95|-2153.072091|0.3693|-0.1092|2.5573|-0.18432|823.0|6.0846|6.0846
12a_a30|0|0|0.0|0|2|2|0.604984824|0.033691224|5.351858133|-0.02919335|2|-0.096804291|-0.3557214489999999|0.009586623|10.31162903|-0.094932667|-0.094526372|1|0.8421237309999999|0.7885597609999999|0.842671963|0|-0.07699057|-0.097138462|0.337975309|0.016292604|-47.73588073|-60.22802588|10.10177981|85.47365107|101.5505506|-0.037665934|-37.34272719|0.805190202|-1.845630786|69.45678454|0.469799116|2722.217443|-1144.332492|2256.680391|-14.47983299|0.194809798|7.362386058999999|0.88607758|5936.682602000001|120.786445|-709.5118166|29.00398472|-378.4495438|620.9195447000001|9.228758655|0.0|1.0|0.0|4.65|17.0|-6.64|2.62|81.65|2.0|127.28|0.0|1.0|5.0|-5.28|29.0|4.0|-5.98|0.0|0.0|0.0|5.23e-06|0.00208|1.4e-05|0.0056|0.0|0.0|9.21e-05|5045.0|3.4885|-1575.745502|1122.01|245.76|507.17|-1575.538241|0.1511|-0.1481|4.1875|-0.19994|11.0|7.9469|7.9469
3n_a32|1|1|3.616639267|0|1|1|0.609420754|-0.0376583329999999|5.733341277|-0.01504795|1|-0.056907012|-0.295303659|-0.1006122119999999|10.3110027|-0.0711168609999999|-0.153506065|0|0.810658423|0.816774665|0.868826775|1|-0.074507943|-0.092745182|0.287402381|0.01889769|-42.83673428|-53.32184118|10.86481886|121.6040686|91.96452611|-0.027401986|-30.65624207|0.648933114|-1.205687365|65.41881458|0.456693072|2526.071154|-693.1839353999999|2426.73803|-9.057526067|0.351066886|6.369579712999999|0.840580248|5553.014016|201.8383309|-398.5311469|24.27704797|-171.25176130000003|522.1674161999999|12.0969734|0.0|1.0|1.0|3.51|19.0|-6.96|5.01|120.17|2.0|106.44|0.0|1.0|3.0|-5.96|26.0|4.0|-5.98|0.0|0.0|1.0|1.11e-06|0.000424|1.23e-05|0.0047|0.0|0.0|4.19e-05|3.5459|3.5459|-1825.349557|1036.75|349.65|464.67|-1825.163542|0.2839|-0.1472099999999999|3.5849|-0.20256|21.0|7.6778|7.6778
13c_a5|0|0|2.944180713|0|1|1|1.377702625|-0.2071929139999999|4.59511985|-0.0090268969999999|3|-0.010689086|-0.284610951|-0.098760742|10.94530327|-0.018055556|-0.150963534|2|0.705487111|0.770478689|0.822789227|0|-0.077308234|-0.076591149|0.4148662979999999|0.023143526|-50.97293525|-50.50012762|15.25960958|158.67712230000004|131.7396496|-0.025039414|-33.29709668|0.551328235|-1.302049531|70.46156718|0.46617977|2793.480751|-858.5021696|1235.709541|-10.8855893|0.448671765|8.492261628|0.873289814|5989.714507|295.8302846|-566.0506435|29.94524142|-67.68621352|656.208474|19.96143955|1.0|1.0|1.0|3.13|23.0|-8.09|3.29|84.0|1.0|120.88|0.0|1.0|5.0|-3.55|31.0|5.0|-7.28|0.0|0.0|1.0|0.0002839999999999|0.1169999999999999|0.000109|0.0446|0.0|0.0|3.36e-06|4706.0|4.2145|-1351.2369640000002|1153.36|263.46|513.33|-1351.008469|0.1666|-0.17324|2.3276|-0.22939|123.0|6.9101|6.9101
1_a6 (SB-431542)|0|0|3.3674017380000003|0|1|1|1.430935835|0.043282217|5.351858133|-0.175408303|1|0.1008839219999999|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|-0.033765606|1|0.838928085|0.7462411859999999|0.805877431|0|-0.126408788|-0.122555709|0.210050443|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|240.8019609|-0.0462988229999999|-43.12110169|0.7531996609999999|-2.083447046|87.15852628|0.472445176|2678.823231|-1235.8353619999998|1890.228713|-16.29019397|0.2468003389999999|7.523839331|0.895537592|5748.417262|146.3942108|-733.0587287000001|36.46179023|-300.3801761|513.4628663999999|14.4623285|1.0|1.0|1.0|3.25|23.0|-7.69|3.63|103.12|1.0|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|-6.73|0.0|0.0|1.0|3.03e-05|0.0116|5.660000000000001e-05|0.0218|0.0|0.0|7.81e-06|3.8208|3295.0|-1292.553086|1049.69|324.5|464.07|-1292.358966|0.3346|-0.13329|6.0113|-193.0|1542.0|5.8119|5.8119
14ae_a23|1|1|0.0|2|0|0|1.1979624290000002|-0.033049777|5.351858133|-0.029948314|2|0.026913008|-0.4448081789999999|-0.0174992419999999|10.31321689|0.0289586779999999|-0.253318853|2|0.7763406840000001|0.7830067820000001|0.8356326820000001|1|-0.065169397|-0.087074783|0.202342743|0.03467374|-46.69131269|-62.38566188|24.84237243|111.4422142|91.4475768|-0.0269140239999999|-44.69687612|0.53040766|-1.480271319|87.09501229|0.479058976|3212.850883|-1060.556252|2575.36078|-13.81539807|0.46959234|8.123993885|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|-43.57178809|770.8206617000001|24.70935041|0.0|1.0|1.0|3.74|26.0|-7.6|4.03|123.48|2.0|133.27|0.0|1.0|7.0|-5.8|34.0|6.0|-6.68|0.0|0.0|0.0|1.6e-06|0.000753|8.22e-06|0.0038799999999999|0.0|0.0|1.17e-05|3.6036|3.6036|-1858.952529|1285.52|344.06|627.57|-1858.675325|0.3205|-0.14537|7.0211|-0.21659|2.0|8.6038|8.6038
4j_a46|0|0|0.0|1|1|1|1.134637093|-0.175292207|5.587248657999999|-0.012405467|1|-0.0529855709999999|-0.130235627|-0.1051618459999999|10.94638774|-0.176133068|-0.087688953|1|0.72796254|0.7298040140000001|0.763724435|0|-0.05924408|-0.074417476|0.295221643|0.01492164|-34.99059698|-43.95227197|8.812983129|70.56141095|29.59387777|-0.024805825|-25.95898597|0.776932317|-1.339514565|50.26191521|0.402450715|2260.870095|-791.1408955|2563.282153|-8.652995323999999|0.223067683|6.274010655|0.673502127|5077.124695|131.7477027|-467.2617475|18.85718615|-327.122208|642.1335502000001|6.30964324|1.0|1.0|1.0|4.0|17.0|-7.69|5.33|39.94|2.0|110.24|0.0|1.0|4.0|-5.38|27.0|3.0|-5.09|0.0|1.0|1.0|4.16e-06|0.0015|4.86e-06|0.00176|0.0|0.0|7.33e-06|5.3949|4.4093|-1132.018764|1112.13|229.82|572.31|-1131.761156|0.1418|-0.18387|2.9043|-0.20071|805.0|6.0942|6.0942
6_a1|0|0|0.0|1|1|1|1.3488280769999998|-0.092471477|5.4161004020000005|0.021203156|1|-0.114683042|-0.230035376|-0.00983397|10.95180041|-0.0538497079999999|-0.3632559589999999|1|0.781885145|0.798346291|0.8524898329999999|0|-0.057199415|-0.077422386|0.212044989|0.021009352|-27.63847818|-37.41011914|10.15161645|64.63457366|58.82435931|-0.0238222729999999|-18.076387|0.576759436|-0.929068634|49.61122373|0.4218263379999999|1956.144556|-448.9214297|1383.161829|-5.56196523|0.423240564|5.555887839|0.7295841470000001|4061.042516|204.5077752|-216.916644|19.95772445|-74.17956941|359.9965854|12.20110458|1.0|1.0|1.0|2.94|17.0|-6.02|3.57|39.94|0.0|86.31|0.0|1.0|3.0|-3.12|22.0|3.0|-6.21|0.0|1.0|1.0|0.0007599999999999|221.0|0.00021|0.0613|0.0|0.0|0.000277|4.0635|4.0635|-935.4750982|875.29|305.12|405.23|-935.330989|0.3399|-0.16784|5.8386|-0.1899799999999999|5.1|5.2924|5.2924
