molecula|SddssS|SaaNH|NaasN|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|FPSA5|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
10_a27|0.0|0.0|2|0|1.400533489|0.122016352|-0.006285923|4.59511985|2|0.040512821|-0.184068581|-0.282866526|0.00991794|0.034318674|-0.000903965|1|-0.309727442|-0.2030237389999999|-0.341622797|-0.487435299|2|0.804375252|0.129719095|-0.001453596|0.862408925|0.614205449|0.017676458|-32.5969511|-46.27574168|6.0140309720000005|0.147337847|78.34972221|-0.031079371|-24.60801194|4.998521009|49.19800605|0.7453606909999999|-1.305333567|55.05868025|41.99674607|2270.538352|453.4194305|-694.1361252|943.2258247|0.254639309|6.761146212000001|0.912640238|135.40932969999997|0.01651645|424.8821143|1.0|0.0|1.0|3.01|21.0|-6.24|2.97|65.6|2.25|0.0|0.0|97.39|1.0|3.0|-3.57|-6.51|331.37|0.0|1.0|-3.92|0.0882|0.0001189999999999|2.55|0.000192|-0.0498|4.66|4.1495|-1083.1151289999998|958.95|298.79|0.4452|-1082.956472|0.4452|-0.16805|4.6684|0.0227416|6.9456|69.0|7.1612
18_a47|0.0|2.969619451|0|0|1.414391819|-0.141396999|-0.004337918|4.59511985|3|0.037919622|-0.026357805|-0.2342475789999999|0.0008454789999999|0.018164141|-0.016728205|1|-0.056674151|-0.02470455|-0.053119347|-0.322800033|3|0.792196273|-0.059779939|-0.027351545|0.851462739|0.630969651|0.014741763|-49.44908758|-52.88049505|70.55642796|0.222175975|139.1786571|-0.0303894239999999|-33.12615721|5.784962137000001|3.684585007|0.7327484470000001|-1.5194711930000002|63.72933669|58.68383399|2800.3745940000003|487.2556678|-951.8489108|2184.962887|0.267251553|7.018342267|0.7608026529999999|167.41554630000002|0.017318402|628.5247532999999|1.0|1.0|1.0|3.47|27.0|-10.36|6.0|79.38|2.63|2.0|0.0|119.78|0.0|4.0|-5.5|-5.87|410.45|1.0|0.0|-5.37|0.00129|4.29e-06|4.13|1.78e-08|-0.04964|3.32|4.2222|-1354.180815|1130.76|293.65|0.4335|-1353.979194|0.0516|-0.17349|3.4464|0.04031146|5.3433|3.0|8.6
4d_a46|0.0|0.0|1|1|1.134637067|-0.1397563859999999|-0.001749881|5.587248657999999|2|0.047736111|-0.131948546|-0.085744171|0.0116902869999999|-0.111025108|-0.076521434|1|-0.206000242|-0.0814707009999999|-0.1271933999999999|-0.240143042|2|0.764741337|-0.213089038|-0.103199079|0.8075680409999999|0.623144956|0.008652238|-30.95621863|-38.85529917|8.241078584|0.063942042|35.10521457|-0.024616555|-21.33218735|2.607946825|74.62074724|0.813427965|-1.132361533|43.60839351|35.70643728|2181.291783|513.9109507000001|-621.6847867|2233.65548|0.186572035|5.757075209|0.7893441379999999|102.4310631|0.0086574759999999|509.0572545|1.0|1.0|1.0|3.78|17.0|-7.41|5.11|43.6|2.84|2.0|1.0|101.75|1.0|2.0|-4.93|-5.4|352.86|0.0|1.0|-5.11|0.00416|7.8e-06|4.3|1.3699999999999998e-05|-0.0396399999999999|4.18|4.4265|-1453.817782|1009.78|280.09|0.1313|-1453.635434|0.1313|-0.18639|3.5318|0.02292966|3.7104|517.0|6.2865
16e_a32|0.0|3.343660084|0|0|0.609420752|0.180914799|-0.0154404319999999|5.733341277|0|0.040982906|-0.04474426|-0.772021601|-0.0048042729999999|-0.070351839|-0.01320745|3|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0|0.86370575|0.096017785|-0.022651598|0.91471624|0.7619492790000001|0.024145309|-55.957388|-75.36830928|105.4021155|0.209694841|134.6906051|-0.037448344|-48.41036206|9.961663868|39.27920316|0.702226562|-1.760072163|90.34923861|71.46633549|2710.157931|507.6266039|-1130.524639|3376.1299740000004|0.297773438|6.573687662|0.848279482|191.2650034|0.023323257|573.3529948|1.0|1.0|1.0|3.64|19.0|-7.38|4.6|149.27|1.12|3.0|0.0|111.95|1.0|8.0|-6.59|-6.15|413.52|1.0|0.0|-4.75|0.000107|1.7899999999999998e-05|3.76|1.73e-05|-0.0505899999999999|4.59|3.6214|-1955.965644|1130.95|342.37|0.2858|-1955.766505|0.2858|-0.14991|3.2372|0.02792775|3.9389|7.0|8.1367
8_a47|0.0|0.0|0|1|1.24688044|0.003732288|-0.007835945|5.476463552|2|0.0363475179999999|-0.087101663|-0.391797226|-0.008756|-0.153669322|-0.14203855|0|-0.177626636|-0.00158075|-0.003223628|-0.4497577479999999|2|0.7847248109999999|-0.035681436|-0.223459904|0.842571655|0.659210804|0.008687692|-44.09728708|-53.11155658|90.32612351|0.150243126|87.2263982|-0.035797309|-30.83488674|2.928269795|0.0|0.819702033|-1.646676195|60.62152862|49.14108595|2621.772106|493.3419136|-956.0080185|2217.264922|0.180297967|6.492934319|0.707366287|104.6752861|0.012935553|559.4973856|1.0|1.0|1.0|3.02|22.0|-9.25|6.77|58.04|3.9|2.0|0.0|113.97|1.0|4.0|-6.59|-4.79|405.85|1.0|0.0|-6.19|0.000104|6.490000000000001e-07|5.61|2.28e-07|-0.05495|4.91|3.6696|-1686.0356350000002|1071.62|337.87|0.2249|-1685.8518170000002|0.2249|-0.15357|3585.0|0.03283575|4.6281|0.05|7.3
13a_a30|0.0|0.0|0|2|0.604984129|0.113424769|-0.011002918|5.351858133|2|0.042560386|-0.036541822|-0.627166322|-0.003436924|0.0317047379999999|-0.0351777|1|-0.065043716|0.003429114|0.006103754|-0.5640209589999999|1|0.8303425640000001|0.019603815|-0.058608635|0.885516463|0.802578397|0.01856512|-74.02777574|-76.60916637|381.9643801|0.303605444|204.9120824|-0.042832838|-51.70573895|8.456950359|102.6479456|0.799862466|-2.27014041|88.22659517|86.55791128|3002.811441|470.0167988|-1532.183327|2520.165025|0.2001375339999999|8.066980235|0.873126469|135.07860209999998|0.017212819|713.7769663|1.0|1.0|0.0|4.76|17.0|-6.19|1.72|124.74|2.06|1.0|0.0|135.37|1.0|6.0|-5.01|-7.05|441.51|0.0|0.0|-4.3|0.00427|5e-05|2.74|0.000288|-0.0555|4.54|3.5288|-1744.4457100000002|1211.54|351.35|0.1788|-1744.217986|0.1603|-0.14953|0.7158|0.04590378|1.4855|14.0|7.8665
26_a47|0.0|0.0|1|0|1.304328272|0.11828578|-0.012090143|4.727387819|2|0.045681818|-0.110530752|-0.544056455|-0.0098410169999999|-0.046771537|0.0081426509999999|1|-0.24731748|-0.035472095|-0.079370393|-0.5899218279999999|2|0.845040087|-0.11288313|0.0120097289999999|0.910081385|0.651797437|0.020884606|-57.01987795|-59.08415114|9.608109253|0.2895618|168.2587945|-0.038735145|-34.3326642|7.0517889060000005|60.07342336|0.717639177|-1.626876095|73.39007585|69.15552111|2625.572598|412.8219782|-945.3464183|1341.904566|0.282360823|6.945070057000001|0.90465254|164.0744453|0.024619511|457.1122177|0.0|0.0|1.0|3.13|21.0|-7.22|4.68|98.72|2.59|1.0|0.0|104.8|1.0|4.0|-4.86|-6.51|396.81|0.0|0.0|-4.56|0.00545|2.77e-05|3.12|2.37e-05|-0.06279|4.37|3992.0|-1696.075481|1006.59|310.58|0.3197|-1695.9387359999998|77.0|-0.16642|3.6825|0.02111593|4.8242|13.0|7.9
17b_a50|0.0|0.0|2|1|1.348984601|-0.145258626|-0.002181823|5.82008293|1|0.032052154|0.035558152|-0.144000296|0.012409091|-0.152660972|-0.15040528|2|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|0.0128994089999999|-33.25475672|-52.58062823|9.9094658|0.068150817|47.42733742|-0.02681014|-36.59177249|6.247196459|86.9549829|0.803386523|-1.662228695|59.65808461|42.23167946|2765.537065|648.4900322000001|-1156.773821|1948.148592|0.1966134769999999|8.324966952|0.936245718|136.82673369999998|0.010169967|862.3868512|1.0|1.0|1.0|4.17|20.0|-7.54|4.92|51.77|2.71|3.0|0.0|131.39|1.0|8.0|-4.75|-6.09|426.56|0.0|1.0|-4.91|0.00763|1.22e-05|3.96|1.22e-05|-0.0318|3.77|4.0418|-1337.164673|1300.3|306.75|0.1817|-1336.833957|0.1758|-0.16699|6.3333|0.02640483|8.4096|122.0|6.9136
2_a4|0.0|0.0|0|1|1.189716144|-0.072708147|-0.00708265|4.59511985|1|0.037777778|0.08246129|-0.269140683|-0.001386521|0.090707854|0.076479666|0|0.127695325|0.147657684|0.228655117|-0.3881618|1|0.802438682|0.11821091|0.1355918559999999|0.847373823|0.912872667|0.006330673|-49.45826819|-44.27948986|166.102249|0.257481153|108.4760726|-0.0379537729999999|-18.65482233|1.123639184|0.0|0.843107708|-1.366335816|48.93681624|52.12536246|1623.668791|312.82106489999995|-575.6333682|910.3327882|0.156892292|4.710383035|0.656126301|66.09827364|0.011054731|284.26458360000004|0.0|1.0|0.0|3.33|12.0|-4.83|0.83|45.15|1.63|0.0|0.0|79.59|2.0|2.0|-2.18|-6.69|253.3|0.0|1.0|-2.77|1.67|0.00171|1.62|0.00374|-0.01612|2.46|3.2230000000000003|-819.8996124|764.77|384.69|0.1315|-819.771754|0.0008|-0.14614|1.7717|0.033037353|3.0946|31.0|7.5086
7g_a8|0.0|3.095238804|1|1|1.39137419|-0.092384028|-0.01002363|5.4161004020000005|0|0.0448526079999999|-0.030968098|-0.481134236|-0.00087806|-0.027838247|-0.027717137|1|-0.065174707|0.021974492|0.046246982|-0.418049442|0|0.7363841520000001|0.098510683|-0.044866536|0.79995525|0.606087461|0.031841955|-64.55562181|-67.26263865|144.290464|0.300623857|180.1699331|-0.045912914|-40.31185423|11.43714084|56.75323443|0.806738465|-2.020168201|78.41805331|83.63914665|2802.2242920000003|419.1502102|-1210.7274960000002|2079.55195|0.193261535|7.588498875|0.8889952590000001|115.825531|0.018613449|509.2753308|1.0|1.0|0.0|3.29|23.0|-7.91|4.66|80.04|3.4|2.0|0.0|108.0|1.0|3.0|-5.78|-5.63|399.37|0.0|0.0|-5.44|0.000667|3.59e-06|4.38|4.92e-06|-0.06621|6.26|3.7874|-1374.4533210000002|1053.9|327.36|0.5165|-1374.291597|0.5165|-0.15508|10.1546|0.03974865|12.9547|21.03|4.6772
4r_a46|0.0|0.0|1|1|1.13129629|-0.173617329|-0.002826188|5.587248657999999|2|0.044728682|-0.15196733|-0.141309389|0.006236535|-0.1129698999999999|-0.048758575|1|-0.237647432|-0.055572881|-0.086905208|-0.246070691|2|0.810646641|-0.077483502|-0.070397185|0.8549242340000001|0.76719475|0.011446215|-42.06465252|-43.14814202|176.18445569999997|0.152180218|80.72661483|-0.0259595379999999|-22.88867429|3.220912917|0.0|0.7146312779999999|-1.220098292|51.22472631|48.13649426|2137.47734|449.7405899|-647.2221302999999|1451.6122289999998|0.285368722|5.81085807|0.839885604|151.3787482|0.015225417|496.0386301|0.0|1.0|1.0|3.82|17.0|-6.25|3.43|63.83|1.52|0.0|0.0|97.9|1.0|3.0|-3.09|-6.83|334.41|0.0|1.0|-3.55|271.0|0.000279|2.12|0.000188|-0.03073|2.3|4.5209|-1069.419677|986.04|274.25|0.1404|-1069.231407|0.1404|-0.18999|2.6630000000000003|0.02826942|3.5979|1413.0|5.8499
14aa_a23|0.0|0.0|2|0|1.19796312|0.066582026|-0.005050361|5.351858133|2|0.046678487|0.031136154|-0.287870566|0.013012022|-0.029037128|-0.044957534|2|0.055934795|-0.074579388|-0.13397874|-0.4506138879999999|2|0.75434493|0.055269665|-0.070471939|0.8072028240000001|0.693959193|0.018016316|-35.51947393|-51.83122853|40.49537336|0.075891958|51.68445972|-0.03159178|-35.2984572|8.355923226|83.27171526|0.796659447|-1.6743643259999998|61.21989213|47.78906871|2941.302235|629.3423691|-1140.287028|2263.821505|0.203340553|8.000512184|0.972590939|138.4803717|0.013786041|733.3886349999999|0.0|1.0|1.0|3.63|26.0|-8.16|4.63|105.02|3.45|2.0|1.0|130.22|1.0|5.0|-6.23|-5.92|439.54|0.0|0.0|-5.55|0.000259|2.81e-06|4.31|3.07e-06|-0.0708299999999999|4.1|3.5934|-1708.5422620000002|1231.11|345.03|0.4157|-1708.276011|0.4157|-0.1449|5.8286|0.02033777|8.3532|4.0|8451.0
3o_a32|0.0|3.644417045|0|1|0.609420753|-0.022603806|-0.006253394|5.733341277|1|0.035643275|-0.064818511|-0.306416317|-0.001411347|-0.117781901|-0.090297882|3|-0.117744493|-0.061774721|-0.11221537|-0.483580522|0|0.8214857240000001|-0.074509084|-0.154436834|0.872498916|0.840991936|0.012519666|-42.51640563|-55.03672286|62.67187821|0.162219176|93.52833522|-0.031819276|-31.73171751|4.161738248|0.0|0.7850948190000001|-1.4318674340000002|62.56936516|49.73468603|2488.133192|483.0270239|-825.5508427999999|2469.87467|0.214905181|6.392329273|0.835165165|123.9047338|0.0130649069999999|541.0877621000001|1.0|1.0|1.0|3.47|19.0|-7.27|4.2|122.97|1.58|1.0|0.0|112.07|1.0|3.0|-5.72|-6.17|381.52|0.0|0.0|-4.73|0.00072|1.87e-05|3.46|2.04e-05|-0.05413|2.35|3.5333|-1805.473626|1049.14|350.9|0.2851|-1805.277864|0.2851|-0.14652|3.2729|0.03088166|5.8476|0.24|6.6198
5b_a40|0.0|0.0|1|1|0.604912077|-0.067567502|-0.0049439079999999|6.167516491000001|0|0.044946237|-0.096549823|-0.163148971|0.008515162|0.179058252|0.020344828|2|-0.164084255|0.007986879|0.013573521|-0.389789991|0|0.817071232|-0.400500595|0.029485257|0.88618123|0.503365018|0.019116586|-38.64461938|-45.78637031|169.18694230000003|0.118735598|59.56617021|-0.036507111|-22.96968039|4.811137897|49.25022097|0.829018186|-1.095213344|52.08187888|48.2348504|2126.9310920000003|442.1045286|-549.4364437|764.9528181|0.1709818139999999|6.521443259|0.913161214|85.77656597|0.012549086|285.9136384|1.0|0.0|0.0|3.13|14.0|-5.25|4.39|75.5|2.89|1.0|1.0|84.17|2.0|3.0|-5.43|-5.42|338.21|0.0|0.0|-4.84|0.00125|1.44e-05|4.14|0.00191|-0.07069|5.62|3.9759|-2096.767375|847.01|311.84|0.3005|-2096.707754|0.3005|-0.15999|7.2947|0.01471235|9.3069|64.0|7.1938
24_a47|0.0|0.0|1|0|1.304328602|0.0453435129999999|-0.010774404|4.727387819|2|0.039520202|0.0251322929999999|-0.484848181|-0.0060410169999999|-0.063708635|0.071506228|1|0.056234624|-0.111494046|-0.2494728939999999|-0.540463145|2|0.812650394|-0.005097239|0.113432542|0.875198713|0.627160379|0.021522987|-42.71324947|-51.21152885|41.72753688|0.216050899|121.5922303|-0.032498249|-28.82156035|6.81713713|47.170683|0.611603578|-1.364926459|69.27912772|54.82626523|2642.775318|441.2021442|-768.1729327|1239.381181|0.388396422|7.024694045|0.920079732|218.5873217|0.032103375|457.1122177|0.0|0.0|1.0|3.14|21.0|-7.63|4.64|84.73|2.86|1.0|0.0|104.73|1.0|5.0|-4.61|-6.48|396.81|0.0|0.0|-4.52|0.00975|3.05e-05|3.16|9.22e-06|-0.06517|4.46|3.9675|-1696.071577|1002.04|312.5|0.2618|-1695.93106|0.2618|-0.16333|2.6517|0.03414611|3.6008|3.0|8.5
13_a12|0.0|0.0|0|0|1.508548782|0.202052156|-0.0069874069999999|0.0|2|0.037948718|-0.21832579|-0.272508888|0.000830398|-0.083760082|0.021322992|0|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0.008188151|-28.51381164|-45.33566159|64.74666684|0.09993609|48.98899535|-0.034993718|-22.2236882|1.96760628|66.2289548|0.8829921740000001|-1.2947675790000002|48.99243638|32.52766981|1812.788134|441.2142447|-634.6992622|664.9830294|0.117007826|6.06407675|0.874625469|57.35761558|0.0074597119999999|327.9594923|1.0|0.0|1.0|2.7|18.0|-7.14|3.9|50.7|2.42|1.0|0.0|84.74|1.0|3.0|-4.26|-5.49|276.34|0.0|1.0|-4.2|0.0152|6.3e-05|3.51|2.01e-05|-0.04445|3.83|3.9329|-876.3370809|867.79|315.25|0.6528|-876.209109|0.0155|-0.16458|1.3023|0.0290811829999999|1.5686|93.0|7.0315
10_a4|0.0|0.0|1|1|1.343863662|-0.180140166|-0.002959121|5.4161004020000005|2|0.038699764|0.00941601|-0.159792527|0.01107733|-0.122141977|-0.090413559|1|0.014917047|-0.083887216|-0.132895939|-0.241683916|2|0.810105167|-0.120059574|-0.150288496|0.861225169|0.6799081490000001|0.014582852|-29.52653193|-45.97324097|39.48408698|0.078346981|45.34497624|-0.027007048|-26.60798798|4.884907049|64.26218096|0.744529685|-1.350352423|54.09964719|37.96666686|2480.063587|533.4262268|-781.5450965|2064.276654|0.255470315|5.759414166|0.945033425|147.85886159999998|0.014040792|594.7358385|1.0|1.0|1.0|3.46|21.0|-8.07|4.81|52.83|2.53|2.0|0.0|111.38|1.0|4.0|-4.66|-5.83|370.45|0.0|1.0|-4.85|0.00818|1.4e-05|3.85|3.15e-06|-0.04689|3.34|3.6465|-1183.790554|1083.65|340.01|0.1792|-1183.54701|0.0176|-0.15561|1.4517|0.02232068|2.2386|88.0|7.0555
8c_a31|0.0|3.435435563|0|1|0.610137334|-0.012583838|-0.01275867|5.733341277|0|0.03995098|-0.106461724|-0.574140137|-0.0080009219999999|-0.1903992189999999|-0.1029580369999999|2|-0.178276512|-0.053983462|-0.09039853|-0.513257014|0|0.847752299|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0.029669107|-64.57121646|-70.64275621|133.3100368|0.3739272389999999|206.2599245|-0.039640027|-38.96685783|9.027343766|477.2277896000001|0.72308253|-1.66488115|82.77037329|80.93682766|2251.08563|345.3445134|-918.3558307|1678.6836239999998|0.27691747|6.820988495|0.90508624|152.7489054|0.021986076|423.1367008|1.0|1.0|1.0|3.51|16.0|-6.13|3.13|114.29|0.85|0.0|0.0|93.45|1.0|5.0|-4.42|-6.7|342.42|0.0|0.0|-3.63|13.0|0.000237|2.38|0.0002549999999999|-0.03222|1.83|3.8492|-1426.129055|981.89|322.11|0.2597|-1425.968408|0.2597|-0.15985|3.3453|0.03744829|5.1815|0.81|6.0915
13f_a6|0.0|3.440154557|0|0|1.429020649|-0.088329567|-0.006930367|4.727387819|2|45.0|0.04505613|-0.381170169|-0.003356527|-0.071478789|-0.049928822|1|0.079490516|-0.126749697|-0.223618825|-0.466314952|2|0.77199166|-0.028317736|-0.088948538|0.834167942|0.790249345|0.018554018|-49.2635105|-62.41821579999999|62.42897239999999|0.136777507|91.85971442|-0.032802223|-41.92004677|8.368715213|0.0|0.720711855|-1.672913351|75.61173794|61.72438096|2869.925064|579.7398537|-1123.527884|3253.287533|0.279288145|9.050440345|0.6717890999999999|187.5697972|0.0196449239999999|676.2770877|1.0|1.0|1.0|3.56|27.0|-10.18|4.53|103.17|0.92|1.0|0.0|123.82|0.0|5.0|-5.11|-6.52|417.47|0.0|0.0|-4.78|0.00323|1.65e-05|3.27|2.75e-08|-0.07786|3.36|3139.0|-1347.266914|1202.78|394.98|901.0|-1347.018087|0.0048|-0.12805|10.8469|0.03437105|13.9612|42.0|7.3768
18c_a22|0.0|0.0|1|0|1.194229067|-0.191807441|-0.003749104|4.727387819|2|0.038137255|-0.044828537|-0.213698903|0.005449965|0.009519672|0.006275578|1|-0.081550274|-0.078828791|-0.143402172|-0.305378181|2|0.7669483559999999|-0.032031791|0.010828071|0.8287956870000001|0.6922232890000001|0.019843706|-40.094865000000006|-52.84635017|30.63947336|0.068926461|47.68404831|-0.028825841|-36.55965924|9.49723261|15.22791009|0.682690024|-1.52776956|67.73280290000001|53.82294919|3090.601885|644.1264387|-1056.927003|2574.178324|0.317309976|7.332936064|0.914766316|219.5183688|0.0215181079999999|779.8043336000001|1.0|1.0|1.0|3.56|27.0|-9.46|4.98|124.4|1.47|1.0|1.0|136.36|1.0|6.0|-5.8|-6.63|461.54|0.0|0.0|-5.1|0.000739|7.98e-06|3.5|1.58e-07|-0.07207|3.5|3.7222|-1783.5397829999995|1249.84|333.1|0.2996|-1783.277296|0.0817|-0.15158|1.2938|0.02279458|1.0733|26.0|7585.0
17a_a22|0.0|0.0|1|0|1.2689202|-0.0422459529999999|-0.005149751|4.727387819|2|0.043274232|-0.054347074|-0.314134834|0.00220634|-0.094996254|-0.005724389|1|-0.089641194|-0.076790454|-0.126659773|-0.3626566539999999|2|0.7562495659999999|0.155547571|-0.010355535|0.805071997|0.7994946709999999|0.0140462319999999|-49.30541729|-60.0620365|286.3611391|0.140522986|96.01444244|-0.030843667|-41.03828927|6.55749888|0.0|0.710958975|-1.758088991|73.26110471|58.9027164|2910.035347|587.2505892999999|-1201.24073|1934.881271|0.289041025|8.549622191000001|0.945313306|197.4916253|0.01931764|784.2697099|1.0|1.0|1.0|4.02|27.0|-9.13|4.93|68.52|2.01|2.0|1.0|128.29|1.0|7.0|-4.75|-6.39|435.5|0.0|1.0|-4.96|0.0078099999999999|1.09e-05|3.62|3.23e-07|-0.15124|5.13|1.3971|-1408.279257|1253.39|887.46|185.0|-1407.8711|0.0085|-0.06214|3.0156|0.02170866|2268.0|82.0|7.0862
LY364947_a10|0.0|2.949609552|0|0|1.390175303|-0.278922508|-0.00235945|4.59511985|2|0.0273958329999999|0.0938628109999999|-0.084940213|0.007575|0.010202602|-0.006198347|1|0.1625645369999999|0.04209715|0.072909639|-0.204644982|2|0.711607778|-0.072740964|-0.012096774|0.7792035190000001|0.681525895|0.009678082|-34.01613475|-33.26705198|144.7228349|0.156895451|69.31194102|-0.029665114|-14.69643595|1.88879448|0.0|0.7234846559999999|-0.978948758|41.53157099|38.29163558|1896.845282|372.4595738|-432.4716757000001|839.5356408|0.276515344|4.702575386|0.948237326|122.1566022|0.018707677|287.99188260000005|1.0|1.0|1.0|2.46|21.0|-7.2|3.69|54.46|1.74|0.0|0.0|82.56|1.0|2.0|-3.54|-6.02|272.3|0.0|1.0|-3.86|0.0789|0.000137|2.74|1.7199999999999998e-05||||||||||||||59.0|7.2291
19_a34|0.0|0.0|1|1|1.438829424|-0.068004837|-0.013066507|5.351858133|1|0.044107744|-0.189862762|-0.5357267960000001|-0.00802652|-0.143343425|-0.014196676|1|-0.29861864|-0.255220734|-0.401414514|-0.469568766|1|0.8022000659999999|0.08178394|-0.0235903339999999|0.8582665429999999|0.818710955|0.039589023|-56.30608209|-62.64265252|131.5318459|0.360097548|179.6256831|-0.039656969|-31.24772528|9.850795895|470.4453529|0.662289492|-1.506964829|77.38527508|76.05407906|2127.363207|319.1993829|-751.7118302|1537.244187|0.3377105079999999|5.495780422|0.877434994|168.4584665|0.029554695|337.9440349|0.0|1.0|1.0|3.07|17.0|-5.03|2.31|69.4|1.08|0.0|0.0|83.95|2.0|3.0|-2.73|-7.01|309.32|0.0|1.0|-3.15|574.0|0.000704|1.66|0.00291|-0.02901|2.7|4.1721|-1046.5747720000002|882.87|297.18|0.2189|-1046.458335|0.2189|-0.1735|3.4272|0.03168624|5.0441|0.99|6.0044
47a_a18|0.0|0.0|0|1|0.403918489|0.018016478|-0.006027559|4.844187086|0|0.033641026|0.043161338|-0.464122017|-0.005483379|-0.025401815|0.052572636|0|0.066507683|-0.232940071|-0.358939392|-0.369841706|0|0.766261502|-0.008965701|0.089156939|0.7991211029999999|0.792293789|0.014124484|-67.93456546|-81.42570819|100.7293848|0.2212091389999999|181.3725215|-0.036234741|-66.76209701|9.49531639|110.0917322|0.7936193709999999|-2.681370849|93.5899242|79.51543089|3612.105567|638.5417107999999|-2198.494121|2250.179086|0.2063806289999999|10.20255289|0.934960691|169.2144153|0.014835962|1225.939287|1.0|1.0|1.0|4.97|18.0|-8.27|3.35|123.06|1.85|3.0|1.0|158.24|1.0|12.0|-6.74|-6.49|547.67|0.0|0.0|-5.58|9.9e-05|2.62e-06|4.44|2.95e-06|-0.05191|8.82|3.1947|-2098.773074|1536.87|388.09|0.6094|2098.280307|0.6094|-131.0|2.6271|0.0339441|3.0133|1.0|9.0
12be_a36|0.0|3.466734143|0|2|1.297042758|-0.148313814|-0.009368126|5.351858133|2|0.043854875|0.118420241|-0.580823835|0.000482522|-0.08981965|0.00430921|1|0.19405344|-0.176729938|-0.289604649|-0.3825349939999999|1|0.812921349|0.132962547|0.00734728|0.858971809|0.8350231859999999|0.033763464|-54.15309606|-75.59805505|63.31681179|0.201984123|140.1361326|-0.031937334|-52.44976141|16.25222352|0.0|0.5660743979999999|-1.852365352|99.62604537|77.57811183|3039.9167260000004|553.6616295|-1285.166936|2552.721046|0.433925602|8.773114043|0.839796323|301.05661160000005|0.034632557|766.4854363|1.0|1.0|1.0|4.96|17.0|-6.79|1.9|87.66|1.42|1.0|0.0|136.74|1.0|7.0|-4.11|-7.13|441.49|0.0|0.0|-4.15|0.0342|7.13e-05|2.62|7.11e-05|-0.0518799999999999|2.68|3.3487|-1461.968283|1256.67|370.25|0.7034|-1461.68274|0.0018|-0.13781|7.7861|0.03245204|10.3044|44.0|7.3565
11a_a50|0.0|0.0|2|1|1.397733996|-0.156121881|-0.002914262|5.82008293|1|0.038040936|-0.04339705|-0.134056065|0.011959339|-0.108592708|-0.129547471|2|-0.0739260509999999|-0.162848233|-0.277408878|-0.267331063|1|0.792574879|-0.158172459|-0.200986578|0.8535780190000001|0.667956827|0.01848869|-25.48858279|-37.63057389|7.53108119|0.0828728879999999|43.81199235|-0.025421565|-19.89396594|5.167341939|67.28055926|0.6543614329999999|-1.067705728|48.67321197|35.26290548|2286.226222|484.8529701000001|-564.4586084|1550.320581|0.345638567|5.965221997|0.864799282|182.7270002|0.020887781|439.9973344|0.0|1.0|1.0|3.44|20.0|-5.87|3.73|48.53|2.25|0.0|0.0|99.65|2.0|2.0|-3.58|-6.24|327.38|0.0|1.0|-4.16|0.0862|6.97e-05|2.9|0.000441|-0.03284|3.05|4.0636|-1045.954278|963.2|305.11|0.1761|-1045.794689|0.1761|-0.16769|5.4342|0.02431947|7.5619|59.0|7.2291
