molecula|SddssS|SaaNH|NaasN|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|FPSA5|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
14ac_a23|0.0|0.0|2|0|1.1979507740000002|0.0763230759999999|-0.011656739|5.351858133|2|0.048351548|0.016532702|-0.66443411|-0.0066006519999999|0.0518788009999999|0.043387326|2|0.068237909|-0.069765112|-0.287952039|-0.562985112|2|0.7797862459999999|0.1374474|0.054652466|0.834426845|0.537271445|0.016832361|-66.72452104|-73.32014595|57.45545019|0.068856366|51.99287907|-0.043970249|-55.36344264|9.597200637|0.327656318|0.8077820920000001|-2.330423202|87.75911516|79.43449928|3695.344378|703.0989434999999|-1759.6835030000002|3417.45156|0.192217908|8.122941134|0.95751094|145.1421706|0.019122137|718.3324686000001|1.0|1.0|1.0|3.69|26.0|-9.03|8.36|105.02|4.6|2.0|1.0|130.29|1.0|7.0|-7.31|-5.84|547.48|1.0|0.0|-6.65|2.69e-05|2.24e-07|5.35|5.06e-07|-0.08813|4.93|3.6325|-2303.9786940000004|1285.58|341.32|0.3209|-2303.749331|0.2391|-0.15055|6.3004|0.02262555|8.6341|4.0|8.3851
12s_a36|0.0|3.486136149|0|2|1.297044029|-0.057853364|-0.007059109|5.351858133|2|0.042804233|0.037454164|-0.4023692|0.002951176|0.0056370119999999|-0.050363149|1|0.063448144|-0.104118159|-0.1763783589999999|-0.434472457|1|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0.856274847|0.019457471|-46.58030248|-64.57958827|110.6090028|0.169662191|109.5085883|-0.035868226|-41.6829437|8.106112169|10.23927133|0.754198383|-1.901015959|76.34126108|59.13914165|2710.355028|535.942162|-1227.012177|2294.468358|0.245801617|7.545963801|0.853487672|158.6528381|0.018222417|662.0530478999999|1.0|1.0|0.0|4.85|17.0|-6.97|2.19|69.2|2.24|1.0|0.0|128.72|1.0|5.0|-4.16|-6.55|395.46|0.0|1.0|-4.3|0.0274|5.05e-05|3.04|4.270000000000001e-05|-0.04908|3.48|3.7604|-1272.236664|1150.67|329.71|0.4501|-1272.00109|0.0002|-0.15559|6.6068|0.03416928|8.7738|9.0|8.0458
12v_a36|0.0|3.468871488|0|2|1.297043692|-0.077763989|-0.008411281|5.351858133|2|0.041767677|0.073329354|-0.487854327|0.00127667|-0.086194201|-0.023932402|1|0.123026459|-0.1430106119999999|-0.239932418|-0.401336708|1|0.828393514|0.024751559|-0.041914045|0.8792981679999999|0.84179881|0.027145269|-51.4172081|-69.20675352|113.7463918|0.197708661|130.0637965|-0.033118671|-45.52806671|11.74777471|0.462992841|0.6276553979999999|-1.788408258|88.07013157|69.27488156|2846.057239|527.7920397|-1176.51481|2328.221818|0.372344602|8.456596706000001|0.8580426609999999|244.9490697|0.02867403|679.7230552999999|1.0|1.0|0.0|4.82|17.0|-6.69|1.89|78.43|1.72|1.0|0.0|130.24|1.0|6.0|-3.95|-6.93|411.46|0.0|0.0|-4.07|0.0464|8.499999999999999e-05|2.65|8.340000000000001e-05|-0.05219|2.65|3.7035|-1347.442792|1150.38|334.77|0.4247|-1347.2000369999998|0.0223|-0.15185|6.1869|0.03275089|7.9237|14.0|7.8539
4i_a46|0.0|0.0|1|1|1.1346370959999998|-0.167244168|-0.002360192|5.587248657999999|1|0.049498645|-0.088884176|-0.127450387|0.012211602|-0.160741899|-0.125773054|1|-0.133434195|-0.060809732|-0.091288438|-0.22302552|1|0.749522825|-0.0656636|-0.17856753|0.786754478|0.7172344890000001|0.015663081|-33.08099617|-42.48203383|67.51603424|0.0592195629999999|33.45060163|-0.025069479|-23.99628633|4.997521397|70.55661087|0.763831778|-1.278543436|49.04951810000001|41.92840157|2200.19132|531.4066842|-722.1945751000001|2253.484644|0.2361682219999999|6.218233741000001|0.685288314|133.40134070000002|0.011626803|579.2365607|1.0|1.0|1.0|3.88|17.0|-7.3|5.07|39.94|3.06|1.0|0.0|105.43|1.0|3.0|-4.94|-5.31|347.45|0.0|1.0|-5.04|0.00403|9.13e-06|4.38|1.75e-05|-0.01646|4.46|4.4232|-1092.70435|1058.5|280.31|0.2805|-1092.473422|0.1421|-0.18438|2.8538|0.02614355|3.8696|612.0|6.2132
12a_a36|0.0|3.4715209280000003|0|2|1.297044783|-0.0632801509999999|-0.007471648|5.351858133|2|0.040166667|0.078063311|-0.403468978|0.002039107|-0.070252245|-0.065913514|1|0.134423193|-0.1063550619999999|-0.183140926|-0.432975237|1|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0.855821486|0.019595485|-46.76212019|-64.36949846|109.9069212|0.179315373|110.1075804|-0.037738352|-39.52572284|7.388485123|5.277117996|0.755315434|-1.886917597|76.09903547|58.79461567|2647.835699|503.9367075|-1158.650972|2258.5909920000004|0.244684566|6.600635115|0.888377722|150.24716030000002|0.019102103|598.1535763999999|1.0|1.0|0.0|4.75|17.0|-6.59|1.88|69.2|2.02|1.0|0.0|123.75|1.0|5.0|-3.79|-6.72|381.43|0.0|1.0|-4.0|0.0625|0.000101|2.68|9.78e-05|-0.04946|3.16|3.6682|-1232.916523|1096.31|338.0|0.4435|-1232.707754|0.0012|-0.1519299999999999|6.3637|0.03544528|8.5603|13.0|7.8861
12ag_a36|0.0|3.408828027|0|2|1.297044434|-0.042092217|-0.008085448|5.351858133|2|0.043848238|0.063109409|-0.436614203|-0.002526241|0.0070889269999999|-0.050147748|1|0.135431487|-0.101303149|-0.217394466|-0.445549431|1|0.835013502|0.124298337|-0.0861053359999999|0.8910146309999999|0.698414933|0.020136392|-52.02834065|-68.21579593|85.84609192|0.253169906|159.6746787|-0.038937089|-43.02381535|8.009946323|0.0|0.758897371|-1.946854457|80.40643223|64.72839664|2773.9654530000003|471.0269757|-1227.884327|2305.164626|0.2411026289999999|7.849377942|0.927847116|152.06382680000002|0.019328689|595.8790650000001|1.0|1.0|0.0|4.72|17.0|-6.86|2.44|69.2|2.4|1.0|0.0|123.71|1.0|5.0|-3.89|-6.76|399.42|0.0|1.0|-4.16|0.0515|6.96e-05|2.78|5.58e-05|-0.05486|3.41|3.7117|-1332.151245|1112.68|334.04|0.4286|-1331.9454449999998|0.0191|-0.15227|5.4459|0.03415856|7.5405|17.0|7.7696
21_a47|0.0|0.0|1|0|1.408713027|0.072733799|-0.010650348|4.727387819|2|0.037801932|-0.034419528|-0.511216716|-0.006808306|-0.004063946|0.057225853|1|-0.090969103|-0.1049885469999999|-0.277479519|-0.5406500129999999|2|0.826796636|-0.080213904|0.0927058819999999|0.8856299320000001|0.591185263|0.022739546|-46.63227351|-53.76411184|34.75044485|0.29417845|166.049938|-0.033866638|-30.34731959|7.244985517000001|47.95893876|0.6448452960000001|-1.5239986980000002|70.10126935|59.46768095|2691.697803|398.4031618|-860.2257893999999|1402.202743|0.355154704|7.071346534|0.862591353|200.4681737|0.028943339|482.9384172|0.0|1.0|1.0|3.29|21.0|-7.7|4.93|84.73|2.97|1.0|0.0|104.49|1.0|6.0|-4.44|-6.58|394.38|0.0|0.0|-4.32|0.0142|4.84e-05|3.0|7.8e-06|-0.06339|4.43|3917.0|-1375.028093|1014.33|316.53|0.2249|-1374.858663|0.2249|-0.16158|3.6767|0.03299607|4.9172|5.0|8.3
5_a27|0.0|0.0|2|0|1.4026035369999998|0.126882432|-0.0063562359999999|4.727387819|2|0.048947368|-0.149034787|-0.286030638|0.00991794|-0.125237927|-0.013448351|1|-0.250776983|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|0.760083119|0.180356685|-0.020087122|0.8149212259999999|0.614205449|0.01695771|-29.50048722|-44.83538435|10.48961936|0.146821224|77.37301579999999|-0.030385206|-23.6277072|4.709432444|56.35994804|0.741481472|-1.276178645|53.51978325|38.43699603|2273.906133|449.6149323|-672.5307653|1254.531539|0.258518528|6.160679036|0.7827415529999999|136.2361487|0.016479312|424.8821143|0.0|0.0|1.0|3.07|21.0|-6.22|2.8|65.6|2.66|0.0|0.0|97.55|1.0|2.0|-3.61|-6.49|331.37|0.0|1.0|-4.01|0.0821|9.78e-05|2.58|0.0002|-0.04554|4.9|4.0989|-1083.124207|955.22|302.48|0.2448|-1082.967639|0.2448|-0.16952|2.3781|0.01903872|3.5632|3.0|8.5229
4_a38 (LY-2157299)|0.0|0.0|1|1|1.343847059|0.050460026|-0.00638266|5.4161004020000005|2|0.041252955|-0.0501467259999999|-0.325515636|0.002865697|-0.159241692|-0.020954339|1|-0.083399128|0.028964355|0.0481706809999999|-0.463575124|2|0.8099394329999999|-0.041794304|-0.032369326|0.868207983|0.6848692759999999|0.01243241|-52.90108631|-51.11565158|260.7739337|0.2456862269999999|140.40206619999998|-0.03235283|-29.21101111|4.060137052|71.22674185|0.7861170609999999|-1.520583011|58.99645489|60.00582329|2501.945802|431.0669496|-868.9660769|1686.693134|0.213882939|6.54753874|0.949475478|122.2274724|0.01379043|542.7276591|0.0|1.0|1.0|3.27|21.0|-7.13|3.51|86.69|1.84|1.0|0.0|108.18|1.0|3.0|-3.85|-6.86|369.42|0.0|0.0|-3.99|52.0|0.000102|2.39|2.75e-05|-0.06|3.95|3.78|-1198.64695|1048.31|327.69|0.2|-1198.442536|0.06|-0.16|5.9043|0.03652312|7.6529|69.0|7.1586
6_a27|0.0|2.6137160880000003|1|0|1.404458667|0.1718757239999999|-0.007874167|4.727387819|2|0.042942943|-0.237047381|-0.330715016|0.00526746|0.075248207|0.081320966|1|-0.406859288|-0.1044763|-0.179319226|-0.541168953|2|0.787663648|-0.1322552659999999|0.1272522519999999|0.849515128|0.650575651|0.020552125|-38.92545695|-44.56839492|125.8234721|0.214952384|106.4156743|-0.034625042|-22.06430895|5.03713293|61.10118428|0.774820398|-1.35037664|52.66373343|49.10012093|2196.1151210000003|388.6505938|-668.5259238|1193.992326|0.2251796019999999|5.010042219|0.896201262|111.4788253|0.01635203|373.9912084|0.0|0.0|0.0|3.0|21.0|-6.67|2.79|76.46|2.42|0.0|0.0|92.65|1.0|2.0|-3.62|-6.55|317.34|0.0|1.0|-3.82|0.0768|0.000153|2.37|6.86e-05|-0.04793|4.27|4.1391|-1043.806618|896.68|299.55|0.1915|-1043.678244|163.0|-0.17007|2.7521|0.02494141|4.0597|1.0|9.0
12an_a36|0.0|3.489959714|0|2|0.6294007110000001|-0.05423417|-0.0070293469999999|5.351858133|2|0.042739018|0.0966393909999999|-0.407702102|0.00285431|-0.131674913|-0.031635802|1|0.170355752|-0.07550872|-0.133106642|-0.434819796|1|0.8344566859999999|-0.009636347|-0.055405405|0.885733922|0.855081905|0.0173118669999999|-49.67568778|-71.0446809|82.43567331|0.163559846|110.5140393|-0.036995649|-48.0034364|7.903608682000001|0.0|0.783512615|-1.997765039|81.70091433|61.37296195|2881.978785|565.1654879|-1349.848937|2399.367452|0.216487385|8.773001855|0.8042935809999999|146.2760938|0.015771136|725.9470896|1.0|1.0|1.0|4.85|17.0|-7.05|2.61|94.5|2.51|1.0|0.0|135.47|1.0|6.0|-4.85|-6.64|427.52|0.0|0.0|-4.51|0.0061|3.09e-05|3.19|3.83e-05|-0.05561|3.37|3.7872|-1670.417726|1215.98|327.38|0.6702|-1670.182102|0.0644|-0.15474|4.3963|0.0345115999999999|6.2182|0.04|7.3979
12e_a36|0.0|3.490984269|0|2|1.29704412|-0.064019914|-0.007100632|5.351858133|2|0.040899471|0.144415507|-0.404736007|0.002951176|-0.0586405829999999|-0.084051264|1|0.244642918|-0.104118159|-0.1763783589999999|-0.43688276|1|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0.856274847|0.019063245|-44.83739063|-64.2330904|65.27404529|0.161913613|102.9838531|-0.036203518|-40.85494129999999|7.71202397|5.735288795|0.7610764190000001|-1.918786459|75.50154216|56.96241436|2709.877204|533.058116|-1220.428718|2309.239105|0.238923581|6.767371321000001|0.875194483|151.9654247|0.017716522|662.0530478999999|1.0|1.0|0.0|4.85|17.0|-6.97|2.19|69.2|2.24|1.0|0.0|128.72|1.0|5.0|-4.16|-6.55|395.46|0.0|1.0|-4.3|0.0274|5.05e-05|3.04|4.270000000000001e-05|-0.04962|3.48|3.6699|-1272.23645|1142.19|337.84|0.4537|-1271.999945|0.0006|-0.15189|6.5974|0.03037051|8735.0|14.0|7.8539
12f_a31|0.0|3.4780522210000004|0|1|0.6101347579999999|0.034876922|-0.011835152|5.733341277|0|0.03703252|0.043286807|-0.698273995|-0.00150321|-0.0944165219999999|-0.0164221939999999|2|0.068054139|-0.130400541|-0.205011573|-0.551471017|0|0.8167107029999999|-0.021938988|-0.029803241|0.8530975000000001|0.7730604259999999|0.027617942|-68.14417693|-82.48950216|159.84734269999998|0.299007775|208.6022728|-0.0337826789999999|-57.54866283|13.44201623|569.7325277000001|0.686882955|-1.891830012|97.53070764|87.41178754|2710.311963|489.0460499|-1319.832035|1805.921786|0.313117045|9.859605078|0.932987917|218.4455813|0.021559868|713.5657448|1.0|1.0|1.0|3.86|16.0|-8.02|4.48|117.37|1.53|3.0|0.0|117.78|1.0|10.0|-5.98|-6.19|426.53|0.0|0.0|-4.63|0.0004469999999999|2.37e-05|3.82|4.06e-06|-0.03317|5.39|3.8305|-1696.741889|1258.6|323.68|0.2664|-1696.466804|0.2664|-0.15894|1.8803|0.04363832|3.3538|0.13|6.8861
4m_a46|0.0|0.0|1|1|1.134637002|-0.245599013|-0.000686578|5.587248657999999|1|0.041865079|-0.302054595|-0.0329557579999999|0.011122528|-0.142061192|0.007901235|1|-0.487230027|-0.017992096|-0.029022201|-0.098201489|1|0.747676221|-0.099662698|0.011235955|0.7975218959999999|0.626578283|0.010905551|-35.4774406|-35.43866734|6.161736337000001|0.051026123|26.89046601|-0.0224155999999999|-18.67596877|3.028720082|35.77391986|0.733236381|-1.008702005|41.88525631|41.22460182|2133.331634|500.1036387|-531.5800101|1639.260563|0.266763619|5.329061873000001|0.8622201970000001|140.5828543|0.012232753|486.9589609|1.0|1.0|1.0|3.59|17.0|-6.88|4.63|54.5|2.5|1.0|0.0|98.69|1.0|2.0|-4.52|-5.68|328.41|0.0|1.0|-4.57|0.00981|2.68e-05|3.69|4.31e-05|-0.04808|3.45|4.3476|-1031.109224|975.72|285.18|0.2465|-1030.929791|0.1557|-0.18308|3.9226|0.02920209|5.2326|1288.0|5.8901
12j_a30|0.0|0.0|0|2|0.604984421|0.04148877|-0.006336585|5.351858133|2|0.043848238|-0.02473642|-0.354848778|0.005613018|0.0074730759999999|-0.075816941|1|-0.0431311459999999|-0.053644471|-0.09353607|-0.456342646|1|0.795446883|0.0060012969999999|-0.130412856|0.846470093|0.7991060659999999|0.015613498|-47.76354083|-60.832977500000005|88.51817261|0.157800959|101.9784021|-0.036204884|-39.31313154|6.520746879|0.0|0.8134611009999999|-1.882653966|69.55167701|57.85371764|2784.7999170000003|544.2686362000001|-1216.65955|2258.891981|0.1865388989999999|8.067697897|0.91079856|120.550211|0.01349128|686.039456|1.0|1.0|0.0|4.76|17.0|-7.01|2.93|81.65|3.04|2.0|0.0|132.24|1.0|5.0|-5.66|-5.81|412.51|0.0|0.0|-5.15|0.0009119999999999|7.05e-06|4.23|4.02e-05|-0.05106|4.14|3.4788|-1615.064152|1175.75|356.4|0.2163|-1614.831741|0.1516|-0.14772|4.6727|0.03201935|5.1081|9.0|8058.0
16b_a32|-3.3094926630000003|3.2902303|0|0|0.2980105389999999|0.0873104119999999|-0.008469352|5.733341277|0|0.041958333|-0.012739425|-0.423467596|-0.008277865|-0.018753196|-0.0657820279999999|3|-0.023602065|-0.1202046419999999|-0.222700615|-0.586122949|0|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|0.015808858|-56.84546999|-69.39772428|53.96132589|0.253462496|162.40756509999997|-0.0345657579999999|-44.4669946|6.490611388|9.827907321|0.7476362679999999|-1.624590613|80.37824892|66.97508778|3037.795494|478.3482386|-1040.965864|3264.235184|0.252363732|6.466656381|0.709394251|161.7035261|0.017136832|597.8890744|1.0|1.0|1.0|3.71|19.0|-7.6|4.88|165.49|0.41|1.0|0.0|114.43|1.0|7.0|-6.28|-6.72|433.57|1.0|0.0|-4.55|0.000225|2.84e-05|3.14|1.1e-05|-0.05946|6.37|3.6211|-2315.951437|1137.73|342.39|0.2849|-2315.757928|0.2849|-0.14995|4.4055|0.03900066|7.0093|17.0|7.7696
14m_a23|0.0|0.0|2|0|1.197955072|0.05521348|-0.008929306|5.351858133|2|0.0431917209999999|0.028217372|-0.482182526|0.001027627|-0.034213923|-0.050626415|2|0.0879380709999999|-0.07256543|-0.226146643|-0.527662006|2|0.798384929|0.0266555739999999|-0.072906704|0.8581143859999999|0.5415996160000001|0.017992415|-50.63012925|-62.09952738|47.23604193|0.0741882|51.59888942|-0.039285786|-43.19105542|8.703631619|0.0|0.7958339090000001|-1.964289314|74.61692699|63.1440955|3255.247038|643.9145427|-1366.189602|2263.262957|0.204166091|8.595073462|0.911438824|142.0002583|0.017997351|658.8108151|1.0|1.0|1.0|3.51|26.0|-8.23|6.19|105.02|3.82|2.0|1.0|125.29|1.0|6.0|-6.38|-6.06|479.48|1.0|0.0|-5.79|0.000198|1.61e-06|4.46|2.85e-06|-0.08347|4.2|3.6774|-1966.945041|1209.21|337.15|0.3335|-1966.721362|0.3335|-0.15208|6.1522|0.02296475|8.5477|3.0|8.5171
12f_a30|0.0|0.0|0|2|0.60498366|0.156569208|-0.015345198|5.351858133|2|0.041555556|0.1468972409999999|-0.874676289|-0.00695299|-0.008663584|-0.046588557|1|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|1|0.8246767140000001|-0.043091382|-0.071123509|0.876441789|0.593245722|0.01570263|-63.81176255|-76.85198573|101.2862703|0.164253554|115.8783181|-0.0452183279999999|-54.21787616|7.815328055|1.45550709|0.815175332|-2.396571368|89.21786458|74.88972286|3305.792133|589.6060704|-1690.743686|2712.844784|0.184824668|8.366190175|0.8958126809999999|130.3909181|0.01752821|696.6414817000001|1.0|1.0|0.0|4.73|17.0|-7.18|4.78|90.88|2.82|2.0|0.0|133.96|1.0|7.0|-6.7|-5.66|482.48|0.0|0.0|-5.92|9.63e-05|1.2e-06|5.05|3.19e-05|-0.05464|5.52|3.5298|-1987.998635|1225.63|351.25|0.2166|-1987.782125|0.1596|-0.14958|3.6633|0.03400408|4.6865|19.0|7.7144
12n_a30|0.0|0.0|0|2|0.604984682|0.0304762079999999|-0.007311044|5.351858133|2|0.040899471|-0.1144447669999999|-0.387485343|0.001139238|-0.037209579|-0.087019298|1|-0.254279374|-0.0541804029999999|-0.120380857|-0.464204099|1|0.815003426|-0.015189554|-0.149451598|0.870930234|0.64876559|0.017064818|-52.4873066|-66.48079820000001|85.87072848|0.221849786|140.0890685|-0.038674741|-41.97990569|6.804436105|0.0|0.799403208|-1.895062322|76.16725916|63.2630417|2848.910641|491.3700419|-1196.654368|2349.172094|0.200596792|7.385790169|0.887350282|126.6686716|0.0153398069999999|618.6004214|1.0|1.0|0.0|4.66|17.0|-6.9|3.18|81.65|3.2|2.0|0.0|127.24|1.0|5.0|-5.39|-6.02|416.47|0.0|0.0|-5.01|0.00171|9.71e-06|3.97|5.260000000000001e-05|-0.05076|4.07|3.4859|-1674.978015|1131.65|355.67|0.1826|-1674.777231|0.1489|-148.0|5.3143|0.0334036|6.32|0.01|7983.0
12a_a50|0.0|0.0|2|1|1.397770359|-0.199881787|-0.002936355|5.82008293|1|0.034845679|-0.111689174|-0.126263256|0.01164808|0.014596049|-0.122912558|2|-0.193999688|-0.168032508|-0.291865836|-0.247407423|1|0.795582575|-0.030758487|-0.2018898489999999|0.862192416|0.660148928|0.021013336|-25.57033815|-33.44733598|7.457998037999999|0.095880311|48.30443297|-0.02383238|-16.85074424|5.333473207|69.83817338|0.575218972|-0.929462803|47.2792242|36.15684209|2223.666558|455.4948605000001|-468.2627037|1462.827156|0.4247810279999999|5.116970861|0.885635975|214.004382|0.027455156|388.171611|1.0|1.0|1.0|3.3|20.0|-5.49|3.42|48.53|2.02|0.0|0.0|94.69|2.0|2.0|-3.16|-6.44|313.36|0.0|1.0|-3.84|215.0|0.000144|2.5|0.00101|-0.03366|2.47|4.0783|-1006.632973|908.22|304.01|0.1807|-1006.498352|0.1807|-0.16806|5.7662|0.02648238|7.9123|75.0|7.1249
12d_a31|0.0|3.441384322|0|1|0.61013528|0.039097757|-0.012448252|5.733341277|0|0.0359583329999999|-0.042401695|-0.697102094|-0.002456634|-0.085780934|-0.032270224|2|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0|0.8343242820000001|-0.00658148|-0.057226679|0.873955169|0.771222772|0.0296918329999999|-66.58534562|-81.56033123|157.30671669999998|0.294550252|208.9297871|-0.032542687|-57.85220856|14.93891054|557.514503|0.6383648510000001|-1.724762406|99.79879739|87.64629597|2653.867767|500.3881827|-1223.404968|2434.226776|0.361635149|9.445278138|0.63768714|256.5143096|0.02571268|647.1500428999999|1.0|1.0|1.0|3.76|16.0|-7.63|4.09|117.37|1.31|2.0|0.0|112.97|1.0|9.0|-5.61|-6.36|412.51|0.0|0.0|-4.39|0.0010199999999999|4.06e-05|3.46|9.69e-06|-0.03128|5.0|3.8477|-1657.428467|1201.63|322.23|0.2566|-1657.1792779999998|0.2566|-0.15968|2.4186|0.04338158|3.3585|0.51|6.2924
22_a10|0.0|0.0|1|1|1.343837143|-0.067641834|-0.005035102|5.4161004020000005|2|0.036101695|-0.026750502|-0.332316729|0.008350227|0.01204992|-0.020475007|1|-0.042831367|-0.129989728|-0.208132084|-0.356699217|2|0.747363443|-0.02603707|-0.033474297|0.79665945|0.646474494|0.016720696|-41.96631248|-50.61577509|75.58376652|0.130170086|101.3847763|-0.022372463|-39.42279832|10.14325785|60.10354816|0.564323334|-1.3647202319999998|71.13124588|54.98945848|3241.833491|677.4790907|-1062.931277|2668.5420940000004|0.435676666|8.84228648|0.730649641|339.3328129|0.026340252|916.8601445|1.0|1.0|1.0|3.74|27.0|-9.37|5.6|73.14|2.8|2.0|0.0|139.53|1.0|6.0|-5.34|-6.29|475.54|0.0|0.0|-5.53|0.00217|2.95e-06|4.1|2.03e-07|-0.05712|5.65|3.8517|-1544.203968|1339.48|321.89|0.2624|-1543.893507|0.1922|-0.16095|4.8409|0.03366599|6.5841|1.1|5.9586
12p_a30|0.0|0.0|0|2|0.604984421|0.038440292|-0.0063403159999999|5.351858133|2|0.040899471|-0.062956958|-0.3550576729999999|0.005613018|0.000321545|-0.128484994|1|-0.109773594|-0.053644471|-0.09353607|-0.456474815|1|0.7867133140000001|-0.051402518|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0.015107947|-47.54197452|-60.65858419|75.21136863|0.156618406|100.1386407|-0.0364888379999999|-38.78387161|6.176226649|0.0|0.8199554720000001|-1.897419563|68.98315679|57.20168999|2783.628159|539.2411292|-1213.171684|2326.5244390000003|0.180044528|7.392482526|0.886732486|115.116829|0.0130197619999999|686.039456|1.0|1.0|0.0|4.76|17.0|-7.01|2.93|81.65|3.04|2.0|0.0|132.24|1.0|5.0|-5.66|-5.81|412.51|0.0|0.0|-5.15|0.0009119999999999|7.05e-06|4.23|4.02e-05|-0.05169|4.14|3.4955|-1615.0623480000002|1167.16|354.69|0.1768|-1614.830085|0.1527|-0.14823|4.0456|0.03198743|4.6103|17.0|7.7721
13_a15|0.0|0.0|0|1|1.4356889940000002|-0.139434143|-0.006348913|0.0|3|0.029206349|-0.006938727|-0.393632585|0.001806571|-0.031047852|0.005149745|0|-0.010882979|-0.173728081|-0.272482143|-0.357554652|2|0.729838386|0.008210506|0.009456191|0.7784213259999999|0.796300317|0.016196467|-43.2365883|-61.86632281|142.67217639999998|0.114512421|72.25096855|-0.033811561|-39.03420883|6.447664726|0.0|0.755283433|-1.961070565|72.41636305|53.45565817|3028.485145|558.6934137000001|-1237.326456|3581.589629|0.244716567|5.21465994|0.931684902|154.4025434|0.01672103|830.7967967000001|1.0|0.0|0.0|4.13|24.0|-8.9|6.69|59.51|2.52|2.0|0.0|138.24|1.0|6.0|-6.32|-5.26|448.52|1.0|0.0|-6.1|0.000214|7.970000000000001e-07|5.32|5.7e-07|-0.03946|5.04|2.5721|-1450.727602|1231.11|482.03|208.0|-1450.399387|0.0003|-0.11283|3.5479|0.02844037|6.0429|6.0|8.2218
11e_a5|0.0|2.971327032|0|1|1.338814635|-0.2114441819999999|-0.003208975|5.209486153|2|0.020943152|-0.07965|-0.192538515|0.008268901|-0.16669151|-0.010236262|1|-0.127225457|-0.0924814769999999|-0.147721258|-0.234433859|2|0.775794895|-0.048843135|-0.02059071|0.8215345|0.747366251|0.0120552589999999|-41.64560703|-52.34653881|62.84782002|0.123241209|81.64179149|-0.0282210629999999|-34.67724171|5.290414418|0.0|0.72163516|-1.580379517|63.5644542|49.63167715|2721.416353|580.8135016|-1046.930776|960.0428704|0.27836484|9.387474824|0.936345148|184.4042616|0.016933845|735.3048881|0.0|1.0|1.0|3.22|23.0|-8.95|4.29|66.93|1.83|2.0|0.0|125.71|1.0|7.0|-4.65|-6.28|411.5|0.0|1.0|-4.72|0.00919|1.9e-05|3.56|4.64e-07|-0.03808|2.91|4.1036|-1316.512503|1220.1|302.14|0.5347|-1316.239803|0.2125|-0.16751|2.3124|0.03460011|2.8694|0.04|7.3979
3k_a32|0.0|3.644417045|0|1|0.609420759|-0.001009768|-0.005745086|5.973809612|0|0.0381981979999999|-0.047167919|-0.270019022|0.001221534|-0.0902541999999999|-0.077097565|3|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|0.0123637989999999|-40.10830541|-51.21653025|80.0971996|0.122251759|68.92687468|-0.029575784|-28.87643819|3.930238317|0.0|0.78057227|-1.271758703|58.16707081|47.07915023|2392.3436100000004|494.8840288|-717.0314235000001|1970.06814|0.21942773|6.153598893|0.89626209|123.7157466|0.012327787|506.658189|1.0|1.0|1.0|3.47|19.0|-7.23|5.78|110.94|2.41|2.0|0.0|105.36|1.0|3.0|-7.04|-5.01|366.5|0.0|0.0|-5.61|3.3600000000000004e-05|2.47e-06|4.97|2.15e-05|-0.05321|3.81|3.5363|-1750.1383649999998|1022.89|350.6|0.3082|-1749.957584|0.3082|-0.14667|3.2233|0.02654958|5689.0|9.0|8.0605
