molecula|molecula|Contribution (HOMO-LUMO transition)|NaasN|hydrogen_bond_acceptors_count (using_Lipinski’s_definition)|nAHRing|Log Kp (cm/s)|FNSA5|Zero Point Energy|PNSA3|Consensus Log P|pIC50|RNCS|TPSA_x|FNSA4|CYP3A4 inhibitor|Synthetic Accessibility|FNSA1|Log Po/w WLOGP|pIC50
13_a15|13_a15|0.70626|0|4.0|1|-5.26|-0.098053528|-1450.399387|-43.2365883|4.61|8.2218|142.67217639999998|72.25096855|-0.033811561|0.0|4.13|0.755283433|6.69|8.2218
7e_a8|7e_a8|0.70177|1|4.0|0|-5.43|-0.0886889709999999|-1300.271093|-51.4880895|4.31|4.4547|86.03149870000001|102.177831|-0.037446454|0.0|3.2|0.776001552|4.94|4.4547
19d_a38|19d_a38|0.6957800000000001|0|5.0|2|-7.84|-0.1248815919999999|-1500.621723|-74.84120843|1.94|7.9586|158.6487879|236.7675313|-0.04393982|0.0|4.91|0.7494816990000001|1.65|7.9586
12b_a5|12b_a5|0.70615|0|6.0|2|-7.57|-0.068586754|-1276.940335|-41.76622313|1.44|7.3768|138.67264319999998|108.7155967|-0.020455699|1.0|4.05|0.530379611|0.72|7.3768
4R4k_a46|4R4k_a46|0.68404|1|3.0|1|-5.46|-0.085931818|-1053.202129|-47.73036108|3.81|7.0132|173.3171354|58.20005971|-0.030434186|1.0|3.8|0.866681099|4.77|7.0132
5_a18 (BIBF0775)|5_a18 (BIBF0775)|0.69298|0|3.0|2|-5.96|-0.078246932|-1571.843719|-52.09190866|3.2|7.4685|10.36586529|118.3671077|-0.029755876|1.0|4.42|0.8159410579999999|3.69|7.4685
19f_a38|19f_a38|0.7056100000000001|0|4.0|2|-6.77|-0.111307609|-1331.945195|-54.50401599|2.67|7.1397|125.7493111|159.14822980000002|-0.037844587|1.0|4.82|0.734437553|2.55|7.1397
8c_a12|8c_a12|0.67318|0|5.0|1|-6.44|-0.101988384|-1022.613451|-34.19075142|2.23|7.3979|83.24714315|81.4415307|-0.038245644|1.0|3.91|0.764449832|1.59|7.3979
17d_a50|17d_a50|0.66103|2|4.0|2|-6.25|-0.069790853|-1335.649722|-30.63468215|3.68|7.1308|5.007868064|48.62532158|-0.025589979|1.0|4.07|0.75405703|4.29|7.1308
47i_a18|47i_a18|0.69175|0|3.0|1|-6.36|-0.089609068|-1415.875678|-54.34379065|2.5|7.7212|72.81110823|137.1555392|-0.035256027|1.0|4.05|0.8608685909999999|2.8|7.7212
11_a1|11_a1|0.69914|0|6.0|1|-6.27|-0.126108875|-1312.241032|-77.81495049|3.22|6.7696|274.39137789999995|238.4902806|-0.048723884|1.0|3.25|0.751878145|4.23|6.7696
3d_a12|3d_a12|0.6572100000000001|0|4.0|1|-6.22|-0.0958414059999999|-1006.556654|-34.34601551|2.67|7.6021|74.39425719|74.63869204|-0.035063929|1.0|3.98|0.77428353|2.19|7.6021
13m_a6|13m_a6|0.64753|0|5.0|0|-7.23|-0.107644789|-1423.448957|-68.97140339|2.67|8.0|91.22689385|198.3000783|-0.0378750189999999|1.0|3.59|0.7362989999999999|3.76|8.0
16a_a32|16a_a32|0.70245|0|4.0|0|-6.85|-0.119471489|-1896.589348|-56.2527503|3.06|7.9586|92.00611646|151.5123947|-0.037168908|1.0|3.53|0.6968200370000001|3.79|7.9586
16_a15|16_a15|0.66615|0|6.0|0|-6.27|-0.101500719|-1770.217907|-60.63825695|3.59|7.6778|53.93878231|188.9479321|-0.039472502|1.0|3.59|0.868460507|6.02|7.6778
12az_a36|12az_a36|0.70333|0|6.0|2|-7.13|-0.10786263|-1461.686269|-50.28669997|1.75|7.2366|60.11023222|126.71905359999998|-0.033474609|1.0|4.96|0.583865006|1.9|7.2366
16a_a23|16a_a23|0.96307|2|4.0|1|-7.02|-0.07288672|-1685.580443|-26.53751114|1.85|7.4037|9.922436905|42.07919382|-0.025724725|0.0|3.94|0.585920722|2.52|7.4037
19g_a38|19g_a38|0.69982|0|5.0|2|-6.81|-0.114243258|-1431.186566|-54.62049927|2.97|7.3778|137.56612280000002|177.181631|-0.038842708|1.0|4.82|0.719941993|3.11|7.3778
4e_a49|4e_a49|0.68043|1|5.0|1|-7.52|-0.087866673|-1312.924353|-57.79309816|2.42|7.4685|313.22432680000003|149.0098632|-0.029288891|1.0|3.35|0.650328475|2.83|7.4685
1l_a5|1l_a5|0.57392|0|3.0|0|-5.4|-0.067755283|-1069.047151|-38.79937717|4.06|7.4949|167.86839980000002|61.974288|-0.026512937|1.0|2.98|0.769406114|5.32|7.4949
12u_a30|12u_a30|0.6847|0|4.0|2|-5.52|-0.097867106|-2494.736802|-51.83732031|3.59|7.4647|78.15130994|100.8445957|-0.03794847|0.0|4.63|0.810462868|3.92|7.4647
9r_a24|9r_a24|0.6204|0|6.0|0|-6.83|-0.082022572|-1294.201456|-41.49802275|2.98|7.9586|71.31566881|106.1180928|-0.025821921|1.0|3.53|0.6152148279999999|3.93|7.9586
1j_a5|1j_a5|0.6449|0|4.0|0|-6.15|-0.074505844|-1065.671975|-39.64241895|3.19|7.6198|73.73338699|82.09385267|-0.027258236|1.0|2.76|0.616489567|4.21|7.6198
12j_a36|12j_a36|0.69967|0|4.0|2|-6.64|-0.105480639|-1670.184251|-46.2113679|2.33|8.0|26.39145693|97.35760604|-0.037113558|1.0|4.86|0.7758129420000001|2.61|8.0
19k_a38|19k_a38|0.70327|0|5.0|2|-7.84|-0.126936513|-1500.618667|-71.54314527|1.9|7.9666|157.4834779|216.567059|-0.044662847|0.0|4.89|0.75964689|1.65|7.9666
16b_a32|16b_a32|0.70233|0|6.0|0|-6.72|-0.1083060409999999|-2315.757928|-56.84546999|3.26|7.7696|53.96132589|162.40756509999997|-0.0345657579999999|1.0|3.71|0.7476362679999999|4.88|7.7696
1_a1 (SKF-104365)|1_a1 (SKF-104365)|0.70081|1|3.0|1|-6.01|-0.081192283|-1278.971649|-31.45099608|3.27|5.7959|6.658828587|86.42113499|-0.029524467|1.0|2.97|0.709744919|4.28|5.7959
27c_a34|27c_a34|0.70336|1|5.0|1|-6.85|-0.12597014|-1426.246896|-76.84420762|2.83|6.0969|176.7076265|248.17931940000005|-0.042782312|1.0|3.55|0.7381974290000001|3.34|6.0969
9i_a40|9i_a40|0.70339|1|2.0|0|-5.44|-0.088485615|-1273.167389|-46.80087537|3.52|5.9031|213.7117392|85.16517222|-0.036869006|1.0|3.25|0.8590224540000001|4.02|5.9031
13b_a30|13b_a30|0.6862699999999999|0|5.0|2|-7.05|-0.113554975|-1744.2179010000002|-74.24619275|1.91|7.5901|385.2420923|206.54056530000005|-0.042850934|0.0|4.76|0.800290866|1.72|7.5901
4_a3|4_a3|0.6896|0|3.0|0|-5.21|-0.098695428|-1355.192416|-52.4583525|4.09|5.9|235.6982345|123.350856|-0.039478171|1.0|2.94|0.866976271|5.17|5.9
14c_a22|14c_a22|0.69113|1|6.0|0|-6.96|-0.080077573|-1460.324494|-48.57709197|2.98|6.8153|36.22825261|96.05497587|-0.030217952|1.0|3.49|0.66168729|4.18|6.8153
12t_a36|12t_a36|0.70313|0|4.0|2|-6.33|-0.100615514|-1311.287803|-48.97252784|2.4|8.0969|86.12920631|110.727965|-0.035934112|0.0|4.94|0.78316808|2.45|8.0969
3_a4|3_a4|0.58615|1|3.0|1|-5.99|-0.06572153|-990.467184|-25.5405205|3.31|6.983|12.23442244|38.95587796|-0.024645574|1.0|2.99|0.7196876640000001|4.11|6.983
12p_a36|12p_a36|0.66559|0|5.0|2|-6.76|-0.108380023|-1331.947748|-51.98017377|2.15|8.0458|83.24921731|158.3666517|-0.039016808|0.0|4.72|0.759126153|2.44|8.0458
13b_a6|13b_a6|0.7006600000000001|0|5.0|1|-6.1|-0.112915801|-1349.837661|-61.06841733|3.45|6.7595|154.7847961|147.0772097|-0.0406496879999999|1.0|3.56|0.757233678|4.32|6.7595
12d_a40|12d_a40|0.70435|1|2.0|0|-5.13|-0.091630294|-2153.071733|-50.68561427|4.21|7.7212|207.39648|84.53363343|-0.038873458|1.0|3.23|0.844283549|5.02|7.7212
4o_a46|4o_a46|0.6843|1|3.0|1|-5.51|-0.06570509|-1070.223416|-35.54402423|3.92|6.7905|5.821925821000001|27.01882145|-0.021901697|1.0|3.73|0.7510206490000001|4.94|6.7905
12o_a30|12o_a30|0.6854399999999999|0|4.0|2|-5.75|-0.0975052409999999|-2035.139147|-49.48891079|3.11|7.8097|75.15128057|100.1600333|-0.037808155|0.0|4.63|0.8131344979999999|3.27|7.8097
12ad_a36|12ad_a36|0.67215|0|6.0|2|-7.18|-0.107772644|-1460.5468529999998|-58.34300549|1.76|7.7696|94.12528108|169.7321223|-0.0365657189999999|0.0|4.9|0.656407461|1.67|7.7696
AKLKII_a46|AKLKII_a46||0|4.0|0|-6.5|-0.089369278||-34.061229|2.45|6.7423|160.85204040000002|76.99187522|-0.033194303|1.0|2.81|0.7721395329999999|3.39|6.7423
4k_a46|4k_a46|0.68553|1|3.0|1|-5.46|-0.086581945|-1053.196897|-49.65634024|3.79|7.0969|171.92614719999997|65.39662252|-0.0306644389999999|1.0|3.8|0.8732380740000001|4.77|7.0969
7c_a10|7c_a10|0.68708|1|5.0|1|-6.2|-0.0876410609999999|-1258.744382|-29.66615908|3.59|5.4191|87.99694927|54.79389751|-0.0223398779999999|1.0|3.48|0.52630639|4.43|5.4191
18b_a25|18b_a25|0.54166|1|4.0|0|-5.93|-0.078644297|-1767.2232149999998|-44.30110081|4.35|7.2924|80.36582704|44.73187305|-0.0305838929999999|1.0|3.58|0.7847794690000001|5.59|7.2924
18_a4|18_a4|0.57777|1|4.0|1|-6.58|-0.085817825|-1033.349218|-46.48874223|2.78|5.5817|203.5264327|110.7087804|-0.03479101|0.0|3.32|0.769438308|3.43|5.5817
1k_a5|1k_a5|0.5282|0|4.0|0|-5.99|-0.074297856|-1050.418953|-40.40908188|3.42|7.3188|165.11680719999998|110.6497654|-0.0301207529999999|1.0|2.71|0.724954458|4.76|7.3188
12t_a30|12t_a30|0.6842600000000001|0|6.0|2|-6.06|-0.1011561919999999|-1774.0165149999998|-58.89093185|3.21|8.0496|88.42093081|197.4742794|-0.037159417|0.0|4.63|0.745705883|3.74|8.0496
9a_a36|9a_a36|0.68682|0|5.0|2|-6.74|-0.10869601|-1252.578886|-45.04449811|1.95|7.8861|49.52042402|106.0201967|-0.039929147|0.0|4.69|0.7638345870000001|2.04|7.8861
12f_a36|12f_a36|0.70126|0|4.0|2|-6.33|-0.100276611|-1311.285102|-46.86832019|2.4|7.9586|43.53853176|103.2191714|-0.035813075|0.0|4.94|0.7803018709999999|2.45|7.9586
12g_a30|12g_a30|0.68366|0|6.0|2|-6.22|-0.10344931|-1742.965961|-58.41940906|2.36|8.0334|133.2169768|146.623137|-0.040568357|0.0|4.67|0.7743107290000001|2.48|8.0334
9_a47|9_a47|0.69084|0|4.0|0|-5.26|-0.0969292319999999|-1148.896866|-44.13640712|4.09|7.6|107.3271659|101.9336202|-0.036925422|1.0|2.87|0.790651977|5.61|7.6
10_a15|10_a15|0.70313|0|4.0|0|-4.97|-0.101494566|-1280.804272|-30.73805622|4.69|8.1549|6.497096666|38.90530741|-0.036384844|1.0|3.58|0.8301726490000001|6.3|8.1549
8_a4|8_a4|0.57675|1|3.0|1|-5.76|-0.065595042|-1450.071352|-27.90231822|3.85|7.2676|11.02158946|38.69916707|-0.024598141|1.0|2.99|0.7261541020000001|4.76|7.2676
10_a27|10_a27|0.63894|2|4.0|0|-6.51|-0.087022238|-1082.956472|-32.5969511|2.74|7.1612|6.0140309720000005|78.34972221|-0.031079371|1.0|3.01|0.7453606909999999|2.97|7.1612
11g_a5|11g_a5|0.63081|1|5.0|0|-6.84|-0.076326887|-1329.927772|-44.19305139|2.96|7.5229|68.77977167|106.4990972|-0.025442296|1.0|3.17|0.543581314|4.48|7.5229
17b_a25|17b_a25|0.6594800000000001|1|5.0|0|-6.53|-0.079392561|-1483.563965|-51.71860811|3.78|6.9957|99.61874923|89.34443096|-0.029249891|1.0|3.56|0.724866184|5.18|6.9957
A7701_a51|A7701_a51||0|3.0|0|-5.82|-0.078131694||-32.97926236|3.12|7.6021|146.2104641|62.31656919|-0.030384547|1.0|2.66|0.799046392|4.0|7.6021
