molecula|Fraction Csp3|MATS8s|GeomRadius|SssssC|SRW09|nFaHRing|FNSA3|PBF|Dipole (water)|AATSC1c|CYP2D6 inhibitor|CYP3A4 inhibitor|Lipinski|Synthetic Accessibility|WNSA5|AATSC8d|Absorption Energy (HOMO-LUMO transition) (eV)|DPSA3|pIC50
6e_a40|0.21|-0.011405885|6.972949117000001|0.0|8.421342866|1|-0.107312598|0.376602018|11.5248|-0.0148450439999999|0.0|1.0|0.0|3.98|-50.27304895|-0.205140551|2.9549|80.95296505|7.7447
17_a4|0.11|0.0147116789999999|5.923504372999999|-4.533317957|7.535296702|0|-0.0887214819999999|0.332034943|6.3221|-0.006491052|0.0|0.0|0.0|3.31|-23.75316417|-0.094767116|4.3363|51.22364842|6.057
6_a1|0.22|0.13761072|5.555887839|0.0|7.535296702|0|-0.057199415|0.212044989|8.0033|-0.005477033|1.0|1.0|0.0|2.94|-18.076387|-0.0538497079999999|4.0635|37.79009463|5.2924
8a_a50|0.11|-0.188882361|5.754657432|0.0|7.860570786|1|-0.069208148|0.278028663|5.5319|-0.00439531|1.0|1.0|0.0|3.34|-20.91041439|-0.058014797|4.1738|44.36511568|7.3279
12e_a36|0.17|-0.010494913|6.767371321000001|0.0|7.412764017000001|0|-0.07049439|0.4347714629999999|8735.0|-0.007100632|0.0|0.0|0.0|4.85|-40.85494129999999|-0.084051264|3.6699|56.96241436|7.8539
12d_a30|0.17|-0.0430927579999999|7.557073995|0.0|7.412764017000001|0|-0.073829724|0.366319099|4.8843|-0.006335328|0.0|0.0|0.0|4.75|-39.33285959|-0.075816941|3.4821|57.75411196|7.9508
12ad_a36|0.17|0.1563642469999999|8.770308295|0.0|7.412764017000001|0|-0.082404548|0.423689705|6.8996|-0.01083262|0.0|0.0|0.0|4.9|-54.02363038|0.010723827|3.8512|80.12771975|7.7696
31_a47|0.1|-0.1978980839999999|8.214180216|0.0|6.842683282|1|-0.10715233|0.486720182|8.6244|-0.00869363|1.0|1.0|0.0|3.18|-40.66927863|0.001073537|3.6369|79.74238158|7.8
13d_a5 (GW788388)|0.2|0.024905619|8.077599766|0.0|6.605297921|0|-0.086824482|0.54169129|3355.0|-0.005668173|1.0|1.0|0.0|3.21|-36.95444874|0.024793388|4.1706|67.0626077|7.7447
47t_a18|0.15|0.005590928|8.780037801|0.0|7.03438793|0|-0.119202068|0.240001773|9.6938|-0.0128248239999999|0.0|0.0|0.0|3.86|-46.27207168|-0.04785474|3.1164|89.19655162|6.1068
15d_a10|0.35|0.02497303|8.429169102000001|0.0|7.535296702|1|-0.057588609|0.565801561|3.8163|-0.002831383|1.0|1.0|0.0|3.71|-32.06793721|0.007032164|3.8591|54.18663419|7.1612
6_a4|0.26|-0.169533683|5.758624844|0.0|7.535296702|1|-0.052396457|0.417868437|3.2192|-0.001221193|1.0|1.0|0.0|3.38|-20.7966895|-0.208689928|4.0354|33.5125766|5.8861
14y_a23|0.05|0.137426346|8.213390641|0.0|7.423568444|1|-0.057809342|0.2271539169999999|6.5205|-0.005875443|0.0|1.0|0.0|3.41|-38.54233552|-0.031435038|3.6413|52.97547894|8.4225
19_a3|0.06|-0.0150769919999999|5.342307798999999|0.0|6.605297921|1|-0.067674689|0.225451546|2.8758|-0.003417504|1.0|1.0|0.0|2.81|-19.01853079|0.036226415|3945.0|36.92898885|7.6383
1c_a5|0.05|0.128385959|6.063350238|0.0|6.605297921|0|-0.068062282|0.436308619|2.6801|-0.001983746|1.0|1.0|0.0|2.78|-18.41507338|-0.058823529|4.5088|39.09545876|5.4
11_a3|0.0|0.132535663|5.475372235|0.0|6.823286122000001|1|-0.0955396769999999|0.175996916|4.4522|-0.01008647|1.0|1.0|0.0|3.19|-22.2443844|-0.023103765|3.2232|51.99171876|7.3979
17_a20|0.08|-0.131511077|8.198616089|0.0|6.842683282|1|-0.063665681|0.3874475579999999|5.3075|-0.005457467|1.0|1.0|0.0|3.5|-35.00871763|-0.072863159|3.3926|51.60929807|5.6478
9h_a40|0.11|-0.160855189|6.922257828999999|0.0|7.515889085|1|-0.09201708|0.219852623|2841.0|-0.009041931|1.0|1.0|0.0|3.3|-23.98506758|-0.185|3.3675|52.2411122|5.4001
14e_a25|0.07|-0.144369439|8.459867391|0.0|6.842683282|1|-0.1011107469999999|0.448918026|7.2625|-0.008591251|1.0|1.0|0.0|3.62|-53.79722636|0.011176663|3.9613|84.98800478|7.1249
7h_a8|0.0|0.095758228|7.589672923999999|0.0|7.05012252|0|-0.093181899|0.314190914|9.1188|-0.00534208|0.0|0.0|1.0|3.12|-31.05895923|0.0260356679999999|3.9282|60.42608164|4.9788
34_a47|0.16|0.046668352|7.066583143|0.0|6.842683282|1|-0.061957581|0.437215023|6.2235|-0.004157676|1.0|1.0|0.0|3.19|-27.64315244|0.078153957|3.8892|45.23285281|8.7
9c_a31|0.35|-0.000533581|8.188627935|0.0|7.765993078999999|0|-0.103325018|0.287455956|2.2323|-0.013082561|1.0|1.0|0.0|3.66|-52.02424796|-0.062737615|3.849|85.15486955|6.3768
38_a18|0.34|-0.03302891|10.98254153|0.0|7.03438793|0|-0.076974444|0.423402315|2.7244|-0.00575311|1.0|1.0|1.0|4.53|-52.08807522|-0.003893067|3.2241|67.92930461|7.041
8_a1 (SB-202620)|0.0|-0.042789124|7.432247389|0.0|6.86171134|0|-0.117682533|0.174628594|5.5005|-0.013785521|1.0|0.0|0.0|2.74|-33.88588996|0.037553634|3.4052|75.57687443|6.3979
12_a47|0.0|0.055943216|7.042279354|0.0|6.605297921|1|-0.084846808|0.266995634|3.5884|-0.005522244|1.0|1.0|0.0|2.73|-24.91541818|0.0295267039999999|3.9538|53.5720844|8.2
9_a27|0.16|0.017503266|5.03925321|0.0|6.842683282|1|-0.078270599|0.36853691|4.0436|-0.0073742819999999|0.0|1.0|0.0|3.12|-23.50038785|-0.0447599329999999|4.1673|50.45546414|8.699
5e_a40|0.21|-0.402340487|6.533857846|0.0|8.149890544|1|-0.076883794|0.0499188609999999|10282.0|-0.004925115|0.0|0.0|0.0|3.03|-20.29110082|0.029272031|3.7138|46.00255248|7.6021
5a_a40|0.21|-0.442215721|5.507689573|0.0|8.149890544|1|-0.078132307|0.04987082|7.6003|-0.004609716|0.0|1.0|0.0|3.04|-17.82228195|-0.02394636|3.7921|43.71412865|7.0915
3d_a49|0.15|0.01450704|6.612715522999999|0.0|7.535296702|1|-0.099295364|0.464410121|2.3278|-0.003398408|0.0|1.0|0.0|3.29|-31.67236018|0.017871379|3.8907|63.08192694|5.6308
47p_a18|0.28|0.030970815|9.923659881|0.0|7.03438793|0|-0.06909945|0.278332428|4.6652|-0.005394244|1.0|1.0|0.0|4.29|-45.24146169|-0.049428094|3.2036|57.05881288|7.1938
14ae_a23|0.12|0.107765697|8.123993885|0.0|7.423568444|1|-0.065169397|0.202342743|9.5944|-0.007539122|0.0|1.0|0.0|3.74|-44.69687612|0.0289586779999999|3.6036|71.53368511|8.6038
8e_a46|0.32|-0.241393458|5.504080656|0.252655541|7.727094485|0|-0.053352779|0.281227001|3.7755|-0.001015139|1.0|1.0|0.0|3.21|-17.10778729|-0.016857659|4.5092|32.04299109|6.3915
3j_a32|0.24|-0.020129489|5.900829539|0.0|8.234564993|1|-0.070289671|0.27811778|5.9266|-0.006580847|1.0|1.0|0.0|3.27|-26.79963418|-0.052622352|3.4982|44.64569478|8.0969
12c_a36|0.14|-0.033217921|6.772454418|0.0|7.412764017000001|0|-0.073370864|0.462597812|6.6973|-0.007667703|0.0|0.0|0.0|4.74|-43.57746274|-0.056994595|3.8436|59.70517794|8.0458
12x_a30|0.21|-0.062251445|7.794822643|0.0|7.412764017000001|0|-0.071909912|0.398925866|4.8197|-0.006008579|0.0|0.0|0.0|4.86|-39.99960559|-0.1066694919999999|3.4831|57.2323071|7.6556
4n_a46|0.27|-0.06655165|5.666371466|0.126268818|7.825245291|0|-0.103381106|0.371438024|8773.0|-0.004696854|0.0|1.0|0.0|3.75|-25.91889741|-0.064683066|3.953|61.43721285|5.2845
7c_a10|0.26|-0.087063341|6.703148323|0.0|7.535296702|1|-0.05074318|0.487148112|5.0714|-0.00375251|1.0|1.0|0.0|3.48|-29.95538587|-0.066271289|3.8357|45.70671102|5.4191
12as_a36|0.17|-0.0389138329999999|8.768282531|0.0|7.412764017000001|0|-0.082748367|0.291030086|6.8556|-0.007672841|0.0|0.0|0.0|4.86|-49.71556877|-0.025398105|3.851|68.71652969|7.2291
14a_a22|0.08|-0.09744639|8.052850876|0.0|6.842683282|1|-0.062215607|0.490491034|6603.0|-0.0050042229999999|1.0|1.0|0.0|3.42|-37.82586486|-0.015194063|3.5707|56.88212098|7.4202
17g_a50|0.35|-0.10642733|8.130878433|0.0|7.934155233999999|1|-0.048170917|0.442201795|9.1706|-0.002050512|1.0|1.0|0.0|4.04|-31.48270383|-0.1155555559999999|4.0458|41.85775712|6.6091
4S4l_a46|0.36|-0.001318857|5.668394116|0.171853072|7.825245291|0|-0.090807851|0.213675946|2.8473|-0.004736212|1.0|1.0|0.0|3.92|-25.11158939|-0.161358058|4.1414|53.34424204|6.5834
12y_a36|0.12|0.046673879|7.589386902|0.0|7.412764017000001|0|-0.076585128|0.424572485|8249.0|-0.00707164|0.0|0.0|0.0|4.88|-44.53093547|-0.028440975|3.8794|64.53055627|7.9208
12az_a36|0.21|-0.061924322|8.449849817|0.0|7.412764017000001|0|-0.071762413|0.411597359|7.821000000000001|-0.009570959|0.0|1.0|0.0|4.96|-52.96429617|-0.012800556|3.6095|74.65245915|7.2366
1l_a5|0.14|-0.174469948|7.401206343999999|0.0|6.605297921|0|-0.068685233|0.357062421|3.3694|-0.00183668|1.0|1.0|0.0|2.98|-21.62050954|-0.05139414|4.3664|43.23617395|7.4949
40_a47|0.11|0.018609507|7.042383142|0.0|6.823286122000001|1|-0.060416547|0.237173658|6.5995|-0.004181351|1.0|1.0|0.0|3.07|-24.22401965|0.056362705|3.7236|43.64000551|8.4
8d_a12|0.1|-0.091036025|6.93584319|0.0|6.580639137|1|-0.077834742|0.266886187|3.0277|-0.0076893469999999|1.0|1.0|0.0|4.06|-32.00762818|-0.046326855|3.7397|49.58366734|7.6021
13b_a6|0.12|-0.029988734|9.087172635|0.0|7.412764017000001|0|-0.093125205|0.202093555|13.5746|-0.011206134|1.0|1.0|0.0|3.56|-48.5571926|-0.064811009|3.6322|82.07670290000002|6.7595
27_a47|0.26|0.0436226579999999|7.083168776|0.0|6.842683282|1|-0.0630454209999999|0.337815064|5.2214|-0.003631596|1.0|1.0|0.0|3.37|-32.56705871|0.013336016|3.8125|50.9207639|5.6
12_a1|0.05|-0.045776997|7.679719277999999|0.0|7.423568444|0|-0.0964711209999999|0.210514881|10.1801|-0.011221829|1.0|1.0|0.0|3.29|-35.28166588|-0.051772288|3.1744|75.59644237|5.5302
12g_a40|0.0|0.020185301|7.692740528|0.0|7.515889085|1|-0.0951493559999999|0.289122732|2.7075|-0.01011728|0.0|0.0|0.0|3.24|-27.42361099|-0.211162861|3.1577|56.61727428|6.1403
3d_a32|0.24|-0.069007775|6.15119195|0.0|7.765993078999999|1|-0.06869526|0.2214902789999999|5.1728|-0.006420365|1.0|1.0|0.0|3.34|-27.31750365|-0.0602430179999999|3.5105|45.000975700000005|8.0915
12j_a30|0.17|0.0060012969999999|8.067697897|0.0|7.412764017000001|0|-0.073909106|0.328405591|5.1081|-0.006336585|0.0|0.0|0.0|4.76|-39.31313154|-0.075816941|3.4788|57.85371764|8.058
12al_a36|0.17|0.125005134|8.774664332|0.0|7.412764017000001|0|-0.077842923|0.2689491989999999|8.1781|-0.008463062|0.0|0.0|0.0|4.81|-45.86257662|-0.031635802|3.5511|68.94274882|7.3188
19f_a38|0.14|-0.075025988|6.164440995|0.0|7.412764017000001|0|-0.085318318|0.488059925|7.1655|-0.007831113|1.0|1.0|0.0|4.82|-45.42524686|-0.054832432|3.4422|67.96791709|7.1397
12f_a36|0.21|-0.109793154|7.416874811|0.0|7.412764017000001|0|-0.071035495|0.3416917479999999|7.8454|-0.006773586|0.0|0.0|0.0|4.94|-43.65234724|-0.06756661|3.6545|58.64442871|7.9586
12bf_a36|0.14|-0.0480253509999999|7.546900716000001|0.0|7.412764017000001|0|-0.090461753|0.356652646|7.5932|-0.00832865|0.0|0.0|0.0|4.72|-45.73631152|-0.0206090089999999|3.874|72.27889645|8.2218
7_a3|0.0|-0.224253635|5.198046584|0.0|6.823286122000001|1|-0.1034274319999999|0.5999725029999999|3.9813|-0.008855374|1.0|1.0|0.0|3.02|-23.61864737|0.030246987|3.4435|55.98630667|5.9901
3t_a32|0.3|0.0466380209999999|8.107111779|0.0|7.765993078999999|1|-0.080203824|0.217914628|2.7003|-0.006089333|1.0|1.0|0.0|3.58|-38.89478416|-0.086478322|3.5487|59.65287508|8.0458
4_a18 (SD-208)|0.0|-0.058455902|6.239898178|0.0|0.0|0|-0.077885485|0.115284206|5.2085|-0.012457606|1.0|1.0|0.0|2.77|-26.40375252|-0.056245435|3.2777|51.01127638|7.0969
4d_a49|0.22|-0.008564167|7.998287218|0.0|7.535296702|1|-0.089942837|0.410804214|5.5765|-0.006135653|1.0|1.0|0.0|3.38|-32.61868996|0.013451218|3.8047|63.79609555|7.7447
7b_a8|0.09|0.048462902|7.698000901|0.0|7.535296702|0|-0.101439013|0.282366236|12.7344|-0.009659873|0.0|1.0|0.0|3.49|-35.90168309|-0.0254956129999999|3.26|80.62622045|4.8687
15_a47|0.06|-0.131424138|6.984778596|0.0|6.605297921|1|-0.084413593|0.429825305|3.7709|-0.00516949|1.0|1.0|0.0|2.89|-25.87091101|0.0506476009999999|4.0594|54.07328082|7.8
14b_a3|0.06|-0.133815639|4.989782639|0.0|6.823286122000001|1|-0.090994113|0.379746504|3.8724|-0.009130444|1.0|1.0|0.0|3.18|-24.15156108|-0.102362298|3.0724|50.77131401|6.4202
21_a34|0.12|0.116926272|7.253455092999999|0.0|8.002694162000001|0|-0.09533089|0.527371706|7.9399|-0.012535886|0.0|1.0|0.0|3.43|-53.03643341|-0.009996155|3091.0|86.89263143|5.4737
15c_a10|0.37|-0.03167553|8.639636218|0.0|7.535296702|1|-0.046967376|0.418835517|4.8283|-0.002218445|1.0|1.0|0.0|3.85|-34.91899195|0.0123939039999999|3.6709|42.7883594|7.0
14b_a50|0.35|0.030057537|6.3538844910000005|0.0|7.934155233999999|1|-0.050362464|0.7031402240000001|6.7927|-0.003935732|1.0|1.0|0.0|4.64|-32.9673668|-0.041169251|4.0775|47.72661339|5.1818
7d_a10|0.19|0.0658971929999999|6.100927672|0.0|7.535296702|1|-0.059327943|0.421731106|3.4695|-0.00179944|1.0|1.0|0.0|3.21|-19.95666068|-0.0325418129999999|3.8856|37.04365163|6.0325
16_a15|0.08|0.080837546|6.798937229|0.0|0.0|0|-0.08870471|0.7427725270000001|11.7447|-0.008593957|1.0|1.0|0.0|3.59|-47.4317527|-0.011969556|4.1295|65.48636021|7.6778
13i_a6|0.12|0.145878803|8.294136887|0.0|7.412764017000001|0|-0.120457274|0.221116773|10.1375|-0.0149593219999999|1.0|1.0|0.0|3.59|-58.20996912|-0.032549318|3.5614|101.6533459|7.6778
13a_a30|0.13|0.019603815|8.066980235|0.0|7.412764017000001|0|-0.109682335|0.478381813|1.4855|-0.011002918|0.0|0.0|0.0|4.76|-51.70573895|-0.0351777|3.5288|86.55791128|7.8665
13n_a6|0.08|-0.064779873|8.872063579|0.0|6.842683282|1|-0.100363599|0.307384948|10.1967|-0.010884884|1.0|1.0|0.0|3.55|-51.52585133|-0.033224059|3.3510000000000004|81.06784641|7.1249
16_a31|0.14|-0.038841601|5.521618837|0.0|7.758333467000001|0|-0.142079397|0.29485045|5.5943|-0.020181753|1.0|1.0|0.0|3.2|-33.36862997|0.06214876|3.6596|84.57819254|7.0458
12s_a30|0.14|0.006789196|8.066744794|0.0|7.412764017000001|0|-0.090733404|0.404041243|3.9579|-0.007621736|0.0|0.0|0.0|4.63|-43.45862792|-0.04950715|3.5348|71.26547471|8.129
6_a47|0.05|-0.149904224|6.480620646|0.0|0.0|1|-0.080118846|0.446564415|4.2153|-0.008723045|1.0|1.0|0.0|2.82|-28.411587800000003|0.0402365489999999|3.7196|48.75381069|7.9
13c_a5|0.17|0.003545487|8.492261628|0.0|6.605297921|0|-0.077308234|0.4148662979999999|2.9732|-0.005082338|1.0|1.0|0.0|3.13|-33.29709668|-0.018055556|4.2145|66.23254483|6.9101
14n_a23|0.09|0.219354173|8.662092555|0.0|7.423568444|1|-0.058928845|0.209387766|7.2975|-0.0068536419999999|0.0|1.0|0.0|3.53|-37.64460956|-0.059870135|3.4217|58.08878013|9.2441
4j_a46|0.39|-0.061823242|6.274010655|0.19521727|7.825245291|0|-0.05924408|0.295221643|3.8105|-0.002284836|1.0|1.0|0.0|4.0|-25.95898597|-0.176133068|4.4093|43.80358011|6.0942
4f_a46|0.38|-0.2076648489999999|5.654067072999999|0.2096617139999999|7.825245291|0|-0.055836642|0.296072934|3.7419|-0.001035775|1.0|1.0|0.0|3.88|-19.85993046|-0.115631645|4548.0|35.0293449|6.7375
14a_a25|0.08|-0.085643386|7.39139255|0.0|6.842683282|1|-0.069657015|0.326595394|4.1656|-0.004483962|1.0|1.0|0.0|3.43|-36.28756839|-0.019985937|3.9479|54.17569023|6.684
4_a3|0.0|-0.028924747|5.05182773|0.0|6.823286122000001|1|-0.110345083|0.5842630360000001|3.1409|-0.008561428|1.0|1.0|0.0|2.94|-22.30593113|0.0248526079999999|3.4771|56.26480013|5.9
16j_a32|0.33|0.168000908|7.357962381|-0.082980188|7.765993078999999|1|-0.07651119|0.509776381|4.0992|-0.0139074189999999|0.0|1.0|0.0|3.86|-54.6758122|0.021997616|3.629|71.35869023|8.0315
14_a15|0.12|-0.021648026|6.040010666000001|0.0|0.0|0|-0.063809873|0.7461324029999999|5.0894|-0.006678826|1.0|1.0|0.0|3.56|-37.68282812|-0.015736888|3.6209|50.29869851|7.5229
13_a10|0.15|0.00746881|5.069505473|0.0|7.535296702|1|-0.094726989|0.4676169839999999|5.3726|-0.0057715859999999|1.0|1.0|0.0|3.02|-21.04167667|-0.001592366|3.8419|54.05778885|6.7959
12ah_a36|0.14|0.011674455|8.26712637|0.0|7.412764017000001|0|-0.0758457179999999|0.271553945|7.6265|-0.007648622|0.0|0.0|0.0|4.73|-44.23111357|-0.050147748|3.7792|60.9481085|7.9586
18b_a30|0.13|0.022695194|7.513189589|0.0|7.412764017000001|0|-0.078751666|0.413791511|6.5037|-0.006947027|0.0|0.0|0.0|4.78|-41.72392601|-0.051413084|3.5256|65.24093056|7.6003
12bb_a36|0.14|0.0534307559999999|7.854524291000001|0.0|7.412764017000001|0|-0.090660196|0.314702945|8657.0|-0.008239316|0.0|0.0|0.0|4.72|-47.11573753|-0.027636036|3.8001|72.36704599|8.0
14o_a23|0.09|0.000891427|9.016411722|-4.758526534|7.423568444|1|-0.072435569|0.328340215|8.3591|-0.014680137|0.0|1.0|0.0|3.55|-47.58321438|-0.049105045|3.6989|64.33441296|8.4815
3_a3|0.0|-0.082619043|5.025797436|0.0|7.285506549|1|-0.107269779|0.583866845|2.8045|-0.010040064|1.0|1.0|0.0|3.11|-20.54492513|0.069435247|3.3475|54.67064981|5.93
A7701_a51|0.06|0.00552665|5.137516673|0.0|6.605297921|1|-0.071384149|0.514530959||-0.002377784|1.0|1.0|0.0|2.66|-16.67652408|-0.0299823629999999||36.39998243|7.6021
3a_a12|0.05|-0.021522321|5.924949067000001|0.0|0.0|0|-0.07121814|0.241900756|1.9332|-0.007671441|1.0|1.0|0.0|3.84|-21.73969523|-0.0161799839999999|3.7304|39.46272532|6.7122
12c_a30|0.14|-0.031986012|7.652098812999999|0.0|7.412764017000001|0|-0.076777688|0.39541773|4.7893|-0.006900253|0.0|0.0|0.0|4.62|-41.12547305|-0.072247675|3.5286|60.4942895|7.9914
12g_a31|0.32|-0.076150332|8.098256552|0.0|7.765993078999999|0|-0.1284353869999999|0.325789284|2.4038|-0.01500347|1.0|1.0|0.0|3.61|-49.45404266|-0.082116813|3.8349|97.88920296|6.9586
25d_a34|0.12|0.14554928|6.933980884|0.0|7.412764017000001|0|-0.100582621|0.631894475|8.0068|-0.015046463|1.0|1.0|0.0|3.58|-54.29641443|0.00670464|4.2732|85.89233572|6.0223
19e_a38|0.12|0.04818471|6.596408983|0.0|7.412764017000001|0|-0.083623427|0.552393659|8.0952|-0.007550899|0.0|1.0|0.0|4.96|-46.37503972|-0.038386106|3.8587|70.62168376|8.0083
7f_a10|0.23|-0.009545801|6.115784565|-4.8022906380000006|7.535296702|1|-0.064238302|0.7359022890000001|3.2524|-0.011104817|0.0|1.0|0.0|3.37|-29.53487321|-0.0971900919999999|3.6256|40.22275023|6.8508
8d_a8|0.12|0.0780635059999999|7.507839835|0.0|7.05012252|0|-0.1072746469999999|0.377028311|7.5674|-0.0111144189999999|0.0|1.0|0.0|3.61|-43.86958028|-0.117111249|3.2963|88.24385833|4.7303
19i_a38|0.14|-0.040954326|6.690507557999999|0.0|7.412764017000001|0|-0.08347616|0.4748744179999999|8.6365|-0.008447598|1.0|1.0|0.0|4.8|-42.53502816|-0.053762162|3.6129|64.99417804|7.9031
4_a47|0.05|-0.095209424|6.468023748999999|0.0|0.0|1|-0.07804769|0.444849947|5.4892|-0.008204735|1.0|1.0|0.0|2.75|-27.39669054|0.011775922|3.73|46.69151766|7.5
7l_a46|0.28|-0.1237456669999999|5.273701985|0.256706467|7.727094485|0|-0.0565894359999999|0.253138137|3.9009|-0.00090473|1.0|1.0|0.0|3.04|-14.63933792|0.050638298|4.5464|32.8948756|5.7122
3_a4|0.15|-0.0862461019999999|4.832514477|0.0|7.535296702|1|-0.052578183|0.462670692|3205.0|-0.001141383|1.0|1.0|0.0|2.99|-15.5080075|0.050638298|4.0639|30.67413075|6.983
8e_a8|0.04|0.02023118|7.50719734|0.0|7.05012252|0|-0.115572516|0.280304418|7.7951|-0.010579355|0.0|0.0|0.0|3.2|-39.238709|-0.051339286|3.2737|83.37098475|4.7014
16h_a32|0.26|-0.003188883|6.710057805|0.0|7.765993078999999|1|-0.081151869|0.44308098|4.2275|-0.015656019|0.0|1.0|0.0|3.61|-49.03221545|-0.022634676|3.6182|64.87717961|8.0655
17d_a50|0.35|-0.1921395789999999|6.996105516|0.0|8.105609402|1|-0.044172353|0.8020670809999999|7.9942|-0.002166617|1.0|1.0|0.0|4.07|-33.56790124|-0.125540541|4.0506|41.18485076|7.1308
17a_a22|0.15|0.155547571|8.549622191000001|0.0|6.842683282|1|-0.072161482|0.345497724|2.268|-0.005149751|1.0|1.0|0.0|4.02|-41.03828927|-0.005724389|1.3971|58.9027164|7.0862
19h_a38|0.14|-0.054149342|6.820483788|0.0|7.412764017000001|0|-0.082211319|0.3263113569999999|9.0777|-0.007781653|1.0|1.0|0.0|4.8|-38.17354026|-0.070688288|3.5358|60.94327866|8.0348
13a_a6|0.12|0.090839165|8.038453162|0.0|7.412764017000001|0|-0.094081761|0.22670695|9.2157|-0.01115741|1.0|1.0|0.0|3.53|-48.51283287|-0.0525259259999999|3.651|82.36189896|7.3372
4p_a46|0.3|-0.078703563|5.828038618|0.122217892|7.825245291|0|-0.0997229069999999|0.3352802039999999|5.3996|-0.004413243|0.0|0.0|0.0|3.89|-26.78464688|-0.120823841|3.9958|60.7522985|6.4672
4k_a46|0.33|-0.003017362|5.726809252000001|0.173180233|7.825245291|0|-0.091943864|0.260665072|5.7714|-0.0049602|1.0|1.0|0.0|3.8|-25.25406274|-0.1032662209999999|4.4485|53.45751583|7.0969
3_a27|0.05|0.136381755|6.457886343999999|0.0|6.605297921|1|-0.06145119|0.397733752|4.1551|-0.00648099|0.0|1.0|0.0|3.03|-23.10213938|0.024154412|3.962|41.78149261|8.3979
34_a20|0.08|-0.101401966|7.940146766|0.0|6.842683282|1|-0.0851907119999999|0.408491116|5.4994|-0.0057643419999999|1.0|1.0|0.0|3.43|-38.68669181|-0.054458882|3.8699|66.0848174|7.2147
30_a47|0.05|-0.1340278869999999|6.886726437999999|0.0|6.842683282|1|-0.108232368|0.384732322|3.6487|-0.0092264759999999|1.0|1.0|0.0|3.03|-38.63044093|0.0467853809999999|3.7159|78.59180109|7.9
18a_a30|0.14|0.003991162|7.050626413|0.0|7.412764017000001|0|-0.072474599|0.294303776|5.2813|-0.006673169|0.0|0.0|0.0|4.75|-36.97308547|-0.094932667|3.4712|55.73981304|7.6108
47r_a18|0.22|0.017110504|9.819988422|0.0|7.03438793|0|-0.083915825|0.26560995|3.2001|-0.0058631659999999|1.0|1.0|1.0|4.55|-48.70193962|-0.030106257|3.1705|74.34599189|6.6364
9r_a24|0.22|-0.120617935|9.672636984|0.0|6.605297921|0|-0.0618978309999999|0.32720212|3.0322|-0.004640179|1.0|1.0|0.0|3.53|-36.86695997|-0.043274854|4.2877|51.92828155|7.9586
47l_a18|0.25|0.00676294|9.423637134|0.0|7.03438793|0|-0.08034939|0.2820044969999999|3.3864|-0.006400878|1.0|1.0|0.0|4.17|-42.43906517|-0.056270425|3.2026|63.6949231|7.4949
12n_a36|0.17|0.162338703|6.863551112000001|0.0|7.412764017000001|0|-0.089275906|0.239018516|14.3562|-0.0099988159999999|0.0|0.0|0.0|5.03|-53.08197085|-0.000273044|3.6382|74.70951411|7.8239
14p_a23|0.04|0.099883916|9.014073839|0.0|7.423568444|1|-0.063033628|0.223758613|9986.0|-0.005975594|0.0|1.0|0.0|3.48|-36.77082544|-0.053921569|3.5752|57.44364296|8.5302
12l_a30|0.17|-0.045411075|9.258542907|-4.712037416|7.412764017000001|0|-0.0905026719999999|0.37422435|2.9851|-0.015371073|0.0|0.0|0.0|4.72|-53.74781658|-0.02588969|3.5245|74.10578426|7.2154
8_a47|0.13|-0.035681436|6.492934319|0.0|7.252053952000001|1|-0.075955381|0.517797505|4.6281|-0.007835945|1.0|1.0|0.0|3.02|-30.83488674|-0.14203855|3.6696|49.14108595|7.3
13a_a5|0.13|-0.048584084|8.571729592999999|0.0|6.605297921|0|-0.08903048|0.470564031|4.1671|-0.006081807|1.0|1.0|0.0|3.07|-34.78546088|-0.025324157|4.2107|68.09484712|7.041
4l_a46|0.36|-0.001318857|5.80829255|0.171853072|7.825245291|0|-0.09094885|0.291762764|3.7624|-0.004736212|1.0|1.0|0.0|3.92|-27.26452605|-0.161358058|4.4542|55.17245545|7.0088
12t_a30|0.14|-0.003937967|7.957774504|0.0|7.412764017000001|0|-0.090535776|0.408290036|3.2145|-0.007755575|0.0|0.0|0.0|4.63|-42.80050261|-0.04950715|3.5457|71.1605835|8.0496
8g_a12|0.1|-0.04981165|6.882798206|0.0|6.580639137|1|-0.076856227|0.274352085|4.2131|-0.0084227909999999|1.0|1.0|0.0|4.07|-31.79592789|-0.040257632|3.731|47.30807670000001|5.43
18d_a25|0.11|-0.03671629|9.479218984|0.0|6.842683282|1|-0.061527513|0.278576218|4.3658|-0.0029605|1.0|1.0|0.0|3.66|-43.24308488|0.016982601|3.6392|54.70994625|6.6345
14e_a23|0.09|0.133270225|8.020794334|-4.45581912|7.423568444|1|-0.073376247|0.267882223|5.5469|-0.008865361|0.0|1.0|0.0|3.54|-43.33511299|-0.009871698|3.7033|63.61519626|8.5214
9_a4|0.19|-0.151437311|5.744374392999999|0.0|7.535296702|1|-0.052625548|0.472497372|5.4739|-0.00136737|0.0|1.0|0.0|3.18|-20.60179129|-0.0454860859999999|4.0137|33.55665428|7.3188
3a_a32|0.07|-0.045516432|5.755284924|0.0|7.678326357|1|-0.080607266|0.30031978|5.7916|-0.007588088|1.0|1.0|0.0|2.96|-20.78892268|0.125185185|3.6308|47.69828617|8.5686
