molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1i|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
IN1166_a11|1|0|0|3.433539068|0|1.429020445|0.0|-0.089778965|4.727387819|-0.008507023|-0.378539035|-0.003356527|10.95053349|-0.037793156|1|1|-0.223618825|0.102257199|0.827254552|0.790249345|1|0.863273559|-0.0896538619999999|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|0.136726441|94.40543077|-0.031642539|9.546719887|0.694302821|-35.26269962|76.76995134|-21.84820685|2865.055175|596.0640225999999|0.305697179|12.63334911|0.8639230290000001|6310.825439|211.0745642|-769.3614916|31.46783535|-268.3203251|1604.859603|676.2770877|14.86669859|1.0|1.0|2.0|3.51|0.08|-10.18|5.01|1.0|123.82|0.0|5.0|-5.11|5.0|-6.52|417.47|0.0|1.0|3.31|1.65e-05|0.00688|0.0|0.0|-0.07275|4.9857|3.2827|-1347.256659|1198.36|0.3425|554.63|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|-0.13823|3365.0|-0.21098|0.04189898|12.0|7.9318|7.9318
12k_a30|0|0|0|0.0|2|0.604984231|0.0|-0.001755273|5.351858133|-0.029595542|-0.44562817|0.0043261129999999|10.31162844|-0.038714845|1|1|-0.154412059|0.001281277|0.883029843|0.7933543279999999|0|0.815083558|-0.098188266|0.024177669|-52.35426525|-65.04897323|16.01752015|0.184916442|122.5057244|-0.035199567|10.61148425|0.7081361979999999|-34.68429919|80.03127603|-23.31944323|2920.279667|539.9866061|0.291863802|15.93977881|0.893775698|6393.133321|193.3575303|-818.7944715|32.93073182|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|0.0|1.0|1.0|4.72|0.17|-6.74|3.89|2.0|133.77|1.0|6.0|-5.44|5.0|-6.19|428.51|0.0|0.0|2.57|1.19e-05|0.0050799999999999|0.0|0.0|-0.05055|5.1958|3.4715|-1690.269144|1200.31|0.2257|564.62|0.39318|0.6864899999999999|-1690.031103|0.1512|-0.14743|4.9516|-0.19798|0.03357755|24.0|7.6144|7.6144
18a_a30|0|0|0|0.0|2|0.604987543|0.0|0.045071414|5.351858133|-0.02919335|-0.353677943|0.005050384|10.31163887|-0.094932667|1|1|-0.094526372|0.003991162|0.842671963|0.7961424690000001|0|0.85918121|-0.095397479|0.017060045|-45.11907802|-59.38972262|10.62073502|0.14081879|87.66676984|-0.036990859|6.611941026|0.7904991659999999|-28.08889239|69.35818061|-23.02866795|2721.874248|534.88346|0.209500834|12.72666325|0.8050400790000001|5942.293347|130.4247923|-702.4886239|29.1318055|-361.7006453|1427.458469|620.9195447000001|9.968457988|0.0|0.0|1.0|4.75|0.14|-6.64|3.84|2.0|127.28|1.0|5.0|-5.28|4.0|-5.98|398.48|0.0|0.0|2.63|1.4e-05|0.0056|0.0|0.0|-0.05605|3.4712|3.4712|-1575.755101|1120.46|0.3781|508.08|0.69033|0.69033|-1575.54671|0.3781|-0.1418|4.2514|-0.19785|0.03180853|25.0|7.6108|7.6108
12at_a36|1|0|0|3.4361495580000003|2|1.297042863|0.0|-0.04229234|5.351858133|-0.073048351|-0.653190113|-0.001148437|10.95446888|-0.037590959|1|1|-0.227404687|-0.08859337|0.890810337|0.7767870459999999|0|0.751856692|-0.110637955|0.029516069|-58.66704838|-76.61315774|20.43891035|0.248143308|171.8311073|-0.037537878|14.1532755|0.6744421970000001|-40.6250081|95.60375457|-25.99374995|3041.832389|520.6361161|0.325557803|17.44496351|0.974034457|6537.399158|225.4381077|-1007.989912|38.54110857|-241.591008|2158.30208|735.3783268|18.99059683|0.0|0.0|2.0|4.9|0.17|-6.62|2.7|1.0|135.03|1.0|7.0|-4.18|6.0|-7.18|439.47|0.0|0.0|1.76|8.36e-05|0.0367|0.0|0.0|-0.05703|4.7133|3.8408|-1460.797444|1238.61|0.4765|589.75|0.42968|0.6802600000000001|-1460.549244|0.2076|-0.15607|6.4676|-0.2131|0.03651452|78.0|7.1079|7.1079
12am_a36|1|0|0|3.340519946|2|1.240140551|0.0|0.088482802|5.351858133|-0.297354748|-0.921315581|-0.011700732|10.9602097|-0.037654321|1|1|-0.3344729369999999|-0.0147665219999999|0.885733922|0.624142499|0|0.814986544|-0.118101664|0.017590648|-63.19394154|-81.59051640000001|12.15249658|0.185013456|127.81651770000002|-0.045928425|8.395550408|0.788334835|-43.65752487|95.53118838|-31.72964526|3230.6292780000003|563.0333297999999|0.211665165|17.01968794|0.940085891|7238.033439|146.228847|-1183.702712|40.24894481|-398.3921535|2173.44302|672.4630346|13.94067198|0.0|0.0|2.0|4.81|0.17|-7.14|3.31|2.0|130.43|1.0|7.0|-5.2|8.0|-6.4|465.43|0.0|0.0|2.65|8.6e-06|4.0|1.0|0.0|-0.0569799999999999|5.2317|3.8606|-1645.169789|1206.77|0.4894|562.14|0.40752|0.6805100000000001|-1644.952145|0.2987|-0.15658|5.9258|-0.21356|0.03550681|0.06|7.2218|7.2218
7e_a8|1|0|0|3.038052327|0|1.394799915|1.3496955309999998|-0.150447714|4.844187086|-0.052939815|-0.289324602|0.0024398329999999|10.94332434|-0.0446343779999999|1|1|0.07125309|-0.023521398|0.790500031|0.577394732|0|0.8291560379999999|-0.0886889709999999|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|0.170843962|102.177831|-0.037446454|7.725998682999999|0.776001552|-30.79383811|64.23177694|-22.39586026|2605.914474|495.8990914|0.223998448|14.654025199999998|0.902163597|5808.479788000001|133.9683023|-602.7501229|28.86058693|-330.14031780000005|1298.726412|519.5762494|11.18895001|0.0|0.0|1.0|3.2|0.04|-8.29|5.16|2.0|108.43|1.0|4.0|-5.75|4.0|-5.43|385.39|0.0|1.0|4.31|3.87e-06|0.00149|0.0|0.0|-0.0697|3.8142|3.2363|-1300.467069|1060.05|0.3461|544.55|0.6998300000000001|0.70177|-1300.271093|0.1522|-0.13577|9.0006|-0.2054699999999999|0.02845071|35.1|4.4547|4.4547
3b_a49|0|0|0|0.0|1|1.343850026|2.104186262|-0.003115526|5.4161004020000005|-0.055724324|-0.322592863|0.000607064|10.92976559|0.00361222|1|1|0.000850823|0.021506499|0.845992028|0.749565191|1|0.749104358|-0.0846496|0.013576151|-54.04959517|-51.77986692|8.304484449|0.250895642|153.4719941|-0.0276739079999999|5.07982433|0.656865946|-33.06194987|64.91785551|-16.92803342|2660.339607|458.224537|0.3431340539999999|13.85181805|0.914182753|5934.158315|209.89391040000004|-538.4506046|25.77091035|-191.9087104|1340.087338|641.1445234|13.13798859|1.0|1.0|2.0|3.37|0.22|-7.58|3.16|1.0|116.94|1.0|6.0|-3.53|5.0|-7.42|398.46|0.0|1.0|2.38|0.000256|102.0|0.0|0.0|-0.06115|4.6669|3.8418|-1293.291817|1132.92|0.1978|480.08|0.5798|0.6632|-1293.048179|0.0759|-0.1587|3.0055|-0.21985|0.0368692|25.0|7.6021|7.6021
3f_a32|1|1|1|3.553167045|0|0.6094207770000001|0.0|0.0067550119999999|5.733341277|-0.0434359079999999|-0.275173181|0.001276735|10.31100273|-0.110286539|3|3|-0.133675401|-0.110248899|0.871865543|0.786074011|1|0.874026684|-0.097374443|0.011897886|-41.40131823|-54.8993954|6.707989266|0.125973316|71.02334697|-0.030139709|3.78194259|0.78919828|-23.34192893|61.47296003|-16.99267001|2273.466801|492.7734095|0.21080172|10.89495051|0.770463268|4993.667711|118.8493262|-402.3773138|21.53155987|-326.0981041|904.3255145|475.3634141|6.573564628|1.0|1.0|1.0|3.9|0.28|-7.31|7.18|2.0|102.66|1.0|4.0|-6.89|3.0|-5.03|354.49|0.0|1.0|4.63|3.96e-06|0.0014|0.0|0.0|-0.05315|3.5569|3.5569|-1712.034952|1006.92|293.0|488.74|0.70255|0.70255|-1711.863611|293.0|-0.1474599999999999|3.4678|-0.2006099999999999|0.02606687|9.0|8.0458|8.0458
12_a15|0|0|0|0.0|0|1.435689014|0.0|-0.071096525|0.0|-0.0455566929999999|-0.370766171|0.001740635|10.95973444|-0.01062828|0|0|-0.184255041|0.049877871|0.769289315|0.7933685340000001|0|0.89637291|-0.094209248|0.015018226|-39.00359933|-60.15445365|9.58943236|0.10362709|66.16793071|-0.031995594|6.123040777999999|0.746489397|-24.90456371|70.6606311|-20.42981445|2613.57759|572.3516967|0.253510603|10.40571107|0.909927213|5897.820841|161.8714956|-691.376388|27.36785616|-314.7766363|1450.496376|673.7288405|10.50617745|1.0|1.0|1.0|3.56|0.12|-9.82|5.32|2.0|119.95|1.0|6.0|-6.22|4.0|-4.97|397.47|1.0|1.0|4.7|1.47e-06|0.000584|0.0|0.0|-0.03196|4.4819|3.8538|-1281.060163|1177.81|0.1374|585.26|0.50595|0.70444|-1280.810963|0.0093|-0.15858|4.3338|-0.19054|0.02694613|4.0|8.3979|8.3979
A7701_a51|1|0|0|2.9690728930000003|0|1.390164251|0.0|-0.221071791|4.59511985|-0.0162614089999999|-0.0927335619999999|0.008062393|10.93031118|-0.0299823629999999|1|1|0.061434294|0.00552665|0.8092075540000001|0.688876851|1|0.865114773|-0.078131694|0.007404204|-32.97926236|-36.09660744|3.420720075|0.134885227|62.31656919|-0.030384547|1.580362387|0.799046392|-15.23632002|41.87351682|-14.03756956|1959.582581|399.6804233|0.200953608|8.863149921|0.7251817340000001|4153.310077|92.83996262|-233.4713371|17.56790307|-276.3170672|632.4445105000001|332.8814548|5.776909381|1.0|1.0|1.0|2.66|0.06|-7.58|4.46|0.0|87.52|1.0|2.0|-3.95|3.0|-5.82|286.33|0.0|1.0|3.12|6.790000000000001e-05|0.0195|0.0|0.0||||||||||||||||25.0|7.6021|7.6021
4R4l_a46|0|0|0|0.0|1|1.134637095|2.155247543|-0.058870177|5.587248657999999|-0.075241716|-0.255755434|0.0066560469999999|10.94631401|-0.161358058|1|1|0.010799648|-0.001318857|0.762625193|0.7936534740000001|0|0.896653672|-0.084697739|0.007084496|-49.12015477|-45.96797819|3.844966512|0.103346328|56.0891211|-0.02989332|2.086777505|0.8782984840000001|-26.65896664|49.44228224|-16.223992300000003|2165.83681|486.6405745|0.121701516|10.43942503|0.8412270820000001|4923.057044|66.05102684|-449.0673625|18.4720714|-410.6276419|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|3.92|0.36|-7.0|4.64|1.0|105.77|1.0|3.0|-5.28|3.0|-5.23|347.45|0.0|1.0|4.09|7.78e-06|0.0027|0.0|0.0|-0.0212699999999999|4.6497|4.1152|-1092.728268|1038.78|0.1678|498.78|0.40548|0.67823|-1092.4898449999998|0.0851|-0.17475|2.1973|-0.19602|0.02589231|137.0|6.8633|6.8633
8e_a12|0|1|1|0.0|1|1.283834633|1.873617728|0.050021617|4.727387819|-0.049397555|-0.330207456|0.005196034|10.94458094|-0.0309579439999999|1|1|-0.136145064|-0.036433876|0.815412281|0.797199175|1|0.939627917|-0.087795345|0.0155147339999999|-29.79080011|-50.273571200000006|8.884082475|0.060372083|34.57040021|-0.031094185|5.0872236|0.7112578709999999|-17.05887601|61.4656313|-17.80522313|2548.979738|538.051884|0.2887421289999999|11.80358346|0.830990262|5490.975165|165.34017769999997|-489.392042|25.03342862|-241.94192880000003|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|4.11|0.14|-7.93|3.34|2.0|117.04|1.0|3.0|-4.37|4.0|-6.03|366.42|0.0|1.0|3.12|2.03e-05|0.00744|0.0|0.0|-0.05739|5.247999999999999|3.3044|-1177.593205|1048.44|0.2341|481.04|0.38889|0.6954899999999999|-1177.380602|0.2252|-0.13599|1.0295|-0.19338|0.02580783|588.0|6.2306|6.2306
2_a1|0|0|0|0.0|1|1.348828131|2.233384354|-0.049975995|5.4161004020000005|-0.014296455|-0.175623923|0.001576763|10.9520472|0.101798469|1|1|-0.326716897|0.079586368|0.8571146190000001|0.5574897879999999|0|0.808210065|-0.077270452|0.011282631|-28.32386891|-35.17029414|5.135384136|0.191789935|87.29479691|-0.026492726|2.337413146|0.6944040029999999|-12.89184641|43.24570924|-12.05838656|1884.85038|367.8635872|0.305595997|8.779158091000001|0.6619695520000001|3920.383175|139.0945801|-192.096651|17.36508791|-176.9692239|607.7780769999999|299.6692382|8.075415099999999|1.0|1.0|0.0|2.91|0.18|-6.18|4.0|0.0|79.77|1.0|2.0|-3.06|3.0|-6.04|279.31|0.0|1.0|3.21|0.000167|0.0466|0.0|0.0|-0.02966|4.0877|4.0877|-920.184721|807.98|0.2991|355.79|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|-0.1686|3.5853|-0.19826|0.024658671|5.8|5.2366|5.2366
3b_a32|1|1|1|3.3653429710000005|0|0.609420808|0.0|0.046791596|5.733341277|-0.064476472|-0.265971895|-0.001282231|10.31100281|0.10614163|3|3|-0.151445075|0.094335058|0.866250192|0.7725667079999999|1|0.8407393809999999|-0.100355499|0.014636992|-35.8437493|-49.22963237|7.180211702|0.159260619|78.12568166|-0.033451833|3.522270202|0.764128338|-17.58323784|56.82775081|-16.40987746|2092.213643|412.4267349|0.2358716619999999|10.69254007|0.854431185|4448.251276|115.707414|-265.6468664|21.47528975|-259.1375886|708.6845618|323.0421997|7.59811844|1.0|1.0|1.0|3.11|0.13|-6.5|6.25|1.0|88.24|1.0|2.0|-5.73|3.0|-5.57|312.41|0.0|1.0|3.68|2.23e-05|0.00697|0.0|0.0|-0.05396|3.5545|3.5545|-1594.095192|857.0|0.2905|396.83|0.70257|0.70257|-1594.0008779999998|0.2905|-0.1474099999999999|3.5719|-0.20137|0.02589511|6.0|8.2366|8.2366
15c_a22|0|0|0|0.0|0|1.42291727|1.596256692|-0.134137693|4.727387819|-0.018518519|-0.298463715|0.003784292|10.9464374|0.006275578|1|1|-0.160566657|-0.096749121|0.8353837409999999|0.639264982|1|0.8665852140000001|-0.080088202|0.024561528|-48.58045253|-57.66130245|17.68362419|0.133414786|96.05497587|-0.0302219629999999|12.731723|0.661775114|-34.97658951|75.52188549|-21.75898206|3079.491787|623.9175171|0.338224886|16.03890406|0.859281634|6882.442370999999|243.5126145|-830.2910335|32.87972244|-232.9472639|1742.625289|731.8178649|17.86058304|1.0|1.0|1.0|3.49|0.08|-9.28|3.9|1.0|128.77|1.0|6.0|-4.86|6.0|-6.96|445.48|0.0|0.0|2.98|2.4e-05|0.0107|0.0|0.0|-0.07399|5.7361|3674.0|-1460.571156|1241.07|0.5082|575.8|0.30831|0.69113|-1460.324493|0.0694|-0.15408|7.382000000000001|-0.22807|0.03150096|737.0|6.1325|6.1325
3c_a12|0|0|0|0.0|1|0.610140703|0.0|0.06235058|4.59511985|-0.058516436|-0.379362977|-0.003879878|10.3117069|-0.056537396|1|1|-0.211367878|-0.0461654159999999|0.888353608|0.859899236|0|0.843855494|-0.099327724|0.013219706|-36.28720467|-50.25579322|6.688634392000001|0.156144506|79.00277721|-0.033980537|3.384177297|0.7055242159999999|-18.35985151|61.16334136|-17.19277136|2186.344105|426.9566009|0.2944757839999999|10.88288188|0.746291708|4629.005722|148.9927848|-330.5560685|24.36878988|-207.9738085|926.0140155|380.2468615|10.90754815|1.0|1.0|1.0|3.94|0.12|-6.78|4.01|0.0|98.16|1.0|3.0|-4.22|4.0|-6.18|319.38|0.0|1.0|2.76|9.940000000000002e-05|0.0318|0.0|0.0|-0.07463|3.9848|3.5862|-1327.471862|894.36|0.4687|399.38|0.43415|0.68067|-1327.351991|0.1193|-0.14572|1.6035|-0.22035|0.02665687|0.02|7699.0|7699.0
13b_a30|0|0|0|0.0|2|0.604984129|0.0|0.112353041|5.351858133|-0.118776867|-0.627919307|-0.003436924|10.31162842|-0.0463169629999999|1|1|0.006103754|-0.045844862|0.892104517|0.802578397|0|0.694101802|-0.113554975|0.018555474|-74.24619275|-76.67161447|12.52854078|0.305898198|206.54056530000005|-0.042850934|8.459192992|0.800290866|-50.13056864|88.26741491|-28.93268471|3002.926824|468.6532296|0.1997091339999999|16.1428924|0.8334321|6627.406474|134.8423681|-1035.363967|36.15271139|-405.5090587|1916.093704|713.7769663|11.59580043|0.0|0.0|2.0|4.76|0.13|-6.19|3.04|1.0|135.37|1.0|6.0|-5.01|5.0|-7.05|441.51|0.0|0.0|1.91|5e-05|0.0221|0.0|0.0|-0.05434|5.0501|3.5056|-1744.446479|1210.94|0.2783|544.04|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|-0.14879|3.8495|-0.20313|0.0455651|26.0|7.5901|7.5901
9_a15|0|0|0|0.0|0|1.419941378|0.0|-0.217598467|0.0|-0.042227775|-0.506073953|1.7800000000000002e-05|10.95880687|0.005692073|0|0|-0.295062413|0.088615068|0.742680335|0.8105478740000001|0|0.846156316|-0.11668349|0.032464905|-41.10356167|-65.07462414|18.10574464|0.153843684|85.79894134|-0.028575549|10.09761131|0.51257747|-22.92354152|85.14415759|-15.93664265|2392.3164920000004|471.903131|0.48742253|10.00547485|0.8240935659999999|5375.400861|271.83655510000006|-435.5070329|31.09118831|-14.02896218|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|1.0|3.16|0.19|-7.57|3.9|2.0|104.74|1.0|7.0|-5.25|5.0|-5.52|366.41|0.0|1.0|3.69|1.53e-05|0.00562|0.0|0.0|-0.0258899999999999|4.3447|3.7487|-1223.687392|1042.17|0.2693|507.33|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|1.4625|-0.1824|0.01773342|107.0|6.9706|6.9706
17_a4|0|0|0|0.0|1|1.219995452|1.690442177|-0.188642713|5.4161004020000005|-0.319716072|-0.25315101|0.001892883|10.94611837|-0.094767116|1|1|-0.07155304|0.0147116789999999|0.8347553529999999|0.484393047|0|0.888791225|-0.08932566|0.01061251|-45.75108579|-46.06264282|5.472562628|0.111208775|57.34712812|-0.042181562|2.822041259|0.861696586|-23.59250328|52.67753395|-21.75180355|2351.601697|458.3237652|0.138303414|10.65499029|0.798764653|5322.773303|71.31904507|-403.8037909|25.24299609|-373.0328031|908.7478594|319.5521911|6.61489113|0.0|0.0|0.0|3.31|0.11|-6.56|4.59|1.0|85.09|1.0|3.0|-4.36|6.0|-5.56|345.29|1.0|1.0|4.29|1.5399999999999998e-05|0.00532|0.0|0.0|-0.04186|4.3363|4.3363|-1255.968357|873.5|0.2045|413.28|0.47353|0.47353|-1255.881628|0.2045|-0.17559|4.8197|-0.21745|0.02636403|877.0|6057.0|6057.0
8b_a8|1|0|0|3.191799887|1|1.395658149|1.42474537|-0.023718767|5.4161004020000005|-0.182065125|-0.733216119|-0.0055544409999999|10.94650923|-0.03443232|1|1|0.079250224|0.097555876|0.8354024290000001|0.726912742|0|0.558354653|-0.11627069|0.032440348|-79.74587194|-71.23625346|19.87542051|0.441645347|270.5854753|-0.047457424|12.1771918|0.781454722|-48.85837649|84.97574547|-29.07602182|2863.095568|342.0904577|0.218545278|14.53652808|0.936224813|6471.7604200000005|133.8974321|-872.8947609999999|37.20755791|-344.8810688|1823.170337|589.263087|13.73949201|0.0|0.0|2.0|3.52|0.09|-7.13|3.65|1.0|114.18|1.0|4.0|-4.77|5.0|-6.87|414.41|0.0|0.0|2.9|3.69e-05|0.0153|0.0|0.0|-0.06114|4.5819|3.2992|-1407.052256|1098.17|0.2618|488.56|0.57234|0.70195|-1406.829227|0.1515|-0.13807|5.8389|-0.19921|0.03204403|5.08|5.2941|5.2941
13_a10|0|0|0|0.0|1|1.343837907|2.091672336|-0.059862024|5.4161004020000005|-0.055497169|-0.259721373|0.00384732|10.9296146|-0.001592366|1|1|-0.02811323|0.00746881|0.84680169|0.736686715|1|0.818027691|-0.082327045|0.0122005|-47.88975806|-41.62089688|6.168030793|0.181972309|91.99711608|-0.030119651|3.118282386|0.7144943490000001|-24.21093442|51.21590298|-15.22715739|2261.82488|413.5584641|0.285505651|9.209972585|0.816739845|4941.066161|144.338975|-315.62515|21.31179541|-216.8776303|873.7836118999999|422.96706330000006|9.595006108|1.0|1.0|1.0|3.02|0.15|-6.6|3.52|0.0|97.14|1.0|2.0|-3.76|4.0|-6.34|328.37|0.0|1.0|2.91|7.87e-05|0.0258|0.0|0.0|-0.05022|5.8308|3.8419|-1065.839441|926.41|0.3905|376.77|0.34881|0.68386|-1065.68351|0.1514|-0.15937|3.6904|-0.20959|0.0346535|0.16|6.7959|6.7959
11g_a5|1|0|0|2.9590700880000003|0|1.388236041|1.984996534|-0.204002571|5.209486153|0.009272269|-0.252634073|0.00599982|10.94877951|-0.007175378|2|2|-0.233590516|-0.075382189|0.8737292720000001|0.73551511|0|0.837943738|-0.076326887|0.023215707|-44.19305139|-50.16001519|15.25675|0.1620562619999999|106.4990972|-0.025442296|10.02633335|0.543581314|-29.04250676|71.21847290000001|-16.72000506|2823.738452|550.6745046|0.456418686|18.16867625|0.944734523|5817.569415|299.94631180000005|-560.3852433999999|30.75897687|-57.28097817|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|3.17|0.08|-9.04|4.17|1.0|118.35|1.0|7.0|-4.12|5.0|-6.84|408.46|0.0|0.0|2.96|4.88e-05|0.0199|0.0|0.0|-0.04322|4.5106|4.2083|-1330.144218|1180.25|0.4609|542.13|0.56924|0.63081|-1329.927772|0.2403|-0.1714|3.2282|-0.2146199999999999|0.04557484|0.03|7.5229|7.5229
9s_a24|1|0|0|2.9568988810000003|1|1.4275963180000002|0.0|-0.222173285|4.59511985|-0.00570386|-0.190782186|0.006748865|10.96129902|0.013901071|1|1|-0.359715589|0.030228027|0.8327425070000001|0.748077475|0|0.8833498320000001|-0.063587778|0.016792118|-30.93968263|-39.48555839|10.42725806|0.116650168|72.43525688|-0.019465646|6.474925237000001|0.445160769|-19.21235005|61.19761205|-12.08741583|2747.809842|548.5261887|0.554839231|17.24354813|0.889829339|5767.9102490000005|344.5337711|-367.7851412|27.15292246|68.10609672|1330.4932|604.8829955|21.71205366|1.0|1.0|1.0|3.43|0.04|-8.11|3.15|1.0|115.67|1.0|4.0|-3.36|4.0|-7.2|393.44|0.0|0.0|2.63|8.71e-05|0.0343|0.0|0.0|-0.03597|3.0726|2.6707|-1270.994965|1121.42|0.5112|521.4|0.69475|0.6907300000000001|-1270.738032|0.0839|-0.10865|4.6141|-0.14462|0.03640642|32.0|7.4949|7.4949
1l_a5|1|0|0|2.964063799|0|1.270375394|0.0|-0.244609612|4.59511985|-0.0052651969999999|-0.089997343|0.008244856|10.94421389|-0.05139414|1|1|0.043915678|-0.174469948|0.818803517|0.71872376|0|0.890289002|-0.067755283|0.0078543119999999|-38.79937717|-38.27406105|4.43679678|0.109710998|61.974288|-0.026512937|2.506287665|0.769406114|-21.91725365|45.64819758|-14.9768065|2227.730859|502.9124512|0.230593886|14.03493287|0.896303416|4665.793689|130.25942849999998|-389.1691717|19.46541135|-304.3678822|895.4089219|518.5792364|7.374136537999999|1.0|1.0|1.0|2.98|0.14|-8.83|5.56|1.0|105.07|1.0|4.0|-5.04|3.0|-5.4|340.42|0.0|1.0|4.06|1.04e-05|0.00356|0.0|0.0|-0.04149|4.6403|4.3664|-1069.229786|1033.47|0.4921|486.81|0.45892|0.57392|-1069.047151|187.0|-0.1779|2.1987|-0.21939|0.03182983|32.0|7.4949|7.4949
17_a15|0|0|0|0.0|0|1.43568899|0.0|-0.046866421|0.0|-0.071708785|-0.442454151|0.0016674189999999|10.9544604|-0.0141953639999999|0|0|-0.263401148|0.001376853|0.76362781|0.740986227|0|0.880459235|-0.079844675|0.012890299|-40.50376584|-61.17023228|9.875456386|0.119540765|91.58201681|-0.027065991|7.56573889|0.653207369|-31.03055741|77.82445248|-20.73567196|2852.085573|674.5333498|0.346792631|15.15194163|0.90173781|6352.266784|265.6831633|-937.2690986|31.74439379|-234.74904|1872.919233|822.8625688|16.654220199999997|1.0|1.0|1.0|3.63|0.15|-9.72|4.89|2.0|131.36|1.0|7.0|-5.93|4.0|-5.58|438.52|1.0|1.0|4.44|2.26e-06|0.00099|0.0|0.0|-0.03936|4.1461|3.8006|-1413.857182|1298.37|0.7247|663.81|0.68787|0.7045100000000001|-1413.559128|0.0377|-0.15573|5.1268|-0.19509|0.04051306|12.0|7.9208|7.9208
5_a4|0|0|0|0.0|1|1.343864516|2.166832955|-0.196773454|5.4161004020000005|0.02257929|-0.0607990979999999|0.011630756|10.92992834|-0.134215501|1|1|-0.076189222|-0.165454845|0.820886786|0.650346601|1|0.943148502|-0.0681917309999999|0.008047242|-27.26045038|-36.64215945|4.324106888|0.056851498|30.54859623|-0.025201292|2.323516519|0.807351587|-14.64813624|41.76764149|-13.54166762|2282.291204|506.7916175|0.192648413|9.823391314|0.7058248159999999|5059.243919|103.5177395|-334.71819839999995|16.77294978|-330.3047347|771.5556899000001|518.5792364|5.125482045|1.0|1.0|0.0|3.27|0.23|-7.96|4.89|1.0|104.89|1.0|3.0|-4.57|3.0|-5.57|340.42|0.0|1.0|3.89|1.4499999999999998e-05|0.0049299999999999|0.0|0.0|-0.04892|4.8582|4.0239|-1069.251223|1013.0|0.1106|421.24|0.60407|0.6019899999999999|-1069.051141|67.0|-0.16965|2.7859|-0.21857|0.02251645|71.0|7.1487|7.1487
14j_a23|0|1|1|0.0|0|1.197963927|3.278390512|0.074424082|5.351858133|-0.071396109|-0.322724299|0.007671236|10.31321824|-0.055708465|2|2|-0.17267308|0.143567854|0.864845456|0.5935522360000001|1|0.8454521620000001|-0.082226482|0.020485263|-40.35191855|-53.34139172|13.28905737|0.154547838|100.2571987|-0.034989992|8.620784882999999|0.7739671709999999|-26.17681598|64.88069411|-22.69846456|2943.385528|548.455847|0.226032829|15.57933561|0.988615047|6597.039681|146.63044480000002|-692.0651337|29.32742551|-355.4521561|1378.388999|599.5697147999999|11.53930239|0.0|1.0|1.0|3.39|0.05|-7.67|3.78|2.0|120.24|1.0|5.0|-5.58|5.0|-6.31|429.47|0.0|0.0|3.77|7.73e-06|0.00332|0.0|0.0|-0.07581|3.6671|3.6671|-1729.1379190000002|1142.37|0.3886|528.18|0.65128|0.65128|-1728.9293280000002|0.3886|-0.14816|5.8037|-0.2239699999999999|0.02207124|4.0|8.3883|8.3883
