molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PPSA3|TPSA_x|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
47d_a18|0.0|0|0|0.0|0.0|0|7.03438793|1.251175994|4.844187086|-0.041876322|0|0.032916667|0.003376831|10.94702255|0.016324953|0|0.104380139|-0.272202025|-0.406388629|0.7640994990000001|0.7430748709999999|-0.002494715|0.773981237|0|0.836999127|-0.06394156|0.445704576|0.015270278|12.45251265|132.9229494|10.15469843|-2.182899066|-42.52098397|86.29525584|64.59518279|0.481311892|682.5509007|-1780.097106|-19.1002979|9.940531282|19.16475647|0.927940864|7780.945962999999|-1451.622641|33.54943497|-323.1621908|2549.757058|1255.618298|1.0|0.0|1.0|1.0|2.0|0.0|18.0|2.81|3.21|88.97|159.67|1.0|12.0|-5.74|39.0|4.0|527.66|0.0|2.56|1.83e-06|0.000968|0.00276|4.16|1.0|1.0|1.4800000000000003e-09|7.790000000000001e-07|8.08|-1704.061013|875.6|1544.09|398.94|0.5820000000000001|398.94|0.69905|0.69905|-1703.545539|0.5820000000000001|-0.12844|3.7605|-1703.622959|4.2225|8.0969
13_a10|0.0|0|0|0.0|0.0|1|7.535296702|1.343837907|5.4161004020000005|-0.055497169|2|0.038726287|0.00384732|10.9296146|-0.001592366|1|-0.154121136|-0.017015286|-0.02811323|0.761923976|0.78472614|0.00746881|0.84680169|1|0.818027691|-0.094726989|0.4676169839999999|0.0122005|6.168030793|91.99711608|3.118282386|-1.234905671|-24.21093442|51.21590298|54.05778885|0.449563457|413.5584641|-624.3134531000001|-7.698174391|5.069505473|9.209972585|0.816739845|4941.066161|-315.62515|21.31179541|-216.8776303|873.7836118999999|422.96706330000006|1.0|0.0|1.0|1.0|1.0|2.58|21.0|3.52|3.81|63.83|97.14|0.0|2.0|-3.76|25.0|4.0|328.37|1.0|2.91|0.000176|0.0576|0.0258|2.76|0.0|0.0|2.49e-07|8.170000000000001e-05|2.48|-1065.874094|550.83|926.41|322.72|0.3905|212.63|0.34881|0.68386|-1065.68351|0.1514|-0.15937|3.6904|-1065.732389|5.3726|6.7959
11b_a31|0.0|1|0|3.248213341|0.0|0|7.765993078999999|0.610137403|5.733341277|-0.172248605|0|0.043380952|-0.014385937|10.31169957|-0.046362952|2|-0.129901143|-0.101934423|-0.16780872|0.833717183|0.834596039|0.067031897|0.889561759|0|0.545458754|-0.143839236|0.26165445|0.037758271|21.02499452|253.1028809|11.70737909|-1.784511651|-44.59898223|100.3071755|101.1192111|0.473305522|303.7286124|-993.6722875|-13.83270059|6.83089364|12.96936635|0.8986339170000001|5202.545866|-553.3080237|37.09261324|-189.0151528|1483.70453|397.3137532|0.0|1.0|1.0|1.0|2.0|2.29|16.0|4.67|3.25|125.57|92.51|0.0|5.0|-4.74|25.0|6.0|357.38|0.0|2.69|1.82e-05|0.00649|0.0637|2.46|0.0|0.0|3.59e-06|0.00128|4.07|-1520.085181|589.56|969.71|322.57|0.2634|322.57|0.70073|0.70073|-1519.909742|0.2634|-0.15936|3.2104|-1519.967224|4.7518|6.2757
3l_a32|0.0|1|1|3.672194822|0.0|0|7.773594467000001|0.609420748|5.733341277|0.0043645509999999|0|0.035643275|0.0016954029999999|10.31100268|-0.107818594|3|-0.068876714|-0.04980249|-0.087213805|0.820540279|0.751853889|-0.136589369|0.7973741999999999|1|0.8855584879999999|-0.069304303|0.270668623|0.012244965|7.120934925|66.55229892|4.141107366|-1.326263838|-23.43792428|58.10243176|47.42414825|0.453630671|514.9875423000001|-771.2752615|-9.750593329|6.414825717|11.74082324|0.8302637909999999|5429.531532999999|-448.5272931|21.27134288|-335.2422712|978.4817724|565.7000781|0.0|1.0|1.0|1.0|1.0|3.54|19.0|7.34|6.17|110.94|110.16|0.0|3.0|-7.6|26.0|3.0|380.53|0.0|5.04|2.52e-08|9.59e-06|0.0003689999999999|5.51|0.0|0.0|3.16e-08|1.2e-05|4.21|-1789.475625|629.26|1062.47|351.04|0.2876|351.04|0.70282|0.70282|-1789.242839|0.2876|-0.14664|3.3955|-1789.298086|5.7721|7.9208
9_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.300485838|5.4161004020000005|0.016639331|2|0.040449735|0.010709527|10.92992723|-0.0454860859999999|1|-0.030976753|-0.0475186259999999|-0.076824065|0.625717993|0.801082857|-0.151437311|0.861113198|1|0.937102792|-0.052625548|0.472497372|0.009037784|4.918284148|34.22811902|2.676487872|-1.113067849|-15.58475436|43.71760622|33.55665428|0.43745176|509.9632679|-605.7219363|-7.665782805|5.744374392999999|10.21134541|0.777625327|5387.230364999999|-329.6286606|17.76608225|-318.7769026|763.9415367|489.7528555|0.0|1.0|1.0|1.0|0.0|3.37|21.0|5.14|5.07|43.6|105.09|0.0|2.0|-4.76|26.0|3.0|360.84|1.0|4.17|1.73e-05|0.0062299999999999|0.00255|4.14|0.0|0.0|6.9e-09|2.49e-06|3.87|-1489.554198|586.24|999.93|308.91|0.1217|262.21|0.5182100000000001|0.6464|-1489.36688|0.0584|-0.16948|4.4343|-1489.41872|5.4739|7.3188
2_a4|0.0|0|0|0.0|0.0|0|6.605297921|1.189716144|4.59511985|-0.103346554|1|0.037777778|-0.001386521|10.95268469|0.076479666|0|0.127695325|0.147657684|0.228655117|0.930871261|0.802438682|0.11821091|0.847373823|0|0.742518847|-0.117395215|0.442778552|0.006330673|2.667094277|108.4760726|1.123639184|-1.366335816|-20.83662681|48.93681624|52.12536246|0.3961813179999999|312.82106489999995|-575.6333682|-6.736463618999999|4.710383035|7.800989232999999|0.656126301|3396.86527|-242.5126903|18.96532986|-289.1005902|682.7518749|284.26458360000004|1.0|0.0|1.0|0.0|2.0|0.0|12.0|2.12|0.83|45.15|79.59|0.0|2.0|-2.18|19.0|4.0|253.3|1.0|1.24|0.0066|1.67|434.0|1.62|0.0|0.0|1.4800000000000002e-05|0.00374|2.46|-819.9326497000001|458.73|764.77|384.69|0.1315|210.28|0.4682|0.6885600000000001|-819.771754|0.0008|-0.14614|1.7717|-819.8174190000001|3.0946|7.5086
47t_a18|0.0|0|0|0.0|0.0|0|7.03438793|1.25117758|4.844187086|-0.161517185|0|0.03672956|-0.006573438|10.94702032|-0.04785474|0|0.027313444|-0.068787175|-0.104274108|0.704602886|0.750103977|0.005590928|0.796935152|0|0.67203319|-0.119202068|0.240001773|0.014067024|9.415011332|219.5070758|6.301435212|-2.272502492|-53.39751484|80.00407742|89.19655162|0.49779009|449.789539|-1520.978225|-18.17831387|8.780037801|17.48280476|0.991199259|6603.597038|-1017.985577|33.75918118|-407.6438346000001|1890.514146|747.6927426|0.0|0.0|1.0|0.0|3.0|0.0|18.0|2.6|2.93|110.56|129.21|0.0|7.0|-5.58|33.0|4.0|441.48|0.0|2.15|2.65e-06|0.00117|0.0075299999999999|3.57|0.0|0.0|3.09e-08|1.36e-05|9.4|-1470.873743|703.76|1218.95|397.84|0.5502|397.84|0.6895100000000001|0.6895100000000001|-1470.528808|0.5502|-0.12692|7.7656|-1470.593659|9.6938|6.1068
9g_a40|0.0|0|0|0.0|0.0|1|7.515889085|0.604992427|5.4161004020000005|-0.0220464379999999|0|0.043730159|0.011921308|10.31197177|-0.145879501|2|0.133954053|-0.037217966|-0.062672355|0.694156166|0.764275277|-0.384131901|0.821935848|1|0.90454157|-0.063539055|0.002717414|0.021367335|11.25704374|50.29077056|5.930596229|-1.185495647|-17.63553984|51.16627179|44.73159432|0.476386801|476.5434822|-624.5597134|-8.658932892000001|8.180261533|15.62271835|0.909806709|4435.743087|-329.0394499|22.20330888|-253.1335385|843.7257374|384.6422631|1.0|0.0|1.0|1.0|1.0|1.78|22.0|2.91|2.93|72.28|87.53|0.0|3.0|-2.49|23.0|4.0|302.33|1.0|1.93|0.00323|977.0|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.000113|3.83|-1332.487689|559.04|923.42|402.84|0.3563|402.84|0.70233|0.70233|-1332.31775|0.3563|-0.12765|3.4787|-1332.369643|5063.0|5.45
14a_a10|0.0|0|0|0.0|0.0|1|7.535296702|1.3438495730000002|5.4161004020000005|0.0437538159999999|3|0.035660377|0.011509975|10.92970798|-0.00421565|1|0.042968756|-0.220250238|-0.344811314|0.76857495|0.7348225290000001|-0.011977878|0.770129205|1|0.911549451|-0.044416218|0.43555903|0.0135610389999999|9.840503082|64.18371923|7.140714112|-1.270993412|-23.38784787|67.14248252|42.07091945|0.469029865|661.4615097|-922.2903058|-9.988888957|10.0292632|18.88856367|0.8833450959999999|6754.660977|-669.2555601|25.39690722|-60.97724212|1701.592784|1003.968547|1.0|1.0|1.0|1.0|0.0|4.4|21.0|4.16|3.36|59.31|146.76|0.0|7.0|-4.21|35.0|6.0|468.59|1.0|3.43|6.159999999999999e-05|0.0288|0.00743|3.29|0.0|0.0|6.55e-09|3.07e-06|2.25|-1489.655581|800.01|1380.89|326.1|0.2835|222.16|0.34245|0.7047100000000001|-1489.42155|0.0005|0.2422099999999999|3.1205|-1489.487381|4.8004|7.1308
14u_a23|0.0|0|1|0.0|0.0|2|7.423568444|1.197962732|5.351858133|-0.025360103|2|0.043321995|0.010561248|10.31321759|-0.0569153009999999|2|0.091604179|-0.110069159|-0.199540201|0.756252127|0.787538583|-0.001778422|0.845160857|1|0.909754912|-0.055259924|0.445665682|0.0254134689999999|16.97420126|60.27663131|11.3374334|-1.729315897|-24.65250654|73.50348823|53.88349042|0.47648509|607.6448353|-1155.04721|-15.12707504|7.392527755|14.12094979|0.910165272|6913.009783|-771.4808267999999|32.2221994|-271.0010972|1643.332169|683.7405759|0.0|1.0|1.0|1.0|1.0|3.68|26.0|3.42|4.03|114.25|126.78|0.0|6.0|-5.63|32.0|5.0|441.51|0.0|3.48|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|3.23|-1744.446261|712.54|1214.4|389.66|0.2253|306.82|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.1543|5.9743|-1744.2405670000005|8.1549|8.2449
3p_a32|0.0|1|1|3.456037415|0.0|0|8.02059915|0.609420752|6.008813185|-0.028895521|0|0.036666667|-0.000971341|10.31100269|-0.074544773|3|-0.092884784|-0.146606489|-0.26891009|0.737842269|0.8599558070000001|0.058054833|0.918782026|1|0.8195708759999999|-0.070907174|0.366898545|0.021264377|12.5150622|106.1908248|7.365688817|-1.28405753|-24.56127372|73.07639870000001|54.24719019|0.416240891|482.3550967|-755.7268222|-10.10863498|6.243062200000001|10.69458635|0.713035367|5960.446219|-444.779939|27.70403125|-141.21321609999998|1218.977375|530.5658569|0.0|1.0|1.0|1.0|1.0|2.6|19.0|6.06|3.71|131.25|112.37|0.0|4.0|-5.11|27.0|4.0|395.5|0.0|3.23|7.78e-06|0.00308|0.0222|2.7|0.0|0.0|1.62e-07|6.4e-05|4.26|-1879.554272|626.32|1057.58|340.28|0.3083|340.28|0.7017100000000001|0.7017100000000001|-1879.350471|0.3083|-0.15055|4.3094|-1879.406962|5.4496|7585.0
9b_a36|0.0|1|0|3.513187594|0.0|0|7.412764017000001|0.62670079|5.351858133|-0.023369916|2|0.040166667|0.005050384|10.33767255|-0.06502499|1|0.146828453|-0.053309522|-0.094526372|0.8421237309999999|0.7885597609999999|-0.034830997|0.842671963|0|0.8453794609999999|-0.074181597|0.2602997|0.017007854|10.68084402|97.10089515|6.707514535|-1.769430355|-29.25555061|71.70079424|57.26650122|0.453252346|530.8939077|-1111.193067|-14.24129533|7.549264797|13.80758516|0.828997331|5838.085413000001|-697.8234711|28.98359786|-354.7193098|1420.196295|620.9195447000001|0.0|1.0|1.0|0.0|1.0|0.0|17.0|3.6|2.76|82.47|126.17|0.0|5.0|-4.6|29.0|4.0|398.48|0.0|2.48|2.49e-05|0.00992|0.0148|3.2|0.0|0.0|2.3100000000000002e-07|9.21e-05|3.82|-1575.7800140000002|666.01|1127.85|321.74|0.5392|321.74|0.69763|0.69763|-1575.557248|0.5392|-0.15833|6.2846|-1575.616432|8.4288|7.6778
12ba_a36|0.0|1|0|3.389685532|0.0|0|7.412764017000001|1.297043659|5.351858133|0.026411489|2|0.040566449|-0.002123045|10.9478512|-0.011949092|1|0.159880159|-0.091676619|-0.168084618|0.844641715|0.8256014690000001|0.041478447|0.890675195|0|0.849738126|-0.083210415|0.330220757|0.0246090489999999|16.57882744|101.229662|11.16896162|-1.951382748|-37.76553687|89.06670390000001|72.63670824|0.49229954|572.4586103999999|-1314.6236720000002|-17.03166444|7.409667253999999|14.59456478|0.969665341|6722.60947|-885.6465508|35.76372225|-278.7665262|1859.713557|688.1986357999999|0.0|1.0|1.0|0.0|2.0|0.0|17.0|2.79|1.63|116.78|133.18|0.0|5.0|-4.77|33.0|6.0|431.45|0.0|1.57|1.6800000000000002e-05|0.0072599999999999|0.0244|2.67|0.0|0.0|1.91e-07|8.240000000000001e-05|2.79|-1417.454721|687.23|1187.56|411.71|0.7436|236.13|0.3989999999999999|0.70432|-1417.187763|0.0009|-0.12587|3.1996|-1417.249741|4.5448|7.6778
17b_a6|0.0|1|0|3.375166525|0.0|0|7.412764017000001|1.425925343|5.351858133|-0.0265090529999999|1|0.042739018|-0.00460563|10.949638|-0.0791229359999999|1|0.231025646|-0.10896749|-0.180339002|0.850080948|0.7788169070000001|0.002947625|0.8370824240000001|0|0.753949098|-0.095450984|0.318652397|0.03122461|20.48861696|161.4509401|13.44399246|-2.074717455|-41.0971443|84.71888279|83.12058064|0.4548818979999999|494.7179214|-1361.36499|-17.86570631|8.974770742|16.46390151|0.834464855|5985.963521|-893.2853154999999|35.32951798|-355.2067434|1766.4758989999998|627.4287311|1.0|1.0|1.0|1.0|2.0|2.89|23.0|4.98|4.32|95.85|116.79|0.0|5.0|-5.81|31.0|5.0|409.44|0.0|3.6|1.56e-06|0.000637|0.00274|4.09|0.0|0.0|9.77e-10|4e-07|4.04|-1350.102764|690.98|1168.62|413.78|0.3949|349.8|0.69615|0.7016100000000001|-1349.830814|0.0033|-0.12545|5.3385|-1349.892156|7.3188|6.8153
12a_a5|0.0|1|0|2.981252568|0.0|0|7.139660336|1.338814635|5.209486153|0.043132749|2|0.023108466|0.00873078|10.94553751|-0.032601907|1|-0.006024869|-0.057691345|-0.093973419|0.762866363|0.779533861|0.1121034509999999|0.829536345|0|0.894590896|-0.058605038|0.337539208|0.0081891369999999|5.032443973|64.77671525|3.0925714930000003|-1.353602454|-22.13179066|50.40529807|41.04680832|0.457755771|549.7500455|-831.8249311000001|-9.830359239|8.741980056000001|16.12184989|0.844187448|5294.775577|-511.1786804|21.42066499|-303.31208710000004|1113.8745800000002|650.3600841|1.0|1.0|1.0|1.0|1.0|2.96|23.0|5.12|4.26|57.7|119.38|0.0|5.0|-4.27|29.0|4.0|381.47|1.0|3.58|5.37e-05|0.0205|0.00977|3.38|0.0|0.0|1.4800000000000003e-09|5.660000000000001e-07|2.91|-1202.02622|667.31|1140.24|297.97|0.4794|264.55|0.50831|0.67169|-1201.750315|0.0296|-0.17152|2.5642|-1201.8082029999998|3.9457|7.7212
13_a15|0.0|0|0|0.0|0.0|0|0.0|1.4356889940000002|0.0|-0.031457366|3|0.029206349|0.001806571|10.95980212|0.005149745|0|-0.010882979|-0.173728081|-0.272482143|0.843715005|0.729838386|0.008210506|0.7784213259999999|0|0.8854875790000001|-0.068526782|0.708462114|0.016196467|10.21906987|72.25096855|6.447664726|-1.961070565|-27.279882500000003|72.41636305|53.45565817|0.482317225|558.6934137000001|-1237.326456|-13.46007201|5.21465994|10.07307988|0.931684902|7196.400881999999|-780.6841766|28.24531009|-322.1392954|1638.227985|830.7967967000001|1.0|1.0|0.0|0.0|1.0|4.19|24.0|4.33|6.69|59.51|138.24|0.0|6.0|-6.32|34.0|4.0|448.52|0.0|4.61|4.77e-07|0.000214|0.000357|5.32|0.0|0.0|1.27e-09|5.7e-07|5.04|-1450.756042|674.36|1231.11|482.03|208.0|314.52|0.63827|0.70626|-1450.399387|0.0003|-0.11283|3.5479|-1450.462642|6.0429|8.2218
9_a1|0.0|1|0|3.358585365|0.0|0|6.86171134|1.432397289|4.727387819|-0.1075163359999999|1|0.037578348|-0.00314411|10.94877277|0.016589221|1|-0.232860777|-0.044035724|-0.093062585|0.582499378|0.737794643|-0.053460262|0.7964939409999999|0|0.755276458|-0.080888063|0.166794384|0.011266799|6.495805626|141.093898|3.745117974|-1.371558857|-26.88743664|57.60218193|53.13133578|0.452572261|435.4501351|-790.7640749|-10.60256533|7.61577077|13.91191974|0.826725116|5063.330971|-455.910309|23.52578164|-324.81308110000003|1011.608611|472.9447227|1.0|1.0|1.0|1.0|1.0|2.66|23.0|5.86|5.57|58.64|102.84|0.0|4.0|-4.68|27.0|4.0|357.38|0.0|4.12|2.07e-05|0.00739|0.0057799999999999|3.76|0.0|0.0|1.04e-09|3.7100000000000003e-07|5.6|-1187.226314|600.6|1007.04|370.88|0.5409|370.88|0.70296|0.70296|-1187.011122|0.5409|-0.13413|4.1623|-1187.065335|6.4447|5.2218
4d_a49|0.0|0|0|0.0|0.0|1|7.535296702|1.343847746|5.4161004020000005|-0.058204482|2|0.036555556|0.000607064|10.92777282|0.013451218|1|-0.151004418|0.000511959|0.000850823|0.7745859279999999|0.783870915|-0.008564167|0.834151595|1|0.752634646|-0.089942837|0.410804214|0.013625199|8.392883773|152.3727245|5.16986937|-1.461432343|-34.12740785|66.51766234|63.79609555|0.470013152|463.6097566000001|-900.2167208999999|-10.66380249|7.998287218|15.09148245|0.8868392740000001|5915.214567|-554.5177292999999|26.44129877|-190.6195379|1374.947536|641.1445234|1.0|1.0|1.0|1.0|2.0|2.68|21.0|3.16|2.8|98.72|115.63|0.0|6.0|-3.13|30.0|5.0|398.46|0.0|2.27|0.000743|296.0|0.18|1.45|0.0|0.0|2.64e-08|1.05e-05|2.99|-1293.333712|668.09|1144.04|325.87|0.2549|215.82|0.40593|0.6782100000000001|-1293.049085|0.0879|-0.15888|4.3005|-1293.107454|5.5765|7.7447
4i_a46|0.0|0|0|0.0|0.19654443|1|7.825245291|1.1346370959999998|5.587248657999999|-0.018872727|1|0.049498645|0.012211602|10.94638684|-0.125773054|1|-0.133434195|-0.060809732|-0.091288438|0.7204791309999999|0.749522825|-0.0656636|0.786754478|0|0.940780437|-0.058565229|0.263514985|0.015663081|8.847405392999999|33.45060163|4.997521397|-1.278543436|-18.68604171|49.04951810000001|41.92840157|0.406629719|531.4066842|-722.1945751000001|-7.998762108999999|6.218233741000001|10.47951666|0.685288314|4893.587424|-407.9368676|18.53900079|-298.0546045|945.4890404|579.2365607|0.0|1.0|1.0|1.0|0.0|3.5|17.0|4.79|5.07|39.94|105.43|0.0|3.0|-4.94|26.0|3.0|347.45|1.0|4.16|1.16e-05|0.00403|0.00317|4.38|0.0|0.0|5.04e-08|1.75e-05|4.46|-1092.730494|611.74|1058.5|280.31|0.2805|229.66|0.41877|0.69035|-1092.473422|0.1421|-0.18438|2.8538|-1092.528145|3.8696|6.2132
3g_a32|0.0|1|1|3.542426304|-0.047725143|0|7.78113851|0.60942078|5.733341277|-0.072619634|0|0.05052381|0.001276735|10.31100273|-0.125170068|3|-0.105402305|-0.074808287|-0.133675401|0.833981748|0.755211939|-0.1015732219999999|0.802214256|1|0.887695945|-0.070213101|0.273439311|0.0119962889999999|6.647498326|62.23099889|3.683575459|-1.278047464|-21.55960626|60.55421302|45.55465473|0.447358137|491.89858160000006|-708.2039051|-9.343731735|5.917878616|10.70834299|0.809490137|5058.622432|-392.4367329|21.05801434|-333.29803589999995|884.4366022|475.3634141|0.0|1.0|1.0|1.0|1.0|3.44|19.0|7.02|5.42|110.94|102.55|0.0|3.0|-7.09|24.0|3.0|354.49|0.0|4.61|8.12e-08|2.88e-05|0.000915|5.02|0.0|0.0|5.08e-08|1.8e-05|4.13|-1712.060085|593.24|998.86|349.68|0.2859|349.68|0.70275|0.70275|-1711.865318|0.2859|-0.14715|3.3082|-1711.919273|5.5816|7.8539
18_a10|0.0|0|0|0.0|0.0|1|7.78113851|1.243178376|5.733341277|0.0307177839999999|2|0.035770975|0.009941402|10.92966688|-0.0280813039999999|1|-0.144233311|-0.091730492|-0.143149563|0.7155022459999999|0.785539083|0.048377088|0.832812971|1|0.885552955|-0.0575419659999999|0.656664457|0.019095409|12.12013168|72.64119073|7.692822451|-1.368942347|-23.18149476|61.38857307|48.64284759|0.4670293179999999|562.0732377|-868.8874593|-10.02718922|7.204851347999999|13.51828833|0.876275815|6213.631543|-551.4954071000001|24.62214943|-179.7708584|1354.218219|713.2632062000001|1.0|1.0|1.0|1.0|0.0|3.41|21.0|4.65|4.66|62.06|119.81|0.0|5.0|-4.48|31.0|5.0|412.48|1.0|3.67|3.34e-05|0.0138|0.00705|3.49|0.0|0.0|1.32e-08|5.44e-06|2.65|-1336.433782|687.19|1181.5|326.47|0.2962|214.93|0.37729|0.6866300000000001|-1336.126835|0.1637|-0.15735|4.7596|-1336.185978|5.9029|6.8861
19b_a38|0.0|1|0|3.26554965|0.0|0|7.412764017000001|1.297044256|5.351858133|-0.115864198|2|0.044392765|-0.006877664|10.96052467|-0.0697981979999999|1|0.035216067|-0.098027247|-0.250781298|0.653741315|0.8295290000000001|0.019437461|0.8851623040000001|0|0.7293105670000001|-0.086013549|0.336505882|0.0224393089999999|13.92699891|168.00390359999997|8.643817972|-2.0803120280000003|-33.13317155|84.49751102|67.31146923|0.478948837|452.6479704|-1291.149559|-16.02708787|7.159317935|13.74014387|0.91919733|6518.872269|-801.3543933999999|33.99385836|-322.28833010000005|1699.692918|593.6088758|0.0|1.0|1.0|0.0|3.0|2.37|17.0|3.55|3.11|81.23|125.65|0.0|5.0|-4.25|31.0|5.0|419.43|0.0|2.94|5.68e-05|0.0238|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|3.66|-1431.414099|646.81|1111.29|330.55|0.4634|231.18|0.38952|0.69411|-1431.18309|0.1945|-0.15414|5.5253|-1431.2418630000002|6.3396|7.9172
8c_a12|0.0|0|0|0.0|0.0|0|0.0|1.283851303|0.0|-0.055163114|3|0.038787879|-0.004211843|10.95472932|-0.07003012|0|-0.1876771789999999|-0.210669119|-0.370782022|0.905486734|0.782864175|-0.10899871|0.8425863029999999|0|0.840397446|-0.067004282|0.239216075|0.019604202|10.00357546|81.4415307|5.104595615|-1.529825767|-17.44675795|61.66383178|44.19432689|0.472503372|428.8355831|-780.6350769|-9.958505349|5.670223821|10.74930819|0.8957467170000001|4610.945152|-398.3402139|25.52931025|-269.8853937|1021.17241|390.0159026|1.0|0.0|0.0|1.0|1.0|2.24|18.0|2.81|1.59|63.06|98.07|0.0|3.0|-3.47|24.0|5.0|314.34|1.0|2.23|0.000339|107.0|0.0598|2.5|0.0|0.0|7.24e-08|2.28e-05|2.76|-1022.77302|551.66|909.19|323.37|466.0|284.38|0.53657|0.67318|-1022.613451|0.1355|-0.15571|1.7305|-1022.663298|2.4806|7.3979
19j_a38|0.0|1|0|3.235947106|0.0|0|7.412764017000001|1.29704352|5.351858133|-0.04575843|2|0.04391253|-0.004442319|10.95429182|-0.036248822|1|0.23209815|-0.09493054|-0.20848518|0.7163622890000001|0.846765471|-0.001131945|0.908721232|0|0.8071763829999999|-0.0844479869999999|0.625966089|0.0250587|17.15233756|131.9851314|11.74054073|-1.944118135|-39.565701700000005|90.05233553|74.95583121|0.408533267|552.5012068|-1330.722303|-17.86002424|7.506210369|12.69084117|0.6907121629999999|6704.612831|-910.8612362|36.5253298|-293.4664598|1862.79182|640.025745|0.0|1.0|1.0|1.0|3.0|2.34|17.0|3.17|2.42|105.02|130.41|0.0|5.0|-4.35|32.0|5.0|426.45|0.0|2.44|4.46e-05|19.0|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|5.14e-05|3.23|-1424.426858|686.26|1163.3|336.13|354.0|205.41|0.30419|0.69435|-1424.183388|0.2625|-0.15182|10.8124|-1424.24494|14.4895|8.1146
4q_a46|0.0|0|0|0.0|0.09591943|1|7.832410927000001|1.131262631|5.587248657999999|0.004704245|2|0.0462962959999999|0.012173202|10.96363644|-0.081623022|1|-0.019471024|-0.1214838219999999|-0.187559576|0.716317772|0.807871283|-0.15266708|0.848935944|0|0.913550004|-0.052170875|0.258420996|0.014510206|8.099124333999999|48.25357162|4.520667361|-1.050531344|-16.25388148|49.37907349|37.21920695|0.487775649|509.9138517|-586.3723734|-6.545879136|6.038093227999999|11.78798551|0.952269544|4992.497361|-327.2939568|18.92875482|-133.46593529999998|946.4377411|554.3688216|1.0|1.0|1.0|1.0|0.0|3.16|17.0|4.09|4.09|52.83|102.63|0.0|4.0|-3.41|26.0|4.0|348.44|1.0|3.15|0.000389|135.0|0.0449|2.65|0.0|0.0|1.14e-07|3.97e-05|2.57|-1108.751283|606.7333|1043.05|273.72|0.1432|273.72|0.69002|0.69002|-1108.511662|0.1432|-0.1903|2.7026|-1108.566571|3.2968|6129.0
36_a18|0.0|0|0|0.0|0.0|0|7.03438793|1.25117638|4.844187086|-0.020339784|1|0.036625514|-0.000451777|10.94702093|0.003321395|0|-0.079553246|-0.079721028|-0.12139648|0.7343989059999999|0.741135729|-0.010091893|0.780206307|0|0.804293867|-0.07777765|0.3847791889999999|0.009440278|6.722004572|139.3536816|4.786442152|-2.074949798|-39.43509046|65.59412783|62.10402945|0.4751830729999999|572.70209|-1477.479979|-16.1853561|9.560644525|18.21710397|0.905426346|6799.65027|-1052.048147|27.99124609|-444.4026478999999|1819.430996|975.4099618|1.0|0.0|1.0|1.0|3.0|0.0|18.0|3.73|2.96|85.29|146.24|0.0|7.0|-5.68|35.0|3.0|466.57|0.0|2.8|2.09e-06|0.000975|0.00242|4.18|0.0|0.0|6.87e-10|3.210000000000001e-07|7.75|-1493.686737|769.73|1350.57|388.57|0.4674|388.57|0.69372|0.69372|-1493.266344|0.4674|-0.13133|1.9944|-1493.333297|2.7547|7.4949
