molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PPSA3|TPSA_x|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
16e_a32|0.0|1|1|3.343660084|0.0|0|7.765993078999999|0.609420752|5.733341277|-0.06951854|0|0.040982906|-0.0048042729999999|10.31100268|-0.01320745|3|-0.079817994|-0.123297852|-0.219947482|0.804503712|0.86370575|0.096017785|0.91471624|1|0.7903051590000001|-0.087117996|0.504569498|0.024145309|15.50894749|134.6906051|9.961663868|-1.760072163|-35.94239328|90.34923861|71.46633549|0.458956284|507.6266039|-1130.524639|-15.45011555|6.573687662|12.15001203|0.848279482|6142.277629|-726.1554308999999|34.2534974|-259.78720209999994|1609.914378|573.3529948|0.0|1.0|1.0|1.0|2.0|3.36|19.0|6.03|4.6|149.27|111.95|1.0|8.0|-6.59|28.0|5.0|413.52|0.0|3.77|2.58e-07|0.000107|0.0074099999999999|3.76|0.0|0.0|4.18e-08|1.73e-05|4.59|-1955.993572|677.82|1130.95|342.37|0.2858|342.37|0.7022|0.7022|-1955.766505|0.2858|-0.14991|3.2372|-1955.827194|3.9389|8.1367
8_a47|0.0|0|0|0.0|0.0|0|7.252053952000001|1.24688044|5.476463552|-0.099564745|2|0.0363475179999999|-0.008756|10.93671024|-0.14203855|0|-0.177626636|-0.00158075|-0.003223628|0.686795267|0.7847248109999999|-0.035681436|0.842571655|1|0.8497568740000001|-0.075955381|0.517797505|0.008687692|5.043798869|87.2263982|2.928269795|-1.646676195|-25.60148752|60.62152862|49.14108595|0.414302597|493.3419136|-956.0080185|-12.06582525|6.492934319|11.08581716|0.707366287|6219.278078|-555.0279614|25.35407034|-371.2177396|1166.287236|559.4973856|1.0|0.0|1.0|1.0|2.0|3.21|22.0|5.67|6.77|58.04|113.97|0.0|4.0|-6.59|29.0|4.0|405.85|0.0|5.03|2.56e-07|0.000104|0.000263|5.61|0.0|0.0|5.62e-10|2.28e-07|4.91|-1686.068471|621.06|1071.62|337.87|0.2249|337.87|0.6877800000000001|0.6877800000000001|-1685.8518170000002|0.2249|-0.15357|3585.0|-1685.908004|4.6281|7.3
11b_a50|0.0|0|1|0.0|0.0|2|7.927685046000001|1.3979498330000002|5.82008293|-0.014702942|1|0.038040936|0.011959339|10.94500697|-0.133073229|2|-0.013155246|-0.162848233|-0.277408878|0.701976536|0.800774662|-0.146696566|0.862408925|1|0.931316325|-0.0445367309999999|0.229754094|0.019455771|10.1501574|35.832562100000004|5.295379767|-1.047617742|-12.12179711|47.72173991|33.38515735|0.42907551|485.8716402|-546.5465781|-6.788943965|5.697537591000001|9.979494111|0.751545111|4884.730303|-285.1356465|20.26785036|-148.2182458|851.2497152000001|439.9973344|0.0|1.0|1.0|1.0|0.0|2.84|20.0|3.09|3.73|48.53|99.65|0.0|2.0|-3.58|25.0|3.0|327.38|1.0|2.96|0.000263|0.0862|0.0228|2.9|0.0|0.0|1.35e-06|0.000441|3.05|-1045.98235|560.06|955.4|311.03|195.0|266.8|0.53885|0.64477|-1045.798634|0.0711|-0.16684|2.7805|-1045.849774|3.7922|5.7696
11c_a5|0.0|1|0|2.930680267|0.0|0|6.605297921|1.427567332|4.59511985|-0.050049777|2|0.027388889|0.005090155|10.94877953|-0.023856811|1|-0.138950411|-0.011677718|-0.018887528|0.679183645|0.8020105409999999|0.030085871|0.86113162|0|0.80472351|-0.078909483|0.389427402|0.01785211|10.85837291|118.7750305|6.604499968|-1.484812761|-29.19305715|66.02857181|58.854300300000006|0.448016491|489.4652669|-903.1229552|-11.94164728|8.88462927|16.09582374|0.811648325|5202.741647999999|-549.3157749|27.76804404|-251.8596984|1277.330026|523.8031619|1.0|1.0|1.0|1.0|1.0|2.14|23.0|4.79|4.17|80.76|106.79|0.0|6.0|-4.13|28.0|5.0|370.4|0.0|3.0|7.38e-05|0.0273|0.0294|2.78|0.0|0.0|3.4000000000000003e-09|1.26e-06|4.53|-1218.492067|636.14|1071.71|294.59|0.5327|275.3|0.60118|0.6267699999999999|-1218.278135|0.2186|-0.1713299999999999|2.5278|-1218.336116|3.3827|7.6021
18_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.3998285519999998|5.4161004020000005|-0.164169913|1|0.042924837|0.000379379|10.94611841|-0.063708832|1|0.108754635|0.006968314|0.015390457|0.624748358|0.793041267|0.102914528|0.8547339420000001|0|0.7755960390000001|-0.094231531|0.269470313|0.017694182|8.729352711|110.7087804|4.306590617|-1.287267373|-22.93503169|50.98777224|55.21809494|0.405586004|382.6371479|-635.0681172000001|-8.467791078|6.133421395|10.31843368|0.682329162|4381.693113|-313.3082699|22.30718562|-265.85258480000005|825.3658678999999|337.0066459|1.0|0.0|1.0|0.0|1.0|2.56|17.0|3.46|3.43|50.94|86.22|0.0|3.0|-2.95|23.0|4.0|307.32|1.0|2.78|0.00113|349.0|0.0959|2.24|0.0|0.0|2.96e-06|0.0009109999999999|3.02|-1033.480025|523.81|870.74|294.88|0.2083|274.59|0.52475|0.57777|-1033.349218|0.1|-0.17345|2.7878|-1033.398285|3498.0|5.5817
12bd_a36|0.0|1|0|3.497517322|0.0|0|7.412764017000001|1.297043358|5.351858133|-0.045630197|2|0.04625323|0.003676818|10.94639828|-0.0288761339999999|1|0.042808724|-0.101854847|-0.169994208|0.902377067|0.78699829|-0.011529973|0.833398429|0|0.832478093|-0.071083327|0.279020022|0.0177487689999999|11.7156452|110.578217|7.733288012999999|-1.989200921|-30.9716039|75.7932235|58.63647911|0.475272043|549.5039111000001|-1313.035977|-15.47699253|8.050812711|15.34283166|0.905749421|5957.939097|-866.7115819|29.96655829|-372.868829|1678.127264|729.1873176|0.0|0.0|1.0|0.0|2.0|0.0|17.0|3.76|2.5|69.2|133.68|0.0|5.0|-4.54|31.0|4.0|409.49|1.0|2.42|2.8600000000000004e-05|0.0117|0.0102|3.41|0.0|0.0|4.55e-08|1.86e-05|3.79|-1311.591775|706.26|1200.23|349.84|0.4467|319.66|0.69411|0.7044100000000001|-1311.291779|0.0058|-0.1459|5.7533|-1311.352257|7.6908|7.7696
8a_a50|0.0|1|1|3.139870661|0.0|1|7.860570786|1.39826105|5.777652323|-0.021959577|1|0.03904321|0.007671336|10.94501357|-0.058014797|2|-0.038971589|-0.065546446|-0.11385159|0.75162266|0.804535572|-0.188882361|0.8718949979999999|1|0.860876738|-0.069208148|0.278028663|0.018809422|9.480859015|70.12485884|4.778811898|-1.234552044|-17.58335405|50.06249379|44.36511568|0.46183401|433.9235497|-622.2739931|-8.042467074|5.754657432|10.69309012|0.858162757|4638.284496|-313.6562159|21.23424244|-253.4513797|828.1354551|388.171611|1.0|0.0|1.0|1.0|1.0|2.01|20.0|3.63|3.71|59.39|94.75|0.0|2.0|-3.86|24.0|3.0|313.36|1.0|2.87|0.000138|0.0433|0.0234|2.95|0.0|0.0|4.82e-07|0.000151|2.69|-1006.671867|548.47|912.7|297.06|0.18|220.53|0.3462199999999999|0.60625|-1006.508913|0.1217|-0.17244|3.5509|-1006.557694|5.5319|7.3279
9d_a31|0.0|1|0|3.456767212|0.0|0|7.765993078999999|0.61013528|5.733341277|-0.043220149|0|0.0359583329999999|-0.002456634|10.31169788|-0.021171445|2|-0.091744753|-0.134504227|-0.214049412|0.8066174070000001|0.8343242820000001|-0.030275712|0.873955169|0|0.6943358040000001|-0.098210975|0.3655337879999999|0.029032453|19.79432796|208.401866|13.49577391|-1.793772606|-45.65350116|97.84665015|86.75457645|0.457506946|473.3981899|-1222.994263|-15.732784099999998|9.436176796|17.39409698|0.8433415740000001|5748.743284|-833.8375571|34.77197803|-223.1115993|1842.914835|647.1500428999999|1.0|1.0|1.0|1.0|2.0|3.35|16.0|6.04|4.09|117.37|112.97|0.0|9.0|-5.61|29.0|5.0|412.51|0.0|3.65|2.48e-06|0.0010199999999999|0.0167|3.46|0.0|0.0|2.3500000000000002e-08|9.69e-06|5.0|-1657.471475|727.27|1202.79|322.22|0.2611|322.22|0.7006899999999999|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|2.6311|-1657.245966|3.5077|6.2218
14q_a23|0.0|0|1|0.0|0.0|2|7.423568444|1.19796338|5.351858133|-0.130330047|2|0.044138322|0.002243702|10.31321757|-0.056324491|2|0.121109106|-0.017918675|-0.033435987|0.77007911|0.808928963|0.067394607|0.871119857|1|0.773194598|-0.08960718|0.227948491|0.02158178|14.81701129|155.7136729|10.17264683|-2.023785094|-42.23665548|79.42966327|76.3369885|0.472004985|530.8381985000001|-1389.433443|-18.70427707|8.732265278|16.53853737|0.893957277|6982.066379000001|-953.9181308|35.04742005|-380.8178266000001|1787.418422|693.3423458|0.0|1.0|1.0|0.0|2.0|2.66|26.0|2.57|3.12|148.11|128.38|1.0|6.0|-5.21|33.0|5.0|454.51|0.0|2.62|6.11e-06|0.00278|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|4.19|-1798.645459|714.22|1222.17|340.33|0.4943|340.33|0.5949|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|-1798.433122|12.0503|7.8069
12as_a36|0.0|1|0|3.447017327|0.0|0|7.412764017000001|1.297043209|5.351858133|-0.073735973|2|0.041728395|0.000584134|10.95347588|-0.025398105|1|0.162571317|-0.098698552|-0.166354116|0.8058720979999999|0.817372883|-0.0389138329999999|0.869455765|0|0.77043791|-0.082748367|0.291030086|0.019229943|12.95780416|154.6869148|8.731418812000001|-2.080363362|-37.57216725|85.53474971|68.71652969|0.454761514|519.1478419|-1401.82114|-17.17446921|8.768282531|16.08155469|0.834059821|6224.698969|-944.5958066|33.18163581|-361.3444194|1824.98997|716.9974499|0.0|0.0|1.0|0.0|2.0|0.0|17.0|3.16|2.09|86.27|133.95|0.0|6.0|-3.81|32.0|5.0|423.47|0.0|1.84|0.000154|0.0653|0.0476|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|4.84|-1385.601917|712.04|1207.35|321.96|0.5902|274.29|0.53815|0.68211|-1385.322633|0.2402|-0.1563|4.8580000000000005|-1385.384524|6.8556|7.2291
8_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.304250488|5.4161004020000005|0.03148225|2|0.038726287|0.010647563|10.9295757|0.05775266|1|-0.1193184819999999|-0.048133994|-0.078942941|0.619844116|0.813333185|-0.07377839|0.879500982|1|0.925132446|-0.05397993|0.546157592|0.0103751219999999|5.362918401|38.69916707|2.772101712|-0.983925625|-14.42275611|41.57817329|33.26523662|0.428884426|478.2025467|-508.5928419|-6.572312789|5.695730546|9.972991122|0.750959081|5162.482272|-262.8925116|17.50981094|-233.7988862|700.3924376|434.9654405|1.0|1.0|1.0|1.0|0.0|3.19|21.0|4.63|4.76|43.6|100.13|0.0|2.0|-4.35|25.0|3.0|346.81|1.0|3.85|4.49e-05|0.0156|0.00506|3.74|0.0|0.0|1.65e-08|5.72e-06|3.29|-1450.239105|561.6|949.09|311.03|0.1687|231.56|0.30471|0.57675|-1450.071352|0.0642|-0.16821|4.5781|-1450.121028|5.7488|7.2676
1n_a5|0.0|1|0|2.91912867|0.0|0|6.605297921|1.427557749|4.59511985|-0.0533837329999999|2|0.024388889|0.004367323|10.94528897|-0.047910067|1|0.004115733|-0.00966135|-0.015850084|0.6805709409999999|0.77828693|-0.013686011|0.8402078140000001|0|0.785210014|-0.082180848|0.428980979|0.023129277|13.27640087|123.2912732|7.620766672|-1.311215832|-27.07741706|63.57058627|60.44890447|0.483868192|450.71720610000006|-752.6490056|-10.04713747|7.881746117|15.27080096|0.937489579|5101.31614|-432.02691110000006|27.88278228|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|1.0|2.67|23.0|4.41|3.99|80.76|101.77|0.0|5.0|-4.27|27.0|5.0|356.38|0.0|3.14|5.41e-05|0.0193|0.0234|2.91|0.0|0.0|8.43e-09|3.01e-06|4.19|-1179.209088|607.15|1017.23|282.82|0.3789|282.82|0.44786|0.44786|-1179.018429|0.3789|-0.17092|0.6234|-1179.073189|0.7104|7.5686
7g_a8|0.0|1|0|3.095238804|0.0|1|7.535296702|1.39137419|5.4161004020000005|-0.067360394|0|0.0448526079999999|-0.00087806|10.9431888|-0.027717137|1|-0.065174707|0.021974492|0.046246982|0.627990269|0.7363841520000001|0.098510683|0.79995525|0|0.699376143|-0.107714754|0.306360885|0.031841955|19.08352484|180.1699331|11.43714084|-2.020168201|-38.68948451|78.41805331|83.63914665|0.470618047|419.1502102|-1210.7274960000002|-16.4912131|7.588498875|14.3346384|0.8889952590000001|6293.364606|-725.6133762000001|34.10836993|-367.6690814|1500.768277|509.2753308|0.0|1.0|1.0|0.0|1.0|3.32|23.0|4.94|4.66|80.04|108.0|0.0|3.0|-5.78|30.0|5.0|399.37|0.0|4.14|1.67e-06|0.000667|0.00143|4.38|0.0|0.0|1.23e-08|4.92e-06|6.26|-1374.493069|620.67|1053.9|327.36|0.5165|327.36|0.62073|0.62073|-1374.291597|0.5165|-0.15508|10.1546|-1374.3479960000002|12.9547|4.6772
16a_a23|0.0|0|1|0.0|0.0|2|7.423568444|1.197962324|5.351858133|-0.013055633|3|0.046283951|0.012426121|10.31321796|-0.071458049|2|0.115499047|-0.181609054|-0.335065967|0.765869487|0.8323974470000001|0.154144584|0.890165467|1|0.934837094|-0.041095401|0.181301571|0.021379172|13.80568132|42.07919382|8.915071155|-1.311960953|-17.13669862|65.21027197|40.34319246|0.49525751|603.6746046|-847.2037686000001|-10.72715788|8.024409307|15.89802615|0.981208279|6552.801739|-547.0850515999999|28.35168303|-110.9672657|1445.935835|668.3493171|0.0|0.0|1.0|0.0|1.0|0.0|20.0|2.03|2.52|108.26|125.79|0.0|5.0|-4.58|31.0|4.0|427.5|0.0|1.85|2.6e-05|0.0111|0.0208|2.66|0.0|0.0|5.38e-06|0.0023|2.49|-1685.913359|670.04|1172.0|763.49|0.2066|763.49|0.96307|0.96307|-1685.580443|0.2066|-0.07625|11.6254|-1685.6419010000002|18.4446|7.4037
12j_a36|0.0|1|0|3.502198129|0.0|0|7.412764017000001|0.6293514410000001|5.351858133|-0.0446165029999999|2|0.039061728|0.00285431|10.33556498|-0.051080247|1|0.161289379|-0.07550872|-0.133106642|0.906423012|0.820041835|-0.1241793309999999|0.87043328|0|0.852586292|-0.069970795|0.362692602|0.018160631|11.99396966|97.35760604|7.921272637|-2.004132137|-30.5197407|80.59149538|58.20533756|0.457280037|563.0803357000001|-1323.6049039999998|-16.18812775|7.483427579|13.78874575|0.8425708820000001|6352.018345|-874.1588982999999|31.59421634|-364.314663|1706.0876829999995|725.9470896|0.0|1.0|1.0|1.0|2.0|0.0|17.0|3.33|2.61|94.5|135.47|0.0|6.0|-4.85|31.0|4.0|427.52|0.0|2.33|1.4300000000000002e-05|0.0061|0.0132|3.19|0.0|0.0|8.95e-08|3.83e-05|3.37|-1670.448063|694.28|1198.96|327.94|0.4981|238.1|0.37116|0.69967|-1670.184251|98.0|-0.15495|6.4451|-1670.245584|8.5953|8.0
8e_a12|0.0|0|1|0.0|0.0|1|6.803505258|1.283834633|4.727387819|-0.049397555|2|0.037430556|0.005196034|10.94458094|-0.0309579439999999|1|0.112673977|-0.079913108|-0.136145064|0.83954453|0.761892879|-0.036433876|0.815412281|1|0.939627917|-0.05202522|0.001151979|0.0155147339999999|8.884082475|34.57040021|5.0872236|-1.492520871|-17.05887601|61.4656313|38.67488258|0.45384745|538.051884|-854.6507103|-10.19566754|6.446557205|11.80358346|0.830990262|5490.975165|-489.392042|25.03342862|-241.94192880000003|1201.604574|561.9859171|1.0|1.0|1.0|1.0|1.0|3.01|21.0|3.34|2.68|55.1|117.04|0.0|3.0|-4.37|28.0|4.0|366.42|1.0|3.12|4.25e-05|0.0156|0.00744|3.53|0.0|0.0|1.19e-08|4.34e-06|3.45|-1177.619013|612.59|1048.44|375.21|0.2341|236.25|0.38889|0.6954899999999999|-1177.380602|0.2252|-0.13599|1.0295|-1177.436953|1.9327|6.2306
12g_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.6049842529999999|5.351858133|0.024086432|2|0.039951691|0.001371944|10.31162838|-0.049719762|1|-0.067792064|-0.084317059|-0.152855196|0.817497287|0.826316772|-0.0430471959999999|0.886776351|0|0.783662781|-0.086195758|0.487608738|0.027436565|18.59520651|146.623137|12.60295167|-2.068986201|-39.593913|83.29752441|77.01461557|0.459011202|531.1295763|-1402.261011|-18.63502363|8.694447089|16.07139949|0.8484671109999999|6688.137428|-950.3862054|35.50940589|-371.8296813|1810.9797|683.7405759|0.0|1.0|1.0|0.0|1.0|0.0|17.0|3.4|2.48|114.67|133.52|0.0|6.0|-6.0|32.0|6.0|439.49|0.0|2.36|1.01e-06|0.000444|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|3.88|-1743.214798|717.55|1206.02|348.35|0.2449|244.53|0.26238|0.68366|-1742.965961|0.1613|-0.15077|3875.0|-1743.029147|5.3027|8.0334
14aa_a23|0.0|0|1|0.0|0.0|2|7.423568444|1.19796312|5.351858133|-0.026892547|2|0.046678487|0.013012022|10.313217300000002|-0.044957534|2|0.055934795|-0.074579388|-0.13397874|0.725358161|0.75434493|0.055269665|0.8072028240000001|1|0.924108042|-0.052155763|0.204831806|0.018016316|12.26959478|51.68445972|8.355923226|-1.6743643259999998|-24.18971469|61.21989213|47.78906871|0.4930525229999999|629.3423691|-1140.287028|-14.65218978|8.000512184|15.78173785|0.972590939|6651.23042|-776.5660584|27.00633206|-404.0660854|1431.335599|733.3886349999999|0.0|1.0|1.0|1.0|1.0|3.68|26.0|4.4|4.63|105.02|130.22|0.0|5.0|-6.23|32.0|4.0|439.54|0.0|4.1|5.9e-07|0.000259|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|4.1|-1708.5626|715.57|1231.11|345.03|0.4157|345.03|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|-0.1449|5.8286|-1708.338059|8.3532|8451.0
32_a47|0.0|0|1|0.0|0.0|1|6.842683282|1.216307925|4.727387819|0.000921003|3|0.035568182|0.001861676|10.95005715|-0.044598914|1|-0.0274939029999999|-0.077485193|-0.157688306|0.6636125860000001|0.810444864|-0.0094137619999999|0.858292442|1|0.851627782|-0.05770007|0.266433793|0.019295804|13.90468487|106.9180086|10.01980854|-1.381205148|-29.9621436|68.76811937|55.48373932|0.44289006|613.6886524|-995.3056298|-13.53252578|8.656942728999999|15.53902041|0.794977846|6235.398576|-717.2238666000001|29.28959351|-203.4434306|1552.348456|682.9868225|1.0|0.0|1.0|1.0|2.0|3.67|21.0|4.18|5.07|67.66|125.17|0.0|5.0|-4.81|31.0|5.0|436.91|0.0|3.94|1.5399999999999998e-05|0.00674|0.0038799999999999|3.7|0.0|0.0|1.5e-09|6.55e-07|2.97|-1778.127634|692.49|1184.76|336.65|0.2969|252.79|0.48011|0.68986|-1777.843462|0.2839|-0.1509599999999999|4.8234|-1777.90286|6.3139|7.0
11g_a5|0.0|1|0|2.9590700880000003|0.0|1|7.139660336|1.388236041|5.209486153|0.009272269|2|0.020943152|0.00599982|10.94877951|-0.007175378|2|-0.14133011|-0.137739838|-0.233590516|0.777565622|0.814159231|-0.075382189|0.8737292720000001|0|0.837943738|-0.067247149|0.396049407|0.023215707|15.25675|106.4990972|10.02633335|-1.297557078|-29.04250676|71.21847290000001|59.4498014|0.485790997|550.6745046|-852.7202582999998|-10.98794595|9.342496899|18.16867625|0.944734523|5817.569415|-560.3852433999999|30.75897687|-57.28097817|1568.70782|648.1198739|1.0|1.0|1.0|1.0|1.0|2.34|28.0|4.17|4.48|81.51|118.35|0.0|7.0|-4.12|31.0|5.0|408.46|0.0|2.96|7.65e-05|0.0312|0.0199|2.75|0.0|0.0|9.229999999999999e-10|3.770000000000001e-07|2.3|-1330.189793|693.48|1180.25|294.62|0.4609|274.87|0.56924|0.63081|-1329.927772|0.2403|-0.1714|3.2282|-1329.988893|4314.0|7.5229
34_a47|0.0|0|1|0.0|0.0|1|6.842683282|1.40499556|4.727387819|-0.064842466|3|0.03522792|0.003530307|10.98214103|0.078153957|1|-0.208989427|-0.1430639269999999|-0.317014709|0.62974551|0.833786184|0.046668352|0.89234354|1|0.8260556609999999|-0.061957581|0.437215023|0.019723558|10.92238452|96.32577107|6.048527453999999|-1.261976347|-19.00022922|62.66739933|45.23285281|0.45489212|457.4477611|-698.8490993|-9.000096143|7.066583143|12.96364153|0.834499257|5105.274301|-387.0041342|24.85087647|-170.55473480000003|1068.587688|439.9906467|1.0|1.0|1.0|1.0|1.0|3.0|21.0|3.34|4.52|68.52|99.09|0.0|4.0|-3.57|26.0|5.0|348.38|1.0|3.02|0.000267|0.0929|0.0436|2.49|0.0|0.0|3.36e-08|1.17e-05|2.41|-1162.4815230000002|585.79|980.02|318.79|0.2309|294.66|0.6602399999999999|0.69314|-1162.283641|0.1718|-0.16086|4.4605|-1162.33788|6.2235|8.7
12ah_a36|0.0|1|0|3.456839001|0.0|0|7.412764017000001|1.297013411|5.351858133|-0.043678703|2|0.043848238|0.0005016269999999|10.95983779|-0.050147748|1|0.133939811|-0.103922055|-0.177407665|0.8941919290000001|0.835013502|0.011674455|0.8910146309999999|0|0.828405275|-0.0758457179999999|0.271553945|0.0184777819999999|11.93961081|110.8777131|7.714903458999999|-1.906864035|-31.66734951|80.02464883|60.9481085|0.468162246|535.2826672|-1232.13999|-15.92320089|8.26712637|15.54445187|0.8802726820000001|6015.129321|-796.1600443|32.04915319|-347.5133554|1602.457659|629.5017194000001|0.0|0.0|1.0|0.0|2.0|0.0|17.0|3.35|2.54|69.2|128.76|0.0|5.0|-4.44|30.0|4.0|415.88|1.0|2.34|3.64e-05|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|2.77e-05|3.79|-1692.545871|682.21|1148.39|328.07|0.6729|237.25|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|-0.15434|5.4979|-1692.369929|7.6265|7.9586
17a_a6|0.0|1|0|3.3685510360000004|0.0|0|7.412764017000001|1.424257628|5.351858133|-0.0265090529999999|1|0.041767677|-0.00460563|10.94948984|-0.060774312|1|0.068338372|-0.10896749|-0.180339002|0.850080948|0.7722228729999999|0.08716369|0.8299950709999999|0|0.753082653|-0.096082495|0.350977745|0.031147305|20.43213226|161.9738174|13.40315088|-2.078379577|-41.34573382|84.75077935|83.46070738|0.483320982|494.010135|-1363.383649|-17.887155899999996|8.337470517|16.13665395|0.935437602|5996.580489|-894.3577948999999|35.323795000000004|-356.769966|1766.18975|627.4287311|1.0|1.0|1.0|1.0|2.0|2.88|23.0|4.98|4.32|95.85|116.79|0.0|5.0|-5.81|31.0|5.0|409.44|0.0|3.59|1.56e-06|0.000637|0.00274|4.09|0.0|0.0|9.77e-10|4e-07|4.04|-1350.102634|696.96|1167.16|416.71|0.3933|350.03|0.69627|0.7024|-1349.830672|0.0101|-0.12425|4.1627|-1349.892285|5604.0|7.6198
13b_a5|0.0|1|0|2.948625157|0.0|0|7.153833802|1.338814635|5.209486153|0.011339656|2|0.02468599|0.0064510459999999|10.94530329|-0.017963913|1|-0.010368468|-0.055701188|-0.091464693|0.6700114770000001|0.765309977|0.03431921|0.8184221559999999|0|0.831557236|-0.0694958329999999|0.468748106|0.0138892369999999|8.980592802|108.9128108|5.806729729|-1.344786367|-29.05440446|62.24204745|53.91565742|0.455921715|537.6736515|-869.5206594|-11.0239272|8.427551282000001|15.48959317|0.837970799|5678.380299|-562.2202871000001|26.06641209|-199.2474147|1329.387016|638.8437454|1.0|1.0|1.0|1.0|1.0|2.64|23.0|4.64|4.06|74.77|119.8|0.0|5.0|-4.24|30.0|4.0|395.46|1.0|3.26|5.69e-05|0.0225|0.0148|3.01|0.0|0.0|4.36e-09|1.72e-06|4.66|-1276.066049|672.43|1138.73|296.66|0.5528|265.31|0.32779|0.57482|-1275.806761|0.3064|-0.17274|3.5881|-1275.865034|4.7964|6.9586
12b_a40|0.0|0|0|0.0|0.0|1|7.515889085|0.604989475|5.4161004020000005|-0.011794908|0|0.04020202|0.00779293|10.31197236|-0.1537981269999999|2|0.279216571|0.023952313|0.038336814|0.58925219|0.7137941109999999|0.026452642|0.7818091140000001|1|0.955647156|-0.065048707|0.2160572999999999|0.010845303|6.17734692|25.26281742|3.518538455|-1.048903063|-21.10373336|48.54667776|43.22826564|0.494842289|544.3244990000001|-597.4418808999999|-10.97726831|8.132984007000001|16.09989085|0.979579799|5933.385347|-340.29531769999994|22.49258909|-406.4913617|697.2702616|370.3261123|0.0|1.0|1.0|0.0|0.0|3.87|20.0|6.58|6.74|58.43|101.78|0.0|2.0|-7.71|24.0|2.0|415.12|0.0|5.79|1.95e-08|8.09e-06|3.2500000000000004e-05|6.68|0.0|1.0|4.08e-09|1.7e-06|6.27|-3016.999329|576.38|960.94|363.91|306.0|363.91|0.69476|0.69476|-3016.927883|306.0|-0.14267|4.5528|-3016.980996|6.3131|7.3979
4c_a49|0.0|0|0|0.0|0.0|1|7.535296702|1.343847672|5.4161004020000005|-0.044371138|2|0.03583878|0.001379959|10.92777281|0.006194124|1|-0.163476035|-0.001005604|-0.001647802|0.7745214140000001|0.7796063109999999|-0.052237757|0.826523164|1|0.76159824|-0.087753156|0.407675441|0.012079228|7.782541015|153.60017230000005|5.014223225|-1.639519861|-36.42732137|66.77901229|64.32113331|0.473304159|490.6910965|-1056.328332|-12.37423857|8.474369008|16.089682800000002|0.898629005|6046.668361|-680.5831211|26.5256103|-288.71184960000005|1458.908567|707.2397315000001|1.0|1.0|1.0|1.0|2.0|2.97|21.0|3.55|3.19|98.72|120.43|0.0|7.0|-3.5|31.0|5.0|412.49|0.0|2.6|0.000314|0.13|109.0|1.81|0.0|0.0|1.07e-08|4.4e-06|3.04|-1332.647233|705.55|1199.04|325.7|0.2411|216.0|0.4164199999999999|0.67789|-1332.336755|0.0821|-0.15925|3.4931|-1332.398001|4.9358|6.5935
