molecula|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
9_a10|0|0|0.0|1|7.535296702|1|1.377786667|1.998759814|-0.096384071|-0.004530817|-0.032199235|0.03590535|-0.1189611519999999|10.92721632|1|1|0.007847998|-0.079150788|-0.1475423119999999|-0.362724972|2|0.791322552|-0.000865755|-0.169389445|0.692424727|1|0.8694452140000001|-0.057690053|0.6816795959999999|0.013842683|-40.90513782|-59.80726117|9.815155744|-0.028592687|59.95939417|-29.00379197|71.07688871|0.45291714|616.4802143999999|2284.568215|-14.37503199|0.26870822|8.765421221|16.02210901|6606.83687|190.5275895|27.72306267|1635.660698|1.0|1.0|1.0|1.0|4.0|3.2|0.23|-7.93|3.68|75.94|0.0|0.0|1.0|7.0|-4.23|33.0|5.0|-6.87|438.52|1.0|0.0|5.920000000000001e-05|3.64e-05|16.0|2.97|0.0|1.17e-08|5.14e-06|-0.06118|5.5668|3.7309|-1410.041793|740.24|1278.57|0.4138|222.72|631.5|0.68962|-1409.69933|-0.21163|4942.0|193.0|6.7144|6.7144
19_a4|0|0|0.0|1|7.535296702|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|-0.3929802189999999|0.040511696|-0.211341677|10.30966825|1|1|0.009687676|-0.086166959|-0.0255403279999999|-0.245630631|1|0.774746438|0.152550043|-0.190513834|0.514505012|0|0.820765063|-0.070677568|0.285282038|0.013022539|-38.9063534|-41.82665583|7.168604362000001|-0.028945757|13.25878373|-21.41704046|49.73882261|0.460486754|451.8120313999999|1697.595595|-8.771275759|0.235119747|5.9448291|11.01887515|5232.561157|129.4279389|20.83197214|874.9428297000001|0.0|1.0|0.0|1.0|3.46|2.52|0.16|-6.09|4.32|73.23|0.0|0.0|1.0|3.0|-3.81|25.0|4.0|-6.58|351.42|1.0|1.0|0.000156|0.000106|0.0373|2.62|0.0|8.070000000000001e-07|0.0002839999999999|-0.05294|4.1858|4.1858|-1446.939719|583.39|983.4|0.3806|296.2|500.34|0.67535|-1446.760398|-0.22298|7.1079|19.5|4.71|4.71
8j_a46|0|0|0.214753401|1|7.727094485|1|1.160371125|2.1279894180000003|-0.13040237|-0.0017688329999999|-0.008523199|0.043903904|-0.174853546|10.96391738|1|1|0.0108603019999999|-0.204674804|-0.084266433|-0.229679821|2|0.789844634|-0.223292257|-0.074207717|0.6109926379999999|0|0.934648421|-0.054707287|0.308052557|0.008672342|-29.38737046|-37.04976799|4.658562801|-0.02566383|64.83187221|-15.7861518|41.80044861|0.427798746|502.0694817|1888.679875|-7.405468973|0.177887481|5.617748211|9.817783823|4759.107832|95.55665364|16.76894569|721.0646647000001|0.0|1.0|1.0|1.0|3.23|3.25|0.32|-7.26|4.55|43.6|1.0|0.0|1.0|2.0|-4.59|24.0|3.0|-5.55|338.83|1.0|1.0|2.59e-05|1.47e-05|0.00497|3.97|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|4.4107|-1414.53151|576.48|978.4|0.1728|249.79|493.89|0.70121|-1414.349865|-0.22599|6.4463|1228.0|5.9108|5.9108
12a_a50|0|1|0.0|2|7.927685046000001|1|1.397770359|4.075037557|-0.199881787|-0.002936355|-0.0016330379999999|0.034845679|0.014596049|10.94501645|2|2|0.011790103|-0.193999688|-0.168032508|-0.247407423|1|0.795582575|-0.030758487|-0.2018898489999999|0.660148928|1|0.904119689|-0.05075501|0.29507467|0.021013336|-25.57033815|-33.44733598|10.58650394|-0.02383238|69.83817338|-12.88231829|47.2792242|0.469674946|455.4948605000001|1462.827156|-6.048985111|0.4247810279999999|5.116970861|9.648744341|4665.239724|214.004382|20.873331|814.0599092|1.0|0.0|1.0|1.0|3.3|2.21|0.11|-5.49|3.42|48.53|0.0|0.0|2.0|2.0|-3.16|24.0|3.0|-6.44|313.36|1.0|1.0|0.000685|0.000144|45.0|2.5|0.0|3.22e-06|0.00101|-0.03366|4.0783|4.0783|-1006.659456|545.54|908.22|0.1807|304.01|394.52|0.65267|-1006.498352|-0.20172|7.9123|75.0|7.1249|7.1249
15_a31|1|0|0.0|0|7.765993078999999|1|0.610137926|0.0|0.1893807519999999|-0.018913735|-0.134784483|0.038809524|-0.070065105|10.31169996|2|2|-0.007631228|-0.052339921|-0.157560864|-0.6215974160000001|0|0.8022000659999999|-0.0869591359999999|-0.116356616|0.782925607|0|0.567108776|-0.116196194|0.287991212|0.038524836|-61.76522754|-70.00513464|20.47825449|-0.041588706|514.6215199|-32.83191294|88.05886218|0.466164359|301.452236|1675.977147|-11.75113151|0.358466423|6.148947296|11.51842782|5087.628096|190.5463457|34.45943505|1309.458532|1.0|1.0|1.0|1.0|3.31|1.64|0.19|-5.66|3.0|117.37|0.0|0.0|2.0|4.0|-4.28|24.0|5.0|-6.84|342.37|0.0|1.0|5.27e-05|0.000272|0.0931|2.18|0.0|2.19e-06|0.000749|-0.04192|4569.0|4569.0|-1460.900291|556.68|925.93|348.0|271.36|452.98|0.5241899999999999|-1460.736142|-0.19394|7.5831|1.1|5.9586|5.9586
14z_a23|0|1|0.0|2|7.423568444|0|1.197960872|3.305974434|0.08752343|-0.005892861|-0.024897956|0.04314059|-0.0438568409999999|10.31321795|2|2|0.007229683|0.0708381429999999|-0.069023218|-0.46459002|2|0.802520527|0.10796308|-0.035965909|0.64069202|1|0.925301102|-0.0582387179999999|0.228957475|0.018337664|-40.56245532|-55.54823244|12.77192721|-0.03393829|79.960755|-28.25118461|66.77741935|0.474697407|644.4593172|2692.627452|-16.46322104|0.214395551|7.834464959|14.91419434|7285.13008|149.3235124|30.08835522|1414.152695|0.0|1.0|0.0|1.0|3.42|3.67|0.05|-8.57|5.32|105.02|1.0|0.0|1.0|5.0|-6.77|32.0|4.0|-5.8|480.37|0.0|0.0|1.7e-07|7.37e-07|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|-0.08503|4032.0|3.6632|-2549.107748|715.41|1221.92|0.3201|307.5|586.28|0.69913|-2548.895003|-0.23698|7.9877|5.0|8.2941|8.2941
2_a33|1|1|0.0|0|7.765993078999999|0|0.609420748|0.0|0.047294725|-0.009168933|-0.064926835|0.039958333|0.070526947|10.31100266|3|3|-0.000810928|-0.0881938509999999|-0.083752249|-0.593915758|0|0.833090592|-0.0212158239999999|-0.096644295|0.753434785|1|0.8195154109999999|-0.0804186|0.411881091|0.018451635|-49.13901703|-63.57699532|11.27469555|-0.031851158|44.34034244|-30.02592687|75.44970552|0.4699986339999999|500.7570617|3245.244678|-11.89228027|0.297402265|6.152818143999999|11.60906093|6067.635829|181.7248125|27.70055258|1357.327077|0.0|1.0|1.0|1.0|3.57|3.51|0.3|-7.67|4.63|140.04|0.0|1.0|1.0|7.0|-6.35|28.0|4.0|-6.17|411.54|0.0|1.0|4.44e-07|1.6800000000000002e-05|0.0069|3.72|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|3.6281|-1920.079174|655.74|1128.98|0.2911|341.74|525.38|0.70205|-1919.830424|-0.19979|5539.0|6.0|8.2596|8.2596
12e_a36|1|0|0.0|0|7.412764017000001|2|1.29704412|0.0|-0.064019914|-0.007100632|-0.043085717|0.040899471|-0.0586405829999999|10.95346131|1|1|0.003962098|0.244642918|-0.104118159|-0.43688276|1|0.7975411790000001|-0.010494913|-0.144846626|0.856274847|0|0.838086387|-0.07049439|0.4347714629999999|0.019063245|-44.83739063|-64.2330904|12.12502373|-0.036203518|5.735288795|-28.51846223|75.50154216|0.466721981|533.058116|2309.239105|-14.64611103|0.238923581|6.767371321000001|12.69013737|5929.071389|151.9654247|30.25577504|1603.556077|0.0|0.0|1.0|0.0|4.85|0.0|0.17|-6.97|2.19|69.2|0.0|0.0|1.0|5.0|-4.16|30.0|4.0|-6.55|395.46|1.0|0.0|6.929999999999999e-05|5.05e-05|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.8364|3.6699|-1272.2668210000002|673.57|1142.19|0.4537|323.18|507.03|0.70007|-1271.999945|-0.20151|8735.0|14.0|7.8539|7.8539
32_a47|0|1|0.0|1|6.842683282|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|0.000921003|0.035568182|-0.026022099|10.95005715|1|1|0.002350172|-0.0274939029999999|-0.077485193|-0.2749014|2|0.810444864|-0.0094137619999999|-0.078006445|0.634406338|1|0.851627782|-0.05770007|0.266433793|0.019295804|-41.57905445|-52.38450683|13.90468487|-0.026060474|44.50423685|-29.9621436|68.76811937|0.44289006|613.6886524|2255.632049|-13.53252578|0.35883878|8.656942728999999|15.53902041|6235.398576|258.5816152|29.28959351|1552.348456|1.0|0.0|1.0|1.0|3.35|3.67|0.26|-8.82|5.07|67.66|0.0|0.0|1.0|5.0|-4.81|31.0|5.0|-6.34|436.91|0.0|1.0|1.5399999999999998e-05|8.89e-06|0.0038799999999999|3.7|0.0|1.5e-09|6.55e-07|-0.05682|4.9046|3.6829|-1778.127634|692.49|1184.76|0.2969|252.79|548.86|0.68986|-1777.843462|-0.20778|6.3139|0.1|7.0|7.0
8_a4|0|0|0.0|1|7.535296702|1|1.304250488|2.126514848|-0.208165266|-0.001277205|0.03148225|0.038726287|-0.011835327|10.9295757|1|1|0.009595591|-0.1193184819999999|-0.048133994|-0.150276481|2|0.813333185|-0.07377839|0.097165358|0.576540652|1|0.925132446|-0.05397993|0.546157592|0.0103751219999999|-27.90231822|-33.90618946|5.362918401|-0.024598141|37.17889653|-14.42275611|41.57817329|0.428884426|478.2025467|1737.932042|-6.572312789|0.273845898|5.695730546|9.972991122|5162.482272|141.55141369999998|17.50981094|700.3924376|1.0|1.0|1.0|1.0|2.99|3.19|0.15|-7.78|4.76|43.6|0.0|0.0|1.0|2.0|-4.35|25.0|3.0|-5.76|346.81|1.0|1.0|4.49e-05|1.46e-05|0.00506|3.74|0.0|1.65e-08|5.72e-06|-0.05864|5.3544|3.9863|-1450.239105|561.6|949.09|0.1687|231.56|391.01|0.57675|-1450.071352|-0.22685|5.7488|54.0|7.2676|7.2676
3a_a49|0|0|0.0|1|7.535296702|1|1.343850114|2.09865947|-0.05210989|-0.006374689|-0.072328354|0.0355787039999999|-0.060613765|10.92976559|1|1|0.000521532|-0.074886415|0.002357097|-0.421478185|2|0.8145214209999999|0.012813604|0.008391259|0.7476073409999999|1|0.72890527|-0.094437035|0.526915193|0.016205613|-55.30832478|-51.82200998|9.491036042|-0.030698626|59.40691577|-32.39206742|64.2037853|0.474653816|426.893216|1793.526571|-10.52968207|0.310225187|6.566343333|12.49907878|5792.106924000001|181.6875706|26.06512204|1277.19098|1.0|0.0|1.0|1.0|3.25|2.11|0.18|-7.19|2.81|98.72|0.0|0.0|1.0|5.0|-3.06|29.0|5.0|-7.67|384.43|0.0|1.0|0.000878|0.000503|193.0|1.38|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3874.0|-1254.012043|635.89|1082.21|0.3467|240.06|449.68|0.66614|-1253.756918|-0.2171|4.2593|64.0|7.1938|7.1938
18b_a30|0|0|0.0|0|7.412764017000001|2|0.604987149|0.0|0.036563014|-0.006947027|0.0075638519999999|0.041767677|0.016709918|10.31163838|1|1|0.0036417359999999|-0.072825879|-0.049287858|-0.45633339|1|0.822401103|0.022695194|-0.089945913|0.760234689|0|0.869340364|-0.078751666|0.413791511|0.019880184|-52.09100293|-63.07862164|13.14992762|-0.036237883|0.0|-34.45606603|75.30642440000001|0.424912258|575.0330633|3057.267112|-15.85509189|0.240284312|7.513189589|13.0644231|6387.715069|158.9382363|31.55111394|1577.555697|0.0|1.0|1.0|0.0|4.78|0.0|0.13|-6.7|2.49|105.44|0.0|0.0|1.0|5.0|-5.49|31.0|5.0|-6.33|423.49|0.0|0.0|3.23e-06|1.57e-05|0.0066599999999999|3.59|0.0|2e-07|8.47e-05|-0.06142|3.5256|3.5256|-1668.034279|697.37|1178.08|0.3576|351.66|563.55|0.67715|-1667.788575|-0.2052699999999999|6.5037|25.0|7.6003|7.6003
4f_a49|0|0|0.0|1|7.535296702|1|1.343848013|2.066693174|0.010266272|-0.008903208|-0.087045007|0.038839506|-0.064058097|10.92775957|1|1|0.001714014|-0.14414265|-0.015845165|-0.46436755|2|0.7927086309999999|-0.00953448|0.114367229|0.670594896|1|0.7370618040000001|-0.102926696|0.480786546|0.016591015|-55.88123394|-48.83888562|9.007637695|-0.033471819|59.72286429999999|-30.33918719|60.18871783|0.437355335|400.1675422|1629.651745|-9.866320682|0.2816937089999999|6.302023735|11.20071713|5422.650822|152.9378926|25.29924744|1087.86764|1.0|1.0|1.0|0.0|3.07|2.35|0.14|-6.54|3.8|80.9|0.0|0.0|1.0|3.0|-3.99|27.0|5.0|-6.6|356.38|0.0|1.0|0.000102|8.120000000000001e-05|0.0289|2.64|0.0|2.92e-07|0.000104|-0.06954|4.6249|3.7098|-1179.23587|575.01|982.46|0.2368|268.08|411.94|0.68474|-1179.029099|-0.22471|1.8254|0.04|7.3979|7.3979
IN1166_a11|1|0|0.0|0|6.842683282|0|1.429020445|0.0|-0.089778965|-0.006882528|-0.008507023|0.044021739|0.0266218529999999|10.95053349|1|1|-0.001446486|0.032420935|-0.126749697|-0.462344944|2|0.765593573|0.102257199|-0.067328767|0.790249345|1|0.863273559|-0.073965061|0.551933595|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|-0.031642539|20.83871871|-35.26269962|76.76995134|0.463497159|596.0640225999999|2953.475057|-15.08551944|0.305697179|6.777827685|12.63334911|6310.825439|211.0745642|31.46783535|1604.859603|1.0|1.0|1.0|1.0|3.51|2.79|0.08|-10.18|4.53|103.17|0.0|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|1.0|7.74e-06|1.65e-05|0.00688|3.27|0.0|6.59e-11|2.75e-08|-0.07275|4.9857|3.2827|-1347.298558|704.48|1198.36|0.3425|248.68|554.63|0.6998300000000001|-1347.012407|-0.21098|4.3481|12.0|7.9318|7.9318
14a_a23|0|1|0.0|2|7.423568444|0|1.197964042|3.39397765|0.050806184|-0.0056795759999999|-0.0246126279999999|0.042992424|-0.0518554529999999|10.31321831|2|2|0.011363191|0.083206288|-0.073893976|-0.446724057|2|0.7556436440000001|0.114693804|-0.123790952|0.6888154959999999|1|0.918677038|-0.055677662|0.225448915|0.019504497|-35.20994211|-50.79675604|12.33442989|-0.0341809229999999|80.54176247|-22.26638099|61.36268093|0.462434482|580.9612768999999|2173.7139190000003|-13.66949407|0.219241211|7.668841725|14.2658736|6269.28943|138.6457355|27.68542751|1301.215093|0.0|1.0|1.0|1.0|3.41|2.86|0.05|-7.41|4.02|105.02|1.0|0.0|1.0|5.0|-5.47|30.0|4.0|-6.27|411.48|0.0|0.0|3.38e-06|1.1e-05|0.0045299999999999|3.58|0.0|3.92e-08|1.6100000000000002e-05|-0.07379|3.7119|3.7119|-1629.928331|665.5|1134.02|0.3764|334.02|516.58|0.6289100000000001|-1629.690316|-0.2238099999999999|8.3962|3.0|8.5498|8.5498
9o_a24|1|0|0.0|0|6.605297921|1|1.294229152|0.0|-0.064667223|-0.007052095|-0.044044637|0.028472222|-0.097596429|10.94506726|1|1|0.002019902|-0.145366976|0.00177843|-0.38043264|2|0.785672769|-0.0062180169999999|-0.000453155|0.7086274779999999|0|0.770273808|-0.088586421|0.6253256110000001|0.018492771|-51.29122728|-51.14964436|10.7072496|-0.032911684|44.8382925|-29.69744072|66.24061038|0.4861134689999999|445.9858336|1906.512273|-11.03321234|0.331953623|6.080741586|11.83284872|6697.297449000001|192.1999837|28.52459128|1454.754155|0.0|1.0|1.0|1.0|3.96|2.84|0.04|-7.91|4.36|92.79|0.0|0.0|1.0|6.0|-4.49|32.0|5.0|-6.83|421.45|0.0|0.0|3.2500000000000004e-05|3.9500000000000005e-05|0.0167|2.88|0.0|1.24e-08|5.23e-06|-0.04527|5.8802|4.2643|-1388.147972|611.03|1126.94|0.1409|210.85|432.84|0.65292|-1387.887227|-0.22353|5.9089|446.0|6.3507|6.3507
15d_a10|0|0|0.0|1|7.535296702|2|1.343850133|2.147544195|-0.233802395|-0.002831383|0.0370874879999999|0.031742919|-0.140487312|10.92970801|1|1|0.011249462|-0.092884337|-0.1786649189999999|-0.1945202089999999|2|0.745184875|0.02497303|0.0131101969999999|0.71456262|1|0.87609771|-0.057588609|0.565801561|0.02281891|-38.80896881|-47.58559595|15.37766538|-0.018829931|141.0919598|-26.15336742|66.95020436|0.473858537|590.402322|2036.192049|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|6511.656447|355.8865234|26.89020509|1613.412305|1.0|1.0|1.0|1.0|3.71|4.01|0.35|-7.82|3.44|65.3|0.0|0.0|1.0|6.0|-3.78|33.0|6.0|-7.04|441.52|1.0|0.0|0.000167|4.1200000000000005e-05|0.0182|2.75|0.0|1.5e-08|6.62e-06|-0.05002|5.6004|3.8591|-1430.8144619999998|737.09|1266.87|312.0|221.39|565.91|0.6814100000000001|-1430.733658|-0.20918|3.8163|69.0|7.1612|7.1612
18c_a25|0|0|0.0|1|6.842683282|0|1.193723817|1.959418462|-0.087958541|-0.002704524|-0.008080236|0.043274232|-0.038865826|10.31285373|1|1|0.007488918|0.01222181|-0.038006869|-0.282103688|2|0.748718056|0.084188427|0.0114970419999999|0.7357918440000001|1|0.94801724|-0.048636087|0.385593349|0.009585904|-31.96445203|-47.27625541|6.300016824|-0.026975264|0.0|-21.00757374|56.83666555|0.484730247|623.0528232|2095.730631|-11.65153036|0.2520795489999999|7.553051762000001|14.65844196|6736.25597|165.67090530000002|23.70385212|1327.415719|1.0|1.0|1.0|1.0|3.58|3.89|0.11|-10.17|6.11|87.72|1.0|0.0|0.0|7.0|-6.05|33.0|3.0|-5.85|449.57|0.0|1.0|8.86e-07|2.51e-06|0.00113|4.49|0.0|6.79e-11|3.0499999999999995e-08|-0.0622|5.4858|3.3396|-1714.597797|698.86|1243.76|0.3558|226.01|547.87|0.70516|-1714.280779|-0.19532|7.9283|88.0|7.0555|7.0555
13l_a6|1|0|0.0|0|7.412764017000001|1|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|-0.132667824|0.0408037829999999|-0.037558466|10.95129637|1|1|-0.006280295|0.144180269|-0.045794891|-0.564860904|1|0.7908110340000001|-0.058931734|-0.1470289659999999|0.827754203|0|0.643098986|-0.118071236|0.210844002|0.030012523|-82.24617981|-88.13242567|20.90615311|-0.0451862259999999|118.3485042|-57.29112645|100.8610837|0.4257335779999999|447.9705372|3127.831037|-21.92549054|0.206328863|8.810095892|15.34147837|6462.086665999999|143.7247666|39.65857501|2220.880201|1.0|1.0|1.0|1.0|3.64|2.22|0.16|-8.89|3.8|115.15|0.0|0.0|1.0|7.0|-5.49|33.0|5.0|-6.59|441.48|0.0|1.0|3.26e-06|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|1.29e-09|5.7e-07|-0.04885|3.6675|3.5499|-1465.865882|735.52|1249.13|0.3115|338.07|578.91|0.70515|-1465.560303|-0.19447|8.9893|385.0|6.4145|6.4145
22_a10|0|0|0.0|1|7.535296702|1|1.343837143|2.113627059|-0.067641834|-0.005035102|-0.017163935|0.036101695|0.01204992|10.92966136|1|1|0.008903905|-0.042831367|-0.129989728|-0.356699217|2|0.747363443|-0.02603707|-0.033474297|0.646474494|1|0.8698299140000001|-0.053881447|0.775071808|0.016720696|-41.96631248|-50.61577509|13.023146|-0.022372463|60.10354816|-32.68604442|71.13124588|0.422182297|677.4790907|2668.5420940000004|-13.57178303|0.435676666|8.84228648|15.30289992|7414.102179|339.3328129|30.87787063|1883.550109|1.0|1.0|1.0|1.0|3.74|4.14|0.17|-9.37|5.6|73.14|0.0|0.0|1.0|6.0|-5.34|36.0|5.0|-6.29|475.54|0.0|0.0|4.55e-06|2.95e-06|0.0014|4.1|0.0|4.27e-10|2.03e-07|-0.05712|4.8251|3.8517|-1544.237634|770.92|1339.48|0.2624|256.95|602.93|0.6834100000000001|-1543.893507|-0.2180699999999999|6.5841|1.1|5.9586|5.9586
22_a20|0|0|0.0|1|6.842683282|0|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|0.023539095|0.0388043479999999|-0.066832578|10.93106272|1|1|0.008780074|0.155407313|-0.036258691|-0.177976478|2|0.7478675859999999|-0.044184455|-0.067650395|0.607038752|1|0.946515026|-0.059893667|0.425968568|0.0122876139999999|-39.00017609|-44.14650378|8.001165067999999|-0.027118811|54.71081293|-25.39523478|52.90592556|0.477376285|616.3298149|2396.806062|-11.49852068|0.22936173|7.408914181|14.17638345|5924.626340999999|149.350479|22.91425458|1145.712729|1.0|1.0|1.0|1.0|3.36|3.41|0.08|-9.69|5.39|67.39|0.0|0.0|1.0|4.0|-5.6|31.0|4.0|-5.58|401.46|0.0|1.0|2.48e-06|2.98e-06|0.0012|4.47|0.0|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|3.9732|-1275.84854|694.15|1181.95|0.2636|223.03|563.43|0.66063|-1275.598059|-0.21856|6141.0|231.0|6.6364|6.6364
13f_a6|1|0|0.0|0|6.842683282|0|1.429020649|0.0|-0.088329567|-0.006930367|-0.008507023|45.0|-0.071478789|10.95053349|1|1|-0.001446486|0.079490516|-0.126749697|-0.466314952|2|0.77199166|-0.028317736|-0.088948538|0.790249345|1|0.863222493|-0.073352505|0.176745407|0.018554018|-49.2635105|-62.41821579999999|12.46087045|-0.032802223|0.0|-33.08535238|75.61173794|0.401838426|579.7398537|3253.287533|-14.79531062|0.279288145|9.050440345|15.13042752|6128.208571|187.5697972|30.56694343|1558.914115|1.0|1.0|1.0|1.0|3.56|2.21|0.08|-10.18|4.53|103.17|0.0|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|1.0|7.74e-06|1.65e-05|0.00688|3.27|0.0|6.59e-11|2.75e-08|-0.07786|4.8413|3139.0|-1347.301285|711.29|1202.78|901.0|256.1|568.41|0.70541|-1347.018087|-0.2059099999999999|13.9612|42.0|7.3768|7.3768
14d_a23|0|1|0.0|2|7.423568444|0|1.197963465|3.405551724|0.058368697|-0.005343003|-0.026530366|0.043538647|-0.019307114|10.313217800000002|2|2|0.01180744|0.059486662|-0.074441567|-0.4483522929999999|2|0.772008792|0.006563565|-0.088996384|0.6906097959999999|1|0.921694462|-0.053736319|0.213597535|0.018596017|-35.40917327|-51.58357156|12.25371621|-0.032878563|83.40396369|-23.33262837|61.49227899|0.454495683|607.3441532|2261.37838|-14.27606695|0.209653392|7.832720777|14.358677900000002|6459.554383|138.1496441|27.41215037|1370.607518|0.0|1.0|1.0|1.0|3.52|3.62|0.09|-7.78|4.33|105.02|1.0|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|1.43e-06|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|8.1555|-1669.24571|696.21|1186.17|0.3807|336.18|554.84|8.1555|-1668.983743|-0.22152|8.1555|4.0|8.4001|8.4001
13a_a5|1|0|0.0|0|6.605297921|0|1.393002748|0.0|-0.154076582|-0.006081807|-0.033436214|0.023989899|-0.139517787|10.94530369|1|1|0.003196482|-0.012798693|-0.035005746|-0.367284642|2|0.8045357209999999|-0.048584084|-0.048575318|0.720100768|0|0.7667501609999999|-0.08903048|0.470564031|0.016739606|-57.31787843|-54.03141848|10.77696869|-0.0279752339999999|39.93934134|-36.90128585|72.13276165|0.460877309|493.6342317|1314.232685|-11.59515363|0.401208461|8.571729592999999|15.89940424|5628.9694|258.29825730000005|30.07803494|1533.979782|1.0|1.0|1.0|1.0|3.07|2.46|0.13|-8.9|3.58|92.79|0.0|0.0|1.0|8.0|-3.77|30.0|5.0|-7.18|399.45|0.0|1.0|0.000169|0.000184|0.0734|2.19|0.0|1.26e-09|5.02e-07|-0.05534|4.6285|4.2107|-1313.167422|688.18|1160.81|0.5953|267.87|567.51|0.50037|-1312.907813|-0.22898|4.1671|91.0|7041.0|7041.0
14i_a23|0|1|0.0|2|7.423568444|0|1.197963212|3.2692375460000003|0.142566578|-0.010148243|-0.130330047|0.0432555559999999|-0.018541856|10.31321758|2|2|0.002496501|0.075401108|-0.017918675|-0.569707595|2|0.8025091329999999|0.158023239|-0.04255066|0.7333675390000001|1|0.777952733|-0.0889593869999999|0.266320368|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|-0.039760909|93.48624142|-41.59306642|79.20815775|0.478050606|531.9462982|2447.1741030000003|-18.59026006|0.221904316|8.107659819|15.53342127|7030.347905|151.7330992|34.94120504|1782.001457|0.0|1.0|1.0|0.0|3.56|2.64|0.04|-6.96|3.12|148.11|1.0|1.0|1.0|6.0|-5.21|33.0|5.0|-7.33|454.51|0.0|0.0|6.11e-06|4.03e-05|0.0183|2.46|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|3.6931|-1798.64228|715.68|1224.02|0.3639|335.72|580.74|0.55606|-1798.371346|-0.23121|8.3755|3.0|8.4622|8.4622
3m_a32|1|1|0.0|0|7.773594467000001|1|0.609420748|0.0|0.013867955|-0.006290106|-0.017268778|0.03962963|-0.084132138|10.31100268|3|3|0.000822186|-0.065422345|-0.04918838|-0.49476131|0|0.817967125|-0.0067207069999999|-0.126422018|0.6672533589999999|1|0.798023273|-0.084626325|0.317009723|0.013428623|-50.60363458|-56.15082133|8.029854976000001|-0.027127559|0.0|-30.25923462|67.1606709|0.4687361229999999|477.1904954|2363.601309|-9.699808932|0.325531778|7.0752395770000005|13.31775015|5724.714257|194.65681730000003|24.05057475|1082.275864|0.0|1.0|1.0|1.0|3.51|2.93|0.3|-7.38|5.35|128.01|0.0|0.0|1.0|3.0|-5.94|27.0|4.0|-6.17|394.51|0.0|1.0|1.14e-06|1.39e-05|0.00547|3.57|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|3.5749|-1863.502681|641.52|1073.31|0.2952|346.82|484.34|0.7026600000000001|-1863.279862|-0.2056599999999999|8.0755|23.0|7.6383|7.6383
