molecula|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
12m_a30|0|0|0.0|0|7.412764017000001|2|0.6049842529999999|0.0|0.096631895|-0.01047558|0.024086432|0.040839506|0.0488832779999999|10.31162838|1|1|0.0026474159999999|-0.236661357|-0.084317059|-0.5409445629999999|1|0.832758813|-0.036924662|-0.0974968869999999|0.770326886|0|0.783260049|-0.085422479|0.415971907|0.027352277|-57.96147772|-70.1324196|18.55926485|-0.0405332439999999|237.0982213|-39.32844052|83.3641853|0.44976016|531.4632661|2370.879718|-18.66147291|0.226267233|9.025816604|16.40342255|6658.711303|153.52847759999997|35.54574762|1812.833129|0.0|1.0|1.0|0.0|4.66|0.0|0.13|-6.42|2.48|114.67|1.0|0.0|1.0|6.0|-6.0|32.0|6.0|-6.22|439.49|0.0|0.0|1.01e-06|9.71e-06|0.00427|3.89|0.0|3.7600000000000003e-07|0.000165|-57.0|5.0617|3.5496|-1743.215323|714.92|1204.39|255.0|244.95|578.87|0.68404|-1742.965888|-0.20742|5.1279|31.0|7.5114|7.5114
12ak_a36|1|0|0.0|0|7.412764017000001|2|1.270373882|0.0|-0.052930979|-0.006465433|-0.0407717229999999|0.041728395|-0.116440196|10.95268014|1|1|0.005035022|0.198260132|-0.099596099|-0.439326642|1|0.815627016|0.051506104|-0.0265703679999999|0.860667615|0|0.848705143|-0.069176342|0.537460657|0.019931266|-49.87483724|-66.15829243|14.3700664|-0.032660864|25.9007405|-35.95881638|79.17567486|0.423822657|611.9003905000001|2735.7986920000003|-16.97756755|0.262560805|7.98672125|13.86156772|6240.396899|189.3013851|31.93194362|1883.984673|0.0|1.0|1.0|1.0|5.05|0.0|0.24|-7.38|3.01|69.2|0.0|0.0|1.0|6.0|-4.95|32.0|4.0|-6.19|423.51|1.0|1.0|1.13e-05|1.39e-05|0.00589|3.8|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.8734|3.6895|-1350.900117|730.3|1247.89|0.4514|320.09|584.05|0.7034699999999999|-1350.57563|-0.20204|8.5394|46.0|7.3372|7.3372
9_a15|0|0|0.0|0|0.0|0|1.419941378|0.0|-0.217598467|-0.009923019|-0.042227775|0.04022792|0.05688176|10.95880687|0|0|0.003160815|0.140072812|-0.203104439|-0.344978312|1|0.7059441040000001|0.088615068|0.010183805|0.8105478740000001|0|0.846156316|-0.073701648|0.416635119|0.032464905|-41.10356167|-65.07462414|18.10574464|-0.028575549|54.69975317|-22.92354152|85.14415759|0.4517825079999999|471.903131|1689.926339|-8.88789863|0.48742253|5.485176331|10.00547485|5375.400861|271.83655510000006|31.09118831|1523.4682269999998|1.0|1.0|0.0|1.0|3.16|3.37|0.19|-7.57|4.95|61.84|0.0|0.0|1.0|7.0|-5.25|27.0|5.0|-5.52|366.41|1.0|1.0|5.63e-06|1.53e-05|0.00562|4.24|0.0|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.7487|-1223.705126|588.55|1042.17|0.2693|285.37|507.33|0.70552|-1223.463757|-0.1824|2188.0|107.0|6.9706|6.9706
25b_a34|0|0|0.0|1|7.412764017000001|1|1.290860233|1.94553288|0.133975789|-0.015658012|-0.0929479709999999|0.04037037|-0.112970844|10.95957635|1|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.623853334|1|0.7969500890000001|0.08214612|-0.101529052|0.787858064|0|0.656573108|-0.1030760719999999|0.5020264870000001|0.030138301|-64.37123451|-86.13394472|18.82143547|-0.042438204|49.2835599|-40.19997818|98.0416108|0.419904835|410.0313565|2671.608537|-16.55102732|0.23725451|6.383564979|11.00434095|5786.015654|148.1659658|34.74652105|1806.819095|1.0|1.0|1.0|1.0|3.53|3.39|0.29|-6.42|3.03|90.3|0.0|0.0|1.0|7.0|-3.82|29.0|5.0|-7.07|393.44|0.0|0.0|0.00015|0.000202|0.0796|2.29|0.0|3.8100000000000004e-07|0.00015|-0.03539|4.2253|4.2253|-1313.388114|668.48|1136.16|0.2259|293.43|562.84|0.6925600000000001|-1313.132261|-0.21103|9.0174|2.08|5.6819|5.6819
12a_a30|0|0|0.0|0|7.412764017000001|2|0.604984824|0.0|0.033691224|-0.006711725|-0.02919335|0.040166667|0.009586623|10.31162903|1|1|0.005458948|-0.171649606|-0.053309522|-0.454270252|1|0.7885597609999999|-0.031179517|-0.171895425|0.7961424690000001|0|0.836214716|-0.07699057|0.337975309|0.016292604|-47.73588073|-60.22802588|10.10177981|-0.037665934|0.0|-29.59731695|69.45678454|0.469799116|518.4718832|2256.680391|-14.47983299|0.194809798|7.362386058999999|13.88603128|5936.682602000001|120.786445|29.00398472|1421.195251|0.0|1.0|1.0|0.0|4.65|0.0|0.14|-6.64|2.62|81.65|0.0|0.0|1.0|5.0|-5.28|29.0|4.0|-5.98|398.48|0.0|0.0|5.23e-06|1.4e-05|0.0056|3.87|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|3.4885|-1575.7783980000002|668.81|1122.01|0.1866|245.76|507.17|0.68599|-1575.538241|-0.19994|4.7368|11.0|7.9469|7.9469
12aj_a36|1|0|0.0|0|7.412764017000001|2|1.29704406|0.0|-0.056210607|-0.00706023|-0.045035034|0.043848238|-0.103202936|10.95354213|1|1|0.003962098|0.1087087|-0.104118159|-0.43462267|1|0.812278823|0.091113865|-0.072770961|0.856274847|0|0.8269863129999999|-0.073002742|0.251263868|0.018305468|-46.79363201|-65.89100364|11.73352271|-0.0368515929999999|0.0|-29.99399664|76.5855549|0.47532973|530.0854761|2275.825451|-15.14089115|0.22507266|8.056502837|15.35536375|5763.333098|144.26810480000003|30.48195872|1615.543812|0.0|0.0|1.0|0.0|4.84|0.0|0.17|-6.97|2.19|69.2|0.0|0.0|1.0|5.0|-4.16|30.0|4.0|-6.55|395.46|1.0|0.0|6.929999999999999e-05|5.05e-05|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|3.6017|-1272.27339|682.84|1157.64|0.5616|237.06|539.55|0.70423|-1271.9998859999998|-0.20093|7.8393|17.0|7.7696|7.7696
3t_a32|1|1|0.0|0|7.765993078999999|0|0.609420752|0.0|0.028840888|-0.006089333|-0.0338714389999999|0.03995614|0.012069208|10.31100267|3|3|0.00139283|0.049606573|-0.070331512|-0.496165036|0|0.822076702|0.0466380209999999|-0.146047869|0.687253845|1|0.828676243|-0.080203824|0.217914628|0.014242899|-50.65701113|-61.58101978|8.995863948|-0.026967947|0.0|-31.99514268|72.43498782|0.481726305|523.3947687|2241.507646|-10.75813179|0.315525518|8.107111779|15.64252992|5525.861115|199.2870037|24.88485469|1169.58817|1.0|1.0|1.0|1.0|3.58|3.41|0.3|-8.01|5.42|128.01|0.0|0.0|1.0|7.0|-6.48|27.0|4.0|-5.81|396.53|0.0|1.0|3.28e-07|1.16e-05|0.00462|4.09|0.0|9.86e-09|3.91e-06|-0.05507|3.5487|3.5487|-1864.708995|677.16|1129.24|0.2906|349.38|575.45|0.70286|-1864.472646|-0.20246|2.7003|9.0|8.0458|8.0458
21_a47|0|1|0.0|1|6.86171134|0|1.408713027|1.2247108|0.072733799|-0.010650348|-0.13650463|0.037801932|-0.004063946|10.95058272|1|1|-0.004332497|-0.090969103|-0.1049885469999999|-0.5406500129999999|2|0.826796636|-0.080213904|0.0927058819999999|0.591185263|1|0.70582155|-0.082614966|0.3188717339999999|0.022739546|-46.63227351|-53.76411184|12.83540744|-0.033866638|47.95893876|-26.32173133|70.10126935|0.463113582|398.4031618|1402.202743|-10.79015808|0.355154704|7.071346534|13.17102891|6103.311635|200.4681737|29.64451905|1334.003357|1.0|1.0|1.0|1.0|3.29|3.32|0.1|-7.7|4.93|84.73|0.0|0.0|1.0|6.0|-4.44|29.0|6.0|-6.58|394.38|0.0|1.0|3.6e-05|4.84e-05|0.0191|3.0|0.0|1.98e-08|7.8e-06|-0.06339|3917.0|3917.0|-1375.061089|583.37|1014.33|0.2249|316.53|441.93|0.68296|-1374.858663|-0.2249699999999999|4.9172|5.0|8.3|8.3
4j_a46|0|0|0.19521727|1|7.825245291|1|1.134637093|2.194310043|-0.175292207|-0.002284836|-0.012405467|0.048126615|-0.1051618459999999|10.94638774|1|1|0.011684396|-0.078783783|-0.0589746909999999|-0.226712003|1|0.7298040140000001|-0.061823242|-0.258222236|0.728293097|0|0.949893337|-0.05924408|0.295221643|0.01492164|-34.99059698|-43.95227197|8.812983129|-0.024805825|71.98911503|-20.66606288|50.26191521|0.402450715|561.0237355|2563.282153|-8.652995323999999|0.223067683|6.274010655|10.49957018|5077.124695|131.7477027|18.85718615|1018.288052|1.0|1.0|1.0|1.0|4.0|3.9|0.39|-7.69|5.33|39.94|0.0|0.0|1.0|4.0|-5.38|27.0|3.0|-5.09|361.48|1.0|1.0|4.16e-06|4.86e-06|0.00176|4.81|0.0|2.03e-08|7.33e-06|-0.01684|5.3949|4.4093|-1132.043677|646.67|1112.13|0.2783|229.82|572.31|0.69413|-1131.761156|-0.20071|3.8105|805.0|6.0942|6.0942
18_a20|1|0|0.0|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.008841844|-0.12050413|0.0396875|-0.011236836|10.93301779|1|1|-0.004071701|0.268927191|0.001996439|-0.597167441|2|0.7602869659999999|-0.107446431|-0.090732503|0.778639593|1|0.76136176|-0.0927760219999999|0.356461863|0.0108136339999999|-61.73239771|-63.36348363|7.195302872999999|-0.035934845|82.70867776|-41.07622672|72.31812218|0.483668611|506.6038164|1822.210286|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|6206.896662|125.81822920000002|29.4862782|1562.772745|1.0|1.0|1.0|1.0|3.48|2.76|0.08|-10.0|4.69|97.55|0.0|0.0|0.0|5.0|-5.59|32.0|4.0|-6.13|419.48|0.0|1.0|2.54e-06|6.91e-06|0.0029|3.85|0.0|9.93e-11|4.17e-08|-0.05604|5.9778|3.5355|-1352.364724|703.24|1204.88|0.2991|207.41|531.11|0.6953699999999999|-1352.073755|-0.20289|8.0505|34.0|7.4685|7.4685
8b_a31|1|0|0.0|0|7.765993078999999|1|0.610137861|0.0|-0.01883655|-0.013629145|-0.12841288|0.041161616|-0.211457443|10.31170011|2|2|-0.006785954|-0.222667869|-0.05421947|-0.510259793|0|0.843119174|-0.058494079|-0.1155280009999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|0.281200674|0.03234629|-63.04219151|-69.24221375|16.89414614|-0.040792077|472.8995873|-32.92631065|82.21438954|0.479278|317.3534883|1587.743824|-11.12754483|0.296530645|6.142377144|11.79588561|4696.728592|154.8750114|30.28603362|1181.155311|1.0|1.0|1.0|1.0|3.4|2.71|0.25|-5.73|2.74|114.29|0.0|0.0|2.0|4.0|-4.05|23.0|5.0|-6.87|328.39|0.0|1.0|8.97e-05|0.000399|131.0|2.02|0.0|1.86e-06|0.00061|-0.0325|3.8582|3.8582|-1386.852117|566.18|927.61|0.2643|321.36|439.96|0.70036|-1386.681003|-0.19265|5.6001|2.2|5.6576|5.6576
16_a15|0|0|0.0|0|0.0|0|0.300207157|0.0|0.072882981|-0.008593957|-0.463771194|0.035555556|-0.109386268|10.31928197|0|0|-0.00379317|-0.006331105|-0.046871961|-0.528097878|2|0.729432583|0.080837546|-0.018331526|0.72660548|0|0.723597405|-0.08870471|0.7427725270000001|0.0070920509999999|-60.63825695|-69.38556779999999|4.848103252|-0.039472502|17.68542055|-41.45211893|76.07332645|0.419910645|494.6488764|3014.308422|-18.44568161|0.131539493|6.798937229|11.720499900000002|6931.531554000001|89.91997762|31.07023998|1677.792959|1.0|1.0|0.0|1.0|3.59|2.93|0.08|-9.21|6.02|115.58|0.0|0.0|1.0|6.0|-6.0|32.0|6.0|-6.27|446.52|0.0|1.0|9.89e-07|6.14e-06|0.00274|3.88|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|4.1295|-1770.509465|716.79|1229.58|0.3809|297.1|600.98|0.66615|-1770.217907|-0.20953|11.7447|21.0|7.6778|7.6778
12n_a30|0|0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.0304762079999999|-0.007311044|-0.064217094|0.040899471|-0.037209579|10.31162898|1|1|0.002064369|-0.254279374|-0.0541804029999999|-0.464204099|1|0.815003426|-0.015189554|-0.149451598|0.64876559|0|0.7781502140000001|-0.083120674|0.390449649|0.017064818|-52.4873066|-66.48079820000001|10.77573511|-0.038674741|0.0|-33.14358793|76.16725916|0.4701566479999999|491.3700419|2349.172094|-15.42118984|0.200596792|7.385790169|13.93957316|6353.890039|126.6686716|30.54968688|1496.934657|0.0|1.0|1.0|0.0|4.66|0.0|0.14|-6.9|3.18|81.65|0.0|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|0.0|4.12e-06|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|3.4859|-1675.011418|669.57|1131.65|0.1826|238.43|506.94|0.6854|-1674.777231|-0.19876|6.32|0.01|7983.0|7983.0
5_a27|0|0|0.0|2|6.823286122000001|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|-0.068518519|0.048947368|-0.125237927|10.93772408|1|1|0.010329671|-0.250776983|-0.2030237389999999|-0.4982037479999999|2|0.760083119|0.180356685|-0.020087122|0.614205449|1|0.8531787759999999|-0.055979434|0.333977277|0.01695771|-29.50048722|-44.83538435|8.936508815|-0.030385206|56.35994804|-15.54640123|53.51978325|0.439066197|449.6149323|1254.531539|-8.438466859|0.258518528|6.160679036|10.98289851|4943.51602|136.2361487|21.59546513|907.0095354|0.0|1.0|0.0|1.0|3.07|3.11|0.16|-6.22|2.8|65.6|0.0|0.0|1.0|2.0|-3.61|25.0|4.0|-6.49|331.37|1.0|1.0|0.000248|9.78e-05|0.0324|2.58|0.0|6.04e-07|0.0002|-0.04554|4.0989|4.0989|-1083.143246|566.68|955.22|0.2448|302.48|463.87|0.64548|-1082.967639|-0.21506|3.5632|3.0|8.5229|8.5229
12ab_a30|0|0|0.0|0|7.412764017000001|2|0.604983638|0.0|-0.026189286|-0.008528077|-0.030346359|0.043854875|0.038312857|10.31162784|1|1|0.005111479|0.03046828|-0.12254489|-0.384942092|1|0.809127478|0.078325164|0.026596859|0.794193541|0|0.7997534890000001|-0.082740301|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|-0.031859359|0.0|-40.9825333|92.49334877|0.461207954|562.8556061|2618.234172|-15.78042667|0.3960470239999999|8.44310703|15.6704374|6918.884105|278.7324985|37.1257096|2116.165447|0.0|1.0|1.0|1.0|4.87|0.0|0.21|-6.83|2.63|100.11|0.0|0.0|1.0|7.0|-5.61|33.0|6.0|-6.39|458.54|0.0|0.0|2.47e-06|9.94e-06|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|-49.0|4.8018|3.4919|-1804.824495|753.75|1275.19|0.1957|258.2|613.7|0.68324|-1804.523449|-0.19672|7.4968|17.0|7.7825|7.7825
2_a3|0|0|0.0|0|6.823286122000001|0|0.605017347|0.0|0.176032668|-0.008422099|-0.09743592|0.034166667|0.09933632|10.31162302|1|1|-0.0045709459999999|-0.18746945|0.017902469|-0.568019422|2|0.769486995|-0.192034735|0.065162907|0.841871246|1|0.750206578|-0.104577702|0.4551292289999999|0.011938463|-49.07072207|-44.07280196|5.601853871|-0.033150466|74.89956423|-23.02532673|53.05538527|0.458202525|352.0174726|1314.679398|-7.298882022000001|0.272015731|4.88513521|9.016533738|4446.904467|127.637231|21.36736636|726.4904564|1.0|1.0|1.0|1.0|2.97|2.22|0.0|-6.89|4.01|92.93|0.0|0.0|1.0|2.0|-4.75|22.0|3.0|-5.93|304.37|0.0|1.0|1.7800000000000002e-05|5.33e-05|0.0162|3.13|0.0|1.3e-07|3.9500000000000005e-05|-0.06423|5.4397|3.3354|-1272.143337|503.34|841.85|0.1824|227.92|340.69|0.69543|-1272.001389|-0.21028|5.4999|3981.0|5.4|5.4
8g_a12|1|1|0.0|0|6.580639137|1|1.28383574|0.0|0.10205033|-0.0084227909999999|-0.029907264|0.038347953|-0.094550033|10.95472263|1|1|0.005405355|-0.068810076|0.068559367|-0.532504083|1|0.7475224290000001|-0.04981165|-0.070405398|0.7714487940000001|1|0.8576253690000001|-0.076856227|0.274352085|0.008910823|-42.39297373|-57.6443411|4.915102972|-0.042752517|0.0|-23.38345638|61.99654413|0.463772637|473.055878|1356.883205|-13.00742505|0.09833304|6.882798206|12.83559677|5327.736626|54.23932676|26.15353224|1150.7554189999998|1.0|1.0|1.0|1.0|4.07|2.51|0.1|-8.0|2.07|78.85|0.0|0.0|1.0|3.0|-4.38|27.0|5.0|-6.28|353.38|0.0|0.0|4.15e-05|4.61e-05|0.0163|3.06|0.0|9.98e-09|3.53e-06|-0.06432|4.2057|3731.0|-1154.321531|590.93|989.66|0.3786|294.8|418.41|0.55027|-1154.121362|-0.21633|4.2131|3715.0|5.43|5.43
13_a47|1|1|0.0|0|6.605297921|0|1.417757826|0.0|-0.174238791|-0.0049262279999999|-0.0777650159999999|0.036632997|0.003874205|10.9452934|1|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.316563793|2|0.794037882|0.030290722|0.065869272|0.626280497|1|0.781675563|-0.081148294|0.244975411|0.017736598|-41.79730418|-45.39284663|9.13564442|-0.032468557|0.0|-21.52866736|57.38622954|0.472007922|402.6200617|669.2729199|-8.613918003|0.311738758|7.038683428|13.33103985|4542.479565|160.5682509|24.29844849|923.3410426|1.0|0.0|1.0|1.0|2.9|1.75|0.06|-7.9|4.63|66.49|0.0|0.0|1.0|3.0|-4.24|24.0|4.0|-6.0|319.34|1.0|1.0|5.79e-05|5.41e-05|0.0173|3.17|0.0|1.26e-08|4.04e-06|-0.05465|4.0302|4.0302|-1067.820961|542.62|895.21|0.3382|307.63|404.73|0.67466|-1067.665127|-0.22065|4.8308|16.0|7.8|7.8
8_a20 (IN-1130)|1|0|0.0|0|6.842683282|0|1.400923668|0.0|0.063195236|-0.009430196|-0.124997065|0.0396875|-0.019554464|10.94899447|1|1|-0.004654742|0.293415753|-0.049177437|-0.573278819|2|0.760688473|-0.1221465319999999|-0.0957193819999999|0.7741509329999999|1|0.7274271309999999|-0.09623672|0.354945501|0.0158089389999999|-63.72828772|-64.75689362|10.46873389|-0.035730972|89.35267123|-42.20109173|77.31081766|0.4824986429999999|481.70475260000006|1829.419484|-15.66851008|0.251893628|8.005662608|15.46983888|6291.586155|166.8048285|31.628086|1644.660472|1.0|1.0|1.0|1.0|3.49|2.43|0.08|-9.63|4.08|110.44|0.0|0.0|1.0|5.0|-4.85|32.0|5.0|-6.83|420.47|0.0|1.0|1.42e-05|2.82e-05|0.0119|2.87|0.0|2.34e-10|9.86e-08|-0.07014|4.9797|3.2329|-1368.412748|696.06|1192.01|0.3782|248.98|517.94|0.7007399999999999|-1368.118751|-0.20636|5.4751|36.0|7.4437|7.4437
12aa_a36|1|0|0.0|0|7.412764017000001|2|1.297043479|0.0|0.033952382|-0.011588438|-0.135770278|0.042560386|0.010538281|10.95446449|1|1|-0.004569485|0.0620143779999999|-0.052743904|-0.53315493|1|0.833911317|0.156337925|-0.023185884|0.849217847|0|0.688945241|-0.1066659309999999|0.4679233379999999|0.023617545|-72.94175494|-80.19356964|16.1504726|-0.04126187|109.0001157|-49.88002793|96.18613736|0.44829258|471.12395210000005|2418.848273|-19.29522587|0.2686642589999999|8.05947774|14.60824604|6438.603019|183.7216658|38.58180913|2083.417693|0.0|0.0|1.0|0.0|4.83|0.0|0.13|-6.14|0.98|112.29|0.0|0.0|1.0|6.0|-3.52|32.0|5.0|-7.79|424.46|0.0|0.0|0.000304|0.000359|152.0|1.55|0.0|7.19e-07|0.000305|-0.05111|3.8899|3.8899|-1401.662677|701.99|1183.76|0.4446|318.73|520.19|0.6931|-1401.389257|-0.20829|4.7433|9.0|8.0458|8.0458
8e_a8|1|0|0.0|1|7.05012252|0|1.394799502|1.311619189|-0.018155171|-0.010579355|-0.205927741|0.0427891159999999|-0.102167262|10.94332438|1|1|-0.004224671|-0.0015448089999999|0.090898585|-0.475941912|0|0.7233950809999999|0.02023118|-0.079493088|0.636205913|0|0.661490276|-0.115572516|0.280304418|0.0211004739999999|-70.49962428|-64.32539698|12.87136047|-0.04393787|76.40535608|-43.00500847|75.57562034|0.483244415|403.5112981|2080.07805|-16.34946208|0.196692764|7.50719734|14.52755918|6095.6213210000005|119.9832494|33.36487904|1601.514194|0.0|1.0|0.0|0.0|3.2|2.98|0.04|-7.78|4.17|90.11|0.0|0.0|1.0|5.0|-5.27|30.0|4.0|-6.14|403.41|0.0|0.0|5.34e-06|1.25e-05|0.00504|3.69|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|4.6303|3.2737|-1376.957298|639.38|1090.07|0.3731|267.77|526.86|0.7013|-1376.708067|-0.19972|7.7951|19.89|4.7014|4.7014
14ab_a23|0|1|0.0|2|7.423568444|0|1.197962873|3.4171257980000003|0.065530542|-0.0050415|-0.028841865|0.04314059|0.010803172|10.313217300000002|2|2|0.012103325|0.038241896|-0.074579388|-0.449699921|2|0.75434493|-0.085303124|-0.05990912|0.693959193|1|0.92422233|-0.051974369|0.20155691|0.017974612|-35.59605095|-52.21744789|12.31039874|-0.031648261|82.79560776|-24.37891748|61.60741239|0.4695727329999999|632.9786397|2332.352369|-14.84482393|0.202162933|7.83369055|14.76864227|6654.62616|138.4567483|27.16741043|1439.872753|0.0|1.0|1.0|1.0|3.63|3.82|0.12|-8.16|4.63|105.02|1.0|0.0|1.0|5.0|-6.23|32.0|4.0|-5.92|439.54|0.0|0.0|5.9e-07|2.81e-06|0.00123|4.31|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|3.6587|-1708.563399|719.66|1238.27|0.3893|338.88|595.23|0.66532|-1708.277193|-0.21924|8.4721|4.0|8.4012|8.4012
11c_a31|1|0|0.0|0|7.765993078999999|1|0.6101368770000001|0.0|0.069254998|-0.0184155389999999|-0.141329185|0.037731481|-0.137912959|10.31169916|2|2|-0.008375297|-0.0512371409999999|-0.0992097109999999|-0.572548808|0|0.839810365|0.013528742|-0.139933586|0.787929678|0|0.564143263|-0.138002689|0.3608415239999999|0.034256743|-80.82023592|-82.24513417|20.06220362|-0.042457317|70.98337779|-47.33176279|99.31985763|0.47997061|330.3862551|1770.045716|-14.56188764|0.323910768|7.259183801|13.95917988|5329.481371|189.6959033|36.77740577|1581.428448|0.0|1.0|1.0|1.0|3.51|2.66|0.28|-5.84|3.64|125.57|0.0|0.0|2.0|6.0|-5.11|26.0|6.0|-6.56|371.41|0.0|1.0|7.68e-06|0.000105|39.0|2.82|0.0|1.45e-06|0.000537|-0.03532|3.8551|3.8551|-1559.3980869999998|622.22|1022.77|0.2627|321.61|512.9|0.7005899999999999|-1559.194237|-0.19526|7.5091|0.13|6.8861|6.8861
3c_a12|0|0|0.0|0|6.555356892000001|1|0.610140703|0.0|0.06235058|-0.009252756|-0.058516436|0.039605735|-0.008931246|10.3117069|1|1|-0.001825446|-0.267255164|-0.116098308|-0.545592465|1|0.826033688|-0.0461654159999999|-0.10295082|0.859899236|0|0.843855494|-0.071719601|0.242114395|0.013219706|-36.28720467|-50.25579322|6.688634392000001|-0.033980537|0.0|-18.35985151|61.16334136|0.427357986|426.9566009|1139.340748|-8.698843907999999|0.2944757839999999|6.231995392999999|10.88288188|4629.005722|148.9927848|24.36878988|926.0140155|1.0|1.0|0.0|1.0|3.94|2.78|0.12|-6.78|2.25|78.41|0.0|0.0|1.0|3.0|-4.22|23.0|4.0|-6.18|319.38|0.0|1.0|6.06e-05|9.940000000000002e-05|0.0318|2.91|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|3.5862|-1327.498519|544.65|894.36|0.4687|311.14|399.38|0.68067|-1327.351991|-0.22035|2.3061|0.02|7699.0|7699.0
5b_a49|0|0|0.0|1|7.853604813|2|1.343848745|2.119588967|0.1108916119999999|-0.007610481|0.006327273|0.034466231|-0.0695402359999999|10.9297646|1|1|0.006696215|-0.12209302|-0.13632743|-0.515894968|2|0.7843021|-0.006962617|0.099724518|0.666573331|1|0.7969332440000001|-0.0698098759999999|0.615864196|0.020319986|-41.03213895|-44.96093486|11.94347454|-0.026008|69.07083505|-24.11745318|59.85065205|0.475192312|468.4133145|1956.050085|-8.985071494|0.3913052589999999|6.270195553|11.94760614|6225.302624|229.9974239|25.1139312|1255.69656|1.0|1.0|1.0|1.0|3.34|2.9|0.22|-7.24|2.87|75.94|0.0|0.0|1.0|3.0|-3.3|30.0|4.0|-7.24|396.44|1.0|1.0|0.000496|0.000118|0.0468|2.08|0.0|5.79e-08|2.3e-05|-0.04453|5.1653|3.9209|-1292.139616|633.92|1093.32|0.4653|240.03|451.32|0.65269|-1291.873941|-0.20701|6.1996|28.0|7.5528|7.5528
8_a1 (SB-202620)|1|0|0.0|0|6.86171134|0|1.4323973840000002|0.0|0.106916453|-0.013785521|-0.226277123|0.037578348|-0.1402198369999999|10.94957568|1|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.612004804|1|0.743088715|-0.042789124|0.063001656|0.658433571|0|0.648967503|-0.117682533|0.174628594|0.015526845|-66.76765693|-59.72618401|8.809217494|-0.041081545|64.70432539|-37.88089785|70.8721358|0.4564697679999999|368.1943149|1736.664204|-13.22376193|0.225760413|7.432247389|13.67402758|5170.286136|128.0860757|30.104091200000003|1234.267739|1.0|0.0|1.0|0.0|2.74|2.21|0.0|-8.02|5.06|78.87|0.0|0.0|1.0|4.0|-4.94|27.0|5.0|-5.94|359.35|0.0|1.0|1.14e-05|1.98e-05|0.00713|3.6|0.0|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|3.4052|-1223.279021|586.27|977.87|0.5339|364.11|460.4|0.7026600000000001|-1222.9606720000002|-0.2105199999999999|5.5005|0.4|6.3979|6.3979
