molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
12_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0.0|0.167987916|-0.009093383|-0.118456941|2|2.07135708|-0.336455156|-0.045382017|10.31163031|1|-0.0045709459999999|0.032450556|0.899733837|0.718481325|-0.039834906|-0.125395523|0.784451598|0.829399708|-0.092838926|-0.096133903|-44.07517037|5.258353635|-0.039584548|-21.667278|76.23910943|0.830418645|-1.345874639|-18.79271742|49.333524|0.463780604|-638.9523922000001|1064.221958|-8.921820355|0.169581355|10.50748861|0.864908294|-303.3418921|22.63041363|0.01374218|-313.7317211|330.4083896|6.524083564|1.0|1.0|1.0|3.2|0.0|-6.89|4.34|4.01|92.93|90.49|0.0|1.0|2.0|-5.68|22.0|3.0|-5.3|0.0|1.0|3.23|-4.84|2.07e-06|0.000629|1.44e-05|4.03|0.0|0.0|3.9500000000000005e-05|-0.06361|3263.0|2.94|3263.0|-1272.152002|-1272.125792|515.23|847.25|379.97|0.5056|379.97|361.95|0.69784|0.5056|-0.13153|-0.19514|0.02620998|3.1979|5.45
19b_a38|0.0|1|0|0|3.26554965|0.0|7.412764017000001|2|0.0|-0.122009545|-0.008652352|-0.115864198|2|0.0|-0.467227005|-0.1381849369999999|10.96052467|1|-0.004358975|-0.250781298|0.653741315|0.8295290000000001|0.019437461|-0.114123934|0.8851623040000001|0.7293105670000001|-0.086013549|-0.11557289|-53.38447032|13.92699891|-0.041606241|-44.51968852|0.0|0.7596369590000001|-2.0803120280000003|-25.82299118|67.31146923|0.478948837|-1291.149559|2436.66785|-16.02708787|0.240363041|13.74014387|0.91919733|-801.3543933999999|33.99385836|0.020570275|-322.28833010000005|593.6088758|12.76697997|1.0|1.0|0.0|4.82|0.14|-7.12|3.55|3.11|81.23|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|-6.81|0.0|1.0|2.94|-4.33|5.68e-05|0.0238|4.67e-05|2.88|0.0|0.0|3.19e-05|-0.05031|5363.0|3.66|3.7509|-1431.414099|-1431.38073|646.81|1111.29|330.55|0.4634|231.18|485.64|0.69411|0.1945|-0.15414|-0.20445|0.03336932|6.3396|7.9172
9_a47|0.0|0|0|0|0.0|0.0|0.0|0|0.0|0.00410268|-0.008501246|-0.1789147139999999|2|1.323246814|-0.382556052|0.022031244|10.93671087|0|-0.007880155|-0.045757939|0.7033922579999999|0.792070785|0.046690958|0.075092937|0.853035126|0.805149969|-0.084368438|-0.0969292319999999|-44.13640712|4.991260197|-0.036925422|-26.52703503|0.0|0.790651977|-1.550867715|-19.3171225|49.12766732|0.482896681|-811.319145|1333.091472|-10.10553715|0.209348023|10.93281031|0.93384951|-424.4325604|24.43189048|0.015793737|-304.1026787|442.7664664|8.262317504|1.0|0.0|1.0|2.87|0.05|-8.47|4.61|5.61|58.04|101.46|0.0|1.0|3.0|-5.37|26.0|4.0|-5.26|0.0|1.0|4.09|-5.2|4.29e-06|0.00148|6.3e-06|4.43|0.0|0.0|1.17e-06|-0.05037|5.7429|4.06|3.7183|-1149.090086|-1149.055456|566.1|959.59|333.44|0.2294|215.89|406.35|0.69084|0.2208|-0.1545099999999999|-0.20488|0.03463008|3.4815|7.6
3o_a32|0.0|1|1|1|3.644417045|0.0|7.773594467000001|1|0.0|-0.022603806|-0.006253394|-0.014299905|1|2.240993002|-0.306416317|-0.117781901|10.3110027|3|0.000243592|-0.11221537|0.90022001|0.8214857240000001|-0.074509084|-0.154436834|0.872498916|0.8377808240000001|-0.073742105|-0.095457829|-42.51640563|7.218280399|-0.031819276|-31.73171751|0.0|0.7850948190000001|-1.4318674340000002|-18.34557429|49.73468603|0.455089918|-825.5508427999999|2469.87467|-10.57723917|0.214905181|11.73098001|0.835165165|-475.9757626|23.36733582|0.0130649069999999|-328.7458915|541.0877621000001|7.532642302|1.0|1.0|1.0|3.47|0.32|-7.27|6.39|4.2|122.97|112.07|0.0|1.0|3.0|-5.72|26.0|4.0|-6.17|0.0|1.0|3.74|-4.73|1.89e-06|0.00072|1.87e-05|3.46|0.0|0.0|2.04e-05|-0.05413|3.5333|2.35|3.5333|-1805.504508|-1805.473626|620.56|1049.14|350.9|0.2851|350.9|464.85|0.70216|0.2851|-0.14652|-0.20065|0.03088166|5.8476|6.6198
12f_a36|0.0|1|0|0|3.50900085|0.0|7.412764017000001|2|0.0|-0.066269699|-0.006773586|-0.032343041|2|0.0|-0.40641518|0.012286423|10.95389399|1|0.0045625|-0.169994208|0.902377067|0.821599443|-0.109793154|-0.1188384119999999|0.8700396090000001|0.8435569079999999|-0.071035495|-0.100276611|-46.86832019|11.77610852|-0.035813075|-43.65234724|0.835268043|0.7803018709999999|-2.00553221|-23.629013600000004|58.64442871|0.464240353|-1323.224761|2380.393255|-15.59012402|0.219698129|13.84366076|0.8665086190000001|-873.0469447999999|30.28188764|0.015685228|-369.879252|729.1873176|10.34891518|1.0|0.0|0.0|4.94|0.21|-7.36|3.62|2.45|69.2|133.52|0.0|1.0|6.0|-4.61|31.0|4.0|-6.33|0.0|0.0|2.4|-4.57|2.48e-05|0.0102|2.6600000000000003e-05|3.47|0.0|0.0|1.7899999999999998e-05|-0.05035|5.2106|3.87|3.6545|-1311.57896|-1311.550167|699.88|1195.77|339.27|0.4374|237.95|545.55|0.70126|0.0231|-0.15011|-0.20046|0.02879265|7.8454|7.9586
30_a47|0.0|0|1|1|0.0|0.0|6.842683282|0|1.435022468|-0.069449687|-0.0092264759999999|-0.184735553|2|1.192095911|-0.415191425|-0.008774855|10.95005723|1|-0.008325552|-0.079370393|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.074217097|0.913855507|0.67896733|-0.108232368|-0.107296835|-64.94243028|13.64937081|-0.0383202979999999|-38.63044093|76.90733636|0.679447569|-1.609452527|-22.9932445|78.59180109|0.4680850139999999|-965.7162688|1558.731067|-13.79658605|0.320552431|12.94704346|0.879999675|-579.456614|33.84108731|0.028122734|-215.3470619|457.1122177|16.87442216|1.0|1.0|1.0|3.03|0.05|-7.24|2.71|3.93|98.72|104.25|0.0|1.0|5.0|-4.22|28.0|5.0|-6.95|0.0|1.0|2.61|-4.1|6.05e-05|24.0|7.94e-05|2.5|0.0|0.0|2.28e-05|-0.0564299999999999|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|0.3566|333.66|478.04|0.6944899999999999|0.3566|-0.1517|-0.20813|0.0420327|3.6487|7.9
12al_a36|0.0|1|0|0|3.469383582|0.0|7.412764017000001|2|0.0|-0.06777947|-0.008463062|-0.04314418|2|0.0|-0.4908576189999999|-0.074215038|10.96020817|1|0.003077071|-0.239932418|0.8913597320000001|0.8344566859999999|0.125005134|-0.055405405|0.885733922|0.801179217|-0.077842923|-0.105915949|-51.22331485|17.71943397|-0.035305316|-45.86257662|0.0|0.671084645|-1.906487074|-23.23210974|68.94274882|0.456856406|-1254.533926|2244.88081|-15.28752554|0.328915355|16.15533063|0.841133748|-825.5263792000001|34.61874732|0.025956027|-225.1591357|679.7230552999999|17.07995636|1.0|0.0|0.0|4.81|0.17|-6.69|2.77|1.89|78.43|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|-6.93|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|0.0|8.340000000000001e-05|-0.04998|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|1181.84|349.14|0.4466|319.71|554.23|0.70417|0.0095|-0.14558|-0.1955599999999999|0.03469224|8.1781|7.3188
2_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0.0|0.176032668|-0.008422099|-0.09743592|2|2.058239271|-0.311617665|0.09933632|10.31162302|1|-0.0045709459999999|0.032450556|0.899733837|0.769486995|-0.192034735|0.065162907|0.8401405609999999|0.750206578|-0.104577702|-0.09392632|-49.07072207|5.601853871|-0.033150466|-20.68016573|74.89956423|0.727984269|-1.127115845|-15.55510657|54.67257594|0.458202525|-528.8736235|1314.679398|-7.298882022000001|0.272015731|9.016533738|0.845708123|-248.1619888|21.36736636|0.019143348|-213.9529255|330.4083896|8.982583312000001|1.0|1.0|1.0|2.97|0.0|-6.89|4.34|4.01|92.93|90.49|0.0|1.0|2.0|-4.75|22.0|3.0|-5.93|0.0|1.0|3.06|-4.27|1.7800000000000002e-05|0.0054|5.33e-05|3.13|0.0|0.0|3.9500000000000005e-05|-0.06423|5.4397|1.97|3.3354|-1272.143337|-1272.114086|503.34|841.85|371.73|0.1824|227.92|340.69|0.69543|0.0962|-0.14605|-0.21028|0.02925101|5.4999|5.4
16a_a32|0.0|1|1|1|3.357452523|0.0|7.765993078999999|0|0.0|0.205693867|-0.014399612|-0.0848387459999999|0|2.095743605|-0.6911813920000001|-0.062610718|10.31100271|3|-0.005552127|-0.199563743|0.859696525|0.8567078770000001|0.039965071|-0.098258706|0.909908319|0.756542831|-0.090389538|-0.119471489|-56.2527503|12.86051026|-0.037168908|-46.27170107|66.13699638|0.6968200370000001|-1.6726008419999998|-23.13158502|69.11326055|0.450892763|-1040.921326|2992.60858|-14.39564033|0.303179963|13.08168264|0.8211379000000001|-647.803815|33.19592405|0.023475264|-244.9767673|532.685565|14.6095244|1.0|1.0|1.0|3.53|0.22|-7.3|5.32|3.79|152.07|108.86|1.0|1.0|7.0|-5.49|27.0|4.0|-6.85|1.0|1.0|3.06|-4.04|3.2e-06|0.00128|9.14e-05|2.65|0.0|0.0|2.01e-05|-0.0567299999999999|3.6314|3.9|3.6314|-1896.81177|-1896.770883|664.67|1096.48|341.42|0.2859|341.42|535.63|0.70245|0.2859|-0.15045|-0.20718|0.04088655|1.8274|7.9586
5a_a49|0.0|0|0|0|0.0|0.0|7.853604813|2|2.111324504|0.079751437|-0.009147269|0.007039248|2|1.878067786|-0.493952547|-0.046327135|10.92976459|1|0.008623164|-0.26176436|0.66494289|0.7979412790000001|0.001251171|0.127914587|0.855876084|0.800090055|-0.072109357|-0.0787216|-42.1802818|16.71687776|-0.027311576|-26.93578408|54.35929907|0.6069287529999999|-1.338267206|-15.97587337|58.89715956|0.490453006|-782.8177953|1887.422375|-9.345067946|0.393071247|11.91885068|0.962527525|-457.9083293000001|26.32248561|0.0270848489999999|-125.09569170000002|592.5885712|15.84324998|0.0|1.0|1.0|3.37|0.22|-6.92|3.3|3.68|73.14|116.62|0.0|1.0|3.0|-3.84|30.0|5.0|-6.84|0.0|1.0|2.93|-4.29|0.000146|0.0578|5.09e-05|2.65|0.0|0.0|4.72e-05|-0.05062|5.2443|4.14|3.9219|-1311.995327|-1311.960542|625.06|1082.25|316.13|795.0|236.42|443.78|0.66225|0.0529|-0.16176|-0.21238|0.03478454|7.0102|7.3665
21_a10|0.0|0|0|0|0.0|0.0|7.535296702|1|2.093218896|0.036507898|-0.009308076|-0.085463279|2|1.817620533|-0.549176498|-0.023060773|10.92966143|1|0.002099681|-0.03765494|0.7135035209999999|0.7620337359999999|0.057775125|-0.005970601|0.81962595|0.7747854129999999|-0.091053776|-0.084654798|-64.32920271|13.34776629|-0.03292131|-42.25440548|74.3822498|0.704106635|-1.777750751|-23.25880088|77.676969|0.391384102|-1255.975247|2701.142106|-16.4322688|0.295893365|13.78215169|0.643072426|-887.342515|33.03306591|0.022638817|-288.401376|746.5727327999999|15.99425187|1.0|1.0|0.0|3.5|0.11|-8.71|4.47|5.6|90.13|128.59|0.0|1.0|5.0|-5.77|34.0|6.0|-6.07|0.0|0.0|4.04|-5.51|1.69e-06|0.0007599999999999|3.12e-06|4.17|0.0|0.0|8.68e-07|-0.06082|5.9596|5.57|3.8599|-1485.499561|-1485.461532|716.1|1225.01|321.21|0.2574|208.04|517.44|0.68165|0.1489|-0.16178|-0.2226|0.03802869|1.1872|5.3188
47n_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|0.0487694459999999|-0.007614955|-0.057061805|0|0.0|-0.609196374|-0.003276575|10.94702025|0|0.001705837|-0.258092915|0.722991132|0.696612213|-0.09714337|-0.083719099|0.726888951|0.792429396|-0.079299822|-0.091185806|-65.43887366|8.759783644|-0.031974244|-62.09468789|47.476904100000006|0.783921929|-2.4620167580000003|-26.38541222|74.19865731|0.482565384|-2031.676741|2052.393389|-21.77346199|0.216078071|20.17045476|0.932611327|-1676.556573|33.65821422|0.01357247|-468.58948260000005|1306.125688|11.20011508|1.0|0.0|1.0|4.69|0.31|-9.76|3.67|3.31|105.6|162.18|1.0|1.0|13.0|-6.02|40.0|4.0|-6.68|0.0|0.0|2.76|-5.24|9.48e-07|0.000511|5.7e-06|4.1|0.0|1.0|9.44e-08|-0.0525299999999999|3.2028|9.78|3.2028|-1743.3283440000002|-1743.299948|879.92|1565.37|387.11|0.5056|387.11|799.02|0.6914600000000001|0.5056|-0.13138|-0.18391|0.02839695|3.3568|7.1938
4R4k_a46|0.0|0|0|0|0.0|0.173180233|7.825245291|1|2.145043462|-0.050636784|-0.0049602|-0.088084767|1|0.0|-0.252970193|-0.1149361969999999|10.94631314|1|0.006050983|0.012963356|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.890625164|-0.089699228|-0.085931818|-47.73036108|4.194771739|-0.030434186|-24.33134018|0.0|0.866681099|-1.4608409080000002|-16.19450581|51.92513282|0.465590034|-777.3362788|1767.850427|-8.617349646000001|0.133318901|10.33328154|0.871222588|-413.632783|18.68565706|0.007248925|-390.2334878|519.5743695|3.857266463|1.0|0.0|1.0|3.8|0.33|-6.61|4.26|4.77|50.94|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|0.0|1.0|3.81|-4.83|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|0.0|8.28e-05|-0.02045|5.2965|4.52|4.1392|-1053.439174|-1053.413412|565.94|994.13|299.53|0.2896|234.09|490.83|0.68404|0.1008|-0.17484|-0.19529|0.0257622|1.9753|7.0132
4p_a46|0.0|0|0|0|0.0|0.122217892|7.825245291|1|2.102855253|-0.060700883|-0.004413243|-0.038295755|0|0.0|-0.233901882|-0.205494852|10.93681929|1|0.004453195|0.101602982|0.7471162309999999|0.747019097|-0.078703563|-0.1623103719999999|0.7911509609999999|0.905966489|-0.0997229069999999|-0.083274013|-56.55658053|4.195717966|-0.029978645|-26.78464688|0.0|0.87420565|-1.498932241|-17.00200781|60.7522985|0.423511708|-850.1003902999998|2219.4587530000003|-9.642472876|0.12579435|10.10955243|0.734640605|-482.1236438|19.44852199|0.006740305|-424.4519674|585.8536976|3.822678404|1.0|1.0|0.0|3.89|0.3|-7.05|4.85|5.25|61.84|107.89|0.0|1.0|2.0|-5.8|27.0|3.0|-5.09|0.0|1.0|4.25|-5.4|1.59e-06|0.000567|4.03e-06|4.77|0.0|0.0|3.2e-05|-0.0393|5.4796|4.89|3.9958|-1129.65844|-1129.618646|598.19|1058.54|310.28|0.2363|226.26|537.47|0.70138|0.0763|-0.16819|-0.20749|0.03979459|5.3996|6.4672
12x_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|0.044575215|-0.006008579|-0.0335688279999999|2|0.0|-0.3545061539999999|0.027312213|10.31162819|1|0.006346396|-0.0922059569999999|0.842068099|0.782514704|-0.062251445|-0.1759406839999999|0.829606585|0.848844277|-0.071909912|-0.091725339|-47.48669555|9.745611551|-0.035022402|-39.99960559|0.0|0.824674971|-1.926232129|-23.12752311|57.2323071|0.4490846539999999|-1272.013771|2374.777496|-15.27257668|0.175325029|14.14885734|0.815160907|-839.9917174000001|28.04441012|0.012044556|-428.8071293|754.3941655|7.953787804|1.0|1.0|0.0|4.86|0.21|-7.38|4.87|3.23|81.65|137.21|0.0|1.0|5.0|-6.04|31.0|4.0|-5.64|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|3.48e-06|4.6|0.0|0.0|1.76e-05|-0.05093|3.4831|4.45|3.4831|-1654.40976|-1654.3784|703.75|1211.79|355.95|0.1517|355.95|558.65|0.68589|0.1517|-0.14783|-0.19876|0.03136007|4.8197|7.6556
12x_a36|0.0|1|0|0|3.494913155|0.0|7.412764017000001|2|0.0|-0.058295476|-0.007008724|-0.046532211|2|0.0|-0.40650598|-0.054184069|10.33556641|1|0.003710345|-0.133106642|0.906423012|0.828393514|0.056034339|-0.041914045|0.8792981679999999|0.836402835|-0.0737521679999999|-0.104368092|-49.60929169|11.85578416|-0.036722107|-47.22198284|0.8295471390000001|0.7768535409999999|-1.982993755|-24.70107324|61.46507585|0.458792701|-1333.8579550000002|2391.802689|-16.61514211|0.223146459|16.20591229|0.847720832|-897.2176739|31.79630645|0.016274369|-372.4502879|725.9470896|10.94693123|1.0|1.0|1.0|4.87|0.17|-7.05|3.33|2.61|94.5|135.47|0.0|1.0|6.0|-4.85|31.0|4.0|-6.64|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|3.19|0.0|0.0|3.83e-05|-0.05311|3.8776|3.37|3.7364|-1670.452834|-1670.419519|719.63|1209.23|331.83|0.3901|319.74|569.01|0.68112|0.0199|-0.1517099999999999|-0.2048199999999999|0.03331471|7.2812|8.1549
47k_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|0.029145635|-0.0067578909999999|-0.0605329409999999|0|0.0|-0.5135996820000001|-0.02822032|10.94702256|0|0.00493127|-0.421027889|0.762665453|0.721697829|0.022512501|-0.014398731|0.753132457|0.8309354040000001|-0.065324278|-0.088346874|-51.59195677|11.91029894|-0.030255779|-55.10689702|58.77865447|0.7153044209999999|-2.208671853|-23.89547793|63.50225571|0.467246896|-1744.369889|2009.418849|-18.87222501|0.284695579|18.35217454|0.877042091|-1377.672426|33.40602576|0.018313855|-340.0872332|1167.054827|14.46395816|1.0|1.0|1.0|4.66|0.3|-8.44|2.39|3.17|88.97|154.86|1.0|1.0|11.0|-5.84|38.0|4.0|-6.41|0.0|0.0|2.53|-5.33|1.44e-06|0.000742|4.65e-06|4.26|1.0|1.0|1.85e-06|-0.04359|3.0948|8.45|3.0948|-1664.756029|-1664.728002|842.29|1492.36|400.63|0.5920000000000001|400.63|793.48|0.69823|0.5920000000000001|-0.1277599999999999|-0.17135|0.02802749|5.2253|7.5376
galu_a46|0.0|0|0|0|0.0|0.0|7.535296702|1|2.082220175|0.048375705|-0.00642454|-0.080432741|2|1.721297609|-0.327651527|-0.094815394|10.92740177|1|0.003107816|0.0481706809999999|0.702976795|0.81708619|0.044184467|-0.173285585|0.875868891|0.7637964079999999|-0.0910072869999999|-0.089050651|-50.93538037|6.915480101|-0.03220981|-27.89483984|68.43088526|0.7832175929999999|-1.513861067|-18.02733582|57.85086047|0.468241745|-847.2847833999999|1755.2047|-10.08962292|0.2167824069999999|12.12170938|0.880553787|-474.2122773|23.01702105|0.013967104|-317.0250717|542.7276591|7.817173532999999|0.0|1.0|1.0|3.27|0.18|-7.13|3.69|3.51|86.69|108.18|0.0|1.0|3.0|-3.85|28.0|4.0|-6.86|0.0|1.0|2.84|-3.99|0.0001409999999999|52.0|0.000102|2.39|0.0|0.0|2.75e-05|||||||||||||||||||7.2924
12ag_a36|0.0|1|0|0|3.408828027|0.0|7.412764017000001|2|0.0|-0.042092217|-0.008085448|-0.084341564|2|0.0|-0.436614203|0.0070889269999999|10.96052849|1|-0.000673716|-0.217394466|0.724208473|0.835013502|0.124298337|-0.0861053359999999|0.8910146309999999|0.7468300940000001|-0.082492792|-0.1081585809999999|-52.02834065|12.70005599|-0.038937089|-43.02381535|0.0|0.758897371|-1.946854457|-24.55768654|64.72839664|0.481286668|-1227.884327|2305.164626|-15.48857353|0.2411026289999999|15.13240062|0.927847116|-774.4286762999999|32.35969377|0.019328689|-326.5740008|595.8790650000001|12.1906363|1.0|0.0|0.0|4.72|0.14|-6.86|3.13|2.44|69.2|123.71|0.0|1.0|5.0|-3.89|30.0|5.0|-6.76|0.0|0.0|2.15|-4.16|0.000129|0.0515|6.96e-05|2.78|0.0|0.0|5.58e-05|-0.05486|3.8893|3.41|3.7117|-1332.185403|-1332.151245|658.68|1112.68|334.04|0.4286|318.79|507.72|0.7024699999999999|0.0191|-0.15227|-0.20713|0.03415856|7.5405|7.7696
12b_a50|0.0|0|1|1|0.0|0.0|7.927685046000001|1|4.058595679|-0.19841119|-0.002929899|-0.0016330379999999|1|2.112397566|-0.125985651|-0.101728189|10.94501743|2|0.011790103|-0.291865836|0.699597776|0.804535572|0.009081884|-0.189976035|0.8718949979999999|0.925916085|-0.045602469|-0.066155918|-22.92589265|10.80329197|-0.0237482779999999|-16.72031641|86.49656508|0.5731907470000001|-0.926182858|-11.93905701|33.72918462|0.430791247|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|10.05480253|0.756824707|-234.0844297|20.82911679|0.027586169|-73.59089223|388.171611|13.86849326|1.0|0.0|1.0|3.31|0.11|-5.49|2.59|3.42|48.53|94.69|0.0|2.0|2.0|-3.16|24.0|3.0|-6.44|0.0|1.0|2.59|-3.84|0.000685|215.0|0.000144|2.5|0.0|0.0|0.00101|-0.02974|4.7089|2.47|3.9305|-1006.664619|-1006.641541|539.15|909.8|315.44|0.2425|263.3|401.64|0.6581|0.0777|-0.16451|-0.19425|0.02307802|5.6617|5.3242
12s_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|-0.00019297|-0.007621736|-0.095120438|2|0.0|-0.403952011|-0.035768573|10.31162892|1|-0.001131023|-0.145315868|0.609043558|0.83236194|0.006789196|-0.080971844|0.889479916|0.706713791|-0.090733404|-0.103647048|-58.75255278|12.51292194|-0.040189672|-43.45862792|0.0|0.790481833|-1.969293912|-26.02399668|71.26547471|0.467381416|-1275.175837|2368.4646620000003|-16.8513047|0.209518167|15.14544373|0.877516163|-825.7139305|32.92168852|0.017398791|-376.1910929|616.2856203|11.26623|1.0|1.0|0.0|4.63|0.14|-7.16|4.67|3.74|81.65|127.19|0.0|1.0|5.0|-5.49|31.0|6.0|-6.06|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|4.07|0.0|0.0|3e-05|-0.0551|5.0438|4.32|3.5348|-1774.236634|-1774.202623|677.35|1140.1|350.75|0.2148|245.81|526.07|0.68458|0.1576|-0.14985|-0.20495|0.03401064|3.9579|8129.0
16g_a32|0.0|1|1|1|3.363965155|0.0|7.765993078999999|0|0.0|0.1739995319999999|-0.013775701|-0.0429252429999999|0|2.084553994|-0.771439265|-0.029193403|10.31100263|3|-0.00030659|-0.202656848|0.79965447|0.83902731|-0.026098259|0.008494733|0.8821580379999999|0.8206422409999999|-0.078387439|-0.105500574|-57.77542509|17.659402|-0.033839807|-57.31234426|43.37912747|0.6863323440000001|-1.79350976|-24.94161377|75.43482709|0.3972359179999999|-1321.90553|3497.469035|-18.38320476|0.313667656|15.58880229|0.65902387|-974.3098525|36.34043182|0.02276861|-274.67233460000006|701.9321161|16.78159325|1.0|1.0|1.0|3.87|0.33|-8.16|6.81|5.38|149.27|121.56|1.0|1.0|10.0|-7.51|30.0|5.0|-5.69|1.0|1.0|4.37|-5.32|3.08e-08|1.36e-05|4.83e-06|4.65|0.0|0.0|3.04e-06|-0.05|3.6161|5.38|3.6161|-2034.621991|-2034.593036|752.29|1245.25|342.86|0.2879|342.86|639.49|0.70222|0.2879|-0.14968|-0.19968|0.02895494|4.3204|7.9586
3p_a32|0.0|1|1|1|3.456037415|0.0|8.02059915|1|0.0|0.007752757|-0.008735261|-0.028895521|0|2.1365141480000003|-0.419292538|-0.111150118|10.31100269|3|0.000920756|-0.26891009|0.737842269|0.8599558070000001|0.058054833|-0.120768771|0.918782026|0.8195708759999999|-0.070907174|-0.098773656|-41.73212799|12.5150622|-0.029183126|-34.21384146|57.82331968|0.6199678829999999|-1.28405753|-17.1756096|54.24719019|0.416240891|-755.7268222|3037.061498|-10.10863498|0.380032117|10.69458635|0.713035367|-444.779939|27.70403125|0.025390655|-141.21321609999998|530.5658569|14.94356622|1.0|1.0|1.0|3.38|0.26|-6.79|6.06|3.71|131.25|112.37|0.0|1.0|4.0|-5.11|27.0|4.0|-6.8|0.0|1.0|3.23|-4.25|7.78e-06|0.00308|5.629999999999999e-05|2.7|0.0|0.0|6.4e-05|-0.04963|3.6436|4.26|3.6436|-1879.554272|-1879.527843|626.32|1057.58|340.28|0.3083|340.28|471.04|0.7017100000000001|0.3083|-0.15055|-0.20018|0.02642856|5.4496|7585.0
12i _a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|0.04580336|-0.00691453|-0.030422458|2|0.0|-0.366470081|0.0109710489999999|10.31162888|1|0.003603419|-0.090173435|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.8434291340000001|-0.076575246|-0.096489393|-50.00086637|10.32233418|-0.037414255|-41.13938837|0.0|0.806299097|-1.833298476|-24.43015511|60.32320054|0.479900127|-1197.077601|2280.31966|-15.95200773|0.193700903|15.56818082|0.92270764|-781.648379|30.29912252|0.014680721|-400.0044646|652.8825454|9.585980094|1.0|1.0|0.0|4.62|0.14|-7.22|4.47|3.27|81.65|132.29|0.0|1.0|5.0|-5.93|30.0|4.0|-5.75|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|3.61e-06|4.49|0.0|0.0|2.61e-05|-0.05465|5.0358|4.45|3.5242|-2035.373964|-2035.339603|691.59|1167.27|351.81|0.2384|246.2|542.74|0.68497|0.1577|-0.14945|-0.2041|0.03436093|3.0033|7.8013
