molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|SaasN|AATSC1c|SRW07|AATSC1s|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|DPSA2|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
16f_a32|0.0|1|7.765993078999999|0|0|0.0|-0.014558301|5.733341277|-0.054907428|2.082564316|-0.77158995|-0.000291262|3|-0.001202032|-0.120440534|-0.211019184|0|0.801401734|0.852938445|0.085125293|-0.000510986|0.899839182|0.761506727|1|-0.111152081|0.522247991|-76.92280867|16.90955989|89.03402347|133.3750236|-0.035568666|-53.23443736|11.7022626|47.24868477|0.69473708|-1.778433296|-39.12230215|92.82839829|-24.61529877|0.384656622|2772.212354|-1230.764939|3414.006186|-17.03501995|8.79158776|14.28728752|0.625108901|6235.040893|211.2572338|35.43109972|1771.554986|15.90558963|1.0|1.0|1.0|1.0|3.76|3.4|-7.77|4.99|3.0|116.75|1.0|9.0|-5.99|427.54|4.05|-4.97|1.12e-07|4.11|0.0|0.0|1.7e-08|7.26e-06|3.6272|4.99|3.6272|-1995.307736|722.06|1191.55|341.82|603.12|0.70204|-1995.054457|0.2931|-0.2|4.2764|9.0|8041.0|8041.0
12q_a30|0.0|0|7.412764017000001|2|2|0.0|-0.015322396|5.351858133|-0.27228842|0.0|-0.873376576|-0.021542639|1|-0.004395528|-0.077457998|-0.226973911|1|0.613786308|0.816138015|0.01661722|-0.032887649|0.867367115|0.593245722|0|-0.115589613|0.596557166|-78.7683329|10.07866809|82.72757145|105.1162273|-0.045799658|-53.67653794|6.868090132000001|0.732186841|0.820640722|-2.427381881|-40.56199584|90.06607753|-31.21009417|0.473741611|3305.289025|-1654.134991|2844.418547|-21.2680622|7.346842839|13.96052394|0.900207238|7990.060758|122.2240555|38.03137394|2015.662819|11.29774462|0.0|1.0|1.0|0.0|4.73|0.0|-7.18|4.78|2.0|133.96|1.0|7.0|-5.66|482.48|3.42|-5.92|1.99e-07|5.05|0.0|0.0|6.61e-08|3.19e-05|5.0573|5.52|3.4834|-1988.033527|713.16|1214.92|355.93|537.96|0.68516|-1987.781386|0.1515|-0.19897|6.821000000000001|36.0|7.4449|7.4449
11b_a50|0.0|1|7.927685046000001|1|1|4.071188272|-0.002908227|5.82008293|-0.014702942|2.114272566|-0.13377846|-0.133073229|2|0.012037198|-0.162848233|-0.277408878|1|0.701976536|0.800774662|-0.146696566|-0.20645662|0.862408925|0.667956827|1|-0.069841183|0.229754094|-36.43643854|10.1501574|7.949039772000001|35.832562100000004|-0.02494328|-19.0090431|5.295379767|86.04123302|0.642051995|-1.047617742|-12.12179711|47.72173991|-13.01301376|0.42907551|2286.724895|-546.5465781|1650.235214|-6.788943965|5.697537591000001|9.979494111|0.751545111|4884.730303|186.7429782|20.26785036|851.2497152000001|11.28530137|0.0|1.0|1.0|1.0|3.44|2.84|-5.87|3.73|0.0|99.65|2.0|2.0|-6.24|327.38|2.96|-4.16|0.000263|2.9|0.0|0.0|1.35e-06|0.000441|4.6471|3.05|3.9863|-1045.98235|560.06|955.4|311.03|431.63|0.64477|-1045.798634|0.0711|-0.19501|3.7922|1.7|5.7696|5.7696
4R4l_a46|0.0|0|7.825245291|1|1|2.155247543|-0.004736212|5.587248657999999|-0.075241716|0.0|-0.255755434|-0.161358058|1|0.006162668|0.0071939419999999|0.010799648|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|-0.084697739|0.208818132|-45.96797819|3.844966512|177.33836430000002|56.0891211|-0.02989332|-24.94818681|2.086777505|0.0|0.8782984840000001|-1.524559305|-26.65896664|49.44228224|-16.223992300000003|0.4568839389999999|2165.83681|-827.4236073|1766.0974600000002|-8.805242402000001|5.669819400000001|10.43942503|0.8412270820000001|4923.057044|66.05102684|18.4720714|942.0756413|3.474304058|1.0|1.0|1.0|1.0|3.92|3.24|-7.0|5.02|1.0|105.77|1.0|3.0|-5.23|347.45|4.09|-5.11|5.25e-06|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|4.6497|4.99|4.1152|-1092.75416|584.44|1038.78|301.29|498.78|0.67823|-1092.4898449999998|0.0851|-0.19602|2.3035|137.0|6.8633|6.8633
4b_a46|0.0|0|7.825245291|1|1|2.189591837|-0.00113356|5.587248657999999|-0.022119857|0.0|-0.058945144|-0.111103941|1|0.011806162|-0.079238184|-0.123416853|2|0.6901151990000001|0.7306307590000001|-0.263387881|-0.153841155|0.768651645|0.69830739|0|-0.070236212|0.27128814|-38.30877966|4.127907383|7.986637869|35.31914031|-0.0229342729999999|-20.89467173|2.251475261|56.7922535|0.8104680259999999|-1.123779397|-15.59093155|42.65239101|-12.50898928|0.428987199|2105.172229|-612.9404746|1750.333702|-6.822749952000001|5.76401157|10.09436488|0.751274223|4681.895329999999|103.3759991|15.43427855|756.2796491|4.343611349|0.0|0.0|1.0|1.0|3.9|3.03|-7.2|4.77|1.0|101.7|1.0|2.0|-5.67|332.44|3.76|-4.63|4.49e-05|3.74|0.0|0.0|6.38e-08|2.12e-05|4.5515|3.98|4.5515|-1033.556797|588.79|1020.9|272.4|508.79|0.68682|-1033.3243619999998|0.1784|-0.21811|3.7571|548.0|6.2612|6.2612
4_a38 (LY-2157299)|0.0|0|7.535296702|1|1|2.0959524330000003|-0.00638266|5.4161004020000005|-0.080432741|1.721297609|-0.325515636|-0.020954339|1|0.003107816|0.028964355|0.0481706809999999|2|0.702976795|0.8099394329999999|-0.041794304|-0.032369326|0.868207983|0.6848692759999999|1|-0.089446059|0.459041332|-51.11565158|7.104736984|260.7739337|140.40206619999998|-0.03235283|-29.21101111|4.060137052|71.22674185|0.7861170609999999|-1.520583011|-30.23133173|58.99645489|-18.48863993|0.487041509|2501.945802|-868.9660769|1686.693134|-10.56568487|6.54753874|12.76426621|0.949475478|5566.495502000001|122.2274724|23.51893991|1105.390176|7.880803302999999|1.0|1.0|1.0|1.0|3.27|2.6|-7.13|3.51|1.0|108.18|1.0|3.0|-6.86|369.42|2.81|-3.99|0.0001409999999999|2.39|0.0|0.0|7.45e-08|2.75e-05|4.65|3.95|3.78|-1198.683473|617.61|1048.31|327.69|449.44|0.68|-1198.442536|0.06|-0.22|7.6529|69.0|7.1586|7.1586
21c _a23|0.0|1|7.525639975|0|0|3.311482916|-0.009944003|5.4161004020000005|-0.135572353|0.731360766|-0.576752175|-0.039311241|2|0.0035741379999999|-0.0201427689999999|-0.036896213|2|0.7641222459999999|0.782543953|0.149511954|-0.060079444|0.838980345|0.7301130229999999|1|-0.098699133|0.2571258939999999|-70.15570019|9.976937758|323.3651097|148.8448086|-0.040210758|-49.86692499|7.09164338|94.32302529|0.834557275|-2.171380929|-42.26586935|79.71722579|-28.58195193|0.468609427|3161.1237530000003|-1543.4254039999998|2628.628799|-20.31615463|8.945789862|16.83467928|0.881854988|7227.157398|117.597286|34.24804117|1849.394223|9.5615256|0.0|1.0|1.0|1.0|3.68|3.11|-7.33|3.42|1.0|133.35|1.0|6.0|-7.13|468.53|3.0|-4.72|2.35e-06|2.86|0.0|0.0|4.69e-08|2.2e-05|3.6649|4.47|3.6649|-1837.964768|747.88|1275.12|338.3|587.02|0.5885699999999999|-1837.67081|0.3329999999999999|-0.22981|8.3979|67.0|7.1752|7.1752
19i_a38|0.0|0|7.412764017000001|2|2|0.0|-0.008447598|5.351858133|-0.115864198|0.0|-0.4561702689999999|-0.053762162|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|0|-0.113250303|0.4748744179999999|-69.40536597|13.83587388|137.7658863|154.953787|-0.040770109|-42.53502816|8.479305267|10.71501217|0.7419238420000001|-2.038505453|-31.35232957|82.98550237|-24.98593175|0.444551315|2896.470706|-1249.2965869999998|2335.0953870000003|-15.31261014|6.690507557999999|12.04523072|0.800346329|6744.7785650000005|158.161786|33.67721904|1683.860952|13.5801364|1.0|1.0|1.0|1.0|4.8|2.88|-7.12|3.11|1.0|125.65|1.0|5.0|-6.81|419.43|3.04|-4.33|5.68e-05|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|5.7041|3.66|3.6129|-1431.415351|641.31|1101.03|343.17|457.26|0.69267|-1431.181148|0.1886|-0.2052|8.6365|13.0|7.9031|7.9031
5f_a40|0.0|0|8.149890544|0|1|1.656591081|-0.008387329|6.167516491000001|-0.0468504759999999|0.769837491|-0.293556526|0.062183277|2|0.000706205|0.100535344|0.18254908|0|0.7039183109999999|0.811339477|-0.465573352|0.095322868|875.0|0.680674762|1|-0.10969397|0.0528268609999999|-50.68028366|9.349692674|222.1847349|119.4441339|-0.041135239|-23.41506245|4.319700326|63.48466425|0.814393685|-1.316327637|-24.23209217|57.61052946|-19.00510637|0.484099946|1932.388838|-608.163404|599.1117195|-8.780648419|5.780627322000001|11.20493646|0.938359946|3963.475837|85.75294257|23.33651|746.7683199|6.930245797|0.0|0.0|1.0|1.0|3.08|2.05|-3.69|2.68|0.0|78.56|3.0|3.0|-6.47|284.34|2.23|-3.31|0.000108|2.2|0.0|0.0|0.000207|0.0587|3.8036|3.5|3.0611|-1232.983157|487.57|793.54|405.03|361.03|0.69727|-1232.851443|0.0415|-0.19284|7.6183|112.0|6.9508|6.9508
16b_a32|-3.3094926630000003|1|7.765993078999999|0|0|0.0|-0.008469352|5.733341277|-0.3723824429999999|2.033356859|-0.423467596|-0.0657820279999999|3|-0.00180101|-0.1202046419999999|-0.222700615|0|0.745820612|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|1|-0.1083060409999999|0.559199331|-69.39772428|10.12961779|53.96132589|162.40756509999997|-0.0345657579999999|-44.4669946|6.490611388|9.827907321|0.7476362679999999|-1.624590613|-36.42406481|80.37824892|-22.14820988|0.414997448|3037.795494|-1040.965864|3264.235184|-14.19159402|6.466656381|11.05406524|0.709394251|6612.089615999999|161.7035261|29.62431176|1392.342653|10.98052464|0.0|1.0|1.0|1.0|3.71|2.48|-7.6|4.88|1.0|114.43|1.0|7.0|-6.72|433.57|3.26|-4.55|5.19e-07|3.14|0.0|0.0|2.54e-08|1.1e-05|3.6211|6.37|3.6211|-2315.990437|676.92|1137.73|342.39|567.01|0.70233|-2315.757928|0.2849|-0.2094099999999999|7.0093|17.0|7.7696|7.7696
3a_a12|0.0|0|0.0|1|1|0.0|-0.007671441|0.0|-0.042445446|0.0|-0.322200517|-0.0161799839999999|0|-0.001011111|-0.072889493|-0.1213636769999999|1|0.943290857|0.7038021990000001|-0.021522321|-0.032466697|0.759068438|0.8847197109999999|0|-0.090803706|0.241900756|-44.430225|4.615711776|71.11710277|62.63745781|-0.034924502|-21.73969523|2.258466332|0.0|0.781050096|-1.362055589|-17.05063286|52.21461165|-17.08854808|0.462077145|2045.857684|-666.453375|1050.730179|-8.361421244|5.924949067000001|11.01449587|0.859002624|4230.717811|107.1321197|21.87893986|853.2786545|7.784386645|1.0|1.0|0.0|1.0|3.84|2.74|-7.5|2.49|0.0|97.52|1.0|3.0|-5.88|298.34|2.98|-4.06|0.00025|3.15|0.0|0.0|3.13e-08|9.33e-06|4.2336|3.33|3.7304|-951.3711872|528.84|875.71|332.36|383.08|0.66895|-951.217594|128.0|-0.22157|1.9332|194.0|6.7122|6.7122
13c_a5|0.0|0|6.605297921|1|1|0.0|-0.005082338|4.59511985|-0.0090268969999999|0.0|-0.284610951|-0.018055556|1|0.006110714|-0.092592608|-0.150963534|2|0.705487111|0.770478689|0.003545487|-0.033833834|0.822789227|0.6775573359999999|0|-0.076591149|0.4148662979999999|-50.50012762|15.25960958|158.67712230000004|131.7396496|-0.025039414|-33.29709668|10.06137448|51.93687546|0.551328235|-1.302049531|-33.60884086|70.46156718|-16.50965711|0.46617977|2793.480751|-858.5021696|1235.709541|-10.8855893|8.492261628|15.90846721|0.873289814|5989.714507|295.8302846|29.94524142|1557.152554|19.96143955|1.0|1.0|1.0|1.0|3.13|2.58|-8.09|3.29|1.0|120.88|1.0|5.0|-7.28|411.46|2.68|-3.96|0.0002839999999999|2.15|0.0|0.0|8.170000000000001e-09|3.36e-06|4706.0|3.99|4.2145|-1351.274441|676.53|1153.36|294.18|513.33|0.51479|-1351.008469|0.1666|-0.22939|2.9732|123.0|6.9101|6.9101
3m_a32|0.0|1|7.773594467000001|0|1|0.0|-0.006290106|5.733341277|-0.017268778|2.175099216|-0.3082152019999999|-0.078038283|3|0.000822186|-0.04918838|-0.086806406|0|0.6943636479999999|0.817967125|-0.0067207069999999|-0.126422018|0.872498916|0.6672533589999999|1|-0.09390309|0.317009723|-56.15082133|8.029854976000001|92.61088121|120.7751424|-0.027127559|-33.57626169|4.801577352|0.0|0.674468222|-1.220740175|-30.25923462|67.1606709|-16.22134838|0.4687361229999999|2588.590536|-729.9606772999999|2363.601309|-9.699808932|7.0752395770000005|13.31775015|0.882303773|5724.714257|194.65681730000003|24.05057475|1082.275864|11.00984957|0.0|1.0|1.0|1.0|3.51|2.93|-7.38|5.35|2.0|110.36|1.0|3.0|-6.17|394.51|4.12|-4.86|1.14e-06|3.57|0.0|0.0|4.190000000000001e-08|1.65e-05|3.5749|5.1|3.5749|-1863.502681|641.52|1073.31|346.82|484.34|0.7026600000000001|-1863.279862|0.2952|-0.2056599999999999|8.0755|23.0|7.6383|7.6383
11_a33|0.0|1|7.686621335|0|0|0.0|-0.008708023|5.6869753560000005|-0.039406316|1.979284901|-0.32219686|-0.008908194|3|-0.00103193|-0.122478641|-0.232296883|0|0.8389087140000001|0.85401347|0.003391835|-0.014463304|0.921896958|0.781083337|1|-0.104881435|0.229250542|-50.94714637|16.37099833|45.43139569|69.3240686|-0.030847481|-24.74805685|7.95236684|0.0|0.552878386|-1.048814353|-16.71585694|68.11455221|-14.98445481|0.4673066279999999|2220.315582|-509.4714637|979.349175|-7.278840251|5.24049311|9.837729137|0.8772525659999999|4880.001461|217.193541|27.10262364|921.4892038|17.16740584|1.0|1.0|1.0|1.0|3.19|2.31|-6.23|4.13|0.0|89.77|1.0|3.0|-5.97|328.41|3.28|-4.38|3.32e-06|3.28|0.0|0.0|5.92e-07|0.000194|3.5049|1.93|3.5049|-1669.324638|506.55|858.89|353.74|378.1|0.70381|-1669.202327|0.5408|-0.19938|4.5998|5.0|8.3188|8.3188
12f_a40|0.0|0|7.515889085|0|0|1.768354671|-0.006206277|5.4161004020000005|-0.015621373|0.807254372|-0.235838511|-0.172869148|2|0.006841832|-0.033224348|-0.054891771|0|0.679527138|0.777316288|-0.160218113|-0.271493213|0.841769186|0.605644757|1|-0.082198664|3.43e-05|-45.41519509|11.90644165|62.72992556|49.72883796|-0.032879466|-25.09213464|6.57837176|61.55859085|0.7314440520000001|-1.150781297|-20.45387851|56.53158029|-18.16607804|0.490421149|2383.68369|-635.8127312999999|628.5604981|-10.03685385|8.404802652999999|16.49362536|0.962404834|5326.217734000001|148.3785764|24.83590915|869.2568204|11.1163852|0.0|1.0|0.0|0.0|3.24|3.61|-7.32|5.44|2.0|98.25|1.0|3.0|-4.76|376.26|4.76|-5.99|2.66e-07|5.4|0.0|0.0|4.81e-08|1.8100000000000003e-05|4.3313|4.77|2.8374|-2212.359379|572.63|951.55|436.97|487.85|0.7029|-2212.222254|0.3858|-0.19526|4.8562|0.38|6.4202|6.4202
16j_a32|0.0|1|7.765993078999999|0|0|0.0|-0.0139074189999999|5.733341277|-0.086195934|2.076106145|-0.778815477|0.021997616|3|-0.00030659|-0.117577419|-0.202656848|0|0.79965447|0.798237393|0.168000908|0.032797932|0.839271289|0.762429418|1|-0.106897203|0.509776381|-76.45058155|16.63953228|34.66998636|124.4493461|-0.034287782|-54.6758122|11.90023573|45.81893652|0.699790508|-1.817252458|-39.13396528|91.93816239|-24.52188465|0.442735754|2830.682695|-1299.659886|3448.428146|-17.53752467|7.357962381|13.20372234|0.7944808170000001|6507.757122|214.7033741|35.04175088|1857.212797|15.48758085|0.0|1.0|1.0|1.0|3.86|3.38|-7.77|5.24|3.0|121.3|1.0|8.0|-5.73|441.57|4.25|-5.41|3.56e-08|4.59|0.0|0.0|1.7e-08|7.5e-06|3629.0|5.5|3629.0|-2034.621888|729.78|1225.27|341.65|631.34|0.70207|-2034.344833|0.2907|-0.2002799999999999|4.0992|9.0|8.0315|8.0315
2_a20 (SB-505124)|0.0|0|7.434257382|1|1|0.0|-0.010175551|5.351858133|-0.076310057|0.0|-0.498602014|-0.137383329|1|0.003789399|-0.150708132|-0.229461916|1|0.827730504|0.725030162|0.082053195|-0.19681999|0.765632979|0.790275077|0|-0.117328885|0.214264156|-64.55966745|15.71798823|122.8758934|126.8667205|-0.0382594189999999|-35.52365346|8.648749117000001|441.9400248|0.831919306|-1.759933279|-25.30121848|70.87109323|-21.05206547|0.475937029|2195.369524|-968.3950117|1709.9571620000002|-11.58380004|5.952040367|11.3574908|0.908167636|4762.83693|92.48561162|25.30541763|1164.049211|6.311425784|1.0|1.0|1.0|1.0|3.4|3.1|-7.22|4.47|1.0|97.55|1.0|3.0|-5.31|335.4|3.81|-4.91|5.72e-06|4.27|0.0|0.0|6.070000000000002e-08|2.03e-05|3.6404|4.57|3.6404|-1089.371784|593.8|995.68|340.58|505.82|0.69947|-1089.147716|0.3267|-0.18645|3.9392|169.0|6.7721|6.7721
9_a3|0.0|0|6.823286122000001|0|0|0.0|-0.007847313|4.727387819|-0.100592457|2.4071976040000003|-0.298197887|0.023606557|1|-0.003863265|0.083014843|0.141996379|1|0.923357627|0.6729843740000001|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|-0.083555008|0.506753484|-39.28853824|3.469130065|223.4501605|72.17854599|-0.038196575|-18.47392835|1.6312253680000002|72.50764604|0.886859678|-1.336880133|-21.04009269|43.50933802|-17.96047462|0.413418346|2017.0704920000005|-628.6166118|1383.145159|-8.445224386|5.004834198999999|8.532203772|0.704792493|4430.929894|53.19989715|20.25176593|708.8118076000001|4.220799781|1.0|1.0|1.0|1.0|3.1|2.44|-7.26|4.62|1.0|92.69|1.0|2.0|-5.21|303.38|3.7|-4.9|2.96e-06|4.14|0.0|0.0|5.5e-08|1.67e-05|5.8185|3.28|3.7356|-1256.087705|512.44|857.36|331.9|350.27|0.6724600000000001|-1255.9558029999998|0.1127|-0.19833|2.6661|10965.0|4.96|4.96
22_a20|0.0|0|6.842683282|0|0|1.915285809|-0.00147607|4.727387819|0.023539095|2.041494094|-0.079707783|-0.038668966|1|0.008780074|-0.036258691|-0.060582944|2|0.616352201|0.7478675859999999|-0.044184455|-0.067650395|0.809440795|0.607038752|1|-0.067797027|0.425968568|-44.14650378|8.001165067999999|9.022387025|34.8271111|-0.027118811|-28.7463017|5.21001405|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|52.90592556|-17.65860151|0.477376285|2738.108259|-882.9300756000001|2396.806062|-11.49852068|7.408914181|14.17638345|0.913422548|5924.626340999999|149.350479|22.91425458|1145.712729|8.759421782|1.0|1.0|1.0|1.0|3.36|3.41|-9.69|5.39|2.0|121.62|1.0|4.0|-5.58|401.46|4.24|-5.53|2.48e-06|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|5.5591|4.07|3.9732|-1275.84854|694.15|1181.95|312.05|563.43|0.66063|-1275.598059|0.0015|-0.21856|6141.0|231.0|6.6364|6.6364
12g_a40|0.0|0|7.515889085|0|0|1.687211672|-0.01011728|5.4161004020000005|-0.129331216|0.726175674|-0.354104815|-0.211162861|2|-0.003205145|0.063401514|0.106286677|0|0.777835705|0.769016155|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|1|-0.099521372|0.289122732|-52.24208444|6.670206427999999|130.7472028|68.1355805|-0.0435406|-27.42361099|3.501413627|0.0|0.852031227|-1.393299206|-26.21888031|59.29860462|-22.85591194|0.465725912|2287.970776|-731.3891821000001|681.6778419|-11.99782981|7.692740528|14.39849078|0.871698484|5211.675486|77.67373972|26.82520454|858.4065454|7.056520179|0.0|1.0|0.0|0.0|3.24|3.2|-6.63|5.14|2.0|93.78|1.0|2.0|-4.91|362.23|4.4|-5.79|3.43e-07|5.07|0.0|0.0|2.37e-07|8.57e-05|4.0224|4.84|3.1577|-2173.044757|540.25|896.63|392.64|429.31|0.6988|-2172.9382|0.2682|-0.20615|2.7075|724.0|6.1403|6.1403
7_a4|0.0|0|7.535296702|1|1|2.060422336|-0.001729561|5.4161004020000005|-0.003297033|2.048170299|-0.076100699|0.04206117|1|0.008242591|-0.042220092|-0.094000778|2|0.527072036|0.8046449179999999|0.022270259|0.0707653759999999|0.87010589|0.518356619|1|-0.071288428|0.470973822|-35.88407105|7.402610584|14.01468959|87.67070691|-0.026733161|-18.06277106|3.726212114|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|44.34066533|-13.45652664|0.437317462|2286.169166|-538.2610657|1915.566579|-6.773539148999999|5.512905888|9.797542165|0.7772010559999999|5022.496714|141.9530115|18.74189807|749.6759227000001|8.456594282000001|1.0|0.0|1.0|1.0|3.05|2.7|-7.46|4.67|0.0|95.07|1.0|2.0|-6.03|330.36|3.56|-4.41|0.000156|3.22|0.0|0.0|3.49e-08|1.15e-05|4.0379|2.91|4.0379|-1089.870249|538.92|915.46|307.05|365.73|0.59702|-1089705.0|0.0697|-0.2219199999999999|4926.0|151.0|6821.0|6821.0
47p_a18|0.0|0|7.03438793|1|1|0.0|-0.005394244|4.844187086|-0.04760181|0.0|-0.3775970529999999|-0.049428094|0|0.003537135|-0.1736074389999999|-0.261349889|0|0.72025564|0.726294118|0.030970815|-0.082977829|0.7611910209999999|0.710266593|0|-0.082580968|0.278332428|-61.12351185|5.913843751|10.25627035|123.6411353|-0.030813794|-45.24146169|4.377217987|48.48855261|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|0.488811071|2933.069245|-1528.087796|1367.4309119999998|-16.88114242|9.923659881|19.41290064|0.956223901|6726.61969|134.3699001|27.86610962|1867.029344|8.070036862|1.0|0.0|1.0|1.0|4.29|0.0|-9.03|3.34|3.0|144.53|1.0|9.0|-6.07|468.59|2.9|-5.27|2.13e-06|4.35|0.0|0.0|9.35e-10|4.38e-07|3.2036|7.98|3.2036|-1493.759811|795.43|1391.71|387.01|732.84|0.6937800000000001|-1493.338659|595.0|-0.18746|4.6652|64.0|7.1938|7.1938
12ab_a36|0.0|0|7.412764017000001|2|2|0.0|-0.007034881|5.351858133|0.000258844|0.0|-0.408023082|-0.029080933|1|0.002112069|-0.096853381|-0.169341326|1|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0.8196353679999999|0|-0.095025338|0.452078227|-65.54680623|16.62527454|116.6804416|109.6369437|-0.033434841|-45.21303385|11.46782191|15.55386871|0.679025324|-1.805481415|-37.68448987|82.3666474|-23.06276515|0.484987413|2902.39241|-1245.389318|2390.849902|-15.90828969|7.821826146|15.18764075|0.941700118|6314.697413|221.4026852|33.96451406|1834.083759|16.81984117|0.0|0.0|1.0|0.0|4.86|0.0|-7.05|1.95|1.0|133.27|1.0|6.0|-7.21|420.47|1.8|-3.91|0.0001199999999999|2.33|0.0|0.0|8.95e-08|3.76e-05|3.8845|3.23|3.8845|-1364.509957|712.73|1201.64|319.17|564.58|0.69294|-1364.236757|0.4451|-0.2093699999999999|5.3228|11.0|7.9586|7.9586
12z_a30|0.0|0|7.412764017000001|2|2|0.0|-0.008819424|5.351858133|-0.026703371|0.0|-0.537984876|-0.045463448|1|0.005111479|-0.12254489|-0.207153446|1|0.8397577820000001|0.809127478|-0.02232319|-0.077335468|0.855880335|0.794193541|0|-0.107776943|0.315493739|-74.96232552|21.47520633|54.40462246|116.2094523|-0.034034824|-52.13870496|14.93669572|0.0|0.630839856|-1.939984979|-34.55504699|95.20867045|-23.67231332|0.48740649|3112.622632|-1349.321859|2435.831516|-16.464854199999998|8.071510779|15.74641625|0.950863559|7074.004131999999|256.7627363|37.52507564|2138.929312|20.24634493|0.0|1.0|1.0|1.0|4.86|0.0|-6.83|2.63|2.0|140.26|1.0|7.0|-6.39|458.54|2.52|-5.0|2.47e-06|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|4.8063|3.34|3.4438|-1804.814868|739.33|1266.9|360.02|580.6|0.6853199999999999|-1804.51674|0.1441|-0.19279|7.2113|44.0|7.3615|7.3615
12_a1|0.0|0|7.423568444|1|1|0.0|-0.011221829|5.351858133|-0.02164054|0.0|-0.516204114|-0.051772288|1|-0.001416381|-0.104622651|-0.173618873|1|0.8016064479999999|0.749817035|-0.045776997|-0.093957115|0.817998205|0.7534284040000001|0|-0.104724018|0.210514881|-60.78517756|19.60151089|133.6600817|136.3310784|-0.039894864|-35.28166588|11.37734536|477.1158679|0.724666653|-1.675584287|-32.50125347|74.99749378|-23.15625812|0.46449367|2592.245875|-972.562841|1825.150911|-13.44063462|7.679719277999999|14.34104294|0.867391557|5468.378562|159.81230209999998|31.95435864|1342.083063|14.21231622|1.0|1.0|1.0|1.0|3.29|2.72|-8.2|4.41|2.0|103.47|1.0|3.0|-6.02|366.37|3.44|-4.75|1.04e-05|3.54|0.0|0.0|6.28e-09|2.3e-06|3734.0|3.67|3.1744|-1216.12881|607.42|1018.84|390.57|482.51|0.69763|-1215.922313|0.2821|-0.19916|10.1801|2.95|5.5302|5.5302
14_a1|0.0|0|7.423568444|1|1|0.0|-0.015636898|5.351858133|-0.175408303|0.0|-0.766207981|-0.0492229479999999|1|-0.008385698|-0.020716495|-0.033765606|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|0|-0.122581374|0.206941175|-72.59355177|19.5711254|161.1772893|240.9270705|-0.046308519|-42.99041175|11.59015807|104.2594419|0.753357398|-2.083883365|-44.39360096|87.02320758|-27.42423067|0.47517581|2678.985809|-1234.09038|1876.042189|-16.24082222|7.46120838|14.21658628|0.905399978|5748.712211|146.0634832|36.40268318|1638.120743|14.42965582|1.0|1.0|1.0|1.0|3.25|2.35|-7.69|3.63|1.0|106.85|1.0|4.0|-6.73|384.39|2.85|-4.25|3.03e-05|2.7|0.0|0.0|2.03e-08|7.81e-06|3.8344|4.57|3.3061|-1292.588129|621.08|1049.56|375.01|464.08|0.69894|-1292.359534|0.3497|-0.19322|5.3099|94.0|7.0269|7.0269
