molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|SaasN|AATSC1c|SRW07|AATSC1s|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|DPSA2|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
12k_a30|0.0|0|7.412764017000001|2|2|0.0|-0.007818038|5.351858133|-0.029595542|0.0|-0.44562817|-0.038714845|1|0.0053380919999999|-0.089279071|-0.154412059|1|0.838579475|0.830875659|0.001281277|-0.067714819|0.883029843|0.7933543279999999|0|-0.098188266|0.340031035|-65.04897323|16.01752015|106.8195439|122.5057244|-0.035199567|-43.09444587|10.61148425|0.0|0.7081361979999999|-1.865577056|-34.68429919|80.03127603|-23.31944323|0.47195436|2920.279667|-1235.930491|2277.687222|-15.44895229|8.416930701|15.93977881|0.893775698|6393.133321|193.3575303|32.93073182|1745.328787|14.9823028|0.0|1.0|1.0|1.0|4.72|0.0|-6.74|2.63|2.0|133.77|1.0|6.0|-6.19|428.51|2.57|-4.93|3.59e-06|3.84|0.0|0.0|1.84e-07|7.87e-05|5.1958|3.58|3.4715|-1690.302721|710.82|1200.31|357.15|564.62|0.6864899999999999|-1690.031103|0.1512|-0.19798|5.0736|24.0|7.6144|7.6144
12ab_a30|0.0|0|7.412764017000001|2|2|0.0|-0.008528077|5.351858133|-0.030346359|0.0|-0.520212725|0.01563558|1|0.005111479|-0.12254489|-0.207153446|1|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.855880335|0.794193541|0|-0.1008879709999999|0.4605456229999999|-71.0035788|22.23130678|119.79740259999998|140.93076580000002|-0.031859359|-49.97135112|15.64609074|0.0|0.603952976|-1.815983471|-40.9825333|92.49334877|-22.42218278|0.461207954|3118.431712|-1278.064418|2618.234172|-15.78042667|8.44310703|15.6704374|0.856003642|6918.884105|278.7324985|37.1257096|2116.165447|21.48976996|0.0|1.0|1.0|1.0|4.87|0.0|-6.83|2.63|2.0|140.26|1.0|7.0|-6.39|458.54|2.52|-5.0|2.47e-06|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|4.8018|3.34|3.4919|-1804.824495|753.75|1275.19|355.06|613.7|0.68324|-1804.523449|0.1511|-0.19672|7.4968|17.0|7.7825|7.7825
47c_a18|0.0|0|7.03438793|1|1|0.0|-0.007068829|4.844187086|-0.048726885|0.0|-0.537230966|0.028947131|0|0.002674691|-0.212991596|-0.320309303|0|0.784328127|0.758269842|-0.027873485|0.050944273|0.7912974190000001|0.7601847759999999|0|-0.094000037|0.246894346|-75.57063623|12.75381432|67.68084951|150.4485025|-0.0321917939999999|-60.75445536|10.25333491|103.416376|0.7489981509999999|-2.350000928|-46.26124419|88.76073429|-25.88035487|0.489290189|3228.879782|-1889.265906|2027.892739|-20.80632033|9.566965871|18.73268473|0.958059115|7527.530240999999|201.7910841|34.55329606|2522.390613|13.19009806|1.0|0.0|1.0|1.0|4.61|0.0|-9.18|2.87|3.0|154.77|1.0|12.0|-6.61|513.63|2.42|-5.09|1.84e-06|3.98|1.0|1.0|6.67e-10|3.42e-07|3.1096|7.72|3.1096|-1664.753129|850.89|1505.09|398.71|790.07|0.6983199999999999|-1664.201034|0.5869|-0.17331|3.8573|3.0|8.5229|8.5229
22_a10|0.0|0|7.535296702|1|1|2.113627059|-0.005035102|5.4161004020000005|-0.017163935|1.880539113|-0.332316729|-0.020475007|1|0.008903905|-0.129989728|-0.208132084|2|0.670763832|0.747363443|-0.02603707|-0.033474297|0.79665945|0.646474494|1|-0.0649866779999999|0.775071808|-50.61577509|13.023146|75.58376652|101.3847763|-0.022372463|-39.42279832|10.14325785|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|71.13124588|-17.4251029|0.422182297|3241.833491|-1062.931277|2668.5420940000004|-13.57178303|8.84228648|15.30289992|0.730649641|7414.102179|339.3328129|30.87787063|1883.550109|20.51547079|1.0|1.0|1.0|1.0|3.74|4.14|-9.37|5.6|2.0|139.53|1.0|6.0|-6.29|475.54|4.26|-5.53|4.55e-06|4.1|0.0|0.0|4.27e-10|2.03e-07|4.8251|5.65|3.8517|-1544.237634|770.92|1339.48|321.89|602.93|0.6834100000000001|-1543.893507|0.1922|-0.2180699999999999|6.5841|1.1|5.9586|5.9586
12v_a30|0.0|0|7.412764017000001|2|2|0.0|-0.006974714|5.351858133|-0.029548782|0.0|-0.369659818|-0.04950715|1|0.001805829|-0.0493878409999999|-0.0857954809999999|1|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.889479916|0.711738503|0|-0.0971402169999999|0.404950755|-65.72041011|10.70556236|82.09302037|101.4008026|-0.037666615|-44.46327619|7.242869835|0.0|0.806069067|-1.845664126|-35.30820865|75.73440678|-25.48342433|0.478535287|3001.758432|-1248.687792|2483.120571|-17.2408622|8.114588039|15.56114504|0.917675298|6952.110426|131.2043645|31.6144427|1549.107692|10.01399667|0.0|1.0|1.0|0.0|4.62|0.0|-7.8|3.92|2.0|137.3|1.0|5.0|-5.52|467.37|3.59|-6.04|2.64e-07|5.12|0.0|0.0|1.58e-08|7.39e-06|3.5507|5.08|3.5507|-2494.963646|715.58|1209.1|349.18|573.82|0.68405|-2494.739831|0.1601|-0.20681|4105.0|22.0|7.6596|7.6596
12ac_a36|0.0|0|7.412764017000001|2|2|0.0|-0.007639626|5.351858133|-0.073735973|0.0|-0.450737917|-0.0121300989999999|1|0.0018565629999999|-0.098698552|-0.166354116|1|0.8058720979999999|0.811459853|0.135371136|-0.020272679|0.863165958|0.770400825|0|-0.104391657|0.4712820929999999|-72.4798052|14.93372351|118.0445703|152.9742102|-0.036062573|-50.32319912|10.36858115|20.70356046|0.7316461470000001|-1.98344149|-38.66245764|86.51036063|-25.03847816|0.44477577|2902.588755|-1377.116299|2455.459827|-17.38437788|8.126831024|14.63702516|0.801074136|6378.288017|186.3198219|34.22211444|1882.216294|14.03055543|0.0|0.0|1.0|0.0|4.86|0.0|-6.89|2.09|1.0|133.95|1.0|6.0|-7.21|423.47|1.84|-3.95|0.000154|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|3.8843|4.84|3.8594|-1385.606133|711.77|1200.61|321.25|554.84|0.56357|-1385.3211789999998|0.0249|-0.20949|5.4387|13.0|7.8861|7.8861
11b_a31|0.0|0|7.765993078999999|1|1|0.0|-0.01950528|5.733341277|-0.172248605|0.0|-0.838727032|-0.046362952|2|-0.010716217|-0.101934423|-0.16780872|0|0.833717183|0.834596039|0.067031897|-0.074254978|0.889561759|0.7943850720000001|0|-0.148709304|0.26165445|-82.80602396|21.02499452|286.7721447|253.1028809|-0.044612791|-46.10900197|11.70737909|87.78853803|0.669723835|-1.784511651|-44.59898223|100.3071755|-24.84180719|0.473305522|2410.572158|-993.6722875|1756.711832|-13.83270059|6.83089364|12.96936635|0.8986339170000001|5202.545866|183.9081702|37.09261324|1483.70453|17.50115151|0.0|1.0|1.0|1.0|3.41|2.29|-5.45|3.25|1.0|92.51|2.0|5.0|-6.73|357.38|2.69|-3.75|1.82e-05|2.46|0.0|0.0|3.59e-06|0.00128|3.8437|4.07|3.8437|-1520.085181|589.56|969.71|322.57|479.66|0.70073|-1519.909742|0.2634|-0.1951|4.7518|0.53|6.2757|6.2757
11_a47|0.0|0|0.0|0|0|0.0|-0.007767503|0.0|-0.156077888|1.311097861|-0.427212659|0.046339015|0|-0.00580273|-0.038723054|-0.079543257|3|0.702719047|0.715054643|-0.058523885|0.07716247|0.770028429|0.686454722|1|-0.096486559|0.572646116|-59.10798423|5.184267117|119.4035378|124.4421556|-0.035945973|-36.20974614|3.175899139|1.882633323|0.816608795|-1.833244617|-30.64032829|66.9895812|-22.02062158|0.4686568239999999|2842.168734|-1123.0517|2201.328597|-13.48990542|5.966142027|11.22841564|0.8820228529999999|6736.717611|112.34605729999998|26.96593732|1375.2628029999998|7.881596968999999|1.0|0.0|1.0|1.0|3.28|3.15|-10.55|6.68|2.0|124.7|0.0|4.0|-5.28|422.45|4.69|-6.03|5.110000000000001e-07|5.06|0.0|0.0|2.81e-11|1.19e-08|3.7253|4.84|3.7253|-1396.184699|654.49|1146.42|332.82|549.52|0.6915399999999999|-1395.922861|0.2321|-0.20554|4.6111|0.04|7.4|7.4
5d_a40|0.0|0|8.149890544|0|1|1.601200869|-0.005662681|6.167516491000001|0.0418378229999999|0.716041667|-0.1868684619999999|0.029272031|2|0.006642869|-0.0038660009999999|-0.009744685|0|0.496945486|0.8092726020000001|0.145024458|0.0451110059999999|0.877722972|0.483934049|1|-0.094277694|0.049855551|-43.26473143|10.10860823|181.4728912|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|0.8111805740000001|-1.131332331|-18.15211073|49.97858532|-17.30589257|0.479931934|1974.583878|-519.1767771000001|511.3769101|-7.94180214|6.288958592999999|12.09256826|0.922825231|4051.712713|86.65063178|21.3342049|640.0261471|6.713853887999999|0.0|1.0|0.0|0.0|3.02|2.56|-4.32|3.64|0.0|74.11|2.0|3.0|-5.94|287.31|3.1|-3.82|5.9e-05|2.98|0.0|0.0|4.7600000000000005e-05|0.0137|3.7374|4.61|3.7374|-1276.833831|473.48|765.69|331.74|365.74|0.69613|-1276.751174|0.4493|-0.2164699999999999|9.2439|19.0|7.7212|7.7212
5g_a40|0.0|0|8.149890544|0|1|1.534673091|-0.016033575|6.167516491000001|-0.190406197|0.64025463|-0.5611751220000001|-0.091116241|2|-0.012008571|0.07917206|0.137067086|0|0.795454476|0.818555255|0.006643696|-0.1312278909999999|0.882781953|0.7733200179999999|1|-0.14338431|0.245639795|-68.05025116|11.83520323|216.425542|152.9506864|-0.049288357|-32.29667648|5.616992201|0.0|0.745349319|-1.577227413|-34.61732609|80.22859145|-23.39227384|0.488538966|2054.810452|-748.5527627|593.8133184|-11.10198254|6.193485364|12.10939827|0.955183157|4358.890754999999|120.8573152|31.38430965|1004.297909|12.1783403|0.0|0.0|1.0|0.0|3.13|1.96|-2.89|2.5|0.0|78.2|3.0|3.0|-6.6|301.32|2.01|-3.37|5.78e-05|2.17|0.0|0.0|0.0013|391.0|3.48|4.02|3.48|-1328.055803|489.04|800.98|356.27|367.19|0.6563|-1327.9345529999998|261.0|-0.19908|6.7957|123.0|6.9101|6.9101
2_a1|0.0|0|7.535296702|1|1|2.233384354|-0.004621682|5.4161004020000005|-0.014296455|0.0|-0.175623923|0.101798469|1|0.003205156|-0.145015842|-0.326716897|1|0.571324013|0.795932678|0.079586368|0.1766333219999999|0.8571146190000001|0.5574897879999999|0|-0.077270452|0.220315042|-35.17029414|5.135384136|6.281701359|87.29479691|-0.026492726|-16.00805425|2.337413146|84.54541681|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|-12.05838656|0.39830426|1884.85038|-422.0435297|1378.496713|-5.488475744|5.2823820260000005|8.779158091000001|0.6619695520000001|3920.383175|139.0945801|17.36508791|607.7780769999999|8.075415099999999|1.0|0.0|1.0|1.0|2.91|2.69|-6.18|4.12|0.0|79.77|1.0|2.0|-6.04|279.31|3.21|-3.78|0.000871|2.76|0.0|0.0|6.64e-07|0.000185|4.0877|3.31|4.0877|-920.2093796|489.42|807.98|303.31|355.79|0.7007899999999999|-920.078239|0.2991|-0.19826|5.2754|5.8|5.2366|5.2366
12n_a30|0.0|0|7.412764017000001|2|2|0.0|-0.007311044|5.351858133|-0.064217094|0.0|-0.387485343|-0.087019298|1|0.002064369|-0.0541804029999999|-0.120380857|1|0.669561738|0.815003426|-0.015189554|-0.149451598|0.870930234|0.64876559|0|-0.10528124|0.390449649|-66.48079820000001|10.77573511|85.87072848|140.0890685|-0.038674741|-41.97990569|6.804436105|0.0|0.799403208|-1.895062322|-33.14358793|76.16725916|-24.42151771|0.4701566479999999|2848.910641|-1196.654368|2349.172094|-15.42118984|7.385790169|13.93957316|0.887350282|6353.890039|126.6686716|30.54968688|1496.934657|9.686460958|0.0|1.0|1.0|0.0|4.66|0.0|-6.9|3.18|2.0|127.24|1.0|5.0|-6.02|416.47|2.92|-5.01|4.12e-06|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|5.1999|4.07|3.4859|-1675.011418|669.57|1131.65|355.67|506.94|0.6854|-1674.777231|0.1489|-0.19876|6.32|0.01|7983.0|7983.0
13b_a50|0.0|1|7.934155233999999|2|2|4.253030728|-0.003876697|5.82008293|0.010464577|2.117002752|-0.263615417|-0.054716607|2|0.011379776|-0.173463805|-0.269353185|1|0.749187803|0.788327682|-0.041506802|-0.097736369|0.828965118|0.71935296|1|-0.080785633|0.435064196|-57.74541064|14.22401427|104.0753113|67.07377798|-0.026928544|-41.27630533|10.16729727|150.45293569999998|0.700410304|-1.696498291|-26.31826007|70.09526468|-19.24847021|0.4321103879999999|3036.874979|-1212.6536230000002|2147.355856|-13.75876844|9.514897025|16.75483549|0.7609056040000001|6639.077063000001|214.1461224|27.48170624|1731.347493|12.34985404|1.0|1.0|1.0|1.0|4.78|4.17|-7.23|5.12|2.0|133.36|1.0|7.0|-6.3|455.55|3.99|-5.1|9.65e-06|3.91|0.0|0.0|5.87e-08|2.68e-05|4.2315|3.63|4.1161|-1470.401544|780.4|1339.39|301.22|617.26|0.63872|-1470.039226|0.1553|-0.19622|7.1645|1.83|5.7375|5.7375
3_a4|0.0|0|7.535296702|1|1|2.147369615|-0.001141383|5.4161004020000005|0.03287721|2.180369373|-0.0502208409999999|0.050638298|1|0.011276682|-0.048796855|-0.08121207|2|0.637819558|0.773786787|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|1|-0.06572153|0.462670692|-31.92506825|5.133610255|12.23442244|38.95587796|-0.024645574|-15.5080075|2.493716402|40.30885999|0.7196876640000001|-0.985822953|-12.40663231|39.38579676|-11.97190059|0.430553837|2159.04913|-478.8760237|1602.411021|-5.815502811|4.832514477|8.486341272999999|0.7560922609999999|4677.30755|136.1652785|16.63485592|665.3942366|7.460728516|1.0|0.0|1.0|1.0|2.99|2.86|-7.19|4.11|0.0|95.12|1.0|2.0|-5.99|312.37|3.31|-4.26|0.000198|3.12|0.0|0.0|6.49e-08|2.03e-05|4.9088|2.66|4.0639|-990.6395508|535.44|905.23|305.09|350.36|0.58615|-990.467184|0.0871|-0.21969|3205.0|104.0|6983.0|6983.0
8_a20 (IN-1130)|0.0|0|6.842683282|0|0|0.0|-0.009430196|4.727387819|-0.124997065|1.622562232|-0.528090969|-0.0574882679999999|1|-0.004654742|-0.049177437|-0.083481481|2|0.811128636|0.760688473|-0.1221465319999999|-0.0957193819999999|0.817914963|0.7741509329999999|1|-0.097790028|0.354945501|-64.75689362|10.46873389|336.574332|180.4986934|-0.035730972|-42.88223811|6.93243166|89.35267123|0.7481063720000001|-1.858010535|-42.20109173|77.31081766|-23.66117267|0.4824986429999999|2849.395895|-1230.3809789999998|1829.419484|-15.66851008|8.005662608|15.46983888|0.932362084|6291.586155|166.8048285|31.628086|1644.660472|12.55392404|1.0|1.0|1.0|1.0|3.49|2.43|-9.63|4.08|1.0|122.86|1.0|5.0|-6.83|420.47|3.14|-4.55|1.42e-05|2.87|0.0|0.0|2.34e-10|9.86e-08|4.9797|4.53|3.2329|-1368.412748|696.06|1192.01|383.5|517.94|0.7007399999999999|-1368.118751|0.1361|-0.20636|5.4751|36.0|7.4437|7.4437
1f_a5|0.0|0|6.605297921|0|0|0.0|-0.00645569|4.59511985|-0.31059482|0.0|-0.277594656|-0.000625|1|-0.000700145|0.001493879|0.004923698|2|0.525406088|0.771487328|-0.060528915|-0.000969932|0.834250802|0.513260607|0|-0.083857856|0.45528118|-46.77243802|4.687041957|201.7057715|62.42799372|-0.035639589|-26.08772825|2.614237829|0.21377016|0.757522389|-1.425583552|-28.43795894|57.83835135|-19.87828616|0.4670794829999999|2482.949545|-795.1314464|979.2285994|-11.0872845|7.117418022000001|13.35549635|0.8764524309999999|5474.331675|135.2439659|26.24118632|1049.647453|11.06591332|1.0|0.0|1.0|1.0|2.9|2.61|-8.88|6.37|2.0|95.49|1.0|4.0|-5.73|366.34|4.23|-4.97|1.6100000000000002e-05|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|4.7485|3.58|4.5758|-1288.353339|577.11|958.06|270.96|442.04|0.42446|-1288.209882|0.0228|-0.2357|4.9879|0.24|6.6198|6.6198
13_a4|0.0|0|7.535296702|1|1|2.050136054|-0.000990136|5.4161004020000005|-0.019846488|0.0|-0.04158572|-0.0963182119999999|1|0.012019888|-0.0161529719999999|-0.025714912|1|0.645708528|0.744134785|-0.215746851|-0.157188841|0.7986239909999999|0.6490618429999999|0|-0.068249548|0.229685203|-33.41617993|4.282589756|11.85953992|14.67530603|-0.0279998139999999|-16.36114989|2.096831328|54.71349575|0.862539527|-1.091992764|-11.99053523|37.12083496|-13.70920202|0.4289448289999999|1910.137758|-534.6588788|1439.176684|-6.7122666220000005|5.663493161|9.917593683|0.751144285|3983.972795|67.30306705|15.89399858|619.8659446|3.704655033|0.0|0.0|1.0|0.0|3.39|2.87|-6.2|4.15|1.0|90.06|1.0|2.0|-5.39|287.36|3.57|-4.42|8.18e-05|3.75|0.0|0.0|6.28e-07|0.00018|4.4811|3.87|4.1733|-898.3562912999998|536.09|893.0|297.09|429.36|0.59537|-898.2009630000001|0.1282|-0.20372|3.7228|4.0|5.3979|5.3979
6g_a40|0.0|0|8.421342866|1|2|1.628664494|-0.022381557|6.401917197|-0.261952754|0.607999575|-1.09669629|-0.251161616|2|-0.018182514|0.0312035079999999|0.05728593|0|0.8316888240000001|0.832499949|0.075283207|-0.340429901|0.8917390820000001|0.808096413|1|-0.156296046|0.400587529|-101.5916383|11.53799852|328.78166810000005|256.5226419|-0.059045173|-66.03405036|7.499640603|47.36081569|0.824204189|-2.657032782|-69.68682788|114.7475987|-38.37906336|0.425569146|3142.74733|-1727.0578510000005|3198.69909|-24.9461968|6.95079805|12.10032156|0.740853565|7822.892656|114.2663866|46.56499428|2095.424743|13.1559604|0.0|1.0|0.0|1.0|4.06|2.28|-2.87|2.48|1.0|124.18|3.0|5.0|-7.02|474.53|2.37|-4.71|6.049999999999999e-08|3.06|1.0|0.0|0.0013599999999999|0.6459999999999999|3.3197|7.38|2.8135|-2522.023752|669.8|1144.59|440.68|514.77|0.5794199999999999|-2521.8114530000003|0.1307|-0.20479|8.9454|47.0|7.3279|7.3279
1_a15|0.0|0|0.0|0|0|0.0|-0.0084598019999999|0.0|-0.043374667|0.0|-0.541427319|-0.000905902|0|0.003816011|-0.1816819589999999|-0.270248221|2|0.836466114|0.705825714|0.101406325|-0.001544849|0.74357498|0.795437721|0|-0.1117462069999999|0.7100707390000001|-72.24770503|16.94887506|121.3844816|80.34898605|-0.031142386|-46.71058649|10.95802135|63.14412039|0.605927517|-1.899685524|-28.45664402|90.40184737|-20.13460632|0.437969049|3000.975833|-1228.210985|2855.495631|-13.01770443|6.580146251|11.7078005|0.77926144|7284.337537|254.7811976|33.22939752|2026.993248|18.15414234|1.0|1.0|1.0|1.0|3.91|4.18|-10.02|6.32|3.0|132.94|0.0|8.0|-5.38|457.52|4.68|-5.97|2.830000000000001e-07|5.23|0.0|0.0|9.53e-11|4.36e-08|4.3834|4.68|3.2188|-1510.136281|697.35|1271.06|385.18|598.34|0.70553|-1509.785098|0.0061|-0.17792|2.3261|44.0|7.3565|7.3565
14ab_a23|0.0|1|7.423568444|0|0|3.4171257980000003|-0.0050415|5.351858133|-0.028841865|0.7586471459999999|-0.287365522|-0.03821899|2|0.012103325|-0.074579388|-0.13397874|2|0.725358161|0.75434493|-0.085303124|-0.05990912|0.8072028240000001|0.693959193|1|-0.076243539|0.20155691|-52.21744789|12.31039874|40.23721489|51.89838547|-0.031648261|-35.76253038|8.431109267|82.79560776|0.797837067|-1.677357849|-24.37891748|61.60741239|-21.67516705|0.4695727329999999|2941.47118|-1148.783854|2332.352369|-14.84482393|7.83369055|14.76864227|0.885272615|6654.62616|138.4567483|27.16741043|1439.872753|9.389964491|0.0|1.0|1.0|1.0|3.63|3.82|-8.16|4.63|2.0|130.22|1.0|5.0|-5.92|439.54|4.12|-5.55|5.9e-07|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|3.6587|4.1|3.6587|-1708.563399|719.66|1238.27|338.88|595.23|0.66532|-1708.277193|0.3893|-0.21924|8.4721|4.0|8.4012|8.4012
3h_a32|0.0|1|7.765993078999999|0|0|0.0|-0.005281944|5.733341277|-0.008243901|2.243113495|-0.269379119|-0.111111111|3|0.003284804|-0.071193103|-0.122769653|0|0.84279263|0.7926338540000001|-0.169197453|-0.2|0.834881529|0.8030743229999999|1|-0.0882883959999999|0.30907784|-55.27575363|6.98327435|76.38838542|75.87946135|-0.027590124|-34.60714056|4.372100625|0.0|0.7734940029999999|-1.324325944|-28.15732254|62.63332945|-17.27367301|0.4089962629999999|2398.020434|-829.1363044|2911.160989|-10.81473143|8.107034244|13.71739929|0.692036677|5187.525619|141.8112711|22.33200639|1071.936307|7.357575822|1.0|1.0|1.0|1.0|3.65|3.88|-8.47|6.24|2.0|112.28|1.0|7.0|-4.29|382.55|5.4|-6.15|5.8700000000000014e-09|6.12|0.0|0.0|3.37e-09|1.29e-06|3.5552|4.61|3.5552|-1790.6908030000002|676.22|1127.45|348.74|578.86|0.70257|-1790.440663|0.2926|-0.20059|5.8749|7.0|8.1549|8.1549
4_a18 (SD-208)|0.0|0|0.0|2|2|0.0|-0.012457606|0.0|-0.113324634|0.0|-0.498304229|-0.056245435|0|-0.015153358|-0.15379315|-0.3630339729999999|1|0.773173718|0.83508768|-0.058455902|-0.098971722|0.904723479|0.721664823|0|-0.099573708|0.115284206|-51.27494074|10.90456851|103.6318511|113.7529353|-0.034985357|-26.40375252|5.615248385|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|69.63488061|-18.01551972|0.454067432|2395.526727|-666.5742296|1822.914738|-9.276994128|6.239898178|11.42979655|0.831728055|5348.394288|204.9329964|29.9246699|1107.212786|18.35993987|1.0|1.0|1.0|1.0|2.77|2.54|-8.15|4.44|1.0|92.87|1.0|3.0|-6.31|352.75|3.11|-4.38|5.12e-05|3.02|0.0|0.0|7.06e-09|2.49e-06|5.1755|2.58|3.2777|-1542.296276|537.47|895.83|378.26|396.17|0.69028|-1542.15786|0.2316|-0.2358|5.2085|0.08|7.0969|7.0969
5_a18 (BIBF0775)|0.0|0|7.03438793|2|2|0.0|-0.005220163|4.844187086|-0.015946718|0.0|-0.391512249|-0.022817602|0|0.0036739159999999|-0.144352593|-0.216531385|0|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.774859029|0.7061155790000001|0|-0.078246932|0.420002762|-59.08151918|6.418873637000001|10.36586529|118.3671077|-0.029755876|-44.61038661|4.846666751|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|-22.46761997|0.483962172|3115.979466|-1595.201018|1645.395714|-16.96451322|9.798677372|18.98829281|0.937842434|7221.114573000001|138.97646310000002|27.535837|1955.044427|8.178259299999999|1.0|0.0|1.0|1.0|4.42|0.0|-9.21|3.69|3.0|155.95|1.0|8.0|-5.96|494.63|3.2|-5.72|8.590000000000001e-07|4.73|0.0|0.0|6.18e-10|3.06e-07|3.2027|8.45|3.2027|-1572.313227|817.02|1446.02|378.13|691.68|0.69298|-1571.843719|0.4825|-0.18092|2.8009|34.0|7.4685|7.4685
8_a15|0.0|0|0.0|0|0|0.0|-0.009853404|0.0|-0.044406425|0.0|-0.5025236129999999|-0.014489333|0|0.003160815|-0.203104439|-0.295062413|1|0.85357243|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0.8105478740000001|0|-0.118293578|0.381651497|-69.07571287|19.65860939|104.8781037|85.31489861|-0.028969856|-40.33569847|11.47934212|55.99586988|0.519427411|-1.419522941|-24.39801408|89.80283608|-16.91650111|0.389723411|2393.276181|-828.9085544|1919.535904|-9.878130237|6.093505548|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|32.56759415|1595.8121130000002|20.72712321|1.0|1.0|0.0|1.0|3.14|3.76|-7.57|4.95|2.0|104.74|1.0|7.0|-5.52|366.41|3.76|-4.81|5.63e-06|4.24|0.0|0.0|2.69e-08|9.86e-06|4.4346|3.36|3.7426|-1223.704913|598.84|1050.15|331.28|538.51|0.70524|-1223.463981|0.0155|-0.18303|1.4589|108.0|6.9666|6.9666
17f_a50|0.0|1|7.934155233999999|1|1|4.305828452|-0.002205848|5.82008293|0.022892513|2.187498662|-0.125733326|-0.132773563|2|0.0129274519999999|-0.247590736|-0.407467272|1|0.758335704|0.7851209440000001|-0.132153434|-0.2257632789999999|0.8314734309999999|0.7241275009999999|1|-0.074859564|0.333180181|-46.03121141|10.09339793|6.382846132999999|54.44410182|-0.026836447|-28.30463221|6.206439227000001|82.90209608|0.721122105|-1.422331714|-17.89709978|55.9791334|-16.50175503|0.472769049|2582.272632|-874.5930167000001|1929.981543|-10.14694362|7.200480876|13.65716648|0.896702|5579.97966|171.48226169999998|22.88344084|1212.822364|9.947921993|1.0|1.0|1.0|1.0|3.81|2.97|-6.38|3.83|1.0|116.81|1.0|6.0|-6.64|384.48|2.92|-4.12|0.000266|2.83|0.0|0.0|4.15e-07|0.00016|4.0664|2.5|4.0664|-1219.2481369999998|653.63|1146.22|304.9|564.52|0.6573899999999999|-1218.966516|0.1708|-0.20148|8.312999999999999|398.0|6.4001|6.4001
12e_a36|0.0|0|7.412764017000001|2|2|0.0|-0.007100632|5.351858133|-0.043085717|0.0|-0.404736007|-0.084051264|1|0.003962098|-0.104118159|-0.1763783589999999|1|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0.856274847|0|-0.100988761|0.4347714629999999|-64.2330904|12.12502373|65.27404529|102.9838531|-0.036203518|-40.85494129999999|7.71202397|5.735288795|0.7610764190000001|-1.918786459|-28.51846223|75.50154216|-23.02695694|0.466721981|2709.877204|-1220.428718|2309.239105|-14.64611103|6.767371321000001|12.69013737|0.875194483|5929.071389|151.9654247|30.25577504|1603.556077|11.26845175|0.0|0.0|1.0|0.0|4.85|0.0|-6.97|2.19|1.0|128.72|1.0|5.0|-6.55|395.46|2.14|-4.3|6.929999999999999e-05|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|3.8364|3.48|3.6699|-1272.2668210000002|673.57|1142.19|337.84|507.03|0.70007|-1271.999945|0.0006|-0.20151|8735.0|14.0|7.8539|7.8539
