molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|FPSA1|GeomDiameter|PPSA1|WNSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
16i_a32|0.0|1|1|1|3.352437091|0.0|0|7.765993078999999|0.0|-0.0146198339999999|5.733341277|-0.075706124|0|2.078707411|-0.003511776|10.31100265|3|-0.098841478|0|0.836966894|0.134577711|0.009897928|0.8829894|0.761506727|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|-56.03343427|-75.01027196|90.08098301|-0.036726892|-49.02383532|9.540239197|-1.836344582|-36.62130242|88.80827938|-24.00328703|0.455596751|2770.767996|3450.514629|0.281035887|12.57892808|183.6742715|-784.3813651|13.79800742|1.0|0.0|1.0|1.0|3.75|3.16|-7.4|6.25|4.85|149.27|3.0|0.0|1.0|1.0|-7.03|5.0|1.0|-5.09|9.25e-08|8.18e-06|0.0035|4.19|0.0|4.01e-08|1.7100000000000002e-05|3.6176|4.99|3.6176|-1995.307733|692.96|1175.51|573.38|0.70222|0.70222|0.2857|3353.0|-0.2002|0.02810109|8.2596|8.2596
EW7203_a60|0.0|0|0|0|0.0|0.0|0|7.412764017000001|0.0|-0.00698487|5.351858133|0.0075638519999999|2|0.0|0.003099827|10.31162855|1|-0.1696249719999999|1|0.822401103|0.002441966|-0.089945913|0.8839272779999999|0.760234689|0.8860751579999999|-0.076068195|-0.096226348|0.345488097|-49.19385637|-62.23028092|80.48638339|-0.036566012|-40.24477665|8.430183|-1.828300603|-31.81402579|73.82739839|-23.64750675|0.497298165|2913.880231|1660.077477|0.233162923|16.53092404|150.7881632|-764.6507562999999|11.59711747|1.0|0.0|1.0|1.0|4.75|3.21|-6.7|3.87|2.6|117.47|2.0|0.0|0.0|1.0|-5.74|4.0|0.0|-4.82|1.81e-06|1.53e-05|0.0065|3.59|0.0|2e-07|8.51e-05|5.0166|3.64|3.5192|-1668.025575|678.83|1166.44|546.85|0.40883|0.69857|0.0448|1.7676|-0.20654|0.03203878|8.0334|8.0334
17_a20|0.0|1|0|0|3.445659565|0.0|0|6.842683282|0.0|-0.005457467|4.727387819|0.00038506|3|1.652760156|-0.000495713|10.94884838|1|0.1134578219999999|3|0.7494736590000001|-0.131511077|-0.127696675|0.812578598|0.71987165|0.912053544|-0.063665681|-0.081404237|0.3874475579999999|-41.75129828|-53.38406095|66.47074027|-0.0315649079999999|-35.00871763|6.4647747870000005|-1.5466805119999998|-27.38007162|64.39681425|-20.699942|0.455285305|2761.976599|2210.790304|0.24569612|15.05121151|161.12498630000002|-665.1656349|11.012753300000002|0.0|1.0|1.0|1.0|3.5|2.83|-10.14|5.8|4.85|91.14|2.0|0.0|0.0|0.0|-5.36|5.0|0.0|-5.08|4.4e-06|8.35e-06|0.00336|3.75|0.0|7.19e-11|2.9e-08|3.3926|4.11|3.3926|-1291.949041|673.68|1157.26|543.09|0.69839|0.69839|0.2977|3.9703|-0.21089|0.03030655|5.6478|5.6478
12ah_a36|0.0|1|0|0|3.456839001|0.0|0|7.412764017000001|0.0|-0.007648622|5.351858133|-0.043678703|2|0.0|0.0005016269999999|10.95983779|1|0.133939811|1|0.835013502|0.011674455|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|-49.0084977|-68.45222166|82.70705743|-0.038137281|-44.23111357|7.714903458999999|-1.906864035|-31.66734951|80.02464883|-24.6427998|0.468162246|2786.56479|2334.380591|0.231093575|15.54445187|149.3235124|-796.1600443|11.57242717|1.0|0.0|0.0|1.0|4.73|0.0|-7.18|3.35|2.54|69.2|1.0|0.0|0.0|1.0|-4.44|4.0|0.0|-4.59|3.64e-05|2.55e-05|0.0106|3.31|0.0|6.65e-08|2.77e-05|5.2259|3.79|3.7792|-1692.545871|682.21|1148.39|532.36|0.40051|0.6970000000000001|0.0485|5.4979|-0.2107099999999999|0.03300341|7.9586|7.9586
12af_a36|0.0|1|0|0|3.448611715|0.0|0|7.412764017000001|0.0|-0.00989889|5.351858133|-0.081537769|2|0.0|-0.00233752|10.96037047|1|0.154914099|1|0.813346624|-0.062279009|0.002492952|0.8631180940000001|0.817582774|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|-57.32748365|-73.23838519|89.56100543|-0.035153522|-50.86129548|10.57220682|-2.003750775|-39.81177462|91.25505794|-24.41279506|0.448767097|3013.98446|3082.869129|0.329759081|15.59375751|229.0052411|-966.3646141|18.01667275|0.0|0.0|0.0|1.0|4.98|0.0|-6.93|2.38|1.65|98.3|1.0|0.0|0.0|1.0|-3.54|5.0|0.0|-3.64|0.000292|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|5.2352|4.5|3.2299|-1440.982935|737.4|1246.55|589.48|0.50179|0.70508|0.0035|6.9003|-0.19246|0.02886569|7.8239|7.8239
9b_a36|0.0|1|0|0|3.513187594|0.0|0|7.412764017000001|0.0|-0.0058276019999999|5.351858133|-0.023369916|2|0.0|0.005050384|10.33767255|1|0.146828453|1|0.7885597609999999|-0.034830997|-0.1177413269999999|0.842671963|0.7961424690000001|0.8453794609999999|-0.074181597|-0.098301686|0.2602997|-46.58565720000001|-61.73294817|67.12293326|-0.036110824|-38.76797062|6.707514535|-1.769430355|-29.25555061|71.70079424|-22.67740953|0.453252346|2715.020034|2464.2160510000003|0.21757783|13.80758516|136.63774650000002|-697.8234711|9.967846072|1.0|0.0|1.0|1.0|4.73|0.0|-6.64|3.6|2.76|82.47|1.0|0.0|0.0|1.0|-4.6|4.0|0.0|-4.43|2.49e-05|3.71e-05|0.0148|3.2|0.0|2.3100000000000002e-07|9.21e-05|3.8535|3.82|3.8535|-1575.7800140000002|666.01|1127.85|514.45|0.69763|0.69763|0.5392|6.2846|-0.20979|0.02803905|7.6778|7.6778
28_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|1.837209467|-0.006492092|4.727387819|-0.114439513|3|1.650185059|0.002234763|10.94963925|1|0.155263557|3|0.755701837|-0.104458316|-0.06654421|0.812553182|0.690655217|0.7817507370000001|-0.086299346|-0.091179288|0.3962228229999999|-57.59898971|-60.85602167|318.7453661|-0.035068957|-40.6172876|6.540604536|-1.823585765|-38.44343857|71.98460956|-23.40616218|0.468838001|2865.917291|2449.815677|0.226358273|14.28413212|151.0788711|-812.3457521|11.12858789|0.0|1.0|1.0|1.0|3.45|2.86|-8.8|3.93|4.01|99.58|1.0|0.0|0.0|1.0|-4.42|5.0|0.0|-4.43|3.77e-05|3.72e-05|0.0156|2.68|0.0|1.57e-09|6.590000000000001e-07|4.7905|4.64|3.5798|-1368.363151|704.42|1198.32|531.85|0.50352|0.4701899999999999|0.0153|3.5284|-0.21814|0.03534166|6.5935|6.5935
12az_a36|0.0|1|0|0|3.465535084|0.0|0|7.412764017000001|0.0|-0.009570959|5.351858133|-0.040156368|2|0.0|0.000482522|10.95957115|1|0.129156742|1|0.812921349|-0.061924322|-0.021825174|0.858971809|0.8350231859999999|0.819163613|-0.071762413|-0.10786263|0.411597359|-50.28669997|-75.58351856|60.11023222|-0.033474609|-52.96429617|17.0740303|-1.941527339|-35.23783652|99.82512582|-23.45695404|0.462897841|3039.528467|2455.7577530000003|0.416134994|15.73229538|291.60189260000004|-953.3573311|24.24160725|1.0|0.0|0.0|1.0|4.96|0.0|-6.79|2.83|1.9|87.66|1.0|0.0|0.0|1.0|-4.11|6.0|0.0|-4.15|7.75e-05|7.13e-05|0.0315|2.62|0.0|1.6100000000000005e-07|7.11e-05|3.8863|2.68|3.6095|-1461.990465|737.12|1252.18|576.54|0.69385|0.70333|0.0146|6.3778|-0.19846|0.02800521|7.2366|7.2366
15c_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|1.596256692|-0.005236206|4.727387819|-0.018518519|2|1.568396937|0.003784292|10.9464374|1|-0.047249795|2|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.639264982|0.8665852140000001|-0.067475429|-0.080088202|0.615901609|-48.58045253|-57.66130245|36.22825261|-0.0302219629999999|-41.51455167|12.731723|-1.60176404|-34.97658951|75.52188549|-21.75898206|0.462157867|3079.491787|2092.620825|0.338224886|16.03890406|243.5126145|-830.2910335|17.86058304|0.0|1.0|1.0|1.0|3.49|2.85|-9.28|3.9|4.18|109.38|1.0|0.0|0.0|1.0|-4.86|6.0|0.0|-4.62|1.39e-05|2.4e-05|0.0107|2.9|0.0|5.269999999999997e-10|2.35e-07|5.7361|4.79|3674.0|-1460.602657|715.42|1241.07|575.8|0.30831|0.69113|0.0694|7.382000000000001|-0.22807|0.03150096|6.1325|6.1325
4j_a46|0.0|0|0|0|0.0|0.19521727|1|7.825245291|2.194310043|-0.002284836|5.587248657999999|-0.012405467|1|0.0|0.011968098|10.94638774|1|-0.078783783|1|0.7298040140000001|-0.061823242|-0.258222236|0.763724435|0.728293097|0.949893337|-0.05924408|-0.074417476|0.295221643|-34.99059698|-43.95227197|70.56141095|-0.024805825|-25.95898597|5.205103062|-1.339514565|-20.66606288|50.26191521|-14.65075732|0.402450715|2260.870095|2563.282153|0.223067683|10.49957018|131.7477027|-467.2617475|6.30964324|0.0|1.0|1.0|1.0|4.0|3.9|-7.69|5.18|5.33|39.94|2.0|0.0|0.0|1.0|-5.38|3.0|0.0|-5.31|4.16e-06|4.86e-06|0.00176|4.81|0.0|2.03e-08|7.33e-06|5.3949|4.93|4.4093|-1132.043677|646.67|1112.13|572.31|0.37853|0.69413|0.1418|2.9043|-0.20071|0.02491327|6.0942|6.0942
12g_a31|0.0|1|0|0|3.42813681|0.0|0|7.765993078999999|0.0|-0.01500347|5.733341277|-0.1044685569999999|0|0.0|-0.008464411|10.31169877|2|0.074878295|0|0.819234772|-0.076150332|-0.1386819869999999|0.8639814490000001|0.7983388929999999|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|-78.87508829|-80.52794936|152.7424573|-0.039059048|-49.45404266|11.67699967|-1.835775276|-48.43898314|95.97385383|-23.98704875|0.470244801|2514.363249|1859.940155|0.311351131|15.28679013|191.2078009|-692.3565973|15.44590447|1.0|1.0|1.0|1.0|3.61|2.51|-6.45|5.19|3.44|131.36|1.0|0.0|0.0|1.0|-4.92|5.0|0.0|-3.79|1.19e-05|0.0001629999999999|0.0627|2.52|0.0|3.55e-07|0.000136|3.8349|4.17|3.8349|-1578.846191|664.44|1090.41|542.78|0.70068|0.70068|265.0|1.6279|-0.19241|0.04532186|6.9586|6.9586
17e_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|4.3906140030000005|-0.0020746479999999|5.82008293|0.038322942|2|2.2384546640000003|0.012036705|10.94500663|2|-0.017965698|1|0.7409645029999999|-0.1710526319999999|-0.202197068|0.7791604190000001|0.736221185|0.930108205|-0.046347299|-0.073011385|0.4239465089999999|-32.24487658|-50.7956915|10.68364489|-0.02665495|-35.33972521|6.227183052000001|-1.67926185|-22.43349867|57.93079973|-18.5444588|0.489797496|2883.936138|1981.934841|0.196328886|16.70124474|136.5904997|-812.8136797000001|7.135108233|0.0|1.0|1.0|1.0|4.18|4.23|-7.33|4.23|4.68|51.77|2.0|0.0|0.0|1.0|-4.87|4.0|0.0|-5.18|1.34e-05|6.58e-06|0.00288|4.08|0.0|4.63e-08|2.03e-05|4.2373|3.8|4.0298|-1375.295877|757.34|1312.91|602.89|0.6322800000000001|0.66478|0.1785|6.7175|-0.19805|0.02761851|6.8097|6.8097
13_a1|0.0|1|0|0|3.409865599|0.0|0|7.423568444|0.0|-0.012199718|5.351858133|-0.144782061|1|0.0|-0.008672236|10.94989555|1|0.1769162319999999|1|0.76714213|-0.051729721|-0.150485437|0.825117597|0.833702788|0.6794604670000001|-0.111667908|-0.10668313|0.207843387|-64.94184903|-62.04288975|148.7311076|-0.040302516|-36.08180773|11.41059871|-1.813613202|-37.76773325|77.55889436|-23.43842502|0.477212829|2555.623166|1786.445642|0.291737016|14.33466671|169.6632599|-613.3907313999999|15.51600461|1.0|1.0|1.0|1.0|3.35|2.83|-7.94|4.75|3.87|80.26|1.0|0.0|0.0|1.0|-4.29|5.0|0.0|-4.34|5.16e-05|4.58e-05|17.0|2.94|0.0|1.14e-08|4.24e-06|4.0783|3.17|3.4483|-1238.395767|613.52|1035.04|472.52|0.65363|0.69782|0.3535|2.7595|-0.18883|0.0284695999999999|6585.0|6585.0
28_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|1.408016295|-0.009689834|4.727387819|-0.23494583|2|1.121067445|-0.013020816|10.95058275|1|0.06536499|2|0.832144916|-0.175007067|0.074217097|0.896193695|0.614975047|0.605349345|-0.1132830309999999|-0.106779291|0.310094808|-67.33744077|-63.47150284|365.2310214|-0.038135461|-37.72858603|9.214964819|-1.601689367|-40.02656804|82.27079846|-22.66839387|0.472690874|2616.1598940000003|1337.037733|0.34774073|14.91533234|206.7032519|-565.9287905|18.79929562|0.0|1.0|1.0|1.0|3.08|2.03|-6.92|2.49|3.84|98.72|1.0|0.0|0.0|1.0|-3.67|6.0|0.0|-3.66|0.000214|0.000217|0.0824|1.97|0.0|1.2099999999999998e-07|4.59e-05|3675.0|3.51|3675.0|-1335.759232|599.88|995.5|461.73|0.69002|0.69002|0.2996|6.0847|-0.2052|0.03698465|7.6|7.6
14k_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|3.358995671|-0.005866159|5.351858133|-0.024758731|2|0.74561778|0.010682694|10.31321813|2|0.082632648|2|0.800643488|0.140087361|-0.091426449|0.864845456|0.659570836|0.922397728|-0.0562483359999999|-0.079899943|0.226547411|-37.43135588|-53.17069631|38.76597615|-0.033999976|-35.38329134|8.338417622|-1.597998852|-24.9092952|64.04991522|-22.62582822|0.486654314|2955.4566170000003|2174.886074|0.216437606|15.99703938|144.0318708|-707.6658267999999|10.87921891|0.0|0.0|1.0|0.0|3.39|3.56|-7.99|4.0|4.67|105.02|2.0|1.0|0.0|1.0|-6.13|4.0|0.0|-5.55|7.49e-07|2.83e-06|0.00126|4.21|0.0|1.02e-08|4.55e-06|3.6421|4.1|3.6421|-2089.524497|691.9|1179.17|552.65|0.63765|0.63765|0.4694|5.8718|-0.2271699999999999|0.02271117|8.4123|8.4123
4S4k_a46|0.0|0|0|0|0.0|0.173180233|1|7.825245291|2.145043462|-0.0049602|5.587248657999999|-0.088084767|1|0.0|0.006550513|10.94631314|1|-0.158788415|1|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|-47.49082053|-45.61628327|172.7607401|-0.030477338|-24.18078772|2.177526049|-1.46291223|-25.17446332|49.42345536|-16.15576699|0.461984953|2105.538282|1729.18312|0.132090036|10.26616763|70.01975807|-411.0733912|3.807172093|1.0|1.0|0.0|1.0|3.8|3.03|-6.61|4.26|4.77|50.94|1.0|0.0|0.0|1.0|-4.82|3.0|0.0|-4.83|1.5e-05|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|5.2854|4.52|4.0774|-1053.441953|566.82|997.07|487.43|0.5716|0.67893|0.0654|2.2655|-0.1947|0.02628818|6.7055|6.7055
17b_a6|0.0|1|0|0|3.375166525|0.0|0|7.412764017000001|0.0|-0.01272079|5.351858133|-0.0265090529999999|1|0.0|-0.00460563|10.949638|1|0.231025646|1|0.7788169070000001|0.002947625|-0.138423611|0.8370824240000001|0.8013954109999999|0.753949098|-0.095450984|-0.109195656|0.318652397|-62.63196368|-71.65078895|155.8689396|-0.041494349|-47.0150166|13.44399246|-2.074717455|-41.0971443|84.71888279|-27.2272998|0.4548818979999999|2816.0632920000003|2207.972178|0.229332826|16.46390151|150.48105900000002|-893.2853154999999|13.06809384|1.0|1.0|1.0|1.0|3.53|2.89|-9.01|4.98|4.32|95.85|2.0|0.0|0.0|1.0|-5.81|5.0|0.0|-5.17|1.56e-06|6.69e-06|0.00274|4.09|0.0|9.77e-10|4e-07|3.5444|4.04|2.9964|-1350.102764|690.98|1168.62|575.2|0.69615|0.7016100000000001|0.0033|5.3385|-0.18281|0.02458322|6.8153|6.8153
3c_a12|0.0|0|0|0|0.0|0.0|0|6.555356892000001|0.0|-0.009252756|4.59511985|-0.058516436|2|0.0|-0.003879878|10.3117069|1|-0.267255164|1|0.826033688|-0.0461654159999999|-0.10295082|0.888353608|0.859899236|0.843855494|-0.071719601|-0.099327724|0.242114395|-36.28720467|-50.25579322|73.9854678|-0.033980537|-25.42738988|3.384177297|-1.291260406|-18.35985151|61.16334136|-17.19277136|0.427357986|2186.344105|1139.340748|0.2944757839999999|10.88288188|148.9927848|-330.5560685|10.90754815|1.0|1.0|1.0|0.0|3.94|2.78|-6.78|4.01|2.25|78.41|0.0|0.0|0.0|1.0|-4.22|4.0|0.0|-4.0|6.06e-05|9.940000000000002e-05|0.0318|2.91|0.0|1.67e-07|5.3200000000000006e-05|3.9848|2.56|3.5862|-1327.498519|544.65|894.36|399.38|0.43415|0.68067|0.1193|1.6035|-0.22035|0.02665687|7699.0|7699.0
1o_a5|0.0|1|0|0|2.923171926|0.0|0|6.605297921|0.0|-0.002633927|4.59511985|0.033105871|2|0.0|0.0057302559999999|10.94518594|1|-0.05876042|2|0.78144982|-0.003561205|-0.016408975|0.85693939|0.650008224|0.88430372|-0.079346457|-0.072886362|0.447318682|-42.63505279|-39.1638643|167.3051756|-0.028770932|-21.04383087|3.827177229|-1.093295425|-22.90899675|50.11479279|-15.45942012|0.470590799|2238.291862|833.537568|0.300086449|14.20898333|161.2447749|-315.657463|10.95092849|1.0|1.0|1.0|1.0|2.81|2.2|-8.11|4.48|4.07|78.25|0.0|0.0|0.0|1.0|-4.08|4.0|0.0|-4.08|8.329999999999999e-05|8.340000000000001e-05|27.0|2.78|0.0|7.85e-09|2.54e-06|4.5011|2.66|4.1692|-1043.577386|561.04|938.37|443.88|0.4988899999999999|0.5492100000000001|0.0071|4.7435|-0.23973|0.04126499|7.4559|7.4559
17g_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|4.377239517|-0.002050512|5.82008293|0.052557574|2|2.236579664|0.012079|10.94501702|2|-0.090386911|1|0.738521694|-0.10642733|-0.2126789369999999|0.7787714459999999|0.7276268779999999|0.920663175|-0.048170917|-0.0706879109999999|0.442201795|-32.14758511|-47.17463902|10.60268439|-0.025918901|-31.48270383|6.48022912|-1.555134042|-21.45417373|56.28102287|-17.29736764|0.467997084|2821.3922|1975.996014|0.250051612|15.28352231|166.8756987|-692.6194843|9.106383854|0.0|1.0|1.0|1.0|4.04|3.66|-6.96|3.71|4.37|51.77|2.0|0.0|0.0|1.0|-4.46|4.0|0.0|-4.86|3.4899999999999995e-05|1.39e-05|0.0059|3.68|0.0|1.1e-07|4.6500000000000005e-05|4.0458|3.22|4.0458|-1335.976491|725.92|1259.05|559.45|0.6623600000000001|0.6623600000000001|0.1795|7.0584|-0.19929|0.02957267|6.6091|6.6091
22_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|1.915285809|-0.00147607|4.727387819|0.023539095|2|2.041494094|0.009265667|10.93106272|1|0.155407313|2|0.7478675859999999|-0.044184455|-0.067650395|0.809440795|0.607038752|0.946515026|-0.059893667|-0.067797027|0.425968568|-39.00017609|-44.14650378|9.022387025|-0.027118811|-28.7463017|5.21001405|-1.3559405430000002|-25.39523478|52.90592556|-17.65860151|0.477376285|2738.108259|2396.806062|0.22936173|14.17638345|149.350479|-574.9260339|8.759421782|1.0|1.0|1.0|1.0|3.36|3.41|-9.69|5.33|5.39|67.39|2.0|0.0|0.0|1.0|-5.6|4.0|0.0|-5.53|2.48e-06|2.98e-06|0.0012|4.47|0.0|2.04e-10|8.199999999999999e-08|5.5591|4.07|3.9732|-1275.84854|694.15|1181.95|563.43|0.38233|0.66063|0.0015|4.8308|-0.21856|0.03226475|6.6364|6.6364
12ab_a36|0.0|1|0|0|3.458948649|0.0|0|7.412764017000001|0.0|-0.007034881|5.351858133|0.000258844|2|0.0|0.000939229|10.9540584|1|0.0618552579999999|1|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0.8196353679999999|0.8410557559999999|-0.079202413|-0.095025338|0.452078227|-54.63243106|-65.54680623|116.6804416|-0.033434841|-45.21303385|11.46782191|-1.805481415|-37.68448987|82.3666474|-23.06276515|0.484987413|2902.39241|2390.849902|0.320974676|15.18764075|221.4026852|-859.0476432|16.81984117|1.0|0.0|0.0|1.0|4.86|0.0|-7.05|3.14|1.95|92.99|1.0|0.0|0.0|1.0|-3.92|5.0|0.0|-3.91|0.0001199999999999|0.000122|0.0515|2.33|0.0|8.95e-08|3.76e-05|3.8845|3.23|3.8845|-1364.509957|712.73|1201.64|564.58|0.69294|0.69294|0.4451|3.6976|-0.2093699999999999|0.04167456|7.9586|7.9586
19c_a38|0.0|1|0|0|3.332128134|0.0|0|7.412764017000001|0.0|-0.008177185|5.351858133|-0.04575843|2|0.0|-0.004442319|10.95429182|1|0.04814981|1|0.846765471|0.073931688|-0.071918235|0.908721232|0.6885713729999999|0.7591916240000001|-0.0918007669999999|-0.108301657|0.396635872|-57.79749770000001|-68.18641054|139.1570837|-0.038224114|-42.92996714|9.638658988|-1.949429829|-36.38913762|82.74311399|-24.06579196|0.477803802|2967.98627|2660.812979|0.281292809|13.36189552|177.10114030000005|-772.7394084|14.55670345|1.0|0.0|1.0|1.0|4.84|3.0|-6.92|3.17|2.42|105.02|1.0|0.0|0.0|1.0|-4.35|5.0|0.0|-4.12|4.46e-05|7.55e-05|0.0322|2.5|0.0|1.2099999999999998e-07|5.14e-05|5.8832|3.23|3.8322|-1424.42734|652.09|1138.6|517.28|0.2597|0.6279899999999999|0.1417|2495.0|-0.21303|0.03740877|8.0348|8.0348
16h_a32|0.0|1|1|1|3.340888605|0.0|0|7.765993078999999|0.0|-0.015656019|5.733341277|-0.098975084|0|2.075726759|-0.0048042729999999|10.31100268|3|-0.1234671109999999|0|0.832040698|-0.003188883|-0.03617945|0.881181048|0.7619492790000001|0.7991915079999999|-0.081151869|-0.121464999|0.44308098|-51.56009529|-77.17316899|70.02855767|-0.038765425|-49.03221545|8.461051377999999|-1.821974989|-32.75886858|90.15529448|-24.62973479|0.459750275|2709.44587|3282.554439|0.2640948939999999|12.42028916|167.7935207|-735.4832318|12.98212548|1.0|0.0|1.0|1.0|3.61|3.45|-7.0|5.86|4.6|149.27|2.0|0.0|1.0|1.0|-6.48|5.0|1.0|-4.75|3.28e-07|1.7800000000000002e-05|0.0073599999999999|3.66|0.0|9.89e-08|4.09e-05|3.6182|4.54|3.6182|-1955.99895|679.82|1130.4|556.05|0.70219|0.70219|0.2914|3516.0|-0.2|0.02818755|8.0655|8.0655
15_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0.0|-0.006742751|4.727387819|-0.092127078|3|1.809035179|-0.006419472|10.33806279|0|-0.325227172|3|0.813015336|-0.103599654|0.036380489|0.866559772|0.911346861|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|-47.26593592|-55.08588323|315.5421792|-0.037667|-28.19600959|2.070175472|-1.50667999|-24.19332693|60.30684851|-19.28005913|0.461565365|2116.88728|1433.713715|0.149672503|9.975434973|76.61068671|-394.7441342|5.220965278|1.0|1.0|0.0|1.0|4.12|0.0|-5.78|2.21|1.56|89.99|0.0|0.0|0.0|2.0|-2.77|5.0|0.0|-3.02|0.0017|0.000951|306.0|1.28|0.0|1.66e-06|0.000535|6.0077|2.33|3.7072|-1328.688126|553.81|916.07|398.12|0.2843199999999999|0.67902|0.0173|1.9539|-0.22079|0.0228507|7.6021|7.6021
12bb_a36|0.0|1|0|0|3.3296932480000003|0.0|0|7.412764017000001|0.0|-0.008239316|5.351858133|-0.117921811|2|0.0|-0.006877664|10.96022185|1|0.2463876689999999|1|0.836170906|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0.6888482109999999|-0.090660196|-0.114330726|0.314702945|-58.19935506|-73.39466247|88.91215764|-0.038872447|-47.11573753|9.094955748|-1.943622342|-37.36110291|88.14984373|-24.95418524|0.4808928389999999|2902.055617|2458.790147|0.280705922|15.13083401|180.1992964|-800.967538|14.75518126|1.0|0.0|0.0|1.0|4.72|0.0|-7.12|3.55|3.0|69.2|1.0|0.0|0.0|1.0|-3.99|6.0|0.0|-4.32|0.000102|4.81e-05|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|5.2382|3.66|3.8001|-1431.4091|667.88|1120.72|515.92|0.38838|688.0|0.0736|6251.0|-0.21175|0.03421884|8.0|8.0
12e_a31|0.0|1|0|0|3.483599061|0.0|0|7.765993078999999|0.0|-0.011519192|5.733341277|-0.044316064|0|0.0|-0.002475146|10.3116965|2|0.01824365|0|0.7761616020000001|-0.039273975|-0.028502695|0.82100963|0.76012894|0.721526766|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|-68.32948993|-79.96257188|166.1479229|-0.036652129|-58.15044546|14.09603901|-2.089171358|-49.6906263|95.1187282|-26.65419063|0.474858042|3040.353774|1899.851187|0.274879568|19.50674899|199.8981394|-1104.858464|15.15615632|1.0|1.0|1.0|1.0|3.87|3.72|-9.31|6.69|5.4|117.37|3.0|0.0|0.0|1.0|-6.66|5.0|0.0|-5.42|2.16e-07|3.83e-06|0.00176|4.48|0.0|4.93e-10|2.27e-07|5.3264|6.33|3.8391|-1809.899887|781.61|1308.13|640.03|0.55114|0.7006600000000001|0.2627|2.6024|-0.19379|0.04614662|6.7696|6.7696
47n_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|0.0|-0.007614955|4.844187086|-0.057061805|0|0.0|0.000271488|10.94702025|0|0.026244774|0|0.696612213|-0.09714337|-0.083719099|0.726888951|0.711628292|0.792429396|-0.079299822|-0.091185806|0.288989992|-65.43887366|-75.24728669|61.29571241|-0.031974244|-62.09468789|7.228646444|-2.4620167580000003|-54.00070374|86.44740177|-26.38541222|0.482565384|3349.802294|2052.393389|0.216078071|20.17045476|178.30942439999998|-1676.556573|11.20011508|1.0|1.0|0.0|1.0|4.69|0.0|-9.76|3.67|3.31|105.6|3.0|1.0|1.0|1.0|-6.02|4.0|0.0|-5.24|9.48e-07|5.7e-06|0.00308|4.1|0.0|1.7500000000000002e-10|9.44e-08|3.2028|9.78|3.2028|-1743.3283440000002|879.92|1565.37|799.02|0.6914600000000001|0.6914600000000001|0.5056|2.4754|-0.18391|0.02839695|7.1938|7.1938
