molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|FPSA1|GeomDiameter|PPSA1|WNSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
12bg_a36|0.0|1|0|0|3.434779148|0.0|0|7.412764017000001|0.0|-0.0076819|5.351858133|-0.044573523|2|0.0|-0.001012333|10.95885259|1|0.097928606|1|0.836170906|-0.023460562|-0.033696875|0.892249657|0.771220556|0.840610352|-0.075439837|-0.102664465|0.543472602|-51.74990566|-70.42534258|107.3347739|-0.036959207|-48.31008346|9.22604612|-1.847960372|-35.49918495|83.78068847|-25.35312333|0.46245521|2925.402039|2915.548359|0.252132272|14.04434294|172.9566471|-869.5815023|13.35534589|1.0|0.0|1.0|1.0|4.75|0.0|-7.76|3.99|3.19|69.2|2.0|0.0|0.0|1.0|-5.08|4.0|0.0|-5.18|8.27e-06|6.55e-06|0.00295|3.93|0.0|1.74e-08|7.83e-06|3.8944|4.42|3.8944|-2152.13793|703.94|1186.75|554.7|0.69395|0.69395|0.4409|6.6844|-0.21166|0.03334656|7.8239|7.8239
17_a4|0.0|0|0|0|0.0|-4.533317957|1|7.535296702|1.690442177|-0.006491052|5.4161004020000005|-0.319716072|1|0.0|0.001892883|10.94611837|1|-0.073733221|1|0.772721853|0.0147116789999999|-0.12969185|0.8347553529999999|0.484393047|0.888791225|-0.0887214819999999|-0.08932566|0.332034943|-45.75108579|-46.06264282|17.08736223|-0.042181562|-23.75316417|2.822041259|-1.5185362180000002|-23.59250328|52.67753395|-21.75180355|0.4440629029999999|2351.601697|1658.726841|0.138303414|10.65499029|71.31904507|-403.8037909|6.61489113|1.0|0.0|0.0|1.0|3.31|2.94|-6.56|4.59|6.26|30.71|1.0|0.0|0.0|1.0|-4.36|6.0|1.0|-4.81|4.39e-05|1.5399999999999998e-05|0.00532|4.01|0.0|2.74e-07|9.44e-05|4.3363|4.44|4.3363|-1255.994721|527.39|873.5|413.28|0.47353|0.47353|0.2045|4.8197|-0.21745|0.02636403|6057.0|6057.0
7h_a8|0.0|1|0|0|2.99743835|0.0|1|7.05012252|1.2793830309999998|-0.00534208|4.844187086|-0.073219554|0|0.0|0.00112124|10.94341365|1|-0.043606497|0|0.7051689170000001|0.095758228|0.041366689|0.7677336090000001|0.507325475|0.771011027|-0.093181899|-0.0934764819999999|0.314190914|-53.71230941|-53.88211443|70.28953528|-0.041038456|-31.05895923|3.86998135|-1.6825766830000002|-30.96107949|58.94376531|-23.65556243|0.4346108389999999|2534.324886|1919.19991|0.107169655|13.42380338|61.77519141|-559.0612661|5.061650885|1.0|0.0|1.0|0.0|3.12|3.2|-8.46|5.52|5.49|61.58|2.0|0.0|0.0|1.0|-5.68|4.0|0.0|-5.5|2.09e-06|3.16e-06|0.00118|4.66|0.0|3.5e-09|1.31e-06|3.9282|6.81|3.9282|-1285.182226|593.53|999.62|500.94|0.6963199999999999|0.6963199999999999|0.3885|7.0847|-0.22875|0.03092828|4.9788|4.9788
19j_a38|0.0|1|0|0|3.235947106|0.0|0|7.412764017000001|0.0|-0.007976154|5.351858133|-0.04575843|2|0.0|-0.004442319|10.95429182|1|0.23209815|1|0.846765471|-0.001131945|-0.060360554|0.908721232|0.6885713729999999|0.8071763829999999|-0.0844479869999999|-0.108006563|0.625966089|-57.80349365|-73.92901683|131.29876370000002|-0.038119963|-50.60340201|11.74054073|-1.944118135|-39.565701700000005|90.05233553|-26.09259418|0.408533267|2969.234865|3109.238056|0.285630155|12.69084117|195.5099392|-910.8612362|16.123318700000002|1.0|0.0|1.0|1.0|4.81|2.34|-6.92|3.17|2.42|105.02|1.0|0.0|0.0|1.0|-4.35|5.0|0.0|-4.12|4.46e-05|7.55e-05|0.0322|2.5|0.0|1.2099999999999998e-07|5.14e-05|6.0361|3.23|3.6886|-1424.426858|686.26|1163.3|533.97|0.30419|0.69435|0.2625|10.8124|-0.21629|0.03678378|8.1146|8.1146
17_a47|0.0|1|1|1|3.011740664|0.0|0|6.605297921|0.0|-0.003764469|4.59511985|-0.019259259|3|1.699575434|0.0042378929999999|10.9385382|1|-0.180898239|3|0.75807704|-0.034891905|-0.010871607|0.814790949|0.7666613659999999|0.852282407|-0.07185129|-0.082994667|0.522140199|-43.82821253|-50.62550618|68.64478326|-0.02987808|-30.88080199|4.806157636|-1.493904005|-26.73455447|60.33408274|-18.22518223|0.46147021|2672.497352|1573.836082|0.2542482339999999|13.10144249|155.087622|-555.8544359|9.708576558|1.0|1.0|0.0|1.0|3.44|2.39|-10.1|5.12|5.44|79.38|2.0|0.0|0.0|0.0|-5.4|4.0|0.0|-5.21|3.98e-06|6.11e-06|0.0024|4.03|0.0|7.96e-11|3.12e-08|4.2784|3.07|4.2784|-1254.985125|656.78|1127.7|477.67|0.6844100000000001|0.6844100000000001|0.4308|3.4454|-0.22479|0.04130125|8.3|8.3
7b_a8|0.0|1|0|0|3.213855584|0.0|1|7.535296702|1.4628217119999998|-0.009659873|5.4161004020000005|-0.038810124|1|0.0|0.002074537|10.9465091|1|-0.039357491|1|0.7812177770000001|0.048462902|-0.040994467|0.8453887859999999|0.677544268|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|-60.75943432|-59.93853201|145.0783004|-0.041332642|-35.90168309|11.89970852|-1.901301524|-36.39338307|73.70461365|-24.75721974|0.4787988|2776.185773|1780.952171|0.246064343|14.76972982|147.3863936|-682.1319788|13.76608164|0.0|0.0|1.0|1.0|3.49|3.37|-7.65|4.48|3.8|92.93|2.0|0.0|0.0|1.0|-5.25|5.0|0.0|-4.94|5.64e-06|1.14e-05|0.00454|3.61|0.0|2.25e-08|8.94e-06|4.5945|5.51|3.26|-1330.622441|621.4|1067.73|506.21|0.44725|0.7025100000000001|139.0|9.9463|-0.20472|0.0273745|4.8687|4.8687
2_a47|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.008527649|0.0|-0.13117284|2|1.454085483|-0.007479445|10.93671092|0|-0.007299676|2|0.671819147|0.115527282|-0.0253134039999999|0.728066943|0.875463345|0.847324011|-0.083455669|-0.095655954|0.482748996|-41.57671973|-47.65477123|99.5619537|-0.036790752|-23.74109633|2.112397382|-1.4348393119999998|-20.71307621|55.81329383|-18.32875817|0.433425706|2105.761386|1242.745585|0.215021885|9.369924133|107.1215986|-356.116445|8.158522603|1.0|1.0|0.0|1.0|2.58|2.54|-7.82|3.7|4.75|58.04|1.0|0.0|0.0|1.0|-5.46|3.0|0.0|-5.11|3.46e-06|7.75e-06|0.00243|4.52|0.0|1.51e-08|4.73e-06|3.7181|3.49|3.7181|-1010.540464|536.13|902.07|371.19|0.69102|0.69102|0.2143|2.1266|-0.20731|0.03544055|6.2|6.2
7l_a46|0.0|0|0|0|0.0|0.256706467|1|7.727094485|2.1525548|-0.00090473|5.533389489|0.017668261|2|0.0|0.013150047|10.9642261|1|-0.331246137|2|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0.6539666829999999|0.907148114|-0.0565894359999999|-0.06289606|0.253138137|-27.30136533|-30.34397256|8.13531199|-0.022013621|-14.63933792|2.698568452|-0.880544835|-13.17144326|38.22273917|-10.620390400000002|0.46327253|1920.310099|1246.417766|0.32532919|9.825660656|156.9538706|-204.9507309|7.878766604|1.0|1.0|0.0|1.0|3.04|2.64|-6.29|3.59|3.59|43.6|0.0|0.0|0.0|1.0|-3.18|3.0|0.0|-3.72|0.000668|0.0001889999999999|0.0548|2.61|0.0|5.19e-07|0.000151|4.5464|2.42|4.5464|-915.6081232|517.29|879.87|414.82|0.68834|0.68834|0.2024|3.3119|-0.2231699999999999|0.025086919|5.7122|5.7122
13f_a6|0.0|1|0|0|3.440154557|0.0|0|6.842683282|0.0|-0.006930367|4.727387819|-0.008507023|2|1.651047524|-0.003356527|10.95053349|1|0.079490516|2|0.77199166|-0.028317736|-0.088948538|0.834167942|0.790249345|0.863222493|-0.073352505|-0.092939631|0.176745407|-49.2635105|-62.41821579999999|62.42897239999999|-0.032802223|-41.92004677|8.368715213|-1.672913351|-33.08535238|75.61173794|-22.02995852|0.401838426|2869.925064|3253.287533|0.279288145|15.13042752|187.5697972|-754.5608419|13.19352214|1.0|1.0|1.0|1.0|3.56|2.21|-10.18|5.01|4.53|103.17|1.0|0.0|0.0|0.0|-5.11|5.0|0.0|-4.78|7.74e-06|1.65e-05|0.00688|3.27|0.0|6.59e-11|2.75e-08|4.8413|3.36|3139.0|-1347.301285|711.29|1202.78|568.41|0.49643|0.70541|0.0048|10.8469|-0.2059099999999999|0.03437105|7.3768|7.3768
25_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|1.234859637|-0.010144825|4.727387819|-0.1084905069999999|2|1.087932079|-0.003963349|10.94972207|1|-0.120903298|2|0.8462332770000001|-0.077710529|0.004104478|0.906449648|0.622598899|0.786958319|-0.073339312|-0.08797211|0.574771479|-44.52300552|-53.40631957|11.20142696|-0.031278972|-32.42203672|7.453635586|-1.407553754|-27.0291331|71.17072517|-18.98891362|0.4760601829999999|2704.5905190000003|1514.111398|0.376125772|13.26689626|228.3393366|-518.7525876|17.76440561|0.0|1.0|1.0|0.0|3.26|3.27|-8.01|3.29|4.95|84.73|2.0|0.0|0.0|1.0|-4.99|5.0|0.0|-4.82|1.01e-05|1.52e-05|0.00626|3.53|0.0|9.79e-09|4.02e-06|4.8002|4.78|3.9878|-1735.414386|626.55|1062.81|491.7|0.53663|0.68761|0.0702|3.8832|-0.22919|0.0285712999999999|7.8|7.8
3a_a12|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.007671441|0.0|-0.042445446|2|0.0|-0.0025830939999999|10.95455336|0|-0.205054123|1|0.7038021990000001|-0.021522321|-0.032466697|0.759068438|0.8847197109999999|0.871985494|-0.07121814|-0.090803706|0.241900756|-34.84701355|-44.430225|71.11710277|-0.034924502|-21.73969523|2.258466332|-1.362055589|-17.05063286|52.21461165|-17.08854808|0.462077145|2045.857684|1050.730179|0.2189499039999999|11.01449587|107.1321197|-326.0954285|7.784386645|1.0|1.0|1.0|0.0|3.84|2.74|-7.5|3.43|2.49|37.28|0.0|0.0|0.0|1.0|-3.6|3.0|0.0|-4.06|0.00025|8.8e-05|0.0263|3.15|0.0|3.13e-08|9.33e-06|4.2336|3.33|3.7304|-951.3711872|528.84|875.71|383.08|-0.34688|0.66895|128.0|1.3824|-0.22157|0.023184956|6.7122|6.7122
3_a27|0.0|0|0|0|0.0|0.0|2|6.605297921|3.127072625|-0.00648099|4.59511985|-0.096132106|2|1.177265999|0.009082086|10.93782973|1|-0.296039263|2|0.810053853|0.136381755|0.038685745|0.8759548629999999|0.610158103|0.862115922|-0.06145119|-0.086153958|0.397733752|-31.82136336|-44.61323499|10.71226495|-0.032307734|-23.10213938|5.157668895|-1.292309364|-16.47810502|54.32114618|-16.72996312|0.44566003|2294.213272|1043.697725|0.266146248|11.64968556|137.8189165|-346.53209080000005|9.707911187|1.0|0.0|1.0|0.0|3.03|3.11|-5.89|2.8|2.94|65.6|0.0|0.0|0.0|2.0|-3.7|4.0|0.0|-3.99|0.0002|0.000103|0.0339|2.67|0.0|1.29e-06|0.000423|5.5045|4.92|3962.0|-1081.905135|547.92|931.06|425.72|0.34864|0.6734600000000001|0.2208|2.7811|-0.21969|0.02032437|8.3979|8.3979
35_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|0.0|-0.00622005|4.844187086|-0.020425504|1|0.0|-7.44e-05|10.94702087|0|-0.104482176|0|0.737094825|-0.032017257|-0.017913121|0.774007861|0.7277482059999999|0.800765945|-0.081822342|-0.084219749|0.3888901179999999|-60.302584200000005|-62.06945887|118.7214377|-0.033440195|-45.74482543|4.809030636|-2.273933228|-44.44264921|67.9315105|-24.64522632|0.465531336|3038.429834|1761.858479|0.125426193|17.18442554|92.43836482|-1235.110287|5.862051629|1.0|1.0|0.0|1.0|4.3|0.0|-9.55|4.13|3.35|85.29|3.0|1.0|0.0|1.0|-6.06|3.0|0.0|-5.53|8.629999999999999e-07|2.96e-06|0.0014199999999999|4.55|0.0|2.81e-10|1.35e-07|3.2146|8.09|3.2146|-1533.002975|796.47|1400.62|657.07|0.69279|0.69279|0.4981|2.0432|-0.18079|0.02600607|7.6198|7.6198
19_a20|0.0|1|0|0|3.423603867|0.0|0|6.842683282|0.0|-0.0096278259999999|4.727387819|-0.130949446|3|1.622562232|-0.006620594|10.94899558|1|0.175308615|3|0.7619768840000001|-0.143992458|-0.105118869|0.8193003000000001|0.7741509329999999|0.754452534|-0.091725453|-0.099685049|0.25624423|-60.26825633|-65.49811346|339.8339889|-0.038340404|-43.03556944|5.890223441|-1.993700989|-39.5992891|75.98477124|-25.1915821|0.483310517|2849.084477|1818.518838|0.203929412|15.38668579|133.9919257|-860.7113887|10.48665779|1.0|1.0|1.0|1.0|3.49|2.49|-9.63|4.97|4.08|110.44|1.0|0.0|0.0|1.0|-4.89|5.0|0.0|-4.57|1.29e-05|2.6600000000000003e-05|0.0112|2.91|0.0|2.34e-10|9.86e-08|3.3616|5.01|3.3616|-1368.413151|687.79|1190.68|519.34|0.6987399999999999|0.6987399999999999|0.2998|4.2507|-0.2067|0.03487615|5585.0|5585.0
18b_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|1.824998189|-0.003259453|4.727387819|0.0131826839999999|2|2.003993644|0.006181503|10.31286058|1|-0.032776381|2|0.7723870909999999|-0.026045966|0.001715854|0.8333962429999999|0.6915652390000001|0.936253893|-0.063132226|-0.078644297|0.348987182|-44.30110081|-55.18621997|80.36582704|-0.0305838929999999|-38.7252349|6.296086869|-1.6515302369999998|-31.08693686|64.81723515|-21.46130777|0.493622561|3051.645565|2327.4502850000003|0.215220531|17.09119768|151.02439719999998|-813.229933|9.631015182|1.0|1.0|1.0|1.0|3.58|3.56|-9.84|5.93|5.59|111.51|2.0|1.0|0.0|1.0|-6.54|4.0|0.0|-5.71|2.87e-07|1.95e-06|0.000899|4.48|0.0|1.4500000000000002e-10|6.690000000000001e-08|5.5437|4.32|3.6826|-1767.52411|728.12|1284.89|612.24|0.36733|0.54166|0.0468|2.8141|-0.22145|0.03002332|7.2924|7.2924
33_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|1.915285809|-0.00145476|4.727387819|0.023539095|2|2.0219022580000003|0.009265667|10.93244905|1|0.248715569|2|0.74131936|-0.0854333469999999|-0.10978034|0.802353442|0.607038752|0.9493896|-0.058927252|-0.069838312|0.399354817|-38.58254635|-45.72654913|8.680600701|-0.0265385579999999|-29.9394021|5.46110745|-1.326927921|-25.26187502|54.60811436|-17.37608867|0.465855239|2737.8873550000003|2274.654579|0.240643818|15.094865900000002|157.56124519999997|-568.84864|8.881565237|1.0|0.0|1.0|1.0|3.39|3.59|-9.69|5.33|5.39|67.39|2.0|0.0|0.0|1.0|-5.6|4.0|0.0|-5.53|2.48e-06|2.98e-06|0.0012|4.47|0.0|2.04e-10|8.199999999999999e-08|5443.0|4.07|3.8867|-1275.852801|689.51|1174.95|563.98|0.27375|0.6129|0.0463|3.5714|-0.21788|0.02957286|7.4685|7.4685
1m_a5|0.0|1|0|0|2.934162514|0.0|0|6.605297921|0.0|-0.002410445|4.59511985|-0.005518104|2|0.0|0.006422789|10.94856032|1|-0.118494698|2|0.7824502320000001|0.077347244|-0.022280685|0.851987765|0.63664685|0.8823955520000001|-0.070959368|-0.071478865|0.429612762|-37.380714700000006|-37.65438054|154.6334216|-0.028977918|-19.83596661|2.506013299|-1.072182971|-19.69180207|46.74648368|-15.26528941|0.482646195|2183.167528|841.0375686000001|0.26152627|13.35855701|137.7695311|-297.5394992|9.092103139|1.0|1.0|0.0|1.0|2.69|2.11|-8.63|5.11|4.85|54.46|1.0|0.0|0.0|1.0|-4.52|3.0|0.0|-4.74|2.99e-05|1.82e-05|0.00607|3.69|0.0|2.35e-09|7.82e-07|4.6678|3.48|4.3983|-1410.912452|553.42|926.13|423.2|0.4527899999999999|0.45426|0.2373|1939.0|-0.22857|0.03223201|7.3665|7.3665
1_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0.0|-0.006053652|4.727387819|-0.073036903|2|2.194605012|-0.006610844|10.33805862|0|-0.007705076|2|0.7905285390000001|-0.126299711|0.057919092|0.8457792829999999|0.943582278|0.7762512779999999|-0.098872259|-0.0925710269999999|0.521474118|-45.44133321|-42.54530997|289.8942564|-0.034105115|-19.55367089|1.697600903|-1.295994381|-20.88467272|49.05980305|-15.67458788|0.4490711529999999|2012.9704|1162.737831|0.207914282|9.046658216|95.55665364|-273.7513925|6.514493077999999|1.0|1.0|0.0|1.0|3.83|0.0|-5.77|2.28|1.85|77.1|0.0|0.0|0.0|2.0|-3.07|4.0|0.0|-3.3|0.0008529999999999|0.000503|154.0|1.83|0.0|1.69e-06|0.000518|5.8805|2.08|3.8645|-1273.316428|496.09|845.2|316.61|0.30619|0.68912|0.0096|2.2332|-0.21886|0.02599563|6.1403|6.1403
11_a47|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.007767503|0.0|-0.156077888|3|1.311097861|-0.007419345|10.93671007|0|-0.120383371|3|0.715054643|-0.058523885|0.07716247|0.770028429|0.686454722|0.796863393|-0.08164597|-0.096486559|0.572646116|-50.01659041|-59.10798423|119.4035378|-0.035945973|-36.20974614|3.175899139|-1.833244617|-30.64032829|66.9895812|-22.02062158|0.4686568239999999|2842.168734|2201.328597|0.183391205|11.22841564|112.34605729999998|-687.9851765999999|7.881596968999999|1.0|1.0|0.0|1.0|3.28|3.15|-10.55|5.58|6.68|70.93|2.0|0.0|0.0|0.0|-6.29|5.0|1.0|-6.03|5.110000000000001e-07|9.32e-07|0.000394|5.06|0.0|2.81e-11|1.19e-08|3.7253|4.84|3.7253|-1396.184699|654.49|1146.42|549.52|0.6915399999999999|0.6915399999999999|0.2321|2.9142|-0.20554|0.03959805|7.4|7.4
11c_a31|0.0|1|0|0|3.336985072|0.0|0|7.765993078999999|0.0|-0.0184155389999999|5.733341277|-0.141329185|0|0.0|-0.011679927|10.31169916|2|-0.0512371409999999|0|0.839810365|0.013528742|-0.139933586|0.8906705429999999|0.787929678|0.564143263|-0.138002689|-0.14043574|0.3608415239999999|-80.82023592|-82.24513417|264.7428792|-0.042457317|-48.16624372|11.74927853|-1.825664624|-47.33176279|99.31985763|-24.864808|0.47997061|2470.585429|1770.045716|0.323910768|13.95917988|189.6959033|-626.1611682999999|17.07472346|1.0|0.0|1.0|1.0|3.51|2.66|-5.84|5.04|3.64|125.57|1.0|0.0|0.0|2.0|-5.11|6.0|0.0|-3.98|7.68e-06|0.000105|39.0|2.82|0.0|1.45e-06|0.000537|3.8551|4.47|3.8551|-1559.3980869999998|622.22|1022.77|512.9|0.7005899999999999|0.7005899999999999|0.2627|5289.0|-0.19526|0.04465349|6.8861|6.8861
7_a1|0.0|0|0|0|0.0|0.0|1|7.860570786|2.307091837|-0.010040172|5.777652323|0.001018628|1|0.0|0.0021597079999999|10.9513015|1|-0.077833285|1|0.801577133|-0.048198584|-0.042175602|0.862051935|0.729621031|0.710959153|-0.083362936|-0.098295453|0.289201649|-40.16416679|-47.35863598|111.9204437|-0.031040669|-22.81733634|8.342261787|-1.179545431|-19.35104936|61.72628137|-14.95535873|0.452829665|2150.215999|1466.924404|0.396617144|9.278054953|191.0896839|-273.8080361|14.36764539|0.0|1.0|0.0|1.0|3.09|2.83|-5.64|3.43|3.29|49.17|0.0|0.0|0.0|2.0|-3.16|4.0|0.0|-3.71|0.000696|0.000195|0.0595|2.48|0.0|2.29e-06|0.000698|4.0504|2.76|4.0504|-1009.509475|515.2|864.85|365.53|0.69902|0.69902|0.2961|4575.0|-0.19167|0.02860499|6.3372|6.3372
4S4l_a46|0.0|0|0|0|0.0|0.171853072|1|7.825245291|2.155247543|-0.004736212|5.587248657999999|-0.075241716|1|0.0|0.0066560469999999|10.94631401|1|-0.1012114369999999|1|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0.894782107|-0.090807851|-0.084663086|0.213675946|-49.45536962|-46.10883478|178.19783940000002|-0.029881089|-25.11158939|2.117940478|-1.523935543|-26.93416438|49.6055056|-16.27370639|0.469439238|2166.052483|1744.8220399999998|0.1220608659999999|10.68377935|66.47624804|-452.0086091|3.496670823|1.0|1.0|1.0|1.0|3.92|3.19|-7.0|4.64|5.02|50.94|1.0|0.0|0.0|1.0|-5.28|3.0|0.0|-5.11|5.25e-06|7.78e-06|0.0027|4.49|0.0|9.980000000000001e-08|3.47e-05|5.2929|4.99|4.1414|-1092.753999|583.76|1040.96|500.66|0.57885|0.6763600000000001|0.0614|2.5083|-0.19647|0.02696794|6.5834|6.5834
24_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|1.225600378|-0.010774404|4.727387819|-0.1160443999999999|2|1.081401467|-0.0060410169999999|10.95005721|1|0.056234624|2|0.812650394|-0.005097239|0.113432542|0.875198713|0.627160379|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|-42.71324947|-51.21152885|41.72753688|-0.032498249|-28.82156035|6.81713713|-1.364926459|-24.03877652|69.27912772|-18.28983173|0.479188295|2642.775318|1239.381181|0.388396422|13.48797266|218.5873217|-432.3234052|18.06759887|0.0|1.0|1.0|0.0|3.14|3.12|-7.63|2.78|4.64|84.73|1.0|0.0|0.0|1.0|-4.61|5.0|0.0|-4.52|2.46e-05|3.05e-05|0.0121|3.16|0.0|2.32e-08|9.22e-06|3.9675|4.46|3.9675|-1696.105723|578.94|1002.04|450.98|0.6835|0.6835|0.2618|2.6517|-0.2285|0.03414611|8.5|8.5
14z_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|3.305974434|-0.005892861|5.351858133|-0.024897956|2|0.729326158|0.009174505|10.31321795|2|0.0708381429999999|2|0.802520527|0.10796308|-0.035965909|0.8668730109999999|0.64069202|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|-40.56245532|-55.54823244|40.18308023|-0.03393829|-38.68856944|8.895469235|-1.595099623|-28.25118461|66.77741935|-23.63754572|0.474697407|3094.698027|2692.627452|0.214395551|14.91419434|149.3235124|-773.7713888999999|11.22918692|0.0|0.0|1.0|0.0|3.42|3.67|-8.57|4.64|5.32|105.02|2.0|1.0|0.0|1.0|-6.77|4.0|0.0|-6.13|1.7e-07|7.37e-07|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|4032.0|4.73|3.6632|-2549.107748|715.41|1221.92|586.28|0.66217|0.69913|0.2917|5.9301|-0.23698|0.01238131|8.2941|8.2941
4q_a46|0.0|0|0|0|0.0|0.09591943|1|7.832410927000001|2.151582577|-0.001250008|5.587248657999999|0.004704245|2|0.0|0.012173202|10.96363644|1|-0.019471024|2|0.807871283|-0.15266708|-0.121752717|0.848935944|0.703627625|0.913550004|-0.052170875|-0.070035423|0.258420996|-29.12008262|-39.09149156|38.31894407|-0.021010627|-21.81959712|4.520667361|-1.050531344|-16.25388148|49.37907349|-11.72744747|0.487775649|2234.596293|1491.412605|0.38044274|11.78798551|212.350744|-327.2939568|10.28758193|1.0|1.0|1.0|1.0|3.95|3.16|-6.94|4.09|4.09|52.83|0.0|0.0|0.0|1.0|-3.41|4.0|0.0|-3.89|0.000389|0.000129|0.0449|2.65|0.0|1.14e-07|3.97e-05|4.5296|2.57|4.5296|-1108.751283|606.7333|1043.05|510.13|0.69002|0.69002|0.1432|2.7026|-0.2207199999999999|0.02185677|6129.0|6129.0
10_a15|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.006872984|0.0|-0.0435725659999999|2|0.0|0.001740635|10.95972828|0|-0.132759909|2|0.713794823|0.0107135269999999|0.018211609|0.7585998270000001|0.7933685340000001|0.933136945|-0.052826735|-0.101494566|0.640780603|-30.73805622|-59.05618983|6.497096666|-0.036384844|-34.36276159|3.550143186|-1.928396745|-17.88541558|65.80736417|-21.17108692|0.449323734|2605.82709|2305.991259|0.169827351|10.08767698|98.81668286|-652.8924702|6.751174337|1.0|1.0|1.0|1.0|3.58|3.64|-9.82|5.32|6.3|56.27|2.0|0.0|0.0|1.0|-6.22|4.0|1.0|-5.83|5.99e-07|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|4.4682|5.16|3.6448|-1281.088565|631.2|1136.48|487.16|0.66799|0.70313|0.0042|1.6654|-0.18958|0.02738146|8.1549|8.1549
12n_a36|-3.404662145|1|0|0|3.400581499|0.0|0|7.412764017000001|0.0|-0.0099988159999999|5.351858133|-0.350034917|2|0.0|-0.006862238|10.31810354|1|0.048110172|1|0.81793955|0.162338703|-0.000421339|0.869718963|0.750657639|0.720111143|-0.089275906|-0.115872034|0.239018516|-60.42525197|-78.42650015|67.52548352|-0.039955874|-53.08197085|9.668119648|-2.317440678|-40.89805687|92.79755725|-27.04362074|0.454498749|3482.18259|3465.537153|0.258248547|12.58209967|174.79221719999998|-1061.639417|14.3710571|0.0|0.0|0.0|1.0|5.03|0.0|-6.87|1.28|2.15|123.75|1.0|0.0|0.0|1.0|-3.85|6.0|0.0|-3.72|0.0001409999999999|0.0001889999999999|0.0897|1.64|0.0|1.36e-07|6.45e-05|5.3573|6.24|3.6382|-1876.201464|714.14|1256.83|566.87|0.32172|0.7046600000000001|0.0155|10.8395|-0.19984|0.03261661|7.8239|7.8239
6e_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1.75595616|-0.0148450439999999|6.401917197|-0.074872854|0|0.744550501|-0.0026177839999999|10.30179954|2|-0.276969278|0|0.8361555479999999|-0.011405885|-0.289988439|0.8988141140000001|0.648802794|0.74620476|-0.107312598|-0.1164147119999999|0.376602018|-70.52033811|-76.50178121|185.1473293|-0.04873174|-50.27304895|6.85578763|-2.095464821|-46.34235117|84.95203628|-32.02400144|0.441911406|3075.060648|3854.417113|0.133008824|12.49434084|87.40658058|-904.9148811|8.450255075|1.0|0.0|1.0|0.0|3.98|3.16|-4.63|5.02|3.72|173.43|2.0|2.0|1.0|2.0|-7.76|5.0|1.0|-5.58|1.74e-08|2.6e-06|0.00124|4.4|1.0|2.35e-05|0.0112|2.9549|8.35|2.9549|-2831.191706|671.95|1149.77|537.07|0.67187|0.67187|0.3625|8.3311|-0.2164|0.03482243|7.7447|7.7447
