molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|nAHRing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|GATS1are|BIC2|MATS8d|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
4o_a46|0.0|0|0|0|0.160026534|1|2.138144369|5.587248657999999|0.042766097|1|-0.2363624889999999|0.0|-0.032014955|10.93828256|-0.06855792|1|1|0.010144781|-0.376106593|-0.028735607|0.626333846|0.7699448320000001|-0.09492635|0.6418406720000001|0|0.00972341|-36.03345669|5.332434441|0.049267382|-19.76117845|2.9243708|31.19780621|0.7510206490000001|-19.49276784|42.00638612|-12.01115223|0.460981009|2195.436986|521.3931342|-576.535307|1705.3950960000002|0.248979351|5.527567399|10.25486577|4966.476822|136.5432529|-316.1788552|15.99310518|0.0108913189999999|-275.3254498|767.6690487000001|5.972929428|1.0|0.0|1.0|0.0|3.73|17.0|4.77|2.72|1.0|0.0|103.66|0.0|2.0|342.44|0.0|1.0|0.00422|1.34e-05|4.06|5.5e-08|1.88e-05|-0.04627|4.3255|3.76|4.3255|-1070.456878|-1070.428722|581.59|1022.29|286.64|286.64|501.08|0.6843|-1070.223416|0.1598|3.4494|-0.22909|0.02815574|-1070.276387|6.7905|6.7905
14b_a3|0.0|0|0|0|0.0|0|0.0|4.727387819|-0.1160619169999999|3|-0.1551678719999999|1.7086790859999998|-0.356087317|10.31162234|-0.102362298|1|1|-0.004161699|-0.288944272|-0.094863591|0.882394075|0.7809478329999999|-0.170297225|0.8255789570000001|1|0.012828558|-49.38772279|6.273415527999999|0.2135234869999999|-24.15156108|3.067822725|82.79166784|0.766915433|-21.76034149|57.87172082|-17.83445545|0.487615651|2160.565755|384.6023764|-642.0403962|1289.104749|0.233084567|4.989782639|9.738358819|4803.535505|113.9829058|-313.9702941|23.25478753|0.017348996|-261.0537205|837.1723509999999|8.483998032|0.0|1.0|1.0|1.0|3.18|21.0|4.28|1.04|0.0|0.0|93.25|0.0|2.0|319.38|0.0|0.0|0.0113|0.000103|2.58|1.28e-07|4.08e-05|-0.06676|3.0724|2.22|3.0724|-1327.514377|-1327.4859310000002|524.27|879.19|403.54|403.54|368.39|0.70123|-1327.349444|0.2276|2.8743|-0.19618|0.02844675|-1327.398177|6.4202|6.4202
19_a15|-3.694652026|0|0|0|0.0|0|0.0|0.0|-0.558905888|1|0.037722611|0.0|-0.4621216379999999|10.31928434|-0.032407407|0|0|-0.00534669|0.060683674|-0.045543362|0.7981860159999999|0.722297906|-0.048611111|0.7358168620000001|0|0.00527267|-64.78818183|3.04716388|0.308930877|-37.44217335|1.761006946|15.76831619|0.922135562|-31.61527447|68.10965742|-24.47553536|0.405429114|2625.952212|399.3803987|-1101.399091|1857.369806|0.077864438|6.10227122|10.26331993|5417.777463|44.99916039|-636.516947|26.54223128|0.005747326|-487.9183964|1194.400408|3.321475588|1.0|1.0|1.0|2.0|2.99|18.0|2.36|1.64|1.0|0.0|101.22|0.0|5.0|369.44|0.0|0.0|0.00279|4.1200000000000005e-05|3.29|7.28e-08|2.69e-05|-0.0372399999999999|4.1742|7.53|4.1742|-1523.404372|-1523.361214|601.23|1030.77|297.03|297.03|519.04|0.68945|-1523.196562|0.4895|6.7515|-0.20742|0.04315771|-1523.254714|7.1427|7.1427
17a_a10|0.0|0|0|0|0.0|2|2.118111229|5.4161004020000005|0.021150127|3|-0.082914437|1.863045777|-0.2946568739999999|10.92970797|0.031632653|1|1|0.01029375|-0.132166258|-0.360142554|0.7019075779999999|0.76281504|0.054069767|0.673253555|1|0.020088947|-58.46202420000001|14.20303963|0.146175016|-41.33310046|10.04165819|87.61514901|0.564726042|-27.70403316|76.48633670000001|-16.70343549|0.4918223679999999|3154.628148|603.6608262999999|-1052.3164359999998|1855.293376|0.4352739579999999|8.621193279|16.96492079|7078.918870999999|307.7420338|-743.9958084|29.57794442|0.0254938|-91.52361858|1863.410498|18.02431251|0.0|1.0|1.0|0.0|3.8|21.0|3.31|1.29|1.0|0.0|142.16|0.0|6.0|468.55|0.0|1.0|0.0986|4.74e-05|2.43|4.74e-08|2.22e-05|-0.04641|5.5285|3.95|3.9887|-1524.557372|-1524.52012|767.6|1326.24|310.84|224.26|603.73|0.32889|-1524.187115|0.0867|4.1012|-0.21203|0.03725238|-1524.252023|7.3098|7.3098
13_a12|0.0|0|0|0|0.0|0|0.0|0.0|-0.0619247109999999|2|-0.21832579|0.0|-0.272508888|10.96083169|0.021322992|0|0|0.002279068|-0.362308767|-0.281096572|0.845823047|0.6809340620000001|0.039235452|0.804066411|0|0.008188151|-45.33566159|4.01385817|0.09993609|-22.2236882|1.96760628|66.2289548|0.8829921740000001|-13.97756285|48.99243638|-17.15403411|0.466560112|1812.788134|441.2142447|-634.6992622|664.9830294|0.117007826|6.06407675|11.36787272|3647.657976|57.35761558|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|718.8050825|3.656774794|1.0|1.0|1.0|1.0|2.7|18.0|3.63|2.42|1.0|0.0|84.74|0.0|3.0|276.34|0.0|1.0|0.0152|6.3e-05|3.51|7.26e-08|2.01e-05|-0.04445|4.5363|3.83|3.9329|-876.3661620999999|-876.3370809|532.86|867.79|315.25|273.31|437.91|0.6622399999999999|-876.209109|0.0155|1.3023|-0.20903|0.0290811829999999|-876.258343|7.0315|7.0315
8_a20 (IN-1130)|0.0|1|0|0|0.0|0|0.0|4.727387819|-0.124997065|2|0.1728459339999999|1.622562232|-0.528090969|10.94899447|-0.0574882679999999|1|1|-0.004654742|0.293415753|-0.083481481|0.811128636|0.760688473|-0.0957193819999999|0.7741509329999999|1|0.0158089389999999|-64.75689362|10.46873389|0.272572869|-42.88223811|6.93243166|89.35267123|0.7481063720000001|-42.20109173|77.31081766|-23.66117267|0.4824986429999999|2849.395895|481.70475260000006|-1230.3809789999998|1829.419484|0.251893628|8.005662608|15.46983888|6291.586155|166.8048285|-814.7625241000001|31.628086|0.018957805|-328.593789|1644.660472|12.55392404|1.0|1.0|1.0|2.0|3.49|27.0|4.97|1.33|1.0|0.0|122.86|0.0|5.0|420.47|0.0|0.0|0.00596|2.82e-05|2.87|2.34e-10|9.86e-08|-0.07014|4.9797|4.53|3.2329|-1368.412748|-1368.372708|696.06|1192.01|383.5|248.98|517.94|0.4377|-1368.118751|0.1361|3803.0|-0.20636|0.04004011|-1368.180121|7.4437|7.4437
12al_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.04314418|2|0.1030147719999999|0.0|-0.4908576189999999|10.96020817|-0.031635802|1|1|0.003077071|0.172830414|-0.239932418|0.8913597320000001|0.8344566859999999|-0.055405405|0.84179881|0|0.026927826|-69.69632923|17.71943397|0.198820783|-45.86257662|11.65999569|0.0|0.671084645|-33.70669917|86.77628559|-23.23210974|0.456856406|2843.740855|527.2034213000001|-1254.533926|2244.88081|0.328915355|8.774664332|16.15533063|6049.668466|216.4375922|-825.5263792000001|34.61874732|0.025956027|-225.1591357|1869.412355|17.07995636|1.0|0.0|0.0|2.0|4.81|17.0|2.77|1.72|1.0|0.0|130.24|0.0|6.0|411.46|0.0|0.0|0.0464|8.499999999999999e-05|2.65|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|1181.84|349.14|319.71|554.23|0.6945399999999999|-1347.196501|0.0095|6.4473|-0.1955599999999999|0.03469224|-1347.257936|7.3188|7.3188
9_a15|0.0|0|0|0|0.0|0|0.0|0.0|-0.042227775|1|0.096418279|0.0|-0.506073953|10.95880687|0.005692073|0|0|0.003160815|0.140072812|-0.295062413|0.85357243|0.7059441040000001|0.010183805|0.8105478740000001|0|0.032464905|-65.07462414|18.10574464|0.153843684|-36.29225274|10.09761131|54.69975317|0.51257747|-22.92354152|85.14415759|-15.93664265|0.4517825079999999|2392.3164920000004|471.903131|-780.8954896|1689.926339|0.48742253|5.485176331|10.00547485|5375.400861|271.83655510000006|-435.5070329|31.09118831|0.03598612|-14.02896218|1523.4682269999998|20.06953345|1.0|1.0|1.0|1.0|3.16|18.0|3.9|1.96|2.0|0.0|104.74|0.0|7.0|366.41|0.0|1.0|0.00206|1.53e-05|4.24|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.36|3.7487|-1223.705126|-1223.687392|588.55|1042.17|330.74|285.37|507.33|0.6512399999999999|-1223.463757|0.0115|1.4625|-0.1824|0.01773342|-1223.522216|6.9706|6.9706
13a_a30|0.0|0|0|0|0.0|2|0.0|5.351858133|-0.118776867|2|-0.036541822|0.0|-0.627166322|10.31162842|-0.0351777|1|1|-0.002215642|-0.065043716|0.006103754|0.841060094|0.8303425640000001|-0.058608635|0.802578397|0|0.01856512|-76.60916637|12.53013554|0.303605444|-51.70573895|8.456950359|102.6479456|0.799862466|-49.96348386|88.22659517|-28.90911938|0.4661332179999999|3002.811441|470.0167988|-1532.183327|2520.165025|0.2001375339999999|8.066980235|15.1104742|6675.344631|135.07860209999998|-1034.114779|36.14261279|0.017212819|-404.771677|1915.558478|11.6174288|1.0|0.0|0.0|2.0|4.76|17.0|3.04|2.06|1.0|0.0|135.37|0.0|6.0|441.51|0.0|0.0|0.00427|5e-05|2.74|6.520000000000001e-07|0.000288|-0.0555|5.0535|4.54|3.5288|-1744.491614|-1744.4457100000002|721.66|1211.54|351.35|245.34|541.59|0.26119|-1744.217986|0.1603|0.7158|-0.20503|0.04590378|-1744.281248|7.8665|7.8665
12x_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.046532211|2|0.021670322|0.0|-0.40650598|10.33556641|-0.023932402|1|1|0.003710345|0.038200407|-0.133106642|0.906423012|0.828393514|-0.041914045|0.855081905|0|0.017625524|-70.20305027|11.85578416|0.163597165|-47.22198284|7.974776509|0.8295471390000001|0.7768535409999999|-33.36962015|81.1499815|-24.70107324|0.458792701|2884.428214|562.6051882|-1333.8579550000002|2391.802689|0.223146459|8.770758009|16.20591229|6193.10485|150.09915149999998|-897.2176739|31.79630645|0.016274369|-372.4502879|1717.000548|10.94693123|1.0|0.0|1.0|2.0|4.87|17.0|3.33|2.51|1.0|0.0|135.47|0.0|6.0|427.52|0.0|0.0|0.0061|3.09e-05|3.19|8.95e-08|3.83e-05|-0.05311|3.8776|3.37|3.7364|-1670.452834|-1670.419519|719.63|1209.23|331.83|319.74|569.01|0.6853600000000001|-1670.182026|0.0199|5.6653|-0.2048199999999999|0.03331471|-1670.244307|8.1549|8.1549
12h_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.041228471|2|0.059920602|0.0|-0.503153567|10.96020037|-0.051080247|1|1|0.003077071|0.100530266|-0.239932418|0.8913597320000001|0.820041835|-0.089459459|0.84179881|0|0.027905055|-70.19826261|18.27258858|0.180385475|-45.96672487|11.96512593|1.413982241|0.665254541|-31.5465515|87.85958486|-23.39942087|0.464544951|2845.467486|536.6941285|-1263.568727|2391.856014|0.3347454589999999|7.428908584|13.87400978|6159.17335|219.1956304|-827.4010477|35.1736357|0.026971557|-216.42159590000003|1899.376328|17.66132225|1.0|0.0|0.0|2.0|4.8|17.0|2.77|1.72|1.0|0.0|130.24|0.0|6.0|411.46|0.0|0.0|0.0464|8.499999999999999e-05|2.65|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|3.4554|-1347.481013|-1347.451759|697.29|1177.89|358.81|238.44|535.67|0.34589|-1347.199963|0.0056|6754.0|-0.1926|0.02925492|-1347.260478|7.8539|7.8539
9d_a31|0.0|1|0|0|0.0|1|0.0|5.733341277|-0.043220149|0|-0.057650507|0.0|-0.696763933|10.31169788|-0.021171445|2|2|0.000127275|-0.091744753|-0.214049412|0.8066174070000001|0.8343242820000001|-0.0375445629999999|0.771222772|0|0.029032453|-81.53295088|19.79432796|0.305664196|-55.58917047|13.49577391|560.5224416|0.6636195229999999|-45.65350116|97.84665015|-23.07536346|0.457506946|2654.377004|473.3981899|-1222.994263|1932.363213|0.336380477|9.436176796|17.39409698|5748.743284|229.34422830000003|-833.8375571|34.77197803|0.023927395|-223.1115993|1842.914835|16.31369927|1.0|1.0|1.0|2.0|3.8|16.0|6.04|1.31|2.0|0.0|112.97|0.0|9.0|412.51|0.0|0.0|0.0010199999999999|4.06e-05|3.46|2.3500000000000002e-08|9.69e-06|-0.03457|3.8478|5.0|3.8478|-1657.471475|-1657.428165|727.27|1202.79|322.22|322.22|630.49|0.7006899999999999|-1657.1791449999998|0.2611|2.6311|-0.19426|0.04331056|-1657.245966|6.2218|6.2218
12bg_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.044573523|2|0.057879142|0.0|-0.414822602|10.95885259|-0.0206090089999999|1|1|-0.00097037|0.097928606|-0.1716508239999999|0.884841888|0.836170906|-0.033696875|0.771220556|0|0.019606406|-70.42534258|13.44952052|0.159389648|-48.31008346|9.22604612|14.85588272|0.747867728|-35.49918495|83.78068847|-25.35312333|0.46245521|2925.402039|576.6383913|-1267.656166|2915.548359|0.252132272|7.549463377|14.04434294|6753.439903|172.9566471|-869.5815023|33.900544700000005|0.01946912|-340.0625449|1695.0272350000002|13.35534589|1.0|0.0|0.0|2.0|4.75|17.0|3.99|2.99|2.0|0.0|133.77|0.0|5.0|450.32|0.0|1.0|0.00372|6.55e-06|3.93|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|4.42|3.8944|-2152.13793|-2152.104584|703.94|1186.75|318.36|318.36|554.7|0.69395|-2151.914954|0.4409|6.6844|-0.21166|0.03334656|-2151.975577|7.8239|7.8239
9a_a31|0.0|1|0|0|0.0|1|0.0|5.733341277|-0.093457477|0|-0.05057805|0.0|-0.723734943|10.31169772|-0.0007638889999999|2|2|-0.0033853629999999|-0.084652799|-0.15653721|0.8058046320000001|0.782715368|-0.001313433|0.76226755|0|0.033245595|-78.6954713|21.33533299|0.308231868|-50.50275387|13.69193237|95.14995868|0.737758755|-41.55773748|94.03540892|-27.87131275|0.484502446|2855.751316|443.941629|-1337.8230119999998|1955.13855|0.262241245|7.812278516|15.15483138|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|0.0239033229999999|-305.16297060000005|1813.361078|15.33993762|1.0|1.0|1.0|2.0|3.6|22.0|5.51|1.58|1.0|0.0|113.64|0.0|6.0|418.47|0.0|0.0|0.00101|1.7100000000000002e-05|3.47|7.35e-09|3.07e-06|-0.04275|3.7892|5.27|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|327.21|540.01|0.7028|-1691.716118|0.7028|5.0244|-0.20032|0.03885662|-1691.7777600000002|6.8239|6.8239
17c_a50|0.0|0|1|1|0.0|2|4.349159921|5.82008293|0.024219848|2|0.021572081|2.193763306|-0.1766179239999999|10.94500663|-0.120904775|2|2|0.012222674|0.034485992|-0.373205592|0.762883243|0.774994313|-0.212611846|0.728169863|1|0.021675174|-50.69922125|14.91199042|0.10280106|-34.87982686|10.25908547|94.15397246|0.569750429|-24.567468100000003|66.7258111|-14.96042594|0.49503436|2951.495914|617.2509739|-912.5859825|2014.72331|0.430249571|8.310163601000001|16.45688922|6438.380804|296.00120400000003|-627.8368834|26.25785813|0.0232952879999999|-95.97318605|1601.729346|16.02658985|0.0|1.0|1.0|0.0|4.12|20.0|3.59|1.91|1.0|0.0|134.28|0.0|6.0|440.54|0.0|1.0|0.0698|3.75e-05|2.86|1.6100000000000005e-07|7.08e-05|-0.03121|4.2397|2.74|4.0432|-1411.187392|-1411.157813|746.5|1289.05|306.65|292.44|596.23|0.63122|-1410.838844|0.1801|6.3989|-0.19818|0.02957871|-1410.902767|7.1612|7.1612
14o_a23|0.0|0|1|1|-4.758526534|0|3.133942289|5.351858133|-0.301504331|2|0.135737344|0.6669152279999999|-0.807407518|10.3132174|-0.049105045|2|2|-0.0004039459999999|0.416392114|-0.2952674819999999|0.598213287|0.802854174|-0.072078004|0.575188253|1|0.018054548|-66.92857564|12.835973699999998|0.0959220569999999|-47.58321438|9.125801389|0.8929505459999999|0.800301554|-36.61307972|80.64694246|-30.18347529|0.48945652|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|0.199698446|9.016411722|17.66041891|7967.617129|141.97663490000002|-1094.413931|37.71512766|0.019295686|-427.001863|1923.471511|13.71836682|0.0|0.0|1.0|1.0|3.55|26.0|3.97|3.04|2.0|1.0|126.97|0.0|7.0|495.48|1.0|0.0|6.38e-05|1e-06|4.76|1.12e-08|5.57e-06|-0.08059|3.6989|5.17|3.6989|-2042.184285|-2042.161288|729.11|1236.72|335.19|335.19|582.89|0.58581|-2041.934645|385.0|5.9294|-0.23229|0.02299729|-2042.000938|8.4815|8.4815
19_a34|0.0|0|0|0|0.0|1|1.898101852|5.351858133|-0.169170251|1|-0.189862762|0.0|-0.5357267960000001|10.95957634|-0.014196676|1|1|-0.0042364759999999|-0.29861864|-0.401414514|0.866604574|0.8022000659999999|-0.0235903339999999|0.818710955|0|0.039589023|-62.64265252|19.74799697|0.360097548|-31.24772528|9.850795895|470.4453529|0.662289492|-28.08688512|77.38527508|-19.78189027|0.467358389|2127.363207|319.1993829|-751.7118302|1537.244187|0.3377105079999999|5.495780422|10.31797048|4496.516479|168.4584665|-374.9727034|29.86894781|0.029554695|-161.90813300000002|1135.020017|14.74262256|0.0|1.0|1.0|1.0|3.07|17.0|2.69|1.08|0.0|0.0|83.95|0.0|3.0|309.32|0.0|1.0|574.0|0.000704|1.66|9.42e-06|0.00291|-0.02901|4.1721|2.7|4.1721|-1046.606458|-1046.5747720000002|538.96|882.87|297.18|297.18|421.62|0.6897300000000001|-1046.458335|0.2189|3.4272|-0.20251|0.03168624|-1046.509891|6.0044|6.0044
40_a47|0.0|0|1|1|0.0|0|1.715145925|4.727387819|-0.0934645509999999|3|-0.056839794|1.566109469|-0.179798097|10.98214138|0.056362705|1|1|0.003634698|-0.130213023|-0.338113214|0.63155995|0.836942961|0.090270598|0.607650682|1|0.02047837|-44.90375373|11.04737121|0.1877663219999999|-24.22401965|5.959674083|0.0|0.573656733|-17.58259718|60.97203959|-14.59371996|0.4574577489999999|2313.85811|438.171933|-583.7487984|868.5333132000001|0.426343267|7.042383142|12.98034048|4862.524893|229.9974239|-314.91225539999994|25.43981292|0.029785575|-79.47051169|1017.592517|16.06828586|0.0|1.0|1.0|1.0|3.07|21.0|2.96|1.52|0.0|0.0|94.28|0.0|3.0|334.35|0.0|1.0|183.0|0.000192|2.19|8.339999999999999e-08|2.79e-05|-0.05086|4.0176|2.06|3.7236|-1123.174467|-1123.144637|571.5|947.27|332.97|308.6|444.47|0.67615|-1122.9968210000002|0.2612|4.7542|-0.20317|0.02983032|-1123.049869|8.4|8.4
15a_a22|0.0|0|0|0|0.0|0|1.646649187|4.727387819|-0.052476637|2|0.021482585|1.614660505|-0.280236463|10.9464374|-0.015194063|1|1|0.005757758|0.036467904|-0.165471815|0.6819423609999999|0.7392451729999999|-0.027029438|0.655865336|1|0.02126757|-55.4621036|14.43653926|0.13335968|-37.6479704|9.799599501|65.53409434|0.702735071|-28.45564196|70.12529157|-21.33157831|0.444668211|2884.815511|588.2800507999999|-1109.242072|2169.226845|0.297264929|8.157552588|14.6895113|6322.278103000001|201.7850124|-752.9594081|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|14.66318798|1.0|1.0|1.0|1.0|3.42|27.0|3.87|1.73|1.0|0.0|124.05|0.0|6.0|420.47|0.0|0.0|0.00945|2.1e-05|3.18|6.1e-10|2.56e-07|-0.0600399999999999|5.0577|4.98|3.6496|-1368.35331|-1368.321775|696.57|1189.31|339.72|245.14|541.27|0.41078|-1368.0755869999998|0.0955|5.2588|-0.21285|0.03153544|-1368.1368730000002|6.8447|6.8447
19_a47|0.0|0|1|1|0.0|0|1.445775615|4.727387819|-0.227538423|2|0.027033021|1.174354482|-0.4380552029999999|10.95058274|0.0604168609999999|1|1|-0.010153352|0.074201869|-0.126992366|0.635684951|0.823945134|0.095841135|0.614975047|1|0.026805875|-57.87554797|14.85167037|0.360357109|-32.06567824|8.228498913|66.13355777|0.637832605|-32.2945343|76.13237258|-20.66983856|0.463378097|2612.978054|354.3911695|-868.1332196000001|1238.799875|0.362167395|7.06969105|13.17443625|5846.960345|200.6571609|-480.9851737|32.40636867|0.03295186|-152.7310283|1361.067484|18.25682461|0.0|1.0|1.0|2.0|3.13|21.0|2.49|1.67|1.0|0.0|99.2|0.0|5.0|380.35|0.0|0.0|0.0816|0.000217|1.97|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|3.51|3.8423|-1335.75742|-1335.725639|571.23|974.59|322.68|322.68|412.31|0.68924|-1335.580357|0.3243|5.1151|-0.2117099999999999|0.03178118|-1335.634976|7.3|7.3
22_a10|0.0|0|0|0|0.0|1|2.113627059|5.4161004020000005|-0.017163935|2|-0.026750502|1.880539113|-0.332316729|10.92966136|-0.020475007|1|1|0.008903905|-0.042831367|-0.208132084|0.670763832|0.747363443|-0.033474297|0.646474494|1|0.016720696|-50.61577509|13.023146|0.130170086|-39.42279832|10.14325785|60.10354816|0.564323334|-32.68604442|71.13124588|-17.4251029|0.422182297|3241.833491|677.4790907|-1062.931277|2668.5420940000004|0.435676666|8.84228648|15.30289992|7414.102179|339.3328129|-827.8787647|30.87787063|0.026340252|-100.1982412|1883.550109|20.51547079|1.0|1.0|1.0|0.0|3.74|27.0|4.64|2.8|2.0|0.0|139.53|0.0|6.0|475.54|0.0|0.0|0.00217|2.95e-06|4.1|4.27e-10|2.03e-07|-0.05712|4.8251|5.65|3.8517|-1544.237634|-1544.203968|770.92|1339.48|321.89|256.95|602.93|0.4483899999999999|-1543.893507|0.1922|4.8409|-0.2180699999999999|0.03366599|-1543.959333|5.9586|5.9586
4q_a46|0.0|0|0|0|0.09591943|1|2.151582577|5.587248657999999|0.004704245|2|-0.012611536|0.0|-0.066250447|10.96363644|-0.081623022|1|1|0.012222698|-0.019471024|-0.187559576|0.716317772|0.807871283|-0.121752717|0.703627625|0|0.014510206|-39.09149156|8.099124333999999|0.086449996|-21.81959712|4.520667361|72.14599138|0.61955726|-16.25388148|49.37907349|-11.72744747|0.487775649|2234.596293|509.9138517|-586.3723734|1491.412605|0.38044274|6.038093227999999|11.78798551|4992.497361|212.350744|-327.2939568|18.92875482|0.018430997|-133.46593529999998|946.4377411|10.28758193|1.0|1.0|1.0|0.0|3.95|17.0|4.09|1.75|0.0|0.0|102.63|0.0|4.0|348.44|0.0|1.0|135.0|0.000129|2.65|1.14e-07|3.97e-05|-0.03042|4.5296|2.57|4.5296|-1108.751283|-1108.729426|606.7333|1043.05|273.72|273.72|510.13|0.69002|-1108.511662|0.1432|2.7026|-0.2207199999999999|0.02185677|-1108.566571|6129.0|6129.0
25b_a34|0.0|0|0|0|0.0|1|1.94553288|5.351858133|-0.0929479709999999|1|-0.150946163|0.0|-0.861190687|10.95957635|-0.061390533|1|1|-0.000223677|-0.2360985169999999|-0.435821207|0.832166825|0.7969500890000001|-0.101529052|0.787858064|0|0.030138301|-86.13394472|18.82143547|0.343426892|-53.79083879|11.75402804|49.2835599|0.76274549|-40.19997818|98.0416108|-26.50275222|0.419904835|2611.55928|410.0313565|-1378.143115|2671.608537|0.23725451|6.383564979|11.00434095|5786.015654|148.1659658|-860.6534206|34.74652105|0.019067452|-328.1702779|1806.819095|11.90766609|0.0|1.0|1.0|2.0|3.53|17.0|2.63|1.56|1.0|0.0|108.21|0.0|7.0|393.44|0.0|0.0|59.0|0.000202|2.29|3.8100000000000004e-07|0.00015|-0.03539|4.2253|5.06|4.2253|-1313.388114|-1313.361559|668.48|1136.16|293.43|293.43|562.84|0.6925600000000001|-1313.132261|0.2259|7.0586|-0.21103|0.02655501|-1313.194808|5.6819|5.6819
12b_a50|0.0|0|1|1|0.0|1|4.058595679|5.82008293|-0.0016330379999999|1|-0.08032584|2.112397566|-0.125985651|10.94501743|-0.115659308|2|2|0.011790103|-0.139522815|-0.291865836|0.699597776|0.804535572|-0.189976035|0.660148928|1|0.0214891|-33.25880166|10.80329197|0.074083915|-16.72031641|5.43117764|86.49656508|0.5731907470000001|-11.52561607|47.12729492|-11.93905701|0.430791247|2224.116359|465.4891075000001|-465.6232233|1446.231761|0.4268092529999999|5.7232816060000005|10.05480253|4672.843578|214.5713436|-234.0844297|20.82911679|0.027586169|-73.59089223|812.3355548|13.86849326|1.0|1.0|1.0|0.0|3.31|20.0|2.59|2.02|0.0|0.0|94.69|0.0|2.0|313.36|0.0|1.0|215.0|0.000144|2.5|3.22e-06|0.00101|-0.02974|4.7089|2.47|3.9305|-1006.664619|-1006.641541|539.15|909.8|315.44|263.3|401.64|0.6016199999999999|-1006.501585|0.0777|4.0567|-0.19425|0.02307802|-1006.550688|5.3242|5.3242
13_a47|0.0|1|1|1|0.0|0|0.0|4.59511985|-0.0777650159999999|2|-0.047120094|1.5940801480000002|-0.20197533|10.9452934|0.038682232|1|1|-0.000211465|-0.108780879|-0.0233277889999999|0.6427334020000001|0.794037882|0.065869272|0.626280497|1|0.017736598|-45.39284663|9.13564442|0.2183244369999999|-23.38063458|4.705524762|0.0|0.688261242|-21.52866736|57.38622954|-16.72368034|0.472007922|2190.316257|402.6200617|-635.4998528|669.2729199|0.311738758|7.038683428|13.33103985|4542.479565|160.5682509|-327.3288841|24.29844849|0.023284817|-193.936606|923.3410426|11.99338291|1.0|1.0|1.0|2.0|2.9|21.0|4.06|2.34|0.0|0.0|91.59|0.0|3.0|319.34|0.0|1.0|0.0185|5.41e-05|3.17|1.26e-08|4.04e-06|-0.05465|4.0302|2.7|4.0302|-1067.820961|-1067.78457|542.62|895.21|307.63|307.63|404.73|0.67466|-1067.665127|0.3382|3.5455|-0.22065|0.03639189|-1067.71601|7.8|7.8
