molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|GATS1pe|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|PNSA2|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
25b_a34|0.0|0|0.0|0.0|7.412764017000001|1.290860233|1.94553288|0.133975789|5.351858133|-0.0929479709999999|1|0.04037037|-0.150946163|0.0|-0.861190687|-0.00378755|10.95957635|1|-0.000223677|-0.278635968|-0.435821207|-0.623853334|1|0.832166825|-0.101529052|0.787858064|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|-86.13394472|18.82143547|165.2408865|-0.042438204|-53.79083879|11.75402804|0.76274549|-2.206786613|-40.19997818|98.0416108|-26.50275222|83.19266998|-1378.143115|6.383564979|0.723855085|148.1659658|-860.6534206|34.74652105|0.019067452|1806.819095|1.0|1.0|2.0|3.53|0.29|17.0|-6.42|2.63|1.0|0.0|0.0|7.0|-3.82|393.44|0.0|2.58|0.00015|0.000202|0.0796|2.29|0.0|3.8100000000000004e-07|0.00015|4.2253|4.2253|-1313.388114|1136.16|0.2259|293.43|562.84|0.6925600000000001|-1313.132261|0.2259|-0.17564|7.0586|-0.21103|9.0174|2.08|5.6819|5.6819
EW7203_a60|0.0|0|0.0|0.0|7.412764017000001|0.604984431|0.0|0.025672274|5.351858133|0.0075638519999999|2|0.041767677|-0.092774356|0.0|-0.377182982|0.003099827|10.31162855|1|0.0036417359999999|-0.049287858|-0.090115975|-0.458129101|1|0.80330079|-0.089945913|0.760234689|-0.076068195|-0.096226348|0.345488097|0.020156795|-62.23028092|13.03554647|80.48638339|-0.036566012|-40.24477665|8.430183|0.766837077|-1.828300603|-31.81402579|73.82739839|-23.64750675|62.22940284|-1182.375337|8.310125852|0.989250745|150.7881632|-764.6507562999999|30.83771958|0.01793256|1541.885979|0.0|1.0|2.0|4.75|0.13|17.0|-6.7|3.87|2.0|0.0|0.0|5.0|-5.74|425.51|0.0|3.09|1.81e-06|1.53e-05|0.0065|3.59|0.0|2e-07|8.51e-05|5.0166|3.5192|-1668.025575|1166.44|0.2385|247.15|546.85|0.69857|-1667.78681|0.0448|-0.1446599999999999|1.7676|-0.20654|2.5159|9.0|8.0334|8.0334
14_a47|0.0|1|2.871076328|0.0|6.605297921|1.417758105|0.0|-0.126490693|4.59511985|-0.136491228|2|0.036632997|0.017068634|1.484493371|-0.2306964|-0.008212621|10.95058279|1|-0.006335783|-0.020596219|-0.061837113|-0.33240126|2|0.5975877820000001|0.050943962|0.579833096|-0.093553938|-0.094132436|0.2662137639999999|0.020106089|-47.47362906|10.1400648|64.60629385|-0.034963476|-23.9422834|5.113919242|0.664709719|-1.223721666|-23.79514424|61.62381153|-17.63306222|57.32194098|-617.1571777|6.909385453|0.904139078|169.0962983|-311.2496842|26.52746264|0.028057496|928.4611922|1.0|1.0|2.0|2.78|0.0|21.0|-7.79|3.97|0.0|0.0|0.0|3.0|-3.97|323.3|0.0|3.16|0.000108|7.46e-05|0.0241|2.91|0.0|1.63e-08|5.27e-06|3.9671|3.9671|-1127.737484|849.76|0.2452|312.53|375.43|0.68345|-1127.610422|0.2452|-0.16377|2.2485|-0.22434|3665.0|8.0|8.1|8.1
12m_a36|0.0|1|3.40403699|0.0|7.412764017000001|1.297043522|0.0|0.013543656|5.351858133|-0.133854569|2|0.03912037|0.14264424|0.0|-0.667165917|-0.006653538|10.95440733|1|-0.004569485|-0.052743904|-0.090926893|-0.52644768|1|0.892815402|-0.064035403|0.849217847|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-81.19927925|15.24099981|42.78660249|-0.04260035|-54.45666327|10.22144534|0.7471181240000001|-2.300418875|-45.120107|96.11918789|-28.57011677|82.51872026|-1542.786306|7.312794835|0.8702895190000001|169.596372|-1034.676602|38.24042793|0.0222467879999999|2064.983108|0.0|0.0|3.0|4.83|0.13|17.0|-6.14|1.92|1.0|0.0|0.0|6.0|-4.1|424.46|0.0|1.26|7.96e-05|0.000159|0.0676|2.11|0.0|7.19e-07|0.000305|3.8658|3.8658|-1401.654499|1177.15|0.4718|320.72|505.51|0.69382|-1401.385923|0.4718|-0.15879|6.5789|-0.20993|9.1003|0.03|7.5229|7.5229
4i_a46|0.0|0|0.0|0.19654443|7.825245291|1.1346370959999998|2.184105962|-0.167244168|5.587248657999999|-0.018872727|1|0.049498645|-0.088884176|0.0|-0.127450387|0.012211602|10.94638684|1|0.011931187|-0.060809732|-0.091288438|-0.22302552|1|0.7204791309999999|-0.17856753|0.7172344890000001|-0.058565229|-0.075208437|0.263514985|0.015663081|-42.48203383|8.847405392999999|67.51603424|-0.025069479|-23.99628633|4.997521397|0.763831778|-1.278543436|-18.68604171|49.04951810000001|-14.16067794|41.92840157|-722.1945751000001|6.218233741000001|0.685288314|133.40134070000002|-407.9368676|18.53900079|0.011626803|945.4890404|0.0|1.0|0.0|3.88|0.36|17.0|-7.3|4.79|1.0|0.0|0.0|3.0|-4.94|347.45|0.0|4.16|1.16e-05|9.13e-06|0.00317|4.38|0.0|5.04e-08|1.75e-05|5.3987|4.4232|-1092.730494|1058.5|0.2805|229.66|546.24|0.69035|-1092.473422|0.1421|-0.18438|2.8538|-0.20084|3.8696|612.0|6.2132|6.2132
18_a47|0.0|1|2.969619451|0.0|6.605297921|1.414391819|0.0|-0.141396999|4.59511985|-0.06345679|3|0.037919622|-0.026357805|1.5913490630000002|-0.2342475789999999|0.0008454789999999|10.93838451|1|0.0015586929999999|-0.02470455|-0.053119347|-0.322800033|3|0.646771311|-0.027351545|0.630969651|-0.078937385|-0.084415066|0.454324931|0.014741763|-52.88049505|9.234746417|70.55642796|-0.0303894239999999|-33.12615721|5.784962137000001|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|-19.03697822|58.68383399|-951.8489108|7.018342267|0.7608026529999999|167.41554630000002|-596.2708299|25.98023687|0.017318402|1299.011844|1.0|1.0|2.0|3.47|0.08|27.0|-10.36|5.53|2.0|0.0|0.0|4.0|-5.5|410.45|1.0|4.16|3.13e-06|4.29e-06|0.00176|4.13|0.0|4.34e-11|1.78e-08|4.2668|4.2222|-1354.221126|1130.76|0.4335|290.58|487.81|0.63359|-1353.979194|0.0516|-0.17349|3.4464|-0.22313|5.3433|3.0|8.6|8.6
14o_a23|0.0|0|0.0|-4.758526534|7.423568444|1.197958066|3.133942289|0.18835477|5.351858133|-0.301504331|2|0.046090147|0.135737344|0.6669152279999999|-0.807407518|-0.002390707|10.3132174|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.653629157|2|0.598213287|-0.072078004|0.575188253|-0.072435569|-0.094138958|0.328340215|0.018054548|-66.92857564|12.835973699999998|110.3941788|-0.042454824|-47.58321438|9.125801389|0.800301554|-2.165196042|-36.61307972|80.64694246|-30.18347529|64.33441296|-1539.35724|9.016411722|0.958697036|141.97663490000002|-1094.413931|37.71512766|0.019295686|1923.471511|0.0|1.0|1.0|3.55|0.09|26.0|-7.95|3.97|2.0|1.0|0.0|7.0|-6.89|495.48|1.0|4.31|1.29e-07|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|3.6989|3.6989|-2042.184285|1236.72|385.0|335.19|582.89|0.58581|-2041.934645|385.0|-0.1517|5.9294|-0.23229|8.3591|3.0|8.4815|8.4815
15b_a10|0.0|0|0.0|0.0|7.535296702|1.3438370730000002|2.145379897|-0.197213588|5.4161004020000005|0.024214591|2|0.033219955|-0.111812184|2.0455289690000003|-0.149607679|0.011484257|10.92966694|1|0.011928706|-0.174170642|-0.27395395|-0.195505087|2|0.744213612|-0.104250125|0.7199249390000001|-0.046334564|-0.07358373|0.697099355|0.015973068|-50.44100799|10.94939968|43.96642219|-0.024105015|-34.57687319|7.505718446|0.670236374|-1.398090862|-21.77253505|62.53159836|-16.52377848|42.7113409|-958.3791518|6.6940006620000005|0.706711759|226.0501037|-656.9605906|24.65365821|0.017637846|1429.912176|1.0|1.0|0.0|3.61|0.32|21.0|-8.18|4.34|1.0|0.0|0.0|7.0|-4.35|413.51|0.0|3.66|4.46e-05|2.28e-05|0.00943|3.49|0.0|6.609999999999999e-09|2.73e-06|5.7620000000000005|3.7625|-1317.766641|1231.3|0.3575|215.17|587.53|0.68906|-1317.429772|0.1595|-0.15579|4.7752|-0.20313|6.1384|85.0|7.0706|7.0706
16a_a32|0.0|1|3.357452523|0.0|7.765993078999999|0.6094207620000001|0.0|0.205693867|5.733341277|-0.0848387459999999|0|0.03995614|-0.053745649|2.095743605|-0.6911813920000001|-0.008098765|10.31100271|3|-0.005552127|-0.107321286|-0.199563743|-0.707456102|0|0.859696525|-0.098258706|0.81143469|-0.090389538|-0.119471489|0.283324612|0.020664867|-74.35152328|12.86051026|92.00611646|-0.037168908|-46.27170107|8.003570876|0.6968200370000001|-1.6726008419999998|-35.00816569|88.96104768|-23.13158502|69.11326055|-1040.921326|7.183246604|0.8211379000000001|188.6800971|-647.803815|33.19592405|0.023475264|1493.816582|0.0|1.0|3.0|3.53|0.22|19.0|-7.3|5.32|1.0|0.0|1.0|7.0|-5.49|398.51|1.0|3.06|3.2e-06|9.14e-05|0.0364|2.65|0.0|5.04e-08|2.01e-05|3.6314|3.6314|-1896.81177|1096.48|0.2859|341.42|535.63|0.70245|-1896.589348|0.2859|-0.15045|1.3736|-0.20718|1.8274|11.0|7.9586|7.9586
12b_a36 (EW-7197)|0.0|1|3.3685352889999995|0.0|7.412764017000001|1.2970445309999998|0.0|-0.104514139|5.351858133|-0.082283951|2|0.040899471|0.027495626|0.0|-0.439429998|-0.002526241|10.96052467|1|-0.000673716|-0.101303149|-0.217394466|-0.442656599|1|0.724208473|-0.097861598|0.698414933|-0.081357853|-0.10866747|0.458627252|0.021439664|-67.98756422|13.41367899|81.63796416|-0.039120289|-42.53627024|8.392238798|0.746747352|-1.956014468|-31.84632538|80.95733534|-24.47552312|64.31504105|-1223.776156|6.764872303|0.851455231|158.4469629|-765.6528642999999|32.77617664|0.020730147|1638.808832||||||||||||||||||||||||3.8475|3.7725|-1332.180029|1104.61|0.4491|322.25|486.64|0.69991|-1331.9479310000002|0.0197|-0.15571|5432.0|-0.20546|7.3101|7.0|8.1549|8.1549
4m_a46|0.0|0|0.0|0.16407746|7.825245291|1.134637002|2.12888511|-0.245599013|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|0.0|-0.0329557579999999|0.011122528|10.94319657|1|0.010359417|-0.017992096|-0.029022201|-0.098201489|1|0.615482006|0.011235955|0.626578283|-0.067320375|-0.0672468|0.373463876|0.010905551|-35.43866734|5.74716122|6.161736337000001|-0.0224155999999999|-18.67596877|3.028720082|0.733236381|-1.008702005|-18.69640205|41.88525631|-11.81288911|41.22460182|-531.5800101|5.329061873000001|0.8622201970000001|140.5828543|-280.1395315|16.11061509|0.012232753|724.9776792|0.0|1.0|0.0|3.59|0.29|17.0|-6.88|4.25|1.0|0.0|0.0|2.0|-4.52|328.41|0.0|3.59|2.99e-05|2.68e-05|0.0088|3.69|0.0|1.31e-07|4.31e-05|6.0419|4.3476|-1031.138426|975.72|0.2465|205.21|468.63|0.68505|-1030.929791|0.1557|-0.18308|3.9226|-0.23116|5.2326|1288.0|5.8901|5.8901
4_a47|0.0|0|0.0|0.0|0.0|1.304464196|0.0|0.004633887|0.0|-0.121159855|2|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|10.93671044|0|-0.006506051|-0.017555555|-0.027355932|-0.462831711|2|0.893350891|0.019305509|0.8124901999999999|-0.07804769|-0.092556319|0.444849947|0.007772995|-50.35610033|4.22896799|96.20929041|-0.03525955|-27.39669054|2.300808176|0.806604393|-1.48090111|-23.10213311|57.78603076|-19.18327632|46.69151766|-805.6976052|6.468023748999999|0.67265584|105.2186243|-438.3470487|23.78275706|0.013656479|998.8757964|1.0|1.0|2.0|2.75|0.05|22.0|-8.79|4.83|2.0|0.0|0.0|3.0|-5.92|361.82|0.0|4.32|1.21e-06|2.31e-06|0.0008359999999999|4.96|0.0|1.61e-09|5.81e-07|5.7708|3.73|-1509.453558|988.42|0.2304|214.85|432.89|0.69157|-1509.262887|0.2221|-0.1547|4.2607|-0.21076|5.4892|32.0|7.5|7.5
25c_a34|0.0|0|0.0|0.0|7.412764017000001|1.377881974|1.958290974|0.024837617|5.351858133|-0.047513652|2|0.037424242|-0.16034464|0.0|-0.834326082|-0.002827527|10.95957635|1|0.001433865|-0.3609280379999999|-0.563411433|-0.5404076879999999|1|0.809687672|-0.072907053|0.760055383|-0.088513496|-0.113392997|0.478421157|0.043815478|-75.6298008|29.22363765|183.6812574|-0.031498055|-50.44285726|19.49130854|0.537428437|-1.7008949569999998|-39.37521522|100.6665476|-21.008278|88.25954175|-1134.447012|7.484891117|0.77182656|308.52165519999994|-756.6428589|39.09037289|0.037538004|2110.880136|1.0|1.0|1.0|3.64|0.32|17.0|-5.71|2.18|1.0|0.0|0.0|6.0|-2.81|421.45|0.0|1.93|0.00156|0.000523|0.22|1.3|0.0|1.97e-06|0.0008289999999999|4.2095|4.2095|-1426.704645|1180.85|0.2239999999999999|294.54|561.29|0.69247|-1426.421463|0.2239999999999999|-0.17424|7.12|-0.2069599999999999|9.8087|1.78|5.7496|5.7496
14h_a23|0.0|0|0.0|0.0|7.423568444|1.197963488|3.309480899|0.043538466|5.351858133|0.006191846|2|0.04255787|0.0316908439999999|0.7290938920000001|-0.307907256|0.009895793|10.31321773|2|0.009266617|-0.0686282459999999|-0.131709531|-0.4460845129999999|2|0.708395022|-0.05745554|0.669357479|-0.063825076|-0.081058742|0.223157991|0.021982565|-54.6468131|14.81983413|41.34207782|-0.033774476|-36.84086528|9.990985411|0.753100584|-1.621174834|-29.00823506|67.44368679|-22.76950546|57.84834575|-1092.936262|7.833334036|0.924279155|166.45047749999998|-736.8173055999999|30.23434844|0.018981866|1451.248725|0.0|1.0|1.0|3.47|0.04|26.0|-7.47|3.4|1.0|1.0|0.0|5.0|-5.68|436.49|0.0|3.23|2.09e-06|1.27e-05|0.00554|3.3|0.0|3.39e-08|1.4800000000000002e-05|4.0506|3.6689|-1722.1762399999998|1190.62|0.3424|306.09|569.53|0.69933|-1721.9314420000003|0.2727|-0.15209|9.7146|-0.2374099999999999|13.4823|5.0|8.3468|8.3468
11_a27|0.0|1|2.680511093|0.0|7.535296702|1.1606177359999998|0.0|0.100091619|5.4161004020000005|-0.003527607|2|0.042533875|-0.080272515|1.3706083080000002|-0.344117757|0.004538653|10.93910312|0|0.005111147|-0.041662169|-0.067428705|-0.488734846|2|0.734834532|-0.043616687|0.7146215429999999|-0.079921166|-0.094820973|0.349764196|0.016171515|-50.15555389|8.553922917000001|143.3238715|-0.034296948|-26.52978026|4.524597532|0.8088958709999999|-1.611956546|-22.36099135|56.8702158|-18.14137056|50.82822357|-852.6444161000001|5.231762955|0.82770457|101.0845293|-451.0062644|22.42732497|0.012694323|1054.084273|0.0|0.0|1.0|3.95|0.35|16.0|-6.09|2.72|0.0|0.0|0.0|2.0|-3.68|345.4|0.0|2.04|0.000207|9.45e-05|0.0326|2.73|0.0|8.2e-07|0.000283|3.3426|2.4836|-1122.456105|974.29|0.3492|370.92|415.32|0.59222|-1122.190727|0.0793|-0.1022|3.1278|-0.16205|4.2894|5.0|8301.0|8301.0
1i_a5|0.0|1|2.843224727|-4.358943904|6.605297921|1.219028472|0.0|-0.145964178|4.59511985|-0.31059482|2|0.0253888889999999|0.018196138|0.0|-0.279280326|-0.0012491689999999|10.94550053|1|-0.000700145|0.001493879|0.004923698|-0.403861432|2|0.525406088|-0.00496377|0.513260607|-0.091178745|-0.084018635|0.4729402929999999|0.008291428|-46.82694838|4.621144795|201.1526326|-0.03570792|-26.09853285|2.575548983|0.759459597|-1.428316788|-28.32266298|57.78921354|-19.90145306|55.43870932|-796.0581225|7.314842247|0.8858245220000001|134.0627959|-443.6750585|26.20475553|0.0196689|1048.190221|1.0|1.0|1.0|2.83|0.05|23.0|-8.88|5.48|2.0|0.0|0.0|4.0|-4.79|366.34|1.0|4.12|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|4.7243|4.3799|-1288.356212|957.58|0.7585|262.44|443.05|0.50107|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|2.8939|24.0|7.6198|7.6198
14b_a3|0.0|0|0.0|0.0|6.823286122000001|0.605016869|0.0|0.143500839|4.727387819|-0.1160619169999999|3|0.039799383|-0.1551678719999999|1.7086790859999998|-0.356087317|-0.00603969|10.31162234|1|-0.004161699|-0.050943323|-0.094863591|-0.575695827|3|0.882394075|-0.170297225|0.8255789570000001|-0.090994113|-0.100993354|0.379746504|0.012828558|-49.38772279|6.273415527999999|252.49572540000003|-0.036469822|-24.15156108|3.067822725|0.766915433|-1.312913604|-21.76034149|57.87172082|-17.83445545|50.77131401|-642.0403962|4.989782639|0.951659927|113.9829058|-313.9702941|23.25478753|0.017348996|837.1723509999999|1.0|1.0|1.0|3.18|0.06|21.0|-6.89|4.28|0.0|0.0|0.0|2.0|-4.45|319.38|0.0|2.82|3.54e-05|0.000103|0.0327|2.58|0.0|1.28e-07|4.08e-05|3.0724|3.0724|-1327.514377|879.19|0.2276|403.54|368.39|0.70123|-1327.349444|0.2276|-0.12942|2.8743|-0.19618|3.8724|0.38|6.4202|6.4202
13_a1|0.0|1|3.409865599|0.0|7.423568444|1.430073963|0.0|-0.046530797|5.351858133|-0.144782061|1|0.036382114|0.1129747169999999|0.0|-0.597786194|-0.008672236|10.94989555|1|-0.005924486|-0.07665159|-0.120034915|-0.485427571|1|0.87703849|-0.150485437|0.833702788|-0.111667908|-0.10668313|0.207843387|0.033737733|-62.04288975|19.62059449|148.7311076|-0.040302516|-36.08180773|11.41059871|0.7082629840000001|-1.813613202|-37.76773325|77.55889436|-23.43842502|84.56244352|-1054.729126|7.493979856|0.912824292|169.6632599|-613.3907313999999|33.09282789|0.026679865|1489.177255|1.0|1.0|2.0|3.35|0.09|23.0|-7.94|4.75|1.0|0.0|0.0|4.0|-4.29|371.39|0.0|3.23|5.16e-05|4.58e-05|17.0|2.94|0.0|1.14e-08|4.24e-06|4.0783|3.4483|-1238.395767|1035.04|0.5339|304.01|472.52|0.69782|-1238.174491|0.3535|-0.13921|2.7595|-0.18883|3.9446|0.26|6585.0|6585.0
12e_a40|0.0|0|0.0|0.0|7.515889085|0.604990524|1.6315143930000002|0.061944605|5.4161004020000005|-0.262526337|0|0.04020202|0.174870826|0.665270062|-0.556620974|-0.013162335|10.31197242|2|-0.014780739|0.103406816|0.172778196|-0.520457262|0|0.889386453|-0.279310345|0.8096582170000001|-0.132226452|-0.122830115|0.284429447|0.015096495|-66.68049019|8.195398107|206.0119599|-0.048387621|-36.19867792|4.4490161310000005|0.790818822|-1.596791495|-38.96782748|78.14505956|-26.26807189|79.97685498|-866.8463724999999|8.014314957|0.966435355|113.5576846|-470.5828129|33.21629575|0.021118537|1096.13776|0.0|0.0|2.0|3.27|0.0|20.0|-6.04|4.34|2.0|0.0|0.0|2.0|-6.53|378.23|0.0|3.98|2.98e-07|2.27e-06|0.00086|4.72|0.0|9.14e-07|0.000346|4.3236|3.0253|-2248.276958|918.38|0.4494|286.76|445.12|0.70157|-2248.154966|284.0|-0.12616|2.5946|-0.19912|3.7268|1.17|5.9318|5.9318
12u_a36|0.0|1|3.508898495|0.0|7.412764017000001|1.270259304|0.0|-0.054501792|5.351858133|-0.0407717229999999|2|0.042560386|0.033763276|0.0|-0.407105926|0.0042553209999999|10.95266014|1|0.005035022|-0.099596099|-0.163978382|-0.438988314|1|0.901715152|-0.018047007|0.860667615|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-67.50289394|12.27663887|86.1184622|-0.03452119|-46.98143813|8.544435884|0.77938748|-2.036750221|-35.17050511|78.06218646|-24.02645378|62.80959338|-1417.5607730000002|7.65672775|0.946117173|153.5444314|-986.6102007|30.82735404|0.015171583|1818.813889|0.0|1.0|2.0|5.05|0.24|17.0|-7.38|3.85|2.0|0.0|0.0|6.0|-4.95|423.51|0.0|2.66|1.13e-05|1.39e-05|0.00589|3.8|0.0|4.2e-08|1.7800000000000002e-05|3.8847|3675.0|-1350.8981130000002|1254.5|0.4267|319.16|590.18|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|7.8877|16.0|7.7959|7.7959
17f_a50|0.0|0|0.0|0.0|7.934155233999999|1.349854916|4.305828452|-0.2208117919999999|5.82008293|0.022892513|1|0.03135101|-0.167275895|2.187498662|-0.125733326|0.012475826|10.94501702|2|0.0129274519999999|-0.247590736|-0.407467272|-0.204651539|1|0.758335704|-0.2257632789999999|0.7241275009999999|-0.047333916|-0.074859564|0.333180181|0.016414675|-46.03121141|10.09339793|6.382846132999999|-0.026836447|-28.30463221|6.206439227000001|0.721122105|-1.422331714|-17.89709978|55.9791334|-16.50175503|39.19906437|-874.5930167000001|7.200480876|0.896702|171.48226169999998|-537.7880119|22.88344084|0.01617809|1212.822364|1.0|1.0|0.0|3.81|0.26|20.0|-6.38|2.87|1.0|0.0|0.0|6.0|-3.58|384.48|0.0|2.92|0.000266|7.57e-05|0.0291|2.83|0.0|4.15e-07|0.00016|4.0664|4.0664|-1219.2481369999998|1146.22|0.1708|304.9|564.52|0.6573899999999999|-1218.966516|0.1708|-0.16784|6.1931|-0.20148|8.312999999999999|398.0|6.4001|6.4001
12at_a36|0.0|1|3.4361495580000003|0.0|7.412764017000001|1.297042863|0.0|-0.04229234|5.351858133|-0.073048351|2|0.039952719|0.054794728|0.0|-0.653190113|-0.001148437|10.95446888|1|0.000906224|-0.136151085|-0.227404687|-0.48127276|1|0.817851296|-0.063825255|0.7767870459999999|-0.084721769|-0.110637955|0.301423347|0.029516069|-76.61315774|20.43891035|95.16663336|-0.037537878|-53.05210062|14.1532755|0.6744421970000001|-2.102121151|-40.6250081|95.60375457|-25.99374995|79.10595873|-1455.649997|8.837213274|0.974034457|225.4381077|-1007.989912|38.54110857|0.027424543|2158.30208|0.0|0.0|2.0|4.9|0.17|17.0|-6.62|2.7|1.0|0.0|0.0|7.0|-4.18|439.47|0.0|1.76|6.579999999999999e-05|8.36e-05|0.0367|2.53|0.0|2.42e-07|0.000106|4.7133|3.8408|-1460.833958|1238.61|0.4765|263.05|589.75|0.6802600000000001|-1460.549244|0.2076|-0.15607|6.4676|-0.2131|8.9532|78.0|7.1079|7.1079
11a_a5|0.0|1|2.9781886010000003|0.0|6.605297921|1.212363224|0.0|-0.165418719|4.59511985|0.052217882|2|0.021060606|-0.052944925|0.0|-0.185262487|0.007993132|10.94877942|1|0.007955512|0.003975818|0.006120569|-0.254944026|2|0.7505403709999999|-0.0489811909999999|0.7410766209999999|-0.064565402|-0.071517578|0.369563711|0.011860803|-51.09940261|8.474559367000001|61.32301293|-0.026223112|-36.51058972|6.055083705|0.740865275|-1.573386716|-32.96141947|61.4470419|-18.73644762|54.60662289|-1124.186857|9.740948724|0.874191508|185.1520983|-803.2329738|25.28995251|0.014482324|1517.39715|1.0|1.0|1.0|3.53|0.3|23.0|-9.93|6.38|2.0|0.0|0.0|7.0|-7.25|424.54|1.0|5.16|5.63e-08|3.95e-07|0.000167|6.13|0.0|1.18e-10|5.019999999999999e-08|4.4033|4.0938|-1339.8362619999998|1272.7|0.5473|281.57|578.8|0.65363|-1339.493223|0.1838|-0.16735|2.8611|-0.20429|3.6525|81.0|7.0915|7.0915
21_a12|0.0|0|0.0|0.0|6.605297921|0.609915045|0.0|0.04375233|4.59511985|-0.058516436|3|0.037992832|-0.213225401|0.0|-0.362168355|-0.003879878|10.31140747|1|-0.001825446|-0.116098308|-0.211367878|-0.522951134|2|0.923855679|-0.099516604|0.859899236|-0.068775342|-0.100098765|0.192026642|0.012230115|-50.37198585|6.154473157000001|75.46830038|-0.036878492|-25.34833425|3.097071518|0.770818357|-1.401382713|-17.416202300000002|59.10840872|-18.55810005|40.76379649|-705.2078018999999|5.891343219|0.8993077970000001|115.3294396|-354.8766794|24.07584081|0.017360942|914.8819508|1.0|1.0|1.0|4.05|0.12|17.0|-6.78|4.01|0.0|0.0|0.0|3.0|-3.82|319.38|0.0|2.68|0.00015|0.000173|0.0551|2.53|0.0|1.67e-07|5.3200000000000006e-05|4.6851|3.9971|-1327.479547|893.17|0.3665|264.64|397.31|0.57644|-1327.347724|0.1668|-0.16784|2327.0|-0.22253|3.2551|22.0|7.6576|7.6576
12bg_a36|0.0|1|3.434779148|0.0|7.412764017000001|1.29692796|0.0|-0.040957653|5.351858133|-0.044573523|2|0.044197531|0.057879142|0.0|-0.414822602|-0.001012333|10.95885259|1|-0.00097037|-0.101451485|-0.1716508239999999|-0.4459167329999999|1|0.884841888|-0.033696875|0.771220556|-0.075439837|-0.102664465|0.543472602|0.019606406|-70.42534258|13.44952052|107.3347739|-0.036959207|-48.31008346|9.22604612|0.747867728|-1.847960372|-35.49918495|83.78068847|-25.35312333|65.19942617|-1267.656166|7.549463377|0.860310096|172.9566471|-869.5815023|33.900544700000005|0.01946912|1695.0272350000002|0.0|0.0|2.0|4.75|0.14|17.0|-7.76|3.99|2.0|0.0|0.0|5.0|-5.08|450.32|0.0|2.82|8.27e-06|6.55e-06|0.00295|3.93|0.0|1.74e-08|7.83e-06|3.8944|3.8944|-2152.13793|1186.75|0.4409|318.36|554.7|0.69395|-2151.914954|0.4409|-0.15743|6.6844|-0.21166|9.3601|15.0|7.8239|7.8239
