molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|GATS1pe|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|PNSA2|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
4c_a46|0.0|0|0.0|0.139403726|7.825245291|1.134637091|2.137504882|-0.068543882|5.587248657999999|-0.048990529|1|0.0440307329999999|-0.111750026|0.0|-0.300069396|0.010177371|10.94298307|1|0.010040825|-0.056422062|-0.083788154|-0.421467037|1|0.649753668|-0.0976963169999999|0.65145414|-0.063644365|-0.087503927|0.305199509|0.013924723|-55.2981278|8.799732282999999|35.22734468|-0.029688832|-34.9456654|5.56099297|0.840753785|-1.662574604|-25.41708422|60.67664538|-18.76186479|49.01980408|-1050.664428|7.172412106|0.8211086059999999|100.6356847|-663.9676426|22.31552819|0.008510983|1249.669579|0.0|1.0|0.0|4.09|0.38|17.0|-7.62|5.11|2.0|0.0|0.0|5.0|-5.55|389.49|0.0|4.44|2.8e-06|5.3e-06|0.00207|4.63|0.0|2.39e-08|9.32e-06|5.4579|4.1026|-1245.4159619999998|1176.07|0.2296|227.16|617.56|0.6986600000000001|-1245.114575|0.2083|-0.17085|4.1039|-0.21466|5.4491|2008.0|5.6972|5.6972
12d_a31|0.0|1|3.441384322|0.0|7.765993078999999|0.61013528|0.0|0.039097757|5.733341277|-0.043220149|0|0.0359583329999999|-0.042401695|0.0|-0.697102094|-0.002456634|10.31169788|2|0.000127275|-0.134504227|-0.214049412|-0.550805937|0|0.8066174070000001|-0.057226679|0.771222772|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-81.56033123|21.06095035|157.30671669999998|-0.032542687|-57.85220856|14.93891054|0.6383648510000001|-1.724762406|-47.23018217|99.79879739|-23.08311261|87.64629597|-1223.404968|9.445278138|0.63768714|256.5143096|-867.7831284|36.15974873|0.02571268|1916.466682|1.0|1.0|2.0|3.76|0.38|16.0|-7.63|6.04|2.0|0.0|0.0|9.0|-5.61|412.51|0.0|3.76|2.48e-06|4.06e-05|0.0167|3.46|0.0|2.3500000000000002e-08|9.69e-06|3.8477|3.8477|-1657.471849|1201.63|0.2566|322.23|626.33|0.7006600000000001|-1657.1792779999998|0.2566|-0.15968|2.4186|-0.19096|3.3585|0.51|6.2924|6.2924
12ad_a36|0.0|1|3.428443248|0.0|7.412764017000001|1.297042846|0.0|-0.040810025|5.351858133|-0.073048351|2|0.040787037|0.046496301|0.0|-0.649957196|-0.001148437|10.95445455|1|0.000906224|-0.136151085|-0.227404687|-0.478461478|1|0.817851296|0.018207862|0.7767870459999999|-0.082404548|-0.107772644|0.423689705|0.030769062|-76.30379737|21.78471426|94.12528108|-0.0365657189999999|-54.02363038|15.4237324|0.656407461|-2.047680239|-41.30726219|96.81391944|-25.88878839|80.12771975|-1449.77215|8.770308295|0.912420081|243.2659577|-1026.448977|39.44011905|0.028968808|2208.646667|0.0|0.0|2.0|4.9|0.17|17.0|-6.62|2.7|1.0|0.0|0.0|7.0|-4.18|439.47|0.0|1.76|6.579999999999999e-05|8.36e-05|0.0367|2.53|0.0|2.42e-07|0.000106|5733.0|3.8512|-1460.8311199999998|1236.64|0.6073|216.26|588.2|0.67215|-1460.5468529999998|0.2532|-0.15638|5.3349|-0.21044|6.8996|17.0|7.7696|7.7696
3i_a32|0.0|1|2.417426304|-4.547725143|7.78113851|0.6094207970000001|0.0|-0.157360524|5.733341277|-0.363243817|0|0.05052381|-0.21362765|1.711001131|-0.4449120629999999|-0.0131506889999999|10.3110028|3|-0.0106761939999999|-0.054335108|-0.212967423|-0.537667101|0|0.565740817|0.030060554|0.54844677|-0.093279684|-0.1132851459999999|0.259644227|0.015296821|-59.72706743|8.064907632|60.99385995|-0.044627482|-31.48976464|4.252042736|0.77072347|-1.472706897|-25.92886531|71.27609889|-23.52884474|57.24454122|-776.4518766|5.826629089|0.732035793|120.8809386|-409.3669403|30.52825775|0.021905206|1007.432506|0.0|1.0|1.0|3.1|0.13|19.0|-6.96|6.76|2.0|0.0|0.0|3.0|-6.27|366.38|1.0|4.37|5.37e-07|6.85e-06|0.00251|4.23|0.0|1.0900000000000001e-07|4.01e-05|3642.0|3642.0|-1891.833327|876.0|0.4765|340.43|418.24|0.70322|-1891.738614|0.4765|-0.1476|2494.0|-0.21278|3.8572|6.0|8.2366|8.2366
4_a38 (LY-2157299)|0.0|0|0.0|0.0|7.535296702|1.343847059|2.0959524330000003|0.050460026|5.4161004020000005|-0.080432741|2|0.041252955|-0.0501467259999999|1.721297609|-0.325515636|0.002865697|10.9277672|1|0.003107816|0.028964355|0.0481706809999999|-0.463575124|2|0.702976795|-0.032369326|0.6848692759999999|-0.092570349|-0.089446059|0.459041332|0.01243241|-51.11565158|7.104736984|260.7739337|-0.03235283|-29.21101111|4.060137052|0.7861170609999999|-1.520583011|-30.23133173|58.99645489|-18.48863993|60.00582329|-868.9660769|6.54753874|0.949475478|122.2274724|-496.5871888|23.51893991|0.01379043|1105.390176|1.0|1.0|1.0|3.27|0.18|21.0|-7.13|3.69|1.0|0.0|0.0|3.0|-3.85|369.42|0.0|2.81|0.0001409999999999|0.000102|0.0375|2.39|0.0|7.45e-08|2.75e-05|4.65|3.78|-1198.683473|1048.31|0.2|266.68|449.44|0.68|-1198.442536|0.06|-0.16|5.9043|-0.22|7.6529|69.0|7.1586|7.1586
13p_a6|0.0|1|3.449535594|0.0|6.842683282|1.424099253|0.0|0.024837222|4.727387819|-0.1144898999999999|2|0.042959184|0.072850973|1.633493259|-0.634109842|-0.008008339|10.95053423|1|-0.005708558|-0.068532678|-0.116250572|-0.573014008|2|0.865935935|-0.125636943|0.8244206940000001|-0.099405155|-0.107371897|0.196002517|0.01730144|-76.17631587|12.27472016|80.30786544|-0.03767435|-54.04422654|8.708451561|0.76005742|-2.14743793|-50.03427239|89.17529231|-26.72853188|82.79893305|-1523.526317|8.760340755|0.703081362|170.2302215|-1080.8845310000002|35.16646396|0.018322293|2004.488446|1.0|1.0|3.0|3.64|0.12|27.0|-10.06|4.58|1.0|0.0|0.0|7.0|-5.09|449.51|0.0|2.96|8.11e-06|2.79e-05|0.0125|2.86|0.0|8.73e-11|3.92e-08|4.7973|2.9837|-1463.08132|1283.98|0.4132|258.45|573.39|0.7056600000000001|-1462.740542|0.0029|-0.12251|9.0546|-0.1971099999999999|12163.0|92.0|7.0362|7.0362
12h_a30|0.0|0|0.0|0.0|7.412764017000001|0.604984682|0.0|0.046965756|5.351858133|-0.06631353|2|0.043848238|-0.074988669|0.0|-0.391119352|0.001139238|10.31162898|1|0.002064369|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.669561738|-0.1240820219999999|0.64876559|-0.083127678|-0.09907575|0.353607682|0.017389133|-63.03519645|11.06352871|89.66095835|-0.038417127|-40.10503079|7.038974807000001|0.7979748729999999|-1.882439244|-33.64938551|73.14241438|-24.44221903|63.95204629|-1197.668733|8.066818026|0.881277172|128.5349203|-761.9955851|30.63031164|0.015886049|1500.88527|0.0|0.0|1.0|4.63|0.14|17.0|-6.9|4.25|2.0|0.0|0.0|5.0|-5.39|416.47|0.0|2.92|4.12e-06|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|5.0289|3.5101|-1675.011389|1132.06|0.1878|246.54|518.06|0.68543|-1674.777786|155.0|-0.14889|2.9684|-0.2023599999999999|3.4138|9.0|8065.0|8065.0
12w_a30|0.0|0|0.0|0.0|7.412764017000001|0.604983445|0.0|0.063514061|5.351858133|-0.0316452179999999|2|0.044197531|-0.0999572419999999|0.0|-0.372029919|0.002431329|10.31162873|1|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.477636454|1|0.8149999040000001|-0.080971844|0.711738503|-0.076611264|-0.096032733|0.4274948739999999|0.015446225|-65.85056003|10.59162334|82.06520565|-0.037237182|-45.15435649|7.262777048999999|0.8077976990000001|-1.824621925|-36.02242934|75.77366969|-25.53389062|63.12469722|-1251.160641|8.063690539|0.8230829059999999|131.7949495|-857.9327732|31.60926388|0.014471302|1548.85393|0.0|0.0|1.0|4.63|0.14|17.0|-7.8|5.11|2.0|0.0|0.0|5.0|-6.58|467.37|0.0|3.59|2.64e-07|9.14e-07|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|5.0632|3.5585|-2494.966575|1211.28|0.2639|244.87|577.06|0.68423|-2494.743475|0.1614|-0.15073|2.4229|-0.20755|3.0068|15.0|7821.0|7821.0
13i_a6|0.0|1|3.399318783|0.0|7.412764017000001|1.430639411|0.0|0.0359494989999999|5.351858133|-0.154502515|1|0.042560386|0.035242754|0.0|-0.852681372|-0.011017781|10.95129557|1|-0.007703306|-0.045418125|-0.073507141|-0.560601136|1|0.8744720490000001|-0.054229558|0.830577798|-0.120457274|-0.129526268|0.221116773|0.031178586|-86.83156133|20.90143854|181.1128483|-0.046433945|-58.20996912|14.01186473|0.783597763|-2.460999087|-54.13430283|100.2320567|-31.12829557|101.6533459|-1649.799665|8.294136887|0.753497905|145.07130039999998|-1105.989413|39.72483975|0.019989461|2105.416507|1.0|1.0|3.0|3.59|0.12|23.0|-8.5|4.16|1.0|0.0|0.0|6.0|-5.03|427.46|0.0|2.91|9.32e-06|3.28e-05|14.0|2.95|0.0|3.18e-09|1.36e-06|3.6668|3.5614|-1426.549926|1196.21|0.2903|338.12|553.67|0.70517|-1426.269916|19.0|-0.1464|7.8342|-0.19454|10.1375|21.0|7.6778|7.6778
15d_a10|0.0|0|0.0|0.0|7.535296702|1.343850133|2.147544195|-0.233802395|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|2.04092658|-0.184039927|0.010215823|10.92970801|1|0.011249462|-0.1786649189999999|-0.280243276|-0.1945202089999999|2|0.74726683|0.0131101969999999|0.71456262|-0.057588609|-0.070612242|0.565801561|0.02281891|-47.58559595|15.37766538|67.59624856|-0.018829931|-32.06793721|10.36301002|0.471900166|-1.129795872|-26.15336742|66.95020436|-12.68949225|54.18663419|-761.3695352999999|8.429169102000001|0.900629528|355.8865234|-513.0869954|26.89020509|0.028735133|1613.412305|1.0|1.0|0.0|3.71|0.35|21.0|-7.82|4.14|1.0|0.0|0.0|6.0|-3.78|441.52|0.0|3.18|0.000167|4.1200000000000005e-05|0.0182|2.75|0.0|1.5e-08|6.62e-06|5.6004|3.8591|-1430.8144619999998|1266.87|312.0|221.39|565.91|0.6814100000000001|-1430.733658|0.0856|-0.15916|3.3831|-0.20918|3.8163|69.0|7.1612|7.1612
13h_a6|0.0|1|3.464247528|0.0|6.842683282|1.424099498|0.0|-0.094781725|4.727387819|0.004767264|2|0.04393617|0.060987639|1.656132209|-0.3839567379999999|-0.002407131|10.95053423|1|-0.000644109|-0.12414699|-0.215607882|-0.468842137|2|0.836982172|-0.164411111|0.789769968|-0.074151997|-0.091977068|0.300800177|0.017441348|-64.32173453|12.1971464|77.20799814|-0.032362302|-44.98170701|8.529752344|0.736918588|-1.747564296|-36.26429338|76.78735663|-22.63172141|64.05338768|-1222.112956|9.11292243|0.8575863490000001|183.9790404|-854.6524332|30.71129129|0.017825256|1658.40973|1.0|1.0|2.0|3.64|0.12|27.0|-10.57|5.41|2.0|0.0|0.0|6.0|-5.56|431.49|0.0|3.61|2.77e-06|8.8e-06|0.0038|3.7|0.0|2.67e-11|1.15e-08|4.8701|3392.0|-1386.613707|1253.92|1.0978|254.58|591.53|0.69001|-1386.302668|0.2121|-0.14097|7.2872|-0.2153199999999999|10.0322|47.0|7.3279|7.3279
5d_a40|0.0|0|0.0|0.0|8.149890544|0.6049133329999999|1.601200869|-0.071479892|6.167516491000001|0.0418378229999999|0|0.044526749|-0.1031436519999999|0.716041667|-0.1868684619999999|0.007200253|10.31198333|2|0.006642869|-0.0038660009999999|-0.009744685|-0.399968083|0|0.496945486|0.0451110059999999|0.483934049|-0.086193996|-0.094277694|0.049855551|0.022027556|-43.26473143|10.10860823|181.4728912|-0.0377110779999999|-19.85450535|4.638915105|0.8111805740000001|-1.131332331|-18.15211073|49.97858532|-17.30589257|49.66367051|-519.1767771000001|6.288958592999999|0.922825231|86.65063178|-238.2540642|21.3342049|0.014630084|640.0261471|0.0|0.0|0.0|3.02|0.21|14.0|-4.32|4.08|0.0|1.0|0.0|3.0|-4.23|287.31|0.0|3.1|5.9e-05|0.000152|0.0436|2.98|0.0|4.7600000000000005e-05|0.0137|3.7374|3.7374|-1276.833831|765.69|0.4493|331.74|365.74|0.69613|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|9.2439|19.0|7.7212|7.7212
32_a47|0.0|0|0.0|0.0|6.842683282|1.216307925|1.998170616|-0.1746026239999999|4.727387819|0.000921003|3|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|10.95005715|1|0.002350172|-0.077485193|-0.157688306|-0.2749014|2|0.6636125860000001|-0.078006445|0.634406338|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|-52.38450683|13.90468487|28.55112477|-0.026060474|-37.74862456|10.01980854|0.64116122|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|-995.3056298|8.656942728999999|0.794977846|258.5816152|-717.2238666000001|29.28959351|0.022735861|1552.348456|1.0|1.0|2.0|3.35|0.26|21.0|-8.82|4.18|2.0|0.0|0.0|5.0|-4.81|436.91|0.0|3.94|1.5399999999999998e-05|8.89e-06|0.0038799999999999|3.7|0.0|1.5e-09|6.55e-07|4.9046|3.6829|-1778.127634|1184.76|0.2969|252.79|548.86|0.68986|-1777.843462|0.2839|-0.1509599999999999|4.8234|-0.20778|6.3139|0.1|7.0|7.0
3b_a12|0.0|0|0.0|0.0|0.0|1.283824445|0.0|0.156777705|0.0|-0.043495794|2|0.0375|-0.1215705419999999|0.0|-0.332497127|-0.004028952|10.9540388|0|-0.003019113|-0.071149325|-0.116772665|-0.547002361|1|0.914614654|-0.007397776|0.802482465|-0.064393592|-0.088443201|0.073824142|0.0103611969999999|-46.11064215|5.401901357000001|41.13468455|-0.034016616|-24.04018959|2.816328871|0.7688221909999999|-1.326648015|-17.50314491|54.77629766|-17.73486237|38.97406803|-691.6596323|6.6333156660000006|0.64134753|120.5265876|-360.6028438|23.06757345|0.0166212889999999|899.6353646|1.0|1.0|1.0|3.82|0.05|18.0|-8.1|4.05|1.0|0.0|0.0|3.0|-4.26|332.79|0.0|3.59|5.539999999999999e-05|2.28e-05|0.00759|3.78|0.0|7.91e-09|2.63e-06|4.2092|3.7741|-1410.971864|915.37|0.5013|294.55|426.66|0.6654800000000001|-1410.826913|0.2418|-0.15229|5.9551|-0.2232|8.5678|49.0|7.3098|7.3098
13d_a6|0.0|1|3.447870607|0.0|7.412764017000001|1.424214188|0.0|-0.045686501|5.351858133|-0.0122495089999999|1|0.041728395|0.077158715|0.0|-0.607917822|-0.003346018|10.95129636|1|-0.000899678|-0.106686991|-0.174259072|-0.49314765|1|0.845481322|-0.187174391|0.7995080809999999|-0.092581323|-0.110731261|0.19992155|0.030793771|-75.40072983|20.96853949|156.67194009999997|-0.039696112|-51.34295409|14.27820079|0.769432845|-2.103893962|-42.92734103|88.02705449|-27.03045032|84.01035117|-1432.613867|9.086171078|0.703203572|157.0011174|-975.5161277|35.13035671|0.018542644|1861.908905|1.0|1.0|2.0|3.64|0.16|23.0|-9.4|5.38|2.0|0.0|0.0|6.0|-5.95|423.47|0.0|3.74|1.11e-06|5.42e-06|0.00229|4.23|0.0|3.96e-10|1.68e-07|4.85|3.6298|-1389.403308|1219.11|0.7905|255.64|598.06|0.7007399999999999|-1389.125098|0.2513|-0.14894|11.0994|-0.20146|14.0012|0.36|6.4437|6.4437
2_a27|0.0|0|0.0|0.0|6.605297921|1.402655014|3.250529415|0.09890645|4.59511985|-0.0609613559999999|2|0.0427777779999999|-0.196529806|1.267636369|-0.276758209|0.009338889|10.93783218|1|0.00988756|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.027777778|0.60904903|-0.058444848|-0.081513931|0.408120957|0.019809599|-41.03489597|9.972342226|9.194894069|-0.029261411|-20.65736087|5.020172886|0.6684621829999999|-1.141195033|-14.81116546|52.43208086|-14.73047548|39.39404027|-574.4885436000001|5.312170441|0.7934621359999999|166.89932209999998|-289.2030522|22.03636323|0.022639983|859.4181658|0.0|1.0|0.0|2.9|0.11|21.0|-5.84|2.43|0.0|0.0|0.0|2.0|-3.19|317.34|0.0|2.52|0.000644|0.0002009999999999|0.0638|2.18|0.0|1.45e-06|0.0004599999999999|4.1624|4.1624|-1043.821085|906.48|0.3217|297.87|420.7|0.55857|-1043.665151|0.3217|-0.16769|4.7049|-0.21702|6.8854|13.0|7.8861|7.8861
4k_a46|0.0|0|0.0|0.173180233|7.825245291|1.134637098|2.145043462|-0.050636784|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|0.006550513|10.94631314|1|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|-0.141706595|0.784722915|-0.091943864|-0.086581945|0.260665072|0.007038271|-46.76051618|3.801175594|171.92614719999997|-0.0306644389999999|-25.25406274|2.052909907|0.8732380740000001|-1.471893066|-26.8180173|50.48291318|-16.56101615|53.45751583|-794.928775|5.726809252000001|0.7163519709999999|68.46061366|-429.3190666|18.96506421|0.006892404|910.3230822|1.0|1.0|1.0|3.8|0.33|17.0|-6.61|4.26|1.0|0.0|0.0|2.0|-4.82|333.43|0.0|3.79|1.5e-05|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|5.4228|4.4485|-1053.433249|1001.96|0.2259|228.63|500.36|0.68553|-1053.196897|0.1505|-0.18542|4.0015|-0.20254|5.7714|0.08|7.0969|7.0969
14v_a23|0.0|0|0.0|-4.844615416|7.423568444|1.1979575059999998|3.004639728|0.135774541|5.351858133|-0.299484129|2|0.047323232|0.055572317|0.636416435|-0.8122700340000001|-0.002390707|10.3132174|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.650246427|2|0.598213287|-0.022236834|0.575188253|-0.067342061|-0.09479984|0.31419322|0.019811827|-62.61276875|13.08518422|78.86310829|-0.042752869|-41.35406587|8.64241561|0.788328659|-2.180396311|-29.37629463|76.42257099|-28.23713101|57.56282152|-1440.093681|7.743452839|0.84234449|139.8032821|-951.143515|35.81898321|0.020908947|1826.768144|0.0|1.0|1.0|3.62|0.09|26.0|-7.95|3.97|2.0|1.0|0.0|7.0|-6.89|495.48|1.0|4.28|1.29e-07|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|3694.0|3694.0|-2042.182282|1206.02|348.0|335.64|533.44|0.6017100000000001|-2041.93452|348.0|-0.1524299999999999|4.5506|-0.2308599999999999|6.3758|4.0|8.4001|8.4001
11a_a31|0.0|1|2.856083711|0.0|7.773594467000001|0.610138462|0.0|-0.045290366|5.733341277|-0.259732443|0|0.044949495|-0.087576474|0.0|-0.8792402579999999|-0.022093578|10.31170041|2|-0.017433557|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.861302755|-0.030335912|0.819138461|-0.151872243|-0.161027639|0.271818874|0.041435152|-81.26889906|20.91187076|258.8577775|-0.056833284|-41.01552988|10.55399384|0.735254945|-1.932331673|-38.68354874|97.23036756|-28.68314085|97.560141|-975.2267888|5.791411901|0.8241360790000001|133.6139513|-492.1863586|39.01114987|0.031626337|1326.379096|0.0|1.0|2.0|3.26|0.13|16.0|-4.65|3.93|0.0|0.0|0.0|3.0|-4.81|329.33|0.0|2.42|1.5399999999999998e-05|0.000161|0.0531|2.53|0.0|2.22e-05|0.00731|3.8042|3.8042|-1441.452616|860.74|0.2797|325.92|407.76|0.69222|-1441.327731|0.2797|-0.15515|6.4691|-0.20589|8.9667|0.19|6.7212|6.7212
12aa_a36|0.0|1|3.4172704080000003|0.0|7.412764017000001|1.297043479|0.0|0.033952382|5.351858133|-0.135770278|2|0.042560386|0.03597264|0.0|-0.672129428|-0.006653538|10.95446449|1|-0.004569485|-0.052743904|-0.090926893|-0.53315493|1|0.892815402|-0.023185884|0.849217847|-0.1066659309999999|-0.117270578|0.4679233379999999|0.023617545|-80.19356964|16.1504726|132.3194611|-0.04126187|-54.83906299|11.04423694|0.731335741|-2.228140982|-49.88002793|96.18613736|-28.21625599|89.09222754|-1523.677823|8.05947774|0.812554922|183.7216658|-1041.942197|38.58180913|0.023386634|2083.417693|0.0|0.0|3.0|4.83|0.13|17.0|-6.14|1.92|1.0|0.0|0.0|6.0|-3.52|424.46|0.0|1.15|0.000304|0.000359|152.0|1.55|0.0|7.19e-07|0.000305|3.8899|3.8899|-1401.662677|1183.76|0.4446|318.73|520.19|0.6931|-1401.389257|0.4446|-0.15718|3.5904|-0.20829|4.7433|9.0|8.0458|8.0458
4b_a49|0.0|0|0.0|0.0|7.535296702|1.343847828|2.075628989|-0.109946885|5.4161004020000005|-0.077626337|2|0.036555556|-0.064060521|1.645329244|-0.402986655|0.001769804|10.92776533|1|0.002557204|-0.0563571629999999|-0.089371493|-0.390006034|2|0.720824193|0.049923437|0.6967593559999999|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-55.5653235|14.84890147|41.97072627|-0.030696709|-34.19753462|9.138717999|0.645330839|-1.534835437|-34.74338731|71.2971749|-18.89220999|71.30114509|-944.6104994|7.588962922|0.915225186|218.2802175|-581.3580885|29.27523192|0.02556165|1463.761596|1.0|1.0|1.0|3.37|0.22|21.0|-7.05|3.71|1.0|0.0|0.0|6.0|-3.81|400.43|0.0|2.8|0.000155|0.000132|0.0527|2.28|0.0|8.91e-08|3.570000000000001e-05|4.6422|3.7413|-1333.063439|1121.45|0.2856|267.08|509.78|0.68242|-1332.800229|0.0615|-0.15635|1.8265|-0.22366|2.2306|79.0|7.1024|7.1024
12j_a30|0.0|0|0.0|0.0|7.412764017000001|0.604984421|0.0|0.04148877|5.351858133|-0.033312179|2|0.043848238|-0.02473642|0.0|-0.354848778|0.005613018|10.31162861|1|0.005965451|-0.053644471|-0.09353607|-0.456342646|1|0.8414737059999999|-0.130412856|0.7991060659999999|-0.073909106|-0.094132698|0.328405591|0.015613498|-60.832977500000005|10.09017681|88.51817261|-0.036204884|-39.31313154|6.520746879|0.8134611009999999|-1.882653966|-30.8670468|69.55167701|-23.39729904|57.85371764|-1216.65955|8.067697897|0.91079856|120.550211|-786.2626307999999|28.76265258|0.01349128|1495.657934|0.0|0.0|1.0|4.76|0.17|17.0|-7.01|4.35|2.0|0.0|0.0|5.0|-5.66|412.51|0.0|2.91|2.21e-06|7.05e-06|0.00291|4.23|0.0|9.75e-08|4.02e-05|5.1971|3.4788|-1615.096172|1175.75|0.2163|238.56|549.64|0.68625|-1614.831741|0.1516|-0.14772|4.6727|-0.1987799999999999|5.1081|9.0|8058.0|8058.0
16_a3|0.0|0|0.0|0.0|6.823286122000001|0.605020428|0.0|0.183636734|4.727387819|-0.186717242|2|0.045993266|0.027762972|1.614080058|-0.371147877|-0.010377537|10.31163046|1|-0.008409607|0.0032314229999999|0.008045619|-0.614173961|2|0.659478546|-0.031683873|0.640070307|-0.108919585|-0.100138414|0.252612735|0.012203576|-49.45999101|6.027544549|248.6415425|-0.041233465|-24.42909382|2.977102266|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|-20.36587865|59.82469895|-692.4398741|5.780331402000001|0.941329444|84.12292796|-342.00731349999995|24.54661368|0.0143895839999999|834.5848652000001|1.0|1.0|1.0|3.13|0.0|21.0|-7.16|4.74|0.0|0.0|0.0|2.0|-4.98|322.36|0.0|3.5|1.05e-05|3.2200000000000003e-05|0.0104|3.35|0.0|6.97e-08|2.25e-05|3.2208|3.2208|-1371.388717|856.09|0.3866|384.94|368.22|0.6944100000000001|-1371.250459|0.3866|-0.13195|2.8688|-0.2029|3613.0|42.0|7.3768|7.3768
27a_a34|-3.727789|0|0.0|0.0|7.412764017000001|0.300206665|1.963136117|0.0257175079999999|5.351858133|-0.456594848|1|0.0408037829999999|-0.082271189|0.0|-0.7320090459999999|-0.012495918|10.319282|1|-0.005234221|-0.158932197|-0.264978526|-0.53047808|1|0.8186389829999999|-0.012251785|0.749941528|-0.106669294|-0.123191967|0.4305370679999999|0.026573385|-86.36649751|18.62986903|176.4623026|-0.043345322|-60.54917431|13.06088842|0.764921711|-2.340647376|-52.42823715|100.7752505|-30.38821209|93.41277507|-1640.9634529999998|8.960143164|0.7758691440000001|164.80691819999998|-1150.434312|39.72721867|0.020552444|2145.269808|1.0|1.0|2.0|3.66|0.13|23.0|-7.61|2.01|1.0|0.0|0.0|6.0|-4.96|463.51|0.0|2.44|1.09e-05|3.43e-05|0.0159|2.59|0.0|2.44e-08|1.13e-05|5.0012|4.1228|-1861.741982|1247.85|0.2896|247.91|598.18|0.69818|-1861.468024|0.0203|-0.16691|10.8591|-0.20615|13.9023|0.24|6.6198|6.6198
47l_a18|0.0|0|0.0|0.0|7.03438793|1.251176792|0.0|0.0340353029999999|4.844187086|-0.0603838109999999|0|0.035308642|-0.0057783619999999|0.0|-0.428858819|-0.00046896|10.94702063|0|0.000787517|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7452092359999999|-0.0973326269999999|0.733228144|-0.08034939|-0.083884237|0.2820044969999999|0.009199889|-59.6654726|6.543729374|11.54768766|-0.031456589|-42.43906517|4.654446622|0.796109347|-2.0132216990000003|-40.65070014|68.83398609|-22.37455223|63.6949231|-1431.971342|9.423637134|0.959883341|145.02405359999997|-1018.537564|28.10487315|0.012890098|1798.711882|1.0|1.0|3.0|4.17|0.25|18.0|-9.37|3.69|3.0|1.0|0.0|9.0|-5.26|454.56|0.0|2.72|5.44e-06|1.4499999999999998e-05|0.0066099999999999|3.78|0.0|4.26e-10|1.93e-07|3.2026|3.2026|-1455.5758039999998|1334.6|0.5019|387.13|667.5|0.69291|-1455.165122|0.5019|-0.1314|2.4594|-0.18344|3.3864|32.0|7.4949|7.4949
