molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|MATS1c|GATS1are|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
13k_a6|1|0|0|3.423411754|0.0|7.412764017000001|1|1.42421381|0.0|0.031525207|-0.014257799|5.351858133|-0.132667824|1|0.04162037|0.051404465|0.0|-0.009326562|0.0809333929999999|10.95129637|-0.072504783|1|1|-0.006280295|-0.045794891|-0.5627624379999999|0.8694295409999999|0.1373649019999999|0.84018367|0|0.641032542|-0.11937574|0.0296987679999999|-82.8774254|20.6185734|183.1261118|0.3589674579999999|-0.045420752|-61.29890279999999|113.5526088|0.7971316940000001|-57.53822059|100.7779947|-31.53366823|103.4959988|0.426031882|2966.890288|3332.974951|-21.89246528|6492.211639|0.017981419|-412.5714301|2215.299472|741.5222707|12.48372364|1.0|3.0|0.16|-8.89|4.55|3.8|115.15|1.0|0.0|7.0|-5.49|33.0|-6.59|0.0|3.18|3.26e-06|0.00144|3.39|1.29e-09|5.7e-07|5112.0|5.41|3.5476|731.25|1246.69|577.68|0.4547|-1465.557346|0.0308324|10.5079|46.0|7.3372
11_a4|0|0|0|0.0|0.0|7.535296702|1|0.626711769|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|2|0.03617284|-0.017835936|2.216390726|0.011277653|-0.073554945|10.33765061|-0.0043410079999999|1|1|0.010782511|-0.0278843589999999|-0.145254541|0.6575743310000001|-0.163623353|0.875868891|1|0.930113409|-0.054262142|0.009336075|-31.35942689|5.395547437|12.88007087|0.069886591|-0.023620625|-21.81135655|59.55648883|0.7560913159999999|-18.12338426|44.63993001|-13.65094004|36.75497433|0.480360734|2452.527871|1640.559148|-7.889214068999999|5425.1341090000005|0.011937709|-296.0029432|848.5670554999999|575.2252237|6.89909579|1.0|0.0|0.23|-8.05|4.97|5.22|68.9|2.0|0.0|4.0|-5.14|27.0|-5.74|0.0|4.16|7.27e-06|0.00271|3.99|8.89e-09|3.31e-06|4907.0|3.2|3.78|630.04|1071.03|479.99|0.4444|-1467.20045|0.02336674|5.3012|0.11|6.9586
4S4l_a46|0|0|0|0.0|0.171853072|7.825245291|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|0.0071939419999999|-0.3888343979999999|0.7940662409999999|-0.001318857|0.762625193|0|0.894782107|-0.090807851|0.007140583|-49.45536962|3.888872426|178.19783940000002|0.105217893|-0.029881089|-25.11158939|0.0|0.877939134|-26.93416438|49.6055056|-16.27370639|53.34424204|0.469439238|2166.052483|1744.8220399999998|-8.862913904|4920.211524|0.006420439|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|0.36|-7.0|4.64|5.02|50.94|1.0|0.0|3.0|-5.28|26.0|-5.23|1.0|4.08|5.25e-06|0.00182|4.49|9.980000000000001e-08|3.47e-05|5.2929|4.99|4.1414|583.76|1040.96|500.66|0.57885|-1092.489558|0.02696794|2.8473|261.0|6.5834
21_a34|0|0|0|0.0|0.0|8.002694162000001|2|1.425532331|1.88614418|0.026135784|-0.012535886|5.860786223|-0.091664226|1|0.036880342|-0.125881566|0.0|-0.001643445|-0.004734657|10.94874873|-0.009996155|1|1|0.00130996|-0.254686357|-0.514364527|0.702772307|0.116926272|0.796991578|0|0.676390843|-0.09533089|0.034163186|-63.96857813|22.9240533|168.9671187|0.323609157|-0.041572921|-53.03643341|77.34839362|0.728260094|-42.9239565|95.12565978|-27.89610644|86.89263143|0.4688149339999999|3115.110331|2429.6035|-18.7187412|7048.305909000001|0.023973624|-306.332473|1953.562249|659.7484451|16.08669155|1.0|0.0|0.12|-7.68|3.64|3.23|86.55|1.0|1.0|4.0|-4.5|33.0|-6.83|0.0|3.03|3.14e-05|0.0138|3.02|2.07e-08|9.06e-06|4.3011|7.78|3091.0|698.17|1182.6|530.93|0.6893199999999999|-1483.057743|0.03023936|7.9399|3.36|5.4737
14q_a23|0|1|1|0.0|0.0|7.423568444|0|1.19796338|3.292130907|0.141057047|-0.0101981219999999|5.351858133|-0.130330047|2|0.044138322|0.064903564|0.720966302|0.002243702|-0.058543701|10.31321757|-0.056324491|2|2|0.002496501|-0.017918675|-0.573130981|0.77007911|0.067394607|0.871119857|1|0.773194598|-0.08960718|0.02158178|-61.51997721|14.81701129|350.836102|0.226805402|-0.039682061|-45.42467289|97.13675614|0.777340899|-42.23665548|79.42966327|-27.24379301|76.3369885|0.472004985|3097.399651|2213.1193780000003|-18.70427707|6982.066379000001|0.01932289|-380.8178266000001|1787.418422|693.3423458|13.26616596|0.0|2.0|0.04|-6.96|2.57|3.12|148.11|1.0|1.0|6.0|-5.21|33.0|-7.33|0.0|2.62|6.11e-06|0.00278|2.46|1.11e-07|5.03e-05|3.6431|4.19|3.6431|714.22|1222.17|554.59|0.5949|-1798.3704079999998|0.03458552|12.0503|16.0|7.8069
21_a10|0|0|0|0.0|0.0|7.535296702|1|1.343837211|2.093218896|0.036507898|-0.009308076|5.4161004020000005|-0.085463279|2|0.035818182|-0.032405474|1.817620533|0.001533145|-0.023060773|10.92966143|-0.003554514|1|1|0.002099681|-0.0236638829999999|-0.4636733179999999|0.7135035209999999|0.057775125|0.81962595|1|0.7747854129999999|-0.091053776|0.018892889|-64.32920271|13.34776629|240.7558768|0.225214587|-0.03292131|-42.25440548|74.3822498|0.704106635|-45.44837698|75.80259699|-23.25880088|77.676969|0.391384102|3104.255496|2701.142106|-16.4322688|7048.414464|0.022638817|-288.401376|1783.785559|746.5727327999999|15.99425187|0.0|1.0|0.11|-8.71|4.47|5.6|90.13|2.0|0.0|5.0|-5.77|34.0|-6.07|0.0|4.04|1.69e-06|0.0007599999999999|4.17|1.94e-09|8.68e-07|5.9596|5.57|3.8599|716.1|1225.01|517.44|0.4226399999999999|-1485.216871|0.03802869|1.1872|4.8|5.3188
13a_a6|1|0|0|3.417162147|0.0|7.412764017000001|1|1.430639975|0.0|-0.042110772|-0.01115741|5.351858133|-0.0265090529999999|1|0.041767677|0.031837397|0.0|-0.00460563|0.0015242189999999|10.95129557|-0.0525259259999999|1|1|-0.00194781|-0.10896749|-0.488098052|0.850080948|0.090839165|0.8299950709999999|0|0.77450544|-0.094081761|0.031866842|-61.52313164|20.83876732|154.9639272|0.22549456|-0.040840697|-48.51283287|554.4922449|0.759912392|-40.23198232|87.37044493|-26.70706346|82.36189896|0.467070451|2820.31296|2626.396685|-17.46461983|6019.922535|0.02016134|-339.9303794|1757.246214|627.4287311|13.18415753|1.0|2.0|0.12|-9.01|4.98|4.32|95.85|2.0|0.0|5.0|-5.51|31.0|-6.1|0.0|3.52|3.11e-06|0.0012699999999999|3.8|9.77e-10|4e-07|5.9934|4.04|3651.0|695.29|1166.79|571.9|0.4816|-1349.834826|0.02818646|9.2157|46.0|7.3372
12h_a40|0|0|0|0.0|0.0|7.515889085|0|0.60499064|1.760542171|0.104392974|-0.008044548|5.4161004020000005|-0.107711573|0|0.041915709|0.208938531|0.803557099|-0.000134504|0.189869851|10.31197256|-0.21893421|2|2|-0.002126898|0.127299624|-0.556229094|0.809398262|0.116873629|0.845904643|1|0.839481749|-0.0954337969999999|0.0117142839999999|-50.45378559|6.193088525|208.6717565|0.160518251|-0.038796498|-25.56004046|59.68939644|0.844008584|-26.67382585|54.9311782|-20.51086984|56.64687411|0.4958138139999999|2270.834041|603.6697997|-10.84365353|5087.343024|0.012453938|-363.7398044|801.957134|350.9435025|6.584127851|1.0|1.0|0.0|-6.84|4.59|5.02|84.45|2.0|1.0|2.0|-6.25|23.0|-5.13|0.0|4.22|5.58e-07|0.0002009999999999|4.75|1.44e-07|5.2e-05|4.1508|4.14|2.6436|548.82|910.77|435.95|0.6503899999999999|-2153.072091|0.02044063|3.5425|823.0|6.0846
9_a47|0|0|0|0.0|0.0|0.0|0|1.3818994059999998|0.0|0.00410268|-0.008501246|0.0|-0.1789147139999999|2|0.037492877|-0.043270202|1.323246814|-0.009607222|0.022031244|10.93671087|0.045804989|0|0|-0.007880155|-0.021556658|-0.4477815529999999|0.7033922579999999|0.046690958|0.853035126|1|0.805149969|-0.084368438|0.009540986|-44.13640712|4.991260197|107.3271659|0.194850031|-0.036925422|-26.52703503|0.0|0.790651977|-23.08946904|58.96976407|-19.3171225|49.12766732|0.482896681|2292.652212|1333.091472|-10.10553715|5212.504394|0.015793737|-304.1026787|1026.1394|442.7664664|8.262317504|1.0|2.0|0.05|-8.47|4.61|5.61|58.04|1.0|0.0|3.0|-5.37|26.0|-5.26|0.0|4.09|4.29e-06|0.00148|4.43|3.4000000000000003e-09|1.17e-06|5.7429|4.06|3.7183|566.1|959.59|406.35|0.3885099999999999|-1148.896866|0.03463008|3.4815|25.0|7.6
12k_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604984231|0.0|-0.001755273|-0.007818038|5.351858133|-0.029595542|2|0.042739018|-0.13882907|0.0|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|1|0.0053380919999999|-0.089279071|-0.4186541|0.838579475|0.001281277|0.883029843|0|0.815083558|-0.079026221|0.024177669|-52.35426525|16.01752015|106.8195439|0.184916442|-0.035199567|-43.09444587|0.0|0.7081361979999999|-34.68429919|80.03127603|-23.31944323|68.37178540000001|0.47195436|2920.279667|2277.687222|-15.44895229|6393.133321|0.0226150579999999|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|1.0|0.17|-6.74|3.89|2.63|90.88|2.0|0.0|6.0|-5.44|31.0|-6.19|0.0|2.57|3.59e-06|0.00154|3.84|1.84e-07|7.87e-05|5.1958|3.58|3.4715|710.82|1200.31|564.62|0.39318|-1690.031103|0.03357755|5.0736|24.0|7.6144
1f_a5|1|0|0|2.824395738|-4.398485453999999|6.605297921|0|1.218960329|0.0|-0.139907335|-0.00645569|4.59511985|-0.31059482|2|0.029105691|-0.118028278|0.0|-0.0012491689999999|-0.174016111|10.94527671|-0.000625|1|1|-0.000700145|0.001493879|-0.401165734|0.525406088|-0.060528915|0.834250802|0|0.888073448|-0.091412569|0.008403353|-50.98614411|4.687041957|201.7057715|0.111926552|-0.035639589|-26.08772825|0.21377016|0.757522389|-28.43795894|57.83835135|-19.87828616|55.67318607|0.4670794829999999|2482.949545|979.2285994|-11.0872845|5474.331675|0.01983997|-287.2706403|1049.647453|403.396385|11.06591332|1.0|1.0|0.05|-8.88|5.48|6.37|54.46|2.0|0.0|4.0|-4.79|27.0|-5.73|0.0|4.23|1.6100000000000002e-05|0.00589|3.95|1.3300000000000002e-09|4.86e-07|4.7485|3.58|4.5758|577.11|958.06|442.04|0.47267|-1288.209882|0.03370206|4.9879|0.24|6.6198
3e_a32|1|1|1|3.501917045|0.0|7.773594467000001|0|0.609420788|0.0|0.015619823|-0.006553709|5.733341277|-0.058503168|0|0.044949495|-0.057366352|2.220794149|0.000655875|-0.114649277|10.31100276|-0.080731823|3|3|0.002004382|-0.076494363|-0.551661318|0.8315372|-0.061561535|0.85921771|1|0.8681696109999999|-0.073411249|0.0124235339999999|-39.56206964|6.69516884|47.09895162|0.131830389|-0.030786645|-29.05885545|0.0|0.7752553659999999|-21.32040233|60.86894767|-16.59123638|46.25723848|0.4513338939999999|2212.661182|1732.3689949999998|-8.941186293|4827.877259000001|0.012891628|-296.6758413|834.6388134|421.3548777|6.94742943|1.0|1.0|0.24|-6.92|6.8|5.24|110.94|1.0|0.0|3.0|-6.52|23.0|-5.2|0.0|4.3|3.02e-07|0.000103|4.47|1.2099999999999998e-07|4.13e-05|3.5589|3.52|3.5589|578.77|956.67|456.76|0.7025399999999999|-1672.576776|0.02588637|5.6928|8.0|8.0862
4f_a46|0|0|0|0.0|0.2096617139999999|7.825245291|1|1.134637108|2.190536659|-0.2265364489999999|-0.001035775|5.587248657999999|-0.001868546|2|0.045958333|-0.099507167|0.0|0.012332859|-0.056114865|10.96352592|-0.115631645|1|1|0.011806162|-0.079238184|-0.150189733|0.6901151990000001|-0.2076648489999999|0.7796270059999999|0|0.934973206|-0.055836642|0.008734825|-30.29079362|4.738551282|7.730129301|0.065026794|-0.022035297|-19.85993046|56.50645576|0.759842275|-16.43243843|42.21890747|-11.95391778|35.0293449|0.424708366|2103.214727|1563.375755|-6.484875252999999|4661.569032|0.010341277|-281.9234274|770.8731021000001|538.4165208|5.6100342670000005|1.0|0.0|0.38|-7.21|4.56|4.71|43.6|1.0|0.0|3.0|-4.38|25.0|-5.65|1.0|3.76|4.18e-05|0.0139|3.77|6.12e-08|2.04e-05|4548.0|3.87|4548.0|591.51|1020.33|493.53|0.69208|-1033.315821|0.02238723|3.7419|183.0|6.7375
18_a20|1|0|0|3.463603867|0.0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|1|-0.004071701|0.001996439|-0.597167441|0.809917509|-0.107446431|0.8162774979999999|1|0.76136176|-0.0927760219999999|0.0108136339999999|-61.73239771|7.195302872999999|318.5587088|0.23863824|-0.035934845|-42.1615378|82.70867776|0.8109110409999999|-41.07622672|72.31812218|-23.91074854|68.92770059|0.483668611|2809.844943|1822.210286|-15.91001426|6206.896662|0.013457694|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|2.0|0.08|-10.0|5.54|4.69|97.55|2.0|0.0|5.0|-5.59|32.0|-6.13|0.0|3.78|2.54e-06|0.00107|3.85|9.93e-11|4.17e-08|5.9778|5.35|3.5355|703.24|1204.88|531.11|0.31154|-1352.073755|0.03787435|8.0505|34.0|7.4685
12bg_a36|1|0|0|3.434779148|0.0|7.412764017000001|2|1.29692796|0.0|-0.040957653|-0.0076819|5.351858133|-0.044573523|2|0.044197531|0.057879142|0.0|-0.001012333|-0.060117593|10.95885259|-0.0206090089999999|1|1|-0.00097037|-0.101451485|-0.4459167329999999|0.884841888|-0.023460562|0.892249657|0|0.840610352|-0.075439837|0.019606406|-51.74990566|13.44952052|107.3347739|0.159389648|-0.036959207|-48.31008346|14.85588272|0.747867728|-35.49918495|83.78068847|-25.35312333|65.19942617|0.46245521|2925.402039|2915.548359|-17.39163005|6753.439903|0.01946912|-340.0625449|1695.0272350000002|661.6709012|13.35534589|0.0|2.0|0.14|-7.76|3.99|3.19|69.2|2.0|0.0|5.0|-5.08|31.0|-6.26|1.0|2.82|8.27e-06|0.00372|3.93|1.74e-08|7.83e-06|3.8944|4.42|3.8944|703.94|1186.75|554.7|0.69395|-2151.914954|0.03334656|9.3601|15.0|7.8239
14c_a23|0|1|1|0.0|0.0|7.423568444|0|1.197962449|3.349976042|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.043538647|0.04174584|0.743546646|0.010682694|-0.047853455|10.31321813|-0.047410593|2|2|0.009263715|-0.071484865|-0.4589840189999999|0.722187957|0.1114214519999999|0.857184548|1|0.922935039|-0.0567889659999999|0.018842596|-37.73933093|12.52192141|38.43627129|0.077064961|-0.034046252|-35.33439343|81.41541733|0.7834075309999999|-25.07982076|64.05912299|-22.62557089|50.26125234|0.459622824|2955.304496|2379.221378|-15.0359121|6755.962581999999|0.016385474|-376.6791777|1357.40568|633.3278634|10.88903141|1.0|1.0|0.05|-7.99|4.0|4.67|105.02|2.0|1.0|5.0|-6.13|31.0|-6.03|0.0|4.0|7.49e-07|0.000334|4.21|1.02e-08|4.55e-06|3.7031|4.1|3.7031|693.64|1177.63|549.86|0.56781|-2089.293299|0.02236136|10.369000000000002|2.0|8.6253
8a_a8|1|0|0|3.150966553|0.0|7.535296702|1|1.400027874|1.4114120369999998|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|1|0.040243056|0.027531877|0.0|-0.0075336219999999|0.010118884|10.94671414|-0.0298924089999999|1|1|-0.005306541|0.055198015|-0.5028388229999999|0.76592324|0.089031731|0.8220300859999999|0|0.550829475|-0.131795179|0.034374791|-78.93428863|20.58762475|170.9592896|0.449170525|-0.049054408|-42.60049244|84.91322996|0.76420633|-47.27503672|86.57328508|-29.37948733|99.52191337|0.481294455|2802.374154|1746.6927010000002|-17.59585557|6193.891189|0.025786572|-316.4749864|1768.444416|529.053307|15.44399996|0.0|2.0|0.05|-6.76|3.13|2.72|112.23|1.0|0.0|4.0|-4.4|30.0|-7.04|0.0|2.56|3.99e-05|16.0|2.4|1.74e-07|6.96e-05|4.6017|6.1|3.1039|620.68|1061.5|476.69|0.4927399999999999|-1367.539526|0.03213899|6.8427|11.34|4.9454
13m_a6|1|0|0|3.415695704|0.0|6.842683282|0|1.429020166|0.0|0.031719435|-0.010840005|4.727387819|-0.135152403|2|0.0446875|0.021526267|1.617900191|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|1|1|-0.00687003|-0.068956229|-0.568024162|0.870730542|0.156982046|0.832753533|1|0.715612461|-0.0989137669999999|0.01858251|-68.97140339|12.95736535|91.22689385|0.2843875389999999|-0.0378750189999999|-52.33806464|95.67846949|0.7362989999999999|-48.09294654|89.65257305|-26.40980394|81.92876874|0.48094941|2951.567781|2574.030011|-18.41524497|6412.592679|0.020928405|-329.5370141|1936.888972|724.3873672999999|14.59313027|1.0|3.0|0.08|-9.67|4.19|3.76|122.47|1.0|0.0|6.0|-4.64|33.0|-7.23|0.0|2.67|2.27e-05|0.00987|2.43|2.1499999999999998e-10|9.35e-08|3.9127|4.27|3.3359|726.28|1231.54|546.69|0.66475|-1423.448957|0.04955777|6.5243|0.01|8.0
14w_a23|0|1|1|0.0|0.0|7.423568444|0|1.197963556|3.132012648|0.013971812|-0.006481882|5.351858133|-0.109136569|2|0.046678487|0.045196333|0.6813799420000001|0.003379755|-0.042151195|10.31321817|-0.031435038|2|2|0.003906274|-0.073958723|-0.427696371|0.5788469970000001|0.059273664|0.8668730109999999|1|0.7880718659999999|-0.070714528|0.022440155|-46.76570273|14.84036772|43.30287556|0.211928134|-0.035779855|-38.70975831|90.15900589|0.743451788|-30.92760432|72.23920014|-23.66232347|61.60607046|0.4972095239999999|3071.908367|2283.383402|-15.648625699999998|6998.078982999999|0.020725002|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|1.0|0.05|-7.93|4.2|5.14|105.02|2.0|1.0|5.0|-5.68|32.0|-6.35|0.0|4.05|2.09e-06|0.0009369999999999|3.78|1.17e-08|5.23e-06|3.6632|3.97|3.6632|676.92|1150.31|535.54|0.6219399999999999|-1828.161957|0.02204118|9.8981|2.0|8.6737
11g_a5|1|0|0|2.9590700880000003|0.0|7.139660336|0|1.388236041|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|0.0|0.00599982|-0.137618073|10.94877951|-0.007175378|2|2|0.006964153|-0.137739838|-0.267507083|0.777565622|-0.075382189|0.8737292720000001|0|0.837943738|-0.067247149|0.023215707|-44.19305139|15.25675|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|0.0|0.543581314|-29.04250676|71.21847290000001|-16.72000506|59.4498014|0.485790997|2823.738452|935.4227938|-10.98794595|5817.569415|0.03204398|-57.28097817|1568.70782|648.1198739|21.05845771|1.0|1.0|0.08|-9.04|4.17|4.48|81.51|1.0|0.0|7.0|-4.12|31.0|-6.84|0.0|2.96|7.65e-05|0.0312|2.75|9.229999999999999e-10|3.770000000000001e-07|4.5106|2.3|4.2083|693.48|1180.25|542.13|0.56924|-1329.927772|0.04557484|4314.0|0.03|7.5229
4l_a46|0|0|0|0.0|0.171853072|7.825245291|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|0.0071939419999999|-0.3888343979999999|0.7940662409999999|-0.001318857|0.762625193|0|0.892158627|-0.09094885|0.00657916|-51.45056667|3.721888783|177.7681018|0.107841373|-0.030068681|-27.26452605|0.0|0.883450801|-29.10603933|51.66342604|-17.01011822|55.17245545|0.409308207|2165.620022|2087.583804|-9.6227739|4865.794981|0.006130523|-433.8429998|981.9630347|579.2365607|3.468091068|1.0|1.0|0.36|-7.0|4.64|5.02|50.94|1.0|0.0|3.0|-5.28|26.0|-5.23|1.0|4.08|5.25e-06|0.00182|4.49|9.980000000000001e-08|3.47e-05|5.4011|4.99|4.4542|612.39|1057.06|526.77|0.3756|-1092.484863|0.03506136|3.7624|98.0|7.0088
20_a47|0|1|1|0.0|0.0|6.86171134|0|1.408721455|1.1934608|0.055662511|-0.011237762|4.727387819|-0.161476442|2|0.039520202|0.031814023|1.010373001|-0.009220816|-0.052370531|10.95058273|0.071506228|1|1|-0.006342241|-0.108236785|-0.5332051720000001|0.61847122|-0.069674604|0.8575369009999999|1|0.6888286020000001|-0.083811055|0.023587109|-45.68149289|12.85623208|43.63174229999999|0.311171398|-0.032859105|-27.33327788|49.00609086|0.595234209|-24.89884887|69.09296541|-17.90996366|58.53772498|0.4642647929999999|2630.63609|1219.306754|-9.761884958|5896.060936|0.034758191|-103.815441|1263.735287|428.5826478|18.94506718|1.0|2.0|0.05|-7.31|2.56|4.54|84.73|1.0|0.0|5.0|-4.06|28.0|-6.75|0.0|3.09|8.72e-05|0.0332|2.63|4.89e-08|1.86e-05|3.9808|4.08|3.9808|557.84|964.94|426.08|0.68219|-1335.566785|0.03389691|4.3277|3.0|8.6
17a_a25|0|0|0|0.0|0.0|6.842683282|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|2|0.043274232|-0.017081614|2.008884939|0.0063846319999999|-0.0688716509999999|10.93106298|0.006360768|1|1|0.006423059|-0.047099434|-0.362222339|0.6741827509999999|0.168247187|0.8005589320000001|1|0.874586929|-0.06234901|0.012665055|-44.46905084|9.033070252|93.75234138|0.125413071|-0.0297670279999999|-40.379488|80.30332825|0.755980502|-31.71656603|67.57985355|-21.2306737|53.50212109|0.468791604|2907.309477|2432.071525|-15.142307999999998|6250.571217000001|0.015373381|-365.1448527|1572.683056|781.7487682|10.96472369|1.0|1.0|0.11|-9.98|4.83|5.31|72.7|2.0|0.0|7.0|-5.12|33.0|-6.18|0.0|4.04|7.5e-06|0.00325|3.9|1.05e-10|4.54e-08|5.2683|6.04|3.9347|747.06|1271.9|598.67|0.35172|-1391.321455|0.0362293|5.1401|25.0|7.6021
6_a3|0|0|0|0.0|0.0|6.823286122000001|0|0.605016564|0.0|0.155665791|-0.008934536|4.727387819|-0.106234254|2|0.038650794|-0.025021661|2.000787282|-0.007540435|0.05584062|10.3116226|0.032782484|1|1|-0.006696449|0.020589494|-0.594308852|0.881253042|-0.155862559|0.8632654590000001|1|0.783322023|-0.1042506469999999|0.010921391|-52.01903278|5.449560482000001|236.2008316|0.216677977|-0.037726468|-24.56680878|77.06094911|0.80281499|-25.95647951|56.71997588|-18.8247694|57.46859326|0.387883362|2196.107822|1899.385061|-9.393191593|4992.54948|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|0.0|-7.48|4.96|4.66|92.93|1.0|0.0|2.0|-5.44|23.0|-5.68|0.0|3.63|3.67e-06|0.00124|3.79|3.28e-08|1.11e-05|5.8279|3.09|3.3963|524.88|884.88|366.93|0.3369|-1731.602363|0.03079258|3.7185|1778.0|5.7501
12z_a36|1|0|0|3.435113772|0.0|7.412764017000001|2|1.297044126|0.0|-0.065211069|-0.007671785|5.351858133|-0.010732275|2|0.041767677|0.037307819|0.0|-0.000143196|-0.010881947|10.95429182|-0.030529442|1|1|0.001194592|-0.098598933|-0.433580807|0.8707354620000001|0.103551178|0.886776351|0|0.834790405|-0.081592361|0.023371488|-54.11489962|15.50078625|114.3931487|0.165209595|-0.036238222|-45.16471514|15.59091678|0.712682362|-35.89088901|83.07227002|-24.03445318|69.61568586|0.4577848329999999|2841.692299|2451.657399|-15.940487699999998|6146.834385|0.0225782039999999|-282.1167226|1719.920651|642.3830552000001|14.97465267|0.0|2.0|0.13|-6.66|2.75|1.76|92.99|1.0|0.0|5.0|-3.99|31.0|-7.08|0.0|1.66|0.000101|0.0412|2.4|2.21e-07|8.97e-05|3.8969|2.98|3.8969|686.33|1153.7|539.36|0.69397|-1324.951498|0.03845474|6.5892|5.0|8301.0
18a_a22|0|0|0|0.0|0.0|6.842683282|0|1.194229718|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|2|0.038167849|0.033735832|1.6891461019999998|0.007066388|-0.021976395|10.31286146|-0.015194063|1|1|0.007079018|-0.0835538409999999|-0.296897301|0.760537197|-0.042139855|0.7881113679999999|1|0.926535704|-0.050645213|0.01713283|-34.36220678|11.62443251|29.59800426|0.073464296|-0.029276847|-35.04152115|18.5219848|0.710467198|-23.31437056|64.80092090000001|-19.86401135|45.98663929|0.487405342|2898.068989|2213.859172|-13.47750813|6630.646100999999|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|0.08|-9.4|5.32|5.11|100.61|2.0|1.0|6.0|-5.59|32.0|-6.28|0.0|3.9|2.59e-06|0.00113|3.78|3.95e-10|1.73e-07|5.0214|3.69|3.4832|695.35|1211.84|531.16|0.35107|-1691.036502|0.01932946|5.3946|13.0|7.8861
14b_a25|0|0|0|0.0|0.0|6.842683282|0|1.420015222|1.616664856|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|2|0.038137255|0.001683506|1.929508048|0.004725325|-0.012989126|10.93106299|0.0009956189999999|1|1|0.004892038|-0.043923908|-0.3691494039999999|0.6524261960000001|-0.085205646|0.8333962429999999|1|0.859628015|-0.076156512|0.016003559|-52.75064158|11.08504021|112.49583529999998|0.140371985|-0.032728922|-40.37825712|57.85340824|0.772789587|-36.53830946|69.2012501|-22.67004596|63.83568179|0.490638154|3038.600508|2118.281186|-15.70265555|6760.594953|0.015746299|-377.9013888|1584.108407|760.3735147000001|10.90684621|1.0|1.0|0.07|-9.65|4.48|4.79|96.49|2.0|0.0|6.0|-5.6|34.0|-6.26|0.0|3.63|2.49e-06|0.0011099999999999|3.88|2.23e-10|9.93e-08|5.4239|5.61|4069.0|716.14|1257.11|603.27|0.34735|-1444.266358|0.03876374|3.2784|22.0|7.6576
