molecula|SddssS|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14f_a23|0.0|1|0.0|2|0|0|1.197963246|3.366063739|-0.006791105|5.351858133|-0.027380305|-0.373510774|0.010561248|-0.0555907109999999|10.3132176|-0.041351617|2|0.101910723|-0.110069159|-0.399688849|2|0.756252127|0.796412133|0.070514687|-0.06885759|0.854683662|0.71381683|1|0.894162392|-0.059927056|-0.084419703|0.027134452|-40.51498423|-57.07376861|18.34483401|0.105837608|-0.031450478|-38.58595734|-27.39103254|74.08536976|-21.26277654|0.478733036|604.5178506|-1084.401604|2322.5224120000003|-14.37516058|0.334221706|15.58565565|6768.918745|-733.1331894|0.025162423|-224.1560124|1628.77284|683.7405759|0.0|0.0|1.0|3.57|0.09|-7.51|3.42|2.72|1.0|126.78|0.0|6.0|32.0|-6.47|441.51|0.0|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|5.8184|3.23|3.5753|-1744.452086|-1744.429532|711.98|346.78|213.09|0.60917|0.6733399999999999|0.1699|6.3534|-0.21743|0.02255331|-1744.2443850000002|9.1089|2.0|8.6459|8.6459
17_a20|0.0|0|0.0|0|0|0|1.4012598180000002|0.0|-0.005457467|4.727387819|0.00038506|-0.28924577|-0.000495713|0.038629586|10.94884838|-0.072863159|1|0.1134578219999999|-0.116922879|-0.456415963|3|0.760575852|0.7494736590000001|-0.131511077|-0.127696675|0.812578598|0.71987165|1|0.912053544|-0.063665681|-0.081404237|0.015032258|-41.75129828|-53.38406095|9.857999796|0.0879464559999999|-0.0315649079999999|-35.00871763|-27.38007162|64.39681425|-20.699942|0.455285305|598.1153253|-1014.297158|2210.790304|-13.57480888|0.24569612|15.05121151|6012.640572|-665.1656349|0.016793117|-333.5397332|1344.679757|637.7803874|0.0|1.0|1.0|3.5|0.08|-10.14|5.8|1.45|0.0|119.48|0.0|4.0|31.0|-6.09|402.45|1.0|-5.08|4.4e-06|0.0017699999999999|8.35e-06|0.0|7.19e-11|2.9e-08|-0.0706799999999999|3.3926|4.11|3.3926|-1291.949041|-1291.918735|673.68|365.45|365.45|0.69839|0.69839|0.2977|3.9703|-0.21089|0.03030655|-1291.752049|5.3075|2.25|5.6478|5.6478
3_a4|0.0|0|0.0|1|1|1|1.343866299|2.147369615|-0.001141383|5.4161004020000005|0.03287721|-0.0502208409999999|0.011825591|-0.010537082|10.92992985|0.050638298|1|-0.129930078|-0.048796855|-0.133874898|2|0.637819558|0.773786787|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|1|0.919804716|-0.052578183|-0.06572153|0.010568144|-25.5405205|-31.92506825|5.133610255|0.080195284|-0.024645574|-15.5080075|-12.40663231|39.38579676|-11.97190059|0.430553837|446.8068266|-478.8760237|1602.411021|-5.815502811|0.280312336|8.486341272999999|4677.30755|-232.6201124|0.015358792|-213.4321476|665.3942366|409.0289917|1.0|1.0|1.0|2.99|0.15|-7.19|4.02|2.44|0.0|95.12|0.0|2.0|24.0|-5.99|312.37|1.0|-4.26|0.000198|0.0617|5.520000000000001e-05|0.0|6.49e-08|2.03e-05|-0.04964|4.9088|2.66|4.0639|-990.6395508|-990.6149055|535.44|305.09|252.57|0.58445|0.58615|0.0871|2681.0|-0.21969|0.024645265|-990.514888|3205.0|104.0|6983.0|6983.0
4e_a46|-3.742323661|0|0.092094405|1|1|1|0.300205548|2.12386814|-0.005995748|5.587248657999999|-0.370202917|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|-0.135489528|-0.030065705|-0.514537262|2|0.738134189|0.77019676|0.075271624|-0.076733489|0.8146060740000001|0.69063113|0|0.753715041|-0.0835371459999999|-0.084780904|0.010671173|-63.39469142|-64.33855433|8.098142567|0.246284959|-0.030951758|-48.825259|-48.10898007|73.87174786|-23.48867857|0.4753010039999999|571.9794684|-1479.78675|3129.575458|-17.82509456|0.204892146|15.06943449|7615.063066|-1122.980957|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|1.0|0.0|1.0|4.5|0.27|-8.81|3.05|2.06|0.0|137.28|0.0|5.0|35.0|-6.6|488.6|0.0|-5.41|8.29e-07|0.000405|3.92e-06|0.0|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|4.1773|-1884.613031|-1884.564974|757.1|296.81|292.1|0.5745600000000001|0.56481|0.3109|1.9941|-0.21005|0.04805633|-1884.324182|3.2466|154.0|6.8125|6.8125
12ad_a36|0.0|0|0.0|0|2|2|1.297042846|0.0|-0.01083262|5.351858133|-0.073048351|-0.649957196|-0.001148437|-0.0072527669999999|10.95445455|0.010723827|1|0.077659878|-0.136151085|-0.478461478|1|0.817851296|0.832674224|0.1563642469999999|0.018207862|0.8846605|0.7767870459999999|0|0.760267769|-0.082404548|-0.107772644|0.030769062|-58.34300549|-76.30379737|21.78471426|0.239732231|-0.0365657189999999|-54.02363038|-41.30726219|96.81391944|-25.88878839|0.477102332|538.2749789|-1449.77215|2474.175727|-18.32944602|0.343592539|16.772513699999998|6569.653402|-1026.448977|0.028968808|-221.4751857|2208.646667|735.3783268|1.0|0.0|0.0|4.9|0.17|-6.62|2.7|1.89|0.0|135.03|0.0|7.0|33.0|-7.18|439.47|0.0|-4.08|6.579999999999999e-05|0.0289|8.36e-05|0.0|2.42e-07|0.000106|-0.05406|5733.0|4.5|3.8512|-1460.8311199999998|-1460.794632|737.53|321.93|216.26|0.27316|0.67215|0.2532|5.3349|-0.21044|0.03648828|-1460.610659|6.8996|17.0|7.7696|7.7696
16b_a32|-3.3094926630000003|1|0.0|0|0|0|0.2980105389999999|0.0|-0.008469352|5.733341277|-0.3723824429999999|-0.423467596|-0.008277865|-0.018753196|10.31100078|-0.0657820279999999|3|-0.023602065|-0.1202046419999999|-0.586122949|0|0.745820612|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|1|0.7465375040000001|-0.088716278|-0.1083060409999999|0.015808858|-56.84546999|-69.39772428|10.12961779|0.253462496|-0.0345657579999999|-44.4669946|-36.42406481|80.37824892|-22.14820988|0.414997448|478.3482386|-1040.965864|3264.235184|-14.19159402|0.252363732|11.05406524|6612.089615999999|-667.0049190000001|0.017136832|-317.3487516|1392.342653|597.8890744|1.0|0.0|1.0|3.71|0.28|-7.6|5.4|0.41|0.0|114.43|1.0|7.0|28.0|-6.72|433.57|1.0|-4.55|5.19e-07|0.000225|2.84e-05|0.0|2.54e-08|1.1e-05|-0.05946|3.6211|6.37|3.6211|-2315.990437|-2315.951437|676.92|342.39|342.39|0.70233|0.70233|0.2849|4.4055|-0.2094099999999999|0.03900066|-2315.819979|7.0093|17.0|7.7696|7.7696
3i_a32|0.0|1|-4.547725143|0|0|0|0.6094207970000001|0.0|-0.012358668|5.733341277|-0.363243817|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|3|-0.8373173840000001|-0.054335108|-0.537667101|0|0.565740817|0.833699527|-0.337053202|0.030060554|0.902293804|0.54844677|1|0.893827987|-0.093279684|-0.1132851459999999|0.015296821|-49.17963359|-59.72706743|8.064907632|0.106172013|-0.044627482|-31.48976464|-25.92886531|71.27609889|-23.52884474|0.422644726|471.2508776000001|-776.4518766|2141.3084710000003|-12.4050588|0.22927653|10.09193014|5656.349227000001|-409.3669403|0.021905206|-285.465827|1007.432506|318.0257595|1.0|0.0|1.0|3.1|0.13|-6.96|6.76|2.09|0.0|88.28|0.0|3.0|24.0|-5.53|366.38|1.0|-5.16|5.37e-07|0.000197|6.85e-06|0.0|1.0900000000000001e-07|4.01e-05|-0.06518|3642.0|3.38|3642.0|-1891.833327|-1891.811327|530.5|340.43|340.43|0.70322|0.70322|0.4765|2494.0|-0.21278|0.02199999|-1891.790935|3.8572|6.0|8.2366|8.2366
19_a34|0.0|0|0.0|1|1|1|1.438829424|1.898101852|-0.013066507|5.351858133|-0.169170251|-0.5357267960000001|-0.00802652|-0.143343425|10.95957634|-0.014196676|1|-0.29861864|-0.255220734|-0.469568766|1|0.866604574|0.8022000659999999|0.08178394|-0.0235903339999999|0.8582665429999999|0.818710955|0|0.6399024520000001|-0.112877411|-0.1255804019999999|0.039589023|-56.30608209|-62.64265252|19.74799697|0.360097548|-0.039656969|-31.24772528|-28.08688512|77.38527508|-19.78189027|0.467358389|319.1993829|-751.7118302|1537.244187|-9.86770272|0.3377105079999999|10.31797048|4496.516479|-374.9727034|0.029554695|-161.90813300000002|1135.020017|337.9440349|0.0|1.0|1.0|3.07|0.18|-5.03|2.69|1.08|0.0|83.95|0.0|3.0|23.0|-7.01|309.32|1.0|-3.15|0.00186|574.0|0.000704|0.0|9.42e-06|0.00291|-0.02901|4.1721|2.7|4.1721|-1046.606458|-1046.5747720000002|538.96|297.18|297.18|0.6897300000000001|0.6897300000000001|0.2189|3.4272|-0.20251|0.03168624|-1046.509891|5.0441|0.99|6.0044|6.0044
8k_a46|-3.737070812|0|0.1337610719999999|1|1|1|0.300205953|2.105349622|-0.006208399|5.533389489|-0.380857136|-0.397337564|-0.002099764|-0.114070359|10.31928125|-0.038125|1|-0.1017929319999999|-0.030019362|-0.510222233|2|0.73768327|0.786206898|0.095179795|-0.051289238|0.8341090329999999|0.687020939|0|0.7381768390000001|-0.08638304|-0.0863473759999999|0.009441365|-61.98124174|-61.95565276|6.774333772|0.261823161|-0.033099828|-44.45419269|-44.4725532|70.036452|-23.74966689|0.4938768979999999|529.6539372999999|-1424.980013|2328.360804|-17.04077386|0.173430886|15.94634031|7352.280688|-1022.446432|0.0112621819999999|-468.6373459|1723.969585|865.6610153999999|1.0|0.0|1.0|3.94|0.24|-8.66|2.94|1.86|0.0|132.47|0.0|5.0|34.0|-6.75|474.58|0.0|-5.13|1.82e-06|0.000866|7.47e-06|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|7.63|4.1034|-1845.304274|-1845.257085|742.04|302.15|246.1|0.41618|0.5577300000000001|0.1166|3.4118|-0.20954|0.04718819|-1845.037411|3.8107|147.0|6.8327|6.8327
18_a47|0.0|1|0.0|0|0|0|1.414391819|0.0|-0.004337918|4.59511985|-0.06345679|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|-0.016728205|1|-0.056674151|-0.02470455|-0.322800033|3|0.646771311|0.792196273|-0.059779939|-0.027351545|0.851462739|0.630969651|1|0.777824025|-0.078937385|-0.084415066|0.014741763|-49.44908758|-52.88049505|9.234746417|0.222175975|-0.0303894239999999|-33.12615721|-30.97660579|63.72933669|-19.03697822|0.432077184|487.2556678|-951.8489108|2184.962887|-11.9254166|0.267251553|12.35791568|6261.441874|-596.2708299|0.017318402|-291.6032324|1299.011844|628.5247532999999|1.0|1.0|1.0|3.47|0.08|-10.36|5.53|2.63|0.0|119.78|0.0|4.0|31.0|-5.87|410.45|1.0|-5.37|3.13e-06|0.00129|4.29e-06|0.0|4.34e-11|1.78e-08|-0.04964|4.2668|3.32|4.2222|-1354.221126|-1354.180815|652.12|293.65|290.58|0.4659|0.63359|0.0516|3.4464|-0.22313|0.04031146|-1354.037606|5.3433|3.0|8.6|8.6
3a_a12|0.0|0|0.0|0|1|1|1.28383802|0.0|-0.007671441|0.0|-0.042445446|-0.322200517|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|-0.205054123|-0.072889493|-0.5274624179999999|1|0.943290857|0.7038021990000001|-0.021522321|-0.032466697|0.759068438|0.8847197109999999|0|0.871985494|-0.07121814|-0.090803706|0.009433302|-34.84701355|-44.430225|4.615711776|0.128014506|-0.034924502|-21.73969523|-17.05063286|52.21461165|-17.08854808|0.462077145|426.6622302|-666.453375|1050.730179|-8.361421244|0.2189499039999999|11.01449587|4230.717811|-326.0954285|0.015909241|-275.0354486|853.2786545|381.0058252|1.0|1.0|1.0|3.84|0.05|-7.5|3.43|3.09|0.0|97.52|0.0|3.0|23.0|-5.88|298.34|1.0|-4.06|0.00025|0.0745|8.8e-05|0.0|3.13e-08|9.33e-06|-0.06829|4.2336|3.33|3.7304|-951.3711872|-951.3480023|528.84|332.36|292.86|-0.34688|0.66895|128.0|1.3824|-0.22157|0.023184956|-951.264072|1.9332|194.0|6.7122|6.7122
9d_a40|0.0|0|0.0|1|0|0|0.604992329|1.839557351|-0.003961493|5.4161004020000005|-0.022152094|-0.146575228|0.011823978|0.15723868|10.3119722|-0.137738587|2|0.259969752|0.0116099239999999|-0.4887998529999999|0|0.601831605|0.7572844040000001|-0.3969541689999999|-0.223631751|0.8221990920000001|0.55759121|1|0.941627612|-0.060319196|-0.071656839|0.010749826|-31.08478865|-36.92750973|5.539796446|0.058372388|-0.031613312|-19.03015798|-16.01918037|41.42218692|-16.29154841|0.467275972|485.2567189|-553.912646|336.6614768|-8.395657932|0.133579429|15.06105494|4401.742338|-285.4523697|0.0087217999999999|-377.6610668|639.3115126|346.9019309|1.0|0.0|0.0|3.25|0.06|-7.0|5.2|4.07|0.0|91.71|0.0|2.0|22.0|-4.62|325.82|1.0|-5.65|7.37e-07|0.0002399999999999|2.23e-06|0.0|1.01e-07|3.3e-05|-0.06906|4.6073|4.7|3.3464|-1677.551678|-1677.540538|542.19|370.51|269.1|0.4557199999999999|0.69986|0.4025|6.2032|-0.20781|0.01113991|-1677.48058|7.9502|107.0|6.9706|6.9706
2_a1|0.0|0|0.0|1|1|1|1.348828131|2.233384354|-0.004621682|5.4161004020000005|-0.014296455|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|0.101798469|1|-0.237981258|-0.145015842|-0.422863867|1|0.571324013|0.795932678|0.079586368|0.1766333219999999|0.8571146190000001|0.5574897879999999|0|0.808210065|-0.0622285999999999|-0.077270452|0.011282631|-28.32386891|-35.17029414|5.135384136|0.191789935|-0.026492726|-16.00805425|-12.89184641|43.24570924|-12.05838656|0.39830426|367.8635872|-422.0435297|1378.496713|-5.488475744|0.305595997|8.779158091000001|3920.383175|-192.096651|0.017741989|-176.9692239|607.7780769999999|299.6692382|1.0|1.0|1.0|2.91|0.18|-6.18|4.0|2.49|0.0|79.77|0.0|2.0|21.0|-6.04|279.31|1.0|-3.78|0.000871|243.0|0.000167|0.0|6.64e-07|0.000185|-0.02966|4.0877|3.31|4.0877|-920.2093796|-920.184721|489.42|303.31|303.31|0.7007899999999999|0.7007899999999999|0.2991|3.5853|-0.19826|0.024658671|-920.123726|5.2754|5.8|5.2366|5.2366
9g_a40|0.0|0|0.0|1|0|0|0.604992427|1.849105962|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|-0.225327061|0.011921308|0.139758613|10.31197177|-0.145879501|2|0.133954053|-0.037217966|-0.383703998|0|0.694156166|0.764275277|-0.384131901|-0.242405063|0.821935848|0.665414608|1|0.90454157|-0.063539055|-0.079033043|0.021367335|-33.47455057|-41.63731423|11.25704374|0.09545843|-0.031197254|-21.93596333|-17.63553984|51.16627179|-16.43578193|0.476386801|476.5434822|-624.5597134|349.4421673|-8.658932892000001|0.259759794|15.62271835|4435.743087|-329.0394499|0.018087202|-253.1335385|843.7257374|384.6422631|0.0|1.0|1.0|2.8|0.06|-6.43|2.91|0.64|0.0|87.53|0.0|3.0|23.0|-7.17|302.33|0.0|-3.09|0.00323|977.0|0.0008179999999999|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.83|3.0778|-1332.487689|-1332.476347|559.04|402.84|402.84|0.70233|0.70233|0.3563|3.4787|-0.19005|0.01134289|-1332.369643|5063.0|3548.0|5.45|5.45
15c_a10|0.0|0|0.0|1|2|2|1.343850105|2.154210861|-0.002218445|5.4161004020000005|0.040869377|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|-0.101214571|-0.226679901|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.733973277|1|0.904458517|-0.046967376|-0.072537853|0.014703076|-32.5870313|-50.32840842|10.2013281|0.095541483|-0.019267867|-34.91899195|-22.60962187|66.5866765|-13.36848349|0.449308156|627.5338454|-855.5829431|1817.047455|-9.275357237|0.471771585|15.6886947|6673.826433|-593.6228632|0.023432886|-39.17102961|1619.721543|924.9341455|0.0|1.0|1.0|3.85|0.37|-7.79|3.77|1.74|0.0|141.96|0.0|6.0|34.0|-6.99|454.57|0.0|-4.57|0.0001419999999999|0.0646|2.68e-05|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|2.2|3.6709|-1450.241475|-1450.500669|762.21|337.75|221.75|-0.26999|0.70511|0.0|2.4256|-0.19463|-0.25919486|-1450.201574|4.8283|0.1|7.0|7.0
22_a47|0.0|1|0.0|1|0|0|1.408617385|1.202720059|-0.010579222|4.727387819|-0.150248628|-0.507802654|-0.006808306|-0.075111395|10.95023117|0.002716049|1|-0.077468004|-0.1049885469999999|-0.538310301|2|0.612295986|0.831122912|-0.077787113|0.004104478|0.890264057|0.591185263|1|0.698649132|-0.080744803|-0.089280419|0.022154032|-47.64347429|-52.67991531|13.07198749|0.301350868|-0.031744149|-31.08378631|-28.11203407|71.28682035|-18.73063655|0.4614909829999999|412.2379505|-842.8786448999999|1494.441201|-11.05201291|0.390313552|12.91589555|6107.923371|-497.3405809|0.031534452|-129.440987|1382.478891|482.9384172|0.0|1.0|1.0|3.31|0.1|-7.69|3.07|2.97|0.0|104.64|0.0|5.0|29.0|-6.58|394.38|1.0|-4.38|3.6e-05|0.0142|4.16e-05|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.7954|4.4|4017.0|-1375.05033|-1375.021925|605.12|308.65|258.55|0.50316|0.68312|0.0799|4.2485|-0.22828|0.02840507|-1374.914437|5.7009|1.0|9.0|9.0
14m_a23|0.0|1|-4.405643132|2|0|0|1.197955072|3.1160758160000004|-0.008929306|5.351858133|-0.272389934|-0.482182526|0.001027627|-0.034213923|10.3132176|-0.050626415|2|0.0879380709999999|-0.07256543|-0.527662006|2|0.560094237|0.798384929|0.0266555739999999|-0.072906704|0.8581143859999999|0.5415996160000001|1|0.9258118|-0.072795329|-0.089285878|0.017992415|-50.63012925|-62.09952738|12.51396625|0.0741882|-0.039285786|-43.19105542|-35.21393496|74.61692699|-27.32379205|0.476833897|643.9145427|-1366.189602|2263.262957|-19.00406438|0.204166091|16.42895711|7588.823133|-950.2032192|0.017997351|-411.5129154|1716.6767920000002|658.8108151|1.0|0.0|1.0|3.51|0.09|-8.23|4.42|3.82|1.0|125.29|0.0|6.0|34.0|-6.06|479.48|0.0|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|0.0|5.94e-09|2.85e-06|-0.08347|3.6774|4.2|3.6774|-1966.968005|-1966.945041|707.56|337.15|337.15|0.65552|0.65552|0.3335|6.1522|-0.23555|0.02296475|-1966.785519|8.5477|3.0|8.5171|8.5171
4R4k_a46|0.0|0|0.173180233|1|1|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|-0.088084767|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|-0.158788415|0.008544799|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0|0.890625164|-0.089699228|-0.085931818|0.007883196|-47.73036108|-45.72566346|4.194771739|0.109374836|-0.030434186|-24.33134018|-25.39807111|49.58292992|-16.19450581|0.465590034|473.9155694|-777.3362788|1767.850427|-8.617349646000001|0.133318901|10.33328154|4711.736397|-413.632783|0.007248925|-390.2334878|896.9115391|519.5743695|1.0|1.0|1.0|3.8|0.33|-6.61|4.26|2.84|0.0|100.96|0.0|2.0|25.0|-5.46|333.43|1.0|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0|2.48e-07|8.28e-05|-0.02045|5.2965|4.52|4.1392|-1053.439174|-1053.413412|565.94|299.53|234.09|0.54119|0.68404|0.1008|1.8559|-0.19529|0.0257622|-1053.254911|1.9753|97.0|7.0132|7.0132
11c_a31|0.0|0|0.0|0|1|1|0.6101368770000001|0.0|-0.0184155389999999|5.733341277|-0.141329185|-0.847114804|-0.011679927|-0.137912959|10.31169916|-0.085216451|2|-0.0512371409999999|-0.0992097109999999|-0.572548808|0|0.825336018|0.839810365|0.013528742|-0.139933586|0.8906705429999999|0.787929678|0|0.564143263|-0.138002689|-0.14043574|0.034256743|-80.82023592|-82.24513417|20.06220362|0.435856737|-0.042457317|-48.16624372|-47.33176279|99.31985763|-24.864808|0.47997061|330.3862551|-1069.186744|1770.045716|-14.56188764|0.323910768|13.95917988|5329.481371|-626.1611682999999|0.029155542|-206.2506659|1581.428448|449.7512005|1.0|0.0|1.0|3.51|0.28|-5.84|5.04|1.03|0.0|97.32|0.0|6.0|26.0|-6.56|371.41|1.0|-3.98|7.68e-06|0.00285|0.000105|0.0|1.45e-06|0.000537|-0.03532|3.8551|4.47|3.8551|-1559.3980869999998|-1559.353434|622.22|321.61|321.61|0.7005899999999999|0.7005899999999999|0.2627|5289.0|-0.19526|0.04465349|-1559.253116|7.5091|0.13|6.8861|6.8861
11a_a5|0.0|0|0.0|0|0|1|1.212363224|0.0|-0.002894726|4.59511985|0.052217882|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|-0.02394636|1|-0.081506|0.003975818|-0.254944026|2|0.7505403709999999|0.73344478|-0.037220974|-0.0489811909999999|0.773417838|0.7410766209999999|0|0.89343434|-0.064565402|-0.071517578|0.011860803|-46.13206353|-51.09940261|8.474559367000001|0.10656566|-0.026223112|-36.51058972|-32.96141947|61.4470419|-18.73644762|0.466436596|638.3599998999999|-1124.186857|1170.247903|-13.38721623|0.259134725|18.25640338|5756.783268|-803.2329738|0.014482324|-344.1971057|1517.39715|835.912531|0.0|1.0|1.0|3.53|0.3|-9.93|6.38|3.05|0.0|128.51|0.0|7.0|32.0|-4.54|424.54|1.0|-6.4|5.63e-08|2.39e-05|3.95e-07|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.4033|4.83|4.0938|-1339.8362619999998|-1339.802852|739.79|302.86|281.57|0.6735|0.65363|0.1838|2.8611|-0.20429|0.03340977|-1339.555805|3.6525|81.0|7.0915|7.0915
12e_a36|0.0|0|0.0|0|2|2|1.29704412|0.0|-0.007100632|5.351858133|-0.043085717|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|-0.084051264|1|0.244642918|-0.104118159|-0.43688276|1|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0.856274847|0|0.838086387|-0.07049439|-0.100988761|0.019063245|-44.83739063|-64.2330904|12.12502373|0.161913613|-0.036203518|-40.85494129999999|-28.51846223|75.50154216|-23.02695694|0.466721981|533.058116|-1220.428718|2309.239105|-14.64611103|0.238923581|12.69013737|5929.071389|-776.2438847|0.017716522|-332.11111980000004|1603.556077|662.0530478999999|1.0|0.0|0.0|4.85|0.17|-6.97|3.24|2.24|0.0|128.72|0.0|5.0|30.0|-6.55|395.46|0.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|-1272.2668210000002|-1272.23645|673.57|337.84|323.18|0.6814600000000001|0.70007|0.0006|6.5974|-0.20151|0.03037051|-1272.0579810000002|8735.0|14.0|7.8539|7.8539
4h_a46|-3.74433321|0|0.090767245|1|1|1|0.3002050539999999|2.134072222|-0.005778576|5.587248657999999|-0.346835467|-0.404500343|-0.0008161889999999|-0.021951549|10.31928028|-0.09922757|1|-0.0932537609999999|-0.030014575|-0.516344924|2|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|0|0.767244275|-0.083155747|-0.083997524|0.010068754|-65.24476749|-65.90523417|7.900037181|0.232755725|-0.0305445539999999|-51.70985599|-51.19164773|74.99848132|-23.9655397|0.4866209529999999|601.9869510999999|-1581.72562|3180.526173|-18.803584|0.194493895|15.85230406|7808.347937|-1241.036544|0.011589523|-479.405829|1963642.0|1021.999374|1.0|0.0|1.0|4.63|0.3|-9.2|3.46|2.27|0.0|142.08|0.0|6.0|36.0|-6.38|502.63|0.0|-5.69|2.97e-07|0.000149|2.06e-06|1.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|4.2444|8.5|4.18|-1923.926093|-1923.878801|792.61|296.62|292.11|0.55428|0.54445|291.0|1.7601|-0.21008|0.04729184|-1923.611784|2.9086|229.0|6.6402|6.6402
12au_a36|-3.3109381210000004|0|0.0|0|2|2|0.2992539489999999|0.0|-0.009897048|5.351858133|-0.351827031|-0.613616984|-0.006862238|-0.023640632|10.31810353|-0.03802163|1|0.1320241419999999|-0.15024383|-0.515924985|1|0.8183043390000001|0.825565083|-0.021932444|-0.058671909|0.877827228|0.750657639|0|0.698996981|-0.090166553|-0.110305773|0.021569487|-64.86748076|-79.35600767|15.51748637|0.301003019|-0.038036474|-57.09017539|-46.66686194|95.91776213|-27.36414058|0.492871181|502.8713191000001|-1587.1201529999998|2384.109036|-19.68626738|0.283941389|17.67586495|7239.100414|-1141.803508|0.023021031|-310.873098|2216.466823|805.2286932|0.0|0.0|0.0|5.0|0.17|-6.87|1.28|0.84|0.0|142.02|0.0|7.0|34.0|-8.03|474.54|0.0|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0|1.36e-07|6.45e-05|-0.0570899999999999|5.1307|6.24|3.7105|-1876.207937|-1876.156196|752.27|334.15|241.65|0.58518|0.70395|0.0158|6.1367|-0.2087099999999999|0.05174058|-1875.960827|8.0814|47.0|7.3279|7.3279
