molecula|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50
14k_a23|1|0.0|0.0|2|0|0|1.1979621459999998|3.358995671|-0.005866159|5.351858133|-0.024758731|2|0.04479394|-0.055500851|10.31321813|0.009263715|-0.13187015|-0.463402169|0.722187957|0.800643488|-0.091426449|0.864845456|-0.0562483359999999|0.018829201|-53.17069631|12.53019305|38.76597615|51.64167457|80.31548917|0.783562394|-24.9092952|64.04991522|-22.62582822|0.486654314|2955.4566170000003|2174.886074|-15.05671972|0.216437606|15.99703938|0.948005074|144.0318708|28.87559227|-377.4022725|1357.152837|633.3278634|0.0|0.0|1.0|1.0|3.39|-7.99|4.0|4.67|105.02|3.51|2.0|1.0|4.0|-6.03|445.93|0.0|0.0|0.0|3.99|-5.55|0.000334|2.83e-06|0.00126|4.21|0.0|4.55e-06|-0.07933|3.6421|3.6421|-2089.524497|691.9|1179.17|0.4694|340.42|552.65|0.63765|0.4694|-0.14784|-0.2271699999999999|8.3627|8.4123
4_a3|0|0.0|0.0|0|0|0|0.60501714|0.0|-0.008561428|4.727387819|-0.161259999|1|-0.08769805|0.057349653|10.31162267|-0.007022144|0.127253753|-0.607238634|0.640351067|0.721302096|0.041477445|0.785381728|-0.110345083|0.008006786|-46.9200748|3.806447632|235.6982345|123.350856|77.51574252|0.866976271|-24.93884341|51.71950126|-18.76802992|0.415852758|2142.972568|1548.626215|-8.922372453|0.133023729|8.648209506|0.711897153|63.23984222|21.6476858|-348.9230345|757.6690029|347.9532383|1.0|1.0|1.0|1.0|2.94|-7.53|5.3|5.17|80.04|3.07|1.0|1.0|3.0|-5.21|321.37|0.0|0.0|1.0|4.09|-5.09|0.00065|8.22e-06|0.00264|4.3|0.0|9.48e-06|-0.0584299999999999|5.9341|3.4771|-1355.332318|504.29|858.45|0.1776|208.93|338.33|0.3809|119.0|-0.14983|-0.20826|3.1409|5.9
15a_a10|0|0.0|0.0|1|1|1|1.34383719|2.141907675|-0.00244937|5.4161004020000005|0.022297552|2|-0.125297206|-0.060539141|10.92966696|0.01192767|-0.285973309|-0.188634555|0.7408341359999999|0.77630271|-0.1074837719999999|0.820233357|-0.0458501609999999|0.0156991769999999|-49.47045259|10.10411407|42.41151044|54.61835033|122.7715002|0.676473201|-18.99256188|60.98047923|-16.19032994|0.407638879|2656.305166|2413.560937|-10.42022369|0.323526799|11.33516398|0.68815941|208.2243923|23.93343877|-227.1590805|1316.339132|697.5493042|0.0|1.0|1.0|0.0|3.5|-7.79|3.95|4.05|56.07|1.93|1.0|1.0|5.0|-6.52|399.49|0.0|1.0|1.0|3.33|-4.4|0.0432|3.94e-05|0.0157|3.12|0.0|6.51e-06|-0.04742|5.7646|3.7639|-1278.452284|687.57|1179.28|0.3558|215.08|563.27|0.47484|0.1583|-0.1559299999999999|-0.20335|6.1108|7.6198
14z_a23|1|0.0|0.0|2|0|0|1.197960872|3.305974434|-0.005892861|5.351858133|-0.024897956|2|0.038811869|-0.0438568409999999|10.31321795|0.007229683|-0.125978901|-0.46459002|0.719722236|0.802520527|-0.035965909|0.8668730109999999|-0.0582387179999999|0.018337664|-55.54823244|12.77192721|40.18308023|52.02674091|79.960755|0.785604449|-28.25118461|66.77741935|-23.63754572|0.474697407|3094.698027|2692.627452|-16.46322104|0.214395551|14.91419434|0.903664694|149.3235124|30.08835522|-397.8390333|1414.152695|665.6233736|0.0|0.0|1.0|1.0|3.42|-8.57|4.64|5.32|105.02|3.99|2.0|1.0|4.0|-5.8|480.37|0.0|0.0|0.0|4.49|-6.13|8.18e-05|7.37e-07|0.000354|4.83|0.0|1.29e-06|-0.08503|4032.0|3.6632|-2549.107748|715.41|1221.92|0.3201|307.5|586.28|0.66217|0.2917|-0.15195|-0.23698|7.9877|8.2941
13c_a5|0|2.944180713|0.0|0|1|1|1.377702625|0.0|-0.005082338|4.59511985|-0.0090268969999999|3|-0.010689086|-0.098760742|10.94530327|0.006110714|-0.150963534|-0.324868153|0.705487111|0.770478689|-0.033833834|0.822789227|-0.077308234|0.023143526|-50.50012762|15.25960958|158.67712230000004|131.7396496|51.93687546|0.551328235|-33.60884086|70.46156718|-16.50965711|0.46617977|2793.480751|1235.709541|-10.8855893|0.448671765|15.90846721|0.873289814|295.8302846|29.94524142|-67.68621352|1557.152554|656.208474|0.0|1.0|1.0|1.0|3.13|-8.09|4.23|3.29|84.0|1.16|1.0|1.0|5.0|-7.28|411.46|0.0|0.0|1.0|2.68|-3.96|0.1169999999999999|0.000109|0.0446|2.15|0.0|3.36e-06|-0.05615|4706.0|4.2145|-1351.274441|676.53|1153.36|509.0|263.46|513.33|0.41594|0.1666|-0.17324|-0.22939|2.9732|6.9101
A7701_a51|0|2.9690728930000003|0.0|0|0|0|1.390164251|0.0|-0.002377784|4.59511985|-0.0162614089999999|2|0.070581466|0.058290286|10.93031118|0.00740235|0.061434294|-0.22798944|0.7078647990000001|0.7451039290000001|-0.0533751959999999|0.8092075540000001|-0.071384149|0.007404204|-36.09660744|3.420720075|146.2104641|62.31656919|0.0|0.799046392|-15.23632002|41.87351682|-14.03756956|0.420350923|1959.582581|1108.114062|-6.485314917999999|0.200953608|8.863149921|0.7251817340000001|92.83996262|17.56790307|-276.3170672|632.4445105000001|332.8814548|1.0|1.0|1.0|1.0|2.66|-7.58|4.46|4.0|54.46|1.98|0.0|1.0|3.0|-5.82|286.33|0.0|1.0|1.0|3.12|-4.17|0.0319|6.790000000000001e-05|0.0195|3.14|0.0|7.5e-06|||||||||||||||7.6021
16h_a32|1|3.340888605|0.0|0|0|0|0.609420754|0.0|-0.015656019|5.733341277|-0.098975084|0|-0.069213021|0.061727488|10.31100268|-0.002310082|-0.219947482|-0.71364354|0.804503712|0.832040698|-0.03617945|0.881181048|-0.081151869|0.02096013|-77.17316899|13.31708433|70.02855767|127.5843068|35.90298920000001|0.7359051059999999|-32.75886858|90.15529448|-24.62973479|0.459750275|2709.44587|3282.554439|-15.6485794|0.2640948939999999|12.42028916|0.850995852|167.7935207|33.46862873|-299.7661014|1573.02555|573.3529948|1.0|0.0|1.0|2.0|3.61|-7.0|5.86|4.6|149.27|1.12|2.0|1.0|5.0|-6.22|413.52|1.0|0.0|1.0|3.74|-4.75|0.000136|1.7800000000000002e-05|0.0073599999999999|3.66|0.0|4.09e-05|-0.05028|3.6182|3.6182|-1955.99895|679.82|1130.4|0.2914|342.67|556.05|0.70219|0.2914|-0.14972|-0.2|4.2275|8.0655
14a_a23|1|0.0|0.0|2|0|0|1.197964042|3.39397765|-0.0056795759999999|5.351858133|-0.0246126279999999|2|0.0446402609999999|-0.0518554529999999|10.31321831|0.011363191|-0.137733142|-0.446724057|0.72792508|0.7556436440000001|-0.123790952|0.816237166|-0.055677662|0.019504497|-50.79675604|12.33442989|38.57988954|51.42774883|80.54176247|0.7807587890000001|-22.26638099|61.36268093|-21.61564087|0.462434482|2816.527785|2173.7139190000003|-13.66949407|0.219241211|14.2658736|0.8602383659999999|138.6457355|27.68542751|-355.0975547|1301.215093|601.8533922|1.0|0.0|1.0|1.0|3.41|-7.41|3.36|4.02|105.02|3.03|2.0|1.0|4.0|-6.27|411.48|0.0|0.0|0.0|3.37|-4.96|0.00139|1.1e-05|0.0045299999999999|3.58|0.0|1.6100000000000002e-05|-0.07379|3.7119|3.7119|-1629.928331|665.5|1134.02|0.3764|334.02|516.58|0.6289100000000001|0.3764|-0.15002|-0.2238099999999999|8.3962|8.5498
15b_a50|1|0.0|0.0|2|1|1|1.353059441|4.112770601|-0.0045393|5.82008293|-0.05484142|1|-0.103807905|-0.06083723|10.94501702|0.005203263|-0.2185722769999999|-0.310946931|0.79846758|0.8259784720000001|-0.216393362|0.8833003970000001|-0.082576068|0.020083792|-46.13641893|11.48191704|274.85729960000003|102.3838797|0.0|0.639017342|-26.98929785|60.03646705|-16.04745006|0.478989976|2441.264256|1692.3273379999998|-9.174337796|0.3609826579999999|13.22671714|0.919348867|206.3740238|25.11269883|-158.95261259999998|1155.184146|510.3677388|1.0|1.0|1.0|1.0|3.56|-5.72|2.71|3.26|68.76|1.66|1.0|2.0|4.0|-6.98|357.41|0.0|1.0|1.0|2.37|-3.6|0.2339999999999999|0.000249|0.0891|2.11|0.0|0.000687|-0.0333399999999999|4.0561|4.0561|-1160.4989460000002|613.37|1035.3|0.1796|305.67|475.99|0.65917|0.1796|-0.16737|-0.20071|9.3788|7.1024
6b_a31|0|3.404988662|0.0|0|1|1|0.610136262|0.0|-0.016070861|5.733341277|-0.178758575|0|0.11647286|-0.032090772|10.31169819|-0.008439437|-0.004825446|-0.57983695|0.838789705|0.78240875|-0.084489161|0.841537966|-0.12081047|0.032992761|-78.37648097|20.12924648|159.79549319999998|227.0509355|101.4993391|0.7459204140000001|-44.96993859|93.1058799|-27.86719323|0.4807018779999999|2776.92804|2063.736075|-17.0020813|0.254079586|14.46878435|0.925676135|155.0167518|37.35947255|-300.0775025|1681.1762649999998|536.6368656000001|1.0|1.0|1.0|2.0|3.55|-7.33|5.19|4.0|131.36|1.36|1.0|1.0|5.0|-6.5|404.44|0.0|0.0|1.0|3.3|-4.66|0.000947|2.18e-05|0.00883|3.2|0.0|1.89e-05|-0.05835|3.2949|3.2949|-1652.671944|637.06|1077.19|0.4967|376.29|492.36|0.7013199999999999|0.4967|-0.13345|-0.1918|8.8379|7.2676
17a_a10|0|0.0|0.0|1|2|2|1.3438501040000002|2.118111229|-0.004333189|5.4161004020000005|0.021150127|3|-0.082914437|-0.093735748|10.92970797|0.01029375|-0.360142554|-0.275154041|0.7019075779999999|0.76281504|0.054069767|0.8044827790000001|-0.055423599|0.020088947|-58.46202420000001|14.20303963|51.96456548|103.34686|87.61514901|0.564726042|-27.70403316|76.48633670000001|-16.70343549|0.4918223679999999|3154.628148|1855.293376|-11.80945728|0.4352739579999999|16.96492079|0.967815851|307.7420338|29.57794442|-91.52361858|1863.410498|911.2106544|0.0|1.0|1.0|0.0|3.8|-7.32|3.31|2.5|76.38|1.29|1.0|1.0|6.0|-7.43|468.55|0.0|1.0|0.0|2.64|-4.32|0.0986|4.74e-05|0.0222|2.43|0.0|2.22e-05|-0.04641|5.5285|3.9887|-1524.557372|767.6|1326.24|0.2142|224.26|603.73|0.32889|0.0867|-0.16562|-0.21203|5.3803|7.3098
12y_a36|0|3.479963309|0.0|0|2|2|1.29704385|0.0|-0.00707164|5.351858133|-0.065314765|2|0.036174187|-0.049845887|10.94917392|0.003724542|-0.1619981409999999|-0.434990282|0.90500247|0.820226782|-0.0498101409999999|0.873588247|-0.076585128|0.019404665|-66.24017399|13.04507243|114.430624|109.55137340000002|14.40618351|0.755735734|-34.61187706|78.8341402|-24.53339777|0.487285656|2793.629988|2304.463084|-16.49293906|0.244264266|14.80236899|0.950403792|164.2102614|32.46293206|-343.8442493|1752.9983309999998|698.847203|1.0|0.0|0.0|2.0|4.88|-7.01|3.62|2.42|69.2|2.38|1.0|1.0|4.0|-6.34|407.47|0.0|1.0|0.0|2.37|-4.55|0.0106|2.82e-05|0.0115|3.45|0.0|3.94e-05|-0.05002|3.8794|3.8794|-1310.350902|702.38|1183.75|0.4358|319.6|532.91|0.66796|0.4358|-0.15671|-0.20673|8249.0|7.9208
9h_a24|0|2.916716427|0.0|1|0|0|1.428198245|1.726213624|-0.002864393|5.209486153|2.01e-05|2|0.078066659|-0.209618231|10.96661419|0.012380829|-0.047269812|-0.207206943|0.687815726|0.78742035|-0.004960317|0.859720539|-0.060337884|0.018457687|-32.48899638|8.724425117000001|167.2085719|54.93613103|1.773520599|0.572371258|-13.48059881|47.51520531|-12.42226332|0.477589721|2062.34011|768.1954692|-5.871651668999999|0.427628742|11.11300329|0.914204295|202.1279819|21.70315707|-68.41568372|737.9073405|295.8603625|1.0|0.0|1.0|1.0|2.84|-6.05|2.42|2.72|72.28|1.07|0.0|1.0|4.0|-6.85|288.31|0.0|1.0|1.0|1.97|-3.24|423.0|0.000575|166.0|1.7|0.0|0.000258|-0.0435399999999999|5.1739|4.3437|-945.2642633|506.68|831.92|0.3844|239.63|363.48|0.54606|0.0073|-0.18239|-0.22593|7.7741|7.1135
12bf_a36|0|3.31325137|0.0|0|2|2|1.297043948|0.0|-0.00832865|5.351858133|-0.119979424|2|0.140577067|-0.096665166|10.96022305|-0.004358975|-0.250781298|-0.433281391|0.653741315|0.836170906|-0.033696875|0.892249657|-0.090461753|0.0217611939999999|-71.01192632|14.01562806|87.14111344|206.6543367|0.0|0.7054709690000001|-37.52534442|86.28460578|-24.14405495|0.474826911|2902.591295|2522.341812|-15.55034592|0.294529031|14.37031118|0.904134124|189.6959033|34.22402339|-264.6734075|1711.2011699999998|593.6088758|1.0|0.0|0.0|2.0|4.72|-7.12|3.55|3.0|69.2|2.78|1.0|1.0|6.0|-6.8|417.41|0.0|1.0|0.0|2.44|-4.32|0.0424|4.81e-05|0.0201|2.88|0.0|3.17e-05|-0.0571299999999999|5.2319|3874.0|-1431.413697|670.85|1120.94|0.4518|236.98|517.66|0.40663|0.4006|-0.15677|-0.2139|7.5932|8.2218
3i_a32|1|2.417426304|-4.547725143|0|0|0|0.6094207970000001|0.0|-0.012358668|5.733341277|-0.363243817|0|-0.21362765|-0.26785886|10.3110028|-0.0106761939999999|-0.212967423|-0.537667101|0.565740817|0.833699527|0.030060554|0.902293804|-0.093279684|0.015296821|-59.72706743|8.064907632|60.99385995|55.97682661|0.201037767|0.77072347|-25.92886531|71.27609889|-23.52884474|0.422644726|2471.4299920000003|2141.3084710000003|-12.4050588|0.22927653|10.09193014|0.732035793|120.8809386|30.52825775|-285.465827|1007.432506|318.0257595|1.0|0.0|1.0|1.0|3.1|-6.96|6.76|6.29|110.94|2.09|2.0|1.0|6.0|-5.53|366.38|1.0|0.0|1.0|4.37|-5.16|0.000197|6.85e-06|0.00251|4.23|0.0|4.01e-05|-0.06518|3642.0|3642.0|-1891.833327|530.5|876.0|0.4765|340.43|418.24|0.70322|0.4765|-0.1476|-0.21278|3.8572|8.2366
9i_a24|0|2.9199957480000003|0.0|1|0|0|1.4281889280000002|1.865102513|-0.005148312|5.209486153|2.01e-05|2|-0.076024544|-0.087363979|10.96661275|0.005891639|-0.336939175|-0.32068769|0.783500303|0.822658951|-0.0106944439999999|0.898194715|-0.064657333|0.025118046|-33.00219474|11.87389334|10.13249376|82.21166337|1.634015079|0.499238289|-14.44881966|51.05832236|-11.64783344|0.468272544|2061.729154|761.9885477000001|-5.506205845|0.500761711|11.18382556|0.8806627109999999|236.7218826|23.33121014|0.720157264|793.2611447|295.8603625|1.0|1.0|1.0|1.0|2.76|-6.05|2.42|2.72|72.28|0.67|0.0|1.0|4.0|-7.01|288.31|0.0|1.0|0.0|1.73|-3.1|716.0|0.000791|228.0|1.48|0.0|0.000258|-0.0473899999999999|4.6212|4.1459|-945.286637|501.48|825.7|0.2373|268.3|363.15|0.58977|0.0029|-0.17204|-0.21943|9.2818|7.0555
13b_a30|0|0.0|0.0|0|2|2|0.604984129|0.0|-0.011016128|5.351858133|-0.118776867|2|-0.035340334|0.042845487|10.31162842|-0.002215642|0.006103754|-0.564815317|0.841060094|0.836520136|-0.0771674659999999|0.892104517|-0.109962789|0.018555474|-76.67161447|12.52854078|385.2420923|206.54056530000005|105.341977|0.800290866|-50.13056864|88.26741491|-28.93268471|0.454574838|3002.926824|2319.48655|-19.53516918|0.1997091339999999|16.1428924|0.8334321|134.8423681|36.15271139|-405.5090587|1916.093704|713.7769663|1.0|0.0|0.0|2.0|4.76|-6.19|3.04|1.72|124.74|2.06|1.0|1.0|5.0|-7.05|441.51|0.0|0.0|0.0|1.91|-4.3|0.00427|5e-05|0.0221|2.74|0.0|0.000288|-0.05434|5.0501|3.5056|-1744.492044|721.48|1210.94|0.2783|245.51|544.04|0.32563|0.1415|-0.14879|-0.20313|5.3762|7.5901
5a_a40|0|0.0|0.0|1|0|1|0.604913477|1.688148148|-0.004609716|6.167516491000001|0.059258947|0|-0.108428634|0.180125135|10.31198338|0.010425818|0.007301856|-0.363338726|0.538671739|0.756882266|-0.0395444479999999|0.820901326|-0.078132307|0.020641204|-40.27003217|9.135164355|174.99981530000002|64.97877226|52.43850484|0.8224652720000001|-15.30358975|46.06507254|-16.10801287|0.4889874279999999|1847.672595|508.8362301|-7.128912782|0.177534728|10.7779923|0.956899016|78.57142892|19.58503709|-285.426492|587.5511127|244.8873477|1.0|0.0|1.0|0.0|3.04|-4.05|3.68|3.08|75.5|1.85|0.0|2.0|3.0|-5.9|269.32|0.0|1.0|1.0|2.8|-3.67|0.0202|0.000213|0.0574|2.88|0.0|0.0241|-0.0657799999999999|3.7921|3.7921|-1177.598691|466.79|757.45|0.4461|326.96|353.51|0.69499|0.4461|-0.15066|-0.21644|7.6003|7.0915
8_a27|0|2.599100867|0.0|1|0|0|1.406757715|1.7626247169999998|-0.008444078|4.59511985|-0.077396262|2|-0.14212377|0.093450172|10.93783465|0.004801929|-0.187486926|-0.535352745|0.6812785379999999|0.8000360390000001|0.11158995|0.8688656459999999|-0.078709803|0.021852066|-43.96130162|10.41179748|122.0597403|106.5457267|61.18801154|0.751701834|-17.86879446|53.20197882|-17.09606174|0.479730655|2132.9321670000004|989.0070768|-8.145716531|0.248298166|9.642697094|0.92208134|118.305988|22.74314225|-239.8554499|818.753121|326.3351007|0.0|0.0|0.0|1.0|2.79|-6.28|2.98|2.48|76.46|2.19|0.0|1.0|4.0|-6.73|303.32|0.0|1.0|1.0|2.38|-3.52|178.0|0.000299|0.0907|2.0|0.0|0.000158|-0.05015|4.1276|4.1276|-1004.515654|507.76|848.58|0.2336|300.38|374.88|0.64893|0.2336|-0.16958|-0.21973|4.2899|8.2218
18_a15|0|0.0|0.0|0|0|0|1.435689019|0.0|-0.006149666|0.0|-0.090130715|2|-0.094812415|-0.066226471|10.95986315|0.000539978|-0.145790726|-0.431836192|0.660075777|0.7162974740000001|0.004699248|0.765450925|-0.067562078|0.007146033|-55.48918283|4.370403779|40.37881101|100.159876|1.833724661|0.867430881|-25.27062952|60.86009645|-21.51621375|0.415796832|2541.440611|2510.854462|-13.15898469|0.132569119|10.2545953|0.711733271|81.07723009|24.80452821|-449.4301265|1215.421882|590.2470602999999|1.0|1.0|1.0|1.0|3.37|-9.98|5.68|6.86|47.04|3.6|2.0|1.0|4.0|-4.8|385.43|1.0|0.0|1.0|5.06|-5.93|0.000265|1.18e-06|0.0004559999999999|5.42|0.0|4.01e-08|-0.03581|4543.0|3.8232|-1265.810138|650.53|1110.18|0.2686|272.91|535.02|0.6074|0.0066|-0.1579|-0.19371|6.5864|6.8894
11c_a5|0|2.930680267|0.0|0|0|0|1.427567332|0.0|-0.004590583|4.59511985|-0.050049777|2|-0.0859098|-0.059682527|10.94877953|0.005383056|-0.018887528|-0.269653478|0.679183645|0.8020105409999999|-0.044126759|0.86113162|-0.078909483|0.01785211|-53.12487972|10.85837291|31.61751609|118.7750305|4.089828494|0.707039635|-29.19305715|66.02857181|-19.63310772|0.448016491|2497.685314|926.234805|-11.94164728|0.292960365|16.09582374|0.811648325|178.1902995|27.76804404|-251.8596984|1277.330026|523.8031619|1.0|1.0|1.0|1.0|2.96|-8.47|4.79|4.17|80.76|1.13|1.0|1.0|5.0|-6.59|370.4|0.0|0.0|1.0|3.0|-4.1|0.0273|7.950000000000001e-05|0.0294|2.78|0.0|1.26e-06|-0.04315|4.5035|4.2087|-1218.492067|636.14|1071.71|0.5327|275.3|512.32|0.60118|0.2186|-0.1713299999999999|-0.21448|3.3827|7.6021
4n_a46|0|0.0|0.126268818|1|1|1|1.13463699|2.093595994|-0.004696854|5.587248657999999|-0.036492128|0|-0.2264394139999999|-0.144852516|10.94021058|0.0042595609999999|0.109017734|-0.369211845|0.741742667|0.722331115|-0.088858764|0.7681452190000001|-0.103381106|0.008424451|-47.16810275|4.629240193|172.8490949|53.22165035|0.0|0.863203663|-31.21601103|51.4039205|-17.06080312|0.428896538|2195.786424|2116.313581|-9.374920341|0.136796337|9.921794991|0.750996215|75.1696593|19.76451658|-399.1612105|928.9322794|525.8291956999999|1.0|0.0|1.0|1.0|3.75|-6.67|4.33|4.94|61.84|2.99|1.0|1.0|3.0|-5.26|343.42|0.0|1.0|1.0|3.9|-5.1|0.00129|7.95e-06|0.00273|4.41|0.0|7.340000000000001e-05|-0.04044|5.7448|3953.0|-1090.343872|578.83|1011.66|253.0|215.82|502.02|0.41625|0.0711|-0.16641|-0.20685|8773.0|5.2845
21c _a23|1|0.0|0.0|2|0|0|1.197962776|3.311482916|-0.009944003|5.4161004020000005|-0.135572353|2|0.0645437059999999|-0.092608459|10.3132171|0.0035741379999999|-0.036896213|-0.596546056|0.7641222459999999|0.782543953|-0.060079444|0.838980345|-0.08365474|0.014036138|-70.15570019|9.976937758|323.3651097|148.8448086|94.32302529|0.834557275|-42.26586935|79.71722579|-28.58195193|0.468609427|3161.1237530000003|2628.628799|-20.31615463|0.165442725|16.83467928|0.881854988|117.597286|34.24804117|-475.6090385|1849.394223|762.0576580000001|0.0|0.0|1.0|2.0|3.68|-7.33|3.1|3.42|148.11|2.49|1.0|1.0|5.0|-7.13|468.53|1.0|0.0|0.0|3.0|-4.72|0.0011|1.92e-05|9.0|2.86|0.0|2.2e-05|-0.07892|3.6649|3.6649|-1837.964768|747.88|1275.12|0.3329999999999999|338.3|587.02|0.5885699999999999|0.3329999999999999|-0.15089|-0.22981|8.3979|7.1752
13d_a6|0|3.447870607|0.0|0|1|1|1.424214188|0.0|-0.010665225|5.351858133|-0.0122495089999999|1|0.077158715|-0.042531782|10.95129636|-0.000899678|-0.174259072|-0.49314765|0.845481322|0.786837131|-0.187174391|0.841971795|-0.092581323|0.030793771|-75.40072983|20.96853949|156.67194009999997|143.9350986|564.780402|0.769432845|-42.92734103|88.02705449|-27.03045032|0.4128711229999999|2882.382522|3075.022992|-18.40596467|0.230567155|15.47559904|0.703203572|157.0011174|35.13035671|-366.9322097|1861.908905|692.8471883999999|1.0|1.0|1.0|2.0|3.64|-9.4|5.38|4.57|95.85|1.5|2.0|1.0|5.0|-5.88|423.47|0.0|0.0|1.0|3.74|-5.27|0.000471|5.42e-06|0.00229|4.23|0.0|1.68e-07|-0.05252|4.85|3.6298|-1389.403308|723.61|1219.11|0.7905|255.64|598.06|0.58381|0.2513|-0.14894|-0.20146|14.0012|6.4437
13_a47|1|2.920663104|0.0|0|0|0|1.417757826|0.0|-0.0049262279999999|4.59511985|-0.0777650159999999|2|-0.047120094|0.003874205|10.9452934|-0.000211465|-0.0233277889999999|-0.316563793|0.6427334020000001|0.794037882|0.065869272|0.8582665429999999|-0.081148294|0.017736598|-45.39284663|9.13564442|63.12660940000001|112.453046|0.0|0.688261242|-21.52866736|57.38622954|-16.72368034|0.472007922|2190.316257|669.2729199|-8.613918003|0.311738758|13.33103985|0.8939678120000001|160.5682509|24.29844849|-193.936606|923.3410426|359.12161539999994|1.0|1.0|1.0|2.0|2.9|-7.9|4.06|4.63|66.49|2.34|0.0|1.0|4.0|-6.0|319.34|0.0|1.0|1.0|3.19|-4.27|0.0185|5.41e-05|0.0173|3.17|0.0|4.04e-06|-0.05465|4.0302|4.0302|-1067.820961|542.62|895.21|0.3382|307.63|404.73|0.67466|0.3382|-166.0|-0.22065|4.8308|7.8
14l_a23|1|0.0|0.0|2|0|0|1.1979636809999998|3.402752757|-0.005344736|5.351858133|-0.026530366|2|0.042748013|-0.060692376|10.313217800000002|0.01180744|-0.136106024|-0.448622017|0.725800261|0.778602826|-0.1010279259999999|0.836852328|-0.053549434|0.018669073|-51.59307331|12.31633167|40.34135162|51.94117061|81.90812552|0.7896261940000001|-23.306234600000003|61.54673359|-21.66909079|0.492922575|2879.181064|2176.038061|-14.29549842|0.210373806|15.78926563|0.972085426|138.7874759|27.44221375|-382.1434717|1372.110688|666.0036144999999|0.0|0.0|1.0|1.0|3.51|-7.78|3.88|4.33|105.02|3.24|2.0|1.0|4.0|-6.1|425.51|0.0|0.0|0.0|3.78|-5.25|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|-0.07191|3.6274|3.6274|-1669.2363289999998|694.65|1185.79|0.4239|341.8|560.51|0.67242|0.4239|-0.14639|-0.2183|8.2422|8.1798
12l_a30|0|0.0|-4.712037416|0|2|2|0.60498366|0.0|-0.015371073|5.351858133|-0.274237737|2|-0.102468864|0.154540315|10.31162828|-0.004395528|-0.226973911|-0.640870513|0.613786308|0.830875659|-0.0395239879999999|0.883029843|-0.0905026719999999|0.0154211289999999|-76.82494797|10.78883933|103.5499036|115.9404641|1.697908189|0.8218150790000001|-44.29742723|88.64610824|-31.88960104|0.462727396|3306.001879|2394.793539|-22.31041443|0.178184921|17.23248653|0.861252543|124.6606826|38.8038646|-450.2927313999999|2056.604824|696.6414817000001|1.0|0.0|0.0|1.0|4.72|-7.18|4.43|4.78|90.88|2.82|2.0|1.0|8.0|-5.66|482.48|0.0|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|5.05|0.0|3.19e-05|-0.0545299999999999|5.0454|3.5245|-1988.033039|729.17|1223.54|0.2294|245.74|574.72|0.39486|0.1574|-0.14944|-0.20397|2.9851|7.2154
1n_a5|0|2.91912867|0.0|0|0|0|1.427557749|0.0|-0.007315978|4.59511985|-0.0533837329999999|2|0.002508727|-0.150600424|10.94528897|0.004754079|-0.015850084|-0.393928416|0.6805709409999999|0.77828693|-0.087019366|0.8402078140000001|-0.082180848|0.023129277|-47.04056285|13.27640087|63.58796786|123.2912732|55.29041202|0.627751746|-27.07741706|63.57058627|-17.50346525|0.483868192|2437.279452|889.4388375|-10.04713747|0.372248254|15.27080096|0.937489579|213.67365440000003|27.88278228|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|2.88|-8.07|4.41|3.99|80.76|1.72|1.0|1.0|5.0|-6.41|356.38|0.0|0.0|1.0|3.14|-4.18|0.0193|6.56e-05|0.0234|2.91|0.0|3.01e-06|-0.06186|4.3838|4.3838|-1179.209088|607.15|1017.23|0.3789|282.82|481.06|0.44786|0.3789|-0.17092|-0.23278|0.7104|7.5686
