molecula|n9FaHRing|n9FaRing|SaaNH|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
15_a10|0|0|0.0|1|1|1.277647202|2.124460476|-0.166303336|-0.0027892409999999|5.4161004020000005|0.035396617|0.0353864729999999|-0.0729795729999999|-0.142251304|10.92966702|-0.05940848|1|1|0.009514122|-0.085979341|-0.136323668|-0.208590561|2|-0.079744227|0.635064845|1|-0.059234364|-0.074144604|0.018614889|-35.30133759|11.09373722|33.67392858|50.34268476|-0.025240716|-26.33385303|0.646412648|-15.04246823|46.39507481|0.434181679|545.6177511|-706.9960069|2288.954984|6.35937164|11.23924661|23.27068984|0.020932674|1093.722422|563.875765|1.0|1.0|1.0|0.0|3.29|21.0|-8.3|4.72|52.83|2.53|1.0|5.0|-4.48|28.0|4.0|-6.07|390.87|0.0|1.0|3.83|13.0|1.56e-05|0.0061|0.0|5.01e-09|1.96e-06|3.12|3.7997|641.98|214.05|0.41458|0.68543|-1603.851644|4.5192|-0.20983|0.03039798|-1603.907391|33.0|7.4815|7.4815
14f_a23|1|1|0.0|0|0|1.197963246|3.366063739|-0.002304087|-0.006791105|5.351858133|-0.027380305|0.04255787|0.056215377|-0.373510774|10.3132176|-0.041351617|2|2|0.010508236|-0.110069159|-0.199540201|-0.399688849|2|0.070514687|0.71381683|1|-0.059927056|-0.084419703|0.027134452|-40.51498423|18.34483401|96.47955427|71.55380685|-0.031450478|-38.58595734|0.665778294|-21.26277654|58.85981824|0.478733036|604.5178506|-1084.401604|2322.5224120000003|8.124287407|15.58565565|31.93672236|0.025162423|1628.77284|683.7405759|0.0|0.0|1.0|1.0|3.57|26.0|-7.51|4.03|114.25|2.72|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|3.46|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|3.11e-08|1.3699999999999998e-05|3.23|3.5753|711.98|213.09|0.60917|0.6733399999999999|-1744.182678|6.3534|-0.21743|0.02255331|-1744.2443850000002|2.0|8.6459|8.6459
8m_a46|0|0|0.0|1|1|1.160371261|2.126524943|-0.044830187|-0.00517896|5.533389489|-0.085284636|0.047345679|-0.134230003|-0.248590088|10.94650201|-0.064176245|1|1|0.005865049|0.010184776|0.015631887|-0.380393836|1|-0.084989948|0.77612204|0|-0.0911455|-0.085204935|0.007059399|-48.32436573|3.742817678|166.8508795|65.63194084|-0.032188531|-23.9511632|0.8854896870000001|-17.06601365|52.0671834|0.425802465|464.5573228999999|-767.9706141|1913.813025|5.684332261000001|9.899611044|19.27296714|0.006689855|867.2835213999999|463.1469765|0.0|1.0|0.0|1.0|3.24|17.0|-6.46|4.21|50.94|2.62|1.0|2.0|-4.48|24.0|3.0|-5.61|319.4|0.0|1.0|3.53|0.0105|2.78e-05|0.0088799999999999|0.0|3.5e-07|0.000112|4.12|4.2881|570.72|233.66|0.43001|0.6997800000000001|-1013.91158|2.0174|-0.19715|0.03472717|-1013.962913|229.0|6.6402|6.6402
16a_a23|1|1|0.0|1|1|1.197962324|3.411338761|-0.0147904689999999|-0.0054940769999999|5.351858133|-0.013055633|0.046283951|0.062601621|-0.302174246|10.31321796|-0.071458049|2|2|0.01226642|-0.181609054|-0.335065967|-0.380779155|2|0.154144584|0.7199622309999999|1|-0.041095401|-0.07288672|0.021379172|-26.53751114|13.80568132|9.922436905|42.07919382|-0.025724725|-30.39361398|0.585920722|-16.6118386|40.34319246|0.49525751|603.6746046|-847.2037686000001|1801.957216|8.024409307|15.89802615|28.35168303|0.02809646|1445.935835|668.3493171|1.0|0.0|0.0|1.0|3.94|20.0|-5.27|2.52|108.26|2.04|2.0|5.0|-4.58|31.0|4.0|-7.02|427.5|0.0|0.0|1.85|0.0111|4.86e-05|0.0208|0.0|5.38e-06|0.0023|2.49|1.6239|670.04|763.49|0.96307|0.96307|-1685.580443|11.6254|-0.12645|0.03391189|-1685.6419010000002|39.0|7.4037|7.4037
24_a20|0|0|0.0|0|0|1.40648755|1.959359883|-0.217098257|-0.001547029|4.727387819|0.029711934|0.03625|0.087887688|-0.083539572|10.93106245|-0.04104|1|1|0.008780074|-0.036258691|-0.060582944|-0.188335708|2|0.070857143|0.607038752|1|-0.061437722|-0.067869875|0.012814211|-38.76683848|8.085691548|12.83518119|30.27049276|-0.02714795|-27.02262995|0.771032243|-17.13019562|46.85253003|0.457794721|600.7235847000001|-856.5097809|1961.887639|6.852820269|12.63879297|22.21722343|0.013436544|1110.861171|664.4562602999999|1.0|1.0|1.0|0.0|3.4|27.0|-9.32|4.78|80.28|1.86|1.0|4.0|-4.89|31.0|5.0|-6.26|402.45|0.0|1.0|3.63|0.00519|1.17e-05|0.00469|0.0|4.82e-10|1.94e-07|3.74|3.5876|685.66|232.2|0.46668|0.44916|-1291.647083|3.6107|-0.22435|0.02922392|-1291.706729|318.0|6.4976|6.4976
12b_a40|0|0|0.0|0|0|0.604989475|1.713497417|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0.04020202|0.1744506639999999|-0.158107422|10.31197236|-0.1537981269999999|2|2|0.004452418|0.023952313|0.038336814|-0.513870527|0|0.026452642|0.522580798|1|-0.065048707|-0.074921647|0.010845303|-37.05091872|6.17734692|80.72126798|25.26281742|-0.0338355829999999|-24.3068084|0.856829717|-19.27231874|43.22826564|0.494842289|544.3244990000001|-597.4418808999999|860.5059425000001|8.132984007000001|16.09989085|22.49258909|0.010309671|697.2702616|370.3261123|0.0|0.0|1.0|0.0|3.26|20.0|-8.39|6.74|58.43|5.07|1.0|2.0|-7.71|24.0|2.0|-4.09|415.12|1.0|1.0|5.79|8.09e-06|7.82e-08|3.2500000000000004e-05|1.0|4.08e-09|1.7e-06|6.27|3407.0|576.38|363.91|0.69476|0.69476|-3016.927883|4.5528|-0.22546|0.01251873|-3016.980996|0.04|7.3979|7.3979
7e_a8|0|0|3.038052327|0|0|1.394799915|1.3496955309999998|-0.150447714|-0.006027596|4.844187086|-0.052939815|0.043758865|-0.03633378|-0.289324602|10.94332434|-0.0446343779999999|1|1|0.002669179|0.034227147|0.07125309|-0.341022848|0|-0.023521398|0.577394732|0|-0.08608941|-0.0886889709999999|0.0215993429999999|-51.4880895|12.91806855|86.03149870000001|102.177831|-0.037446454|-31.72369068|0.776001552|-22.39586026|64.40615805|0.4742828629999999|495.8990914|-1007.813711|2032.501296|7.70387217|14.654025199999998|28.86058693|0.018708212|1298.726412|519.5762494|1.0|0.0|1.0|1.0|3.2|23.0|-8.29|4.94|70.81|3.54|1.0|4.0|-5.75|29.0|4.0|-5.43|385.39|0.0|1.0|4.31|0.000686|3.87e-06|0.00149|0.0|5.07e-09|1.95e-06|6.32|3.2363|622.23|325.06|0.6998300000000001|0.70177|-1300.271093|9.0006|-0.2054699999999999|0.02845071|-1300.327213|35.1|4.4547|4.4547
14b_a23|1|1|0.0|0|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|5.351858133|-0.071396109|0.043538647|0.0519489729999999|-0.318684138|10.31321824|-0.047410593|2|2|0.0075222369999999|-0.073945564|-0.17267308|-0.4557487779999999|2|-0.00399443|0.5935522360000001|1|-0.063267638|-0.082441268|0.020454632|-41.01458464|13.26014776|40.76245006|99.66542762|-0.03508139|-34.64639496|0.774359705|-22.74225338|54.274732400000005|0.450973737|548.6057241000001|-1068.885909|2280.830615|7.833620016|14.26820636|29.36910744|0.01779446|1380.34805|599.5697147999999|0.0|0.0|1.0|1.0|3.42|26.0|-7.67|4.58|105.02|3.4|1.0|5.0|-5.58|31.0|5.0|-6.31|429.47|0.0|0.0|3.78|0.00114|7.73e-06|0.00332|0.0|2.14e-08|9.18e-06|3.72|3706.0|673.05|334.55|0.58097|0.58097|-1728.9300010000002|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|4.0|8.3536|8.3536
8e_a12|1|1|0.0|1|1|1.283834633|1.873617728|0.050021617|-0.006350143|4.727387819|-0.049397555|0.037430556|0.0661362779999999|-0.330207456|10.94458094|-0.0309579439999999|1|1|0.005744805|-0.079913108|-0.136145064|-0.448676455|1|-0.036433876|0.797199175|1|-0.05202522|-0.087795345|0.0155147339999999|-29.79080011|8.884082475|51.38557748|34.57040021|-0.031094185|-28.78776717|0.7112578709999999|-17.80522313|38.67488258|0.45384745|538.051884|-854.6507103|2112.908299|6.446557205|11.80358346|25.03342862|0.019545275|1201.604574|561.9859171|1.0|1.0|1.0|1.0|4.11|21.0|-7.93|2.68|55.1|3.05|1.0|3.0|-4.37|28.0|4.0|-6.03|366.42|0.0|1.0|3.12|0.0156|2.03e-05|0.00744|0.0|1.19e-08|4.34e-06|3.45|3.3044|612.59|236.25|0.38889|0.6954899999999999|-1177.380602|1.0295|-0.19338|0.02580783|-1177.436953|588.0|6.2306|6.2306
12f_a36|0|0|3.50900085|2|2|1.297042537|0.0|-0.066269699|-0.006773586|5.351858133|-0.032343041|0.039061728|0.10938259|-0.40641518|10.95389399|-0.06756661|1|1|0.0045625|-0.101854847|-0.169994208|-0.438198895|1|-0.109793154|0.857993338|0|-0.071035495|-0.100276611|0.01784834|-46.86832019|11.77610852|43.53853176|103.2191714|-0.035813075|-43.65234724|0.7803018709999999|-23.629013600000004|58.64442871|0.464240353|556.5681681|-1323.224761|2380.393255|7.416874811|13.84366076|30.28188764|0.015685228|1695.785708|729.1873176|1.0|0.0|0.0|2.0|4.94|17.0|-7.36|2.45|69.2|2.45|1.0|6.0|-4.61|31.0|4.0|-6.33|409.49|0.0|0.0|2.4|0.0102|2.6600000000000003e-05|0.0109|0.0|4.38e-08|1.7899999999999998e-05|3.87|3.6545|699.88|237.95|0.37095|0.70126|-1311.285102|5.9228|-0.20046|0.02879265|-1311.345557|11.0|7.9586|7.9586
12u_a36|0|0|3.508898495|2|2|1.270259304|0.0|-0.054501792|-0.006461999|5.351858133|-0.0407717229999999|0.042560386|0.033763276|-0.407105926|10.95266014|-0.010669561|1|1|0.005035022|-0.099596099|-0.163978382|-0.438988314|1|0.080270195|0.860667615|0|-0.07260571|-0.0969881059999999|0.017639065|-50.53295452|12.27663887|86.1184622|109.8080843|-0.03452119|-46.98143813|0.77938748|-24.02645378|62.80959338|0.486156325|586.1833819|-1417.5607730000002|2455.7556010000003|7.65672775|14.90088936|30.82735404|0.015171583|1818.813889|799.5563855|1.0|0.0|1.0|2.0|5.05|17.0|-7.38|3.01|69.2|2.66|1.0|6.0|-4.95|32.0|4.0|-6.19|423.51|0.0|1.0|2.66|0.0047799999999999|1.39e-05|0.00589|0.0|4.2e-08|1.7800000000000002e-05|4.21|3675.0|739.12|319.16|0.69258|0.70272|-1350.575382|5.8702|-0.20409|0.03260752|-1350.638138|16.0|7.7959|7.7959
18_a31|0|0|3.281949877|0|0|0.610137226|0.0|0.0690370959999999|-0.013634202|5.351858133|-0.138136629|0.0427124179999999|-0.051184519|-0.640807491|10.31169929|-0.096301845|2|2|-0.007811355|-0.065041042|-0.107017926|-0.604728055|0|0.022160691|0.838968212|0|-0.11789212|-0.129469649|0.014467496|-69.19879619|8.49194438|238.9516432|160.8952371|-0.040279446|-44.60622732|0.7774768320000001|-23.64270989|77.69074057|0.4492048839999999|426.0718665|-1063.9219449999998|1935.374782|7.076684189|12.84812443|30.40953623|0.01673486|1368.42913|477.1857166|1.0|1.0|1.0|3.0|3.41|16.0|-6.54|3.48|119.14|0.75|1.0|7.0|-4.62|25.0|4.0|-6.72|356.44|0.0|1.0|2.89|0.00862|0.000241|86.0|0.0|2.9e-07|0.000104|4.81|3.9105|630.26|247.51|0.51842|0.70058|-1465.300904|3.0607|-0.19914|0.04825999|-1465.359325|0.13|6.8861|6.8861
4b_a46|0|0|0.0|1|1|1.1346370890000002|2.189591837|-0.155670183|-0.00113356|5.587248657999999|-0.022119857|0.047736111|-0.082722572|-0.058945144|10.96200942|-0.111103941|1|1|0.011806162|-0.079238184|-0.123416853|-0.16915334|2|-0.263387881|0.69830739|0|-0.0524080009999999|-0.070236212|0.007568202|-28.58477842|4.127907383|7.986637869|35.31914031|-0.0229342729999999|-20.89467173|0.8104680259999999|-12.50898928|32.7126858|0.428987199|510.1086157|-612.9404746|1750.333702|5.76401157|10.09436488|15.43427855|0.007963679|756.2796491|538.4165208|1.0|0.0|0.0|0.0|3.9|17.0|-7.2|4.77|43.6|2.58|1.0|2.0|-4.35|25.0|3.0|-5.67|332.44|0.0|1.0|3.76|0.0149|2.35e-05|0.00782|0.0|6.38e-08|2.12e-05|3.98|4.5515|588.79|272.4|0.68682|0.68682|-1033.3243619999998|3127.0|-0.21811|0.02176759|-1033.378455|548.0|6.2612|6.2612
19c_a38|0|0|3.332128134|2|2|1.297043851|0.0|-0.085545751|-0.008177185|5.351858133|-0.04575843|0.04508642|0.02192428|-0.449745181|10.95429182|-0.0431896509999999|1|1|-0.002443797|-0.09493054|-0.20848518|-0.434836855|1|0.073931688|0.6885713729999999|0|-0.0918007669999999|-0.108301657|0.024315945|-57.79749770000001|15.30924906|139.1570837|151.612258|-0.038224114|-42.92996714|0.7187071909999999|-24.06579196|73.10674676|0.477803802|477.9848537|-1227.35539|2660.812979|6.97753104|13.36189552|33.48483537|0.023120664|1707.726604|640.025745|1.0|0.0|1.0|3.0|4.84|17.0|-6.92|2.42|105.02|1.76|1.0|5.0|-4.35|32.0|5.0|-7.13|426.45|0.0|0.0|2.57|19.0|7.55e-05|0.0322|0.0|1.2099999999999998e-07|5.14e-05|3.23|3.8322|652.09|210.74|0.2597|0.6279899999999999|-1424.1880119999998|2495.0|-0.21303|0.03740877|-1424.247603|9.0|8.0348|8.0348
47c_a18|0|0|0.0|1|1|1.251176227|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|0.032688172|0.047739847|-0.537230966|10.94702285|0.028947131|0|0|0.002674691|-0.212991596|-0.320309303|-0.455055055|0|-0.027873485|0.7601847759999999|0|-0.0715759629999999|-0.094000037|0.015864085|-57.54296759|12.75381432|67.68084951|150.4485025|-0.0321917939999999|-60.75445536|0.7489981509999999|-25.88035487|70.29678191|0.489290189|653.4941186000001|-1889.265906|2027.892739|9.566965871|18.73268473|34.55329606|0.016406766|2522.390613|1167.054827|1.0|1.0|0.0|3.0|4.61|18.0|-9.18|2.87|97.76|2.41|1.0|12.0|-5.73|38.0|4.0|-6.61|513.63|0.0|0.0|2.42|0.000947|8.12e-06|0.00417|1.0|6.67e-10|3.42e-07|7.72|3.1096|850.89|398.71|0.6983199999999999|0.6983199999999999|-1664.201034|3.3075|-0.17331|0.03115159|-1664.277127|3.0|8.5229|8.5229
12ad_a36|0|0|3.428443248|2|2|1.297042846|0.0|-0.040810025|-0.01083262|5.351858133|-0.073048351|0.040787037|0.046496301|-0.649957196|10.95445455|0.010723827|1|1|0.000906224|-0.136151085|-0.227404687|-0.478461478|1|0.1563642469999999|0.7767870459999999|0|-0.082404548|-0.107772644|0.030769062|-58.34300549|21.78471426|94.12528108|169.7321223|-0.0365657189999999|-54.02363038|0.656407461|-25.88878839|80.12771975|0.477102332|538.2749789|-1449.77215|2474.175727|8.770308295|16.772513699999998|39.44011905|0.028968808|2208.646667|735.3783268|1.0|0.0|0.0|2.0|4.9|17.0|-6.62|1.67|95.5|1.89|1.0|7.0|-4.18|33.0|6.0|-7.18|439.47|0.0|0.0|1.76|0.0289|8.36e-05|0.0367|0.0|2.42e-07|0.000106|4.5|3.8512|737.53|216.26|0.27316|0.67215|-1460.5468529999998|5.3349|-0.21044|0.03648828|-1460.610659|17.0|7.7696|7.7696
34_a47|1|1|0.0|0|0|1.40499556|1.883479676|-0.210257395|-0.004157676|4.727387819|-0.064842466|0.03522792|-0.094313757|-0.191253079|10.98214103|0.078153957|1|1|0.0047106|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.046668352|0.609110565|1|-0.061957581|-0.090141168|0.019723558|-34.3104683|10.92238452|31.17423189|96.32577107|-0.029348287|-27.64315244|0.653993216|-16.25230464|45.23285281|0.45489212|457.4477611|-698.8490993|918.6458674|7.066583143|12.96364153|24.85087647|0.023023142|1068.587688|439.9906467|1.0|1.0|1.0|1.0|3.19|21.0|-7.47|4.52|68.52|1.75|1.0|4.0|-3.57|26.0|5.0|-6.66|348.38|0.0|1.0|3.02|0.0929|0.000125|0.0436|0.0|3.36e-08|1.17e-05|2.41|3.8892|585.79|294.66|0.6602399999999999|0.69314|-1162.283641|4.4605|-0.21536|0.03084502|-1162.33788|2.0|8.7|8.7
1a_a5|0|0|0.0|1|1|1.189701889|0.0|-0.271170445|-0.001785522|4.59511985|0.009305578|0.021346801|-0.075791863|-0.078562954|10.9502215|-0.004213083|0|0|0.00549829|0.069867374|0.114184614|-0.179831877|2|0.11504495|0.808272639|0|-0.071887159|-0.075618812|0.008036994|-36.19957997|4.047117885|83.60943679|83.77332129999999|-0.027665419|-19.17495143|0.7256546770000001|-13.93123008|40.24669785|0.455258786|419.7878208000001|-571.1804334|902.6910106|6.199179484|11.38004491|19.19815378|0.016493595|787.1243051|403.543273|0.0|1.0|0.0|1.0|3.54|18.0|-7.15|1.42|37.81|2.09|1.0|3.0|-2.6|23.0|4.0|-6.58|298.34|0.0|0.0|1.75|755.0|0.000365|109.0|0.0|7.13e-08|2.13e-05|2.85|2.8332|531.02|265.45|0.44868|0.54123|-951.178584|4.4956|-0.2262699999999999|0.028664612|-951.226623|107.0|6.9706|6.9706
1g_a5|0|0|2.942391606|0|0|1.4275159730000002|0.0|-0.203595168|-0.003919036|4.59511985|-0.010620031|0.027447447|-0.011534568|-0.172437603|10.94875199|-0.0353243789999999|1|1|0.006957291|-0.010807075|-0.0178558139999999|-0.242737126|2|0.030722968|0.717355058|0|-0.070108797|-0.074361785|0.020418692|-37.59983870000001|10.9506874|74.51397212|71.90752413|-0.027205531|-21.388323|0.61393343|-14.59051668|48.55052611|0.4713154089999999|464.3994751|-598.211184|832.7655896000001|7.312498266|13.83149499|23.76563316|0.02697793|974.3909596|422.96706330000006|1.0|1.0|1.0|1.0|2.79|23.0|-8.14|4.21|63.69|1.57|1.0|4.0|-4.03|25.0|4.0|-6.15|328.37|0.0|1.0|3.09|0.0304|6.29e-05|0.0206|0.0|7.190000000000001e-09|2.36e-06|2.61|4.1733|572.15|259.26|0.4386899999999999|0.66164|-1065.675316|3.4883|-0.20972|0.02730461|-1065.727193|115.0|6.9393|6.9393
8a_a12|0|0|0.0|1|1|1.283813597|0.0|0.082323047|-0.00771093|0.0|-0.052287869|0.0420317459999999|-0.205012437|-0.362413703|10.95472846|-0.084035283|0|0|0.000249868|-0.135424346|-0.226106307|-0.5385001079999999|2|-0.1261547959999999|0.862306783|0|-0.05926895|-0.093050281|0.010336879|-30.69873711|5.354053791|46.32568673|55.59930083|-0.033836466|-24.96342938|0.791430726|-17.52581709|36.0527909|0.46777503|462.3571879|-771.1359521|2093.2274030000003|5.113243051|9.607296424|22.14447395|0.014012546|974.3568539|464.1781753|1.0|1.0|1.0|1.0|4.06|18.0|-7.89|2.5|50.17|2.89|1.0|3.0|-3.9|25.0|4.0|-6.04|327.38|0.0|1.0|3.1|0.0408|6.19e-05|0.0203|0.0|1.28e-08|4.2e-06|3.41|3.9091|556.3|317.17|0.6309100000000001|0.6309100000000001|-1045.851982|3.6588|-0.2194199999999999|0.02180654|-1045.902509|199.0|6.7011|6.7011
4R4k_a46|0|0|0.0|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|-0.104665424|-0.252970193|10.94631314|-0.1032662209999999|1|1|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|-0.003017362|0.784722915|0|-0.089699228|-0.085931818|0.007883196|-47.73036108|4.194771739|173.3171354|58.20005971|-0.030434186|-24.33134018|0.866681099|-16.19450581|51.92513282|0.465590034|473.9155694|-777.3362788|1767.850427|5.522208638|10.33328154|18.68565706|0.007248925|896.9115391|519.5743695|1.0|1.0|0.0|1.0|3.8|17.0|-6.61|4.77|50.94|2.84|1.0|2.0|-4.82|25.0|3.0|-5.46|333.43|0.0|1.0|3.81|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|2.48e-07|8.28e-05|4.52|4.1392|565.94|234.09|0.54119|0.68404|-1053.202129|1.8559|-0.19529|0.0257622|-1053.254911|97.0|7.0132|7.0132
12az_a36|0|0|3.465535084|2|2|1.297042831|0.0|-0.196183836|-0.009570959|5.351858133|-0.040156368|0.040566449|0.078817323|-0.593399474|10.95957115|-0.012800556|1|1|0.002872872|-0.176729938|-0.289604649|-0.387734368|1|-0.061924322|0.8350231859999999|0|-0.071762413|-0.10786263|0.034771534|-50.28669997|24.36575918|60.11023222|126.71905359999998|-0.033474609|-52.96429617|0.583865006|-23.45695404|74.65245915|0.462897841|574.0196415|-1360.503334|2455.7577530000003|8.449849817|15.73229538|40.17530387|0.034594361|2330.167624|766.4854363|1.0|0.0|0.0|2.0|4.96|17.0|-6.79|1.9|87.66|1.42|1.0|7.0|-4.11|33.0|6.0|-7.13|441.49|0.0|0.0|1.75|0.0342|7.13e-05|0.0315|0.0|1.6100000000000005e-07|7.11e-05|2.68|3.6095|737.12|319.03|0.69385|0.70333|-1461.686269|6.3778|-0.19846|0.02800521|-1461.750394|58.0|7.2366|7.2366
9a_a36|0|0|3.4090209280000003|2|2|1.297044807|0.0|-0.109305298|-0.007853595|5.351858133|-0.046964839|0.040166667|0.095192109|-0.41624054|10.96066876|-0.06502499|1|1|0.00484375|-0.12019672|-0.202876718|-0.398235589|1|-0.019008343|0.79302567|0|-0.073689118|-0.10869601|0.0236784079999999|-45.04449811|14.47407729|49.52042402|106.0201967|-0.039929147|-40.61536816|0.7638345870000001|-24.40778806|59.5185754|0.453098452|505.25728260000005|-1195.981615|2167.77208|7.546661564|13.79893984|31.95428497|0.019513779|1565.759963|578.2841135|1.0|0.0|0.0|1.0|4.69|17.0|-6.28|2.04|66.4|2.02|1.0|5.0|-3.71|29.0|5.0|-6.74|382.42|0.0|0.0|1.95|0.0753|0.000102|0.0391|0.0|5.26e-07|0.0002009999999999|3.38|3.8677|648.41|320.56|0.68682|0.68682|-1252.578886|5.7274|-0.20969|0.02701893|-1252.636005|13.0|7.8861|7.8861
12c_a30|0|0|0.0|2|2|0.604984133|0.0|0.045997203|-0.006900253|5.351858133|-0.030422458|0.042804233|-0.0983590219999999|-0.3657134279999999|10.31162888|-0.072247675|1|1|0.003603419|-0.051371057|-0.090173435|-0.468696709|1|-0.031986012|0.7463962120000001|0|-0.076777688|-0.096482247|0.01588025|-50.12643041|10.36785909|82.07537640000001|101.8928318|-0.037411484|-41.12547305|0.8061287690000001|-24.42511853|60.4942895|0.452966315|550.9847369|-1196.830808|2456.062146|7.652098812999999|13.9883503|30.29927658|0.014695647|1484.664552|652.8825454|1.0|0.0|1.0|1.0|4.62|17.0|-7.22|3.27|81.65|3.31|1.0|5.0|-5.93|30.0|4.0|-5.75|432.93|0.0|1.0|3.11|0.0005139999999999|3.61e-06|0.00156|0.0|6.03e-08|2.61e-05|4.45|3.5286|695.96|245.12|0.32037|0.68457|-2035.141497|3.7377|-0.2038599999999999|0.03433522|-2035.202565|0.01|7.9914|7.9914
12x_a30|0|0|0.0|2|2|0.604984021|0.0|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|0.043383838|-0.0606216429999999|-0.3545061539999999|10.31162819|-0.1066694919999999|1|1|0.006346396|-0.053700437|-0.0922059569999999|-0.458718546|1|-0.062251445|0.803183654|0|-0.071909912|-0.091725339|0.014757946|-47.48669555|9.745611551|74.51844582|99.81775209|-0.035022402|-39.99960559|0.824674971|-23.12752311|57.2323071|0.4490846539999999|560.5459455|-1272.013771|2374.777496|7.794822643|14.14885734|28.04441012|0.012044556|1542.442557|754.3941655|1.0|0.0|1.0|1.0|4.86|17.0|-7.38|3.23|81.65|3.25|1.0|5.0|-6.04|31.0|4.0|-5.64|426.54|0.0|0.0|3.19|0.00039|3.48e-06|0.00148|0.0|4.12e-08|1.76e-05|4.45|3.4831|703.75|355.95|0.68589|0.68589|-1654.1207|4.3702|-0.19876|0.03136007|-1654.183467|22.0|7.6556|7.6556
12b_a36 (EW-7197)|0|0|3.3685352889999995|2|2|1.2970445309999998|0.0|-0.104514139|-0.008137593|5.351858133|-0.082283951|0.040899471|0.027495626|-0.439429998|10.96052467|-0.056994595|1|1|-0.000673716|-0.101303149|-0.217394466|-0.442656599|1|-0.001567914|0.698414933|0|-0.081357853|-0.10866747|0.021439664|-50.90136206|13.41367899|81.63796416|147.9542111|-0.039120289|-42.53627024|0.746747352|-24.47552312|64.31504105|0.45988432|477.6935927|-1223.776156|2338.370858|6.764872303|12.52485821|32.77617664|0.020730147|1638.808832|595.8790650000001|||||||||||||||||||||||||||3.41|3.7725|659.48|322.25|0.6824899999999999|0.69991|-1331.9479310000002|5432.0|-0.20546|0.03202977|-1332.005651|7.0|8.1549|8.1549
SB431542_a8|0|0|3.172627551|1|1|1.401734117|1.4114120369999998|-0.007805495|-0.014434378|5.4161004020000005|-0.1950388569999999|0.041909722|0.096884952|-0.721718925|10.94951956|-0.0453332859999999|1|1|-0.005306541|0.055198015|0.089375589|-0.494976661|1|0.229470029|0.7318727540000001|0|-0.128342313|-0.124595991|0.034730361|-76.82006387|20.78806656|170.1252996|260.1744351|-0.048754953|-44.6389196|0.7608280590000001|-29.18257067|97.60813043|0.476091179|338.38158389999995|-1342.398251|1947.072021|7.360028263999999|14.04829994|38.35632812|0.025179219|1764.391093|529.053307|0.0|0.0|1.0|2.0|3.35|23.0|-6.76|2.72|112.23|1.9|1.0|4.0|-4.4|30.0|5.0|-7.04|400.39|0.0|0.0|2.58|16.0|7.28e-05|0.0292|0.0|1.74e-07|6.96e-05||||||||||||79.08|4.1019|4.1019
