molecula|SddssS|NaaNH|n9FaHRing|SaaNH|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
1h_a5|0.0|1|0|2.9516097130000003|0|0|1.427564094|0.0|-0.259241577|-0.001978474|4.59511985|-0.009075016|0.026339869|-0.02598568|-0.085074391|0.008031558|-0.1197834419999999|10.94466758|1|1|0.034752304|0.0578378779999999|-0.20140246|2|0.71274658|-0.082079343|0.8436458929999999|0.8806402259999999|-0.067599619|-0.069496749|0.39793593|-35.25675213|4.588992214|160.0744187|62.25239147|-0.027798699|-18.90429957|0.484419999|-18.38824808|44.51475742|-14.49848188|-579.9392753|819.6979313999999|-7.561719827|0.958891501|4334.547353|19.45961351|0.01585373|778.3845404|1.0|1.0|0.0|1.0|1.0|1.0|2.8|0.05|23.0|4.99|4.51|0.0|0.0|95.45|3.0|3.0|-5.77|0.0|1.0|1.0|3.43|-4.45|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|3.17|4.3651|-990.6346565|-990.6032645|556.57|934.7|0.3333|266.52|430.83|0.4112699999999999|0.1754|2.2396|-0.21921|0.031392033|7.5528|7.5528
47l_a18|0.0|0|0|0.0|1|1|1.251176792|0.0|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0.035308642|-0.0057783619999999|-0.428858819|-0.00046896|-0.010426981|10.94702063|0|0|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7452092359999999|-0.0973326269999999|0.781148177|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|-57.15119372|6.543729374|11.54768766|139.7861865|-0.031456589|-42.43906517|51.44279524|-40.65070014|68.83398609|-22.37455223|-1431.971342|1427.032023|-15.91464944|0.959883341|6572.90106|28.10487315|0.012890098|1798.711882|1.0|1.0|0.0|1.0|1.0|3.0|4.17|0.25|18.0|3.69|3.19|3.0|1.0|139.63|9.0|3.0|-6.39|0.0|0.0|0.0|2.72|-4.84|1.4499999999999998e-05|0.0066099999999999|3.78|0.0|0.0|4.26e-10|7.71|3.2026|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|0.5019|387.13|667.5|0.69291|0.5019|2.4594|-0.18344|0.02606651|7.4949|7.4949
17b_a25|0.0|0|0|0.0|0|0|1.3732004619999998|1.785120622|0.001256821|-0.004368141|4.727387819|-0.002108117|0.042843137|-0.026412432|-0.266456625|0.005120507|-0.100018134|10.93106294|1|1|-0.044156525|-0.073994564|-0.366585181|2|0.653180996|0.029728702|0.838260077|0.882170399|-0.068207754|-0.079392561|0.410780725|-51.71860811|12.04068508|99.61874923|89.34443096|-0.029249891|-45.64634114|87.61586206|-39.21569422|73.52844745|-22.17876359|-1264.189524|2514.295488|-16.81707305|0.909403632|6674.061446|30.59704545|0.0175785369999999|1744.031591|1.0|1.0|1.0|1.0|1.0|1.0|3.56|0.11|27.0|4.88|5.18|2.0|0.0|135.78|7.0|5.0|-6.53|0.0|0.0|1.0|3.78|-5.07|8.59e-06|0.00394|3.61|0.0|0.0|9.08e-11|5.89|3961.0|-1483.873254|-1483.830524|781.08|1329.35|0.4635|228.6|654.18|0.31395|0.1741|3.5074|-0.21939|0.04272963|6.9957|6.9957
12n_a30|0.0|0|0|0.0|2|2|0.604984682|0.0|0.0304762079999999|-0.007311044|5.351858133|-0.064217094|0.040899471|-0.1144447669999999|-0.387485343|0.001139238|-0.037209579|10.31162898|1|1|-0.0541804029999999|-0.120380857|-0.464204099|1|0.669561738|-0.149451598|0.870930234|0.7781502140000001|-0.083120674|-0.10528124|0.390449649|-52.4873066|10.77573511|85.87072848|140.0890685|-0.038674741|-41.97990569|0.0|-33.14358793|76.16725916|-24.42151771|-1196.654368|2349.172094|-15.42118984|0.887350282|6353.890039|30.54968688|0.0153398069999999|1496.934657|1.0|0.0|1.0|1.0|0.0|1.0|4.66|0.14|17.0|4.25|3.18|2.0|0.0|127.24|5.0|5.0|-6.02|0.0|0.0|0.0|2.92|-5.01|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|4.07|3.4859|-1675.011418|-1674.978015|669.57|1131.65|0.1826|238.43|506.94|0.27009|0.1489|5.3143|-0.19876|0.0334036|7983.0|7983.0
20a_a10|0.0|0|0|0.0|1|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|0.049376168|0.036415094|-0.035536682|-0.197323337|0.008214031|-0.010695558|10.9296614|1|1|-0.049146504|-0.081587712|-0.281099208|2|0.661219642|0.019448804|0.817646497|0.913681336|-0.066386563|-0.072821454|0.591835899|-43.19189039|8.860330345|66.52185003|56.1599532|-0.028008251|-30.82502228|47.01787447|-28.10115947|58.1398225|-18.22250274|-947.5701424|2021.669282|-11.8557778|0.826159649|6729.996773999999|24.84485067|0.016540298|1291.932235|1.0|0.0|1.0|1.0|1.0|0.0|3.48|0.11|27.0|5.06|5.77|2.0|0.0|126.35|4.0|5.0|-5.82|0.0|0.0|1.0|4.27|-5.59|2.56e-06|0.0011|4.36|0.0|0.0|3.61e-10|3.98|3.8312|-1389.164302|-1389.1321289999998|696.63|1200.92|0.2738|259.16|524.02|0.50193|107.0|2.9429|-0.2274199999999999|0.03217287|5.9208|5.9208
14_a15|0.0|0|0|0.0|0|0|1.43568901|0.0|-0.058775738|-0.006678826|0.0|-0.0455566929999999|0.037073171|-0.033982971|-0.374014235|0.001740635|-0.053931584|10.9597359|0|0|-0.120626133|-0.184255041|-0.3848940629999999|2|0.8310685940000001|-0.028227917|0.7651878809999999|0.8870890459999999|-0.063809873|-0.0917424269999999|0.7461324029999999|-40.89540491|9.403293601|92.51564418|72.36402409|-0.032888795|-37.68282812|2.923143027|-26.20964538|68.59458198|-21.0782518|-1117.1473460000002|2731.841165|-13.50893838|0.685538423|5861.387612|27.36334635|0.015286995|1450.257357|1.0|1.0|0.0|1.0|1.0|1.0|3.56|0.12|24.0|5.32|6.3|2.0|0.0|119.95|6.0|4.0|-4.97|1.0|0.0|1.0|4.7|-5.83|1.47e-06|0.000584|5.29|0.0|0.0|1.51e-10|5.16|3.6209|-1281.105795|-1281.0669369999998|689.8|1177.14|0.3131|278.5|584.18|0.65079|0.0054|3.3596|-0.18379|0.03885834|7.5229|7.5229
4_a38 (LY-2157299)|0.0|0|0|0.0|1|1|1.343847059|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|0.041252955|-0.0501467259999999|-0.325515636|0.002865697|-0.159241692|10.9277672|1|1|0.028964355|0.0481706809999999|-0.463575124|2|0.702976795|-0.032369326|0.868207983|0.754313773|-0.092570349|-0.089446059|0.459041332|-52.90108631|7.104736984|260.7739337|140.40206619999998|-0.03235283|-29.21101111|71.22674185|-30.23133173|58.99645489|-18.48863993|-868.9660769|1686.693134|-10.56568487|0.949475478|5566.495502000001|23.51893991|0.01379043|1105.390176|0.0|1.0|1.0|1.0|1.0|1.0|3.27|0.18|21.0|3.69|3.51|1.0|0.0|108.18|3.0|4.0|-6.86|0.0|0.0|1.0|2.81|-3.99|0.000102|0.0375|2.39|0.0|0.0|7.45e-08|3.95|3.78|-1198.683473|-1198.64695|617.61|1048.31|0.2|266.68|449.44|0.4|0.06|5.9043|-0.22|0.03652312|7.1586|7.1586
9g_a40|0.0|0|0|0.0|0|0|0.604992427|1.849105962|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0.043730159|0.07954859|-0.225327061|0.011921308|0.139758613|10.31197177|2|2|-0.037217966|-0.062672355|-0.383703998|0|0.694156166|-0.242405063|0.821935848|0.90454157|-0.063539055|-0.079033043|0.002717414|-33.47455057|11.25704374|65.74631496|50.29077056|-0.031197254|-21.93596333|64.08637519|-17.63553984|51.16627179|-16.43578193|-624.5597134|349.4421673|-8.658932892000001|0.909806709|4435.743087|22.20330888|0.018087202|843.7257374|0.0|1.0|0.0|1.0|1.0|1.0|2.8|0.06|22.0|2.91|2.93|0.0|0.0|87.53|3.0|4.0|-7.17|0.0|1.0|0.0|1.93|-3.09|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|3.83|3.0778|-1332.487689|-1332.476347|559.04|923.42|0.3563|402.84|469.6|0.70233|0.3563|3.4787|-0.19005|0.01134289|5.45|5.45
4_a3|0.0|0|0|0.0|0|0|0.60501714|0.0|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|0.035345345|-0.08769805|-0.325334256|-0.008407895|0.057349653|10.31162267|1|1|0.053425134|0.127253753|-0.607238634|1|0.640351067|0.041477445|0.785381728|0.74053397|-0.110345083|-0.098695428|0.5842630360000001|-52.4583525|3.806447632|235.6982345|123.350856|-0.039478171|-22.30593113|77.51574252|-24.93884341|51.71950126|-18.76802992|-656.8810472|1548.626215|-8.922372453|0.711897153|4885.093366|21.6476858|0.0100954959999999|757.6690029|1.0|1.0|0.0|1.0|1.0|1.0|2.94|0.0|21.0|5.3|5.17|1.0|0.0|92.65|2.0|3.0|-5.21|0.0|0.0|1.0|4.09|-5.09|8.22e-06|0.00264|4.3|0.0|0.0|2.950000000000001e-08|3.53|3.4771|-1355.332318|-1355.303098|504.29|858.45|0.1776|208.93|338.33|0.3809|119.0|2.3542|-0.20826|0.02921941|5.9|5.9
5a_a40|0.0|0|0|0.0|0|1|0.604913477|1.688148148|-0.116583806|-0.004609716|6.167516491000001|0.059258947|0.0388888889999999|-0.108428634|-0.152120625|0.011345707|0.180125135|10.31198338|2|2|0.004130836|0.007301856|-0.363338726|0|0.538671739|-0.0395444479999999|0.820901326|0.8531783270000001|-0.078132307|-0.090991462|0.04987082|-34.5789643|9.135164355|174.99981530000002|64.97877226|-0.036396585|-17.82228195|52.43850484|-15.30358975|46.06507254|-16.10801287|-483.24038600000006|508.8362301|-7.128912782|0.956899016|3736.248815|19.58503709|0.0130940839999999|587.5511127|1.0|0.0|1.0|0.0|1.0|0.0|3.04|0.21|14.0|3.68|3.08|0.0|1.0|74.15|3.0|3.0|-5.9|0.0|1.0|1.0|2.8|-3.67|0.000213|0.0574|2.88|0.0|0.0|8.950000000000001e-05|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|0.4461|326.96|353.51|0.69499|0.4461|5.7163|-0.21644|0.01514427|7.0915|7.0915
11a_a5|0.0|1|0|2.9781886010000003|0|1|1.212363224|0.0|-0.165418719|-0.002894726|4.59511985|0.052217882|0.021060606|-0.052944925|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|1|1|0.003975818|0.006120569|-0.254944026|2|0.7505403709999999|-0.0489811909999999|0.773417838|0.89343434|-0.064565402|-0.071517578|0.369563711|-46.13206353|8.474559367000001|61.32301293|76.14130253|-0.026223112|-36.51058972|14.47576249|-32.96141947|61.4470419|-18.73644762|-1124.186857|1170.247903|-13.38721623|0.874191508|5756.783268|25.28995251|0.014482324|1517.39715|0.0|1.0|0.0|1.0|1.0|1.0|3.53|0.3|23.0|6.38|6.55|2.0|0.0|128.51|7.0|4.0|-4.54|1.0|0.0|1.0|5.16|-6.4|3.95e-07|0.000167|6.13|0.0|0.0|1.18e-10|4.83|4.0938|-1339.8362619999998|-1339.802852|739.79|1272.7|0.5473|281.57|578.8|0.6735|0.1838|2.8611|-0.20429|0.03340977|7.0915|7.0915
3o_a32|0.0|1|1|3.644417045|1|1|0.609420753|0.0|-0.022603806|-0.006253394|5.733341277|-0.014299905|0.035643275|-0.064818511|-0.306416317|-0.001411347|-0.117781901|10.3110027|3|3|-0.061774721|-0.11221537|-0.483580522|0|0.90022001|-0.154436834|0.872498916|0.8377808240000001|-0.073742105|-0.095457829|0.252703854|-42.51640563|7.218280399|62.67187821|93.52833522|-0.031819276|-31.73171751|0.0|-24.51306152|62.56936516|-18.34557429|-825.5508427999999|2469.87467|-10.57723917|0.835165165|5488.777096|23.36733582|0.0130649069999999|1051.530112|1.0|1.0|1.0|1.0|1.0|2.0|3.47|0.32|19.0|6.39|4.2|1.0|0.0|112.07|3.0|4.0|-6.17|0.0|0.0|1.0|3.74|-4.73|1.87e-05|0.00714|3.46|0.0|0.0|5.35e-08|2.35|3.5333|-1805.504508|-1805.473626|620.56|1049.14|0.2851|350.9|464.85|0.70216|0.2851|3.2729|-0.20065|0.03088166|6.6198|6.6198
1c_a5|0.0|1|0|2.955525321|0|0|1.424607938|0.0|-0.268536978|-0.001983746|4.59511985|-0.006491037|0.0248765429999999|-0.080321049|-0.085301064|0.008031558|-0.228971551|10.9433337|1|1|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|-0.109439124|0.821309592|0.88631419|-0.068062282|-0.070346332|0.436308619|-34.82350689|4.27195187|160.5407184|58.16640976|-0.0281385329999999|-18.41507338|0.0|-17.81716094|43.86175561|-14.3968489|-575.8739559999999|873.709445|-7.366029352999999|0.909902834|4387.398857|19.11862892|0.0153811389999999|764.7451566000001|1.0|1.0|0.0|1.0|1.0|1.0|2.78|0.05|23.0|4.99|4.51|0.0|0.0|95.45|3.0|3.0|-5.77|0.0|1.0|1.0|3.43|-4.45|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|3.17|4.5088|-990.6223073|-990.5931502|556.84|929.31|271.0|254.15|410.52|0.4444899999999999|0.1076|1.7105|-0.22684|0.029157178|5.4|5.4
19_a4|-3.21497177|0|0|0.0|1|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|0.040511696|-0.052325802|-0.105763614|0.006243904|-0.211341677|10.30966825|1|1|-0.0255403279999999|-0.042058265|-0.245630631|1|0.55269662|-0.190513834|0.834377354|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|-38.9063534|7.168604362000001|15.411502800000004|98.66465411|-0.028945757|-23.02459887|13.25878373|-21.41704046|49.73882261|-15.93396412|-669.2264932|1697.595595|-8.771275759|0.85352261|5232.561157|20.83197214|0.0143733|874.9428297000001|1.0|0.0|1.0|0.0|1.0|0.0|3.46|0.16|17.0|2.97|4.32|1.0|0.0|98.19|3.0|4.0|-6.58|0.0|1.0|1.0|2.92|-3.97|0.000106|0.0373|2.62|0.0|0.0|8.070000000000001e-07|6.67|4.1858|-1446.939719|-1446.909868|583.39|983.4|0.3806|296.2|500.34|0.67535|0.3806|5.8295|-0.22298|0.02985188|4.71|4.71
5_a18 (BIBF0775)|0.0|0|0|0.0|2|2|1.251175715|0.0|0.0160123|-0.005220163|4.844187086|-0.015946718|0.035478927|-0.0366107389999999|-0.391512249|0.002526619|0.0002403959999999|10.94702058|0|0|-0.144352593|-0.216531385|-0.453086741|0|0.7140745620000001|-0.040022105|0.774859029|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|-52.09190866|6.418873637000001|10.36586529|118.3671077|-0.029755876|-44.61038661|50.25564119|-39.33277643|67.25977848|-22.46761997|-1595.201018|1645.395714|-16.96451322|0.937842434|7221.114573000001|27.535837|0.010831199|1955.044427|0.0|1.0|0.0|1.0|1.0|2.0|4.42|0.32|18.0|4.09|3.69|3.0|1.0|155.95|8.0|3.0|-5.96|0.0|1.0|0.0|3.2|-5.72|1.91e-06|0.000946|4.73|0.0|0.0|6.18e-10|8.45|3.2027|-1572.313227|-1572.290174|817.02|1446.02|0.4825|378.13|691.68|0.69298|0.4825|2.3389|-0.18092|0.02305362|7.4685|7.4685
12aa_a30|0.0|0|0|0.0|2|2|0.604983643|0.0|-0.101407312|-0.008848121|5.351858133|-0.028524865|0.043854875|-0.014017531|-0.539735362|0.003529389|0.059360681|10.31162784|1|1|-0.12254489|-0.207153446|-0.394520145|1|0.8397577820000001|-0.012535889|0.855880335|0.8126513129999999|-0.078042288|-0.101368383|0.418522684|-54.50378741|21.58471858|55.0567406|130.84205079999998|-0.033789461|-49.44198469|0.0|-38.06478415|91.51563481|-23.59814969|-1345.094532|2455.130164|-16.48066156|0.872457337|6944.511023|37.41227352|0.029670025|2132.499591|1.0|0.0|1.0|1.0|1.0|1.0|4.86|0.21|17.0|3.94|2.63|2.0|0.0|140.26|7.0|6.0|-6.39|0.0|0.0|0.0|2.52|-5.0|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|3.34|3.4642|-1804.818818|-1804.784381|748.78|1275.73|0.1667|238.78|605.07|0.30341|0.1506|5.8962|-0.19687|0.03443621|8.1135|8.1135
21_a4|0.0|0|0|0.0|1|1|1.399863887|2.026698554|-0.164057585|-0.003068098|5.4161004020000005|-0.014982235|0.042924837|0.019346682|-0.131928225|0.012362563|-0.2897937889999999|10.94593332|1|1|-0.063064908|-0.099702401|-0.228430899|1|0.6952936|-0.174578783|0.833191212|0.932146735|-0.0571545999999999|-0.076470465|0.239652988|-28.99048719|10.23237244|63.37635587|34.4171635|-0.028676424|-19.67444009|66.03320922|-14.70482428|47.69702403|-14.54552243|-581.8208971|1584.866567|-7.377915035|0.670120767|4277.396118|20.11362507|0.017563978|804.5450027|1.0|1.0|1.0|1.0|1.0|0.0|3.37|0.16|17.0|3.7|3.85|0.0|0.0|91.59|3.0|3.0|-5.76|0.0|1.0|1.0|3.23|-4.19|6.51e-05|0.0197|3.36|0.0|0.0|1.16e-06|3.31|4.0245|-973.5683008|-973.5481197|549.71|916.76|0.2016|240.17|446.0|0.5260600000000001|0.1457|2.0282|-0.19588|0.020181098|6.9172|6.9172
12bi_a36|0.0|1|0|3.466222049|2|2|1.297042566|0.0|-0.088734077|-0.00902707|5.351858133|-0.043740597|0.043854875|0.03474497|-0.559678363|0.000482522|-0.067142264|10.95958518|1|1|-0.176729938|-0.289604649|-0.37220074|1|0.884226781|0.071329141|0.858971809|0.7850011179999999|-0.082914301|-0.107613368|0.382000949|-57.89562053|24.16125901|129.685076|150.12481100000002|-0.027831043|-52.46851415|0.0|-40.42611289999999|101.3899049|-19.43326441|-1127.129336|2660.0547690000003|-13.56944331|0.85865094|6572.410403|38.89295091|0.037590587|2255.791153|1.0|0.0|0.0|1.0|1.0|2.0|4.97|0.21|17.0|2.83|1.9|1.0|0.0|136.74|7.0|6.0|-7.13|0.0|0.0|0.0|1.75|-4.15|7.13e-05|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|2.68|3.6851|-1461.997992|-1461.966152|742.94|1256.37|0.4214|319.1|603.92|0.68181|0.0252|7.0514|-0.2018|0.0318395999999999|7.8539|7.8539
3_a47|0.0|0|0|0.0|0|0|1.304465159|0.0|0.013076203|-0.008740449|0.0|-0.130414103|0.03308642|-0.013350303|-0.367098851|-0.008828261|0.103847816|10.93671092|0|0|-0.015388793|-0.024240921|-0.457330633|2|0.900251233|0.022804181|0.780628097|0.854727481|-0.083129079|-0.0948001|0.4661246329999999|-43.59237092|4.514659074|98.29790989|76.18000386|-0.036461577|-26.06896797|1.139378223|-22.85956767|58.22383723|-19.12022366|-745.6887227000001|1280.146703|-10.02652614|0.67722658|5022.029588|24.35791949|0.016230658|949.95886|1.0|1.0|0.0|1.0|1.0|2.0|2.59|0.0|22.0|4.32|5.4|1.0|0.0|101.55|3.0|3.0|-5.16|0.0|1.0|1.0|4.02|-5.35|4.49e-06|0.00156|4.6|0.0|0.0|3.829999999999999e-09|4.12|3.7284|-1470.137664|-1470.101469|556.65|941.44|0.2342|217.52|402.58|0.52977|0.2182|4.0226|-0.2119|0.03619487|6.5|6.5
7g_a8|0.0|1|0|3.095238804|1|1|1.39137419|1.336155045|-0.092384028|-0.01002363|5.4161004020000005|-0.067360394|0.0448526079999999|-0.030968098|-0.481134236|-0.00087806|-0.027838247|10.9431888|1|1|0.021974492|0.046246982|-0.418049442|0|0.627990269|-0.044866536|0.79995525|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|-64.55562181|19.08352484|144.290464|180.1699331|-0.045912914|-40.31185423|56.75323443|-38.68948451|78.41805331|-27.51653399|-1210.7274960000002|2079.55195|-16.4912131|0.8889952590000001|6293.364606|34.10836993|0.018613449|1500.768277|1.0|0.0|1.0|1.0|0.0|1.0|3.29|0.04|23.0|4.94|4.66|2.0|0.0|108.0|3.0|5.0|-5.63|0.0|0.0|1.0|4.14|-5.44|3.59e-06|0.00143|4.38|0.0|0.0|1.23e-08|6.26|3.7874|-1374.493069|-1374.4533210000002|620.67|1053.9|0.5165|327.36|507.78|0.62073|0.5165|10.1546|-0.22129|0.03974865|4.6772|4.6772
12an_a36|0.0|1|0|3.489959714|2|2|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|0.042739018|0.0966393909999999|-0.407702102|0.00285431|-0.131674913|10.33556631|1|1|-0.07550872|-0.133106642|-0.434819796|1|0.906423012|-0.055405405|0.885733922|0.836440154|-0.073519599|-0.105145528|0.270501913|-49.67568778|11.69727417|82.43567331|110.5140393|-0.036995649|-48.0034364|0.0|-33.56484523|81.70091433|-24.99720254|-1349.848937|2399.367452|-16.89009799|0.8042935809999999|6162.848939|31.9040205|0.015771136|1722.817107|1.0|0.0|1.0|1.0|1.0|2.0|4.85|0.17|17.0|3.33|2.61|1.0|0.0|135.47|6.0|4.0|-6.64|0.0|0.0|0.0|2.33|-4.51|3.09e-05|0.0132|3.19|0.0|0.0|8.95e-08|3.37|3.7872|-1670.452238|-1670.417726|718.98|1215.98|0.6702|239.49|571.76|0.44822|0.0644|4.3963|-0.21035|0.0345115999999999|7.3979|7.3979
22_a47|0.0|0|1|0.0|0|0|1.408617385|1.202720059|0.048272293|-0.010579222|4.727387819|-0.150248628|0.043695652|-0.029311184|-0.507802654|-0.006808306|-0.075111395|10.95023117|1|1|-0.1049885469999999|-0.277479519|-0.538310301|2|0.612295986|0.004104478|0.890264057|0.698649132|-0.080744803|-0.089280419|0.573087958|-47.64347429|13.07198749|12.19999546|177.81209280000002|-0.031744149|-31.08378631|54.21581266|-28.11203407|71.28682035|-18.73063655|-842.8786448999999|1494.441201|-11.05201291|0.8569791179999999|6107.923371|30.72175314|0.031534452|1382.478891|0.0|1.0|1.0|1.0|1.0|2.0|3.31|0.1|21.0|3.07|4.85|1.0|0.0|104.64|5.0|6.0|-6.58|0.0|0.0|1.0|3.41|-4.38|4.16e-05|0.0164|3.0|0.0|0.0|2.06e-08|4.4|4017.0|-1375.05033|-1375.021925|605.12|1027.32|0.3367|258.55|466.95|0.50316|0.0799|4.2485|-0.22828|0.02840507|9.0|9.0
3t_a32|0.0|1|1|3.4477303|0|0|0.609420752|0.0|0.028840888|-0.006089333|5.733341277|-0.0338714389999999|0.03995614|0.028527045|-0.304466646|9.83e-05|0.012069208|10.31100267|3|3|-0.070331512|-0.122301673|-0.496165036|0|0.710773544|-0.146047869|0.870628579|0.828676243|-0.080203824|-0.0974995|0.217914628|-50.65701113|8.995863948|97.01046154|108.2086749|-0.026967947|-38.89478416|0.0|-31.99514268|72.43498782|-17.03304802|-800.5532571|2241.507646|-10.75813179|0.929482453|5525.861115|24.88485469|0.017184783|1169.58817|1.0|1.0|1.0|1.0|1.0|1.0|3.58|0.3|19.0|7.65|5.42|2.0|0.0|112.48|7.0|4.0|-5.81|0.0|0.0|1.0|4.46|-4.93|1.16e-05|0.00462|4.09|0.0|0.0|9.86e-09|5.5|3.5487|-1864.708995|-1864.678788|677.16|1129.24|0.2906|349.38|575.45|0.70286|0.2906|1.2641|-0.20246|0.03020622|8.0458|8.0458
19c_a38|0.0|1|0|3.332128134|2|2|1.297043851|0.0|-0.085545751|-0.008177185|5.351858133|-0.04575843|0.04508642|0.02192428|-0.449745181|-0.004442319|-0.0725602509999999|10.95429182|1|1|-0.09493054|-0.20848518|-0.434836855|1|0.7163622890000001|-0.071918235|0.908721232|0.7591916240000001|-0.0918007669999999|-0.108301657|0.396635872|-57.79749770000001|15.30924906|139.1570837|151.612258|-0.038224114|-42.92996714|4.848162625|-36.38913762|82.74311399|-24.06579196|-1227.35539|2660.812979|-15.15175311|0.914989047|6618.350708|33.48483537|0.023120664|1707.726604|1.0|0.0|1.0|1.0|1.0|3.0|4.84|0.13|17.0|3.17|2.42|1.0|0.0|130.41|5.0|5.0|-7.13|0.0|0.0|0.0|2.57|-4.12|7.55e-05|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|3.23|3.8322|-1424.42734|-1424.3899310000002|652.09|1138.6|0.2961|210.74|517.28|0.2597|0.1417|2495.0|-0.21303|0.03740877|8.0348|8.0348
14ad_a23|0.0|0|1|0.0|0|0|1.197962774|3.3437482860000003|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|0.0444129979999999|0.118047355|-0.4663820279999999|0.008996289|-0.05348283|10.31321689|2|2|-0.143336826|-0.253318853|-0.376350719|2|0.7763406840000001|-0.050707765|0.8356326820000001|0.887131635|-0.059168372|-0.085840335|0.224009311|-42.29008971|24.18091285|52.63180108|80.67170209999999|-0.029653934|-43.85199724|114.237062|-30.226481300000003|85.20135045|-21.19489662|-1165.7193140000002|2339.533586|-15.14887177|0.8866211979999999|7308.229822|36.80430179|0.033365494|2024.236598|0.0|0.0|1.0|1.0|1.0|1.0|3.73|0.12|26.0|3.48|4.03|2.0|1.0|133.27|7.0|6.0|-6.68|0.0|0.0|0.0|3.39|-5.08|8.22e-06|0.0038799999999999|3.52|0.0|0.0|2.49e-08|2.99|3.3867|-1858.957788|-1858.942973|747.83|1287.26|0.4106|366.09|618.01|0.6956600000000001|0.4106|5.2331|-0.20659|0.01481488|8.3595|8.3595
12f_a30|0.0|0|0|0.0|2|2|0.60498366|0.0|0.156569208|-0.015345198|5.351858133|-0.274237737|0.041555556|0.1468972409999999|-0.874676289|-0.00695299|-0.008663584|10.31162828|1|1|-0.077457998|-0.226973911|-0.6394697460000001|1|0.613786308|-0.071123509|0.876441789|0.8357464459999999|-0.090450992|-0.108935062|0.56363596|-63.81176255|11.07796031|101.2862703|115.8783181|-0.0452183279999999|-54.21787616|1.45550709|-45.01820228|89.21786458|-31.90082427|-1690.743686|2712.844784|-22.5055335|0.8958126809999999|7634.176316|39.1336968|0.01752821|2074.08593|1.0|0.0|1.0|1.0|0.0|1.0|4.73|0.17|17.0|4.43|4.78|2.0|0.0|133.96|7.0|8.0|-5.66|0.0|0.0|0.0|3.42|-5.92|1.2e-06|0.000579|5.05|0.0|0.0|6.61e-08|5.52|3.5298|-1988.032639|-1987.998635|729.87|1225.63|0.2166|245.09|574.31|0.32483|0.1596|3.6633|-0.20422|0.03400408|7.7144|7.7144
