molecula|SddssS|NaaNH|n9FaHRing|SaaNH|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
14s_a23|0.0|0|1|0.0|0|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|-0.022580082|0.045277778|0.049317519|-0.298573309|0.010682694|-0.044305947|10.31321812|2|2|-0.071484865|-0.13187015|-0.457212212|2|0.722187957|-0.1050445769999999|0.846632079|0.92763624|-0.055037441|-0.080500435|0.2387634619999999|-35.30692476|12.81151517|30.34480575|46.42188642|-0.034255504|-33.12848261|82.55990607|-22.64965286|62.75905983|-21.9751589|-1032.832468|2316.634024|-14.09722664|0.890072438|6938.271179|28.36177131|0.017330177|1333.003252|0.0|0.0|1.0|0.0|1.0|1.0|3.45|0.05|26.0|4.0|4.67|2.0|1.0|125.29|5.0|4.0|-6.03|0.0|0.0|0.0|4.01|-5.55|2.83e-06|0.00126|4.21|0.0|0.0|1.02e-08|4.1|3.6828|-2089.521231|-2089.500101|668.66|1164.32|0.3669|336.66|528.82|0.60323|0.3669|4.7032|-0.22933|0.02112956|8.5482|8.5482
7_a15|0.0|0|0|0.0|0|0|1.419941457|0.0|-0.2269896539999999|-0.010310394|0.0|-0.038088878|0.035075075|0.145944639|-0.494898891|-0.0013239329999999|0.038636783|10.95880715|0|0|-0.211522056|-0.310081401|-0.335491052|1|0.857287135|0.00364345|0.740089344|0.841400327|-0.074406877|-0.110819329|0.403524276|-41.29775265|20.31436245|103.8062879|88.02694557|-0.026500274|-34.13832456|56.30310755|-22.92132733|85.26222186|-14.70834175|-676.5837204|1624.468817|-8.163512395|0.657158418|5097.868552|32.78250222|0.042799094|1507.995102|1.0|1.0|1.0|0.0|1.0|1.0|3.16|0.15|18.0|3.38|4.64|2.0|0.0|99.77|7.0|5.0|-5.72|0.0|1.0|1.0|3.35|-4.49|3.2e-05|0.0113|3.84|0.0|0.0|6.41e-08|2.78|3.7495|-1184.385377|-1184.367098|580.73|1000.95|0.3463|279.33|499.86|0.64652|0.0169|1.1115|-0.18454|0.01827873|6644.0|6644.0
12i_a36|0.0|1|0|3.27619957|2|2|1.2401347459999998|0.0|0.043792895|-0.016027043|5.351858133|-0.29543904|0.0438779959999999|0.048138468|-0.929568494|-0.011700732|0.128325344|10.96020192|1|1|-0.1187503719999999|-0.3344729369999999|-0.608318386|1|0.647732719|-0.01509434|0.87043328|0.830964232|-0.0850745409999999|-0.117424873|0.332782117|-54.81607619|12.71877085|108.3973956|108.9148111|-0.045665229|-48.75024044|0.52902639|-35.3196406|90.11282843|-29.42347522|-1588.867662|2351.232652|-18.95842684|0.8526986440000001|7707.634338|38.2555363|0.022430221|2065.79896|1.0|0.0|1.0|1.0|0.0|2.0|4.8|0.17|17.0|3.31|4.04|2.0|0.0|130.43|7.0|8.0|-6.4|0.0|0.0|0.0|2.65|-5.07|8.6e-06|4.0|3.86|0.0|0.0|7.24e-08|4.86|3.7496|-1645.2030949999998|-1645.171438|666.79|1172.5|0.5402|237.08|504.47|0.34255|0.1516|5.1836|-0.20475|0.03165678|7.9208|7.9208
16b_a32|-3.3094926630000003|1|1|3.2902303|0|0|0.2980105389999999|0.0|0.0873104119999999|-0.008469352|5.733341277|-0.3723824429999999|0.041958333|-0.012739425|-0.423467596|-0.008277865|-0.018753196|10.31100078|3|3|-0.1202046419999999|-0.222700615|-0.586122949|0|0.745820612|-0.098450203|0.907055332|0.7465375040000001|-0.088716278|-0.1083060409999999|0.559199331|-56.84546999|10.12961779|53.96132589|162.40756509999997|-0.0345657579999999|-44.4669946|9.827907321|-36.42406481|80.37824892|-22.14820988|-1040.965864|3264.235184|-14.19159402|0.709394251|6612.089615999999|29.62431176|0.017136832|1392.342653|1.0|0.0|1.0|1.0|1.0|2.0|3.71|0.28|19.0|5.4|4.88|1.0|0.0|114.43|7.0|6.0|-6.72|1.0|0.0|1.0|3.26|-4.55|2.84e-05|0.0123|3.14|0.0|0.0|2.54e-08|6.37|3.6211|-2315.990437|-2315.951437|676.92|1137.73|0.2849|342.39|567.01|0.70233|0.2849|4.4055|-0.2094099999999999|0.03900066|7.7696|7.7696
12k_a30|0.0|0|0|0.0|2|2|0.604984231|0.0|-0.001755273|-0.007818038|5.351858133|-0.029595542|0.042739018|-0.13882907|-0.44562817|0.0043261129999999|0.067265077|10.31162844|1|1|-0.089279071|-0.154412059|-0.4186541|1|0.838579475|-0.067714819|0.883029843|0.815083558|-0.079026221|-0.098188266|0.340031035|-52.35426525|16.01752015|106.8195439|122.5057244|-0.035199567|-43.09444587|0.0|-34.68429919|80.03127603|-23.31944323|-1235.930491|2277.687222|-15.44895229|0.893775698|6393.133321|32.93073182|0.0226150579999999|1745.328787|1.0|0.0|1.0|1.0|1.0|1.0|4.72|0.17|17.0|3.89|2.63|2.0|0.0|133.77|6.0|5.0|-6.19|0.0|0.0|0.0|2.57|-4.93|1.19e-05|0.0050799999999999|3.84|0.0|0.0|1.84e-07|3.58|3.4715|-1690.302721|-1690.269144|710.82|1200.31|0.2257|238.62|564.62|0.39318|0.1512|4.9516|-0.19798|0.03357755|7.6144|7.6144
9i_a40|0.0|0|0|0.0|0|0|0.604992808|1.841293462|0.074116257|-0.0071562119999999|5.4161004020000005|-0.105556952|0.045555556|0.187127708|-0.279092262|0.004532692|0.201624407|10.31197226|2|2|0.105172175|0.187399127|-0.542471361|0|0.831946443|-0.28972973|0.824009442|0.830980762|-0.092881258|-0.088485615|0.006324687|-46.80087537|5.548036224|213.7117392|85.16517222|-0.036869006|-22.46593254|62.68854553|-23.58195819|49.81256531|-18.57750214|-668.7900768999999|335.9672843|-9.360805225|0.91433781|4201.058793|21.62632891|0.010372658|778.5478408|1.0|1.0|1.0|1.0|1.0|1.0|3.25|0.06|20.0|3.84|4.02|1.0|1.0|91.11|2.0|2.0|-5.44|0.0|0.0|1.0|3.52|-4.71|1.97e-05|0.00603|3.85|0.0|0.0|9.31e-07|3.2|2.8936|-1273.334714|-1273.31399|534.44|883.84|0.5012|284.3|417.75|0.56118|0.3362|2.0895|-0.17956|0.02072395|5.9031|5.9031
8e_a8|0.0|1|0|3.01599663|0|0|1.394799502|1.311619189|-0.018155171|-0.010579355|4.844187086|-0.205927741|0.0427891159999999|-0.000766016|-0.539547088|-0.005310149|-0.102167262|10.94332438|1|1|0.090898585|0.183313231|-0.475941912|0|0.650073857|-0.079493088|0.7742101929999999|0.661490276|-0.115572516|-0.105450888|0.280304418|-70.49962428|12.87136047|106.0087621|206.4920729|-0.04393787|-39.238709|76.40535608|-43.00500847|75.57562034|-26.80224874|-1286.50794|2080.07805|-16.34946208|0.935150832|6095.6213210000005|33.36487904|0.0184428869999999|1601.514194|0.0|0.0|1.0|0.0|0.0|2.0|3.2|0.04|23.0|4.33|4.17|2.0|0.0|111.81|5.0|4.0|-6.14|0.0|0.0|0.0|3.71|-4.9|1.25e-05|0.00504|3.69|0.0|0.0|1.6399999999999998e-08|7.22|3.2737|-1376.957298|-1376.924308|639.38|1090.07|0.3731|267.77|526.86|0.50055|0.1671|6.1505|-0.19972|0.03298991|4.7014|4.7014
12c_a30|0.0|0|0|0.0|2|2|0.604984133|0.0|0.045997203|-0.006900253|5.351858133|-0.030422458|0.042804233|-0.0983590219999999|-0.3657134279999999|0.00372838|0.019094532|10.31162888|1|1|-0.051371057|-0.090173435|-0.468696709|1|0.8264832879999999|-0.1240820219999999|0.880943609|0.8439327120000001|-0.076777688|-0.096482247|0.39541773|-50.12643041|10.36785909|82.07537640000001|101.8928318|-0.037411484|-41.12547305|0.0|-32.72642202|72.5855533|-24.42511853|-1196.830808|2456.062146|-15.946612|0.828040991|6403.739746|30.29927658|0.014695647|1484.664552|1.0|0.0|1.0|1.0|0.0|1.0|4.62|0.14|17.0|4.47|3.27|2.0|0.0|132.29|5.0|4.0|-5.75|0.0|0.0|1.0|3.11|-5.44|3.61e-06|0.00156|4.49|0.0|0.0|6.03e-08|4.45|3.5286|-2035.373591|-2035.339256|695.96|1168.62|0.2155|245.12|541.39|0.32037|0.1568|3.7377|-0.2038599999999999|0.03433522|7.9914|7.9914
14z_a23|0.0|0|1|0.0|0|0|1.197960872|3.305974434|0.08752343|-0.005892861|5.351858133|-0.024897956|0.04314059|0.038811869|-0.30053593|0.009174505|-0.0438568409999999|10.31321795|2|2|-0.069023218|-0.125978901|-0.46459002|2|0.719722236|-0.035965909|0.8668730109999999|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|-40.56245532|12.77192721|40.18308023|52.02674091|-0.03393829|-38.68856944|79.960755|-28.25118461|66.77741935|-23.63754572|-1110.964649|2692.627452|-16.46322104|0.903664694|7285.13008|30.08835522|0.01612263|1414.152695|0.0|0.0|1.0|0.0|1.0|1.0|3.42|0.05|26.0|4.64|5.32|2.0|1.0|130.3|5.0|4.0|-5.8|0.0|0.0|0.0|4.49|-6.13|7.37e-07|0.000354|4.83|0.0|0.0|2.6899999999999996e-09|4.73|3.6632|-2549.107748|-2549.0953670000004|715.41|1221.92|0.3201|307.5|586.28|0.66217|0.2917|5.9301|-0.23698|0.01238131|8.2941|8.2941
24_a47|0.0|0|1|0.0|0|0|1.304328602|1.225600378|0.0453435129999999|-0.010774404|4.727387819|-0.1160443999999999|0.039520202|0.0251322929999999|-0.484848181|-0.0060410169999999|-0.063708635|10.95005721|1|1|-0.111494046|-0.2494728939999999|-0.540463145|2|0.662080166|0.113432542|0.875198713|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|-42.71324947|12.11301576|41.72753688|121.5922303|-0.032498249|-28.82156035|47.170683|-24.03877652|69.27912772|-18.28983173|-768.1729327|1239.381181|-10.29341441|0.920079732|6022.202634|29.90471672|0.032103375|1255.998102|0.0|1.0|1.0|0.0|1.0|2.0|3.14|0.05|21.0|2.78|4.64|1.0|0.0|104.73|5.0|5.0|-6.48|0.0|0.0|1.0|3.31|-4.52|3.05e-05|0.0121|3.16|0.0|0.0|2.32e-08|4.46|3.9675|-1696.105723|-1696.071577|578.94|1002.04|0.2618|312.5|450.98|0.6835|0.2618|2.6517|-0.2285|0.03414611|8.5|8.5
4_a4|0.0|0|0|0.0|1|1|1.343865392|2.156628874|-0.183963421|-0.001234337|5.4161004020000005|0.0159331539999999|0.036775068|-0.0214610589999999|-0.058013858|0.011760626|-0.110597574|10.92992837|1|1|-0.048056862|-0.078747188|-0.157959343|2|0.646069495|-0.063012715|0.8306695270000001|0.933276024|-0.049768752|-0.06873731|0.456474074|-25.64211031|4.4155367960000005|13.70182982|34.37786704|-0.0255766729999999|-18.24679326|42.42341622|-13.21145879|40.86951119|-13.17774406|-566.6429946000001|1883.42405|-6.78950447|0.66251148|4878.070704|16.60255217|0.010586293|713.9097433|1.0|1.0|0.0|1.0|1.0|0.0|3.15|0.19|21.0|4.52|4.41|1.0|0.0|100.08|2.0|3.0|-5.79|0.0|1.0|1.0|3.64|-4.57|2.69e-05|0.00877|3.52|0.0|0.0|2.71e-08|3.24|4.0261|-1029.960398|-1029.93716|566.84|960.45|0.1106|230.37|394.06|0.55032|67.0|2.6814|-0.21831|0.02323788|7.1079|7.1079
12aj_a36|0.0|1|0|3.482902101|2|2|1.29704406|0.0|-0.056210607|-0.00706023|5.351858133|-0.045035034|0.043848238|0.064171987|-0.402433117|0.002951176|-0.103202936|10.95354213|1|1|-0.104118159|-0.1763783589999999|-0.43462267|1|0.90414347|-0.072770961|0.8632656809999999|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|-46.79363201|11.73352271|82.34300699|110.89910559999998|-0.0368515929999999|-42.23511741|0.0|-29.99399664|76.5855549|-23.62130319|-1251.929069|2275.825451|-15.14089115|0.905958957|5763.333098|30.48195872|0.016684569|1615.543812|1.0|0.0|0.0|1.0|0.0|2.0|4.84|0.17|17.0|3.24|2.19|1.0|0.0|128.72|5.0|4.0|-6.55|0.0|1.0|0.0|2.14|-4.3|5.05e-05|0.02|3.04|0.0|0.0|1.08e-07|3.48|3.6017|-1272.27339|-1272.241135|682.84|1157.64|0.5616|237.06|539.55|0.4112|0.0082|5.8554|-0.20093|0.03225532|7.7696|7.7696
7_a3|0.0|0|0|0.0|0|0|0.60501656|0.0|0.198126776|-0.008855374|4.727387819|-0.106234254|0.03757716|-0.047419994|-0.327648836|-0.007540435|0.054347129|10.3116226|1|1|0.020589494|0.036673175|-0.592753801|2|0.881253042|0.0507482109999999|0.8632654590000001|0.782294598|-0.1034274319999999|-0.096448591|0.5999725029999999|-51.18177092|4.804535747|230.9407974|107.7330046|-0.036877402|-23.61864737|76.07607751|-25.32764885|55.15105143|-18.2490344|-620.4671695000001|1952.029549|-9.030659289|0.663120542|5055.700186|22.83370969|0.0149999089999999|776.3461295|1.0|1.0|1.0|1.0|1.0|1.0|3.02|0.0|21.0|4.96|4.66|1.0|0.0|95.5|2.0|3.0|-5.68|0.0|0.0|1.0|3.63|-4.87|1.34e-05|0.00455|3.79|0.0|0.0|3.28e-08|3.09|3.4435|-1731.7341420000002|-1731.703107|522.73|883.88|0.1926|210.68|362.61|0.3456|0.1262|3.1299|-0.21219|0.03103579|5.9901|5.9901
19b_a38|0.0|1|0|3.26554965|2|2|1.297044256|0.0|-0.122009545|-0.008652352|5.351858133|-0.115864198|0.044392765|0.013765516|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|1|1|-0.098027247|-0.250781298|-0.443325632|1|0.653741315|-0.114123934|0.8851623040000001|0.7293105670000001|-0.086013549|-0.11557289|0.336505882|-53.38447032|13.92699891|120.3048789|168.00390359999997|-0.041606241|-44.51968852|0.0|-33.13317155|84.49751102|-25.82299118|-1291.149559|2436.66785|-16.02708787|0.91919733|6518.872269|33.99385836|0.020570275|1699.692918|1.0|0.0|1.0|1.0|0.0|3.0|4.82|0.14|17.0|3.55|3.11|1.0|0.0|125.65|5.0|5.0|-6.81|0.0|0.0|1.0|2.94|-4.33|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.66|3.7509|-1431.414099|-1431.38073|646.81|1111.29|0.4634|231.18|485.64|0.38952|0.1945|5.5253|-0.20445|0.03336932|7.9172|7.9172
14t_a23|0.0|0|1|0.0|0|0|1.197962538|3.410065804|0.04919958|-0.005383494|5.351858133|-0.024472753|0.045277778|0.073534004|-0.290708696|0.01269616|-0.041339801|10.31321779|2|2|-0.074441567|-0.136106024|-0.4515027279999999|2|0.725800261|-0.152771194|0.820002545|0.920956836|-0.0553915009999999|-0.079253435|0.361071229|-36.09926385|11.36130649|36.6149406|51.51331913|-0.033286443|-33.66111722|42.20767549|-23.52629623|61.0040156|-21.69314909|-1084.657455|2286.063655|-14.13766923|0.872595673|6523.656379|27.11827225|0.014352462|1355.9136119999998|0.0|0.0|1.0|1.0|1.0|1.0|3.52|0.09|26.0|3.88|4.33|2.0|1.0|125.25|5.0|4.0|-6.1|0.0|0.0|0.0|3.78|-5.25|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|3.79|3.2060000000000004|-1669.240512|-1669.21916|692.08|1184.43|0.2061|311.09|534.86|0.5824199999999999|0.0003|5.8672|-0.22291|0.02135191|8.3979|8.3979
12k_a36|0.0|1|0|3.483171769|2|2|1.297043952|0.0|-0.076124222|-0.0071232019999999|5.351858133|-0.063399056|0.039061728|0.096315593|-0.413145744|0.002782748|0.003690005|10.94908765|1|1|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|0.90500247|-0.102077284|0.8647233590000001|0.8427704640000001|-0.075717305|-0.101946803|0.367754573|-49.87227128|11.90012613|46.79001927|103.5614526|-0.037758075|-44.22843899|0.0|-32.84907515|78.24529096|-24.86988906|-1342.974009|2294.707886|-16.38090333|0.919048073|6027.033337|31.85663123|0.016847116|1720.258086|1.0|0.0|0.0|1.0|0.0|2.0|4.89|0.12|17.0|3.62|2.42|1.0|0.0|133.84|6.0|4.0|-6.34|0.0|1.0|0.0|2.37|-4.55|2.82e-05|0.0115|3.45|0.0|0.0|9.66e-08|3.83|3.6631|-1310.3453949999998|-1310.312649|697.92|1186.08|0.3116|245.37|530.51|0.5249199999999999|0.0908|5.7818|-0.20023|0.03274587|7.8539|7.8539
26_a20|0.0|0|0|0.0|0|0|1.4165417530000002|1.877209467|-0.000846851|-0.00578453|4.727387819|-0.104520106|0.0396875|0.1516835819999999|-0.3297182369999999|0.003085806|-0.054222344|10.93106273|1|1|0.0346782989999999|0.057022334|-0.446730587|2|0.7071284179999999|-0.055150498|0.8096894440000001|0.79337253|-0.0862808009999999|-0.082729415|0.423153994|-58.21621279|8.604974082|299.8332395|139.417676|-0.0327795789999999|-37.66339899|80.47551422|-39.28020352|65.85953426|-22.11735334|-1172.219727|2534.075607|-14.92323356|0.8952138340000001|6221.067002000001|28.17896678|0.014879363|1493.485239|1.0|1.0|1.0|1.0|1.0|1.0|3.42|0.08|27.0|4.5|4.62|2.0|0.0|125.0|5.0|4.0|-6.28|0.0|0.0|1.0|3.66|-5.02|9.51e-06|0.00399|3.63|0.0|0.0|6.64e-10|4.97|3.8894|-1352.315376|-1352.277633|715.27|1211.34|0.2081|256.05|543.96|0.50878|0.0814|3.8173|-0.21226|0.03774288|6.8827|6.8827
12a_a50|0.0|0|1|0.0|1|1|1.397770359|4.075037557|-0.199881787|-0.002936355|5.82008293|-0.0016330379999999|0.034845679|-0.111689174|-0.126263256|0.01164808|0.014596049|10.94501645|2|2|-0.168032508|-0.291865836|-0.247407423|1|0.699597776|-0.2018898489999999|0.862192416|0.904119689|-0.05075501|-0.0663902|0.29507467|-25.57033815|10.58650394|7.457998037999999|48.30443297|-0.02383238|-16.85074424|69.83817338|-12.88231829|47.2792242|-12.00673599|-468.2627037|1462.827156|-6.048985111|0.885635975|4665.239724|20.873331|0.027455156|814.0599092|1.0|1.0|0.0|1.0|1.0|0.0|3.3|0.11|20.0|2.59|3.42|0.0|0.0|94.69|2.0|3.0|-6.44|0.0|1.0|1.0|2.55|-3.84|0.000144|45.0|2.5|0.0|0.0|3.22e-06|2.47|4.0783|-1006.659456|-1006.632973|545.54|908.22|0.1807|304.01|394.52|0.65267|0.1807|5.7662|-0.20172|0.02648238|7.1249|7.1249
15b_a10|0.0|0|0|0.0|1|1|1.3438370730000002|2.145379897|-0.197213588|-0.002413027|5.4161004020000005|0.024214591|0.033219955|-0.111812184|-0.149607679|0.011484257|-0.082365722|10.92966694|1|1|-0.174170642|-0.27395395|-0.195505087|2|0.744213612|-0.104250125|0.83320417|0.921918974|-0.046334564|-0.07358373|0.697099355|-31.76194123|10.94939968|43.96642219|53.52386591|-0.024105015|-34.57687319|118.6253241|-21.77253505|62.53159836|-16.52377848|-958.3791518|2603.829652|-11.32690674|0.706711759|6105.426726|24.65365821|0.017637846|1429.912176|0.0|1.0|1.0|1.0|1.0|0.0|3.61|0.32|21.0|4.34|4.44|1.0|0.0|123.73|7.0|5.0|-6.34|0.0|1.0|0.0|3.66|-4.64|2.28e-05|0.00943|3.49|0.0|0.0|6.609999999999999e-09|2.74|3.7625|-1317.766641|-1317.736865|721.17|1231.3|0.3575|215.17|587.53|0.46711|0.1595|4.7752|-0.20313|0.02977516|7.0706|7.0706
23_a10|0.0|0|0|0.0|1|1|1.34383709|2.140123457|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|0.036666667|-0.031558374|-0.17741132|0.010305237|-0.000458688|10.92966139|1|1|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|-0.043248272|0.800727358|0.915208645|-0.049653973|-0.072395864|0.535680357|-35.17017083|6.81095873|72.17779806|60.05816353|-0.02685653|-36.32074126|53.00900704|-24.91121732|60.76548004|-19.02262196|-1179.402562|1945.384475|-13.47382337|0.943867925|7034.375112000001|24.9903188|0.013394095|1549.399766|1.0|1.0|1.0|1.0|1.0|0.0|3.8|0.21|27.0|5.11|5.81|2.0|0.0|139.11|6.0|5.0|-5.93|0.0|0.0|1.0|4.5|-5.7|2e-06|0.000923|4.48|0.0|0.0|1.44e-10|3.9|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|0.2089|325.98|606.18|0.67647|0.2089|3.8115|-0.21158|0.02986448|6.1249|6.1249
13f_a6|0.0|1|0|3.440154557|0|0|1.429020649|0.0|-0.088329567|-0.006930367|4.727387819|-0.008507023|45.0|0.04505613|-0.381170169|-0.003356527|-0.071478789|10.95053349|1|1|-0.126749697|-0.223618825|-0.466314952|2|0.841211811|-0.088948538|0.834167942|0.863222493|-0.073352505|-0.092939631|0.176745407|-49.2635105|12.46087045|62.42897239999999|91.85971442|-0.032802223|-41.92004677|0.0|-33.08535238|75.61173794|-22.02995852|-1123.527884|3253.287533|-14.79531062|0.6717890999999999|6128.208571|30.56694343|0.0196449239999999|1558.914115|1.0|1.0|1.0|1.0|1.0|2.0|3.56|0.08|27.0|5.01|4.53|1.0|0.0|123.82|5.0|5.0|-6.52|0.0|0.0|1.0|3.19|-4.78|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|3.36|3139.0|-1347.301285|-1347.266914|711.29|1202.78|901.0|256.1|568.41|0.49643|0.0048|10.8469|-0.2059099999999999|0.03437105|7.3768|7.3768
6_a47|0.0|0|0|0.0|0|0|1.304328257|0.0|0.011739916|-0.008723045|0.0|-0.1738997619999999|0.042276423|-0.14404966|-0.392537045|-0.010708889|0.051455447|10.93671042|0|0|-0.020576777|-0.04324355|-0.459934519|2|0.701994505|0.062425042|0.84654143|0.8419184120000001|-0.080118846|-0.096689626|0.446564415|-43.43026699|5.323543706000001|101.7290544|85.6917678|-0.036834143|-28.411587800000003|0.0|-23.54237714|60.76103606|-19.96679614|-838.6054381|1577.98246|-10.82346202|0.6832388209999999|5766.962611999999|25.13472712|0.0154005|1055.658539|1.0|1.0|0.0|1.0|1.0|2.0|2.82|0.05|22.0|5.24|6.27|2.0|0.0|106.47|3.0|4.0|-5.02|1.0|0.0|1.0|4.59|-5.79|1.63e-06|0.000619|5.06|0.0|0.0|8.71e-10|4.69|3.7196|-1608.684886|-1608.652005|576.56|990.85|0.2536|224.66|422.9|0.30468|0.2119|3.2606|-0.20794|0.03288085|7.9|7.9
7b_a8|0.0|1|0|3.213855584|1|1|1.395658671|1.4628217119999998|-0.119760914|-0.009659873|5.4161004020000005|-0.038810124|0.040873016|-0.024156447|-0.4829936279999999|0.002074537|-0.052309137|10.9465091|1|1|-0.021509048|-0.035044152|-0.415894017|1|0.710658316|-0.040994467|0.8453887859999999|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|-60.75943432|19.86678613|145.0783004|166.30684230000003|-0.041332642|-35.90168309|75.93423425|-36.39338307|73.70461365|-24.75721974|-1138.832108|1780.952171|-14.82895606|0.918644854|6185.0105140000005|32.83731114|0.022982731|1510.516312|0.0|0.0|1.0|1.0|1.0|1.0|3.49|0.09|23.0|4.48|3.8|2.0|0.0|110.8|3.0|5.0|-6.15|0.0|0.0|1.0|3.5|-4.94|1.14e-05|0.00454|3.61|0.0|0.0|2.25e-08|5.51|3.26|-1330.622441|-1330.595067|621.4|1067.73|0.2517|269.85|506.21|0.44725|139.0|9.9463|-0.20472|0.0273745|4.8687|4.8687
A8301_a51|0.0|0|0|0.0|0|0|1.197963627|1.700610355|0.0245770529999999|-0.00449765|4.727387819|-0.028789626|0.039058957|0.078523314|-0.242873103|0.00740124|-0.012770742|10.31321735|1|1|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|2|0.7595189840000001|-0.21474885|0.750630149|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|-35.90764428|5.293803823|36.55933899|42.37868986|-0.032775831|-32.90818536|78.46116212|-23.3177516|56.90163721|-21.28401067|-1064.200534|2461.663545|-13.82143785|0.922911768|6401.6494600000005|24.89475504|0.009586697|1244.737752|1.0|1.0|1.0|1.0|1.0|1.0|3.49|0.04|27.0|5.5|5.52|2.0|1.0|129.04|5.0|3.0|-5.31|0.0|0.0|1.0|4.58|-5.93|1.17e-06|0.000495|5.02|0.0|0.0|4.12e-10|||||||||||||||7.9208|7.9208
21_a10|0.0|0|0|0.0|1|1|1.343837211|2.093218896|0.036507898|-0.009308076|5.4161004020000005|-0.085463279|0.035818182|-0.032405474|-0.549176498|0.001533145|-0.023060773|10.92966143|1|1|-0.0236638829999999|-0.03765494|-0.4636733179999999|2|0.7135035209999999|-0.005970601|0.81962595|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|-64.32920271|13.34776629|240.7558768|159.11338909999998|-0.03292131|-42.25440548|74.3822498|-45.44837698|75.80259699|-23.25880088|-1255.975247|2701.142106|-16.4322688|0.643072426|7048.414464|33.03306591|0.022638817|1783.785559|1.0|1.0|1.0|1.0|0.0|1.0|3.5|0.11|27.0|4.47|5.6|2.0|0.0|128.59|5.0|6.0|-6.07|0.0|0.0|0.0|4.04|-5.51|3.12e-06|0.0014|4.17|0.0|0.0|1.94e-09|5.57|3.8599|-1485.499561|-1485.461532|716.1|1225.01|0.2574|208.04|517.44|0.4226399999999999|0.1489|1.5138|-0.2226|0.03802869|5.3188|5.3188
19e_a38|0.0|1|0|3.376977671|2|2|1.297043576|0.0|-0.082311936|-0.007550899|5.351858133|-0.10490608|0.04508642|0.021678225|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|1|1|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|-0.064035403|0.89459881|0.776562593|-0.083623427|-0.10214405|0.552393659|-56.34606212|14.27562164|118.734325|150.553721|-0.03783113|-46.37503972|16.39385667|-37.96637911|82.37885703|-25.49088538|-1376.50781|3426.997928|-17.17594064|0.871249918|6531.762734|34.02454948|0.020114756|1837.325672|1.0|0.0|1.0|1.0|1.0|3.0|4.96|0.12|17.0|4.03|3.09|2.0|0.0|135.78|6.0|4.0|-6.39|0.0|0.0|1.0|3.3|-4.72|1.89e-05|0.00807|3.55|0.0|0.0|5.27e-08|4.08|3.8587|-1409.582478|-1409.547647|685.34|1183.12|0.3948|236.96|532.67|0.41961|0.3738|5.8426|-0.20723|0.03483011|8.0083|8.0083
