molecula|NaaNH|n9FaHRing|SaaNH|NaasN|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
13d_a6|1|0|3.447870607|0|1|1.424214188|0.0|-0.045686501|-0.010665225|1|0.0|-0.607917822|10.95129636|-0.10528143|1|0.126028544|-0.106686991|-0.174259072|-0.49314765|1|0.786837131|-0.027209556|-0.187174391|0.7995080809999999|0|0.78862121|-0.110731261|0.19992155|-63.04181168|-75.40072983|156.67194009999997|0.21137879|-0.039696112|-51.34295409|0.769432845|-42.92734103|88.02705449|84.01035117|0.4128711229999999|2882.382522|536.999346|-1432.613867|-18.40596467|9.086171078|15.47559904|0.703203572|6185.117192000001|157.0011174|35.13035671|0.018542644|1861.908905|692.8471883999999|12.62632467|1.0|1.0|1.0|3.64|23.0|4.57|0.0|6.0|5.0|-5.88|423.47|1.0|3.74|-5.27|1.11e-06|0.000471|5.42e-06|0.00229|4.23|0.0|0.0|1.68e-07|4.85|4.5|-1389.403308|-1389.374844|723.61|1219.11|341.57|0.7905|255.64|598.06|0.58381|0.7007399999999999|-0.14894|11.0994|-0.20146|0.36|6.4437|6.4437
1_a6 (SB-431542)|1|0|3.3674017380000003|0|1|1.430935835|0.0|0.043282217|-0.015636898|1|0.0|-0.766207981|10.94959842|-0.0492229479999999|1|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.7462411859999999|-0.08530265|-0.083341531|0.795744863|0|0.5940412860000001|-0.122555709|0.210050443|-74.98172333|-72.69619778|160.410387|0.405958714|-0.0462988229999999|-43.12110169|0.7531996609999999|-44.47680367|87.15852628|94.56841061|0.472445176|2678.823231|352.3666367|-1235.8353619999998|-16.29019397|7.523839331|14.26172029|0.895537592|5748.417262|146.3942108|36.46179023|0.02438148|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|3.25|23.0|3.63|0.0|4.0|5.0|-6.73|384.39|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|0.0|7.81e-06|3.8208|4.57|-1292.588032|-1292.553086|619.92|1049.69|376.28|0.5765|324.5|464.07|0.55256|0.69868|-0.13329|6.0113|-193.0|1542.0|5.8119|5.8119
9i_a40|0|0|0.0|1|0|0.604992808|1.841293462|0.074116257|-0.0071562119999999|0|0.891973262|-0.279092262|10.31197226|-0.1788455119999999|2|0.333430103|0.105172175|0.187399127|-0.542471361|0|0.762774506|-0.154977678|-0.28972973|0.7947633409999999|1|0.830980762|-0.088485615|0.006324687|-46.80087537|-44.58600513|213.7117392|0.169019238|-0.036869006|-22.46593254|0.8590224540000001|-23.58195819|49.81256531|52.34891159|0.477626156|2056.370683|418.7133986|-668.7900768999999|-9.360805225|7.700852478|14.74203307|0.91433781|4201.058793|71.03556427|21.62632891|0.010372658|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|3.25|20.0|4.02|0.0|2.0|2.0|-5.44|306.38|1.0|3.52|-4.71|4.79e-06|0.00147|1.97e-05|0.00603|3.85|0.0|0.0|0.000285|4.3611|3.2|-1273.334714|-1273.31399|534.44|883.84|428.48|0.5012|284.3|417.75|0.56118|0.70339|-0.11967|2.0895|-0.17956|1.25|5.9031|5.9031
12x_a30|0|0|0.0|0|2|0.604984021|0.0|0.044575215|-0.006008579|2|0.0|-0.3545061539999999|10.31162819|-0.1066694919999999|1|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|1|0.782514704|-0.062251445|-0.1759406839999999|0.803183654|0|0.848844277|-0.091725339|0.398925866|-47.48669555|-60.57208434|74.51844582|0.151155723|-0.035022402|-39.99960559|0.824674971|-31.35848986|68.52587215|57.2323071|0.4490846539999999|2845.417984|560.5459455|-1272.013771|-15.27257668|7.794822643|14.14885734|0.815160907|6359.545311|115.7782842|28.04441012|0.012044556|1542.442557|754.3941655|7.953787804|1.0|1.0|0.0|4.86|17.0|3.23|0.0|5.0|4.0|-5.64|426.54|0.0|3.19|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|4.6|0.0|0.0|1.76e-05|3.4831|4.45|-1654.40976|-1654.3784|703.75|1211.79|355.95|0.1517|355.95|558.65|0.68589|0.68589|-0.14783|4.3702|-0.19876|22.0|7.6556|7.6556
41_a47|0|1|0.0|1|0|1.420292383|1.840145925|-0.225923786|-0.004083905|3|1.601942802|-0.187859623|10.98214139|0.075316535|1|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.8417952740000001|0.08640454|0.123676975|0.609110565|1|0.823168463|-0.0899793719999999|0.245948366|-34.50740631|-50.81597048|54.15850042|0.1768315369999999|-0.02929561|-28.69838714|0.653147815|-19.48810377|63.84353454|44.86996758|0.447046066|2374.594252|464.8854878|-711.4235867000001|-9.34366093|7.168742909|12.96444871|0.8084689140000001|5042.636398|195.8852341|25.33076615|0.023067788|1089.222944|439.9906467|13.02756406|1.0|1.0|1.0|3.18|21.0|4.52|0.0|4.0|5.0|-6.66|348.38|1.0|3.06|-3.9|0.000267|0.0929|0.000125|0.0436|2.49|0.0|0.0|1.17e-05|4.0167|2.41|-1162.492089|-1162.462261|603.1|995.43|333.8|0.2849|308.67|471.9|0.6779|0.68638|-0.15208|4.9162|-0.2026099999999999|0.01|8.0|8.0
13_a10|0|0|0.0|1|1|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|2|1.794073077|-0.259721373|10.9296146|-0.001592366|1|-0.154121136|-0.017015286|-0.02811323|-0.345108701|2|0.78472614|0.00746881|-0.002671425|0.736686715|1|0.818027691|-0.082327045|0.4676169839999999|-47.88975806|-41.62089688|174.7319717|0.181972309|-0.030119651|-21.04167667|0.7144943490000001|-24.21093442|51.21590298|54.05778885|0.449563457|2261.82488|413.5584641|-624.3134531000001|-7.698174391|5.069505473|9.209972585|0.816739845|4941.066161|144.338975|21.31179541|0.018979132|873.7836118999999|422.96706330000006|9.595006108|1.0|1.0|1.0|3.02|21.0|3.81|0.0|2.0|4.0|-6.34|328.37|1.0|2.91|-4.1|0.000176|0.0576|7.87e-05|0.0258|2.76|0.0|0.0|8.170000000000001e-05|5.8308|2.48|-1065.874094|-1065.839441|550.83|926.41|322.72|0.3905|212.63|376.77|0.34881|0.68386|-0.15937|3.6904|-0.20959|0.16|6.7959|6.7959
6g_a40|0|0|0.0|1|2|0.604893315|1.628664494|0.102683335|-0.022381557|0|0.607999575|-1.09669629|10.30179936|-0.251161616|2|-0.221674172|0.0312035079999999|0.05728593|-0.588058458|0|0.832499949|0.075283207|-0.340429901|0.808096413|1|0.605346707|-0.156296046|0.400587529|-107.2113398|-101.5916383|328.78166810000005|0.3946532929999999|-0.059045173|-66.03405036|0.824204189|-69.68682788|114.7475987|118.7493383|0.425569146|3142.74733|393.4722933000001|-1727.0578510000005|-24.9461968|6.95079805|12.10032156|0.740853565|7822.892656|114.2663866|46.56499428|0.020240097|2095.424743|590.1686672000001|13.1559604|0.0|0.0|1.0|4.06|14.0|2.48|1.0|5.0|7.0|-7.02|474.53|0.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|1.93e-05|0.00917|3.06|1.0|0.0|0.6459999999999999|3.3197|7.38|-2522.023752|-2521.990118|669.8|1144.59|440.68|0.4971|373.48|514.77|0.58454|0.5794199999999999|-0.11857|6.7231|-0.20479|47.0|7.3279|7.3279
14r_a23|0|1|0.0|2|0|1.197963203|3.201732471|-0.009140243|-0.006323791|2|0.7087588690000001|-0.322513347|10.31321824|-0.064006338|2|0.033038452|-0.073945564|-0.17267308|-0.454010253|2|0.7837821840000001|0.03753491|-0.1050445769999999|0.5935522360000001|1|0.8662226190000001|-0.085881409|0.375360556|-40.32463891|-55.30494931|47.26552456|0.133777381|-0.03654528|-35.61466281|0.7882228370000001|-25.96781003|66.31173073|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|-15.15517566|7.555307147000001|14.15357616|0.873329024|6744.848704999999|136.37788909999998|29.85706563|0.017092103|1403.282085|599.5697147999999|11.00678143|0.0|1.0|0.0|3.47|26.0|4.58|0.0|5.0|5.0|-6.31|429.47|0.0|3.7|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|0.0|9.18e-06|5.9406|3.72|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|389.92|0.2346|208.71|513.71|0.30482|0.68115|-0.15536|6.2620000000000005|-0.22378|5.0|8.2684|8.2684
14_a47|1|1|2.871076328|0|0|1.417758105|0.0|-0.126490693|-0.006070958|2|1.484493371|-0.2306964|10.95058279|0.0295267039999999|1|0.05124606|-0.020596219|-0.061837113|-0.33240126|2|0.777675668|-0.085385518|0.050943962|0.579833096|1|0.681598464|-0.094132436|0.2662137639999999|-47.18187618|-47.47362906|64.60629385|0.318401536|-0.034963476|-23.9422834|0.664709719|-23.79514424|61.62381153|57.32194098|0.474828277|2254.664317|343.7492333|-617.1571777|-8.892848121|6.909385453|13.15643085|0.904139078|4695.98899|169.0962983|26.52746264|0.028057496|928.4611922|310.8026328|14.15018248|1.0|1.0|1.0|2.78|21.0|4.88|0.0|3.0|5.0|-6.21|323.3|1.0|3.16|-4.13|0.000108|0.0349|7.46e-05|0.0241|2.91|0.0|0.0|5.27e-06|3.9671|2.64|-1127.737484|-1127.700693|519.55|849.76|312.53|0.2452|312.53|375.43|0.68345|0.68345|-0.16377|2.2485|-0.22434|8.0|8.1|8.1
12at_a36|1|0|3.4361495580000003|0|2|1.297042863|0.0|-0.04229234|-0.010886502|2|0.0|-0.653190113|10.95446888|-0.037590959|1|0.091520225|-0.136151085|-0.227404687|-0.48127276|1|0.8384626709999999|-0.08859337|-0.063825255|0.7767870459999999|0|0.751856692|-0.110637955|0.301423347|-58.66704838|-76.61315774|95.16663336|0.248143308|-0.037537878|-53.05210062|0.6744421970000001|-40.6250081|95.60375457|79.10595873|0.49342323|3041.832389|520.6361161|-1455.649997|-17.99981985|8.837213274|17.44496351|0.974034457|6537.399158|225.4381077|38.54110857|0.027424543|2158.30208|735.3783268|18.99059683|1.0|1.0|0.0|4.9|17.0|1.67|0.0|7.0|6.0|-7.18|439.47|0.0|1.76|-4.08|6.579999999999999e-05|0.0289|8.36e-05|0.0367|2.53|0.0|0.0|0.000106|4.7133|4.5|-1460.833958|-1460.797444|733.29|1238.61|322.81|0.4765|263.05|589.75|0.42968|0.6802600000000001|-0.15607|6.4676|-0.2131|78.0|7.1079|7.1079
18_a4|0|0|0.0|1|1|1.3998285519999998|1.904090136|-0.181683336|-0.004533883|1|0.0|-0.181355303|10.94611841|-0.063708832|1|0.108754635|0.006968314|0.015390457|-0.319213511|1|0.793041267|0.102914528|-0.105846349|0.615655659|0|0.7755960390000001|-0.085817825|0.269470313|-46.48874223|-42.33787448|203.5264327|0.224403961|-0.03479101|-20.88721799|0.769438308|-22.93503169|50.98777224|55.21809494|0.405586004|2069.649003|382.6371479|-635.0681172000001|-8.467791078|6.133421395|10.31843368|0.682329162|4381.693113|113.7466718|22.30718562|0.0175331289999999|825.3658678999999|337.0066459|8.649897756|0.0|1.0|0.0|3.32|17.0|3.43|0.0|3.0|4.0|-6.58|307.32|1.0|2.78|-3.51|0.00113|349.0|0.000312|0.0959|2.24|0.0|0.0|0.0009109999999999|4.5152|3.02|-1033.480025|-1033.454769|523.81|870.74|294.88|0.2083|274.59|404.27|0.52475|0.57777|-0.17345|2.7878|-0.20883|2.62|5.5817|5.5817
10_a3|0|0|0.0|0|0|0.605017375|0.0|0.190318474|-0.010609861|3|1.684975382|-0.381954986|10.31162304|0.043342516|1|0.033279122|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.743072638|-0.140523767|0.078405316|0.834020779|1|0.747406318|-0.0989320009999999|0.518341632|-46.64544572|-45.8148076|248.0820067|0.252593682|-0.0359752729999999|-21.21655855|0.7066293240000001|-21.60122201|56.68388955|53.41368558|0.41220272|2098.79955|346.1193167|-549.7776912|-7.715112198|5.031169383|8.559361451000001|0.701266803|4600.496436|135.8581743|23.57661855|0.023470578|778.0284121000001|311.6695405|10.86908195|0.0|1.0|1.0|3.02|21.0|3.41|0.0|2.0|4.0|-6.44|305.36|1.0|2.52|-3.84|5.07e-05|0.0155|0.000145|0.0443|2.43|0.0|0.0|9.35e-05|5375.0|1.64|-1288.190838|-1288.150029|498.67|830.63|362.35|0.2124|230.67|323.26|0.41894|0.68995|-0.15011|6.7458|-0.21249|7943.0|5.1|5.1
12a_a50|0|1|0.0|2|1|1.397770359|4.075037557|-0.199881787|-0.002936355|1|2.112397566|-0.126263256|10.94501645|-0.122912558|2|-0.193999688|-0.168032508|-0.291865836|-0.247407423|1|0.795582575|-0.030758487|-0.2018898489999999|0.660148928|1|0.904119689|-0.0663902|0.29507467|-25.57033815|-33.44733598|7.457998037999999|0.095880311|-0.02383238|-16.85074424|0.575218972|-12.88231829|47.2792242|36.15684209|0.469674946|2223.666558|455.4948605000001|-468.2627037|-6.048985111|5.116970861|9.648744341|0.885635975|4665.239724|214.004382|20.873331|0.027455156|814.0599092|388.171611|13.83188822|1.0|1.0|1.0|3.3|20.0|3.42|0.0|2.0|3.0|-6.44|313.36|1.0|2.55|-3.84|0.000685|215.0|0.000144|45.0|2.5|0.0|0.0|0.00101|4.0783|2.47|-1006.659456|-1006.632973|545.54|908.22|304.01|0.1807|304.01|394.52|0.65267|0.65267|-0.16806|5.7662|-0.20172|75.0|7.1249|7.1249
3e_a32|1|1|3.501917045|0|0|0.609420788|0.0|0.015619823|-0.006553709|0|2.220794149|-0.275255791|10.31100276|-0.080731823|3|-0.1046390059999999|-0.076494363|-0.1395294259999999|-0.551661318|0|0.8046468659999999|-0.061561535|-0.12378337|0.77923808|1|0.8681696109999999|-0.100056595|0.290874543|-39.56206964|-53.92151824|47.09895162|0.131830389|-0.030786645|-29.05885545|0.7752553659999999|-21.32040233|60.86894767|46.25723848|0.4513338939999999|2212.661182|467.865447|-647.0582188|-8.941186293|5.863649531|10.68709999|0.822602107|4827.877259000001|121.1171726|21.40099522|0.012891628|834.6388134|421.3548777|6.94742943|1.0|1.0|1.0|3.33|19.0|5.24|0.0|3.0|3.0|-5.2|340.47|1.0|4.3|-5.18|3.02e-07|0.000103|6.6e-06|0.00225|4.47|0.0|0.0|4.13e-05|3.5589|3.52|-1672.748189|-1672.722302|578.77|956.67|348.38|0.2914|348.38|456.76|0.7025399999999999|0.7025399999999999|-0.14754|3.4537|-0.20098|8.0|8.0862|8.0862
18_a47|1|1|2.969619451|0|0|1.414391819|0.0|-0.141396999|-0.004337918|3|1.5913490630000002|-0.2342475789999999|10.93838451|-0.016728205|1|-0.056674151|-0.02470455|-0.053119347|-0.322800033|3|0.792196273|-0.059779939|-0.027351545|0.630969651|1|0.777824025|-0.084415066|0.454324931|-49.44908758|-52.88049505|70.55642796|0.222175975|-0.0303894239999999|-33.12615721|0.7327484470000001|-30.97660579|63.72933669|58.68383399|0.432077184|2800.3745940000003|487.2556678|-951.8489108|-11.9254166|7.018342267|12.35791568|0.7608026529999999|6261.441874|167.41554630000002|25.98023687|0.017318402|1299.011844|628.5247532999999|10.84884165|1.0|1.0|1.0|3.47|27.0|6.0|0.0|4.0|5.0|-5.87|410.45|1.0|4.16|-5.37|3.13e-06|0.00129|4.29e-06|0.00176|4.13|0.0|0.0|1.78e-08|4.2668|3.32|-1354.221126|-1354.180815|652.12|1130.76|293.65|0.4335|290.58|487.81|0.4659|0.63359|-0.17349|3.4464|-0.22313|3.0|8.6|8.6
9a_a36|1|0|3.4090209280000003|0|2|1.297044807|0.0|-0.109305298|-0.007853595|2|0.0|-0.41624054|10.96066876|-0.06502499|1|0.160672128|-0.12019672|-0.202876718|-0.398235589|1|0.7885597609999999|-0.019008343|-0.1177413269999999|0.79302567|0|0.826559623|-0.10869601|0.204819754|-45.04449811|-66.44342306|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|0.7638345870000001|-27.53468726|78.37175688|59.5185754|0.453098452|2682.572663|505.25728260000005|-1195.981615|-14.91993116|7.546661564|13.79893984|0.828482664|5693.562367|144.36259840000002|31.95428497|0.019513779|1565.759963|578.2841135|11.92833382|1.0|1.0|0.0|4.69|17.0|2.04|0.0|5.0|5.0|-6.74|382.42|0.0|1.95|-3.99|0.000197|0.0753|0.000102|0.0391|2.66|0.0|0.0|0.0002009999999999|3.8677|3.38|-1252.802159|-1252.77514|648.41|1092.66|320.56|0.4811|320.56|495.18|0.68682|0.68682|-0.15925|5.7274|-0.20969|13.0|7.8861|7.8861
10_a4|0|0|0.0|1|1|1.343863662|2.146166934|-0.180140166|-0.002959121|2|2.149387791|-0.159792527|10.92992762|-0.090413559|1|0.014917047|-0.083887216|-0.132895939|-0.241683916|2|0.810105167|-0.120059574|-0.150288496|0.6799081490000001|1|0.921653019|-0.079432495|0.43000216|-29.52653193|-45.97324097|39.48408698|0.078346981|-0.027007048|-26.60798798|0.744529685|-17.08910641|54.09964719|37.96666686|0.4858700179999999|2480.063587|533.4262268|-781.5450965|-9.046715915|5.759414166|11.20225306|0.945033425|5598.949417|147.85886159999998|20.99433004|0.014040792|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|3.46|21.0|4.81|0.0|4.0|4.0|-5.83|370.45|1.0|3.9|-4.85|2.21e-05|0.00818|1.4e-05|0.00519|3.85|0.0|0.0|3.15e-06|4.9674|3.34|-1183.812875|-1183.790554|619.99|1083.65|340.01|0.1792|249.6|470.02|0.4662|0.7038399999999999|-0.15561|1.4517|-0.2025|88.0|7.0555|7.0555
7e_a8|1|0|3.038052327|1|0|1.394799915|1.3496955309999998|-0.150447714|-0.006027596|0|0.0|-0.289324602|10.94332434|-0.0446343779999999|1|-0.075638618|0.034227147|0.07125309|-0.341022848|0|0.732001738|-0.023521398|-0.072307692|0.577394732|0|0.8291560379999999|-0.0886889709999999|0.286669793|-51.4880895|-53.04282692|86.03149870000001|0.170843962|-0.037446454|-31.72369068|0.776001552|-30.79383811|64.23177694|64.40615805|0.4742828629999999|2605.914474|495.8990914|-1007.813711|-13.39444718|7.70387217|14.654025199999998|0.902163597|5808.479788000001|133.9683023|28.86058693|0.018708212|1298.726412|519.5762494|11.18895001|1.0|0.0|0.0|3.2|23.0|4.94|0.0|4.0|4.0|-5.43|385.39|1.0|4.31|-5.41|1.78e-06|0.000686|3.87e-06|0.00149|4.54|0.0|0.0|1.95e-06|3.8142|6.32|-1300.495519|-1300.467069|622.23|1060.05|383.1|0.3461|325.06|544.55|0.6998300000000001|0.70177|-0.13577|9.0006|-0.2054699999999999|35.1|4.4547|4.4547
15_a3|0|0|0.0|0|1|0.619596467|0.0|0.079167398|-0.006742751|3|1.809035179|-0.289938297|10.33806279|0.021805556|0|-0.325227172|-0.022386155|-0.039798975|-0.505519936|3|0.813015336|-0.103599654|0.036380489|0.911346861|1|0.7789088340000001|-0.107619999|0.451058529|-47.26593592|-55.08588323|315.5421792|0.221091166|-0.037667|-28.19600959|0.850327497|-24.19332693|60.30684851|51.31038923|0.461565365|2116.88728|398.6887321|-771.2023653|-9.868603355|5.371119692000001|9.975434973|0.85723565|4617.470007|76.61068671|22.67368656|0.010200078|906.9474625|402.781061|5.220965278|1.0|1.0|1.0|4.12|16.0|1.56|0.0|2.0|5.0|-7.35|321.4|0.0|1.2|-3.02|0.0017|547.0|0.000951|306.0|1.28|0.0|0.0|0.000535|6.0077|2.33|-1328.688126|-1328.665275|553.81|916.07|334.44|0.4107|206.37|398.12|0.2843199999999999|0.67902|-0.1576|1.9539|-0.22079|25.0|7.6021|7.6021
4l_a46|0|0|0.0|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|1|0.0|-0.255755434|10.94631401|-0.161358058|1|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.726535412|-0.001318857|-0.229089688|0.7936534740000001|0|0.892158627|-0.085194597|0.291762764|-51.45056667|-48.19533497|177.7681018|0.107841373|-0.030068681|-27.26452605|0.883450801|-29.10603933|51.66342604|55.17245545|0.409308207|2165.620022|504.7020036|-867.5160294|-9.6227739|5.80829255|9.833034117|0.692930243|4865.794981|65.93290984|19.25417715|0.006130523|981.9630347|579.2365607|3.468091068|1.0|1.0|1.0|3.92|17.0|5.02|0.0|3.0|3.0|-5.23|347.45|1.0|4.08|-5.11|5.25e-06|0.00182|7.78e-06|0.0027|4.49|0.0|0.0|3.47e-05|5.4011|4.99|-1092.745692|-1092.71063|612.39|1057.06|278.36|0.2504|229.55|526.77|0.3756|0.68584|-0.18567|2.6588|-0.20351|98.0|7.0088|7.0088
1l_a5|1|0|2.964063799|0|0|1.270375394|0.0|-0.244609612|-0.00183668|2|0.0|-0.089997343|10.94421389|-0.05139414|1|-0.179824092|0.0271820189999999|0.043915678|-0.21108114|2|0.7656671279999999|-0.174469948|-0.091849662|0.71872376|0|0.890289002|-0.067755283|0.357062421|-38.79937717|-38.27406105|167.86839980000002|0.109710998|-0.026512937|-21.62050954|0.769406114|-21.91725365|45.64819758|43.23617395|0.47265823|2227.730859|502.9124512|-688.9330988|-8.460199385|7.401206343999999|14.03493287|0.896303416|4665.793689|130.25942849999998|19.46541135|0.013054186|895.4089219|518.5792364|7.374136537999999|1.0|1.0|1.0|2.98|23.0|5.32|0.0|4.0|3.0|-5.4|340.42|1.0|4.06|-4.98|9.06e-06|0.00308|1.04e-05|0.00356|4.19|0.0|0.0|5.02e-07|4.6403|3.89|-1069.261615|-1069.229786|609.85|1033.47|283.95|0.4921|267.19|486.81|0.45892|0.57392|-0.1779|2.1987|-0.21939|32.0|7.4949|7.4949
1g_a5|1|0|2.942391606|0|0|1.4275159730000002|0.0|-0.203595168|-0.003919036|2|0.0|-0.172437603|10.94875199|-0.0353243789999999|1|-0.019057802|-0.010807075|-0.0178558139999999|-0.242737126|2|0.7778380309999999|0.030722968|-0.067172264|0.717355058|0|0.8659209659999999|-0.074361785|0.39389953|-37.59983870000001|-39.8807456|74.51397212|0.134079034|-0.027205531|-21.388323|0.61393343|-20.16505667|54.34919851|48.55052611|0.4713154089999999|2243.103668|464.3994751|-598.211184|-7.824996219|7.312498266|13.83149499|0.891486942|4639.260975|207.0502037|23.76563316|0.02697793|974.3909596|422.96706330000006|14.46845291|1.0|1.0|1.0|2.79|23.0|4.21|0.0|4.0|4.0|-6.15|328.37|1.0|3.09|-4.2|9.27e-05|0.0304|6.29e-05|0.0206|3.03|0.0|0.0|2.36e-06|4.7822|2.61|-1065.846194|-1065.818889|572.15|961.17|297.09|0.1769|259.26|448.93|0.4386899999999999|0.66164|-0.17042|3.4883|-0.20972|115.0|6.9393|6.9393
11d_a5|1|0|2.9590700880000003|0|0|1.388848584|0.0|-0.245058546|-0.003373937|2|0.0|-0.185566552|10.94877952|0.01948342|1|-0.202307745|-0.12451554|-0.200646773|-0.22897714|2|0.783891527|-0.018747485|0.036918829|0.755793189|0|0.87090286|-0.0847408619999999|0.359644732|-40.04753555|-53.84338206|61.45330587|0.12909714|-0.029333375|-34.21147402|0.712305422|-25.44574968|65.35645739|48.19862797|0.49396568|2540.78984|553.3617954|-969.1808771|-11.84243331|8.920296087|17.62784804|0.976150552|5283.02167|182.7978704|26.16587381|0.018119737|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|3.13|23.0|4.14|0.0|7.0|5.0|-6.47|385.46|1.0|3.28|-4.29|7.2e-05|0.0278|5.14e-05|0.0198|3.07|0.0|0.0|8.909999999999999e-07|4.4175|2.59|-1239.127458|-1239.093739|682.09|1154.67|301.89|507.0|280.66|594.45|0.66686|0.6533399999999999|-0.16762|2.8731|-0.20529|15.0|7.8239|7.8239
17a_a50|0|1|0.0|2|1|1.349854788|4.319202937|-0.186084687|-0.002225436|1|2.189373662|-0.133526134|10.94500663|-0.131632653|2|-0.178162528|-0.239713023|-0.3891730779999999|-0.220088198|1|0.784570118|-0.204032723|-0.215448852|0.732114362|1|0.92300665|-0.078525868|0.4062532579999999|-29.57096251|-51.14229199|10.03717565|0.07699335|-0.0280449529999999|-33.3079288|0.7899109000000001|-19.25896309|58.69900789|38.54872522|0.486855438|2644.4486420000003|601.1353533|-1022.84584|-11.89568886|8.087984548|15.76161018|0.948768582|5718.782531|136.82673369999998|23.12299308|0.011602876|1294.887612|719.3470265|7.556715901|1.0|1.0|1.0|3.95|20.0|4.14|0.0|6.0|4.0|-6.44|398.5|0.0|3.27|-4.44|0.000102|0.0408|3.61e-05|0.0144|3.23|0.0|0.0|6.97e-05|4.2478|3.08|-1258.566007|-1258.540058|705.96|1204.79|306.31|0.1817|291.88|616.93|0.6244|0.66046|-0.16724|6.2113|-0.1992|85.0|7.0706|7.0706
1b_a5|1|0|2.881451247|0|0|1.4258024619999998|0.0|-0.250420203|-0.00279809|2|0.0|-0.111923619|10.94890233|-0.028797464|1|-0.220946861|0.019611905|0.045204303|-0.231956531|2|0.759794937|0.122747292|-0.054153474|0.558485747|0|0.808828623|-0.077221824|0.341795323|-39.38248661|-38.87394276|168.30518769999998|0.191171377|-0.031306145|-19.56938257|0.7324812509999999|-19.82538668|48.55415504|44.82086533|0.474445758|2171.716467|407.1693177|-583.1091414|-7.933533473|6.11909445|11.64312636|0.90275317|4577.125071|134.6705884|21.51550842|0.019229427|796.0738116|357.34245360000006|9.680212283|1.0|1.0|1.0|2.75|23.0|4.76|0.0|3.0|4.0|-5.99|316.33|1.0|3.38|-4.3|0.000106|0.0336|4.970000000000001e-05|0.0157|3.16|0.0|0.0|1.58e-06|4789.0|3.1|-1050.538976|-1050.506509|536.59|892.61|266.74|0.3101|258.89|388.58|0.5153800000000001|0.43728|-0.1892|2891.0|-0.23055|59.0|7.2291|7.2291
