molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12ar_a36|0.0|0|0|3.46014932|0.0|0|2|2|1.297042582|0.0|5.351858133|0.000258844|2|0.040839506|0.083451772|0.0|0.000939229|-0.1073795209999999|-0.036002609|1|0.002112069|-0.096853381|-0.169341326|1|0.86559137|-0.017348015|-0.064014394|0.8365428659999999|-0.080760277|0.317338373|0.022389124|-54.80317647|-66.9989409|15.19305207|0.163457134|-0.0347392029999999|-45.46486105|0.0|0.705591187|-1.875916952|-37.18892821|82.17472548|-23.57370143|-15.99689556|0.294408813|8.770514183|0.902250063|6155.432771|199.7830951|-863.83236|33.4098581|0.0223636779999999|708.5476357999999|15.17578458|0.0|2.0|4.86|0.0|17.0|-7.05|3.14|1.95|92.99|1.59|0.0|133.27|1.0|32.0|5.0|420.47|0.0|0.0|1.8|0.0515|2.33|0.0|8.95e-08|3.76e-05|-0.0566|5225.0|3.23|3.8489|-1364.511244|717.19|1211.1|322.13|0.5586|237.29|0.41433|-0.15631|0.04327285|-1364.2977050000002|25.0|7.6021|7.6021
17a_a50|0.0|1|1|0.0|0.0|2|1|1|1.349854788|4.319202937|5.82008293|0.009691515|1|0.034142512|-0.109740063|2.189373662|0.012510153|-0.0979202769999999|-0.131632653|2|0.012893333|-0.239713023|-0.3891730779999999|1|0.762224122|-0.204032723|-0.215448852|0.92300665|-0.045404408|0.4062532579999999|0.013784807|-29.57096251|-51.14229199|8.977762705|0.07699335|-0.0280449529999999|-33.3079288|84.34722313|0.7899109000000001|-1.570517366|-19.25896309|58.69900789|-18.26510428|-11.89568886|0.2100891|8.087984548|0.948768582|5718.782531|136.82673369999998|-666.1585759999999|23.12299308|0.011602876|719.3470265|7.556715901|1.0|0.0|3.95|3.29|20.0|-6.76|3.39|4.14|51.77|2.3|0.0|121.78|1.0|30.0|4.0|398.5|0.0|0.0|3.27|0.0144|3.23|0.0|1.75e-07|6.97e-05|-0.03196|4.2478|3.08|4.0477|-1258.566007|705.96|1204.79|306.31|0.1817|291.88|0.6244|-0.16724|0.02594911|-1258.322582|85.0|7.0706|7.0706
12_a15|0.0|0|0|0.0|0.0|0|0|0|1.435689014|0.0|0.0|-0.0455566929999999|2|0.034285714|-0.035728911|0.0|0.001740635|-0.106061273|-0.01062828|0|0.0034254209999999|-0.120626133|-0.184255041|2|0.8310685940000001|0.049877871|-0.019064393|0.89637291|-0.061084417|0.738437971|0.015018226|-39.00359933|-60.15445365|9.58943236|0.10362709|-0.031995594|-38.40979933|4.192089814|0.746489397|-1.695766456|-24.90456371|70.6606311|-20.42981445|-13.04483751|0.253510603|5.448223888999999|0.909927213|5897.820841|161.8714956|-691.376388|27.36785616|0.016453962|673.7288405|10.50617745|1.0|1.0|3.56|3.73|24.0|-9.82|5.32|6.3|56.27|2.87|0.0|119.95|1.0|30.0|4.0|397.47|1.0|1.0|4.7|0.000584|5.29|0.0|1.51e-10|5.99e-08|-0.03196|4.4819|5.16|3.8538|-1281.087109|688.91|1177.81|321.72|0.1374|276.63|0.50595|-0.15858|0.02694613|-1280.871722|4.0|8.3979|8.3979
7_a1|0.0|0|0|0.0|0.0|1|2|2|1.348826331|2.307091837|5.777652323|0.001018628|1|0.035718954|-0.048878707|0.0|0.0021597079999999|-0.07233584|-0.024096172|1|0.004950534|-0.245732751|-0.391298966|1|0.7795049279999999|-0.048198584|-0.042175602|0.710959153|-0.083362936|0.289201649|0.035937867|-40.16416679|-47.35863598|17.31482297|0.289040847|-0.031040669|-22.81733634|404.7836105|0.603382856|-1.179545431|-19.35104936|61.72628137|-14.95535873|-7.205474633|0.396617144|5.07667644|0.827584457|4519.238270000001|191.0896839|-273.8080361|24.78585294|0.029820838|351.4191817|14.36764539|1.0|0.0|3.09|2.83|17.0|-5.64|3.43|3.29|49.17|1.6|0.0|85.88|2.0|23.0|4.0|305.33|0.0|1.0|2.72|0.0595|2.48|0.0|2.29e-06|0.000698|-0.02433|4.0504|2.76|4.0504|-1009.509475|515.2|864.85|306.1|0.2961|306.1|0.69902|-0.16734|0.02860499|-1009.398029|0.46|6.3372|6.3372
17_a47|0.0|1|1|3.011740664|0.0|0|0|0|1.4168589319999998|0.0|4.59511985|-0.019259259|3|0.031802469|-0.105849578|1.699575434|0.0042378929999999|0.075303828|-0.006331624|1|0.004477366|-0.0184347939999999|-0.031505291|3|0.8007970640000001|-0.034891905|-0.010871607|0.852282407|-0.07185129|0.522140199|0.01291694|-43.82821253|-50.62550618|7.87914003|0.147717593|-0.02987808|-30.88080199|0.0|0.7457517659999999|-1.493904005|-26.73455447|60.33408274|-18.22518223|-11.11708872|0.2542482339999999|7.055517075|0.8569074879999999|5854.9736840000005|155.087622|-555.8544359|24.43867122|0.0159160889999999|630.8611986000001|9.708576558|1.0|2.0|3.44|2.39|27.0|-10.1|5.12|5.44|79.38|2.26|0.0|119.83|0.0|30.0|4.0|392.46|0.0|1.0|3.85|0.0024|4.03|0.0|7.96e-11|3.12e-08|-0.04873|4.2784|3.07|4.2784|-1254.985125|656.78|1127.7|289.79|0.4308|289.79|0.6844100000000001|-0.17606|0.04130125|-1254.795084|5.0|8.3|8.3
4j_a46|0.0|0|0|0.0|0.19521727|1|1|1|1.134637093|2.194310043|5.587248657999999|-0.012405467|1|0.048126615|-0.0529855709999999|0.0|0.011968098|-0.1051618459999999|-0.176133068|1|0.011684396|-0.0589746909999999|-0.087688953|1|0.72796254|-0.061823242|-0.258222236|0.949893337|-0.05924408|0.295221643|0.01492164|-34.99059698|-43.95227197|8.812983129|0.0501066629999999|-0.024805825|-25.95898597|71.98911503|0.776932317|-1.339514565|-20.66606288|50.26191521|-14.65075732|-8.652995323999999|0.223067683|6.274010655|0.673502127|5077.124695|131.7477027|-467.2617475|18.85718615|0.0106831269999999|642.1335502000001|6.30964324|1.0|0.0|4.0|3.9|17.0|-7.69|5.18|5.33|39.94|3.28|0.0|110.24|1.0|27.0|3.0|361.48|0.0|1.0|4.5|0.00176|4.81|0.0|2.03e-08|7.33e-06|-0.01684|5.3949|4.93|4.4093|-1132.043677|646.67|1112.13|281.19|0.2783|229.82|0.37853|-0.18387|0.02491327|-1131.817578|805.0|6.0942|6.0942
11_a33|0.0|1|1|3.221176304|0.0|0|0|0|0.609352951|0.0|5.6869753560000005|-0.039406316|0|0.034984568|0.055664124|1.979284901|-0.003303432|0.143981643|-0.008908194|3|-0.00103193|-0.122478641|-0.232296883|0|0.8389087140000001|0.003391835|-0.014463304|0.857287241|-0.070841241|0.229250542|0.033701864|-34.4118011|-50.94714637|16.37099833|0.142712759|-0.030847481|-24.74805685|0.0|0.552878386|-1.048814353|-16.71585694|68.11455221|-14.98445481|-7.278840251|0.447121614|5.24049311|0.8772525659999999|4880.001461|217.193541|-247.4805685|27.10262364|0.035341374|335.4799765|17.16740584|1.0|1.0|3.19|2.31|19.0|-6.23|5.77|4.13|120.17|0.89|0.0|89.77|1.0|22.0|4.0|328.41|0.0|1.0|3.28|0.0136|3.28|0.0|5.92e-07|0.000194|-0.05806|3.5049|1.93|3.5049|-1669.324638|506.55|858.89|353.74|0.5408|353.74|0.70381|-0.14132|0.02055276|-1669.251123|5.0|8.3188|8.3188
11_a3|0.0|0|0|0.0|0.0|0|0|0|0.605020608|0.0|4.727387819|-0.127546771|3|0.042795699|-0.101436441|1.710245969|-0.008037672|0.044912659|-0.023103765|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|0.132535663|-0.04179402|0.777803048|-0.0955396769999999|0.175996916|0.014376713|-45.19136777|-47.02715152|6.800350988|0.222196952|-0.0391657429999999|-22.2443844|80.34769756|0.752484736|-1.292469516|-21.37603754|57.08178682|-18.52584757|-8.76293931|0.2475152639999999|5.475372235|0.8799677029999999|4487.967272999999|117.0775712|-289.1769972|24.61956593|0.021256639|311.6695405|10.0546353|1.0|1.0|3.19|2.07|21.0|-6.51|3.79|3.41|105.82|0.8|0.0|88.28|1.0|22.0|4.0|305.36|0.0|1.0|2.46|0.0601|2.22|0.0|3.06e-07|9.35e-05|-69.0|3.2232|2.12|3.2232|-1288.195105|508.58|834.82|384.66|0.4441|384.66|0.6966600000000001|-0.13118|0.02994326|-1288.10577|0.04|7.3979|7.3979
7_a47|0.0|0|0|0.0|0.0|0|0|0|1.304326965|0.0|0.0|-0.143650735|2|0.04030303|-0.128433676|1.303301032|-0.0091074509999999|-0.085507035|-0.0781924059999999|0|-0.00794321|-0.021071408|-0.04311702|2|0.6995252890000001|-0.04402021|-0.124285418|0.8473227320000001|-0.081264417|0.427432212|0.008915606|-45.82735481|-54.113260200000006|5.027768049|0.152677268|-0.036250645|-30.51603217|0.0|0.816979353|-1.631279045|-25.84337052|61.47335819|-20.44278719|-11.52827882|0.1830206469999999|6.485224033|0.681423344|5958.904826|103.2106353|-518.7725468|25.02240371|0.0130514639999999|526.6144628999999|7.36009799|1.0|2.0|2.96|3.14|22.0|-9.45|5.63|6.52|58.04|3.69|0.0|111.28|1.0|28.0|4.0|393.84|1.0|1.0|4.89|0.000345|5.49|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|5.08|3.7203|-1647.996662|604.84|1043.33|333.26|0.2144|333.26|0.69314|-0.1544|0.03348545|-1647.841533|25.0|7.6|7.6
12p_a36|0.0|0|0|3.392386149|0.0|0|2|2|1.297044387|0.0|5.351858133|-0.084341564|2|0.042804233|0.114716581|0.0|-0.002526241|-0.084846674|-0.0433009009999999|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|-0.035871448|-0.074349074|0.748438833|-0.082569108|0.315548061|0.020202133|-51.98017377|-68.22905781|12.71795723|0.251561167|-0.039016808|-42.95260501|0.0|0.759126153|-1.950840419|-32.72335782|80.40682298|-24.56246081|-15.4629378|0.240873847|7.546742977|0.906594718|5922.775161|151.63860559999998|-773.1468902|32.35623052|0.019344052|595.8790650000001|12.17776516|0.0|2.0|4.72|0.0|17.0|-6.86|3.13|2.44|69.2|2.4|0.0|123.71|1.0|30.0|5.0|399.42|0.0|0.0|2.15|0.0278|2.78|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.41|3.8372|-1332.182868|660.71|1113.05|323.11|0.3015|232.12|0.30159|-0.15608|0.03396697|-1332.006106|9.0|8.0458|8.0458
47r_a18|0.0|0|0|0.0|0.0|0|1|1|0.403924645|0.0|4.844187086|-0.216996268|0|0.035706215|0.041686585|0.0|-0.005176133|-0.02952923|-0.030106257|0|-0.0001597829999999|-0.233665901|-0.362261236|0|0.806477847|0.017110504|-0.048143486|0.769578222|-0.083915825|0.26560995|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|0.230421778|-0.031669652|-48.70193962|60.66168882|0.688074851|-2.090197013|-46.92606587|81.99788849|-23.68254797|-17.70979622|0.311925149|9.819988422|0.976088187|7727.455993|233.2574532|-1168.846551|34.41856352|0.0225607039999999|1005.982493|16.87088158|1.0|2.0|4.55|0.0|18.0|-7.46|0.43|3.76|111.03|2.23|1.0|145.82|1.0|36.0|4.0|504.6|0.0|0.0|2.2|0.00117|4.59|0.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|790.57|1387.23|391.06|0.6007|391.06|0.69545|-0.13021|0.02805567|-1964.516246|231.0|6.6364|6.6364
7f_a10|0.0|0|0|0.0|-4.8022906380000006|1|1|1|1.240141822|1.924772416|5.4161004020000005|-0.2347037789999999|2|0.037386831|-0.104120245|0.740070757|0.00189949|-0.000498274|-0.0971900919999999|1|0.0030999659999999|-0.058093287|-0.172751862|2|0.5371733989999999|-0.009545801|-0.137271684|0.931773786|-0.064238302|0.7359022890000001|0.00797443|-35.78096407|-53.02456669|4.441786155|0.068226214|-0.03645808|-29.53487321|0.3440879|0.8217865520000001|-1.713529756|-19.93012491|60.16185231|-20.30728086|-11.31122804|0.178213448|6.115784565|0.6738319429999999|7070.755931000001|99.26552746|-531.6277179|24.71113795|0.012813716|527.8079877|7.137285626000001|0.0|0.0|3.37|2.97|21.0|-8.13|5.07|6.57|52.83|2.64|0.0|106.77|1.0|30.0|7.0|410.39|1.0|0.0|4.39|0.00103|4.7|0.0|7.38e-09|3.03e-06|-0.0613|5.7757|4.93|3.6256|-1442.216293|597.28|1034.38|341.96|348.0|214.67|0.34467|-0.15627|0.01616879|-1442.058773|141.0|6.8508|6.8508
19j_a38|0.0|0|0|3.235947106|0.0|0|2|2|1.29704352|0.0|5.351858133|-0.04575843|2|0.04391253|0.105682345|0.0|-0.004442319|0.003554228|-0.036248822|1|-0.002443797|-0.09493054|-0.20848518|1|0.7163622890000001|-0.001131945|-0.060360554|0.8071763829999999|-0.0844479869999999|0.625966089|0.0250587|-57.80349365|-73.92901683|17.15233756|0.192823617|-0.038119963|-50.60340201|29.18585028|0.714369845|-1.944118135|-39.565701700000005|90.05233553|-26.09259418|-17.86002424|0.285630155|7.506210369|0.6907121629999999|6704.612831|195.5099392|-910.8612362|36.5253298|0.023555355|640.025745|16.123318700000002|0.0|3.0|4.81|2.34|17.0|-6.92|3.17|2.42|105.02|1.76|0.0|130.41|1.0|32.0|5.0|426.45|0.0|0.0|2.44|0.0322|2.5|0.0|1.2099999999999998e-07|5.14e-05|-0.06447|6.0361|3.23|3.6886|-1424.426858|686.26|1163.3|336.13|354.0|205.41|0.30419|-0.15182|0.03678378|-1424.24494|8.0|8.1146|8.1146
12au_a36|-3.3109381210000004|0|0|3.422314661|0.0|0|2|2|0.2992539489999999|0.0|5.351858133|-0.351827031|2|0.044036281|0.075815782|0.0|-0.006862238|-0.023640632|-0.03802163|1|-0.001160331|-0.15024383|-0.261631709|1|0.8183043390000001|-0.021932444|-0.058671909|0.698996981|-0.090166553|0.284342092|0.021569487|-64.86748076|-79.35600767|15.51748637|0.301003019|-0.038036474|-57.09017539|26.04051569|0.7160586109999999|-2.206115469|-46.66686194|95.91776213|-27.36414058|-19.68626738|0.283941389|8.963940512999999|0.97188557|7239.100414|204.2726719|-1141.803508|38.21494522|0.023021031|805.2286932|16.56175445|0.0|3.0|5.0|0.0|17.0|-6.87|1.28|2.15|123.75|0.84|0.0|142.02|1.0|34.0|6.0|474.54|0.0|0.0|1.18|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.0570899999999999|5.1307|6.24|3.7105|-1876.207937|752.27|1283.4|334.15|809.0|241.65|0.58518|-0.15162|0.05174058|-1875.960827|47.0|7.3279|7.3279
19g_a38|0.0|0|0|3.229090845|0.0|0|2|2|1.297044182|0.0|5.351858133|-0.117921811|2|0.042419753|-0.037579797|0.0|-0.006877664|-0.009881824|-0.046735135|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|-0.063110203|-0.076414544|0.7200062690000001|-0.086314802|0.5322242429999999|0.022953686|-54.62049927|-72.29378538|14.52522351|0.279993731|-0.038842708|-45.74791999|18.41027014|0.719941993|-1.942135378|-34.56416368|86.78105144|-24.57988703|-15.5542928|0.280058007|6.327835378|0.836356715|6631.17356|177.2223055|-777.7146399000001|34.14148263|0.0228937029999999|593.6088758|14.48726605|1.0|3.0|4.82|2.52|17.0|-7.12|3.55|3.11|81.23|2.78|0.0|125.65|1.0|31.0|5.0|419.43|0.0|1.0|2.97|0.0196|2.88|0.0|7.599999999999999e-08|3.19e-05|-0.05479|5.2766|3.66|3.6887|-1431.419426|638.82|1104.29|336.12|0.2285|234.97|0.3937|-0.15269|0.03244515|-1431.244906|42.0|7.3778|7.3778
8_a15|0.0|0|0|0.0|0.0|0|0|0|1.419941362|0.0|0.0|-0.044406425|1|0.039181287|0.155304204|0.0|1.7800000000000002e-05|-0.010146469|-0.014489333|0|0.003160815|-0.203104439|-0.295062413|1|0.85357243|0.0937475619999999|-0.025923166|0.853896482|-0.071552706|0.381651497|0.0336657729999999|-41.7821007|-69.07571287|19.65860939|0.146103518|-0.028969856|-40.33569847|55.99586988|0.519427411|-1.419522941|-24.39801408|89.80283608|-16.91650111|-9.878130237|0.480572589|6.093505548|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|532.0914339999999|20.72712321|1.0|1.0|3.14|3.76|18.0|-7.57|3.9|4.95|61.84|1.96|0.0|104.74|1.0|27.0|5.0|366.41|0.0|1.0|3.76|0.00562|4.24|0.0|2.69e-08|9.86e-06|-0.02723|4.4346|3.36|3.7426|-1223.704913|598.84|1050.15|331.28|251.0|279.58|0.5128|-0.1558|0.01719864|-1223.523393|108.0|6.9666|6.9666
2_a3|0.0|0|0|0.0|0.0|0|0|0|0.605017347|0.0|4.727387819|-0.09743592|2|0.034166667|-0.103423993|2.058239271|-0.006049098|0.09933632|0.036301827|1|-0.0045709459999999|0.017902469|0.032450556|2|0.899733837|-0.192034735|0.065162907|0.750206578|-0.104577702|0.4551292289999999|0.011938463|-49.07072207|-44.07280196|5.601853871|0.249793422|-0.033150466|-20.68016573|74.89956423|0.727984269|-1.127115845|-23.02532673|53.05538527|-15.55510657|-7.298882022000001|0.272015731|4.88513521|0.845708123|4446.904467|127.637231|-248.1619888|21.36736636|0.019143348|330.4083896|8.982583312000001|1.0|1.0|2.97|2.22|21.0|-6.89|4.34|4.01|92.93|1.6|0.0|90.49|1.0|22.0|3.0|304.37|0.0|1.0|3.06|0.0162|3.13|0.0|1.3e-07|3.9500000000000005e-05|-0.06423|5.4397|1.97|3.3354|-1272.143337|503.34|841.85|371.73|0.1824|227.92|0.37284|-0.14605|0.02925101|-1272.04778|3981.0|5.4|5.4
17f_a50|0.0|1|1|0.0|0.0|2|1|1|1.349854916|4.305828452|5.82008293|0.022892513|1|0.03135101|-0.167275895|2.187498662|0.012475826|-0.028989535|-0.132773563|2|0.0129274519999999|-0.247590736|-0.407467272|1|0.758335704|-0.132153434|-0.2257632789999999|0.911458734|-0.047333916|0.333180181|0.016414675|-29.10566644|-46.03121141|10.09339793|0.088541266|-0.026836447|-28.30463221|82.90209608|0.721122105|-1.422331714|-17.89709978|55.9791334|-16.50175503|-10.14694362|0.278877895|7.200480876|0.896702|5579.97966|171.48226169999998|-537.7880119|22.88344084|0.01617809|652.6793116|9.947921993|1.0|0.0|3.81|2.97|20.0|-6.38|2.87|3.83|51.77|2.09|0.0|116.81|1.0|29.0|4.0|384.48|0.0|1.0|2.92|0.0291|2.83|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|4.0664|-1219.2481369999998|653.63|1146.22|304.9|0.1708|304.9|0.6573899999999999|-0.16784|0.0276719|-1219.02507|398.0|6.4001|6.4001
12ad_a36|0.0|0|0|3.428443248|0.0|0|2|2|1.297042846|0.0|5.351858133|-0.073048351|2|0.040787037|0.046496301|0.0|-0.001148437|-0.0072527669999999|0.010723827|1|0.000906224|-0.136151085|-0.227404687|1|0.817851296|0.1563642469999999|0.018207862|0.760267769|-0.082404548|0.423689705|0.030769062|-58.34300549|-76.30379737|21.78471426|0.239732231|-0.0365657189999999|-54.02363038|81.68309557|0.656407461|-2.047680239|-41.30726219|96.81391944|-25.88878839|-18.32944602|0.343592539|8.770308295|0.912420081|6569.653402|243.2659577|-1026.448977|39.44011905|0.028968808|735.3783268|20.51012207|0.0|2.0|4.9|0.0|17.0|-6.62|2.7|1.67|95.5|1.89|0.0|135.03|1.0|33.0|6.0|439.47|0.0|0.0|1.76|0.0367|2.53|0.0|2.42e-07|0.000106|-0.05406|5733.0|4.5|3.8512|-1460.8311199999998|737.53|1236.64|321.93|0.6073|216.26|0.27316|-0.15638|0.03648828|-1460.610659|17.0|7.7696|7.7696
2_a47|0.0|0|0|0.0|0.0|0|0|0|1.381899691|0.0|0.0|-0.13117284|2|0.027058824|-0.004557357|1.454085483|-0.007479445|0.107297513|-0.013580367|0|-0.006079384|-0.017113434|-0.0274111779999999|2|0.916092248|0.115527282|-0.0253134039999999|0.847324011|-0.083455669|0.482748996|0.008511123|-41.57671973|-47.65477123|4.240150185|0.152675989|-0.036790752|-23.74109633|0.958043241|0.784978115|-1.4348393119999998|-20.71307621|55.81329383|-18.32875817|-9.131190896|0.215021885|5.308758149|0.764993595|4559.060763|107.1215986|-356.116445|23.34938746|0.016376351|392.6099255|8.158522603|1.0|2.0|2.58|2.54|22.0|-7.82|3.7|4.75|58.04|2.39|0.0|96.54|1.0|24.0|3.0|313.35|0.0|1.0|3.58|0.00243|4.52|0.0|1.51e-08|4.73e-06|-0.05285|3.7181|3.49|3.7181|-1010.540464|536.13|902.07|333.46|0.2143|333.46|0.69102|-0.15446|0.03544055|-1010.412694|631.0|6.2|6.2
13h_a6|0.0|0|0|3.464247528|0.0|0|0|0|1.424099498|0.0|4.727387819|0.004767264|2|0.04393617|0.060987639|1.656132209|-0.002407131|-0.01698365|-0.090944829|1|-0.000644109|-0.12414699|-0.215607882|2|0.836982172|-0.0256002129999999|-0.164411111|0.867910741|-0.074151997|0.300800177|0.017441348|-51.85624128|-64.32173453|12.1971464|0.132089259|-0.032362302|-44.98170701|0.0|0.736918588|-1.747564296|-36.26429338|76.78735663|-22.63172141|-15.82689691|0.263081412|9.11292243|0.8575863490000001|6302.785260000001|183.9790404|-854.6524332|30.71129129|0.017825256|744.1359788|12.4656221|1.0|2.0|3.64|3.03|27.0|-10.57|5.41|4.79|103.17|1.13|0.0|128.63|0.0|33.0|5.0|431.49|0.0|1.0|3.61|0.0038|3.7|0.0|2.67e-11|1.15e-08|-0.07435|4.8701|3.83|3392.0|-1386.613707|738.61|1253.92|365.52|1.0978|254.58|0.50716|-0.14097|0.04469058|-1386.3651|47.0|7.3279|7.3279
14l_a23|0.0|1|1|0.0|0.0|2|0|0|1.1979636809999998|3.402752757|5.351858133|-0.026530366|2|0.046283951|0.042748013|0.758109562|0.01269616|-0.060692376|-0.061788679|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.156652778|-0.1010279259999999|0.921267667|-0.053549434|0.215920645|0.018669073|-35.3275485|-51.59307331|12.31633167|0.078732333|-0.0328459689999999|-34.03690099|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|-14.29549842|0.210373806|8.006380163|0.972085426|6444.7098240000005|138.7874759|-714.7749208|27.44221375|0.01508774|666.0036144999999|9.953660282|0.0|1.0|3.51|3.52|26.0|-7.78|3.88|4.33|105.02|3.24|1.0|125.25|1.0|31.0|4.0|425.51|0.0|0.0|3.78|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.07191|3.6274|3.79|3.6274|-1669.2363289999998|694.65|1185.79|341.8|0.4239|341.8|0.67242|-0.14639|0.01168219|-1669.04569|7.0|8.1798|8.1798
1_a15|0.0|0|0|0.0|0.0|0|0|0|1.419940974|0.0|0.0|-0.043374667|2|0.0381893|0.06459652|0.0|0.001244652|-0.068297833|-0.000905902|0|0.003816011|-0.1816819589999999|-0.270248221|2|0.836466114|0.101406325|-0.001544849|0.875723465|-0.068077117|0.7100707390000001|0.026214985|-44.01415991|-72.24770503|16.94887506|0.124276535|-0.031142386|-46.71058649|63.14412039|0.605927517|-1.899685524|-28.45664402|90.40184737|-20.13460632|-13.01770443|0.394072483|6.580146251|0.77926144|7284.337537|254.7811976|-794.0799704|33.22939752|0.0280791829999999|851.7423982|18.15414234|1.0|1.0|3.91|4.18|24.0|-10.02|5.46|6.32|74.73|2.2|0.0|132.94|0.0|34.0|6.0|457.52|1.0|0.0|4.68|0.000495|5.23|0.0|9.53e-11|4.36e-08|-0.04142|4.3834|4.68|3.2188|-1510.136281|697.35|1271.06|385.18|0.2464|282.85|0.64662|-0.1365|0.01894559|-1509.851127|44.0|7.3565|7.3565
1a_a18 (SB-431542)|0.0|0|0|3.3674017380000003|0.0|0|1|1|1.430935835|0.0|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|-0.020716495|-0.033765606|1|0.838928085|-0.08530265|-0.083341531|0.5940412860000001|-0.126408788|0.210046675|0.033020439|-74.98172333|-72.69619778|19.58668728|0.405958714|-0.0462988229999999|-43.12110169|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|-27.46300805|-16.29019397|0.2468003389999999|7.52384981|0.895533283|5748.422847|146.3942108|-733.0587287000001|36.46179023|0.02438148|513.4628663999999|14.4623285|1.0|2.0|3.25|2.35|23.0|-7.69|4.04|3.63|103.12|1.54|0.0|106.85|1.0|29.0|5.0|384.39|0.0|1.0|2.85|0.0218|2.7|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|3295.0|-1292.588031|620.23|1048.7|376.27|0.5767|324.5|0.55409|-0.13329|0.03494548|-1292.414518|125.0|6.9031|6.9031
14a_a25|0.0|0|0|0.0|0.0|1|0|0|1.420015394|1.667057351|4.727387819|-0.05112778|2|0.038167849|0.051906412|1.975771616|0.006085806|-0.046802062|-0.019985937|1|0.006158124|-0.0469914379999999|-0.077269115|2|0.6716839040000001|-0.085643386|-0.035531959|0.850426305|-0.069657015|0.326595394|0.012870836|-45.72658614|-55.27820709|8.449104086|0.149573695|-0.033365179|-36.28756839|58.18995584|0.8067529940000001|-1.76835447|-30.017374100000005|63.96772039|-21.90268583|-14.37809314|0.193247006|7.39139255|0.969421506|6315.975408|126.8576588|-762.0389362000001|27.14918443|0.01323706|712.1606951|8.689513304|1.0|1.0|3.43|3.06|27.0|-9.59|4.44|4.92|72.7|2.47|0.0|126.26|1.0|32.0|4.0|419.48|0.0|1.0|3.81|0.00215|4.16|0.0|2.58e-10|1.08e-07|-0.05083|5.3631|5.79|3.9479|-1352.298438|689.55|1202.13|314.05|0.3529|231.18|0.42461|-0.16347|0.03250632|-1352.086073|207.0|6684.0|6684.0
