molecula|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
22_a4|0|0|0.0|1|7.535296702|1|-0.115883451|0.044357639|0.0|0.004765062|-0.2078428719999999|-0.023072107|1|0.004237768|0.00771584|0.034720243|-0.3877007|0.774689758|0.086940934|-0.037423832|0.8404413829999999|0.755510052|0|-0.09491995|-0.089955967|0.242642229|-45.61565825|-43.23011833|5.1432274630000006|0.138796849|66.70156956|-0.036468635|-20.77508795|2.47167963|0.0|-1.349339509|48.65880447|-17.52572365|50.75888571|1950.173729|-648.451775|-8.422332951|5.495481464|9.742413394|0.772804341|74.7444381|20.75359108|0.011296354|-331.080892|767.88287|338.71903330000004|1.0|1.0|0.0|1.0|0.0|2.2|0.11|17.0|-5.24|3.19|50.94|0.0|0.0|2.0|-3.77|22.0|-5.91|0.0|1.0|1.0|2.81|-3.98|0.000104|0.0301|0.0|0.0|5.77e-06|0.0016699999999999|4.468999999999999|4.0537|-934.240411|519.39|305.85|-934.12356|-0.16754|-198.0|0.030263407|5.4110000000000005|47.0|7.3279|7.3279
12ac_a36|1|0|0.0|0|7.412764017000001|2|-0.073735973|0.042560386|0.0|0.000584134|-0.046730704|-0.0121300989999999|1|0.0018565629999999|0.060445359|-0.166354116|-0.433636165|0.8058720979999999|0.135371136|-0.020272679|0.863165958|0.770400825|0|-0.080202334|-0.104391657|0.4712820929999999|-55.68500110000001|-72.4798052|14.93372351|0.220326632|152.9742102|-0.036062573|-50.32319912|10.36858115|20.70356046|-1.98344149|86.51036063|-25.03847816|70.61872461|2902.588755|-1377.116299|-17.38437788|8.126831024|14.63702516|0.801074136|186.3198219|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|1.0|0.0|0.0|1.0|0.0|0.0|0.17|17.0|-6.89|3.16|86.27|1.0|0.0|1.0|-3.81|32.0|-7.21|0.0|0.0|0.0|1.84|-3.95|0.000112|0.0476|0.0|0.0|1.29e-07|5.4600000000000006e-05|3.8843|3.8594|-1385.566143|711.77|321.25|-1385.3211789999998|-0.15675|-0.20949|0.03998989|5.4387|13.0|7.8861|7.8861
22_a10|0|0|0.0|1|7.535296702|1|-0.017163935|0.036101695|1.880539113|0.008350227|0.01204992|-0.020475007|1|0.008903905|-0.042831367|-0.208132084|-0.356699217|0.670763832|-0.02603707|-0.033474297|0.79665945|0.646474494|1|-0.053881447|-0.0649866779999999|0.775071808|-41.96631248|-50.61577509|13.023146|0.130170086|101.3847763|-0.022372463|-39.42279832|10.14325785|60.10354816|-1.3647202319999998|71.13124588|-17.4251029|54.98945848|3241.833491|-1062.931277|-13.57178303|8.84228648|15.30289992|0.730649641|339.3328129|30.87787063|0.026340252|-100.1982412|1883.550109|916.8601445|1.0|1.0|1.0|1.0|1.0|4.14|0.17|27.0|-9.37|4.64|73.14|2.0|0.0|1.0|-5.34|36.0|-6.29|0.0|0.0|0.0|4.26|-5.53|2.95e-06|0.0014|0.0|0.0|4.27e-10|2.03e-07|4.8251|3.8517|-1544.203968|770.92|321.89|-1543.893507|-0.16095|-0.2180699999999999|0.03366599|6.5841|1.1|5.9586|5.9586
13_a1|1|0|0.0|0|7.423568444|1|-0.144782061|0.036382114|0.0|-0.008672236|-0.0594321759999999|-0.084271845|1|-0.005924486|0.1769162319999999|-0.120034915|-0.485427571|0.87703849|-0.051729721|-0.150485437|0.825117597|0.833702788|0|-0.111667908|-0.10668313|0.207843387|-64.94184903|-62.04288975|19.62059449|0.320539533|186.4137189|-0.040302516|-36.08180773|11.41059871|528.3795274|-1.813613202|77.55889436|-23.43842502|84.56244352|2555.623166|-1054.729126|-13.63090514|7.493979856|14.33466671|0.912824292|169.6632599|33.09282789|0.026679865|-242.2358135|1489.177255|505.2124255|1.0|1.0|1.0|1.0|1.0|2.83|0.09|23.0|-7.94|4.75|80.26|1.0|0.0|1.0|-4.29|28.0|-6.48|0.0|0.0|1.0|3.23|-4.34|4.58e-05|17.0|0.0|0.0|1.14e-08|4.24e-06|4.0783|3.4483|-1238.367298|613.52|359.55|-1238.174491|-0.13921|-0.18883|0.0284695999999999|3.9446|0.26|6585.0|6585.0
15c_a10|0|0|0.0|1|7.535296702|2|0.040869377|0.034807692|2.063253638|0.01143745|-0.1036030219999999|0.0123939039999999|1|0.012271987|-0.101214571|-0.35845963|-0.1742732839999999|0.7655272009999999|-0.03167553|0.022187689|0.772328328|0.733973277|1|-0.046967376|-0.072537853|0.418835517|-32.5870313|-50.32840842|10.2013281|0.095541483|66.28884934|-0.019267867|-34.91899195|7.077912953999999|136.2098503|-1.233143495|66.5866765|-13.36848349|42.7883594|3012.018586|-855.5829431|-9.275357237|8.639636218|15.6886947|0.8158976029999999|327.3258326|25.30814911|0.023432886|-39.17102961|1619.721543|924.9341455|0.0|1.0|1.0|1.0|1.0|4.09|0.37|21.0|-7.79|3.77|59.31|1.0|0.0|1.0|-3.85|34.0|-6.99|0.0|1.0|0.0|3.1|-4.57|2.68e-05|0.0122|0.0|0.0|1.6100000000000002e-08|7.3e-06|5.5913|3.6709|-1450.500669|762.21|337.75|-1450.139335|-0.14739|-0.19463|-0.25919486|4.8283|0.1|7.0|7.0
18_a47|1|1|0.0|0|6.605297921|0|-0.06345679|0.037919622|1.5913490630000002|0.0008454789999999|0.018164141|-0.016728205|1|0.0015586929999999|-0.056674151|-0.053119347|-0.322800033|0.646771311|-0.059779939|-0.027351545|0.851462739|0.630969651|1|-0.078937385|-0.084415066|0.454324931|-49.44908758|-52.88049505|9.234746417|0.222175975|139.1786571|-0.0303894239999999|-33.12615721|5.784962137000001|3.684585007|-1.5194711930000002|63.72933669|-19.03697822|58.68383399|2800.3745940000003|-951.8489108|-11.9254166|7.018342267|12.35791568|0.7608026529999999|167.41554630000002|25.98023687|0.017318402|-291.6032324|1299.011844|628.5247532999999|1.0|1.0|0.0|1.0|1.0|2.5|0.08|27.0|-10.36|5.53|79.38|2.0|0.0|0.0|-5.5|31.0|-5.87|1.0|0.0|1.0|4.16|-5.37|4.29e-06|0.00176|0.0|0.0|4.34e-11|1.78e-08|4.2668|4.2222|-1354.180815|652.12|293.65|-1353.979194|-0.17349|-0.22313|0.04031146|5.3433|3.0|8.6|8.6
12v_a36|1|0|0.0|0|7.412764017000001|2|-0.04314418|0.041767677|0.0|0.00127667|-0.086194201|-0.023932402|1|0.003077071|0.123026459|-0.239932418|-0.401336708|0.8913597320000001|0.024751559|-0.041914045|0.8792981679999999|0.84179881|0|-0.078158778|-0.105200486|0.334379501|-51.4172081|-69.20675352|17.85767346|0.197708661|130.0637965|-0.033118671|-45.52806671|11.74777471|0.462992841|-1.788408258|88.07013157|-21.78731129|69.27488156|2846.057239|-1176.51481|-14.33290989|8.456596706000001|15.71271745|0.8580426609999999|244.9490697|34.71221847|0.02867403|-167.9576969|1874.459798|679.7230552999999|1.0|0.0|0.0|1.0|0.0|0.0|0.17|17.0|-6.69|2.77|78.43|1.0|0.0|1.0|-3.95|31.0|-6.93|0.0|0.0|0.0|1.81|-4.07|8.499999999999999e-05|35.0|0.0|0.0|2.03e-07|8.340000000000001e-05|3.8847|3.7035|-1347.442792|671.56|334.77|-1347.2000369999998|-0.15185|-0.20404|0.03275089|7.9237|14.0|7.8539|7.8539
12p_a30|0|0|0.0|0|7.412764017000001|2|-0.031328052|0.040899471|0.0|0.005613018|0.000321545|-0.128484994|1|0.005965451|-0.109773594|-0.09353607|-0.456474815|0.8414737059999999|-0.051402518|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0|-0.074356395|-0.094870978|0.371591982|-47.54197452|-60.65858419|9.659715461|0.156618406|100.1386407|-0.0364888379999999|-38.78387161|6.176226649|0.0|-1.897419563|68.98315679|-23.33022469|57.20168999|2783.628159|-1213.171684|-14.91687369|7.392482526|13.94763694|0.886732486|115.116829|28.4530386|0.0130197619999999|-409.146112|1479.558007|686.039456|1.0|0.0|1.0|1.0|0.0|0.0|0.17|17.0|-7.01|4.35|81.65|2.0|0.0|1.0|-5.66|30.0|-5.81|0.0|0.0|1.0|2.91|-5.15|7.05e-06|0.00291|0.0|0.0|9.75e-08|4.02e-05|5.1922|3.4955|-1615.0623480000002|685.08|354.69|-1614.830085|-0.14823|-0.19992|0.03198743|4.6103|17.0|7.7721|7.7721
12a_a50|0|1|0.0|2|7.927685046000001|1|-0.0016330379999999|0.034845679|2.112397566|0.01164808|0.014596049|-0.122912558|2|0.011790103|-0.193999688|-0.291865836|-0.247407423|0.699597776|-0.030758487|-0.2018898489999999|0.862192416|0.660148928|1|-0.05075501|-0.0663902|0.29507467|-25.57033815|-33.44733598|10.58650394|0.095880311|48.30443297|-0.02383238|-16.85074424|5.333473207|69.83817338|-0.929462803|47.2792242|-12.00673599|36.15684209|2223.666558|-468.2627037|-6.048985111|5.116970861|9.648744341|0.885635975|214.004382|20.873331|0.027455156|-75.79052945|814.0599092|388.171611|1.0|1.0|0.0|1.0|1.0|2.21|0.11|20.0|-5.49|2.59|48.53|0.0|0.0|2.0|-3.16|24.0|-6.44|0.0|1.0|1.0|2.55|-3.84|0.000144|45.0|0.0|0.0|3.22e-06|0.00101|4.0783|4.0783|-1006.632973|545.54|304.01|-1006.498352|-0.16806|-0.20172|0.02648238|7.9123|75.0|7.1249|7.1249
12q_a36|1|0|0.0|0|7.412764017000001|2|-0.043678703|0.042804233|0.0|0.0005016269999999|-0.0651906459999999|-0.0433009009999999|1|0.0010871589999999|0.1161527719999999|-0.177407665|-0.441747876|0.8941919290000001|-0.017640538|-0.074349074|0.8839272779999999|0.8065052890000001|0|-0.07607684|-0.1060430969999999|0.324924033|-49.18227989|-68.5549152|12.00048565|0.17088073|110.4712541|-0.038175515|-44.31949385|7.758093617|0.0|-1.908775752|80.15866795|-24.67976947|61.18276554|2786.514757|-1233.988474|-15.95501778|7.546533709|14.69971555|0.947876484|149.536123|32.10617123|0.017949083|-347.4093916|1605.308562|629.5017194000001|1.0|0.0|0.0|1.0|0.0|0.0|0.14|17.0|-7.18|3.35|69.2|1.0|0.0|1.0|-4.44|30.0|-6.49|0.0|1.0|1.0|2.34|-4.59|2.55e-05|0.0106|0.0|0.0|6.65e-08|2.77e-05|5.2375|3.8653|-1692.5102989999998|683.51|320.77|-1692.3116350000005|-0.1566|-0.2126199999999999|0.03415678|6.4226|6.0|8.2218|8.2218
3b_a12|0|0|0.0|0|0.0|1|-0.043495794|0.0375|0.0|-0.004028952|-0.065558712|-0.003968827|0|-0.003019113|-0.19952566|-0.116772665|-0.547002361|0.914614654|-0.008328578|-0.007397776|0.82914101|0.802482465|0|-0.064393592|-0.088443201|0.073824142|-33.57216667|-46.11064215|5.401901357000001|0.096795301|50.46508298|-0.034016616|-24.04018959|2.816328871|0.0|-1.326648015|54.77629766|-17.73486237|38.97406803|2186.64676|-691.6596323|-9.246226764|6.6333156660000006|10.88757628|0.64134753|120.5265876|23.06757345|0.0166212889999999|-280.3056362|899.6353646|406.0361621|1.0|1.0|1.0|0.0|1.0|2.98|0.05|18.0|-8.1|4.05|37.28|1.0|0.0|1.0|-4.26|24.0|-5.65|0.0|1.0|1.0|3.59|-4.64|2.28e-05|0.00759|0.0|0.0|7.91e-09|2.63e-06|4.2092|3.7741|-1410.947421|548.05|328.51|-1410.826913|-0.15229|-0.2232|0.02444371|8.5678|49.0|7.3098|7.3098
13j_a6|1|0|0.0|0|7.412764017000001|1|-0.154502515|0.041728395|0.0|-0.011017781|-0.0951246069999999|-0.047513534|1|-0.007703306|0.121750719|-0.073507141|-0.562698347|0.8744720490000001|-0.063948098|-0.079161042|0.8353837409999999|0.830577798|0|-0.120219472|-0.129511589|0.205764388|-80.33128667|-86.54032868|20.78979124|0.377035857|251.937353|-0.046428683|-57.82670518|13.89184843|114.6910805|-2.460720196|99.85109065|-31.02389141|101.1210779|2907.3053210000003|-1644.266245|-20.73032827|8.741405506|15.43329684|0.765539515|144.22085800000002|39.56287079|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|1.0|1.0|1.0|1.0|1.0|2.26|0.12|23.0|-8.5|4.16|115.15|1.0|0.0|1.0|-5.03|32.0|-6.81|0.0|0.0|1.0|2.82|-4.48|3.28e-05|14.0|0.0|0.0|3.18e-09|1.36e-06|3.6504|3.5599|-1426.520775|712.52|348.28|-1426.272674|-0.14602|-0.19491|0.03242949|10.9731|262.0|6.5817|6.5817
4a_a49|0|0|0.0|1|7.535296702|1|-0.074495823|0.036555556|1.713107022|-1.8100000000000003e-05|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|0.7541604690000001|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|-0.094228246|-0.087863033|0.433367368|-57.79201133|-53.88810275|10.51443916|0.242956384|149.0098632|-0.0292876779999999|-33.05061877|6.448709504|60.11195021|-1.4936715669999998|68.37721704|-17.96270092|68.30645049|2675.628678|-916.0977468|-11.01687292|7.934892916|15.01791558|0.8926425020000001|214.47685|27.62211044|0.023624093|-184.3656985|1408.727632|620.5697596|0.0|1.0|1.0|1.0|1.0|2.89|0.22|21.0|-7.36|3.4|92.93|1.0|0.0|1.0|-3.28|30.0|-7.52|0.0|0.0|1.0|2.42|-3.52|0.000305|122.0|0.0|0.0|4.35e-08|1.74e-05|4.7259|3.7876|-1313.158118|660.19|327.34|-1312.924353|-0.1585099999999999|-0.2231199999999999|0.04133192|4.8706|32.0|7.4949|7.4949
19a_a38|1|0|0.0|0|7.412764017000001|2|-0.082283951|0.043848238|0.0|-0.002526241|-0.122385526|-0.077535135|1|-0.000673716|0.116434494|-0.217394466|-0.4342819429999999|0.724208473|0.031696119|-0.133130383|0.8741648479999999|0.698414933|0|-0.08593151|-0.108300308|0.298938581|-51.36166266|-64.73159672|13.23456869|0.252847102|151.1278869|-0.038988111|-38.69037594|7.910363161|0.0|-1.949405536|77.20795279999999|-23.30337482|64.59623135|2774.129458|-1165.168741|-13.92853534|6.923156054|12.96056449|0.872060139|152.5362948|31.28824271|0.020873781|-292.6320538|1564.412135|595.8790650000001|1.0|1.0|1.0|1.0|1.0|2.56|0.14|17.0|-6.86|3.13|81.23|1.0|0.0|1.0|-4.14|30.0|-6.77|0.0|0.0|1.0|2.68|-4.17|6.77e-05|0.0272|0.0|0.0|1.4e-07|5.610000000000001e-05|3.9212|3.6504|-1332.1529369999998|628.65|339.65|-1331.94466|-0.15108|-0.20379|0.03338983|6.0223|0.01|8.0106|8.0106
12an_a36|1|0|0.0|0|7.412764017000001|2|-0.046532211|0.042739018|0.0|0.00285431|-0.131674913|-0.031635802|1|0.003710345|0.170355752|-0.133106642|-0.434819796|0.906423012|-0.009636347|-0.055405405|0.885733922|0.855081905|0|-0.073519599|-0.105145528|0.270501913|-49.67568778|-71.0446809|11.69727417|0.163559846|110.5140393|-0.036995649|-48.0034364|7.903608682000001|0.0|-1.997765039|81.70091433|-24.99720254|61.37296195|2881.978785|-1349.848937|-16.89009799|8.773001855|15.82907093|0.8042935809999999|146.2760938|31.9040205|0.015771136|-383.1273396|1722.817107|725.9470896|1.0|0.0|1.0|1.0|1.0|0.0|0.17|17.0|-7.05|3.33|94.5|1.0|0.0|1.0|-4.85|31.0|-6.64|0.0|0.0|0.0|2.33|-4.51|3.09e-05|0.0132|0.0|0.0|8.95e-08|3.83e-05|5.1771|3.7872|-1670.417726|718.98|327.38|-1670.182102|-0.15474|-0.21035|0.0345115999999999|6.2182|0.04|7.3979|7.3979
12y_a36|1|0|0.0|0|7.412764017000001|2|-0.065314765|0.041767677|0.0|0.002782748|-0.049845887|-0.028440975|1|0.003724542|0.06152178|-0.1619981409999999|-0.434990282|0.90500247|0.046673879|-0.0498101409999999|0.873588247|0.856135378|0|-0.076585128|-0.098532865|0.424572485|-51.48548385|-66.24017399|13.04507243|0.16295867|109.55137340000002|-0.036493654|-44.53093547|8.769742642|14.40618351|-1.970657299|78.8341402|-24.53339777|64.53055627|2793.629988|-1324.80348|-16.49293906|7.589386902|14.80236899|0.950403792|164.2102614|32.46293206|0.01873364|-343.8442493|1752.9983309999998|698.847203|1.0|0.0|0.0|1.0|0.0|0.0|0.12|17.0|-7.01|3.62|69.2|1.0|0.0|1.0|-4.58|31.0|-6.34|0.0|1.0|0.0|2.37|-4.55|2.82e-05|0.0115|0.0|0.0|9.66e-08|3.94e-05|3.8794|3.8794|-1310.315063|702.38|319.6|-1310.077567|-0.15671|-0.20673|0.03583863|8249.0|12.0|7.9208|7.9208
10_a1|1|0|0.0|0|6.86171134|0|-0.23385288|0.037578348|0.0|-0.012672753|-0.020225596|0.010430299|1|-0.0106277489999999|0.107434253|-0.042643966|-0.623957903|0.674381582|-0.0369911079999999|0.017498337|0.783467165|0.658433571|0|-0.116648443|-0.10949971|0.126889306|-65.97424138|-61.93104798|8.34295348|0.330036242|186.6625065|-0.045402319|-35.02707638|4.718623023|64.49041745|-1.861495069|70.6564636|-25.67872721|74.31719486|2432.447088|-1052.827816|-14.52342192|7.376231317999999|13.65143394|0.850732895|93.83214542|30.78628757|0.015427326|-377.9175542|1262.237791|433.2550452|1.0|1.0|0.0|1.0|0.0|2.18|0.0|23.0|-8.02|4.86|78.87|2.0|0.0|1.0|-4.98|27.0|-5.91|0.0|0.0|1.0|3.7|-4.73|1.87e-05|0.00673|0.0|0.0|9.53e-09|3.42e-06|3.4067|3.4067|-1223.125689|585.51|363.94|-1222.969096|-0.13576|-0.20378|0.03426532|7807.0|1.5|5.8239|5.8239
15_a10|0|0|0.0|1|7.535296702|1|0.035396617|0.0353864729999999|1.981569297|0.009882584|-0.055918786|-0.05940848|1|0.009514122|-0.1157120169999999|-0.136323668|-0.208590561|0.682616223|-0.079744227|-0.105662909|0.863438637|0.635064845|1|-0.059234364|-0.074144604|0.710970489|-35.30133759|-44.18725043|11.09373722|0.084473199|50.34268476|-0.025240716|-26.33385303|6.61142847|108.7226878|-1.186313662|56.66229609|-15.04246823|46.39507481|2549.580207|-706.9960069|-8.964715924|6.35937164|11.23924661|0.767351752|210.7240726|23.27068984|0.020932674|-174.5122907|1093.722422|563.875765|1.0|1.0|1.0|1.0|1.0|3.31|0.23|21.0|-8.3|4.91|52.83|2.0|0.0|1.0|-4.48|28.0|-6.07|0.0|1.0|1.0|3.83|-4.81|1.56e-05|0.0061|0.0|0.0|5.01e-09|1.96e-06|5.7922|3.7997|-1604.057542|641.98|326.3|-1603.851644|-0.1574|-0.20983|0.03039798|6.1563|33.0|7.4815|7.4815
47r_a18|0|0|0.0|0|7.03438793|1|-0.216996268|0.035706215|0.0|-0.005176133|-0.02952923|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.362261236|-0.360670551|0.806477847|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0|-0.083915825|-0.087091542|0.26560995|-62.75220741|-65.12700692|11.59378448|0.230421778|172.30927739999998|-0.031669652|-48.70193962|8.669825595|60.66168882|-2.090197013|81.99788849|-23.68254797|74.34599189|3389.050097|-1563.048166|-17.70979622|9.819988422|19.40516312|0.976088187|233.2574532|34.41856352|0.0225607039999999|-281.2845386|2271.625192|1005.982493|1.0|1.0|1.0|1.0|1.0|0.0|0.22|18.0|-7.46|0.43|111.03|3.0|0.0|1.0|-6.65|36.0|-6.12|0.0|0.0|0.0|2.2|-5.64|2.31e-06|0.00117|0.0|1.0|3.48e-08|1.76e-05|3.1705|3.1705|-1964.813473|790.57|391.06|-1964.443758|-0.13021|-0.18249|0.02805567|3.2001|231.0|6.6364|6.6364
16_a20|1|0|0.0|0|6.842683282|0|0.00695144|0.0388043479999999|2.013871268|8.23e-05|-0.061975089|-0.062750442|1|0.001157852|0.211127741|-0.117308016|-0.458484451|0.7582110409999999|-0.085041518|-0.10978034|0.809440795|0.724665638|1|-0.066137353|-0.077793092|0.382481746|-43.51359744|-51.18223058|7.634605066000001|0.084994428|55.92018945|-0.029561375|-33.67420774|5.023018225|3.46788153|-1.47806874|60.02453683|-19.44924762|51.14820251|2722.728332|-972.4623811|-12.79619894|8.166385503999999|15.24926152|0.8673208|144.672972|24.9314775|0.013439632|-368.5817657|1246.573875|664.4562602999999|0.0|1.0|1.0|1.0|1.0|3.13|0.08|27.0|-10.52|6.38|78.25|2.0|0.0|0.0|-6.06|31.0|-5.42|0.0|0.0|1.0|4.37|-5.66|2.17e-06|0.0008699999999999|0.0|0.0|3.0500000000000005e-11|1.22e-08|5.9837|3.5704|-1275.8670960000002|686.59|347.26|-1275.636924|-0.1481299999999999|-0.20722|0.03385502|6.5609|26.0|7585.0|7585.0
8b_a8|1|0|0.0|1|7.535296702|1|-0.182065125|0.040054466|0.0|-0.0055544409999999|-0.0422693659999999|-0.03443232|1|-0.003593429|0.031896755|0.079250224|-0.5058761820000001|0.758899977|0.097555876|-0.0527918259999999|0.8354024290000001|0.726912742|0|-0.130159955|-0.11627069|0.28604765|-79.74587194|-71.23625346|19.87542051|0.441645347|270.5854753|-0.047457424|-43.64473805|12.1771918|89.09854311|-2.325413799|84.97574547|-29.07602182|99.62129245|2863.095568|-1424.7250689999998|-17.8141788|7.507665421|14.53652808|0.936224813|133.8974321|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|0.0|0.0|1.0|1.0|0.0|2.93|0.09|23.0|-7.13|3.65|112.23|1.0|0.0|1.0|-4.77|31.0|-6.87|0.0|0.0|0.0|2.9|-4.43|3.69e-05|0.0153|0.0|0.0|7.33e-08|3.04e-05|4.5819|3.2992|-1407.052256|640.35|375.8|-1406.829227|-0.13807|-0.19921|0.03204403|7.4497|5.08|5.2941|5.2941
9_a10|0|0|0.0|1|7.535296702|1|-0.032199235|0.03590535|1.754798254|0.007316125|-0.1189611519999999|-0.1048161059999999|1|0.007847998|-0.079150788|-0.239634564|-0.362724972|0.7141481129999999|-0.000865755|-0.169389445|0.837889476|0.692424727|1|-0.057690053|-0.084348428|0.6816795959999999|-40.90513782|-59.80726117|9.815155744|0.130554786|92.56988349|-0.028592687|-42.40634438|6.959437141|59.95939417|-1.686968561|71.07688871|-20.27364785|50.72029356|2904.874289|-1196.145223|-14.37503199|8.765421221|16.02210901|0.827876677|190.5275895|27.72306267|0.015893979|-327.9949188|1635.660698|816.3832816|1.0|1.0|1.0|1.0|1.0|3.2|0.23|21.0|-7.93|3.69|75.94|1.0|0.0|1.0|-4.23|33.0|-6.87|0.0|1.0|0.0|3.07|-4.44|3.64e-05|16.0|0.0|0.0|1.17e-08|5.14e-06|5.5668|3.7309|-1410.005954|740.24|332.32|-1409.69933|-0.15045|-0.21163|0.03583924|4942.0|193.0|6.7144|6.7144
10_a15|0|0|0.0|0|0.0|0|-0.0435725659999999|0.037209302|0.0|0.001740635|-0.077096984|0.010152859|0|0.0034254209999999|-0.132759909|-0.184255041|-0.391156537|0.8310685940000001|0.0107135269999999|0.018211609|0.7585998270000001|0.7933685340000001|0|-0.052826735|-0.101494566|0.640780603|-30.73805622|-59.05618983|6.101312009|0.066863055|38.90530741|-0.036384844|-34.36276159|3.550143186|0.0|-1.928396745|65.80736417|-21.17108692|36.83936823|2605.82709|-1122.067607|-12.31872585|5.555044294|10.08767698|0.815948972|98.81668286|25.50202895|0.0116026369999999|-384.2321709|1351.607534|673.7288405|1.0|1.0|1.0|1.0|1.0|3.64|0.12|24.0|-9.82|5.32|56.27|2.0|0.0|1.0|-6.22|30.0|-4.97|1.0|0.0|1.0|4.69|-5.83|1.47e-06|0.000584|0.0|0.0|1.51e-10|5.99e-08|4.4682|3.6448|-1281.061184|631.2|340.17|-1280.804272|-0.15377|-0.18958|0.02738146|3.1460000000000004|7.0|8.1549|8.1549
43_a18|0|0|0.0|0|7.03438793|2|-0.01369899|0.033734062|0.0|0.002712865|0.031746165|-0.032429984|0|0.003801459|-0.079184068|-0.2093696189999999|-0.460675034|0.718255592|-0.023109314|-0.0579590709999999|0.7458234990000001|0.712848727|0|-0.070166168|-0.0822489459999999|0.3439906129999999|-54.49271386|-63.87648583|5.35147222|0.147655113|114.6724699|-0.0311212229999999|-49.60799696|4.156080507|21.60709738|-2.302970476|69.46280937|-24.16948112|59.84418608|3172.923606|-1788.541603|-18.77059344|10.01438533|19.33108376|0.930331529|97.56464265|27.64206062|0.007193089|-581.4944803999999|2045.512486|1228.492038|0.0|1.0|0.0|1.0|1.0|0.0|0.34|18.0|-9.6|4.5|76.5|3.0|0.0|1.0|-6.45|38.0|-5.78|0.0|0.0|0.0|3.48|-5.96|1.09e-06|0.000554|0.0|1.0|2.52e-10|1.28e-07|3.2233|3.2233|-1611.598032|843.1|384.65|-1611.126246|-0.13196|-0.18145|0.02315412|3.6943|625.0|6.2041|6.2041
7b_a10|0|0|0.0|0|7.535296702|2|0.037541178|0.037804233|2.079721225|0.011041815|-0.01808249|0.039221939|0|0.010068964|-0.0982988509999999|-0.082499103|-0.1874708719999999|0.624866343|-0.108464916|0.065705128|0.8200487120000001|0.586354126|1|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|-30.71062112|-37.45675757|5.061217187|0.07558334|39.29815915|-0.027444463|-19.47494818|2.6314862480000003|56.22969776|-1.152667458|43.9185573|-14.26924098|35.77183831|2290.380138|-599.3081212000001|-7.419027879|4.854451707|8.771658176|0.8069307729999999|113.8411654|18.26940272|0.012428175|-292.2491701|767.3149142000001|459.0250226|1.0|0.0|1.0|1.0|0.0|0.0|0.25|16.0|-6.99|4.34|41.38|1.0|0.0|1.0|-5.28|25.0|-5.09|0.0|1.0|1.0|3.02|-5.28|5.25e-06|0.00182|0.0|0.0|1.0200000000000001e-07|3.54e-05|6.0231|3.6426|-1450.06366|562.31|340.37|-1450.075119|-0.1584799999999999|-0.21225|0.02946054|5.6147|19.8|4.7033|4.7033
