molecula|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
14_a47|1|1|0.0|0|6.605297921|0|-0.136491228|0.036632997|1.484493371|-0.008212621|-0.01670074|0.0295267039999999|1|-0.006335783|0.05124606|-0.061837113|-0.33240126|0.5975877820000001|-0.085385518|0.050943962|0.8467634620000001|0.579833096|1|-0.093553938|-0.094132436|0.2662137639999999|-47.18187618|-47.47362906|10.1400648|0.318401536|160.57883|-0.034963476|-23.9422834|5.113919242|0.0|-1.223721666|61.62381153|-17.63306222|57.32194098|2254.664317|-617.1571777|-8.892848121|6.909385453|13.15643085|0.904139078|169.0962983|26.52746264|0.028057496|-166.1354667|928.4611922|310.8026328|1.0|1.0|0.0|1.0|1.0|1.53|0.0|21.0|-7.79|3.97|66.49|0.0|0.0|1.0|-3.97|24.0|-6.21|0.0|1.0|1.0|3.16|-4.13|7.46e-05|0.0241|0.0|0.0|1.63e-08|5.27e-06|3.9671|3.9671|-1127.700693|519.55|312.53|-1127.610422|-0.16377|-0.22434|0.03679054|3665.0|8.0|8.1|8.1
18b_a25|0|0|0.0|1|6.842683282|0|0.0131826839999999|0.038137255|2.003993644|0.006181503|0.014055398|0.0009956189999999|1|0.00598031|-0.032776381|-0.061048368|-0.303383008|0.721100414|-0.026045966|0.001715854|0.8333962429999999|0.6915652390000001|1|-0.063132226|-0.078644297|0.348987182|-44.30110081|-55.18621997|8.972372556|0.063746107|44.73187305|-0.0305838929999999|-38.7252349|6.296086869|0.0|-1.6515302369999998|64.81723515|-21.46130777|53.27347337|3051.645565|-1158.910619|-15.05981357|8.654596906|17.09119768|0.974811521|151.02439719999998|27.34692815|0.013724883|-399.6704921|1476.7341199999998|809.2903831|1.0|1.0|1.0|1.0|1.0|3.56|0.07|27.0|-9.84|5.93|111.51|2.0|0.0|1.0|-6.54|34.0|-5.93|0.0|0.0|1.0|4.35|-5.71|1.95e-06|0.000899|0.0|0.0|1.4500000000000002e-10|6.690000000000001e-08|5.5437|3.6826|-1767.494087|728.12|336.67|-1767.2232149999998|-0.15079|-0.22145|0.03002332|2752.0|51.0|7.2924|7.2924
11b_a5|1|0|0.0|0|6.605297921|0|0.008093965|0.023988604|0.0|0.006121601|-0.118167947|-0.0536971829999999|1|0.005685558|-0.108457009|-0.017658026|-0.252164213|0.735954089|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0|-0.07633373|-0.080664777|0.378154801|-45.82509318|-48.42513182|9.829471091|0.126268949|75.80248447|-0.029332646|-29.07084703|5.900883275|1.880682804|-1.290636432|62.16286481|-17.60913884|55.65456427|2434.505303|-774.8021092|-10.5712171|8.936258446|16.43091298|0.83867925|199.1611925|26.35133256|0.0228838029999999|-202.0032297|1159.458633|504.9898148|1.0|1.0|1.0|1.0|1.0|2.55|0.1|23.0|-9.15|5.38|63.69|2.0|0.0|1.0|-4.65|27.0|-6.03|0.0|1.0|1.0|3.68|-4.69|2.04e-05|0.00767|0.0|0.0|7.109999999999997e-10|2.68e-07|4.4995|4.1982|-1564.72614|635.55|295.32|-1564.56504|-0.17107|-0.21291|0.03575776|2.8531|19.0|7.7212|7.7212
41_a47|0|1|0.0|1|6.842683282|0|-0.072088843|0.042537538|1.601942802|0.003530307|0.024881402|0.075316535|1|0.0047106|-0.178132441|-0.317014709|-0.276217719|0.62974551|0.08640454|0.123676975|0.900915114|0.609110565|1|-0.061101947|-0.0899793719999999|0.245948366|-34.50740631|-50.81597048|10.36256127|0.1768315369999999|99.86584673|-0.02929561|-28.69838714|5.852270304|0.0|-1.259711209|63.84353454|-16.54473457|44.86996758|2374.594252|-711.4235867000001|-9.34366093|7.168742909|12.96444871|0.8084689140000001|195.8852341|25.33076615|0.023067788|-172.98086630000003|1089.222944|439.9906467|1.0|1.0|1.0|1.0|1.0|3.18|0.16|21.0|-7.47|3.34|68.52|0.0|0.0|1.0|-3.57|26.0|-6.66|0.0|1.0|1.0|3.06|-3.9|0.000125|0.0436|0.0|0.0|3.36e-08|1.17e-05|4.0167|3.7144|-1162.462261|603.1|333.8|-1162.288187|-0.15208|-0.2026099999999999|0.02982752|6.8546|0.01|8.0|8.0
SB431542_a8|1|0|0.0|1|7.535296702|1|-0.1950388569999999|0.041909722|0.0|-0.0075336219999999|-0.029382296|-0.0453332859999999|1|-0.005306541|0.156874293|0.089375589|-0.494976661|0.76592324|0.229470029|-0.072891515|0.8220300859999999|0.7318727540000001|0|-0.128342313|-0.124595991|0.274152231|-76.82006387|-74.57768059|20.78806656|0.434670151|260.1744351|-0.048754953|-44.6389196|12.44282236|89.26670319|-2.242727845|89.64885355|-29.18257067|97.60813043|2801.428659|-1342.398251|-17.46740332|7.360028263999999|14.04829994|0.908729075|143.157805|38.35632812|0.025179219|-312.2404091|1764.391093|529.053307|0.0|0.0|1.0|1.0|0.0|2.75|0.05|23.0|-6.76|3.13|112.23|1.0|0.0|1.0|-4.4|30.0|-7.04|0.0|0.0|0.0|2.58|-4.14|7.28e-05|0.0292|0.0|0.0|1.74e-07|6.96e-05|||||||||||79.08|4.1019|4.1019
15_a47|1|1|0.0|0|6.605297921|0|-0.072588375|0.042285714|1.56205245|-0.0026314909999999|0.086682657|0.0506476009999999|1|-0.002377481|-0.299654464|-0.017562097|-0.332654104|0.644280611|-0.131424138|0.081171071|0.897881853|0.614613723|1|-0.084413593|-0.0904066519999999|0.429825305|-45.1562696|-48.36220049|8.917011222000001|0.208246323|111.3994409|-0.033307714|-25.87091101|4.770072524|0.0|-1.265693121|59.79410145|-17.81765281|54.07328082|2327.320914|-677.0708068|-9.531388265|6.984778596|13.37174753|0.914412511|154.260803|25.03780079|0.021370407|-226.4191275|951.4364299|383.4213189|1.0|1.0|0.0|1.0|1.0|2.1|0.06|21.0|-8.49|4.69|66.49|2.0|0.0|1.0|-4.89|25.0|-5.76|0.0|0.0|1.0|3.74|-4.85|1.41e-05|0.00499|0.0|0.0|3.22e-09|1.14e-06|4.3312|4.0594|-1527.376145|552.16|305.43|-1527.265523|-0.16762|-0.2268|0.03425526|3.7709|16.0|7.8|7.8
24_a47|0|1|0.0|1|6.86171134|0|-0.1160443999999999|0.039520202|1.081401467|-0.0060410169999999|-0.063708635|0.071506228|1|-0.004514441|0.056234624|-0.2494728939999999|-0.540463145|0.662080166|-0.005097239|0.113432542|0.875198713|0.627160379|1|-0.075894947|-0.090995097|0.214985826|-42.71324947|-51.21152885|12.11301576|0.216050899|121.5922303|-0.032498249|-28.82156035|6.81713713|47.170683|-1.364926459|69.27912772|-18.28983173|54.82626523|2642.775318|-768.1729327|-10.29341441|7.024694045|13.48797266|0.920079732|218.5873217|29.90471672|0.032103375|-125.6197312|1255.998102|457.1122177|0.0|1.0|1.0|0.0|1.0|3.12|0.05|21.0|-7.63|2.78|84.73|1.0|0.0|1.0|-4.61|28.0|-6.48|0.0|0.0|1.0|3.31|-4.52|3.05e-05|0.0121|0.0|0.0|2.32e-08|9.22e-06|3.9675|3.9675|-1696.071577|578.94|312.5|-1695.93106|-0.16333|-0.2285|0.03414611|3.6008|3.0|8.5|8.5
4e_a46|0|0|0.092094405|1|7.825245291|1|-0.370202917|0.041636905|0.0|-0.001404912|-0.058626723|-0.05803828|1|0.002688298|-0.135489528|-0.049530834|-0.514537262|0.738134189|0.075271624|-0.076733489|0.8146060740000001|0.69063113|0|-0.0835371459999999|-0.084780904|0.68427144|-63.39469142|-64.33855433|8.098142567|0.246284959|186.9007941|-0.030951758|-48.825259|6.145520557|20.27041189|-1.949960781|73.87174786|-23.48867857|71.49283399|3411.457836|-1479.78675|-17.82509456|7.906917146|15.06943449|0.905854609|155.48860530000002|29.54149986|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|1.0|0.0|0.0|1.0|1.0|2.68|0.27|23.0|-8.81|3.05|124.17|2.0|0.0|1.0|-6.08|35.0|-6.6|1.0|0.0|0.0|3.5|-5.41|3.92e-06|0.00191|0.0|0.0|1.56e-09|7.64e-07|4.2446|4.1773|-1884.564974|757.1|296.81|-1884.255802|-0.17112|-0.21005|0.04805633|3.2466|154.0|6.8125|6.8125
15d_a10|0|0|0.0|1|7.535296702|2|0.0370874879999999|0.031742919|2.04092658|0.010215823|-0.140487312|0.007032164|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|0.74726683|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|1|-0.057588609|-0.070612242|0.565801561|-38.80896881|-47.58559595|15.37766538|0.12390229|83.49776405|-0.018829931|-32.06793721|10.36301002|141.0919598|-1.129795872|66.95020436|-12.68949225|54.18663419|2967.522813|-761.3695352999999|-8.551449923|8.429169102000001|16.02072769|0.900629528|355.8865234|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|0.0|1.0|1.0|1.0|1.0|4.01|0.35|21.0|-7.82|4.14|65.3|1.0|0.0|1.0|-3.78|33.0|-7.04|0.0|1.0|0.0|3.18|-4.38|4.1200000000000005e-05|0.0182|0.0|0.0|1.5e-08|6.62e-06|5.6004|3.8591|-1431.051425|737.09|321.28|-1430.733658|-0.15916|-0.20918|-0.23696253|3.8163|69.0|7.1612|7.1612
25d_a34|0|0|0.0|1|7.412764017000001|1|-0.089654563|0.041037037|0.0|-0.005017781|-0.1266965|0.00670464|1|-0.001685762|-0.263924686|-0.342090037|-0.605891389|0.8265507809999999|0.14554928|0.011919831|0.799694715|0.778903495|0|-0.100582621|-0.124111479|0.631894475|-66.52770588|-82.09024497|19.36462983|0.325717647|215.4372954|-0.044492794|-54.29641443|12.8082206|69.64131956|-2.358118108|95.24066462|-29.42857839|85.89233572|2939.671168|-1559.714654|-19.46475234|6.933980884|13.29135354|0.916843118|147.36277019999997|37.86469665|0.019881997|-366.6979266|2006.828923|673.8038326000001|1.0|1.0|1.0|1.0|1.0|3.76|0.12|23.0|-8.08|3.05|90.3|1.0|0.0|1.0|-4.61|32.0|-6.74|0.0|0.0|1.0|3.21|-4.48|3.3e-05|0.0141|0.0|0.0|8.26e-09|3.53e-06|4.2732|4.2732|-1426.468726|706.21|290.15|-1426.243341|-0.1771299999999999|-0.21234|0.02807001|8.0068|0.95|6.0223|6.0223
12d_a30|0|0|0.0|0|7.412764017000001|2|-0.033312179|0.042804233|0.0|0.005613018|0.036688757|-0.075816941|1|0.005965451|-0.162129948|-0.09353607|-0.4562256979999999|0.8414737059999999|-0.0430927579999999|-0.130412856|0.8532172109999999|0.7991060659999999|0|-0.073829724|-0.094239701|0.366319099|-47.69710881|-60.88281322|10.05700314|0.156990075|101.4221952|-0.036246039|-39.33285959|6.497247279|0.0|-1.884794029|69.55534551|-23.41646662|57.75411196|2784.836855|-1217.656264|-15.12802292|7.557073995|13.92427286|0.84254817|119.91237920000002|28.75340957|0.013424098|-406.2173266|1495.177298|686.039456|1.0|0.0|1.0|1.0|0.0|0.0|0.17|17.0|-7.01|4.35|81.65|2.0|0.0|1.0|-5.66|30.0|-5.81|0.0|0.0|1.0|2.91|-5.15|7.05e-06|0.00291|0.0|0.0|9.75e-08|4.02e-05|3.4821|3.4821|-1615.063947|695.57|356.06|-1614.831682|-0.1479099999999999|-0.1991|0.03187624|4.8843|11.0|7.9508|7.9508
12u_a30|0|0|0.0|0|7.412764017000001|2|-0.027452346|0.043383838|0.0|0.002431329|0.028815747|-0.0646674999999999|1|0.001805829|-0.15896471|-0.0857954809999999|-0.467189145|0.8149999040000001|-0.055829439|-0.105767484|0.889479916|0.711738503|0|-0.0773921259999999|-0.097867106|0.477056017|-51.83732031|-65.55148142|10.42404292|0.15055905|100.8445957|-0.03794847|-43.90644499|6.982033926000001|0.0|-1.859475018|75.26051582|-25.41792137|62.26136323|3001.03926|-1245.478147|-17.02494806|7.804487592999999|14.01586754|0.7958728709999999|126.9521524|31.36222814|0.014495402|-415.8966522|1536.749179|685.6665849999999|1.0|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-7.8|5.11|81.65|2.0|0.0|1.0|-6.58|31.0|-5.52|0.0|0.0|1.0|3.59|-6.04|9.14e-07|0.0004269999999999|0.0|0.0|1.58e-08|7.39e-06|3.5003|3.5003|-2494.927579|705.15|354.21|-2494.736802|-0.1486299999999999|-0.20146|0.03472994|7.0553|34.0|7.4647|7.4647
9h_a24|1|0|0.0|1|7.153833802|0|2.01e-05|0.023854167|0.0|0.013595277|-0.209618231|-0.002471577|2|0.012380829|0.144624936|-0.047269812|-0.207206943|0.687815726|0.183289617|-0.004960317|0.859720539|0.656172477|0|-0.060337884|-0.0687348109999999|0.4016070679999999|-28.52000725|-32.48899638|8.724425117000001|0.1162247219999999|54.93613103|-0.026280957|-15.35662744|4.123788393|1.773520599|-0.8935525440000001|47.51520531|-12.42226332|37.24443236|2062.34011|-422.3569529|-5.871651668999999|5.805547147|11.11300329|0.914204295|202.1279819|21.70315707|0.031789952|-68.41568372|737.9073405|295.8603625|1.0|0.0|0.0|1.0|1.0|1.96|0.0|22.0|-6.05|2.42|72.28|0.0|0.0|1.0|-2.83|22.0|-6.85|0.0|1.0|1.0|1.97|-3.24|0.000575|166.0|0.0|0.0|8.95e-07|0.000258|5.1739|4.3437|-945.2337612|506.68|285.43|-945.153352|-0.18239|-0.22593|0.0305020989999999|7.7741|77.0|7.1135|7.1135
1c_a5|1|0|0.0|0|6.605297921|0|-0.006491037|0.0248765429999999|0.0|0.008031558|-0.228971551|-0.058823529|1|0.007357977|-0.133677441|0.0578378779999999|-0.20172074|0.71274658|0.128385959|-0.109439124|0.821309592|0.6977404359999999|0|-0.068062282|-0.070346332|0.436308619|-34.82350689|-35.99212225|4.27195187|0.11368581|58.16640976|-0.0281385329999999|-18.41507338|2.185709046|0.0|-1.12554131|43.86175561|-14.3968489|39.09545876|2105.8969850000003|-575.8739559999999|-7.366029352999999|6.063350238|11.580409800000002|0.909902834|126.3615674|19.11862892|0.0153811389999999|-258.918642|764.7451566000001|409.0289917|1.0|1.0|0.0|1.0|1.0|2.09|0.05|23.0|-8.41|4.99|54.46|0.0|0.0|1.0|-4.25|24.0|-5.77|0.0|1.0|1.0|3.43|-4.45|3.5600000000000005e-05|0.0111|0.0|0.0|3.87e-09|1.21e-06|4.8783|4.5088|-990.5931502|556.84|274.99|-990.467026|-0.18719|-0.22684|0.029157178|2.6801|3981.0|5.4|5.4
9_a3|0|0|0.0|0|6.823286122000001|0|-0.100592457|0.034166667|2.4071976040000003|-0.004918099|0.065373003|0.023606557|1|-0.003863265|-0.216450234|0.141996379|-0.614170287|0.923357627|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|-0.095161413|-0.083555008|0.506753484|-44.74600478|-39.28853824|3.469130065|0.15350225|72.17854599|-0.038196575|-18.47392835|1.6312253680000002|72.50764604|-1.336880133|43.50933802|-17.96047462|48.21513485|2017.0704920000005|-628.6166118|-8.445224386|5.004834198999999|8.532203772|0.704792493|53.19989715|20.25176593|0.008976383|-363.8118546|708.8118076000001|349.6957191|1.0|1.0|1.0|1.0|1.0|2.44|0.0|21.0|-7.26|4.9|80.04|1.0|0.0|1.0|-5.53|22.0|-5.21|0.0|0.0|1.0|3.7|-4.9|1.25e-05|0.00379|0.0|0.0|5.5e-08|1.67e-05|5.8185|3.7356|-1256.0634710000002|512.44|331.9|-1255.9558029999998|-0.15834|-0.19833|0.0242342|2.6661|10965.0|4.96|4.96
18_a31|1|0|0.0|0|7.401841579|0|-0.138136629|0.0427124179999999|0.0|-0.009923585|-0.001973566|-0.096301845|2|-0.007811355|-0.084218532|-0.107017926|-0.604728055|0.868704545|0.022160691|-0.1647054359999999|0.904870098|0.838968212|0|-0.11789212|-0.129469649|0.258135789|-69.19879619|-75.99442464|8.49194438|0.27411287|160.8952371|-0.040279446|-44.60622732|4.984491996|0.0|-1.81257508|85.81723707|-23.64270989|77.69074057|2241.561812|-1063.9219449999998|-13.87749294|7.076684189|12.84812443|0.8155571290000001|130.6137795|30.40953623|0.01673486|-325.73954460000004|1368.42913|477.1857166|1.0|1.0|1.0|1.0|1.0|2.85|0.28|16.0|-6.54|4.9|119.14|1.0|0.0|1.0|-4.62|25.0|-6.72|0.0|0.0|1.0|2.89|-3.62|0.000241|86.0|0.0|0.0|2.9e-07|0.000104|5.0092|3.9105|-1465.4803960000002|630.26|317.05|-1465.300904|-0.16212|-0.19914|0.04825999|4.6746|0.13|6.8861|6.8861
22_a47|0|1|0.0|1|6.86171134|0|-0.150248628|0.043695652|1.016903613|-0.006808306|-0.075111395|0.002716049|1|-0.004332497|-0.077468004|-0.277479519|-0.538310301|0.612295986|-0.077787113|0.004104478|0.890264057|0.591185263|1|-0.080744803|-0.089280419|0.573087958|-47.64347429|-52.67991531|13.07198749|0.301350868|177.81209280000002|-0.031744149|-31.08378631|7.713126784|54.21581266|-1.42848671|71.28682035|-18.73063655|60.71546178|2692.510471|-842.8786448999999|-11.05201291|6.9553262170000005|12.91589555|0.8569791179999999|230.3045281|30.72175314|0.031534452|-129.440987|1382.478891|482.9384172|0.0|1.0|1.0|1.0|1.0|3.16|0.1|21.0|-7.69|3.07|84.73|1.0|0.0|1.0|-4.44|29.0|-6.58|0.0|0.0|1.0|3.41|-4.38|4.16e-05|0.0164|0.0|0.0|2.06e-08|8.11e-06|4.7954|4017.0|-1375.021925|605.12|308.65|-1374.857521|-0.16704|-0.22828|0.02840507|5.7009|1.0|9.0|9.0
13g_a6|1|0|0.0|0|6.842683282|0|0.004767264|0.043020833|1.648997541|-0.002407131|0.073394284|-0.080022038|1|-0.000644109|0.061423911|-0.215607882|-0.46487852|0.836982172|0.095969451|-0.144664763|0.832753533|0.789769968|1|-0.074216821|-0.091949419|0.2141642839999999|-51.67543048|-64.02222283|12.28038897|0.128027951|89.14285747|-0.0323525729999999|-44.57717132|8.550546653|0.0|-1.747038966|76.50577593|-22.52633766|63.95581946|2929.039254|-1216.422234|-15.68456028|7.968172425|14.34268783|0.7999971709999999|184.0026638|30.61752948|0.017929016|-328.2712049|1653.346592|744.1359788|1.0|1.0|1.0|1.0|1.0|2.34|0.12|27.0|-10.57|5.41|103.17|2.0|0.0|0.0|-5.56|33.0|-6.31|0.0|0.0|1.0|3.47|-5.06|8.8e-06|0.0038|0.0|0.0|2.67e-11|1.15e-08|5.9869|3.2472|-1386.573241|739.55|381.82|-1386.3020800000002|-0.1327|-0.20806|0.03802398|13.3225|119.0|6.9245|6.9245
15a_a22|0|0|0.0|1|6.842683282|0|-0.052476637|0.038167849|1.614660505|0.005288335|-0.057308195|-0.015194063|1|0.005757758|0.036467904|-0.165471815|-0.360663314|0.6819423609999999|-0.09744639|-0.027029438|0.794858486|0.655865336|1|-0.061755825|-0.081705465|0.410151945|-41.92018177|-55.4621036|14.43653926|0.13335968|90.52525878|-0.031425179|-37.6479704|9.799599501|65.53409434|-1.634109304|70.12529157|-21.33157831|56.35672103|2884.815511|-1109.242072|-14.47998862|8.157552588|14.6895113|0.800725296|201.7850124|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|684.5377542|1.0|1.0|1.0|1.0|1.0|2.86|0.08|27.0|-9.21|3.87|85.59|1.0|0.0|1.0|-4.65|32.0|-6.61|0.0|0.0|1.0|3.19|-4.68|2.1e-05|0.00881|0.0|0.0|6.1e-10|2.56e-07|5.0577|3.6496|-1368.321775|696.57|339.72|-1368.0755869999998|-0.15281|-0.21285|0.03153544|6.8666|143.0|6.8447|6.8447
1_a3|0|0|0.0|0|6.823286122000001|1|-0.073036903|0.034166667|2.194605012|-0.006610844|0.038572075|0.032569462|0|-0.005006707|-0.007705076|0.08803837|-0.486774367|1.005427002|-0.126299711|0.057919092|0.8457792829999999|0.943582278|1|-0.098872259|-0.0925710269999999|0.521474118|-45.44133321|-42.54530997|3.693677623|0.2237487219999999|102.8341051|-0.034105115|-19.55367089|1.697600903|0.0|-1.295994381|49.05980305|-15.67458788|49.13501083|2012.9704|-595.6343396000001|-7.203984013|4.984064981|9.046658216|0.8151164259999999|95.55665364|19.78900457|0.014174378|-268.4830832|751.9821735|373.1494221|1.0|1.0|0.0|1.0|1.0|0.0|0.18|16.0|-5.77|2.28|77.1|0.0|0.0|2.0|-3.07|22.0|-6.87|0.0|0.0|0.0|1.5|-3.3|0.000503|154.0|0.0|0.0|1.69e-06|0.000518|5.8805|3.8645|-1273.290432|496.09|320.83|-1273.1763970000002|-0.1658599999999999|-0.21886|0.02599563|3.4319|724.0|6.1403|6.1403
9r_a24|1|0|0.0|0|6.605297921|0|0.013567512|0.024179894|0.0|0.007861194|0.064425793|-0.043274854|1|0.008722018|-0.29065818|-0.2920573039999999|-0.3018627239999999|0.786430472|-0.120617935|-0.083458647|0.841805128|0.7526889940000001|0|-0.0618978309999999|-0.082022572|0.32720212|-41.49802275|-54.99020696|10.4302588|0.158284162|106.1180928|-0.025821921|-36.86695997|6.992734796000001|89.36724924|-1.394383716|70.79264457|-17.31173182|51.92828155|2644.462265|-934.8335183|-11.60626518|9.672636984|18.36822555|0.898988412|257.9706516|28.13932796|0.02357068|-154.486433|1519.52371|670.2247423|1.0|1.0|1.0|1.0|1.0|3.04|0.22|23.0|-8.66|4.23|79.82|2.0|0.0|1.0|-4.02|30.0|-6.83|0.0|0.0|0.0|2.98|-4.06|8.77e-05|0.0351|0.0|0.0|2.21e-09|8.84e-07|4.4722|4.2877|-1294.451958|713.25|289.16|-1294.201456|-0.1676099999999999|-0.21074|0.03426339|3.0322|11.0|7.9586|7.9586
31_a47|0|1|0.0|1|6.842683282|0|-0.171198936|0.042906977|1.198626524|-0.007525849|0.074881792|0.001073537|1|-0.006265667|-0.188419195|-0.076351692|-0.441642572|0.677766155|-0.1978980839999999|0.001622323|0.917597019|0.6463892179999999|1|-0.10715233|-0.1056956209999999|0.486720182|-66.4670426|-65.56344002|13.27533898|0.303979962|188.5600536|-0.037580665|-40.66927863|8.234748813|81.01707367|-1.691129939|80.58054906|-23.31144534|79.74238158|2689.159869|-1049.01504|-14.46018796|8.214180216|15.6194341|0.901520747|181.972428|32.98913783|0.024209265|-256.3593656|1484.511202|513.2159236|1.0|1.0|1.0|1.0|1.0|2.38|0.1|21.0|-7.62|3.23|98.72|1.0|0.0|1.0|-4.59|29.0|-6.78|0.0|0.0|1.0|2.94|-4.39|4.03e-05|0.0166|0.0|0.0|2.42e-08|9.95e-06|3.9744|3.6369|-1735.400941|642.11|340.91|-1735.225703|-0.15143|-0.20463|0.03449081|8.6244|16.0|7.8|7.8
15a_a10|0|0|0.0|1|7.535296702|1|0.022297552|0.033912037|2.038992189|0.011418154|-0.060539141|-0.062038567|1|0.01192767|-0.19937094|-0.285973309|-0.188634555|0.7408341359999999|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|1|-0.0458501609999999|-0.076864276|0.754451037|-29.50952422|-49.47045259|10.10411407|0.084862776|54.61835033|-0.025155581|-31.83957238|6.503087289|122.7715002|-1.3835569680000002|60.98047923|-16.19032994|39.61363829|2656.305166|-890.4681466|-10.42022369|6.71451044|11.33516398|0.68815941|208.2243923|23.93343877|0.017883602|-227.1590805|1316.339132|697.5493042|0.0|1.0|1.0|1.0|1.0|3.58|0.29|21.0|-7.79|3.95|56.07|1.0|0.0|1.0|-3.97|30.0|-6.52|0.0|1.0|1.0|3.33|-4.4|3.94e-05|0.0157|0.0|0.0|1.63e-08|6.51e-06|5.7646|3.7639|-1278.4225210000002|687.57|329.41|-1278.141052|-0.1559299999999999|-0.20335|0.02976259|6.1108|24.0|7.6198|7.6198
8e_a12|0|1|0.0|1|6.803505258|1|-0.049397555|0.037430556|2.197856963|0.005196034|-0.087658302|-0.0309579439999999|1|0.005744805|0.112673977|-0.136145064|-0.448676455|0.83954453|-0.036433876|-0.051240735|0.815412281|0.797199175|1|-0.05202522|-0.087795345|0.001151979|-29.79080011|-50.273571200000006|8.884082475|0.060372083|34.57040021|-0.031094185|-28.78776717|5.0872236|0.0|-1.492520871|61.4656313|-17.80522313|38.67488258|2548.979738|-854.6507103|-10.19566754|6.446557205|11.80358346|0.830990262|165.34017769999997|25.03342862|0.019545275|-241.94192880000003|1201.604574|561.9859171|1.0|1.0|1.0|1.0|1.0|3.01|0.14|21.0|-7.93|3.34|55.1|2.0|0.0|1.0|-4.37|28.0|-6.03|0.0|1.0|1.0|3.12|-4.69|2.03e-05|0.00744|0.0|0.0|1.19e-08|4.34e-06|5.247999999999999|3.3044|-1177.593205|612.59|375.21|-1177.380602|-0.13599|-0.19338|0.02580783|1.9327|588.0|6.2306|6.2306
12ah_a36|1|0|0.0|0|7.412764017000001|2|-0.043678703|0.043848238|0.0|0.0005016269999999|-0.083956827|-0.050147748|1|0.0010871589999999|0.133939811|-0.177407665|-0.444563583|0.8941919290000001|0.011674455|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|-0.0758457179999999|-0.1059368909999999|0.271553945|-49.0084977|-68.45222166|11.93961081|0.171594725|110.8777131|-0.038137281|-44.23111357|7.714903458999999|0.0|-1.906864035|80.02464883|-24.6427998|60.9481085|2786.56479|-1232.13999|-15.92320089|8.26712637|15.54445187|0.8802726820000001|149.3235124|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|1.0|0.0|0.0|1.0|0.0|0.0|0.14|17.0|-7.18|3.35|69.2|1.0|0.0|1.0|-4.44|30.0|-6.49|0.0|1.0|1.0|2.34|-4.59|2.55e-05|0.0106|0.0|0.0|6.65e-08|2.77e-05|5.2259|3.7792|-1692.512868|682.21|328.07|-1692.3109559999998|-0.15434|-0.2107099999999999|0.03300341|7.6265|11.0|7.9586|7.9586
